MAT.1.1	Xuꞌu é Mateú u ne, iꞌa kakaꞌán u iña táta viꞌi Jesucristu, iꞌxá ika Dāvii, iꞌxá ika Ābraan.
ACT.1.9	Dā kúvi kaꞌan Jésuú ne, kūntáa ña e dukún kān. Mēꞌñú viko nuꞌu kuntáa ña ne, ñá ni īní ka pustru ñá ña. 
ACT.1.10	Kuan tsī o ntáñɨ̄ ña, ntaíto díto ña e dukún kān mí kūntáa ña ne, dā nénī ñá xee uvi ánje Xuva kō, ñuꞌu ña doo kuiꞌxin. 
ACT.1.11	Ntákaꞌan ánjē sán ni ñā:
ACT.1.11	—Ō ñá ñuú Galilea, ¿nté kuān nté ntaíto díto ntu nto e dukún kān? Tsí dɨvi tsi Jēsuu, ña é nakiꞌi Xuva kō né, vata tsī ó kūntáa ña e dukún ne, kuan tsī koo nainu xtúku ña ñuxiví a —kaꞌan ña.
ACT.1.12	Kidáā ne, ntáka ña xuku é nani Ōlivú san. Ntíko koō ñá, kunúꞌu ña ñuú Jerusaleen é ña tuvi nté uun kilumetru. 
ACT.1.13	Dā náxee xtúku ña ne, kúxee ña má vīꞌi nínu kān. Dɨvī ña ntoo sán ne: Pedru, ní Juaan, ni Sántiau, ni Ándree, ni Félipe, ni Túmaa, ni Bártulu, ni Máteu, ni túku Santiau, iꞌxá Alfeu, ni Símuun Zélote, ni Júda, ení Santiau. 
ACT.1.14	Nguentúvi ntánataká nuu un ntɨɨ́ ntɨɨ̄ ñá, ni ēní Jesuu, ni dɨ́ꞌɨ ñā María, ni tuku ñadɨ̄ꞌɨ́ dɨ, é ntákaꞌan ntâꞌví ña ni Xuva kō.
ACT.1.15	Uun ntuvi ne, nátaká nuu vata te uun sientu oko ñaꞌa, ña kuíntiꞌxe i Jesuu. Kidáā ne, nákuntītsí Pedru é kāꞌan ñá ni ñā ne, kakaꞌan ña:
ACT.1.16	—Eni, é īni nto tsí da miī é kuvi nee iña é kākaꞌan Espíritū Sántū sán ne, nté ntūvi diꞌna xeꞌé ña túꞌūn é xntée naꞌa Davii íña Júdā san. Tsi Júdā sán ne, dɨvi ñā é intéka ña ñaꞌa é tɨ̄ɨn ña Jesuu. 
ACT.1.17	Dɨvi ñā ne, dadɨɨ tsi pustru ntɨ́ ni ñā. 
ACT.1.18	Ntá tsi é īni ntó nté ō kúvi ña. Tsi kíꞌi ña diuꞌun é diko ña Jēsuú ne, ñīi ñá uun itsi ñūꞌu. Kidáā ne, kanteɨ ña, koꞌxó ña. Ntáta īꞌxí ña ne, uun ito tsi kíi ntɨꞌɨ itɨ́ ña ne, xíꞌi ñā. 
ACT.1.19	Tēku ntɨɨ́ ntɨ̄ɨ́ ñaꞌa, ña ntoo ñuú Jerusaleen, nté ō kúvi ña. Dukuān né, īntántēé ñuꞌu san Aceldama, é kāni túꞌun Ñūꞌu Nɨñɨ. 
ACT.1.20	Kuān ó uve naꞌa libru é nanī Salmu, kakaꞌan:
ACT.1.20	Na kuīñɨ ixu viꞌi ña ve;
ACT.1.20	xōxó kuntōo ká i ikān,
ACT.1.20	kaꞌan líbrú san. Xío ūve naꞌa túku, kakaꞌan:
ACT.1.20	É tūku ñaꞌa nakunúu ña naa ña,
ACT.1.20	é viī ñá tsiñu é edé ña,
ACT.1.20	kaꞌan líbrú san.
ACT.1.21	ʼIꞌa ntoo ñaꞌa é dadɨɨ tsi íka ntɨ́ ni ñā nguentúvi dá kātúvi Tóꞌo ko Jēsuu ní ntɨ, 
ACT.1.22	nté ntūvi dá itsi ntute ña ntaꞌa Juaan un tsi da nté ntūvi é kūntáa ña viꞌi antɨ̄vi. É kāntio ne, uun ñaꞌa kuntee táꞌan ña ntɨ́ é ntuvi nɨɨ̄ ntɨ́ uxuvi ñáꞌa ntɨ é ntāda ntaá ntɨ nee é īni ntɨ́, é kāꞌán ntɨ ni ñaꞌā tsí nuu é ntaā i e ntóto Jesuu dá xiꞌi ña —kaꞌán Pedru.
ACT.1.23	Kidáā ne, nakaxnúu ña úvi ñaꞌa: uun ñaꞌa, ñá nani Jōseé Barsabaa (Justo náni ña dɨ), ni ūun ñaꞌa, ñá nani Mātia. 
ACT.1.24	Ntákaꞌan ntâꞌví ña kídaā:
ACT.1.24	—Xuva, dɨvi ntō é īni nto nimá ntɨ xe un xé un ntɨ́ ne, tāꞌxi ntó na kūtuní ntɨ xōo ñáꞌa é ntio nto 
ACT.1.25	é viī ñá pustru nto, é nakunúu ña naa Júda. Tsí Júdā ne, nákunāá ña tsiñu ña dá kuan ō dé ña é kīni kaa, dá kuēꞌen ñá mí kadūku ntée ña —kaꞌan ña.
ACT.1.26	Dā kúvi kaꞌan ntâꞌví ña ne, nadɨ́kɨ ñá te kīi xoo ñáꞌa é vīí pustrú san. Dā kíi ne, dúku ntēé Matiá san. Ura tsí i intee táꞌan ña ni ūꞌxi ɨ́ɨn pustru, ñá nguiī san.
ACT.2.1	Dā xee táꞌan ntuvi é kūvi viko iña ñá Israee, viko é nani Pentecōsteé ne, dadɨɨ ntoo ntɨɨ́ ntɨ̄ɨ́ ña kuíntiꞌxe i san. 
ACT.2.2	Dā nénī ñá uun káñuꞌū tsí nte e dukún kan, vatā ó te tātsin dóo ntii kainu ne, koó da kakeꞌxen nī kava má viꞌī mí ntoo ña. 
ACT.2.3	Kidáā ne, ntii díto ñuꞌu kaiꞌxi. Kaxiꞌí nuu ñuꞌu san dɨkɨ ñá xe un xé un ñā. 
ACT.2.4	Kidáā ne, ínūu Espíritū Sántū san nima ñá ne, eni ntuꞌu ñā ntákaꞌan ña é tūku e túku túꞌūn, tsí xeꞌe Espíritū Sántū san é kūvi kaꞌan ña.
ACT.2.5	Ntuvi sāꞌá ne, xee ntɨɨ́ ntɨ̄ɨ́ tatá viꞌi ña Israee, ña e dóo ntaínuu iní i Xuva kō. Dā míꞌī ká ñuu véꞌxi ña, xée ña ñūú Jerusaleen é viī ñá nchuꞌun Xuva kō. 
ACT.2.6	Dā tékū ntɨɨ́ ntɨ̄ɨ́ ñaꞌa san tsi dóo ntii kakaꞌan ñuꞌú ne, ikan tsī nátaká nuu ntɨɨ́ ntɨɨ̄ ña. Ña é da ve xée sán ne, é tūku e túku túꞌūn ntákaꞌan ña. Koó dā kúduꞌva ña da téku ña túꞌun ñā e ntákaꞌan ña kuíntiꞌxe i san. 
ACT.2.7	Koó dā kúdana iní ña ne, ntánatíin ña ni tāꞌan ña, ntákaꞌan ña:
ACT.2.7	—¿Vá ña ntu te ña ñuú Galilea, ña kuān ó ntákaꞌan san? 
ACT.2.8	¿Nté kuī ntátekú ntu ko tūꞌun é ntákaꞌan ña, vata tsi tē dadɨɨ túꞌun ko ni ñā? 
ACT.2.9	Tsí xoꞌō ne, é xīo xío ñuu ko: ñuú Partia, ni ñūú Media, ni ñūú Elan, ni ñūú Mesopotamia, ni ñūú Judea, ni ñūú Capadocia, ni ñūú Puntu, ni ñūú Asia, 
ACT.2.10	ni ñūú Frigia, ni ñūú Panfilia, ni ñūú Egítō né, iō ñá ne, véꞌxi ñā un tsi nte ñuu África, é díi ka ikā é ñuú Cirene. Iꞌa ntoo ña ñuú Romá dɨ; iō ñá ne, ña Israee ña; iō ñá ne, dadɨɨ tsi ntántīkɨn ñá Xuva ko nī ña Israee. 
ACT.2.11	Iꞌa ntoo ña ñuú Cretá dɨ, nī ña ñuú Arabia. Ntá tsi un ntɨɨ́ ntɨ̄ɨ o ntáteku ko é ntántaa ña ni kō nté o de Xuva kō e dóo kaxntii ña kō né, dɨvi tsi tūꞌún mii kō ntákaꞌan ña —kaꞌan ña.
ACT.2.12	Koó dā kúduꞌva ña nee iña é kākuvi ne, ntátsixeꞌe tāꞌan ña:
ACT.2.12	—¿Míꞌi ntu vēꞌxi é kuan ō ntáde ñaꞌa san? —kaꞌan ña.
ACT.2.13	Ntá tsi iō ñá ne, da ntáxkuntée ña, ntákaꞌan ña:
ACT.2.13	—Tē dóo ñuꞌu tsitū nima ña vínu xee —kaꞌan ña.
ACT.2.14	Kidáā ne, nákuntāñɨ́ dadɨɨ Pedru ni pustru ñá uꞌxi ɨ́ɨn san é kāꞌan ñá ni ñāꞌa sán ne, un ntii tsī kéne ña, kakaꞌan ñá ni ñā:
ACT.2.14	—Un ntɨꞌɨ kuēꞌen dúꞌva ntō, ña ñuú Judea ni ñá ñuú Jerusaleén ne, viꞌa ve ne, kini váꞌa nto é kaꞌán ntɨ ni ntō. 
ACT.2.15	Ñaꞌa sāꞌá ne, ña te kɨ́ꞌvi ñā. Ini nto tsí dā ve kaeku ɨɨn teváa. 
ACT.2.16	Ñāꞌá ni san, tsi sáꞌa ne, kakuvi vata ō kaꞌan Jóee dá kaꞌan ñá naa Xuva ko é ūve naꞌa nté ntūvi diꞌna, kakaꞌan ña:
ACT.2.17	Te xēe táꞌān ntuvi é ntɨ̄ꞌɨ ñuxiví ne,
ACT.2.17	táxnūú u Espíritū Sántū ko
ACT.2.17	é kunūu ña nima ñáꞌa, ña ntoo dá kanɨɨ ñūxivi.
ACT.2.17	Kidáā ne, káꞌan iꞌxā ntó, te tíi, te ñadɨ̄ꞌɨ, naá ko.
ACT.2.17	Na kuetsī sán ne, vata koo kuvi é nākueni na, kiní na é nāñeꞌé u na.
ACT.2.17	Ñatā sán ne, ñuu ení kān nañēꞌé u ña nté koo kuvi rkontuvi.
ACT.2.18	Ntuvi tsikán ne, taxnūú u Espíritū Sántū ko
ACT.2.18	é kunūu ña nima ñá ntáde tsiñu kuenta iñá ko, te tíi, te ñadɨ̄ꞌɨ ñá ne,
ACT.2.18	da kidáa kāꞌan ñá naá ko.
ACT.2.19	Taꞌxi ú kuenta é dukún kān ne,
ACT.2.19	ñuxiví a kii nɨñɨ́ ne,
ACT.2.19	koko ñuꞌú ne,
ACT.2.19	dōo kene uꞌme vata kaa viko nuꞌu.
ACT.2.20	Kuneé ngantií ne,
ACT.2.20	koko kuēꞌe kueꞌé xoo, vata ito nɨñɨ,
ACT.2.20	diꞌna tē xee táꞌan ntuvi é naīnu Tóꞌo kō.
ACT.2.20	Kidáa ntūvi e dóo kaꞌnu, e dóo váꞌa ō.
ACT.2.21	Dā xoó ka ñaꞌa, ña é kaku niꞌi i Tóꞌo kō ne,
ACT.2.21	nakáku ña,
ACT.2.21	kaꞌan Jóeé san kídaā.
ACT.2.22	ʼUn ntɨꞌɨ kuēꞌen dúꞌva nto, ñatīí Israee, kini váꞌa nto é kāꞌán ntɨ ni ntō: Tsí Jesuu, ñá ñuú Nazareé ne, dɨvi ñā e dóo vaꞌá ña ni Xuva kō. É īni ntó tsí xeꞌé Xuva kō é kūvi vií ña nuu i e dóo naꞌnu méꞌñu ntō né, dōo kueꞌe kuénta táꞌxi ña vata koo é na kūtuni nto tsí mii Xuva kō táxnūu ña ña. 
ACT.2.23	Ntá tsi dā ntúvi ña kuenta ntáꞌa nto, vata tsi ō dé kûꞌvé Xuva ko ntē ntúvi diꞌna ne, dɨvi ntō tɨ́ɨn nto ña ne, ēꞌní nto ña dā xeꞌé nto itsi é naxnteē ñá kini ntáa san ña ntíkā krusi. 
ACT.2.24	Ntá tsi Xuva kō ne, nantóto ña ña dá xiꞌi ña. Ña ni kúvi vīí doxiꞌí san ni ñā. 
ACT.2.25	Tsí kuān ó uve naꞌa nte ntúvi diꞌna, kakaꞌán rei Davii kuénta iña ña:
ACT.2.25	Iní u tsí nguentúvi katuví u ni Xuva kō.
ACT.2.25	Ñá kauꞌvī kueꞌén ko,
ACT.2.25	tsí dɨvi ñā kunuu méꞌñu kūnuu dava ña ko.
ACT.2.26	Dukuān é nakūnuu dîní nimá ko ne,
ACT.2.26	dōó diní ko, kakaꞌán u.
ACT.2.26	Nakutúvi vāꞌá kueꞌen kúñū ko,
ACT.2.27	tsi ñá xtuvī mii ntó nimá ko doxiꞌí kān;
ACT.2.27	ntē ña taꞌxi nto é tēꞌu kúñū ko,
ACT.2.27	tsí xuꞌu é iꞌxā nto e dóo vaꞌá u.
ACT.2.28	Dɨvi ntō nañéꞌē ntó ko
ACT.2.28	nté koo niꞌí ko ntuví vaꞌá iñá ko.
ACT.2.28	Xuꞌú ne, nakunúu dini kueꞌén nimá ko
ACT.2.28	é kutūví dadɨɨ ú ni ntō.
ACT.2.28	Kuan ō kaꞌan Dávií san kídaā.
ACT.2.29	ʼĒni, é īni nto tsí xiꞌi úva ata ko Dāvií ne, dā intúꞌxi ña. Tsí iꞌa tuvi dukuan ñáña ñā mí īntúꞌxi ña. 
ACT.2.30	Ntá tsi Davií ne, kakaꞌan ñá naa Xuva ko é kuān ó kakaꞌan ña. Ini ña tsí Xuva kō xeꞌé ña xuꞌu ña tsí uun iꞌxá ika ña kunūu naa ña é viī ñá rei iñá ko, xoꞌō e ñá Israee o. 
ACT.2.31	Dukuān né, vata tsī ó te nte díꞌna íni Davii nté koo kuvi ne, kaꞌan ña kuenta iña é ntoto Cristu dá xiꞌi ña, tsí ña kunuu mii nima ña mí ñuꞌu nima ñá xiꞌi; ntē ña téꞌu kúñu ñā dɨ. 
ACT.2.32	Ne, kuan ō kúvi ntiꞌxe, tsí Xuva kō ne, nantóto ña Jesuu. Un ntɨɨ́ ntɨ̄ɨ́ ntɨ é uxuvi ñáꞌa ntɨ́, ntáde ntaá ntɨ tsí iní ntɨ tsí nuu é ntaā i é ntóto ña dá xiꞌi ña. 
ACT.2.33	Kidáā ne, kúntāa ña é kutuvī ñá ntaꞌa kuaꞌa Xuva kō é kada kúꞌvē ñá, tsi dóo iō ñá é viī ña. Kidáā ne, táxnuu Xuva kō Espíritū Sántū sán, vatā ó kakaꞌan ñá nte díꞌna ne, dɨvi ñā kade ña é un ntɨꞌɨ̄ é ntaíni nto nī é ntátekú nto é kākúvi vevii. 
ACT.2.34	Tsí ña te rei Davií san ña é kūntáa viꞌi antɨ̄vi, tsí mii Dāvii kakáꞌan ña:
ACT.2.34	Kakaꞌan Xúva ko nī Tóꞌō kó:
ACT.2.34	“Kutūvín diñɨ kuaꞌa kó,
ACT.2.35	dā nté kūvi vii ntɨ́ꞌɨ ú nī ña ntaínchuꞌvi o”,
ACT.2.35	kaꞌan Xúva kō.
ACT.2.35	Kuan ō kaꞌan Dávii kídaā.
ACT.2.36	ʼNa kūtuni ntɨɨ́ ntɨ̄ɨ́ ña Israeé san tsí nuu é ntaā i tsí dɨvi Jēsuu, ña é náxnteē nto ntíkā krusí ne, dɨvi ñā é nakaxnúu Xuva ko ñā é viī ñá Tóꞌo kō, é viī ñá Cristu, ña é nakākú kō —kaꞌán Pedru ni ña.
ACT.2.37	Dā téku ñaꞌa san é kākaꞌan ñá ni ñā né, dōo uꞌvi kúvi ña. Tsixeꞌe ñā Pedru ní pustru ñá nguiī san:
ACT.2.37	—Ēni, ¿nté ntu koo vií ntɨ é ntūváꞌā ntɨ́ ni Xuva ko vē? —kaꞌan ña.
ACT.2.38	Kidáā ne, kakaꞌán Pedru ni ñā:
ACT.2.38	—Natuꞌvi nto kuétsi nto ntaꞌa Xuva kō ne, kutsi ntute nto xé un xé un nto kuēnta iña Jésuu, vata koo é kāda kaꞌnu iní Xuva ko kuētsí nto ne, taꞌxi ña Espíritū Sántū é kunūu ña nima nto. 
ACT.2.39	Tsi táꞌxi Xuva ko xūꞌu ña é kuān koo vií ña ni ko ni iꞌxā kó, ni ūn ntɨɨ́ ntɨ̄ɨ́ ñaꞌa, kuān te dóo ikā ntoo ña, da xōó ka ñaꞌa e kána Xuva kō é kūvi ña iña ña —kaꞌan ña.
ACT.2.40	Dōó naꞌa kākaꞌán Pedru ni ñá ne, dōó kueꞌe é kākaꞌan ñá ni ñā. Kaxéꞌe ña ña itsi, kakaꞌan ña:
ACT.2.40	—Kii nteé xio nto ña kini ntáa san ve —kaꞌan ña.
ACT.2.41	Dōo tɨtɨ́n ñaꞌa kuíntiꞌxe ña é kākaꞌan ñá ne, itsi ntute ñā. Iō ñá te ūni míil ñāꞌa, ña é nakuvé taꞌan ntuvi tsikan nī ña kuíntiꞌxe i san. 
ACT.2.42	Ña sāꞌá ne, dōo dé ntaa ña un ntɨꞌɨ̄ é nañéꞌe pustrú san ña ne, dōo dé ntaa ña nataká nuu ña é kātsin dava ña tañúꞌu nī é kāꞌan ntâꞌví ña ni Xuva kō dɨ.
ACT.2.43	Xuva kō né, dōo xntíi ña pustrú san é viī ñá nuu i e dóo naꞌnu, e dóo tɨtɨ́n kuenta xéꞌe ña. Ñaꞌa sán ne, koó dā kúduꞌva ña ne, dōo uꞌví ña. 
ACT.2.44	Ña kuíntiꞌxe i sán ne, dadɨɨ tsi ika ña ne, uun tsi nima ña. Kaxntii tāꞌan ñá ni da nēé ka é īo iña ña. 
ACT.2.45	Dīko ña iña míi ña ne, dā nákeꞌnté dava ña diuꞌun i, tsíꞌi ña ntaꞌa taꞌan ña xé un xé un ña vata kaa é kātaan núu ña. 
ACT.2.46	Utén utén nátaká nuu ña ini ukún kaꞌnu kān ne, dadɨɨ éꞌxi ña nú viꞌi ña kān, katsín dava ña tañúꞌū. Dōo diní ñuꞌu nima ñá ne, ntē ña ni de náꞌnu ña ni tāꞌan ña. 
ACT.2.47	Da mii kuēꞌen tsi é nānuꞌu ñá iní ña Xuva kō ne, dōo váꞌa kaꞌan ñáꞌa san íña ña. Utén utén ne, dukuān ntákutɨ̄tɨ́n ñaꞌa, ña nakáku Xuva kō.
ACT.3.1	Uun ntuvi ne, kuéꞌēn Pedru ní Juaan, kuntáa ña má ūkún kaꞌnu kān dá kaeku uni kuáa, ura i é ntákaꞌan ntâꞌvi ñáꞌa. 
ACT.3.2	Dā xee ña xiꞌi úkun kán ne, īní ña é vēxníꞌi ñaꞌa san uun ñátīi, ña é natɨ́ɨn dɨꞌɨn i nté dā káku. Utén utén kaxee niꞌi ña ña ne, kaxtúvi nteē ñá ña xiꞌi úkun kān, xiꞌi é nanī E Dóo Vaꞌa. Ikān xkutúvi ñá, kaikan ñá doméni ntaꞌa ña ntáxee má ūkún kān. 
ACT.3.3	Dā íni ña tsí véꞌxi Pedru ní Juaan é kɨ̄ꞌvi ña má ūkún kān ne, íkan ñā diuꞌún doméni ntaꞌa ña. 
ACT.3.4	Pedru ní Juaán ne, īto ña ña ne, kakaꞌán Pedrú san ni ñā:
ACT.3.4	—Koton nuú ntɨ —kaꞌan ña.
ACT.3.5	Kidáā né, īto ñá nuu ña tē nee kuéꞌe ña ña, kuiní ña. 
ACT.3.6	Ntá tsi Pedrú ne, kakaꞌan ñá ni ñā:
ACT.3.6	—Ña túvi kuēꞌen tsí diuꞌún ko. Ntá tsi īó iñá ko é tāꞌxi ú o: kuenta iña Jesúcristu, ña ñuú Nazaree, káꞌān ú ni ō: Nakuntítsin, kakan ve —kaꞌán Pedru.
ACT.3.7	Kidáā ne, írkāa Pedru ntáꞌa ña é xntii ña ñā nakuiñɨ ñá ne, ura tsí i ntuváꞌa dɨ́ꞌɨn ñā. 
ACT.3.8	Koó dā kaentíta ntaa ña nakuntítsi ña ne, dā éni ntuꞌu ñā kaika ña. Kúkɨ̄ꞌví dadɨɨ ña nī Pedru ní Juaan má ūkún kān ne, koó dā kaentíta eninú ña kaika ña, kakaꞌan ñá e dóo kaꞌnu Xuva kō. 
ACT.3.9	Īní ntɨɨ́ ntɨ̄ɨ́ ñaꞌa san é kaika ña, kananuꞌu ñá ini ña Xuva kō ne, 
ACT.3.10	koó dā kúduꞌva ñaꞌa san dá ini ña é ntūváꞌa ña, tsí ini ña é dɨvi ñā é kaitúvi nteē ña xiꞌi é nanī E Dóo Vaꞌá san é kaikān ñá doméni.
ACT.3.11	Ñatīí san ne, kuan tsī ó karkaa ña Pedru ní Juaan, é ña ni ntío ña é nangāva ña ña. Un ntɨɨ́ ntɨ̄ɨ́ ñaꞌa sán ne, koó dā kúduꞌva ña ne, ntaínu ñā, véꞌxi ña mí ntoō ñá, uun itsi ini ukun kan mí é nani Corīdoo Salámuun. 
ACT.3.12	Dā íni Pedru é véꞌxi ñaꞌa sán ne, kakaꞌan ñá ni ñā:
ACT.3.12	—Ō ñá Israee, ¿nté kui koo da ntákuduꞌva ntu nto é kuan ō kúvi? ¿Nté kui kuān nte ntaíntéꞌa ntu nto ntɨ? ¿Vá dɨvi ntū ntɨ́ kuvi idé ntɨ é ntūváꞌa ña sāꞌa? ¿Va dóo ntu īó ntɨ é ntaváꞌa ntɨ́ ña xnēꞌe? Kuān te dóo ntaínuu ini ntɨ́ Xuva kō ne, ¿vá kūvi ntu vií ntɨ ntaváꞌa ntɨ́ ña sāꞌa? 
ACT.3.13	Ñaꞌá ni san, tsí Xuva kō, ña inúu ini uva ata ko Ābraan ni Ísaa ni Jácoó ne, dɨvi ñā de kúꞌvē ñá é mii iꞌxā ñá Jesuu kodó nuū ña. Dɨvi ñā é ntáda nto ña kuenta ntáꞌa ña tsíñu i. Dā ntío Pilatu é nangāva ña ña ne, dɨvi ntō ne, ña ni ntío ntō. 
ACT.3.14	Jesuú ne, dōo váꞌa ña. Ña túvi nee kuetsí ña. Ntá tsi ña ni ntio nto é nangāva ña ña. Dɨvi ntō ne, íkan ntō é nantii ña uun ñaꞌa ñatīi, ña éꞌni ñaꞌa. 
ACT.3.15	Dukuan ō éꞌni nto ña kataꞌxi ntuvi iña ko. Ntá tsi Xuva kō ne, nantóto ña ña. Ntɨꞌɨ́ ne, iní ntɨ tsí nuu é ntaā i é kuan ō kúvi. 
ACT.3.16	Vevií ne, dɨvi Jēsuu kúvi idé ña é ntūváꞌa ña sāꞌá, ña é kainí nto, tsí dá kaku niꞌi ña Jēsuú ne, nakunúu ntii ña. Tsí dá kuíntiꞌxe ña Jesuú ne, kutíi ña ntuvaꞌa váꞌa ña, vata tsi ō kaini ntó un ntɨꞌɨ ntō ve.
ACT.3.17	ʼÉ īní u, ení, tsí dɨvi nto ni ña odo nūú iña nto ne, ña ni ínī ntó xoo ñáꞌa é Jesuu da éꞌni nto ña. 
ACT.3.18	Ntá tsi dukuan ō dé ntaa Xuva kō é kākaꞌan ña nté ntūvi diꞌna dá ntákaꞌan ñá kaꞌan naa ña é da miī é ntōꞌo Cristu, ña nakaxnúu ña. 
ACT.3.19	Dukuān ne, nadama nto nima kíni kaa nto ne, nakuníꞌi nto nima váꞌá nto. Xnūu nto nima nto é kākaꞌan Xúva kō, vata koo é nākate ña kuétsi ntō. Kidáā ne, taꞌxi ña é nakunuu dîní nima ntó ne, 
ACT.3.20	taxnuu ña Jesucristu, ña é nakaxnúu ña nte ntúvi diꞌna é kodo nuū ñá kuenta iña ko. 
ACT.3.21	Vevií ne, da miī é kutuvī ñá viꞌi antɨ̄vi, kantétu ña dā nté xee táꞌan ntuvi é ntāvaꞌa xeé xtuku Xuva ko ñūxiví, vatā ó ntákaꞌan ñá kaꞌán naa Xuva ko, ña intóo nte e náꞌa, dá xeꞌé Xuva kō é kūtuni ña nté koo kuvi. 
ACT.3.22	Tsí Muiseé ne, kakaꞌan ñá ni ñata kō, ña intóo kídaā: “Xuva kō né, taxnūu ña uun ñaꞌa é dɨvi tsi tātá ko, é kaꞌan ña naa ña, vata tsī o táxnūu ña ko. Kini vaꞌa váꞌa nto nee ntɨ́ꞌɨ ntɨꞌɨ é kāꞌan ñá ni ntō, 
ACT.3.23	tsí te xoo ñáꞌa ña ntío ña kuintiꞌxe ña é kākaꞌan ñá ne, kunaá ña. Kii nteé xio taꞌan ña ña Israee”, kaꞌan Muísee nte kídaā.
ACT.3.24	ʼKuan ō kaꞌan ntɨɨ́ ntɨ̄ɨ́ ña kaꞌán naa Xuva ko. Diꞌna Samuee, ni ún ntɨɨ́ ntɨ̄ɨ́ ña kaꞌán naa Xuva ko, ña é vēꞌxí ata ña, ntákaꞌan ntódo ña nté koo kuvi vevii. 
ACT.3.25	Xuva kō ne, xéꞌe ña xuꞌu ñá uva ata ntō, ña intóo diꞌna. Kuvi iña ntó dɨ, tsí ntoo nto naa ña vevii. Tsí Xuva kō ne, kakaꞌan ñá ni Ābraan: “Kuenta iña íꞌxá nto ntuviko un ntɨɨ́ ntɨ̄ɨ́ ñaꞌa, ña ntoo dá kanɨɨ ñūxivi”, kaꞌan ña. 
ACT.3.26	Dukuān né, dā táxnuu Xuva ko Iꞌxā ñá ne, diꞌna kuenta iña ntó táxnuu ña, vata koo é ntāviko ña nto, vata koo é nātuꞌvi nto kuétsi ntō —kaꞌán Pedru ni ña.
ACT.4.1	Pedru ní Juaán ne, ntákaꞌan dúkuan ña ni ñāꞌa san dá xee dutu íña ñá Israee, ni tóꞌō sntadun íña úkūn kaꞌnu, nī ña saduceu. 
ACT.4.2	Dōó dutsī kuiní ña nī Pedru ní Juaan, tsí ntánakuāꞌa ña ñaꞌa san tsí nuu é ntaā i é ntoto xtuku o tē xiꞌi o, tsí ntóto Jesuu dá xiꞌi ña. 
ACT.4.3	Kidáā né, tɨ̄ɨn ña ña, tsúꞌun kutu ña ñā viꞌi utun. Uun ñúū ñúꞌu kutu ñā, tsí e kuáa da tɨ́ɨn ña ñā. 
ACT.4.4	Ntá tsi dóo tɨtɨ́n ñaꞌa kuíntiꞌxe ña da téku ña túꞌūn é kākaꞌan ña. Kidáā ne, xée tāꞌan te uꞌun míil ñaꞌa kuíntiꞌxe ña Jesuu, é da mii kuēꞌen tsí ñatīí san ne, kaxio ñadɨ̄ꞌɨ́ san dɨ. 
ACT.4.5	Utén sān ne, un ntɨɨ́ ntɨ̄ɨ́ ña odo nūú iña ñá Israeé san, ni ñata, nī mastru lei iña úkūn sán ne, nātaká nuu ña ñuú Jerusaleen, 
ACT.4.6	ni dūtu, ñá odo nūu, ña nani Ānaá, ni ūn ntɨɨ́ ntɨ̄ɨ́ ñaviꞌi ña, ni Caīfaa, ní Juaan, ni Aléjandrú dɨ. 
ACT.4.7	Kidáā né, kāná ña Pedru ní Juaan é xntáñɨ meꞌñū ñá ña, da tsíxeꞌe ña ñā:
ACT.4.7	—¿Xoó ntu táꞌxi i itsī é kuān koo vií nto? —kaꞌan ña.
ACT.4.8	Pedrú ne, dōó nuu Espíritū Sántū nima ñá, kakaꞌan ña:
ACT.4.8	—Un ntɨɨ́ ntɨɨ̄ ntó, ñata, ña odo nūú iña ñá Israee: 
ACT.4.9	te ntio nto tsixeꞌe ntō ntɨ́ nté ō xntíī ntɨ́ ña xneꞌé ne, nté ō kúvi ntuváꞌa dɨ́ꞌɨn ñā ne, 
ACT.4.10	kini váꞌa nto ve é kākaꞌán ntɨ ni ntō, tsí ntio ntɨ́ é kūtuni ntó ni ūn ntɨɨ́ ntɨ̄ɨ́ ña Israee tsí Jesucristu, ñá ñuú Nazaree, ña naxntéē ntó ntiká krusi, ña nantóto Xuva kō né, dɨvi ñā kúvi idé ña é ntūváꞌa ña sāꞌa. Iꞌa ntitsí ña nuu ntoo. Ini nto tsí ña vádā ká ña ntuvi. 
ACT.4.11	Jesuú ne, vata kaa xuu núu i kaa ña. Dɨvi ntō ne, vata ntáa ña ntáxntāñɨ́ viꞌi ntáa nto, é nākuíta nto xuu e dií ka vaꞌá, xuu e kúvi xuu núu i. 
ACT.4.12	Tsí xōxó xtuku ka é kuvi nakākú i kō, tsí mii tsi Jēsuu é kūvi vií ña. Kuan ō dé kûꞌvé Xuva kō —kaꞌán Pedru ni ña.
ACT.4.13	Ña tsiñu i sán ne, koó dā kúduꞌva ña dá ini ña tsí ña te kauꞌvi kuéꞌen tsi Pedru ní Juaan é kaꞌan ña, kuān té ñá te tuꞌve ña, ñá te naꞌnu ñāꞌa ña. Da kidáā kútuni ña é dadɨɨ íka ña ni Jēsuu. 
ACT.4.14	Ikān ntitsí ña ntuváꞌa sán dɨ. Dukuān ne, ñá ni kútuni ñá nté koo kaꞌan ntée ña ña. 
ACT.4.15	Kidáā ne, nantíi ña ña méꞌñū juntá san ne, da ntánatíin mii ñā, 
