MAT.1.1	Գիրք ծնունդին Յիսուսի Քրիստոսի՝ Դաւիթի որդիին, Աբրահամի որդիին։
ROM.9.10	Ո՛չ միայն այսքան, հապա Ռեբեկայէն ալ յայտնի է որ յղացաւ մէկէն, այսինքն՝ մեր Իսահակ հօրմէն. 
ROM.9.11	վասն զի տղաքը դեռ չծնած եւ դեռ աղէկ կամ գէշ բան մը չգործած, (որպէս զի Աստուծոյ նախասահմանութիւնը հաստատ մնայ ընտրութեանը պէս, 
ROM.9.12	ո՛չ թէ գործերէն, հապա անկէ՛ որ կանչեց,) իրեն ըսուեցաւ թէ՝ 
ROM.9.13	«Մեծը պզտիկին պիտի ծառայէ». ինչպէս գրուած է թէ՝ «Յակոբը սիրեցի, բայց Եսաւը ատեցի»։
ROM.9.14	Ուրեմն ի՞նչ ըսենք։ Միթէ Աստուծոյ քով անիրաւութի՞ւն կայ։ Քա՛ւ լիցի։ 
ROM.9.15	Վասն զի Մովսէսին կ’ըսէ. «Որու որ պիտի ողորմիմ՝ կ’ողորմիմ ու որու վրայ որ պիտի գթամ՝ կը գթամ»։ 
ROM.9.16	Ուրեմն մարդուն ուզելէն կամ ջանքէն չէ, հապա Աստուծմէ՝ որ կ’ողորմի։ 
ROM.9.17	Քանզի գիրքը Փարաւոնին կ’ըսէ. «Անոր համար քեզ վերցուցի, որ իմ զօրութիւնս քեզմով ցուցնեմ ու բոլոր երկրի մէջ իմ անունս պատմուի»։ 
ROM.9.18	Ուստի որո՛ւ որ ուզէ՝ կ’ողորմի եւ որը ուզէ՝ կը խստացնէ։
ROM.9.19	Ուրեմն ինծի պիտի ըսես թէ՝ «Ա՛լ ինչո՞ւ մեղադիր կ’ըլլայ. վասն զի ո՞վ կրնայ անոր կամքին դէմ դնել»։ 
ROM.9.20	Բայց դուն ո՞վ ես, ո՛վ մարդ, որ Աստուծոյ հակառակ պատասխան կու տաս։ Միթէ ստեղծուածը իր Ստեղծողին կրնա՞յ ըսել թէ՝ «Զիս ինչո՞ւ այդպէս շինեցիր»։ 
ROM.9.21	Բրուտը իշխանութիւն չունի՞ կաւին վրայ՝ նոյն զանգուածէն ամաններ շինելու։ Ոմանքը՝ պատուի, ուրիշներ՝ անարգանքի համար։ 
ROM.9.22	Արդ՝ ի՞նչ կրնայ ըսել մէկը, եթէ Աստուած իր բարկութիւնը եւ զօրութիւնը ցուցնելէ առաջ, շատ համբերութիւն եւ երկայնամտութիւն ցոյց տայ ա՛յն անօթներուն, որոնք բարկութեան առարկայ եղած են եւ կորուստի դատապարտուած 
ROM.9.23	եւ կամ եթէ ուզէ իր փառքին ճոխութիւնը ցուցնել ողորմութիւն գտնող անօթներուն, այն փառքին համար, որ նախապէս պատրաստեց. 
ROM.9.24	այսինքն՝ մեզի՝ որ կանչեց, ո՛չ թէ միայն Հրեաներէն, հապա հեթանոսներէն ալ. 
ROM.9.25	ինչպէս Ովսէէի մէջ ալ կ’ըսէ. «Իմ ժողովուրդս չեղողը իմ ժողովուրդս պիտի կոչեմ ու սիրելի չեղողը՝ սիրելի։ 
ROM.9.26	Այն տեղ՝ ուր անոնց ըսուեցաւ թէ՝ ‘Դուք իմ ժողովուրդս չէք’, հոն անոնք Կենդանի Աստուծոյ որդիները պիտի կոչուին». 
ROM.9.27	Եսայի ալ Իսրայէլի համար կ’աղաղակէ. «Եթէ Իսրայէլի որդիներուն թիւը ծովու աւազին չափ ալ ըլլայ, միայն մնացորդ մը պիտի ազատի։ 
ROM.9.28	Քանզի Տէրը համառօտ եւ կտրուկ կ’ընէ արդարութեամբ. վասն զի Տէրը կարճ բան մը պիտի ընէ երկրի վրայ»։ 
ROM.9.29	Եւ ինչպէս Եսայի նախապէս ըսաւ. «Եթէ զօրաց Տէրը մեզի սերունդ թողուցած չըլլար, մենք Սոդոմի պէս պիտի ըլլայինք ու Գոմորի պիտի նմանէինք»։
ROM.9.30	Ուրեմն ի՞նչ ըսենք։ Թէ հեթանոսները որոնք արդարութեան չէին հետեւեր՝ արդարութեան հասան, ա՛յն արդարութեան՝ որ հաւատքէն է. 
ROM.9.31	բայց Իսրայէլ, որ արդարութեան օրէնքին կը հետեւէր, արդարութեան օրէնքին չհասաւ։ 
ROM.9.32	Ինչո՞ւ համար. վասն զի ո՛չ թէ հաւատքով, հապա որպէս թէ օրէնքին գործերով ուզեց արդարանալ։ Անոնք գայթակղութեան վէմին վրայ գլորեցան. 
ROM.9.33	ինչպէս գրուած է. «Ահա Սիօնի մէջ գայթակղութեան քար մը կը դնեմ ու գլորելու վէմ մը. եւ ամէն ով որ անոր հաւատայ, պիտի չամչնայ».
ROM.10.1	Եղբայրնե՛ր, սրտանց կը փափաքիմ ու կ’աղօթեմ Աստուծոյ, որ Իսրայէլը փրկէ։ 
ROM.10.2	Վասն զի ես կը վկայեմ անոնց համար թէ Աստուծոյ համար նախանձախնդիրներ են, թէեւ ո՛չ գիտակցաբար։ 
ROM.10.3	Վասն զի անոնք Աստուծոյ արդարութիւնը չճանչնալով՝ իրենց արդարութիւնը հաստատել ուզելով, Աստուծոյ արդարութեան չհնազանդեցան։ 
ROM.10.4	Քանզի օրէնքին վախճանը Քրիստոս է ամէն հաւատացեալի արդարութեան համար։
ROM.10.5	Վասն զի Մովսէս օրէնքէն եղած արդարութիւնը հաստատեց ըսելով. «Զանոնք կատարող մարդը անոնցմով պիտի ապրի»։ 
ROM.10.6	Բայց հաւատքէն եղած արդարութիւնը այսպէս կ’ըսէ. «Մի՛ ըսեր քու սրտիդ մէջ՝ ‘Ո՞վ պիտի ելլէ երկինք’, (այսինքն Քրիստոսը իջեցնելու.) 
ROM.10.7	կամ թէ՝ ‘Ո՞վ պիտի իջնէ անդունդը’, (այսինքն Քրիստոսը մեռելներէն հանելու։)» 
ROM.10.8	Հապա ի՞նչ կ’ըսէ. ‘Խօսքը մօտդ է, քու շրթունքիդ վրայ եւ քու սրտիդ մէջ է’. (այսինքն հաւատքին խօսքը, որ մենք կը քարոզենք.) 
ROM.10.9	վասն զի եթէ քու բերնովդ Յիսուսը Տէր խոստովանիս ու սրտիդ մէջ հաւատաս թէ Աստուած զանիկա մեռելներէն յարուցանեց՝ պիտի փրկուիս. 
ROM.10.10	(վասն զի սրտով կը հաւատայ մէկը արդարանալու համար ու բերնով կը խոստովանի փրկուելու համար։) 
ROM.10.11	Քանզի գիրքը կ’ըսէ. «Ամէն ո՛վ որ անոր հաւատայ, պիտի չամչնայ»։ 
ROM.10.12	Վասն զի խտրութիւն չկայ Հրեային ու Յոյնին միջեւ, վասն զի ամենուն Տէրը նոյնն է, որ առատութեամբ կը հասնի անոնց, որոնք իրեն կը կանչեն։ 
ROM.10.13	Քանզի «Ով որ Տէրոջը անունը կը կանչէ՝ պիտի փրկուի»։
ROM.10.14	Ուրեմն ի՞նչպէս պիտի կանչեն անոր, եթէ անոր չհաւատան, կամ ի՞նչպէս պիտի հաւատան անոր, որուն վրայով չեն լսած. կամ ի՞նչպէս պիտի լսեն՝ առանց մէկուն քարոզելուն։ 
ROM.10.15	Կամ ի՞նչպէս պիտի քարոզեն՝ եթէ չղրկուին. ինչպէս գրուած է. «Որքա՜ն գեղեցիկ են խաղաղութիւն աւետարանողներուն ու բարի բաներու աւետիս տուողներուն ոտքերը»։ 
ROM.10.16	Բայց ամէնքը հնազանդ չեղան աւետարանին. քանզի Եսայի կ’ըսէ. «Տէ՛ր, ո՞վ հաւատաց մեր տուած լուրին»։ 
ROM.10.17	Ուրեմն հաւա՛տքը լսելէն է ու լսելը՝ Աստուծոյ խօսքէն։ 
ROM.10.18	Բայց կ’ըսեմ. «Միթէ չլսեցի՞ն. մանաւանդ՝ ‘Բոլոր երկի՛ր ելաւ անոնց հնչիւնը ու անոնց խօսքը՝ մինչեւ աշխարհի ծայրերը’»։ 
ROM.10.19	Բայց կ’ըսեմ. «Միթէ Իսրայէլ չգիտցա՞ւ»։ Առաջ Մովսէս կ’ըսէ. «Ես ձեզ պիտի գրգռեմ որ նախանձիք անպիտան ժողովուրդի մը ու անմիտ ազգով մը ձեզ պիտի բարկացնեմ»։ 
ROM.10.20	Բայց Եսային կը համարձակի ու կ’ըսէ. «Ես անոնցմէ գտնուեցայ՝ որոնք զիս չէին փնտռեր, յայտնի եղայ անոնց՝ որոնք զիս չէին հարցներ»։ 
ROM.10.21	Սակայն Իսրայէլի վրայով կ’ըսէ. «Բոլոր օրը իմ ձեռքերս երկնցուցի անհնազանդ ու հակառակող ժողովուրդի մը»։
ROM.11.1	Ուստի կը հարցնեմ. «Միթէ Աստուած իր ժողովուրդը մերժե՞ց»։ Քա՛ւ լիցի. վասն զի ես ալ Իսրայէլացի եմ, Աբրահամին սերունդէն, Բենիամինին ցեղէն։ 
ROM.11.2	Աստուած չմերժեց իր ժողովուրդը որ ինք նախապէս ճանչցաւ։ Միթէ չէ՞ք գիտեր թէ Եղիային պատմութեանը մէջ գիրքը ի՛նչ կ’ըսէ, երբ անիկա Իսրայէլին համար կը գանգատէր Աստուծոյ. 
ROM.11.3	«Տէ՛ր, քու մարգարէներդ մեռցուցին ու քու սեղաններդ փլցուցին, միայն ես մնացեր եմ եւ իմ անձս ալ կը փնտռեն»։ 
ROM.11.4	Բայց ի՞նչ ըսաւ աստուածային պատասխանը. «Ինծի թողուցի եօթը հազար մարդիկ, որոնք Բահաղի ծնրադրութիւն չըրին»։ 
ROM.11.5	Հիմա ալ շնորհքով ընտրուած մնացորդ մը կայ։ 
ROM.11.6	Եւ եթէ շնորհքով, ուրեմն ա՛լ գործերէն չէ. ապա թէ ոչ՝ շնորհքը ա՛լ շնորհք չըլլար. իսկ եթէ գործերէն է, ա՛լ շնորհք չէ. ապա թէ ոչ գործը ա՛լ գործ չըլլար 
ROM.11.7	ուստի ի՞նչ. Իսրայէլ չհասաւ այն բանին որ կը փնտռէր։ Ընտրուածները հասան ու մնացածները կուրցան 
ROM.11.8	(ինչպէս գրուած է՝ ‘Աստուած անոնց թմրութեան ոգի տուաւ։ Աչքեր՝ որոնցմով պիտի չտեսնեն ու ականջներ՝ որոնցմով պիտի չլսեն’,) մինչեւ այսօր։ 
ROM.11.9	Եւ Դաւիթ կ’ըսէ. «Անոնց սեղանը իրենց որոգայթ ու որս եւ գայթակղութիւն ու հատուցում ըլլայ. 
ROM.11.10	անոնց աչքերը պիտի մթննան, որպէս զի չտեսնեն ու անոնց կռնակը միշտ վար պիտի ծռի»։ 
ROM.11.11	Ուրեմն կ’ըսեմ. «Միթէ անո՞ր համար անոնք յանցանք գործեցին որ կործանին»։ Քա՛ւ լիցի. հապա իրենց յանցանքովը հեթանոսներուն փրկութիւն եղաւ, որպէս զի անոնց նախանձը շարժէ։ 
ROM.11.12	Ուստի եթէ անոնց յանցանքը աշխարհի մեծութիւն եղաւ ու անոնց նուաստութիւնը՝ հեթանոսներուն մեծութիւն, ալ որչա՜փ աւելի անոնց լրութիւնը։
ROM.11.13	Բայց կ’ըսեմ ձեզի՝ հեթանոսներուդ՝ ‘Որովհետեւ հեթանոսներուն առաքեալն եմ, իմ պաշտօնս կը մեծարեմ. 
ROM.11.14	որպէս զի թերեւս իմ մարմինէս եղողներուն նախանձը շարժեմ ու անոնցմէ մէկ քանիները ապրեցնեմ’։ 
ROM.11.15	Վասն զի եթէ անոնց մերժուիլը աշխարհի հաշտութիւն է, հապա անոնց ընդունուիլը ի՞նչ պիտի ըլլայ, եթէ ոչ՝ մեռելներէն կենդանանալ։ 
ROM.11.16	Արդ՝ եթէ երախայրին սուրբ է, նաեւ զանգուածը եւ եթէ արմատը սուրբ է, ուրեմն ճիւղերն ալ։ 
ROM.11.17	Եթէ այն ճիւղերէն մէկ քանիները կոտրտեցան ու դուն որ վայրենի ձիթենի էիր՝ անոնց վրայ պատուաստուեցար ու ձիթենիին արմատին եւ պարարտութեանը հաղորդ եղար, 
ROM.11.18	ճիւղերուն դէմ մի՛ պարծենար. իսկ եթէ պարծենաս, յիշէ թէ դուն արմատը վեր չես բռներ, հապա արմատը՝ քեզ։ 
ROM.11.19	Ուրեմն պիտի ըսես՝ ‘Ճիւղերը կոտրեցան որպէս զի ես պատուաստուիմ’։ 
ROM.11.20	Աղէ՛կ, անոնք անհաւատութիւնով կոտրեցան ու դուն հաւատքով հաստատուեցար։ Մի՛ հպարտանար, հապա վախցիր. 
ROM.11.21	վասն զի եթէ Աստուած բնական ճիւղերուն չխնայեց, գուցէ քեզի ալ չխնայէ։ 
ROM.11.22	Ուստի տե՛ս Աստուծոյ քաղցրութիւնն ու խստութիւնը։ Կործանուածներուն վրայ՝ խստութիւնը եւ քու վրադ՝ քաղցրութիւնը, եթէ այն քաղցրութեան մէջ կենաս, ապա թէ ոչ դուն ալ պիտի կորսուիս։ 
ROM.11.23	Իսկ անոնք եթէ իրենց անհաւատութեանը մէջ չկենան, պիտի պատուաստուին, վասն զի Աստուած կարող է զանոնք նորէն պատուաստել։ 
ROM.11.24	Քանզի եթէ դուն քեզի բնական եղող վայրենի ձիթենիէն կտրուեցար ու այն բարի ձիթենիին վրայ, որ քեզի բնական չէր, պատուաստուեցար, ալ որչա՜փ աւելի անոնք որ բնական ճիւղեր են, պիտի պատուաստուին իրենց ձիթենիին վրայ։
