GEN.1.1	Imapis manaraq kaptinmi Tayta Dios kamarqan jana pasatapis kay pasatapis.
JER.5.25	Saymi kananqa kikikikunapa jusaykipita tamyasimushaqnasu.
JER.5.25	Ali kaqkunata tariyänaykipaq kaqtapis manami tariyankinasu.
JER.5.26	<<Qamkuna kaqchöqa yaqa runakunami kaykäyan.
JER.5.26	Say yaqa runakunaqa chankishta sariyänanpaq shuyaraqnömi runa mayinkunata engañayänanpaq shuyaraykäyan.
JER.5.27	Jaulacho chankishkuna aska kayashqannömi wayinkunachöpis suwakuyashqankuna aska kaykan.
JER.5.27	Saynöpa rïcuyarmi paykunaqa munayyuq rikakuyash.
JER.5.28	Ali alita mikurmi weray weray kaykäyan.
JER.5.28	Mana wanakuypami lutankunata ruraykäyan.
JER.5.28	Waksakuna quejakuyaptinpis manami favornin sharkuyansu.
JER.5.28	Nakaykaqta rikaykarpis manami yanapäyansu.
JER.5.29	<<Noqa 
JER.5.29	Say niraq runakunataqa mana kuyapaypami castigashaq.
JER.5.29	Rabyanäsiyämashqanman tupumi castigashaq.
JER.5.30	Paykunaqa fiyupa mansariypaq mana alikunatami kay nacioncho ruraykäyan.
JER.5.31	Profëtakunapis lulakuykäyanmi.
JER.5.31	Cürakunapis shonqunkuna yarpashlantami yachaykäsiyan.
JER.5.31	Sayno kayaptinpis qamkunataqa manami imapis qokuyäshunkisu.
JER.5.31	Saypa trukanqa paykuna sayno kanantami munaykäyanki.
JER.5.31	Ushakäyänayki junaq chämuptin ¿imanöparaq salvakuyanki?>>
JER.6.1	¡Benjamín trïbu runakuna, Jerusalénpita qeshpir aywakuyay!
JER.6.1	¡Tecoacho 
JER.6.1	¡Bet-haquerem puntacho qoshnita rurayay!
JER.6.1	¡Nortipita fiyupa mansariypaq castïgu chämunanpaqnami kaykan!
JER.6.2	<<
JER.6.3	Saymi uysha misiqkuna uyshankunata qatiqno soldädunkunata pushash Jerusalénman reykuna chäyämunqa.
JER.6.3	Uysha misiqkuna uyshankunawan posädakuqnömi marka waqtankunapa tumaypa posädakuyanqa.
JER.6.3	Nirkurmi qewata uyshakuna ushaqno markata chipyaq ushakäsiyanqa.
JER.6.4	<<Say reykunami wilanakur niyanqa:
JER.6.4	<¡Shumaq kamarikushun Jerusalén runakunata atacanansipaq!
JER.6.4	¡Pulan junaq yaykapaykushun!
JER.6.4	¡Isanqa pasapis tardiyaykannami!
JER.6.4	¡Lantuypis päsaykannami!
JER.6.5	¡Sayno kaykaptinqa sakaypana yaykapaykushun!
JER.6.5	¡Lapan palaciunkunatapis juchusishun!> >>
JER.6.6	Say reykunatami lapanta mandaq 
JER.6.6	<<¡Jerusalén punkuta pakiyänaykipaq qerukunata mutuyay!
JER.6.6	¡Murällan waqtankunaman wisar yaykuyänaykipaq alpata qotuyay!
JER.6.6	Say markacho kaykaq runakunataqa castigashaqmi.
JER.6.6	Saychöqa pasaypa fiyu runakunami kaykäyan.
JER.6.7	Pukyucho yaku imaypis mana ushakashqannömi Jerusaléncho lutan ruraykuna imaypis ushakansu.
JER.6.7	Pïmaypis yaqa karmi wanusinakuyparaq maqanakuyan.
JER.6.7	Runakuna nakasinakuykaqta y chikinakuykaqtami imaypis rikaykä.
JER.6.8	Jerusalén runakuna, imano kawayashqaykitapis shumaq tantiyakuyay.
JER.6.8	Mana tantiyakuyaptikiqa kachariykuyäshaykimi.
JER.6.8	Täyashqayki naciontapis sunyaqmanmi tikrasishaq>>.
JER.6.9	Lapanta mandaq 
JER.6.9	<<Jerusaléncho quëdaq kaq runakunataqa chikiqninkuna kuchu kuchumi ashiyanqa.
JER.6.9	Üvata palar kuti kutiykur ashiqnömi prësu sariyänanpaq ashiyanqa>>.
JER.6.10	Saymi Tayta Diosta nirqä:
JER.6.10	<<¿Pitaraq wilapäshaq?
JER.6.10	¿Pitaraq anyapäshaq?
JER.6.10	¿Piraq wiyamanqa?
JER.6.10	Say runakunaqa rinrinkuna sapakashnömi kaykäyan.
JER.6.10	Wilakuynikita wiyarpis asikuyanmi.
JER.6.10	Imata nishqaykitapis manami wiyayta munayansu.
JER.6.11	Saymi qam rabyash kashqaykino noqapis rabyash kaykä.
JER.6.11	Rabyashqaykitaqa manami amuräkümansu>>.
JER.6.11	Tayta Diosmi nimarqan:
JER.6.11	<<Rabyash castiganäpaq kaqta cällikunacho kaykaq wamrakunatapis y tröpanpa puriykaq maqtakunatapis wilay.
JER.6.11	Warmitapis, runatapis, awkintapis, chakwantapis mana kuyapaypami prësu apakuyanqa.
JER.6.12	Runakunapa chakrankunapis, wayinkunapis y warminkunapis jukpanami kayanqa.
JER.6.12	Kay nacioncho taq runakunataqa noqami castigashaq.
JER.6.12	Noqa 
JER.6.13	<<Paykunaqa lapanpis yarpaykäyan suwakuypa imatapis tariyänanpaqmi.
JER.6.13	Profëtakunapis cürakunapis engañakuqlami kaykäyan.
JER.6.14	Paykunaqa kuyashqä runakuna däñakush japuy kaykäyaptinpis janalanpa jampiqnölami kaykäyan.
JER.6.14	Castïgu kananpaq kaykaptinpis <manami ima castïgupis kanqasu> niyanmi.
JER.6.15	Melanaypaq jusalikurpis manami penqakuyansu.
JER.6.15	Manami penqakuytapis yachayansu.
JER.6.15	Sayno kayashqanpita castigaptïmi wakin runakunawan iwal wanuyanqa.
JER.6.15	Noqa 
JER.6.16	<<Tinkuq nänikunacho ichiykur tapukuyay mayqan näni mas unay kashqanta y ali kawayman chäsiq kashqanta.
JER.6.16	Say ali kaq nänipana aywayay.
JER.6.16	Saynöpami jamayta tariyankipaq>>.
JER.6.16	Tayta Dios sayno niptinpis runakunaqa niyan:
JER.6.16	<<¡Manami say nänipa aywayäshaqsu!>>
JER.6.17	Saymi rikachakuqkunata churashpan runakunata Tayta Dios nin:
JER.6.17	<<¡Rikachakuqkuna 
JER.6.17	Sayno niptinpis runakunaqa niyan:
JER.6.17	<<Manami wiyaytapis munayäsu>>.
JER.6.18	<<¡Maysay nación runakuna, wiyayämay!
JER.6.18	¡Kuyashqä runakunata imano castiganäpaq kashqantapis musyayay!
JER.6.19	<<¡Mundu intëru, shumaq wiyayämay!
JER.6.19	Kay runakunata fiyupami castigashaq.
JER.6.19	Sayno castigashaq wilapashqäta mana wiyakuyashqanpita y leynïkunata mana cäsukuyashqanpitami.
JER.6.20	Paykunaqa manakaqlapaqmi juklä nacionpita mushkuq jachakunata apayämun.
JER.6.20	Sabá nacionpita inciensutapis manakaqlapaqmi 
JER.6.20	Noqaqa manami chaskïnasu sacrificiuta altarcho rupasiyashqantapis.
JER.6.20	Sacrificiukunata apayämushqanqa manami shonqüpaqnösu.
JER.6.21	Saymi maypa aywayaptinpis paykunapaq trampano kashaq.
JER.6.21	Taytanpis, surinpis, vecïnunpis y reqinakuyashqanpis wanuyanqami.
JER.6.21	Noqa 
JER.6.22	<<Norti kaqlä munayyuq nacionpita shayämunanpaqmi soldädukuna kamarikuykäyan.
JER.6.22	Karucho täyashqanpitami shayämunqa.
JER.6.23	Paykunaqa flëchankunawan y espädankunawanmi kaykäyan.
JER.6.23	Fiyu runa kayashpanmi pitapis kuyapäyansu.
JER.6.23	Pelyayashpanpis qaparäyan lamar yaku pulchaqyar qaparaqnöraqmi.
JER.6.23	Cawallun loqashlami
JER.6.23	¡
JER.6.24	Saymi Jerusalén runakuna niyanqa:
JER.6.24	<<Say soldädukuna mana kuyapäkuq kayashqanta musyarmi pasaypa mansariylawan valornïkunapis ushakäkun.
JER.6.24	Fiyupa lakikurmi wachay nanaywan kaykaq warmino kaykäyä.
JER.6.25	¡Jirkapapis ama aywashunnasu!
JER.6.25	¡Nänikunapapis ama purishunnasu!
JER.6.25	Chikimaqninsikunaqa saychömi espädankunawan kaykäyan.
JER.6.25	Maysaychöpis pasaypa mansariypaqmi kaykäyan>>.
JER.6.26	Saymi noqa nï:
JER.6.26	<<¡Marka mayikuna, qachqa mödanakunata jatikurkur uchpacho qoshpayay!
JER.6.26	¡Japalan suriki wanuptin waqaqno fiyupa waqayay!
JER.6.26	¡Ushakäsimänansipaq shamuqkuna elaqpitami chäyämunqa!>>
JER.6.27	Tayta Diosmi nimarqan:
JER.6.27	<<Qamtami churä kuyashqä runakuna imano kawayashqantapis rikanaykipaq>>.
JER.6.28	Saymi nirqä:
JER.6.28	<<Paykunaqa lapanpis mana wiyakuq y levantakuqmi kaykäyan.
JER.6.28	Broncino y fiërruno shonqunkuna chukru kaptinmi pasaypa lutan rurayman churakash kaykäyan.
JER.6.29	Herrërukuna bräwawan mayjina pükasirpis qellaycho talush metalkunata sulusiyta mana kamäpakuyashqannömi kaykä.
JER.6.29	Saymi Jerusalén runakunata mayjina wilaparpis jusalikuyta kachariyänanpaq tantiyasiyta kamäpaküsu.
JER.6.30	Say runakunataqa 
JER.6.30	Saymi pïmaypis niyanqa jitarish qellay kayashqanta>>.
JER.7.1	Jeremíastami 
JER.7.2	<<Templu punkuman aywaykur wilakuy: <
JER.7.3	Israel runakunata kuyaq y lapanta mandaq 
JER.7.4	Ama criyiyaysu yapay yapay kayno niyäshuptiki: <<¡
JER.7.5	<< <Kay nacionnikicho imaypis jawka kawayänaykipaq lutan ruraykunata kacharir alikunata rurayay. Runa mayikita ali rikayay. 
JER.7.6	Jäpa runakunata, waksakunata y viüdakunata ama nakasiyaysu. Ali runakunata ama wanusiyaysu. Juk dioskunatapis ama adorayaysu. Juk dioskunata adorarqa desgraciamanmi chäyankipaq. 
JER.7.7	Yäsishqäno kawayaptikiqa kay nacionnikicho jawkala kawayänaykipaqmi imaypis yanapäyäshayki. Kay naciontaqa unay aylluykikunatami qoykurqä kaycho imayyaqpis täyänanpaq.
JER.7.8	<< <Lulapäyäshushqaykita criyirmi qamkuna yarpaykäyanki templü kaycho kashqanpita imaypis mana castiganäpaq kashqanta. Saytaqa ama criyiyaysu. 
JER.7.9	Qamkunaqa suwakuykäyanki, runa mayikita wanuykäsiyanki, jukpa majanwan kakuykäyanki, lulakur juraykäyanki y inciensuwan 
JER.7.10	<< <Sayno rurarkurpis cäraykikuna kanraq templüman shamur jutïta joqarir adorayämänaykipaq. Qamkuna yarpaykäyanki lutanta rurash kayaptikipis kay templuman shayämuptikiqa mana castiganäpaq kashqantami. 
JER.7.11	Kay adorayämänayki templuqa ¿suwakunapa machaynin kashqantaku yarpaykäyanki?
JER.7.12	<< <Maski Silo markaman
JER.7.13	Qamkunapis lutan rurayta kachariyänaykipaq niptïpis manami cäsuyämankisu. Mayjina parlapaptïpis manami wiyayämankisu. Sayno kayashqaykipitami
JER.7.14	Silo markata ushakäsishqäno kay yärakuyashqayki templutapis ushakäsishaq. Sayno ushakäsishaq kaycho adorayämänaykipaq qamkunata y unay aylluykikunata qoykush kaykarpis. 
JER.7.15	Efraín runakunata nacionninpita qarqushqänömi qamkunatapis nawpäpita juklä nacionman qarquyäshayki>.
JER.7.16	<<Jeremías, kay runakunapa favornin ama ruwakamaynasu. Mayjina ruwakamaptikipis manami wiyashaykisu. 
JER.7.17	¿Manaku rikanki Judá markakunacho y Jerusalén cällikunacho imano rabyanäsiyämashqantapis? 
JER.7.18	Jana pasacho kaykaq reina niyashqan diösapaq
JER.7.19	Sayno rabyanäsimarmi kikinkuna mas penqaycho kaykäyan.
JER.7.20	<<Saymi nï: Pasaypa rabyash karmi kay templuta ushakäsishaq. Nina bunyaypa bunyar imatapis ushaqnömi runakunatapis, uywakunatapis, jachakunatapis y mikuykunatapis chipyaq ushakäsishaq>>.
JER.7.21	Israel runakunata kuyaq y lapanta mandaq 
JER.7.22	Unay aylluykikunata Egiptupita jorqamushpä manami nirqäsu rupasina sacrificiuta ni ima sacrificiutapis 
JER.7.23	Saypa trukanqa nirqä: <Nishqäta wiyakayämaptikiqa noqami Diosniki kashaq. Qamkunami kuyashqä runakuna kayankipaq. Noqa munashqäno kawayaptikiqa lapan rurayashqaykipis alimi kanqa>.
JER.7.24	<<Sayno niptïpis paykunaqa nishqäkunata manami wiyakuyashsu ni cäsukuyashsu. Saypa trukanqa shonqunkuna munashqanta rurarmi lutankunata rurayash. Munashqäno kawayänanpa trukanqa kachariyämashqami.
JER.7.25	<<Saynöpis unay aylluykikunata Egiptupita jorqamushqä junaqpita pasami sirvimaqnï profëtakunata imaypis qamkunaman kachamushkä. 
JER.7.26	Saypis manami wiyakayämashkankisu. Saypa trukanqa unay aylluykikunapitapis mas peormi mana wiyakuq rikakuyashkanki.
JER.7.27	<<Jeremías, mana cäsuyäshunayki kaptinpis nishqäkunata wilay. 
JER.7.28	Wilakur ninki: <Kay nación runakunaqa kuyaqnin 
JER.7.29	¡Lakikuyashpayki aqsaykikunata rutuyay! ¡Sunyaq jirkakunaman aywaykur waqay waqayta cantayay! 
JER.7.31	Saynölami Ben-hinom raqracho kaykaq Tofet niyashqancho 
JER.7.32	Saymi 
JER.7.33	Tofetchöpis pampayänanpaq manana kaptinmi pampänilana ayakuna jitaräyanqa. Say ayakunatami wiskurkuna y jirka uywakuna mikuyanqa. Wajakunalanpaqpis manami pipis kanqasu.
JER.7.34	<<Sayno castigaptïmi kay intëru nación sunyaq rikakunqa. Saymi Judá nacioncho kaq markakunacho y Jerusalén cällikunacho runakuna kushikuyashqan ni asikuyashqanpis wiyakanqanasu. Casaray fiestapis manana kaptinmi ni maqtapis ni jipashpis kushikur versupänakuyanqanasu>>.
JER.8.1	Tayta Diosmi nin: <<Say wisanmi contraykikuna shamur wanuqkunapa tulunkunata pamparaykäyashqanpita jorquyanqa. Sayno jorquyanqa wanuq reykunapa tulunkunata, Judá nacionpa wakin mandaqninkunapa tulunkunata, cürakunapa tulunkunata, profëtakunapa tulunkunata y Jerusaléncho unay runakunapa tulunkunatapis. 
JER.8.2	(Say runakuna manaraq wanurmi intita, killata y qoyllarkunata qonqurpakuykur adorayarqan. Imatapis musyayta munarmi intita, killata y qoyllarkunata tapukuyarqan.) Say wanuqkunapa tulunkunata pipis shuntananpaq ni pampananpaq mana kaptinmi uywakunapa iskanno mashtaräkuyanqa. Saymi tulunkuna jitaraykaqta intipis, killapis y qoyllarkunapis rikayanqa.
JER.8.3	<<Wanuypita qeshpiq kaqtaqa maysaymanmi qarqushaq. Juklä nacionman qarquptï fiyupa lakikuyashpanmi wanukuyta munayanqa. Lapanta mandaq 
JER.8.4	<<Saynöpis Jerusalén runakunata ninki:
JER.8.4	<< <
JER.8.4	Pipis tunirqa sharkunmi.
JER.8.4	Nänita pantarqa aywananpaq kaq nänimanmi kutin.
JER.8.5	Sayno kaykaptinqa ¿imanirtaq Jerusalén runakuna näniman mana kutiq runakunano kaykäyan?
JER.8.5	¿Imanirtaq nishqäkunata mana cäsukur conträ rikakuyash?
JER.8.5	Paykunaqa manakaq ïdulukunaman yärakurmi noqaman kutimuytapis munayannasu.
JER.8.6	<< <Paykuna parlayashqantapis wiyaykämi.
JER.8.6	Manami mayqalantapis wiyashkäsu rasun kaqlata nikaqta.
JER.8.6	Saynöpis manami mayqalantapis wiyashkäsu jusalikuyashqanta wanakur perdonta manakayämashqanta.
JER.8.6	Saypa trukanqa guërraman cawallu mana mansariypa yaykuqnömi lapanpis mana mansapakuypa jusalikuyan.
JER.8.7	Kulkushpis, grüllapis y wayanïtupis imay wisan jukläman witikunanpaq kashqantapis musyanmi.
JER.8.7	Kuyashqä runakunami isanqa leynïkunata musyayansu.
JER.8.8	<< <¿Imanöpataq niyankiman leynïkunata sararar musyaq yachaq kayashqaykita?
JER.8.8	Leynïkunata yachasishuqnikikunapis lutantami yachasiyäshunki.
JER.8.9	Say yachasikuqkunaqa castigaptï penqaychömi kayanqa.
JER.8.9	Trampaman yaykush uywanöpis mansariyanqami.
JER.8.9	Nishqäkunata mana cäsukurqa manami rasunpaypasu tantiyakuq kayan.
JER.8.10	Paykunaqa lapanpis yarpaykäyan suwakuypa imatapis tariyänalanpaqmi.
JER.8.10	Saymi paykunata castigar warminkunatapis y chakrankunatapis jäpa runakunata qoykushaq.
JER.8.10	<< <Qamkunacho kaq profëtakunapis cürakunapis lutantami yachasiyan.
JER.8.11	Paykunaqa kuyashqä runakuna däñakush japuy kaykäyaptinpis janalanpa jampiqnölami kaykäyan.
JER.8.11	Castïgu kananpaq kaykaptinpis <<manami ima castïgupis kanqasu>> niyanmi.
JER.8.12	Melanaypaq jusalikurpis manami ni ima nilarpis penqakuyansu.
JER.8.12	Manami penqakuytapis yachayansu.
JER.8.12	Sayno kayashqanpita castigaptïmi wakin runakunawan iwal wanuyanqa.
JER.8.12	Noqa 
JER.8.13	<< <Paykunataqa pobriyäsishaqmi.
JER.8.13	Üva chakrankunapis y hïgus chakrankunapis manami wayunqanasu.
JER.8.13	Lapan murupakuyashqanpis sakirmi ushakanqa.
JER.8.13	Lapan kamaripashqätapis qechushaqmi.
JER.8.13	Noqa 
JER.8.14	<<Saymi runakuna niyanqa:
JER.8.14	<Chikimaqninsikunawan ushakäsimänansipaqmi 
JER.8.14	Sayno kaptinqa shuntakaykur amparakunansipaq corralash markakunaman jukla aywakushun.
JER.8.14	Kaycho wanunansipa trukanqa mejor saycho wanushun.
JER.8.15	Ali kawanansipaq kashqanta yarpashqapis manami yarpashqansinösu kash.
JER.8.15	Tayta Dios yanapämänansipaq kashqanta yarpashqapis jinalami desgracia päsamansi.
JER.8.16	Contransikuna shamuptin cawallunkunapa jämayninpis Dan markapita pasami wiyakaykämun.
JER.8.16	Cawallunkuna wijijiptin lapan jirkami suksuykan.
JER.8.16	Contransikuna shamuykäyan nacionninsita ushakäsiyänanpaqmi.
JER.8.16	Markakunata juchusiyashpan saycho taqkunatapis lapantami wanusiyanqa> >>.
JER.8.17	<<Qamkunaman contraykikunata kachamushaq venënuyuq culebrakunatanömi.
JER.8.17	Culebrata manshuyäsiyta mana puëdiptin picashqannömi say contraykikunapis ushakäsiyäshunkipaq.
JER.8.17	Noqa 
JER.8.18	Tayta Dios sayno niptinmi shonqüpis pasaypa lakikuylawan sapakayparaq nanäman.
JER.8.19	Marka mayïkunapis maysaycho waqayashpanmi nikäyan 
JER.8.19	Saynöpis nikäyan Tayta Dios mandaqnin rey kaykarpis paykunawan manana kaykashqantami.
JER.8.19	<<¿Imapaqtaq rabyanäsiyämashkanki?
JER.8.19	Jäpa runakuna adorayashqan manakaq ïdulukunata ¿imanirtaq adoraykäyanki?>>
JER.8.20	Runakunanami kayno nikäyan:
JER.8.20	<<Trïgu cosëcha chämushna kaptinpis
JER.8.20	y üva, hïgus y olïvu cosëcha chämushna kaptinpis
JER.8.20	noqansiqa jinalami muchuycho kaykansi>>.
JER.8.21	Marka mayïkuna sayno lakikuyashqanta rikar noqapis fiyupami lakikü.
JER.8.21	Turbataywan mansariymi sariman.
JER.8.22	Cuerpun qeshyaptinqa jampipis y jampikuqpis Galaadcho kanmi.
JER.8.22	Jusalikuyashqanpaqmi isanqa ima jampipis ni jampikuqpis kansu.
JER.9.1	¡Nawïpis pukyunöraq kanman!
JER.9.1	Sayno kaptinqa marka mayïkunata wanusiyashqanpita paqasta junaqtami lakikur waqäman.
JER.9.2	Saychömi markäpita aywakur täküman.
JER.9.2	Marka mayïkunaqa Tayta Diosta manami cäsukuyansu ni promitirkurpis manami cumpliyansu.
JER.9.3	<<Kay nacionchöqa flëchata lutala flëchaqnömi lutala lulakuyan.
JER.9.3	Waran waran peormi jusalikuyan.
JER.9.3	<Tayta Diostami 
JER.9.4	Amïgunwanpis lulapänakurmi tumpanakuyan.
JER.9.4	Say wawqila kaykarpis engañanakuyanmi.
JER.9.5	Rasun kaqtaqa manami imaypis parlayansu.
JER.9.5	Jusalikuyman uman churakashqami kaykäyan.
JER.9.6	Noqa 
JER.9.7	<<Qanranta jorqunanpaq qorita sulusiqnömi kuyashqä runakunata corrigishaq.
JER.9.7	Saynöpa mana corrigirqa manami imanöpa tantiyasiytapis kamäpakushaqsu.
JER.9.8	Imatapis rasuntanöraqmi pitapis criyirasiyan.
JER.9.8	Ali shimilanpa amïgunta parlaparpis shonqulanchöqa rabyapaykäyanmi.
JER.9.9	Say niraq runakunaqa makïta apayanqaraqmi.
JER.9.9	Noqa 
JER.9.10	¡Chakracho qewakunapaqpis waqay waqaytami cantashaq!
JER.9.10	Chipyaq rupasiyaptinmi say uraypa pipis purinqanasu.
JER.9.10	Törukuna büyashqanpis manami wiyakanqanasu.
JER.9.10	Pishqukunapis y jirka uywakunapis qeshpirmi aywakuyanqa.
JER.9.11	<<Chipyaq asulaptïmi Jerusalén marka raqälana kanqa.
JER.9.11	Judá nacioncho kaq wakin markakunatapis chipyaqmi ushakäsishaq.
JER.9.11	Manami pipis say markakunacho tanqanasu>>.
JER.9.17	<<Imanir castigayänäpaq kashqantapis tantiyakuyay.
JER.9.17	Wanupakuycho waqapakuq warmikunata qayasiyämuy.
JER.9.17	Shumaq waqay yachaqkunata ashiyämuy.
JER.9.18	Fiyupa waqayaptin qepshankunapapis weqin jutusun.
JER.9.19	Sayno waqarmi niyanqa:
JER.9.19	<¡Chipyaq ushakashqami kaykansi!
JER.9.19	¡Fiyupa penqaypaqmi kaykansi!
JER.9.19	¡Wayinsitapis juchusirmi ushayash!
JER.9.19	¡Nacionninsitapis kachariykushkansinami!> >>
JER.9.20	Warmi wawaykikunata waqapakuq kayta yachasiyay.
JER.9.20	Yanasaykikunatapis wanupakuy cantakunata yachasiyay.
JER.9.21	Palaciunsikunamanmi wanuy yaykamush.
JER.9.21	Cällikunachöpis wamrakunatami wanuykäsiyan.
JER.9.21	Pläzakunachöpis maqtakunatami ushakaykäsiyan.
JER.9.22	<<Wanush runakunaqa uywakunapa iskannömi mashtaräyanqa.
JER.9.22	Trïgu manöjukunata pipis mana shuntaptin jitaraqnömi jitaräyanqa>>.
JER.9.23	<<Tantiyakuq runa tantiyakuq kashqanpita ama halagakusunsu.
JER.9.23	Munayyuq runapis munayyuq kashqanpita ama runa tukusunsu.
JER.9.23	Rïcu runapis rïcu kashqanman ama atiënikusunsu.
JER.9.24	Noqa kuyapäkuq y kay pasacho alilata ruraqmi kä.
JER.9.24	Sayno reqimar tantiyakuyaptinqa seqaypami kushikü.
JER.9.24	Noqa 
JER.10.1	Israel runakuna, 
JER.10.2	 nin:
JER.10.2	<<Juklä nación runakunanöqa ama kayaysu.
JER.10.2	Ciëlucho imaypis mana rikayashqayki yuriptin fiyupa mansariyaptinpis qamkunaqa ama mansariyaysu.
JER.10.3	Say runakunaqa imapaqpis mana väliq ïdulukunamanmi yärakuyan.
JER.10.3	Say ïdulukunata rurayänanpaqqa muntipitami qeruta muturayämun.
JER.10.3	Laqlayta yachaq runawanmi shumaq laqlarasiyan.
JER.10.4	Qoriwan y qellaywan adornarkurmi mana qotukänanpaq shumaq clävayan.
JER.10.5	Say ïdulukunaqa kaykäyan chakracho nunayluno mana parlaqmi.
JER.10.5	Puriyta mana puëdiptin umrushqami apayan.
JER.10.5	Say ïdulukunataqa ama mansayaysu.
JER.10.5	Manami alitapis ni mana alitapis rurayansu>>.
JER.10.6	Qamqa lapanpaq munayyuqmi kaykanki.
JER.10.7	Maysay nacionkunapa mandaqnin reymi kaykanki.
JER.10.7	Sayno kaykaptikiqa ¿piraq mana 
JER.10.7	May nacioncho yachaq runapitapis mas yachaqmi kaykanki.
JER.10.7	Pïmay reypitapis mas munayyuqmi kaykanki.
JER.10.7	Sayno kaykaptikiqa ¿piraq mansapakushunkimansu?
JER.10.8	Ïduluta ruraqkunaqa lapanpis yarpayniynaq mana tantiyakuqmi kaykäyan.
JER.10.8	Qerupita rurash ïduluqa ¿imataraq runakunata yachasinqa?
JER.10.9	Say ïdulukunataqa laqlayta yachaqkunalami rurayan.
JER.10.9	Laqlarkurmi Tarsispita apayämushqan qellaywan y Ufazpita apayämushqan qoriwan enchapayan.
JER.10.9	Nirkurmi azul y granäti tëlata jirarkur jatipäyan.
JER.10.10	Rasunpa kaq Diosqa 
JER.10.10	Paymi imayyaqpis kawaq Dios kar imaypis rey kaykan.
JER.10.10	Pay rabyanaptinqa kay pasapis suksukyanmi.
JER.10.10	Pay castigaptinqa manami may nacionpis awantansu.
JER.10.11	Tayta Diosmi kayno nimarqan:
JER.10.11	<<Ïdulukunata adoraqkunata niy:
JER.10.11	<Adorayashqayki ïdulukunaqa manami kay pasatapis ni jana pasatapis rurayashsu.
JER.10.11	Saykunaqa lapanmi kay pasapita elaqäyanqa> >>.
JER.10.12	Tayta Diosmi munayninwan kay pasata kamash.
JER.10.12	Yachaq kayninwanmi kay munduta takyasish.
JER.10.12	Yarpayyuq kayninwanmi jana pasatapis kamakäsish.
JER.10.13	Pay mandaptinmi ciëlucho kaykaq yakupis qaparämun,
JER.10.13	pukutaypis pasapa kuchunpita sharkamun,
JER.10.13	tamyashqan höra elquypis asikyämun
JER.10.13	y wayrapis churaräkunanpita yarqaramun.
JER.10.14	Runakunaqa lapanpis upano imatapis mana tantiyaqmi kaykäyan.
JER.10.14	Ïdulukunata rurayashqanpitami penqakuyanqa.
JER.10.14	Say ïdulukunaqa manami imatapis rurayansu.
JER.10.14	Runakuna yärakuyaptinpis manami yanapäyansu.
JER.10.15	Manakaqlapaqmi kaykäyan.
JER.10.15	Tayta Dios castiganan junaqmi say ïdulukuna ushakäyanqa.
JER.10.16	Jacob yärakushqan 
JER.10.16	Paymi lapan imaykatapis kamash.
JER.10.16	Herencian kanansipaqmi Israel runakunata akramashkansi.
JER.10.16	Jutinpis lapanta mandaq 
JER.10.17	Judá runakuna, imaykaykikunatapis kamarikuyay. Contraykikuna jiruruparaykäyäshunkinami prësu apayäshunaykipaq. 
JER.10.18	 nin: <<Kay nacionpita karumanmi qarquyäshayki. Sayno castigaptïmi fiyupa nakayankipaq>>.
JER.10.19	Marka mayïkunapaq lakikuptïmi shonqu nanay fiyupa sariman.
