MAT.1.1	Yesu Kerisi yi degwa lo sënë: Yesu saga sën Davit yi mewis, geDavit saga sën Abraham yi mewis.
ACT.22.4	Wirek sevo maggin vu alam sën denesepa loḳ Yesu yi aggata lo, lob sa bë ngis sir medenadiiḳ. Lob seduu maluh los avëh ving raḳ sëng beya denedo begganġ ḳarabus. 
ACT.22.5	Alam-deneḳo-seriveng hir ggev böp losho kaunsor hir alam teta pin deyoh vu bë rëḳ denanër ġaġek saga ranġah vu ham, in dekevu ḳapiya vu arij lo vu nyëġ böp Damaskus besa haḳo beya in bë sa naduu alam vu sagu beġaḳo nam Yerusalem bedegeḳo vanë.
ACT.22.6	Lob sa nahën nayök aggata beseya verup dus raḳ nyëġ böp Damaskus, lob hes vuheng raḳ. Loḳ pevis beranġah ti vër böpata nebë davës vu yaġek beyam jëh raḳ sa. 
ACT.22.7	Lob sevës beya nahëp dob, log sa hanġo ġaġek ti yam vu sa bë, ‘Saulus, ġëvonġ vanë vu sa in va?’ 
ACT.22.8	Rëḳ seloḳ tepëḳ yah bë, ‘Mehöböp-a? Honġ re?’ Loḳ nër yom bë, ‘Sa Yesu Nasaret sën ġenevonġ vanë vu sa lo!’ 
ACT.22.9	Galam sën deneya ving sa lo delë ranġah sënë ving, rëḳ su denġo mehö sënë aye rë.
ACT.22.10	Lob senër bë, ‘Om Mehöböp, sëḳ ġevonġ nabë va?’ Loḳ Mehöböp nër yom vu sa bë, ‘Kwedi jaḳ meġena Damaskus. Lob vu nyëġ sagu rëḳ mehöti nanër huk pin sën sehooin raḳ vu honġ lo tato vu honġ.’ 
ACT.22.11	Ranġah sagi gelu sa malaġ, lob sa su yoh vu bë ġalë nyëġ lu nġaa rë, om alam sën deya ving sa lo dejom loḳ sa nemaġ bedeli sa ya Damaskus.
ACT.22.12	Lob mehöti nedo barë nebë Ananias. Yi mehö nesepa loḳ Moses yi horek anon rot, lom alam Yuda pin sën denedo Damaskus lo deneḳo yi raḳ bë yi mehö nivesa. 
ACT.22.13	Mehö saga yam vu sa benër bë, ‘Arig Saulus! Malam natum nah!’ Lob pevis besa malaġ tum ggökin yah besa halë yi. 
ACT.22.14	Log nër ving bë, ‘Hil ḳenud hir Mehöböp yö ggooin honġ raḳ in bë gejaḳ kwa ni. Ġelë Mehö yohvu sënë ggovek ya, geġenġo ġaġek sën raḳ verup avi lo. 
ACT.22.15	In rëḳ ġenanër yi ġaġek ranġah. Ġenanër nġaa sën ġelë los ġenġo lo vu mehönon pin. 
ACT.22.16	Ma ġeneġin va rot-a? Kwedi jaḳ beġejipek bël. Ġenanër Yesu arë gerëḳ jipek honġ nġaa nipaya na.’”
ACT.22.17	“Seyom heto Yerusalem, gebuk ti lob sa medo najom raḳ loḳ dub-vabuung-böp, lob sa ḳenug ya nebë pesepsën 
ACT.22.18	besa halë Mehöböp. Lob nër vu sa bë, ‘Ġepevis! Gwevuu Yerusalem geġena! Nabë ġenanër sa ġaġek vu alam sënë og su rëḳ degenġo bedegevonġ geving rë!’ 
ACT.22.19	Lob senër bë, ‘Mehöböp, yö deraḳ ni bë wirek seyoh vu dub-supinsën-yi pin beseduu alam sën ayoj neya timu vu honġ lo, gesa neheveek sir. 
ACT.22.20	Gewirek desis Stepan sën nenër honġ ġaġek ranġah lo mediiḳ, lob sayoġ nivesa in saga gesa vare nemalaġin alam sën denetengwa yi lo hir röpröp.’ 
ACT.22.21	Rëḳ nër vu sa bë, ‘Ġena! Rëḳ sa ġevonġ honġ na aggata ading beġena vu alam-yu-ngwë.’”
ACT.22.22	Alam Yuda vare denenġo Paulus yi ġaġek rot beya verup loḳ ġaġek vewen sagi loḳ detahi niwëëk bë, “Ham jaḳ na genadiiḳ! Mehö nebë saga su medo vesa!” 
ACT.22.23	Lom denetahi ya niḳelap gedekah hir röpröp medenetetëhin, gedeneraa kebus raḳ medenetë ya vavunë.
ACT.22.24	Nebë saga lob alam-beġö-yi alaj nër bedeḳo Paulus loḳ ya hir ḳatum ayo. Genër vu sir ving bë debeek yi in denatöḳ jaḳ degwa sën alam Yuda denetahi ġaġek ya niḳelap raḳ yi lo. 
ACT.22.25	Lom deduu Paulus ya vetii ḳele ggovek in bë debeek, rëḳ alam-beġö-yi hir kapten nare dus vu Paulus, lob Paulus nër vu yi bë, “Ham horek nër bë yoh vu bë ham beek Rom ti geham su gwenġo yi ġaġek namuġin rë?”
ACT.22.26	Lob kapten nġo ġaġek sënë, lob ya menër vu alam-beġö-yi alaj bë, “Ġevonġin bë gwevonġ nabë va? Mehö saga lo yi Rom ti!” 
ACT.22.27	Lob ala yom vu Paulus meloḳ tepëḳ vu yi bë, “Ġenanër vu sa nabë honġ alam Rom ti ma ma?” Rëḳ Paulus yoġek bë, “Ëë-ë, sa Rom ti!” 
ACT.22.28	Loḳ alam-beġö-yi alaj nër bë, “Sa hetë monë nġahiseḳë in sa vu gavman Rom gesetu Rom ti!” Rëḳ Paulus nër yah bë, “Gaḳ sa og amaġ Rom, om ataġ ḳo sa besa Rom.”
ACT.22.29	Lob alam sën bë debeek yi lo pevis bedelëëin yi, galaj newa raḳ rot in kwa vo bë duu Rom ti raḳ sëng. 
ACT.22.30	Rëḳ vonġin bë jaḳ nġaa sën alam Yuda denër bë Paulus vonġ paya lo ni niröp, om ḳo yi vër monbuk gevonġ ġaġek ya vu alam-deneḳo-seriveng hir ggev los kaunsor pin bedesupin sir yam, log ḳo Paulus luḳ ya nare malaj.
ACT.23.1	Lob Paulus gët kaunsor genër bë, “Arig lo, setu Anutu yi hur ti besa medo mekwaġ nevo bë sa nehevonġ yoh vu yi ġaġek rot beverup gwëbeng!” 
ACT.23.2	Nër nebë sënë, lob alam-deneḳo-seriveng hir ggev böp Ananias nër vu yi alam sën denare dus vu yi lo bedepetap avi. 
ACT.23.3	Rëḳ Paulus nër yah vu yi bë, “Honġ ġanġ nipaya rëḳ heveḳ nivesa raḳ nedo navi vavunë mu! Anutu rëḳ petap honġ! Ġenedo sagi in bë gwenġo sa ġaġek meġeseggi jaḳ hil horek, rëḳ mu nġo kweyëh horek sagi in ġenër bedesis sa!”
ACT.23.4	Lob alam sën denare dus vu Paulus lo denër bë, “Su ġenanër ġaġek nipaya jaḳ Anutu yi ggev böp sënë!” 
ACT.23.5	Rëḳ Paulus nër yah bë, “Arig lo, sa su raḳ ni bë yi alam-deneḳo-seriveng hir ggev böp rë. Gaḳ Anutu nër meneggëp loḳ yi ḳapiya bë: Su ġenanër ġaġek nipaya jaḳ ala sën neġin honġ alam lo!”
ACT.23.6	Lob Paulus raḳ ni bë alam teta Sadukai la geParisai la medenedo, lom tahi ya vu kaunsor bë, “Arig lo! Sa og sa Parisai soġek rot! Sa nehevonġ ving bë alam-diiḳsën rëḳ dekedi jaḳ gökin, lob yiḳ raḳ degwa saga sën gwëbeng devonġ ġaġek vu sa.” 
ACT.23.7	Nër ġaġek saga lob ġaġek ahë sengën yi verup pevis loḳ Parisai losho Sadukai vuheng atov, lob devasuh sir. 
ACT.23.8	In alam Sadukai denenër bë mehönon su deyoh vu bë rëḳ dekedi jaḳ nah gëp bedub rë, gangër ma, genġaahur ma. Gaḳ alam Parisai devonġ ving lööhoho. 
ACT.23.9	Lom alam lo devonġ dedun böpata, loḳ alam Parisai hir alam-horek-yi la kedi denare bedenër niwëëk bë, “He halë mehö saga bë nġaa nipaya ti su neggëp vu yi rë! Maḳ nġaahur ti ma angër ti yö vengwënġ vu yi!” 
ACT.23.10	Lob ġaġek ahë-sengën-yi ya meböp raḳ rot, lob Rom hir alam-beġö-yi alaj ggöneng. In sir yu luu, lob bë rëḳ dedadii Paulus vewen vewen lob denabij teka teka benadiiḳ. Lom nër balam-beġö-yi deluḳ beya devo Paulus vër in sir gedeḳo yi loḳ yah hir ḳatum ayo.
ACT.23.11	Ggovek gebuk lob Mehöböp yam nare ranġah vu Paulus genër vu bë, “Ġemedo los nim wëëk! Ġenër sa ġaġek ranġah ggëp Yerusalem ggovek, gerëḳ ġenanër sa ġaġek gëp Rom nabë saga geving.”
ACT.23.12	Nyëġ heng lob alam Yuda desupin sir medenër ġaġek venuh gedetato nemaj ya vavunë bë su dega los denanum rot bemëm nabë dengis Paulus benadiiḳ loḳ mëm. Gaḳ nabë dega ma denanum namuġin og Anutu ngis sir. 
ACT.23.13	Sir sën denër ġaġek venuh lo sir mehödahis luu gela sevöḳ.
ACT.23.14	Lob deya vu alam-deneḳo-seriveng hir ggev los alam teta bedenër bë, “He nër ġaġek niwëëk betato nemamin ya vavunë ganër venuh bë he su rëḳ aġa nos los nanum bël rë rot, bena berup doḳ buk sën he ngis Paulus menadiiḳ lo loḳ mëm. 
ACT.23.15	Om ham los kaunsor gwevonġ ġaġek na vu Rom hir alam-beġö-yi alaj pehi nabë degeḳo Paulus duḳ menam vu ham. Ham nanër vu yi nabë ham bë gwenġo Paulus yi ġaġek degwa gök nahin in ham jaḳ ni niröp. Gehe semu he ggovek ya. Su rëḳ nam natöḳ nam vu ham rë, gaḳ he rëḳ angis yi menadiiḳ doḳ aggata!” 
ACT.23.16	Rëḳ Paulus mewa nġo ġaġek bë rëḳ degetunġ dum gëp aggata bedengis Paulus menadiiḳ, lob ya meloḳ ya Rom hir alam-beġö-yi hir ḳatum beloḳ ya menër ranġah vu Paulus. 
ACT.23.17	Lob Paulus tahi alam-beġö-yi hir kapten ti yam, benër vu bë, “Gweḳo hur maġëm sagi na vu ham ggev, in ḳo ġaġek ti in bë nanër vu yi.” 
ACT.23.18	Lob kapten ḳo yi beli ya vu ala benër vu bë, “Ḳarabus Paulus tahi sa benër vu sa bë sa ġaḳo hur maġëm sënë nam vu honġ, in ḳo ġaġek ti beyam vu honġ.”
ACT.23.19	Lom ala jom loḳ nema, beḳo meya nenga, beluho yö luu ya denedo, log mëm loḳ tepëḳ in yi bë, “Ġevonġin bë ġenanër ġaġek re vu sa?” 
ACT.23.20	Loḳ hur maġëm nër bë, “Alam Yuda dejoo ġaġek ggovek bë rëḳ dedoḳ tepëḳ in honġ begweḳo Paulus duḳ mena vu kaunsor neheng in dedoḳ tepëḳ in yi ġaġek degwa panġsën vu yi. 
ACT.23.21	Rëḳ mu su gwebë nengam vu hir ġaġek, in hir alam mehödahis luu gela sevöḳ bedenër ġaġek venuh bë su rëḳ dega los denanum rë, rot bemëm yö dengis Paulus menadiiḳ rë. Gwëbeng desemu sir gemedo denebuu aggata medeneġin honġ bë rëḳ ġengoġekin hir ġaġek ma nama.”
ACT.23.22	Lob alam-beġö-yi alaj vonġ mehö maġëm sënë yah, genër niwëëk vu yi bë, “Su ġena ġenanër vu mehöti nabë ġenër ġaġek sënë ranġah vu sa!”
ACT.23.23	Lob alam-beġö-yi vu Rom alaj tahi kapten luu yam, benër vu luho bë, “Melu barah alam-beġö-yi. Alam sën deneraḳ hoos lo mehödahis löö benemadluho (70), galam sën denejom ruġ lo jaḳ gëp alam nemadluho (200). Bedegero sir in ham na Sisarea jaḳ 9 krök buk. 
ACT.23.24	Log ham barah hoos la geving in Paulus jaḳ, geham gweġin yi nivesa bena berup vu kiap böp Peliks.”
ACT.23.25	Lob alam-beġö-yi alaj kevu ḳapiya ti ving nebë:
ACT.23.26	Sehuksën! Kiap böp Peliks, mehö-los-bengö!
ACT.23.26	Sa Klaudius Lusias, sa ḳevu ḳapiya sënë yök vu honġ.
ACT.23.27	Alam Yuda dejom mehö sagi ahon gebë dengis yi menadiiḳ, rëḳ sa hanġo bë yi Rom ti lob seya ving alam-beġö-yi behe töḳ ya vu sir, lob he haḳo yi vër loḳ nemaj. 
ACT.23.28	Lom sa bë ġanġo ġaġek degwa sën denër raḳ yi lo, om sën sa haḳo yi luḳ meyah vu hir kaunsor. 
ACT.23.29	Rëḳ sa hanġo denër ġaġek raḳ yi in yö hir horek la. Gaḳ su devonġ ġaġek vu yi in nġaa nipaya ti in bë mëm hil angis yi menadiiḳ ma, hil ġetunġ yi na ḳarabus rë. 
ACT.23.30	Log gwëbeng ġaġek ti töḳ vu sa bë dekeyëhin yi vunsën in bë dengis yi menadiiḳ. Om sën sa pevis behevonġ yi yök vu honġ, gesenër vu alam sën denenër ġaġek raḳ yi lo bë yö nök denanër hir ġaġek ranġah jaḳ malam niröp.
ACT.23.31	Lob alam-beġö-yi vu Rom devonġ yoh vu yi ġaġek, bedeḳo Paulus medeli ya Antipatris loḳ buk. 
ACT.23.32	Log nyëġ heng lob alam-beġö-yi sën deneyoh dob lo deyah medeya Yerusalem, galam sën deneraḳ hoos lo deḳo Paulus ya Sisarea. 
ACT.23.33	Detöḳ ya Sisarea, lob devo ḳapiya ya vu kiap böp gedevonġ Paulus loḳ ya nema ving. 
ACT.23.34	Kiap böp tevin ḳapiya lob loḳ tepëḳ in Paulus bë, “Honġ distrik tena?” Rëḳ Paulus nër bë, “Sa vu Kilisia.” 
ACT.23.35	Lob nër bë, “Alam sën denenër ġaġek raḳ honġ lo deberup, log mëm sa ġanġo honġ ġaġek.” Lom nër bedeḳo Paulus beya neggëp mehö-los-bengö Herot yi begganġ böp sën denenër arë nebë Prëtoryam lo.
ACT.24.1	Buk nemadvahi ya ggovek ya, log alam-deneḳo-seriveng hir ggev böp Ananias luḳ meya, lob ḳo alam teta la ving, beḳo mehö sën nenër alam avij vu kiap lo ti ving, arë nebë Tertulus. Lob ya denër ġaġek sën denanër jaḳ Paulus lo ranġah vu kiap böp. 
ACT.24.2	Kiap böp tahi Paulus beverup, log Tertulus kedi muġin menër ġaġek raḳ yi bë, “Mehö los bengö Peliks! Nġo ġeloḳ vu he behe nado nivesa rot gebeġö lu nġaa ma. Genġo kwam böp beġeneloḳ vu he in huk beġenevonġ nġaa aggagga pin sën he nehevonġ paya paya wirek lo benivesa neraḳ. 
ACT.24.3	Om sën he ayomin nivesa rot in nġaa pin saga gehe kwamin vesa in honġ rot. 
ACT.24.4	Om sa su rëḳ aġërin honġ panġsën rot rë. Gaḳ sa bë ḳetaġ honġ mu nabë gwenġo sa ġaġek dus ti sën sa bë nanër agi. 
ACT.24.5	He halë mehö sënaga bë mehö nipaya rot. Nevonġ balam Yuda yoh vu nyëġ pin ahëj sengën neraḳ medenesis beġö vu sir. Lob tu alam yu ti sën yö deggooin sir raḳ medenenër sir nebë Nasaret lo hir ggev ti. 
ACT.24.6	Genevonġ in bë gevonġ paya vu he dub-vabuung-böp geving, rëḳ he jom yi ahon. [Lob he bë seggi yi jaḳ he horek, 
ACT.24.7	rëḳ ham alam-beġö-yi alaj Lusias yam, lob niwëëk rot beḳo yi vër loḳ he nemamin 
ACT.24.8	genër bë alam sën bë denanër ġaġek jaḳ yi lo denatöḳ nam malam.] Om nabë ġedoḳ tepëḳ in Lusias og maḳ yö rëḳ nanër nġaa pin sën he nër raḳ Paulus lo ranġah vu honġ nabë yönon!”
ACT.24.9	Lob alam Yuda deġadu mehö sënë yi ġaġek sën nër raḳ Paulus lo ving bë, “Ġaġek pin saga yönon rot!”
ACT.24.10	Lob kiap böp të kwa in Paulus, lob Paulus nër ya bë, “Seraḳ ni bë nġo ġeneġin he sënë yoh vu ta nġahiseḳë, om sën sa kwaġ vesa besa bë nanër ġaġek nyëvewen doḳ nah vu honġ. 
ACT.24.11	Honġ kiap böp, om ġeyoh vu bë ġedoḳ tepëḳ vu honġ alam, lob mëm rëḳ detateḳin vu honġ nabë seraḳ yaġ menahën neverup Sisarea sagi. Log seyoh dob beseraḳ meya Yerusalem in bë najom jaḳ beyiḳ buk su hus ading rë, gaḳ yiḳ buk nemadluho-bevidek-luu mu ggovek ya. 
ACT.24.12	Lob alam Yuda su delë sa bë alu mehöti anër he rë. Gesu delë bë seloḳ alam ahëj loḳ dub-vabuung-böp ma, loḳ dub-supinsën-yi ma, ggëp telig rë, gaḳ ma. 
ACT.24.13	Gaḳ ġaġek sën gwëbeng denër raḳ sa agi lo, og saga su deyoh vu bë rëḳ denatöḳ vu degwa ti beġejaḳ ni nabë yönon rë. 
ACT.24.14	Gaḳ mëm sa bë nanër ranġah vu honġ nabë sa nesepa loḳ aggata sën denenër pelë raḳ agi bë aggata kuungsën lo. Sa nesepa loḳ aggata saga in bë sa ġaḳo he ḳenumin lo hir Anutu jaḳ. Log sa nehevonġ ving ġaġek pin sën neggëp loḳ horek lo los ġaġek pin sën alam-denenër-ġaġek-ranġahsën dekevu lo. 
ACT.24.15	Lob sa nehevonġ ving bë Anutu rëḳ gevonġ balam-diiḳsën dekedi jaḳ nah gökin, alam yohvu galam nij paya geving. Lob yiḳ sir sën yam denare-ë, denevonġ ving nebë saga.
ACT.24.16	Lob sa kwaġ nevo sa panġsën bë sa ġevonġ nġaa nivesa vu Anutu gevu mehönon noh vu buk. 
ACT.24.17	Sa hevuu sa nyëġ geseya nado nyëġ ngwë benġebek la ggovek ya loḳ seyom vu sa alam. Sa haḳo monë lu nġaa yom in bë doḳ vu alam sën deneraḳ vu in lo, gesa bë ġetunġ seriveng la vu Anutu geving. 
ACT.24.18	Sa nehevonġ nebë sënë, lob sa sepa loḳ he horek in sa niġ veseek jaḳ gëp Anutu mala. Lob sa nado loḳ dub ayo balam delë sa bë mehönon nġahi su denare ving sa rë, gemehö la su devonġ dedun rë. 
ACT.24.19	Gaḳ mëm Yuda la vu distrik Asia denedo, om nabë alam saga mëm maḳ yö detöḳ raḳ ġaġek nipaya ti geneggëp vu sa, og mëm nam debare malam gedenanër ranġah vu honġ. 
ACT.24.20	Gaḳ nama, om alam sagi mëm yö denanër nġaa sën delë gesa hevonġ paya loḳ buk sën sa nare kaunsor malaj vu Yerusalem lo vu honġ. 
ACT.24.21	Maḳ yiḳ ġaġek timu sënë, sën sa nare loḳ sir vuheng gesa tahi bë, ‘Sa hevonġ ving bë alam-diiḳsën rëḳ dekedi jaḳ nah gökin.’ Yiḳ raḳ degwa saga sën gwëbeng devonġ ġaġek vu sa.”
ACT.24.22	Rëḳ mu Peliks raḳ Yesu yi aggata sën Paulus nër lo ni vorot, lom nër vu alam Yuda bë degeġin galam-beġö-yi alaj Lusias duḳ menam rë, log mëm rëḳ genġo hir ġaġek sagi gök nahin. 
ACT.24.23	Lob nër vu kapten bë geḳo Paulus nah ḳarabus, rëḳ mu su geḳo duḳ na ḳarabus niwëëk rot. Gesu gërin Paulus yi alam sën nabë dedoḳ vu yi in nġaa vahi lo.
ACT.24.24	Buk la ya ggovek log Peliks ḳo venë Drusila yam. Drusila yi Yuda avëh ti. Lob Peliks tahi Paulus in bë tateḳin degwa sën alam degevonġ geving Yesu Kerisi lo vu yi. 
ACT.24.25	Rëḳ Paulus tateḳin ġaġek raḳ sën hil ġevonġ nġaa niröp lo, geraḳ sën hil ġeġin hil nivesa lo, geraḳ sën Anutu rëḳ gevonġ nyëvewen doḳ nah hil nġaa nipaya lo. Lob tum Peliks ggöneng benër bë, “Ġenah meġena rë! Genabë buk len ti gëp og sëḳ tahi honġ meġenom gökin.”
ACT.24.26	Log Peliks kwa nevo nġaa ngwë loḳ ayo ving. Kuung bë maḳ Paulus rëḳ bo monë la vu yi in bo yi vër, om sën tahi yi beron nġahi yam beluho denevengwënġ. 
ACT.24.27	Lob Paulus nedo ḳarabus beta luu ggovek ya getum kiap mewis Porkius Pestos loḳ yah Peliks ben. Rëḳ Peliks vonġ in bë alam Yuda ahëj geving yi om su ḳo Paulus vër rë geyö nahën nedo loḳ ḳarabus.
ACT.25.1	Pestos verup betu kiap loḳ yah Peliks ben benedo Sisarea buk löö loḳ mëm raḳ meya Yerusalem. 
ACT.25.2	Lob alam-deneḳo-seriveng hir ggev losho alam böp vu Yuda deya vu yi bedenër ġaġek raḳ Paulus. Denër niwëëk vu Pestos bë, 
ACT.25.3	“Ġedoḳ vu he, begwevonġ Paulus nam Yerusalem.” In kwaj nevo bë degetunġ dum doḳ aggata bedengis Paulus menadiiḳ. 
ACT.25.4	Rëḳ Pestos nër yah bë, “Dus raḳ in senah mena Sisarea, om Paulus medo ḳarabus sagu. 
ACT.25.5	Om ham alam ggev deduḳ medenam geving sa, in nabë mehö sagi vonġ nġaa ti paya, og denanër ġaġek jaḳ yi.”
ACT.25.6	Lob Pestos nedo ving sir maḳ yoh vu buk nemadvahi-bevidek-löö ma nemadluho ggovek, log luḳ meyah Sisarea. Log monbuk lob raḳ ya nedo begganġ-ġaġek-yi, log nër vu sir bë degeḳo Paulus nam. 
ACT.25.7	Paulus verup lob alam Yuda sën deluḳ medeyam vu Yerusalem lo yam detetup yi gedenër ġaġek maggin nġahiseḳë raḳ yi. Rëḳ su deyoh vu bë detato hir ġaġek vu Pestos nabë yönon rë.
ACT.25.8	Lob Paulus nër yah bë, “Sa su hevonġ nġaa nipaya ti vu alam Yuda hir horek ma, vu dub-vabuung-böp ma, vu mehö-los-bengö Sisar rë.” 
ACT.25.9	Rëḳ Pestos vonġin bë alam Yuda ahëj geving yi om loḳ tepëḳ vu Paulus bë, “Yoh vu bë hil anah Yerusalem besa ġanġo honġ ġaġek gëp sagu ma ma?” 
ACT.25.10	Rëḳ Paulus nër yah bë, “Gwëbeng sa nare loḳ mehö-los-bengö Sisar yi begganġ-ġaġek-yi, lom begganġ sagi og begganġ-ġaġek-yi om ham gwenġo sa ġaġek doḳ! Ġeraḳ ni ggovek ya bë sa su hevonġ nġaa nipaya ti vu alam Yuda rë. 
ACT.25.11	Nabë nipaya böp ti neggëp vu sa beyoh vu bë dengis sa doḳ nah mesa nadiiḳ, og ggovek, gemëm dengis sa. Gaḳ nabë ġaġek sën denenër raḳ sa agi su anon rë, og mehöti su yoh vu bë bo sa doḳ na nemaj rë. Om sën sa ḳetaġ vu mehö-los-bengö Sisar bë genġo sa ġaġek.”
ACT.25.12	Lob Pestos vengwënġ ving yi alam sën denevo kwa vu yi lo muġin, loḳ mëm nër bë, “Ġekwetaġ bë Sisar genġo honġ ġaġek, om ġena vu Sisar!”
ACT.25.13	Buk la ya ggovek loḳ mehö-los-bengö Agripa luho venë Bernisi deyam Sisarea in bë degelë Pestos medenajom nema. 
ACT.25.14	Luho denedo Sisarea buk nġahi lob Pestos nër Paulus yi ġaġek bengö ya vu mehö-los-bengö bë, “Peliks ḳo mehöti ya ḳarabus wirek meya nedo. 
ACT.25.15	Lob seraḳ meya Yerusalem lom alam-deneḳo-seriveng hir ggev los alam teta vu Yuda denër ġaġek raḳ yi, gedenër vu sa bë sebo nyëvewen vu yi. 
ACT.25.16	Rëḳ senër yah vu sir bë he Rom, og he su navo maggin meris meris vu mehöti rë. Gaḳ mehö sën ġaġek neggëp vu yi lo, og mëm ya nare alam sën denenër ġaġek raḳ yi lo malaj muġin, gehe navo nyëġ vu yi in bë bare menanër ġaġek nom jaḳ ġaġek sën denenër raḳ yi lo.
ACT.25.17	Lob he sepa he mayam, lob sa su köpeḳ rë. Gaḳ heng to log sa nado raḳ begganġ-ġaġek-yi gesenër bedeḳo mehö saga yam. 
ACT.25.18	Lob alam sën denër ġaġek raḳ yi lo denare. Lob sa hekuung bë rëḳ denanër ġaġek nipaya jaḳ yi, rëḳ ma. 
ACT.25.19	Gaḳ losho deneggök sir in aggata sën degeḳo hir ḳeriing lu nġaa jaḳ lo. Gedeneggök sir in mehö diiḳsën ti arë nebë Yesu, in Paulus nër bë mehö saga nedo mala vesa. 
ACT.25.20	Lom seraḳ ni bë sa su yoh vu bë ġanġo ġaġek degwa la nabë saga rë, om seloḳ tepëḳ in Paulus bë, ‘Maḳ hil anah Yerusalem loḳ mëm sëḳ ġanġo honġ ġaġek sënë gëp sagu.’ 
ACT.25.21	Rëḳ Paulus nër bë yö medo doḳ ḳarabus, gemehö-los-bengö Sisar genġo yi ġaġek rë. Lom senër bë nah medo ḳarabus besa natöḳ vu aggata rë, loḳ mëm sa ġevonġ yi na vu Sisar.” 
