MAT.1.1	Ya ra taa yang listaan yang mga kinaampu ni Jesu-Cristo. Tanya sasang kanubli ni Adi David
ACT.26.29	Mag̱aning ti Pablong minles, “Aay, Adi, maskin tung makali, maskin tung mabuay pa, pariu ka ilem tung yeen, basta yang nag̱ipag̱ampuu tung Dios ang belag̱an ilem yaway makbung tung yeen ang magtalig ka tung ni Jesus, kung indi, pati tanirang tanan ang pamagpamati tung yeen numaan, ya ka, puira pa tung mga kadinang naang ibinegkes tung yeen,” mag̱aning. 
ACT.26.30	Atiing indi pa nganing nag̱atapus ti Pablo ta pagbitala, kumindeng da yang Adi ang para magliit da, kasiraan da ka tanira yang Gubirnadur may ti Bernice asta yang kadaklan ang mga kaarumanan nirang kumarungan da ka rin asan. 
ACT.26.31	Atiing alawid-lawid da tanira, namagkeresen-kesen da tanira sasa may sasa ang mag̱aning, “Yang taung nakaa, andang pisan ay binuatan na ang dapat da rin matumbasan ta linawa na ubin ya ra rin ay ipagpakalabus tung anya.” 
ACT.26.32	Numanyan mag̱aning ti Adi Agripa tung ni Gubirnadur Festo, “Yang taung nakaa, kung indi ilem din napag̱ingaluk ta apilar tung ni Maginuung Adi Cesar duun tung Roma, mapalpasan da rin,” mag̱aning.
ACT.27.1	Taa numanyan ti Pablo dinisisiunan da ni Gubirnadur Festong ipasaay ang ipaated duun tung Italia, kasiraanami ra kang mga aruman na. Purisu tanya asta yang dumang mga prisu, ipiniar da tung sasang kapitan tung mga sundalu ang nag̱aranan tung ni Julio. Ay tanya sakep yang sasang grupung pag̱aningen ang “Grupung pag̱atuw̱ul mismu ni Maginuung Adi Cesar”. 
ACT.27.2	Kapurisu numanyan, nagsaayami ra tung sasang gulitang darakulu ang tag̱a Adramicio. Ay ya rang ya rang palaud ang yang distinu na duun tung sinakepan yang Asia, ay duun da mag̱ugbay-ugbay ang manakluy-takluy. Pagsaay yamen, dayunami rang nagpalayag ang nagpalaud. Ti Aristarcong tag̱a Tesalonica duun tung sinakepan yang Macedonia yay aruman yamen. 
ACT.27.3	Pagkapangayag, bakluami ra nakaw̱ut duun tung siudad ang Sidon. Naang ti Kapitan Juliong naa, durug kaayen tung ni Pablo. Tinugtan nang mangay tung mga ungkuy nang mga tumatalig ang tag̱a duun ang para masikasu nira. 
ACT.27.4	Numanyan pagliit yamen duun tung Sidon, sigi-sigi yang pagpalayag yamen ang nanirung tung pulung Chipre ay sungsung yang palet. 
ACT.27.5	Pagpalakted yamen tung trabisia duun tung elaan yang Chipre may Asia, nag̱ugbayami ra ilem tung sinakepan yang Cilicia may Pamfilia ang asta nakaw̱utami ra duun tung Mira ang sasang siudad tung sinakepan yang Licia. 
ACT.27.6	Duun may naita yang kapitan ang gulitang sam bilug ang tag̱a Alejandria ang duun da magdistinu tung Italia. Purisu nagkalalangan da ang duunami ra ilem palakted ang manaayan.
ACT.27.7	Numanyan, tung seled pira-pira rang kaldaw, ya ra ilem agpagpadaliik yang gulita. Imuratami ra ilem ang napatagbu tung siudad ang Kanido. Kumus yami ra ilem ibelw̱elay yang puntanen, nagpabiraami ra ilem ang nagpabalayw̱ay tung palet ang yang rumbu yamen duun tung pulung paggug̱uuyan ang Creta ang para kung masaliw̱eran da yamen yang tandul ang atiang pagug̱uuyan ang Salmone, limbengan da yang pag̱ugbay yamen tung sirung yang pulu. 
ACT.27.8	Numanyan, nag̱ugbaygami ra ka man ang nag̱imurat da ilem ang asta nakaw̱utami ra tung sasang leek ang paggug̱uuyan ang Matinlung Purunduan ang alenget ilem tung lansangan ang Lasea.
ACT.27.9+ACT.27.10	Nabuayami ra duun ta pag̱elat yang pabur yamen ang palet ang asta kinaw̱utanami ra ilem yang timpung anday sayud nang ipagbiag̱i. Ay lampas da ngani tung pinakamaal ang kaldaw ang nag̱intindien ta mga Judio ang ya ray nag̱ipamlek nira tung tanan ang pagparanganen nira
ACT.27.11	Piru ti Kapitan Julio, mas ang pinakdulan na ta kantidad yang inaning yang arais na may yang may anya tung gulita kay tung inaning ni Pablo. 
ACT.27.12	Ay yang leek ang atiing pinamunduan yamen, belag̱an unung matinlung paralimbengan kung timpung mga igbaralyu. Purisu yang disisiun yang kadaklan ay magpalayag̱ami ra ang basi pa ra ilem ang maingaw̱us da yamen yang Fenix. Ay duun unu may sasang leek ang matinlung paralimbengan, ay yag tatalunga tung kasalpan ang yang tandul nang sam bilug ampir tung abag̱at ig yang tung sambelak ampir tung puntanen.
ACT.27.13	Taa numanyan pag̱eyep-eyep da yang salatan, kanisip nira ang kayanan nira yang planu nirang atia. Purisu, pagbatak yang pundu, nagpalayag̱ami rang nagpaugbay tung pulung atiang Creta. 
ACT.27.14	Piru indi pa ka ilem nag̱abuay, binungsaranami ra ta palet ang durug ketel ang yay pag̱aningen nirang daplak ang duun liit tung kaw̱anwaan na. 
ACT.27.15	Pagsampi na tung gulita, indi ra kinayanan yamen ta pag̱ugbay. Purisu yang palet, ya ra ilem ay pinanuntan yamen. 
ACT.27.16	Numanyan pagpalimbeng-limbeng yamen duun tung sirung yang sasang pulung gesye ang paggug̱uuyan ang Cauda, yang buti yamen ang pag̱aguyuran, imurat da ilem ang napatayu yamen. 
ACT.27.17	Numanyan pagkatapus nira ta batak, dayun dang pinangelet nira yang mga kabli yang gulita ang asan ang lag̱i agtataked ang para indi mabasbasan. Durung eled nira ang muya ikapwasami ra ilem ang isampa duun tung malapad ang pelaan ang paggug̱uuyan ang Sirte. Purisu yang layag ang darakulu, inaria ra nira. Maning tia, yami ra ilem agpabalayw̱ay tung palet ang ariami pa isampetay na. 
ACT.27.18	Numanyan kumus nag̱aliwag̱anami ra ta mupia natetenged tung ketel yang balyung atia, pagkapangayag ipinamlek da nira yang mga kargamintung duma. 
ACT.27.19	Pagkapangayag si, yang dumang mga kasangkapan yang gulita ang midyu belag̱an masyadung impurtanti, ipinamlek da ka nira. 
ACT.27.20	Atii, pira-pira rang kaldaw, indi ra ka namayeng-mayeng yamen yang kaldaw may yang mga dumakel. Sigi ra ilem yang ketel yang balyu. Purisu yang mga isip nirang kadaklan amat-amat dang nagluw̱ay ang nagluw̱ay ang asta anda ray pintu pa nira ang malibriami pa.
ACT.27.21	Atiing nabuay ra yang pamlek nira tung pagparanganen nira, ti Pablo kumindeng da tung pinagtaralungaan nirang tanan ang nagbitala ang mag̱aning, “Ay mga putulu, kisira rin pinamatiaw ra numyu ang indiita ra rin nagliit tung pinamunduan ta duun tung Creta, intunsis, nalibriita pa rin tung karisguan tang naang dakulung kapirdian. 
ACT.27.22	Ug̱aring, maskin bitalaw tii, piru aningenamu ra ka yeen ang indiamu enged magpaluw̱ay. Kipurki anday maplek tung yaten may sam bilug. Ultimung maplek yang gulita. 
ACT.27.23	Umpag indiamu aningenu, kipurki tan law̱ii, yang Dios ang yay may anya tung yeen, ang ya kay nag̱atuuanu, pinaangayanaw anya tung sasang angil. 
ACT.27.24	Mag̱aning tung yeen, ‘Pablo, india ra meled, kipurki kaministiran ang manalungaa pa ka enged tung Adi Cesar. Pinakdulana ra ka yang Dios yang pinag̱ingaluk mu tung anya. Yang tanan ang mga kaarumanan mu taa tung gulitang naa mangalibri kang luw̱us,’ ag̱aaning tung yeen. 
ACT.27.25	Purisu mga putulu, paiseg̱en mi ra yang mga isip mi ay kipurki pagtalig̱aw tung Dios ang ita magkamaningan da ka man ang katulad ka yang inaning nang atia tung yeen. 
ACT.27.26	Ug̱aring, kaministiran ang isampaita enged tung sasang pulu,” mag̱aning duun ti Pablo tung nira.
ACT.27.27	Taa numanyan, pagpanaw ra ta sam puluk may epat ang kaldaw yang ililiiten yamen duun tung Matinlung Purunduan, sigi ra ilem yang padagsa yamen duun tung alauran ang pag̱aningen ang Adriatico. Pagtenganan ta law̱ii, yang mga tripulanti nangasiman da ang midyu nag̱alenget-lengetami ra ta banwa. 
ACT.27.28	Kapurisu, dayun dang namagsunda. Pagsunda nira, naa pala bainti brasas yang kaadalem na. Buay-w̱uay ra ta gesye, duun da tung tukaw-tukawan, sinundaan si nirang uman, kinsi brasas da ilem yang dalem na. 
ACT.27.29	Atii, kumus durung eled nirang muya duun isampaay yang gulita tung bag̱unbun, namamugsu ra ta pundung epat ang bilug tung buli. Pagbugsu nira, durung pagpakbat nirang makali rang mangayag. 
ACT.27.30	Taa numanyan, yang mga tripulanti, kumus gustu ra nirang mamamutwan tung gulita ang mamampalibri, yang buti nag̱ituntun da nira. Ay yang baliw̱ad nira, saayan ilem unu nirang mamamugsu si ta mga pundu tung dulung buat. 
ACT.27.31	Numanyan pagkaita ni Pablo tia, dayun na rang inaning ti Kapitan Julio may yang mga sundalu na ang, “Yang mga tripulanting atia, kung indi ra mamagpameneng taa tung gulita, pati yamu, indiamu ra ka malibri,” mag̱aning. 
ACT.27.32	Purisu dayun da ilem ang tinabtab yang mga sundalu yang mga kanyamung kedked yang buti ang pinabugsu ra ilem tung teeb ang pinabeek.
ACT.27.33	Numanyan, alenget da mangayag, tanirang tanan pinangamu-amu ni Pablong mamamangan da. Mag̱aning tung nira, “Tung seled durua rang linggu yang elat-elat mi tung balyung naang magpuas ang anday pangan-pangan mi maskin unu pa. 
ACT.27.34	Mupia pa, mamanganamu ra kanay para kung unu pay mapasaran mi, masarangan mi ka yang mga tinanguni ming ilibri. Indi nganing maplek yang mga bua mi may sam bilug, yamu pa?” mag̱aning. 
ACT.27.35	Pagkaaning na tia, dayun dang namisik ta tinapay ang pagkatapus pinasalamatan na tung Dios tung pinagtaralaungaan nirang tanan. Pagpingas-pingas na, dayun dang nag̱impisang namangan. 
ACT.27.36	Pagteleng nira tung anyang pamangan da, asan da kumintel yang mga isip nirang namamangan da ka. 
ACT.27.37	Yaming tanan-tanan duun tung gulitang atii, duruang gatus may pitung puluk may enem nga tauan (276). 
ACT.27.38	Atiing nagkarabial da tanirang tanan, yang duma namamlek da yang kargamintung trigu tung teeb ang para lumakan da yang gulita.
ACT.27.39	Pagkapangayag, bandawen nira yang banwang atia, indi ra nailala nira kung unu pang banwaay. Piru may nabandaw nirang sasang leek ang may kenay yang bakayan na. Ya ray gustu nirang ingaw̱usun ang basi pa ra ilem duun da ilem ipasanglaray nira yang gulita. 
ACT.27.40	Kapurisu numanyan yang binuat nira, yang mga pundu pinanabtab da ilem nirang pinamutwanan tung teeb. Yang mga timun derengan da ka nirang pinamadbaran ang ipinamugsu tung teeb ang para tumawad da. Yang puuk binatak da ka nirang pinasabakan ta palet. Duun da parumbuay nira yang gulita tung bakayan ang atiing nabandaw ra nira. 
ACT.27.41	Piru tung pagpalaksu nira tung gulita, yang pisan napanawan nira yang lugmuk ang napalw̱un ang ya ngaknga tung tiw̱ing magtimbang. Yang dulung na nanampak da ta mupia tung lugmuk ang numinutnut ig yang buli tanya pagkararusdak da ilem ta parumpag tung lakun ang pamuslay. 
ACT.27.42	Numanyan yang mga sundalu, pag̱atima ra nira ang pangimatayen da ilem nirang luw̱us yang mga prisu ay muya mamagkarapayan dang mamampadiskapa tung bakayan ang mamampalibri. 
ACT.27.43	Piru ti Kapitan Julio yay nagsambeng tung nira ay gustu nang ipalibri ti Pablo tung malain. Purisu nagkalalangan da ang yang tanan unung makdek ang magkapay yay tukaw ang mamampakpa tung teeb ang para mamampadiskapa ra tung bakayan. 
ACT.27.44	Yang kadaklan unung indi mangaskeng mamagkapay, mamanikad da ilem. Mamamges da ilem unu tung mga tabla pati mga kasangkapan yang gulitang nagkarapukis-pukis da, ang puiding buaten ang gaw̱ayan. Tung maning ka man tiang papanaw nadampatami ra kang tanan tung bakayan ang anda kay nalsik tung yamen, may sam bilug.
ACT.28.1	Atiing nadampatami rang nalibri, baklu ra ngaskeay yamen ang yang pulung atiing pinagpadiskapaan yamen ya ra yang pag̱aningen ang Malta. 
ACT.28.2	Numanyan yang mga magbaw̱anwa duun belag̱an ilem gesye yang istimar nira tung yamen. Ay namagpagkal da ta apuy ang pinaparangan nira tung yamen, ay nagkuran si, durug lamig. 
ACT.28.3	Ti Pablo nanlangaw ra kang nanguup ta sang kabingbing yang mga yesek-yesek. Tung pagpagkal na tung apuy, naa pala may iraw ang madalit duun tung adalem yang langaw ang atiang nakabingbing na. Pagkasinti na yang kinit, dayun dang luminapus ang tuminengkak tung kalima ni Pablong napabuyut-buyut. 
ACT.28.4	Pagkaita yang mga magbaw̱anwa, dayun dang namag̱araning-aningan ang mag̱aning, “Yang taung naa talagang sasang nangimatay ta tau! Maskin nalibri tung teeb, piru indi ra ka enged tugtan ni Bales
ACT.28.5	Piru ti Pablo tanya, ya ra ilem iwislikay na yang iraw tung apuy. Indi ka naunu pa. 
ACT.28.6	Simanyan nag̱apamalaran da ilem nira kung panimpengan da ubin kung gulpi ra ilem ang tumumba asan tung kindengan na. Piru atiing nabuay ra yang pag̱elat nira ang anda kay malain ang naita nirang nainabu tung anya, inuman da nira yang mga isip nira ang ti Pablo ya ra ag̱aningay nirang may pagkaginuu na ka unu.
ACT.28.7	Taa numanyan yang pagmangulu duun tung intirung pulung atii yay nag̱aranan tung ni Publio. May tanek nang alenget ilem duun tung nadampatan yamen. Ya ray nag̱imbitar tung yamen ang magdayun tung balay na. Tung seled tulung kaldaw, inasikasuami anyang sinag̱ud ta mupia. 
ACT.28.8	Numanyan nagkatuun ang yang tatay ni Publio paglaru. Karaw̱utun ta kinit ig pagtaki-taki. Numanyan pagpakled ni Pablo tung anya, dayun na rang ipinag̱ampu tung Dios ang nunut da ka ta pagdeen na tung tinanguni na ang ya ray pinagmaayenan na. 
ACT.28.9	Pagkainabu ra tia, nagsarambung da yang balita tung intirung pulu. Tinegkaan na, yang tanan ang may mga laru sigi ra ilem yang pagdarangepen nira tung anya ig ya ra ka man agpagmaayen agpagmaayen. 
ACT.28.10	Purisu natetenged tung pag̱istimar nira, duru-durung mga rigalu ang ipinamakdul-pakdul nira tung yamen. Dispuis tung pagsaay yamen tung uri, pinakdulanami pa nira yang mga kaministiran yamen tung pagbiriag̱ien yamen.
ACT.28.11	Numanyan pagtaklib da ta tulung bulan yang pagtiriniren yamen duun tung pulung atii, nagsaayami ra tung sasang gulitang tag̱a Alejandria ang duun da ka tung pulung atii nagpalimbeng ang asta tumaklib da yang panimpung igbaralyu. Yang gulitang atia ya ray paggug̱uuyan ang “Mga Ginuu-ginuung Kampi”
ACT.28.12	Pagsaay yamen, nagpatabukami ra ang asta nakaw̱utami ra duun tung siudad ang Siracusa. Duunami nagtinir ta seled tulung kaldaw. 
ACT.28.13	Pagkatapus nagpalayag̱ami sing nagpatindak tung siudad ang Regio. Pagkapangayag, mineyep da yang salatan. Purisu kumus pabur yamen, tung seled ilem duruang kaldaw nakaw̱utami ra duun tung lansangan ang Puteoli. 
ACT.28.14	Pagsalta yamen, may nabag̱as yamen ang mga tumatalig ang ya ray namag̱imbitar tung yamen ang magdayun tung nira ta san linggu. Pagkatapus tia, dayunami rang nagpanaw ang para mangayami ra duun tung Roma. 
ACT.28.15	Numanyan pagkabalita yang mga tumatalig ang tag̱a Roma ang yami pag̱angay ra duun, namansiangay ra duun tung lansangan ang Poro de Apio ang para bag̱asenami ra nirang eklan duun tung siudad. May sam paluyug̱an pa ka enged ang namagpakigbag̱as pa tung yamen tung tukawan duun tung pag̱aningen ang Tulu Nga Darayunan. Pagkaita ni Pablo tung nirang tanan, duun da kumintel yang isip nang nagpasalamat tung Dios.
ACT.28.16	Numanyan, pagkaw̱ut yamen duun tung Roma, ti Pablo tanya tinugtan da yang gubirnung magpaag̱es tung mga prisung duma ta matiniran na. Ug̱aring ilem may sasang sundalung pagbantay tung anya tung tanan ang uras.
ACT.28.17	Numanyan pagtaklib yang tulung kaldaw, nagpaguuy ra ti Pablo tung mga manigmangulu tung mga masigka Judio nirang pamag̱istar duun tung Roma. Pagkasagpun nira, mag̱aning ti Pablong nagbitala tung nira, “Mga kaputulanung mga masigkanasyunu, yuu, maskin anday binuatanung kuntra tung nasyun ta ubin kuntra pa tung kinaug̱alian ang pinanubli ta tung mga kinaampu ta, piru dineepaw ka enged yang dumang mga masigkanasyun ta ang pagkatapus inintrigaaw ra tung kagaeman yang mga tag̱a Roma. 
ACT.28.18	Atiing pag̱imbistigar nira tung yeen, anday kasalanan ang naita nira tung yeen ang para tumbasan da rin ta linawaw. Purisu gustu ra rin nira ang yuu palpasan da ilem nira. 
ACT.28.19	Dispirinsia ilem, pinagpasuag̱an da yang mga masigkanasyun tang duma. Purisu, anda ray dumang rimidyung sarang ang mabuatu, ang indi, nag̱ingalukaw ra ilem ta apilar tung ni Maginuung Ading Pinakalandaw taa tung Roma. Piru maskin napag̱ingalukaw ra ka man ta apilar, belag̱an ang mag̱aning ang yuu magbebles ang magdimanda pa tung mga masigkanasyun ta. 
ACT.28.20	Kapurisu ya ray ipinagpaguuyu simanyan tung numyu ang para magpasanag̱aw ra tung numyu. Kipurki tung kamatuuran, anday dumang natengeran yang pagkeredkeren tung yeen yang mga kadinang naa, ang indi natetenged ilem tung pagtaralig̱enung naa tung sasang taung pag̱aelatan kang lag̱i yang intirung nasyun tang Israel ang nag̱apakbat,” mag̱aning. 
ACT.28.21	Mag̱aning tanirang namagtimales, “Kung tung bag̱ay, yami tani tung Roma, anday sulat ang kuminaw̱ut ang nagliit tung Judea ang natetenged tung nuyu. Maskin pa yang mga putul yamen ang duun ka manliit, anda kay ekel nirang balita ang maning yawa lain ang tau. 
ACT.28.22	Ug̱aring, gustu ra yamen ang magngel kung unu pay nag̱apegsan mu. Kipurki nag̱askean da yamen ang maskin ay pang banwaay, yang grupung atiang nag̱apasakpan mu pag̱akuntra unu ta mupia,” ag̱aaning.
ACT.28.23	Purisu simanyan, namag̱irig̱uan da tanira na Pablo ta uras ang ipagbalik nirang uman tung anya. Pagkaw̱ut yang uras ang atii, asan da ka tanira namansikaw̱ut tung pag̱atiniran na. Mas dakele tanira kay tung primiru. Atii, mag̱impisa tung timpranu, nag̱apun ilem ta pagpasanag ni Pablo tung nira. Nagpaingmatuud da tung nira natetenged tung paggaraemen yang Dios ang atiang baklung tinukud ni Jesu-Cristo. Tinag̱aman na kang pangkelan yang mga isip nirang mamananged da ang ti Jesus ya ra ka man yang pag̱aningen nirang Cristo ang pag̱aelatan kang lag̱i nirang magtukud tung paggaraemen yang Dios ang atiang baklu. Yang pangatadlengan na ipinatiel na tung naula ni Moises may tung nagkaraula yang mga manigpalatay yang bitala yang Dios atiing tukaw. 
ACT.28.24	Numanyan yang dumang namamati, ipinaekel da nira yang mga isip nira tung pinagpaintindi na. Piru yang duma, indi ra enged nangalelyag ang mamananged. 
ACT.28.25	Purisu yang dinangat na, atiing pag̱urulikan da rin tanira, pamagsuruag-suag̱an da ta mupia. Numanyan, baklu namagliit, may sasang inaning pa ka enged ni Pablo tung nira ang mag̱aning, “Tamang pisan yang sasang pinag̱aning yang Espiritu Santong ipinagpalatay ni Isaias tung mga kinaampu tang tukaw, ay maskin tung numyu numaan, temeng dang pisan. 
ACT.28.26	Ay mag̱aning yang Espiritu Santo tung anya,
ACT.28.26	‘Ala, angayen mu yang mga masigkanasyun mung atiang panganingen ta maning taa:
ACT.28.26	Maskin sam pulukamung mamati, indiamu ka enged maintindi, maskin sam pulukamung magpaniid, indiamu ka enged masiman. Maning tia, Isaias, ya ray ianing mu tung nira.
ACT.28.27	Ay ya pa ag̱ari, yang kinaisipan yang mga taung atia indi ra ka enged makleran, pati mga talinga nira maning pa tung pinabengel da nira, asta mga mata nira, maning pa tung pinameyeng da ka nira. Anda enged ay gustu nirang magpasadsad, ay may pangamanan enged nira asan ang muya kung makleran da yang mga kinaisipan nira, kung maning pa tung mangikas da yang mga talinga nira, kung maning pa tung mabuskad da yang mga mata nira, muya mangapagsug̱at dang mamagpatapnay tung yeen ang pagkatapus tapnayenu ra ka rin,’ mag̱aning
ACT.28.28+ACT.28.29	Kapurisu, mga mamaepetu, yang dapat ming intindien, yang balitang naa natetenged tung pagtarapnayen yang Dios tung yaten ang mga tau kung ya pa ag̱ari, nag̱ipagpakaw̱ut da ka tung mga taung tag̱a duma-rumang nasyun ang belag̱an mga masigka Judio ta. Tanira talagang mamananged,” mag̱aning ti Pablo duun tung nira
ACT.28.30	Numanyan tung seled durua rang takun nagtinir ti Pablo tung sasang balay ang pag̱arkilaan na. Kung tinu pay nalelyag ang mangay tung anya, ya ray sinapet nang tanan ta mupia. 
