GEN.1.1	Nang 
PSA.75.1	Kami ay nagpapasalamat sa iyo, Oh Dios:
PSA.75.1	Kami ay nagpapasalamat, sapagka't ang iyong pangalan ay 
PSA.75.1	Isinasaysay ng mga tao ang iyong mga kagilagilalas na gawa.
PSA.75.2	Pagka aking nakamtan ang takdang kapanahunan,
PSA.75.2	Hahatol ako ng matuwid.
PSA.75.3	Ang lupa at lahat na tagarito ay natutunaw:
PSA.75.3	Aking itinayo ang mga 
PSA.75.4	Aking sinabi sa 
PSA.75.4	At sa masama, Huwag kang magtaas ng sungay:
PSA.75.5	Huwag mong itaas ang iyong sungay ng mataas;
PSA.75.5	Huwag kang magsalitang may 
PSA.75.6	Sapagka't hindi man mula sa silanganan, o mula man sa kalunuran,
PSA.75.6	O mula man sa timugan, ang pagkataas.
PSA.75.7	Kundi ang 
PSA.75.8	Sapagka't 
PSA.75.8	Puno ng pagkakahalohalo, at kaniyang inililiguwak din:
PSA.75.8	Tunay na ibubuhos ng lahat na masama sa lupa ang latak, at iinumin.
PSA.75.9	Nguni't aking ipahahayag magpakailan man,
PSA.75.9	Ako'y aawit ng mga kapurihan sa Dios ni Jacob.
PSA.75.10	Nguni't 
PSA.76.1	Sa Juda 
PSA.76.1	Ang kaniyang pangalan ay dakila sa Israel.
PSA.76.2	Nasa Salem naman ang kaniyang tabernakulo,
PSA.76.2	At ang kaniyang dakong tahanan ay sa Sion.
PSA.76.3	At kalasag, at ang tabak, at ang pagbabaka. 
PSA.76.4	Maluwalhati ka 
PSA.76.5	Ang mga puso na matapang ay nasamsaman,
PSA.76.5	Sila'y 
PSA.76.5	At wala sa mga lalaking makapangyarihan na nakasumpong ng kanilang mga kamay.
PSA.76.6	Ang karo at gayon din ang kabayo ay nahandusay sa mahimbing na pagkakatulog.
PSA.76.7	Ikaw, ikaw ay katatakutan:
PSA.76.7	At 
PSA.76.8	Iyong ipinarinig ang hatol mula sa langit;
PSA.76.8	Ang lupa ay natakot, at tumahimik,
PSA.76.9	Nang ang Dios ay bumangon sa paghatol,
PSA.76.9	Upang iligtas ang lahat ng maamo sa lupa. 
PSA.76.10	Ang nalabi sa poot ay ibibigkis mo sa iyo.
PSA.76.11	Magdala ng mga kaloob sa kaniya na marapat katakutan, 
PSA.76.12	Kaniyang ihihiwalay ang diwa ng mga pangulo:
PSA.76.12	Siya'y kakilakilabot sa mga hari sa lupa.
PSA.77.1	Ako'y dadaing ng aking tinig sa Dios;
PSA.77.1	Sa Dios ng aking tinig; at kaniyang didinggin ako.
PSA.77.2	Ang kamay ko'y nakaunat sa gabi, at hindi nangangalay;
PSA.77.3	Naaalaala ko ang Dios, at ako'y nababalisa:
PSA.77.3	Ako'y 
PSA.77.4	Iyong pinupuyat ang mga mata ko:
PSA.77.4	Ako'y totoong nababagabag na hindi ako makapagsalita.
PSA.77.5	Ang mga taon ng dating mga panahon.
PSA.77.6	Aking inaalaala ang awit ko 
PSA.77.6	Sumasangguni ako sa aking sariling puso;
PSA.77.6	At ang diwa ko'y masikap na nagsiyasat.
PSA.77.7	At 
PSA.77.8	Ang kaniya bang kagandahangloob ay lubos na nawala magpakailan man?
PSA.77.8	Natapos na bang walang hanggan 
PSA.77.9	Nakalimot na ba ang Dios na 
PSA.77.9	Kaniya bang tinakpan ng kagalitan ang kaniyang malumanay na mga kaawaan? 
PSA.77.10	At aking sinabi, 
PSA.77.11	Sapagka't aalalahanin ko ang mga kabagabagan mo ng una.
PSA.77.12	Bubulayin ko ang lahat ng iyong gawa,
PSA.77.12	At magmumuni tungkol sa iyong mga gawa.
PSA.77.13	Ang iyong daan, Oh Dios, ay 
PSA.77.14	Ikaw ay Dios na gumagawa ng mga kagilagilalas:
PSA.77.14	Iyong ipinakilala ang kalakasan mo sa gitna ng mga tao.
PSA.77.15	Iyong tinubos 
PSA.77.15	Ang mga anak ng Jacob 
PSA.77.16	Nakita ka ng tubig, sila'y nangatakot:
PSA.77.16	Ang mga kalaliman din naman ay nanginig.
PSA.77.17	Ang mga alapaap ay nangaglagpak ng tubig;
PSA.77.17	Ang mga 
PSA.77.18	Ang 
PSA.77.18	Tinanglawan 
PSA.77.18	Ang lupa ay nayanig at umuga.
PSA.77.19	Ang daan mo'y 
PSA.77.19	At ang mga landas mo'y nasa malalawak na tubig,
PSA.77.19	At ang bakas mo'y hindi nakilala.
PSA.77.20	Sa pamamagitan ng kamay ni Moises at ni Aaron.
PSA.78.1	Makinig kayo, Oh bayan ko, sa aking kautusan:
PSA.78.1	Ikiling ninyo ang inyong mga pakinig sa mga salita ng aking bibig.
PSA.78.2	Ako'y magsasalita ng mga malabong 
PSA.78.3	At isinaysay sa amin ng aming mga magulang.
PSA.78.4	At ang kaniyang kalakasan, at ang kaniyang mga kagilagilalas na mga gawa na kaniyang ginawa.
PSA.78.5	Sapagka't siya'y nagtatag ng 
PSA.78.5	At nagtakda ng kautusan sa Israel,
PSA.78.5	Na kaniyang iniutos sa aming mga magulang,
PSA.78.5	Na kanilang ipabatid sa kanilang mga anak:
PSA.78.6	Na siyang magsisibangon, at mangagsasaysay sa kanilang mga anak:
PSA.78.7	Upang kanilang mailagak ang kanilang pagasa sa Dios,
PSA.78.7	At huwag kalimutan ang mga gawa ng Dios,
PSA.78.7	Kundi ingatan ang kaniyang mga utos:
PSA.78.8	At huwag maging gaya ng kanilang mga magulang,
PSA.78.8	Isang lahing di naglagay sa matuwid ng kanilang puso,
PSA.78.8	At ang kanilang diwa ay hindi tapat sa Dios,
PSA.78.9	Ang mga anak ni Ephraim, gayong may sakbat at may dalang mga busog,
PSA.78.9	At nagsitalikod sa kaarawan ng pagbabaka.
PSA.78.10	Hindi nila tinupad ang tipan ng Dios,
PSA.78.10	At nagsitangging magsilakad sa kaniyang kautusan;
PSA.78.11	At kanilang kinalimutan ang kaniyang mga gawa,
PSA.78.11	At ang kaniyang mga kagilagilalas na mga gawa na kaniyang ipinakita sa kanila.
PSA.78.12	Mga kagilagilalas na mga bagay ay ginawa niya 
PSA.78.12	Sa lupain ng Egipto, 
PSA.78.13	At kaniyang pinatayo ang tubig na parang bunton.
PSA.78.14	At buong gabi ay sa pamamagitan ng tanglaw na apoy.
PSA.78.15	At pinainom niya sila ng sagana na gaya ng mula sa mga kalaliman.
PSA.78.16	Nagpabukal naman siya mula sa bato.
PSA.78.16	At nagpababa ng tubig na parang mga ilog.
PSA.78.17	Gayon ma'y nagkasala uli sila laban sa kaniya,
PSA.78.18	At kanilang 
PSA.78.18	Sa paghingi ng pagkain sa kanilang pita.
PSA.78.19	Oo, sila'y nagsalita laban sa Dios;
PSA.78.19	Kanilang sinabi, Makapaghahanda ba ang Dios ng dulang sa ilang?
PSA.78.20	At mga bukal ay nagsisiapaw;
PSA.78.20	Makapagbibigay ba siya ng tinapay naman?
PSA.78.20	Ipaghahanda ba niya ng karne ang kaniyang bayan?
PSA.78.21	Kaya't narinig ng Panginoon, 
PSA.78.21	At isang apoy ay nagalab laban sa Jacob,
PSA.78.21	At galit naman ay napailanglang laban sa Israel;
PSA.78.22	Sapagka't sila'y hindi nagsisampalataya sa Dios,
PSA.78.22	At hindi nagsitiwala sa kaniyang pagliligtas.
PSA.78.23	Gayon ma'y nagutos siya sa mga langit sa itaas,
PSA.78.23	At binuksan ang mga pintuan ng langit;
PSA.78.24	At binigyan sila ng 
PSA.78.25	Kumain ang tao ng 
PSA.78.25	Pinadalhan niya sila ng pagkain Hanggang sa nangabusog.
PSA.78.26	At sa pamamagitan ng kaniyang kapangyarihan ay pinatnubayan niya ang hanging timugan.
PSA.78.27	Pinaulanan naman niya sila ng karne na parang alabok,
PSA.78.27	At ng mga ibong parang buhangin sa mga dagat:
PSA.78.28	Sa palibot ng kanilang mga tahanan.
PSA.78.29	Sa gayo'y nagsikain sila, at nangabusog na mabuti;
PSA.78.29	At ibinigay niya sa kanila ang 
PSA.78.30	Hindi sila nagsihiwalay sa kanilang pita,
PSA.78.30	Ang kanilang pagkain ay nasa kanila pang mga bibig,
PSA.78.31	Nang ang galit ng Dios ay paitaas laban sa kanila,
PSA.78.31	At 
PSA.78.31	At sinaktan ang mga binata sa Israel.
PSA.78.32	Sa lahat ng ito ay 
PSA.78.32	At hindi naniwala sa kaniyang kagilagilalas na mga gawa.
PSA.78.33	At ang kanilang mga taon ay sa mga kakilabutan.
PSA.78.35	At kanilang naalaala na ang 
PSA.78.35	At ang Kataastaasang Dios ay 
PSA.78.36	Nguni't tinutuya nila 
PSA.78.36	At pinagbubulaanan nila siya ng kanilang dila.
PSA.78.37	Sapagka't ang kanilang puso ay hindi matuwid sa kaniya,
PSA.78.37	Ni tapat man sila sa kaniyang tipan.
PSA.78.38	Oo, madalas na inihiwalay ang kaniyang galit,
PSA.78.38	At hindi pinukaw ang buo niyang poot.
PSA.78.39	Hanging dumadaan, at hindi bumabalik.
PSA.78.40	Kay dalas na nanghimagsik nila laban sa kaniya sa ilang,
PSA.78.40	At pinapanglaw nila 
PSA.78.41	At sila'y nagsibalik uli, at tinukso ang Dios,
PSA.78.41	At minungkahi ang Banal ng Israel.
PSA.78.42	Hindi nila inalaala ang kaniyang kamay,
PSA.78.42	Ni ang araw man nang kaniyang tubusin sila sa kaaway.
PSA.78.43	At ang kaniyang mga kababalaghan sa parang ng Zoan;
PSA.78.44	At ang kanilang mga bukal, na anopa't hindi sila makainom.
PSA.78.45	At mga 
PSA.78.46	Ibinigay rin niya ang kanilang bunga sa tipaklong,
PSA.78.46	At ang kanilang pakinabang sa 
PSA.78.47	Sinira niya ang 
PSA.78.47	At ang mga puno nila ng sikomoro ng escarcha.
PSA.78.48	At sa mga lintik ang kanilang mga kawan.
PSA.78.49	Ibinugso niya sa kanila ang kabangisan ng kaniyang galit,
PSA.78.49	Poot at galit, at kabagabagan,
PSA.78.49	Pulutong ng mga anghel ng kasamaan.
PSA.78.50	Kaniyang iginawa ng landas ang kaniyang galit;
PSA.78.50	Hindi niya pinigil ang kanilang buhay sa kamatayan,
PSA.78.50	Kundi ibinigay ang kanilang buhay sa pagkapuksa;
PSA.78.51	Ang panguna ng kanilang kalakasan sa mga tolda ni 
PSA.78.52	Nguni't kaniyang pinayaon ang kaniyang sariling bayan na 
PSA.78.52	At pinatnubayan sila sa ilang na parang kawan.
PSA.78.53	At inihatid niya silang tiwasay, na anopa't hindi sila nangatakot:
PSA.78.53	Nguni't 
PSA.78.54	At dinala niya sila sa hangganan ng kaniyang 
PSA.78.54	Sa bundok na ito na binili ng kaniyang kanang kamay.
PSA.78.55	Pinalayas din niya ang mga bansa sa harap nila,
PSA.78.55	At 
PSA.78.55	At pinatahan ang mga lipi ng Israel sa kanilang mga tolda.
PSA.78.56	Gayon ma'y nanukso at nanghimagsik sila laban sa Kataastaasang Dios,
PSA.78.56	At hindi iningatan ang kaniyang mga patotoo;
PSA.78.57	Kundi nagsitalikod, at nagsigawang may paglililo na gaya ng kanilang mga magulang:
PSA.78.57	Sila'y nagsilisyang 
PSA.78.58	Sapagka't minungkahi nila siya sa galit ng kanilang mga 
PSA.78.58	At kinilos nila siya sa panibugho ng kanilang mga larawang inanyuan.
PSA.78.59	Nang marinig 
PSA.78.59	At kinayamutang lubha ang Israel:
PSA.78.60	Ang tolda na kaniyang inilagay sa gitna ng mga tao;
PSA.78.61	At ibinigay ang kaniyang 
PSA.78.61	At ang kaniyang kaluwalhatian ay sa kamay ng kaaway.
PSA.78.62	At napoot sa kaniyang mana.
PSA.78.63	Nilamon ng apoy ang kanilang mga binata;
PSA.78.63	At 
PSA.78.64	At 
PSA.78.65	Nang magkagayo'y gumising ang Panginoon na gaya 
PSA.78.65	Gaya ng malakas na tao na humihiyaw dahil sa alak.
PSA.78.66	At 
PSA.78.66	Inilagay niya sila sa laging kadustaan.
PSA.78.67	Bukod dito'y tinanggihan niya ang tolda ng Jose,
PSA.78.67	At hindi pinili ang lipi ni Ephraim;
PSA.78.68	Kundi pinili ang lipi ni Juda,
PSA.78.68	Ang bundok ng Zion 
PSA.78.69	At itinayo niya ang kaniyang santuario na parang mga kataasan,
PSA.78.69	Parang lupa na kaniyang itinatag magpakailan man.
PSA.78.70	At kinuha niya siya mula sa kulungan ng mga tupa:
PSA.78.71	Upang maging pastor ng Jacob na kaniyang bayan, at ang Israel na kaniyang mana.
PSA.78.72	Sa gayo'y siya ang kanilang pastor ayon sa 
PSA.78.72	At pinatnubayan niya sila sa pamamagitan ng kabihasahan ng kaniyang mga kamay.
PSA.79.1	Oh Dios, 
PSA.79.2	Ang mga bangkay ng iyong mga lingkod ay 
PSA.79.2	Ang laman ng iyong mga banal ay sa mga hayop sa lupa.
PSA.79.3	Ang kanilang dugo ay ibinubo nila na parang tubig sa palibot ng Jerusalem;
PSA.79.4	Kasabihan at kakutyaan nilang nangasa palibot namin.
PSA.79.5	Hanggang kailan, Oh Panginoon, magagalit ka magpakailan man?
PSA.79.6	At sa mga kaharian na hindi nagsisitawag sa iyong pangalan.
PSA.79.7	Sapagka't kanilang nilamon ang Jacob,
PSA.79.7	At inilagay na sira ang kaniyang tahanan.
PSA.79.8	Magmadali ang iyong mga malumanay na kaawaan na tulungan kami:
PSA.79.8	Sapagka't kami ay totoong hinamak.
PSA.79.9	Iyong tulungan kami, Oh Dios ng aming kaligtasan, dahil sa kaluwalhatian ng iyong pangalan:
PSA.79.9	At iyong iligtas kami, at linisin mo ang aming mga kasalanan, 
PSA.79.10	Saan nandoon ang kanilang Dios?
PSA.79.10	Ang 
PSA.79.10	Maalaman nawa ng mga bansa sa aming paningin.
PSA.79.11	Ayon sa kadakilaan ng iyong kapangyarihan ay palagiin mo yaong nangatakda sa kamatayan:
PSA.79.12	At ibalik mo sa aming mga kalapit-bansa sa 
PSA.79.12	Ang kanilang pagduwahagi na kanilang idinuwahagi sa iyo, Oh Panginoon.
PSA.79.13	Sa gayo'y 
PSA.79.13	Mangagpapasalamat sa iyo magpakailan man:
PSA.79.13	Aming ipakikilala ang iyong kapurihan sa lahat ng mga lahi.
PSA.80.1	Dinggin mo, Oh Pastor ng Israel,
PSA.80.1	Ikaw na pumapatnubay 
PSA.80.2	Sa harap ng Ephraim, ng Benjamin at ng Manases, ay 
PSA.80.2	At parito kang iligtas mo kami.
PSA.80.3	Papanumbalikin mo kami, 
PSA.80.3	At pasilangin mo ang iyong mukha, at maliligtas kami.
PSA.80.4	Hanggang kailan magagalit ka laban sa dalangin ng iyong bayan?
PSA.80.5	At binigyan mo sila ng mga luha upang inumin ng sagana.
PSA.80.6	At ang mga kaaway namin ay nagtatawanan.
PSA.80.7	Ibalik mo kami, Oh Dios ng mga hukbo;
PSA.80.7	At pasilangin mo ang iyong mukha at kami ay maliligtas.
PSA.80.8	Ikaw ay nagdala ng 
PSA.80.9	Ikaw ay naghanda ng 
PSA.80.9	At napailalim ang ugat, at pinuno ang lupain.
PSA.80.10	Ang mga bundok ay natakpan ng lilim niyaon,
PSA.80.10	At ang mga sanga niyaon ay 
PSA.80.11	Kaniyang pinaabot ang kaniyang mga sanga hanggang sa dagat,
PSA.80.11	At ang kaniyang mga suwi hanggang 
PSA.80.12	Na anopa't siya'y binubunot nilang lahat na nangagdadaan?
PSA.80.13	Sinisira ng baboy-ramo.
PSA.80.13	At sinasabsab ng mailap na hayop sa parang.
PSA.80.14	Bumalik ka uli, isinasamo ko sa iyo, Oh Dios ng mga hukbo:
PSA.80.14	Tumungo ka mula sa langit, at iyong masdan, at dalawin mo ang puno ng ubas na ito,
PSA.80.15	At ang ubasan na itinanim ng iyong kanan,
PSA.80.15	At ang 
PSA.80.16	Sila'y nalipol sa saway ng iyong mukha.
PSA.80.18	Sa gayo'y hindi kami magsisitalikod sa iyo:
PSA.80.18	Buhayin mo kami, at tatawagan namin ang iyong pangalan.
PSA.80.19	Pasilangin mo ang iyong mukha at maliligtas kami.
PSA.81.1	Magsiawit kayo ng malakas sa Dios na ating kalakasan:
PSA.81.2	Magsiawit kayo at dalhin ninyo rito ang pandereta,
PSA.81.2	Ang masayang alpa sangpu ng salterio.
PSA.81.3	Magsihihip kayo ng 
PSA.81.3	Sa kabilugan ng buwan, sa ating dakilang kapistahan.
PSA.81.4	Sapagka't pinakapalatuntunan sa Israel,
PSA.81.4	Ayos ng Dios ni Jacob.
PSA.81.5	Kaniyang inilagay na pinakapatotoo 
PSA.81.6	Ang mga kamay niya'y napabitiw sa luwelang.
PSA.81.7	Ikaw ay tumawag 
PSA.81.8	Dinggin mo, Oh bayan ko, at ako'y sasaksi sa iyo:
PSA.81.8	Oh Israel, kung ikaw ay makikinig sa akin!
PSA.81.9	At hindi ka man sasamba sa anomang ibang dios.
PSA.81.10	Na naglabas sa iyo mula sa lupain ng Egipto:
PSA.81.11	Nguni't hindi nakinig sa aking tinig ang bayan ko;
PSA.81.11	At 
PSA.81.12	Upang sila'y makalakad sa kanilang sariling mga payo.
PSA.81.13	Kung ang Israel ay lalakad sa aking mga daan!
PSA.81.14	Aking pasusukuing madali ang kanilang mga kaaway,
PSA.81.14	At ibabalik ko ang aking kamay laban sa kanilang mga kaaway.
PSA.81.15	Nguni't ang kanilang panahon ay mananatili kailan man,
PSA.81.16	Kaniya ring pakakanin sila ng katabaan ng trigo:
PSA.82.1	Ang Dios ay tumatayo sa kapisanan ng Dios;
PSA.82.1	Siya'y humahatol sa gitna ng mga dios.
PSA.82.2	Hanggang kailan magsisihatol kayo ng kalikuan,
PSA.82.2	At 
PSA.82.3	Hatulan mo ang dukha at ulila:
PSA.82.3	Gawan mo ng kaganapan ang napipighati at walang nagkakandili.
PSA.82.4	Sagipin mo ang dukha at mapagkailangan:
PSA.82.4	Iligtas ninyo sila sa kamay ng masama,
PSA.82.5	Hindi nila nalalaman, ni nauunawa man;
PSA.82.6	At kayong lahat ay mga anak ng Kataastaasan.
PSA.82.7	Gayon ma'y mangamamatay kayong 
PSA.82.7	At mangabubuwal na parang isa sa mga pangulo.
PSA.82.8	Bumangon ka, O Dios, hatulan mo ang lupa:
PSA.83.1	Oh 
PSA.83.1	Huwag kang mapayapa, at tumiwasay, Oh Dios.
PSA.83.2	Sapagka't 
PSA.83.2	At silang nangagtatanim sa iyo ay nangagtaas ng ulo.
PSA.83.3	Sila'y nagsisitanggap ng payong may katusuhan laban sa iyong bayan,
PSA.83.3	At nangagsanggunian 
PSA.83.4	Kanilang sinabi, Kayo'y parito, at atin silang 
PSA.83.4	Upang ang pangalan ng Israel ay huwag nang maalaala pa.
PSA.83.5	Sapagka't sila'y nangagsangguniang magkakasama na may isang pagkakaayon;
PSA.83.5	Laban sa iyo ay nangagtitipanan:
PSA.83.6	Ang Moab at ang mga 
PSA.83.7	Ang 
PSA.83.7	Ang Filisteo na kasama ng mga taga Tiro:
PSA.83.8	Pati ng 
PSA.83.9	Gumawa ka sa kanila ng gaya 
PSA.83.9	Gaya 
PSA.83.10	Na nangamatay sa Endor; 
PSA.83.11	Gawin mo ang kanilang mga maginoo na gaya 
PSA.83.11	Oo, lahat nilang mga pangulo ay gaya ni 
PSA.83.12	Na siyang nagsipagsabi, 
PSA.83.12	Ang mga tahanan ng Dios.
PSA.83.14	Parang apoy na sumusunog ng gubat,
PSA.83.14	At parang liyab na nanunupok ng mga bundok;
PSA.83.15	Kaya't habulin mo sila ng iyong bagyo,
PSA.83.15	At pangilabutin mo sila ng iyong unos.
PSA.83.16	Upang hanapin nila ang iyong pangalan, Oh Panginoon.
PSA.83.17	Mangapahiya sila at manganglupaypay magpakailan man;
PSA.83.17	Oo, mangahiya sila at mangalipol:
PSA.83.18	Ay Kataastaasan sa buong lupa.
PSA.84.1	Kay 
PSA.84.1	Oh Panginoon ng mga hukbo!
PSA.84.2	Ang puso ko't laman ay dumadaing sa buháy na Dios.
PSA.84.3	Oo, 
PSA.84.3	At ang langaylangayan ay nagpugad para sa kaniya, na mapaglalapagan niya ng kaniyang inakay,
PSA.84.3	Sa makatuwid baga'y iyong mga dambana, Oh Panginoon ng mga hukbo,
PSA.84.3	Hari ko, at Dios ko.
PSA.84.4	Kanilang pupurihin kang 
PSA.84.5	Mapalad ang tao na ang kalakasan ay nasa iyo;
PSA.84.5	Na may mga daan sa kaniyang puso 
PSA.84.6	Na nagdaraan sa libis ng Iyak na ginagawa nilang dako ng mga bukal;
PSA.84.6	Oo, tinatakpan ng pagpapala ng maagang ulan.
PSA.84.7	Bawa't isa sa kanila ay 
PSA.84.8	Oh Panginoong Dios ng mga hukbo, dinggin mo ang aking dalangin:
PSA.84.8	Pakinggan mo, Oh Dios ni Jacob. 
PSA.84.9	Masdan mo, 
PSA.84.9	At tingnan mo ang mukha ng 
PSA.84.10	Sapagka't isang araw sa iyong mga looban ay mabuti kay sa isang libo.
PSA.84.10	Aking minagaling na maging tagatanod-pinto sa bahay ng aking Dios,
PSA.84.10	Kay sa tumahan sa mga tolda ng kasamaan.
PSA.84.11	Sapagka't ang Panginoong Dios 
PSA.84.11	Ang Panginoo'y magbibigay ng biyaya at kaluwalhatian:
PSA.84.12	Oh Panginoon ng mga hukbo,
PSA.85.1	Panginoon, ikaw ay naging lingap sa iyong lupain:
PSA.85.2	Iyong tinakpan ang lahat nilang kasalanan, 
PSA.85.3	Iyong pinawi ang buong poot mo:
PSA.85.4	At papaglikatin mo ang iyong galit sa amin.
PSA.85.5	Iyo bang ipagpapatuloy ang iyong galit sa lahat ng 
PSA.85.6	Hindi mo ba kami bubuhayin uli:
PSA.85.6	Upang ang iyong bayan ay magalak sa iyo?
PSA.85.7	Ipakita mo sa amin ang iyong kagandahang-loob, Oh Panginoon,
PSA.85.7	At ipagkaloob mo sa amin ang iyong pagliligtas.
PSA.85.8	Sapagka't 
PSA.85.8	Nguni't huwag silang manumbalik uli 
PSA.85.9	Tunay na ang kaniyang pagliligtas ay malapit sa kanila na nangatatakot sa kaniya;
PSA.85.11	Katotohanan ay bumubukal sa lupa;
PSA.85.11	At ang katuwiran ay tumungo mula sa langit.
PSA.85.12	Oo, ibibigay ng 
PSA.85.12	At ang ating 
PSA.85.13	Katuwira'y mangunguna sa kaniya;
PSA.85.13	At gagawing daan ang kaniyang mga bakas.
PSA.86.1	Ikiling mo ang iyong pakinig, Oh Panginoon, at sagutin mo ako;
PSA.86.1	Sapagka't 
PSA.86.2	Ingatan mo ang aking kaluluwa; 
PSA.86.2	Oh ikaw na Dios ko, iligtas mo ang iyong lingkod na tumitiwala sa iyo.
PSA.86.3	Sapagka't sa iyo'y dumadaing ako buong araw.
PSA.86.4	Bigyan mong galak ang kaluluwa ng iyong lingkod;
PSA.86.5	Sapagka't ikaw, Panginoon, ay mabuti, at mapagpatawad,
PSA.86.5	At 
PSA.86.6	At pakinggan mo ang tinig ng aking mga pananaing.
PSA.86.7	Sapagka't iyong sasagutin ako.
PSA.86.8	Walang gaya mo sa gitna ng mga dios, 
PSA.86.8	Wala mang 
PSA.86.9	At kanilang luluwalhatiin ang iyong pangalan.
PSA.86.10	Sapagka't ikaw ay dakila, at gumagawa ng kagilagilalas na mga bagay:
PSA.86.11	Ilakip mo ang aking puso sa pagkatakot sa iyong pangalan.
PSA.86.12	Pupurihin kita, Oh Panginoon kong Dios ng aking buong puso;
PSA.86.12	At luluwalhatiin ko ang iyong pangalan magpakailan man.
PSA.86.13	Sapagka't dakila ang iyong kagandahang-loob sa akin;
PSA.86.13	At iyong 
PSA.86.14	Oh Dios, 
PSA.86.14	At ang kapisanan ng mga marahas na tao ay umusig ng aking kaluluwa,
PSA.86.14	At hindi inilagay ka sa harap nila.
PSA.86.15	Banayad sa pagkagalit, at sagana sa kagandahang-loob at katotohanan.
PSA.86.16	Ibigay mo ang lakas mo sa 
PSA.86.16	At iligtas mo ang anak ng iyong lingkod na babae.
PSA.86.17	Pagpakitaan mo ako ng tanda 
PSA.86.17	Upang mangakita nilang nangagtatanim sa akin, at mangapahiya,
PSA.86.17	Sapagka't ikaw, Panginoon, ay tumulong sa akin, at umaliw sa akin.
PSA.87.1	Ang kaniyang 
PSA.87.2	Minahal ng Panginoon ang mga pintuang-bayan ng Sion,
PSA.87.2	Ng higit kay sa lahat na tahanan ng Jacob.
PSA.87.3	Maluwalhating mga bagay ang sinalita tungkol sa iyo,
PSA.87.4	Aking babanggitin ang Rahab 
PSA.87.4	Narito, ang Filistia at ang Tiro, pati ng Etiopia;
PSA.87.4	Ang isang ito ay ipinanganak diyan.
PSA.87.5	Oo, tungkol sa Sion ay sasabihin,
PSA.87.5	Ang isang ito at ang isang yaon ay ipinanganak sa kaniya;
PSA.87.5	At itatatag siya ng Kataastaasan.
PSA.87.6	Sasalaysayin ng Panginoon, pagka kaniyang 
PSA.87.6	Ang isang ito ay ipinanganak diyan. 
PSA.87.7	Silang nagsisiawit na gaya ng nagsisisayaw 
PSA.87.7	Lahat ng aking mga bukal ay nangasa iyo.
PSA.88.1	Oh Panginoon, na Dios ng aking kaligtasan,
PSA.88.1	Ako'y dumaing 
PSA.88.2	Masok ang aking dalangin sa iyong harapan:
PSA.88.2	Ikiling mo ang iyong pakinig sa aking daing:
PSA.88.3	Sapagka't ang aking kaluluwa ay lipos ng mga kabagabagan,
PSA.88.3	At ang aking buhay ay 
PSA.88.4	Ako'y parang taong walang lakas:
PSA.88.5	Nakahagis sa gitna ng mga patay,
PSA.88.5	Gaya ng napatay na nakahiga sa libingan,
PSA.88.5	Na 
PSA.88.6	Iyong inilapag ako sa pinakamalalim na hukay,
PSA.88.6	Sa mga 
PSA.88.7	Lubhang idinidiin ako ng iyong poot,
PSA.88.7	At iyong pinighati ako ng lahat mong mga alon. 
PSA.88.8	Iyong ginawa akong 
PSA.88.8	Ako'y nakulong at hindi ako makalabas,
PSA.88.9	Ang mata ko'y nangangalumata dahil sa kadalamhatian:
PSA.88.9	Ako'y tumawag 
PSA.88.9	Aking iginawad ang mga kamay ko sa iyo.
PSA.88.10	Magpapakita ka ba ng mga kababalaghan sa mga patay?
PSA.88.10	Sila bang mga patay ay magsisibangon, at magsisipuri sa iyo? 
PSA.88.11	Ang iyo bang kagandahang-loob ay ipahahayag sa libingan?
PSA.88.11	O ang iyong pagtatapat sa 
PSA.88.12	Malalaman ba ang mga kababalaghan mo sa 
PSA.88.12	At ang katuwiran mo sa lupain ng 
PSA.88.13	Nguni't sa iyo, Oh Panginoon, dumaing ako,
PSA.88.13	At 
PSA.88.14	Panginoon, bakit mo itinatakuwil ang kaluluwa ko?
PSA.88.14	Bakit mo 
PSA.88.15	Ako'y nadadalamhati, at handang mamatay mula sa aking kabataan:
PSA.88.15	Habang aking tinitiis ang iyong mga kakilakilabot 
PSA.88.16	Ang iyong mabangis na poot ay dumaan sa akin;
PSA.88.16	Inihiwalay ako 
PSA.88.17	Kanilang kinulong ako na parang tubig buong araw;
PSA.88.18	Mangliligaw at kaibigan ay 
PSA.88.18	At ang aking kakilala ay sa 
PSA.89.1	Aking aawitin ang 
