MAT.1.1	Oto rodowód Jezusa Chrystusa, pochodzącego z rodu króla Dawida, potomka Abrahama: 
JHN.20.29	—Uwierzyłeś, bo Mnie zobaczyłeś?—odparł Jezus. —Szczęśliwi są jednak ci, którzy uwierzyli, chociaż Mnie nie widzieli!
JHN.20.30	Jezus uczynił na oczach uczniów o wiele więcej cudów niż to opisano w tej księdze. 
JHN.20.31	Te jednak, które się w niej znalazły, zostały zapisane po to, abyście uwierzyli, że Jezus jest Mesjaszem, Synem Boga, i abyście wierząc Mu otrzymali życie wieczne.
JHN.21.1	Po jakimś czasie Jezus po raz kolejny ukazał się uczniom. Było to nad Jeziorem Tyberiadzkim. 
JHN.21.2	Przebywali wtedy razem: Szymon Piotr, Tomasz, zwany Bliźniakiem, Natanael z Kany Galilejskiej, synowie Zebedeusza—Jakub i Jan, oraz jeszcze dwóch innych uczniów.
JHN.21.3	—Idę łowić ryby—rzekł do nich Piotr.
JHN.21.3	—Idziemy z tobą—odpowiedzieli.
JHN.21.3	Weszli więc do łodzi i wypłynęli, ale przez całą noc nic nie złapali.
JHN.21.4	O świcie na brzegu pojawił się Jezus. Uczniowie jednak nie rozpoznali Go. 
JHN.21.5	Wtedy On zawołał do nich:
JHN.21.5	—Kochani! Macie coś do jedzenia?
JHN.21.5	—Nie, nic—odpowiedzieli.
JHN.21.6	—Zarzućcie więc sieci z prawej strony łodzi, a coś złapiecie!
JHN.21.6	Zrobili to i wkrótce mieli tyle ryb, że nie mogli wyciągnąć sieci.
JHN.21.7	—To Pan!—powiedział do Piotra uczeń, który był najbliższym przyjacielem Jezusa.
JHN.21.7	Na te słowa Szymon Piotr natychmiast założył koszulę, był bowiem rozebrany, i rzucił się wpław do brzegu. 
JHN.21.8	Pozostali płynęli łodzią, ciągnąc za sobą sieci pełne ryb. Byli bowiem tylko jakieś sto metrów od brzegu.
JHN.21.9	Gdy wyszli z łodzi, ujrzeli rozpalone ognisko, na którym piekła się ryba oraz chleb.
JHN.21.10	—Przynieście kilka ryb, które teraz złowiliście—poprosił Jezus.
JHN.21.11	Szymon Piotr poszedł więc i wyciągnął sieć na brzeg. Jak się okazało, w sieci były sto pięćdziesiąt trzy ogromne ryby, a mimo to sieć nie pękła.
JHN.21.12	—Podejdźcie i zjedzcie coś—zachęcił Jezus.
JHN.21.12	Żaden z nich nie śmiał Go pytać, czy to rzeczywiście On. Byli bowiem pewni, że to jest Pan. 
JHN.21.13	Jezus tymczasem podchodził do każdego, częstując chlebem i rybą. 
JHN.21.14	W ten sposób, już po raz trzeci od czasu swojego zmartwychwstania, Jezus ukazał się uczniom.
JHN.21.15	Po śniadaniu Jezus zwrócił się do Szymona Piotra:
JHN.21.15	—Szymonie, synu Jana, czy kochasz Mnie bardziej niż inni?
JHN.21.15	—Tak, Panie—odparł Piotr. —Wiesz, że Cię kocham.
JHN.21.15	—Paś więc moje baranki—rzekł Jezus.
JHN.21.16	Zapytał go jednak drugi raz:
JHN.21.16	—Szymonie, synu Jana, czy kochasz Mnie?
JHN.21.16	—Tak, Panie. Wiesz, że Cię kocham.
JHN.21.16	—Opiekuj się więc moimi owcami.
JHN.21.17	I zapytał go po raz trzeci:
JHN.21.17	—Szymonie, synu Jana, czy kochasz Mnie?
JHN.21.17	Słysząc trzeci raz to samo pytanie, Piotr zasmucił się, ale odpowiedział:
JHN.21.17	—Panie! Ty wiesz wszystko. Wiesz, że Cię kocham!
JHN.21.17	—Paś więc moje owce—powiedział Jezus. 
JHN.21.18	—Zapewniam cię: Gdy byłeś młodszy, sam o sobie decydowałeś i chodziłeś, dokąd chciałeś. Ale na starość ktoś inny zadecyduje o tobie i poprowadzi cię tam, dokąd byś nie chciał pójść.
JHN.21.19	Mówiąc to, Jezus dał mu do zrozumienia, jaką śmiercią uwielbi Boga. I dodał:
JHN.21.19	—Pójdź w moje ślady!
JHN.21.20	Piotr odwrócił się i zobaczył ucznia, który był najbliższym przyjacielem Jezusa. To on, podczas kolacji, był blisko Niego i zapytał: „Panie, kto Cię zdradzi?”. 
JHN.21.21	Wtedy Piotr powiedział:
JHN.21.21	—Panie! A co będzie z nim?
JHN.21.22	—Może zechcę, aby pozostał na ziemi aż do mojego powtórnego przyjścia? Po co ci to wiedzieć? Ty masz pójść w moje ślady.
JHN.21.23	Z tego powodu rozeszła się wśród uczniów pogłoska, że uczeń ten nie umrze. Ale Jezus nie powiedział, że on nie umrze, tylko: „Może zechcę, aby pozostał aż do mojego powtórnego przyjścia? Po co ci to wiedzieć?”.
JHN.21.24	Ten właśnie uczeń opowiedział o tym wszystkim i to on napisał tę księgę. A wiemy, że mówi prawdę. 
JHN.21.25	Jezus dokonał jeszcze wielu innych rzeczy. A gdyby chciano je wszystkie szczegółowo opisać, cały świat nie pomieściłby chyba ksiąg.
ACT.1.1	Dostojny Teofilu! W pierwszej księdze napisałem ci o tym, co Jezus czynił i czego nauczał 
ACT.1.2	aż do dnia, w którym mocą Ducha Świętego przekazał wybranym przez siebie apostołom ostatnie polecenia i został wzięty do nieba. 
ACT.1.3	Im też dał wiele dowodów na to, że żyje, pomimo doznanych cierpień i śmierci. Przez czterdzieści dni ukazywał się im i rozmawiał z nimi o królestwie Bożym.
ACT.1.4	Podczas jednego ze wspólnych posiłków polecił im, aby jeszcze nie opuszczali Jerozolimy, ale poczekali na spełnienie się obietnicy danej przez Ojca.
ACT.1.5	—Już o niej słyszeliście—wyjaśnił. —Mówiłem wam, że Jan Chrzciciel zanurzał w wodzie, lecz wy za kilka dni zostaniecie zanurzeni w Duchu Świętym.
ACT.1.6	Innym razem, gdy spotkali się z Jezusem, zapytali Go:
ACT.1.6	—Panie, czy teraz wyzwolisz Izrael i przywrócić nasze królestwo?
ACT.1.7	—Nie musicie znać czasu i daty. Mój Ojciec ma władzę nad wszystkim i to On je ustalił—odpowiedział. 
ACT.1.8	—Wy otrzymacie moc Ducha Świętego, gdy zstąpi na was, i będziecie opowiadać o mnie innym ludziom. Najpierw w Jerozolimie i całej Judei, później w Samarii, a potem wyruszycie aż po krańce ziemi.
ACT.1.9	Po tych słowach wzniósł się na oczach uczniów i zniknął w obłoku. 
ACT.1.10	A gdy wpatrywali się za Nim w niebo, nagle stanęli przy nich dwaj ubrani na biało mężczyźni, 
ACT.1.11	którzy zapytali:
ACT.1.11	—Galilejczycy! Po co tak stoicie i wpatrujecie się w niebo? Ten sam Jezus, zabrany od was do nieba, pewnego dnia powróci w taki sam sposób, w jaki widzieliście Go odchodzącego.
ACT.1.12	Działo się to na Górze Oliwnej, oddalonej od Jerozolimy o kilometr. Apostołowie wrócili do miasta 
ACT.1.13	i zebrali się w swoim pokoju na piętrze. Byli tam: Piotr, Jan, Jakub, Andrzej, Filip, Tomasz, Bartłomiej, Mateusz, Jakub—syn Alfeusza, Szymon Gorliwy i Juda—syn Jakuba. 
ACT.1.14	Wszyscy oni, razem z kobietami oraz Marią—matką Jezusa, i Jego braćmi, nieustannie spędzali czas na wspólnej modlitwie.
ACT.1.15	Gdy pewnego razu zebrało się około stu dwudziestu wierzących, Piotr wstał i rzekł:
ACT.1.16	—Przyjaciele! Musiało się wypełnić proroctwo Pisma, które Duch Święty, poprzez króla Dawida, wypowiedział o Judaszu. To on doprowadził do aresztowania Jezusa, 
ACT.1.17	bo był jednym z nas, apostołów, i miał udział w tej służbie. 
ACT.1.18	On to, za pieniądze splamione krwią, kupił pole. A potem zabił się, spadając głową w dół. Spotkał go straszny koniec: pękł na pół a jego wnętrzności wypłynęły na zewnątrz. 
ACT.1.19	Wieść o tym dotarła do wszystkich mieszkańców Jerozolimy i nazwano to miejsce po hebrajsku Hakeldamach (to znaczy: „Pole Krwi”). 
ACT.1.20	Księga Psalmów mówi:
ACT.1.20	„Niech opustoszeje jego dom
ACT.1.20	i niech nikt w nim nie mieszka.”
ACT.1.20	Oraz
ACT.1.20	„Jego służbę niech przejmie ktoś inny”.
ACT.1.21	Teraz, jako świadek zmartwychwstania Jezusa, musi dołączyć do nas ktoś, kto tak jak my był z Panem od samego początku 
ACT.1.22	—od dnia, w którym Jan Chrzciciel zanurzył Go w wodzie aż do chwili, w której został wzięty do nieba.
ACT.1.23	Wybrali dwóch kandydatów: Józefa (zwanego Barsabą, noszącego też pseudonim „Justus”) i Macieja, 
ACT.1.24	po czym zaczęli się modlić:
ACT.1.24	—Panie, Ty znasz każde serce. Wskaż nam, którego z nich wybrałeś 
ACT.1.25	do tej apostolskiej służby, którą Judasz porzucił, poszedłszy własną drogą.
ACT.1.26	Następnie podali im losy. Oznaczony los został wyciągnięty przez Macieja. Za aprobatą wszystkich dołączył więc do grona jedenastu apostołów.
ACT.2.1	Kilka dni później nadeszło święto Pięćdziesiątnicy. Wszyscy wierzący znowu byli razem w tym samym miejscu. 
ACT.2.2	Nagle dał się słyszeć z nieba szum jakby potężnego huraganu, który wypełnił cały dom. 
ACT.2.3	Ukazały się im także jakby języki ognia, które się rozdzieliły i osiadły na każdym z nich. 
ACT.2.4	Wszyscy zostali wtedy napełnieni Duchem Świętym i zaczęli mówić obcymi im językami, zgodnie z wolą Ducha.
ACT.2.5	W tym czasie przebywali w Jerozolimie pobożni Żydzi, pochodzący z wielu różnych krajów świata. 
ACT.2.6	Gdy usłyszeli hałas, tłumnie zbiegli się i stanęli oszołomieni. Każdy z nich słyszał bowiem, jak uczniowie mówią w ich własnym języku.
ACT.2.7	—Jak to możliwe?—dziwili się. —Przecież wszyscy ci ludzie pochodzą z Galilei? 
ACT.2.8	Dlaczego więc słyszymy swój własny język, język kraju, w którym się urodziliśmy? 
ACT.2.9	Partowie, Medowie i Elamici, mieszkańcy Mezopotamii, Judei, Kapadocji, Pontu, Azji, 
ACT.2.10	Frygii, Pamfilii, Egiptu, mieszkańcy Libii z okolic Cyreny, przybysze z Rzymu (zarówno Żydzi, jak i poganie nawróceni na judaizm), 
ACT.2.11	Kreteńczycy i Arabowie—wszyscy słyszymy, jak mówią w naszych ojczystych językach o wielkich dziełach Boga!
ACT.2.12	Oszołomieni i zdezorientowani pytali siebie nawzajem:
ACT.2.12	—Co to może znaczyć?
ACT.2.13	—Upili się niedojrzałym winem—drwili jednak niektórzy.
ACT.2.14	Wtedy wystąpił Piotr z pozostałymi jedenastoma apostołami i zawołał do zebranych:
ACT.2.14	—Posłuchajcie mnie uważnie mieszkańcy Jerozolimy i wszyscy przybysze! 
ACT.2.15	Ci ludzie nie są pijani, jak niektórzy podejrzewają. Jest przecież dopiero dziewiąta rano! 
ACT.2.16	To, co widzicie, zostało przed wiekami zapowiedziane przez proroka Joela:
ACT.2.17	„W ostatnich dniach—mówi Bóg
ACT.2.17	—ześlę mojego Ducha na wielu ludzi:
ACT.2.17	wasi synowie i córki będą prorokować,
ACT.2.17	młodzieńcy będą mieć widzenia, a starcy—sny.
ACT.2.18	Ześlę mojego Ducha na wszystkie moje sługi,
ACT.2.18	na mężczyzn i kobiety, i będą prorokować.
ACT.2.19	I sprawię, że zobaczycie cudowne znaki,
ACT.2.19	zarówno na niebie, jak i na ziemi.
ACT.2.19	Zobaczycie krew, ogień i kłęby dymu.
ACT.2.20	Na niebie zaś zgaśnie słońce,
ACT.2.20	a księżyc stanie się krwawoczerwony.
ACT.2.20	Wszystko to poprzedzi nadejście
ACT.2.20	wielkiego i wspaniałego Dnia Pana.
ACT.2.21	Lecz każdy, kto wezwie imienia Pana,
ACT.2.21	będzie zbawiony”.
ACT.2.22	Posłuchajcie mnie, Izraelici!—kontynuował Piotr. —Bóg w oczywisty sposób udzielił poparcia Jezusowi z Nazaretu, przez którego uczynił wśród was wielkie cuda i znaki, o czym doskonale wiecie. 
ACT.2.23	Zgodnie ze swoim odwiecznym zamiarem i postanowieniem pozwolił, aby Jezus został wam wydany przez bezbożnych Rzymian. A wy przybiliście Go do krzyża i zamordowaliście! 
ACT.2.24	Bóg jednak wyrwał Go z rąk śmierci i ożywił, gdyż śmierć nie mogła Go pokonać. 
ACT.2.25	Już król Dawid zapowiedział to, mówiąc:
ACT.2.25	„Zawsze widziałem obok siebie Pana.
ACT.2.25	Jest blisko mnie, abym się nie zachwiał.
ACT.2.26	Dlatego z całego serca ucieszyłem się,
ACT.2.26	i moje usta napełniły się radością.
ACT.2.26	Moje ciało będzie bowiem spoczywać z nadzieją!
ACT.2.27	Bo nie pozostawisz mojej duszy wśród umarłych
ACT.2.27	i nie pozwolisz,
ACT.2.27	aby ciało Twojego Świętego uległo rozkładowi.
ACT.2.28	Pokazałeś mi ścieżkę życia,
ACT.2.28	a Twoja obecność napełnia mnie radością”.
ACT.2.29	Przyjaciele!—mówił Piotr. —Mogę to wam otwarcie przypomnieć, że król Dawid umarł, miał pogrzeb, a jego grób po dziś dzień się tu znajduje. 
ACT.2.30	Był jednak prorokiem i pamiętał, że Bóg złożył mu przysięgę, obiecując królewski tron jego potomkowi. 
ACT.2.31	Gdy więc zobaczył przyszłe zmartwychwstanie Mesjasza, przepowiedział, że nie pozostanie On w grobie, a Jego ciało nie ulegnie rozkładowi. 
ACT.2.32	My wszyscy jesteśmy świadkami tego, że to właśnie Jezusa Bóg wskrzesił z martwych. 
ACT.2.33	Wyróżniony przez Boga najwyższą w niebie godnością, wypełnił obietnicę Ojca i posłał Ducha Świętego. To Jego cudowne działanie teraz widzicie i słyszycie. 
ACT.2.34	I chociaż Dawid nie był w niebie, to jednak powiedział:
ACT.2.34	„Bóg rzekł do mojego Pana:
ACT.2.34	Zasiądź po mojej prawej stronie,
ACT.2.35	dopóki nie rzucę Ci pod nogi Twoich nieprzyjaciół”.
ACT.2.36	Niech więc to będzie jasne dla całego Izraela—dodał Piotr—że Jezusa, którego wy ukrzyżowaliście, Bóg uczynił Panem i Mesjaszem!
ACT.2.37	Słowa te tak wstrząsnęły słuchaczami, że zapytali Piotra i pozostałych apostołów:
ACT.2.37	—Przyjaciele! Co w takim razie mamy zrobić?
ACT.2.38	—Opamiętać się—odrzekł Piotr—i dać się zanurzyć w wodzie w imię Jezusa Chrystusa, na znak uwolnienia od grzechów. Wtedy otrzymacie dar Ducha Świętego, 
ACT.2.39	bo został On obiecany właśnie wam i waszym dzieciom, a nawet poganom—wszystkim, których wezwie Pan, nasz Bóg!
ACT.2.40	I długo jeszcze Piotr mówił do nich, wzywając:
ACT.2.40	—Ratujcie się przez Bożym sądem, który spadnie na to złe pokolenie.
ACT.2.41	Ci, którzy dzięki słowom Piotra uwierzyli w Jezusa, zostali ochrzczeni. I tego dnia przyłączyło się do grupy wierzących około trzech tysięcy osób.
ACT.2.42	Z oddaniem trzymali się oni nauki apostołów, żyli we wspólnocie, dzielili się chlebem i razem modlili się. 
ACT.2.43	Mieszkańcy miasta odczuwali lęk, ponieważ apostołowie czynili wiele cudów. 
ACT.2.44	Natomiast wszyscy wierzący przebywali razem i dzielili się tym, co mieli. 
ACT.2.45	Często sprzedawali swoje posiadłości i wspomagali innych wierzących, w zależności od potrzeb. 
ACT.2.46	Byli jednomyślni i codziennie zbierali się w świątyni. W domach zaś dzielili się chlebem i z radością oraz otwartością spożywali wspólnie posiłki. 
ACT.2.47	W tym wszystkim oddawali chwałę Bogu i cieszyli się dobrą opinią ze strony innych mieszkańców. Pan zaś sprawiał, że codziennie nowi ludzie przyjmowali zbawienie i przyłączali się do wspólnoty.
ACT.3.1	Pewnego dnia Piotr i Jan szli do świątyni na popołudniową modlitwę o godzinie trzeciej. 
ACT.3.2	Właśnie wtedy niesiono pewnego człowieka, który od urodzenia nie mógł chodzić. Codziennie kładziono go pod bramą świątyni, zwaną Piękną, aby mógł prosić wchodzących o wsparcie. 
ACT.3.3	Widząc, że Piotr i Jan mają zamiar wejść, poprosił ich o datek. 
ACT.3.4	Wtedy uważnie spojrzeli na niego, a Piotr rzekł:
ACT.3.4	—Popatrz na nas.
ACT.3.5	Kaleka spojrzał na nich z nadzieją, że zaraz coś od nich dostanie. 
ACT.3.6	Ale Piotr powiedział:
ACT.3.6	—Nie mam złota ani srebra. Ale dam ci to, co mam. W imieniu Jezusa Chrystusa z Nazaretu mówię ci: Wstań i chodź!
ACT.3.7	Następnie podał mu prawą rękę i pomógł mu wstać. Chory natychmiast odzyskał władzę w stopach i kostkach. 
ACT.3.8	Z radości podskoczył i zaczął chodzić! Następnie wszedł razem z nimi do świątyni, podskakując i wielbiąc Boga. 
ACT.3.9	Wszyscy obecni zobaczyli, że chodzi i chwali Boga. 
ACT.3.10	I rozpoznali w nim tego, który siedział przy Pięknej Bramie i żebrał. Wtedy ogarnęło ich zdumienie z powodu tego, co zobaczyli.
ACT.3.11	Ponieważ uzdrowiony trzymał się blisko Piotra i Jana, wszyscy ruszyli za nimi do krużganka Salomona. 
ACT.3.12	Widząc to, Piotr zwrócił się do tłumu:
ACT.3.12	—Izraelici! Dlaczego tak się dziwicie? I dlaczego wpatrujecie się w nas tak, jakbyśmy własną mocą lub pobożnością sprawili, że ten człowiek chodzi? 
ACT.3.13	Bóg Abrahama, Izaaka i Jakuba—Bóg naszych przodków—otoczył chwałą swojego sługę, Jezusa. Wy Go wydaliście Piłatowi i odrzuciliście, chociaż on chciał Go uwolnić. 
ACT.3.14	Wzgardziliście Świętym i Prawym, a zażądaliście uwolnienia mordercy. 
ACT.3.15	Zabiliście Dawcę życia! Bóg jednak wzbudził Go z martwych, czego my jesteśmy naocznymi świadkami! 
ACT.3.16	Właśnie przez wiarę w tego Jezusa człowiek, którego tu widzicie i którego dobrze znacie, został uzdrowiony. Dzięki Jezusowi, na oczach was wszystkich, odzyskał pełną władzę w nogach! 
ACT.3.17	Przyjaciele! Teraz jednak wiem, że działaliście w nieświadomości, tak jak i wasi przywódcy. 
ACT.3.18	Bóg jednak wypełnił to, co wszyscy prorocy kiedyś zapowiedzieli o cierpieniu Mesjasza. 
ACT.3.19	Opamiętajcie się więc i zwróćcie się do Boga, aby oczyścił was z grzechów. 
ACT.3.20	Może pocieszy was wtedy i pośle do was Jezusa, Mesjasza. 
ACT.3.21	Teraz jednak musi On pozostać w niebie aż do czasu ostatecznego odnowienia wszystkich rzeczy. Bóg dawno temu zapowiedział to poprzez swoich świętych proroków. 
ACT.3.22	Już Mojżesz powiedział bowiem:
ACT.3.22	„Bóg, wasz Pan, powoła spośród was
ACT.3.22	proroka podobnego do mnie.
ACT.3.22	Słuchajcie uważnie wszystkiego, co wam powie.
ACT.3.23	Każdy bowiem, kto nie będzie Mu posłuszny,
ACT.3.23	zostanie wyłączony z ludu i ulegnie zagładzie”.
ACT.3.24	Począwszy od Samuela, wszyscy kolejni prorocy zapowiadali wydarzenia minionych dni—kontynuował Piotr. 
ACT.3.25	—Wy zaś jesteście potomkami tych proroków i uczestnikami przymierza, które Bóg zawarł z waszymi przodkami. On powiedział Abrahamowi:
ACT.3.25	„Przez twojego potomka
ACT.3.25	będą błogosławieni wszyscy ludzie na ziemi”.
ACT.3.26	To dla was, jako pierwszych—wyjaśniał Piotr—Bóg wskrzesił swojego Sługę, Jezusa, i posłał Go, aby każdemu z was błogosławił, pomagając zerwać z grzesznym życiem.
ACT.4.1	Gdy Piotr i Jan przemawiali do zgromadzonych, podeszli do nich kapłani, wraz z dowódcą straży świątynnej i kilkoma saduceuszami. 
ACT.4.2	Oburzyli się słysząc, że nauczają zebranych i głoszą im zmartwychwstanie w Jezusie. 
ACT.4.3	Aresztowali ich więc, a ponieważ był już wieczór, zamknęli w więzieniu do następnego dnia. 
ACT.4.4	Mimo to, wielu ludzi, którzy słuchali ich słów, uwierzyło w Jezusa, zwiększając liczbę samych tylko wierzących mężczyzn do około pięciu tysięcy.
ACT.4.5	Następnego dnia zebrali się w Jerozolimie przełożeni, starsi i przywódcy religijni, 
ACT.4.6	a wśród nich: Annasz—najwyższy kapłan, Kajfasz, Jan, Aleksander i wszyscy inni, spokrewnieni z najwyższym kapłanem. 
ACT.4.7	Postawili apostołów na środku i przesłuchiwali:
ACT.4.7	—Jakim prawem i z czyjego polecenia to robiliście?
ACT.4.8	—Dostojni przywódcy naszego narodu!—odpowiedział Piotr, napełniony Duchem Świętym. 
ACT.4.9	—Skoro przesłuchujecie nas dzisiaj z powodu dobrego czynu, dzięki któremu ten chory człowiek odzyskał zdrowie, 
ACT.4.10	to wiedzcie—wy wszyscy i cały naród Izraela—że stoi on przed wami zdrowy dzięki mocy Jezusa Chrystusa z Nazaretu. Wy Go ukrzyżowaliście, ale Bóg wskrzesił Go z martwych. 
