MAT.1.1	Chitabu cha welesi wa Yesu Chilisito, mzukulu wa Daudi, mzukulu wa Bulahimu.
ACT.16.37	Mbali Paulo kamulongela mkulu wa wakalizi, “Wachilanha mibalati haulongozi ha wanhu wose bila ya kuchitagusa, ingawa cheye ni Waloma. Maabaho wachika muna ichifungo. Lelo wolonda wachilave chinyele nyele. Aka! Leka weze wachilave wenyewo.”
ACT.16.38	Wakulu wa wakalizi wawalongela wakulu wa Loma, na viwahulike kuwa Paulo na Sila wakala wanhu wa Loma, wadumba ng'hani. 
ACT.16.39	Ivo weza na kuwalamba, maabaho wawalava kunze ya ichifungo na kawalamba wasegela muna dibululu diya. 
ACT.16.40	Paulo na Sila viwalawile muna ichifungo na kuhita kuna ikaye ya Lidiya. Uko waiting'hana na wahuwila, wawalongela mbuli za kuwaguma moyo, maabaho wasegela.
ACT.17.1	Paulo na Sila wafosela Amfipoli na Apoloniya wahita mbaka Sesalonike, uko kukala na kaye ya kutosela ya Wayahudi. 
ACT.17.2	Fana chihendo chake, Paulo kahita kuna ikaye ija ya kumpulila Mulungu. Kalonga na wanhu kwa siku za Mhumulo matatu, kwa kusang'hanila Maandiko Yelile, 
ACT.17.3	kawalongela na kawafambulila Yamaandiko Yelile na kawalongela kuwa Chilisito Mulopozi kolondeka yagazigwe na kuzilibuka. Paulo kalonga, “Yesu ino yoniwapetela mbuli zake, niiyo Chilisito Mulopozi.” 
ACT.17.4	Wayahudi wamwenga wahuwila na wailumba na Paulo na Sila, na bumbila kulu da Wagiliki wowamdumbile Mulungu na wanaake wamwenga walangulizi iviya wahuwila.
ACT.17.5	Mbali Wayahudi wawawonela migongo, wasola wanhu welibule usang'hano, watenda chibumbila na wandusa ndwagi muna dibululu jose waizila kaye ya Yasoni wohuwila kuwapata umo na Paulo na Sila muladi wawagale haiwanhu. 
ACT.17.6	Mbali viwawapuwile, wawagwila Yasoni na wahuwila wamwenga na wawagala haulongozi ha walangulizi wa dibululu na walandula madizi, “Paulo na Sila wagala magayo chila hanhu! Sambi weza muna dibululu jetu. 
ACT.17.7	Na Yasoni kawahokela ukaye yake. Wose walema kutenda chiyalagilize mfalume wa Loma na walonga hambwe kuna mfalume imwenga, zina jake Yesu.”
ACT.17.8	Wakulu wa isi na wanhu wamwenga viwahulike ivo wehilwa ng'hani. 
ACT.17.9	Wakulu wawo wawatoza faini Yasoni na wayage, maabaho wawaleka wasegela.
ACT.17.10	Ichilo vichingile wahuwila wawatuma Paulo na Sila uko Beleya. Viwafikile uko, wahita mwiikaye ya kutosela ya Wayahudi. 
ACT.17.11	Wanhu wa Beleya wakala wotegeleza goya kuwafosa wanhu wa Sesalonike. Wauhokela usenga uja wa Mulungu kwa deng'ho, na chila siku wakala woyapekula Yamaandiko Yelile muladi wawone fana Paulo kolonga kweli. 
ACT.17.12	Wayahudi wengi wahuwila na wanaake wengi wa Chiyunani weli na udaho na walume wengi wa Chiyunani iviya wahuwila.
ACT.17.13	Mbali Wayahudi wa Sesalonike viwahulike Paulo kopeta Mbuli ya Mulungu uko Beleya iviya, wahita uko na wandusa kuwakong'hela wanhu na ndwagi. 
ACT.17.14	Bahobaho wahuwila wamgala Paulo mhwani. Mbali Sila na Timoseyo wasigala uko Beleya. 
ACT.17.15	Wanhu wowamsolile Paulo, wahita nayo mbaka Asene. Maabaho wabwela mbaka Beleya wakala na malagilizo kulawa kwa Paulo kuwa Sila na Timoseyo sekewakalame kumsondelela Paulo.
ACT.17.16	Paulo viyakalile yowagoza Sila na Timoseyo uko Asene, kehilwa ng'hani muna umoyo wake viyawonile bululu diya dimema nyang'hiti za milungu. 
ACT.17.17	Ivo kakala mwiikaye ya kutosela kakala yolonga na Wayahudi na wanhu weli siyo Wayahudi wowomtosela Mulungu, na chila siku kakala kowasimulila wanhu wakalile muumwingi. 
ACT.17.18	Wamwenga wowainzile mafundizo ya Epikulo na Sitoiki waibishila nayo.
ACT.17.18	Wamwenga walonga, “Kolonda kulonga choni ino mbozi?” Wamwenga wedika, “Yowoneka fana kopeta mbuli ya milungu imwenga.” Walonga ivo kwaviya Paulo kakala kopeta mbuli ya Yesu na mbuli ya uzilibuko, 
ACT.17.19	Ivo wamsola Paulo, wamgala haulongozi ha ichitala cha bululu da Aleopoko na walonga, “Cholonda kuvimanya mafundizo yako ya sambi yolonga choni. 
ACT.17.20	Mbuli zimwenga zochihulike kolonga ni za uzonza kumwetu, na cholonda kuvimanya fambulo da mbuli zino.” 
ACT.17.21	Wanhu wose wa Asene na wageni wowokala umo wasang'hanila lusita lwawo lwose kulonga na huhulika chinhu cha sambi.
ACT.17.22	Paulo kema haulongozi ha ichitala cha bululu na kalonga, “Nowona kuwa chila munhu wa Asene komzahila Mulungu. 
ACT.17.23	Kwaviya vinikalile nofosa na kulola goya hanhu homutosela, niwona chilingo chandikigwa, ‘Kwa Mulungu hamanyika.’ Lelo niye nowapetela mbuli za iyo imumtosela bila kummanya.
ACT.17.24	“Mulungu yalumbile isi na ulanga na vinhu vose vili muno ni Mndewa wa ulanga na isi, hakala muna zikaye za imwe wa milungu zozizengigwe na wanhu. 
ACT.17.25	Iviya hasang'hanilwa kwa makono ya wanhu, fana viya kolonda chochose, kwaviya yeye mwenyewo koweng'ha wanhu wose ugima na muhe na vinhu vose. 
ACT.17.26	Kulawa kwa munhu imwe, kalumba wanhu wa chila isi na kawatenda wakale muna isi yose. Kalamula kulawa umwaka, zuwaki na kulihi kuwakalile wanhu wawo. 
ACT.17.27	Katenda vino muladi wanhu wamzahile na wamsondelele hata kwa kumdalisa yapete kudalisigwa. Mulungu heli kutali na cheye bule. 
ACT.17.28	Fana munhu imwe viyalongile,
ACT.17.28	‘Mgati yake yeye chokala na chogenda na kuwa na ugima wetu.’
ACT.17.28	Fana imwe wenu imtunga wila viyalongile,
ACT.17.28	‘Cheye wose ni welesi wake.’
ACT.17.29	Ivo kwaviya cheye chawana wa Mulungu, hachilondeka kulonga kuwa Mulungu kalinga fana zahabu hebu hela hebu dibwe, vinhu vitendigwa goya kwa ubala wa wanhu. 
ACT.17.30	Mulungu katenda fana viya halola lusita luja wanhu viwakalile hawammanyile, mbali sambi kowalongela wanhu wose chila hanhu waleke uhasanyi wawo. 
ACT.17.31	Kwaviya Mulungu keka siku yonda yawataguse wanhu wa isi yose viilondeka kwa munhu ija iyamsagule. Mulungu kalagusa yano yose kwa kumzilibula iyo!” 
ACT.17.32	Viwahulike Paulo kolonga mbuli ya kuzilibuka, wamwenga wamzeha, mbali wamwenga walonga, “Cholonda chihulike kaidi mbuli ino.” 
ACT.17.33	Ivo Paulo kasegela kuna umting'hano. 
ACT.17.34	Wanhu wamwenga wamsondelela na wahuwila, imwe wawo kakala Dionisiyo, munhu wa chitala. Uko iviya kukala na mwanamke yatangigwe Damalisi na wanhu wamwenga.
ACT.18.1	Maabaho Paulo kasegela Asene kahita Kolimso. 
ACT.18.2	Uko Kolimso kamting'hana Muyahudi imwe yotangigwa Akila, yoyelekigwe na Ponto, yoyezile na muke wake Pilisika kulawa Italiya siku ziya, kwaviya mtawala Chilaudiyo kawalagiliza Wayahudi wose walawe Loma. Ivo Paulo kahita kuwalola, 
ACT.18.3	na kakala na kusang'hana nawo, kwaviya yeye kakala kosona mahema fana wawo. 
ACT.18.4	Chila Isiku ya Mhumulo kakala kolonga na wanhu muna ikaye ya kutosela, kageza kuwakwenhula Wayahudi na Wagiliki.
ACT.18.5	Sila na Timoseyo viwafikile kulawa Makedoniya, Paulo kasang'hanila lusita lwake lwose kuwapetela Wayahudi kuwa Yesu iyo Chilisito Mulopozi. 
ACT.18.6	Viwaibishile nayo na kumuliga, kalagusa kuwa hatogole kwa kukung'hunha viwalo vake na kuwalongela, “Mwahaga, manye wenyewo! Niye namwabule, kwandusila sambi nizahita kwa wanhu weli siyo Wayahudi.” 
ACT.18.7	Maabaho Paulo kasegela, kahita kukala muna ikaye ya munhu yeli siyo Muyahudi, zina jake Tito Yusito, munhu yomtambikila Mulungu, kaye yake ikala habehi na kaye ya kutosela. 
ACT.18.8	Chilisipo, yakalile mkulu wa kaye ya kutosela ya Mulungu, kamuhuwila Mndewa, hamwe na kaye yake yose. Wanhu wamwenga wengi uko Kolinso wahulika usenga, wahuwila na wabatizigwa.
ACT.18.9	Chilo chimwe Mndewa kamulongela Paulo muna yamalaguso, “Sekeudumbe, gendelela kupeta na wala sekeunyamale, 
ACT.18.10	kwaviya niye nahamwe na weye. Habule munhu yodaha kukulumiza na kukubananga, kwaviya niye nina wanhu wengi muna dibululu dino.” 
ACT.18.11	Paulo kakala uko lusita lwa mwaka umwe na miezi sita, kowafundiza wanhu mbuli ya Mulungu.
ACT.18.12	Galiyo viyakalile mkulu wa Akaya, Wayahudi waiting'hana hamwe, wamgwila Paulo na wamgala kuna ichitala. 
ACT.18.13	Walonga, “Munhu ino kowatenda wanhu wamtosele Mulungu bila kusondelela Malagilizo ya Mulungu yoyamwing'hile Musa!”
ACT.18.14	Paulo viyalondile kulonga, Galiyo kawalongela Wayahudi, “One iwile mbuli ya ubamanyi hebu ya wihi, nihadahile kumtegelezani. 
ACT.18.15	Mbali kwaviya mbuli zino na mazina ya malagilizo ni venu mweye, lamuleni mweye wenyewo. Niye sizakuwa mulamuzi wa mbuli zino!” 
ACT.18.16	Maabaho kawalava kunze ya ichitala. 
ACT.18.17	Wawo wose wamgwila Sositene, mkulu wa kaye ya kutosela ya Mulungu, na wamtowa haulongozi ha ichitala. Mbali Galiyo hagesile mbuli iyo hata chidogo.
ACT.18.18	Paulo kakala yang'hali na waja wanhu wahuwile uko Kolimso kwa siku nyingi, kahita na Pilisika na Akila mbaka Siliya. Yang'hali hanasegela Kemkeliya, kawegula mvili zake kwa chimu cha chilagano chiyekile. 
ACT.18.19	Wafika Efeso, uko Paulo kawaleka Pilisila na Akila. Kengila mwiikaye ya kutosela na kalonga na Wayahudi. 
ACT.18.20	Baho wamulamba yakale lusita lutali, mbali yeye hatogole bule. 
ACT.18.21	Mbali viyakalile kosegela, kawalongela, “One Mulungu yahalonda nizakwiza kumwenu kaidi.” Maabaho kakwela muna ingalawa kasegela Efeso. 
ACT.18.22	Viyafikile Kaisaliya, kahita Yelusalemu na kuwalamusa wahuwila, maabaho kahita Antiyokiya.
ACT.18.23	Kakala uko lusita ludodo, maabaho kagendelela na umwanza kwa kufosela mgati mwa isi ya Galatiya na Filigiya kuno kowaguma moyo wanhu waja wowamsondelele Yesu.
ACT.18.24	Chipindi icho Muyahudi imwe yotangigwa Apolo, mwelekwa wa Waisikandaliya, kafika Efeso. Iyo kakala munhu yeli na udaho na yamanyile vinogile Yamaandiko Yelile. 
ACT.18.25	Munhu iyo kakala kafundizigwa nzila ya Mndewa na kwaviya muhe wake ukala wodinhila, kandusa kulonga na kufundiza kwa unovu mbuli za Yesu, mbali kammanya Yohana na viya viyakalile kowabatiza wanhu. 
ACT.18.26	Kandusa kulonga bila kudumba mwiikaye ya kutosela. Pilisika na Akila viwamuhulike, wamsola ukaye yawo na wamfambulila vinogile Nzila ya Mulungu.
ACT.18.27	Apolo viyalondile kuhita Akaya, wahuwila wa Efeso wamtaza kwa kuwandikila usenga wahuwila wa Akaya wamuhokele. Nayo viyafikile uko kawataza ng'hani waja wowakalile wahuwila kwa unovu wa Mulungu. 
ACT.18.28	Kwaviya kawahuma ng'hani Wayahudi haulongozi ha wanhu wose, kalagusa kulawa muna Yamaandiko Yelile kuwa Yesu ni Chilisito Mulopozi.
ACT.19.1	Apolo viyakalile Kolimso, Paulo kafosa zisi zili muna ivilima na kafika Efeso. Uko kawafika wanhu wamwenga wowamsondelele Yesu, 
ACT.19.2	kawauza, “Vino vimuwile wahuwila mumuhokela Muhe Yelile?”
ACT.19.2	Wamwidika, “Aka, hata kuhulika kuwa kuna Muhe Yelile hachinahulika bule.”
ACT.19.3	Paulo kawauza, “Lelo mubatizigwa ubatizo ulihi?”
ACT.19.3	Wamwidika, “Ubatizo uyabatize Yohana.”
ACT.19.4	Paulo kalonga, “Ubatizo uyabatize Yohana ukala kwa ichimu cha wanhu waja wasamhile uhasanyi wawo, na kawalongela wanhu wa Isilaeli wamuhuwile munhu ija yokwiza kuchisogo chake, niiyo Yesu.”
ACT.19.5	Viwahulike ivo, wabatizigwa kwa zina da Mndewa Yesu. 
ACT.19.6	Paulo viyawekile makono yake, Muhe Yelile kawahumulukila, wandusa kulonga ulonzi umwenga na kulotela. 
ACT.19.7	Wakala walume longo na waidi.
ACT.19.8	Paulo kengila mwiikaye ya kutosela na kulonga na wanhu bila kudumba kwa lusita lwa miyezi mitatu, kageza kuwakwesa weze muna Ufalume wa Mulungu. 
ACT.19.9	Mbali wamwenga wakala na mizoyo midala ivo hawatogole bule, na wailonga vihile mbuli ya Mndewa. Ivo Paulo kawaleka na kawasola wowahuwile na kulonga nawo chila siku muna ikaye ya kufundizila ya munhu imwe yatangigwe Tilano. 
ACT.19.10	Mbuli zino zigendelela kwa lusita lwa miyaka midi, muladi wanhu wose wokala muna ikaye ya isi ya Asiya, Wayahudi na wanhu weli siyo Wayahudi, wahulike mbuli ya Mndewa.
ACT.19.11	Mulungu katenda mauzauza makulu kufosela Paulo. 
ACT.19.12	Hata vitambala na viwalo vovilawile mulukuli va sang'hano voyayawale kavigala kwa watamu, na watamu wawo wahonyigwa mitamu yawo na vinyamkela viwalawa. 
ACT.19.13	Wayahudi wamwenga waja wakalile wolava vinyamkela wahita uko na uko wogeza kusang'hanila zina da Yesu. Wawalongela waja wakumbigwe na vinyamkela, “Nowalongela kwa zina da Yesu, ija yopetigwa na Paulo.” 
ACT.19.14	Kukala na ndugu saba wa tata imwe, Muyahudi yatangigwe Sikewa mkulu wa nhambiko, watenda ivo.
ACT.19.15	Mbali chinyamkela kawalongela, “Yesu nimmanya na Paulo nimmanya, mbali mweye wawo welihi?” 
ACT.19.16	Maabaho munhu ija yakalile na chinyamkela kawazumhila wose kawadaha kawahuma ludabwa na wawo wana wa Sikewa wakimbila kunze mwa kaye ija wakala mwazi na wakala na vilonda.
ACT.19.17	Wayahudi wose na wanhu weli siyo Wayahudi wakalile Efeso wahulika mbuli ino, wose wadumba ng'hani, na zina da Mndewa Yesu ding'higwa nhogolwa ng'hulu. 
ACT.19.18	Wanhu wengi wowahuwile weza, wasamha sang'hano zawo zihile haulongozi ha wanhu. 
ACT.19.19	Wanhu wamwenga wakalile wotenda uhawi wavigala vitabu vawo na wavilunguza haulongozi ha wanhu. Viwapetile bei ya vitabu ivo, wawona yodaha kufika hela magana magana matano. 
ACT.19.20	Ivo mbuli ya Mndewa yenela na kuwa na ludabwa lukulu.
ACT.19.21	Vinhu vino vivikomelezeke, Paulo kalamula yahite Yelusalemu kafosela Makedoniya na Akaya, kalonga, “Nihafika uko, iviya nolondigwa nihite Loma.” 
ACT.19.22	Ivo kawatuma waidi wa watumigwa wake, Timoseyo na Elasito wahite Makedoniya, yeye mwenyewo kakala kuna mkowa wa Asiya.
ACT.19.23	Siku izo uko Efeso kulawilila tibwilitibwili kulu kwa ichimu cha Nzila ya Mndewa. 
ACT.19.24	Kukala na munhu imwe zina jake Demetiliyo, iyo kakala mfuwa hela yoyakalile kotenda vikaye vya hela vya nyang'hiti vya Alitemi. Sang'hano iyo iwatenda Demeteliyo na wayage kuwagalila wahunzi faida nyingi. 
ACT.19.25	Demeteliyo kawatanga wose hamwe na wanhu wamwenga wakalile na sang'hano ilingile fana ivo na kawalongela, “Walume, movimanya kuwa chopata hela nyingi muna isang'hano ino. 
ACT.19.26	Lelo modaha kuwona na kuhulika mweye wenyewo yaja yoyotenda Paulo. Kawakong'hela na kuwahindula wanhu watogole kuwa milungu itendigwa na wanhu siyo milungu hata chidogo, siyo Efeso muhala mbali mikowa yose ya Asiya. 
ACT.19.27	Ivo kuna ng'hondo kuwa sang'hano yetu izakuwa na zina dihile. Siyo ivo muhala, mbali mbuli iyo yodaha kuitenda mwiikaye ya Alitemi imwe wa milungu kuwa siyo chinhu cha mana na ukulu wake wizabanangika. Alitemi iyo imwe wa milungu kotoseligwa muna umkowa wa Asiya na muna zisi zose.”
ACT.19.28	Viwahulike mbuli izo wasomigwa mizoyo yawo na wandusa kulandula madizi, “Mkulu ni Alitemi wa Efeso!” 
ACT.19.29	Bululu jose dimema tibwilitibwili. Wanhu wawagwila Gayo na Alisitaliko, wakaya wa Makedoniya wowakalile muna umwanza hamwe na Paulo, wakimbila nawo mbaka hanhu ha miting'hano. 
ACT.19.30	Paulo kalonda yahite haulongozi ha lung'husesa, mbali wahuwila wamulemesa. 
ACT.19.31	Wakulu wamwenga wa isi ya Asiya, wakalile mbwiya zake Paulo, wamtumila usenga wamulamba sekeyahite hanhu ha miting'hano. 
ACT.19.32	Lung'husesa lukala lwehuka, wanhu wamwenga wakala wolonga chinhu chino na wamwenga wolonga chinhu chiya, kwaviya wanhu wamwenga hawavimanyile waiting'hanila choni. 
ACT.19.33	Wayahudi wamwenga wamgala Alekizanda haulongozi ha wanhu, na wanhu wamwenga walandula madizi yawo. Nayo kawafunyiza wanhu wanyamale, muladi yaigombele haulongozi ha wanhu. 
ACT.19.34	Mbali viwamanyile kuwa yeye kakala Muyahudi, wose walandula madizi yawo hamwe kwa masaa maidi, “Alitemi wa Efeso ni Mkulu!”
ACT.19.35	Kalani wa bululu viyadahile kuwanyamaliza iwanhu, “Mweye wanhu wa Efeso,” vino mweye hamuvimanyile kuwa bululu da Efeso ni mkalizi wa kaye ya Alitemi imwe wa milungu na chinyago chake chilagala kulawa kuulanga. 
ACT.19.36	Habule munhu yodaha kubela vinhu vino. Ivo molondeka munyamale na muleke kutenda chinhu chochose himahima. 
ACT.19.37	Muwagala walume wano hano ingawa hawabawile vinhu va kaye ya mulungu hebu kamuliga mulungu wetu wa chike. 
ACT.19.38	One Demetiliyo na wasang'hani wayage wana mbuli na munhu wowose, vitala na wasemi wabaho. Wodaha kugala ulonzi wawo uko. 
ACT.19.39	Mbali one muhalonda mbuli yoyose muna zimbuli zingine, yezasang'hanigwa muna bumbila haswa. 
ACT.19.40	Kwaviya vino vitendeka diyelo kuna ng'hondo ya kuwa wezachilongela chigala ndwagi, chabule chimu chochose cha ndwagi ino na hachidaha kulonga mbuli yoyose yili na fambulo kwa kutenda vino. 
ACT.19.41	Viyakomeleze kulonga vino, kadilongela bumbila dihite.
ACT.20.1	Hengelehengele diya da Efeso vidimalile, Paulo kawatanga hamwe wanhu waja wowamsondelele kawagangamiza imizoyo na kawalaga. Hamala baho kawaleka na kahita Makedoniya. 
ACT.20.2	Kahita kufosela zisi ziya na kawagangamiza wanhu mizoyo kwa mbuli nyingi. Maabaho kafika Akaya, 
ACT.20.3	uko kakala miyezi mitatu. Kakala yoisasala kuhita Siliya mbali katola kuwa wauko Wayahudi wolonda kumtendela yehile, ivo kalamula kubwela kufosela Makedoniya. 
ACT.20.4	Sopatilo mwana wa Pilo kulawa Beleya, wahita nayo, ivo Alisitaliko na Sekundo kulawa Sesalonike, maabaho Gayo kulawa Delibe, Tukiko na Tilofimo na Timoseyo kulawa muna umkowa wa Asiya. 
ACT.20.5	Wanhu wawo wachilongolela na kuchigozela kuja Tulowa, 
ACT.20.6	Vichikomeleze Dugila da Magate hayanagumigwa Lusu, chikwela ngalawa kulawa Filipi, na siku nhatu hamwande chifika Tulowa. Uko chikala siku saba.
ACT.20.7	Siku ya mwanduso ya juma, chiiting'hana muladi chije ndiya hamwe. Paulo kalonga na wanhu mbaka chilo chikulu, kwaviya kasegela siku isondelele. 
ACT.20.8	Vitasa vingi vikala vokwaka muna ichiheleto cha uchanyha kochikalile chiiting'hana. 
ACT.20.9	Mbwanga imwe yatangigwe Eutiko kakala yakalile muna dizonzo, Paulo viyakalile kolonga, Eutiko kakukila na kagona, mbaka kuuhelelo kazidilwa na nhongo na kagwa kulawa muna ichiheleto cha tatu cha uchanyha mbaka hasi. Viwahitile kumwinula wamfika kadanganika. 
ACT.20.10	Mbali Paulo kahulumuka hasi, kamgwila na kamtumbalila mavindi. Kalonga, “Sekemudumbe, yang'hali mgima!” 
ACT.20.11	Maabaho kakwela kaidi kuna dilingo, kamogola gate kaja. Viyakomeleze kulonga nawo kwa lusita lutali, mbaka habehi na imitondo, Paulo kasegela. 
ACT.20.12	Wamsola imbwanga ija ukaye kuno mgima na wadeng'helela ng'hani.
ACT.20.13	Cheye chikwela muna ingalawa chilongolela kuhita Aso, uko chahamsolile Paulo. Kachilongela chitende vino, kwaviya yeye kakala kohita uko kwa kufosela isi inyalile. 
ACT.20.14	Viyachifikile uko Aso, chimkweza muna ingalawa na chihita Mitilene. 
ACT.20.15	Kulawa uko chandusa mwanza na siku isondelele chifika Kio. Siku dekaidi chimiza ingalawa Samo na siku isondelele chifika Mileto.
ACT.20.16	Paulo kakala na kalamula kugendelela na mwanza bila kufosela Efeso, muladi sekeyakalame muna umkowa wa Asiya. Kakala na himahima da kufika Yelusalemu muna isiku ya Pentekosite, one ihadahika.
ACT.20.17	Kulawa Mileto Paulo katuma usenga uko Efeso wakawatange walala wa bumbila da wahuwila wa Chilisito muladi waiting'hane nayo. 
ACT.20.18	Viwafikile, kawalongela, “Mweye movimanya viya vinikalile na mweye siku zose kwandusila zuwa diya da mwanduso vinifikile Asiya. 
ACT.20.19	Movimanya viya vinimsang'hanile Mndewa kwa unyendanyenda mkulu, masozi na magezo yamhatile kwa ichimu cha wihi wa Wayahudi. 
ACT.20.20	Movimanya kuwa silemile hata chidogo kuwapetela hanze hanze na muna zikaye zenu na kuwafundiza chochose chondachiwataze. 
ACT.20.21	Niwalongela wose Wayahudi na wanhu weli siyo Wayahudi wasamhe uhasanyi wawo kwa Mulungu na wamuhuwile Mndewa wetu Yesu.
ACT.20.22	“Sivimanyile chondachinilawilile Yelusalemu, mbali nomuhulika Muhe wa Mulungu na nohita uko. 
ACT.20.23	Na lelo nomuhulika Muhe Yelile konilongela kuwa manhesa na vifungo vonigozela chila isi. 
ACT.20.24	Mbali siwona ugima wangu kuwa chinhu bule, ila nolonda kukomeleza sang'hano iyaning'hile Mndewa Yesu niitende, sang'hano ya kupetela Mbuli Inogile ya unovu wa Mulungu.
ACT.20.25	“Nifosa kumwenu kupeta mbuli ya Ufalume wa Mulungu. Na lelo novimanya habule munhu yoyose kumwenu yondayaniwone kaidi. 
ACT.20.26	Ivo diyelo nowalongelani kweli, munhu yoyose kumwenu yahaga, manye wenyewo. Niye namwabule! 
ACT.20.27	Kwaviya silekile bule kuwalongela lungilo da Mulungu. 
ACT.20.28	Muiteganye mweye wenyewo na muwatiganye lung'husesa lwose luja Muhe Yelile yamwikileni muwe wemilizi wake mgati mmwake, mudidime bumbila da wahuwila wa Mulungu woyawatendile wawe wake kwa kufosela damu ya Mwanage. 
ACT.20.29	Novimanya niye nihasegela, mbwizi wezakwiza kumwenu na hawezadiwonela ubazi dibumbila. 
ACT.20.30	Lusita lokwiza walume wamwenga kulawa muna dibumbila jenu wenyewo vondawamulongeleni mbuli za uvwizi muladi kuwagiza waja wowamsondelela Yesu na kuwatenda wawasondelele wawo muhala. 
ACT.20.31	Ivo kaleni meso na mukumbuke kuwa kwa masozi yangu, nimfundiza chila munhu imisi na ichilo kwa lusita lwa miyaka mitatu.
ACT.20.32	“Sambi nomwikani muna ukalizi wa Mulungu na usenga wa unovu wake, yoyodaha kuwagangamizani na kumwing'hani balaka zoyawekile wanhu wowasafyigwe. 
ACT.20.33	Silondile bule hela hebu viwalo va munhu yoyose. 
ACT.20.34	Mweye wenyewo movimanya kuwa nitenda usang'hano kwa makono yangu mwenyewo muladi kupata vinhu vonilonda mwenyewo na wayangu. 
ACT.20.35	Muna zimbuli zose niwalagusa kuwa kwa kuzamha sang'hano zino molondeka kuwataza nyondenyonde na kuzikumbuka mbuli za Mndewa Yesu viya viyalongile mweyewo, ‘Vinoga kulava kufosa kuhokela.’ ”
ACT.20.36	Paulo viyakomeleze kulonga ivo, katumbala mavindi hamwe nawo na watosa. 
ACT.20.37	Wose walila, wamuhagatila na wamnonela, maabaho wamulaga. 
ACT.20.38	Mbuli ino iwalumiza ng'hani kwaviya Paulo kawalongela, “Hamwizaniwona kaidi bule.” Maabaho wahita nayo mbaka kuna ingalawa.
