MAT.1.1	Ngel evi naul ne metka se Iesu Kristo metka se Devet, ko metka se Epram.
ACT.13.7	Ko ni evi kele jinibb se Sejas Polas nga mimetmete norour ngok Saepras, nga batun muwlu milep. Ko Sejas Polas ngok everuse Banapas ko Sol nga poran jin, suri emrreni purnge nale se Atua. 
ACT.13.8	Ko daron nga marini ko marij, ko m̃er ne botut ngok Bajisas, nga nisen tuwen nen Elimas, erij tere nuru ko ololi lesi nga p̃irieni norrorrmien se numal Sejas Polas, nga sete puosuri Atua. 
ACT.13.9	Ko Sol nga nisen tuwen nen Pol, owun saute Nem̃in On, ko emet teretre jinibb ne botut ngok, 
ACT.13.10	ko owra “A, nik natu demij, kuvi botgerisen ko sel som arkipkap̃il, ko kuvi devje nuval se nanu jijle nga m̃irres! Seveling vajin kupa-suw re komok-rij tere sel weretunen se Numal? 
ACT.13.11	Lelingenok ko pa Atua putor aljem nga metem pumot, ko setemun kuma-lesi moron pipriv sopon.”
ACT.13.11	Ko vesan rres nanu san nga mirpe nousnin nga mumotmot san evini ousni ore non, ololi meten omot; ko evel esesaro karkar epej jinibb san nga pok-tekai ni. 
ACT.13.12	Ko daron nga Sejas Polas m̃ilesi sev nga m̃irrmali ngok, ko etaol; ko eir temijpal re nale se Numal se kerr nga nuru morvisviseni tevi, ko osuri vajin Atua.
ACT.13.13	Ko Pol tevi selen nir arlai drrav san Papos ko aran Pampilia, arwolu toku re ngaim ngok Peka. Ko renge ie, Jon Mak evel lingir ko olwi van Jerusalem e. 
ACT.13.14	Arivel lingi vajin Peka, ko arjipari Antiok nga mori vanu ngok Pisitia. Ko renge nabong on, orsil van re naim loten se m̃eri Isrel nir ko orsakel ngatan. 
ACT.13.15	Ko daron nga mareve jijle Naul On musuw, ko nabur ser arkoni nir san van ji Pol ko Banapas ko osusi tevi nuru owra “E selek, poro norrorrmien nga m̃irres san oto niko nga komor-merreni kopor-werai nga piwilwil se jinibb nir, ko erres kopor-werai”. 
ACT.13.16	Ko Pol esareni nevren tevir nga parmurrong, mian ko owra “M̃eri Isrel nir ko kami jile nga kamok-surövi Atua, kapmurrong. 
ACT.13.17	Atua se m̃eri Isrel nir otobbtobbue apu se kerr ne tuwi nir, ko osusi nir van mare daron nga marlik mirpe jinibb neturvitan re vanu ne Ijip. Ko tevi derteren nga milep jerjer sen, etkai twenir arivel lingi ie. 
ACT.13.18	Ko erpe sia ngavöl ivij (40) sopon erpok, ko arlik re lolo merwer, ko arok-loli batur sopon. Ko Atua sete emet twenir, 
ACT.13.19	ko ololi metil ngaim ebut re vanu ngok Kenan armij ko elai dan ser tevi jinibb sen nir; ko arlik ren, 
ACT.13.20	evini ejpari sia ongut vavij bbulin ngavöl elim (450).
ACT.13.20	Ko vitunen Atua osusture numal nir sopor nga parmetmete nir, eanan ejpari daron se propet Samuel. 
ACT.13.21	Ko marngoni kele batu numal san, mian ko Atua elai Sol nga mivi natu Kis re metka ngok Benjamin nga pivi batu numal ko putori vanu ser. Ko ni otori ejpari sia ngavöl ivij (40). 
ACT.13.22	Ko daron nga Atua m̃ilai tweni kele, ko osusture vajin Devet nga pivi batu numal. Ko Atua owrai norrorrmien sopon suri Devet owra “Nulesi Devet natu Jesi evi jinibb nga nolon oto suri inu nolok. Evi jinibb nga puloli nanu jijle nga inu memrreni puloli.”
ACT.13.23	“Ko osorsan erpe nga Atua m̃irijrij pae musuw, ni osusture metka se Devet san nga nisen Iesu nga ni pia-la mauren tevi m̃eri Isrel nir. 
ACT.13.24	Ko daron nga Iesu sete miplari wor, ko Jon okwerwer pae ko tevi m̃eri Isrel nir owra ‘Kami kaprieni wor kami ko renge nololien se kami nir, ko kami jijle kappaptaes ko wor’. 
ACT.13.25	Daron nga Jon mivini mori vajin renge bongsi majingen sen, ko oksusi okwera ‘Kami kamok-rrorrmi inu nuvi isi le? Inu sete nuvi m̃er nga kamok-tirive. Ko kapmurrong ta. Jinibb san pivini ni ko nga inu sete nuvter rragrrage nga b̃etlasi tweni dil renge but sen.’
ACT.13.26	“Tasik ko jojik nir, kami nga kampelari renge metka se Epram ko kami jinibb ne vare nir nga kamok-surövi Atua se kerr, kerr ngok ko, Atua elai pa nale nga p̃itasi sel nga p̃ila mauren tevi kerr jijle. 
ACT.13.27	Daron nga Iesu mivini, ko m̃eri Jerusalem nir ko nabur ser nir arrelenge. Ko sete arongwose nale se propet kele nir nga marok-eve renge nabong on jijle nir. Iok ko ololi nir arlingi Iesu pian re mijen, mian ko arwera ni pimij ko wor, erpe nga propet nir marwerai wowomu pae musuw. 
ACT.13.28	Ko sete artor sweri sel san nga norrorrmien nen purrow puloli nga Iesu pian re mijen, ko artur imera ma ko arngoni tevi Numal Paelet nga pirevji pini. 
ACT.13.29	Ko daron nga marevji pini jijle re nai pelaot erpe nga Naul On muwrai, ko arjuröni vini ngatan e vajin, ko aran artevni renge dubb. 
ACT.13.30	Mian ko sete epriv nga Atua ololi emaur luwi kele renge mijen. 
ACT.13.31	Ko re daron elep, Iesu errmali ji jinibb sen nir nga moktutur tevir Galili van Jerusalem e, ko lelingenok vajin nir arok-wera tweni Iesu tevi m̃eri Isrel nir. 
ACT.13.32	Atua ololi pa rijrijen nen tevi apu se kerr nir osuw, ko kem namvijuri le vajin nga nabwerai tweni nosp̃en nga m̃irres nen tevi kami. 
ACT.13.33	Ko ololi pa tevi kerr nga rramivi metka nen daron nga muloli Iesu emaur luwi kele renge mijen. Erpe Naul On muwrai pa renge naul erwen ne Sam, muwra ‘Etipatun lelingen nik kuvi natuk woswos, ko lelingen inu bevi tata som woswos.’ 
ACT.13.34	Ko iok ko Atua muwrai pa re Naul On sen suri Iesu pimaur luwi kele re mijen nga ni sete mia-mij kele nabong san nga niben pian pupo, ejki. Ko erpe nga muwrai kele muwra ‘Bololi tevim rijrijen nga muon ko mimerr osorsan erpe nga mololi tevi Devet.’ 
ACT.13.35	Ko renge naul ne Sam kele san, Nale On owra ‘Atua sete mia-marong rragrrag nibe jinibb on sen pupo nawon.’ 
ACT.13.36	Daron nga Devet mimaur e, ko osuri Atua. Ko daron nga mimij e, ko artevni erpe b̃irtera sen nir, ko niben ean opo. 
ACT.13.37	Ko Iesu ma nga Atua muloli mimaur luwi kele renge mijen, niben sete opo, ejki.
ACT.13.38	“Tasik ko jojik nir, kaprongwos lilane ko wor nale ngok nga nomok-werai nir tevi kami. Suri re Iesu Kristo kobbong sansan, Atua orongwose p̃itlasi tweni nololien nir se kami. 
ACT.13.39	Kami kaprongwos wore ko nga Iesu Kristo kobbong orongwose puloli nir nga marosuri ni parivel sisarow renge nololien ser. Ko sete evi nale nesesreien se Moses nga murongwose puloli kapiel sisarow renge nololien se kami, ejki. 
ACT.13.40	Ko suri iok, kami kapmetmet ko wor p̃irres. Poro pijki ko nale se propet nir tirrmali ji kami 
ACT.13.41	nga muwra ‘Kami nga kamok-sopsop̃e Atua, lelingenok ko kaptaole ko kapa-van re mijen suri. Suri sev nga bololi lelingen evi nanu nga kami sete kama-osuri. Rrek poro san puwra lilane tevi kami, ko iok kele sete kama-osuri rrek.’ ”
ACT.13.42	Ko daron nga Pol nuru Banapas morivel lingi naim ne loten vajin, ko jinibb ne ie arngoni kele tevi nuru arwera “Wurru, poro orongwose kopora-luwi kele vini, kopor-wer visviseni kem e nale ngok renge nabong on nga vitu.” 
ACT.13.43	Ko daron nga jinibb martela vare re naim ne loten vajin, ko nir elep arvijuri kele Pol ko Banapas.
ACT.13.43	Nir sopor arivi m̃eri Isrel, ko nir sopor womujnen arivi jinibb ne vare nir, mian ko vitunen mara-tori vajin nosurien se m̃eri Isrel nir. Ko Pol ko Banapas orwerai eterter tevir, orwera “Kaprrul totkoni ko wor murrun ngok se Atua p̃iterter nga mokwilwil se kami renge nolon nga m̃irres p̃elak.”
ACT.13.44	Ko re nabong on nga suri nen kele, otomori nir jijle re ngaim ngok arini kele lat sansan nga parunge nale ngok se Numal se kerr. 
ACT.13.45	Ko daron nga m̃eri Isrel nir markulu marmeteni delung ngok nir, ko nolor eleplep temijpal. Mian ko arok-rij esij ko arok-rij tere vajin nale se Pol. 
ACT.13.46	Ko Pol nuru Banapas orloli norrorrmien se nuru eterter kele ko orwera “Nobor-wera womue ko wor nale se Atua tevi kami m̃eri Isrel nir. Ko kami kamrong tweni nale nen. Ngok eviseni nga sete kammerreni kaptor sweri mauren nga sete mia-suw nabong sopon. Ko lelingenok rrek nablingi kurtweni kami, ko naban vajin ji jinibb ne vare nir. 
ACT.13.47	Ko ngel evi nale nga Numal m̃ilai tevi kem, nga Naul On muwra ‘Inu nususture nik nga nik kupirpe moron san nga pumor jipari jinibb ne vare nir, tweni nga jinibb ne lat jijle ne iel ngatan parasi van re mauren.’ ”
ACT.13.48	Nale ngok ololi jinibb ne vare nir arir temijpal ren, ko arsurövi lengleng Numal re sev nga marunge. Ko nir nga Atua mutobbtobbu pa nir musuw nga parlai mauren nga sete mia-suw nabong sopon, arosuri ni vajin. 
ACT.13.49	Ko murrun ngok ololi vajin nale se Numal easasi van lat jijle renge ngaim ngok.
ACT.13.50	Ko m̃eri Isrel sopor arivel rrerrale ji nesevin ne loten nir ko nabur se nesevin ko jinibb nga marlelep ne ie, ko areveir nga paran partere Pol nuru Banapas. Mian ko aroji tweni vajin nuru re siser. 
ACT.13.51	Ko Pol nuru Banapas orwajwajeni tweni maw re b̃ela nuru nga piviseni tevi jinibb ne ie nga nuru orsir dure nuru tevi nir. Mian ko orivel lingi ie, ko oran Ikoniam e. 
ACT.13.52	Ko jinibb se Numal nir ne Antiok arir temijpal, ko arwun saute Nem̃in On.
ACT.14.1	Pol ko Banapas orwerwer renge nosp̃en nga m̃irres tevi jinibb nir ne Ikoniam, osorsan erpe nga morloli Antiok; ko m̃eri Isrel ko m̃eri Gris elep arlingi nosurien ser renge Numal. 
ACT.14.2	Ko m̃eri Isrel nga nosurien ser mijkie artere nir, ko arloli jinibb nir ne ngaim nen arlolar ko artere jinibb se Atua. 
ACT.14.3	Ko aposol nuru orlik daron sopon kele ie. Ko nosurien se nuru oto eterter re Numal, ko nolo nuru eterter nga morwerai tweni nale sen. Atua elai derteren tevi nuru nga pormajing nanu nga marinijnij nawone nir. Ko eviseni nga nosp̃en nga m̃irres nga musp̃e suri Atua nolon nga m̃irres evi weretunen. 
ACT.14.4	Mian ko m̃eri Ikoniam arteri wukari nir evi meling eru e; devjen arvijuri m̃eri Isrel, ko devjen arvijuri aposol nuru. 
ACT.14.5	Mian ko jinibb ne vare sopor tevi m̃eri Isrel sopor ko nabur ser nir arloli norrorrmien nga parevji ko partuwe pini Banapas ko Pol. 
ACT.14.6	Daron nga morunge norrorrmien ngok, ko orwolu oran renge ngaim nga morlelep ngok nuru Listra ko Depe re vanu ngok Likaonia. 
ACT.14.7	Ko renge ngaim ngok ko nuru ko lat sopor nga marto rrale, orok-werwer tweni nosp̃en nga m̃irres se Iesu Kristo.
ACT.14.8	Ko jinibb san elik Listra, ko daron nga m̃iak e ko pa ko sete orongwose pivel, b̃elan orkati. 
ACT.14.9	Ko ni oklik ie ko okmurronge nale se Pol. Pol elesi nga nosurien sen eterter wor nga emrreni p̃irres luwi, mian ko oklu van jin 
ACT.14.10	ko ekail van mare, owra “Kuptur rramos!” mian ko m̃er nga otur imera kasi ko etipatun nga pivivel vajin. 
ACT.14.11	Ko daron nga delung marlesi sev nga Pol muloli, ko artipatun arkail re nale ne ie Likaonia, arwera “O, atua nir arirpe jinibb kele, ko arjubbul vitan vini ji kerr kele!” 
ACT.14.12	Ko arlingi nise Banapas ewaji Sus (nga mivi batbatu numal atua ser nir), ko arlingi Pol ewaji Emis (nga mivi atua ser san nga mokwosi nale se atua ser nir). 
ACT.14.13	Ko naim ne loten se Sus oto mori bbong ngaim ser ko, vare sopon. Ko jinibb nga moksulsul tevi Sus tevi delung ngok nir armerreni parloli sulsulen tevi Banapas ko Pol; mian ko aran arevei buluk nga marjoroi tevi nevngun vini re jeli metali.
ACT.14.14	Ko daron nga Pol ko Banapas mora-rongwose vajin sev nga nir marwera parloli, ko orrerrerrsi sunsun se nuru nga piviseni nga orunge esij p̃elak. Ko orwolu van liven re jinibb nir ko orkikail van mare jer, 
ACT.14.15	orwera “E, lartul, suri sev kamok-loli sel ngok? Komru nomor-ivi jinibb erpe kami kobbong. Namini iel nga nabwera tweni nosp̃en nga m̃irres nga p̃irieni kami renge sel nga m̃isij, ko kapluwi van ji Atua nga mimaur nga muloli melrin, iel ngatan, dis ko nanu jijle nga marto rengen. 
ACT.14.16	Tuwi elinglingi jinibb jijle arvijuri lweni norrorrmien ser sisamis, 
ACT.14.17	ko eviseni ma nga okpitevi kami re nanu jijle nga marres nga muloli. Atua elai naus renge melrin vini nga muloli wini marres. Elai nanen tevi kami ko ololi nolo kami eir.” 
ACT.14.18	Pol ko Banapas orwerai tweni nale nen erpok ko pa, orp̃elak epriv sopon, mian ko ora-ete vajin norrorrmien se delung nir nga setemun parloli sulsulen van ji nuru.
ACT.14.19	Ko mian ko nabur ne Isrel sopor nga marivel Antiok ko Ikoniam arevei norrorrmien se delung nir arasi vini devjen ser e. Artekai Pol ko artuwe ko arevei tweni van vare e re ngaim ngok ko arkurtweni, arrorrmi nga ni emij ko pa. 
ACT.14.20	Ko daron nga jinibb se Iesu nir marini martur rrale Pol, ko Pol emra, ko olwi kele van renge ngaim ngok. Ko mevinen ko nuru Banapas orivel kele van Depe e.
ACT.14.21	Pol ko Banapas orwerwer e nosp̃en nga m̃irres re ngaim ngok Depe, ko orevei jinibb elep arini arivi jinibb se Iesu. Mian ko orluwi van Listra e ko Ikoniam, mian ko ortajer van Antiok renge Pisitia e. 
ACT.14.22	Orsa raji nolo kalesia nir, ko orwerai eterter tevir nga parrul totoni nosurien ser puto p̃iterter; mian ko orwerai tevir orwera “Kerr rraprunge ko wor p̃isij pilep puwomu, ko orongwose rrapa-sil van re batun vanu ne melrin.” 
ACT.14.23	Ko re Naim On sisamis orok-susture elta nga morok-lingi kurtweni nanen ko morlot milep van ji Atua surir nga Numal se kerr pimetmete nir p̃irres. 
ACT.14.24	Mian ko Pol ko Banapas orivel otvi kele Pisitia e van Pampilia e.
ACT.14.25	Ko renge ie, orwerwer kele renge ngaim wel san nga Peka, mian ko orjubbul van ngatan e Atalia. 
ACT.14.26	Daron nga morsuw vajin iok, ko orsa luwi van re drrav e ko orwolu luwi van Antiok renge Siria e. Iok ko evi lat nga Atua mususture nuru bonevis ko muwrai nga pimetmete nuru p̃irres renge nalol nga m̃irres sen mijpari nga morvinvini ore jijle vajin majingen sen.
ACT.14.27	Daron nga morjipari Antiok, ko orveruse kalesia jijle arini arkorti lat sansan. Orwera tevi jinibb nir sev nga Atua miwilwil se nuru nga morloli, ko erpese ni murongwose puloli nga jinibb ne vare nir kele parosuri. 
ACT.14.28	Mian ko orlik eprepriv kele ie tevi jinibb se Iesu nir.
ACT.15.1	Ko jinibb sopor arivel lingi Jutia ko arini Antiok e. Ko arok-wer sesesre tasi kerr, arwera “Poro sete kapan re bae pirpe nale nesesreien se Moses muwrai, ko Atua sete mia-la mauren tevi kami.” 
ACT.15.2	Ko Pol ko Banapas orij latlat elep tevir suri nesesreien ngok. Ko mian ko kalesia nir nga Antiok arkoni tweni Pol ko Banapas tevi nir sopon kele van Jerusalem e nga parsusi rongornge iok tevi aposol ko elta nir. 
ACT.15.3	Ko daron nga markonir jile ko arivel otvi Ponisia ko Sameria. Arsup̃e suri erpese nga Atua mirvei jinibb ne vare nir nga parini parivi jinibb se Atua. Nosp̃en ngok ololi jinibb se Numal nir arir temijpal.
ACT.15.4	Ko daron nga marremali Jerusalem e, ko kalesia nir tevi aposol ko elta nir arwera erres tevir. Ko arwerai tweni nanu jijle nga Atua miwilwil se nir nga marlolir. 
ACT.15.5	Ko nir sopor nga marivi Parasi ko marosuri Iesu, artur imera ko arwera “O, nir ngok nga sete marivi m̃eri Isrel paran wor re bae ko. Ko kapvisvisenir ko wor nga parvijuri nale nesesreien se Moses.”
ACT.15.6	Mian ko aposol tevi elta nir arlik korti nga parjiljilwer suri norrorrmien ngok suri jinibb ne vare nir, lat nga parloli puto suri. 
ACT.15.7	Arjiljilwer suri epriv sopon, mian ko Pita otur imera ko owra “Selek nir, kamrongwose nga tuwi jer pa, Atua orrorrmi nga p̃ilngi inu erpe san re gortien ngok se kerr nga piwerwer renge nosp̃en nga m̃irres tevi jinibb ne vare nir. Atua ololi erpok nga nir parunge ko parosuri ni. 
ACT.15.8	Ko Atua nga murongwose nolo jinibb jijle nir eviseni norrorrmien sen tevi jinibb ne vare nir daron nga m̃ilai Nem̃in On sen tevir, osorsan erpe nga m̃ilai tevi kerr. 
ACT.15.9	Norrorrmien nga Atua muloli tevi nir osorsan kobbong erpe norrorrmien nga muloli tevi kerr. Arlingi nosurien ser renge ni, ko ni ololi nolor owokwok jijle erres. 
ACT.15.10	Ngok, ko suri sev kamwera kaploli Atua pulolar? Suri kamwera kaplingi kele soloslo nga murrow renge nir ngok nga marosuri. Soloslo ngok orrow p̃elak renge kerr m̃eri Isrel nir, ko re kele apu se kerr nir. 
ACT.15.11	Ko Numal se kerr Iesu okrres p̃elak tevi kerr, ko rramasi renge nosurien renge ni kobbong, osorsan erpe jinibb ne vare nir.”
ACT.15.12	Nir jijle arlik murrarrong ko armurrong, mian ko Banapas ko Pol vajin orsup̃e suri erpese nga Atua m̃ilai derteren tevi nuru nga pormajinge nelesien nir ko nanu nga marinijnij nawone nir tevi jinibb ne vare nir.
ACT.15.13	Daron nga morwerai jijle nale se nuru musuw, ko Jemes otur imera ko evinvini ore nale, owra “Tasik ko jojik nir, kapmurronge nale suk p̃irres. 
ACT.15.14	Saemon Pita ea-wer visviseni lebbong erpese nga womu Atua murrorrmi jinibb ne vare nir, ko nga m̃ilai tweni nir sopor marini jin e. 
ACT.15.15	Iok osorsan tevi sev nga propet maruli: 
ACT.15.16	‘Inu Numal, bea-luwi kele ko b̃emajing lweni naim se Devet nga mumutmut jile pa m̃isij. Inu bosusture lweni kele. 
ACT.15.17	Ko jinibb lele ne iel ngatan nga inu meveruse nir pa nga partori totkoni nisek, parlesi wose nga inu nuvi Atua. 
ACT.15.18	Nale ngel evi se inu Atua nga mololi jinibb marongwose tuwi pa vini.’ ”
ACT.15.19	Ko Jemes etajer nga muwra “Evi nale suk nga bowrai suri: sete erres nga rraplingi soloslo nga murrow kele re jinibb ne vare nir nga marieni lwenir pa vini ji Atua e. 
ACT.15.20	Ko erres rrapuli naul san van jir, ko rrapwerair e nga nir parvijuri ko wor nale sopor nga marto renge nale nesesreien se Moses, nir le ngel: Setemun parurroi nanen nga marloli sulsulen e van ji atua m̃inij nir, ko sete parloli p̃isij tevi nesevin, ko sete parurro nanu san nga marwusi ore b̃irislan nga pimij ko drran sete m̃iseser asi te. 
ACT.15.21	Suri tuwi jer pa vini, renge naim ne loten se m̃eri Isrel nir re nabong on, jinibb sopor arok-tur imare ko arok-eve nesesreien se Moses, ko jinibb arok-werai tweni nale sen re ngaim jijle.”
ACT.15.22	Aposol tevi elta ko kalesia nir armurri suri nga parkoni kele jinibb sopor van Antiok e nga parpitevi Pol ko Banapas. Arlingi Saelas ko Jutas Barsapas nga morivi nabur eru re gortien se Numal. 
ACT.15.23	Aruli naul san nga muwra mirpel: ‘Kem aposol ko elta nir, namwerai erres p̃elak tevi kami jijle jinibb ne vare nir nga kamivi jinibb se Numal nir re Antiok, Siria, ko Silisia.
ACT.15.24	‘Namrunge nga jinibb sopor re gortien se kem arinuk ji kami ko arlokloksi kami re nale nga sete kem namkonir e. 
ACT.15.25	Ngok ololi kem namlik korti le, ko namini tevi norrorrmien nga nablingi jinibb ne majingen eru ko nabkoni nuru vinuk ji kami. Nuru porpitevi Banapas ko Pol nga nammerreni nuru milep. 
ACT.15.26	Nir nga namlingir ngok arlai pa nolor ko mauren ser ko tweni majingen ngok. 
ACT.15.27	Ko niko namkoni Jutas ko Saelas, nga pora-werai kele nanu ngok kobbong nga kem namuli.
ACT.15.28	‘Nem̃in On eviseni tevi kem nga sete nabjingteni soloslo nga murrow renge kami. 
ACT.15.29	Ko iok kobbong, evi nga sete kapurroi sev nga marloli sulsulen ren van ji atua m̃inij nir. Ko sete kaploli p̃isij tevi nesevin. Sete kapurroi nanu san nga marwusi ore b̃irislan nga pimij ko drran sete m̃iseser asi te. Poro kapvijuri norrorrmien ngok nir, ko kaploli p̃irres ko. Erres wor ko remse kami ko pa.’
ACT.15.30	Niko nir ivij ngok arivel lingi Jerusalem ko aran Antiok e. Mian ko arkortoni kalesia totoklai nir, ko arlai vajin naul ser tevir. 
ACT.15.31	Nale ne naul nen osongni nolor e neiren, ko osustur kele norrorrmien ser. 
ACT.15.32	Ko Jutas ko Saelas kele orivi propet, ko orjiljilwer epriv tevir, ko orsustur e norrorrmien ser ko orwilwil ser. 
ACT.15.33	M̃eri Jerusalem ngok orlik kele beblen Antiok, ko daron nga morivel lingi nga porluwi van ji nir nga markonir e, ko kalesia nir ne ie arwera “Demat piptevi kamru re sel se kamru nga kopor-luwi e.” 
ACT.15.34	[Ko Saelas elik jer ie.]
ACT.15.35	Ko Pol ko Banapas orlik kele Antiok, ko nuru tevi kalesia elep kele wor arvisviseni ko arwerwer suri Numal renge ie.
ACT.15.36	Ko sete epriv, Pol owrai tevi Banapas owra “Rrek rrapluwi kele van rraplesi jinibb se Numal nir renge ngaim jijle nga rramwerwer renge nale sen rer. Ngok puloli rraprongwose lat nga marlik ren muto suri.” 
ACT.15.37	Ko Banapas emarong, ko emrreni p̃itkai kele Jon nga nisen tuwen nen Mak. 
ACT.15.38	Ko Pol sete emrreni pirpok, suri Mak evel lingir seveling nga Pampilia ko omusmus p̃imajing tevir. 
