MAT.1.1	Allaya listaan cha lampeɏpuwan Jesu Kristu un galak Ari David ya galak bo Abraham. 
1CO.5.5	Ipuɏangyu hachiʼn leɏaki kan Satalas
1CO.5.6	Ked ha ilaslastugyu un chikayu ga ustu, achipun kayu ustu. Ti ammuyu mit cha hachiʼn ugud un kalala, “Lu mikamos chi akit un yeast si arina, paboteɏola losan.” 
1CO.5.7	Masapuɏʼn kaalonyu halat un chachaan un isun chi yeast, un byasuɏ, taplu kasin kayu machuɏsan kan Apudyus, ti katchi masapuɏ kan chikayuʼn lamati kan Jesu Kristu. Ti si Kristu lamayed kan chitaku, un isun chi keɏliluʼn lichatun kan Apudyus si timpun chi hachiʼn Piyastaʼn Mammammokan.
1CO.5.8	Ked si salaʼn mataguwan taku, man-awichen taku otyan cha losan un lawwing un pin-a taku koon. Ked ipapati taku un mangwa si ustu, ya popotpotan taku chi katuttuwaan.
1CO.5.9	Ha osaʼn suɏatku kan chikayu, imbyegak un achi kayu makabibiɏun kan cha taguʼn kachechegchegas.
1CO.5.10	Ngim achipunku kalan un achi kayu makabibiɏun kan cha achipun mamati, un kachechegchegas willu maagum willu akkawan willu cha malaychayaw si silan-apudyus. Ti ma in-ilola lu achipun kayu makabibiɏun, achi kappay masapuɏʼn telanyu allaʼn lubung! 
1CO.5.11	Ngim ha piok un kalan, achi kayu otyan mikama kan cha mangibyega un mamaticha ked siyad pin-acha koon cha lawwing un isun chi makachegchegas, maagum, malaychayaw si silan-apudyus, lakiyap, kabubuuk ya akkawan. Ulay kakan achi kayu miyubung kan chicha.
1CO.5.12+1CO.5.13	Ti lappun mit biyang taku un manguis kan cha chakampun un kadwa takuʼn mamati, ti kiged Apudyus un manguis ya malusa kan chicha. Ngim chitakuʼn mamati, kalobbongan taku un manguis kan cha kadwa takuʼn pin-a makagimung. Ti ha liigili un ugud Apudyus, kalala, “Peɏyawonyu lawwing chi pin-ala koon kan chikayuʼn pin-a manchetchetong.”
1CO.6.1	Lu awatlaʼn awed mansusubogenyu un mamati, pakayuggey umoy manchichilliɏum si kuis un achipun mamati ked chakampun kan cha susuludyuʼn mamati cha ayanyu ta chicha otyan chi mangilintog? 
1CO.6.2	Ha achipunyu ammu un chitakuʼn tagun Apudyus, mipati taku kan Kristu un manguis kan cha losan un tagu si allaʼn pita si umaliʼn eɏgew? Ked lu mipati taku makakuis kan cha losan un tagu si allaʼn pita, ha achipunyu kamman kalobbongan un mangilintog si paat un byaleg un achipunyu langkillaawatan?
1CO.6.3	Ha achipunyu ammu un ipati taku kuison cha angheles si umaliʼn eɏgew? Ked lu kabyeeɏan taku cha katchi, sinchumadlu cha palikut si allaʼn biyeg! 
1CO.6.4	Ked lu awed palikutyu, payuggey iyoy kan cha kuis un achipun mamati un lappun kalobbonganchaʼn mangilintog kan chikayuʼn mamati?
1CO.6.5	Kabibiin cha kamatchi! Ha lappun kamman ossaan kan chikayuʼn mamati si laangsan un ammula mangilintog si palikutyu? 
1CO.6.6	Ked puggey un ingkayu manchichilliɏum kan cha achipun mamati, ta chicha mangilintog kan chikayu!
1CO.6.7	Ha lait un manchichilliɏumanyu, siya mangipaila un laaabyak chi pammatiyu. Ha chakampun kamman si un-ulloy chi alusanyu un uyungancha chikayu ya sallutan chikayu, lu ha manchichilliɏum kayu? 
1CO.6.8	Ngim chakampun, ti man-asiuyung kayu ya man-asisallut kayu, ked ipatiyu bo cha susuludyuʼn mamati.
1CO.6.9	Ha achipunyu kamman ammu un cha mangwa si iluuyung, achipuncha mipati si Mampangatan Apudyus? Ked ilanyu ta achiyu tuntulliyan chi long-egyu, ti losan un mamangwa si kilagatkat un kopya, cha malaychayaw si silan-apudyus, ulay cha kachechegchegas, cha leɏakiʼn mabyayachen willu cha leɏakiʼn kaob-obogcha asinleɏakicha ya cha byebyaiʼn kaob-obogcha asinbyebyaicha, 
1CO.6.10	cha akkawan, cha laagum, cha kabubuuk, cha lakiyap, ya cha leɏastug, achipun cha mipati si Mampangatan Apudyus. 
1CO.6.11	Ked kamatchi ugalin cha uchum kan chikayu si sin-eɏgew. Ngim si sala, lachuɏsan kayu kan cha losan un byasuɏyu, ya pileɏkas Apudyus chikayu un mantagula, ked gapu si killingwan Apu Jesu Kristu ya pallakabyelin chi Ispiritun Apudyus, mibilang kayu lappun byasuɏla kan Apudyus.
1CO.6.12	Lu awatlaʼn awed mangibyega un makwa kaluʼn koola cha losan un piola ti chakampun si chachaan un lintog chi matungpeɏ si sala. O, ngim ulay kamatchi awed cha makwa un ulay ipalubus Apudyus, lappun mituɏungla ti yumamyam-an. Ked ulay lu makwaʼn kook cha losan un piok, achipunku koon ti lu umingsa long-egku, achipunku maiyattom. 
1CO.6.13	Ked lu awatlaʼn awed mangibyega, “Ha makan, killingwan Apudyus un maplokan chi buwang, ked ha buwang, lakwa si inggewan cha makan.” O, siya. Ngim gumatong cha manyam-alan Apudyus kan cha losan. Ngim ha long-eg taku achipun lakwa si mangwaan kan cha kilagatkat un kopya. Ti ha long-eg, lakwa un mansimbi kan Apu Jesu Kristu un siya mangayyuwan si allaʼn long-eg. 
1CO.6.14	Ti ulay lu matoy chi long-eg taku, taguwon bo Apudyus gapu si pallakabyelinla un isun chi lalaguwala kan Apu takuʼn Jesu Kristu.
1CO.6.15	Lappun kamman ammuyu un ha long-eg taku un mamati ked chogan chi long-eg Kristu? Ked makwa kamman un michoga long-eg Kristu si long-eg chi puta? Achipun! 
1CO.6.16	Ha lappun kamman ammuyu un ha taguʼn pin-a makaob-obog si puta, ked lambyalincha ossaan un long-eg? Ti ha imbyegan chi liigili un ugud Apudyus kalala, “Ha chuwa mambyalin ossaan un long-eg.”
1CO.6.17	Ngim ha taguʼn ititipugla angosla kan Apu Jesus, lambyalincha ossaan si Ispiritu.
1CO.6.18	Ked lu katchi, achi kayu makaob-obog si chakampun un asawayu. Ha uchum un byasuɏ, achipunla yam-alon chi long-eg. Ngim cha losan un pin-a makaob-obog si chakampun un asawala, ked byasuɏ manyam-an si long-egla. 
1CO.6.19	Achipunyu kamman ammu un ha long-eg taku ked templon chi Ispiritun Apudyus un illidchola ta inggew kan chitaku? Ked chakampun un chitaku singkuwa si allaʼn long-eg taku ti uwan Apudyus, 
1CO.6.20	ti lapotog chi langngilala. Ked masapuɏʼn useɏon taku long-eg taku si michayawala.
1CO.7.1	Sala malongbyatak kan cha ilimusyu si laluɏatanyu kan sakon. Mipanggop si as-asawa, lu achipun mangasawa osaʼn tagu, ustu mit. 
1CO.7.2	Ngim gapu ta achu lakabyasuɏ un pin-a makaob-obog si chakampun un asawacha, un-ulloy lu kacha osaʼn leɏaki ya byebyai awed asawala taplu lappun maawisanyu un makabyasuɏan. 
1CO.7.3	Ked ha leɏaki un langasawa, masapuɏʼn ipiyeɏla long-eglaʼn ustu-ustu si asawala. Ulay bo asawalaʼn byebyai, masapuɏ boʼn ipiyeɏla long-eglaʼn ustu-ustu si asawala, taplu lagalaschaʼn man-asawa. 
1CO.7.4	Ti ha byebyai un langasawa, chakampun un siya singkuwa si long-egla gapu ta uwan chi asawala. Ya isula bo si leɏaki, chakampun bo un siya singkuwa si long-egla ti uwan bo chi asawala.
1CO.7.5	Ked chikayuʼn man-as-asawa, achipun makwa un iyachiyu long-egyu si asawayu, lalaksig lu lantuɏagenyu si malluwaluwanyu. Ked lu magamput chi eɏgew un lantuɏagenyu, ituɏuyyu bo kachawiyanyuʼn man-asawa taplu achipun kayu masulisug kan Satalas un mangwa si byasuɏ. 
1CO.7.6	Ha mangibyeg-ak si alla ta ammuwonyu un ipalubusku mangasawa, ngim chakampun un bilin. 
1CO.7.7	Ti piok otyan lu makwa un tuɏachonyu sakon un achipun mangasawa. Ngim ammuk un chakampun un man-iisu taku, ti langkangkalasi kabyeeɏan taku un illidchon Apudyus.
1CO.7.8	Chikayuʼn chaampun mangasawa ya labyaɏu. Un-ulloy chi achi kayu mangas-asawa un isuk. 
1CO.7.9	Ngim lu achipun kayu makaiyattom, mangasawa kayu. Ti un-ulloy chi mangasawa kayu lu maligligatan kayu un mangiyaattom si pion chi long-egyu.
1CO.7.10	Chikayuʼn langasawa, alla bilinku kan chikayu ngim chakampun si somsomokku lampeɏpuwala ti si Apu Jesus. Ha byebyai achipun makwa un ichangala asawala.
1CO.7.11	Ngim lu makaichang, masapuɏʼn achipun kasin mangasawa willu mangulin kan asawala. Ked isula bo si leɏaki, masapuɏʼn achipunla bo ichangan chi asawala.
1CO.7.12+1CO.7.13	Chikayu boʼn langasawa un chaampun mamati asawayu, alliya ibyegak kan chikayu chakampun un bilin Apu Jesus ti leɏpu si uwak un somsomok. Ulay achipun lamati asawan chi osa, lu piolaʼn mikabyeɏoy kan siya, masapuɏʼn achipunla ichangan. 
1CO.7.14	Ked ulay achipun lamati leɏakiʼn asawan chi osa, ibilang Apudyus siya un lapapeɏkas gapu si pammatin asawala. Lu chakampun un katchi, ha aalakcha, isucha cha aalak cha achipun mamati. Ngim ha katuttuwaan, imbilang bo Apudyus chicha si sala un aalak cha mamati.
1CO.7.15	Ngim lu awatlaʼn pion cha achipun mamati un ichangan chi asawachaʼn mamati, makwa. Ked siyad mibilang un lawaya ha mamati un asawala. Kamatchi makwa ti pion Apudyus un mallin-awa taku si allaʼn mataguwan taku. 
1CO.7.16	Ti chikayuʼn mamati, ma in-ilonyun mangammu lu matagu asawayuʼn achipun mamati, ulay lu achipun chikayu ichangan.
1CO.7.17	Kacha osaʼn mamati, masapuɏ otyan un ituɏuyla kilasasaedla si lamatiyala, ti hachi illidchon Apu Jesus kan siya. Kamatchi bo ibilinku kan cha losan un mamati un pin-a manchetchetong si kaili-ili. 
1CO.7.18	Lu awatlaʼn lasogyatan chi osaʼn leɏaki si langayagen Apudyus kan siya, chakampun un masapuɏʼn singtola makaalan chi sogyatla. Ked lu achipun lasogyatan si langayagen Apudyus, chakampun bo un masapuɏʼn mampasogyat. 
1CO.7.19	Ti intalu, ulay lasogyatan willu achipun, ti chakampun si hachi lapotog. Ti siyad lapotog chi tumuttuwaan taku si bilin Apudyus. 
1CO.7.20	Ked ulay lu silu kilasasaed chi osaʼn tagu si langayagen Apudyus, chakampun un masapuɏʼn obsola si sala. 
1CO.7.21	Ked lu awatlaʼn musassuka si langayagen Apudyus kan sika, intalu lu ituɏutuɏuyluʼn mammusassu. Ngim lu mipalubus chi mawayaam si kilamusassum, ustu mit lu makwa. 
1CO.7.22	Ti ha musassu si langayagen chi Apu, ked mambyalin lawaya un tagula. Isula bo si taguʼn lawaya si langayagen Kristu, mambyalin siya musassun Kristu. 
1CO.7.23	Amod chi lambyayed Kristu kan chikayu, ked chakampun otyan un mambyalin kayu musassun cha tagu. 
1CO.7.24	Ked susulud, lu silu kilasasaedyu si langayagen Apudyus kan chikayu un mamati, ituɏutuɏuyyu un tumitimpuyug kan Apudyus.
1CO.7.25	Lu mipanggop kan cha allaʼn chaampun mangasawa, lappun ibilinku kan chikayu un lampeɏpu kan Apu Jesus, ngim gapu si kachegula kan sakon makwaʼn mantegochak un mangibyega si kasomsomkak. 
1CO.7.26	Ha somsomokku, gapu kan cha ligat si salaʼn timpu un-ulloy lu sissiya kayu si kasasaedyu. 
1CO.7.27	Ngim chikayu un lilaus langasawa, achiyu ichangan chi asawayu. Ngim chikayu un chaampun mangasawa, un-ulloy chi achi kayu mansingit si asaw-onyu. 
1CO.7.28	Ngim lu mangasawa kayu, chakampun si makabyasuɏ kayu. Chakampun si makabyasuɏ byebyeɏasang lu mangasawa. Ngim ibyegak un un-ulloy lu achi kayu mangasawa, ti piok un milisi kayu si achu un ligligat si allaʼn biyeg un laklak-amon cha man-asawa.
1CO.7.29	Susulud, ha piok un ibyega, chakampun un mabyeyeg chi inggewan taku si allaʼn pita. Ked chikayuʼn leɏaki un alla asawala, ipapatiyu otyan un mansimbi kan Apudyus un isun chi lappun asawala. 
1CO.7.30	Ked chikayu un malomchom isun otyan chi achipun kayu malomchom ya chikayu un lagalas isun otyan bo chi achipun kayu manggalagalas. Ya ulay bo chikayuʼn mangngila un awed cha kukkuwala, ilanyu ta chakampun otya un ha lingin-anyu sosomkonyu. 
1CO.7.31	Ya ulay silu kilasasaedyu willu biyangyu si allaʼn pita si sala, byebyeanyu cha hachi ti achipun mabyeyeg ked gumatong chi alungus cha losan.
1CO.7.32	Ha piok lappun otyan manchanchalagenyu. Ha leɏakiʼn lappun asawala, lawaya un mangwa si losan un mampagalas kan Apudyus, ti lappun uchum si somsomsomkola. 
1CO.7.33	Ngim ha leɏaki un alla asawala, lappun uchum si somsomsomkola lu achi mipanggop si mataguwan si allaʼn pita ya gumalasan asawala, 
1CO.7.34	ked isun chi lagodwa somsomokla. Ked ulay bo byebyai un lappun asawala, lappun uchum si somsomkola lu achi mansimbi kan Apu Jesus, ti siyad piola ichatunla losan un long-egla ya somsomokla kan Apudyus. Ngim ha byebyai un alla asawala, achu somsomkola mipanggop si mataguwala si allaʼn pita ya gumalasan asawala. 
1CO.7.35	Ha mangibyeg-ak si alla, chakampun si ipalitku un mangasawa kayu, ngim abus chi bumaɏuwanyu otyan. Piok un ustu-ustu cha koonyu ya lawaya kayu un mansimbi kan Apudyus un lappun malaktak kan chikayu.
1CO.7.36	Ngim lu mipanggop kan cha lantuɏeg un man-asawa, ked gapu kan cha ligat si allaʼn pita simsimmokcha un olatoncha, ustu mit. Ngim lu achipuncha makaiyattom si long-egcha, ked kasincha somsomkon un man-asawacha, chakampun un byasuɏ lu man-asawacha. 
1CO.7.37	Ngim lu awed leɏakiʼn lakatuɏeg un mangasawa, ngim makwalaʼn miyattom chi liklala un lappun mangipalit kan siya ked simsimmokla un achipun masapuɏ un mangasawa, un-ulloy chi kamatchi. 
1CO.7.38	Bibiɏu mangasawa, ngim un-ulloy chi achipun.
1CO.7.39	Ha byebyai un alla asawala, achipun makwa un ichangala asawala ked kasin mangasawa. Ngim lu matoy chi asawala, makwa un kasin mangasawa si piola, ngim masapuɏʼn siyad asaw-ola mamati kan Apu Jesus. 
1CO.7.40	Ngim ha somsomokku, un-ulloy chi achipun kasin mangasawa. Ammuk un mitimbuɏuy chi somsomokku si Ispiritun Apudyus.
1CO.8.1	Allaya ibyegak kan chikayu mipanggop si mangalan si makan un liyatang si silan-apudyus. Tuttuwa mibyegbyega un alla losan ammu taku. Ngim an-allechen taku, ti ha ammu taku kagga mangichaɏan si tumangsitan chi somsomok taku. Ngim ha ayat pakoskoscheɏola pammati taku losan. 
1CO.8.2	Ti ha taguʼn mamas-om si long-egla un achu kalu ammula, hachi mangipaila un tuttuwaʼn kuɏang chi ammula. 
1CO.8.3	Ngim ha taguʼn mangay-ayat kan Apudyus ked ibilang Apudyus un tagula siya.
1CO.8.4	Lu mipanggop si mangalan si makan un liyatang si silan-apudyus: Ammu taku un chakampun si tuttuwaʼn Apudyus, ti ammu taku un ossaan si Apudyus. 
1CO.8.5	Ti ulay lu achu cha kalanchaʼn apudyus ud langit willu utla pita ked tuttuwaʼn achu cha apudyus ya achu cha ap-apu, 
1CO.8.6	ngim kan chitaku, ossaan si Apudyus. Siya Ama taku un langwa kan cha losan ya siya gapun chi allaʼn mataguwan taku. Ya ossaan bo Apu taku un Siya si Jesu Kristu, ked mipagapu kan siya lakwa cha allaʼn losan ya matagu taku ing-inggala.
1CO.8.7	Ngim achipun cha losan un tagu ammu allaʼn katuttuwaan. Awed cha uchum un tagu un piliingsacha un manchayaw kan cha silan-apudyus, ked lu kaloncha makan un liyatang si silan-apudyus, kalancha lu killancha kalon cha silan-apudyus. Gapu ta lakapsut chi somsomokcha, makabyasuɏcha kan Apudyus lu kaloncha. 
1CO.8.8	Ngim ha katuttuwaan, chakampun un makan chi mampabiɏuwan Apudyus kan chitaku. Ti lappun kalala kan Apudyus ulay kalon taku willu achipun, ti lappun ituɏung chi makan ya lappun bo yam-alola si pammati.
1CO.8.9	Ngim masapuɏʼn an-allechen taku kilawaya taku ta achipun cha kadwa taku makabyasuɏan un lakapsut chi pammatila. 
1CO.8.10	Ta lu awatla un sika alla ammula, ked manga-manganka si chaɏom chi templon cha silan-apudyus. Lu itullong chika si osaʼn tagu un lakapsut chi somsomokla, siya maay-ayan chi somsomokla un makakan si makan un liyatang kan cha silan-apudyus. 
1CO.8.11	Ked gapu si achuʼn ammum, mayam-an chi suludluʼn lakapsut chi somsomokla un langkatoyan Jesu Kristu byasuɏla. 
1CO.8.12	Ked lu makabyasuɏka si suludlu un lakapsut chi pammatila ya am-amchom saktan chi lakapsut un somsomokla, makabyasuɏka kan Kristu. 
1CO.8.13	Ked lu siyad makabyasuɏan chi suludku mangalak si makan un liyatang si silan-apudyus, iyageykuʼn mangan kan cha kamatchi taplu achipun makabyasuɏ suludku.
1CO.9.1	Ha chakampun un lawayaak? Sakon si Paul, un osaʼn apostoles Apu takuʼn Jesus, ti illilak siya. Ked chikayuʼn mamati utlat, chikayu bungan chi kawachik kan Apu taku. 
1CO.9.2	Ked ulay lu achipulak ibilang un apostoles kan cha uchum un tagu, ibilangak otyan kan chikayu ti ha lamatiyanyu kan siya bungan chi kila-apostolesku.
1CO.9.3	Ked allaya songbyatku kan cha mangim-imus si kila-apostolesku. 
1CO.9.4	Ha lappun kamman kalobbongak un mapakalan ya mapailuman gapu si allaʼn kawachik? 
1CO.9.5	Ked lappun kamman kalobbongak un mangiyaw-awit kan asawak si losan un ayak, un isun chi mangkokopyan cha uchum un apostoles, ya cha susulud Apu takuʼn Jesus ya si Peter? 
1CO.9.6	Willu abus kami kan Bernabe masapuɏʼn mangkawachi un lappun kalobbonganmiʼn maidchen si kasapuɏanmi?
1CO.9.7	Somsomkonyu cha alla, awed kamma illilayu si suɏchachu un siya mamayed si gastuwola si kilasuɏchachula? Willu awed kamma kauuma un mammuɏa ked achipunla kalon chi bungan cha immuɏala? Willu awed kamma mangay-ayyuwan un mipalit un umilum si gatas cha ay-ayyuwalala? 
1CO.9.8	Ked chakampun un abus cha alla inyaligku un mambyeseɏan si kamatchi, ti kamatchi bo kalan chi Lintog. 
1CO.9.9	Ti liigili si lintog Moses, kalala, “Achiyu bunguton chi tupok chi byaka un man-ilikonyu taplu makwa un mangan lu piola.”
1CO.9.10	Chakampun, ti chitakuʼn tagu piolaʼn uguchon. Somsomkonyu, ulay cha manchelok willu man-ali, lamlamaonchaʼn awed chi awatonchaʼn buwacha si bungan chi kawachicha. 
1CO.9.11	Ked isula bo kan chikami, chikami langimuɏa si ugud Apudyus kan chikayu ta makatagu kayu kan siya, ked chakampun un lawwing lu apitonmi cha kasapuɏanmi un siya ikatagumi si sala. 
1CO.9.12	Ta lu kalobbongan cha uchum un langibyegbyega kan chikayu, singkumaɏu bò amin kan chikami?
1CO.9.12	Ngim achipunmi iluseɏ kalobbonganmi. Ilalu-alusanmi siluʼn ligat taplu lappun malipod si mibyegbyeg-an chi Bibiɏuʼn Chameg mipanggop kan Kristu. 
1CO.9.13	Ha achipunyu ammu un cha mangkawachi si templo mampeɏpu si templo kaloncha ya cha mansimsimbi si chachattulan, makabingaycha si losan un maichatun kan Apudyus? 
1CO.9.14	Ked isula bo kan cha mangibyegbyega si Bibiɏuʼn Chameg, ti imbilin Apu takuʼn Jesus un lappun uchum si mangeancha si mataguwancha lu achi abus chi kawachicha.
1CO.9.15	Ngim achipunku iluseɏ cha hachiʼn kalobbongak ya achipunku bò isuɏat ta maatod kan sakon cha alla. Un-ulloy chi matoyak lu makaan chi kalobbongak un mangibyegbyega un siya ipaspasweɏk? 
1CO.9.16	Ked lappun kalobbongak un mangilastug si mangibyegbyeg-ak si Bibiɏuʼn Chameg, ti piliyeɏla sakon un mangibyegbyega. Ked kadcheguwak lu achipunku ibyegbyega! 
1CO.9.17	Lu sakon chi lamili si kawachik, makwa un chawatok chi tangchenku. Ngim gapu ta si Apudyus chi langipiyeɏ kan sakon, kook bo amin un lappun somsomokku un matangchalan. 
1CO.9.18	Ked himma tangchenku lù? Siyad tangchenku galasku un mangibyegbyega si Bibiɏuʼn Chameg un libli, achipunku iluseɏ kalobbongak un mangibyegbyega si Bibiɏuʼn Chameg.
1CO.9.19	Ti ulay lu lawayaak un lappun simmusassu kan sakon. Lambyalilok chi long-egku musassun cha losan un tagu taplu achu otyan cha maawisku. 
1CO.9.20	Ta lu Judio cha mambyegbyeg-ak, itachunku si kachawiyan cha Judio taplu achu maawisku kan chicha. Ked ulay lu achipunku tuttuwaon chi lintog, tuttuwaok bo taplu maawisku chicha un mamati kan Jesu Kristu. 
1CO.9.21	Ked isula bo lu mambyegbyegaak kan cha Gentil, ked iwalinku lintog Moses ta itachunku si kachawiyancha taplu achu bo cha maawisku kan chicha. Ngim achipunku kalan un achipunku tuttuwaon chi lintog Apudyus, ti sissiyan suɏusuɏutok chi lintog Kristu. 
1CO.9.22	Isula bo lu byegbyegaak cha lakapsut chi pammaticha, lambyalilak lakapsut un isucha taplu maawisku chicha. Si losan un pamuspusan, itachunku si kachawiyan cha ulay silu kalasichaʼn tagu taplu matagu cha uchum. 
1CO.9.23	Kook cha alla losan gapu ta piok un mibyegbyega Bibiɏuʼn Chameg, taplu miitkomak mabinchisyulan.
1CO.9.24	Iyaligku allaʼn lamatiyan taku un todtodchak. Ti ammu taku un lu awed todtodchak, ipapatin cha losan chi kabyeeɏanchaʼn makatodtodchak ta mangɏogcha, ngim ossaan chi mangɏog un magunggulaan. Ked chitakuʼn mamati, kamatchi otyan cha koon taku un mangipapati si pammati taku taplu maaɏa taku gunggula taku.
1CO.9.25	Ngim masapuɏʼn iyagey taku cha losan un mampakapsut si pammati taku, un isun chi mangkokopyan cha pin-a makakunkuntis. Ti chicha, ammancha disiplilaon ya ileɏam chi long-egcha ti pionchaʼn maaɏa gunggula. Ngim ha gunggula un maaɏacha, mallasu mayam-alala.
1CO.9.26	Ked ha kook, sosomkok kan ipapuutku ta mangɏogak un isun chi makatodtodchak. Ya isuk bo osaʼn makasansantuk un tatanchaalak ta achi mikawas chi santukku. 
1CO.9.27	Ked ha kook bo, iyaattomku cha pion chi long-egku ti chakampun un hachi cha potgok, ta lu mambyegbyegaak kan cha uchum si mataguwancha, achipulak miwalin.
1CO.10.1	Susulud, piok un somsomkonyu cha lakwa kan cha hachiʼn aappu taku si awi si langipuyutan Moses kan chicha. Si hachi, tilalikchungan chi libuu chicha un siya inyalan Apudyus un mangipuyut kan chicha si ayancha. Ked mallin-awacha si lalidchaɏalancha si gawan chi kalanchaʼn Mancheɏaeg un Byeybyey.
1CO.10.2	Ked cha hachiʼn aappu taku, isucha labunyagen si hachiʼn libuu ya hachiʼn byeybyey ti tummuttuwacha kan Moses. 
1CO.10.3	Ya losancha pin-a killan chi tilapay un illodcheg Apudyus, un kalanchaʼn manna,
1CO.10.4	ya ililumcha bo hachiʼn chelum un pileɏoswan Apudyus si byetu.
