MAT.1.1	˻Isirele yembomanga ou pulu pulu anda kolepa˼ Eporayamo kinie
JHN.14.26	Nalo na nondopo tembomonga Tatane Eno Lipe Tapondolimu yando lipe mundumbe. Akumu Mini Kake Telimu. Mini Kake Telimu yuni eno ungume pali mane sipe nimbé; nane enondo nirindu ungume pali te komu sindinge kinie aku ungumu altopa nimbe simbe.
JHN.14.27	“Na ˻eno nondopo mundupu siye kolopo pumbondo˼ “Eno konopu pe nipili molangi.” nimbu isili-ou nikiru. “Na konopu waengo sipu molio mele eno konopu waengo siku molangi.” nikiru. Nanga ungumu naa pilimele yemboma konopu waengo silimele mele lupela; na konopu waengo silio mele lupela. Nanga ungumu naa pilimele yemboma walse konopu waengo siku walse mini-wale munduku telemele. Nalo eno na lombili andolime, “Na alieli konopu pe nipili molio mele eno alieli konopu pe nipili molangi.” nikiru kene eno walse kepe konopu umbune tepili naa molko mini-wale naa munduku konopu waengo siku mindi molangi.
JHN.14.28	“Nane ou nindumu eno piliengi. “Na eno mundupu siye kolopo pumbo. Pe altopo eno molongena yando ombó.” nindu piliengi kanumu. Tata yu olandopa na maniendopamonga enone na konopu mondolemelanje na Tata molemona pumbomonga eno konopu silimela.
JHN.14.29	Nane enondo “Pupulie kelepo yando ombó.” nikiru ungumu pe wendo ombá kinie “Sike nirimu.’ ningu tondolo munduku piliengi!’ nimbulie ou naa pupulie tembo mele enondo nimbu sikiru.
JHN.14.30	“Ya ma koleamo nokolemo ye nomi ˻Setene˼ okomo-na nane pe eno-kinie ungu awisili altopo naa nimbo. ˻Na mana molombo walemo pora nikimu. Yunina ‘Tangi.’ nimbé okomo˼ nalo na naa nokolemo-na uluri we manda naa tembamo.
JHN.14.31	Nalo “Mana yembomane pali na Tata konopu mondolio.’ ningu piliengi!’ nimbu Tatane nando “Tei.” nirimu ungu manema pali pilipu lipu tembo.” ˻nimbe Yesusini nirimu.˼
JHN.14.31	˻Aku nimbelie˼ “Manda nikiru kene kinié pamili waa.” nirimu.
JHN.15.1	˻Yesusini yu lombili andolimendo nimbendo:˼
JHN.15.1	“Na unjo waene sikemo.
JHN.15.2	Tatane nanga unjo kola mongo naa tolemoma pali langopa wendo limo.
JHN.15.3	“Na lombili andolime, eno ungu nimbu silio kanumuni ˻enonga konopune kalaro molorumume kulumiye tondomu-ne˼ eno ˻konopu˼ kake tepili molemele. 
JHN.15.4	Unjo kolama paka kapola telemo kinie unjona kapola angilipe mongo tolemo, aku siku eno na kinie tapu toko molko, na eno kinie tapu topo molombo kinie eno kapola molko ulu pulu peangama tenge. Kola te kerepa manie omba lemomo altopa mongo naa tolemo. Kola unjona ola paka tepa angilimomo yu mongo tolemo. Aku siku eno na pea ‘Tapu topo molamili.’
JHN.15.5	“Na unjomo, eno kolama. Kola paka tepalie unjona angilipe mongo tolemo mele eno na kinie tapu toko molko na eno kinie tapu topo molopo aku temulu liemo nane “Teaa.” nilio mele eno manda teko nanga kongono kapola tendenge. Eno na munduku siye kolko eno na kinie tapu toko naa molongi liemo nanga ulume eno manda naa tenge.
JHN.15.6	Unjo kola langoko wendo liku ltekolie, kolemo kinie aku kolama liku maku toko tepena kalemele kinie nolemo. Aku sipela, yembo te na kinie tapu topa naa molopalie ulu peangama naa temu liemo unjo kola kololime telemele mele yu aku siku tenge.
JHN.15.7	“Eno na kinie tapu toko molko nanga ungume enonga konopumenga pepili pilku liku molongi liemo ulu te ‘Teamboa!’ ningu, ungu te ‘Piliemboa!’ konopu leko, melte molo tombamo ‘Liemboa!’ ningu, aku siku pilkulie Tata kinie ungu ningu mawa tenge mele yuni tendembamo.
JHN.15.8	Eno nane “Teaa.” nilio mele paa teko kondoko, nanga kongono paa teko kondonge kinie aku siku tengemone Tatanga imbi liku ola mundundunge molomba kepe, eno tenge mele yembomane kanokolie ‘Enopaa sike Yesusinge lombili andolime
JHN.15.9	“Tatane na konopu mondolemo mele nane eno konopu mondolio. Nane eno ‘Kamu konopu mondopili.’ ningu molayo. 
JHN.15.10	Tatane nando “Tei.” nilimo ungu manema na tepo moliomonga yuni na kamu konopu mondolemo mele enone aku siku nane “Teaa.” nilio ungu manema pilku liku tengi liemo aku siku tengemonga nane eno ‘Kamu konopu mondopili.’ ninge. 
JHN.15.11	‘Na konopu sipu molio mele eno aku siku konopu siku konopu kapola pepili molangi.’ nimbu iungume nimbu sikiru.
JHN.15.12	“Nane “Teaa.” nilio ungu manemo isipe: ‘Nane eno konopu mondolio mele enone enono anjo yando aku siku konopu mondangi.’ nimbu nikiru.
JHN.15.13	Yembo tene yunge pulu lemo yemboma konopu mondopalie enonga nimbe kolo wangopa kolondomu liemo yuni konopu mondolemo mele olandopa, we yembomane konopu mondolemele mele maniendopa.
JHN.15.14	“Nane enondo “Teaa.” nilio ungu manema tengi liemo eno nanga pulu lemo yemboma molonge. 
JHN.15.15	Kinié nane enondo altopo “Nanga kendemandema.” naa nimbu, “Nanga pulu lemoma.” nilio. Kendemandema enonga nokoli yemone ulume tepa konopu lepa andopa molemo mele eno naa nimbe silimo naa kanoko naa pilimelemonga kinié enondo aku sipu “Nanga kendemandema.” ni naa nilio. ˻Ye tenga pulu lemoma mindi yemo yu andopa molemo mele nimbe silimo pilimele. Aku pilipulie˼ nane enondo “Nanga kendemandema.” ni naa nimbu, Tatane nando nimbe sirimu pilierindume pali eno nimbu sirindu kulu nane eno “Nanga pulu lemoma.” nilio.
JHN.15.16	“Eno enono na ‘Olionga Awilimu.’ ningu mako naa toringi. Nane nanu eno ‘Nanga yema molangi.’ nimbu mako torundu. ‘Eno puku, “Teaa.” nimbo mele teko nanga kongono tendangi. Aku ulu peanga tengema pora naa nimbe we pepa mindi pupili.’ nimbu nane enondo “Nangama.” nimbu eno mako topo “Na lombili waa.” nirindu. Akumunge Tata kinie ungu ningu “Olio Awili Yesusinge yemboma molemolo.” ningu
JHN.15.17	Nane eno ungu mane sipulie “Enono anjo yando konopu mondaa.” nilio mele nikiru.”
JHN.15.18	“We mana yembomane eno na lombili andolime kinie konopu keri panjinge kanokolie ‘Ou na kinie konopu keri panjeringi.’ konopu leko molangi. 
JHN.15.19	Eno we yemboma kinie konopu telune pupili molemelanje we yembomane ‘eno olionga yemboma’ ningu konopu mondolemela. Nalo eno we yemboma kinie eno manga-umbu telumu molo. ‘Eno ma koleana ulume munduku siye kolko nanga yemboma molangi.’ nimbu mako torundumunge we yembomane eno kinie konopu keri panjilimele.
JHN.15.20	“Nane eno nimbu sirindu ungume konopuni pilku molangi. Nane ou enondo nimbondo: “Kongono tendeli yembo tene yunge nokoli yemo ‘Maniendopa molemo. Nayunge olandopamo molio.’ manda naa nimbé.” nirindu kanumu.
JHN.15.21	We yembomane na lipe mundorumu yemo pilku imbi naa sikulie, eno nanga imbi leko kongono tendengemonga eno mindili liku singe. 
JHN.15.22	Na ˻Pulu Yemone lipe mundorumu-ne˼ yemboma molemelena ombo ungu te naa nilkenje ˻na liku awi naa siku, bulu silimele mele naa telemelamonga˼ ulu pulu keri telemelemonga mongo naa limela. Nalo ˻na sike orundu, ungu nilio mele pilimelemonga˼ “Ulu pulu keri telemolo mele naa pilimolo.” manda naa ninge.
JHN.15.23	Yembo te na kinie konopu keri panjilimo yembomone Tata kinie kepe konopu keri panjilimola. 
JHN.15.24	Kongono lupe lupema, ou yembo tene ulu tondoloma naa terimu mele nane enonga suku-singine ombo naa telkanje enone na liku bulu siku ulu pulu keri telemele mele naa telemela. Nalo ulu tondolo terindume kanokolie kepe Tata olto kinie konopu keri panjilimele. 
JHN.15.25	Nalo enonga ungu mane te Pulu Yemonga bokune molemo mele wendo ombámonga aku tekemele. Bokune ungu te molemo mele isipe:
JHN.15.25	“Eno na kinie we konopu keri panjilimele.”
JHN.15.25	nimbe bokune molemo.” ˻nirimu.˼
JHN.15.26	“Eno Lipe Tapondopa Konopu Enge Sindilimu
JHN.15.27	Nalo Minimu yuni manjipe nanga melemando naa nimbe simbe. Eno na pea ou pulu polopo molorumulu mele kinié yandopa molemolomonga eno kepe nanga ungu anjo ningu sili yema molemelela.”
JHN.16.1	“‘Enone na munduku siye kolko lou naa leangi.’ nimbu iungume nikiru. 
JHN.16.2	Yemboma maku toko Pulu Yemonga ungu pilimele ulkena yemane eno “Sukundu naa waa!” ningu makoronge. Yembomane ‘Pulu Yemonga kongono tendamili.’ ningu eno nanga lombili andolime toko kondonge walemo sike wendo ombála.
JHN.16.3	Tata kinie olto pilie naa pilimelemonga yembomane eno kinie aku siku teko kenjinge.
JHN.16.4	“Nalo ‘Aku ulume tenge walemo wendo ombá kinie enone ‘A, yembomane olio i siku tenge walemo Yesusini pe wendo ombá nimbe liepi-liepi torumu walemo ya sike iwendo okomo lepamo.’ ningu pilku molangi.’ nimbulie peombá eno mindili nonge mele, kinié ou liepi-liepi topo nikiru. Na eno pea ou molorumulu kulu eno nimbu naa sirindu.
JHN.16.5	Nalo na ou mana lipe mundorumumu molemona pumbo tekero-na kinié ou naa pupulie enondo nimbu liepi-liepi topo sikiru.
JHN.16.5	“Nane “Kinié pumbo tekero.” nikiru nalo aku nikirumunge enonga ye tene “Nu tena pukunuye?” ningunaa walsiku pilkimili.
JHN.16.6	‘Nane “Pumbo tekero.” nikirumunge enonga konopune sukundu meme kulupi pemu-ne pilkulie paa kondo kolkolie
JHN.16.7	Nalo na pumbomonga ‘Yu pea altopo tapu topo naa molomolo lemo.’ ningulie enone na kondo naa kolayo. Nane enondo paa sike nimbu sikirumu: Na pumbomonga eno lipu tapondombo. Na naa pundu liemo eno Lipe Tapondopa Konopu Enge Sindelimu naa ombá. Nalo pundu liemo nane yando eno molongena yu lipu mundumbo pumbo.
JHN.16.8	“Yu yando ombalie nimbémone, ulu pulu kerimenga perelemelemonga pulumu kinie konopune ulu pulu keri te naapepa konopu sumbi silimunge pulumu kinie kotemonga pulumu kinie nimbe sumbi sipe, yembomane kanumenga pulume ningu pilku sundulimele mele yuni lipe ora sipe nimbé. 
JHN.16.9	Na Pulu Yemonga Malo molopo, yuni na lipe mundorumu-ne mana manie orundu mele pilkulie yembomane na liku su siringi kanu ulumu yu ulu pulu kerimenga pali pulumu Minimuni nimbe lipe ora sipe; 
JHN.16.10	Pulu Yemo kanopa peanga kanolemo ulu pulu peangama lipe ora simbendo na Tata molemona pumbo altoko naa kanongemonga na ulu pulu keri te naa tepo, te konopune naa pepa konopu sumbi sipe pepili molorundu molio mele lipe ora sipe; 
JHN.16.11	‘Kotemonga pulumu lipu ora siembo.’ nimbe ya ma koleamo nokolemo ye nomi ˻Setene˼
JHN.16.12	“Nane enondo ungu nimbo awisili we pelemo, nalo kinié nilkenje eno mindili siku pilimela. 
JHN.16.13	Nalo Minimu, yu sike ungumenga pulumu, yu ombalie nimbemone, yuniungu sikema pali ‘Pilku kondangi.’ nimbe akume enonimbe simbemo. Yuni yuyu konopuni pilimbe mele naa nimbe simbe. Ungu umbu tondolemoma komuni pilipelie nimbe simbe. Ulu pe wendo ombá ulumenga ounimbe simbela. 
JHN.16.14	Na telio mele kepe molio mele kepe nilio mele kepe aku melemanga yuni pilipelie yando eno nimbe simbe kinie aku sipe nanga imbimu lipe ola mundundumbe. 
JHN.16.15	Tatanga melema pali nangamonga kolo pilipulie nane ‘Minimuni nanga melemanga pilipe yando eno nimbe simbe.’ nikiru.” ˻nirimu.˼
JHN.16.16	“Nondoko enone na naa kanonge. Pe nondoko kelko na kanonge.” nirimu.
JHN.16.17	Yu lombili andoli mare
JHN.16.18	Yu “nondoko” nikimumu nambolka nimbendo “nondoko” nikimunje? Olionaa pilkimulu.” ningu moloringi.
JHN.16.19	Enone yundu ‘Walsipu piliemili kene.’ ningu konopu lieringi kinie Yesusi yuni pilipelie nirimumuni, yuni enondo nimbendo: “Eno anjo yando kerepale nikimili nane nindu mele eno na walsiku pilingendo nikimiliye? Nane “Nondoko enone na naa kanonge. Pe nondoko kelko nakanonge.” nindu kanumundu nikimiliye? 
JHN.16.20	Nane eno paa sike nimbu sikirumu: Na tembomonga eno kola teko kondo kolonge. Nalo we yemboma konopu singe. Na lombili andolime eno ou kamelena mindili temba nalo kelko nakanokolie alowa teko konopu singe.
JHN.16.21	“Ambore yu ambolango membá walemo nondopa wendo olemo kinie ambolangomone yu peue tolemo kinie mindili nomba perelemo. Nalo ambolangomo kanopa lipelie yu ou umbune tepili molemo mele komu sindipe yembo konde te mana molombando wendo olemo-na yu alowa tepa konopu silimo. 
JHN.16.22	Eno aku sipela. Ambomane ambolango mengendo mindili nolemele aku siku mele “Na eno mundupu siye kolopo pumbo.” nikirumunge eno kinié kamelena mindili tepili molemele.
JHN.16.23	“Kanu kinie na pumbomonga Minimu ombá-na ungunikirumenga pulumu pilkulie enone na unguri altokowalsei naa walsinge. Nane enondo paa sike nimbu sikirumu: Tatando melte molo ungu te molo ulu te ‘Mawateamili.’ ningulie ningemone, nane enonga nimbu tendembomonga ‘Nanga yemboma molemolo.’ ningu mawa tenge kinie Tatane mawa teko walsinge melema eno simbemo. 
JHN.16.24	Ou enone nanga imbi leko
JHN.16.25	“Na lombili andolime, nane eno ungume nimbu simbondo taki-teki ungu iko mindi tolio. Nalo pe walse nane enondo aku sipu naa nimbo. Nanga Tatane ulu telemoma nane sumbi sipu nimbu simbo. 
JHN.16.26	Aku walemonga nanga imbi leko mawa tenge.
JHN.16.27	molo. Enone nakonopu mondoko, na Pulu Yemo kinie molopololie yamana orundu enone ‘Sike aku terimu.’ ningu tondolo munduku pilimele-na
JHN.16.28	Ou Tata molorumune molopo mana manie orundu. Pe kinié kelepo mana mundupu siye kolopo Tata molemona pumbo.” nirimu.
JHN.16.29	Yu lombili andolimene ningendo: “A, kinié ungu iko naa toko sumbi siku mindi nikinu olio pilipemolo. 
JHN.16.30	Nuulume pali pilku konginjilino. Mele naa pilinomo yembo tene nimbe simbe mele manda molo. Olio aku sipupilipulie ‘Nu Pulu Yemo pea molkololie mana orunu.’ nimbu tondolo mundupu pilkimulu.” niringi.
JHN.16.31	Enone aku niringi kinie pilipelie Yesusini enondo nimbendo: “Na Pulu Yemo pea molopololie mana orundu enone kinié ‘Sike aku terimu.’ ningu kamu pilkimilinje? 
JHN.16.32	Pilieme. Wale te wendo ombá, molo, kanu walemo koronga wendo omu lemo, kanu walemonga yembo lupemane eno toko bulu-balu singe. Kanu kinie ‘Na nanu molambo.’ ningu na munduku siye kolko enono yu mele mele enonga ulkendo pungemo. Nalo Tata pea tapu topo molembolo-na na nanu naa molio, molo.
JHN.16.33	“Eno ‘Na tondolo munduku pilkulie konopu waengo siku molangi.’ nimbu kinié ipulueli eno kinie molopolie iungume nane enondo nimbu sikirumu. Ma koleana enoumbune tepa mongo awisili ola olemo. Nalo mana yemboma enge nilimele akumu laye pange telimu, na paaola, na paa enge nilio. Aku telio kene pilkulie enonga konopukundu tondolo pupili molangi.” nirimu.
JHN.17.1+JHN.17.2	Yesusini yu lombili andolimendo aku ungume nimbe pora sipelie nirimumuni, mulu koleana olando sipe kanopalie nimbendo:
JHN.17.1+JHN.17.2	“Tata, nane tembo ningu panjerinu walemo wendo okomo.
JHN.17.3	“Konde molko mindi punge mele isipe: ‘Nu telumu mindi sike Pulu Yemo.’ ningu pilku, ‘Na nuni ‘yemboma nokopa kondomba ye te lipu mundumbo.’ ningu mako tokolie na liku mundorunu ye nomi Kirasimu.’ ningu pilku, olto pea tapu toko molemele molonge yemboma konde molko mindi punge. 
JHN.17.4	Nuni kongono na sirinu kanumu tepo pora sindumuni nunge imbi lipu ola mundundondu. 
JHN.17.5	Tata, ma koleamo wendo naa opili nupea molambili na imbi ola molopa tondolo pupili molorundu kanu mele ‘Kinié na pea kelepo molambili.’ ningu ou molorundu mele ‘Kelepo na aku sipe imbi ola molopa tondolo pupili pea molambili.’ ningu tei.” ˻nirimu.˼
JHN.17.6	“Mana yembomanga nuni sirinu yema
JHN.17.7+JHN.17.8	Nuni nando nirinu ungume nane enondo nimbu sirindu kinie, enone kanu ungume pilku likulie nu molorunune wendo orundu pilku kondokolie ‘Nuni na sike mana liku mundorunu.’ ningu tondolo munduku pilkulie aku siku teko moloringi-ne kinié melema nuni na sirinu melema pali nu molenona wendoolemo enone pilimele.
JHN.17.9	“Enonga nimbu nu-kinie ungu nimbu mawa tendekero. We mana yembomanga nu kinie ungu naa nimbo, molo. Nuni sirinu yema nunge yema molemele-na na enonga manjipu nu kinie ungu nikiru. 
JHN.17.10	Nanga melema pali nungemo, nunge melema pali nangamo. Nuni sirinu yema eno molko kondolemelemone na imbi ola molemo. 
JHN.17.11	Kinié na nu molenona okoromonga na mana yemboma kinie pea naa molemolo none tekemo. Nalo yema eno mana yemboma kinie molemele mele molonge.
JHN.17.11	“Tata Kake Telimu, na nu molonine ombó kinie na sirinu lombili andolime eno enono mana yemboma pea molonge kinie ‘Olto yembo telumu mele molopo konopu telune pupili molembolo kanu mele na sirinu lombili andolime eno aku siku yembo telumu mele molko konopu telune pupili molangi.’
JHN.17.12	Na eno pea molorumulu kinie nunge tondolo na sirinu akumuni
JHN.17.13	“Kinié nu molenona okoromonga na konopu sipu kamele akopo molio ‘Aku mele eno aku siku konopu peanga panjiku molangi.’ nimbu ou na olando naa ombolie ya ma koleana molopo iungume nikiru.
JHN.17.14	Nunge ungumu eno sipu pora sirindu. Na ya ma koleamonga ye te molo, akusiku eno ma koleamonga yema molola. Oltonga yema molko oltonga ungu manema pilku liku telemele-na mana ulume manjiku pilku telemele yembomane eno konopu keri panjiku eno kinie opa puluema molemele. 
JHN.17.15	‘Eno ma koleana wendo li.’ nimbu mawa naa tekero. Nalo “˻Ya mana oltonga kongono tendeko molonge kinie˼ ulu kerimenga pali ulu pulumu pelemo ˻kuru˼ muni
JHN.17.16	Na ma koleamonga yemo naa molio mele eno ma koleamonga yema naa lamolemele.
JHN.17.17	“‘Ungu sikemone eno nunge manjiku molko ye kake telime molangi.’ ningu teyo. Nunge ungumu ungu sikemo. 
JHN.17.18	Nuni na ma koleana liku mundorunu mele nane eno ma koleana lipu mundorundula. 
JHN.17.19	‘Eno konopu kake tepili molko nunge ningu manjiku molangi.’ nimbu na ‘konopu kake tepili nunge nimbu manjipu molambo.’ nimbu molio.”
JHN.17.20	“Nane nanga lombili andolimenga manjipu mawa naa tendekero. Pe enone ungu ningu singema ‘Na sike nunge malo ya mana liku mundorunu.’ ningu tondolo munduku pilinge
JHN.17.21	‘Tata, nu nanga konopune moleno, na nunge konopune molio mele aku siku kanu yemboma pali yembo telumu mele konopu telune pupili molangi.’
JHN.17.22	Nuni na ‘Imbi ola molopili.’ ningu sirinu ulumu nane eno sirindu. Akumu ‘Olto konopu telune pupili molembolo mele eno aku siku konopu telune pupili molangi.’ nimbu eno sirindu.
JHN.17.23	‘Eno paa kamu konopu telune pupili molangi.’ nimbu aku sipu “Nu nanga konopune moleno mele na enonga konopumenga molambo.” nimbu mawa tendekero. Na konopu mondoleno mele nanga ungumu ‘Sike.’ ningu tondolo munduku pilimele yemboma aku siku konopu mondoleno mele kepe ‘nuni na liku mundorunu mele kepe, ma koleamanga pali yembomane piliengi!’ nimbu nane aku sipu nu mawa tepo ‘Eno paa kamu konopu telune pupili molangi.’ nikiru.
JHN.17.24	“Tata, ‘nuni na yembo sirinume na molombona pea molopo, mamo ou naa teambili na konopu mondokolie ‘nanga imbi ola molopa pa tepa tondolo pupili.’ ningu sirinu akumu kanangi.’ konopu lekero.
JHN.17.25	“Tata Sumbi Nilimu, sike we mana yembomane nunaa kanolemele nalo nane nu kanolio, yembo nanga ungumu pilku limelemane ‘Nuni na liku mundorunu-ne orumu.’ ningu pilimele. 
JHN.17.26	Nane nu moleno mele eno nimbu sirindu. Pe nimbu sipu molombola. ‘Nuni na konopu mondoleno mele eno enono aku siku anjo yando konopu mondangila. Na enonga konopune molambola.’ nimbu aku sipu nimbu sílie-sílie tepo molombo.” nimbe Yesusini Pulu Yemo kinie aku sipe nirimu.
JHN.18.1	Yesusi aku sipe Pulu Yemo kinie nimbe pora sipelie nirimumuni, ipu liepili yu kinie yu lombili andolime
JHN.18.2	˻Ipulueli no Kirone nekendo unjo ollipi ponie lierimune puringi aku mele Yesusi taki-teki yu lombili andolime pea kanu poniemonga puringi kulu˼ Judasi Isikeriote eno aku poniena puringi mele pilierimu. Judasi yu Yesusi pe lipe Yesusi yunge opa puluema sirimu ye kanumu. 
JHN.18.3	Kanu kinie Judasini ˻‘Yesusi akune pea taki-teki pupu molemolo-na yu akune molomba.’ konopu lepalie,˼ akune orumu. Yu ami ye talape te kinie
JHN.18.4+JHN.18.5	Yesusini yu nondoko tenge mele pilipelie, eno ‘Yesusi ka siengi.’ nirimu ye Judasi pea oringine Yesusi yu anjo pupe eno walsipe pilipelie nimbendo: “Eno nawe korokomeleye?” nirimu.
JHN.18.4+JHN.18.5	Enone topondoko yundu ningendo: “Kolea Nasarete ye Yesusi korokomolo.” niringi.
