MAT.1.1	Leabhar gheinealuigh Iósa Críosd, mhic Dhaibhi, mhic Abraham.
ACT.18.28	Oír do rinne sé diosbóireachd mhór sháoithreach a bhfíadhnuisi an phobuil ris na Iúduighibh, dá fhoillsiughadh as na sgríobtúiribh gur bhé Iósa an Críosd.
ACT.19.1	Agus tárla, a nuáir do bhí Apollos a Gcorintus, gur shiobhail Pól tres na rannuibh úachdarácha agus go dtáinic sé go Hephesus: agus ar bhfagháil dheisciobal airighe dhó, 
ACT.19.2	A dubhairt sé ríu, Nar ghabhabhuir an Spiorad Náomh ó chreideabhair? Agus a dubhradarsan ris, Ní chúalamar a noiread sin féin go bhfuil Spiorad Náomh ann. 
ACT.19.3	Agus a dubhairt seision ríu, Maseadh créd ann ar baisdeadh sibh? Agus a dubhradarsan, A mbaisdeadh Eóin. 
ACT.19.4	Agus a dubhairt Pól, Go deimhin do bhaisd Eóin lé baisdeadh na haithrighe, ag rádh ris an bpobal, creideamh ann sa té do thiocfadh na dhiáigh féin, eadhon, a Níosa Críosd. 
ACT.19.5	Agus ar ná chlós 
ACT.19.6	Agus ar gcur a lámh do Phól orrtha, tháinic an Spiorad Náomh orrtha; agus do labhradar lé teangthuibh, agus do rinneadar fáidheadoireachd. 
ACT.19.7	Agus do bhádar uile a dtimcheall dá fhear dhéug. 
ACT.19.8	Agus ar ndul dósan a steach don tsinagóig, do labhuir sé go dána, ar feadh thrí míos, ag diosbóireachd agus ag cruthúghadh na neitheann bheanus ré rioghachd Dé.
ACT.19.9	Achd an tráth do chrúaidheadar dream aca, agus nach ccreidfidis, achd go labhraidís go holc ar a tslighe sin a bhfíadhnuisi an phobúil, do imthigh Pól úatha, agus do dhealuigh sé na deisciobail, agus do bhíodh sé ag diosbóireachd gach éunlá a sgoil dhuine áirighe 
ACT.19.10	Agus do bhi so dhá dhéunamh ar feadh dhá bhlíadhan; a gcrúth go gcúaladar a raibh ann sa Náisia uile eidir Iúduidhe agus Ghréugach, bríathar an Tighearna Iósa.
ACT.19.11	Agus as mór na míorbhuile do rinne Día tré lámhuibh Phóil: 
ACT.19.12	A gcrúth go mbeirthí ó na chorp éudaighe lámh nó cinn chum na ndáoine tinn, agus go sgaradh a neasláinte ríu, agus go nimthighdis drochspioruide asda.
ACT.19.13	Agus dream áirighe do na Iúduidhibh do bhíodh ag siobhal ó áit go háit ag cur spiorad fá gheasuibh, do chuireadar rompa ainm an Tighearna Iósa do ghairm ós cionn na ndáoine ann a mbíodh drochspiorúda, ag rádh, Cuirimid fá gheasuibh sibh tré Iósa do ní Pól a sheanmóir. 
ACT.19.14	Agus do bhádar móirsheisear mac ag Iúdaighe áirighe 
ACT.19.15	Achd ar bhfreagra don drochspioraid a dubhairt sé 
ACT.19.16	Agus do shaith an duine ann a raibh an drochspiorad orrtha, agus ar na gcláoi dhó, do bhúadhuigh sé orrtha, a gcrúth gur theitheadar créuchdach lomnochd as an dtigh sin. 
ACT.19.17	Agus fúaradar na Iúduighe agus na Gréuguigh uile do áitrigh a Nesphesus a sgéula so; agus do ghabh eagla íad uilé. Agus do hoirrdhearcadh ainm an Tighearna Iósa. 
ACT.19.18	Agus tangadar mórán don mhuinntir do chreid, ag admháil, agus ag innsin a ngniomharthadh féin. 
ACT.19.19	Agus fós morán don mhuinntir do ghnáthuigheadh drochealadhna, tugadar a leabhuir léo, agus do dhóigheadar a bhfíadhnuisi 
ACT.19.20	Do fhás bríathar Dé agus rug sí búáidh chomhláidir sin.
ACT.19.21	Agus ar gcríochnúghadh na neitheadhsa, do chuir Pól roimhe ann inntinn, tar éis dul tré Mhacedónia, agus Achaía dhó, dul go Hiarusalém, ag rádh, Tar éis mé bheith ann sin, as éigin damh an Róimh dfheachain. 
ACT.19.22	Agus ar gcur dheisi don mhuinntir do bhíodh ag minisdrálachd dó, 
ACT.19.23	Agus fá naimsin déirigh trioblóid nár bheag a dtimcheall shligheadh 
ACT.19.24	Oír do bhí ceard airgid áirighe dár bhainm Demétrius, do níodh teampuill airgid do Dhíana, 
ACT.19.25	Ar gcruinniughadh dhósan a raibh ré na leithéid sin do chried, a dubhairt sé 
ACT.19.26	Agus do chíthí agus do chluintí, gur fhill an Pólsa 
ACT.19.27	Agus ní hí ar gcéird amháin as guáis dúinn do theachd chum masla; achd fós teampall na baindée móire Díana do dhul a dtarcuisne, agus go dtiocfadh chum críche go gcuirfí ar gcúl a morrdhachdsa, noch onóruigheas a Násia agus an domhan mór uile. 
ACT.19.28	Agus ar na chlós so dhóibhsion, do líonadh íad dfeirg, agus do gháireadar, ag rádh, Is mór Díana na Nephésíanach.
ACT.19.29	Agus do bhí an chathuir uile ar na líonadh do bhúaidhreadh: agus do thiomáineadar déuntoil go háit chruinnighthe an phobail, agus rugadar ar Ghaíus agus ar Aristarcus, Macedónaigh, comhaisdrighe Phóil. 
ACT.19.30	Agus ar na shantughadh do Phól dul a steach a measg an phobuil, níor leígeadar na deisciobail dó. 
ACT.19.31	Agus mar an gcédna do chuireadar cuid áirighe dúachdaranuibh na Hasia, do bhí na gcáirdibh aige, teachda chuige, dá íarruidh air gan dul go háit chruinnighthe an pobuil. 
ACT.19.32	Uime sin do éigh cuid díobh an nísi, agus cuid ní eile: óir do bhí an coimhthionól buaidheartha; agus ní raibh a fhios ag an gcuid na mó dhíobh créd é an tadhbhar fá dtangadar a gceann a chéile. 
ACT.19.33	Agus rugadar amach ríu as a tslúagh Alecsandar, noch do thiomáineadar na Iuduighe rompa. Agus ar sméideadh Dhalecsandar lé na láimh, ag iarruidh éisdeachda, dob áill leis an tadhbhar dinnisin don phobal. 
ACT.19.34	Agus an tan do aithnigheadar gur Iudaighe é, do thógbhadar uile gáir ag éighmhe a dtimcheall dhá uáir, Is mór Díana na Nephésíanch.
ACT.19.35	Ann sin do chíuinaidh an cléireach an pobal, ag rádh, A luchd Ephesus, cía an duine ag nach bhfuil a fhios go nonóruigheann cathair na Nephésianach an bhaindía mhór Díana, agus a 
ACT.19.36	Ar a nadhbharsin ó nach bhféudann duine ar bith cur na aghuidh so, is coir dhíbhsi súaimhneas do dhéunamh, agus gan éinni dhéunamh go hóbann. 
ACT.19.37	Oír tugabhuir na dáoinesi libh, nach ar ghoid áoinní as na heagluisibh, agus nach dtug aithnis do bhur mbaindia. 
ACT.19.38	Ar a nadhbharsin má atá adhbhar ag Demétrius, agus ag luchd a cheirde atá na fhochuir, ar dhuine ar bith, atá an chúirt ar bhfaghal, agus atáid na húachdaráinn ann: éilighidis féin a chéile. 
ACT.19.39	Achd ma atá bhur gcéisd fá adhbhuruibh eile, réidhfidhear í a gcoimhthionól dlisdeanach. 
ACT.19.40	Oíratamáoíd a ngábhadh go néiléochthar sinn a cceannairce ar son an láoi a niugh, óir ní bhfuil adhbhar ar bith ann a bhféudmaid reusún do thabhuirt ar son an chruinnighesi. 
ACT.19.41	Agus an tan a dubhairt sé so, do chuir sé an choimhthionól air síubhal.
ACT.20.1	Agus tar éis na ceannairce do chosg, do ghoir Pól na deisciobail chuige, agus air ngabháil a cheada 
ACT.20.2	Agus ar ndul trés na críochuibhsin dó, agus ar na dteagusg lé hiomad briathar, táinic sé don Ghréig, 
ACT.20.3	Agus ar mbeith dhó trí mhí 
ACT.20.4	Agus do chuáidh ris na chuideachda gus a Násia Sopater ó Bheréa; agus do luchd Tessalónica, Aristarchus agus Secundus; agus Gáius ó 
ACT.20.5	Do imthigheadar so romhainne dfanadar rinn a Dtróas.
ACT.20.6	Achd do chúamairne a luing ó Philippi tar éis láethe a naráin gan laibhín, agus tangamar chucasan go Tróas a gcionn chúig lá; agus dfanamair ann sin ar feadh seachdmhuíne. 
ACT.20.7	Agus an céud 
ACT.20.8	Agus do bhádar mórán lóchrann a séomra árd, ann ar chruinnigheadar a gceann a chéile.
ACT.20.9	Agus do shuidh ogánach áirighe dár bhainm Eutichus ar fuinneóig, air dtuitim na chodladh go trom: agus ar mbeith do Phól a bhfad ag déunamh seanmóra, air na shárughadh tré chodladh, do thuit sé síos ón treas lota, agus do tógbhadh súas marbh é. 
ACT.20.10	Agus ar ndul do Phól síos, do luigh sé air agus ar na fhásgadh ris dó, a dubhairt sé, Na bíodh buáidhreadh ar bith oruibh; óir atá a anum ann. 
ACT.20.11	Agus ar ndul do 
ACT.20.12	Agus tugadarsan an tóganach léo na bheáthuigh, agus níor bheag a ngáirdeachus.
ACT.20.13	Achd ar ndul a luing dhúinne do shéolamar go Hassós, ar chor go mbéuramis Pól linn as: oír is mar sin dórduigh sé é, chum go nimtheachadh sé féin da chóis. 
ACT.20.14	Agus a núair thárla sé oruinn a Nassos, ar na bhreith linn dúinn, tangamar go Mitiléne. 
ACT.20.15	Agus ag séoladh dhúinn as sin, tangamar 
ACT.20.16	Oír do chuir Pól roimhe seóladh ré táobh Ephesus, deagla go gcuirfidhe moill ar bith air ann sa Násia: oír do bhí deithfir air, chum da madh éidir dhó é, go mbíadh sé a Níarusalém fa Chingcís.
ACT.20.17	Agus ag cur feasa úadha ó Mhilétum go Hephesus, do ghoir sé sinnsir na heagluisi. 
ACT.20.18	Agus mar thangadar chuige, a dubhairt sé ríu, Atá a fhios aguibhsi, cionnus do bhí misi bhur bhfochuir ann gach uile aimsir, ón chéud la tháinic mé do Násia, 
ACT.20.19	Ag déunamh seírbhisi don Tighearna maille ré gach uile úmhlachd intinne, agus maille ré mórán déur, agus cathaighe, noch do éirigh dhamh do bhrígh chéilge na Niúdaigheadh: 
ACT.20.20	 nár chongnaimh mé ní ar bith go folaightheach dár fhóguin, gan a fhoillsiughadh dhíbh, agus gan bhur dteagasg go puiblidhe, agus ó thígh go tígh, 
ACT.20.21	Ag déunamh fíadhnuisi do na Iúduighibh agus do na Gréugachuibh, fá fhilleadh chum Dé a naithrighe, agus a gcreideamh ar Dtighearna Iósa Críosd. 
ACT.20.22	Agus féuch, a nois, atáim ag dul go Híarusalém ceanguilte a spioruid, gan a fhios agum créd theigéumhus dhamh ann: 
ACT.20.23	Achd amháin go ndéunann an Spiorad Náomh fíadhnuisi ann gach uile chathruigh dhamh, ag rádh go bhfuilid geimhleacha agus míoshuaimhneas ag fúireach leam. 
ACT.20.24	Achd ní bhfuil cás agam a néinni, agus ní bhfuil cion agam ar manum féin, achd go dti dhíom mo thuras, agus an miniosdrálachd fuáir mé ón Dtighearna Iósa do choimhlíonadh maille ré gáirdeachus, ré fíadhnuise dhéunamh do dhóisgéul ghrás Dé. 
ACT.20.25	Agus féuch, a nois, atá a fhios agam, nach bhfaicfidh éunduine aguibhsi, air ar shiobhail mé ag seanmóir ríoghachda Dé, maghaidh ó so amach. 
ACT.20.26	Ar a nadhbharsin cuirim a fhíadhnuisi oruibhse a niugh, go bhfuilim glan ó fhuil na nuile dháoine. 
ACT.20.27	Oír níor sheachain mé comhairle Dé fhoillsiughadh dhíbh go hiomlán.
ACT.20.28	Ar a nadhbharsin tabhruidh bhur naire dhíbh féin, agus don tréud uile, ar a ndearna an Spiorad Náomh easbuig dhíbh, do bhéathughadh eagluíse Dé, noch do cheannaigh sé lé na fhuil féin. 
ACT.20.29	Oír atá a fhios so agamsa, tar éis misi imtheachd go dtiocfuid madruigh allta ghéura bhur measg, nach coigeóla an tréd. 
ACT.20.30	Agus fós éireóchuid dáoine dhíbh féin, noch laibheórus neithe sáobha, chum deisciobal do tharruing na ndiáigh. 
ACT.20.31	Ar a nadhbharsin déunaidh faire, agus cuimhnighidh, nár sguir misi ar feadh thrí mbliadhan ag teagusg gach áon díbh do ló agus doidhche maille ré déuruibh.
ACT.20.32	Agus a nois, a bhráithréacha, cuirim sibh ar cumairce Dé, agus bhríathar a ghrás, noch fhéudas bhur dtógbháil súas, agus oíghreachd do thabhuirt díbh a bhfochair na nuile náomh. 
ACT.20.33	Níor shanntaigh mé airgead, ná ór, ná éudach dhuine ar bhith. 
ACT.20.34	Is aithne dhíbhsi féin, gur ab íad na lámhasa do sholáthair dhamh gach ní dhá raibh na riáchdanus orum féin, agus ar a raibh am fhochair. 
ACT.20.35	Do fhoíllsigh mé dhíbh ann sna huile neithibh, gur ab ag sáothrughadh mar so is cóir dháoibh cungnamh leis ná hanbhfannuibh, agus bríathra an Tighearna Iósa do chuimhniughadh, mar a dubhairt sé, Is mó as beannaighe ní do thabhuirt ná do ghlacadh.
ACT.20.36	Agus an tan a dubhairt sé na bríathraso, agá léigean féin ar a ghlúinibh, do rinne ré urnaighe maille riúsan uile. 
ACT.20.37	Ann sin do ghuileadar uile go mór, agus ag luighe ar mhuinéul Phóil, do phógadar é, 
ACT.20.38	Ag deanamh tuirse go mormhór fan mbréithir a dubhairt sé, Nach bhfaicfidís a aghaidh ó sin súas. Agus do chúadar leis gus an luing.
ACT.21.1	Agus tárlá, ar ndealughadh ríusan dúinn, gur sheólamar romhuinn, agus tangamar go díreach go Cóos, agus 
ACT.21.2	Agus ar bhfagháil luinge dhúinn ann sin do bhí ag tríall go Pheníce, do chúamar innte, agus do sheólamar romhainn.
ACT.21.3	Agus ar dteachd a radharc Chípruis, agus ar na fhagbhail air ar láimh chlí dhúinn, do sheólamar go Síria, agus tangamar as sin go Tírus: óir as ann sin bá mián leis an luing a lasd do chur amach. 
ACT.21.4	Agus ar bhfagháil deisciobal ann sin duinn, dfanamair seachdmhuinn ann: agus dubhradar ré Pól trés an Spioraid, gan dul súas go Hiarusalém. 
ACT.21.5	Agus ar gcríochnughadh na laétheadh sin, do thríallamar romhain; agus tangadársan uile, agus a mná, agus a gclann ar gcuideachda as an gcathruigh amach: agus do leigeamar air ar nglúinibh sinn ar an dtráigh, agus do rinneamar urnuighe. 
ACT.21.6	Agus tar éis a chéile do phógadh dhúinn, do chúamar sa luing; agus dfilleadarsan dá dtighthibh féin.
ACT.21.7	Agus ar gcríochnughadh ar loingséoreachda dhúinn, tangamar ó Thírus, go Ptolemáis, agus ar mbeannúghadh do na bráithribh dhúinn, dfanamar lá na bhfóchair.
ACT.21.8	Agus 
ACT.21.9	Agus do bhádar ceathrar maighdean, dingheanuibh aigesion, noch do níodh faidheadóireachd.
ACT.21.10	Agus ag fuireach dúinne mórán do láethibh, táinic fáidh áirighe ó thír Iúdaighe, dár bhainm Agabus. 
ACT.21.11	Agus ar dteachd chugainne dhó, do ghlac sé crios Phóil, agus ag ceangal a lámha agus a chosa féin, a dubhairt sé, Mar so a deir an Spiorad Náomh, Is ar an gcorsa cheingéoluid na Iúdaidhe an té lér leis an chrios so a Niarusalém, agus do bhéuruid síad a láimh na Gcineadhach é. 
ACT.21.12	Agus an tan do chúalamar na neithesi, díarramair féin, agus luchd na háite sin air, gan dul súas go Hiarusalém.
ACT.21.13	Do fhreaguir Pól ann sin, Créd do bheir sibhsi ag gul agus ag briseadh mo chróidhesi? óir atáimsi ullamh, ní chum bheith cuíbhrighe amháin, achd mar an ccéudna chum báis dfulang a Niarusalém ar son anma an Tighearna Iósa. 
ACT.21.14	Agus an tan nar ghabh sé cómhairle, do sguireamar, ag rádh, Déantar toil an Tighearna.
ACT.21.15	Agus tar éis na láetheadhsa ar mbeith ullamh dhúinn, do chúamar súas go Hiarusalém. 
ACT.21.16	Agus tangadar cuid do na deisciobluibh linn ó Shéasaréa, agus tugadar seindeisciobal áirighe léo, dár bhainm Mnason 
ACT.21.17	Agus ar dteachd go Hiarusalém dúinn, do ghabhadar na bráithre chuca sinn go lúathgháireach. 
ACT.21.18	Agus 
ACT.21.19	Agus ar mbeannughadh dhóibh do 
ACT.21.20	Agus ar na chlós 
ACT.21.21	Agus do chúaladar ortsa, go dteagasgann tú do gach uile Iúdaighe dá bhfuil a measg na Gcineadhach Maóisi do thréigean, agus go nabuir tú nach cóir dhóibh a mic do thimcheallghearradh, na siubhal do réir an ghnáthuighe. 
ACT.21.22	Ar a nadhbharsin créd 
ACT.21.23	Ar a nadhbharsin déuna an nísi a deirmídne riot: atáid ceathrar feár aguinne air a bhfuil móid; 
ACT.21.24	Beir íad so leachd, agus glantar thú maille ríu, agus caith léo, ionnus go mbearrfaudís a gcinn: agus aithéonaidh gach uile dhuine, nach bhfuil éifeachd ann ar cuireadh ort; achd go siobhlann tú féin ag coimhéud an reachda. 
ACT.21.25	Achd a dtáobh ar chreid do na Cineadhachuibh, do sgríobhamairne 
ACT.21.26	Ann sin rig Pól na fir leis, agus ar na mhárach ar na ghlanadh maille ríu do chuáidh sé don teampoll ag foillsiúghadh choimhlíonta láetheadh an ghlanta sin, nó go dtúgtháoi ofráil ar son gach áonduine aca.
ACT.21.27	Agus tar éis na seachd lá sin do choimhlíonadh achd beag, do chunncadar na Iúdaighe ó Násia, eisean ann sa teampoll, agus do bhogadar an phobal úile, agus chuireadar lamha ann san, 
ACT.21.28	Ag éighmhe, Cóbhair, a chlanna Isráel: A sé so an fear, theaguisgeas an gach uile áir a naghuidh an phobuil, agus an reachda, agus na háitesi: agus tuilleadh eile fós tug sé Gréuguigh a steach don teampoll; agus do shaluigh sé a náit náomhthasa. 
ACT.21.29	(Oír do chunncadar Trophimus Ephesíanach na fhochuirsean na chathraigh, roimhe sin, noch do sháoileadar go dtug Pól chum an teampuil é.)
ACT.21.30	Uime sin do bhuáidhreadh an chathuir uile, agus do rith an pobal a gceann a chéile: agus ar mbreith air Phól dóibh, do thairngeadar amach as a teampoll é: agus ar an mball do híadhadh na doirsi. 
ACT.21.31	Agus an tan do bhreathnúigheadar a mharbhadh, táinic sgéula go hárdchaiptín an bhanna, go raibh Iarusalém uile ar na buáidhreadh. 
ACT.21.32	Agus ar an mball rug seisean saighdiúirighe agus caiptinighe leis, agus do rith sé chucasan: agus an tan do chunncadarsan an túachdarán agus na saighdiúiri, do sguireadar do ghabháil ar Phól. 
ACT.21.33	Ann sin ar ndruíd ris do núachdarán, rug sé air, agus daithin sé 
ACT.21.34	Agus do éigh cuid mar so, agus cuid mar súd, a measg an phobail: agus mar nár bhéidir leision deimhín sgéul dfagháil do bhrígh na buáidheartha, daithin sé eisean do bhréith don chaisléun. 
ACT.21.35	Agus tárla ar dteachd do Phól, chum an sdaighre, gur iomchradar na saighdiúirighe é air son foiréigin an phóbail. 
ACT.21.36	Oír do lean mórán don phobal é, ag éighmhe, Beir uáinn é.
ACT.21.37	Agus an tráth do bhí Pól dá bhréith a steach don chaisléun, a dubhairt sé ris a núachdarán, An ceadúigheach dhamh ní labhuirt riot? Agus a dubhairt seision, An labhrann tú Gréigis? 
ACT.21.38	An né nach tusa an Téigipteach, do thóg ceannairrce mhór roimhe so, agus do thréoruigh ceithre mhíle fear do luchd fionghoile leachd ar an bhfásach? 
ACT.21.39	Agus a dubhairt Pól, Gán amharus as Iúdaighe misi ó chathruigh ro oirdheirc Tharsus, na Cilícia, agus, guidhim thusa, fulaing dhamh labhuirt ris an bpóbal. 
ACT.21.40	Agus an tan tug sé cead dó, ar seasamh do Phól ar a sdaíghre, do sméid sé lé na láimh ar an bpobal. Ag íarraidh éisdeachda, agus ar ndéanamh cíuínis mhóir dhóibh, do labhuir sé sa teanguidh Eabhra ríu, ag rádh,
ACT.22.1	A Dhaoine, a bhráithreacha, agus a aithre, éisdigh a nois rém sháoradhsa dháoibh. 
ACT.22.2	(Agus an tan do chúaladar gur sa teanguidh Eabhra do labhair sé ríu, as móide do rinneadar cíuinus e: agus a dubhairt seision,)
ACT.22.3	As Iúdaighe 
ACT.22.4	Agus do bhí mé ag gérleanmhuin na sligheadhso gus an mbás, ag ceangal fhear agus ban agus dá dtarraing chum priosúin. 
ACT.22.5	Mar do ní uachdarán na sagurt fós fíadhnuisi dhamh, agus na sinnsir uile: ó fuáir mé litreacha mar an gcéudna chum na mbrathar, ré dul go Damascus, ar chor go dtiubhruínn leam ceanguilte go Híarusalém an mhuinntir do bhí ann sin, dfagháil piannuide. 
ACT.22.6	Agus tárla dhamh, ar mo thuras, ar rochdain damh go gar do Dhamascus timcheall mheadhóin láoi, gur dheallruigh solus mór ó neamh go hobann am thimcheall. 
ACT.22.7	Agus do thuit mé ar talamh; agus do chúaluidh mé gúth dá rádh rium, A Sháuil, a Sháuil, créd fá ngérleanann tú mé? 
ACT.22.8	Agus do fhreaguir misi, Cia thú féin, a Thighearna? Agus a dubhairt seisean rium, As misi Iósa Nasardha ar a bhfuil tusa ag gérleanmhuin. 
