GEN.1.1	NEL principio Iddio creò il cielo e la terra
EZR.8.8	e de' figliuoli di Sefatia, Zebadia, figliuolo di Micael, e con lui ottanta maschi; 
EZR.8.9	de' figliuoli di Ioab, Obadia, figliuolo di Iehiel, e con lui dugendiciotto maschi; 
EZR.8.10	e de' figliuoli di Selomit, il figliuolo di Iosifia, e con lui censessanta maschi; 
EZR.8.11	e de' figliuoli di Bebai, Zaccaria, figliuolo di Bebai, e con lui ventotto maschi; 
EZR.8.12	e de' figliuoli di Azgad, Iohanan, figliuolo di Catan, e con lui cendieci maschi; 
EZR.8.13	e de' figliuoli di Adonicam, gli ultimi, i cui nomi 
EZR.8.14	e de' figliuoli di Bigvai: Utai, e Zabbud, e con loro sessanta maschi.
EZR.8.15	Ed io li adunai presso del fiume, che corre in Ahava; e quivi stemmo accampati lo spazio di tre giorni. Ed avendo fatta la rassegna del popolo e de' sacerdoti, non vi trovai alcuno de' figliuoli di Levi. 
EZR.8.16	Perciò, mandai Eliezer, Ariel, Semaia, Elnatan, Iarib, Elnatan, Natan, Zaccaria, e Mesullam, 
EZR.8.17	e comandai loro 
EZR.8.18	Ed essi ci menarono, secondo che la mano dell'Iddio nostro 
EZR.8.19	ed Hasabia, e con lui, Isaia, d'infra i figliuoli di Merari, co' suoi fratelli, e i lor figliuoli, 
EZR.8.20	e de' Netinei, i quali Davide, ed i capi 
EZR.8.21	Ed io bandii quivi il digiuno
EZR.8.22	Perciocchè io mi vergognava
EZR.8.23	Così noi digiunammo, e facemmo richiesta all'Iddio nostro intorno a ciò, ed egli ci esaudì.
EZR.8.24	Allora io misi da parte dodici de' principali sacerdoti, con Serebia, Hasabia, e dieci de' lor fratelli. 
EZR.8.25	E pesai loro l'argento, e l'oro, ed i vasellamenti, 
EZR.8.26	Io adunque pesai loro in mano seicencinquanta talenti d'argento, e di vasellamenti di argento cento talenti, 
EZR.8.27	e venti coppe d'oro, 
EZR.8.28	Ed io dissi loro: Voi 
EZR.8.29	Guardate
EZR.8.30	I sacerdoti adunque ed i Leviti ricevettero quell'argento, e quell'oro, e quei vasellamenti, a peso, per portar 
EZR.8.31	E noi ci partimmo d'appresso al fiume di Ahava al duodecimo 
EZR.8.32	Ed arrivammo in Gerusalemme; e dopo che fummo quivi stati tre giorni, 
EZR.8.33	al quarto giorno fu pesato quell'argento, e quell'oro, e que' vasellamenti, nella Casa dell'Iddio nostro, nelle mani di Meremot, figliuolo di Uria sacerdote, col quale 
EZR.8.34	Tutto ciò 
EZR.8.35	E quelli ch'erano stati in cattività, ed erano ritornati, offersero per olocausto all'Iddio d'Israele, dodici giovenchi per tutto Israele, novantasei montoni, settantasette agnelli, 
EZR.8.36	Poi diedero i decreti del re
EZR.9.1	ORA, quando queste cose furono finite, i principali 
EZR.9.2	Perciocchè hanno prese delle lor figliuole per sè, e per li lor figliuoli
EZR.9.3	E quando io ebbi intesa questa cosa, io stracciai la mia vesta
EZR.9.4	Allora tutti quelli che tremavano alle parole dell'Iddio d'Israele si adunarono appresso di me, per lo misfatto di coloro ch'erano stati in cattività; ed io me ne stetti 
EZR.9.5	Ed al 
EZR.9.6	O Dio mio, io mi vergogno, e son confuso di alzare, o Dio mio, la faccia a te
EZR.9.7	Dal tempo de' nostri padri infino ad oggi, noi 
EZR.9.8	E pure ora, di subito quasi in un momento, ci è stata fatta grazie dall'Iddio nostro, per far che ci restasse alcun rimanente, e per darci un chiodo
EZR.9.9	Conciossiachè noi 
EZR.9.10	Ma ora, o Dio nostro, che diremo noi dopo queste cose? conciossiachè noi abbiamo lasciati i tuoi comandamenti, 
EZR.9.11	i quali tu desti per mano de' tuoi servitori profeti, dicendo: Il paese, nel quale voi entrate per possederlo, è un paese immondo per l'immondizia de' popoli di que' paese, nelle loro abbominazioni, delle quali l'hanno riempiuto, da un capo all'altro, con le lor contaminazioni. 
EZR.9.12	Ora dunque, non date le vostre figliuole a' lor figliuoli
EZR.9.13	Ora, dopo tutte le cose che ci son sopraggiunte per le nostre opere malvage, e per le nostre gran colpe (benchè, o Dio nostro, tu ti sii rattenuto disotto della nostra iniquità
EZR.9.14	torneremmo noi a rompere i tuoi comandamenti
EZR.9.15	Signore Iddio d'Israele, tu 
EZR.10.1	ORA, mentre Esdra faceva orazione, e confessione, piangendo, e prostrato davanti alla Casa di Dio
EZR.10.2	Allora Secania, figliuolo di Iehiel, dei figliuoli di Elam, parlò ad Esdra, e gli disse: Noi abbiam misfatto contro all'Iddio nostro, avendo menate donne straniere
EZR.10.3	Ora dunque, patteggiamo con l'Iddio nostro, che noi rimanderemo tutte queste donne, ed i 
EZR.10.4	Levati; perciocchè quest'affare ti appartiene, e noi 
EZR.10.5	Allora Esdra si levò, e fece giurare a' principali de' sacerdoti, de' Leviti, e di tutto Israele, che farebbero secondo quelle parole. Ed essi 
EZR.10.6	Poi Esdra si levò d'innanzi alla Casa di Dio, e andò nella camera di Giohanan, figliuolo di Eliasib; ed essendo entrato dentro, non mangiò pane, nè bevve acqua
EZR.10.7	Poi fecero andare un bando per Giuda e per Gerusalemme, che tutti quelli ch'erano stati in cattività si adunassero in Gerusalemme; 
EZR.10.8	e che chiunque non verrebbe infra tre giorni, secondo il consiglio preso da' principali e dagli Anziani, tutti i suoi beni sarebbero messi all'interdetto, ed egli sarebbe separato dalla raunanza di coloro ch'erano stati in cattività.
EZR.10.9	Così tutti gli uomini di Giuda e di Beniamino si adunarono in Gerusalemme infra il terzo giorno; e ciò 
EZR.10.10	Ed il sacerdote Esdra si levò e disse loro: Voi avete misfatto, avendo menate mogli straniere, per accrescer le colpe d'Israele. 
EZR.10.11	Ora dunque fate confessione al Signore Iddio de' vostri padri
EZR.10.12	E tutta la raunanza rispose, e disse ad alta voce: Noi siamo obbligati di fare come tu hai detto. 
EZR.10.13	Ma il popolo 
EZR.10.14	Ora trovinsi 
EZR.10.15	Or Gionatan, figliuolo di Asael, e Iahazia, figliuolo di Ticva, furono costituiti sopra questo affare; e Mesullam, e Sabbetai, Leviti, aiutarono loro. 
EZR.10.16	E quelli ch'erano stati in cattività fecero così. E il sacerdote Esdra, e i capi delle 
EZR.10.17	ed ebbero finito, con tutti quelli che aveano menate mogli straniere, infra il primo giorno del primo mese.
EZR.10.18	E fra i figliuoli de' sacerdoti, si trovarono questi che aveano menate moglie straniere, 
EZR.10.19	ed essi diedero la mano
EZR.10.20	e de' figliuoli d'Immer, Hanani, e Zebadia; 
EZR.10.21	e de' figliuoli di Harim, Maaseia, ed Elia, e Semaia, e Iehiel, ed Uzzia; 
EZR.10.22	e de' figliuoli di Pashur, Elioenai, Maaseia, Ismael, Natanael, Iozabad, ed Elasa.
EZR.10.23	E de' Leviti, Iozabad, Simi, e Chelaia (il quale 
EZR.10.24	E de' cantori, Eliasib.
EZR.10.24	E de' portinai, Sallum, e Telem, ed Uri.
EZR.10.25	E degl'Israeliti: de' figliuoli di Paros, Ramia, ed Izzia, e Malchia, e Miamin, ed Eleazaro, e Malchia, e Benaia; 
EZR.10.26	e de' figliuoli di Elam, Mattania, e Zaccaria, e Iehiel, ed Abdi, e Ieremot, ed Elia; 
EZR.10.27	e de' figliuoli di Zattu, Elioenai, ed Eliasib, e Mattania, e Ieremot, e Zabad, ed Aziza; 
EZR.10.28	e de' figliuoli di Bebai, Iohanan, Hanania, Zabbai, ed Atlai; 
EZR.10.29	e de' figliuoli di Bani, Mesullam, e Malluc, ed Adaia, e Iasub, e Seal, e Ramot; 
EZR.10.30	e de' figliuoli di Pahat-Moab, Adna, e Chelal, e Benaia, e Maaseia, e Mattania, e Besaleel, e Binnui, e Manasse; 
EZR.10.31	e 
EZR.10.32	Beniamino, Malluc, Semaria; 
EZR.10.33	de' figliuoli di Hasum, Mattenai, Mattatta, Zabad, Elifelet, Ieremai, Manasse, Simi; 
EZR.10.34	de' figliuoli di Bani, Maadai, Amram ed Uel, 
EZR.10.35	Benaia, Bedia, Cheluhu, 
EZR.10.36	Vania, Meremot, Eliasib, 
EZR.10.37	Mattania, Mettenai e Iaasai, 
EZR.10.38	Bani, Binnui, Simi, 
EZR.10.39	Selemia, Natan, Adaia, 
EZR.10.40	Machnadbai, Sasai, Sarai, 
EZR.10.41	Azreel, Selemia, Semaria, 
EZR.10.42	Sallum, Amaria, e Giuseppe; 
EZR.10.43	e de' figliuoli di Nebo, Ieiel, Mattitia, Zabad, Zebina, Iaddau, Ioel, e Benaia.
EZR.10.44	Tutti costoro aveano prese mogli straniere; ed 
NEH.1.1	IL libro di Neemia, figliuolo di Hacalia.
NEH.1.1	Egli avvenne l'anno ventesimo, al mese di Chisleu, che, essendo io in Susan, 
NEH.1.2	stanza reale, arrivò di Giudea Hanani, uno de' miei fratelli, con alcuni altri uomini di Giuda. Ed io domandai loro dei Giudei, ch'erano scampati, e rimasti della cattività; 
NEH.1.3	Ed essi mi dissero: Quelli che son rimasti della cattività 
NEH.1.4	E quando io ebbi intese quelle parole, io mi posi a sedere, e piansi, e feci cordoglio per 
NEH.1.5	e dissi:
NEH.1.5	Ahi! Signore Iddio del cielo, Dio grande e tremendo
NEH.1.6	deh! sia l'orecchia tua attenta, e 
NEH.1.7	Noi ci siamo del tutto corrotti inverso te, e non abbiamo osservati i comandamenti, gli statuti e le leggi, che tu desti a Mosè, tuo servitore
NEH.1.8	Deh! ricordati della parola che tu ordinasti a Mosè, tuo servitore, di dire: Voi commetterete misfatti, ed io vi dispergerò fra i popoli
NEH.1.9	Ma 
NEH.1.10	Ora, coloro 
NEH.1.11	Ahi! Signore; deh! sia l'orecchia tua attenta all'orazione del tuo servitore, ed all'orazione degli 
NEH.1.11	Or io era coppiere del re.
NEH.2.1	ED avvenne l'anno ventesimo del re Artaserse, nel mese di Nisan, che, 
NEH.2.2	E il re mi disse: Perchè 
NEH.2.3	e dissi al re: Possa il re vivere in perpetuo; come non sarebbe la mia faccia mesta, 
NEH.2.4	E il re mi disse: Che chiedi tu? Allora io pregai l'Iddio del cielo; 
NEH.2.5	e dissi al re: Se così piace al re, e se il tuo servitore ti è in grazia, mandami in Giudea, nella città dove sono le sepolture de' miei padri, acciocchè io la riedifichi. 
NEH.2.6	E il re mi disse, ed anche la 
NEH.2.7	Poi dissi al re: Se così piace al re, sienmi date lettere a' governatori di là dal fiume, acciocchè mi lascino passare, finchè io sia giunto in Giudea. 
NEH.2.8	Ed anche lettere ad Asaf, guardiano de' boschi del re, acciocchè mi dia legname per fabbricar le porte del palazzo della Casa 
NEH.2.9	Ed io me ne venni a' governatori di qua dal fiume, e diedi loro le lettere del re (or il re avea mandati meco capitani e cavalieri). 
NEH.2.10	Quando Samballat Horonita; e Tobia, servo Ammonita, ebbero udite 
NEH.2.11	Poi giunsi in Gerusalemme; ed essendovi stato tre giorni, 
NEH.2.12	mi levai di notte, con alcuni pochi uomini, e non dichiarai ad alcuno ciò che l'Iddio mio mi metteva in cuore di fare a Gerusalemme; e non 
NEH.2.13	Io adunque uscii di notte dalla porta della valle, e 
NEH.2.14	E 
NEH.2.15	E risalendo per lo torrente
NEH.2.16	Ora i magistrati non sapevano ove io fossi andato, nè ciò che io facessi; ed io fino allora non 
NEH.2.17	Allora io dissi loro: Voi vedete la miseria nella quale noi 
NEH.2.18	Ed io dichiarai loro come la mano dell'Iddio mio era buona sopra me; ed anche le parole del re, che egli mi avea dette. Ed essi dissero: Or mettiamoci ad edificare. Così presero animo a far bene.
NEH.2.19	Ma Samballat Horonita, e Tobia, servo Ammonita, e Ghesem Arabo, avendo udito 
NEH.2.20	Ed io risposi, e dissi loro: L'Iddio del cielo 
NEH.3.1	ED Eliasib, sommo sacerdote, e i suoi fratelli sacerdoti, si levarono su, ed edificarono la porta delle pecore; essi la santificarono, e posarono le sue porte; e la santificarono, fino alla torre di Cento, 
NEH.3.2	Ed allato a lui edificarono gli uomini di Gerico; e allato a loro edificò Zaccur, figliuolo d'Imri.
NEH.3.3	Ed i figliuoli di Senaa edificarono la porta de' pesci; essi le fecero i suoi palchi, e posarono le sue porte, i suoi serrami, e le sue sbarre. 
NEH.3.4	Ed allato a loro ristorò Meremot, figliuolo di Uria, figliuolo di Cos; ed allato a loro ristorò Mesullam, figliuolo di Berechia, figliuolo di Mesezabeel; ed allato a loro ristorò Sadoc, figliuolo di Baana. 
NEH.3.5	Ed allato a loro ristorarono i Tecoiti; ma i principali d'infra loro non sottomisero il collo al servigio del lor Signore
NEH.3.6	E Gioiada, figliuolo di Pasea, e Mesullam, figliuolo di Besodia, ristorarono la porta vecchia. Essi le fecero i suoi palchi, e posarono le sue porte, i suoi serrami, e le sue sbarre. 
NEH.3.7	Ed allato a loro ristorarono Melatia Gabaonita, e Iadon Merenotita, 
NEH.3.8	 allato ad esso ristorò Uzziel, figliuolo di Harhoia, con gli orafi; ed allato a lui ristorò Hanania, ch'
NEH.3.8	E Gerusalemme fu lasciata 
NEH.3.9	Ed allato a coloro ristorò Refaia, figliuolo di Hur, capitano della metà della contrada di Gerusalemme. 
NEH.3.10	Ed allato a loro, e dirimpetto alla sua casa, ristorò Iedaia, figliuolo di Harumaf; ed allato a lui ristorò Hattus, figliuolo di Hasabneia. 
NEH.3.11	Malchia, figliuolo di Harim, ed Hassub, figliuolo di Pahat-Moab, ristorarono un doppio spazio, ed anche la torre de' forni. 
NEH.3.12	Ed allato a loro ristorò Sallum, figliuolo di Lohes, capitano dell'
NEH.3.13	Ed Hannun, e gli abitanti di Zanoa ristorarono la porta della valle; essi la fabbricarono, e posarono le sue porte, i suoi serrami, e le sue sbarre; ed insieme mille cubiti del muro, fino alla porta del letame.
NEH.3.14	E Malchia, figliuolo di Recab, capitano della contrada di Bet-cherem, ristorò la porta del letame; egli la fabbricò, e pose le sue porte, i suoi serrami, e le sue sbarre.
NEH.3.15	E Sallum, figliuolo di Col-hoze, capitano della contrada di Mispa, ristorò la porta della fonte; egli la fabbricò, e la coperse, e posò le sue porte, i suoi serrami, e le sue sbarre; e insieme il muro dell'acquidotto di Sela
NEH.3.16	Dopo lui Neemia, figliuolo di Azbuc, capitano della metà della contrada di Betsur, ristorò fin dirimpetto alle sepolture di Davide, e fino allo stagno fatto 
NEH.3.17	Dopo lui ristorarono i Leviti, Rehum, figliuolo di Bani; 
NEH.3.18	Dopo lui ristorarono i lor fratelli, Bavvai, figliuolo di Henadad, capitano dell'
NEH.3.19	Ed allato a lui Ezer, figliuolo di Iesua, capitano di Mispa, ristorò un doppio spazio, dirimpetto alla salita dell'armeria del cantone.
NEH.3.20	Dopo lui Baruc, figliuolo di Zaccai, s'inanimò, e ristorò doppio spazio, dal cantone fino all'entrata della casa di Eliasib, sommo sacerdote. 
NEH.3.21	Dopo lui Meremot, figliuolo di Uria, figliuolo di Cos, ristorò altresì doppio spazio, dall'entrata della casa di Eliasib, fino all'estremità di essa. 
NEH.3.22	E dopo lui, ristorarono i sacerdoti che abitavano nella pianura. 
NEH.3.23	Dopo loro ristorarono Beniamino, ed Hassub, dirimpetto alla lor casa. Dopo loro, Azaria, figliuolo di Maaseia, figliuolo di Anania, ristorò presso alla sua casa. 
NEH.3.24	Dopo lui, Binnui, figliuolo di Henadad, ristorò doppio spazio, dalla casa di Azaria fino alla rivolta, e fino al canto.
NEH.3.25	Palal, figliuolo di Uzai, 
NEH.3.26	E i Netinei 
NEH.3.27	Dopo loro, i Tecoiti ristorarono doppio spazio, d'allato alla torre grande sporta in fuori, fino al muro di Ofel.
NEH.3.28	I sacerdoti ristorarono d'appresso alla porta de' cavalli, ciascuno dirincontro alla sua casa. 
NEH.3.29	Dopo loro, Sadoc, figliuolo d'Immer, ristorò dirincontro alla sua casa. E dopo lui, ristorò Semaia, figliuolo di Secania, guardiano della porta orientale. 
NEH.3.30	Dopo lui, Hanania, figliuolo di Selemia, ed Hanun, sesto figliuolo di Salaf, ristorarono doppio spazio. Dopo loro Mesullam, figliuolo di Berechia, ristorò dirincontro alle sue camere.
NEH.3.31	Dopo lui, Malchia, figliuolo di un orafo, ristorò fino alla casa de' Netinei, e de' mercantanti d'aromati, allato alla porta della carcere, e fino all'alta sala del cantone. 
NEH.3.32	E fra l'alta sala del cantone, e la porta delle pecore, ristorarono gli orafi, ed i mercantanti di aromati.
NEH.4.1	ORA, quando Samballat udì che noi edificavamo il muro, si adirò, e sdegnò grandemente
NEH.4.2	E disse in presenza de' suoi fratelli, e della gente di guerra di Samaria: Che fanno cotesti spossati Giudei? Lasceransi 
NEH.4.3	E Tobia Ammonita, 
NEH.4.4	Ascolta, o Dio nostro, come noi siamo in isprezzo
NEH.4.5	e non ricoprir la loro iniquità, e non sia il lor peccato cancellato dal tuo cospetto; perciocchè hanno fatto dispetto a quelli che edificavano, 
NEH.4.6	Noi adunque riedificammo il muro, e tutto il muro fu riparato delle sue rotture fino alla metà; e il popolo avea grande animo a lavorare.
NEH.4.7	Ma quando Samballat, e Tobia, e gli Arabi, e gli Ammoniti, e gli Asdodei, ebbero inteso che le mura di Gerusalemme si ristoravano, 
NEH.4.8	e tutti insieme congiurarono di venire a far guerra, a Gerusalemme, e di dare sturbo a Neemia.
NEH.4.9	Allora noi pregammo l'Iddio nostro
NEH.4.10	Ed i Giudei dissero: Quelli che portano i pesi sono stanchi, e 
NEH.4.11	 ch'essi non ne sappian nulla, e che non ci veggano, finchè non siamo entrati per mezzo loro; allora li uccideremo, e faremo cessar l'opera. 
NEH.4.12	Ma i Giudei che dimoravano fra loro, venendo 
NEH.4.13	Allora io disposi il popolo, secondo le 
NEH.4.14	E dopo ch'ebbi 
NEH.4.15	Ora, quando i nostri nemici ebbero inteso che 
NEH.4.16	E da quel dì innanzi, la metà de' miei fanti lavorava, e l'altra metà stava in armi, con lance, scudi, archi, e corazze; e i capi 
NEH.4.17	 coloro che fabbricavano il muro, e quelli che portavano i pesi, e quelli che 
NEH.4.18	Ed 
NEH.4.19	Ed io dissi agli uomini notabili, ed ai magistrati, ed al rimanente del popolo: Quest'opera 
NEH.4.20	Dovunque voi udirete il suon della tromba, adunatevi 
NEH.4.21	Così noi lavoravamo all'opera; e la metà della gente avea le lance in mano, dallo spuntar dell'alba fino all'apparir delle stelle. 
NEH.4.22	In quel tempo ancora io dissi al popolo: Ciascuno dimori la notte dentro a Gerusalemme, col suo servitore; e di notte servanci per la guardia, e di giorno per l'opera. 
NEH.4.23	Ed io, ed i miei fratelli, ed i miei servitori, e le guardie che mi seguitavano, non ispogliavamo i nostri vestimenti; ciascuno 
NEH.5.1	OR vi fu un gran grido del popolo, e delle lor mogli, contro a' Giudei lor fratelli
NEH.5.2	E vi erano di quelli che dicevano: I nostri figliuoli, e le nostre figliuole, 
NEH.5.3	Altri vi erano che dicevano: Noi impegnammo i nostri campi, e le nostre vigne, e le nostre case; 
NEH.5.4	Altri vi erano che dicevano: Noi abbiamo presi in prestanza, sopra i nostri campi, e sopra le nostre vigne, danari, per 
NEH.5.5	Ed ora, 
NEH.5.6	E quando io ebbi udito il grido loro e queste parole, io mi crucciai forte. 
NEH.5.7	Ed avendo preso consiglio fra me stesso, sgridai gli uomini notabili ed i magistrati, e dissi loro: Riscotete voi 
