GEN.1.1	起初，神创造诸天和大地。
MRK.5.4	他经常被脚镣和铁链捆起来，然而他总是挣断铁链、打碎脚镣。没有人能制伏他。 
MRK.5.5	不管黑夜白昼，他常常在墓地和山上喊叫，又用石头砍自己。
MRK.5.6	他远远地看见耶稣，就跑过去，向他下拜， 
MRK.5.7	大声喊叫说：“至高神的儿子耶稣，我与你有什么关系？我藉着神恳求你，不要折磨我！” 
MRK.5.8	这是因为耶稣对他说：
MRK.5.9	耶稣问他：
MRK.5.9	他回答说：“我名叫‘
MRK.5.10	他一再央求耶稣不要把它们赶出那个地方。
MRK.5.11	当时，那里有一大群猪正在附近的山上吃食。 
MRK.5.12	那些污灵
MRK.5.13	耶稣
MRK.5.14	那些放猪的人就逃跑了，去把这事传到城里城外。于是人们就来
MRK.5.15	他们来到耶稣那里，看见那曾经有鬼魔附身的，就是被‘
MRK.5.16	那些看见的人，把发生在有鬼魔附身的人身上和有关猪群的事，都告诉了大家。 
MRK.5.17	他们就开始央求耶稣离开他们的地区。
MRK.5.18	耶稣上船的时候，那曾被鬼魔附身的人恳求他，要与他在一起。 
MRK.5.19	耶稣没有答应，却对他说：
MRK.5.20	于是那个人离开了，开始在
MRK.5.21	耶稣又上船渡到对岸。有一大群人聚集到他那里，他就留在湖边。 
MRK.5.22	这时候，来了一个名叫
MRK.5.23	迫切地恳求他，说：“我的小女儿快要死了。求你来按手在她身上，好让她得救治，能活下去。”
MRK.5.24	耶稣就与他一起去，有一大群人跟随耶稣，并拥挤他。 
MRK.5.25	有一个妇人，患了十二年的血漏病。 
MRK.5.26	她在许多医生手里受了很多苦，花尽了她所有的一切，没有任何效果，反而倒变得更严重了。 
MRK.5.27	她听说了耶稣的事，就夹在人群中，从后面摸了一下耶稣的衣服， 
MRK.5.28	原来她想：“只要我摸到他的衣服，就会得救治。” 
MRK.5.29	立刻，她的血漏就止住了，她也感觉到身体从病痛中痊愈了。
MRK.5.30	耶稣自己里面立刻知道有能力从他而出，就在人群中转过身来，问：
MRK.5.31	他的门徒们对他说：“你看这群人拥挤着你，你还问‘谁摸了我’吗？”
MRK.5.32	可是耶稣环视周围，要知道是谁做了这事。 
MRK.5.33	那妇人知道发生在自己身上的事，就惧怕起来，战战兢兢地上前俯伏在耶稣面前，把真实情况全告诉了他。 
MRK.5.34	耶稣对她说：
MRK.5.35	耶稣还在说话的时候，有些人从会堂主管的家里来，对
MRK.5.36	耶稣却当做没听见他们所说的话，对会堂主管说
MRK.5.37	然后他除了
MRK.5.38	他们来到会堂主管的家里，耶稣看见一片混乱，有人哭泣，有人哀号。 
MRK.5.39	耶稣进去对他们说：
MRK.5.40	他们就讥笑耶稣。耶稣把他们都赶出去，只带着孩子的父母和一起来的人，进入孩子所在的地方
MRK.5.41	他握着孩子的手，对她说：
MRK.5.42	那女孩随即起来，开始走动。她那时十二岁。大家立刻目瞪口呆，大为惊讶。 
MRK.5.43	耶稣郑重地吩咐他们，不要让任何人知道这事，又吩咐给孩子吃东西。
MRK.6.1	耶稣离开那地方，来到自己的家乡，他的门徒们也跟着他。 
MRK.6.2	到了安息日，他开始在会堂里教导人。许多人听了就惊叹不已，说：“这个人从哪里得来这些呢？赐给这个人的到底是什么样的智慧？藉着他的手所行出来的到底是怎么样的神迹？ 
MRK.6.3	这不就是那木匠吗？不就是
MRK.6.4	耶稣对他们说：
MRK.6.5	所以，耶稣无法在那里行什么神迹，只是按手在几个病人身上，使他们痊愈。 
MRK.6.6	因为他们的不信，耶稣十分感慨。
MRK.6.6	于是，他就走遍各村庄四处教导人。 
MRK.6.7	耶稣召来十二使徒
MRK.6.8	并且吩咐他们说：
MRK.6.10	他又对他们说：
MRK.6.12	使徒们就出去宣讲道：人人都当悔改。 
MRK.6.13	他们驱赶了很多鬼魔，又用油来膏抹许多病人，使他们痊愈。
MRK.6.14	耶稣的名声被传扬出去，
MRK.6.15	也有些人说：“他是
MRK.6.16	但
MRK.6.17	原来，
MRK.6.18	而
MRK.6.19	所以
MRK.6.20	这是因为
MRK.6.21	可是时机来了。
MRK.6.22	的女儿
MRK.6.23	并且对她郑重地起誓：“你无论向我求什么，即使是我国家的一半，我也会给你！”
MRK.6.24	于是女孩出去问她母亲说：“我应该要什么呢？”
MRK.6.24	她母亲说：“要施洗者
MRK.6.25	女孩随即赶快进到王那里，要求说：“我愿王立即把施洗者
MRK.6.26	王就变得很忧愁，但因所起的誓，又因坐席的人，就不好拒绝她。 
MRK.6.27	于是王立刻派了刽子手，命令把
MRK.6.28	把他的头放在盘子上，端给女孩，女孩就把它交给了母亲。 
MRK.6.29	的门徒们听到了，就来把他的遗体领去，安放在坟墓里。
MRK.6.30	使徒们聚集到耶稣那里，把他们所做的和教导的一切告诉了他。 
MRK.6.31	耶稣对他们说：
MRK.6.32	于是他们悄悄地坐船出发，往一个荒僻的地方去。 
MRK.6.33	可是众人
MRK.6.34	耶稣下了船，看见一大群人，就对他们动了怜悯之心，因为他们像羊没有牧人那样。耶稣就开始教导他们很多事。
MRK.6.35	天已经晚了，他的门徒们来到耶稣面前，说：“这是个荒僻的地方，而且天已经晚了。 
MRK.6.36	请遣散大家，好让他们到周围的田舍和村庄去，为自己买些东西吃
MRK.6.37	但耶稣回答他们，说：
MRK.6.37	门徒们说：“要我们去买两百个银币
MRK.6.38	耶稣问他们：
MRK.6.38	他们察看后，就说：“有五个，还有两条鱼。”
MRK.6.39	耶稣吩咐他们，叫众人一组一组地坐在青草地上。 
MRK.6.40	众人就一群一群地坐了下来，有的一百人，有的五十人。 
MRK.6.41	耶稣拿起这五个饼和两条鱼，抬头望天，祝福了，然后把饼掰开，不断递给他的门徒们，让他们分给众人。他把两条鱼也分给大家。 
MRK.6.42	大家都吃了，并且吃饱了。 
MRK.6.43	他们把饼和鱼的碎块收拾起来，装满了十二个篮子。 
MRK.6.44	吃饼的人，男人就有五千。
MRK.6.45	耶稣随即催促他的门徒们上船，要他们先往对岸的
MRK.6.46	他告别了他们，就上山去祷告。 
MRK.6.47	到了晚上，船在湖
MRK.6.48	他看见门徒们由于逆风，划船非常艰苦。天快亮的时候
MRK.6.49	门徒们看见耶稣在湖面上行走，以为是幽灵，于是喊叫起来， 
MRK.6.50	因为他们都看见了他，就惊慌不安。耶稣立刻与他们讲话，对他们说：
MRK.6.51	接着，耶稣上了船和他们在一起。这时候风就停了。门徒们心里感到极其惊讶
MRK.6.52	因为他们不领悟分
MRK.6.53	他们渡过去，到
MRK.6.54	一下船，众人就认出了耶稣。 
MRK.6.55	人们跑遍那整个地区，听到耶稣在哪里，就把有病的人用垫子抬到哪里。 
MRK.6.56	无论耶稣进到哪里，或村庄、或城镇、或乡下，人们就把病人放在街市上，恳求耶稣只要让他们摸一下他的衣服穗子。凡是摸着的人，都得了救治。
MRK.7.1	有些
MRK.7.2	他们看见耶稣的一些门徒用不洁净的手，就是没有洗过的手吃饭
MRK.7.3	原来，
MRK.7.4	他们从街市上回来，如果不行洗净礼，也就不吃饭；他们还有很多其他的传统要拘守，例如洗杯子、瓶子、铜器，甚至床
MRK.7.5	于是，
MRK.7.6	耶稣对他们说：
MRK.7.9	耶稣又对他们说：
MRK.7.14	耶稣又
MRK.7.17	耶稣离开人群，一进了房子，他的门徒们就问他这比喻的意思。 
MRK.7.18	耶稣说：
MRK.7.19	耶稣这样就使一切食物都洁净。 
MRK.7.20	他接着说：
MRK.7.24	耶稣起身离开那地方到
MRK.7.25	有一个妇人，她的女儿有污灵附着。这妇人一听说耶稣的事，就赶来俯伏在他的脚前。 
MRK.7.26	这妇人是
MRK.7.27	耶稣对她说：
MRK.7.28	妇人回答说：“主啊
MRK.7.29	耶稣对她说：
MRK.7.30	妇人回到家，发现孩子
MRK.7.31	耶稣离开
MRK.7.32	有人把一个又聋又哑的人带到耶稣面前，恳求耶稣按手在他身上。 
MRK.7.33	耶稣把他从人群中单独带到一边去，用指头伸进他的耳朵，吐唾沫来抹他的舌头， 
MRK.7.34	然后望天嘘了一口气，对他说：
MRK.7.35	他的耳朵立刻开了，舌结也解了，说话也清楚了。 
MRK.7.36	耶稣吩咐他们不要告诉任何人。但是，他越是吩咐，他们越是大大传扬。
MRK.7.37	人们极其惊讶，说：“他所做的一切都好！他甚至使聋子听见，使哑巴说话。”
MRK.8.1	在那些日子里，又一次，有一大群人，他们没有什么东西吃。耶稣召来门徒们，对他们说： 
MRK.8.4	他的门徒们回答：“在这旷野，从哪里能得食物让这些人吃饱呢？”
MRK.8.5	耶稣问他们：
MRK.8.5	他们回答说：“七个。” 
MRK.8.6	耶稣就吩咐众人坐在地上，于是拿起这七个饼，祝谢以后，掰开，不断递给他的门徒们，让他们分发。门徒们就分给众人； 
MRK.8.7	他们还有几条小鱼，耶稣祝福了，就吩咐把它们也分给众人。 
MRK.8.8	他们吃了，并且吃饱了。然后，他们把剩下的碎块收拾起来，装满了
MRK.8.9	当时约有四千人
MRK.8.10	随即与他的门徒们一起上船，来到
MRK.8.11	有些
MRK.8.12	耶稣灵里深深地叹息，就说：
MRK.8.13	于是他就离开他们，又上船往对岸去。
MRK.8.14	门徒们忘了带饼，船上除了一个饼，再没有别的了。 
MRK.8.15	耶稣吩咐他们说：
MRK.8.16	门徒们因为没有饼，就彼此讨论。 
MRK.8.17	耶稣知道了，就问他们：
MRK.8.19	门徒们回答说：“十二个。”
MRK.8.20	门徒们回答说：“七个。”
MRK.8.21	耶稣对他们说：
MRK.8.22	他们来到
MRK.8.23	耶稣牵着瞎眼之人的手，领他到村子外面，吐唾沫在他的眼睛上，按手在他身上，问他：
MRK.8.24	他抬头一看，说：“我看见一些人！看起来好像树在走路！”
MRK.8.25	然后耶稣又按手在他的眼睛上，他就看得清清楚楚了。他痊愈了，就清楚地看见了一切。 
MRK.8.26	耶稣叫他回家，并说：
MRK.8.27	耶稣和他的门徒们往
MRK.8.28	他们回答他，说：“是施洗者
MRK.8.29	耶稣又问他们：
MRK.8.30	耶稣就告诫他们不要把有关他的事告诉任何人。
MRK.8.31	耶稣开始教导他们说：
MRK.8.32	耶稣公开地讲这些事，
MRK.8.33	但耶稣转过身，看了看他的门徒们，就斥责
MRK.8.34	于是，耶稣把众人和他的门徒们一起召来，对他们说：
MRK.9.1	耶稣又对他们说：
MRK.9.2	过了六天，耶稣只带着
MRK.9.3	他的衣服变得光亮耀眼，极其洁白
MRK.9.4	这时候，
MRK.9.6	其实
MRK.9.7	这时候，有一朵云彩出现笼罩他们，并且有声音从云中传来：
MRK.9.7	“这是我的爱子，
MRK.9.7	你们当听从他！”
MRK.9.8	于是门徒们环视周围，忽然间，再也看不到别的人，只有耶稣与他们在一起。
MRK.9.9	他们下山的时候，耶稣吩咐他们，在人子从死人中复活之前，不要把所看到的告诉任何人。 
MRK.9.10	他们牢记这话，互相谈论“从死人中复活”是什么意思。
MRK.9.11	他们问耶稣，说：“经文士们为什么说
MRK.9.12	耶稣告诉他们：
MRK.9.14	他们回到其他的门徒那里，看见一大群人围着他们，而且有几个经文士正在和他们辩论。 
MRK.9.15	众人一见耶稣，都大吃一惊，就跑过去欢迎他。 
MRK.9.16	耶稣问
MRK.9.17	人群中有一个人回答：“老师，我带了我的儿子到你这里。他有一个哑巴的邪灵附身。 
MRK.9.18	无论在哪里，只要邪灵抓住他，把他摔倒在地，他就口吐白沫，紧咬牙关，全身僵硬。我告诉你的门徒们，要他们驱赶那邪灵，可是他们不能。”
MRK.9.19	耶稣回答他们，说：
MRK.9.20	他们就把他带到耶稣面前来。邪灵一见耶稣，立刻使孩子剧烈地抽疯，倒在地上打滚，口吐白沫。 
MRK.9.21	耶稣问孩子的父亲：
MRK.9.21	他回答说：“从小就这样。 
MRK.9.22	邪灵经常把他扔进火里或水里，要害死他。但你如果能做什么，就求你怜悯我们，帮助我们！”
MRK.9.23	耶稣对他说：
MRK.9.24	那孩子的父亲立刻
MRK.9.25	耶稣看见众人都跑上来，就斥责那污灵，说：
MRK.9.26	邪灵喊叫一声，使孩子剧烈地抽疯，就出来了。孩子变得像死人那样，所以许多人说：“他死了。” 
MRK.9.27	但是，耶稣握着他的手，扶他起来，他就站起来了。
MRK.9.28	耶稣进了房子，他的门徒们就悄悄地问他：“我们为什么不能赶出那邪灵呢？”
MRK.9.29	耶稣对他们说：
MRK.9.30	他们离开那里，经过
MRK.9.31	那时，他教导自己的门徒们，对他们说：
MRK.9.32	可是门徒们不明白这话，又不敢问他。
MRK.9.33	他们来到了
MRK.9.34	门徒们却不做声，因为他们在路上彼此争论谁更大。 
MRK.9.35	耶稣坐下，叫十二使徒
MRK.9.36	耶稣找来一个小孩子，让他站在他们当中，又把他搂在怀中，对门徒们说： 
MRK.9.39	耶稣说：
MRK.10.1	后来，耶稣从那里起身，来到
MRK.10.2	有些
MRK.10.3	耶稣回答他们，说：
MRK.10.4	他们说：“
MRK.10.5	耶稣对他们说：
MRK.10.10	进了屋子，门徒们又向耶稣问起这件事。 
MRK.10.11	耶稣就说：
MRK.10.13	有些人把小孩子带到耶稣那里，好让耶稣摸他们一下。门徒们却责备那些人
MRK.10.14	耶稣看见了就很不满，对门徒们说：
MRK.10.16	于是，他把孩子们搂在怀中，按手在他们身上，祝福了他们。
MRK.10.17	耶稣刚出门上路，有一个人跑过去向他跪下，问他：“良善的老师，我该做什么才能继承永恒的生命呢？”
MRK.10.18	耶稣对他说：
MRK.10.20	那个人对耶稣说：“老师，这一切我从年少就遵守了。”
MRK.10.21	耶稣注视着他，就爱他，对他说：
MRK.10.22	那个人因这话，脸色就变得阴沉，忧忧愁愁地走开了，因为他有很多财产。
MRK.10.23	耶稣环视周围，对他的门徒们说：
MRK.10.24	门徒们因这些话，就惊讶不已。耶稣又对他们说：
MRK.10.26	门徒们越发惊讶，彼此说：“那么，谁能得救呢？”
MRK.10.27	耶稣注视着他们，说：
MRK.10.29	耶稣说：
MRK.10.32	在上
MRK.10.33	说：
MRK.10.35	这时候，
MRK.10.36	耶稣问他们：
MRK.10.37	他们说：“请准许我们在你的荣耀里，一个坐在你的右边，一个坐在你的
MRK.10.38	耶稣就说：
MRK.10.39	他们回答说：“我们能。”
MRK.10.39	耶稣就说：
MRK.10.41	其他十个使徒听了，就开始对
MRK.10.42	于是耶稣把他们召来，对他们说：
MRK.10.46	他们来到了
MRK.10.47	他一听说是
MRK.10.48	许多人责备他，叫他不要做声。可是他更加大声呼叫：“
MRK.10.49	耶稣就停住，说：
MRK.10.49	他们就叫那瞎眼的说：“鼓起勇气吧！起来，他叫你呢。” 
MRK.10.50	他就丢下外衣跳起来，来到耶稣面前。
MRK.10.51	耶稣问他说：
MRK.10.51	那瞎眼的说：“拉波尼
MRK.10.52	耶稣对他说：
MRK.11.1	当耶稣和门徒们临近
MRK.11.2	对他们说：
MRK.11.4	两个门徒去了，果然发现一头驴驹拴在岔路口一个门外，他们就解开驴驹。 
MRK.11.5	站在那里的一些人问：“你们解开驴驹做什么呢？” 
