GEN.1.1	Yan laputu ey lintun Apu Dios hu kabunyan niya puyek. 
EXO.8.8	Et paeyag etan ni patul di Moses nan Aaron et kantuy “Pandasal kayun 
EXO.8.9	Kan Moses ey “Getud mu hu aggew et idasalan dakeyun emin idan opisyal mu niyadda tuum, ma-lat meendidda eya tukak et ebuh di Wangwang e Nile ni panha-adan da.”
EXO.8.10	Kan etan ni patul ey “Yan kabbuhhan.” Et kan Moses ey “Dammutu hedin humman hu pinhed mu ma-lat pengamtaam e endi hu edum ni dios ni henin 
EXO.8.11	Endiddalli law eya tukak ni kamenuddukul ni hi-gayuddan opisyal mu niyadda tuum et ebuh alid Wangwang e Nile ni wada tukak.”
EXO.8.12	Et hi-yanen di Moses nan Aaron etan patul et mandasal hi Moses nan 
EXO.8.13	Dingngel 
EXO.8.14	Et pan-amungen idan iEgypt e pinenuppu-ul dadda. Entanni et nabwel ida etan tukak ey nemahhig ni kamanhemmuy etan bebley. 
EXO.8.15	Nem yan nenang-angan etan ni patul e endidda law hu tukak ey kahing mewan et eleg tudda u-unnudad Moses nan Aaron e humman dedan la inhel 
EXO.8.16	Kan mewan 
EXO.8.17	Et iheplat nan Aaron hu hulkud tu ey nangkapya hu dep-ul ni imuk. Et nemahhig e daka keammuammungidda tuu niyadda animal. Dakel ni peteg hu imuk anin di attun bebley di Egypt. 
EXO.8.18	Impatna-et damaddan magician ni pambalin hu dep-ul ni imuk, nem eleg da han-ipahding.
EXO.8.19	Et kanda etan ni patul ey “Hi Apu Dios hu nengipahding ni nunya.” Nem nanengtun kahing etan patul e humman dedan la inhel 
EXO.8.20	Kan mewan 
EXO.8.21	Nem hedin kahing ka, kastiguen dakeyu e peelli tu dakel ni allahhing et keam-amungan dakeyulli, anin idallin opisyal mu niyadda tuum. Ey nemahhig e mepnuddalli baballey yu. Ey anin attu lawwan yu et dakel alin peteg hu allahhing e endilli gessinen yu.
EXO.8.22	Nem endilli ngu allahhing di Goshen e nambebleyan idan tuuk. Huyya pehding ku e 
EXO.8.23	Hi-gak ey amtak hu tuuk niya amtak tuum. Et huyyan miracle ey ippahding kun kabbuhhan.’”
EXO.8.24	Et mewa-wa ey nemahhig hu kapanligligasiddan tuud emin ni bebley di Egypt tep impaelin 
EXO.8.25	Et paeyag mewan etan ni patul di Moses nan Aaron et kantuy “Lakkayuy et yu iappitan hu Dios yu, nem yadya e bebley mi hu pengippahdingan yu.” 
EXO.8.26	Nem hinumang nan Moses e kantuy “Eleg mabalin ni yadya hu pan-appitan mi tep anggebe-hel ni peteg idan tuum hu keklengen min i-appit min 
EXO.8.27	Mahapul ni u-unnuden mi hu kan ni 
EXO.8.28	Kan nunman ni patul ey “Anin i-abulut dakeyun an man-appit ni 
EXO.8.29	Hinumang Moses et kantuy “Yan lawwan mi ey mandasallak nan 
EXO.8.30	Et ebuhe hi-yanen di Moses etan patul et mandasal nan 
EXO.8.31	Dingngel 
EXO.8.32	Nem ngimmehay mewan etan patul et eleg tudda mewan i-abulut ni umlaw.
EXO.9.1	Kan mewan 
EXO.9.2	Hedin kahing ka et eleg mu mewan i-abulut idan umlaw, 
EXO.9.3	kastiguen daka e peellik hu pistin animal ma-lat mangkatey ida kebayyu yu, kamel yu, baka yu, kalneroh yu niya gelding yu. 
EXO.9.4	Nem endillin hekey hu mettey ni animal idan helag Israel, tep immatunan ku hu animal yun iEgypt et humman ida petteyen ku. 
EXO.9.5	Et hi-gak e 
EXO.9.6	Ey tu-wangu e yan newa-waan tu ey impahding 
EXO.9.7	Immitu-dak etan patul ni an mammahmah ni meippanggep ni animal idan helag Israel, ey kanday makulug numan ni endi netey ni animal da. Nem nanengtun kahing etan patul et eleg tudda palaw.
EXO.9.8	Kan 
EXO.9.9	Ya etan dep-ul ey um-ehbuk et meihhinnap alid emin di Egypt et mangkepelhaan idallin emin hu tuu niyadda animal.”
EXO.9.10	Et ida umlan dep-ul et lumaw idad kad-an etan ni patul et petu-ug nan Moses ni inhebwag. Entanniy nangkepelhaan tu-wangu emin hu tuud Egypt anin idan animal da. 
EXO.9.11	Et endi law hu mabalin ni ippahding etan ni magician, tep anin ni hi-gada et yadda edum dan iEgypt ey nangkepelhaan ida dama. 
EXO.9.12	Nem mina-man nan 
EXO.9.13	Kan 
EXO.9.14	Tep hedin kahing ka et eleg mudda pellaw, ey beken ni ebuh ida opisyal mu et yadda tuum ni kastiguen ku, nem anin ni hi-gam ma-lat pengamtaan mu e endi edum ni dios ni henin hi-gak eyad puyek. 
EXO.9.15	Tep gullat na-mun impaelik hu nemahhig ni degeh et nanna-ud ni netey kayun emin. 
EXO.9.16	Nem ninemnem ku dedan e eleg dakeyu petteya ma-lat ang-angen yu et-eteng ni kabaelan ku, ey ma-lat mandingngel hu ngadan tud emin ni tuud kebebbebley. 
EXO.9.17	Nem ay ingganah ni nunya ey nanengtun manghay ka e eleg mu i-abulut ni umlaw ida tuuk. 
EXO.9.18	Et humman hu yan kabbuhhan ni henin nunyan olas, ey peellik hu nemahhig ni dallallu e endin hekey hu henin nunman neipalpu eman ni nambalin huyyan bebley. 
EXO.9.19	Et humman hu iolden muddan tuum ma-lat ihidum dadda animal da niya hipaddan wadan hi-gayu. Tep hedin peellik hu dallalu ey mettey emin tuu niya animal ni eleg maihidum.’”
EXO.9.20	Yadda edum ni opisyal etan ni patul ey simmakut ida etan ni inhel tu et dadda pan-ihidum hu bega-en da et yadda animal da. 
EXO.9.21	Nem yadda edum ey kahing idan inhel 
EXO.9.22	Kan 
EXO.9.23	Indengdeng nan Moses hulkud tud kabunyan ey impaeli tu-wangun 
EXO.9.24	Nemahhig hu dallallu niya kedyam e anggetakkut ni peteg. Ey endi henin nunman di Egypt neipalpun nekapyaan nunman ni bebley. 
EXO.9.25	Et mangkebahbah ida neitnem ey nangketey ida tuu niyadda animal ni nangka-gahan ni dallallu. 
EXO.9.26	Ebuh di Goshen e nambebleyan idan helag Israel ni endi na-gah diman ni dallallu.
EXO.9.27	Impaeyag etan ni patul di Moses nan Aaron et kantun hi-gaday “Nakka ebbuluta e nambahullak. Neiptek hi 
EXO.9.28	Pandasal kan 
EXO.9.29+EXO.9.30	Kan Moses ni hi-gatuy “Anin ni hannitan hu ehel mu ey amtak metlaing e hi-gam niyadda opisyal mu ey eleg kayu umtakut nan 
EXO.9.31+EXO.9.32	Yadda neitnem ni kandan flax niya barley e ngannganih ni me-teng ey nangkebahbah. Nem eleg mebahbah hu intanem dan wheat niya spelt tep eleg ida ni pay tummel.
EXO.9.33	Limmaw hi Moses di a-allaw etan ni bebley et ita-gey tu ngamay tu et mandasal nan 
EXO.9.34	Nem nesiked ida humman ey nanliwat mewan etan patul niyadda opisyal tu tep kahing ida mewan. 
EXO.9.35	Immamnu hu inhel 
EXO.10.1	Kan 
EXO.10.2	Et e-ehhelen yuddallin u-ungnga yu niya inap-apu yun edum ni aggew hu meippanggep idan nunyan impahding kun miracle ni nengastiguk idan eyan iEgypt. Et amtaen yun emin e hi-gak hu 
EXO.10.3	Et lumaw di Moses nan Aaron et kanda etan ni patul ey “Kan etan ni 
EXO.10.4+EXO.10.5	Hedin nanengtun manghay ka et eleg mu i-abulut ida tuuk ni umlaw ey peellik ni kabbuhhan eyad bebley yu hu dakel ni dudun. Nemahhig e napnapan dallin emin hu puyek et endin hekey hu meang-ang ni puyek. Et kennen dallin emin hu intanem ni natdaan ni eleg bahbahen ni dallallu, anin idan keyew. 
EXO.10.6	Mepnu baley mu, ya baley idan opisyal mu niya baley idan tuum. Huyyan mekapya ey nemahhig e anin ida lan a-ammed yu ey endi da inang-ang ni henin nunya neipalpun laputun nambebleyan dadya.’” Inhel Moses huyya et hi-yanen tu etan patul.
EXO.10.7	Yadda etan opisyal ey ida nanlilih etan ni patul da e kanday “Nekele, pigantu pengissikedan eyan tuun um-enidwat ni panligligatan tayu? Iebulut mudda eya helag Israel et lumaw idan an menadayaw ni 
EXO.10.8	Et paeyag etan ni patul di Moses nan Aaron et kantun hi-gaday “Dammutun i-abulut dakeyun umlaw et yu dayawen hu 
EXO.10.9	Kan Moses ey “Mahapul ni umlaw kamin emin, anin idan u-ungnga mi, yadda nangkea-amma, yadda nangkei-inna niyadda animal mi ey peki-la min emin tep mahapul ni mampiyestah kami et manhahamul kamin menaydayaw ni 
EXO.10.10	Kan etan ni patul ey “Isapatah kud ngadan 
EXO.10.11	Ebuh hu lalakkin i-abulut kun umlaw ni an menaydayaw etan ni 
EXO.10.12	Kan 
EXO.10.13	Et ildeng nan Moses hu hulkud tud Egypt et paelin 
EXO.10.14	Nemahhig e nenapnapan emin hu bebley di Egypt ni dudun. Endi la hanneyan ni kedakkel ni dudun di Egypt ey endilli hanneyan ni meippahding diman. 
EXO.10.15	Immepadda ey andeket hu kameang-ang. Kinan dan emin hu neitnem ni sindaan ni dallallu et endin hekey hu natdaan anin idan lameh ni keyew. Et emin di Egypt ey endin hekey hu kameang-ang ni bulung winu lameh ni neitnem.
EXO.10.16	Et pagegannun etan ni patul ni impaeyag di Moses nan Aaron et kantun hi-gaday “Nakka ebbuluta e nanliwat tak nan 
EXO.10.17	Et humman hu pesinsahi yuwak anhan et mandasal kayu etan ni 
EXO.10.18	Et hi-yanen nan Moses etan patul et mandasal nan 
EXO.10.19	Ey dingngel 
EXO.10.20	Nem impambalin 
EXO.10.21	Kan mewan 
EXO.10.22	Inta-gey Moses hu ngamay tu ey na-ngetan emin hu bebley di Egypt ni tellun aggew. 
EXO.10.23	Et yadda iEgypt ey eleg da han-ang-ang hu anin hipa et eleg ida man-u-ukkat di baley dan tellun aggew. Nem yadda helag Israel ey kawwalwal ngu dedan di nambebleyan da.
EXO.10.24	Impaeyag mewan etan ni patul hi Moses et kantun hi-gatuy “Lakkayuy et yu dayawen hu 
EXO.10.25	Ey kan Moses ey “Eleg mabalin hu hanniman tep mahapul ni i-appitan mi hu 
EXO.10.26	Et humman hu mahapul ni peki-la min emin hu animal mi. Eleg man ahan mabalin ni yadya hu pampillian min animal ni i-appit min hi-gatu tep mahapul ni umdateng kamidman et han mi amtaa hu pillien min i-appit min hi-gatu.”
EXO.10.27	Nem impambalin mewan 
EXO.10.28	Kan etan ni patul nan Moses ey “A-allaw kadya! Entan ali law pampeang-ang ni hi-gak tep petteyen daka hedin!” 
EXO.10.29	Kan Moses ey “Hi-gam apu patul hu meu-unnud. Eggak ali law mampeang-ang ni hi-gam.”
EXO.11.1	Kan dedan lan 
EXO.11.2	Et ya pehding mu ey ehel muddan tuum et mambagaddan sinakdul yun iEgypt ni gamgam ni balituk niya silber.” 
EXO.11.3	Yan nunman ey impambalin 
EXO.11.4	Et kan pay Moses etan ni patul ey “Kan etan ni 
EXO.11.5	et emin hu pengulwan ni u-ungnga yun laki ey mettey. Meippalpun u-ungngam, e hi-gatu-et hu meihhayned ni hi-gam ni man-ap-apu, et ingganah ni pengulwan ni u-ungngaddan kebabahan ni bega-en mu et yadda nemangulun impah ni animal yu ey mettey ida. 
EXO.11.6	Medngel ali hu nangih ni endi tu neiingngehan tep endi neipahding ni henin nunyan nunman la ey endilli law henin nunyan meippahding. 
EXO.11.7	Nem yadda helag Israel ey melinggep idalli tep endi meippahding ni hi-gada, anin idan animal da. Ey anin idan ahhu da et endi an umgunggung. Yan nunman ali pengamtaan yu e nambaklang hu kapengibbillang 
EXO.11.8	Ey emin idalli opisyal mu ey um-aliddan manyu-ung ni mampehemmehemmek ni hi-gak ma-lat ipenguluk ida tuuk et hi-yanen mi eya Egypt. Ey makulug ni umlaw kami.” Inhel Moses humman et umhep e nemahhig bunget tu.
EXO.11.9	Kan dedan lan 
EXO.11.10	Et humman hu, anin impahding di Moses nan Aaron ida emin huyyan miracle di hinanggan etan ni patul, ey eleg tu i-ebulut ni umlaw ida etan helag Israel tep impambalin 
EXO.12.1	Entanni ey kan mewan 
EXO.12.2	“Huyyan bulan hu memengngulun bulan ni hantoon. 
EXO.12.3	Ehel yuddan edum yun helag Israel ma-lat yallin meikkeppulun aggew ni nunyan bulan ey wada hakkey ni pamilyah ey umpilin impah ni kalneroh ni ihhideda e hanhakkey di hakey ni pamilyah. 
EXO.12.4	Hedin wada pamilyah ni eleg da han-epuh etan hakey ni kalneroh, mabalin ni mekiggedwa hu sinakdul da tep meippuun di kadinakkel etan ni pamilyah niya um-ustuh ni kennen. 
EXO.12.5	Mahapul ni ya kayyaggud ni hantoon tun kalneroh winu gelding hu pillien yu. 
EXO.12.6	Mahapul ni paka-ippaptek yudda huyyan animal ingganah ni mahmahdem ni meikkeppulut epat ni aggew. Et emin kayun helag Israel ey keklengen yun kehillengan tun nunman ni aggew. 
EXO.12.7	Da-nihi yun kuheyaw hu nambina-hil ni pamedingan niya etan ta-pew ni habyen ni emin ni baballey yun pengikkannan yu. 
EXO.12.8	Itangtang yudda etan detag ey ihideyud sinapay ni eleg ma-duman ni kamampelbag, ey hidai yun mapeit ni kameitnem. 
EXO.12.9	Entan tu ekan ni meatta winu entan tu panhina-eng, nem itangtang yu e anin ni ya ulu tu, ya heli tu, ya puhu tu, ya altey tu niya egeh tu. 
EXO.12.10	Mahapul ni kennen yun emin ni mahmahdem ey endi tetdaan yu. Nem hedin wada metdaan man, giheb yu. 
EXO.12.11	Heninnuy pay hu pehding yu, pambalwasi kayun heni wada lawwan yu niya pampatut kayu ey ala yu hulkud yu. Ey papuut yu ekan tep melebbah nunyan hileng hu anghel kud baballey yu.
EXO.12.12	Yan nunman alin hileng ey hinnapen kun emin hu bebley di Egypt et petteyen kuddan emin hu lakin pengulwan ni u-ungngaddan iEgypt niyadda nemangulun impah ni animal da. Ey bahbahen kun emin hu dios dan daka deyyawa, ma-lat pengamtaan da e hi-gak ni ebuh hu 
EXO.12.13	Ya etan kuheyaw ni idda-ni yud pamedingan yu hu pengimmatunan kun baballey yu et labhan ku ma-lat endi mettey ni hi-gayun ellian kun pemetteyan kuddan pengulwan ni u-ungngaddan iEgypt. 
EXO.12.14	Mahapul ni pehding yudda eya inhel kun ippahding yu e mampiyestah kayu ma-lat penginemneman yun hi-gak e 
EXO.12.15	Pitun aggew hu eleg yu pengngannin sinapay ni neha-adan ni kamampelbag. Ey yan memengngulun aggew ey mahapul ni e-kalen yudda emin hu kamampelbag ni sinapay di baballey yu. Tep hedin wadan hi-gayu hu mengngan ni sinapay ni neha-adan ni kamampelbag ni sinapay ni nunman ni pitun aggew ey eggak ibbilang ni tuuk. 
EXO.12.16	Yan lapun aggew et yan meikkeppitun aggew ey meemmung kayu et mandayaw kayun hi-gak. Et endi an mangngunnun nunman idan aggew. Yan ebuh hu mabalin ni ingngunu yu ey ya mengiddaddan ni kennen yun pampiyestahan yu.
EXO.12.17	Mahapul ni pehding yu huyyan elaw tep yan nunyan aggew hu nengipa-kalan kun hi-gayud Egypt. Ey pannananeng yun ippahding huyyan Piyestah ni Sinapay e eleg meha-adan ni kamampelbag. 
EXO.12.18	Meippalpun mahmahdem ni meikkeppulut epat ni aggew ingganah ni mahmahdem ni meikkadwam pulut hakey ni aggew ni nunman ni nemangulun bulan ey eleg kayu mengngan ni sinapay ni neha-adan ni kamampelbag. 
EXO.12.19+EXO.12.20	Ey pitun aggew ni endi umkan ni sinapay ni neha-adan ni kamampelbag niya endi an meihha-ad ni kamampelbag di kabeley ni nunman idan aggew. Mahapul ni emin kayu, helag Israel winu beken, ey u-unnuden yu huyya tep ya etan mengehhing et eleg tu u-unnuda ey eggak law ibbilang ni tuuk.”
EXO.12.21	Et paeyag ida Moses emin aap-apun helag Israel et kantun hi-gaday “Kayu pilin impah ni kalneroh ni keklengen yun hemmulen ni pamilyah yun pampiyestahan yun Passover e humman la Nelabahan ni Anghel Apu Dios. 
EXO.12.22	Niya betek kayun hissop ni itta-mel yu etan di kuheyaw ni kinleng yu et da-nihan yu nambina-hil ni pamedingan niya ta-pew ni habyen ni baley yu. Ey endin hi-gayu um-ehep ingganah ni mewa-wa. 
EXO.12.23	Tep hedin um-alilli hi 
EXO.12.24	Hi-gayu niyaddalli helag yu ey mahapul ni ippahding yudda huyyan katootoon ma-lat eleg matelak huyyan elaw. 
EXO.12.25	Et hedin umdateng kayu etan di lawwan yun puyek ni impakulug 
EXO.12.26	Hedin mahmahan idan u-ungnga yu e kele mahapul ni pehding yu huyya 
EXO.12.27	ey kanyun ihhumang yuy ‘Huyya piyestah ni penaydayaw min 
EXO.12.27	Dingngel idan helag Israel humman ey nandukkun ida et dayawen da hi 
EXO.12.28	Et u-unnuden da hu inhel di Moses nan Aaron e humman intugun 
EXO.12.29	Yan nunman ni gawan hileng ey pintey 
EXO.12.30	Yan nunman ni hileng, ey bimmangun etan patul, yadda opisyal tu niyadda emin hu iEgypt ey kanengih ida tep emin di kabeley ey wada netey.
EXO.12.31	Et yan nunman ni hileng ey impaeyag etan ni patul di Moses nan Aaron et kantun hi-gaday “Lakkayuy et yudda ipengulu edum yun helag Israel, et manglaw kayu. Hi-yan yu eya bebley mi ma-lat yu dayawen etan 
EXO.12.32	Pampeki-la yudda kalneroh yu niyadda edum ni animal yu, nem idasali yuwak anhan ma-lat wada dama hu panyaggudak.”
EXO.12.33	Kapandegdegaddan iEgypt etan ida helag Israel e kanday “Papuut yu et manglaw kayun emin. Endilli maptek ey mettey kamin emin hedin eleg kayu um-a-allaw di deya!” 
EXO.12.34	Et panlibutan idan helag Israel hu pinelut dan alinah ni kapyaen dan sinapay ni eleg meha-adan ni mampelbag et libutan dan luput et pampahnen da. 
EXO.12.35+EXO.12.36	Et manglaw ida e impeki-la da kinedangyan idan iEgypt tep nambaga idan hi-gadan hubeng, yadda silber niyadda balwasi e inu-unnud da inhel lan Moses ni pehding da. Nan-idwat idan iEgypt huyyan imbageda tep impambalin 
EXO.12.37	Immegah ida helag Israel di Rameses et mandaddallan idan limmaw di Sukkot. Ya bilang dan emin ni neni-yan ni Egypt ey enem ni gatut hu libu nem eleg ida maibilang hu u-ungnga niyadda bibi-i. 
EXO.12.38	Ey dakel hu kalneroh da, gelding da niya baka dan impeki-la da. Dakel ida dama edum ni tuun beken ni helag Israel ni nekilaw ni hi-gada. 
EXO.12.39	Hedin nanha-ad ida, kinapya dan sinapay etan itabin dan alinah ni eleg meha-adan ni kamampelbag, tep hinaggadud hu immegahan da, et endi tsimpuh dan nengidaddan ni kennen da.
EXO.12.40+EXO.12.41	Ya bilang ni toon ni nekibebleyan idan helag Israel di Egypt neipalpu eman ni linawwan dadman ingganah ni nunyan peni-yanan da ey epat ni gatut et telumpulun toon. 
EXO.12.42	Yadda helag Israel ey mahapul ni katootoon ey i-appit dan 
EXO.12.43	Entanni ey immehel mewan hi 
EXO.12.44	Nem dammutun mekikkan ida himbut yun gintang yu, hedin nekugit ida. 
EXO.12.45	Eleg mebellin ni mekikkan ida nekibebley ni hi-gayun nalpud edum ni bebley niyadda yuka pangngunnun kametangdani. 
EXO.12.46	Ey mahapul ni kennen yun emin humman ni kalneroh etan di bawang ni baballey yu. Entan tu i-hep ey ang-ang yu et endi an megiplung ni genit nunman ni keklengen yu. 
EXO.12.47	Emin kayun helag Israel ey mahapul ni ippahding yu huyyan piyestah. 
EXO.12.48	Nem eleg mabalin ni mekikkan hu tuun eleg makugit. Ey hedin wadadda nalpud edum ni bebley ni nekibebley ni hi-gayu et pinhed dan meki-dum ni pengippahdingan yun nuntan ni penginemnemneman yun nelabahan ni anghel ku, dammutu. Nem mahapul ni mekuggit idan emin hu lalakkid pamilyah da anin idan lalakkin kamekihha-ad ni hi-gada ma-lat heniddan hi-gayun helag Israel et han mabalin ni meki-dum ida. 
EXO.12.49	Emin kayun helag Israel et yadda etan tuun nekibebley ni hi-gayu ey mahapul ni u-unnuden yudda huyyan meu-unnud ni pengippahdingan ni Piyestah ni Passover.”
EXO.12.50	Emin ida helag Israel ey inu-unnud da hu tugun 
EXO.12.51	Et ipengulun 
EXO.13.1	Kan mewan 
EXO.13.2	“Emin hu pengulwan ni u-ungnga yun laki niya nemangulun impah ni animal yu ey ieng-eng yun hi-gak. Tep bagik emin hu pengulwan 
EXO.13.3	Kan Moses idan edum tun helag Israel ey “Nemnemnem tayun ingganah huyyan aggew ni neni-yanan tayun Egypt et meliblih itsud neihbutan tayu gapuh ni et-eteng ni kabaelan 
EXO.13.4+EXO.13.5	Yan nunyan memengngulun bulan ni Abib ey hini-yan tayu Egypt et lumaw itsu etan di bebley ni impakulug 
EXO.13.6+EXO.13.7	Et yan dettengan yudman ni kakkayyaggud ni bebley ey ang-ang yu et eleg yu kanen hu sinapay ni neha-adan ni kamampelbag niya mahapul ni endi kamampelbag ni sinapay di baballey yu et yad bebley yu ni memengngulun pitun aggew ni memengngulun bulan. Et yan meikkeppitun aggew ey mampiyestah kayu e manhahamul kayun penaydayaw yun 
EXO.13.8	Et hedin ippahding yulli huyyan piyestah ni katootoon ey ehel yuddallin u-ungnga yu e mukun wada huyyan piyestah ey tep huyya penginemnemneman tayun impahding 
EXO.13.9	Huyyan piyestah ey heni malkad ngamay winu tuktuk yun mengippenemnem ni hi-gatsun ingganah idan tugun 
EXO.13.10	Et humman hu ippahding yulli huyyan piyestah di nagtud ni aggew ni katootoon.
EXO.13.11	Yallin nunman alin dettengan yu etan di bebley ni impakulug 
EXO.13.12	ey mahapul ni ieng-eng yun 
EXO.13.13	Nem humman idan pengulwan ni lakin u-ungnga yun ieng-eng yun 
EXO.13.14	Ey hedin ibbagaddallin u-ungnga yun edum ni aggew hu gaputun yuka pengippahdingin nunya, kan yulli ey ‘Mukun mika ippahding huyya ey tep gapuh ni et-eteng ni kabaelan 
EXO.13.15	e kinastigu tu etan patul et pateyen tu pengulwan ni u-ungnga tu, yadda pengulwan ni u-ungngaddan tutu-u tu niyadda nemangulun impah ni animal da tep manghay et eleg dakemi i-abulut ni me-kal diman. Et humman hu, mahapul ni iddawat tayuddan 
EXO.13.16	Huyyan pehding tayu ey heni malkad ngamay winu tuktuk tayu et penginemnemneman tayun ingganah ni nangkalan 
EXO.13.17+EXO.13.18	Yan nengiebulutan etan ni patul ni hi-yanen idan helag Israel hu Egypt ey beken etan di keltad ni mampellaw di Pilistia hu impangulun Apu Dios ni dinlan da ey humman et hu neihnup. Et ya impangulu tu ey ya etan di eleg mebebleyi e mampellaw etan di Madlang ni Baybay nem nelikaw humman ni dinlan da. Tep kan 
EXO.13.19	Yan neni-yanan di Moses ni Egypt ey neki-la tu genit Joseph tep inhel lan Joseph idan edum tun helag Israel e kantuy “Baddangan dakeyullin 
EXO.13.20	Hini-yan idan helag Israel hu Sukkot et dumteng idad Etham di gilig etan ni eleg mebebleyi et mangkampuddadman. 
EXO.13.21+EXO.13.22	Ya impahding 
EXO.14.1	Entanni ey kan mewan 
EXO.14.2	“Ehel muddan edum mun helag Israel et mambangngad kayu etan di neihnup di Pi Hahirot e nambattanan ni Migdol et ya Madlang ni Baybay, et mangkampu kayu etan di demang ni Baal Sepon. 
EXO.14.3	Et penghel etan ni patul ni Egypt ey nehama kayu niya nehukum kayu tep wada kayud nambattanan ni eleg mebebleyi et ya baybay, 
EXO.14.4	et pedugen dakeyu tep pambalin ku mewan ni manghay. Implanuh ku huyya ma-lat usalen ku etan patul niyadda sindalu tun pengippeang-angan kun et-eteng ni dayaw ku, et pengamtaan idan iEgypt e hi-gak hu 
