MAT.1.1	Ba ledre gɨ ro bulúndu bulúndu Kɨ́résịto
MRK.4.32	Abú kúfú kágá née nɨ nzéré kenée ndotó, togụ́ ꞌdịyị́nɨ́ go yáká ụtụ go yá, zɨ́a ngbóró rómoné do ngíti géyị éyị́ ga bɨ yáká ore ní mbá. Nɨ rásá tụ́ꞌdụ́, zɨ́ solụ́ e ndị́sị ụ́bụ́ ꞌbe ꞌbɨ eyé komoa.”
MRK.4.33	Yésụ ndịsị kóo ꞌdódo ledre zɨ́ ꞌyị e sɨmɨ muruwayi. Mengị kenée gɨ do bɨ zɨ́ye ówoꞌdíꞌbi ini ledre gɨ sɨmɨyé. 
MRK.4.34	Kacɨ́ kadra e mbá, togụ́ Yésụ nɨ go ndị́sị ꞌdódo ledre yá, zɨ́a ndị́sịné ꞌdódo ngíti géyị ledre e sɨmɨ muruwayi. Sɨmɨ bɨ lurú go tɨ́ lá céré yée kɨ́ ꞌyị lódụ́ kacɨ́ne e ní, zɨ́a ị́nyịné úkuógụ ledre gɨ sɨmɨ muruwayi ga gére née mbá zɨ́ye.
MRK.4.35	Nda kɨ́ tagá a née ní, zɨ́ Yésụ úku ledre zɨ́ ꞌyị lódụ́ kacɨ́ne e kɨ́dí, “ꞌDogụzé aka bi mu sága gɨ ꞌdí keṛị́.” 
MRK.4.36	Zɨ́ye ị́nyịyé ótoómo tụ́ꞌdụ́ ꞌyị ga bɨ yokonɨ́ royé née ore, zɨ́ ꞌyị lódụ́ kacɨ́ga ékị́lódụ́ kacɨ́ a sɨmɨ owụ́ kuṛúngba bɨ gáa ndịsị sɨmɨ a ní, zɨ́ ngíti géyị ꞌyị e ékị́ ꞌbɨ eyé sɨmɨ ngíti géyị kuṛúngba e yóó, zɨ́ye ndéréókpóye. 
MRK.4.37	Zɨ́ mongụ́ síli ógụné kpịkpịkpịkpị, zɨ́a ndị́sịné ílíógụ iní sɨmɨ kuṛúngba bɨ Yésụ nɨ sɨmɨ a ní, gbuwa gbuwa gbuwa, ngítí kuṛúngba nda kɨ́ ꞌdúcu go cúkuꞌdée.
MRK.4.38	Yésụ, nɨ mɨꞌdúꞌduné, kɨ́ doné gá do éyị́ ꞌdága. Zɨ́ ꞌyị lódụ́ kacɨ́ga ga ba ị́nyịyé úru wo, kɨ́dí, “Áko, ꞌYị ꞌdódo ledre, sómụ́ eyị́ ledre umbu bɨ azé go úyu a, ba wá?”
MRK.4.39	Zɨ́a ị́nyịógụné, úku ledre zɨ́ síli kpá kɨ́ kụ́ṛụ́mụ iní kɨ́dí, “Ídí tóro tí.” Zɨ́ síli tóroné tí, zɨ́ mongụ́ gboṛụ bi bɨ gáa ba ídíne sií.
MRK.4.40	Zɨ́ Yésụ óyó komoné úku ledre zɨ́ ꞌyị lódụ́ kacɨ́ne ga gére née kɨ́dí, “Áyi, érésé ngịrị gɨ zɨ́ ꞌdi? Ṇgúṇgusé aka esé ledremá fú lá wá?”
MRK.4.41	Zɨ́ ngịrị ledre bɨ Yésụ mengị née ólụ́ne royé gbála, zɨ́ye tónóye úku ledre dengbị́ye kɨ́dí, “Bɨ káa lárá ꞌyị ꞌdi, bɨ síli kɨ́ kụ́ṛụ́mụ iní uwúnɨ́ ledre ené gba ye ní?”
MRK.5.1	Zɨ́ Yésụ kɨ́ ꞌyị lódụ́ kacɨ́ne e go ꞌdógụ bi ndéréógụyé sɨmɨ gara bɨ Gerésa ní. 
MRK.5.2	Sɨmɨ bɨ Yésụ nɨ go ndítíógụ gɨ sɨmɨ kuṛúngba ní, zɨ́ ngíti oꞌdo kɨ́ dokéké sɨmɨné ólụ́ógụné gɨ dongará bi e zɨ́a. 
MRK.5.3	Oꞌdo máa née, ambá bi ndị́sị ené nda yị́ ené kóo sị́ bi e íri. ꞌYị bɨ nɨ útúásá ódó wo abú kpá gba cụ́ kɨ́ káꞌdá késị́ ní ndaá. 
MRK.5.4	Odó andánɨ́ kóo sịndị́a kɨ́ sị́lị́a go mɨódó ándá kɨ́ káꞌdá késị́ ndịsị ꞌdécị yée gɨ roné fú lá mɨꞌdécị, gɨ zɨ́a, cóngó roa ofụ kóo go. ꞌYị bɨ zɨ́a útúásáne gba gɨ ro ꞌdíꞌbingéṛị wo ní ndaá kpá wá. 
MRK.5.5	Kɨ́ꞌdí bɨ nɨ go dongará bi máa ga gére née íri, togụ́ kɨ́ kadra togụ́ kɨ́ ndụlụ yá, zɨ́a ndị́sị gbúrógbóne ꞌdága kpá ndị́sị kɨ́ óṇgo roné kɨ́ tutú e.
MRK.5.6	Sɨmɨ bɨ oꞌdo née lúrúndíki Yésụ gɨ gbála ní, geré zɨ́a ngásáógụné zɨ́a íri, zɨ́a útúne gbrị do ngúṛú sịndị́ne bi kóꞌdụ́ Yésụ. 
MRK.5.7	Zɨ́a gbúrógbóne ꞌdága kɨ́dí, “Yésụ, yị́ị Owụ́ ꞌbɨ Lomo bɨ komo ere ní, éyị́ bɨ íli gɨ zɨ́ma ní ꞌdi? Ídí lólóbụ́ zɨ́ma do komo Lomo kɨ́dí, ógụ eyị́ ba gɨ ro méngị bɨsinyí ledre kɨ́ma wá.”
MRK.5.8	Oꞌdo née uku ledre kenée gɨ zɨ́a bɨ Yésụ úku ledre zɨ́ dokéké née kɨ́dí, “Ólụ́ógụ gɨ sɨmɨ oꞌdo née mu.”
MRK.5.9	Zɨ́ Yésụ ndúꞌyú wo kɨ́dí, “Ịrịyị́ náambi?”
MRK.5.9	Zɨ́a úkulúgu ledre zɨ́ Yésụ kɨ́dí, “Ịrịmá Owụ́tụ́ꞌdụ́, gɨ zɨ́a bɨ, azé tụ́ꞌdụ́ ní.” 
MRK.5.10	Zɨ́a ndị́sịné dódó roné ro Yésụ kɨ́ngaya kɨ́dí, “Ndá lágaóyó zée gɨ ore wá.”
MRK.5.11	Tụ́ꞌdụ́ mụkụ́ṛụ́ e nɨyí kóo gbóo ore, ndịsịnɨ́ ánu éyị́ dogboṛụ landa. 
MRK.5.12	Zɨ́ dokéké ga gére née dódó royé zɨ́ Yésụ kɨ́dí, “Kása zée ndéré ndị́sị sɨmɨ mụkụ́ṛụ́ ga bɨ ꞌdáa ba.” 
MRK.5.13	Zɨ́ Yésụ íꞌbí mɨsiꞌdi zɨ́ dokéké e ólụ́ógụyé gɨ sɨmɨ oꞌdo née, zɨ́ye ndéré ólụ́ye sɨmɨ mụkụ́ṛụ́ e. Zɨ́ tụ́ꞌdụ́ mụkụ́ṛụ́ ga gére née éyị́ ꞌbɨ álifu gbre, ị́nyịyé rụ ndụ́ṛụ́ꞌbụ́ye gɨ do gboṛụ landa, ndéré útúye mbá sɨmɨ mongụ́ mɨkavu do úyuyé mbá.
MRK.5.14	Zɨ́ ꞌyị ꞌbáꞌbá mụkụ́ṛụ́ ga gére née ị́nyịyé ngásáye úku ꞌdódo ledre bɨ mengị roné née sɨmɨ gara, kpá kɨ́ ngíti géyị bi ga bɨ gbóo gbóo ore ní mbá. Zɨ́ ꞌyị e ógụyé mbá lúrú ledre bɨ mengị roné née. 
MRK.5.15	Sɨmɨ bɨ ogụnɨ́ zɨ́ Yésụ ní, zɨ́ye ndíki oꞌdo bɨ Yésụ lagaogụ dokéké e gɨ sɨmɨ a ba kɨ́ ndị́sị bɨlámáne kɨ́ bongó roné. Zɨ́ ngịrị méngị ꞌyị ga gére née kɨ́ngaya.
MRK.5.16	ꞌYị ga bɨ lurúnɨ́ ledre bɨ méngị roné zɨ́ oꞌdo née, kpá kɨ́ wo bɨ zɨ́ mụkụ́ṛụ́ e ní, zɨ́ye ndị́sịyé úku a zɨ́ lafúye e. 
MRK.5.17	Zɨ́ ꞌyị máa ga gére née ndị́sị dódó royé ro Yésụ, idí mu ólụ́ógụ gɨ sɨmɨ káṇgá eyé gɨ ore ꞌdáꞌba.
MRK.5.18	Sɨmɨ bɨ Yésụ ékị́ go sɨmɨ kuṛúngba ní, zɨ́ oꞌdo bɨ dokéké e olụ́ogụnɨ́ gɨ sɨmɨ a ní dódó roné ro Yésụ yée idínɨ́ ndéré kéne. 
MRK.5.19	Yésụ ṇguṇgu ené zɨ́ye ndéréye kéne wá, tɨ́ lá zɨ́a úku ledre zɨ́a kɨ́dí, “Ndáꞌba aka ꞌbe zɨ́ ꞌyị eyị́ e, zɨ́yị lị́kpị́ bɨlámá ledre bɨ Ngére Lomo mengị zɨ́yị kɨ́ bɨlámá mɨmbéꞌdené ní zɨ́ye.” 
MRK.5.20	Zɨ́ oꞌdo née ị́nyịné ndéréne kɨ́ úku ꞌdódo ledre bɨ Yésụ mengị zɨ́a née zɨ́ ꞌyị e sɨmɨ káṇgá bɨ Dikapolị́sị kɨ́ tụ́ꞌdụ́ gara ga bɨ ore sokó ní mbá. Zɨ́ tara ꞌyị ga bɨ kóo ore ní ị́drị́ne mbá mɨị́drị́.
MRK.5.21	Zɨ́ Yésụ ékị́lúgu roné sɨmɨ kuṛúngba zɨ́a ꞌdógụ bi sága gɨ ꞌdí kéṛị́, zɨ́ tụ́ꞌdụ́ ꞌyị e kpá ị́nyịyé yóko royé gbaá cigí a do gbúṛóngó mɨkavu Galiláya íri.
MRK.5.22	Zɨ́ ngúru mongụ́ ꞌyị ꞌbɨ ꞌDị́cị́ Kótrụro kɨ́ ịrịné Yáyiro ógụné íri. Sɨmɨ bɨ lurúndiki Yésụ ní, zɨ́a ógụ ndị́sịné ndoo sị́ sịndị́ Yésụ, 
MRK.5.23	ṇgúṇgú roné kɨ́ngaya kɨ́dí, “Áko, mongụ́ ꞌyị, nyị́ma nɨ kɨ́ ndíyá zaá oꞌbụóꞌbụ ógụ aka ndéré óto sị́lị́yị roa, gɨ ro zɨ́ ndíyá máa née ụ́kụ́ne gɨ roa zɨ́a ídíne trịdrị.” 
MRK.5.24	Zɨ́ Yésụ ị́nyịyé ndéréye kɨ́ oꞌdo née.
MRK.5.24	Zɨ́ tụ́ꞌdụ́ ꞌyị e útúye rụụ do kacɨ́ye, mɨsiꞌdi eye lolụ kóo zɨ́ye wá, ndịsịnɨ́ nda ndéré kɨ́ ị́trị́ royé mɨị́trị́.
MRK.5.25	Ngíti kára nɨ kóo dongará ꞌyị ga gére née kɨ́rɨ́ née kɨ́ ndíyá káꞌdá ꞌbɨ kará e roné, sɨmɨbi doa kɨ́e go sokó doa gbre. 
MRK.5.26	Gamá zɨ́ tụ́ꞌdụ́ dokotóro e go má, zɨ́ késị́ ụ́kụ́ne gɨ zɨ́a mɨụ́kụ́, tɨ́ lá ndíyá tatá nda yị́ ené roa ꞌdáꞌdá. 
MRK.5.27	Sɨmɨ bɨ kára née uwú ledre Yésụ ní, geré zɨ́a ndéréne gɨ ꞌdí sogo a gɨ dongará tụ́ꞌdụ́ ꞌyị ga gére née óto sị́lị́ne ro bongó bɨ ro Yésụ ní. 
MRK.5.28	Zɨ́a somụ́ ledre kɨ́dí, “Togụ́ máóto sị́lị́ma lá ro bongó ené yá, ndíyá ba nɨ ụ́kụ́ gɨ romá.” 
MRK.5.29	Sɨmɨ bɨ mengị kenée ní, geré zɨ́ ndíyá née ụ́kụ́ne gɨ roa. Zɨ́a ówo a kɨ́dí sɨmɨ sanáne eme go.
MRK.5.30	Zɨ́ Yésụ kpá ówo a kɨ́dí rokoꞌbụ bɨ sɨmɨné ní mengị moko go. Zɨ́a lúrú bi ꞌdí sogoné, zɨ́a ndúnduꞌyú kɨ́dí, “Ambí oto sị́lị́ne ro bongó amá ne?”
MRK.5.31	Zɨ́ ꞌyị lódụ́ kacɨ́ga úku ledre zɨ́a kɨ́dí, “Mongụ́ ꞌyị, ‘Lúrú aka lá tụ́ꞌdụ́ ꞌyị ga bɨ gbaá cigíyị ba, áyí ówo ꞌyị bɨ oto sị́lị́ne royị́ ní káa be ꞌdi?’ ”
MRK.5.32	Abú ndotó, Yésụ nɨ kpá fú ndị́sị lúrú bi kere gɨ ro ówo ꞌyị bɨ oto sị́lị́ne roné ní. 
MRK.5.33	Zɨ́ kára née owo ledre bɨ mengị roné zɨ́ne ní, zɨ́a ógụné kɨ́ mbéꞌbé gɨ zɨ́ ngịrị útúne sị́ sịndị́ Yésụ, do úku ledre e gɨ do biné zɨ́ Yésụ. 
MRK.5.34	Zɨ́ Yésụ úkulúgu ledre zɨ́a kɨ́dí, “Owụ́ ꞌbɨ amáa, ndíyá ụkụ́ go gɨ royị́, gɨ zɨ́a bɨ ṇgúṇgu ledremá ní. Ndéré mu bɨlámáne ꞌdóꞌdó lolụ wá.”
MRK.5.35	Sɨmɨ bɨ Yésụ nɨ aka ndị́sị ódro ní, zɨ́ ngíti géyị ꞌyị e ógụyé gɨ ꞌbe ꞌbɨ Yáyiro, zɨ́ye úku ledre zɨ́ Yáyiro kɨ́dí, “Mongụ́ ꞌyị, nyị́yị otoomo ꞌdówụ́ go. Ndá lolụ ꞌdóꞌdo mongụ́ ꞌyị née wá.”
MRK.5.36	Ledre née ata ené kóo kacɨ́ komo Yésụ wá, zɨ́a ị́nyịné úku ledre zɨ́ Yáyiro kɨ́dí, “Lomo royị́ ndaá úyu wá, ídí lá ṇgúṇgu ledremá.”
MRK.5.37	Yésụ ili ené zɨ́ tụ́ꞌdụ́ ꞌyị e lódụ́ née wá, lá dụụ́ Pétero e kɨ́ Yakóbo e kɨ́ lúnduné Yiwáni e. 
MRK.5.38	Nɨyí ógụ bɨ ꞌbe ꞌbɨ Yáyiro íri ní, tụ́ꞌdụ́ ꞌyị e nɨyí go íni ini kɨ́ mbụ́mbụ́dụ́. 
MRK.5.39	Zɨ́ Yésụ ị́nyịné ólụ́ne ꞌdị́cị́ ini, zɨ́a úku ledre zɨ́ ꞌyị ga bɨ íri née kɨ́dí, “Ndásé íni ini wá, owụ́ née uyu ené wá, ꞌduꞌdu yị́ ené née lá mɨꞌdúꞌdu.” 
MRK.5.40	Zɨ́ ꞌyị ga bɨ ꞌdị́cị́ íri née útúye coo kúgú wo mɨkúgú.
MRK.5.40	Gɨ do kacɨ́ bɨ uku ledre zɨ́ye ólụ́ógụyé sága ní, zɨ́a ꞌdíꞌbi ꞌbụmɨowụ́ kɨ́ mbágáa nda kɨ́ ꞌyị lódụ́ kacɨ́ga ga bɨ nɨyí kéye ní do ólụ́ókpóye sɨmɨ ngíti sɨmɨ ꞌdị́cị́ bɨ otonɨ́ umbu owụ́ née sɨmɨ a ní. 
MRK.5.41	Zɨ́ Yésụ ꞌdíꞌbi sị́lị́ owụ́ née do úku ledre zɨ́a kɨ́ tara Aráma kɨ́dí, “Talíta kụ́mụ” kɨ́dí, “Nyị́ma, ị́nyịógụ mu ꞌdága” 
MRK.5.42	Geré zɨ́ owụ́kára née úrúne, zɨ́a ị́nyịógụné ꞌdága ndị́sị gámáne. Zɨ́ tara ꞌbụa kɨ́ mbágáa kɨ́ ꞌyị lódụ́ kacɨ́ Yésụ ị́drị́ne mbá mɨị́drị́. 
MRK.5.43	Zɨ́ Yésụ úku ledre oꞌbụóbụ zɨ́ ꞌbụa kɨ́ mbágáa kɨ́dí ꞌyị e ndanɨ́ aka ówo ledre bɨ mengị roné née wá. Zɨ́a kpá úku ledre zɨ́ye idínɨ́ íꞌbí éyị́ mɨánu zɨ́a ánu a.
MRK.6.1	Gɨ do kacɨ́ ledre née ní, zɨ́ Yésụ e ị́nyịyé kɨ́ ꞌyị lódụ́ kacɨ́ne e gɨ ore ndáꞌbalúgu royé sɨmɨ Nazeréta, owụ́ gara bɨ Yésụ ngboró sɨmɨ a ní. 
MRK.6.2	Sɨmɨ ngíti Sị́lị́ ꞌbɨ ꞌDówụ́ro zɨ́ Yésụ ndị́sịné ꞌdódo ledre zɨ́ tụ́ꞌdụ́ ꞌyị e sɨmɨ ꞌDị́cị́ Kótrụro. Zɨ́ tara ꞌyị e ị́drị́ne mbá mɨị́drị́ kɨ́ úwú ledre ga bɨ ndịsị úku yée ní.
MRK.6.2	Zɨ́ye ndị́sịyé úku ledre kɨ́dí, “Oꞌdo ba ndiki mongụ́ ówo ledre bɨ ꞌdényé káa ba gɨ ꞌda? Ambí ꞌdodo ledre ga gére née zɨ́a ne? Sara aka lá rokoꞌbụ bɨ ndịsị méngị mɨngburoko ledre ga gére née kɨ́e née, ndiki gɨ ꞌda?” 
MRK.6.3	Zɨ́ ngíti géyị ꞌyị e úku ledre kɨ́dí, “Née ndaá ꞌyị yéme éyị́ e gɨ sɨmɨ kágá ba wá? Bɨ nɨ owụ́ ꞌbɨ Maríya bɨ lúnduga nɨyí Yakóbo, Yoséfa, Yụ́da kɨ́ Simúna e ní wá? Lémịga ndịsịnɨ́ ndị́sị fú kɨ́ze ona” Zɨ́ye lúrúcáyi wo do ásiyé kɨ́ ṇgúṇgu ledre ené. 
MRK.6.4	Yésụ ya zɨ́ye ní, “ꞌYị lóṇgó e ndịsịnɨ́ óto úndru nébị ye. Togụ́ nda ꞌbe yá, sụmụga otonɨ́ eyé úndrua wá.”
MRK.6.5	Gɨ zɨ́a bɨ tụ́ꞌdụ́ye ṇguṇgunɨ́ ledre ené wá ní, mengị ené ledre ga bɨ kɨ́ rokoꞌbụyé ní ore wá, ꞌdiꞌbioyó ndíyá lá gɨ ro ngíti géyị ꞌyị e. 
MRK.6.6	Zɨ́a kóo ndị́sịné sómụ́lóꞌbó ledre bɨ ꞌyị ga gére née ṇguṇgunɨ́ ledrené, gɨ zɨ́a wá ní.
MRK.6.6	Zɨ́ Yésụ ị́nyịyé ndéréye sɨmɨ owụ́ gara ga bɨ gbóo gbóo ore ní, kɨ́ ꞌdódo ledre zɨ́ ꞌyị e.
MRK.6.7	Nda sɨmɨ ngíti sị́lị́, zɨ́a ndóloyóko ꞌyịmɨkása ené ga bɨ sokó doa gbre (12) ní, zɨ́a íꞌbí rokoꞌbụ zɨ́ye ídíye do dokéké e, zɨ́a kása yée gbre gbre.
MRK.6.8	Zɨ́a úku ledre zɨ́ye kɨ́dí, “Sɨmɨ mɨndérése, ídísé ꞌdíꞌbi lá dụụ́ ngbángbá. Ndásé ꞌdíꞌbi kombo e, ambata e, kɨ́ késị́ wá. 
MRK.6.9	Wará bɨ sịndị́se ní asá go, ndásé ꞌdíꞌbiṛóngó bongó wá.
MRK.6.10	“Togụ́ ógụsé go sɨmɨ ngíti gara, ídísé ndị́sị sɨmɨ ꞌbe bɨ ꞌdiꞌbinɨ́ sée go sɨmɨ a sɨmɨ sụmụ ní ásé nda fú ókpó gɨ ore. 
MRK.6.11	ꞌBe máa wo bɨ ꞌdiꞌbinɨ́ sée sɨmɨ a sɨmɨ sụmụ wá, uwúnɨ́ ledre esé kpá sɨmɨ a wá ní yá, ídísé ụ́ꞌbụ́ ꞌbụrụ gɨ ro sịndị́se cịkị ore sɨmɨ bɨ ásé go ndéréókpó ní gɨ ro zɨ́a ꞌdódo a kɨ́dí, asinɨ́ go gɨ romá.”
MRK.6.12	Zɨ́ye ndéréókpóye, ndị́sị úku ledre zɨ́ ꞌyị e, idínɨ́ óyólóꞌbó mɨmbéꞌdeyé. 
MRK.6.13	Zɨ́ye lágaóyó dokéké e gɨ sɨmɨ tụ́ꞌdụ́ ꞌyị e, zɨ́ye sụ́sụꞌbụ́ ro tụ́ꞌdụ́ ꞌyị ndíyá e, zɨ́ ndíyá eyé ụ́kụ́ne.
MRK.6.14	Zɨ́ ngére Eróde
MRK.6.15	Ngíti géyị ꞌyị e ya, Yésụ nɨ, “Nébị Ilíya kóna ní.” Ngíti géyị ya, “Nɨ ngúru nébị gɨ dongará nébị ga bɨ kóo ꞌdesị́ ní.”
MRK.6.16	Sɨmɨ bɨ Eróde uwú ledre ga bɨ ꞌyị e ndịsịnɨ́ úku yée gɨ ro Yésụ kenée ní, zɨ́a úku ꞌbɨ ené kɨ́dí, “Zɨ́ Yiwáni kóo máúfu wo ní, úrúne née go tɨ́ ne maꞌdíi?”
MRK.6.17	Eróde ꞌdiꞌbi kóo Erodíya meꞌbe lúnduné Phị́lịpo. Zɨ́ Yiwáni úku ledre kɨ́dí ndaá bɨlámáne zɨ́a méngị kéyị kenée wá. Zɨ́a ꞌdíꞌbi Yiwáni óto wo sɨmɨ sị́gịnị. 
MRK.6.18	Yiwáni ya kɨ́dí, “Ndaá mɨútúásáne zɨ́yị ꞌdíꞌbióyó kára gɨ zɨ́ lúnduyị́
MRK.6.19	Gɨ zɨ́ kéyị née ní, kémbị́ ꞌbú Yiwáni ndaá kóo do Erodíya wá. Zɨ́a kóo óto ledre sɨmɨné kɨ́dí, née nɨ úfu Yiwáni ꞌbúó. 
MRK.6.20	Eróde ndịsị kóo éré kɨ́ úfu Yiwáni kpá ngịrị, gɨ zɨ́a owo bú kɨ́dí, Yiwáni luyú ené ledre wá. Zɨ́a úku ledre zɨ́ ꞌyị ꞌbɨ sị́gịnị e idínɨ́ lúrú bi kacɨ́ a. Abú ledre bɨ Yiwáni ndịsị kóo úku a ní ndịsị ꞌdóꞌdo sómụ́ ledre ené yá ili kóo kpá fú ndị́sị úwú yata ledre e gɨ zɨ́ Yiwáni.
MRK.6.21	Zɨ́ mɨsiꞌdi líkpíne zɨ́ kára née Erodíya, gɨ ro úfu Yiwáni. Eróde mengị ayímbi ꞌbɨ sị́lị́ bɨ kóo aránɨ́ née sɨmɨ a ní. Zɨ́a ndóloógụ mɨngburoko ꞌyị ené e kpá kɨ́ mɨngburoko manda ga bɨ ꞌbɨ asikíri e
MRK.6.22	Zɨ́ nyị́ Erodíya ólụ́ne ndị́sị léꞌbé keꞌbị, zɨ́ rokinyi méngị Eróde e kɨ́ ꞌyị ga bɨ kóo ndịsịnɨ́ ánu éyị́ kéye ní mbá.
MRK.6.22	Zɨ́ Ngére ị́nyịné úku ledre zɨ́ owụ́ née kɨ́dí, “Éyị́ bɨ íli zɨ́ma íꞌbí a zɨ́yị ní ꞌdi? Mááyí íꞌbí a zɨ́yị.” 
MRK.6.23	Zɨ́a ị́nyịné lólóbụ́ zɨ́ owụ́ née kɨ́dí, “Tɨ́ lá éyị́ bɨ íli wo ní mááyí íꞌbí a zɨ́yị, abú yana káṇgá bɨ mááyí ngére sɨmɨ a ba.”
MRK.6.24	Zɨ́ owụ́ née ngásáne ndúꞌyú mbágáne kɨ́dí, “Máídí úku ledre ꞌdi?”
MRK.6.24	Mbágáa ya zɨ́a ní, “Idínɨ́ íꞌbíógụ kúṛógbó do Yiwáni ꞌyị bábátị́zị́ ꞌyị e zɨ́yị.”
MRK.6.25	Zɨ́ owụ́ née geré ị́nyịné ngásándáꞌbané úku ledre zɨ́ ngére kɨ́dí, “Máíli idínɨ́ íꞌbíógụ kúṛógbó do Yiwáni Babatị́za zɨ́ma do éyị́ ona.”
MRK.6.26	Zɨ́ bi sị́nyị́ne ro ngére gbála. Nda lá, gɨ zɨ́a bɨ, lolóbụ́ go do komo ꞌyị ga bɨ ndoloogụ yée ní, zɨ́ ngịrị méngị wo asi wá. 
MRK.6.27	Zɨ́a kása ꞌyị kɨ́dí, “Ndéré mu úfu Yiwáni zɨ́yị ógụyị́ kɨ́ kúṛógbó doa gɨrí.” Zɨ́ asikíri née ndéréne sɨmɨ sị́gịnị íri, zɨ́a úfu Yiwáni, zɨ́a óṇgo ꞌdécị goa, 
MRK.6.28	do ógụné kɨ́ kúṛógbó doa do éyị́, zɨ́a ị́nyịné íꞌbí a zɨ́ owụ́ née. Zɨ́a ndéréne kɨ́e íꞌbí a zɨ́ mbágáne. 
MRK.6.29	Sɨmɨ bɨ ꞌyị lódụ́ kacɨ́ Yiwáni uwúnɨ́ ledre a ní, zɨ́ye ógụyé ꞌdíꞌbi umbu a, ndéréye kɨ́e óto a.
MRK.6.30	Zɨ́ ꞌyịmɨkása e ndáꞌbaógụyé, zɨ́ye úku ꞌdódo ledre ga bɨ mengịnɨ́ yée kɨ́ ledre ga bɨ ꞌdodonɨ́ yée zɨ́ ꞌyị e ní, mbá zɨ́ Yésụ maꞌdáa.
MRK.6.31	Née ní zɨ́ tụ́ꞌdụ́ ꞌyị e nda kóo ndị́sị kɨ́ ógụ zɨ́ye gbụ́rụ́ gbụrụ gbụ́rụ́ gbụrụ, sịndị́ kadra zɨ́ Yésụ ánu éyị́ kɨ́ ꞌyịmɨkása ené e ndaá. Zɨ́a úku ledre zɨ́ ꞌyịmɨkása ené e kɨ́dí, “Nderézé aka mu do ngíti owụ́ bi gɨ ro zɨ́se aka ꞌdówụ́rosé cúkuꞌdée.”
MRK.6.32	Zɨ́ye ị́nyịyé ngúcuyé kɨ́ kuṛúngba ndéréye do ngíti owụ́ bi. 
MRK.6.33	Zɨ́ tụ́ꞌdụ́ ꞌyị e lúrú yée kɨ́ ndéré, zɨ́ye tónóye ógụyé gɨ sɨmɨ gara ga bɨ ore ní mbá, ndị́sị ngásáye rụụ gɨ do gbúṛóngó, ógụụ́tụ royé fị ye gɨ zɨ́ Yésụ íri. 
MRK.6.34	Sɨmɨ bɨ Yésụ ekị́ogụ gɨ sɨmɨ kuṛúngba ní, zɨ́a lúrú tụ́ꞌdụ́ ꞌyị ga gére née, zɨ́ lerị́ye méngị wo, gɨ zɨ́a nɨyí kacɨ́ komoa káa zɨ́ kábịṛị́kị ga bɨ ꞌyị lúrú bi ndaá kacɨ́ye wá ní. Zɨ́a tónóne ꞌdódo tụ́ꞌdụ́ ledre e zɨ́ye.
MRK.6.35	Nda go kɨ́ tagá, zɨ́ ꞌyị lódụ́ kacɨ́ga ógụyé úku ledre zɨ́a kɨ́dí, “Mongụ́ ꞌyị, bi ba ꞌbe ndanɨ́ doa wá, kadra utú kpá go. 
MRK.6.36	Ídí úku ledre zɨ́ ꞌyị ga ba ndéréye do bi ga bɨ gbóo gbóo kɨ́ra ní ní, gɨ ro zɨ́ye úgú éyị́ mɨánu, zɨ́ye ánu a.”
MRK.6.37	Zɨ́ Yésụ úku ledre zɨ́ye kɨ́dí, “Ídísé íꞌbí éyị́ mɨánu zɨ́ye.”
MRK.6.37	Zɨ́ye úkulúgu ledre zɨ́ Yésụ kɨ́dí, “ꞌYị ga gére née ofụnɨ́ go. Abú késị́ idí ba gáa zɨ́ze ona kpá za cụ́ késị́ ꞌbɨ ꞌyị bɨ mengị moko gɨ roa sɨmɨbi kị́éꞌdo ní yá, utúasá fú lá úgú éyị́ mɨánu, zɨ́a ásáne kɨ́ ꞌyị ga gére née wá.”
MRK.6.38	Zɨ́ Yésụ ndúꞌyú yée kɨ́dí, “Ambata nɨ zɨ́se kɨ́rɨ́ née mbá ndu?”
MRK.6.38	Sɨmɨ bɨ nderénɨ́ lúrú a ní, zɨ́ye ógụyé kɨ́ ledre kɨ́dí, “Ambata nɨ íri lá dụụ́ ịnyị, kɨ́ mɨnzéré kénzé e gbre.”
MRK.6.39	Zɨ́ Yésụ úku ledre, idínɨ́ ífibáyi ꞌyị ga gére née zɨ́ye ndị́sịyé bi do súwú e ore. 
MRK.6.40	Zɨ́ ꞌyị e ndị́sịyé bi e mɨngúngúcua, ngíti géyị míya, ngíti géyị cị́ gbre doa sokó. 
MRK.6.41	Zɨ́ Yésụ ꞌdíꞌbi ambata bɨ ịnyị kɨ́ mɨnzéré kénzé ga bɨ gbre née, zɨ́a lúrú bi komo ere ꞌdága, zɨ́a íꞌbí mbófo éyị́ zɨ́ Lomo, do ꞌdéweífi sɨmɨ a. Zɨ́a íꞌbí yée zɨ́ ꞌyị lódụ́ kacɨ́ne e ífi yée zɨ́ ꞌyị e. Zɨ́a ífi mɨnzéré kénzé ga bɨ gbre née kacɨ́ye kpá kenée. 
MRK.6.42	Zɨ́ ꞌyị ga gére née ánu éyị́, zɨ́a útúásáne kɨ́ye kpịnị. 
MRK.6.43	Zɨ́ lódụ́ kacɨ́ga ꞌdóꞌdụ́yóko nyụnyụ́ ambata kɨ́ kénzé bɨ ꞌyị e lereomonɨ́ ní, zɨ́ gbété e ꞌdúcuyé kɨ́ye sokó doa gbre. 
