MAT.1.1	Abrahamachea puta Davidachea puta, Krista Jezuche he vonxa-vollichi xivddi. 
ROM.9.19	Toxem zalear, tum mhaka mhonnxi: “Koso Tachean konnachoch guneanv korum-iet? Tôr Konnachean Tachê khuxecher add vochunk zata?” 
ROM.9.20	Mon’xa, Deva lagim vad-vivad korunk tum konn ga? Ek matiechem aidon apnnak kel’lea kumbharak “Tunvem mhaka hê baxen kiteak kelãi?”, oxem vichartelem? 
ROM.9.21	Êkêch matiechem ek aidon kherit somoiar vaprunk ani dusrem sadharonn upegak korunk kumbharak aplê matiecher sot’tea na kitem? 
ROM.9.22	Devan kelam tem-i toxench. Aplo krôdh dakhounk ani Apli podvi porgôtt korunk Tachi khuxi asli. Tea pasot, Aplea krodhachim hatiaram kelea uprant, zancho To nas korunk sôdtalo, tankam Tannem tokôs kaddun sõslim. 
ROM.9.23	Dusrê vatten, Aplê mhoimechi girestkai dakhounk sôdtalo dekhun, amkam Tannem adinch thaun Aplê mhoimek toiar kelim ani heach pasot Apli doiallai amkam bhogunk dili. 
ROM.9.24	Tannem apoiloli porza ti ami, fokot Judêv lokantli nhoi punn videxi-i lokantli.
ROM.9.25	Tôr Hoseiasachea pustokar Toch oxem mhonnta: “Mhojea porza nhoi asli tika mhoji porza mhonntolom: Ani Mhojea mogachi nhoi asli tika: Mhojea mogachi mhonntolom!” 
ROM.9.26	Ani zõi tankam Hanvem mhonnlelem: ‘Tumi Mhoji porza nhoi!’, teach zagear tankam lôk oxem pachartolo: ‘Him jivea Devachim bhurgim!’ ” 
ROM.9.27	Ani Israela vixim Izaias oso arddota: “Israelacheam bhurgeanchi sonkia vellechê renvê itli zait zalear-ui, fokot eka urlolea zomeak soddvonn mellteli, 
ROM.9.28	kiteak veginchê vegim Sorvespor Aplem xikxechem formonn prithumecher sadhun haddtolo to haddtoloch.” 
ROM.9.29	Izaiasan toxench bhakit korun sanglem: “Dolbharanchea Sorvesporan amchê modleam thoddeam zannank rakhun dovrunk naslim zalear, ami Sodoma sarkim zavpachim, Gomorra bhaxen ami zaun vochpachim.”
ROM.9.30	Mhonntôch, ami kitem mhonn-chem? Itlench: mon’xank promannik korta tem Devache doiallaiechem nitivontponn videxi raxttram sodinaslim; punn tem tankam bhavarta vorvim mell’lem. 
ROM.9.31	Portem, Israel-porza apunn Devak manovleli zaunchea monan kaide palltali, punn oxem korun ti Devak manovleli zaunk pavunk na. 
ROM.9.32	Kiteak na? Kiteak ti bhavartacher nhoi, punn apleanch kornneancher patietali. Addkhôll zaunk Devan tanchê vatter ubo kel’lea adlloto fatrak adllon tim poddleant. 
ROM.9.33	Povitr Pustokar oxem boroilolem asa: “Polleiat, Xionant Hanv lokachê vatter addkhôll zavpacho êk fatôr ubo kortam, mon’xam adllon poddtat toslo fatôr; punn tacher bhavart dovortat tim lojek sampoddchim nant.”
ROM.10.1	Bhavam-bhoinnimnô, tankam taronn mellum mhonn mhojea kallzant hanv otrektam ani Deva lagim magtam. 
ROM.10.2	Deva sorim tankam khotkhotit hurba asa, punn ti goirsomozacher dhòrleli asa mhonn hanvuch govai ditam, 
ROM.10.3	Kiteak, Dev Apnnak manovlelim korta tea nitivontponna vixim ollok na zaun ani aplem khaxa dusrem nitivontponn sthapunk sodtana, tannim Devachem nitivontponn manun gheunk na. 
ROM.10.4	Punn Kristan Somurt sompadnnek pavoili ani atam bhavart dhôrtoleam somestank Devachem doiallaiechem nitivontponn mellta.
ROM.10.5	Somurti thaun ieta tea promannik-ponna vixim Moizesan oxem boroilam: “Somurt palltat tim tichê vorvim jivit ghetelim.” 
ROM.10.6	Punn bhavarta udexim Dev Apnnak manovlelim korta tea dennea vixim to oxem sangta: “Tujeach monant oxem mhonninaka: ‘Konn mhonn voir sorgar choddun vetolo?’ – mhonngê Kristak sokla denvoun haddunk – 
ROM.10.7	vô ‘konn mhonn sokla patallant denvun vetolo?’ - mhonngê Kristak mel’leantlo utthounk. 
ROM.10.8	Tôr Povitr Pustok mhonnta: “Utor tuka laginch asa: tujea tonddant ani tujea kallzant.” Hem utor, ami porgôtt’tanv tem bhavartachem utor. 
ROM.10.9	Khorench, Jezu Somi mhonn tujea tonddan ucharxi ani Devan Taka mel’leantlo punorjivont kelo mhonn kallzant thaun bhavart dhôrxi zalear, tuka taronn melltelem. 
ROM.10.10	Kallzant thaun bhavart dhorun ami Devak manovlelim zatanv; tonddan ucharun amkam taronn mellta. 
ROM.10.11	Kiteak “Tacher bhavart dovortat tim sogllim kodinch lojek sampoddchim nant”: oxem Povitr Pustok sangta. 
ROM.10.12	Mhonntôch Judev ani Grik mon’xam modem koslich ontôr anink na; kiteak soglleancho Somi ekloch. Apnnak ulo martoleam somestank pavunk khup girest To, 
ROM.10.13	kiteak Povitr Pustokar boroil’lem asa tea pormannem, “Somiachem Nanv gheun Taka ulo martat titleank-ui taronn melltelem.” 
ROM.10.14	Mhonntôch tannim Tacher bhavart dhorinasla zalear, Taka ulo martelim koxim? Ani Tachi khoboruch aikonasleam zalear, bhavart dovortelim koxim? Konnench sondêx porgôttinasla zalear, aikotelim koxim? 
ROM.10.15	Ani tankam dhaddlea xivai porgott kortelim koxim? Tôr Povitr Pustokar oxem boroilolem asa: “Xubh khobor porgôtt’tat tanchim panvlam kitlim sobit!” 
ROM.10.16	Punn xubh khobor sogllinch mandun ghenant. Heach pasot Izaias mhonnta: “Sorvespora, ami porgôttlam tem konnem mandun ghetlam?” 
ROM.10.17	Mhonntôch sondêx kanar poddun, bhavart utpon zata, ani sodex kanar poddop Krist-porgott’ne vorvim.
ROM.10.18	Tôr hanv vichartam: to sondêx tanchea kanar poddunk na bi? Dubhava virêt poddla, karonn
ROM.10.18	“Xekan’xek prithumecher
ROM.10.18	tancho tallo gazlo,
ROM.10.18	sonvsaracheam ximam porian
ROM.10.18	tancho sondêx pavlo.”
ROM.10.19	Anink ek vichartam: Israelachê porjek hea sondexacho ôrth mell’lo na bi? Khud Moizes apunnuch poilo zobab dita: “Raxttr legun nhoi toslea lokachi tumkam nattkai zaunk kortolom; eka murkea raxttracher tumcho rag pettonk kortolom.” 
ROM.10.20	Ani Izaias oxem porian mhonnunk pattim sorona: “Mhaka sodinaslim tankam Hanv mell’lam, ani Mhoji khobor kaddinaslim tankam Hanvem Mhojem dorxon dilam.” 
ROM.10.21	Ani Israel-porjê vixim to mhonnta: “Mhojer bhavart dovrina punn portench Mhojer kolpota toslea lokak dis-bhôr Hanvem Mhoje hat vistarleat.”
ROM.11.1	Tôr vichartam: Devan Aplê porjek soddun dili zait! Kodinch zaum nozo! Tôr hanv-ui Israelkar, Abrahamachê sonsticho, Benjaminachea kullacho. 
ROM.11.2	Apnnem vinchun kaddlele porjek Devan soddun diunk na. Povitr Pustok vachtana, Deva mukhar konn baxen Elijan Israel porjecho guneanv kelo to tumkam ugddas na? 
ROM.11.3	Tannem mhonn’lem: “Sorvespora, Tujeam provadiank tãnnim jivexim marle ani Tujeô vedi moddun uddoileô. Urlam to ekloch hanv, ani mhozo-i zalear te jiv kaddunk sôdtat.” 
ROM.11.4	Ani Devan taka kitem zobab dilo? “Baala mukhar dimbi moddunk na tosle sat hozar dadle vinchun Hanvem kuxin kaddun Mhaka dovorleat.” 
ROM.11.5	Toxench atam-i Devachê doiallaien vinchleleancho êk urlolo lhan zomo asa. 
ROM.11.6	Favo naslele Devache doiallaiek lagun hem ghodd’ta ani nhoi tanche koslei kornnek lagun. Devache doiallaie bogor tem ghoddum nozo.
ROM.11.7	Mhonntôch kitem? Israel-porza sôdtali tem tika mellunk na. Vinchun kaddleleank tem mell’lem, punn heranchim kallzam nibor zalim. 
ROM.11.8	Povitr Pustokar oxem boroilelem asa: “Devan tankam zodd monachim keleant; aicho dis porian, Devan tankam dolle dile punn tankam dischem na, kan dile punn tankam aikom ieunchem na.” 
ROM.11.9	Toxench David mhonnta: “Tanchem jevonn tankam ek fas zaum
ROM.11.9	dusreank manddlelea zallant tinch
ROM.11.9	farom,
ROM.11.9	dusreank manddleleam addkhollink
ROM.11.9	adllon tinch khala poddum,
ROM.11.9	dusreank ghal’li birmôt tancheruch
ROM.11.9	poddum.
ROM.11.10	Tankam dixtti poddona toxem
ROM.11.10	tancheam dolleancher kallôk ieum,
ROM.11.10	tancho patticho konno sarko
ROM.11.10	bagovlolo urum.”
ROM.11.11	Tôr hanv vichartam, tim pãi adllon poddleant tim, tanchem nisonttonn zaunchem mhonn adllon poddleant tim? Kednanch na! Punn tanchea guneanvak lagun videxiank taronn mell’lem, ani Judevamnim atam hurben tanchi dêkh gheunk zata. 
ROM.11.12	Tanchea guneanvan akhem mon’xakull girest zalem zalear ani tanchea ovisvaxiponnan videxiank subham’ axirvad mell’lo zalear, sogllo Judêv lôk bhavart dhorunk pavtolo tedna somestancher denvtolo to axirvad kitlo odik vhôdd to!
ROM.11.13+ROM.11.14	Tôr tumkam, videxiamnô, oxem sangtam: hanv videxiancho apostl mhonntôch, mhojeam Israel-porjentleam bhavam-bhoinnim modem nattkai vaddoun, tanchê modleam kãi zannank taronn favo korche mhoje sevent mhaka obhiman bhogta. 
ROM.11.15	Tim bhavarta thaun koddsoron mon’xakullak zôr Deva-xim ieunk favo zalem, tim apunuch bhavart dhorun Deva-xim portun pavtelim tedna, kitem mhonnchem? Khorench, mel’lim mon’xam novean jivont zaleant mhonnpachem!
ROM.11.16	Poilench mhonn, Devak sonv-skarl’lem, mutt-bhôr kaddl’lem pitt povitr zalear, sogllench mollun toiar kel’lem pitt povitr zalem. Toxench Devak sonvskarl’lim, rukhachim pallam povitr zalear, tache khande-i povitr sonvskarlele zale. 
ROM.11.17	Ballgil’lea eka olivache thodde khande pendun kaddun, ani tumi, eka zonglli olivacho khando zal’lea porim, tumcho garf korun atam ballgil’lea olivachea palla thaun choddlolê puxtticho vantto mellunk, tumkam tachea bhitôr rigoileant, 
ROM.11.18	Toxem zalear, moddun uddoileleam khandeam mukhar mhonngê Judevam mukhar tumi boddai dakhoinakat; tumi boddai dakhoixeat zalear, tumi pallak ghottai-puxtti dinant, pall ki tumkam ghottai-puxtti dita mhonn monant dhorat.
ROM.11.19	“Mhaka garf korun olivak lavchê khatir, te khande pendun kaddleat”, oxem tumi mhonntelet. 
ROM.11.20	Hôi, tem khorem. Tãnnim bhavart dhôrlo na dekhun, tankam pendun kaddleant; tumi ghôtt ubim asat tim tumchea bhavartak lagun. Mhonntôch hachê vixim gorvan bhoronakat, bhirantin cholat. 
ROM.11.21	Devan zôr soimbacheam khandeank soimba pormannem vaddonk dovorle nant, tôr tumkam-i To vaddonk dovrinam zait. 
ROM.11.22	Hea pasot, borabôr Devachê dulôbaiê ani khôraiê vixim bariksannen ieuzun polleiat. Bhavart dhorunk na tanche sovem khorai; punn tumche sovem dulôbai, tumi Tachê dulôbaient rauxeat zalear; na zalear, To tumkam-i moddun kaddtolo. 
ROM.11.23	Judêv lokan aplo onbhavart soddun dilo zalear, tankam To portim bhitôr kaddtolo; kiteak novean bhitôr kaddunk Devak tank asa. 
ROM.11.24	Zonglli olivache fantte tumi, tori astanam Tannem tumkam tumchê zati bhair ballgil’lea olivak garf korun laileant; toxem tôr, je zatin ballgil’lea olivache khande asle, te tanchea khaxa olivak porot lavunk Devak kitlem odik sompem!
ROM.11.25	Sorv videxi raxttrancho lok bhitor sortit porian, Israel porjecho ek vantto aplea vadeacho zaun gelo, tea gutta vixim tumi nennar zalelim mhaka naka, bhavam-bhoinnimnô, na zalear apunnuch xannim mhonn chintun tumi tumchech sombondim murgott’telet.
ROM.11.26+ROM.11.27	Ani hê bhaxen, “Xiona thaun ietolo Toronn-Dinnar,
ROM.11.26+ROM.11.27	Jakobachea Ghorannea thaun tanchi
ROM.11.26+ROM.11.27	obhokti To pois kortolo.
ROM.11.26+ROM.11.27	Jedna tanchim patkam kaddun
ROM.11.26+ROM.11.27	uddoitolom,
ROM.11.26+ROM.11.27	tedna Hanv tanchê kodde ho korar
ROM.11.26+ROM.11.27	kortolom.”,
ROM.11.26+ROM.11.27	oxem boroilolem asa tea
ROM.11.26+ROM.11.27	pormonnem Dev akhea Israelak
ROM.11.26+ROM.11.27	soddvonn ditolo.
ROM.11.28	Bore Khobre sobondim, tãnnim ti manun gheunk na dekhun, tumam-videxeank lagun Judêv lôk Devacho dusman zalo tori tim vinchun kaddloli Devachi porza mhonntôch, tancheam purvozank lagun, tim vixexponnim Devachê chôdd opurbaiechim. 
ROM.11.29	Karann, dil’lim dennim Dev pattim ghena, zankam apoileant tanchem apovnnem To pattim kaddina.
ROM.11.30	Zoxem, tumi-i eka vellar Devacheam adneank khaltim nasleat, punn Judêv lôk Devak khalto na zalo dekhun, tumam videxeank atam Tachi doiallai favo zali; 
ROM.11.31	toxench, tumam videxeank favo zal’li doiallaiê udexim, tankam-i ti Devachi doiallai favo zaunchê khatir, Judev lôk atam Devak khalto na. 
ROM.11.32	Soglleank Apli doiallai dakhounchê khatir, sogllim mon’xam Devacheam adneank khaltim zaina zaunk, apnnench kel’lê hê bond-khonnint poddunk Devan tankam nirmilem.
ROM.11.33	Kitlo mhonn khôl Devachê girestkai, Tachê zannvaiechi ani Tachea gineanachi Kitli mhonn kholai! Tacheam nirnnoiancho koso mhonn tthav gheuop! Tacheô vattô koxeo mhonn somzop!
ROM.11.34	“Sorvesporachem mon konn tori
ROM.11.34	zanno zala?
ROM.11.34	vo Taka budh diupi konn tori asa?
ROM.11.35	Taka konnem adim-poilim dennem
ROM.11.35	dilem,
ROM.11.35	dekhun tacho upkar Devan farik
ROM.11.35	korcho poddlo mhonn asa?”
ROM.11.36	Sogllem Tachê koddsun ieta, sogott Tachê udexim ani Tachêch pasot asa. Taka sasnnachea sasnnak mhoima! Amen!
ROM.12.1	Mhonntôch, bhavam-bhoinn- imnô, Devachê vhôdd konnva-llaiecho ugddas korun, tumchê lagim hanv magtam tem hem: povitr ani Devak man’ta tosli êk jivi boli koxi tumchench Taka somorponn korat – tumchi khori bhokti mhollear hich zaunchi. 
ROM.12.2	Hea atanchea sonvsaracheam nemam pormannem tumi cholum nakat; punn, zoxem Devan tumchea monachi novsornni kelea, toxench tumchea jivitachi chal-ui sarki novi zaum-di. Oxem Devachi khuxi konn ti, kitem borem, kitem Taka man’ta, ani kitem sopurnn tem tumi ollkhunk pavtelet.
ROM.12.3	Karann, favo tachê poros odik tumchêch vixim chintinakat; punn, Devan mapun dil’lea bhavarta pormannem, zonn-eklean moriadin aplem mol korchem mhonn mhaka Devan funkea dil’lê doiallaiê udexim, tumkam zonn-ekleak sangtam. 
ROM.12.4	Zoxem amchê kuddik sobar sandhe asat, punn soglle sandhe tench kam’ korinant; 
ROM.12.5	toxench, ami sobar zannam zaun-ui, Krista sovem amcho ekchar zal’lean, ami êkuch kudd, ani amchê-modlo zonn-eklo hê kuddicheam dusream soglleam sandheank zôddlolo asa. 
ROM.12.6	Devan zonn-ekleak dil’lê doiallaiê pormannem, amkam veg-vegllim dennim asat: Devacho sondêx diunchem dennem zalear, ap-aplea bhavartachea mapa pormannem tacho upêg korcho; 
ROM.12.7	sobhechi seva korchem dennem zalear, zotnaien ti seva korchi; xikovpachem dennem zalear, fikirin xikounchem; 
ROM.12.8	dusreank dhir diunchem dennem zalear, hurben dhir diuncho. Dusreank kitem-i ditai tedna, udar monan di; tuka dusreancher odhikar dil’lo asa zalear, bhar gheun kaido pall; doiall kornneô kortai tedna, hanstea tonddan teô kôr.
ROM.12.9	Tumcho pritimôg dhông-naslolo zaum-di. Vaittacho dvês dhorun, borem tench korit ravat. 
ROM.12.10	Khorim bhavbhoinn mhonn, moipasan ekamekachi opurbai korun dakhoiat; apnnam poros chôdd dusreank man diat. 
ROM.12.11	Sogllea monan, besarmai korinastana, kallzachê hurben Somiachi seva korat. 
ROM.12.12	Tumkam bhorvanso asa mhonnun khuxal ravat; koxttam-dogdamnim thir ravat; thambonastanam magnnem korat; 
ROM.12.13	gorjek sampoddleleam tumcheam bhavam-bhoinnink modôt korat; vattsuran udarponn dakhoiat.
ROM.12.14	Tumkam dhumallo diteleank axirvad diat: hôi, axirvad mhonntam, tancher xirap ghalum nakat. 
ROM.12.15	Khuxal asteleam borabôr khuxal zaiat; dukhest asteleam borabôr dukhest zaiat. 
ROM.12.16	Soglleankuch êkêch toren manan vagoiat. Gorvan fulon bhonvum nakat, punn lhanank-khalteank lagim gheiat. Apunnuch xannim mhonn chintinakat. 
ROM.12.17	Konnakuch vaitt vaittan farik korinakat, punn soglleam mon’xanchê nodrek kitem vortem tem korunk sôdat. 
ROM.12.18	Ghòddta zalear, soglleam lagim xantin jieunk tumchê kodde zata titlem korat. 
ROM.12.19	Mogacheamnô, peleachi sudd gheunk sodinakat, farikponn ghevpi Dev asa. Povitr Pustokar oxem boroilelem asa: “Farikponn ghetolo to Hanv; diunk zai tem ditolo to Hanv, uloita to Sorvespor.” 
ROM.12.20	Anikui oxem boroilelem asa:”Tuzo dusman bhukela zalear, taka jevunk di; tanela zalear, taka pieunk di; kiteak oxem korun tum taka apleam kornneanchi loz bhogo-xi kortoloi.” 
ROM.12.21	Vaittak tujer zoit vhorunk dium naka, punn borem tem korun vaittak haroi.
ROM.13.1	Sogllim mon’xam sorkari odhikareank khaltim ravchim, kiteak Devan dilea xivai odhikar na, ani team odhikareank Devanuch nemleat. 
ROM.13.2	Mhonntôch, jim konn odhikar choloitoleank virôdh kortat, tim Devachê sthapnnek virôdh kortat; virôdh kortat tim apunnuch apnnancher khastichem formonn oddun haddtat. 
ROM.13.3	Borem korteleank nhoi, punn vaitt korteleank ki odhikareanchi bhirant asunk zai. Odhikareank bhienastanam asunk sôdtai? Tôr borem tem kôr ani tanchi tuka vakhann’nni asteli. 
ROM.13.4	Tujea boreak tim Devachi seva kortat. Vaitt mat korxi zalear bhieun rav, kiteak khast launk niz tanchi podvi; tim Devachi seva kortat dekhunuch, vaitt kortat tankam Devachi khast launk tim Devache chakor. 
ROM.13.5	Mhonntôch, Devachea krodhachê bhirantikuch lagun nhoi, punn tumchea ontoskornnak lagun tumi odhikareank khaltim ravchem poddta. 
ROM.13.6	Tumi dôndd farik kortat tachem karonn tench; kiteak sorkari mon’xam ghas gheun ho aplo kaido palltat tedna, tim Devachi seva kortat. 
ROM.13.7	Zonn-ekleak farik korchem asa tem taka farik korat: dôndd farik korunk zai taka dôndd farik korat; xidav farik korunk zai taka xidav farik korat; bhidda dhorunk zai tanchi bhidda dhôrat; man diunk zai tankam man diat.
ROM.13.8	Konn eklo peleacho mog korta tannem somurt pall’lea dekhun, peleachea moga bhair konnacheach kosleach rinnant ravonakat. 
ROM.13.9	Heo adnea: “Pordvar korum noiê; jivexim marum noiê; chorum noiê; axa dhorum noiê; ani asat titlêo her soglleô adnea hê êkêch adnent attaploleô asat: “Tuzo môg kortai toso tujea peleacho kôr.” 
ROM.13.10	Môg peleak kãich vaitt korina; mhonntôch, jim konn môg kortat, tim Somurt sopurnnaien palltat.
ROM.13.11	Kall pavlo mhonn tumi tôr zannont; nhidentlim utthcho vogôt zalo. Ami bhavart dhôrlo tea disa poros amchi soddvonn atam odik lagim asa. 
ROM.13.12	Rat sorot aili, dis lagim pavlo; dekhun kallokacheô vaitt kornneô soddun dium-ia ani zhuzachim hatiaram gheun disa-uzvaddacheam kornneank lagum-ia. 
ROM.13.13	Disa-uzvaddak sobta toxem, mannsugen ami cholum-ia; mouza naka, bebdikai naka, pozoddponn vô bemoriad naka, zhogddim ani nattkaiô nakat. 
ROM.13.14	Tumchea patki soimbacheam vondovnneam pormannem cholum nakat; punn tancher zhuz korunk, khud’ Somia Jezu Kristak chittkun ravat.
ROM.14.1	Bhavartant ghott nhoi tankam lagim gheiat, punn tancheam khasgi motanchê babtint vad korinakat. 
ROM.14.2	Konn-konn aplea bhavarta pormannem apnnanchean sogllem khaum-ieta mhonn somzotat; punn dusrim, osokt tim, fokot xak-bhaji khatat. 
ROM.14.3	Jim konn apnnanchean kitem-i khaum-ieta mhonn somzotat, tãnnim kitem-i khainant tanchi beporva korchi nhoi; toxench jim konn kitem-i khaunk toiar nant, tãnnim kitem-i khatat tanchi zhôddti korchi nhoi, kiteak Devan hankam mandun ghetleant. 
ROM.14.4	Ani tum, dusreacheam chakranchi zhôddti korunk tum konn? Tim ubim asat ki bhi poddleant tem tancheach dhonian polleunchem; ani tim ubim ravtelinch, kiteak tankam ubim dovrunk Somiak podvi asa.
ROM.14.5	Konn-konn disam modem ontôr kortat; dusrim soglle dis ekach mhotvache mhonn dhôrtat. Zonn-eklean ap-apli khatri korun gheunchi. 
ROM.14.6	Disam modem ontôr kortat tim Somiachea manak ti ontôr kortat; ani kitem-i khatat tim Somiachea manak khatat ani apunn khatat tea pasot Devak dhin’vastat. Toxench kitem-i khainant tim Somiachea manak khainant ani apunn khainant mhonn Devak dhinvastat. 
ROM.14.7	Amchê bhitorlim konnuch apnnan-chêch khatir jienant, ani konnuch apnnanchêch khatir moronant. 
ROM.14.8	Ami jivim asanv tim Somia khatir jietanv, ani morun vetanv zalear, Somia khatir mortanv. Mhonntôch, zaum jivim zaum melelim, ami Somiachim. 
ROM.14.9	Heach karannak lagun, mhonngê morun geleant tancher, toxench jivim asat tancher, Apnnem Aplo odhikar cholounchê pasot, Krist melo ani punorjivont zalo. 
ROM.14.10	Tôr kiteak mhonn tum tujea bhavachi vô bhoinnichi zhôddti kortai? Ami sogllim Devachea neai-asona mukhar ubim ravteleanv. 
ROM.14.11	Kiteak Povitr Pustokar oxem boroilolem asa: “Mhojea jivachean — uloita to Sorvespor – sogllim Mhaka dimbi môddtelim; ani soglleô jibô Devak mhoima diteleô.” 
ROM.14.12	Mhonntôch, amchê bhitorlea zonn-eklean ap-apnnacho hixôb Devak diuncho poddtolo.
ROM.14.13	Hea pasot, ami ekamekachi zhôddti ani-anink korchi nhoi; portench zalear, khõicheach bhavachê vô bhoinnichê vatter addkhôll ghalun tankam sokla uddoina zaunk vô patkant poddunk tankam soêg dina zaunk tumi tharav gheuncho. 
