MAT.1.1	I oyo ay listahan ni kaapoapohan ni Hisu Kristo a ginumapo de Debid ta ginumapo eya de Abraham. 
ROM.6.19	Nano ay gesurut ok ni madisapow tangani tambing yu a matinggesan i pesabi ko ta ti papalano a pinabiyaan yu i lawes yu a nagyedi ni attanan a mammalotin a tuloy tuloy ay maginon pala nano ay pabiyaan yu i lawes yu a geugeli ni piyon tangani nábukud kamo para de Makedepat.
ROM.6.20	Ta talage a nun ikamo ay den a alepin ni mammalotin ay am pa te kapangyedihan dikamo i ugeli a piyon a nappaayun de kabuotan ni Makedepat. 
ROM.6.21	Ta nun nanon ay ang kamo ngani te pakinabeng a unabis de pagyedi yu a mammalotin a pagkámamos yu nano ta i paagowen ninon ay i an te kalog a pagkakiblag de Makedepat. 
ROM.6.22	Misan ay nano ay nakábut kamo di de kapangyedihan ni mammalotin ta ikamo ay napa ni alepin ni Makedepat kanya ikamo ay nabukud di para diya pati edup a an te kalog i paagowen yu. 
ROM.6.23	Ta i pebilos ni mammalotin de misan ino ay i an te kalog a pagkakiblag de Makedepat misan i paaged pan ni Makedepat ay i edup a an te kalog dehil de pagpakikaisin tam de Panginoon a Hisu Kristo.
ROM.7.1	Nano, manga kabinsa, ay gesurut ok dikamo a te katinggesan a tungkul de pagdodul ide kanya katinggesan yu pan a i misan ino a agta ay alepin ni pagdodul ide hanggen needup pa eya. 
ROM.7.2	Ta halimbewa i isin a mahuna a te bebi pa ay te kapangyedihan diya i bebi na hanggen needup misan ay be nalibun di i lalaki ay nakábut di i mahuna de kapangyedihan ni pagdodul a tungkul de pagbebi. 
ROM.7.3	Kanya pengalanan eya a migpakialam be gebebi eya, a nàedup pa i bebi na a tagibu misan ay be nalibun di i bebi na a tagibu ay nakábut di eya de kapangyedihan ni pagdodul ta an di eya migpakialam be gebebi a liwet. 
ROM.7.4	Maginon pala, ikamo manga kabinsa, ta talage a an di i kapangyedihan dikamo ni pagdodul ide ta nun nagpakalibun i Kristo ay nalibun kamo di a ayun na, a nakiblag de kapangyedihan ni pagdodul ide tangani gepakikaisin kamo de Kristo ta pinakaedup eya a liwet tangani geugeli kitam ni piyon para de Makedepat. 
ROM.7.5	Nun ikitam ay nagkadeog pa ni malot a buot ni lawes tam ay i belang mammalotin a esip ay napagiyos dehil de pagdodul ide ta dingan inon ide ay gekapagpayedi dikitam ni mammalotin a paagow de kalebunan. 
ROM.7.6	Misan nano ay nakábut kitam di de kapangyedihan ni pagdodul ide ta nakiblag kitam di de inon ide a nag-alepin dikitam tangani nakátabeng kitam de Makedepat dehil de bowon a edup a peboy ni Ispiritu, a an dehil de ugeli a den a nassolat.
ROM.7.7	Nano ay ang ko pesabi a i pagdodul ide ay peapoan ni mammalotin misan ay be an te pagdodul ay ang ko kinatinggesan a matud a ako ay te mammalotin. Ta ang ko katinggesan i mammalotin a tungkul de pagkasinna be an tebe sinabi ni pagdodul a, “Wet ka nagkesinna.” 
ROM.7.8	Misan ay dehil de inon a pagdodul ay napagiyos i mammalotin de innawa ko a gekapagpayedi deko ni attanan a kalase a pagkasinna. Ta talage a nun ang ko pa peabuyenan i pagdodul ay kasta ni nalibun i mammalotin de innawa ko. 
ROM.7.9	Nun tagibu a ang ko pa peabuyenan i pagdodul ay kasta ok ni needup misan ay nun inabuyenan ko i pagdodul ay napagiyos di i mammalotin de innawa ko ta katinggesan ko a ako ay podusahan. 
ROM.7.10	Kanya i pagdodul ide a nangadde tebe deko de edup a an te kalog ay nangadde pan deko de kalebunan ko ta ang ko tinalingaan. 
ROM.7.11	Ta nun nanon ay dinaya ok ni mammalotin de innawa ko gepo de pagdodul ide ta nangadde deko i mammalotin ko de kalebunan nun ako ay geasa pa de pag-abut de pagdodul ide. 
ROM.7.12	Kanya angani peapoan ni mammalotin i pagdodul ide ta matud pati piyon i belang pagdodul ide.
ROM.7.13	Talage a wet yu peesipa a i pagdodul ide a piyon ay nangadde deko de kalebunan ta an non matud. Ta i mammalotin de innawa ko ay nangadde deko de kalebunan de padean ni pagodul ide a piyon ta de maginon ay pinaabuya ni pagdodul ide a i mammalotin de innawa ko ay malot a masakut.
ROM.7.14	Talage a katinggesan tam a i pagdodul ide ay inumapo de Ispiritu nun Makedepat misan ako pan ay agta la a petukso ni belang buot ni lawes ko a nagpaalepin de mammalotin. 
ROM.7.15	Kanya ang ko katinggesan i sadile ko ta misan buot ko a geyedi ni piyon ay anok gepakayedi ta i nagkayedian ko pan ay i ang ko buot a yeyedi. 
ROM.7.16	Nano ay be nagkayedian ko i malot a ang ko buot a yeyedi ay talage a pepamatoden ko a i pagdodul ide ay piyon. 
ROM.7.17	Kanya nano ay an di i pagkaagta ko a bowon i geyedi ni mammalotin ta i mammalotin de innawa ko. 
ROM.7.18	Ta talage a katinggesan ko pala a an te misan ano a piyon a geapo de sadile ko, a i buot ni lawes ko, ta misan te belak ok a geyedi ni piyon ay anok gepakayedi. 
ROM.7.19	Ay talage a ang ko nagkáyedi i buot ko a piyon ta peyedi ko pan i malot a ang ko buot. 
ROM.7.20	Kanya be nagkayedian ko i ang ko buot a yeyedi ay an di i pagkaagta ko a bowon i geyedi ninon a malot ta i mammalotin de innawa ko i gepayedi ninon.
ROM.7.21	Kanya peabuyenan ko di a masakut a be buot ko a geyedi ni piyon ay nagkátalo ok ni mammalotin. 
ROM.7.22	Ta pepamatoden ni bowon ko a pagkaagta a i pagdodul ide ay piyon a masakut 
ROM.7.23	misan ay peabuyenan ko di de lawes ko i, i mammalotin de innawa ko a gelaben de bowon ko a esip a gebuot de Makedepat ta de maginon ay nagpaalepin ok de mammalotin de innawa ko. 
ROM.7.24	Ako ay kakulukalbi. Kanya ti ino man i nakapanleligtas deko de lawes a oyo a te kalebunan? 
ROM.7.25	Ay gepasalamat ok di de Makedepat ta peligtas ok na de padean ni Panginoon tam a Hisu Kristo.
ROM.7.25	I kapuoyen ko nano ay de padean ni bowon ko a esip ay getalinga ok de Makedepat misan de padean pan ni buot ni lawes ko ay getalinga ok de mammalotin de innawa ko.
ROM.8.1	Kanya nano ay an di gekaduman i gepakikaisin ide de Hisu Kristo ni paghatol dehil de mammalotin de. 
ROM.8.2	Ta nakábut kitam di de kapangyedihan ni mammalotin de innawa tam a nangadde dikitam de kalebunan ta i Makapangyedihan a Ispiritu a geboy ni edup ay nakapanleligtas dikitam dehil de pagpakikaisin tam de Hisu Kristo. 
ROM.8.3	Ta dehil de malot a buot ni lawes tam ay ang kitam gekatalinga de pagdodul ide kanya an nappatud a nanleligtas dikitam i pagdodul ide misan ay linigtas kitam ni Makedepat. Ta dehil de mammalotin tam ay dinodul na i Anak na dio de putok i a napa ni agta a an te kasalanan tangani nun nagpakalibun di i Hisus ay nappatud di a pakeeyenan ni Makedepat ni kapangyedihan i malot a buot ni lawes tam. 
ROM.8.4	Yinadi ni Makedepat i maginon tangani gekayedi kitam ni kapiyonan a nappaayun de pagdodul ide ta nappatud ngan non be nagkeedup kitam a nappaayun de buot ni Ispiritu nun Makedepat, a wet de malot a buot ni lawes tam. 
ROM.8.5	Ta i belang nagkeedup a nappaayun de buot ni lawes de ay peesip de la i attanan a mammalotin a buot ni lawes de, misan pan i belang nagkeedup a nappaayun de buot ni Ispiritu ay peesip de la i attanan a kapiyonan ni Ispiritu. 
ROM.8.6	Talage a i belang geesip de mammalotin a buot de ay nappakiblag ide de Makedepat, magpakapide pa man. Misan i belang geesip de buot ni Ispiritu ay gekaduman ni edup a an te kalog pati kasampatan a innawa a geapo de Makedepat. 
ROM.8.7	Ta i misan ino a geesip la de mammalotin a buot de ay katalo ide ni Makedepat pati an ide getalinga de kabuotan ni Makedepat ta an ide te kaya a unabis. 
ROM.8.8	Kanya ngani i misan ino a nagkeedup a nappaayun de malot a buot ni lawes de ay angani pagkasalegen ni Makedepat.
ROM.8.9	Misan ikamo pan ay an nagkeedup a nappaayun de malot a buot ni lawes yu ta ikamo ay nagkeedup a nappaayun de buot ni Ispiritu ta talage a getaan dikamo i Ispiritu nun Makedepat, a i Ispiritu ni Kristo. Ta esipin yu a i belang an petaanan ni Ispiritu ni Kristo ay an matud a gepanulusun diya. 
ROM.8.10	Misan ikamo a gepanulusun de Kristo ay getaan eya dikamo. Matud ngani a nelibun i lawes yu dehil de mammalotin yu misan pan ay peboy dikamo ni Ispiritu i edup a bowon dehil de napa ni malenis kamo di a an te kasalanan de pekita ni Makedepat. 
ROM.8.11	Nano ay dehil de Ispiritu na ay pinakaedup ni Makedepat i Hisus de nalibunin kanya be getaan dikamo i Ispiritu na ay pakeedup pala ni Makedepat i lawes yu a paagow de kalebunan dehil de Ispiritu na a getaan dila dikamo.
ROM.8.12	Kanya ngani, manga kabinsa, ay depat a nagkeedup kitam a nappaayun de buot ni Ispiritu a wet de malot a buot ni lawes tam. 
ROM.8.13	Ta be nagkeedup kamo a nappaayun de malot a buot ni lawes yu ay nakkiblag kamo de Makedepat a an te kalog misan pan ay ikamo ay te edup a an te kalog be dehil de kapangyedihan ni Ispiritu ay kiblagin yu i mammalotin a buot ni lawes yu. 
ROM.8.14	Ta i belang migtalinga de Ispiritu nun Makedepat ay mangának na. 
ROM.8.15	Talage a nun tinanggep yu i Ispiritu nun Makedepat ay ang kamo napa ni alepin a liwet a migkatakut de Makedepat ta dehil de Makapangyedihan a Ispiritu na ay napa ni mangának kamo ni Makedepat a gesabi a ugnay diya a, “Ama ko.” 
ROM.8.16	Ta i Ispiritu pala i gepamatud de innawa tam a ikitam ay mangának ni Makedepat. 
ROM.8.17	Ta be matud a mangának kitam ni Makedepat ay gemana kitam pala ni hinande a kapiyonan na a magi Anak na a Hisus, kanya depat a ikitam a pesan ay getiis ni kahedepan a magi Kristo tangani nabbinsaan kitam pala ni kapangyedihan na.
ROM.8.18	Ta para deko ay an te kabuluhan i pagtiis tam nano ta hanga pan i kabuluhan ni gepakaingap a nappa dikitam a pekita, de pineta a adow. 
ROM.8.19	Ta talage i pesan a hayup a yinadi ni Makedepat ay geilat a masakut de adow a pepaabuya ni Makedepat i mangának na a gepanulusun. 
ROM.8.20	Ta hanggen nano i pesan a hayup ay an te kabuluhan i kapuoyen de ta inon ay nappaayun la de kabuotan ni Makedepat a an la i kabuotan de. Misan ay dehil de pangáko ni Makedepat ay te duman a pag-asa 
ROM.8.21	i pesan a hayup ta nakabbut pala ide de kapangyedihan ni kalebunan de, a nabbinsaan ide ni kapiyonan a náapo de Makedepat, a boboy na de pesan a mangának na. 
ROM.8.22	Ta katinggesan tam a i pesan a hayup ay nagkehedepan hanggen nano a magi kahedep ni gepanganak. 
ROM.8.23	Ta am pan la ide ta pati ikitam pala a tinumanggep di ni tagibu a paaged nun Makedepat a i Ispiritu ay geinnawa ni hanga pala hanggen geilat kitam ni adow a pepaabuya a ikitam ay mangának ni Makedepat, a gekalawes ni bowon a magi lawes ni Kristo. 
ROM.8.24	Nano ay naligtas kitam di a geasa a gekalawes ni bowon misan be nangyedi di i peasahan tam ay an di i pag-asa ta kinta tam di. Ta an te misan ino a agta a geasa de napaduman di diya, 
ROM.8.25	misan ay geasa kitam pa de am pa te nangyedi kanya depat a geilat kitam a matiyage.
ROM.8.26	Pati petabengan kitam ni Ispiritu de pesan a kahenaan tam ta ikitam ngani ay mahena ta ang kitam te katinggesan a ti ano i panalangin tam kanya dehil de Ispiritu ay geinnawa kitam ni hangain a an te surut de pag-aged tam de Makedepat. 
ROM.8.27	Talage a i Makedepat a naketingges ni pesan a esip ni kaagtaan ay katinggesan na pala ti ano i buot a sasabi ni Ispiritu de pagpanalangin na de padean tam para de manga pineta ide ta inon ay nappaayun de kabuotan ni Makedepat.
ROM.8.28	Nano ikitam a pineta ni Makedepat a nappaayun de kabuotan na ay katinggesan tam ngani a i pesan a gepangyedi dikitam ay nakátabeng dikitam a gebuot diya. 
ROM.8.29	Ta nun katulutagibuan pa ay katinggesan di ni Makedepat ti inoino i talage a diya ta ide i hinande na a nappa ni kapadepade ni Anak na tangani i Anak na ay nappa ni panganay tam a makmuk a magiwinale. 
ROM.8.30	Kanya i belang hinande na ay pineta na pala ide a te buot ta i belang te buot ay pinakaeyenan na ide ni paghatol pati pan i pinakaeyenan ni paghatol ay yinadi na ide a nappa ni magi Kristo.
ROM.8.31	Ay ano i nasasabi tam tungkol de inon? Be i Makedepat dila i kakoloy tam ay ino i nálaben dikitam nano? 
ROM.8.32	Ta i Makedepat ay an na kinipotan i Anak na ta binoy na eya a nagpakalibun de padipa para dikitam a pesan kanya boboy na ngani dikitam i pesan a kaelangan tam. 
ROM.8.33	Ay ino nano i te kaya a gesumbong de Makedepat tungkul dikitam a pineta na ta i Makedepat pan di i nagpakaeyen ni paghatol na dikitam. 
ROM.8.34	Pati inóman i te kaya a gehatol dikitam ta nagpakalibun para dikitam i Hisu Kristo a pinakaedup a liwet de nalibunin ta nano ay gelipa eya de kaditasan de langot a alane ni Makedepat a geawak eya de Makedepat a ugnay para dikitam. 
ROM.8.35	Pati pan inóman i te kaya a nakapepakiblag ni pagbuot dikitam ni Kristo. Ay angan te duman, misan kahedepan, pagkatakut a masakut, pagtiis dehil de pagyedi ni agta ide, tigeng, pagkaubed, pagpanganib pati pagbuno. 
ROM.8.36	Ta te duman de kasulatan a magioyo a,
ROM.8.36	“Dehil de pag-abut mi dikamo Makedepat ay nappahande kami a bunoin misan ano a odes ta peesip ni katalo mi a ikami ay magi topa a depat a bunoin.”
ROM.8.37	Misan i pesan a inon ay násapit dikitam ay ang kitam natalo ta ikitam ay nanalo a masakut de padean ni Kristo a gebuot dikitam. 
ROM.8.38	Talage a katinggesan ko a an te misan ano a nakapepakiblag ni pagbuot dikitam ni Makedepat, misan i kalebunan o i edup man, misan i anghel ide o i te kapangyedihan a pinakaponu de langot, misan i gesapit nano o i am pa, 
ROM.8.39	misan i libong ide de longaw o de disalad ni putok i ta matud ngani a an te misan ano a nakapepakiblag ni pagbuot dikitam ni Makedepat dehil de pagpakikaisin tam de Panginoon tam a Hisu Kristo.
ROM.9.1	Nano ay te sasabi ok a kamatoden a tungkul de Hudyo ide. Ay anok gebutil ta gepakikaisin ok de Kristo pati gepo de Ispiritu ay i innawa ko a malenis de pekita ni Makedepat ay gepamatud de surut ko 
ROM.9.2	a ako ay nagkolungkut a masakut. Talage a i innawa ko ay gehedep a an getimok 
ROM.9.3	a tungkul de tage bensa ko pala ide a i kasi Hudyo ko a paagow de padusahan. Kanya nappahande ok a kekiblag de Kristo a nappa ni kalewesan de de pagpadusa ni Makedepat be nalligtas tebe ide. 
ROM.9.4	Ta ide ay Hudyo a gepo de kaapoapohan mi a Israel a mangának ni Makedepat ta napadetipong de a ugnay i gepakaingap ni Makedepat. Pati nakipagkasungduan dide i Makedepat a binoy na pala i pangáko na ide, i pagdodul na ide pati matud a pagpodi diya. 
ROM.9.5	Mangápo ide ni tagibu a kaapoapohan mi ide pati i Kristo ay inumapo pala de Hudyo nun eya ay napa ni agta a eya a Makedepat a Makapangyedihan a podiin magpakapide pa man. Iwina i matud.
ROM.9.6	Misan kinumapoy i kamakmokan a Hudyo de pangako ni Makedepat ay an naeyenan ni kabuluhan i pangako na ta an i pesan a pinanganak a Hudyo ay kadugeng de pineta ide ni Makedepat. 
ROM.9.7	Ta an i pesan a mangápo ni Abraham ay te pagpanulusun a magi eya ta sinabi ni Makedepat de Abraham a, “I mangápo la ni Isak i matud a mangápo mo.” 
ROM.9.8	Ta i kabuluhan ni sinabi a inon ay i matud a mangának ni Makedepat ay an pinanganak a nappaayun de buot la ni agta ta nappaayun de pangako ni Makedepat a pinanulusonan ni pineta na ide. 
ROM.9.9	Ta pinangako ni Makedepat de Abraham a magioyo, “Ta pag-ampulang ko de pineta ko a panahon ay nanganak i Sara ni isin a lalaki.” Inon i sinabi ni Makedepat tungkul de Isak.
ROM.9.10	Isin pa de inoman ay nun gelihe di i Rebeka a bebi ni Isak a kaapoapohan tam ni kambel a manga lalaki 
ROM.9.11+ROM.9.12	ay sinabi ni Makedepat diya a, “Nappa ni maditas i bunso a anak mo de panganay mo na a anak.” Sinabi yo ni Makedepat nun am pa pepanganak i aduwa a anak, a am pa ide nagyedi ni malot pati piyon ta de maginon ay pepakita ni Makedepat a i pagpeta na ay an nappaayun de pagyedi ni agta ta nappaayun la de sadile na. 
ROM.9.13	Ta te duman de kasulatan i sinabi ni Makedepat a, “I Hakob a bunso ay pebuot ko ta i Isaw a panganay ay eyen.”
ROM.9.14	Misan ay an tam nasasabi a an matud i pagyedi ni Makedepat. Talage angani ta nappa diya la i buot na. 
ROM.9.15	Ta magioyo pala i sinabi na de Moises, “Talage a matud ay nagkakalbi ok de belang buot ko a kakalbian.” 
ROM.9.16	Kanya be piyon i kapuoyen ni agta ay dehil la de kalbi ni Makedepat a an la dehil de kabuotan pati pagyedi a sadili ni agta. 
ROM.9.17	Ta te duman de kasulatan a sinabi ni Makedepat de Hari ni Ihipto a te maksa a innawa a magioyo, “Yinadi ko ikaw a hari tangani be nátalo ko di ikaw ay mapaabuya ko i kapangyedihan ko pati mabereta i ngalan ko de pesan a lugel.” Inon i sinabi na 
ROM.9.18	kanya i Makedepat ay nagkakalbi la de misan ino a buot na a kakalbian ta pepabiyaan na pan a nappa ni maksa i innawa ni belang buot na a pakisain i innawa de.
ROM.9.19	Nano ay kati te duman a gesabi deko a, “Bekot ta pesosol ni Makedepat i agta be maginon? Ta ino inòman i te kaya a nálaben de kabuotan na?” 
ROM.9.20	Misan ay sasabi ko dikaw a an nagkaddepat a totubeg mo i Makedepat ni maginon ta am mo pala nasasabi diya a nagyedi dikaw a, “Bekot ta yinadi ok yu a magioyo?” 
ROM.9.21	Talage a i magyeyedi ni benga ay te kaya a geyedi de isin a kapisang a putok ni mahalage a kasangkapan o an mahalage.
ROM.9.22	Ta misan buot di ni Makedepat a pakitain na i gengsa na pati kapangyedihan na de manga agta a depat di a podusahan a nopuksa ay nagtiyage pa eya a masakut a nagtiis de inon ide 
ROM.9.23	tangani mapaabuya na de manga agta a kinalbian na i kapangyedihan na a an te kapadepade. Ta nun tagibu pa ay pinaghande na ikitam a te gepakaingap de langot, 
ROM.9.24	a ikitam a pineta na, a an i Hudyo la ide ta pati i an Hudyo pala. 
ROM.9.25	Ta te duman de kasulatan ni magsasabi a Oseas i sinabi ni Makedepat a magioyo a,
ROM.9.25	“I kaagtaan a an mangának ko a den ay ngangalanan ko nano a, ‘Ide ay mangának ko di.’ Ta i kaagtaan a den a ang ko pebuot ay nano ay ngangalanan ko ide a, ‘I pebuot ko.’ 
ROM.9.26	Ta i an Hudyo ide a nun tagibu ay sinabi ni Makedepat a, ‘Ang ko ikamo mangának,’ ay nano ay napa ni mangának ide ni Makedepat a nàedup.”
ROM.9.27	Misan ay magioyo pan i sinabi ni magsasabi a Isais a tungkul de Hudyo ide a,
ROM.9.27	“Misan i kamakmuk ni Hudyo ide ay magi kamakmuk ni langges de kaginglan ni atab ay tipide la i nalligtas 
ROM.9.28	ta tambing a tatapos ni Makedepat i sinabi na a paghatol de kaagtaan dio de putok i.”
ROM.9.29	Ta hinola pala ni magsasabi a Isais a magioyo,
ROM.9.29	“Be an la winalat dikitam a Hudyo ni Makedepat a Panginoon ni pesan, i tipide a an napuksa ay an di te nattide dikitam a unabis a magi tage benwaan a Sodoma pati Gomora.”
ROM.9.30	Nano ay katinggesan tam di a i kamakmokan a an Hudyo a an nag-esip a ti papalano a nappa ni malenis ide de pekita ni Makedepat ay napa ni malenis di dehil de pagpanulusun de diya. 
ROM.9.31	Misan i kamakmokan a Hudyo pan ide a te buot a nappa ni malenis de pekita ni Makedepat dehil de pag-abut de de pagdodul ide ay an ide tinumanggep ni buot de. 
ROM.9.32	Ta inumasa ide a nappa ni malenis de pekita ni Makedepat dehil de pagyedi de a sadili, a an dehil de pagpanulusun de diya ta nadegmak ide de hanga a beto a i Kristo de padipa na. 
ROM.9.33	Ta sinabi ni Makedepat de kasulatan a magioyo a,
ROM.9.33	“Pagelawagin yu ta popuoy ko de gitna ni manga Hudyo i hanga a beto a kassingkugen a kagengsaan de misan ay i belang nonulusun diya ay nalligtas ngani a talage.”
