MAT.1.1	Ŋuur-aŋ siŋ ku tamba ta Iisa Masi, roŋ ka Dawuud kaak roŋ ka Ibraayim. 
1CO.6.7	Ka seener, ɗo ɗatikko, ku gin ko gee kuuk sakkiya siŋtico. Ŋaar-ak gaara ko kadar biŋkiko gallo ɗo uŋji ka Buŋdi. Ya gem gingikonno gamin kuuk iŋ botilco, kuu subire guna min kuu iyin̰ ɗo uŋco ka gay seriiner. Ya gem soka gaminko oki, kuu rasin̰ guna min ku sakkiyin̰ji. 
1CO.6.8	Kar sando, kuŋ maaniikoŋ gay gina gamin kuuk iŋ botilcoɗo. Iŋ raade, ku tiyaag siŋtiko kuuk aamin ɗo Iisa Masi ! 
1CO.6.9	Ku ibanno ga ? Ŋuur kuuk gina gamin kuuk iŋ botilcoɗo un̰jaaɗo ɗo *Meennaw ta Buŋdi. Dakoŋ caaciyenno ziŋkiko ! Ibinoŋ tam kadar gee kuuk ɓaaƴa mun̰jam, kuuk abdiya margina, kuuk kokina miday wal daaɗ kara, kuuk deleesinay, 
1CO.6.10	kuuk kokinay, kuuk atka tamaanaw ta duniiner, kuuk sakriyaw, kuuk wara gee, kuuk gaama gamin ku geemir, okin̰co-aŋ un̰jaaɗo ɗo Meennaw ta Buŋdi. 
1CO.6.11	Ampaa ko, awalle minninko daarin̰ gingiyo. Kar diŋ gay, ku gin ko *cawar ɗo uŋji ka Buŋdi, ku gin ko geen̰ji ho ku goy ko goye kaak iŋ botiliy iŋ siŋ ku *Rabbinte Iisa Masi ho iŋ gudurre ta Ruwwin ta Buŋdi.
1CO.6.12	Gee daarin̰ minninko kaawa aman : « Nu gin botol taat naa gine ay maan kaak nu rakiyo. » Kaaw-an ka seener, kar gay min gamin okin̰co-aŋ, daarin̰ gaayaakonno. Nun oki, naa gedire kaawe aman : « Nu gin botol taat naa gine ay maan kaak nu rakiyo. » Kar gay, nu rasaaɗo zir gamin-aŋ yaadu gedire. 
1CO.6.13	Ku kaawa pey aman : « Tee, ŋaar ɓaa ɗo adir ho ad sa, ŋaar ƴoka teen di. » Kaaw-an ka seener, kar gay, tee iŋ adi, Buŋ yaa idin̰ seerco. Kar gay, Buŋ bal ginin̰ zi ka gemor a ŋaa ɓaaƴe mun̰jam. Zi ka gemor, ŋaar ɗo Rabbiner, ho Rabbin sa, ŋaar ɗo zi ka gemor-aka. 
1CO.6.14	Ka seener, Buŋ kaak nooyig Rabbin Iisa Masi min ɗo muuti yaate nooyinte, ginte oki, iŋ gudurrey ta meen̰ji.
1CO.6.15	Ku ibanno ga ? Ziŋkiko, ŋuur n̰um iŋ zi ka Iisa Masi. Ampa-ak, ya waan weƴ iŋ azbin̰ca, ar ŋa ic min zi ka Iisa Masi ho ŋa n̰umig iŋ kanti. Taar-at kuunayɗo kat bat ! 
1CO.6.16	Ku ibanno ga ? Gem kaak weƴ iŋ azbin̰ca-ak, seerco, ŋu n̰um ar zi ka gem rakki. Ka seener, ŋu siir ɗo Kitamner aman : « Seerco, ŋuu gine ar zi ka gem rakki. »
1CO.6.17	Kar gay, gem kaak n̰um iŋ Rabbinte Iisa Masi, seerco, ruwwinco rakki.
1CO.6.18	Yaman, cimoŋ kaƴko cat min ɓaaƴe ka mun̰jam-aka. Zunuubinna okin̰co ku pey, ŋuur kara min ɗo zi ka gemor. Kar gay, gem kaak ɓaaƴa mun̰jam-ak, ŋaar gina zunuubinna ɗo ziy ka meen̰ji. 
1CO.6.19	Ku ibanno ga ? Ziŋkiko, ŋuur ger ka Ruwwin ta Buŋdi. Ŋaar Buŋ kat berkonta ho ta goy ɗo ziŋkiko. Ampa-ak, ziŋkiko, ŋuur kuŋkonno, ŋu ku Buŋdi. 
1CO.6.20	Buŋ kappiy dakina a ku kuuniye geen̰ji. Ŋaar-ak, iŋ ziŋkiko-aŋ, zeeɗoŋ kuu jaalin̰ siŋ ku Buŋdi kuwa iŋ ay maan kaak ku giniyo.
1CO.7.1	Diŋ naako yeepe kat ɗo maan kaak ku siiriidu awalle aman : « Ya gem obaaɗo daatik sa guna. » 
1CO.7.2	Kar gay, iŋ goye ka duniiner kaak jookum-aŋ, guna, ay gemo yaa obe daatik ta meen̰ji ho ay geema yaa obe mitik ka meenti. 
1CO.7.3	Ya ŋu obe, mitko newsaaɗo kop ɗo daaciy ho daatik sa newsaaɗo kop ɗo mitti. 
1CO.7.4	Daatik gediraaɗo gine maan kaak ta rakiy di iŋ zit ka meenti, asaan zit-ak, ŋaar ka mitti oki. Ho mitik sa gediraaɗo gine maan kaak ŋa rakiy di iŋ ziy ka meen̰ji, asaan ziy-ak, ŋaar ka daaciy oki. 
1CO.7.5	Ŋaar-ak, ɗo daŋilco, daatik poocaagɗo mitti ho mitik sa poocaatɗo daaciy. Kar gay, illa ŋuu deen ja kaawco a ŋuu ɗeeɗin̰ daŋilco ɗo wiktin sooɗ di, ŋuu un̰je kaƴco ɗo inde ka Buŋdi. Kar ya wiktin-at bire, ŋuu yeepe ɗo daŋilco. Yampa, ŋu gediraacoɗo ɗo ziŋkico, paa *Seetanne yaa gase botol taat ŋaa gecin̰co.
1CO.7.6+1CO.7.7	Ɗo tanto gay, gee okin̰co yaa goye bal daaɗi ar nunu. Kar gay, nu kaawaakonno a kuu gine ampa. Kar ya ku raka gine pa, sokan̰ obaakonno. Ay gem di iŋ bere kaak Buŋ beriiji : rakki, Buŋ berji bere ka aŋka, ho ka rakki gay, ŋa berji bere ka pey.
1CO.7.8	Ɗo ŋuur kuuk bal obe misa ho ɗo murgilgal, nu kaawaaco a samaane ŋuu goye bal obe ar nunu. 
1CO.7.9	Kar ya ku gediraaconno ɗo ziŋkiko gay, ŋaar-ak, oboŋ. Ya ku ob-ak, guna min baƴkon di yaako deeŋko.
1CO.7.10	Diŋ naaco kaawe ɗo ŋuur kuuk ob ko. Maan kaak naa kaawe-aŋ (ŋa nununno di kaak kaawga, ŋa *Rabbin meen̰ji) daatik rasaagɗo mitti. 
1CO.7.11	Kar ya daatik rasig mitti gay, illa taa goye maala wal taa amre iŋ mitti, ho mitik sa, totiraatɗo daaciy.
1CO.7.12	Diŋ naaco kaawe ɗo ŋuur kuuk pey. Kaaw-an (ŋa nunu kat kaawta, ŋa Rabbinno) ya siŋ rakki daaciy bal aamine misa ɗo Iisa Masi ho ta ooy a ŋuu saaƴe, ŋaa totirintiɗo. 
1CO.7.13	Ampaa di oki, ya boo rakki mitti bal aamine misa ho ŋa ooy a ŋuu saaƴe, taa rasin̰jiɗo. 
1CO.7.14	Ka seener, mitik kaak bal aamine gay, ɗo bi ka daaciy taat aamine, Buŋ talaag ar ŋa mitti kaak taɓ ɗo uŋji. Ampaa di oki, daatik taat bal aamine, ɗo bi ka mitti kaak aamine, ɗo uŋji ka Buŋdi, ta daaciy ta taɓ. Pa-ak, kooginco oki, ɗo uŋji ka Buŋji, ŋu buuminno.
1CO.7.15	Kar gay, ya ŋaar kaak bal aamine raka totiriika, ŋaar-ak, ŋu totiroŋ. Ampa-ak, ŋuur kuuk aamine, ŋu imil kaƴco. Kar gay, Buŋ koliŋko a kuu goye ɗo aapiyer. 
1CO.7.16	Ku ibanno maan kaak yaa kuuniye. Kaŋ daatik taat aamin-anta, ka ibanno wal mitke yaa aamine ho ŋaa gase jileŋ ga ? Kiŋ mitik kaak aamin-aŋka, ki ibanno wal daaciŋ yaa aamine ho taa gase jileŋ ga ?
1CO.7.17	Ɗo wiktin taat Buŋ koliŋko, kuŋ goy goye kaak Rabbin Buŋ weeŋko. Ampa-ak, min kaaw taat nu kaawtu-anta, ay gemo yaa obin̰ goyin̰ji ŋaar-aka. Ŋaar-aŋ ko taaƴe kaak nu taaƴiig *Eglizna okin̰co. 
1CO.7.18	Ya gem kaak ŋu *ɗukumji ko seln̰o ɗo wiktin taat Buŋ koliiga, illa ŋaa goye paa di.
1CO.7.19	Ya ŋu ɗukumji seln̰o wala ŋu balji ɗukume oki, ginaaɗo maanna. Maan kaak samaan-ak, illa ŋaa aaɗe taat Buŋ kaawtu ɗo Kitamner. 
1CO.7.20	Illa ay gemo yaa obin̰ goyin̰ji kaak ɗo wiktin taat Buŋ koliiga. 
1CO.7.21	Ɗo wiktin taat Buŋ kolin̰ciŋ-ak, kiŋ ɓerre walla ? Dak moyenno ɗo taar-ata. Kar ya ŋu beraajiŋ botol taat kii imile kaan̰-ak, ob baati. 
1CO.7.22	Ka seener, ɓerre kaak Rabbin Buŋ koltu-ak, ɗo uŋji ka Buŋdi, ŋa imil ko kaay min ɓerriŋkaw. Kar ŋaar kaak ɓerreɗo ɗo wiktin taat Rabbin Buŋ koliiga, ŋa ɓerre ka Iisa Masi. 
1CO.7.23	Buŋ kappiy dakina a kuu kuuniye geen̰ji. Ŋaar-ak, dakoŋ ginenno ɓerrin ku geemir. 
1CO.7.24	Ka seener, gem kol siŋtay, illa ay gemo yaa goye ɗo uŋji ka Buŋdi ar goyin̰ji kaak min Buŋ koliiga.
1CO.7.25	Ɗo ŋuur kuuk bal obe misa, nu bal gine kaaw taat asa min ɗo Rabbinte. Kar gay, iŋ barkin taat Rabbin Buŋ beriidu, naa taaƴin̰co iŋ kaaw taat nec ŋuu obin bombo. 
1CO.7.26	Ɗo bi ka taaɓin taat diŋ goy kaate-anta, nu pakira a guna ay gemo yaa goye bal obe. 
1CO.7.27	Ŋaar kaak gin ko daatko, ŋaa totirintiɗo. Ŋaar kaak bal gineŋ gay, ŋaa obenno. 
1CO.7.28	Kar ya ki ob gay, ki bal nige maanna ɗo uŋji ka Buŋdi. Kar ya gemso kat obe, taar oki bal nige maanna. Kar ŋuur kuuk ob gay, taaɓinco yaa gine dakina ɗo duniin-anta ho nu rakaaɗo kuu aawin taaɓin-anta.
1CO.7.29	Gem kol siŋtay, nu kaawiy ampa-ak, asaan wiktin taat Buŋ beriite, taar sooɗ di. Ŋaar-ak min diŋka, illa ŋuur kuuk gin daaɗ-ak yaa gine riy ɗo Buŋdi ar ŋu bal gine daaɗi. 
1CO.7.30	Ŋuur kuuk ala diŋka, ŋuu gine ar ŋu allo. Ŋuur kuuk aaciyaw, ŋuu gine ar ŋu aacayɗo. Ŋuur kuuk gidiya gamna, ŋuu gine ar gamin-aŋ kun̰coɗo. 
1CO.7.31	Ŋuur kuuk atka tamaanaw ta duniiner, illa ŋuu atkenno tamaanaw-anta, asaan duniin taat diŋ ku taliy-an, taar yaa bire.
1CO.7.32	Nu rakaaɗo kuu ice kellimko. Ŋaar kaak bal obe misa, ŋaar ic kelmoy ɗo gamin ku Rabbin Iisa ho ŋa bariya botol taat ŋaa gine maan kaak Rabbin rakiyo. 
1CO.7.33	Kar ŋaar kaak ob daatik gay, ŋaar ic kelmoy ɗo gamin ku duniiner ho ŋa bariya botol taat ŋaa gine maan kaak daaciy rakiyo. 
1CO.7.34	Ŋaar-ak ko, kelmoy ɗeeɗtu werin seera. Ampaa ko, daatik taat bal gine mitko wala gemso oki, ŋuur ic kellimco ɗo gamin ku Rabbin Iisa, asaan ŋu bariya botol taat ŋuu kuuniye geen̰ji kun̰ji iŋ riyco ho iŋ pikirrico. Kar daatik taat ob gay, taar ic kelimti ɗo gamin ku duniiner ho ta bariya botol taat taa gine maan kaak mitti rakiyo.
1CO.7.35	Nu kaawtu ampa-ak a naako gaayiŋko, yampa, nu asiraakonno. Kar gay, nu raka a kuu gine maan kaak yaako kuuniyen di ho kaak yaako gaayiŋko kuu aaɗin̰ *Rabbin Iisa Masi iŋ gelbin rakki.
1CO.7.36	Ya waan minninko ogir gemso ho ŋa taaya ɗo obinti, kar ŋa tala kadar gintit raɗa ɗo gemso-ata wala ŋa raka obinti asaan niyiney dakina ɗo daatkuwti, ŋaar-ak, illa ŋaa obinti. Ŋa bal nige maanna ɗo uŋji ka Buŋdi. 
1CO.7.37	Kar gay, ya waan kaak ic niyin min ɗo gelbiney a ŋa obaaɗo ho ŋa wakaatɗo gemsoy, ya ŋu bal asirin̰ji ho ŋa tala kadar ŋaaji gedire ɗo ziy, ŋaar-ak, ŋa gin maan kaak samaane. 
1CO.7.38	Ansi-ak, waan kaak obit gemsoy-ak, gin maan kaak samaane, ho waan kaak bal obin tan̰ji gay, gin maan kaak samaan paka.
1CO.7.39	Daatik taat mitti goy iŋ odinay, taar ginno botol taat taa obe mitik ka pey. Kar gay, ya mitti mate, ŋaar-ak, ta gin botol taat taa obe mitik kaak ta rakiyo ya ŋa gem ka Iisa Masi. 
1CO.7.40	Kar gay, ɗo tanto, ya ta goy bal mitko, galilti yaa gine dakin paka ho nu pakira kadar kaawor-an asa min Ruwwin ta Buŋdi.
1CO.8.1	Diŋ naako kaawe ɗo bi ka kum kaak ŋu satgiytu ɗo buŋniydi. Ka seener, ginte okinte, gi gin ibine. Ibine-ak n̰aamaag gemo, ŋa ɗapiliyo. Kar eleŋ gay gaayaag gee, ŋu goyiy bombo ɗo imaanco. 
1CO.8.2	Ya waan pakira a ŋa iban maanna, ŋaar-ak, ŋa ibanno misa baay ta maanna-aka. 
1CO.8.3	Kar ŋaar kaak el Buŋ gay, Buŋ oki ibingig kadar ŋa kan̰ji. 
1CO.8.4	Ɗo bi ŋaar-aŋ, kum kaak ŋu satgiytu ɗo buŋniydi-aŋ, gi gin botol taat gii teen̰ji wala kawwi ? Gi iban kadar ɗo duniiner-an, buŋnay, ŋuur maan kaak maalan di, asaan Buŋ, ŋaar rakki di ho ginno ka pey. 
1CO.8.5	Ka seener, gee kaawa a buŋnay goy kuwa ka samaaner ho keɗer. Ɗo gelbinco, ŋu abdiya buŋnay dakina ho iŋ rabbinnay oki. 
1CO.8.6	Kar sando, loteŋ gay, Buŋ ŋaar rakki di. Ŋaar ko Tatte, ŋa kilgiyig gamin okin̰co, ho ɗo saan tan̰ji ko, gi goyiyo. *Rabbinte oki, ŋaar rakki di. Ŋaar ko Iisa Masi. Iŋ ŋaar di, gamin okin̰co goyiyo, ho iŋ ŋaar di oki, gi siikimiyo.
1CO.8.7	Kar gay, ɗo ɗatikko, goy gee daarin̰ kuuk ibingitɗo kaaw-anta. Yoo diŋka, daarin̰, abdiye ka buŋniydi-ak goy di ɗo kaƴco. Ya ŋu tiya kum ka *satkiner, ŋu pakira kadar kum-ak, ŋu dapsiyig ɗo buŋnay kuuk ka seener. Ansii ko, ŋu aawiy ziŋkico kadar ŋu *cawarro, asaan pikirrico sooɗa.
1CO.8.8	Gamin ku teendi, ŋuur gaayɗo gemo ɗo uŋji ka Buŋdi. Ya gi taaɗo, ginno maan kaak yaate arme, ho ya gi tiyaw oki, ginno maan kaak yaate gaayinte.
1CO.8.9	Kuŋ gin botol taat kuu teen̰ gamin okin̰co kuuk ku rakiyo. Kar gay, yaman goyoŋ goɗom, yampa, ŋuur kuuk bal gine gudurre ɗo imaan yaa jage ɗo saan taŋko. 
1CO.8.10	Ka seener, ku gin ibine ŋaar-aŋka. Kar ya gee kuuk pikirrico sooɗa talaako ku goy tee kum ka satkiner atta ɗo ger ka marginar, ŋu pakiraaɗo kadar ŋuur oki yaa tee walla ? 
1CO.8.11	Ampa-ak, iŋ ibiniŋko-ak ko, ku jagiig siŋtiko kuuk aditco seera, ŋu ɓaay rawte. Kar gay, ɗo saan tan̰co ko, Rabbin Iisa Masi mattu. 
1CO.8.12	Ŋaar-ak, ku gina maan kaak samaanno ɗo siŋtiko-aku ho ku gurɓiliit pikirrico taat sooɗ-ata. Ansi-ak, ku gin zunuubinna ɗo uŋji ka Iisa Masi. 
1CO.8.13	Ampa-ak, ya tee kaak nu tiy di iyaag siŋdu ŋa jagiy min botol ta Buŋdi, ŋaar-ak, naa rasin̰ tee ka kumar tak-tak, asaan ɗo saan tanto, nu rakaaɗo siŋdu yaa jage min botol ta Buŋdi.
1CO.9.1	Nun oki gin botol taat naa gine maan kaak nu rakiy di, wal maman ? Nun *paliine ka Iisa Masi wal kawwi ? Nu talig Rabbin Iisa Masi, wal nu bal talin̰ji ? Ya ku aamin iŋ siŋ ku *Rabbin Iisa Masi-aŋ wal iŋ riy taat nu gintu ɗo ɗatikko ɗoo di ? 
1CO.9.2	Ya gee daarin̰ pooc ooye a nu paliine oki, lokoŋ gay, nu paliine, asaan n̰umiŋko kaak ku n̰umtu iŋ Iisa Masi-ak gaara kadar ka seener, nu paliine.
1CO.9.3	Naako kaawe maman nu imiliy kaar ɗo uŋco ka ŋuur kuuk diyaadu kaawo : 
1CO.9.4	ni bal gine botol taat nii gase tee ho see iŋ riy taat ni giniyo walla ? 
1CO.9.5	Ya waan minninko gin daatko ho ta aamine, ŋa gin botol taat ŋa jaawguwe riy iŋ taara walla ? Ŋaar-aŋ ko maan kaak paliinna kuuk pey ho iŋ siŋtay ku *Rabbinte Iisa gintu ho Piyer oki. 
1CO.9.6	Wal nunu iŋ Barnabaas di kuuk yaa gase tee iŋ soriyni walla ? 
1CO.9.7	Maa askirin̰cir kaak meen̰ji di kappiya koyey ? Maa gemir kaak taatgiy eto ho taaɗo roŋji ? Maa gemir kaak gooƴaw ho saaɗo buwa ?
1CO.9.8	Kaawor-an, taar pikirreɗo ta geemir di, *gaanuun ka Muusa oki kaaw pa. 
1CO.9.9	Ka seener gay, ɗo gaanuun ka Muusa ŋu siir aman : « Berki kaak gina riy ɗo morgor, dakoŋ gootin̰jiɗo biy a pa ŋaa tee ganduulinna. »
1CO.9.10	Ha’a, ya taɓ-ak, ŋa kaawa ɗo bi kani. Ka seener, ŋaar kaak gawnaw ho ŋaar kaak seɗaw, seerco, ŋu diy kaƴco ɗo maan kaak ŋuu gase. 
1CO.9.11	Ar gay luwor luwiy busumji ɗo morgoy, nin oki gaarit kaaw ta Buŋdi ɗo ɗatikko. Ŋaar-ak, ya ni pakira a nii gase maan minninko, ku talaag ŋa dakin aale walla ? 
1CO.9.12	Ya gee ku pey gin botol ɗo gaminko, ŋaar-ak, nin gay gin paka, wal maman ? Kar iŋ taar-an oki, nin balko indiŋko a kuuni bere maanna. Kar gay, ni icit taaɓin okintiti a paa nii gine maan kaak yaa peyin Kabarre ta Gala ta Iisa Masi yaa sin̰je iŋ uŋti.
1CO.9.13	Ku iban tam kadar ŋuur kuuk gina riy ɗo ger ka Buŋdi gasa teen̰co min ɗo riyco-at di ho ŋuur kuuk dapsiyaag malle kaak gee bertu *satkine sa gasaat haginco min ɗo gamin kuuk ŋu bertu-ak di. 
1CO.9.14	Paa ko, Rabbinte Iisa kaawtu oki a ŋuur kuuk riyco ta gaare Kabarre ta Gala, ŋuu gase teen̰co min ɗo riyco-at di. 
1CO.9.15	Kar nun gay, nu bal gine pa. Nu siirgitɗo kaaw-an a kuudu n̰aame maanna. Yampa, ya nu mata sa guna min naa inde maanna ! Ginno waan kaak yaa imilin̰ maan kaak nu ɗapiliy-aŋka. 
1CO.9.16	Nu ɗapilaaɗo ɗo bi kaak nu gaara Kabarre ta Gala. Asaan Buŋ berduut riy taat naa gaarin Kabarre-anta. Ɗo gaaƴar ya nun kat gaargitɗo Kabarre ta Gala-an ɗo geemir. 
1CO.9.17	Ya meendu kat doɓit riy-anta, nu gin botol taat naa gase maan ɗo koyer. Kar gay, ŋa meenduɗo kaak doɓta. Ŋa Buŋ kat berduut a naa gininti. 
1CO.9.18	Ŋaar-ak, maan kaak naa gase ɗo koyer gay moo ? Maanna-ak, ta galal ta gaare Kabarre ta Gala maalan di. Ya nu gin botol taat naa gase maanna oki, nu boodaaɗo ɗo bi ŋaar-aŋka.
1CO.9.19	Nu gin botol taat naa gine maan kaak nu rakiy di. Kar gay, nu meendu ic niyine naa gine ɓerre ka gee okin̰co a naa iye gee dakin aale, ŋuu aamine ɗo Rabbin Iisa Masi. 
1CO.9.20	Ya nu goy iŋ *Yuudinna, nu ica goyin̰co a naa iyin̰co ŋuu aamine ɗo Iisa Masi. Ya gaanuun baldu diye pise oki, wiktin taat nu goy ɗatik ta gee kuuk gaanuun diyco pise, goyindu ar kan̰co a naa iyin̰co ŋuur oki yaa aamine. 
1CO.9.21	Ya nu goy iŋ gee kuuk aaɗgigɗo gaanuun-ak sa, nu goy ar ŋuura a naa iyin̰co oki. Sando, ka seener gay, nu aaɗaag gaanuun ka Buŋdi, asaan nu karmiyaag gaanuun ka Iisa Masi. 
1CO.9.22	Ya nu goy iŋ gee kuuk bal gine gudurre ɗo imaan sa, nu goy ar ŋuura a naa ɗeŋrin̰co ɗo imaanco. Ansii ko, nu goyiy iŋ ay gemo ho nu giniy ay maanna a naa iyin̰ daarin̰ minninco a ŋuu gase jile. 
1CO.9.23	Riy okintit-an, nu ginaat a Kabarre ta Gala yaa sin̰je iŋ uŋti. Ansii kat, naa gasin haginer taat ta kaawtu ɗo uŋji ka Buŋdi.
1CO.9.24	Ku iban tam kadar ɗo kaasumindi, gee okin̰co gaɗaw kar gem rakki di yaa icin̰ maan kaak ŋu diyiico. Kuŋko oki, gaɗoŋ kuu icin̰ maan kaak ŋu diyiiko-aka. 
1CO.9.25	Gee okin̰co kuuk raka pakin̰ een̰co ɗo gaɗir-ak, ŋuur taala ziŋkico ho ŋu gedirco ɗo ziŋkico ɗo gamin dakina. Ŋu giniy pa-ak a ŋuu icin̰ maan kaak ŋu diyiico. Sando, maanna-ak taayaaɗo aale. Kar ginte gay, gi giniy pa-ak a gii icin̰ maan kaak yaa goye doo. 
1CO.9.26	Ansii ko, ɗo botol ta Buŋdi, nu gaɗɗo mun̰jam. Nun ar gem kaak kaasuma iŋ kutpa ho men̰n̰iɗo badam. 
1CO.9.27	Nu taaɓiyaag ko taaɓiye zir a naaji gedire. Yampa, nun meendu kaak gaarit kaaw ta Buŋdi ɗo gee daarin̰-aŋ oki, siŋdu amilaaɗo.
1CO.10.1	Gem kol siŋtay, nu rakaaɗo a ku ibinaaɗo baay ta maan kaak kuuniy awalle ɗo wiktin ta nabi Muusa. Ɗo wiktin taar-at, aginiyte okin̰co, Buŋ diyco uce a taaco gaare botol, ho okin̰co, ŋu aaltu barre ka dindiko.
1CO.10.2	Okin̰co, ŋu gintu geen̰ji ku nabi Muusa iŋ *batiziye kaak ŋu batiziyiig ɗo ucer ho ɗo barrer. 
1CO.10.3	Ŋuur okin̰co tee tee kaak Buŋ paayiico min ka samaaner
1CO.10.4	ho okin̰co, ŋu see amay kuuk asa min ɗo Buŋdi oki. Amay-ak amila min ɗo dambi kaak Buŋ beriico. Dambi-ak jaawa iŋ ŋuura ho ŋaar ko Iisa Masi.
1CO.10.5	Kar anuwco gay, Buŋ dapin̰ iŋ ŋuura. Paa ko, ŋu mattu taruwsin̰ ɗo goosiner, ɗo ay wer kaak ŋu ɓaayiyo.
1CO.10.6	Gamin kuuk asco ɗo aginiyte-aŋ yaate gaare botol taat samaane. Ampaa kat, gi diyɗo pey kaƴte ɗo gamin kuuk samaanno ar aginiyte gingiyo. 
1CO.10.7	Ampa-ak, dakoŋ abdiyenno margina ar gee daarin̰ minninco gingiy awalle. Ansii ko, ŋu siirtu ɗo Kitamner aman : « Gee goyiy keɗer a ŋuu tee ho ŋuu see, kar ŋu uciy waare iŋ daaɗi. »
1CO.10.8	Dakinte ɓaaƴenno mun̰jam ar daarin̰ minninco gintu. Min ŋu gintu paa di, ɗo ƴiriy rakki di, gee orok seer iŋ subba alip (23 000) mattu.
1CO.10.9	Dakinte gecin̰jiɗo *Rabbin Iisa Masi ar ŋuura. Gee daarin̰ minninco gecga. Ek di aalin deeyiigu dakap.
1CO.10.10	Dakinte gujumjumenno ɗo Buŋdi ar gee daarin̰ minninco. Gee ŋuur-ak, *ɗubil ka Buŋdi gay dee geemir asiigu da.
1CO.10.11	Gamin okin̰co kuuk asco-aŋ yaate gaare botol taat samaane. Ŋu siirig ɗo Kitamner a gii goye goɗom, asaan gi goy ɗo wiktin taat ba aaro. 
1CO.10.12	Ansii ko, gem kaak pakira a ŋa pey bombo, illa ŋaa goye goɗom pa ŋaa gale. 
1CO.10.13	Gece okin̰ji kaak ku aawtu-ak, gee okin̰co aawaaga. Buŋ, ŋaar kaawoy rakki di ho ŋa ooyaaɗo *Seetanne yaako geciŋko iŋ gamin kuuk pakgit gudurriko. Kar ɗo wiktin taat Seetanne gecaakoŋ gay, Buŋ yaako bere gudurre a kuu gedirin̰ gece-aka ho ŋaako pile botol kuu imile kaƴko.
1CO.10.14	Ŋaar-ak, nu kaawaako gem kol siŋtay kuuk nu elgiyo, abdiye ka marginar-aŋ, rasoŋ serek. 
1CO.10.15	Nu kaawaako ar nu kaawa ɗo gee kuuk gin ilim. Kuŋ maaniiko pakiroŋ ɗo kaawor-anta. 
1CO.10.16	Pakirinte ɗo tee kaak gi tiyo ho ɗo see kaak gi siyo ɗo wiktin taat gi n̰um ɗo bi ka Rabbin Iisa Masi. Ya gi n̰ume, gi dela barkin ɗo Buŋdi ɗo bi ka *kordin ta barkiner. Wiktin taat gi siya min ɗo kordindi-ata, gi n̰um iŋ baar ku Iisa Masi ho wiktin taat gi ɗeeɗa mappa gi tiyo oki, gi n̰um iŋ zi ka Iisa Masi. 
1CO.10.17	Mappa, ŋaar rakki di, kar ginteŋ gay dakina. Tee ka mappar-ak gaara kadar ginte okinte ar zi ka gem rakki di.
1CO.10.18	Pakirinte oki ɗo abaadin ta gee ku Israyeel. Ka seener, ŋuur kuuk tiya kum ka *satkiner kaak ŋu dapsiytu ɗo wer kaak ŋu pintu iŋ siŋ ku Buŋdi, ŋu n̰um iŋ Buŋ meen̰ji. 
1CO.10.19	Ka seener, ya ŋu n̰um iŋ Buŋ, ŋaar-ak gaara kadar kum kaak ŋu bertu satkin ɗo marginar wal margin maaniico, ŋuur oki gin paydine walla ? Ha’a, ginno ! 
1CO.10.20	Kar gay, nu kaawaako, maan kaak ŋu beriy satkin ɗo marginar, ŋu beraag ɗo aariɗnar, yampa ɗo Buŋdiɗo.
1CO.10.21	Ku gediraaɗo see kordindi ta Rabbin Iisa ho kuu see pey ta aariɗnar. Ku gediraaɗo kuu tee tee ka Rabbin Iisa ho kuu tee pey ka aariɗnar. 
1CO.10.22	Gi raka nige adiy ka Rabbinte walla ? Gi gin gudurre pakgiga walla ? Ha’a, kawwi !
1CO.10.23	Gee daarin̰ kaawa aman : « Nu gin botol taat naa gine ay maan kaak nu rakiyo. » Kaaw-an ka seener. Kar gay, min gamin okin̰co-aŋ, daarin̰ gaayaakonno. Gee-ak kaawa a nu ginit botol-ata, kar min gamin okin̰co-aŋ gay, daarin̰ gaayaakonno kuu sin̰je ɗo botol ta Buŋdi. 
1CO.10.24	Dakoŋ pakirenno ɗo maan kaak yaako gaayiŋko kuŋ maaniikon di. Kar gay, pakiroŋ oki ɗo maan kaak yaa gaayin̰ eeŋko.
1CO.10.25	Ku gin botol taat kuu tee kum okin̰ji ka suuginer bal inde pa aditko yaa ose. 
1CO.10.26	Ku gin botol, asaan ŋu siir ɗo Kitamner aman : « Kiɗa ho iŋ gamin okin̰co kuuk goy ɗo adiy, ŋuur ku Rabbin Buŋ. »
1CO.10.27	Ya waan kaak bal aamine koliŋko a ku ɓaa tee ɗo geriy ho ku ooy kuu ɓaawe, taaŋ gamin okin̰co kuuk ŋa beriiko bal inde, pa aditko yaa ose. 
1CO.10.28	Kar gay, ya gem rakki kaawko aman : « Kum kaak ku tiy-aŋ, ŋaar gay marginar. » Ŋaar-ak, dakoŋ teenno pey ɗo saan ta gem kaak kaawaako ho iŋ adiy kaak osaw-aka. 
1CO.10.29	Nu kaawtu pa-ak, asaan gem-ak adiy osaw, yampa nu kaawɗo a aditko osa ɗo bi ka kumar-aka.
1CO.10.29	Gee daarin̰ yaa inde a ya ni gin botol taat nii tee tee kaak ni rakiy di-ak, maa di nii ice ta ŋaar kaak adiy osaw-aka ho nii rasin ta maaniini ? 
1CO.10.30	Ya nu dela barkin ɗo Buŋdi ɗo tee kaak nu tiy-ak gay, maa di ŋuun osin pey ɗo tee kaak nu dela ja barkine ?
