LUK.1.2	Nanakasike pipiya matasiyai si kinana, ba warana si yoneyonei wai rutainina sita kirumisi. 
LUK.23.48	Pipiya ereonowasi si kesanisi si raugayo, ba niko wose i tupuwa si kinani wai, ere nuwapoyisi nuwanuwasi si botawana ba si veramaga asi ku yove. 
LUK.23.49	Saba pipiya iyabosi Iesu si kuira sakiyei, ba yebo bibaine iyabosi wata Galileeyai si kibi si botu wai, rabarabai naki si imsiri, ba nikosi wose si kinakinana.
LUK.23.50	Kona maranai wai, sebare kesana kana waba Joseph, rorititaina duwuna kamonai i mamana. Kona wai sebare gairena kesana, ba ana yawasa totorina. 
LUK.23.51	Maranai, Rorititaina si duwu ba niko wose sita wosei wai, kona kega i damaninei. Kona ana meyaga Arimathea, Judia kupurina kamonai, namai i botu. Ba kona wai God ana Basileiya ana botubotuna i potapotai. 
LUK.23.52	I nae Pilate kurina, ba Iesu tupuvina kairavina i baba. 
LUK.23.53	Ba damanina i nae Iesu tupuvina korosi yai i terekirei, ba linen garanai i sumai. Ba karawaga wauna mom, akima nadegubina si karoi. Ba kega kesana kotoi si terei wai, namai i dauwei 
LUK.23.54	Kona kaona wai bobunaga marana ba Sabbath marana matapa ine ratui. 
LUK.23.55	Ba bibaine iyabosi wata Iesu Galilee yai si kibi si botu wai, Joseph yabata si nae ba karawaga si kinani. Ba mekabage wata Iesu tupuvina kamonai si terei wai, si kinani. 
LUK.23.56	Damanina si veramaga asi ku yove, ba Iesu tupuvina kana bane si bobunaga. Ba Bada ana kao tunetune kairavina si bosisiri wai, Sabbath maranai si yakam.
LUK.24.1	Sabbath murinai maratom didibarinai bibaine si bomsiri bane si bobunaga wai si yauna si sukumara ku karawaga. 
LUK.24.2	Ba si vera kasibau ku karawaga wai, akima kaikapona, karawaga matam ketana si gudui wai, bi bi peuru taveyina si kitai. 
LUK.24.3	Saba si riu karawaga ku kamona wai, Bada Iesu tupuvina kega si panani 
LUK.24.4	Nuwanuwasi i kairagaraga, ba nikona si nuwanuwasuyei maranai, mara kesana sebasebare asi ruwamo kasi gara kwari kadakadarisi parisi yai simsimsiri wai, si kinanisi. 
LUK.24.5	Ba si nagara saki wai, si pepeta naosi yai si gakira ku tano. Saba sebasebaresi kurisi si wona, “Awaika kairavina raoboraobosi kamosi yai, pipiya yawayawasina ko nuvenuveni? 
LUK.24.6	Kona kega nina, kona i bomsiri. Galilee yai awaika i wonimi wai ko nosi?” 
LUK.24.7	I wona, “Sebare Natuna piraga goyo pipiyisi ku yarosi sina terei, ba sina tuparatui. Ba mara bai tonuinai ina yawasa, ba ina bomsiri mena.” 
LUK.24.8	Damanina wonana nuwanuwasi yai i rupaira. 
LUK.24.9	Ba karawagai si veramaga mena wai, nikosi wose ereonowasi, Iesu ana nonora yauna asi eleven ba yebo pipiya mutusi yabata si wonisi. 
LUK.24.10	Bibainesi wai, Mary Magdalene, Joana, ba James sinana Mary, ba yebo bibaine mutusi, nikosi wose Iesu ana Nonorayauna si wonisi. 
LUK.24.11	Saba, Iesu ana Nonorayauna kega si geruvisi. Si nosi kata awaika si sisiyei wai, sisiya paraparaga. 
LUK.24.12	Saba Peter i bomsiri, ba i vera i nae ku karawaga, ba i runoma i kinana wai, kega kesana awaika i kinani. Saba linen garanai Iesu si sumai wai, kona wata i dudauwa wai i kinani. Ba i veramaga mena ku yove, ba awaika i tupuwa wai i nota kabakabai.
LUK.24.13	Kona maranai, Iesu turaturana asi ruwamo, ketai si yewo si nenae ku Emmaus. Kona meyagina ba ku Jerusalem wai, ana rabaraba nanakasike seven mile rubana. 
LUK.24.14	Ba asi ruwamo wose ereonowasi si tupuwa wai, kosi si bi sisiyana. 
LUK.24.15	Sibi toirubaruba, ba sibi sisiyana maranai, Iesu imsiratu kurisi, ba yabata si yewo si nae. 
LUK.24.16	Kosi si kinani, ba saba si buruburuvei. 
LUK.24.17	Iesu i toirubaisi i wona, “Ami ruwamo awaika kobi kaoboneyanei, ba ko yewoyewo?” Kosi simsiri, ba naosi nuwapoya i bonuwa. 
LUK.24.18	Kesana kana waba Cleopas i toirubai i wona, “Kom wagawagam Jerusalem kamonai, kega ku kuiri rorowa mom awaika i tupuwa kona?” 
LUK.24.19	Iesu i toirubaisi i wona, “Ba awaika i tupuwa?” Kosi si kaobeyei si wona, “Awaika Iesu Nazareth biyina kurina i tupuwa wai. Kona wai, Peroveta, pipiya ereonowasi ba God matasi yai, ana sisiya ba ana wose si maragata saki. 
LUK.24.20	Priest kaikaiwabosi, ba ata babada si yauni, ba pipiya si berisi sita kasibunui, ba korosi yai si tuparatui i rabobo.
LUK.24.21	Kabi geruvei, kata kona Israel ita tombaubauni. Nikosi wose si tupuwa wai, karaku mara kana bi tonu. 
LUK.24.22	Ba yebo ku tepana kata ama bibaine mutusi si sikwanikai. Karaku maratomai si sukumara ku karawaga, 
LUK.24.23	saba tupuvina kega si panani. Ba si veramaga wai, si wonikai kata, aneya kurisi si rerematara, ba si wonisi kata, Iesu wai yawayawasina. 
LUK.24.24	Damanina turaturakai mutusi si nae ku karawaga, ba mekabage bibaine sisisiya wai, nanakasike si kinani, saba pipiyina kega si kinani.” 
LUK.24.25	Iesu kurisi i wona, “Abi neganegami naki, mekabage wai awaika Peroperoveta si sisiyei wai, kega koi geruwana yagiyaginei. 
LUK.24.26	Bi suwona kata Iesu nikosi wose ina paiwarana, ba ana ku kadara ina riu kona?” 
LUK.24.27	Ba Iesu God wonana ereonowasi, kona i kesina mom kairavina si kiruma wai, i tere bi totorana. Moses ana bukai i dagui, ba i nae Peroperoveta ereonowasi si kiruma wai, kurisi. 
LUK.24.28	Ba si nae matapa ku Emmaus si veravera kasibau wai, Iesu i wosei bage kona ita veravera damana. 
LUK.24.29	Saba kosi si yawatawani si wona, “Kega kuna nae, kao matapa i kakaba, ba matapa e pompom, ke botu yabata tana mana.” Damanina ba i riu yabata sita mana. 
LUK.24.30	Ba si makira sita kam maranai, bread i yauni, God kurina i kaikaiwa ba i kiyatomni, ba i dagui ita berisi. 
LUK.24.31	Kona maranai matasi si tamotatara, ba si kuiri, saba naosi yai i vera siwana. 
LUK.24.32	Si kao boneyana si wona, “Pasinakata kona kairavina ketai kurita i bisisiya, ba God wonana si kirumi wai, kurita ibi debei maranai, nuwanuwata kamosi yai keyama karakarasina rutainina i karakarata.” 
LUK.24.33	Damanina mara kesana si bomsiri, ba si veramaga ku Jerusalem. Ba namai ana Nonorayauna asi eleven mutusi yabata si kesanisi si mamana wai, si pananisi. 
LUK.24.34	Ba kurisi si wona, “Bisuwona Bada i bomsiri! Ba bisuwona Simon kurina i rerematara” 
LUK.24.35	Damanina asi ruwamo awaika ketai kurisi i tupuwa wai, ba mekabage Bada bread i kiyakiyatomni, ba si kita panani wai kurisi si sisiyei.
LUK.24.36	Karaku wata nikona si bisisiyei, ba Iesu i kesina mom basusi yai i msiri, ba i wona, “Nuwanuba kurimi emana.” 
LUK.24.37	Kosi si sikwana negenegisi, ba si nagara, si nosi bage momosika sita kinani. 
LUK.24.38	Saba kurisi i wona, “Awaika kairavina ko nagara, awaika kairavina ami nota te kairagaraga? 
LUK.24.39	Yaroyaroku ba kaekaeku ko kinana, nikona yauku i kesiku mom, ko borubaiku ba kona kinani, kata momosika kega ere biyosi ba ere sirikesi. Bage karaku nina ko kinakinaniku wai, rutainina.” 
LUK.24.40	Kona i wonisi murinai, yaroyarona ba kaekaena i beyisi. 
LUK.24.41	Nuwagaire i bobunvisi, ba si bi wareyei wai, kega si bi geruwana kabitamni. Kona kairavina i toirubaisi i wona, “Karaku nina komi karimi yai awaika kesana kanina kairavina e mamana kona kega?” 
LUK.24.42	Damanina iyana gibugibuna mutuna si yauni si berei, 
LUK.24.43	ba matasi yai i yauni i kani. 
LUK.24.44	Damanina ba kurisi i wona, “Nikosi wose kairavisi yabata ta mamana maranai, a wonimi. Sawara ereonowana Moses, ba Peroperoveta ba Psalms bukasi, kamosi yai, kairaviku si kiruma wai, wosesi sina tupuwa.” 
LUK.24.45	Damanina asi nota i botatari, kata awaika Peroperoveta si kiruma wai, sita kuira kabitamni. 
LUK.24.46	Kurisi i wona, “Nikasike si kiruma, si wona Keriso sini yara ina paiwarei ina rabobo, ba mara bitonuinai, ina bomsiri mena. 
LUK.24.47	Ba Jerusalem yai sina dagui, nuwabirabira ba piragagoyo nota taveyina kana wabai, dam ereonowasi kurisi sina rumamara. 
LUK.24.48	Komi nikosi wose kasi bi mamatara pipiyimi. 
LUK.24.49	Awaika Tamaku ikao biyoyobanimi wai, ani porai kurimi. Saba meyaga kamonai koni bi potapota yepo, maragata sapamai, ina gakira kurimi.”
LUK.24.50	Damanina ba ana Nonorayauna Jerusalem yai, i urabaisi si kasibau si nae ku Bethany, ba yaroyarona i bokabara, ba i gairenisi. 
LUK.24.51	Ibi gairenisi maranai, i sumarisi, ba God i yauna taveyei, i gae ku sapama. 
LUK.24.52	Damanina ba ana Nonorayauna si bokabakabari, ba ere nuwagairesi si veramaga ku Jerusalem. 
LUK.24.53	Ba mara patepatena yove taparoro kamonai wata si mamana, ba God sibo kabakabari.
