GEN.1.1	Yama nagkamchakug, Apajuík nayaimpin nugkajai najanauwai. 
LUK.20.47	Nuwa waje aidau jeenash atankiag, aents aidau pegkegnap takainawa tujuttinme tusag, Apajuin au aujuinakua ukú yujau aina nunin aigpajum. Nunú aidau imá senchi suwimkan jukiagtin ainawai.”
LUK.21.1	Jega Apajuí ememattainum wiyakuch aidau, Apajuinu atin kuichik egketainum anentag kuichik egkeamun Jisus wainkau. 
LUK.21.2	Nuniai makichik nuwa waje shiig ujunauch jimag kuichik cobre najanamun egkettamanash wainkauwai. 
LUK.21.3	Nunik:
LUK.21.3	—Dekas tajime: Jujú nuwa waje shiig ujunauchitak tikich egkeawaja nuna nagkaesau kuichkin egkeae. 
LUK.21.4	Tikich aidauk kuichik ampinun egkeenawai, tujash jujú nuwa waje ujunauchia juka ni sumasa yumainjinak ashí egkeae, —tiuwai.
LUK.21.5	Jisusak tusa chichá wajaig, wajumak aents aidau: Ju jega Apajuí ememattaya juka, kaya shiig pegkeg aidau ekenjá jegamkayap, Apajuinu atí tusag anentag ikaunmakbauwai imatika iwajamuita, tusag augmatuidau. Nuniagtai Jisus chichajak:
LUK.21.6	—Atum ju imatiksa iwaja jegamkamu wainjum juka, makichik kayakesh ekenjamu aina nuwiyag juwakchatnai, ashí tsaikbau atinai, —tiuwai.
LUK.21.7	Juna Jisus tutai iniinak:
LUK.21.7	—Jintinkagtinuh, ¿nunash wajutik dutikawagtin ainawa? ¿Nunú aidau uminkatin tsawan jegattak wajataish, wají wantintinaita? nunú ujajatkata, —tuidau.
LUK.21.8	Tama ni ayaak: “Kuitamamkatin atajum tsanugmajainum, kuashat aents aidau mina daajun adaimasag: ‘Witjai Kristunuk, tsawantak jegawai’, wajagtinai, imatuinakuish dekaskeapi tusajum antugkaipajum. 
LUK.21.9	Maaninawai tuinamu antitnaitjume, nuigtú maaniawagtatus pampandayamushkam, imaninakuish ishamkatin aigpajum, dekatkauk jujú aidauwá nagkaemagtinai, tujash nagkanmauk waamak achatnai.”
LUK.21.10	Tusa nuigtushkam: “Nugka yaignum batsamin aidau tikich nuninum batsatujai maaniagtinai, tuja nuninai nugka muunnum batsamin aidaushkam, mai imannumiajaig maaniagtinai. 
LUK.21.11	Senchi ugbaush ashí nugkanum atinai, yapagtash tepeatnai, nuigtú jata aentsun nagkaematug ijinbaush atinai. Nayaimpinmayashkam shiig ishamain wantinjatnai.
LUK.21.12	“Tujash ju ashí wi tajim nu eke jegatsaig, atumnak achigmakag waitkagmasagtinai. Dutijamainak jega ijuntai aidaunum awaintamawag, nui jujamkiag aents achiká chimpitainum egkepawag, nui jujamkiag tikich apu aidaunum ejetamawag, nui inagkeapakiag apu dekas nugkanum inamin aidaunmash ejetamawagtinai, mina nemagtuidau asagmin, mina pachitus titinme tusag. 
LUK.21.13	Tujash nuna dutijamainakuish, mina pachittsajum tikich ujamainuk yupichu ajutjamiagtinai. 
LUK.21.14	Nuniakjumesh: ‘Wajintu chichaknuk ayamjumkatja’, tusagmek anentaimigpajum. 
LUK.21.15	Wi atum chichaktinnak dekamtikatnaitjime, dutikamu asagmin atum chichataik, makichkish aigmamainchau dekapiagtinai. 
LUK.21.16	Tujash atumi apa, yatsum, pataim, kumpajum aina duke sujupakagtinai, dutijamawagmatai dita maamuk maam agtinai. 
LUK.21.17	Atum mina nemagtin aidautigminak ashí aents aidau kajegtabiagtinai. 
LUK.21.18	Imatijamainakush minaig datumtamain ainatsui. 
LUK.21.19	¡Wajiu wajastajum! Atum mina nemagtukbautak pujautigmek, pujut nagkanchau jukiagtin ainagme.
LUK.21.20	“Suntag aidau Jerusalegkan tentea au wainkugmek, yaaktanak wamkeap tsaikagtatua titin atajum. 
LUK.21.21	Nuna nuninakuig, atum Judea batsatutigmek mujanum pisagtajum. Jerusalén batsatutigmesh yaaktak jiinjajum ukuktajum. Tuja aents ajajin takaak batsatushkam, Jerusalén wakitkig waimainchau ainawai. 
LUK.21.22	Duka Apajuí Israelan suwimkan susatnai tusa agagbauwa nunú uminak imanitnai. 
LUK.21.23	Tujash nunú tsawantin nuwa ejamtin, nuigtú uchí amuntsuaku agtina nunak wait anentuinajai. Wagki Israel nugka juwig shiig senchi waitiamu atinai. Apajuí suwimkan suwau asamtai. 
LUK.21.24	Maaniamunum maamush agtinai, dutikainak tikich aidaunak achijag, tikich nugkanum judiuchu aidau batsatbaunum kuashat yajuakagtinai. Dutikawag Jerusalén juwajunak, judiuchu aina nu inainak waitkagtin ainawai. Duti dutikainakua Apajuí tibauwa nu jegatai idaisagtinai.
LUK.21.25	“Nuniamunum etsa, nantu, yaya aidaushkam yaunchkesh nunishtaiji nuninamu wainnatnai. Ashí nugkanmaya aents aidauk senchi ishamiagtinai, nayants shiig senchi tsukatak uutbauji antuinak: Wajukawajik, wajagtinai. 
LUK.21.26	Imatainak jaka iyauke agtinai, nugkanum nagkaemaktinun anentaimtusag ishamainak, nayaimpinmaya machikish umuchmainchau aidaushkam buchitaidau asagmatai. 
LUK.21.27	Nunú imaniamunum wi Apajuí Uchijiyaitkun Aentsmagan Akiinauwaitag nuna, yujagminum pachitkau tsawan wajasan mina senchigjai minamun waitkagtinai. 
LUK.21.28	Nunú nagkamna imaninakuig atumek shiig aneastajum: Waamkeap waitiag nuna Apajuí agkanmitkagmattaji, tusajum.”
LUK.21.29	Junashkam Jisus augmatak tau: “Diistajum numi higuera, nuniachkugmesh tikich numi esat dekatai aina dukesh. 
LUK.21.30	Atumek nuna duke betenkainakuig: Waamkeap esat nagkamnattawa, tusajum dekau ainagme. 
LUK.21.31	Nunisjumek atumshakam ashí wi taja nunú imanisag uminag wegau wainkugmek: Apajuí ju nugka juwi inamjatnuk namput wajatsuapi, titin atajum.
LUK.21.32	“Dekas tajime: Wi Jerusalegkan pachisan ashí tijim duka, yamai aents batsata jusha ashí jinuinatsaig uminkatnai. 
LUK.21.33	Nayaimpik nugkajaig megkaejatnai, tujash mina chichamjuk umintsukek juwakchatnai.
LUK.21.34	“Shiig kuitamamkajum umintsajum dakamsatajum, Apajuiyai anentaimtan datumtamain, nampet, ju nugka juwiya imá senchi anentaimtut aina nu tupanjajum batsatkujum, wi pachiachmau minakui ishamjukaijum. 
LUK.21.35	Ashí aents aidauk chinamunum kuntin dekeemama numamtuk wajakagtinai. 
LUK.21.36	Atumek shiig umintsajum ashí tsawantai Apajuik aujú pujutajum, nunú ishamain nagkaemagtina nuanuish waitkats, wi Apajuí Uchijiyaitkun Aentsmagan Akiinauwaitag nuna aents aidaun suwimkan susatasan minakuish, ajankas igkunkamnujum.”
LUK.21.37	Jisusak tsawai jega Apajuí ememattainum jintinkagtua, kiitaik Olivosa mujajin weejakuí. 
LUK.21.38	Nuniau asamtai kashikmasag jega Apajuí ememattainum aents aidauk kauntsagké aidau, jintinkagtamujin antukagtatus.
LUK.22.1	Jista pag levadurajai pachimtsuk inajua yutai Pascua tutai jegattak wajai, 
LUK.22.2	sacerdote apuji aidau, chicham umiktinun jintinkagtin aidaujai, aentsun ishamaidau asag, Jisus wajuk maawajik tusag chichaidau.
LUK.22.3	Nuniamunum Jisusa jintintaiji doce aina nuwiya Judas, Iscariote tuuta awagmatia nuna iwanch egkemtuau, 
LUK.22.4	dutikam sacerdote apuji aidaujai, nuigtú jega Apajuí ememattain kuitamin aidaujai: Wajuk Jisus achiká sujumainaita, nuna pachisag chichasaju. 
LUK.22.5	Nuna chichas umikag shiig aneenak: Kuichik akikmí, tusag ame dutikata akiktajame, tiajui. 
LUK.22.6	Tama Judaschakam ayú tusa wajuk Jisusan aents atsamunum sujukajak tusa egau.
LUK.22.7	Pascuatin, pag levaduragtuchu yuaku uwig aishmag tsakat maa yutai jegau asamtai; 
LUK.22.8	Jisus, Pedron Juagjai awemak:
LUK.22.8	—Wetajum, nunikjum Pascuatin yuwatin umiktajum, —tiuwai.
LUK.22.9	Tuinam dita aiinak:
LUK.22.9	—¿Tuwí umiktí tusamea wakegame? —tuidau.
LUK.22.10	Tiagtai Jisus ayaak:
LUK.22.10	—Yaakat wayamunum makichik aishmag yumí aimak waketu wainkattagme, nunú pataetuktajum, 
LUK.22.11	nunikjum jeentin jeen wayaakui: ‘Jintinkagtin chichagtamak: Agkantash awash wi mina jintintaig aidaujai Pascuatin yumainush, tujamae’ titajum, 
LUK.22.12	tajumin ni inaktugmastatui yakí tesamu muun shiig umikbaun, nuanuí umiktajum, —tiu.
LUK.22.13	Tusa tiajam wegag Jisus tibaunak imatiksag wainkaju. Nunikag nui Pascuatin yuwatnunak umikajui.
LUK.22.14	Yujumak yuta jegamtai, Jisus mina chichameg etsegtugkatajum tusa etejamu aina nujai mesanum jegantag pekaamsajui. 
LUK.22.15	Nunik chichaak:
LUK.22.15	—Senchi wakemajai, eke mantuinatsaig ju Pascuan atumjai ijunjan yuwatasan. 
LUK.22.16	Dekas tajime: Atumjaig ataktuk jutikanuk Pascuanak yuwashtinaitjai; atak Apajuí inabauji jegatna duwi yuwatin asan, —tiuwai.
LUK.22.17	Nuna tusa idayak umutai copanum ekeemtatman juki, Apajuin see tusa jintintaijin suwak:
LUK.22.17	—Ju copa juwiya ashí atum aidautijum uwagtajum, 
LUK.22.18	dekas tajime: Ataktuk jutikanuk uva yumijinak uwagchatnaitjai, atak Apajuí inabauji jegatna duwi uwagtin asan, tiuwai.
LUK.22.19	Tusa idayak pagkan juki Apajuin see ti puuká, jintintaiji aidaun susa chichajak:
LUK.22.19	—Jujú pagka juka mina iyashig atumní mantamnatta nuna iwainawai, juka tuke jutiksagmeké atin atajum mina anentaimjutkujum.
LUK.22.20	Tusa ashí yuwawagmatai umutai copanum ekeemtatman juki, nunashkam aikasag Apajin see ti:
LUK.22.20	—Ju vino copanum awa juka, mina Apag yamagman mina numpajuí atum uwemkatnun anagtamawajua nunú uminkatnun iwainawai: 
LUK.22.21	Mina sujutkatta duka ju mesa juwig wijai eketui. 
LUK.22.22	Tuja wi Apajuí Uchijiyaitkun Aentsmaga Akiinauwaitag nuna, nuniktinai tusa agajajua nuna umiktasan wejajai, tujash ¡mina sujutkatta nuna imá senchi wait anentajai! —tau.
LUK.22.23	Jisus tutai ni jintintaiji aidau pempeentunikiag iniinidau, yaki dutikati tusag.
LUK.22.24	Nuna tusag idayinak: Jutii ainag juwiyash yaki atakesh imá wagakush atinaita, tusag ditak pempeentunikiag pampandayidau. 
LUK.22.25	Tudayagtai Jisus chichajak: “Apu judiuchu aidauk aentsnak ditanua nunin emak inainawai, nuna dutikaidauk shiig takaawai tama au ainawai, 
LUK.22.26	tujash atumek nuninuk amaitsugme. Atum ainajum anuiya eme anentai atag takug, uchi eme anentsá diishtaya nunin anenmamain ainawai. Inamna dushakam aantsag tikichin takagna nunin amainai. 
LUK.22.27	¿Atumesh wajuk anentaimjume, mesanum eketa dukaih eme anentsá diitaish, atsa ajaama dukaih? Mesanum eketa nunuwai. Tujash wika yujumkan ajamauwa numamtin wajasan, wi atumin ajampeajime.
LUK.22.28	“Atumek wi shiig utugchatnum wekaekuish wijaig ijuntsajum yujasú asagmin, 
LUK.22.29	wi atumnak apu emaktinaitjime, mina Apag mina apu etiuwa dutiksanuk, 
LUK.22.30	dutikamu asajum wi inamtinaitag nuanuí atumesh mina mesajuí wijai yuwatnaitjume, nuniakjum Israelan uchijí doce aajakajua nuanuiya wegantu aidau inakjum, ekeemtai aidaunum ekeemsatnaitjume.”
LUK.22.31	Jisus junashkam Pedron tiuwai:
LUK.22.31	—Simón, iwanch Apajuin segae, trigo pegatiama numamtuk atumin pegkegchaunum dekapjamsatatus; 
LUK.22.32	tujash wishakam aminak segatmagme, minai kajintsá anentaibaujum mijakaim tusan, ame mina waintsamjai tujutmesh, ataktú minai anentaimjam tikich aidaush anentai ichichtugminum tau asan. 
LUK.22.33	Tama ni ayaak:
LUK.22.33	—Apuh, wika amina achigmakag egkepainakuish, nuniachkush mantamainakuish amijai jakatasan umintsan wekaejai, —tau.
LUK.22.34	Tutai Jisus ayaak:
LUK.22.34	—Pedro, yamai kashia juwik atash eke shinatsaig, Jisusnak waintsamjai tusam kampatumá ugtuktatme, —tiu.
LUK.22.35	Tusa idayak:
LUK.22.35	—Wi atumin chichagkagtuktajum tusan ishimkun, wají egkea jutaigmekesh, kuichik, sapat aidaukesh jukigpajum tusan ishiakuitjim duwish, ¿wají atsumjauwaitjume?
LUK.22.35	Tama dita aiinak:
LUK.22.35	—Apuh atsumjachamiaji, —tuidau.
LUK.22.36	Tiagtai Jisus ayaak:
LUK.22.36	—Tujash yamaik wají egkea jutaigmeshkam jukitajum, espadajum atsugtamkuig, awantak pataká nugkutaijum sujakum makichik sumaktajum. 
LUK.22.37	Yamaik, duwik Apajuin etsegtin aidau mina pachitus againak: ‘Aents pegkegchaujai betek maam atinai’, tibauwa nu minai uminkattawai, —tau.
LUK.22.38	Tutai dita aiinak:
LUK.22.38	—Apuh, juwi jimag espada ajutjamui, —tiajui.
LUK.22.38	Tiagtai Jisuschakam:
LUK.22.38	—Maake idaisatajum, —tiuwai.
LUK.22.39	Tusa jinki weuwai Olivosan mujajin nui tuke weu asa, nunitai jintintaiji aidaushkam ashinkajui. 
LUK.22.40	Nuanuí wakag ni jintintaiji aidaun chichajak:
LUK.22.40	—Juwi pujusjum Apajuí aujú pujutajum, iwanch pegkegchau takastinme tusa dekapjamsainum.
LUK.22.41	Tusa ukuak nigka kanakí machik kuwaesag tikishmag pujus Apajuin aujak: 
LUK.22.42	“Apawah, amesh wakegakmek wi waitmainaitag nu agkanmitkajuata; tujash wi wakegamuk achati, ame wakegamu atí”, tiuwai.
LUK.22.43	Tusa aujai Apajuí aentsji nayaimpinmaya wantintuku Jisusan anentain ichichtugtatus. 
LUK.22.44	Jisus ni waittsatnujin shiig senchi anentaimtus, Apajuin senchi aujak numpan sekijai segaju, nunik nugká kitaidau.
LUK.22.45	Jisus Apajuí augbaun inagnak jintintaiji batsakbaun jegantun diikmá, wake besemag dekapenak ane anentaimainakua kajig batsatun wainak:
LUK.22.46	—¿Wagka kajiish batsatjume? Nantakjum Apajuí ausatajum, iwanch pegkegchaun takastinme tusa dekapjamsainum, —tiuwai.
LUK.22.47	Tusa Jisus eke chichaak wajai, ni jintintaiji doce aina nuwiya Judas daagtin kuashat aentsun saasá ni emjuk tajuntau, Jisusan kugkuastatus. 
LUK.22.48	Dutikam Jisus ayaak:
LUK.22.48	—Judasah, Apajuin Uchijí Aentsmaga Akiinauk kugkuasmeap sujame, —tiuwai.
LUK.22.49	Jisusan achikagtatus nudiagtai, niina jintintaiji aidau:
LUK.22.49	—¿Apuh, maaniattajik? —tuidau.
LUK.22.50	Tusa tuinai, tikich nui ijuna nuwiya espadajin ukuini juwakug, dekas sumo sacerdote apuji inaken kuwishí untsujinian asankau. 
LUK.22.51	Dutiktai Jisus:
LUK.22.51	—Maake, aikatsuk idaisatajum.
LUK.22.51	Tusa kuwishí asankamun juki ataktú anujtuk pegkeg awajtusui. 
LUK.22.52	Nuna dutika sacerdote apuji, jega Apajuí ememattain kuitamin aidaujai niina achiktatus kauntau aidaun chichajak:
LUK.22.52	—¿Atumek kasa achiktasa utugmaina imatijuagmeap, espadak tinamdaekajum, numi aidauk takuinasuajum minitjuinagme? 
LUK.22.53	Wi kashí kashinig jega Apajuí ememattainum atumjai ijunnuweg duwikish jutikagmek achigchau agmaugme. Tujash yamaik atum mina jutijuatnun iwanch atumin inapakui jutijagme, —tiuwai.
LUK.22.54	Tuja Pedroshkam ikaag pataetus wega wegakua sumo sacerdote jeen jegantú, 
LUK.22.55	nunik jegaa jií ikapajag anamainak batsatbaunum, niishkam nui ditajai anamak ekeemsau. 
LUK.22.56	Nunittaman makichik nuwa, apú inake tanta diikmá wainak dii wajatu, nunik:
LUK.22.56	—Jushakam Jisusjai wekaemajama, —tau.
LUK.22.57	Tama Pedro chichaak:
LUK.22.57	—Nuwah, wika wainchaujai aunak, —tau.
LUK.22.58	Nuna tusa machik eketaig, tikitchakam aikasag:
LUK.22.58	—Amesh Jisusa jintintaijitamjama, —tau.
LUK.22.58	Tama Pedro ayaak:
LUK.22.58	—Atsa, wichauwaitjai, —tau.
LUK.22.59	Tutai idaisajam makichik hora tumain ekeemtatman tikitchakam aikasag:
LUK.22.59	—Dekaskenum jushakam Jisusa jintintaiya jama, Galileanmaya asa, —tuidau.
LUK.22.60	Imatjuinam Pedroshkam:
LUK.22.60	—Wika atum tajum nunak dekatsjai.
LUK.22.60	Tusa chichaak wajai, atash shinukuí. 
LUK.22.61	Nunitai Jisuschakam ayampá Pedron diisú, dutikam Pedroshkam Jisus chichajak: “Atash eke shinatsaig kampatumá ugtuktinaitme”, tibaun adeaju. 
LUK.22.62	Nunik Pedro agaa jiinki senchi wake besemag dekapeg kajegmamak buutiuwai.
LUK.22.63	Jisus diyaku atajum tibau aidau dushikinak awatuidau. 
LUK.22.64	Dutikainak jiin epetkag chichajuinak:
LUK.22.64	—¿Dekakia ya awatamni? —tuidau.
LUK.22.65	Tusag kuashat pegkegchaun chichajuinak waitkaidau.
LUK.22.66	Imá imatikainakua tsawajag, judío apuji aidau, sacerdote apuji aidau, chicham umiktinun jintinkagtin aidaujai ijunjag Jisusan jukiag, chichaman inagnau batsatbaunum ejegawagmatai, iniinak:
LUK.22.67	—¿Ame dekas Kristukaitam? tukagtita, —tuidau.
LUK.22.67	Tama Jisus ayaak:
LUK.22.67	—Wi Kristuitjai takuish, dekaskeapi tujutchattagme, 
LUK.22.68	wi atumin iniamash aigmaitsugme, nuigtush akupjumaitsugme. 
LUK.22.69	Tujash yamaya juwi nagkamsanuk wi Apajuí Uchijiyaitkun Aentsmagan Akiinauwaitag nunak, Apajuí ashí senchigtina nuna untsujin ekeemsattajai, —tiuwai.
LUK.22.70	Tutai pampanjag iniinak:
LUK.22.70	—¿Untsu amekaitam Apajuí Uchijim?
LUK.22.70	Tuinam Jisus ayaak:
LUK.22.70	—Dekaske atum tujutjum nuuwaitjai, —tiuwai.
LUK.22.71	Nuna timatai:
LUK.22.71	—¿Nuigtush ya etsegtukti tusaya dakainaji? ii dekas ni chichaamu antugkagjama, —tuidau.
LUK.23.1	Chicham inagnatainum aents ijunag batsatuk ashí wajajag, Jisusan jukiag Romanmaya apu Pilato pujamunum ejegawaju. 
LUK.23.2	Dutikawag Jisusa tsanumjuinak:
LUK.23.2	—Jujú aents jutii nugken chichaman tsuwapak wekagas, witjai Kristunuk, Roma apujish kuichkik sumaitsui, tu wekagu asamtai juwi itaaji, —tuidau.
LUK.23.3	Tiagtai Pilato iniak:
LUK.23.3	—¿Amekaitam judío aidau apujim?
LUK.23.3	Tama Jisus ayaak:
LUK.23.3	—Ame tujutam duka dekaske, —tau.
LUK.23.4	Timatai sacerdote apuji, nuigtú tikich aents tuwakú aina nuna Pilato chichajak:
LUK.23.4	—Wika jujú aentsnak makichkish pegkegchau dutikamunum bakumamainnak dekagtsujai, —tau.
LUK.23.5	Tutai nuní nagkaemasag:
LUK.23.5	—Tujash aanú aents aidaun jintintak dapamkagtú wekaenuwe. Nuniak Galilea nagkamas jintí jintinkagtakua juwish Judeanmash dutiksag dapamkagtú wekaewai, —awajuidau.
LUK.23.6	Jisus Galilea nagkama jintinkagtinuwe tabaun Pilato antuk:
LUK.23.6	—¿Dekas jujú Galileanmayachukaih? —tusa iniimu.
LUK.23.7	Tutai:
LUK.23.7	—Awiyayai, —tuidau, Apu Herodesa inamtaijinia asamtai. Nuna tiagtai dekaa, Pilato Jisusan Herodesai awemauwai, niishkam nu tsawantin Jerusalén taa pujau asamtai. 
LUK.23.8	Dutika ejetim Herodes Jisusan wainak shiig aneasu, kuashat tsawantai: Itugsanuk wisha aents dutikmainchau ni iwainag takaamunash wainkag, tusa wakegá pujú asa, 
LUK.23.9	kuashat iniasu tujash nigka aikchauwai. 
LUK.23.10	Nunitai nui sacerdote apuji, chicham umiktinun jintinkagtin aidaujai ijunaidau, wainak senchi tsanumjuidau. 
LUK.23.11	Imatiagtai Herodeschakam ni suntaji aidaujai, Jisusan aentschau chichajus dushikinak, jaanch pegkeg apu nugkutai aina ibaun anugkug, ataktú Pilato pujamunum awebau. 
LUK.23.12	Nuna dutikainak Herodesak Pilatojaig kumpamdayawajui shiwag pujuwaitak.
LUK.23.13	Ataktú itawagmatai, Pilato sacerdote apuji aidaun, tikich apu aidaun, ashí aents aidaujai ijumjau. 
LUK.23.14	Dutika chichajak:
LUK.23.14	—Atum jujú aentsun dapampawai tusajum itagtuawagmin atumesh antagmin, atum pegkegchau tajum nuna iniasan dekajuatakamanush dekajuachmajai. 
LUK.23.15	Nunisag Herodeschakam dekajuachu asa awagkimtai juwi itawaje. Nuniau asamtai, wika ni mantamnati tusanuk tumaitsujai; 
LUK.23.16	ayatak asutiatajum tusan akupkatjai, —tiu.
LUK.23.17	Nunak ashí mijantin jista Pascua inagkeamunum, aents achikam egketaina nuwiya makichik jiikí idaitai asamtai tiuwai.
LUK.23.18	Tutai aents nui tuwak ijunuk ashí pampanjag:
LUK.23.18	—¡Waagkamek ancha akupkatame! ¡Dekas Barrabás akupkata! —awajuidau.
LUK.23.19	Duka Jerusalegnum Romanmaya apu dakituinaku pampandayamunum aentsú maú asamtai achikam egketu. 
LUK.23.20	Tiagtaishkam Pilatok Jisusan akupkata tau asa, ataktú awentsag ditan chichajak:
LUK.23.20	—Dekas Jisusan akupkatjai, —tau.
LUK.23.21	Pilato tutai nuní nagkaemasag senchi untsumkag:
LUK.23.21	—¡Achigtá! ¡Achigtá! —awajuidau.
LUK.23.22	Imatjiagtai kampatuma juwishkam Pilato chichajak:
LUK.23.22	—¿Tujash wají pegkegchauna takasé jusha? wika ni pegkegchau takasbaunum bakumaku mantamnamainjinak dekagchau asan, ayatak asutiawagmatai jiiktajai, —tau.
LUK.23.23	Tutaishkam nuní senchi untsumkag, achinjati wajainak Pilatunak wagagkiaju. 
LUK.23.24	Imatiagtai Pilatushkam:
LUK.23.24	—Dita tuina dutiksag uminkati, —tiuwai. 
LUK.23.25	Dutikak Barrabás, Jerusalegnum Romanmaya apu dakituinaku pampandayamunum aentsú maú asamtai achikam egkemtatman, nunú jinkiti tuidau asagmatai nuna jiyaak, Jisusnak dita tuina dutiksag umiktinme tusa sujuk idaisauwai.
LUK.23.26	Tima Jisusan achigtatus juki emasag, yaakat Cirenenmaya Simón daagtin ajajinia minittaman, Jisus achigtin numi yapajia achiamun ayankaju. Dutikam Jisus eemak wetai, ukuunum yanas wegau.
LUK.23.27	Jisusan kuashat aents nemajus ashinainamunum, nuwa aidaushkam imanisag ukunum saegas, untsu untsumas buu buutuinakua ashinaidau. 
LUK.23.28	Imatiagtai Jisus nuwa aidaun ayampatua:
LUK.23.28	—Jerusalegnumia nuwa aidauh, minak eganjaigpajum, atumek egaamakjum uchijum anentaimtusjumesh buuttajum. 
LUK.23.29	Tsawan jegagtamiagtinai, nunikmatai: ‘Uchigtin aidautigmek uchigtuchu wajasjum, tikich nuwa kaga uchigtuchu muntsujinash amuntsuachu aidauk, yajau aneas batsatainatsuapita’, wajatin ainagme. 
LUK.23.30	Imanik senchi waituinak mujá pagkajiag: ‘¡Mujah, yumpunkum ijijatuakia!’ awajiagtinai. 
LUK.23.31	Wi tudau takaschau aig, imatijuawag waitkajuinaish, ¿Apajuish wagkag tudau aidaunash waitkaschati? —tiuwai.
LUK.23.32	Jisusan jukiag, nuigtú jimag aents magkagtin aidaunashkam achijagtatus jukiag emaidau. 
LUK.23.33	Dutikawag nain “buuk sakajua” nuninai tutainum ejegawag, Jisusan achijag, magkagtin aidaunashkam achijajui, dutikawag makichik untsugnumanini awajuinak tikichnak menajinini awajawajui. 
LUK.23.34	Dutikam Jisus chichaak: “Apawah, tsagkujata dekainachu asag, minak jutijuinawai”, tau.
LUK.23.34	Nuniai suntag aidauk, yana kayajig jinkit nunú Jisusa jaanchjinak jukiti tusag wasugkamaidau. 
LUK.23.35	Nuniamunum aents aidauk Jisusan dii ijuntuinai, apu aidau dushikinak:
LUK.23.35	—Tikichnak yajau uwemtikchauwe, yamai niishkam dekas Kristu, Apajuí etegjamuitkug nigki akaiki uwemjati, —tuidau.
