MAT.1.1	Ade Yesu Kristo kĩ ɛnyɛ Dawid ɔwa, kĩ Dawid lɛmɛ nyɛ Abraham ɔwa a bawanyɔ kasinu buĩ nɛ awĩ a.
ROM.8.11	Ntɛ Baguma Hũhũ a kĩ ɛdzɛla Yesu etomɛna banɔkpa kamɛ a deĩ nɛ mi kamɛ ni, kekɔ̃ oti a kĩ ɛdzɛla Kristo etomɛna banɔkpa kamɛ a lɛmɛ aakpa mi sukɛna kĩ saku a nkpã, nɛ ye Hũhũ a kĩ edeĩ nɛ mi kamɛ a sũ.
ROM.8.12	Foesũ nwaɛ̃ amɛ, budeĩ adzuma adi kĩ kɛnɛ kĩ bɔkɛna lɛmɛ fɔnyɛ́ kĩ bɔadzi nkpã ndɛ ayekĩ boe sukɛna awɛ kĩ budzi a. 
ROM.8.13	Kitonɛkĩ ntɛ midzi nkpã nɛ sukɛna kawɛ onukpɛ̃ ni, míaku. Lɛmɛ ntɛ mitsã Hũhũ kamɛ mikɔ mi fɔkɛlatsa kpa a, míana nkpã. 
ROM.8.14	Bati a kĩ Baguma Hũhũ akpã a flee nyɛ Baguma babi. 
ROM.8.15	Kitonɛkĩ Hũhũ a kĩ Baguma kpa mi a tákɛna mi basate mikavila, mbom Hũhũ a akɛna mi Baguma babi. Ade Hũhũ a kɔbɛ̃ afɔ̃ bɔbɔa fɔwɔla kavɛ Baguma kĩ, “Abba!” kĩ foe kayɔ nyɛ kĩ “Ao Nda!”
ROM.8.16	Baguma Hũhũ a mɔawɛ lɛkɛna ɔmɔa mɔ boe hũhũ yadi adansiɛ kĩ Baguma babi bɔanɛ. 
ROM.8.17	Ntɛ bɔnyɛ ye babi ni, bɔnyɛ ye adzapadiɛ lɛmɛ banyanɛ, ade bɔmɔ Kristo bɔ́anya adzapadiɛ a kĩ Baguma kɔa eyi ye a. Foesũ ntɛ bɔna tsɛfã nɛ Kristo lubo kamɔ a kamɛ ni, bɔ́ana tsɛfã lɛmɛ nɛ ye kukũkpalɛ a kamɛ a.
ROM.8.18	Makɔna kĩ bɔláapuli bɔkɔa lubo a kĩ bɔamɔ finyaa a bɔkɔnamɔ Baguma kukũkpalɛ a kĩ baanyɛ bɛtsa boe a kɔlaa. 
ROM.8.19	Fɔtsa a kĩ Baguma bɔa a flee dzi fɔadzɔlɛ mɔ akũ kasĩ kĩ Baguma ɛnyɛ ye babi ɛtsa. 
ROM.8.20	Kitonɛkĩ bɛkɔ fɔtsa a kĩ Baguma bɔa a flee kɔtɔ kĩ fɔnyɛ fɔtsa pupulidza, nnɛ́ nɛ foe kawɛ akũ, mbom Baguma lɛwɛ kĩ fɔna lɔmɔ. Lɛmɛ kɔnɛte a deĩ kĩ, 
ROM.8.21	luwi lidi ni, fɔtsa a kĩ bɛbɔa flee aanyɛ foe akũ nɛ tɛsate ɔsum kĩ yabu kade a kamɛ, fɔyaawo nɛ akũ akũ kadzi mɔ kukũkpalɛ a kĩ Baguma aakpa ye babi a kamɛ.
ROM.8.22	Kitonɛkĩ bunyina kĩ kɛyawo nviã lɔkɔ kĩĩ a, fɔtsa a kĩ Baguma bɔa a flee abe ayɔlɔhɔ ndɛ ɔmatsɔ̃ kĩ sɛmɛ pi ye aye. 
ROM.8.23	Lɛmɛ nnɛ́ fɔtsa kĩ bɛbɔa a odi abe ayɔlɔhɔ, mbom boe a kĩ Baguma kpa ye Hũhũ ndɛ ye futetsa fɔtɔnyade a lɛmɛ bɔabe ayɔlɔhɔ nɛ boe kamɛ, kadzɔlɛ Baguma kĩ ɛkɛna boe ye babi a, ɛnyɛ boe kutitse a flee. 
ROM.8.24	Kitonɛkĩ ade kɔnɛte kĩĩ sũ bɔna katɛ a, lɛmɛ ntɛ bɔamɔ kɔnɛte fɔtsa kɔkɔɛ ni, fubuki fɔnyɛ́ kɔnɛte. Kitonɛkĩ owei akɔa anɛ kate nɛ fɔtsa a kĩ yamɔ a akũ? 
ROM.8.25	Lɛmɛ ntɛ boe anɛ teĩ nɛ fɔtsa a kĩ bɔámɔ akũ ni, bɔana ɔwɔlɛ bɔɛɛ kadzɔlɛ foe.
ROM.8.26	Ade ayea Hũhũ a lɛmɛ aayabumɔ boe a kĩ bɔdɔ a, kitonɛkĩ bunyína ayekĩ kɛfɛta kĩ bɔabɔa mpaɛ bɔkpa Baguma. Hũhũ mɔawɛ a abe ayɔlɔhɔ kapili boe lɔlɔ nɛ Baguma sɛkɛ̃ mɔ fɔlɛtsa kĩ onukpɛ̃ lɛláapuli ɛlɛ. 
ROM.8.27	Ade Baguma a kĩ yamɔ bati tɔwɔlɛ kamɛ a nyina lɛtsa a kĩ lɛnyɛ Hũhũ a adzuni, kitonɛkĩ Hũhũ a ake Baguma aduli nɛ ye bade lɔlɔ ndɛ ayekĩ Baguma awɛ a.
ROM.8.28	Bunyina kĩ Baguma akɛna fɔtsa flee fɔaboomu kakɛna fuwĩ kakpa bati a kĩ bawɛ ye kalɛ a, kĩ ɛvɛ nɛ ye nhihiɛ onukpɛ̃ a. 
ROM.8.29	Bati a kĩ Baguma nyi ɛnyamɛna lɔtɔ a, ɛpau be eyi kĩ bɛyaakɛna ndɛ ye Obi aye, ayekĩ ye Obi a aanya be ɔtɔnyade nɛ bawaɛ̃ pii kamɛ. 
ROM.8.30	Foesũ bati a kĩ Baguma nyɛ eyi a, ade be ɛvɛ a, ade bikĩ ɛvɛ a, ɛkɛna be bɛkpɔla ade ɛkpa be tsɛfã nɛ ye kukũkpalɛ a kamɛ a.
ROM.8.31	Ntɛ bɔkɔna fukĩĩ flee akũ a, litsa bɔ́apuli bɔlɛ? Ntɛ Baguma dzɛ̃ nɛ boe liti a ni, owei aapuli eyidza ɛdza nɛ boe akũ? 
ROM.8.32	Ntɛ Baguma a kĩ ɛtásĩ ye mɔawɛ Obi kakɔa kakpa, mbom ɛkɔa ye ɛkpa faa nɛ boe flee lɔlɔ a ni, nde fɔ́anya kĩ ɛláakɔa fɔtsa bɛbã flee faa ebu Obi ɛkpa boe? 
ROM.8.33	Owei aapuli ɛbɔɛ fɔlɛtsa nɛ bati a kĩ Baguma pau a akũ? Baguma mɔawɛ di adansiɛ kĩ bɛtáku kɔtɔ. 
ROM.8.34	Foesũ owei aakɔ be kɔtɔ? Nnɛ́ Kristo Yesu a kĩ eku ĩye kĩ Baguma dzɛla ye etomɛna banɔkpa kamɛ, edzi nkpã nɛ Baguma sɔmɔna, yake ye aduli nɛ boe lɔlɔ a!
ROM.8.35	Kekɔ̃ owei ĩye litsa aapuli etsua bɔmɔ Kristo ɔdɔ a kayite? Lubokamɔ aapuli, mbɔɛɛ ɔhau, mbɔɛɛ bati liti katomɛna, mbɔɛɛ kɔlɛkakɔ ĩye ohiã, mbɔɛɛ ɔdzɔ kadzi, mbɔɛɛ wuda libe, mbɔɛɛ kĩ wuda? 
ROM.8.36	Katsɛlɛ Kpalɛwa a lɛ kĩ,
ROM.8.36	“Nɔ sũ, bakɔ boe lɔkɔ nyɛ lɔkɔ.
ROM.8.36	Ade babu boe ndɛ baveli kĩ bɛkpã banaakɔ aye.”
ROM.8.37	Nɛ fukĩĩ flee kamɛ a, bɔtsã Kristo kĩ yawɛ boe kalɛ a akũ bɔba ayekĩ bɔkɔna malo. 
ROM.8.38	Kitonɛkĩ ntɛ ndo kĩ lɛtsama lɛláapuli lɛnyɛ boe nɛ boe Ɔlate Kristo ɔdɔ a kamɛ. Fɔláanya wuda ĩye nkpã, ode fɔtɔ banyanɛ ĩye hũhũ kpa kɔbɛ̃ kudi, lɔkɔ kĩĩ ĩye lɔkɔ kĩ laaya, 
ROM.8.39	katinya kĩ kideĩ nɛ ode ĩye katinya kĩ kideĩ nɛ tite kayɔ ĩye fɔtsa a kĩ bɛbɔa a kamɛ fudima. Lɛtsama koũ lɛláa katinya kamɛ flee kĩ láapuli lɛnyɛ boe nɛ Baguma ɔdɔ a kĩ bɔna bɔtsãmɛna boe Ɔlate Kristo Yesu akũ a kamɛ!
ROM.9.1	Lɛtsa a kĩ malɛ a nyɛ ɔnɔkɔali, Kristo ode manɛ ade maáma fɔvã a. Yĩ ɔwɔlɛ kĩ Hũhũ Kpalɛwa anya ye akũ a akpa yĩ katɛkado kĩ nnɛ́ fɔvã mama. 
ROM.9.2	Mabe ayɔlɔhɔ, ade ntɛ kalɔɛ kĩ kaádɔ nɛ yĩ ɔwɔlɛ kamɛ, 
ROM.9.3	kakpa yĩ bati a kĩ bɔmɔ be bɔnyɛ sukɛna mɔ babɔanɛ mɔa. Nɛ be sũ maawɛ kĩ Baguma edumu yĩ faa, ɛsɛ̃ bɔmɔ Kristo kayite malo kufɛ. 
ROM.9.4	Kitonɛkĩ ade be nyɛ Israel ɔmaĩ a kĩ Baguma pau, ɛkɔa ɛkɛna ye bade, ɛnyɛ ye kukũkpalɛ a ɛtsa be a. Esui onukpɛ̃ mɔ be, ɛkpa be ye mbla a lɛmɛ. Be nɛɛ Baguma ɔsum osi wĩ a, ade be lɛmɛ ɛkɛna bɔhɛ ɛkpa a. 
ROM.9.5	Be kasinu to Hebrifɔ bawanyɔ a kĩ bɛtɛ buĩ a kamɛ, ade be kade kamɛ Kristo lɛmɛ nɛ eto ndɛ otidziwa aye ɛya a. Mifɔ̃ bumu Baguma a kĩ yanya fɔtsa flee akũ daa daa a! Fɔya lɔmɔ.
ROM.9.6	Nlámɔ kalɛ kĩ Baguma kalɛkayi a táya nɛ foe kamɛ, kitonɛkĩ nnɛ́ bati a kĩ bito Israel a flee nyɛ Israelfɔ kpanunu. 
ROM.9.7	Ade ayea nnɛ́ Abraham kasinu babi a flee nyɛ Baguma babi. Baguma bi Abraham kĩ, “Isak akũ fɔ́atsã mɔ aana babi mɔ bawa a kĩ nlɛ ĩyi a.” 
ROM.9.8	Foe kayɔ nyɛ kĩ nnɛ́ babi a kĩ Abraham ma ndɛ bati ayea nyɛ Baguma babi, mbom bikĩ ɛma nɛ ye bɔhɛ kamɛ a. 
ROM.9.9	Kitonɛkĩ Baguma bɔhɛ a nyɛ, “Kateliva, lɔkɔ kĩĩ kamɛ a, maamuniki ĩya ade Sara aama obinyole a.” 
ROM.9.10	Nnɛ́ fukĩĩ odi a. Babinyole nviã a kĩ Rebeka ma a ɔlɛga nyɛ boe ɔwanyɔ Isak. 
ROM.9.11+ROM.9.12	Lɛmɛ nɛ ayekĩ babinyole nviã kamɛ ɔmɔa kapau fɔya nɛ foe kamɛ nɛ Baguma nhihiɛ onukpɛ̃ sũ ni, Baguma bi Rebeka kĩ, “Obinɔkɔɛ̃ a aasum obisɛ̃de a.” Ebi ye eyi kɔkɔɛ fɔmɔ ɛyama babi a. Foesũ Baguma kapau a kĩ ɛkɛna a lɛdzɛ́ nɛ tuwĩ ĩye tɔkpa a kĩ nta babi a kamɛ odi kɛna a akũ, mbom Baguma kawɛ fɔanɛ. 
ROM.9.13	Bɛlɛ nɛ Katsɛlɛ Kpalɛwa a kamɛ kĩ, “Nwɛ Yakob kalɛ, lɛmɛ nkesĩ Esau.”
ROM.9.14	Lɔkɔa bɔ́alɛ kĩ Baguma lɛmɛ ládã kpĩĩ? Oowo! Fɔlá lɔmɔ kɔlaa. 
ROM.9.15	Kitonɛkĩ ebi Mose kĩ,
ROM.9.15	“Odi nyɛ odi kĩ mawɛ kĩ makɛna sɛmɛ kalɛ nkpa ni,
ROM.9.15	ade ye maakɛna sɛmɛ kalɛ nkpa a.
ROM.9.15	Ade odi nyɛ odi kĩ ye akũ kɔ yĩ kɔnya ni,
ROM.9.15	maamɔ ye kɔnya.”
ROM.9.16	Foesũ Baguma oti kapau lɛdzɛ́ nɛ ye mbɔdibɔ ĩye lɛtsa a kĩ yawɛ a akũ, mbom lɛtsa nyɛ lɛtsa dzɛ̃ nɛ Baguma kɔnyakamɔ odi akũ. 
ROM.9.17	Kitonɛkĩ nɛ Katsɛlɛ Kpalɛwa kamɛ a, Baguma bi Egipte lɛgã kĩ, “Ndzina nɔ lɛgã ayekĩ maatsã nɔ akũ ĩnyɛ yĩ kɔbɛ̃ ntsa, lɔkɔa yĩ dĩ lɛgba nɛ katinya kamɛ flee.” 
ROM.9.18	Foesũ odi nyɛ odi kĩ Baguma awɛ kĩ yamɔ kɔnya a, ade ye yamɔ kɔnya a, ade odi nyɛ odi kĩ yawɛ kĩ ɛna atɔ ɔsĩ a, yafɔ̃ yana atɔ ɔsĩ.
ROM.9.19	Mi kamɛ odi aavia yĩ kĩ, “Ntɛ fɔla lɔmɔ a, nde sũ Baguma buki yanyɛ nfumusu kakpa odi? Owei aapuli eyidza ɛdza nɛ Baguma kawɛ akũ?” 
ROM.9.20	Nɔ otidziwa, owei anɛ kĩ akpa Baguma mbuayɛ lɔmɔ? Lubui lávia de ɔmɛnɛ kĩ, “Nde sũ ɔmɛ yĩ lɔmɔ?” 
ROM.9.21	Fubui ɔmɛnɛ deĩ osi kĩ yakɔa tibute a kĩ enuna ɛbɔa lɔbɔ a ɛmɛ lɛtsa a kĩ yawɛ. Mbɔɛɛ ɛlá osi kĩ yakɔa tite lɔbɔ mɔapɛ a ɛmɛ fubui nviã? Yaamɛ lɔmɔa kĩ lalɛ kadã eyi ɛkpa fuwi titiliwu, lɔkɔa ɛkɔa te nkaɛ a ɛmɛ lɛbɛbã kĩ laálɛ kadã eyi ɛkpa luwi daa akũ adzuma kakɛna.
ROM.9.22	Ade lɛtsa a kĩ Baguma kɛna a kayɔ nɛ awĩ a. Ntɛ Baguma wɛ kĩ yanyɛ ye kalɔkpa kanya, ɛfɔ̃ bɛmɔ ye otumi, lɛmɛ ebuki ɛna ɔwɔlɛ bɔɛɛ epini bikĩ be akũ ɛna kalɔkpa, kĩ bidum be bɛkpa kawɔla a ni, litsa odeĩ kĩ aalɛ? 
ROM.9.23	Ade ntɛ Baguma wɛ lɛmɛ kĩ yanyɛ ye kukũkpalɛ baũ a kĩ biko nɛ boe a kĩ ɛmɔ kɔnya akũ a, boe a kĩ ɛmanɛ eyi ɛkpa ye kukũkpalɛ a, 
ROM.9.24	kitonɛkĩ boe nyɛ bati a kĩ ɛpau etomɛna Yudafɔ mɔ bikĩ bɛnyɛ́ Yudafɔ a kamɛ a ni, odeĩ kadi kalɛ? 
ROM.9.25	Ade fukĩĩ Baguma lɛ nɛ Onukpɛ̃ Ɔnyɛnɛ Hosea ovoli kamɛ kĩ,
ROM.9.25	“Bati kĩ bɛnyɛ́ yĩ ɔmaĩ bati a, maavɛ be kĩ, ‘Yĩ bati.’
ROM.9.25	Kade a kĩ ntáwɛ ke kalɛ a, maavɛ ke ‘Yĩ ɔdɔ bati.’
ROM.9.26	Nɛ kakɔ mɔapɛ a kĩ bibi be kĩ,
ROM.9.26	‘Minyɛ́ yĩ bati’ a
ROM.9.26	Ade awã baavɛ be kĩ ‘Baguma Kĩ Edzi Nkpã Daa a babi.’ ”
ROM.9.27	Baguma Onukpɛ̃ Ɔnyɛnɛ Yesaya bɔa fɔwɔla ɛlɛ nɛ Israelfɔ akũ kĩ,
ROM.9.27	“Ntɛ Israelfɔ nɛ lidede ndɛ mpo abuĩ dã malo ni,
ROM.9.27	be kamɛ bati sukuloo badi aana katɛ,
ROM.9.28	kitonɛkĩ boe Ɔlate aadzɛmɔ katinya kamɛ bati pɛpɛɛpɛ mɔatsɛ, etsua lɛtsa nyɛ lɛtsa lukũ.”
ROM.9.29	Yesaya buki ɛlɛ eyi kĩ,
ROM.9.29	“Ntɛ boe Ɔlate Otumifɔ Flee a ɛtatina boe babi mɔ bawa a badi ni,
ROM.9.29	kufɛ bɔdani bɔkɛna ndɛ Sodom, buketimɔ Gomora!”
ROM.9.30	Foesũ litsa koũ bɔ́alɛ? Matsa kĩ bikĩ bɛnyɛ́ Israelfɔ a kĩ bɛtápili kĩ badzi kpĩĩ nɛ Baguma anɛ a, bɛkɛna be bati kĩ bɛkpɔla bɛtsãmɛna be katɛkado akũ. 
ROM.9.31	Ade Israelfɔ a kĩ bɛkawɛ mbla a kĩ yaakɛna be bati kpĩĩ a, tápuli bɛkɛna nɛ mbla a akũ a. 
ROM.9.32	Litsa sũ bɛtápuli? Kitonɛkĩ bɛtákɔa katɛkado bɛwɛ foe, mbom bɛkɔa anɛ bite nɛ be mɔawɛ mbɔdibɔ akũ. Nɛ foesũ bitula nɛ Kristo kĩ ɛla ndɛ de a kĩ bati atula nɛ de akũ a akũ, 
ROM.9.33	ndɛ ayekĩ bɛtsɛlɛ nɛ Katsɛlɛ Kpalɛwa a kamɛ kĩ,
ROM.9.33	“Midã! Nkɔa de lidi mayi nɛ Zion,
ROM.9.33	de kĩ bati aatula nɛ de akũ bɛnɛ bɛtɔ.
ROM.9.33	Lɛmɛ odi nyɛ odi kĩ ɛtɛ ye edo ni,
ROM.9.33	kɔnyɔã lɛláawo ye.”
ROM.10.1	Nwaɛ̃ amɛ, lɛtsa a kĩ mawɛ nɛ yĩ ɔwɔlɛ kamɛ flee, mɔ mpaɛ kĩ mabɔa nɛ de akũ kakpa Baguma nyɛ kĩ, ɛfɔ̃ yĩ awɛ kade bati bɛna nkpã katɛ! 
ROM.10.2	Maapuli ndi adansiɛ kĩ bɛkɔa be akũ flee bɛkpa Baguma ɔsum, lɛmɛ binyína ayekĩ basum ye nɛ osi wĩ akũ a kanyina wĩ. 
ROM.10.3	Bɛtányi osi a kĩ Baguma atsã kabu bati kĩ bidzi kpĩĩ nɛ ye anɛ, foesũ bɛwɛ be mɔawɛ tisi kĩ batsã bɛkɛna fɔtsa biwo Baguma anɛ, ade foesũ bɛtákɔa be akũ bɛkpa Baguma osi a kĩ yatsã kakɛna bati kpĩĩ a. 
ROM.10.4	Kitonɛkĩ Kristo nyɛ Mose mbla a kawũna, ayekĩ odi nyɛ odi kĩ ɛtɛ ye edo ni, baabu ye oti kpĩĩ.
ROM.10.5	Mose tsɛlɛ eyi ɛtsa ayekĩ oti adzi kpĩĩ nɛ Baguma anɛ ntɛ edi mbla a akũ. Ɛlɛ kĩ, “Odi nyɛ odi kĩ ɛkɛna nɛ mbla a akũ pɛpɛɛpɛ ni, yaana nkpã.” 
ROM.10.6	Lɛmɛ lɛtsa a kĩ Katsɛlɛ Kpalɛwa a lɛ nɛ ayekĩ oti aadã kpĩĩ nɛ katɛkado kamɛ nyɛ kĩ, “Tavia nɔ akũ kĩ, ‘Owei aade ɛnaa ode?’ kĩ fɔatsa kĩ ɛnaakpã Kristo eto kanɔkpade ede ɛya. 
ROM.10.7	Ĩye tavia kĩ, ‘Owei aaka ɛnaa kayɔ?’ Foe nyɛ kĩ owei aanaa kanɔkpade ɛnaakpã Kristo ɛyamɛna.”
ROM.10.8	Lɛtsa a kĩ yatsa a nyɛ kĩ, “Baguma kalɛ a fuã nɔ plɛplɛplɛ, kideĩ nɛ nɔ onukpɛ̃ mɔ nɔ ɔwɔlɛ kamɛ.” Ade katɛkado ɔlɛdo a kĩ bɔade lɛtsã nɛ ke akũ a nɛ awĩ a. 
ROM.10.9	Ntɛ ɔkɔa onukpɛ̃ ɔlɛ kĩ Yesu nyɛ boe Ɔlate, mɔ ɔtɛ odo nɛ nɔ ɔwɔlɛ kamɛ kĩ Baguma dzɛla ye etomɛna banɔkpa kamɛ ni, Baguma aakpa nɔ nkpã. 
ROM.10.10	Kitonɛkĩ ɔwɔlɛ bakɔa katɛ kado kana kadzi kpĩĩ, ade onukpɛ̃ bakɔa kanyɛ foe kanya mɔ Baguma akpa boe nkpã. 
ROM.10.11	Katsɛlɛ Kpalɛwa a lɛ kĩ, “Odi nyɛ odi kĩ ɛtɛ ye edo lɛláatɛ kɔnyɔã.” 
ROM.10.12	Odi nyɛ odi deĩ nɛ foe kamɛ, kitonɛkĩ ntsitsemu adima lɛláa Yudafɔ mɔ bikĩ bɛnyɛ́ Yudafɔ a kayite. Baguma mɔapɛ a nyɛ bati flee Ɔlate, ade yakpa akũ kana fɔtsa nhila pii bikĩ babɔa mpaɛ kavɛ ye a. 
ROM.10.13	Ndɛ ayekĩ Katsɛlɛ Kpalɛwa a lɛ a, “Odi nyɛ odi kĩ yaavɛ boe Ɔlate a dĩ ni, yaana nkpã.”
ROM.10.14	Lɛmɛ nde bati aakɛna bɛvɛ oti a kĩ bɛtátɛ ye bido a? Nde baakɛna bɛtɛ oti a kĩ bɛtánu ye fɔlɛtsa a bido? Ade ntɛ bɛtáde lɛtsã nɛ fɔlɛtsa a akũ a, nde baakɛna binu ye dĩ? 
ROM.10.15	Ade nde baakɛna bide lɛtsã Baguma fɔlɛtsa ntɛ bɛtádo fɔtɔ banyanɛ? Ade foe akũ mɔ Katsɛlɛ Kpalɛwa a lɛ kĩ, “Batɔ a kĩ bɛyaade lɛtsã nɛ Kalɛ Wĩ a akũ a kaya alɛ kadã paa!”
ROM.10.16	Lɛmɛ nnɛ́ bati flee lɛtɛ Kalɛ Wĩ a, kitonɛkĩ Yesaya lɛ kĩ, “Boe Ɔlate, owei lɛtɛ boe kalɛ a edo?” 
ROM.10.17	Foesũ katɛkado ato kalɛ a kanu kamɛ, ade fɔlɛtsa a kanu ato lɛtsã kade nɛ Kristo akũ a. 
ROM.10.18	Lɛmɛ mavia kĩ ɔnɔkɔali fɔanɛ kĩ bɛtánu Baguma fɔlɛtsa a kɔlaa? Ɔnɔkɔali binu foe, kitonɛkĩ Katsɛlɛ Kpalɛwa a lɛ kĩ,
ROM.10.18	“Lɛtsã badenɛ a odo tsɛna katinya kamɛ flee,
ROM.10.18	ade be fɔlɛtsa a gba fɔnawo katinya kawũnakɔ̃ a flee.”
ROM.10.19	Mavia bio kĩ lɔkɔa kanu Israelfɔ a tánu fɔlɛtsa a kayɔ? Mose mɔawɛ lɛnya lɔtɔ ɛlɛ kĩ, Baguma lɛ kĩ,
ROM.10.19	“Maafɔ̃ minɔ lineke mɔ bati kĩ bɛnyɛ́ ɔmaĩ a.
ROM.10.19	Maakɔa ɔmaĩ a kĩ ɛtábinya anɛ a ndo mi kalɔkpa.”
ROM.10.20	Ade Yesaya do ɔwɔlɛ ɛba ebi be kĩ, Baguma lɛ kĩ,
ROM.10.20	“Bati a kĩ bɛtáwɛ yĩ liti osi a, ade be lɛmɔ́ yĩ a
ROM.10.20	bati a kĩ bɛtávia yĩ akũ a, ade be ĩnyɛ yĩ akũ ntsa a.”
ROM.10.21	Baguma buki ɛlɛ nɛ Israelfɔ akũ kĩ,
ROM.10.21	“Luwi mɔa flee ndzɛlɛ yĩ akpɔ kamɛ nkpa
ROM.10.21	bati a kĩ bideĩ atɔ ɔsĩ,
ROM.10.21	kĩ biyidza bɛdza nɛ yĩ akũ lɛmɛ a.”
ROM.11.1	Foesũ mavia kĩ Baguma pu ye mɔawɛ bati a flefle? Oowo! Yĩ mɔawɛ Israelni manɛ, ĩnyɛ Abraham kasinu ɔwa, kĩ nto Benyamin katete a kamɛ. 
ROM.11.2	Baguma tápu ye ɔmaĩ a kĩ ɛpau eyi kito kayɔkayi a. Mbɔɛɛ minyína lɛtsa a kĩ bɛtsɛlɛ nɛ Katsɛlɛ Kpalɛwa a kamɛ, awã a kĩ Eliya ke Baguma aduli nɛ Israelfɔ lɔlɔ a? Ɛlɛ kĩ, 
ROM.11.3	“Boe Ɔlate, bɛkɔ nɔ onukpɛ̃ banyɛnɛ, ade bidzuli nɔ afɔlibɔ tɛtɛnyɛ a. Yĩ odi keĩ lite ade bawɛ kĩ bakɔ yĩ malo a!” 
ROM.11.4	Lɛmɛ nde Baguma kpa Eliya mbuayɛ? Ebi ye kĩ, “Ntina bati mpim evũkɔnɔ kĩ bɛtásum Baal baviɔ̃ a ĩyi nkpa yĩ akũ.” 
ROM.11.5	Ade aye fɔla nɛ finyaa lɔkɔ kĩĩ kamɛ malo a. Israelfɔ sukuloo badi te kĩ Baguma mɔ be kɔnya ɛpau eyi a. 
ROM.11.6	Baguma mɔ be kɔnya, ɛpau be, nnɛ́ nɛ be adzuma a kĩ bɛkɛna a sũ. Kitonɛkĩ ntɛ bati kapau dzɛ̃ nɛ be lɛkɛnana akũ ni, kekɔ̃ ye kɔnyakamɔ a buki kɔnyɛ́ kɔnyakamɔ.
ROM.11.7	Foesũ nde? Israelfɔ a tána lɛtsa a kĩ bɛkawɛ a. Lɛmɛ be kamɛ badi sukuloo a kĩ Baguma pau a lɛna foe, ade be nkaɛ kɛna atɔ ɔsĩ nɛ Baguma kavɛ akũ a. 
ROM.11.8	Ndɛ ayekĩ Katsɛlɛ Kpalɛwa a lɛ kĩ,
ROM.11.8	“Baguma fɔ̃ be adzuni mɔ be tɔwɔlɛ dɔ kĩ baánu fɔlɛtsa kayɔ,
ROM.11.8	Ade kito nɛ ke kɛyawo nviã kĩĩ a,
ROM.11.8	baápuli bɛmɔ́ biyi ɔsũ ĩye binu foe kayɔ.”
ROM.11.9	Ade Dawid lɛ kĩ,
ROM.11.9	“Baguma ɛfɔ̃ be kanyakɔ̃ opunu ɛdani kpɛĩ epi be,
ROM.11.9	mɔ lɛtsa a kĩ baatula bɛtɔ fɔnya be sɔtɔ kavɛlɛ.
ROM.11.10	Ɛfɔ̃ be anɛ eke ɔtũ ayekĩ bɛláamɔ fɔkɔ,
ROM.11.10	ɛfɔ̃ bikũũkũ nɛ be lubokamɔ kayɔ daa daa.”
ROM.11.11	Finyaa mavia kĩ, kĩ Yudafɔ tula bɛnɛ bɛtɔ a, bɛkahɔ kɔlaa nɛ awã? Oowo! Ayekĩ bɛkɛna tɔkpa sũ ni, nkpã katɛ a ya nɛ bikĩ bɛnyɛ́ Yudafɔ a sɛkɛ̃, ayekĩ Yudafɔ a aanɔ be lineke. 
ROM.11.12	Ntɛ Yudafɔ tɔkpa yamɛna akũ kana nhila baũ nɛ katinya kamɛ, mɔ ntɛ be hũhũ kamɛ katɔ a ma bikĩ bɛnyɛ́ Yudafɔ a nhila pii ni, kekɔ̃ nhila a aablusu paa ntɛ Yudafɔ a flee dani bɛkɛna Baguma bade.
ROM.11.13	Ade mi a kĩ minyɛ́ Yudafɔ a mabi fɔlɛtsa finyaa a. Ayekĩ ĩnyɛ bikĩ bɛnyɛ́ Yudafɔ a fɔtɔ ɔnyanɛ sũ ni, maapia nɛ adzuma a akũ. 
ROM.11.14	Ɔsa fɔ́atsã ye kakɛna kamɛ ni, maapuli nfɔ̃ yĩ kade bati lɛnɔ lineke ayekĩ maapuli ntɛ badi nkpã. 
ROM.11.15	Kitonɛkĩ kĩ Baguma fɔnɛ be awɛ a, ɛkpɔla batidziwa kĩ bɛnyɛ ye bakesĩnɛ a ɛkɛna be ye bakɔba. Foesũ nde fɔ́ana ntɛ Baguma buki ɛtɛ be? Fɔ́ana ndɛ nkpã ɛkpa banɔkpa! 
ROM.11.16	Ntɛ abodoo sɛkɛ sɛtɔnyade a kĩ bɛkɔa bɛkpa Baguma akũ kpalɛ ni, kekɔ̃ ye nkaɛ a lɛmɛ akũ kpalɛ. Ade ayea ntɛ bɛkɔa kutse tunu bɛbɔa afɔliɛ bɛkpa Baguma ni, koe tɛnanɛ a lɛmɛ nyɛ ye tide.
ROM.11.17	Bitsua kugua kutse kĩ bidu a tɛnanɛ tidi bɛnyɛ, ade bɛkɔa lupo kamɛ kugua kutsede tɛnanɛ bɛyatalɛ nɛ koe akũ a. Mi a kĩ minyɛ́ Yudafɔ a la ndɛ lupo kamɛ kutse tɛnanɛ a kĩ bɛkɔa bɛyatalɛ nɛ kukĩ bidu akũ a, ade finyaa míana kutse a tunu kamɛ funitsã a fudi. 
ROM.11.18	Foesũ mitasupa bikĩ bitsua bɛnyɛ ndɛ tɛnanɛ aye a. Nde sũ miapia akũ mitsa be? Mite anɛ kĩ tɛnanɛ kɛkɛ mianɛ, nnɛ́ mi nyɛ kutse tunu a, mbom tunu a pini mi. 
