MAT.1.1	Gɛ́ ŋwɛ mabɔ ukwéne antɛ Jisɔs Kras mpyáne mfwa Dɛvid, Dɛvid mpyáne Abraham. 
ROM.1.9	Ɛsɔwɔ muú me mpyɛɛ́ utɔɔ́ bií ne metɔɔ́ wa meko, mmyɛ ké mangarégé abya melɔ́mélɔ́ Maá wuú, alu ntɛ sé wa nnó me mfyɛɛ́ ɛnyú né mmyɛmenɛne ya yɛ́ndégébé mpwwaá fɔ́. 
ROM.1.10	Nnɛnemmyɛ nnó Ɛsɔwɔ apyɛ me mkpɛ ngɛ meti nana manchwɔ́ gɛ ɛnyú, mbɔgé nnó mbɔ ne ji akɛlege. 
ROM.1.11	Me nshyagé manchwɔ ngɛ ɛnyú nnó mpyɛ ɛnyú débɔ ɛchyɛ ɛwé Mendoó Ukpea ɛchyɛɛ́ge nnó ɛnyú débɔ ɛshyɛ déwɛne né depɔré Ɛsɔwɔ. 
ROM.1.12	Genó ɛyigé me njɔ́gé mbɔ gelú nnó ɛsé ne ɛnyú depoógé atɛ né metɔɔ́ ɛwé défyɛɛ́ ne Ɛsɔwɔ. Ɛnyú dékágé poógé me né metɔɔ́ ɛwé défyɛɛ́ ne Ɛsɔwɔ me ntó nkágé poógé ɛnyú.
ROM.1.13	Aŋmɛ ba, nkɛlege nnó ɛnyú dékaá nnó me nshuú ndɔ, ndɔ ne ndɔ manchwɔ́ gɛ́ ɛnyú, nnó mpyɛ bɔɔ́ abifɔ né melɔ nyú ntó afyɛɛ́ metɔɔ́ ne Jisɔs wyɛ ndɛre mpyɛɛ́ né malɔ ayifɔ ayi bɔɔ́ abi álá pɔ́ bɔɔ́ Jus. Yɛ́mbɔ kpaá tɛ nana ngɛ fɔ́ meti manchwɔ́ ngɛ ɛnyú wɔ́. 
ROM.1.14	Genó ɛyigé me mbɔɔ́ mampyɛ gelú nnó me mbɔ mangaré abya melɔ́mélɔ́ mbaá bɔɔ́ abi ágɛne geŋgbɔ ne abi álu amɛ gemua abi ákaá genó ne abi álá akágé. 
ROM.1.15	Ndɛre ɛlúmbɔ, nshyagé dɔɔ́ mangaré ɛnyú abi délú né Rom abya melɔ́mélɔ́.
ROM.1.16	Néndé mmyɛ ɛgboó fɔ́ me mangaré abya melɔ́mélɔ́. Ji ne awyaá utó Ɛsɔwɔ ɛbi uferegé yɛ́ndémuú ayi áfyɛɛ́ metɔɔ́ ne Jisɔs né ɛfwyale gabo. Ɛlɔ mbɛ ne bɔɔ́ Jus ɛkwɔné mbaá bɔɔ́ Grek. 
ROM.1.17	Abya melɔ́mélɔ́ yina agaregé ndɛre Ɛsɔwɔ apyɛɛ́ nnó ɛsé debɛ cho. Ɛsɔwɔ apyɛɛ́ mbɔ, mbɔgé défyɛgé metɔɔ́ ne ji tɛ ula ulɔɔ́ kpaá tɛ kwyakwya, ndɛre asame né mmu ŋwɛ Ɛsɔwɔ nnó, “Muú ayi Ɛsɔwɔ apyɛɛ́ ji abɛɛ́ cho gétúgé áfyɛɛ́ metɔɔ́ ne ji abɔɔ́ geŋwá.”
ROM.1.18	Ɛsɔwɔ alɛre ndɛre metɔɔ́ ɛsɔɔ́ ji né mfaánebuú ne bɔɔ́ abi ápyɛ gabo ne nchyɛ. Nchyɛ ayi bɔɔ́ bina ápyɛɛ́ ágbɛɛ́ nnó bɔɔ́ ákágé fɔ́ wáwálé ayi mekomejɔɔ́ Ɛsɔwɔ alɛregé. 
ROM.1.19	Ɛsɔwɔ achyɛgé nyɛ ɛbwɔ́ ɛfwyale néndé yɛ́ndégenó ɛyigé muú abɔɔ́ mankaá né depɔré Ɛsɔwɔ, ɛbwɔ́ ákaá mɛ geji. Ɛsɔwɔ jimbɔɔ́ apyɛɛ́ ɛbwɔ́ ákaá geji. 
ROM.1.20	Ɛbwɔ́ ákágé gá fɔ́ gemɛge bwɔ́ né mbaá gabo ayi ɛbwɔ́ ápyɛɛ́, néndé tɛ gébé ɛyigé Ɛsɔwɔ akwyɛɛ́ mfaá ne mme, bɔɔ́ ábɔ́ ákáge kaá gefɔgé muú ayi ji alú né mbaá unó bi ji akwyɛɛ́ yɛ́ ɛlé álá agɛné fɔ́ ji ne amɛ. Unó bina ne ulɛregé utó bií ɛbi ula ubyɛɛ́ ne ulɛrege ntó nnó ji alú Ɛsɔwɔ wáwálé. 
ROM.1.21	Ɛbwɔ́ akaá Ɛsɔwɔ, yɛ́mbɔ áchyɛgé fɔ́ ji ɛnógé ɛwé abɔɔ́ manchyɛ ji. Yɛ́ mantamege ji atamegé fɔ́. Yɛ́mbɔ ákwe kenékéné né ufɛré bwɔ́ ne matɔɔ́ bwɔ́ ákwe kendeé ɛké gemua. 
ROM.1.22	Ɛbwɔ́ aké awyaá défɔɔ́, yɛ́mbɔ álú lé ukekené bɔɔ́. 
ROM.1.23	Ɛbwɔ́ ályaá manógé Ɛsɔwɔ muú álá gboó, álá nógé lé aló uka abi áfulé akwaá bɔɔ́ ágboó, dénywɔne, menya uká, ne ɛyi ɛkɛne uwya mme.
ROM.1.24	Ndɛre ɛlúmbɔ, Ɛsɔwɔ alyage ɛbwɔ́ nnó ápyɛgé gekwekwe gepɔ ne nnó apyɛge unó bi uchyɛgé mekpo unɔɔ́ né mbaá atɛ. 
ROM.1.25	Ɛbwɔ́ áshya mankame ne wáwálé ayi atome ne Ɛsɔwɔ, álá ákame lé ne genó ɛyi gebyɔ. Ɛbwɔ́ ánógé ne áfɛgé lé unó bi Ɛsɔwɔ akwyɛɛ́. Áshya manógé Ɛsɔwɔ jimbɔɔ́ muú akwyɛɛ́ unó bina. Ji alu muú ayi ɛsé débɔɔ́ manógé tɛ kwya kwyaá. Amɛn.
ROM.1.26	Gétúgé ubobo unó bina ɛbi ɛbwɔ́ ápyɛɛ́, Ɛsɔwɔ alyage ɛbwɔ́ nnó abɔ mmwɔlé mampyɛgé depɔré ubɛle ɛtiré dégboó mmyɛ. Andée bwɔ́ ályaá gefɔgé ubɛlé ɛbi ábɔɔ́ mambɛlegé ne ande, álá bɛlé lé ne atɛ andée. 
ROM.1.27	Wyɛmbɔ ntó ne ande ályaá mambɛlege ne andée, álá bɛlé ɛlé ne atɛ ande. Ande ápyɛɛ́ ubobo unó bi ugboó mmyɛ ne atɛ ande. Getu ɛyigémbɔ, ɛbwɔ́ ambɔɔ́ ákuú ɛfwyale né gemɛge bwɔ́ ɛwé ɛbwɔ́ abɔɔ́ mangɛ gétúgé gabo bwɔ́.
ROM.1.28	Tɛ mbaá ɛbwɔ́ áshya mamfɛre genó ɛyi gelú chó ɛyi getome ne Ɛsɔwɔ, Ji alyage nnó ɛbwɔ́ áfɛrege lé unó uboubo ápyɛgé unó bi muú álá bɔɔ́ mampyɛgé wɔ́. 
ROM.1.29	Matɔɔ́ bwɔ́ agbeé ne nchyɛ ufɔɔ́ ufɔɔ́. Apyɛɛ́ gabo, ányɛɛ́ manwaá, apaá bɔɔ́, áfyɛɛ́ amɛ né unó bɔɔ́ bi cha, áwane bɔɔ́, ámmyɛɛ́ mammyɛ, ábwɔ́lege bɔɔ́, áteé wyɛ lé gabo ne bɔɔ́, ne ájɔ́gé bɔɔ́ mesomeso. 
ROM.1.30	Áchɔɔ́ mabɔ atɛ, ápaá Ɛsɔwɔ, áwyaá neŋa, ábwɛge mmyɛ, ádoó ɛbwɔ ɛwɔme, ákwyɛge mati makɛ ayi ápyɛɛ́ nchyɛ, áwuú fɔ́ ne antɛ ne amma bwɔ́. 
ROM.1.31	Alú uŋkekene bɔɔ́. Ányɛ́gémeno nnó ápyɛɛ́ genó, ápyɛɛ́ fɔ́ geji. Ágɛné fɔ́ bɔɔ́ meshwɛ, ábálege matɔɔ́ ne bɔɔ́. 
ROM.1.32	Yɛ́ lé ɛbwɔ́ ákaá chaŋéné nnó ɛbɛ́ Ɛsɔwɔ ɛké bɔɔ́ abi ápyɛɛ́ ufɔɔ́ unó bina abɔ mangbo, ɛbwɔ́ ápyɛ fɔ́ lé ubiubi, áfɛgé ntó bɔɔ́ abi ápyɛɛ́ ubi.
ROM.2.1	Ngarege ɛnyú abi désɔɔ́ mpa bɔɔ́, dékágé gá fɔ́ gemɛgé nyú gébégé déke désɔɔ́ mpa, yɛ́ debɛ ndé ufɔɔ́ bɔɔ́. Mbɔ ne ɛlú wáwálé ne ɛnyú ako néndé ndɛre ɛnyú désɔɔ́ mpa yimbɔ, mbɔ ne ɛnyú ambɔɔ́ ntó dékwene mpa gétúgé nnó ɛnyú ambɔɔ́ abi délú ampane mpa dépyɛɛ́ ntó wyɛɛ́ ufɔɔ́ unó ɛbimbɔ. 
ROM.2.2	Ɛsé dékaá nnó Ɛsɔwɔ asɔɔ́ mpa wuú cho mbaá bɔɔ́ abi ápyɛɛ́ ufɔɔ́ unó bina. 
ROM.2.3	Ɛnyú défɛré nnó déké déjɔ́gé nnó bɔɔ́ abi ápyɛɛ́ ufɔɔ́ unó bina ákwe mpa ne ɛnyú ambɔɔ́ ntó déké dépyɛɛ́ wyɛɛ́ ubi dékágé bo unɔɔ́ mpa Ɛsɔwɔ? 
ROM.2.4	Waá ɛnyú débyaá mbɔ ɛlé galɔ́gálɔ́ ayi Ɛsɔwɔ alɛregé, dépɔ ɛtiré ji abyaá ne metɔɔ́ ɛwé ji ákogé? Waá ɛnyú dékaá fɔ́ nnó galɔ́gálɔ́ ayi Ɛsɔwɔ alɛregé alú nnó apyɛ ɛnyú dékwɔré matɔɔ́ nyú délyaá gabo wɔ́? 
ROM.2.5	Yɛ́mbɔ ɛnyú denɔɔ́ matɔɔ́ ne détoó mekpo. Ndɛre ɛlúmbɔ, ɛnyú dépyɛmbɔ lé nnó né bií bi Ɛsɔwɔ alɛrege nyɛ metɔɔ́ usɔɔ́ wuú mbaá bɔɔ́ abi ápyɛ gabo, ji áchyɛɛ́ ɛnyú ɛfwyale ɛwé ɛŋea kpaá ɛ́pwɔ. Ne ji asɔɔ́ nyɛ mpa wuú cho. 
ROM.2.6	Néndé Ɛsɔwɔ achyɛge nyɛ yɛ́ndémuú nsa ayi akwane ne ji né unó bi ji apyɛɛ́. 
ROM.2.7	Né mbaá bɔɔ́ abi ákogé metɔɔ́ ápyɛɛ́ wyɛ galɔ́gálɔ́ ne bɔɔ́, ákɛlegé nnó Ɛsɔwɔ achyɛɛ́ ɛbwɔ́ ŋgɔ, ɛnógé ne geŋwá ɛyigé álá gboó, Ɛsɔwɔ apyɛ nyɛ ɛbwɔ́ abɔ geŋwá ɛyi gélágé byɛ́. 
ROM.2.8	Yɛ́mbɔ mbaá bɔɔ́ abifɔ abi ateé lé gemɛge bwɔ́, áshyá manwú genó ɛyi gelú cho ne ápyɛ ɛlé unó bi úlú gyɛɛ́, metɔɔ́ ɛsɔɔ́ nyɛ Ɛsɔwɔ ne ɛbwɔ́, achyɛɛ́ ɛbwɔ́ ɛfwyale. 
ROM.2.9	Ne ɛfwyale ne ubalé ubɛɛ́ nyɛ dɔɔ́ né mbaá yɛ́ndémuú ayi apyɛɛ́ gabo, ɛlɔ mbɛ né mbaá bɔɔ́ Jus ɛkwɔné mbaá bɔɔ́ Grek. 
ROM.2.10	Yɛ́mbɔ yɛ́ndémuú ayi apyɛ unó bi úlú cho, Ɛsɔwɔ achyɛgé nyɛ ji ŋgɔ, ɛnógé ne nesɔ, ɛlɔ né bɔɔ́ Jus ɛkwɔné mbaá bɔɔ́ Grek. 
ROM.2.11	Mbɔ ne ɛlu néndé Ɛsɔwɔ agyale fɔ́ aŋgya ne muú fɔ́.
ROM.2.12	Bɔɔ́ abi álá kaá ɛbɛ Ɛsɔwɔ wɔ́, ápyɛge gabo ánóme mme detu ndɛre bɔɔ́ abi álá kaá ɛbɛ Ɛsɔwɔ wɔ́. Ne bɔɔ́ abi ákaá ɛbɛ Ɛsɔwɔ, ápyɛgé gabo, Ɛsɔwɔ ásɔɔ́ mpa bwɔ́ ndɛre ɛbɛ ɛjɔɔ́. 
ROM.2.13	Bɔɔ́ abi áwuú lé ɛbɛ wuú ne álá pyɛɛ́ fɔ́ genó ɛyigé ɛbɛ ɛjɔɔ́, Ɛsɔwɔ ágarege fɔ́ nnó álú cho né mbɛ ushu wuú. Yɛ́mbɔ bɔɔ́ abi áwuú ɛbɛ ne ápyɛɛ́ genó ɛyigé ɛjɔɔ́, ɛbwɔ́ ne Ɛsɔwɔ ágarege nnó álú cho né mbɛ ushu wuú. 
ROM.2.14	Bɔɔ́ abi álá pɔ́ bɔɔ́ Jus, ákaá fɔ́ ɛbɛ Ɛsɔwɔ wɔ́. Yɛ́mbɔ áké ápyɛɛ́ genó ɛyigé ɛbɛ ɛjɔɔ́ álá kágé, álɛrege nnó ákage genó ɛyi gelu cho ne ɛyi gelu gyɛɛ́, yɛ́ lé ɛbwɔ́ álá pɔ́ ne ɛbɛ. 
ROM.2.15	Gepɔ́gé bwɔ́ gelɛre nnó genó ɛyigé ɛbɛ ɛkɛlegé, gelu né mmu matɔɔ́ bwɔ́. Ne matɔɔ́ bwɔ́ ntó ágaregé nnó genó ɛyina gelu wáwálé, tɛ mbaá gébé ɛyifɔ ufɛre bwɔ́ ugarege ɛbwɔ́ nnó alu gyɛɛ́, gébé ɛyigé fɔ́ ugarege ɛbwɔ́ nnó alú cho, 
ROM.2.16	mbɔ ne ɛbɛɛ́ nyɛ né bií bi Ɛsɔwɔ apyɛɛ́ nyɛ Kras Jisɔs asɔ mpa bɔɔ́ néndé ji akaá unó bi úlú bibií né ufɛre akwaá. Mbɔ ne abya melɔ́mélɔ́ ayi me ngarege ájɔɔ́.
ROM.2.17	Mbɔgé wɔ ɔlú muú Jus, ne ɔlyií mmyɛ ne ɛbɛ Mosis, ɔdoó ɛbwɔ́ ɛwɔme nnó ɔlú muú Ɛsɔwɔ. 
ROM.2.18	Nkaá genó ɛyigé Ɛsɔwɔ akɛlege nnó wɔ ɔpyɛge, ɔkaá ntó genó ɛyi gelu cho ne ɛyi gelu gyɛɛ́ gétúgé alɛre wɔ ɛbɛ. 
ROM.2.19	Ne ɔkaá ntó nnó wɔ ne ɔjamé bɔɔ́ amɛ nónómé meti ne ɔlú ɛke geŋgbɔ mbaá bɔɔ́ abi alu né gemmua. 
ROM.2.20	Wɔ ɔfɛre nnó ɔkágé chyɛɛ́ majyɛ mbaá ukeŋkene bɔɔ́ ne ɔlɛrege bɔɔ́ abi álá ákage depɔré Ɛsɔwɔ. Ne ɔfɛre nnó ɛbɛ ɛwé wɔ ɔkaá ɛwyaá defɔɔ́ deko chóncho ne wáwálé meko. 
ROM.2.21	Wɔ muú ɔjyɛɛ́ bɔɔ́ majyɛɛ́, wɔ ntó ɔchyɛge fɔ gemɛ jyɛ majyɛɛ́? Wɔ ɔgarege bɔɔ́ nnó, ájogé fɔ́ ɛjo, yɛ́mbɔ wɔ mbɔɔ́ ɔjoó. 
ROM.2.22	Wɔ ɔké bɔɔ́ ákwege fɔ́ ulɔ, wɔ́ mbɔɔ́ ɔkwene. Ɔpaá aló uka yɛ́mbɔ ɔjoó ɛjo né matoó bwɔ́. 
ROM.2.23	Wɔ ɔdoó ɛbwɔ́ ɛwɔme nnó ɔkágé mabɛ Ɛsɔwɔ, yɛ́mbɔ ɔchyɛge Ɛsɔwɔ mekpo unɔɔ́ gétúgé ɔkwene mabɛ jií, 
ROM.2.24	néndé asá né mmu ŋwɛ Ɛsɔwɔ nnó, “Bɔɔ́ abi álá pɔ́ bɔɔ́ Jus, áchɔɔ́ mabɔ Ɛsɔwɔ gétúgé genó ɛyigé ɛnyú bɔɔ́ Jus dépyɛɛ́.”
ROM.2.25	Mansɔ muú nsɔ nnó abɛ muú Jus, alú genó gelɔ́gélɔ́ mbɔgé muú aké abelege mabɛ Ɛsɔwɔ. Yɛ́mbɔ mbɔgé ɔla ɔbelege mabɛ Ɛsɔwɔ, ɔlú wyɛ ɛké muú ayi álá asɔɔ́ ji nsɔ wɔ́. 
ROM.2.26	Mbɔgé muú ayi álá asɔɔ́ ji nsɔ wɔ́ aké abelege mabɛ Ɛsɔwɔ, nnó Ɛsɔwɔ asɛle fɔ́ ji nnó alú wyɛ ɛké muú ayi asɔɔ́ ji nsɔ? 
ROM.2.27	Ndɛre ɛlúmbɔ, bɔɔ́ abi álá asɔɔ́ ɛbwɔ́ nsɔ wɔ́, yɛ́mbɔ ábelegé mabɛ Ɛsɔwɔ, ɛbwɔ́ alɛrege nyɛ ɛnyú nnó dékwe mpa, néndé yɛ́ lé ɛnyú déwyaá mabɛ Ɛsɔwɔ né ŋwɛ ne asɔ ɛnyú nsɔ dékwene áji. 
ROM.2.28	Muú ayi alu muú Jus wáwálé apɔ fɔ ayi awyaá geloge bɔɔ́ Jus né mekɔ menyammyɛ. Yɛ́ nsɔ ayi wáwálé apɔ́ fɔ́ genó ɛyigé afyɛɛ́ muú né mmyɛ bɔɔ́ ágɛne. 
ROM.2.29	Muú ayi alú muú Jus wáwálé alú ɛlé muú ayi asɔɔ́ ji nsɔ ayi metɔɔ́, mmyɛ ɛké Mendoó Ɛsɔwɔ ɛpyɛɛ́ nnó ji akwɔre metɔɔ́ wuú abɛ cho né mbɛ ushu Ɛsɔwɔ. Ɛlé Mendoó Ɛsɔwɔ ne ɛpyɛɛ́ utɔɔ́ bina ɛpɔ́fɔ́ mabɛ ayi asame mme. Yɛ́ndémuú ayi akwɔré né gefɔɔ́ ɛyina, alu muú ayi Ɛsɔwɔ ne afɛgé ji, ɛpɔ́fɔ́ wyɛ lé akwaá.
ROM.3.1	Ndɛre mechɔ ɛwéna ɛlúmbɔ, ndé nsa ayi muú abɔɔ́ mbɔgé abɛge muú Jus? Ne ndé galɔ́gálɔ́ ayi muú abɔɔ́ mbɔgé asɔgé ji nsɔ? 
ROM.3.2	Galɔ́ gálɔ́ alu dɔɔ́ mambɛ muú Jus. Genó ɛyigé mbɛ gelu nnó Ɛsɔwɔ afyɛ́ mekomejɔɔ́ wuú né amu bɔɔ́ Jus. 
ROM.3.3	Ne mbɔgé ɛbwɔ́ ápyɛɛ́ fɔ́ genó ɛyigé Ɛsɔwɔ akɛlege nnó ɛbwɔ́ apyɛge, nnó Ɛsɔwɔ apyɛɛ́ fɔ́ genó ɛyigé ji anyɛ́meno nnó apyɛɛ́? 
ROM.3.4	Chacha. yɛ́ lé ɛkage bɛ nnó yɛ́ndémuú alú muú gebyɔ, Ɛsɔwɔ ajɔ́gé wyɛ wáwálé. Asá né mmu ŋwɛ Ɛsɔwɔ nnó, “Bɔɔ́ agɛné nyɛ nnó genó ɛyigé wɔ ɔjɔ́gé gelú cho ne ɔpagé mpa wyɛɛ́, ɔkwilege.”
ROM.3.5	Yɛ́mbɔ mbɔgé gabo ayi ɛsé depyɛɛ́ alɛre ndɛre Ɛsɔwɔ alu cho, ndé genó ɛsé dékágé jɔɔ́? Nnó Ɛsɔwɔ apɔ́ fɔ́ cho manchyɛɛ́ ɛsé ɛfwyale gétúgé gabo ayi ɛsé dépyɛɛ́? (Gɛ mbɔ ne bɔɔ́ abifɔ ajɔ́gé). 
ROM.3.6	Ɛkágé bɛ fɔ́ mbɔ! Mbɔgé nnó Ɛsɔwɔ apɔ́ fɔ́ cho, ɛpyɛɛ́mbɔ nnó ne ji asɔ mpa bɔɔ́ mme?
ROM.3.7	Muú fɔ ákágé nyɛgé wyɛ mbeé aké, “Mbɔgé gebyɔ ɛyigé me mbyɔgé gepyɛ nnó bɔɔ́ agɛ nnó Ɛsɔwɔ ajɔ́gé wáwálé, ne gepyɛ ji abɔɔ́ ŋgɔ, ulannó ne Ɛsɔwɔ agarege nnó me nlú gyɛɛ́ né gabo ayi mpyɛɛ́?” 
ROM.3.8	Bɔɔ́ abi áfɛrege mbɔ áké, “Ndɛre dépyɛɛ́ gabo, mbɔntó ne galɔ́gálɔ́ achwɔɔ́.” Bɔɔ́ abifɔ áchɔɔ́ me mabɔ áké gɛ mbɔ ne me ngarege. Ɛsɔwɔ achyɛge nyɛ ɛbwɔ́ ɛfwyale ɛwé ɛkwane ne ɛbwɔ́.
ROM.3.9	Ne nana yɛ́? Nnó ɛsé bɔɔ́ Jus dépwɔ bɔɔ́ abi álá pɔ́ fɔ́ bɔɔ́ Jus? Chacha. Me ngaré mɛ nnó bɔɔ́ mme yɛ́ bɔɔ́ Jus ne bɔɔ́ Grek gabo abɔ ɛbwɔ́ deba. 
ROM.3.10	Ɛlú wyɛ ndɛre asame né mmu ŋwɛ Ɛsɔwɔ nnó, “Yɛ́ muú ayi alú cho né mbɛ ushu Ɛsɔwɔ apɔ́, yɛ́ ama apɔ́. 
ROM.3.11	Yɛ́ muú ama ayi akágé wáwálé ayi atome ne Ɛsɔwɔ apɔ́ ne yɛ́ ama ayi akɛlege mankwɔlege Ɛsɔwɔ apɔ́. 
ROM.3.12	Bɔɔ́ ako átí meso ne Ɛsɔwɔ, ɛbwɔ́ ako áfɛ gyɛɛ́, yɛ́ muú ama ayi apyɛ galɔ́gálɔ́ apɔ́ ŋgba yɛ́ ama apɔ́. 
ROM.3.13	Mejɔɔ́ ɛwé ɛtanege ɛbwɔ́ né meno ɛlú ɛké gebɛ gebogebo ɛyi getanege né mmu menome. Manɔme bwɔ́ agarege ɛlé gebyɔ gejigeji. Mejɔɔ́ ɛwé ɛ́tánege ɛbwɔ́ né ubɔ meno ɛlú ɛké nchyɛ utɔ. 
ROM.3.14	Mekomejɔɔ́ ayi atanege ɛbwɔ́ meno agbeé ne ulwɛre ne nchyɛ. 
ROM.3.15	Manwá muú alu ɛbwɔ́ wáwá. 
ROM.3.16	Yɛ́ndé mbaá ayi ɛbwɔ́ ajyɛɛ́, áchɔɔ́ bɔɔ́ ne apyɛɛ́ ɛbwɔ́ ágɛne ɛfwyale. 
ROM.3.17	Ɛbwɔ́ akágé fɔ́ ndɛre abɛɛ́ né nesɔ. 
ROM.3.18	Ɛbwɔ́ anógé fɔ́ Ɛsɔwɔ chacha.”
ROM.3.19	Nana dékaá nnó yɛ́ndégenó ɛyigé ɛbɛ ɛjɔ́gé ɛtomé ne bɔɔ́ abi ɛbɛ ɛwémbɔ ɛgbarege ɛbwɔ́, nnó ɛgbɛge mano bɔɔ́ abi akɛlege nnó agame gemɛge bwɔ́ ne nnó ɛpyɛ yɛ́ndémuú akpɛ né unɔɔ́ mpa Ɛsɔwɔ. 
ROM.3.20	Yɛ́ muú ayi abɛɛ́ cho né mbɛ ushu Ɛsɔwɔ gétúgé apyɛ genó ɛyigé ɛbɛ́ ɛjɔɔ́ apɔ, néndé ɛlé gétúgé dékaá ɛbɛ ne dékaá nnó dépyɛɛ́ gabo.
ROM.3.21	Yɛ́mbɔ nana Ɛsɔwɔ alɛre ɛsé meti ɛwé ji apyɛɛ́ bɔɔ́ ábɛɛ́ cho né mbɛ ushu wuú. Ɛbɔɔ́ fɔ mechɔ mampyɛ ne ɛbɛ mambelé wɔ́, yɛ́ ɛlé genó ɛyigé ɛbɛ Mosis ne bɔɔ́ ɛkpávé Ɛsɔwɔ abɔɔ́ mɛ mbɛ ajɔɔ́. 
ROM.3.22	Ɛsɔwɔ apyɛɛ́ bɔɔ́ ábɛɛ́ cho né mbɛ ushu wuú gébégé áfyɛgé metɔɔ́ ne Jisɔs Kras. Ɛsɔwɔ apyɛmbɔ mbaá bɔɔ́ ako abi áfyɛɛ́ metɔɔ́ ne Jisɔs, ágyale fɔ́ áŋgya. 
ROM.3.23	Néndé bɔɔ́ ako ápyɛ gabo, ne ákwɔne se mambɔ ŋgɔ Ɛsɔwɔ wɔ́. 
ROM.3.24	Yɛ́mbɔ né ulɔɔ́ melu Ɛsɔwɔ, ji apyɛ ɛbwɔ́ atɛne cho né mbɛ ushu wuú ndɛre ɛchyɛ ɛwé ji achyɛge gétúgé uto Kras Jisɔs ɛbi úwené gemɛ gesé. 
ROM.3.25	Ɛsɔwɔ achyɛɛ́ Jisɔs ndɛre gepɛ. Ji apyɛmbɔ nnó asɛ manoó mií apyɛ nnó bɔɔ́ áfyɛɛ́ metɔɔ́ ne Jisɔs. Ɛsɔwɔ apyɛmbɔ manlɛré nnó ji alú cho, néndé nya mbɛmbɛ, ji ako metɔɔ́ abya gabo ayi bɔɔ́ ápyɛɛ́. 
ROM.3.26	Ɛsɔwɔ apyɛmbɔ manlɛré né gébé ɛyigé na nnó ji alu cho ne nnó bɔɔ́ áfyɛ́ge metɔɔ́ ne Jisɔs, ji apyɛɛ́ ɛbwɔ́ ábɛɛ́ cho né mbɛ ushu wuú.
ROM.3.27	Ne nana ndé genó ɛyigé ɛsé dékágé do ɛbwɔ ɛwɔme nnó dépyɛgé ne Ɛsɔwɔ apyɛɛ́ ɛsé delu cho? Yɛ genó gepɔ, néndé mamferé muú né ɛfwyale apɔ́fɔ́ gétúgé galɔ́gálɔ́ ayi ji apyɛɛ́, ɛlé gétúgé áfyɛɛ́ metɔɔ́ ne Kras Jisɔs. 
ROM.3.28	Ndɛre ɛlúmbɔ, dékaá nnó muú abɛɛ́ cho né mbɛ ushu Ɛsɔwɔ gétúgé áfyɛɛ́ metɔɔ́ ne Jisɔs, ɛpɔ́fɔ́ gétúgé ábélege ɛbɛ. 
ROM.3.29	Waá nnó, Ɛsɔwɔ alu lé ayi bɔɔ́ Jus ɛbwɔ́ ɛbwɔ́? Nnó ji apɔ́ fɔ́ ntó Ɛsɔwɔ ayi bɔɔ́ abi álá pɔ́ bɔɔ́ Jus? Wáwálé alu. 
ROM.3.30	Tɛ mbaá Ɛsɔwɔ alu ama, ji apyɛ nyɛ bɔɔ́ ábɛɛ́ cho né mbɛ ushu wuú mbɔgé áfyɛ́ge metɔɔ́ ne Jisɔs. Yɛ́ asɔ́ ɛbwɔ́ nsɔ, yɛ́ ásɔɔ́ ɛbwɔ́ nsɔ wɔ́. 
ROM.3.31	Ndɛre ɛlúmbɔ, ɛlé défyɛɛ́ metɔɔ́ ne Jisɔs, nnó déjɔɔ́ nnó ɛbɛ ɛfu se yɛ́ genó wɔ́? Ŋgba wɔ́. Ɛbɛ ɛlú genó ne débɔ manógé ɛwu.
ROM.4.1	Ndɛre mechɔ ɛwéna ɛwé ɛtome ne mambɛ cho né mbɛ ushu Ɛsɔwɔ, ndé galɔ́gálɔ́ ayi ɛsé dékágé jɔɔ́ yɛ́ nnó ákwɔlé Abraham gekwenege ntɛ sé ndɛre akwaá ákɛlege? 
ROM.4.2	Mbɔgé nnó Ɛsɔwɔ abɔ apyɛɛ́ ji abɛ cho né mbɛ ushu wuú gétúgé utɔɔ́ ulɔ́úlɔ́ ɛbi ji apyɛɛ́, mbɔ ji abɔ awyaá genó ɛyigé ji ákágé doó ɛbwɔ ɛwɔme. Yɛ́mbɔ ji apɔ́ ne genó ɛyigé ji ákágé doó ɛbwɔ ɛwɔme né mbɛ ushu Ɛsɔwɔ. 
ROM.4.3	Asa né mmu ŋwɛ Ɛsɔwɔ nnó, “Abraham áfyɛɛ́ metɔɔ́ ne Ɛsɔwɔ, getú ɛyigémbɔ Ɛsɔwɔ asɛ nnó ji alu cho né mbɛ ushu wuú.” 
ROM.4.4	Muú apyɛgé utɔɔ́ achyɛge ji ŋka, ɛji ɛpɔ́fɔ́ ndɛre ɛchyɛ ɛwé achyɛgé muú detú. Ɛlú ɛlé genó ɛyigé ji abɔɔ́ mansɛ gétúgé utɔɔ́ ɛbi ji apyɛɛ́. 
ROM.4.5	Yɛ́mbɔ muú ayi álá lií fɔ́ mmyɛ né utɔɔ́ ulɔúlɔɔ́ ɛbi apyɛɛ́, ne áfyɛɛ́ lé metɔɔ́ ne Ɛsɔwɔ muú awyaá uto mampyɛɛ́ bɔɔ́ abi apyɛɛ́ gabo abɛ cho né mbɛ ushu wuú, Ɛsɔwɔ asɛlé nnó muú yimbɔ alu cho né mbɛ ushu wuú gébégé áfyɛɛ́ metɔɔ́ ne ji. 
