MAT.1.1	Inan binndi kollooji inɗe maamiraaɓe Iisaa Almasiihu, dimaaɗo ley lenyol Daawda, taan Ibrahiima:
ROM.11.22	Ndelle, taykita moƴƴuki Laamɗo e tikkere muuɗum fuu: tikkere makko na woni e saamuɓe ɓeen, de moƴƴuki makko na woni e maaɗa sini aɗa tabiti e moƴƴuki kiin. Si wanaa ɗuum fu, aan du a saltete. 
ROM.11.23	Israa'iilankooɓe du, si ɓe njoppii salaare maɓɓe de ɓe ngoonɗini fu, Laamɗo nannan ɓe katin hono no licce ndobirtee e lekki. Sabo Laamɗo ina jogii baawɗe dobude ɓe e lekki kiin katin. 
ROM.11.24	Ndelle aan ƴuuruɗo e lekki laddeehi oon, si a saltaama e makki a dobaama e lekki jaytun aawaaki kiin, haala fuu walaa licce ƴuurɗe e lekki aawaaki kiin, si caltanooma ina mbaawi dobeede e inna muɓɓen.
ROM.11.25	Sakiraaɓe, mi yiɗaa ndullon ko suuɗi ɗum ɗo, heɓa taa ndaardon ko'e mon wo on jom'en hakkillo: Israa'iilankooɓe laatake yoorɓe ɓerɗe, de ɗum timman wakkati siyiiji yimɓe ɓe nganaa Alhuudiyankooɓe fuu ngoonɗini, naati laamu Laamɗo. 
ROM.11.26	Hono noon Israa'iilankooɓe ɓeen fuu kisinirtee, no Binndi ɗiin mbiiri ni:
ROM.11.26	«Kisinoowo ƴuuran e Siyona,
ROM.11.26	ittan luttal fuu e ƴuwdi Yaakuuba.»
ROM.11.27	«Ɗum woni amaana am e maɓɓe
ROM.11.27	wakkati nde mooytammi hakkeeji maɓɓe.»
ROM.11.28	Ko Alhuudiyankooɓe ɓeen njaɓaay Kabaaru Lobbo oon ɗuum, ɓe laatorii wayɓe Laamɗo, ammaa wo ɗum saabe mooɗon faa keɓon Kabaaru oon. De ko Laamɗo suɓii ɓe ɗuum, ɓe laatake ɓe o yiɗi saabe maamiraaɓe maɓɓe. 
ROM.11.29	Wo noon, sabo Laamɗo waylitataa anniya dow mo moƴƴinani dokke muuɗum, e dow mo noddi. 
ROM.11.30	Onon yimɓe ɓe nganaa Alhuudiyankooɓe, arande on calakeno Laamɗo, de joonin kaa on keɓii yurmeende saabe sattere Alhuudiyankooɓe. 
ROM.11.31	Noon du, joonin wo ɓeen calii Laamɗo, de Laamɗo yurmii on. De ɗum laatake faa ɓeen du keɓa yurmeende makko. 
ROM.11.32	Sabo Laamɗo uddii yimɓe fuu e ley salaare, faa o yurmoo ɓe fuu.
ROM.11.33	Hey barkeeji Laamɗo korsuɗi ina keewi! Hakkilantaaku makko e anndal makko ina luggi! Fay gooto waawaa anndude anniyaaji makko. Fay gooto waawaa faamude laabi no o gollirta. 
ROM.11.34	Wo hono noon winndiraa:
ROM.11.34	«Moy anndi miilooji Joomiraaɗo?
ROM.11.34	Moy laatii tindinoowo ɗum?»
ROM.11.35	«Moy artii hokkude mo sakko o yoɓa ɗum?»
ROM.11.36	Si goonga, huunde fuu e makko ƴuuri, huunde fuu wo kanko tiigii, huunde fuu wo kanko jeyi. Wo teddeengal woodan mo faa abada! Aamiina.
ROM.12.1	Ndelle sakiraaɓe, miɗo nyaagoo on sanne saabe yurmeende Laamɗo, cakkee ko'e mon laatoɗon sadaka buurɗo, ceniiɗo, belɗo Laamɗo. Ɗum woni dewal ngal kaanɗon rewrude mo ngaal. 
ROM.12.2	Taa nyemmbitee adunaaru, ammaa accee Laamɗo heyɗintina hakkillooji mon faa ɓerɗe mooɗon mbaylitoo. Ndeen, on mbaawan anndude muuyɗe Laamɗo: ko wooɗi e ko weli mo e ko hiɓɓi.
ROM.12.3	Saabe moƴƴere nde Laamɗo hokki kam ndeen, miɗo wi'a mono e mooɗon fuu: taa njaaree ko'e mooɗon to on njottaaki, ammaa ndaardon ko'e mon e miilooji hakkilantaaku, kawrooji e goonɗinal ngal Laamɗo etani on ngaal. 
ROM.12.4	Gooto e meeɗen fuu ina jogii terɗe keewɗe, de terɗe ɗeen fuu kawtaa golle. 
ROM.12.5	Hono noon, enen e keewal meeɗen fuu, wo en neɗɗo gooto e ley kawtal meeɗen e Almasiihu. En fuu eɗen njeydaa no terɗe fuu njeydiraa e ɓanndu ni.
ROM.12.6	En kokkaama dokke ceeduɗe ɗe Laamɗo hokkiri en moƴƴere muuɗum. Si Laamɗo hokkii neɗɗo haaltude konngol ngol watti e muuɗum, haaltira ngol no fotiri e goonɗinal muuɗum. 
ROM.12.7	Mo Laamɗo hokki dokkal wallude woɓɓe, o walla ɓe. Mo o hokki dokkal jannginde, o janngina. 
ROM.12.8	Mo o hokki dokkal semmbinɗina yimɓe, o semmbinɗina ɗum'en. Mo o hokki dokkal moƴƴande woɓɓe du, o hokkira e yardaamuye. Mo o hokki dokkal ardaade, o ardoroo tinnaare. Mo o hokki dokkal yurmeende du, o yurmoroo woɓɓe e seyo.
ROM.12.9	Njinngu mooɗon laatoo ngu waldaa e naafikaaku. Mbanyee ko boni, kaɓɓee e ko wooɗi. 
ROM.12.10	Njiɗunduree njinngu sakiraagu, mono fuu teddina banndum faa ɓurna ɗum hoore muuɗum. 
ROM.12.11	Taa accee tinnitaare mon feewa. Ngollanon Joomiraaɗo e ɓerɗe mon fuu. 
ROM.12.12	Mbeltee e ley jikke mooɗon, munyee torra, tinnee keddodoɗon e du'aare. 
ROM.12.13	Mballee seniiɓe Laamɗo e haajuuji muɓɓen, laatee jaɓɓotooɓe weerɓe. 
ROM.12.14	Mbarkinee torrooɓe on. Mbarkinon ɓe, taa kuɗon ɓe. 
ROM.12.15	Ceyodee e seyiiɓe, mboydee e woyooɓe. 
ROM.12.16	Laatodee miilo wooto. Taa pilee manngu ammaa kawtee ko'e mon e lokkaaɓe. Taa tiigoree ko'e mon on jom'en hakkillo. 
ROM.12.17	Si goɗɗo waɗii on ko boni, taa njomnitee ɗum. Kakkilanee waɗude ko yimɓe fuu ndaarata na ŋarɗi. 
ROM.12.18	Si na laatoo, ngondiree e yimɓe fuu e jam. Piloɗon ɗum haddi no mbaawruɗon. 
ROM.12.19	Sakiraaɓe horsuɓe, taa njomnitanee ko'e mon. Ko kaanɗon waɗude dey, accee tikkere Laamɗo ndeen yomnitanoo on. Sabo e ley Binndi ɗiin Joomiraaɗo wi'ii: «Miin woni jomnitotooɗo, miin yoɓoyta ɓe.»
ROM.12.20	Ina winndaa katin: «Si ganyo ma yolbii fu, nyaamnaa ɗum, si ɗomɗii njarnaa ɗum. Si a waɗii nii fu, a waɗan o semta saabe ko o waɗi ko boni ɗuum.»
ROM.12.21	Taa accu ko boni jaale, ammaa jaalora ko boni ɗuum e ko wooɗi.
ROM.13.1	Mono fuu ɗowtanoo laamiiɓe, sabo laamu walaa si wanaa ƴuurungu to Laamɗo. Laamiiɓe fuu wo Laamɗo joƴƴini ɗum'en. 
ROM.13.2	Saabe ɗuum, neɗɗo fuu caliiɗo laamu leydi salake ko Laamɗo yamiri. Caliiɗo yamiroore Laamɗo du fooɗanan hoore muuɗum jukkungo. 
ROM.13.3	Gaɗoowo ko wooɗi walaa ko huldata hooreeɓe ɓeen, wo gaɗoowo ko boni hulata ɓe. Aɗa yiɗi tawee a hulataa laamiiɓe leydi naa? Ndelle, ngaɗaa ko wooɗi. Ndeen laamu yettete. 
ROM.13.4	Sabo laamiiɓe wo gollanooɓe Laamɗo faa nafe. Ammaa si tawii wo ko boni ngaɗataa, kulaa, sabo wanaa ɓolum laamiiɓe mbakkorii kaafaahi. Wo ɓe gollanooɓe Laamɗo faa ɓe tabintina jukkungo muuɗum dow gaɗoowo ko boni fuu. 
ROM.13.5	Ndelle, tilay ɗowtanoɗon laamiiɓe ɓeen, wanaa saabe hulde jukkeede tan, ammaa faa taa ɓerɗe mon pela on du. 
ROM.13.6	Ɗum waɗi de oɗon njoɓa lampo, sabo laamiiɓe ɓeen wo gollanooɓe Laamɗo, hokkuɓe wakkatiiji muɓɓen fuu faa laamoo. 
ROM.13.7	Kokkee mono fuu ko jeyi hokkeede. Kokkee lampo mo kaanɗon hokkude lampo, kokkon tino mo kaanɗon hokkude tino. Kulon mo kaanɗon hulude, teddinon mo kaanɗon teddinde.
ROM.13.8	Taa njoganee fay gooto nyamaande. Huunde wootere tan haani laataade nyamaande, ɗum woni yiɗundurde. Sabo jiɗɗo gondo muuɗum fuu, tabintinii jamirooje Tawreeta. 
ROM.13.9	Oɗon anndi kaɗaaɗi ɗii ɗo: «Taa jeenu, taa waɗu war-hoore, taa wujju, taa muuyu ko a jeyaa». Kanji e jamirooje goɗɗe ɗeen fuu ina kawriti e yamiroore wootere. Ndeen woni: «Njiɗiraa gondo maa no njiɗirɗaa hoore maa ni.» 
ROM.13.10	Jiɗɗo gondo muuɗum waɗataa ɗum ko boni. Ndelle njinngu na tabintina Tawreeta oon.
ROM.13.11	Taykee kujje ɗeen, sabo oɗon anndi wakkati mo ngonɗen e muuɗum. Wakkati mo kaanɗon finude oon yonii. Sabo joonin kisindam ɓuri ɓadaade en diina nde naatunoɗen e goonɗinal ndeen. 
ROM.13.12	Jemma ɓadake timmude, nyalooma ɓattake. Ndelle, celen gollude golle nimre, kooƴen kaɓitirɗe annoora. 
ROM.13.13	Mbuurden no haaniri, hono no wonɓe ley annoora nyalooma. Wanaa e ley fijirde bonnde e sulagol, wanaa e golleeji ɓalli tuunɗi e rafi semto, wanaa e pooɗundural e kiram. 
ROM.13.14	Ɓornoree Joomiraaɗo meeɗen Iisaa Almasiihu hono no kaddungal ni, taa kilnee muuyɗe terɗe mooɗon, taa nyaamnon ɗe.
ROM.14.1	Njaɓɓee mo goonɗinal muuɗum lokkiɗi tawa on peldaay ɗum ko miilotoo. 
ROM.14.2	Hasii goɗɗo ina woodi goonɗinal faa na waawi nyaamude huunde fuu, tawee goɗɗo du goonɗinal muuɗum ina lokkiɗi faa nyaamataa teewu. 
ROM.14.3	Nyaamoowo teewu oon taa yawa mo nyaamataa teewu oon. Mo nyaamataa teewu oon taa fela nyaamoowo teewu oon, sabo Laamɗo jaɓɓake mo. 
ROM.14.4	Aan, wo a moy faa pelaa gollanoowo goɗɗo? Yalla imo darii faa wooɗi naa o saamii, ɗum fuu wo donngal joomiiko. O daroto faa wooɗa du, sabo Joomiraaɗo ina woodi baawɗe jogaade mo faa o daroo.
ROM.14.5	Hasii goɗɗo ina jogorii nyalaande wootere ina ɓuri goɗɗe teddude, tawee goɗɗo du ina jogorii nyalaaɗe fuu wo potu. Mono fuu tannyora ko miilotoo ɗum e ley hakkillo muuɗum. 
ROM.14.6	Ɓurdinɗo nyalaande oon waɗirii ɗum saabe Joomiraaɗo. Katin du, nyaamoowo ko yiɗi fuu oon waɗirii ɗum saabe Joomiraaɗo, sabo imo yetta Laamɗo. Mo nyaamataa teewu oon du waɗirii ɗum saabe Joomiraaɗo, imo yetta Laamɗo kanko du. 
ROM.14.7	Sabo fay gooto e meeɗen wuurantaa hoore muuɗum, katin du fay gooto e meeɗen maayantaa hoore muuɗum. 
ROM.14.8	Si en mbuurii, wo Joomiraaɗo mbuuranɗen. Si en maayii du, wo Joomiraaɗo maayanɗen. Si en mbuurii naa si en maayii fu, wo Joomiraaɗo oon jeyi en. 
ROM.14.9	Sabo Almasiihu maayii, de ummii e maayde faa laatoo Joomiraaɗo wuurɓe e maayɓe fuu.
ROM.14.10	Aan, ko waɗi de aɗa fela sakiike maa goonɗinɗo oon? Naa aan, ko waɗi de aɗa yawa sakiike maa goonɗinɗo oon? En fuu, en ndaroyto yeeso sarorde Laamɗo. 
ROM.14.11	Sabo ina winndaa:
ROM.14.11	«Joomiraaɗo wi'ii:
ROM.14.11	‹Tannyoree, no tannyorɗon mi buurɗo:
ROM.14.11	Koppi fuu kofanto kam,
ROM.14.11	ɗemle fuu ceedoto miin woni Laamɗo.› »
ROM.14.12	Ndeen mono e meeɗen fuu jaabanto hoore muuɗum yeeso Laamɗo.
ROM.14.13	Ɗum le, taa pelunduren hakkunde meeɗen katin. Kooƴee anniya reentaade e huunde fuu ko waawi fergude sakiike mon naa ko liɓata ɗum. 
ROM.14.14	Saabe kawtal am e Joomiraaɗo men Iisaa miɗo tannyori nyaamdu fuu e hoore muuɗum harmaa. Ammaa si neɗɗo miilii goɗɗum wo karmuɗum, ɗum harmanan ɗum kam kaa. 
ROM.14.15	Si a torrii sakiike maa goonɗinɗo oon saabe ko nyaamuɗaa, a jokkaay laawol njinngu. Taa halku mo Almasiihu maayani dow ko nyaametee. 
ROM.14.16	Ndelle, ko ndaarɗon na wooɗi ɗuum, tinnee taa woɓɓe mbonkoo on saabe majjum. 
ROM.14.17	Sabo laamu Laamɗo wanaa kabaaru nyaamdu naa njaram, wo kabaaru fonnditaare e jam e seyo ley kawtal Ruuhu Ceniiɗo. 
ROM.14.18	Golliranoowo Almasiihu hono noon fuu, welan Laamɗo, yimɓe du teddinan ɗum. 
ROM.14.19	Ndelle, piloɗen ko ɓeydata jam hakkunde meeɗen. Mono fuu filoo ko semmbinɗinta banndum ley goonɗinal.
ROM.14.20	Taa mbonnon golle Laamɗo saabe haala nyaamdu. Si goonga, nyaamdu fuu ina laaɓi, ammaa si nyaamdu ndu nyaamataa nduun ina ferga sakiike maa, nyaamude ndu wooɗaa. 
ROM.14.21	Ko wooɗi dey, wo taa nyaamon teewu naa njaron doro, naa ngaɗon huunde fuu ko fergata sakiike mooɗon. 
ROM.14.22	Huunde fuu ko ngoonɗinɗaa, njogoɗaa ɗum hakkunde maa e Laamɗo. Barke woodanii mo sikkitirtaa ko woni e hakkillo muuɗum. 
ROM.14.23	Ammaa si neɗɗo waɗii sikki-sakka de nyaami fu, jukkete, sabo joomum nyaamiraay goonɗinal. Huunde fuu ko waldaa e goonɗinal wo luttal.
ROM.15.1	Enen selluɓe goonɗinal ɓeen, eɗen kaani wallude ɓe goonɗinal muɓɓen lokkiɗi ɓeen. Haanaa ngaɗen ko weli en tan. 
ROM.15.2	Gooto e meeɗen fuu filoo ko welata gondo muuɗum, faa nafa ɗum, de semmbinɗina ɗum ley goonɗinal. 
ROM.15.3	Sabo fay Almasiihu jokkaay mbelirka yonki muuɗum, ammaa laatake no winndiraa ni: «Mbonkaaji mbonkiiɓe ma ɗiin e am njani.»
ROM.15.4	Ko winndanoo arande e ley Binndi ɗiin ɗuum, winndaama faa janngina en. Iɗi kolla en munyal, iɗi cellina ɓerɗe men, faa keɓen tannyoral ley jikke men. 
ROM.15.5	Laamɗo jom munyal, cellinoowo ɓerɗe oon, hokku on laataade jom'en miilo wooto hono no Iisaa Almasiihu anndiniri on ni. 
ROM.15.6	Noon teddinirton Laamɗo e anniya gooto e daande wootere. Oon woni Baaba Iisaa Almasiihu Joomiraaɗo men.
ROM.15.7	Njaɓɓunduree no Almasiihu jaɓɓorii on ni, faa Laamɗo teddinee. 
ROM.15.8	Miɗo wi'a on: Almasiihu warii gollani Alhuudiyankooɓe. Ko o gollani ɓe ɗuum hollitii Laamɗo wo koolniiɗo, sabo tabintinii amaanaaji ɗi waɗannoo maamiraaɓe maɓɓe ɗiin. 
ROM.15.9	Wooɗi du, wo faa lenyi goɗɗi ɗiin teddina Laamɗo dow yurmeende muuɗum, hono no winndiraa:
ROM.15.9	«Saabe ɗuum, mi yettete hakkunde lenyi,
ROM.15.9	mi yimante faa teddina innde maa.»
ROM.15.10	Ina winndaa katin:
ROM.15.10	«Onon lenyi, mbeltodee e yimɓe Joomiraaɗo ɓeen.»
ROM.15.11	Katin du:
ROM.15.11	«Njettee Joomiraaɗo, onon lenyi fuu!
ROM.15.11	Manee mo, onon siyiiji yimɓe fuu!»
ROM.15.12	Annabi Esaaya du wi'ii:
ROM.15.12	«ƴuuruɗo e lenyol Yesa warowan,
ROM.15.12	oon ummoytoo faa laamoo lenyi adunaaru.
ROM.15.12	Ɗi njowan jikke majji e makko.»
ROM.15.13	Laamɗo jom jikke oon hebbin on seyo e jam fuu saabe ko ngoonɗinɗon mo, faa jikke mooɗon ɓeydoo heewude saabe baawɗe Ruuhu Ceniiɗo!
ROM.15.14	Sakiraaɓe am, miɗo tannyori oɗon keewi mbooɗirka, oɗon keewi anndal, katin du mono fuu na waawi tindinde banndum. 
ROM.15.15	Ammaa ley ɓataaki ki miɗo suusi haalande on haalaaji goɗɗi faa laaɓa faa mi miccintina on ɗi. Mi haaldirii noon saabe moƴƴere nde Laamɗo hokki kam 
ROM.15.16	laataade gollanoowo Iisaa Almasiihu e ley yimɓe ɓe nganaa Alhuudiyankooɓe. Ko mbaajotoomi Kabaaru Lobbo oon ɗuum wo gollal ceniingal faa ɓe nganaa Alhuudiyankooɓe ɓeen laatoo sadaka belɗo Laamɗo mo Ruuhu Ceniiɗo senini. 
ROM.15.17	Ndelle, e kawtal am e Iisaa Almasiihu, miɗo waawi mantoraade golleeji ɗi ngollanmi Laamɗo ɗiin. 
ROM.15.18	Sabo walaa fuu ko cuusumi haalude si wanaa ko baawɗe Almasiihu tabintini e ley golle am faa waddana ɓe nganaa Alhuudiyankooɓe ɓeen ɗowtanaade Laamɗo. O waɗii ɗum ley haala am e ley golle am, 
ROM.15.19	e ley baawɗe maandeeji e kaayeefiiji, fuu dow baawɗe Ruuhu Laamɗo. Hono noon njottinirmi Kabaaru Lobbo haala Almasiihu oon nokkuuje fuu gilla Urusaliima e seraaji muuɗum faa leydi Illiriya. 
ROM.15.20	Katin du, gilla arande anniya am wo waajaade Kabaaru Lobbo ɗo innde Almasiihu yottaakino, faa taa mi nyiɓa dow nyimngo neɗɗo goɗɗo. 
ROM.15.21	De mi waɗa hono no winndiraa ni:
ROM.15.21	«Ɓe kumpitaakano haala makko ɓeen nji'owan,
ROM.15.21	ɓe nanaayno ɓeen du paamowan.»
ROM.15.22	Wo gollal waajaade ngaal haɗi kam warude to mooɗon kile keewɗe. 
ROM.15.23	Joonin kaa, gollal ngaal huuɓii leyɗe ɗee ɗo. Katin du waɗii duuɓi keewɗi ko njiɗumi warude to mooɗon. 
ROM.15.24	Miɗo yiɗi fantude to mooɗon si miɗo yaha Espanya. Si mi ndaarii on de ceyodiimi e mooɗon fu, oɗon mbaawi wallude kam e jahaangal am faa mi yottowoo toon.
ROM.15.25	De joonin kaa mi yahan Urusaliima faa mi walla seniiɓe wonɓe toon. 
ROM.15.26	Sabo kawrite goonɗinɓe gonɗe Makedoniya e Akaya ɗeen anniyake hawrundurde mballa faa kokka talkaaɓe jeyaaɓe e seniiɓe Urusaliima ɓeen. 
ROM.15.27	Ɓe anniyorii ɗum ɓerɗe belɗe, de na tilsani ɓe hono njobdi du. Sabo si Alhuudiyankooɓe ɓeen mballii lenyi goɗɗi ɗiin keɓa ngeɗu e barkeeji Ruuhu fu, lenyi ɗiin du ina kaani wallirde Alhuudiyankooɓe e kujje adunaaru. 
ROM.15.28	Si mi yottinii ɗum, mi hokkii ɓe ko hawrunduraa ɗuum fu, mi yahan Espanya, mi fantan to mooɗon. 
ROM.15.29	Miɗo anndi si mi warii to mooɗon fu, mi wardan e barke Almasiihu keewɗo.
ROM.15.30	Sakiraaɓe, saabe Joomiraaɗo meeɗen Iisaa Almasiihu e saabe njinngu ngu Ruuhu oon hokkata nguun, miɗo nyaagoo on sanne: kawton e am e ley du'aawuuji mooɗon to Laamɗo saabe am. 
ROM.15.31	Ŋaaroɗon Laamɗo danna kam e yimɓe ɓe ngoonɗinaay wonɓe Yahuudiya ɓeen, katin du seniiɓe wonɓe Urusaliima ɓeen njaɓɓoo ballal ngal njaaranammi ɗum'en ngaal. 
ROM.15.32	Hono noon, mi yottorto on e ɓernde welnde saabe muuyɗe Laamɗo, de keɓden powtiri seeɗa. 
ROM.15.33	Laamɗo jom jam wondu e mooɗon, on fuu. Aamiina.
ROM.16.1	Miɗo haalana on kabaaru sakiike meeɗen debbo bi'eteeɗo Febe, gollanoowo kawrital goonɗinɓe gonngal ley Kankiriya oon. 
ROM.16.2	Njaɓɓoroɗon mo ley innde Joomiraaɗo no seniiɓe ɓeen kaaniri njaɓɓoreede ni. Katin du mballee mo e huunde fuu ko o haajaa, sabo o wallii heewɓe, miin du o wallii kam. 
ROM.16.3	Njowtanon kam Pirisilla e Akila, gollidooɓe e am golle Iisaa Almasiihu ɓeen. 
ROM.16.4	Kamɓe nesi mursude yonkiiji maɓɓe faa ɓe ndanna yonki am. Wanaa miin tan yettata ɓe, kawrite goonɗinɓe ɓe nganaa Alhuudiyankooɓe ɗeen fuu ina njetta ɓe. 
ROM.16.5	Njowtanon kam goonɗinɓe hawrooɓe ley suudu maɓɓe ɓeen fuu. Njowton Epaynetus, giɗo am korsuɗo oon. Kanko artii goonɗinde Almasiihu ley leydi Aasiya fuu. 
ROM.16.6	Njowton Mariyama tampanɗo on sanne oon. 
ROM.16.7	Njowton Andoronika e Yuniya, banndiraaɓe ɓe uddidanoomi e kasu ɓeen. Wo ɓe nulaaɓe anndaaɓe sanne, katin du kamɓe artii kam goonɗinde Almasiihu.
ROM.16.8	Njowton Ampiliyaatu mo korsinirmi saabe Joomiraaɗo oon. 
ROM.16.9	Njowton Urbaanu, gollidoowo e meeɗen golle Almasiihu oon, kam e Estaaki giɗo am korsuɗo oon. 
ROM.16.10	Njowton Apeles, tabintinaaɗo wo jokkuɗo Almasiihu e goonga. Njowton yimɓe galle Aristobul. 
ROM.16.11	Njowton Herodiyon banndam oon. Njowton yimɓe galle Narsisi hawtuɓe e Joomiraaɗo ɓeen. 
ROM.16.12	Njowton Tirifena e Tirifosa, rewɓe gollanooɓe Joomiraaɗo ɓeen. Njowton Persis mo korsinmi, oon wo debbo tampuɗo sanne e ley gollande Joomiraaɗo. 
ROM.16.13	Njowton Rufus mo Joomiraaɗo suɓii oon. Njowton inniiko mo ndaardumi wo inna am ni, miin du. 
ROM.16.14	Njowton Asinkiriti e Felegon e Hermes e Patorooba e Hermasa e goonɗinɓe Iisaa wonduɓe e maɓɓe ɓeen. 
ROM.16.15	Njowton Filoloogu e Yuliya, njowton Nere e sakiikem debbo, kam e Olimpa. Njowton seniiɓe wonduɓe e maɓɓe ɓeen fuu. 
ROM.16.16	Jowtunduron e jowtaali ceniiɗi. Kawrite goonɗinɓe Almasiihu fuu ina njowta on.
ROM.16.17	Sakiraaɓe, miɗo ŋaaroo on sanne, kakkilon e waddooɓe ceedaagu. Iɓe perga yimɓe sabo ɓe calake jannde nde keɓuɗon ndeen. Mboɗɗee ɓe! 
ROM.16.18	Sabo yimɓe wa'uɓe hono noon ngollantaa Joomiraaɗo meeɗen Almasiihu. Ko ɓe ngollanta dey, wo deedi maɓɓe. Wo e haalaaji maɓɓe belɗi e manooje maɓɓe jaayɗe ɓe majjinirta hakkillooji yimɓe ɓe anndaa ɓeen. 
ROM.16.19	Onon le, kabaaru ɗowtaare mooɗon yottake yimɓe fuu. Saabe ɗuum miɗo weltoroo on, de miɗo muuyani on laatoɗon jom'en hakkillo e dow ko wooɗi, laatoɗon ɓe ngalaa feloore du e dow ko boni. 
ROM.16.20	Laamɗo jom jam oon waɗan niison Seyɗaani ley teppe mooɗon ko ɓooyataa. Hinney Joomiraaɗo meeɗen Iisaa wondu e mooɗon.
ROM.16.21	Timote gollidoowo e am oon ina jowta on. Lukiyus e Yason e Sosipatoro banndiraaɓe am ɓeen ina njowta on. 
ROM.16.22	Miin, Tertiyu, binndanɗo Pool ɓataaki ki oon, miɗo jowta on saabe kawtal meeɗen e Joomiraaɗo. 
ROM.16.23	Gayus, beero am mo kawrital goonɗinɓe ngaal hawrata galle muuɗum oon, ina jowta on. Erasta kalfinaaɗo kaalisi ngalluure nde oon ina jowta on, kam e Kuwartus sakiike meeɗen oon. [ 
ROM.16.24	]
ROM.16.25	Jettooje ngoodanii Laamɗo baawɗo semmbinde on fodde Kabaaru Lobbo haala Iisaa Almasiihu mo mbaajiimi oon. Kabaaru Lobbo oon wo ɓangugol sirri Laamɗo cuuɗanooɗo gilla arande 
ROM.16.26	de joonin o ɓanginaama. Dewte annabaaɓe anndinii ɗum lenyi ɗiin fuu no Laamɗo duumiiɗo oon yamiri ni, faa ɗi ngoonɗina Laamɗo, ɗi ɗowtanoo ɗum. 
ROM.16.27	Laamɗo kam tan woni hakkilanteejo. Teddeengal woodan mo faa abada saabe Iisaa Almasiihu. Aamiina.
1CO.1.1	Ɓataaki ki to amin ƴuuri, miin Pool, e sakiike meeɗen Sosteni. Miin Pool, mi noddaaɗo saabe muuyɗe Laamɗo faa mi laatoo nulaaɗo Iisaa Almasiihu. 
1CO.1.2	Miɗen njowta kawrital goonɗinɓe Laamɗo gonngal ngalluure Korintu.
1CO.1.3	Wo Laamɗo Baaba meeɗen e Joomiraaɗo men Iisaa Almasiihu kokku on moƴƴere e jam.
1CO.1.4	Miɗo yetta Laamɗo saabe mooɗon wakkati fuu ko hokki on moƴƴere muuɗum ley kawtal Iisaa Almasiihu. 
1CO.1.5	Si goonga, ley kawtal muuɗum on keɓii ko wooɗi fuu e ley haala e ley anndal fuu. 
1CO.1.6	Seedaaku amin haala Almasiihu tabitii e mooɗon jaati. 
1CO.1.7	Ɗum waɗi de on nyakiraaka dokkal Laamɗo fay gootal e ley ko keɗiɗon gartol Joomiraaɗo meeɗen Iisaa Almasiihu. 
1CO.1.8	Kam hokkata on semmbe faa ɗo adunaaru haaɗi, yalla oɗon laatoo ɓe ngalaa feloore nyannde gartol Joomiraaɗo men Iisaa Almasiihu. 
1CO.1.9	Laamɗo noɗɗuɗo on faa kawton e Ɓiyum Iisaa Almasiihu Joomiraaɗo meeɗen wo koolniiɗo.
1CO.1.10	Sakiraaɓe, miɗo nyaagoo on sanne e innde Joomiraaɗo men Iisaa Almasiihu: tiigunduree, laatoɗon daande wootere. Taa peccoɗon, ammaa laatoɗon jogiiɓe hakkillo wooto e anniya gooto faa hiɓɓi. 
1CO.1.11	Sakiraaɓe am, si goonga mi narrii yimɓe suudu Kolowe pooɗundural ina woni hakkunde mooɗon. 
1CO.1.12	Ko njiɗumi wi'ude dey, woɓɓe mooɗon ina mbi'a wo Pool ngoodani, woɓɓe ina mbi'a wo Apolos ngoodani,
1CO.1.13	Yalla Almasiihu wo pecciiɗo naa? Yalla wo Pool maayani on dow leggal palaangal naa? Wo e innde Pool lootiraɗon lootagal batisima
1CO.1.14	Miɗo yetta Laamɗo ko mi lootaay fay gooto mooɗon lootagal batisima, si wanaa Kirispus e Gayus. 
1CO.1.15	Hono noon, fay gooto waawaa wi'ude wo e innde am lootiraɗon lootagal batisima. 
1CO.1.16	Ayyo, goonga, mi batisiino katin du galle Estefaana. Ko faltii ɗum, mi anndaa yalla mi batisii goɗɗo katin. 
1CO.1.17	Sabo Almasiihu nulaay kam mi batisa. Ko o nuldi kam dey, mi haala Kabaaru Lobbo oon, tawa wanaa dow haalaaji am nyeenyuɗi ɗum jooɗii, faa taa maayde makko dow leggal palaangal ndeen laatoo ɓolum.
1CO.1.18	Si goonga, haala maayde Iisaa dow leggal palaangal wo puuyndam to halkooɓe ɓeen, ammaa to meeɗen enen hisinteeɓe ɓeen, wo ka baawɗe Laamɗo. 
1CO.1.19	Sabo ina winndaa:
1CO.1.19	«Mi bonnan hakkilantaaku jom'en hakkillo,
1CO.1.19	paamal faamuɓe du, mi jiiɓan ngal.»
1CO.1.20	Ndelle won ko jom hakkillo woni naa? Won ko jannginoowo Tawreeta woni naa? Won ko baawɗo haala e jamaanu o woni naa? Walaa, sabo Laamɗo waylitii hakkilantaaku adunaaru ndu, waɗi ɗum puuyndam. 
1CO.1.21	Yimɓe adunaaru ndu e hakkilantaaku muɓɓen fuu annditaay no Laamɗo holliri hoore muuɗum e ley hakkilantaaku mum. Ɗuum waɗi de Laamɗo muuyi hisinirde goonɗinɓe ɗum ɓeen e waaju amin nannduɗo e puuyndam oon. 
1CO.1.22	Alhuudiyankooɓe ina piloo kaayeefiiji, Geresankooɓe du ina njiɗi hakkilantaaku. 
