GEN.1.1	Ekuqalekeni uThixo wadala amazulu nehlabathi.
PSA.19.6	Kusesiphelweni sezulu ukuphuma kwalo,
PSA.19.6	Ukujikeleza kwalo kusa eziphelweni zalo;
PSA.19.6	Akukho nto inokusithela ebushushwini balo.
PSA.19.7	Umyalelo kaYehova ugqibelele, ubuyisa umphefumlo;
PSA.19.7	Isingqino sikaYehova sinyanisekile, sinika isiyatha ubulumko.
PSA.19.8	Izimiselo zikaYehova zithe tye, zivuyisa intliziyo;
PSA.19.8	Umthetho kaYehova unyulu, ukhanyisela amehlo.
PSA.19.9	Ukoyika uYehova kucocekile, kumi ngonaphakade;
PSA.19.9	Izigwebo zikaYehova ziyinyaniso, zibubulungisa kwaphela.
PSA.19.10	Zinokunqweneleka kunegolide zona, nakunengcwengiweyo eninzi;
PSA.19.10	Zimnandi kunobusi, kunencindi yobusi.
PSA.19.11	Zikwamkhanyisela umkhonzi wakho;
PSA.19.11	Ekuzigcineni mkhulu umvuzo.
PSA.19.12	Ukulahleka, ngubani na okuqondayo?
PSA.19.12	Ndénze msulwa kokusitheleyo.
PSA.19.13	Kwanasekukhukhumaleni mnqande umkhonzi wakho;
PSA.19.13	Makungandilawuli; ukuze ndandule ukuba ngogqibeleleyo,
PSA.19.13	Ndibe msulwa ekukreqeni okukhulu.
PSA.19.14	Makakholeke amazwi omlomo wam, nezicamango zentliziyo yam,
PSA.19.14	Phambi kwakho, Yehova, liwa lam, mkhululi wam.
PSA.20.1	Ngamana wakuphendula uYehova ngemini yembandezelo,
PSA.20.1	Ngamana lakúsa engxondeni igama likaThixo kaYakobi!
PSA.20.2	Wakúthumela uncedo lwasengcweleni,
PSA.20.2	Wakúxhasa eseZiyon!
PSA.20.3	Wayikhumbula yonke iminikelo yakho yokudla,
PSA.20.3	Wawafumana etyebile amadini akho anyukayo! 
PSA.20.4	Wakunika ngokwentliziyo yakho,
PSA.20.4	Walizalisa lonke icebo lakho!
PSA.20.5	Singámemelela ngosindiso lwakho,
PSA.20.5	Siphakamìse iibhanile zethu egameni loThixo wethu;
PSA.20.5	Azizalise uYehova zonke izicelo zakho.
PSA.20.6	Ndiyazi ngoku ukuba uYehova ngumsindisi womthanjiswa wakhe;
PSA.20.6	Úya kumphendula emazulwini akhe angcwele
PSA.20.6	Ngobugorha obusindisayo besandla sakhe sokunene.
PSA.20.7	Abanye bakhankanya iinqwelo zokulwa, abanye bakhankanye amahashe,
PSA.20.7	Ke thina sikhankanya igama likaYehova uThixo wethu.
PSA.20.8	Bòna baguqile bawa;
PSA.20.8	Thina siphakamile sema.
PSA.20.9	Yehova, sindisa;
PSA.20.9	Ukumkani asiphendule ngemini yokubiza kwethu.
PSA.21.1	Yehova, úvuyile ngamandla akho ukumkani,
PSA.21.1	Asikuko nokuba úyacoba ngosindiso lwakho!
PSA.21.2	Ùmniké umnqweno wentliziyo yakhe,
PSA.21.2	Akwasilandula isicelo somlomo wakhe. 
PSA.21.3	Ngokuba umkhawulela ngeentsikelelo zokulungileyo,
PSA.21.3	Umthwesa isithsaba segolide engcwengekileyo.
PSA.21.4	Wacela ubomi kuwe, wampha,
PSA.21.5	Lukhulu uzuko lwakhe ngosindiso lwakho;
PSA.21.5	Ùbeka phezu kwakhe indili nobungangamela.
PSA.21.6	Ngokuba umenze waba yintsikelelo ngonaphakade,
PSA.21.6	Ùmvuyisa ngovuyo ebusweni bakho.
PSA.21.7	Ngokuba ukumkani ukholose ngoYehova,
PSA.21.7	Ngenceba yOsenyangweni akayi kushukunyiswa.
PSA.21.8	Isandla sakho siya kuzifumana zonke iintshaba zakho,
PSA.21.8	Esokunene sakho siya kubafumana abakuthiyayo.
PSA.21.9	Ùya kubenza babe njengeziko lomlilo, wakubonakala.
PSA.21.9	UYehova uya kubaginya ngomsindo wakhe,
PSA.21.9	Nomlilo ubadle.
PSA.21.10	Ùya kusitshabalalisa isiqhamo sabo emhlabeni,
PSA.21.10	Imbewu yabo koonyana babantu.
PSA.21.11	Ngokuba bakuthobela ububi,
PSA.21.11	Bacinga iyelenqe; àbayi kufeza nto.
PSA.21.12	Ngokuba ùya kubenza bakunikele umhlana;
PSA.21.12	Ngesaphetha sakho uya kuxuna iintolo zakho ebusweni babo.
PSA.21.13	Phakama, Yehova, ngamandla akho;
PSA.21.13	Siya kuvuma sibethe uhadi ngobugorha bakho.
PSA.22.1	Thixo wam, Thixo wam, undilahleleni na?
PSA.22.1	Ùkude ngani na ekusindisweni kwam, nasemazwini okubonga kwam?
PSA.22.2	Thixo wam, ndiyabiza emini, ungaphenduli;
PSA.22.2	Nasebusuku ndiyabiza, andithozanyiswa noko.
PSA.22.3	Ùngcwele ke wena,
PSA.22.3	Ungulohlala ezindumisweni zakwaSirayeli.
PSA.22.4	Oobawo bákholosa ngawe,
PSA.22.4	Bakholosa, wabasiza;
PSA.22.5	Bakhala kuwe, basinda;
PSA.22.5	Bakholosa ngawe, àbadana.
PSA.22.6	Ke mna ndingumbungu, andimntu;
PSA.22.6	Ndisisingcikivo soluntu, into edelekileyo ebantwini.
PSA.22.7	Bonke abandibonayo bayandigculela;
PSA.22.7	Bayasineka, bahlunguzela intloko;
PSA.22.8	Bathi, Makazilahlele kuYehova, amsize,
PSA.22.8	Amhlangule kaloku, ngokuba emthandile.
PSA.22.9	Ewe, nguwe umtyhobozisi wam esizalweni,
PSA.22.9	Inkolosisi yam ndisemabeleni kama.
PSA.22.10	Ndalahlelwa kuwe kwasesizalweni;
PSA.22.10	Kwasembilinini kama ubunguThixo wam.
PSA.22.11	Musa ukuba kude nam, ngokuba isondele imbandezelo,
PSA.22.11	Ngokuba akukho mncedi.
PSA.22.12	Ndingqongwe ziinkunzi ezininzi,
PSA.22.12	Ndihlanganyelwe zeziziimbalasane zaseBhashan.
PSA.22.13	Zindakhamele umlomo wazo,
PSA.22.13	Njengengonyama eqwengayo, egqumayo.
PSA.22.14	Ndiphalele njengamanzi,
PSA.22.14	Ahlukene onke amathambo am;
PSA.22.14	Yanjengomthwebeba intliziyo yam,
PSA.22.14	Inyibilikile phakathi kwezibilini zam.
PSA.22.15	Omile njengegophe amandla am,
PSA.22.15	Ulwimi lwam lunamathele ekhuhlangubeni lam;
PSA.22.15	Undibeka eluthulini lokufa.
PSA.22.16	Ngokuba izinja zindirhawule,
PSA.22.16	Ibandla labenzi bokubi lindingungele;
PSA.22.16	Bagqobhoza izandla zam neenyawo zam.
PSA.22.17	Ndinokuwabala onke amathambo am;
PSA.22.17	Bòna bayandijonga, bayandibonela,
PSA.22.18	Babelana ngeengubo zam,
PSA.22.18	Isambatho sam basenzela amaqashiso.
PSA.22.19	Ke wena, Yehova, musa ukuba kude;
PSA.22.19	Mandla am, khawuleza undincede.
PSA.22.20	Wuhlangule ekreleni umphefumlo wam,
PSA.22.20	Okuphela kwawo, ethupheni lenja.
PSA.22.21	Ndísindise emlonyeni wengonyama,
PSA.22.21	Nasezimpondweni zenqu ùya kundiphendula.
PSA.22.22	Ndiya kulazisa igama lakho kubazalwana bam,
PSA.22.22	Ndikudumise phakathi kwebandla, ndithi,
PSA.22.23	Nina nimoyikayo uYehova, mdumiseni;
PSA.22.23	Nonke, mbewu kaYakobi, mzukiseni,
PSA.22.23	Nimhlonele nina, mbewu yonke kaSirayeli.
PSA.22.24	Kuba azidelekanga, azibanga nazothe kuye iintsizi zolusizana;
PSA.22.24	Akabusithelisanga ubuso bakhe kuye;
PSA.22.24	Ekuzibikeni kwakhe kuye waphulaphula.
PSA.22.25	Ivela kuwe indumiso yam ebandleni elikhulu;
PSA.22.25	Nezibhambathiso zam ndiya kuzizalisa phambi kwabamoyikayo.
PSA.22.26	Baya kudla abalulamileyo, bahluthe;
PSA.22.26	Baya kudumisa uYehova abamngxamelayo.
PSA.22.26	Ngamana yaphila intliziyo yenu ngonaphakade!
PSA.22.27	Ziya kukhumbula zibuyele kuYehova zonke iziphelo zehlabathi,
PSA.22.27	Iqubude phambi kwakhe yonke imizalwane yeentlanga:
PSA.22.28	Ngokuba bobukaYehova ubukumkani,
PSA.22.28	Nguye umlawuli ezintlangeni.
PSA.22.29	Baya kudla, baqubude, bonke abatyebileyo behlabathi;
PSA.22.29	Baya kuguqa phambi kwakhe bonke abatshona eluthulini,
PSA.22.29	Abangàwugciniyo umphefumlo wabo.
PSA.22.30	Imbewu iya kumkhonza;
PSA.22.30	Kuya kubaliselwa isizukulwana ngayo iNkosi.
PSA.22.31	Baya kuza baxele ubulungisa bayo
PSA.22.31	Kubantu abaza kuzalwa, ukuba oko ukwenzile.
PSA.23.1	UYehova ngumalusi wam, andisweli lutho.
PSA.23.2	Wénza ukuba mandibuthe emakriweni aluhlaza;
PSA.23.2	Úndithundezela emanzini angawokuphumla.
PSA.23.3	Úyawubuyisa umphefumlo wam;
PSA.23.3	Úndikhaphela ezindleleni zobulungisa ngenxa yegama lakhe.
PSA.23.4	Nokuba ndihamba emfuleni wethunzi lokufa,
PSA.23.4	Andiyi koyika bubi, ngokuba ùnam wena;
PSA.23.4	Intonga yakho, umsimelelo wakho, uyandithuthuzela.
PSA.23.5	Ùndilungisela isithebe phambi kwababandezeli bam,
PSA.23.5	Ùyithambisa ngeoli intloko yam,
PSA.23.5	Indebe yam iyaphalala.
PSA.23.6	Inene, ndiya kulandelwa kokulungileyo nenceba
PSA.23.6	Yonke imihla yobomi bam,
PSA.23.6	Ndihlale endlwini kaYehova
PSA.23.6	Imihla emide.
PSA.24.1	LelikaYehova ihlabathi nenzaliseko yalo,
PSA.24.1	Elimiweyo, nabahleli kulo;
PSA.24.2	Ngokuba yena waliseka phezu kweelwandle,
PSA.24.2	Walizinzisa phezu kwemilambo.
PSA.24.3	Ngubani na onokunyuka aye entabeni kaYehova?
PSA.24.3	Ngubani na onokuma endaweni yakhe engcwele?
PSA.24.4	Ngozandla zimsulwa, ontliziyo inyulu,
PSA.24.4	Ongawuphakamiseli kwinkohlakalo umphefumlo wakhe,
PSA.24.4	Ongafungiyo ngenkohliso.
PSA.24.5	Úya kwamkela intsikelelo kuYehova,
PSA.24.5	Nobulungisa kuThixo ongumsindisi wakhe.
PSA.24.6	Siso eso isizukulwana sabamngxameleyo,
PSA.24.6	Sababufunayo ubuso bakho, Thixo kaYakobi. 
PSA.24.7	Phakamisani iintloko zenu, masango;
PSA.24.7	Niziphakamise, minyango yaphakade,
PSA.24.7	Angene uKumkani wozuko.
PSA.24.8	Ngubani na ke lo Kumkani wozuko?
PSA.24.8	NguYehova onamandla, oligorha;
PSA.24.8	NguYehova, igorha emfazweni.
PSA.24.9	Phakamisani iintloko zenu, masango,
PSA.24.9	Niziphakamise, minyango yaphakade,
PSA.24.9	Angene lo Kumkani wozuko.
PSA.24.10	Ngubani na ke yena uKumkani wozuko?
PSA.24.10	NguYehova wemikhosi,
PSA.24.10	Nguye lo Kumkani wozuko. 
PSA.25.1	Ndiwuphakamisela kuwe, Yehova, umphefumlo wam.
PSA.25.2	Thixo wam, ndikholosé ngawe,
PSA.25.2	Mandingadani;
PSA.25.2	Mazingandivuyeleli iintshaba zam.
PSA.25.3	Ewe, bonke abo bakuthembayo abayi kudana;
PSA.25.3	Kuya kudana abo banginiza ngelizé.
PSA.25.4	Ndázise iindlela zakho, Yehova,
PSA.25.4	Ndífundise umendo wakho.
PSA.25.5	Ndínyathelise enyanisweni yakho, undifundise;
PSA.25.5	Ngokuba ùnguThixo ongumsindisi wam;
PSA.25.5	Ndithembé wena yonke imihla.
PSA.25.6	Khumbula iimfesane zakho, Yehova, neenceba zakho;
PSA.25.6	Ngokuba kususela kwaphakade zikho.
PSA.25.7	Musa ukuzikhumbula izono zobutsha bam, nokreqo lwam;
PSA.25.7	Ndíkhumbule ngokwenceba yakho wena,
PSA.25.7	Ngenxa yokulunga kwakho, Yehova.
PSA.25.8	Úlungile, uthe tye uYehova;
PSA.25.8	Ngenxa yoko úyabayalela indlela aboni.
PSA.25.9	Úyabanyathelisa abalulamileyo emasikweni akhe,
PSA.25.9	Abafundise abalulamileyo indlela yakhe.
PSA.25.10	Zonke iindlela zikaYehova ziyinceba nenyaniso,
PSA.25.10	Kwabagcina umnqophiso wakhe nezingqino zakhe.
PSA.25.11	Ngenxa yegama lakho, Yehova, xolela ubugwenxa bam,
PSA.25.11	Ngokuba bukhulu bona.
PSA.25.12	Ngubani na ke umntu omoyikayo uYehova?
PSA.25.12	Wómyalela indlela aya kuyinyula.
PSA.25.13	Umphefumlo wakhe wohlala wonwabile,
PSA.25.13	Imbewu yakhe ilidle ilifa ilizwe.
PSA.25.14	Ukucweya kukaYehova kunabamoyikayo;
PSA.25.14	Ubazísa umnqophiso wakhe.
PSA.25.15	Amehlo am ahlala emi kuYehova,
PSA.25.15	Ngokuba nguye ozirholayo eluthánjeni iinyawo zam.
PSA.25.16	Ndíbheke, undibabale,
PSA.25.16	Ngokuba ndindodwa, ndibandezelekile.
PSA.25.17	Iimbandezelo zentliziyo yam ziphangalalisiwe;
PSA.25.17	Ndíkhuphe ekucuthekeni kwam.
PSA.25.18	Khangela ukucinezeleka kwam nokwaphuka kwam,
PSA.25.18	Uxolele zonke izono zam.
PSA.25.19	Zikhangele iintshaba zam, ngokuba zininzi;
PSA.25.19	Zindithiye ngentiyo egonyamelayo.
PSA.25.20	Wugcine umphefumlo wam, undihlangule;
PSA.25.20	Mandingadani, ngokuba ndizímela ngawe.
PSA.25.21	Ukugqibelela nokuthi tye makundilondoloze,
PSA.25.21	Ngokuba ndithembele kuwe.
PSA.25.22	Khulula uSirayeli, Thixo,
PSA.25.22	Ezimbandezelweni zakhe zonke.
PSA.26.1	Líthethe ityala lam, Yehova, ngokuba mna ndihambé engqibelelweni yam,
PSA.26.1	Ndakholosa ngoYehova, andahexa.
PSA.26.2	Ndícikide, Yehova, undilinge;
PSA.26.2	Nyibilikisa izintso zam nentliziyo yam.
PSA.26.3	Ngokuba inceba yakho iphambi kwamehlo am,
PSA.26.3	Ndihamba enyanisweni yakho.
PSA.26.4	Andihlali namdoda akhohlakeleyo,
PSA.26.4	Àndihambi nabanyhwalazi.
PSA.26.5	Ndilithiyile ibandla labenzi bobubi,
PSA.26.5	Àndihlali nabangendawo.
PSA.26.6	Ndizihlamba kokumsulwa izandla zam,
PSA.26.6	Ndisiphàhle isibingelelo sakho, Yehova,
PSA.26.7	Ukuba ndivakalise izwi lokubulela,
PSA.26.7	Ndibalise ngayo yonke imisebenzi yakho ebalulekileyo.
PSA.26.8	Yehova, ndiyalithanda ikhaya eliyindlu yakho,
PSA.26.8	Nendawo yokuhlala kozuko lwakho.
PSA.26.9	Musa ukuwubuthela umphefumlo wam ndawonye naboni,
PSA.26.9	Ubomi bam ndawonye namadoda anamagazi;
PSA.26.10	Wòna azandla zinamanyala,
PSA.26.10	Wòna ezokunene zawo zizeleyo zizicengo.
PSA.26.11	Mna ke okwam ndihamba engqibelelweni yam;
PSA.26.11	Ndíkhulule, undibabale.
PSA.26.12	Unyawo lwam lumi endaweni ebanzi;
PSA.26.12	Ndimbonga uYehova ndisemabandleni.
PSA.27.1	NguYehova umkhanyiseli wam nomsindisi wam, ndiya koyika bani na?
PSA.27.1	NguYehova inqaba yobomi bam, ndiya kunkwantya ngabani na?
PSA.27.2	Bakusondela kum abenzi bobubi ukuba badle inyama yam,
PSA.27.3	Bendingafanelana ndirhawulwe ngumkhosi isuka ingoyiki intliziyo yam;
PSA.27.3	Bendingafanelana ndiphakanyelwe yimfazwe, ndisuka ndithembe noko.
PSA.27.4	Ndicelé nto-nye kuYehova, ndifuna yona:
PSA.27.4	Ukuba ndihlale endlwini kaYehova yonke imihla yobomi bam,
PSA.27.4	Ndibòne ubuhle bukaYehova, ndiphicothe etempileni yakhe.
PSA.27.5	Ngokuba úndigusha emnqubeni wakhe ngemini yobubi,
PSA.27.5	Undisithelisa esitheni lentente yakhe,
PSA.27.5	Undimisa eweni.
PSA.27.6	Ngoku ke iya kuphakama intloko yam phezu kweentshaba zam ezindijikelezayo,
PSA.27.6	Ndibingelèle ententeni yakhe imibingelelo yokuduma,
PSA.27.6	Ndivume, ndibethe uhadi kuYehova.
PSA.27.7	Yiva, Yehova, ndakubiza ngezwi lam;
PSA.27.7	Ndibabale, undiphendule.
PSA.27.8	Intliziyo yam ithi kuwe, kweli ùthi, Funani ubuso bam,
PSA.27.8	Ubuso bakho, Yehova, ndiya kubufuna.
PSA.27.9	Musa ukubusithelisa ubuso bakho kum;
PSA.27.9	Musa ukumgila umkhonzi wakho ngomsindo;
PSA.27.9	Ùluncedo lwam, musa ukundilahla;
PSA.27.9	Musa ukundishiya, Thixo ondisindisayo.
PSA.27.10	Ngokuba ubawo noma bandishiyile,
PSA.27.10	Wesuka uYehova wandichola.
PSA.27.11	Ndíyalele, Yehova, indlela yakho,
PSA.27.11	Ndíkhaphe emendweni othe tye, ngenxa yabandilaleleyo.
PSA.27.12	Musa ukundinikela elitheni labandibandezelayo,
PSA.27.12	Ngokuba ndiphakanyelwe ngamangqina axokayo, nabafutha ukugonyamela.
PSA.27.13	Ndinge ndiphelelwe, koko bendikholwa kukuba ndokubona ukulunga kukaYehova
PSA.27.13	Ezweni lobu bomi.
PSA.27.14	Thembela kuYehova;
PSA.27.14	Yomelela, ikhaliphe intliziyo yakho,
PSA.27.14	Uthembele kuYehova.
PSA.28.1	Ndidanduluka kuwe, Yehova;
PSA.28.1	Liwa lam, musa ukuzenza isithulu;
PSA.28.1	Hleze, wakuthi cwaka kum,
PSA.28.1	Ndifane nabahla baye emhadini.
PSA.28.2	Yiva izwi lokukhunga kwam ekuzibikeni kwam kuwe,
PSA.28.2	Ekuziphakamiseleni kwam izandla zam kwingcwele kangcwele.
PSA.28.3	Musa ukundiqweqwedisa nabangendawo,
PSA.28.3	Nabenzi bobutshinga;
PSA.28.3	Abathetha uxolo kummelwane wabo,
PSA.28.3	Benobubi ezintliziyweni zabo.
PSA.28.4	Bánike ngokwemisebenzi yabo, ngokobubi beentlondi zabo;
PSA.28.4	Bánike ngokwezenzo zezandla zabo;
PSA.28.4	Bábuyisele ngokwempatho yabo.
PSA.28.5	Ekubeni bengayiqondi imisebenzi kaYehova,
PSA.28.5	Nezenzo zezandla zakhe,
PSA.28.5	Úya kubagungxula, angàbakhi.
PSA.28.6	Makabongwe uYehova,
PSA.28.6	Kuba elivile ilizwi lokukhunga kwam.
PSA.28.7	NguYehova amandla am nengweletshetshe yam;
PSA.28.7	Yakholosa ngaye intliziyo yam, ndancedeka.
PSA.28.7	Iyadlamka ke intliziyo yam,
PSA.28.7	Ndiyamdumisa ngengoma yam.
PSA.28.8	UYehova ungamandla kubo;
PSA.28.8	Uligwiba losindiso kumthanjiswa wakhe yena.
PSA.28.9	Sindisa abantu bakho,
PSA.28.9	Usikelele ilifa lakho,
PSA.28.9	Ubaluse, ubathwale kude kuse ephakadeni.
PSA.29.1	Mnikeni uYehova, nina nyana bakaThixo,
PSA.29.1	Mnikeni uYehova uzuko namandla.
PSA.29.2	Mnikeni uYehova uzuko lwegama lakhe;
PSA.29.2	Qubudani kuYehova nívethe ezingcwele.
PSA.29.3	Izwi likaYehova liphezu kwamanzi;
PSA.29.3	UThixo wozuko uyadudumisa,
PSA.29.3	KwauYehova phezu kwamanzi amaninzi.
PSA.29.4	Izwi likaYehova linamandla,
PSA.29.4	Izwi likaYehova linobungangamela;
PSA.29.5	Izwi likaYehova laphula imisedare,*
PSA.29.5	UYehova waphula imisedare yaseLebhanon.
PSA.29.6	Uyidlobisa njengenkonyana,
PSA.29.6	ILebhanon neSiriyon njengethole lenqu.
PSA.29.7	Izwi likaYehova lilenyise okwamalangatye omlilo,
PSA.29.8	Izwi likaYehova liyenza isaqhwithi intlango,
PSA.29.8	UYehova uyenza isaqhwithi intlango yaseKadeshe.
PSA.29.9	Izwi likaYehova lizuzisa amaxhamakazi,
PSA.29.9	Lihlube amahlathi;
PSA.29.9	Etempileni yakhe into yonke iphela ithi, Luzuko!
PSA.29.10	UYehova wahlala kunogumbe,
PSA.29.10	UYehova uhleli enguKumkani ngonaphakade.
PSA.29.11	UYehova uya kubanika abantu bakhe amandla;
PSA.29.11	UYehova uya kubasikelela abantu bakhe ngoxolo.
PSA.30.1	Ndiya kukuphakamisa, Yehova, kuba undirholile wandinyusa,
PSA.30.1	Akwazivuyisa iintshaba zam ngam.
PSA.30.2	Yehova, Thixo wam,
PSA.30.2	Ndazibika kuwe, wandiphilisa;
PSA.30.3	Yehova, uwunyusile kwelabafileyo umphefumlo wam,
PSA.30.3	Wandidlisa ubomi, ukuba ndingehli ndiye emhadini.
PSA.30.4	Mbetheleni uhadi uYehova, nina bakhe benceba,
PSA.30.4	Nibulele isikhumbuzo sakhe esingcwele.
PSA.30.5	Ngokuba yinto yephanyazo umsindo wakhe,
PSA.30.5	Itarhu lakhe liyinto yobomi;
PSA.30.5	Ngokuhlwa kulalisa ukulila,
PSA.30.5	Kusasa kubakho ukumemelela.
PSA.30.6	Ke mna ndathi ebunqobeni bam,
PSA.30.6	Andiyi kushukunyiswa naphakade.
PSA.30.7	Yehova, enkolosekweni yakho ùbuyiqinisile intaba yam;
PSA.30.7	Ubusithelisile ubuso bakho, ndakhwankqiswa.
PSA.30.8	Ndadanduluka kuwe, Yehova,
PSA.30.8	Ndakhunga kuYehova:
PSA.30.9	Ndathi, Kukho nzuzo yani na egazini lam, ekuhlèni kwam ndiye esihogweni?
PSA.30.9	Lokudumisa na uthuli? loyixela na inyaniso yakho?
PSA.30.10	Yiva, Yehova, undibabale;
PSA.30.10	Yehova, yiba ngumncedi wam.
PSA.30.11	Wakugúqula ukulila kwam, kwaba kukuqamba;
PSA.30.11	Wandikhulula ezirhwexayo, wandibhinqisa uvuyo,
PSA.30.12	Ukuze uzuko lwam luvume ngawe, lungàthi cwaka.
PSA.30.12	Yehova, Thixo wam, ndiya kubulela kuwe ngonaphakade.
PSA.31.1	Ndizímela ngawe, Yehova, mandingazendidaniswe;
PSA.31.1	Ndísize ngobulungisa bakho.
PSA.31.2	Ndíthobele indlebe yakho, ungxame undihlangule;
PSA.31.2	Yiba liliwa eliligwiba kum,
PSA.31.2	Indlu yemboniselo yokundisindisa.
PSA.31.3	Ngokuba ingxondorha yam nemboniselo yam nguwe;
PSA.31.3	Ngenxa yegama lakho ùya kundikhapha undithundeze.
PSA.31.4	Ùya kundirhola esibatheni ababesigqumele mna,
PSA.31.4	Ngokuba ùyinqaba yam.
PSA.31.5	Ndiwuyaleza umoya wam esandleni sakho;
PSA.31.5	Ùyandikhulula, Yehova, Thixo wenyaniso.
PSA.31.6	Ndibathiyile abagcine amampunge angento yanto.
PSA.31.6	Ndikholose ngoYehova mna.
PSA.31.7	Ndiya kugcoba ndivuye ngenceba yakho,
PSA.31.7	Ngenxa enokuba uzibonile iintsizi zam,
PSA.31.7	Wazazi iingxingongo zomphefumlo wam;
PSA.31.8	Akwandivingcela ngesandla seentshaba,
PSA.31.8	Wazimisa endaweni ebanzi iinyawo zam.
PSA.31.9	Ndíbabale, Yehova, ngokuba ndibandezelekile;
PSA.31.9	Lonakele kukukhathazeka iliso lam, nomphefumlo wam, nesisu sam;
PSA.31.10	Ngokuba buphelile sisingqala ubomi bam,
PSA.31.10	Neminyaka yam kukuncwina;
PSA.31.10	Ayagexa amandla am ngobugwenxa bam,
PSA.31.10	Namathambo am aluphele.
PSA.31.11	Ngenxa yababandezeli bam bonke ndaba sisingcikivo,
PSA.31.11	Ngokukodwa kubamelwane bam; ndaba yinto yokunkwantyisa kwabandaziyo;
PSA.31.11	Abandibonayo ngaphandle baya ndibaleka.
PSA.31.12	Ndilityelwe njengomfi ongasakhunjulwayo;
PSA.31.12	Ndinjengesitya esiza kulahlwa.
PSA.31.13	Ngokuba ndive intlebendwane yabaninzi,
PSA.31.13	Ukunxunguphala ngeenxa zonke.
PSA.31.13	Ekugquguleni kwabo ngam,
PSA.31.13	Bankqangiyela ukuthabatha umphefumlo wam.
PSA.31.14	Ke mna ndikholosé ngawe, Yehova; Ndithi, ÙnguThixo wam wena.
PSA.31.15	Asesandleni sakho amaxesha am;
PSA.31.15	Ndíhlangule esandleni seentshaba zam nakwabandisukelayo.
PSA.31.16	Khanyisa ubuso bakho phezu komkhonzi wakho;
PSA.31.16	Ndísindise ngenceba yakho.
PSA.31.17	Yehova, andiyi kudana, ngokuba ndinqula wena;
PSA.31.17	Makudane abangendawo, bathi cwaka kwelabafileyo.
PSA.31.18	Mawubotshwe umlomo wobuxoki,
PSA.31.18	Othetha ngelungisa ngokusa,
PSA.31.18	Únekratshi, údela.
PSA.31.19	Hayi, ubukhulu bokulunga kwakho, obuqwebele abakoyikayo,
PSA.31.19	Obenzela abazimela ngawe, ebusweni boonyana babantu!
PSA.31.20	Ubasithelisa esitheni lobuso bakho kumayelenqe abantu;
PSA.31.20	Ùyabagusha emnqubeni ekubambaneni kweelwimi.
PSA.31.21	Makabongwe uYehova,
PSA.31.21	Ngokuba endenzele inceba ebalulekileyo emzini onqabileyo.
PSA.31.22	Ke mna ndathi ekuphakuzeleni kwam,
PSA.31.22	Ndinqanyúlwe andabakho emehlweni akho.
PSA.31.22	Waliva noko izwi lokukhunga kwam ekuzibikeni kwam kuwe.
PSA.31.23	Thandani uYehova, nonke nina bakhe benceba;
PSA.31.23	NguYehova umlondolozi wabanyanisileyo,
PSA.31.23	Umphindezeli ngokukhulu kowenza ngekratshi.
PSA.31.24	Yomelelani, ikhaliphe intliziyo yenu
PSA.31.24	Nonke nina nithembéle kuYehova.
PSA.32.1	Hayi, uyolo lwakhe olukreqo luxolelweyo, osono siselelweyo!
PSA.32.2	Hayi, uyolo lomntu angabubaleliyo uYehova kuye ubugwenxa,
PSA.32.2	Ekungekho kukhohlisa emoyeni wakhe!
PSA.32.3	Ndithi ndakuthi cwaka, aluphale amathambo am
PSA.32.3	Ngokubhonga kwam imihla yonke.
PSA.32.4	Ngokuba imini nobusuku, besinzima phezu kwam isandla sakho,
PSA.32.4	Baguquka ubumanzi bam, baba kukubalela kwasehlotyeni. 
PSA.32.5	Ndikwazisile isono sam, ubugwenxa bam andabugquma;
PSA.32.5	Ndathi, Ndoluvuma ukreqo lwam kuYehova;
PSA.32.5	Wabuxolela ke wena ubugwenxa besono sam. 
PSA.32.6	Ngenxa yoko mabathandaze kuwe bonke abenceba ngexesha lokukufumana;
PSA.32.6	Inene, ekukhukuleni kwamanzi amaninzi
PSA.32.6	Akayi kufika kubo.
PSA.32.7	Wena uyindawo yokuzímela kwam; uyandilondoloza embandezelweni,
PSA.32.7	Undingqònge ngomemelelo lokusiza. 
PSA.32.8	Ndiya kukuqiqisa ndikuyalele indlela owohamba ngayo:
PSA.32.8	Ndiya kukucebisa, iliso lam likuwe.
PSA.32.9	Musani ukuba njengamahashe, njengoondlebende, ukungabi nangqondo;
PSA.32.9	Abazivatho zingumkhala, neentambo zokubabopha umlomo;
PSA.32.9	Bengenazo abasayi kusondela kuwe.
PSA.32.10	Mkhulu umvandedwa wongendawo;
PSA.32.10	Ke okholosa ngoYehova, yena uya kumjikela ngenceba.
PSA.32.11	Vuyani kuYehova, nigcobe, nina malungisa,
PSA.32.11	Nimemelele, nina nonke bantliziyo zithe tye.
PSA.33.1	Memelelani kuYehova, nina malungisa;
PSA.33.1	Ibafanele abathe tye indumiso.
PSA.33.2	Bulelani kuYehova ngohadi,
PSA.33.2	Mbetheleni umrhubhe ontambo zilishumi.
PSA.33.3	Mvumeleni ingoma entsha,
PSA.33.3	Nilungise ukubetha ngelokuduma;
PSA.33.4	Ngokuba lithe tye ilizwi likaYehova,
PSA.33.4	Konke akwenzayo kuthembekile.
PSA.33.5	Ngumthandi wobulungisa nokusesikweni,
PSA.33.5	Lizele ihlabathi yinceba kaYehova.
PSA.33.6	Lênzeka ngelizwi likaYehova izulu,
