MAT.1.1	Kɛse ɓo mɛtjil Isa al‑Masige. Naan̰ *goon Daud ɔɔ goon *Abraam.
JHN.19.29	Gɔt kɛn se ɔk kꞋjɛlɛŋɛ ɗooc te tɔtn koojn̰ bin̰ kɛn mooyo se. Naaɗe uuno kaagŋ nakŋ kꞋdaŋin̰ isop
JHN.19.30	Kɛn Isa jaay suub naam tɔtn koojn̰ bin̰ kɛn mooy mooy se, naan̰ taaɗ ɔɔ: «Naabum aasga.» Gɔtn se naan̰ no don̰a ɔɔ ɔn̰ kon̰ teece.
JHN.19.31	Aan gɔɔ ɓiin se Yaudge ɗaap ɗaap roɗe gɛn tɛɗn *laa Paak se, naaɗe je jee kꞋtupɗe ro kaage tu se, ɗaar bini kaan *ɓii sebit ki eyo. Taa ɓii sebit ese se, ɓii laa magala. Gɔtn se naaɗe ɓaa tɔnd mɛtn Pilat ɔɔ: «Jee kɛn kꞋtupɗe ro kaagge tun se, kꞋɓaa kꞋtɔnd kꞋtɛrɛcɗen jɛɗege taa ooyga num jꞋaɗeno tɔɔɗn bɔɔy ro kaagge tun kꞋtupɗeno ro ki se.» 
JHN.19.32	Ɔɔ gɔtn se asgarge ɓaaɗo tɔnd tɛrɛc jɛ gaabm kɛn deete ɔɔ tɛr tɔnd tɛrɛc jɛ gaabm kɛn kuuy se kici. Jee se ɓo kɛn kꞋtup kꞋtɔɔlɗe te Isa kalaŋ se. 
JHN.19.33	Kɛn naaɗe jaay aan do Isa ki se, naaɗe ɔŋin̰ naan̰ ooyga. Taa naan̰ se ɓo naaɗe baate tɔnd tɛrɛcn̰ jɛn̰ge. 
JHN.19.34	Gaŋ maakŋ asgarge tun se, deb kalaŋ uuno bɔɔrɔ ɔɔ ɔsin̰ cɛŋkɛn̰ ki. Gɔtn se mooso te maane naar teeco. 
JHN.19.35	Debm taaɗ taar ara se, naan̰ mala aakin̰ga te kaamin̰a ɔɔ saaɗn naan̰ se, taar mɛt ki. Ɔɔ naan̰ jeele saaɗn naan̰ se kɛn mɛt ki, taa bin se naase kic ɓo aki tookŋ do taar kɛn naan̰ taaɗ se. 
JHN.19.36	Nakgen se paac jaay aan se, taa taar kꞋraaŋo do dɔkin̰ se, Ꞌkaan ɗoobin̰ ki kɛn ɔɔ: 
JHN.19.37	Ɔɔ tɛrl gɔt kuuy kic ɓo taar kꞋraaŋo do dɔkin̰ se taaɗga ɔɔ: 
JHN.19.38	Kɛn nakgen se jaay deel se, Yusup kɔɗ Arimate se, naan̰ kic maakŋ jeege tun mɛtn Isa ki naɓo taa Yaudge se, naan̰ ɓeere ɔɔ tɔy tɔy ron̰a. Naan̰ ɓo ɓaa tɔnd mɛtn Pilat taa ɓaa kɔɔɗn ro Isa ro kaag ki. Gɔtn se Pilat tookin̰, ɔn̰ Yusup ɓaa ɔɔɗ ro Isa. 
JHN.19.39	Ɔɔ Nikodem kɛn ɓii kalaŋ iŋgo gɔtn Isa ki nɔɔr se, naan̰ kic ɓaano te itir kɛn kꞋtɛɗin̰ te maan kaagŋ kꞋdaŋin̰ mir ute alues
JHN.19.40	Yusup te Nikodem se uun bɔɔyɔ ro Isa se ro kaag ki. Ɔɔ uuno darkɔyɔ ɔɔ tɛɗin̰ nakŋ oot nijimi ute itir se ro ki ɔɔ naaɗe teelin̰ tec aan gɔɔ gɛn Yaudgen lee duubm yoɗege. 
JHN.19.41	Gɔtn kꞋtupm Isa ro kaag ki se, gɔtn se ɔk jinɛnɛ ɔɔ maakŋ jinɛn kɛn se, ɔk ɓaaɗa ɔɔ ɓaaɗn se aan gɔɔ iiɓi, taarin̰ se naaɗe gaasin̰ ute koa. Ɓaaɗn se jꞋɔl kꞋnaam te nam maak ki eyo. 
JHN.19.42	Aan gɔɔ Yaudge ɗaap ɗaap roɗe gɛn tɛɗn *laa Paak se, gɔtn ese kic lɛ, ɓaaɗa utu gɔɔr te naaɗe ɗey se, naaɗe uun ɔl ro Isa maak ki.
JHN.20.1	Ɓii dumas ki, tanɔɔrin̰ nɔɔrin̰ kɛn gɔtɔ utu ilim sum ɓo, Mari kɛn iin̰o Magdala ki iin̰ ɓaa taa ɓaaɗ ki. Kɛn naan̰ aan se, aak ko kɛn kꞋgaasn taa ɓaaɗ se, kꞋdircilin̰ga naatn. 
JHN.20.2	Gɔtn se naan̰ ɔk tɛrl aan̰ ɓaa ɔŋ Simon Piɛr ute debm mɛtn Isa kɛn kuuy kɛn Isa jen̰ se, naan̰ ɗeekɗen ɔɔ: «Mɛljege se, nam ɔɔɗin̰ga naatn maakŋ ɓaaɗ ki, ɔɔ gɔtn kꞋɓaa jꞋɔlin̰ se naaje kꞋjeel gɔtin̰ eyo.» 
JHN.20.3	Kɛn Piɛr ute debm mɛtn Isa kɛn kuuy jaay booy taar se, gɔtn se naaɗe teeco ɔɔ iin̰ ɓaa taa ɓaaɗ ki. 
JHN.20.4	Kɛn naaɗe jaay ɓaa ɓaa se, naaɗe di paac aan̰ kaan̰a, naɓo debm mɛtn Isa kɛn kuuy se, aan̰ deel Piɛr ɔɔ naan̰ ɓo ɓaa aan deet taa ɓaaɗ ki. 
JHN.20.5	Ɔɔ kɛn naan̰ jaay aan se no aak maakŋ ɓaaɗa, naan̰ aak kalgen kꞋteelsin̰ se, utu tooɗ gɔtin̰ ki gaŋ naan̰ baate kɛnd maak ki. 
JHN.20.6	Anum kɛn Simon Piɛr kɛn aan̰o mɛtin̰ ki jaay aan se, naan̰ ɛnd maakŋ ɓaaɗ ki. Ɔɔ naan̰ kic aak kalgen kꞋteelsin̰ se tooɗ tooɗ gɔtin̰ ki. 
JHN.20.7	Ɔɔ naan̰ aak kal kꞋteelin̰ kaamin̰ se ɓo, tooɗ te kalgen kꞋteelin̰ ron̰ ki se kalaŋ eyo. Kal kꞋteelin̰ kaamin̰ se, naan̰ aakin̰ kꞋteel jꞋaalin̰ga cɛɛs ki. 
JHN.20.8	Naan̰ kɛn se jaay debm mɛtn Isa kɛn aan̰ aan deet se, naan̰ kic ɛnd maakŋ ɓaaɗ ki se. Naan̰ aaka ɔɔ took aal maakin̰ paac. 
JHN.20.9	Ey num jee mɛtn Isa ki se, booy ɔk te ey ɓɔrtɔ taar kɛn kꞋraaŋin̰o do dɔkin̰ kɛn ɗeek ɔɔ: Isa se, bɛɛki num, aɗe dur daan yoge tu. 
JHN.20.10	Gɔtn se sum ɓo jee mɛtn Isa kɛn di se ɔk tɛrl ɓaa ɓeeɗege tu.
JHN.20.11	Gaŋ Mari ɗaar eem taa ɓaaɗ ki ɔɔ maakŋ keemin̰ ki se naan̰ no aak maakŋ ɓaaɗa. 
JHN.20.12	Ɔɔ naan̰ aak *kɔɗn Raage dio iŋg kiŋg te kalɗege raap raapo, gɔtn kꞋjꞋaalno ro Isa ro ki se. Deb kalaŋ iŋg kaam don̰ ki ɔɔ deb kalaŋ iŋg kaam gɔtn jɛn̰ge tu. 
JHN.20.13	Naaɗe ɗeek Mari ki ɔɔ: «Mɛnd ara, naai eem gɛn ɗio?» Naan̰ tɛrlɗen ɔɔ: «Mɛlum se nam ɔɔɗin̰ga naata ɔɔ gɔtn kꞋɓaa kꞋjꞋɔl kꞋjꞋaalsin̰ ro ki se lɛ, maam mꞋjeel eyo.» 
JHN.20.14	Kɛn naan̰ utu taaɗ taaɗ jaay tɛrl aak bin se, naan̰ aak Isa ɗaar ɗaar gɔtn ese. Naɓo naan̰ aak jeelin̰ eyo. 
JHN.20.15	Gɔtn se Isa tɔnd mɛtin̰ ɔɔ: «Mɛnd ara, naai eem gɛn ɗio? Naai Ꞌje naŋa?» Num gaŋ Mari jaay aakin̰ se, naan̰ saap ɔɔ daan debm bɔɔbm jinɛnɛ se lɛ ɗaam. Gɔtn se naan̰ taaɗin̰ ɔɔ: «Gaabm ara kɛn naai ɓo ɔɔɗin̰ga lɛ, taaɗum gɔtin̰ kɛn naai aalsin̰ ro ki se ɔɔ maam mꞋan̰ ɓaa kuunu.» 
JHN.20.16	Gaŋ Isa daŋin̰ ron̰ ki ɔɔ: «Mari.» Ɔɔ Mari tɛrl aakin̰a ɔɔ ɗeekin̰ te taar *Ɛbre ɔɔ: 
JHN.20.17	Gɔtn se Isa ɗeekin̰ ɔɔ: «Ɔn̰te Ꞌkɔkuma, taa maam mꞋookŋ mꞋɓaa te gɔtn Bubum ki ey ɓɔrtɔ. Num naai se, Ꞌɓaa ɔŋ gɛnaamge se Ꞌtaaɗɗen ɔɔ, maam se mꞋookŋ mꞋɓaa ɓaa gɔtn Bubum ki, ɔɔ Bubum se, Bubm naase kici, ɔɔ mꞋɓaa ɓaa gɔtn Raam ki ɔɔ mꞋRaam se *Raa naase kici.» 
JHN.20.18	Gaŋ naan̰ kɛn se jaay ɓo, Mari kɛn iin̰o Magdala ki se ɓaa ɔŋ jee mɛtn Isa ki se taaɗɗen ɔɔ: «Maam se mꞋaakiga Mɛljege utu kaamuma. Ɔɔ Ꞌbooyki kɛse ɓo taar kɛn naan̰ taaɗumo.»
JHN.20.19	Ɓii dumas kɛn se sum ɓo aan tɛgɛrin̰ ki se, jee mɛtn Isa ki se, ɛnd maakŋ ɓee ki ɔɔ ɗɛkɛl taara doɗe ki, taa naaɗe ɓeer ɓeer magal Yaudge tu. Gɔtn se naaɗe aak Isa mala ɓaaɗo ɗaar daanɗe ki. Ɔɔ naan̰ ɗeekɗen ɔɔ: «Ɔn̰ tɔɔsn Raa se Ꞌtɛɗn te naase!» 
JHN.20.20	Kɛn naan̰ utu ɗaar taaɗɗen taaɗ se, gɔtn se naan̰ tuun taaɗɗen jin̰ge ute gɔtn cɛŋkɛn̰a. Kɛn jee mɛtin̰ ki jaay aak Mɛljege se maakɗe raap aak eyo. 
JHN.20.21	Tɛr Isa ɗeekɗen daala ɔɔ: «Raa asen kɛɗn tɔɔsin̰a. Aan gɔɔ Bu ɔlumo do naaŋ ki se, maam kic mꞋɔlsen naase.» 
JHN.20.22	Kɛn Isa jaay taaɗ naŋ taarin̰ se, naan̰ iiɓɗen kuulu doɗe ki ɔɔ ɗeekɗen ɔɔ: «Ɔkki *Nirl Salal. 
JHN.20.23	Jee kɛn tɛɗga nakŋ *kusin̰ jaay naase Ꞌtɛɗɗekiga kalɗɛ se, Raa kic aɗen tɔɔl kusin̰ɗege. Ɔɔ jeegen naase ɔŋ Ꞌtɛɗɗeki te kalɗɛ ey lɛ, Raa kic aɗen kɔŋ tɔɔl kusin̰ɗege ey kici.»
JHN.20.24	Gaŋ ɓii kɛn Isa jaay ɓaaɗo ɔŋ jeen̰gen mɛtin̰ ki maakŋ ɓee ki se, Tɔma kɛn kꞋdaŋin̰ Didim
JHN.20.25	Jee mɛtn Isa kɛn kuuy se, ɓaa taaɗ Tɔma ki ɔɔ: «Naaje se jꞋaakkiga Mɛljege utu kaamje!» Gaŋ Tɔma tɛrlɗen ɔɔ: «Kɛn maam jaay mꞋaak te dɔl kɛn kꞋtupin̰ te ponto jin̰ ki eyo, ɔɔ mꞋɔl jim mꞋnaam te gɔtin̰ eyo ɔɔ tɛrl cɛŋkɛn̰ ki jaay mꞋɔl jim naamin̰ te ey se, maam kɔŋ tookŋ taarse se eyo.» 
JHN.20.26	Kɛn aan ɓii dumas kɛn kuuy se, jee mɛtn Isa ki ɓaaɗo tus maakŋ ɓee kɛn se daala. Ɓii kɛn se Tɔma kic ɓo utu te naaɗe. Kɛn Isa ɔŋɗe se kaam taarɗe kꞋɗɛkɛlin̰ga ɗɛkɛlɛ. Naan̰ naar ɗaar daanɗe ki ɔɔ ɗeekɗen ɔɔ: «Raa asen kɛɗn tɔɔsin̰a.» 
JHN.20.27	Tɛr Isa ɗeek Tɔma ki ɔɔ: «Aak jimge, ɔɔ ɔl ji naam gɔtin̰a. Tɛr ɔl ji naam cɛŋkɛma. Ɔn̰te naajn̰ taara num aal maaki dom ki.» 
JHN.20.28	Tɔma tɛrlin̰ ɔɔ: «Naai se Mɛluma ɔɔ Raama!» 
JHN.20.29	Gaŋ Isa tɛrlin̰ ɔɔ: «Naai aal maaki dom ki se taa naai aakumga kaaka. Num maak‑raapo jeege tun aakum te ey jaay ɓo, aal maakɗe dom ki se.»
JHN.20.30	Isa se tɛɗga nakŋ‑kɔɔɓgen kuuy dɛna naan jeege tun mɛtin̰ ki. Naɓo kɛngen mɛtin̰ge se jꞋɔŋ kꞋraaŋɗen te maakŋ Kitap kɛn ese se eyo. 
JHN.20.31	Num nakgen kꞋraaŋin̰ maakŋ Kitap kɛn ese se, taa asen kɔl naase aki jeele Isa se, naan̰ ɓo *al‑Masi, Goon Raa. Ɔɔ kɛn naase jaay aalki maakse don̰ ki se, naase aki kɔŋ kaaja ute ro naan̰a.
JHN.21.1	Kɛn nakgen se jaay deel se, Isa tɛrl ɓaaɗo teec naan jeen̰ge tun mɛtin̰ ki taa baar kɛn kꞋdaŋin̰ Tiberiad. ꞋBooyki tɛɗ ɔɔ ɗi jaay naan̰ teec naanɗe ki se. 
JHN.21.2	Jee gɔtn ese se naaɗe Simon Piɛr ute Tɔma rɔŋɔ se, Natanaɛl kɔɗ Kana kɛn iin̰o taa naaŋ Galile ki, gaan Zebedege ute jee mɛtn Isa kɛn kuuy dio. Naaɗe se iŋg kalaŋ. 
JHN.21.3	Num gaŋ Simon Piɛr ɗeekɗen ɔɔ: «Maam se mꞋɓaa ɓaa tɔkŋ kɛn̰jɛ.» Naaɗe tɛrlin̰ ɔɔ: «Bin num naaje kic kꞋɓaa te naai.» Naaɗe teec ɓaa ook maakŋ markab ki. Num kɛn naaɗe jaay aan se, maakŋ nɔɔr kɛn te magalin̰ se, naaɗe je kɛn̰jge bini ɔŋ te eyo. 
JHN.21.4	Kɛn gɔtɔ jaay iip tɔɔk se, naaɗe aak Isa ɗaar ɗaar do jɛŋ baar ki. Naɓo jee mɛtin̰ ki se aakin̰a ɔɔ aak jeelin̰ eyo. 
JHN.21.5	Gaŋ Isa ɗeekɗen ɔɔ: «Naase gaange, kɛn̰jɛ cɔkɔ kic naase ɔkki ey ɗaamo?» Naaɗe tɛrlin̰ ɔɔ: «JꞋɔk eyo.» 
JHN.21.6	Gɔtn se naan̰ ɗeekɗen ɔɔ: «Uun undki gɛndse se kaam do ji daam aak markaba. Gɔtn se ɓo naase aki kɔŋɔ.» Naaɗe und gɛndɗe ɔɔ tɔsɔ maakŋ gɛndɗe ki se, kɛn̰jɛ dɛna num gɛn kiikin̰ kic ɓo naaɗe ɔŋ iikin̰ eyo. 
JHN.21.7	Gɔtn se debm mɛtn Isa kɛn Isa jen̰ se, ɗeek Piɛr ki ɔɔ: «Kɛse Mɛljege!» Ɔɔ kɛn Simon Piɛr jaay booy jꞋɔɔ kɛse Mɛljege se, naan̰ ɔɔɗga kɔɔɗ kalin̰ kic ɓo, uun uusin̰ gɔtin̰ ki, dɔɔk maakin̰ jaay aal ooc maan taa an̰ ɓaa kɔŋɔ. 
JHN.21.8	Kaaɗ kɛn se, jee mɛtn Isa kɛn kuuy se, naaɗe kic ɔɔpɗenga gɔɔr kaam tal cili‑kaar‑di sum ɓo, kookŋ kaan jɛŋ ki. Kɛn naaɗe jaay ɓaaɗo ɓaa te markabɗe se, tiiko gɛndɗen kɛn ɗooc te kɛn̰jɛ se. 
JHN.21.9	Kɛn naaɗe jaay aan taa baar ki se, bɔɔy naaŋ ki ɔɔ gɔtn se naaɗe aak naal pooɗo, ɔɔ do naal pooɗ kɛn se kꞋnaŋ naŋ kɛn̰jɛ ɔɔ naaɗe aak mappa gɔtn ese kici. 
JHN.21.10	Num Isa ɗeekɗen ɔɔ: «Kɛn̰jgen naase Ꞌtɔkkiro se, Ꞌɓaankiro kandum.» 
JHN.21.11	Gɔtn se Simon Piɛr ook maakŋ markab ki ɔɔ tiiko gɛnd ɗooc te kɛn̰jɛ se ɓaano do jɛŋ ki. Ɔɔ kɛn̰j maakŋ gɛnd kɛn se, kꞋmɛt kꞋjꞋɔŋin̰ kɛn̰jgen magal magal salal ɓo kaar‑te‑si‑mii‑kaar‑mɔtɔ. Ɔɔ te dɛn kɛn̰jgen ese se kic ɓo, gɛndɗe nɛɛp te eyo. 
JHN.21.12	Isa ɗeekɗen ɔɔ: «ꞋƁaakiro aki kɔsɔ.» Gɔtn se jee mɛtin̰ ki paac se, nam jaay Ꞌtɔnd mɛtin̰ ɔɔ: «Naai naŋa» kic ɓo gɔtɔ. Taa Mɛljege se, naaɗe paac aak jeelin̰ga. 
JHN.21.13	Isa ɓaaɗo ɔŋɗe ɔɔ uun mappa se nigɗesin̰a, tɛr kɛn̰jɛ se kic naan̰ uun nigɗesin̰a. 
JHN.21.14	Kɛn Isa jaay duro daan yoge tu se, te naan̰ se naan̰ teec ɗɔɔlga mɔtɔ naan jeege tun mɛtin̰ ki.
JHN.21.15	Kɛn naaɗe jaay ɔs aas sum se, Isa ɗeek Simon Piɛr ki ɔɔ: «Simon goon Jan, naai Ꞌjem te maaki cir jee se paac la?» Gɔtn se Simon tɛrlin̰ ɔɔ: «Yɛɛ Mɛluma, naai Ꞌjeele kɛn mꞋjei se.» Isa tɛrlin̰ ɔɔ: «ꞋGaamum gaan baatumge.» 
JHN.21.16	Tɛr naan̰ ɗeekin̰ gɛn k‑dige ɔɔ: «Simon goon Jan, naai Ꞌjem te maaki paac la?» Naan̰ tɛrlin̰ ɔɔ: «Yɛɛ Mɛluma, naai Ꞌjeele kɛn maam mꞋjei se.» Isa ɗeekin̰ ɔɔ: «ꞋTɛɗn debm gaam baatumge.» 
JHN.21.17	Tɛr Isa ɗeekin̰ gɛn k‑mɔtɔge tu daala ɔɔ: «Simon goon Jan, naai Ꞌjem la?» Gɔtn se Piɛr maakin̰ tuj se ro kɛn kɛn Isa tɔnd mɛtin̰ ɗɔɔlin̰ mɔtɔ ɔɔ: «Naai Ꞌjem la, Ꞌjem la se?» Gɔtn se Piɛr tɛrlin̰ ɔɔ: «Mɛluma, naai Ꞌjeel nakge paac ɔɔ Ꞌjeelum maam se, mꞋjei.» Tɛr Isa ɗeekin̰ ɔɔ: «ꞋGaamum baatumge. 
JHN.21.18	ꞋBooy bɛɛ mꞋai taaɗa: kɛn naai utu goon kɔɗɔ se, naai mala ɓo tuus kali ɔɔ Ꞌdɔɔk maaki ɔɔ gɔtn naai maaki je ɓo ɓaa sum. Num kɛn naai jaay ɓaaɗo gɔɔlga num, utu kuun ji raan nam kuuy ɓo utu ai dɔɔkŋ maaki ɔɔ ai ɓaa kɔli gɔt kɛn naai maaki je eyo.»
JHN.21.19	Kɛn Isa jaay taaɗ bin se je taaɗn ɔɔ Piɛr se ute ɗoobm gay jꞋutu jꞋan̰ tɔɔlɔ ɔɔ yo naan̰ se utu *nookŋ *Raa. Do taar kɛn se, tɛr Isa taaɗin̰ ɔɔ: «Naai se ɔk mɛtuma.»
JHN.21.20	Gɔtn se Piɛr tɛrl aak mɛtin̰ ki se, naan̰ aak debm mɛtn Isa kɛn Isa jen̰ se utu ɓaaɗo mɛtɗe ki. Naan̰ se ɓo kaaɗ kɛn naaɗe ɔso kɔs jaay naan̰ dɛjo kaaɗn Isa ki ɔɔ ɗeekin̰o ɔɔ: «Mɛlje, kɛn utu ai kuti se naŋa?» 
JHN.21.21	Kɛn Piɛr jaay aakin̰ se, ɗeek Isa ki ɔɔ: «Mɛlje, naan̰ se ɗi an̰ kaan don̰ ki kaca?» 
JHN.21.22	Gaŋ Isa tɛrlin̰ ɔɔ: «Naan̰ se, kɛn maam je mꞋan̰ kɔn̰in̰ Ꞌtiŋg bini maam mꞋutu mꞋaɗe ɓaa kic num, naai se ɔli ɗio? Naai se, Ꞌɓaaɗo Ꞌdaanuma.» 
JHN.21.23	Taar se jaay gɛnaage ɓaa booyin̰ se, naaɗe taaɗ ɔɔ: «Debm mɛtn Isa kɛn ese se Ꞌkooy ey sum.» Num gaŋ taar kɛn ɔɔ naan̰ Ꞌkooy ey sum se, ɗeer num, Isa taaɗ te bini eyo. Num naan̰ taaɗ ɔɔ: «Kɛn maam je mꞋan̰ kɔn̰in̰ tiŋg bini maam mꞋutu mꞋaɗe ɓaa kic num, naai se ɔli ɗi?» 
JHN.21.24	Debm kɛn taaɗ nakgen se ɔɔ jaay raaŋin̰ paac se, naan̰ se ɓo debm mɛtn Isa kɛn ese. Naaje kꞋjeele saaɗn naan̰ se, saaɗn mɛt ki. 
JHN.21.25	Isa se tɛɗga nakge kuuy kic ɓo dɛna. Nakgen se jaay kꞋraaŋin̰ paac kalaŋ kalaŋ ɔɔ kꞋdirig te kalaŋ ey se, maam mꞋjeele taargen kꞋraaŋo se do naaŋa te magalin̰ kic ɓo an̰ kɔŋ kɔk eyo.
ACT.1.1	Teopil, maakŋ kitapum kɛn deet deet se, maam mꞋraaŋio mɛtn taar nakgen paacn̰ kɛn Isa tɛɗo ute taargen naan̰ lee dooyno jeege do kupm mɛt ki se, 
ACT.1.2	bini ɓii kɛn Raa uun ɓaansin̰ maakŋ raa ki. Kɛn naan̰ ook ɓaa te maakŋ raa ki ey ɓɔrt se, naan̰ bɛɛr tɔɔɗo jeege kɛn an̰ tɛɗn jee kaan̰ naabin̰ge, ɔɔ ute tɔɔgŋ Nirl Salal se, naan̰ taaɗɗen nakŋ kɛn naaɗe Ꞌtɛɗa. 
ACT.1.3	Kɛn naan̰ ooy jaay duro daan yoge tu se, daan ɓiige tun si‑sɔɔ se, naan̰ lee teec naan jeege tun mɛtin̰ ki ɔɔ taaɗɗen ute ɗoobm nakge dɛna ɔɔ taaɗ ron̰a ɔɔ naan̰ utu te kaamin̰a. Gɔtn se naan̰ taaɗɗen mɛtn taar *maakŋ Gaar Raa.
ACT.1.4	Ɓii kalaŋ kɛn naan̰ jaay iŋg ɔs kɔs ute naaɗe se, naan̰ taaɗɗen ɔɔ jꞋɔn̰te teecn̰ kɔn̰ maakŋ gɛgɛr kɛn Jeruzalɛm se, num gaŋ kꞋjꞋaak kaam nakŋ kɛn Raa Bubu taaɗɗeno ɔɔ utu aɗeno kɛɗ se. Kɛse ɓo nakŋ kɛn naan̰ taaɗɗeno ɔɔ: 
ACT.1.5	«Jan se *batizo jeege te maane; num gaŋ naase se, ɔɔpga ɓii kandum se, jꞋutu jꞋasen *batizn ute Nirl Salal.»
ACT.1.6	Jee kɛn tus iŋg cɛɛ Isa ki se, tɔnd mɛtin̰ ɔɔ: «Mɛlje, ɓɔrse ɓo kaaɗn kɛn naai utu Ꞌkɛɗn gaara *Israɛlge tu gɔtin̰ ki la?» 
ACT.1.7	Isa tɛrlɗen ɔɔ: «Gɛn kaaɗin̰ ute ɓiin̰ se, Raa Bubu ute tɔɔgin̰ se, naan̰ kalin̰ ki sum ɓo jeele. Num naase se, Raa undse te kulu gɛn jeel kaaɗn kɛn ese eyo. 
ACT.1.8	Gaŋ Raa utu asen kɛɗn tɔɔgŋ *Nirl Salal kɛn utu aɗe bɔɔy dose ki. Gɔtn se aki tɛɗn saaɗumge maakŋ gɛgɛr kɛn Jeruzalɛm ki, taa naaŋ Jude te magalin̰a, taa naaŋ *Samari ɔɔ bini gɔtn duni Ꞌɗaar ro ki.»
ACT.1.9	Kɛn jaay Isa taaɗ naŋ taarin̰ se, Raa uun ɓaansin̰ maakŋ raa ki. Kaaɗ kɛn jaay naaɗe te ɗaar ɔnd doɗe raan utu aakin̰ kaak se, gapara naar ɓaaɗo ɔyin̰a ɔɔ gɔtn se naaɗe ɔŋ aakin̰ ey sum. 
ACT.1.10	Kaaɗ kɛn naaɗe utu ɗaar aakin̰ kaak kɛn naan̰ ook kook maakŋ raa ki se, gɔtn se naaɗe naar aak gaabge dio ɗaar ɗaar cɛɛɗe ki ute kalɗege raap lak lak, 
ACT.1.11	ɔɔ naaɗe ɗeekɗen ɔɔ: «Naase, jee taa naaŋ Galile ki, taa ɗi jaay naase Ꞌɗaar aakki raan maakŋ raa ki se? Isan, Raa uunin̰ daanse ki jaay ɓaansin̰ maakŋ raa ki se, utu aɗe tɛrl aan gɔɔ kɛn naase Ꞌɗaar aakin̰ki naan̰ ook ɓaa ɓaa maakŋ raa ki se kici.»
ACT.1.12	Gɔtn se, jee mɛtn Isa ki iin̰ ɔn̰ do *kɔsn ɔlib se ɔɔ naaɗe ɔk tɛrl ɓaaɗo Jeruzalɛm ki. Jeruzalɛm ute kɔsn ɔlib se, daanin̰ aas nakŋ kilɔmɛtir kalaŋ. 
ACT.1.13	Kɛn naaɗe jaay aan Jeruzalɛm ki se, naaɗe ɓaa ɓeene. Gɔtn se naaɗe ook ɓaa ɛnd maakŋ ɓee kɛn do ɓee ki raan. Gɔtn se ɓo, gɔtn naaɗe lee tusni. Naaɗe se Piɛr, Jan, Jak ute Andre, Pilip ute Tɔma, Bartelemi ute Matiye, Jakŋ goon Alpe, Simon kɛn je kujn̰ naaŋin̰a ute Judn kɛn goon Jak. 
ACT.1.14	Naaɗe paac maakɗe kalaŋ ɔɔ ɓii‑raa naaɗe tus gɛn keem Raa ute mɛndge kandum, daanɗe ki se Mari ko Isa ɔɔ ute gɛnaa Isage kici.
ACT.1.15	Maakŋ ɓiige tun ese se, ɓii kalaŋ gɛnaagen aalga kaal maakɗe do Isa ki, naaɗe tus jeege ɓaa ɓaa nakŋ kaar‑ute‑si‑dio. Gɔtn se Piɛr iin̰ ɗaar daanɗe ki ɔɔ taaɗɗen ɔɔ: 
ACT.1.16+ACT.1.17	«Gɛnaage, Ꞌjeelki Judas se naan̰ debm naajege, ey num naan̰ kic ɔk naaba daanjege tu kici. Naɓo mɛtn taar Judas se, ɓugjege *Daud kic ɓo taaɗoga taaɗ taarin̰a do dɔkin̰a. Naan̰ ɓo debm deelo naan jeege tu ɔɔ ɓaaɗo ɔl kꞋjꞋɔk Isa se. Bin ɓo, taar kɛn *Nirl Salal ɔl Daud taaɗin̰o jaay kꞋraaŋin̰ maakŋ Kitap ki se, aanga ɗoobin̰ ki. 
ACT.1.18	Judas ute gursn kɛn jꞋɔgin̰ gɛn kutn Isa se, naan̰ ɓaa dugŋ maakŋ‑gɔtɔ. Ɔɔ gɔtn se, naan̰ ɓaa ooc uɗ te mindin̰a ɔɔ gɔtn se maakin̰ ɔɔp pak ɔɔ tiikin̰ge ru naaŋ ki. 
ACT.1.19	Nakŋ aan do Judas ki se, jee Jeruzalɛm ki paac booyin̰ga. Taa naan̰ se ɓo maakŋ‑gɔtn ese se, naaɗe daŋin̰ ute taar naaŋɗe ɔɔ: 
ACT.1.20	Kɛse ɓo taar kɛn ɓugjege Daud raaŋin̰o ro Judas ki maakŋ Kaa Keem Raa ki kɛn ɔɔ:
ACT.1.20	ɔɔ tɛr naan̰ raaŋo daala ɔɔ:
ACT.1.21	Bin num, maakŋ jeege tun leeɗoga ute naajege kaaɗ kɛn kꞋleekiro mɛtn Mɛljege Isa ki, 
ACT.1.22	jee kɛn baago lee ute naajege gɔtn kɛn Jan *batizno Isa bini aan ɓii kɛn Raa uun ɓaan̰sin̰ maakŋ raa ki se; ɔɔ jee se kɛn Isa jaay ooy duro daan yoge tu se, naaɗe aakin̰ga ute kaamɗe. Kɛn bin num maakɗe ki se, kꞋbɛɛr kꞋjꞋuunki deb kalaŋ kɛn utu kɛnd gɔɔ Judas ki, taa Ꞌtɛɗn saaɗa ute naajege.»
ACT.1.23	Kɛn naaɗe jaay booy taar Piɛr se, naaɗe tɔɔɗo jeege dio: deb kalaŋ ron̰ Yusupm kɛn kꞋdaŋin̰ Barsabas ɔɔ kɛn jeege lee daŋin̰ te ro Justus kici ɔɔ deb kuuy se kꞋdaŋin̰ Matias. 
