MAT.1.1	Abraham chapa Devid, ava Chapa Jisu Khrista ki charuwl Laaika. 
ACT.28.29	Mma ngi hava pauna rek mthe dok le, Jihudia rekka sun lamda, msingreel inni kdung karteen nlamda.
ACT.28.30	Ungta mma ngi kum knii lik thu mdaksaa ngi kpurdon chda ava tha amda, ungu mma hin kthleng mii mkheng nga kowl chda, 
ACT.28.31	Isowr Kruwngpaam paryaamda ungu Mukpu Jisu Khrista mlei purchukda ku mii khat lee dopkhaan mangi, plung ktangar leh kintekki nong mdo tlot chaak.
ROM.1.1	Jisu Khrista sra owr khat, kenyee ra mdo own, Isowr kṭha paumin tumra msikki mdo pankai, 
ROM.1.2	chodu ngi Mma khulpu rek hin pau mdo reel dok Kchiir Laaika rek ava, 
ROM.1.3	daksaa dil kṭoiji Devid charuwl thungki, Mma Chapa mlei thu kṭha paumin 
ROM.1.4	ungta kdiyou thungki kring karheel kchiir deekki Pthla rutan dil kṭoiji Mma ava Isowr Chapa tdit hurda, nenki Mukpu Jisu Khrista, 
ROM.1.5	Mma thu nen chati rek mkheng arlakki Mma miing tummi krin cha rek thu kupṭoi tkurthut nraan plungnee leh kenyee tarlaan chaak in, 6ava thung ngi naan rukka Jisu Khrista dora ado to own chaak dok in;
ROM.1.6	kintiingra mdo own chaak dok, Romia thungki Isowr wonsat lo mii mkheng hintha: 
ROM.1.7	nenki Npah Isowr leh Mukpu Jisu Khrista hinki plungnee leh kdaai ava naan hin jiamso.
ROM.1.8	Rukri reeppi, naan akheng ngi mlei kurthuwkda, neiji neiki Isowr Jisu Khrista miing ngi kpanpaak chaakka, mleija dultipaam mkheng thu naan do rin chaak ava karyaamda. 
ROM.1.9	Mleija kdown liit kma neiji kṭhil chaak mpha thu, naan abin paphaak innu, Mma Chapa ki kṭha paumin thu plung klutti sok kdolo psuk chaak Isowr ri neiki sakhi kurthuwk. 
ROM.1.10	Isowr hin kdoṭhil chaak leiji tunva mṭutna reltha mrot pikda naan hin kthleng kchaam ping. 
ROM.1.11	Mleija neiji naan aju kurdut ṭhi nuwm reennu, mleija naan ru akaptan pik ra, pthla ktongki chla ado tithem pik nraan, 
ROM.1.12	mleija khat leh khat do rin chaak ava ngi naan leh nei mikniing thu plung kurchuwlli tkursop chaak nraan lei kurthuwk. 
ROM.1.13	Ku u knaorek, mleija ktlok chati murson rek arlakki heppi naan arlak rukva kminni kdokhau chaak nra, mpha ktai thung ngi kthleng nuwm kcha ping (pdainu mapkhaan tlitda) naanni ava ado kdee raan neiji kngei chaakka. 
ROM.1.14	Grik miirek leh nonaat ktaak miirek mikniing ungta ksing leh ka ak mikniing hinni neiji lei ktuwl chaakka: 
ROM.1.15	ava leiji naan leh Romia thu ka am miirek hin neiji kṭha paumin kdo paryaam nuwm chaak.
ROM.1.16	Kṭha paumin mlei thu neia kning kjakme: krin kcha miipum ktai hin mkirliin chaak nrangki Isowr rutan ava rukringi Jihudia miirek ungu Grik miirek hin ruk. 
ROM.1.17	Mleija krin changi mlei kurthuwkda Isowr ki rinkindit mdo tpandan; ava hanto kjitda, “Mdo rin chaakki rinkindit mii ava kringra.”
ROM.1.18	Mleija Isowr plung thitta kṭha kma mkheng kupsulli parwaanki arju kandang, ungta miirek ṭhat ma ava ngi kindit pkhaanda. 
ROM.1.19	Mleija Isowr mlei thung ngi mmaan dodee ava oltek da, mleija Isowr ri mhin inni tdetda. 
ROM.1.20	Dultipaam mapṭhan daatki Mdak tdee pchaanma, mleija Mmaki kṭuw knai kma rutan leh Isowr ktongki ava Mma doseem dok thung ngi kindit chelli dei lamda. Ava leiji mmaanna kuptlot pik amnime; 
ROM.1.21	mleija mmaanni Isowr kdeidok kurthuwk daat lam joso Isowr kdingi mmaanni Mhin kjat pik lamme, pdainu mpoibin inna dosime, ungta muplung inna mong kukto ngi kjiing kcha a. 
ROM.1.22	Msin nuwm reen lei inni ka aak chlamma, 
ROM.1.23	ungu kmaang kro kmaki Isowr laarnee ava kmaang chrangki miilai mdit mata puwarek mdit mata saarek mdit mata khaoṭit khaojaar meel klou jikki khut dosak pthla ngi parthleng lamda.
ROM.1.24	Ava leiji, mmaan msingreel in thung ngi, mdaksaan mdo kjat ma nraan, muplung bin in dongei thu mkurchou chaak nraan Isowr ri mdo maak pthii lam, 
ROM.1.25	mleija mmaanni Isowr mlei kindit ava mdo huwn chaak inni parthleng lamda, ungta kapṭhang Mii ava kchang rang nga mdo seem ava luwbuk lamda, sok ruk lo lamda, kapṭhang Mma ava kṭuw knai kma tpanpaak ra! Amen.
ROM.1.26	Mleija hava leiji mmaanna Isowr ri ningkja kurhui rak na ktongtha mdo maak pthii lam. Mmaanki snu rek rukva miinopa tlotna ava miinopa liit kma ktongtha parthleng lamda, 
ROM.1.27	anto lulungi pselrek rukva snu rektu miinopa ngi tlot nlamme, ungu khat leh khat ning kakraalli karngai lamda, psel rekki psel rektu ningkjana nong tlo lamda, ungta mdoparma naanki mdo arlaan raan ava mmaan mdak kat inki mii kurthuwk.
ROM.1.28	Unggta Isowr kdei cha thu mmaanni kurhuiji mdodee maan leiji, kmaang chrangki poithuw leh karmak nong ktlo thu Isowr ri mdo maak pthii lam. 
ROM.1.29	Mmaanna kṭha kma, hangmal, mii khusiir parthitna ktlo, kheithe ngi kdim, miii ke eayou, kthe purduk, kuhuwng kcha, miikrai, mmaanni khothe lamda, 
ROM.1.30	titi ktada, Isowr dopder, ning er ri kpau, kpohok, napal ktlo, kṭhakma kupthuwk, mnuh mpah pauthe kleek, 
ROM.1.31	ka aak, krin kma, plung ksel, wonsat ktaak, kṭha kma rek nong hava mkheng ngi kdim chlam kurthuwk. 
ROM.1.32	Hava lu nong ktlo miirekka kdiyou kat ra kdingi Isowr ri mdo palreen ava mmaanni deida, avale daat mmaanni tlo lamda, pdainu ava ktlo rektu kulrot nlamda.
ROM.2.1	Ava leiji, O mii kekṭewl nang, kuku kurthuwk daat joti nah aptlot pik nime; mleija ktlok khat ado kṭewl psuk leiji, adaksaa athina ngi mraal kirpii kcha pti, mleija kekṭewl nangva antolu hepdaat ado tlot kcho. 
ROM.2.2	Hantolu ktlo miirek leen Isowr do kṭewl ktla tdit neenni kdee in. 
ROM.2.3	O miilai, nang ngi havalu ktlorek kṭewl thitinu, nah adaksaa katti tlo lam tinu, Isowr do kṭewl rang thungki karthlet rang ngi karbin kcha ptimo? 
ROM.2.4	Mdit mata hantojaki Mma wonsat mdo khaan leh mdo diil ava doksi thleer kma atlot mo? Isowr wonsatta plungren hurna ktongtha kṭhi tdit dei mtimo? 
ROM.2.5	Pdainu plung kapchai leh plung ado parthlen nuwm ma leiji, Isowr plung thitti rinkindit kṭewl mpurphuwn nit thungkira plungthit ava adaksaa ngi apurtuwlla. 
ROM.2.6	Mleija Mma ngi miipum ktaija mma mma nong tlot dil kṭoiji kpinlet pik ra: 
ROM.2.7	diilda kṭha ktlongi laarnee leh kunlor kphara ungta kmawng kro kma tummi kthlaam miirek hin kṭuw knai kma ki rinkhu kpiira; 
ROM.2.8	pdainu mdaksaa kparning da ungu kindit kuṭoi kma, pdainu kṭhakma nong kupṭoi miirekka plungthit leh kheel siiki plung thit kdura. 
ROM.2.9	Kṭhakma ktlo miipum ktai leenni suwkthuwk leh kja kakham ka amra, rukri ngi Jiudia rek ungu Grik miirek ruk anto kurthuwkra, 
ROM.2.10	pdainu kṭha ktlo miipum ktai tumva, rukringi Jihudia rek ungta Grik rek ruk laarnee leh kunlor ungu kdaai ka amra. 
ROM.2.11	Mleija Isowr va ksanksui tdetme.
ROM.2.12	Nowlam ktaakki pnu ktla mii mkheng nga, Nowlam ktaakki kmawng chra, ungu Nowlam kurdu ngi pnu ktla mii mkheng nga Nowlam ava ngi kekṭewlra. 
ROM.2.13	Mleija Isowr maiṭhuwmki rinkindit rek ava Nowlam mdo aryaak lei pme, pdainu Nowlam ktlo miirekka kpindit pikra. 
ROM.2.14	Nowlam kthloi kma ktlok chati rekki nowlam ava nopa ngi mtlot in mpha thu, mmaanni nowlam thloi lam mjoso, mmaan mdaksaan na nowlam kurthuwk. 
ROM.2.15	Mmaan plung thu mdo kjit dok ava ngi nowlam tdit mdo tdet, muplung bin in rukva sakhi piida, ungta mpoithuw in msik msik ava ngi kulrot nlamda, mdit mata ro lamda 
ROM.2.16	nit ava thu Isowr ri neiki kṭha paumin dil kṭoiji, Jisu Khrista ar awng ngi, miirek dotlot tuprut nong ava kekṭewl ra.
ROM.2.17	Pdainu nah adaksaa ava Jihudia miilai ping kardida, Nowlam kthenda ungta Isowr tu akarnai naki napal atlot, 
ROM.2.18	ungu Mma plungbin deida, ungu Nowlam dothe pik leiji kinreel sii kdingi abin, 
ROM.2.19	ungta nah kinditti mik ktot rek kṭhi pik khat, kjiing thungki miirekki ar awng khat ping adit, 
ROM.2.20	ka ak kpindit pik khat, kmorek avaki chukpu khat ping adit bi, lousing leh kindit kurkhum ndok Nowlam athloi ja, 
ROM.2.21	ava ngi nang ngi mii murson purchuk thiti, nah adaksaa kpurchuk nimtimo? Kupru kupsulli aparyaam chunva, kupru ptimo? 
ROM.2.22	Ku mii khat leengi losang kṭhi rome dithiti, nangva losang aṭhimo? khut dosak pthla ning tiprip thiti, luwbuk Inn thungki alrot mo? 
ROM.2.23	Nowlam thung ngi kpohok kcha nang, Nowlam kupkuiji Isowr ado kjatma pme mo? 
ROM.2.24	Mleija ava mdo kjit dok, “Naanni mlei kurthuwk intinu ktlok chati rek arlakva Isowr kjowm kcha ngi kpau lam.”
ROM.2.25	Naanni Nowlam apṭoi inbi, vunmor ado reen kat raan; pdainu naanni Nowlam apkui inbi, vunmor ado reen inna kreen kma lulura. 
ROM.2.26	Ava leiji vunmor kreen kma miilai khatti, Nowlam dothe markhiik chaakbi, mma ngi vunmor mdo reenma ava kreen lulu kurthuwk memo? 
ROM.2.27	Ava dilli tikjit dok kthloi ungta vunmor kreen pdainu Nowlam kupkui naan ava mdaksaa vunmor kreen kma pdainu Nowlam karkhii rek mmaanni mraal akpii raan. 
ROM.2.28	Mleija mduwn daatti Jihudia mii kurthuwk ava Jihudia miilai kat pme, mdaksaa duwnki vunmor mdo reen daatti mdo pindit pik ava pme. 
ROM.2.29	Thungki ngi Jihudia mii kurthuwk ava Jihudia miilai kat kurthuwk, ungta mkindit katki vunmor kreen ava plung kthena kurthuwk, plung kurthlut ungu tikjit ava pme. Mma kpanpaak rang nga miirek pme pdainu Isowr ra.
ROM.3.1	Ava mkurthuttu Jihudia miia tak msit ka amma? Mdit mata vunmor kreen ki arleek set tak ka amda? 
ROM.3.2	Mlam khim khai thu knempok. Rukringi Jihudia rekka Isowr pau kparyaam rek dosilna. 
ROM.3.3	Mii angṭhe ngi mrin chaak mabe? Mmaan dorin de ma heppi Isowr rukva anto ktlo rang mo? 
ROM.3.4	Anto liit nime. Miipum ktaiji kparmak kurthuwk daat joso, Isowr ra kindit kurthuwk so, mleija hanto kjitda, “Nah apauna rekki nah kindit kat mdodit nra, ungu nah atikṭewl thu kapchaang kurthuwk na.” 
ROM.3.5	Pdainu nenki nṭhat maan nong ngi Isowr ki mkindit soklou ktidet nkurthuttu nenni tak tithe raan? Nen ntunni Isowr ri kindit liit kmaki plungthit kupthlung rang mo? (dultimii lam ktong ngi neia kpau ping.) 
ROM.3.6	Anto liit mso! Mleija anto nkurthut tu dultipaamma Isowr va tak heppi kekṭewl rang? 
ROM.3.7	Pdainu nei kdo parma ngi Isowr ki kindit ava mpunlor deekku, talu leiji neia pnu karvei khatti kraal mdo tpiik lamda? 
ROM.3.8	Ungta kṭha thuw nra talu leiji kṭha kma ta tlot marang? Anto lulungi mii angṭhe ngi titi pauvi mthe psuk lamda. Mmaanni kraal mdo tpiik ava kindit kurthuwk.
ROM.3.9	Ava mkurthut tu talu rang? Jihudia mii nenna kṭha bet in minmo? Eme, anto liit pme; mleija Jihudia miirek ruk Grik miirek ruk mikniing ngi pnu rutan kurdu ngi ka am dinu neiji mii mkheng hin chodu ngi kdo tdet dok.
ROM.3.10	Hanto mdo kjit dok lulu:
ROM.3.10	“Rinkindit ku khat lee ame,
ROM.3.10	khdaat pre ame;
ROM.3.11	kdei pandi ku khat lee ame,
ROM.3.11	Isowr kthlaam ku khat lee ame.
ROM.3.12	Mkheng inni siir tha kinle chlamma;
ROM.3.12	karchin lamda mmaanni karmak lamtha kchet chlamma;
ROM.3.12	kṭha ktlo ku khat lee ame, khdaat pre ame.”
ROM.3.13	“Mto or inna thlaan khur kparvang,
ROM.3.13	miplei inni mii huwn chaak nlamda.”
ROM.3.13	“Mner kowng in titha pruwl doi ka amma.”
ROM.3.14	“Mner inna pauhur leh pau kakha ngi kdim kcha a.”
ROM.3.15	“Mkhuwnna hii kpubuw rangki kjaang nga,
ROM.3.16	mlamṭoi naan thung ngi ke eakrep leh kja kakham
ROM.3.16	ka amma,
ROM.3.17	ungu kdaai lam ava mmaanni dei lamme.”
ROM.3.18	“Mmik sut naan thung ngi Isowr kṭi ame.”
ROM.3.19	Tunva nenni Nowlam dothe khim khaija, Nowlam tingi ka am miirek hin kpau tdit ndee in, ava leiji ner khim khai mdo pdown nra, ungu dultipaam mkheng nga Isowr dokṭewl nrang lei kurthuwk. 
ROM.3.20	Mleija Nowlam nong rekki dultimii kukhat lee pre pindit pikme; mleija Nowlamva pnu tdee naki lousing mdo thuwṭhi.
ROM.3.21	Pdainu tunva Nowlam ktaakki, Isowr ki rinkindit ava ngi mii pandan pik inda, Nowlam leh khulpu rekki sakhi hur daat lam joso 
ROM.3.22	Isowr ki rinkindit ava Jisu Khrista krin changi kring cha mii mkheng tum kurthuwk. Mleija mkarthlei nra do khat lee ame; 
ROM.3.23	mleija mii mkheng nga pnu arveida ungta Isowr kullaar thungki ktoi tekki ktluw kcha lamma, 
ROM.3.24	mmaanna Jisu Khrista do ktlan thu Mma plungnee ki chla ngi mdo panrit pik dok lam, 
ROM.3.25	krin cha ngi mdo arlaan chaak nra, mdungi Isowr ri Mma hii ngi mdoren partleu pik dok lam. Hava Isowr ki rinkindit mdo tdetna, mleija Isowr ktongki Mma dodiil ava ngi chodu ki pnu rekka ptlot pikda; 
ROM.3.26	tun tunki mpha thung ngi Mma mdaksaa kat ava rinkindit, ungta Jisu krin cha mii ava Mma ngi mpindit pikka tdit mdo tdetna.
ROM.3.27	Ava dilva nen napal tlot inna tak kthuwkka? Ava ame. Talu mlei da? Nong lei mo? Eme, pdainu krin cha mlei thu. 
ROM.3.28	Mleija Nowlam nong ktaakki krin kcha mii ava mpindit pik kdingi nenni narpom daat in. 
ROM.3.29	Mdit mata Isowr ra Jihudia rek daatki Isowr mo? Mma ktlok chati rekki Isowr ruk kuthuwk pmemo? ktlok chati rek ki ruk kurthuwk, 
ROM.3.30	mleija Isowr ava khdaat; ungta vunmor kreen rekka mdo rin chaak inni kpinrit pik ra ungta vunmor kreen kma rekka krin cha thung ra. 
ROM.3.31	Krin cha hava leiji nenni Nowlam tvar pthii raanmo? Anto liit pme. Nenni Nowlam mnebet na tutlot ra.
ROM.4.1	Ava mkurthut tu daksaa dil kṭoiji nenni npah in Abraham mlei thu talu the chenaan? 
ROM.4.2	Mleija nong rekki Abraham ma mpinrit pikbi, ava mlei thung ngi mnapal tlot nra ka am, pdainu Isowr maiṭhuwm pme. 
ROM.4.3	Mleija Laaika va tak mthe? “Abraham mi Isowr rin chda, ungta mma ava rinkindit ti mdolo pik.” 
ROM.4.4	Tunva nong ktlo ku mii khat ava chla ngi tai pikme pdainu lei ktuwlli mdolo. 
ROM.4.5	Ungta ku mii khatti nong ktlo kma pdainu kpinrit Isowr Mma rin chda, Mma mdo rin chaakki rinkindit kdingi lo pikda. 
ROM.4.6	Mma leiji nong ktaak mii ava hin Isowr ri rinkindit dida phowl kṭha mdo piik lulungi Devid rukva hanto theda:
ROM.4.7	“Naan thungki karmak ptlot pikda,
ROM.4.7	ungta mupnu ton in thungki kdo pirliin pik miirek ava msuwkṭha;
ROM.4.8	Mukpu ngi pnu kdingi
ROM.4.8	mdolo pik mara mii ava msuwkṭha.”
ROM.4.9	Hava phowl kṭha mdo piikka vunmor kreen rek hin daat mo, mata vunmor kreen kma rek hin rukda? Krin cha thu Abraham hin rinkindit kdingi mdolo pik diin minnu ntheen. 
ROM.4.10	Ava mkurthut tu tak heppi mdo piik da? Vunmor mreen dumo mata mreen dilda? Vunmor mreen dil pme, pdainu mma ngi mreen duki. 
ROM.4.11	Mma ngi vunmor mreen dungi krin cha mdo thloi ava ngi rinkindit ki titinna mata kbiinamki vunmor kreen mdo arlaan chaak. Mmaan hin rinkindit kdingi mdolo pik vunmor kreen mlaiji krin cha mii mkhengki mpah mkurthut nrangki lei. 
ROM.4.12	Ungta vunmor kreen daat kma, nenki npah in Abraham mi vunmor mreen dungi krin cha doṭoi nrang tha oida, hanto vunmor kreen rek pah kurthuwk.
ROM.4.13	Abraham leh mma charuwl rek hin dultipaam ava mma do kurthuwk ra dida pau mdoreel dok ava Nowlam leiki pme, pdainu krin chaki rinkindit mkurthut lei. 
ROM.4.14	Nowlam kupṭoi mii hin daatti kpii mkurthut bi, krin cha ava dosime ungta paureel ava do khat lee kurthuwk nime. 
ROM.4.15	Mleija Nowlamva plung thit mdo thuw ṭhi, pdainu Nowlam amna thungva, Nowlam kupkui ruk ame.
ROM.4.16	Ava leiji plungnee ki plungreel ava krin cha thu amda, ungta mma charuwl rek mkheng hin mdo piik, Nowlam kupṭoi rek hin daat pme pdainu Abraham dorin thung ngi krin cha rek ruk kurthuwk, mleija mma nen nkheng inki npah in. 
ROM.4.17	Mleija hanto kjitda, “Neiji nang ava chati rek maknem ki mpah akpurthua.” Mma ngi Mhin mdo rin chaak, kdiyou rek hin rinkhu kpii ungta ka amkma ava ownda kpa am Isowr maiṭhuwm ki. 
ROM.4.18	“Nah acharuwl rekka,” dida mhin mdothe pik lulungi, chati rek maknemki mpah mkurthut nra kilrin chpa kmangi kdung rinda bin chda. 
ROM.4.19	Kdiyou tiing tiing cha, mleija mma kum arjaa khat arveel kurthuwkda, mma ngi ava mbin mpha thu mdit mata mnumei Sarah ava kdongnu kurthuwkda ava kpha thu mdo rin chaak ava down liit me. 
ROM.4.20	Isowr paureel thung ngi plung kunchul tlome, kheel setsetti rin chda Isowr punlorda, 
ROM.4.21	Isowr paureel dok ava ktlo pchaang kat ra kdingi kdung bin chda. 
ROM.4.22	Ava leiji mma do rin chaakka, “Rinkindit kdingi mdolo pik.” 
ROM.4.23	Pdainu “Mma mdolo pik,” kdi ki pauna rekva mma tum daatti mdo kjit pik pme, 
ROM.4.24	pdainu nen ntum ruk kurthuwk. Kdiyou thungki kring kardel nenki Mukpu Jisu krin kcha nen ruk miido talo pik in, 
ROM.4.25	nenki pnu ton leiji midiyo pik inda, ungta nen mikpindit pik raan ring kardel da.
ROM.5.1	Ava leiji, nenki Mukpu Jisu Khrista nenni trin chaak lei inni mipindit pik inda, Isowr tu kilṭhi ngi kdaai tphaak chaak in. 
ROM.5.2	Mma ar awng ngi nenni tri naan thu kheel siiki wonsat hava pha chaan min ungta Isowr kullaar kthem thu plung ngi bin psuk in minnu tkanpat chaak in. 
ROM.5.3	Ava kheel dekki nenni kja kakham thung ngi tkanpat raan, kja kakhammi kakhaang thuwṭhi da, 
ROM.5.4	ka khaang kchangi plung kurkhum thuwṭhi da, ungta plung kurkhummi plungbin thuwṭhi da, 
ROM.5.5	plungbin va tkinsiir in pme, mleija nen nhin mido tpiik chaak in Pthla Kchiir ava ngi Isowr wonsat ava nen nuplung ril thung ngi miptlon pik chaanda.
ROM.5.6	Nenni nsowl chaak slii thuwnni Khrista ngi mpha kcha deekki Isowr krin kma tummi diyouda. 
ROM.5.7	Rinkindit miilai khat tummi khat mdiyora ava kparsa langlang, anto daat joso kṭha miilai khat tumva khatti kdiyou nuwm cha kro. 
ROM.5.8	Pdainu nenni pnu ktong nkurthut slii arlaanni nen ntum raan Khrista diyouda Isowr ri Mma ki wonsat mihai tdee chaanda. 
ROM.5.9	Tunva ava ngi mlei kurthuwkda, nenna Mma hii ngi mido tpindit pik dok lei inni, Isowr plungthit thung ki Mma ngi kheel dekki mikaktlan pik chraan. 
ROM.5.10	Mleija nenni Mma nhal chaak slii arlaan, Mchapa diyo ngi nnenna Isowr hin mipipinpik dok inda, tunva mido tpipin pik lei inni, kheel setti Mma rinkhu ngi miktlan chaanda. 
ROM.5.11	Ava daat kma, pdainu nenki Mukpu Jisu Khrista ki ar awng ngi Isowr hin tkanpat chaak in, Mma ar awng ngi tunva nenni kpipin pik tarlaan chaak in.
ROM.5.12	Ava leiji, dultipaam thu miilai khatti pnu thuwṭhida ungta pnu thu diyouda, ungta mii mkheng ngi pnu mdo arve leiji kdiyou ava mii mkheng leen kurjouda. 
ROM.5.13	Nowlam mpiik du liitti pnu ava dultipaam thu ka am dok, pdainu Nowlam am nma thungva pnu ame. 
ROM.5.14	Anto daat joso Adam kingi Mousi kpha kdiyouvi paalda, Adam mi paureel mdo leek lulua kurthuwk mjoso miirek leenni pnu ktong tdit amda, Mma ava kurjung rangki khat ava lulu.
ROM.5.15	Pdainu pnu kirvei ava leemna chla lulu pme. Mleija miilai khat pnu arve ngi mii knempok mdiyobi, Isowr wonsat lo Miilai khat ditta Jisu Khrista wonsat leemna chla ava ngi mii knempok mdo pdim pik. 
ROM.5.16	Ungta leemna chla ava miilai khat pnu ton hep lua kurthuwk me. Mleija khat pnu arve ava mraal piida kekṭewl li mdil mdoṭoi, pdainu leemna chlava pnu ktong mii knempok ava mdo pindit pik. 
ROM.5.17	Miilai khat pnu ton leiji kdiyou ava ngi mpaalbi, wonsat leh leemna chla karlaang kcha rekka kheel siingi Miilai khat ditta Jisu Khrista thu rinkhu ngi kpaal chra.
ROM.5.18	Miilai khat pnuton ava ngi mii mkheng mraal mdo piik lulungi, Miilai khat rinkindit nong tlotti mii mkheng ngi rinkhu kpha chra. 
ROM.5.19	Mleija miilai khat doleekki mii knempokki pnu mdo arve lulungi, Miilai khat pau pṭoiji mii knempok rinpindit pik chda. 
ROM.5.20	Karmak nong mnem nra Nowlam arvang lutda, pdainu pnu mnem set set na thung ngi kheel siiki plungnee nemda, 
ROM.5.21	ava leiji kdiyou ki pnu ava ngi mpaal lulu,plungnee rukva nenki Mukpu Jisu Khrista ngi Kṭuw knaima rinkhu rinkinditti kpaalra.
ROM.6.1	Ava mkurthuttu neenva talu the nikaan di? Mleija plungnee mnem nra, pnu thu nenni ktir tlit daat che naanmo? 
ROM.6.2	Anto liit pme. Pnu thu kdiyou nenva tak heppi anto trin tlit daat raan da? 
ROM.6.3	Jisu Khrista hinki baptis klou dok nenva, Mma diyo thung ngi baptis talo dok in tdit naanni dei maan timo? 
ROM.6.4	Mpah laarnee ngi Khrista ngi kdiyou thung ki mrin kinlet lulungi, nen rukva rinkhu ren deekki tche chaak nraan, kdiyou ki baptis talo chaak in ava ngi nenna Mma tu kilṭhi ngi kulruwl in pmin.
ROM.6.5	Mleija Mma diyo lulungi nenni Mma tu kiilṭhi ngi khdaatti na am inbi, Mma rinkarheel lulungi nen rukka Mma tu kilṭhi ngi trin karheel chaak raan. 
ROM.6.6	Nen ndaksaan thuwnki pnu mmaan dok chaak nra, ungta nenni pnu suwkki ta am bong ma nra, nenki ndaksaan pliw ava Mma tu kiilṭhi ngi khros leen kuk thoive tdit nenni ndee chaak dok in. 
ROM.6.7	Mleija kdiyou dok mii ava pnu thungki kintek kcha a. 
ROM.6.8	Pdainu nenni Khrista tu kilṭhi ngi ndiyo inbi, Mma tu kilṭhi ngi nen rukka trin chaak raan kdingi nenni krin cha tkurthut in. 
ROM.6.9	Mleija kdiyou thungki kring kinle Khrista ava diyou kurnowl liit nime; kdiyouvi Mma leen paal kurnowl me tdit nenni ndee in. 
ROM.6.10	Mma diyo ki kdiyou ava Mma ngi pnu ktong tha vei khat pangngi mii mkheng tummi kdiyou kurthuwk, pdainu kringki Mma rinkhu ava Isowr hin tha kring kcha kurthuwk. 
