GEN.1.1	La început Dumnezeu a creat cerul și pământul.
1CH.20.7	Dar când a sfidat pe Israel, Ionatan, fiul lui Șimea, fratele lui David, l-a ucis.
1CH.20.8	Aceștia li s-au născut uriașilor în Gat; și au căzut de mâna lui David și de mâna servitorilor lui.
1CH.21.1	Și Satan s-a ridicat împotriva lui Israel și a provocat pe David să numere Israelul.
1CH.21.2	Și David a spus lui Ioab și conducătorilor poporului: Duceți-vă, numărați Israelul de la Beer-Șeba până la Dan și aduceți-mi numărul, ca să 
1CH.21.3	Și Ioab a răspuns: DOMNUL să facă poporul lui de o sută de ori mai mulți decât 
1CH.21.4	Totuși cuvântul împăratului a învins împotriva lui Ioab. De aceea Ioab s-a depărtat și a mers prin tot Israelul și a venit la Ierusalim.
1CH.21.5	Și Ioab a dat lui David suma numărului poporului. Și toți 
1CH.21.6	Dar pe Levi și Beniamin nu i-a numărat printre ei, căci cuvântul împăratului îi era urât lui Ioab.
1CH.21.7	Și Dumnezeu a fost nemulțumit cu acest lucru; de aceea a lovit pe Israel.
1CH.21.8	Și David i-a spus lui Dumnezeu: Am păcătuit mult făcând acest lucru, dar acum, te implor, îndepărtează nelegiuirea servitorului tău; căci m-am purtat foarte prostește.
1CH.21.9	Și DOMNUL a vorbit lui Gad, văzătorul lui David, spunând:
1CH.21.10	Du-te și spune-i lui David, zicând: Astfel spune DOMNUL, îți ofer trei 
1CH.21.11	Astfel Gad a venit la David și i-a zis: Astfel spune DOMNUL: Alege-ți.
1CH.21.12	Ori trei ani de foamete; sau trei luni să fii nimicit înaintea dușmanilor tăi, timp în care sabia dușmanilor tăi să 
1CH.21.13	Și David i-a spus lui Gad: Sunt într-o mare strâmtoare, lasă-mă să cad acum în mâna DOMNULUI, căci foarte multe sunt îndurările lui, dar nu mă lăsa să cad în mâna omului.
1CH.21.14	Astfel DOMNUL a trimis ciuma peste Israel; și au căzut din Israel șaptezeci de mii de bărbați.
1CH.21.15	Și Dumnezeu a trimis un înger la Ierusalim să îl nimicească; și cum îl nimicea, DOMNUL a privit și s-a pocăit de rău și a spus îngerului care nimicea: Este destul, oprește-ți mâna. Și îngerul DOMNULUI a stat lângă aria de vânturare a lui Ornan iebusitul.
1CH.21.16	Și David și-a ridicat ochii și a văzut pe îngerul DOMNULUI stând între pământ și cer, având o sabie scoasă în mâna lui întinsă peste Ierusalim. Atunci David și bătrânii 
1CH.21.17	Și David i-a spus lui Dumnezeu: Nu 
1CH.21.18	Atunci îngerul DOMNULUI a poruncit lui Gad să spună lui David, ca David să urce și să așeze un altar DOMNULUI în aria de vânturare a lui Ornan iebusitul.
1CH.21.19	Și David s-a urcat la spusa lui Gad, pe care a vorbit-o în numele DOMNULUI.
1CH.21.20	Și Ornan s-a întors înapoi și a văzut îngerul; și cei patru fii ai lui, cu el, s-au ascuns. Și Ornan vântura grâul.
1CH.21.21	Și cum David venea la Ornan, Ornan a privit și a văzut pe David, și a ieșit din aria de vânturat și s-a prosternat lui David, cu fața 
1CH.21.22	Atunci David i-a spus lui Ornan: Dă-mi locul 
1CH.21.23	Și Ornan i-a spus lui David: Ia-ți-
1CH.21.24	Și împăratul David i-a spus lui Ornan: Nu, ci cu adevărat îl voi cumpăra pentru prețul întreg, căci nu voi lua 
1CH.21.25	Astfel David i-a dat lui Ornan pentru loc șase sute de șekeli de aur cântăriți.
1CH.21.26	Și David a zidit acolo un altar DOMNULUI și a oferit ofrande arse și ofrande de pace și a chemat pe DOMNUL; iar el i-a răspuns din cer prin foc peste altarul ofrandei arse.
1CH.21.27	Și DOMNUL a poruncit îngerului; iar și el și-a pus sabia, din nou, în teacă.
1CH.21.28	În acel timp când David a văzut că DOMNUL i-a răspuns în aria de vânturare a lui Ornan iebusitul, atunci a sacrificat acolo.
1CH.21.29	Fiindcă tabernacolul DOMNULUI, pe care Moise l-a făcut în pustiu și altarul ofrandei arse, 
1CH.21.30	Dar David nu a putut merge înaintea lui să ceară sfat de la Dumnezeu, fiindcă s-a temut din cauza sabiei îngerului DOMNULUI.
1CH.22.1	Atunci David a spus: Aceasta 
1CH.22.2	Și David a poruncit să adune pe străinii care 
1CH.22.3	Și David a pregătit fier din abundență, pentru cuie, pentru ușile porților și pentru îmbinări; și aramă din abundență, fără cântărire;
1CH.22.4	De asemenea cedri din abundență, căci sidonienii și cei din Tir au adus mult lemn de cedru lui David.
1CH.22.5	Și David a spus: Solomon, fiul meu, 
1CH.22.6	Atunci a chemat pe fiul său, Solomon și i-a poruncit să construiască o casă pentru DOMNUL Dumnezeul lui Israel.
1CH.22.7	Și David i-a spus lui Solomon: Fiul meu, cât despre mine, a fost în mintea mea să construiesc o casă numelui DOMNULUI Dumnezeul meu,
1CH.22.8	Dar cuvântul DOMNULUI a venit la mine, spunând: Tu ai vărsat mult sânge și ai făcut războaie mari, să nu construiești o casă numelui meu, deoarece ai vărsat mult sânge pe pământ înaintea mea.
1CH.22.9	Iată, ți se va naște un fiu care va fi un bărbat al odihnei; și îi voi da odihnă față de toți dușmanii lui de jur împrejur, fiindcă numele lui va fi Solomon și voi da pace și liniște lui Israel în zilele lui.
1CH.22.10	El va construi o casă numelui meu; și el va fi fiul meu și eu 
1CH.22.11	Și fiul meu, DOMNUL fie cu tine și să prosperi și să construiești casa DOMNULUI Dumnezeul tău, așa cum ți-a spus.
1CH.22.12	Numai DOMNUL să îți dea înțelepciune și înțelegere și să îți dea poruncă referitor la Israel, ca să ții legea DOMNULUI Dumnezeu.
1CH.22.13	Atunci vei prospera, dacă vei lua seama să împlinești statutele și judecățile pe care DOMNUL le-a poruncit lui Moise referitor la Israel; întărește-te și încurajează-te, nu te înspăimânta, nici nu te descuraja.
1CH.22.14	Și, iată, în necazul meu am pregătit pentru casa DOMNULUI o sută de mii de talanți de aur și o mie de mii de talanți de argint; și de aramă și fier fără cântărire, căci este din abundență, lemnărie de asemenea și piatră am pregătit; și tu poți să adaugi la acestea.
1CH.22.15	Mai mult, 
1CH.22.16	Cât despre aur, argint și aramă și fier, nu 
1CH.22.17	David de asemenea a poruncit tuturor prinților lui Israel să ajute pe Solomon fiul său, 
1CH.22.18	Nu 
1CH.22.19	Acum puneți-vă inima și sufletul să căutați pe DOMNUL Dumnezeul vostru; ridicați-vă de aceea și construiți sanctuarul DOMNULUI Dumnezeu, pentru a aduce chivotul legământului DOMNULUI și vasele sfinte ale lui Dumnezeu, în casa care va fi construită pentru numele DOMNULUI.
1CH.23.1	Astfel când David a fost bătrân și plin de zile, l-a făcut pe Solomon, fiul său, împărat peste Israel.
1CH.23.2	Și a strâns pe toți prinții lui Israel, cu preoții și leviții.
1CH.23.3	Și leviții erau numărați de la vârsta de treizeci de ani în sus; și numărul lor pe capii lor, bărbat cu bărbat, era de treizeci și opt de mii.
1CH.23.4	Din care, douăzeci și patru de mii 
1CH.23.5	Mai mult, patru mii 
1CH.23.6	Și David i-a împărțit în rânduri printre fiii lui Levi: Gherșon, Chehat și Merari.
1CH.23.7	Dintre gherșoniți 
1CH.23.8	Fiii lui Laadan: mai marele 
1CH.23.9	Fiii lui Șimei: Șelomit și Haziel și Haran, trei. Aceștia 
1CH.23.10	Și fiii lui Șimei: Iahat, Zina și Ieuș și Beria. Aceștia patru 
1CH.23.11	Și Iahat era mai marele și Zina, al doilea; dar Ieuș și Beria nu au avut mulți fii; de aceea erau într-o singură socotire, conform cu casa tatălui 
1CH.23.12	Fiii lui Chehat: Amram, Ițehar, Hebron și Uziel, patru.
1CH.23.13	Fiii lui Amram: Aaron și Moise; și Aaron era pus deoparte ca să sfințească lucrurile preasfinte, el și fiii lui pentru totdeauna, să ardă tămâie înaintea DOMNULUI, să îi servească și să binecuvânteze numele lui pentru totdeauna.
1CH.23.14	Și, 
1CH.23.15	Fiii lui Moise 
1CH.23.16	Dintre fiii lui Gherșom, Șebuel 
1CH.23.17	Și fiii lui Eliezer 
1CH.23.18	Dintre fiii lui Ițehar: Șelomit 
1CH.23.19	Dintre fiii lui Hebron: Ieriia, întâiul; Amaria, al doilea; Iahaziel, al treilea; și Iecameam, al patrulea.
1CH.23.20	Dintre fiii lui Uziel: Mica, întâiul; și Iesia, al doilea.
1CH.23.21	Fiii lui Merari: Mahli și Muși. Fiii lui Mahli: Eleazar și Chiș.
1CH.23.22	Și Eleazar a murit și nu a avut fii, ci fiice; și frații lor, fiii lui Chiș, le-au luat.
1CH.23.23	Fiii lui Muși: Mahli și Eder și Ieremot, trei.
1CH.23.24	Aceștia 
1CH.23.25	Fiindcă David a spus: DOMNUL Dumnezeul lui Israel a dat odihnă poporului său, să locuiască în Ierusalim pentru totdeauna;
1CH.23.26	Și de asemenea leviților, nu vor 
1CH.23.27	Căci prin ultimul cuvânt al lui David leviții 
1CH.23.28	Deoarece serviciul lor 
1CH.23.29	Deopotrivă pentru pâinile punerii înainte și pentru floarea făinii pentru darul de mâncare și pentru turtele nedospite și pentru 
1CH.23.30	Și să stea în picioare în fiecare dimineață să mulțumească și să laude pe DOMNUL și la fel seara;
1CH.23.31	Și să ofere, continuu înaintea DOMNULUI, toate sacrificiile arse DOMNULUI în sabate, în lunile noi și la sărbătorile rânduite, prin număr, conform ordinului poruncit lor;
1CH.23.32	Și să țină porunca tabernacolului întâlnirii și porunca 
1CH.24.1	Și 
1CH.24.2	Dar Nadab și Abihu au murit înaintea tatălui lor și nu au avut copii, de aceea Eleazar și Itamar au făcut serviciul de preot.
1CH.24.3	Și David i-a împărțit, pe Țadoc, dintre fiii lui Eleazar; și Ahimelec, dintre fiii lui Itamar, conform rânduielii lor, în serviciul lor.
1CH.24.4	Și s-au găsit mai mulți bărbați de seama dintre fiii lui Eleazar apoi dintre fiii lui Itamar; și 
1CH.24.5	Astfel au fost ei împărțiți prin sorț, unul cu altul; fiindcă guvernatorii sanctuarului și guvernatorii 
1CH.24.6	Și Șemaia, fiul lui Netaneel, scribul, 
1CH.24.7	Și primul sorț i-a ieșit lui Iehoiarib, al doilea lui Iedaia,
1CH.24.8	Al treilea lui Harim, al patrulea lui Seorim,
1CH.24.9	Al cincilea lui Malchia, al șaselea lui Miiamin,
1CH.24.10	Al șaptelea lui Hacoț, al optulea lui Abiia,
1CH.24.11	Al nouălea lui Ieșua, al zecelea lui Șecania,
1CH.24.12	Al unsprezecelea lui Eliașib, al doisprezecelea lui Iachim,
1CH.24.13	Al treisprezecelea lui Hupa, al paisprezecelea lui Ieșebeab,
1CH.24.14	Al cincisprezecelea lui Bilga, al șaisprezecelea lui Imer,
1CH.24.15	Al șaptesprezecelea lui Hezir, al optsprezecelea lui Afses,
1CH.24.16	Al nouăsprezecelea lui Petahia, al douăzecilea lui Iehezechel,
1CH.24.17	Al douăzeci și unulea lui Iachin, al douăzeci și doilea lui Gamul,
1CH.24.18	Al douăzeci și treilea lui Delaia, al douăzeci și patrulea lui Maazia.
1CH.24.19	Aceasta 
1CH.24.20	Și restul fiilor lui Levi 
1CH.24.21	Referitor la Rehabia, dintre fiii lui Rehabia, întâiul 
1CH.24.22	Dintre ițehariți: Șelomot; dintre fiii lui Șelomot: Iahat.
1CH.24.23	Și fiii 
1CH.24.25	Fratele lui Mica 
1CH.24.26	Fiii lui Merari 
1CH.24.27	Fiii lui Merari prin Iaazia: Beno și Șoham și Zacur și Ibri.
1CH.24.28	Din Mahli 
1CH.24.29	Referitor la Chiș, fiul lui Chiș 
1CH.24.30	De asemenea fiii lui Muși: Mahli și Eder și Ierimot. Aceștia 
1CH.24.31	Aceștia de asemenea au aruncat sorți împreună cu frații lor, fiii lui Aaron, în prezența împăratului David și a lui Țadoc și a lui Ahimelec și a mai marelui părinților preoților și leviților, părinții mai mari împreună cu frații lor mai tineri.
1CH.25.1	Mai mult, David și căpeteniile oștirii au pus deoparte pentru serviciu pe fiii lui Asaf și ai lui Heman și ai lui Iedutun, care să profețească cu harpe, cu psalterioane și cu chimvale; și numărul lucrătorilor conform serviciului lor era,
1CH.25.2	Dintre fiii lui Asaf: Zacur și Iosif și Netania și Așareela, fiii lui Asaf sub mâinile lui Asaf, care au profețit conform ordinului împăratului.
1CH.25.3	Din Iedutun, fiii lui Iedutun: Ghedalia și Zeri și Ieșaia, Hașabia și Matitia, șase, sub mâinile tatălui lor Iedutun, care a profețit cu harpă, pentru a da mulțumiri și a lăuda pe DOMNUL.
1CH.25.4	Din Heman, fiii lui Heman: Buchia, Matania, Uziel, Șebuel și Ierimot, Hanania, Hanani, Eliata, Ghidalti și Romamti-Ezer, Ioșbecașa, Maloti, Hotir 
1CH.25.5	Toți aceștia 
1CH.25.6	Toți aceștia 
1CH.25.7	Astfel numărul lor, cu frații lor care erau instruiți în cântările DOMNULUI, toți care erau iscusiți, era de două sute optzeci și opt.
1CH.25.8	Și au aruncat sorți, pentru fiecare serviciu, 
1CH.25.9	Și primul sorț a ieșit pentru Asaf lui Iosif; al doilea lui Ghedalia, care cu frații săi și fiii săi 
1CH.25.10	Al treilea lui Zacur, 
1CH.25.11	Al patrulea lui Ițeri, 
1CH.25.12	Al cincilea lui Netania, 
1CH.25.13	Al șaselea lui Buchia, 
1CH.25.14	Al șaptelea lui Iesareela, 
1CH.25.15	Al optulea lui Ieșaia, 
1CH.25.16	Al nouălea lui Matania, 
1CH.25.17	Al zecelea lui Șimei, 
1CH.25.18	Al unsprezecelea lui Azareel, 
1CH.25.19	Al doisprezecelea lui Hașabia, 
1CH.25.20	Al treisprezecelea lui Șubael, 
1CH.25.21	Al paisprezecelea lui Matitia, 
1CH.25.22	Al cincisprezecelea lui Ieremot, 
1CH.25.23	Al șaisprezecelea lui Hanania, 
1CH.25.24	Al șaptesprezecelea lui Ioșbecașa, 
1CH.25.25	Al optsprezecelea lui Hanani, 
1CH.25.26	Al nouăsprezecelea lui Maloti, 
1CH.25.27	Al douăzecilea lui Eliata, 
1CH.25.28	Al douăzeci și unulea lui Hotir, 
1CH.25.29	Al douăzeci și doilea lui Ghidalti, 
1CH.25.30	Al douăzeci și treilea lui Mahaziot, 
1CH.25.31	Al douăzeci și patrulea lui Romamti-Ezer, 
1CH.26.1	Referitor la cetele portarilor, dintre coreiți 
1CH.26.2	Și fiii lui Meșelemia 
1CH.26.3	Elam, al cincilea; Iohanan, al șaselea; Elioenai al șaptelea.
1CH.26.4	Mai mult, fiii lui Obed-Edom 
1CH.26.5	Amiel, al șaselea; Isahar, al șaptelea; Peultai, al optulea, fiindcă Dumnezeu l-a binecuvântat.
1CH.26.6	De asemenea fiilor lui Șemaia li s-au născut fii, care au condus în toată casa tatălui lor: fiindcă 
1CH.26.7	Fiii lui Șemaia: Otni și Refael și Obed 
1CH.26.8	Toți aceștia dintre fiii lui Obed-Edom: ei și fiii lor și frații lor, bărbați capabili 
1CH.26.9	Și Meșelemia a avut fii și frați, bărbați tari, optsprezece.
1CH.26.10	De asemenea Hosa, dintre copiii lui Merari, a avut fii; mai marele Șimri, (căci 
1CH.26.11	Hilchia, al doilea; Tebalia, al treilea; Zaharia, al patrulea: toți fiii și frații lui Hosa 
1CH.26.12	Dintre aceștia 
1CH.26.13	Și au aruncat sorți, și cei mici și cei mari, conform casei părinților lor, pentru fiecare poartă.
1CH.26.14	Și sorțul spre est i-a căzut lui Șelemia. Apoi pentru Zaharia, fiul său, un sfătuitor înțelept, au aruncat sorți; și sorțul său a ieșit spre nord.
1CH.26.15	Lui Obed-Edom spre sud; iar fiilor lui, casa lui Asupim.
1CH.26.16	Lui Șupim și lui Hosa 
1CH.26.17	Spre est 
1CH.26.18	La Parbar spre vest, patru la calea largă și doi la Parbar.
1CH.26.19	Acestea 
1CH.26.20	Și dintre leviți, Ahiia 
1CH.26.22	Fiii lui Iehieli: Zetam și Ioel, fratele său, 
1CH.26.23	Dintre amramiți și ițehariți, hebroniți și uzieliți;
1CH.26.24	Și Șebuel, fiul lui Gherșom, fiul lui Moise, 
1CH.26.25	Și frații săi prin Eliezer: Rehabia, fiul său; și Ieșaia, fiul său; și Ioram, fiul său; și Zicri, fiul său; și Șelomit, fiul său.
1CH.26.26	Acest Șelomit și frații săi 
1CH.26.28	Și tot ceea ce Samuel, văzătorul, și Saul, fiul lui Chiș, și Abner, fiul lui Ner, și Ioab, fiul Țeruiei, au dedicat și oricine dedicase 
1CH.26.29	Dintre ițehariți: Chenania și fiii săi 
1CH.26.31	Printre hebroniți 
1CH.26.32	Și frații săi, bărbați viteji, 
1CH.27.1	Și copiii lui Israel, după numărul lor, adică părinții mai mari și căpeteniile peste mii și sute și administratorii lor care au servit pe împărat în orice lucru al rândurilor, care au intrat și au ieșit, lună de lună, în toate lunile anului, în fiecare rând 
1CH.27.2	Peste primul rând pentru luna întâi 
1CH.27.3	Mai marele tuturor căpeteniilor oștirii a fost, în prima lună, dintre copiii lui Pereț.
1CH.27.4	Și peste rândul lunii a doua 
1CH.27.5	A treia căpetenie a oștirii pentru a treia lună 
1CH.27.6	Acesta 
1CH.27.7	A patra 
1CH.27.8	A cincea căpetenie, pentru luna a cincea, 
1CH.27.9	A șasea 
1CH.27.10	A șaptea 
1CH.27.11	A opta 
1CH.27.12	A noua 
1CH.27.13	A zecea 
1CH.27.14	A unsprezecea 
1CH.27.15	A douăsprezecea 
1CH.27.16	Mai mult, peste triburile lui Israel, conducătorul rubeniților 
1CH.27.17	Dintre leviți: Hașabia, fiul lui Chemuel; dintre aaroniți: Țadoc;
1CH.27.18	Din Iuda: Elihu, 
1CH.27.19	Din Zabulon: Ișemaia, fiul lui Obadia; din Neftali: Ierimot, fiul lui Azriel;
1CH.27.20	Dintre copiii lui Efraim: Hoșea, fiul lui Azazia; din jumătatea tribului lui Manase: Ioel, fiul lui Pedaia;
1CH.27.21	Din jumătatea 
1CH.27.22	Din Dan: Azareel, fiul lui Ieroham. Aceștia 
1CH.27.23	Dar David nu a luat numărul lor de la vârsta de douăzeci de ani în jos; deoarece DOMNUL spusese că va înmulți pe Israel ca stelele cerurilor.
1CH.27.24	Ioab, fiul Țeruiei, a început să numere, dar nu a terminat, deoarece acolo a fost furia 
1CH.27.25	Și peste tezaurele împăratului 
