GEN.1.1	La început
PSA.40.9	Tu
PSA.40.10	Nu
PSA.40.10	ci vestesc adevărul tău și mântuirea Ta
PSA.40.10	și nu ascund bunătatea și credincioșia Ta în adunarea cea mare.
PSA.40.11	Tu, Doamne, nu-mi vei opri îndurările Tale,
PSA.40.11	ci bunătatea
PSA.40.12	Căci rele fără număr mă împresoară,
PSA.40.12	m-au ajuns
PSA.40.12	Sunt mai multe decât perii capului meu și mi se înmoaie
PSA.40.13	Izbăvește-mă
PSA.40.13	Vino, Doamne, degrabă în ajutorul meu!
PSA.40.14	Să fie rușinaţi
PSA.40.14	toţi cei ce vor să-mi ia viaţa!
PSA.40.14	Să dea înapoi și să roșească de rușine
PSA.40.14	cei ce-mi doresc pierzarea!
PSA.40.15	Să
PSA.40.15	cei ce-mi zic: „Ha! Ha!”
PSA.40.16	Să se bucure
PSA.40.16	Cei ce iubesc mântuirea Ta să zică
PSA.40.16	„Mărit să fie Domnul!”
PSA.40.17	Eu
PSA.40.17	dar Domnul
PSA.40.17	Tu ești ajutorul și izbăvitorul meu:
PSA.40.17	nu zăbovi, Dumnezeule!
PSA.41.1	Ferice de cel
PSA.41.1	căci în ziua nenorocirii Domnul îl izbăvește;
PSA.41.2	Domnul îl păzește și-l ţine în viaţă.
PSA.41.2	El este fericit pe pământ
PSA.41.2	și nu-l
PSA.41.3	Domnul îl sprijină când este pe patul de suferinţă:
PSA.41.3	îi ușurezi durerile în toate bolile lui.
PSA.41.4	Eu zic: „Doamne, ai milă de mine!
PSA.41.4	Vindecă-mi
PSA.41.5	Vrăjmașii mei zic cu răutate despre mine:
PSA.41.5	„Când va muri? Când îi va pieri numele?”
PSA.41.6	Dacă vine cineva să mă vadă, vorbește
PSA.41.6	strânge temeiuri ca să mă vorbească de rău;
PSA.41.6	și când pleacă, mă vorbește de rău pe afară.
PSA.41.7	Toţi vrăjmașii mei șoptesc între ei împotriva mea
PSA.41.7	și cred că nenorocirea mea îmi va aduce pieirea.
PSA.41.8	„Este atins rău de tot”, zic ei,
PSA.41.8	„iată-l culcat, n-are să se mai scoale!”
PSA.41.9	Chiar
PSA.41.9	în care îmi puneam încrederea și care
PSA.41.9	ridică și el călcâiul împotriva mea.
PSA.41.10	Dar Tu, Doamne, ai milă de mine și ridică-mă,
PSA.41.10	ca să le răsplătesc cum li se cuvine!
PSA.41.11	Prin aceasta voi cunoaște că mă iubești,
PSA.41.11	dacă nu mă va birui vrăjmașul meu.
PSA.41.12	Tu m-ai sprijinit din pricina neprihănirii mele
PSA.41.12	și m-ai
PSA.41.13	Binecuvântat
PSA.41.13	din veșnicie în veșnicie!
PSA.41.13	Amin! Amin!
PSA.42.1	Cum dorește un cerb izvoarele de apă,
PSA.42.1	așa Te dorește sufletul meu pe Tine, Dumnezeule!
PSA.42.2	Sufletul
PSA.42.2	când mă voi duce și mă voi arăta înaintea lui Dumnezeu?
PSA.42.3	Cu lacrimi
PSA.42.3	când mi se zice fără încetare
PSA.42.4	Mi-aduc aminte și-mi vărs
PSA.42.4	când mă gândesc cum mergeam înconjurat de mulţime
PSA.42.4	și cum înaintam
PSA.42.4	în mijlocul strigătelor de bucurie și mulţumire
PSA.42.4	ale unei mulţimi în sărbătoare.
PSA.42.5	Pentru ce
PSA.42.5	Nădăjduiește
PSA.42.5	El este mântuirea mea și Dumnezeul meu.
PSA.42.6	Îmi este mâhnit sufletul în mine, Dumnezeule,
PSA.42.6	de aceea la Tine mă gândesc din ţara Iordanului,
PSA.42.6	din Hermon și din muntele Miţear.
PSA.42.7	Un val
PSA.42.7	toate
PSA.42.8	Ziua, Domnul îmi dădea
PSA.42.8	iar noaptea
PSA.42.8	și înălţam o rugăciune Dumnezeului vieţii mele.
PSA.42.9	De aceea zic lui Dumnezeu, Stânca mea: „Pentru ce mă uiţi?
PSA.42.9	Pentru ce
PSA.42.10	Parcă mi se sfărâmă oasele cu sabia când mă batjocoresc vrăjmașii mei
PSA.42.10	și-mi zic neîncetat
PSA.42.11	Pentru ce
PSA.42.11	Nădăjduiește în Dumnezeu, căci iarăși Îl voi lăuda;
PSA.42.11	El este mântuirea mea și Dumnezeul meu.
PSA.43.1	Fă-mi
PSA.43.1	Izbăvește-mă de oamenii plini de vicleșug și de fărădelege!
PSA.43.2	Tu ești Dumnezeul care mă ocrotește
PSA.43.2	Pentru ce
PSA.43.3	Trimite
PSA.43.3	și să mă ducă la muntele
PSA.43.3	și la locașurile Tale!
PSA.43.4	Atunci voi merge la altarul lui Dumnezeu,
PSA.43.4	la altarul lui Dumnezeu, care este bucuria și veselia mea,
PSA.43.4	și Te voi lăuda cu harpa, Dumnezeule, Dumnezeul meu!
PSA.43.5	Pentru ce
PSA.43.5	Nădăjduiește în Dumnezeu, căci iarăși Îl voi lăuda:
PSA.43.5	El este mântuirea mea și Dumnezeul meu.
PSA.44.1	Dumnezeule, am auzit cu urechile noastre și părinţii
PSA.44.1	lucrările pe care le-ai făcut pe vremea lor, în zilele de odinioară.
PSA.44.2	Cu mâna Ta
PSA.44.2	ai lovit popoare ca să-i întinzi pe ei.
PSA.44.3	Căci nu
PSA.44.3	nu braţul lor i-a mântuit,
PSA.44.3	ci dreapta Ta, braţul Tău, lumina Feţei Tale,
PSA.44.3	pentru că
PSA.44.4	Dumnezeule, Tu
PSA.44.4	poruncește izbăvirea lui Iacov!
PSA.44.5	Cu Tine doborâm
PSA.44.5	cu Numele Tău zdrobim pe potrivnicii noștri.
PSA.44.6	Căci nu
PSA.44.6	nu sabia mea mă va scăpa;
PSA.44.7	ci Tu ne izbăvești de vrăjmașii noștri
PSA.44.7	și dai de rușine pe
PSA.44.8	Noi, în fiecare zi, ne lăudăm cu Dumnezeu
PSA.44.9	Dar Tu ne lepezi
PSA.44.9	nu mai ieși cu oștirile noastre;
PSA.44.10	ne faci să dăm
PSA.44.10	și cei ce ne urăsc ridică prăzi luate de la noi.
PSA.44.11	Ne dai
PSA.44.11	și ne
PSA.44.12	Vinzi
PSA.44.12	și nu-l socotești de mare preţ.
PSA.44.13	Ne faci
PSA.44.13	de batjocura și de râsul celor ce ne înconjoară.
PSA.44.14	Ne faci
PSA.44.14	și
PSA.44.15	Ocara mea este totdeauna înaintea mea
PSA.44.15	și rușinea îmi acoperă faţa
PSA.44.16	la
PSA.44.16	la vederea vrăjmașului și răzbunătorului.
PSA.44.17	Toate acestea ni se întâmplă
PSA.44.17	fără să fi călcat legământul Tău:
PSA.44.18	da, inima nu ni s-a abătut,
PSA.44.18	pașii
PSA.44.19	ca
PSA.44.19	și să ne acoperi cu
PSA.44.20	Dacă am fi uitat Numele Dumnezeului nostru
PSA.44.20	și ne-am fi întins
PSA.44.21	n-ar ști
PSA.44.21	El, care cunoaște tainele inimii?
PSA.44.22	Dar
PSA.44.22	suntem priviţi ca niște oi sortite pentru măcelărie.
PSA.44.23	Trezește-Te
PSA.44.23	Trezește-Te! Nu
PSA.44.24	Pentru ce
PSA.44.24	Pentru ce uiţi de nenorocirea și apăsarea noastră?
PSA.44.25	Căci sufletul ne este doborât
PSA.44.25	trupul nostru este lipit de pământ.
PSA.44.26	Scoală-Te ca să ne ajuţi!
PSA.44.26	Izbăvește-ne, pentru bunătatea Ta!
PSA.45.1	Cuvinte pline de farmec îmi clocotesc în inimă
PSA.45.1	și zic: „Lucrarea mea de laudă este pentru Împăratul!”
PSA.45.1	Ca pana unui scriitor iscusit să-mi fie limba!
PSA.45.2	Tu ești cel mai frumos dintre oameni,
PSA.45.2	harul
PSA.45.2	de aceea te-a binecuvântat Dumnezeu pe vecie.
PSA.45.3	Războinic viteaz
PSA.45.3	– podoaba și slava,
PSA.45.4	da, slava
PSA.45.4	apără adevărul, blândeţea și neprihănirea,
PSA.45.4	și dreapta ta să strălucească prin isprăvi minunate!
PSA.45.5	Săgeţile tale sunt ascuţite:
PSA.45.5	sub tine vor cădea popoare
PSA.45.5	și săgeţile tale vor străpunge inima vrăjmașilor împăratului.
PSA.45.6	Scaunul
PSA.45.6	toiagul de domnie al Împărăţiei Tale este un toiag de dreptate.
PSA.45.7	Tu
PSA.45.7	De aceea, Dumnezeule
PSA.45.7	cu un untdelemn de bucurie
PSA.45.7	presus decât pe tovarășii Tăi de slujbă.
PSA.45.8	Smirna
PSA.45.8	în casele tale împărătești de fildeș, te înveselesc instrumentele cu coarde.
PSA.45.9	Printre preaiubitele tale sunt fete
PSA.45.9	împărăteasa
PSA.45.10	Ascultă, fiică, vezi și pleacă-ţi urechea;
PSA.45.10	uită
PSA.45.11	Și atunci, împăratul îţi va pofti frumuseţea.
PSA.45.11	Și fiindcă este domnul
PSA.45.12	Și fiica Tirului, și cele mai bogate
PSA.45.12	cu daruri ca să capete bunăvoinţa ta.
PSA.45.13	Fata
PSA.45.13	ea poartă o haină ţesută cu aur.
PSA.45.14	Este adusă înaintea împăratului îmbrăcată cu
PSA.45.14	și urmată de fete, însoţitoarele ei, care sunt aduse la tine.
PSA.45.15	Ele sunt duse în mijlocul bucuriei și veseliei
PSA.45.15	și intră în casa împăratului.
PSA.45.16	Copiii tăi vor lua locul părinţilor tăi;
PSA.45.16	îi
PSA.45.17	Din neam în neam îţi voi
PSA.45.17	de aceea în veci de veci te vor lăuda popoarele.
PSA.46.1	Dumnezeu este adăpostul
PSA.46.1	un ajutor
PSA.46.2	De aceea nu ne temem chiar dacă s-ar zgudui pământul
PSA.46.2	și s-ar clătina munţii în inima mărilor,
PSA.46.3	chiar
PSA.46.3	și s-ar ridica până acolo de să se cutremure munţii. 
PSA.46.4	Este un râu
PSA.46.4	sfântul locaș al locuinţelor Celui Preaînalt.
PSA.46.5	Dumnezeu este în
PSA.46.5	Dumnezeu o ajută în revărsatul zorilor.
PSA.46.6	Neamurile
PSA.46.6	dar glasul Lui răsună, și pământul
PSA.46.7	Domnul
PSA.46.7	Dumnezeul lui Iacov este un turn de scăpare pentru noi. 
PSA.46.8	Veniţi
PSA.46.8	pustiirile pe care le-a făcut El pe pământ.
PSA.46.9	El
PSA.46.9	El a sfărâmat
PSA.46.10	„Opriţi-vă și să știţi că Eu sunt Dumnezeu:
PSA.46.10	Eu stăpânesc
PSA.46.10	Eu stăpânesc pe pământ.”
PSA.46.11	Domnul
PSA.46.11	Dumnezeul lui Iacov este un turn de scăpare pentru noi. 
PSA.47.1	Bateţi
PSA.47.1	Înălţaţi lui Dumnezeu strigăte de bucurie!
PSA.47.2	Căci Domnul, Cel Preaînalt, este înfricoșat
PSA.47.2	El este Împărat
PSA.47.3	El
PSA.47.3	El pune neamurile sub picioarele noastre.
PSA.47.4	El ne alege moștenirea
PSA.47.4	slava lui Iacov, pe care-l iubește. 
PSA.47.5	Dumnezeu Se suie
PSA.47.5	Domnul înaintează în sunetul trâmbiţei.
PSA.47.6	Cântaţi lui Dumnezeu, cântaţi!
PSA.47.6	Cântaţi Împăratului nostru, cântaţi!
PSA.47.7	Căci
PSA.47.7	cântaţi
PSA.47.8	Dumnezeu
PSA.47.8	Dumnezeu șade pe scaunul Lui de domnie cel sfânt.
PSA.47.9	Domnitorii popoarelor se adună împreună
PSA.47.9	cu poporul
PSA.47.9	căci
PSA.47.9	El este mai înalt și mai presus de orice.
PSA.48.1	Mare este Domnul și lăudat de toţi
PSA.48.1	în
PSA.48.2	Frumoasă
PSA.48.2	în
PSA.48.3	Dumnezeu, în casele Lui împărătești, este cunoscut ca un turn de scăpare.
PSA.48.4	Căci iată că împăraţii
PSA.48.4	doar au trecut împreună,
PSA.48.5	au privit-o, au înlemnit,
PSA.48.5	s-au temut și au luat-o la fugă.
PSA.48.6	I-a apucat
PSA.48.6	ca durerea
PSA.48.7	Au fost izgoniţi de parcă ar fi fost luaţi de
PSA.48.7	care sfărâmă
PSA.48.8	Întocmai cum auziserăm spunându-se, așa am văzut
PSA.48.8	în cetatea
PSA.48.8	Dumnezeu o va face să dăinuiască
PSA.48.9	Dumnezeule, la bunătatea
PSA.48.9	în mijlocul Templului Tău!
PSA.48.10	Ca și Numele
PSA.48.10	și lauda Ta răsună până la marginile pământului;
PSA.48.10	dreapta Ta este plină de îndurare.
PSA.48.11	Se bucură muntele Sionului
PSA.48.11	și se veselesc fiicele lui Iuda
PSA.48.11	de judecăţile Tale.
PSA.48.12	Străbateţi Sionul și ocoliţi-l,
PSA.48.12	număraţi-i turnurile,
PSA.48.13	priviţi-i întăritura
PSA.48.13	și cercetaţi-i palatele,
PSA.48.13	ca să povestiţi celor ce vor veni după ei!
PSA.48.14	Iată, Dumnezeul acesta este Dumnezeul nostru în veci de veci;
PSA.48.14	El va fi călăuza noastră
PSA.49.1	Ascultaţi lucrul acesta, toate popoarele,
PSA.49.1	luaţi aminte, toţi locuitorii lumii:
PSA.49.2	mici
PSA.49.2	bogaţi și săraci!
PSA.49.3	Gura mea va vorbi cuvinte înţelepte
PSA.49.3	și inima mea are gânduri pline de judecată.
PSA.49.4	Eu îmi plec
PSA.49.4	îmi încep cântarea în sunetul harpei.
PSA.49.5	Pentru ce să mă tem în zilele nenorocirii,
PSA.49.5	când mă înconjoară nelegiuirea
PSA.49.6	Ei se încred
PSA.49.6	și se fălesc cu bogăţia lor cea mare.
PSA.49.7	Dar nu pot să se răscumpere unul pe altul,
PSA.49.7	nici să dea
PSA.49.8	Răscumpărarea
PSA.49.8	că nu se va face niciodată.
PSA.49.9	Nu vor trăi pe vecie,
PSA.49.9	nu pot să
PSA.49.10	Da, îl vor vedea: căci înţelepţii
PSA.49.10	nebunul și prostul deopotrivă pier
PSA.49.10	și
PSA.49.11	Ei își închipuie că veșnice le vor fi casele,
PSA.49.11	că locuinţele lor vor dăinui din veac în veac,
PSA.49.11	ei, care dau
PSA.49.12	Dar omul pus în
PSA.49.12	ci este ca dobitoacele care se taie.
PSA.49.13	Iată ce soartă au ei, cei plini de atâta încredere
PSA.49.13	precum și cei ce îi urmează, cărora le plac cuvintele lor. 
PSA.49.14	Sunt duși ca o turmă în Locuinţa morţilor,
PSA.49.14	îi paște moartea
PSA.49.14	și, în
PSA.49.14	li se duce frumuseţea
PSA.49.15	Dar mie Dumnezeu îmi va
PSA.49.15	căci mă va lua sub ocrotirea Lui. 
PSA.49.16	Nu te teme când se îmbogăţește cineva
PSA.49.16	și când i se înmulţesc vistieriile casei,
PSA.49.17	căci
PSA.49.17	vistieriile lui nu se coboară după el.
PSA.49.18	Să se tot creadă omul fericit
PSA.49.18	să se tot laude cu bucuriile pe care și le face,
PSA.49.19	căci tot în locuinţa părinţilor săi va
PSA.49.19	și nu va mai vedea lumina
PSA.49.20	Omul
PSA.49.20	este
PSA.50.1	Dumnezeu
PSA.50.1	și cheamă pământul de la răsăritul soarelui până la asfinţitul lui.
PSA.50.2	Din Sion, care este întruparea
PSA.50.2	de acolo strălucește Dumnezeu
PSA.50.3	Dumnezeul nostru vine și nu tace.
PSA.50.3	Înaintea Lui merge un foc
PSA.50.3	și împrejurul Lui, o furtună puternică.
PSA.50.4	El
PSA.50.4	și spre pământ, ca să judece pe poporul Său:
PSA.50.5	„Strângeţi-Mi pe credincioșii
PSA.50.5	care
PSA.50.6	Atunci, cerurile
PSA.50.6	căci Dumnezeu
PSA.50.7	„Ascultă
PSA.50.7	ascultă, Israele, și te voi înștiinţa!
PSA.50.7	Eu sunt Dumnezeu
PSA.50.8	Nu
PSA.50.8	căci arderile tale de tot sunt necurmat înaintea Mea.
PSA.50.9	Nu
PSA.50.9	nici ţapi din staulele tale.
PSA.50.10	Căci ale Mele sunt toate dobitoacele pădurilor,
PSA.50.10	toate fiarele munţilor cu miile lor.
PSA.50.11	Eu cunosc toate păsările de pe munţi
PSA.50.11	și tot ce se mișcă pe câmp este al Meu.
PSA.50.12	Dacă Mi-ar fi foame, nu ţi-aș spune ţie,
PSA.50.12	căci
PSA.50.13	Oare mănânc Eu carnea taurilor?
PSA.50.13	Oare beau Eu sângele ţapilor?
PSA.50.14	Adu ca jertfă
PSA.50.14	și împlinește-ţi
PSA.50.15	Cheamă-Mă
PSA.50.15	și Eu te voi izbăvi, iar tu Mă
PSA.50.16	Dumnezeu zice însă celui rău:
PSA.50.16	„Ce tot înșiri tu legile Mele
PSA.50.16	și ai în gură legământul Meu,
PSA.50.17	când
PSA.50.17	și arunci
PSA.50.18	Dacă vezi un hoţ, te unești
PSA.50.18	și te însoţești cu
PSA.50.19	Dai drumul gurii la rău
PSA.50.19	și limba ta
PSA.50.20	Stai și vorbești împotriva fratelui tău,
PSA.50.20	clevetești pe fiul mamei tale.
PSA.50.21	Iată ce ai făcut, și
PSA.50.21	Ţi-ai închipuit
PSA.50.21	Dar te
PSA.50.22	Luaţi seama dar, voi, care uitaţi
PSA.50.22	ca nu cumva să vă sfâșii și să nu fie nimeni să vă scape.
PSA.50.23	Cine
PSA.50.23	și celui
PSA.50.23	aceluia îi voi arăta mântuirea lui Dumnezeu.”
PSA.51.1	Ai milă de mine, Dumnezeule, în bunătatea Ta!
PSA.51.1	După îndurarea Ta cea mare, șterge
PSA.51.2	Spală-mă
PSA.51.2	și curăţește-mă de păcatul meu!
PSA.51.3	Căci îmi cunosc bine fărădelegile
PSA.51.3	și păcatul meu stă necurmat înaintea mea.
PSA.51.4	Împotriva Ta, numai
PSA.51.4	și am făcut ce este rău înaintea
PSA.51.4	așa că
PSA.51.4	și fără vină în judecata Ta.
PSA.51.5	Iată că
PSA.51.5	și
PSA.51.6	Dar Tu ceri ca adevărul să fie în adâncul
PSA.51.6	fă dar să pătrundă înţelepciunea înăuntrul meu!
PSA.51.7	Curăţește-mă
PSA.51.7	spală-mă și voi fi
PSA.51.8	Fă-mă să aud veselie și bucurie
PSA.51.8	și oasele pe care le-ai zdrobit Tu se
PSA.51.9	Întoarce-Ţi
PSA.51.9	șterge
PSA.51.10	Zidește în mine o inimă
PSA.51.10	pune în mine un duh nou și statornic!
PSA.51.11	Nu mă lepăda de la
PSA.51.11	și nu lua de la mine Duhul
PSA.51.12	Dă-mi iarăși bucuria mântuirii Tale
PSA.51.12	și sprijină-mă cu un duh
PSA.51.13	Atunci voi învăţa căile Tale pe cei ce le calcă,
PSA.51.13	și păcătoșii se vor întoarce la Tine.
PSA.51.14	Dumnezeule, Dumnezeul mântuirii mele! Izbăvește-mă de vina sângelui
PSA.51.14	și limba mea va lăuda
PSA.51.15	Doamne, deschide-mi buzele
PSA.51.15	și gura mea va vesti lauda Ta!
PSA.51.16	Dacă ai fi voit jertfe
PSA.51.16	dar Ţie nu-Ţi plac arderile-de-tot.
PSA.51.17	Jertfele
PSA.51.17	Dumnezeule, Tu nu dispreţuiești o inimă zdrobită și mâhnită.
PSA.51.18	În îndurarea Ta, varsă-Ţi binefacerile asupra Sionului
PSA.51.18	și zidește zidurile Ierusalimului!
PSA.51.19	Atunci vei primi jertfe
PSA.51.19	atunci se vor aduce pe altarul Tău viţei.
PSA.52.1	Pentru ce te fălești cu răutatea ta, asupritorule
PSA.52.1	Bunătatea lui Dumnezeu ţine în veci.
PSA.52.2	Limba
PSA.52.2	ca
PSA.52.3	Tu iubești mai degrabă răul decât binele,
PSA.52.3	mai degrabă minciuna
PSA.52.4	Tu iubești numai cuvinte nimicitoare,
PSA.52.4	limbă înșelătoare!
PSA.52.5	De aceea și Dumnezeu te va doborî pe vecie,
PSA.52.5	te va apuca și te va ridica din cortul tău
PSA.52.5	și te va dezrădăcina
PSA.52.6	Cei
PSA.52.6	și
PSA.52.7	„Iată omul care nu lua ca ocrotitor pe Dumnezeu,
PSA.52.7	ci se
PSA.52.7	și se bizuia pe răutatea lui.”
PSA.52.8	Dar eu sunt în Casa lui Dumnezeu ca
PSA.52.8	mă încred în bunătatea lui Dumnezeu în veci de veci.
PSA.52.9	Te voi lăuda totdeauna pentru că ai lucrat
PSA.52.9	și, în faţa copiilor Tăi, voi nădăjdui în Numele Tău, căci
PSA.53.1	Nebunul
PSA.53.1	S-au stricat oamenii, au săvârșit fărădelegi urâte,
PSA.53.1	nu este niciunul
PSA.53.2	Dumnezeu Se uită
PSA.53.2	ca să vadă dacă este cineva care să fie priceput
PSA.53.2	și să caute
PSA.53.3	Dar toţi s-au rătăcit, toţi s-au stricat;
PSA.53.3	nu este niciunul care să facă binele, niciunul măcar.
PSA.53.4	Și-au
PSA.53.4	de mănâncă pe poporul Meu cum mănâncă pâinea
PSA.53.4	și nu cheamă pe Dumnezeu?
PSA.53.5	Atunci
PSA.53.5	Dumnezeu va risipi
PSA.53.5	îi vei face de rușine, căci Dumnezeu i-a lepădat.
PSA.53.6	O
PSA.53.6	Când va aduce Dumnezeu înapoi pe prinșii de război ai poporului Său,
PSA.53.6	Iacov se va veseli și Israel se va bucura.
PSA.54.1	Scapă-mă, Dumnezeule, prin Numele Tău
PSA.54.1	și fă-mi dreptate prin puterea Ta!
PSA.54.2	Ascultă-mi rugăciunea, Dumnezeule,
PSA.54.2	ia aminte la cuvintele gurii mele!
PSA.54.3	Căci niște străini
PSA.54.3	niște oameni asupritori vor să-mi ia viaţa;
PSA.54.3	ei nu se gândesc la Dumnezeu. 
PSA.54.4	Da, Dumnezeu este ajutorul meu,
PSA.54.4	Domnul
PSA.54.5	Răul se va întoarce asupra potrivnicilor mei;
PSA.54.5	nimicește-i în
PSA.54.6	Atunci Îţi voi aduce jertfe de bunăvoie,
PSA.54.6	voi lăuda Numele Tău, Doamne, căci
PSA.54.7	căci El mă izbăvește din toate necazurile,
PSA.54.7	și
PSA.55.1	Ia aminte, Dumnezeule, la rugăciunea mea
PSA.55.1	și nu Te ascunde de cererile mele!
PSA.55.2	Ascultă-mă și răspunde-mi!
PSA.55.2	Rătăcesc
PSA.55.3	din pricina zarvei vrăjmașului
PSA.55.3	și din pricina apăsării celui rău.
PSA.55.3	Căci
PSA.55.3	și mă urmăresc cu mânie.
PSA.55.4	Îmi tremură inima
PSA.55.4	și mă cuprinde spaima morţii,
PSA.55.5	mă apucă frica și groaza
PSA.55.5	și mă iau fiorii.
PSA.55.6	Eu zic: „O, dacă aș avea aripile porumbelului,
PSA.55.6	aș zbura și aș găsi undeva odihnă!”
PSA.55.7	Da, aș fugi departe de tot
PSA.55.7	și m-aș duce să locuiesc în pustie. 
PSA.55.8	Aș fugi în grabă la un adăpost
PSA.55.8	de vântul acesta năprasnic și de furtuna aceasta.
PSA.55.9	Nimicește-i, Doamne, împarte-le limbile,
PSA.55.9	căci în cetate văd silă
PSA.55.10	zi și noapte ei îi dau ocol pe ziduri:
PSA.55.10	nelegiuirea și răutatea sunt în sânul ei;
PSA.55.11	răutatea este în mijlocul ei
PSA.55.11	și vicleșugul și înșelătoria nu lipsesc din pieţele ei.
PSA.55.12	Nu
PSA.55.12	căci aș suferi; nu potrivnicul meu se ridică
PSA.55.12	căci m-aș ascunde dinaintea lui.
PSA.55.13	Ci tu, pe care te socoteam una cu mine,
PSA.55.13	tu, frate
PSA.55.14	Noi, care trăiam împreună într-o plăcută prietenie
PSA.55.14	și ne duceam împreună
PSA.55.15	Să vină moartea peste ei
PSA.55.15	și să se coboare
PSA.55.15	căci răutatea este în locuinţa lor, în inima lor!
PSA.55.16	Dar eu strig către Dumnezeu,
PSA.55.16	și Domnul mă va scăpa.
PSA.55.17	Seara
PSA.55.17	și El va auzi glasul meu.
PSA.55.18	Mă va scăpa din lupta care se dă împotriva mea și-mi va aduce pacea,
PSA.55.18	căci mulţi
PSA.55.19	Dumnezeu va auzi și-i va smeri,
PSA.55.19	El, care
PSA.55.19	Căci în ei nu este nicio nădejde de schimbare
PSA.55.19	și nu se tem de Dumnezeu.
PSA.55.20	Ei pun
PSA.55.20	și își calcă legământul.
PSA.55.21	Gura lor este dulce ca smântâna,
PSA.55.21	dar în inimă poartă războiul;
PSA.55.21	cuvintele
PSA.55.21	dar, când ies ele din gură, sunt niște săbii.
PSA.55.22	Încredinţează-ţi
PSA.55.22	El nu
PSA.55.23	Și Tu, Dumnezeule, îi vei coborî în fundul gropii.
PSA.55.23	Oamenii
PSA.55.23	Eu însă mă încred în Tine!
PSA.56.1	Ai milă
PSA.56.1	Toată ziua îmi fac război și mă chinuiesc.
PSA.56.2	Toată ziua mă hărţuiesc
PSA.56.2	sunt mulţi și se războiesc cu mine ca niște trufași.
PSA.56.3	Ori de câte ori mă tem,
PSA.56.3	eu mă încred în Tine.
PSA.56.4	Eu mă voi lăuda cu
PSA.56.4	Mă încred în Dumnezeu
PSA.56.4	și nu
PSA.56.4	Ce pot să-mi facă niște oameni?
PSA.56.5	Întruna ei îmi ating drepturile
PSA.56.5	și n-au decât gânduri rele faţă de mine.
PSA.56.6	Uneltesc
PSA.56.6	pentru că
PSA.56.7	Ei trag nădejde să scape prin nelegiuirea lor:
PSA.56.7	doboară popoarele, Dumnezeule, în mânia Ta!
PSA.56.8	Tu numeri pașii vieţii mele de pribeag;
PSA.56.8	pune-mi lacrimile în burduful Tău!
