GEN.1.1	Ла ынчепут
2CH.13.13	Иеробоам й-а луат пе динапой, ку ажуторул унор оамень пушь ла пындэ, аша кэ оштиле луй ерау ын фаца луй Иуда, яр чей че стэтяу ла пындэ ерау ынапоя лор. 
2CH.13.14	Чей дин Иуда, ынторкынду-се, ау авут де луптат ынаинте ши ынапой. Ау стригат кэтре Домнул, ши преоций ау сунат дин трымбице. 
2CH.13.15	Оамений луй Иуда ау скос ун стригэт де рэзбой ши, ла стригэтул де рэзбой ал оаменилор луй Иуда, Домнул а ловит
2CH.13.16	Копиий луй Исраел ау фуӂит динаинтя луй Иуда, ши Думнезеу й-а дат ын мыниле луй. 
2CH.13.17	Абия ши попорул луй ле-ау причинуит о маре ынфрынӂере ши чинч суте де мий де оамень алешь ау кэзут морць принтре чей дин Исраел. 
2CH.13.18	Копиий луй Исраел ау фост смериць ын время ачея, ши копиий луй Иуда ау кыштигат бируинца пентру кэ се сприжинисерэ
2CH.13.19	Абия а урмэрит пе Иеробоам ши й-а луат четэць: Бетелул ку сателе луй, Иешана ку сателе ей ши Ефронул
2CH.13.20	Иеробоам н-а май авут путере пе время луй Абия, ши Домнул л-а
2CH.13.21	Дар Абия а ажунс путерник; а авут пайспрезече невесте ши а нэскут доуэзечь ши дой де фий ши шайспрезече фете. 
2CH.13.22	Челелалте фапте але луй Абия, че а фэкут ши че а спус ел, сунт скрисе ын картя пророкулуй Идо
2CH.14.1	Абия а адормит ку пэринций луй ши а фост ынгропат ын четатя луй Давид. Ши, ын локул луй, а домнит фиул сэу Аса. Пе время луй, цара а авут одихнэ зече ань.
2CH.14.2	Аса
2CH.14.3	А ындепэртат алтареле думнезеилор стрэинь ши ынэлцимиле
2CH.14.4	А порунчит луй Иуда сэ кауте пе Домнул Думнезеул пэринцилор сэй ши сэ ымплиняскэ Леӂя ши порунчиле. 
2CH.14.5	А ындепэртат дин тоате четэциле луй Иуда ынэлцимиле ши стылпий ынкинаць соарелуй. Ши ымпэрэция а авут паче суб ел. 
2CH.14.6	А зидит четэць ынтэрите ын Иуда, кэч цара а фост лиништитэ ши ымпотрива луй н-а фост рэзбой ын аний ачея, пентру кэ Домнул й-а дат одихнэ. 
2CH.14.7	Ел а зис луй Иуда: „Сэ зидим ачесте четэць ши сэ ле ынконжурэм ку зидурь, ку турнурь, ку порць ши ку зэвоаре; цара есте ынкэ а ноастрэ, кэч ам кэутат пе Домнул Думнезеул ностру. Л-ам кэутат, ши Ел не-а дат одихнэ дин тоате пэрциле.” Ау зидит дар ши ау избутит. 
2CH.14.8	Аса авя о оштире де трей суте де мий де оамень дин Иуда, каре пуртау скут ши сулицэ, ши доуэ суте оптзечь де мий дин Бениамин, каре пуртау скут ши трэӂяу ку аркул, тоць оамень витежь.
2CH.14.9	Зерах
2CH.14.10	Аса а мерс ынаинтя луй ши с-ау ыншируит де бэтае ын валя Цефата, лынгэ Мареша. 
2CH.14.11	Аса
2CH.14.12	Домнул а ловит
2CH.14.13	Аса ши попорул каре ера ку ел й-ау урмэрит пынэ ла Герар
2CH.14.14	ау бэтут тоате четэциле дин ымпрежуримиле Герарулуй, кэч гроаза
2CH.14.15	Ау ловит ши кортуриле турмелор ши ау луат ку ей о маре мулциме де ой ши де кэмиле. Апой с-ау ынторс ла Иерусалим.
2CH.15.1	Духул
2CH.15.2	ши Азария с-а дус ынаинтя луй Аса ши й-а зис: „Аскултаци-мэ, Аса ши тот Иуда ши Бениамин! Домнул
2CH.15.3	Мултэ време
2CH.15.4	Дар ын мижлокул стрымторэрий лор с-ау ынторс
2CH.15.5	Ын времуриле
2CH.15.6	ун
2CH.15.7	вой дар ынтэрици-вэ ши ну лэсаць сэ вэ слэбяскэ мыниле, кэч фаптеле воастре вор авя о рэсплатэ.”
2CH.15.8	Дупэ че а аузит ачесте кувинте ши пророчия луй Одед, пророкул, Аса с-а ынтэрит ши а ындепэртат урычуниле дин тоатэ цара луй Иуда ши Бениамин ши дин четэциле пе
2CH.15.9	А стрынс пе тот Иуда ши Бениамин, ши пе чей дин Ефраим, дин Манасе ши дин Симеон, каре локуяу
2CH.15.10	С-ау адунат ла Иерусалим ын луна а трея а анулуй ал чинчспрезечеля ал домнией луй Аса. Ын зиуа ачаста, 
2CH.15.11	ау
2CH.15.12	Ау фэкут
2CH.15.13	ши орьчине
2CH.15.14	Ау журат крединцэ Домнулуй ку глас таре, ку стригэте де букурие ши ку сунет де трымбице ши де бучуме; 
2CH.15.15	тот Иуда с-а букурат де журэмынтул ачеста, кэч журасерэ дин тоатэ инима лор, кэутасерэ пе Домнул де бунэвоя
2CH.15.16	Ымпэратул Аса н-а лэсат нич кяр пе мама са Маака
2CH.15.17	Дар ынэлцимиле
2CH.15.18	А пус ын Каса луй Думнезеу лукруриле ынкинате Домнулуй де татэл сэу ши де ел ынсушь: арӂинт, аур ши васе. 
2CH.15.19	Н-а фост ничун рэзбой пынэ ла ал трейзечь ши чинчиля ан ал домнией луй Аса.
2CH.16.1	Ын ал трейзечь ши шаселя ан ал домнией луй Аса, Баеша
2CH.16.2	Аса а скос арӂинт ши аур дин вистиерииле Касей Домнулуй ши але касей ымпэратулуй ши а тримис соль ла Бен-Хадад, ымпэратул Сирией, каре локуя ла Дамаск. Ши а пус сэ-й спунэ: 
