GEN.1.1	La
ECC.12.12	Și pe lângă asta, fiul meu, fii înștiințat: facerea multor cărți n‐are sfârșit și prea multă
ECC.12.13	Să ascultăm sfârșitul întregului lucru: Teme‐te
ECC.12.14	Căci Dumnezeu va aduce orice
SNG.1.1	Cântarea
SNG.1.2	Să mă sărute cu sărutările gurii lui! Căci
SNG.1.3	Untdelemnurile tale au un miros plăcut. Numele tău este un untdelemn turnat, de aceea te iubesc fecioarele. 
SNG.1.4	Trage‐mă
SNG.1.5	Sunt neagră dar plăcută, fete ale Ierusalimului, ca și corturile Chedarului, ca și covoarele lui Solomon. 
SNG.1.6	Nu vă uitați la mine căci sunt neagră; căci m‐a privit soarele. Fiii mamei mele s‐au mâniat pe mine: m‐au pus păzitoare peste vii; 
SNG.1.7	Spune‐mi, tu, pe care te iubește sufletul meu, unde‐ți paști 
SNG.1.8	Dacă nu știi tu, cea
SNG.1.9	Te aseamăn, scumpa
SNG.1.10	Frumoși sunt obrajii
SNG.1.11	Îți vom face lănțugele de aur cu stropituri de argint. 
SNG.1.12	Când împăratul este Ia masă, nardul meu își răspândește mirosul. 
SNG.1.13	Iubitul meu îmi este 
SNG.1.14	Iubitul meu îmi este 
SNG.1.15	Iată, frumoasă
SNG.1.16	Iată, frumos și plăcut ești, iubitul meu! Așternutul nostru este verde. 
SNG.1.17	Cedrii sunt bârnele caselor noastre, chiparoșii bolțile noastre.
SNG.2.1	Eu sunt un trandafir din Saron, un crin al văilor! 
SNG.2.2	Ca crinul între spini este scumpa mea între fete. 
SNG.2.3	Ca mărul între copacii pădurii este iubitul meu între fii; m‐am desfătat și am stat jos la umbra lui; dulce este rodul
SNG.2.4	M‐a adus în casa de vin și iubirea este steagul său peste mine. 
SNG.2.5	Întăriți‐mă cu turte de struguri. Răcoriți‐mă cu mere! Căci sunt bolnavă de iubire. 
SNG.2.6	Stânga
SNG.2.7	Fete ale Ierusalimului, vă jur
SNG.2.8	Glasul iubitului meu! Iată, vine sărind peste munți, săltând pe dealuri! 
SNG.2.9	Iubitul meu este ca
SNG.2.10	Iubitul meu a vorbit și mi‐a zis: Scoală‐te
SNG.2.11	Căci iată, a trecut iarna, ploaia a trecut și s‐a dus: 
SNG.2.12	pe pământ se arată florile, vremea cântării a venit și glasul turturicii se aude în țarina noastră: 
SNG.2.13	smochinul își umple smochinele de iarnă cu miresme și vițele în floare răspândesc miros. Scoală‐te
SNG.2.14	Porumbița mea, care stai în crăpăturile stâncilor, în adânciturile prăpăstiilor, fă‐mă să‐ți văd fața, fă‐mă să‐ți
SNG.2.15	Prindeți‐ne vulpile
SNG.2.16	Iubitul meu este al
SNG.2.17	Până
SNG.3.1	În patul meu, nopțile
SNG.3.2	: Mă voi scula acum și voi cutreiera cetatea; voi căuta pe cel pe care‐l iubește sufletul meu în ulițe și drumuri mari. L‐am căutat dar nu l‐am aflat. 
SNG.3.3	M‐au aflat păzitorii
SNG.3.4	Abia am trecut de la ei și am aflat pe cel pe care‐l iubește sufletul meu: l‐am apucat și nu l‐am lăsat până l‐am dus în casa mamei mele, în cămara celei ce m‐a zămislit. 
SNG.3.5	Fete ale Ierusalimului, vă
SNG.3.6	Cine
SNG.3.7	Iată, pătașca lui, a lui Solomon! Șaizeci de viteji o înconjoară din cei puternici ai lui Israel. 
SNG.3.8	Toți țin sabia, 
SNG.3.9	Împăratul Solomon și‐a făcut o leftică din lemnul Libanului. 
SNG.3.10	Stâlpii i‐a făcut de argint, răzămătoarea de aur și șezătoarea de purpură; mijlocul a fost pardosit cu iubire de la fetele Ierusalimului. 
SNG.3.11	Ieșiți, fetele Sionului, și priviți pe împăratul Solomon cu cununa cu care l‐a încununat mamă‐sa în ziua cununiei lui și în ziua veseliei inimii lui.
SNG.4.1	Iată, frumoasă
SNG.4.2	Dinții
SNG.4.3	Buzele tale sunt ca firul de stacojiu și gura ta este plăcută; obrajii
SNG.4.4	Gâtul
SNG.4.5	Cele două
SNG.4.6	Până la
SNG.4.7	Ești frumoasă de
SNG.4.8	Vino cu mine din Liban, mireaso, cu mine din Liban! Vino, privește de pe vârful lui Amana, de pe vârful Senirului și
SNG.4.9	Mi‐ai răpit inima, sora mea, mireaso! Mi‐ai răpit inima cu o căutătură a ochilor tăi, cu un lănțișor al gâtului tău! 
SNG.4.10	Cât de plăcută e iubirea ta, sora mea, mireasa mea! Cu cât mai
SNG.4.11	Mireaso, buzele tale picură ca fagurii de miere, miere
SNG.4.12	Ești o grădină închisă, sora mea, mireaso! Un izvor închis, o fântână pecetluită. 
SNG.4.13	Lăstarele tale sunt o livadă de rodii cu roade de preț: chiparoși și narde, 
SNG.4.14	nard și șofran, trestie mirositoare și scorțișoară cu toți tufarii de tămâie, smirnă și aloe, cu toate mirodeniile de căpetenie: 
SNG.4.15	Tu ești o fântână din grădini, izvor de ape
SNG.4.16	Deșteaptă‐te, vânt de miazănoapte, și vino, vântule de miazăzi! Suflă peste grădina mea ca să‐i curgă mirodeniile! Să vină
SNG.5.1	Am venit
SNG.5.2	Dormeam, dar inima mea veghea… Este glasul iubitului meu, care bate
SNG.5.3	M‐am dezbrăcat de haină, cum să mă îmbrac? Mi‐am spălat picioarele, cum să le întinez? 
SNG.5.4	Iubitul meu și‐a întins mâna prin gaura ușii și mi s‐au mișcat măruntaiele pentru el. 
SNG.5.5	M‐am sculat să deschid iubitului meu și mâinile mele au picurat smirnă și degetele mele smirna cea plăcută pe mânerul zăvorului. 
SNG.5.6	Am deschis iubitului meu dar iubitul meu plecase, se dusese. Îmi ieșise sufletul când vorbea el. L‐am căutat
SNG.5.7	M‐au aflat păzitorii care cutreierau cetatea, m‐au bătut, m‐au rănit; păzitorii
SNG.5.8	Fete ale Ierusalimului, vă jur, dacă veți afla pe iubitul meu,… ce‐i veți spune? Că sunt bolnavă de iubire. 
SNG.5.9	Ce este iubitul tău mai mult decât alt iubit, o tu, cea mai frumoasă dintre femei? Ce este iubitul tău mai mult decât un alt iubit, de ne juri astfel? 
SNG.5.10	Iubitul meu este alb și rumen, purtător de steag între zece mii. 
SNG.5.11	Capul lui este aurul cel mai curat, cârlionții lui sunt stufoși, negri ca corbul; 
SNG.5.12	ochii
SNG.5.13	Obrajii lui sunt ca straturile de mirozne, 
SNG.5.14	Mâinile lui sunt 
SNG.5.15	picioarele 
SNG.5.16	cerul gurii lui este plin de dulceață și toată ființa lui este plăcută. Așa este iubitul meu, așa este prietenul meu, fete ale Ierusalimului!
SNG.6.1	Unde s‐a dus iubitul tău, o, tu, cea mai
SNG.6.2	Iubitul meu s‐a coborât în grădina sa, la straturile de mirozne, să pască în grădini și să culeagă crini. 
SNG.6.3	Eu sunt a
SNG.6.4	Frumoasă ești, iubita mea, ca Tirța, plăcută ca Ierusalimul, cumplită
SNG.6.5	Întoarce‐ți ochii de la mine, căci mă turbură. Părul tău este ca
SNG.6.6	Dinții
SNG.6.7	Obrajii tăi sunt ca
SNG.6.8	Sunt șaizeci de împărătese și optzeci de țiitoare și fecioare fără număr. 
SNG.6.9	Porumbița mea, neprihănita mea, este numai una; ea este singură la mamă‐sa, este aleasa celei ce a născut‐o. Fetele au văzut‐o și au fericit‐o; împărătesele și țiitoarele au lăudat‐o: 
SNG.6.10	Cine‐i aceasta care se arată ca zorile, frumoasă ca luna, curată ca soarele, cumplită
SNG.6.11	Mă coborîsem în grădina cu alune ca să
SNG.6.12	Înainte ca să bag de seamă sufletul meu m‐a pus pe carele poporului meu voitor. 
SNG.6.13	Întoarce‐te, întoarce‐te, Sulamito! Întoarce‐te, întoarce‐te, să te privim! Pentru ce vă uitați la Sulamita, ca la jocul a două cete?
SNG.7.1	Cât de frumoși sunt pașii tăi cu încălțămintea ta, o, fiică
SNG.7.2	Buricul tău este un potir rotunjit, nu‐i lipsește vinul mirositor; pântecele tău este 
SNG.7.3	Cele două
SNG.7.4	Gâtul
SNG.7.5	capul tău pe tine este ca și Carmelul și perii capului tău ca purpura. Împăratul este încătușat de cârlionții tăi! 
SNG.7.6	Cât de frumoasă și cât de plăcută ești tu, iubito, în desfătări! 
SNG.7.7	Statura ta seamănă cu finicul și țâțele tale cu ciorchinele de struguri. 
SNG.7.8	Am zis: Mă voi sui în finic, îi voi apuca ramurile. Fie țâțele tale, în adevăr, ca ciorchinele viței și mirosul nasului tău ca merele; 
SNG.7.9	cerul gurii tale
SNG.7.10	Eu sunt a iubitului meu și
SNG.7.11	Vino, iubitul meu, să ieșim în câmpii, să mânem în sate! 
SNG.7.12	Ne vom scula de dimineață să ne suim la vii, vom
SNG.7.13	Mandragorele
SNG.8.1	O, de ai fi fratele meu, care a sub țâțele mamei mele! Dacă te‐aș găsi afară, te‐aș săruta și nimeni nu m‐ar ținea de rău. 
SNG.8.2	Te‐aș duce, te‐aș aduce în casa mamei mele; ea m‐ar învăța: eu te‐aș face să bei vin
SNG.8.3	Stânga
SNG.8.4	O, fete ale Ierusalimului, vă jur
SNG.8.5	Cine‐i
SNG.8.6	Pune‐mă
SNG.8.7	Apele mari nu pot stinge iubirea, nici șivoaiele n‐o îneacă. De
SNG.8.8	Avem o soră mică
SNG.8.9	Dacă ar fi zid, am zidi o locuință de argint pe ea; și dacă ar fi ușă, am închide‐o cu scânduri de cedru. 
SNG.8.10	Sunt un zid și țâțele mele sunt ca turnurile. Atunci am fost în ochii săi ca una care a aflat pace. 
SNG.8.11	Solomon avea o vie la Baal‐Hamon. A arendat
SNG.8.12	Via mea, care este a mea, este înaintea mea: Ai tăi, Solomoane, să fie cei o mie de arginți și două sute celor ce‐i păzesc rodul! 
SNG.8.13	O, tu, care locuiești în grădini, tovarășii ascultă glasul tău
SNG.8.14	 Fugi, iubitul meu, și fii ca
ISA.1.1	Vedenia
ISA.1.2	Auziți
ISA.1.3	Boul
ISA.1.4	Ah, neam păcătos, popor încărcat de nelegiuire, sămânță
ISA.1.5	De ce
ISA.1.6	De la talpa piciorului până la cap nu este sănătate în el; 
ISA.1.7	Țara
ISA.1.8	Și fata Sionului a rămas ca
ISA.1.9	Dacă
ISA.1.10	Ascultați cuvântul Domnului, domni
ISA.1.11	Ce‐mi trebuie mulțimea jertfelor
ISA.1.12	Când veniți să
ISA.1.13	Nu mai aduceți un dar
ISA.1.14	Lunile
ISA.1.15	Și când
ISA.1.16	Spălați‐vă
ISA.1.17	Învățați‐vă să faceți bine; căutați
ISA.1.18	Veniți acum și să
ISA.1.19	Dacă veți voi și veți asculta, veți mânca bunătatea pământului; 
ISA.1.20	dar dacă nu veți voi și vă veți răzvrăti, veți fi înghițiți de sabie; căci
ISA.1.21	Cum s‐a făcut curvă cetatea
ISA.1.22	Argintul
ISA.1.23	mai
ISA.1.24	De aceea Domnul Dumnezeul oștirilor, Puternicul lui Israel, zice: Ah, mă voi ușura
ISA.1.25	Și‐mi voi întoarce mâna împotriva ta și‐ți voi curăți zgura ca și cu leșie și‐ți
ISA.1.26	Și voi așeza iarăși pe judecătorii tăi ca
ISA.1.27	Sionul va fi răscumpărat prin judecată și cei ce se întorc ai lui prin dreptate. 
ISA.1.28	Dar dărâmarea
ISA.1.29	Căci se vor rușina de terebinții
ISA.1.30	Căci veți fi ca un terebint a cărui frunză se veștejește și ca o grădină care n‐are apă. 
ISA.1.31	Și cel
ISA.2.1	Cuvântul pe care l‐a văzut Isaia, fiul lui Amoț, despre Iuda și Ierusalim. 
ISA.2.2	Și
ISA.2.3	Și multe popoare vor merge și vor zice: Veniți
ISA.2.4	Și el va judeca între neamuri și va hotărî între multe popoare. Și își vor
ISA.2.5	Casă a lui Iacov, veniți și să umblăm
ISA.2.6	Căci ai părăsit pe poporul tău, pe casa lui Iacov, pentru că s‐au umplut de ceea ce vine din
ISA.2.7	Și țara lor este plină
ISA.2.8	și țara lor este plină
ISA.2.9	Și omul de rând se pleacă și bărbatul cel mare se smerește: de aceea nu‐i ierta. 
ISA.2.10	Intră
ISA.2.11	Ochii cei
ISA.2.12	Căci va fi o zi a Domnului oștirilor peste oricine este mândru și înalt și peste oricine este falnic, și va fi smerit; 
ISA.2.13	și peste toți cedrii
ISA.2.14	și peste
ISA.2.15	și peste orice turn înalt și peste
ISA.2.16	și peste toate corăbiile Tarsisului și peste toate lucrările de plăcere. 
ISA.2.17	Și mândria
ISA.2.18	Și idolii vor pieri de tot; 
ISA.2.19	și oamenii vor intra în peșterile
ISA.2.20	În
ISA.2.21	ca
ISA.2.22	Isprăviți
ISA.3.1	Căci, iată, Domnul, Dumnezeul oștirilor îndepărtează
ISA.3.2	pe cel viteaz
ISA.3.3	și pe mai marele peste cincizeci și pe omul încărcat cu cinste și pe sfetnic și pe cel iscusit între meșteri și pe cel iscusit în descântece. 
ISA.3.4	Și le voi da copii
ISA.3.5	Și poporul va fi apăsat, om de om și fiecare de aproapele său. Copilul se va semeți împotriva bătrânului și cel de nimic împotriva celui încărcat de cinste. 
ISA.3.6	Când va apuca omul pe fratele său, în casa tatălui său, 
ISA.3.7	El va ridica mâna în ziua aceea zicând: Nu pot să fiu legător de răni, căci în casa mea nu este nici pâine, nici manta. Nu mă veți face domn al poporului. 
ISA.3.8	Căci Ierusalimul
ISA.3.9	Privirea feței lor mărturisește împotriva lor și ei își spun păcatul ca Sodoma:
ISA.3.10	Spuneți celui drept că îi 
ISA.3.11	Vai de cel rău
ISA.3.12	Cât pentru poporul meu, copiii
ISA.3.13	Domnul se ridică să pârască și stă în picioare să judece
ISA.3.14	Domnul va intra în judecată cu bătrânii poporului său și cu mai marii săi: Voi ați mâncat via
ISA.3.15	Ce socotiți de zdrobiți
ISA.3.16	Și Domnul a zis: Fiindcă fetele Sionului s‐au mândrit și umblă cu gâtul întins și fac cu ochii și umblă mărunțel și zăngănesc cu verigile de la picioarele lor, 
ISA.3.17	de aceea Domnul va pleșuvi
ISA.3.18	În ziua aceea Domnul va ridica podoabelor verigilor gleznelor și sorișorii și lunișoarele
ISA.3.19	cerceii și brățările și mahramele; 
ISA.3.20	podoabele de cap și lănțișoarele de la glezne și brâiele și cutiile de parfum și amuletele; 
ISA.3.21	inelele și cerceii de nas; 
ISA.3.22	veșmintele de sărbători și hainele și mantalele și pungile 
ISA.3.23	și hainele străvezii și cămășile subțiri și turbanele și mahramele lungi. 
ISA.3.24	Și va fi 
ISA.3.25	Bărbații tăi vor cădea de sabie și vitejii tăi în război. 
ISA.3.26	Și porțile
ISA.4.1	Și în
ISA.4.2	În ziua aceea Odrasla
ISA.4.3	Și va fi 
ISA.4.4	după ce va spăla Domnul
ISA.4.5	Și Domnul va face peste toată locuința muntelui Sion și peste adunările lui un nor
ISA.4.6	Și ziua va fi o colibă de umbră împotriva căldurii, și adăpost
ISA.5.1	Voi cânta prea iubitului meu o cântare, a iubitului meu despre via
ISA.5.2	Și a săpat‐o și a adunat pietrele și a sădit‐o cu vița cea mai aleasă. Și a zidit un turn în mijlocul ei și a săpat și un teasc în ea; și aștepta
ISA.5.3	Și acum, locuitori ai Ierusalimului și bărbați ai lui Iuda, judecați
ISA.5.4	Ce mai era de făcut pentru via mea și nu i‐am făcut? De ce, când mă așteptam să facă struguri, a făcut struguri sălbatici? 
ISA.5.5	Și acum vă voi spune ce voi face viei mele: îi voi lua gardul și va fi mâncată; îi voi surpa
ISA.5.6	și o voi pustii; va fi netăiată și nesăpată și vor ieși în ea scai și spini; și voi porunci și norilor să nu plouă ploaie peste ea. 
ISA.5.7	Căci via Domnului oștirilor este casa lui Israel și bărbații lui Iuda sadul desfătării lui. Și el aștepta judecată și iată vărsare de sânge; dreptate și iată un strigăt. 
ISA.5.8	Vai de cei ce înșiră casă
ISA.5.9	În urechile mele 
ISA.5.10	Căci, zece pogoane de vie vor da un bat
ISA.5.11	Vai
ISA.5.12	Și harfa
ISA.5.13	De aceea
ISA.5.14	De aceea Șeolul și‐a lărgit dorința și și‐a deschis gura fără măsură: și slava lor se va coborî în el și mulțimea lor și vuietul lor și tot ce este vesel în ei. 
ISA.5.15	Și omul de rând se pleacă
ISA.5.16	dar Domnul oștirilor este înălțat prin judecată și Dumnezeu, Sfântul, este sfințit prin dreptate. 
ISA.5.17	Atunci mieii vor paște ca pe pășunea lor și călătorii se vor hrăni din locurile pustiite ale celor grași
ISA.5.18	Vai de cei ce trag nelegiuirea cu funia deșertăciunii și păcatul ca și cu frânghiile de car! 
ISA.5.19	Care zic
ISA.5.20	Vai de cei ce numesc răul bine și binele rău; care fac întunericul lumină și lumina întuneric, care fac amarul dulce și dulcele amar! 
ISA.5.21	Vai de cei înțelepți
ISA.5.22	Vai
ISA.5.23	care
ISA.5.24	De aceea, cum
ISA.5.25	De
ISA.5.26	Și
ISA.5.27	Niciunul dintre ei nu va fi obosit, niciunul nu se va poticni; nici unul nu va moțăi și nici nu va dormi; niciunul nu‐și va avea dezlegat brâul
ISA.5.28	Săgețile
ISA.5.29	Răcnetul lor este ca al leoaicii, răcnesc ca puii de leu; da, sforăie și apucă prada și o duc la adăpost și nu va fi cine să‐i izbăvească. 
ISA.5.30	Și în ziua aceea vor mugi împotriva lor ca mugetul mării; și se
ISA.6.1	În anul morții împăratului
ISA.6.2	Serafimii stăteau deasupra lui; fiecare avea șase aripi: cu două își acoperea fața, cu două își acoperea
ISA.6.3	Și striga unul către altul și zicea: Sfânt
ISA.6.4	Și temeliile pragurilor se zguduiau de glasul celui ce striga și casa
ISA.6.5	Atunci
ISA.6.6	Și unul din serafimi a zburat spre mine și avea în mână un cărbune aprins pe care‐l luase cu cleștele de pe altar
ISA.6.7	Și l‐a atins
ISA.6.8	Și am auzit glasul Domnului zicând: Pe cine să trimit și cine va merge pentru noi
ISA.6.9	Și el a zis: Du‐te și spune poporului acestuia: Auzind veți auzi
ISA.6.10	Îngrașă inima
ISA.6.11	Atunci am zis: Doamne, până
ISA.6.12	și Domnul
ISA.6.13	Și a zecea parte tot va fi în ea și se va întoarce și va fi păscută, ca terebintul și stejarul a căror tulpină rămâne după tăiere: tulpina sa este sămânța
ISA.7.1	Și a fost 
ISA.7.2	Și s‐a spus casei lui David, zicând: Siria s‐a unit cu Efraim. Și inima lui și inima poporului său a tremurat cum tremură copacii pădurii înaintea vântului. 
ISA.7.3	Atunci Domnul a zis lui Isaia: Ieși acum spre întâmpinarea lui Ahaz, tu și Șear‐Iașub
ISA.7.4	și să‐i zici: Ia seama și fii liniștit; nu te teme și să nu ți se înmoaie inima înaintea acestor două cozi de tăciuni fumegători, din pricina aprinderii mâniei lui Rețin și a Siriei și a fiului lui Remalia. 
ISA.7.5	Fiindcă Siria, Efraim și fiul lui Remalia au făcut sfat rău împotriva ta, zicând: 
ISA.7.6	Să ne suim împotriva lui Iuda și să‐l hărțuim și să facem o spărtură în el pentru noi și să punem împărat în el pe fiul lui Tabeel; 
