GEN.1.1	La început, Dumnezeu
PSA.108.13	Cu Dumnezeu vom lupta vitejește,
PSA.108.13	și El îi va călca în picioare pe vrăjmașii noștri.
PSA.109.1	Dumnezeul laudei mele, nu tăcea!
PSA.109.2	Iată că gura celui rău și gura celui înșelător
PSA.109.2	se deschid împotriva mea;
PSA.109.2	îmi vorbesc cu o limbă mincinoasă.
PSA.109.3	Mă împresoară cu niște cuvinte de ură
PSA.109.3	și se luptă cu mine fără motiv.
PSA.109.4	La dragostea mea ei răspund cu dușmănie,
PSA.109.4	dar eu mă rog.
PSA.109.5	Ei îmi răsplătesc binele cu rău,
PSA.109.5	și dragostea mea – cu ură.
PSA.109.6	Pune un om rău împotriva lui
PSA.109.6	și un acuzator
PSA.109.7	Când va fi judecat, să fie găsit vinovat,
PSA.109.7	iar rugăciunea să‑i fie considerată un păcat.
PSA.109.8	Fie‑i zilele puține,
PSA.109.8	iar slujba lui s‑o ia altul!
PSA.109.9	Să‑i rămână fiii orfani,
PSA.109.9	și soția lui – văduvă!
PSA.109.10	Fiii lui să rătăcească cerșind
PSA.109.10	și căutând printre ruine!
PSA.109.11	Cel ce l‑a împrumutat să‑i ia tot ce are,
PSA.109.11	și străinii să‑l jefuiască de rodul muncii lui!
PSA.109.12	Să nu mai fie nimeni care să‑i arate îndurare
PSA.109.12	și să nu mai fie nimeni care să arate bunăvoință față de orfanii lui!
PSA.109.13	Fie ca descendența lui să fie stârpită,
PSA.109.13	iar în generația următoare să le fie șters numele!
PSA.109.14	Să rămână în amintire înaintea 
PSA.109.14	nelegiuirea părinților lui
PSA.109.14	și să nu fie șters păcatul mamei lui!
PSA.109.15	Să rămână întotdeauna înaintea 
PSA.109.15	iar El să le șteargă amintirea de pe pământ!
PSA.109.16	Căci nu și‑a amintit să se poarte cu îndurare,
PSA.109.16	ci l‑a prigonit pe sărac și pe nevoiaș
PSA.109.16	și l‑a omorât pe cel cu inima zdrobită!
PSA.109.17	A iubit blestemul; de el să aibă parte!
PSA.109.17	Nu i‑a plăcut binecuvântarea; aceasta să stea departe de el!
PSA.109.18	A îmbrăcat blestemul ca pe propria haină,
PSA.109.18	i‑a intrat în pântec ca apa
PSA.109.18	și în oasele lui ca uleiul.
PSA.109.19	De aceea, el să‑i fie mantaua cu care se acoperă
PSA.109.19	și brâul cu care se încinge mereu!
PSA.109.20	Aceasta să fie răsplata potrivnicilor mei din partea 
PSA.109.20	și a celor ce mă vorbesc de rău!
PSA.109.21	Dar Tu, Stăpâne 
PSA.109.21	de dragul Numelui Tău, fă‑Ți lucrarea cu mine!
PSA.109.21	Pentru că îndurarea Ta este bună, scapă‑mă!
PSA.109.22	Căci sunt sărac și nevoiaș,
PSA.109.22	iar inima mi‑e rănită înăuntrul meu.
PSA.109.23	Pier ca o umbră trecătoare;
PSA.109.23	sunt alungat ca o lăcustă.
PSA.109.24	Genunchii îmi sunt slăbiți de post,
PSA.109.24	iar trupul mi‑e sleit 
PSA.109.25	Am ajuns de disprețul lor;
PSA.109.25	cei ce mă văd dau din cap.
PSA.109.26	În îndurarea Ta, izbăvește‑mă!
PSA.109.27	Fă ca ei să recunoască în aceasta mâna Ta,
PSA.109.28	Ei blestemă, dar Tu binecuvântezi.
PSA.109.28	Ei se ridică și rămân de rușine, dar robul Tău se va veseli.
PSA.109.29	Acuzatorii mei se îmbracă cu batjocura,
PSA.109.29	se acoperă cu nerușinarea ca și cu o manta.
PSA.109.30	Voi mulțumi mult 
PSA.109.30	Îl voi lăuda în mijlocul mulțimii.
PSA.109.31	Căci El stă la dreapta celui nevoiaș,
PSA.109.31	ca să‑l izbăvească de judecătorii sufletului său.
PSA.110.1	„Șezi la dreapta Mea
PSA.110.1	până‑i voi pune pe dușmanii Tăi
PSA.110.1	scăunaș
PSA.110.2	Stăpânește în mijlocul dușmanilor Tăi!
PSA.110.3	în ziua tăriei
PSA.110.3	În podoabe sfinte,
PSA.110.3	din pântecul zorilor,
PSA.110.4	și nu‑I va părea rău:
PSA.110.4	„Tu ești Preot pe veci,
PSA.110.4	după felul lui Melchisedek.
PSA.110.5	Stăpânul este la dreapta Ta.
PSA.110.5	El va zdrobi regi în ziua mâniei Sale.
PSA.110.6	El va judeca neamurile, va umple pământul de cadavre
PSA.110.6	și va zdrobi căpeteniile întregului pământ.
PSA.110.7	El va bea dintr‑un ued
PSA.110.7	de aceea Își va înălța capul.“
PSA.111.1	Lăudați‑L pe 
PSA.111.1	Îi voi mulțumi 
PSA.111.1	în sfatul celor drepți și în comunitate!
PSA.111.2	Mari sunt lucrările 
PSA.111.2	ele sunt cercetate de toți cei ce găsesc plăcere în ele.
PSA.111.3	Plină de măreție și splendoare este lucrarea Lui,
PSA.111.3	iar dreptatea Lui rămâne pe vecie.
PSA.111.4	El a făcut minuni spre aducere-aminte.
PSA.111.5	El dă hrană celor ce se tem de El;
PSA.111.5	El Își aduce întotdeauna aminte de legământul Său.
PSA.111.6	El a arătat puterea lucrărilor Sale poporului Său,
PSA.111.6	dându‑le drept moștenire posesiunile neamurilor.
PSA.111.7	Lucrările mâinilor Sale sunt credincioșie și judecată;
PSA.111.7	toate orânduirile Sale sunt demne de încredere,
PSA.111.8	sunt întărite pe veci de veci,
PSA.111.8	fiind făcute în credincioșie și dreptate.
PSA.111.9	El a trimis poporului Său răscumpărarea;
PSA.111.9	Și‑a decretat legământul pe vecie.
PSA.111.9	Sfânt și de temut este Numele Lui!
PSA.111.10	Teama de 
PSA.111.10	Toți cei ce fac aceste lucruri
PSA.111.10	Lauda Lui rămâne pe vecie.
PSA.112.1	Lăudați‑L pe 
PSA.112.1	Ferice de omul care se teme de
PSA.112.1	și care găsește o mare plăcere în poruncile Lui!
PSA.112.2	Sămânța
PSA.112.2	generația celor drepți va fi binecuvântată.
PSA.112.3	Bogăție și belșug sunt în casa lui,
PSA.112.3	iar dreptatea sa rămâne pe vecie.
PSA.112.4	O lumină strălucește în întuneric pentru cei drepți,
PSA.112.4	pentru cel ce este plin de har, milostiv și drept.
PSA.112.5	Îi merge bine omului care arată bunăvoință și împrumută,
PSA.112.5	care își sprijină faptele cu dreptate.
PSA.112.6	Niciodată nu se va clătina.
PSA.112.6	Cel drept va fi amintit întotdeauna.
PSA.112.7	El nu se teme de vești rele,
PSA.112.7	căci inima lui este tare și se încrede în 
PSA.112.8	Inima lui este tare și nu se teme;
PSA.112.8	el își va vedea 
PSA.112.9	A împărțit, a dăruit celor nevoiași;
PSA.112.9	dreptatea lui rămâne pe vecie;
PSA.112.9	cornul
PSA.112.10	Cel rău vede 
PSA.112.10	scrâșnește din dinți și leșină;
PSA.112.10	dorințele celor răi tot neîmplinite rămân.
PSA.113.1	Lăudați‑L pe 
PSA.113.1	Lăudați, robi ai 
PSA.113.1	lăudați Numele 
PSA.113.2	Numele 
PSA.113.2	de acum și până‑n veci!
PSA.113.3	De la răsăritul soarelui și până la apusul lui,
PSA.113.3	lăudat fie Numele 
PSA.113.4	mai presus de ceruri este slava Lui.
PSA.113.5	Cine este ca 
PSA.113.5	Cel Ce tronează din înălțime
PSA.113.6	și totuși Se apleacă privind spre ceruri și spre pământ?
PSA.113.7	El îl ridică din pulbere pe cel sărac
PSA.113.7	și îl înalță din gunoi pe cel nevoiaș,
PSA.113.8	ca să‑l așeze la un loc cu cei nobili,
PSA.113.8	cu nobilii poporului Său.
PSA.113.9	El îi dă celei sterpe o familie,
PSA.113.9	face din ea o mamă veselă în mijlocul copiilor ei.
PSA.113.9	Lăudați‑L pe 
PSA.114.1	Când a ieșit Israel din Egipt
PSA.114.1	și Casa lui Iacov – din poporul cu limbă încâlcită,
PSA.114.2	Iuda a devenit Lăcașul Lui cel sfânt,
PSA.114.2	și Israel – tărâmul stăpânirii Lui.
PSA.114.3	Marea a văzut și a fugit,
PSA.114.3	Iordanul s‑a dat înapoi,
PSA.114.4	munții au sărit ca niște berbeci,
PSA.114.4	și dealurile – ca niște miei.
PSA.114.5	Ce ai, mare, de fugi?
PSA.114.5	Iordane, de ce dai înapoi?
PSA.114.6	Munților, de ce săriți ca niște berbeci,
PSA.114.6	și voi, dealurilor, ca niște miei?
PSA.114.7	Cutremură‑te, pământule, înaintea Stăpânului,
PSA.114.7	înaintea Dumnezeului lui Iacov,
PSA.114.8	Cel Care transformă stânca în iaz,
PSA.114.8	și cremenea – în izvoare de apă!
PSA.115.1	Nu nouă, 
PSA.115.1	ci Numelui Tău să‑i fie adusă slava,
PSA.115.1	pentru îndurarea și credincioșia Ta!
PSA.115.2	Pentru ce să zică neamurile:
PSA.115.2	„Unde le este Dumnezeul?“
PSA.115.3	Dumnezeul nostru însă este în ceruri;
PSA.115.3	El face tot ce dorește.
PSA.115.4	Idolii lor sunt 
PSA.115.4	sunt lucrarea mâinilor omenești.
PSA.115.5	Ei au gură, dar nu vorbesc,
PSA.115.5	au ochi, dar nu văd,
PSA.115.6	au urechi, dar nu aud,
PSA.115.6	au nas, dar nu pot mirosi,
PSA.115.7	au mâini, dar nu pot pipăi,
PSA.115.7	au picioare, dar nu pot umbla,
PSA.115.7	iar din gâtlej nu pot scoate niciun sunet.
PSA.115.8	Ca ei sunt cei care‑i fac
PSA.115.9	Israel, încrede‑te în 
PSA.115.9	El este ajutorul și scutul lui!
PSA.115.10	Casă a lui Aaron, încrede‑te în 
PSA.115.10	El este ajutorul și scutul lui!
PSA.115.11	Cei temători de 
PSA.115.11	El este ajutorul și scutul lor!
PSA.115.12	El binecuvântează Casa lui Israel,
PSA.115.12	binecuvântează Casa lui Aaron,
PSA.115.13	îi binecuvântează pe cei ce se tem de 
PSA.115.13	de la cei mici până la cei mari.
PSA.115.14	Să vă înmulțească 
PSA.115.14	pe voi și pe fiii voștri!
PSA.115.15	Să fiți binecuvântați de 
PSA.115.15	Creatorul cerurilor și al pământului.
PSA.115.16	Cerurile, cerurile sunt ale 
PSA.115.16	dar pământul l‑a dat fiilor omului.
PSA.115.17	Nu morții Îi dau laudă 
PSA.115.17	nici cei ce se coboară în tăcere,
PSA.115.18	ci noi Îl vom binecuvânta pe 
PSA.115.18	de acum și până în veci.
PSA.115.18	Lăudați‑L pe 
PSA.116.1	Îl iubesc pe 
PSA.116.1	căci El ascultă glasul meu, cererile mele.
PSA.116.2	Pentru că Și‑a plecat urechea spre mine,
PSA.116.2	Îl voi chema în toate zilele mele.
PSA.116.3	Mă înfășuraseră legăturile morții
PSA.116.3	și mă cuprinseseră sudorile Locuinței Morților;
PSA.116.3	eram copleșit de necaz și de durere.
PSA.116.4	Dar am chemat Numele 
PSA.116.4	„
PSA.116.5	Dumnezeul nostru este milostiv.
PSA.116.6	eram nenorocit de tot, dar El m‑a izbăvit.
PSA.116.7	Întoarce‑te, suflete al meu, la odihna ta,
PSA.116.7	căci 
PSA.116.8	Căci Tu mi‑ai salvat sufletul de la moarte,
PSA.116.8	ochii – de lacrimi,
PSA.116.8	și picioarele – de poticnire.
PSA.116.9	Voi umbla înaintea 
PSA.116.9	pe pământul celor vii!
PSA.116.10	Am crezut când am zis:
PSA.116.10	„Sunt foarte nenorocit!“
PSA.116.11	În neliniștea mea ziceam:
PSA.116.11	„Orice om este mincinos!“
PSA.116.12	toate binefacerile Lui față de mine?
PSA.116.13	Voi înălța cupa izbăvirilor
PSA.116.13	și voi chema Numele 
PSA.116.14	Îmi voi împlini jurămintele făcute 
PSA.116.14	înaintea întregului Său popor.
PSA.116.15	Prețioasă este în ochii 
PSA.116.15	moartea
PSA.116.16	Da, 
PSA.116.16	robul Tău, fiul roabei Tale,
PSA.116.16	și Tu mi‑ai desfăcut legăturile.
PSA.116.17	Îți voi aduce o jertfă de mulțumire
PSA.116.17	și voi chema Numele 
PSA.116.18	Îmi voi împlini jurămintele făcute 
PSA.116.18	înaintea întregului Său popor,
PSA.116.19	în curțile Casei 
PSA.116.19	în mijlocul tău, Ierusalime!
PSA.116.19	Lăudați‑L pe 
PSA.117.1	Lăudați‑L pe 
PSA.117.1	Să‑I aducă laude, toate popoarele!
PSA.117.2	Căci măreață Îi este îndurarea față de noi,
PSA.117.2	și credincioșia 
PSA.117.2	Lăudați‑L pe 
PSA.118.1	Mulțumiți 
PSA.118.1	căci în veac 
PSA.118.2	Israel să zică:
PSA.118.2	„Căci în veac 
PSA.118.3	Casa lui Aaron să zică:
PSA.118.3	„Căci în veac 
PSA.118.4	Cei ce se tem de 
PSA.118.4	„Căci în veac 
PSA.118.5	În mijlocul necazului L‑am chemat pe 
PSA.118.5	și 
PSA.118.6	Ce‑mi va face omul?!
PSA.118.7	De aceea voi privi 
PSA.118.8	Mai bine să te adăpostești în 
PSA.118.8	decât să te încrezi în om.
PSA.118.9	Mai bine să te adăpostești în 
PSA.118.9	decât să te încrezi în cei nobili.
PSA.118.10	Toate neamurile mă înconjurau,
PSA.118.10	dar le‑am îndepărtat în Numele 
PSA.118.11	Mă încercuiau, da, mă împresurau,
PSA.118.11	dar le‑am îndepărtat în Numele 
PSA.118.12	Mă împresurau ca niște albine,
PSA.118.12	dar au fost stinse ca un foc de paie:
PSA.118.12	le‑am îndepărtat în Numele 
PSA.118.13	Eram împins cu putere, ca să cad,
PSA.118.13	dar 
PSA.118.14	El a devenit izbăvirea mea.
PSA.118.15	Strigăt de bucurie și de izbăvire
PSA.118.15	se află în corturile celor drepți.
PSA.118.15	Dreapta 
PSA.118.16	Dreapta 
PSA.118.16	dreapta 
PSA.118.17	Nu voi muri, ci voi trăi
PSA.118.17	și voi povesti lucrările 
PSA.118.18	dar nu m‑a dat morții.
PSA.118.19	Deschideți‑mi porțile dreptății,
PSA.118.19	ca să intru să‑I mulțumesc 
PSA.118.20	Aceasta este poarta 
PSA.118.20	cei drepți intră pe ea.
PSA.118.21	Îți voi mulțumi, căci mi‑ai răspuns
PSA.118.21	și mi‑ai dat izbăvire.
PSA.118.22	Piatra pe care au respins‑o zidarii,
PSA.118.22	a devenit Piatra din capul unghiului.
PSA.118.23	el este minunat în ochii noștri.
PSA.118.24	Aceasta este ziua pe care a făcut‑o 
PSA.118.24	Să ne bucurăm și să ne veselim în ea!
PSA.118.25	Oh, 
PSA.118.25	Oh, 
PSA.118.26	Binecuvântat este Cel Ce vine în Numele 
PSA.118.26	Vă binecuvântăm din Casa 
PSA.118.27	și El ne luminează.
PSA.118.27	Legați cu funii jertfa de sărbătoare
PSA.118.28	Tu ești Dumnezeul meu și Îți voi mulțumi!
PSA.118.28	Tu ești Dumnezeul meu și Te voi înălța!
PSA.118.29	Mulțumiți 
PSA.118.29	căci în veac 
PSA.119.1	care umblă potrivit Legii 
PSA.119.2	Ferice de cei ce păzesc mărturiile Lui
PSA.119.2	și‑L caută din toată inima.
PSA.119.3	Ei nu săvârșesc nicio nedreptate;
PSA.119.3	umblă pe căile Lui.
PSA.119.4	Tu ai poruncit orânduirile Tale,
PSA.119.4	ca să fie păzite bine.
PSA.119.5	O, de‑ar ținti căile mele
PSA.119.5	să păzească hotărârile Tale!
PSA.119.6	Atunci nu mă voi rușina,
PSA.119.6	când mă voi uita la poruncile Tale.
PSA.119.7	Îți voi mulțumi în curăție de inimă,
PSA.119.7	când voi învăța judecățile dreptății Tale.
PSA.119.8	Voi păzi hotărârile Tale:
PSA.119.8	nu mă părăsi de tot!
PSA.119.9	Cum își va păstra tânărul curată cărarea?
PSA.119.9	Veghind pe ea după Cuvântul Tău.
PSA.119.10	Te caut din toată inima mea:
PSA.119.10	nu mă lăsa să mă abat de la poruncile Tale!
PSA.119.11	Strâng
PSA.119.11	ca să nu păcătuiesc împotriva Ta.
PSA.119.12	Binecuvântat să fii Tu, 
PSA.119.12	Învață‑mă hotărârile Tale!
PSA.119.13	Buzele mele vestesc
PSA.119.13	toate judecățile 
PSA.119.14	Mă bucur pe calea mărturiilor Tale
PSA.119.14	de parcă 
PSA.119.15	Cuget la orânduirile Tale
PSA.119.15	și dau atenție căilor Tale.
PSA.119.16	Îmi găsesc plăcerea în hotărârile Tale;
PSA.119.16	nu voi uita Cuvântul Tău!
PSA.119.17	Fă bine robului Tău, ca să trăiesc
PSA.119.17	și să păzesc Cuvântul Tău!
PSA.119.18	Deschide‑mi ochii, ca să văd
PSA.119.18	minunile din Legea Ta!
PSA.119.19	Eu sunt un străin pe pământ:
PSA.119.19	nu‑mi ascunde poruncile Tale!
PSA.119.20	Întotdeauna mi se topește sufletul de dor
PSA.119.20	după judecățile Tale, tot timpul.
PSA.119.21	Tu‑i mustri pe cei îngâmfați, pe cei blestemați,
PSA.119.21	pe cei ce se rătăcesc de la poruncile Tale.
PSA.119.22	Îndepărtează de la mine insulta și disprețul,
PSA.119.22	căci păzesc mărturiile Tale!
PSA.119.23	Prinții stau și vorbesc împotriva mea,
PSA.119.23	dar robul Tău cugetă la hotărârile Tale.
PSA.119.24	Mărturiile Tale sunt desfătarea mea,
PSA.119.24	sunt sfetnicii mei.
PSA.119.25	Sufletul meu este lipit de țărână:
PSA.119.25	înviorează‑mă potrivit Cuvântului Tău!
PSA.119.26	Mi‑am istorisit căile, și Tu mi‑ai răspuns:
PSA.119.26	învață‑mă hotărârile Tale!
PSA.119.27	Fă‑mă să înțeleg calea orânduirilor Tale
PSA.119.27	și voi cugeta la minunile Tale!
PSA.119.28	Sufletul îmi plânge de întristare:
PSA.119.28	ridică‑mă, după Cuvântul Tău!
PSA.119.29	Ține‑mă departe de calea minciunii;
PSA.119.29	binevoiește 
PSA.119.30	Aleg calea credincioșiei;
PSA.119.30	accept judecățile tale.
PSA.119.31	Mă alipesc de mărturiile Tale:
PSA.119.32	Alerg pe calea poruncilor Tale,
PSA.119.32	căci Tu îmi lărgești inima 
PSA.119.33	Învață‑mă, 
PSA.119.33	și o voi păzi până la sfârșit!
PSA.119.34	Fă‑mă să înțeleg și voi respecta Legea Ta,
PSA.119.34	o voi păzi din toată inima mea!
PSA.119.35	Condu‑mă pe cărarea poruncilor Tale,
PSA.119.35	căci în ea îmi găsesc plăcerea!
PSA.119.36	Apleacă‑mi inima spre mărturiile Tale
PSA.119.36	și nu spre câștig nedrept!
PSA.119.37	Abate‑mi ochii de la vederea deșertăciunii.
PSA.119.37	Înviorează‑mă pe căile Tale!
PSA.119.38	Împlinește‑Ți Cuvântul față de robul Tău,
PSA.119.38	care este pentru cel ce se teme de Tine!
PSA.119.39	Depărtează de la mine disprețul care mă înspăimântă,
PSA.119.39	căci judecățile Tale sunt bune!
PSA.119.40	Iată! Tânjesc după orânduirile Tale.
PSA.119.40	În dreptatea Ta, înviorează‑mă!
PSA.119.41	Să vină la mine îndurarea Ta, 
PSA.119.41	mântuirea Ta, potrivit promisiunii Tale!
PSA.119.42	Atunci îi voi răspunde celui ce mă batjocorește,
PSA.119.42	căci mă încred în Cuvântul Tău.
PSA.119.43	Nu mă lăsa fără Cuvântul cel adevărat în gura mea,
PSA.119.43	căci nădăjduiesc în judecățile Tale!
PSA.119.44	Voi păzi Legea Ta
PSA.119.44	întotdeauna și pentru veci de veci!
PSA.119.45	Voi umbla în loc larg,
PSA.119.45	căci caut hotărârile Tale.
PSA.119.46	Voi vesti mărturiile Tale înaintea regilor
PSA.119.46	și nu mă voi rușina.
PSA.119.47	Mă voi desfăta cu poruncile Tale,
PSA.119.47	pe care le iubesc.
PSA.119.48	Îmi ridic mâinile spre poruncile Tale, pe care le iubesc,
PSA.119.48	și cuget la hotărârile Tale.
PSA.119.49	Amintește‑Ți de Cuvântul 
PSA.119.49	în care m‑ai făcut să sper!
PSA.119.50	Aceasta îmi este mângâierea în suferința mea,
PSA.119.50	căci promisiunea Ta mă înviorează.
PSA.119.51	Mult mă mai batjocoresc cei mândri,
PSA.119.51	dar eu nu mă abat de la Legea Ta.
PSA.119.52	Îmi amintesc de judecățile Tale din vechime, 
PSA.119.52	și sunt mângâiat.
PSA.119.53	Sunt cuprins de furie 
PSA.119.53	a celor ce au părăsit Legea Ta.
PSA.119.54	În casa pribegiei mele,
PSA.119.54	hotărârile Tale mi‑au fost cântări.
PSA.119.55	Noaptea îmi amintesc Numele Tău, 
PSA.119.55	Voi păzi Legea Ta!
PSA.119.56	Așa‑mi doresc să fie,
PSA.119.56	căci păzesc orânduirile Tale.
PSA.119.57	am promis că voi păzi cuvintele Tale!
PSA.119.58	Caut fața Ta din toată inima.
PSA.119.58	Arată‑Ți bunăvoința față de mine, potrivit promisiunii Tale.
PSA.119.59	Mă gândesc la căile mele
PSA.119.59	și îmi îndrept pașii spre mărturiile Tale.
PSA.119.60	Mă grăbesc și nu întârzii
PSA.119.60	să păzesc poruncile Tale.
PSA.119.61	Funiile celor răi m‑au înconjurat,
PSA.119.61	dar eu nu uit Legea Ta.
PSA.119.62	La miezul nopții mă trezesc ca să‑Ți mulțumesc
PSA.119.62	datorită judecăților Tale cele drepte.
PSA.119.63	Sunt prieten cu toți cei ce se tem de Tine
PSA.119.63	și păzesc orânduirile Tale.
PSA.119.64	învață‑mă hotărârile Tale!
