MAT.1.1	Mukanda wa kibuti kia Yesu Klisto, muana wa Davidi, muana wa Abalahama.
JHN.11.18	Nu Betania wabezaga buigi na Yelusalema, lugendo lua kilometele isatu; 
JHN.11.19	nu ba Yuda beingi bavule ku Malata nu Malia kubalizia ku lukuo lua mubitu wabo. 
JHN.11.20	Gongule Malata buno, Yesu esavua, endile kumukulumania; tondo Malia asigede mu numba. 
JHN.11.21	Malata abuide bune, Mukota, wabezaga gano, songo mubitu wane ntanakule. 
JHN.11.22	Nu kano kaluma nizi buno, kinsania kiwasega ku Kalaga, Kalaga anakukasakio. 
JHN.11.23	Yesu amubuide bune, Mubitu wobe ayuke. 
JHN.11.24	Malata amubuide bune, Nizi buno, akayuka muiyukilo lia busi buzinda. 
JHN.11.25	Yesu amu­buide bune, Nne nili iyukilo nu kalamo: wozo wankatizia, aba ganalekana, nti akalamaga; 
JHN.11.26	nu unsania ukulama nu ukunkatizia nti ntakakua nunse. Ndi ukukatizia bubo? 
JHN.11.27	Atendile bune, E, Mukota, nakatizia buno, Uwe U Klisto, Muana wa Kalaga, wavua ku kisi. 
JHN.11.28	Nu gatendile bubo, endile, nu amanine iselenzi Malia ku lumbisombiso, amubuide bune, Musozi eli gano, nu ekukumana. 
JHN.11.29	Nu gongule ku bubo, emanukile lubilo, nu endile kueli. 
JHN.11.30	(Yesu abezaga ntebasa mu muino, abezaga ekikili kuko kua kulumaninaga na Malata.) 
JHN.11.31	BaYuda babezaga nage mu numba kumulizia gabamonine Malia emanuka lubilo nu kuenda, bamuyangile, bakengede buno, ekuenda kulila ku nsinda. 
JHN.11.32	Ga­basile Malia ku Yesu, nu gamumonineko, awede gansi ku magulu mage, amubuide bune, Mukota, wabezaga gano, songo mubitu wane ntanakule. 
JHN.11.33	Gamulolile Yesu, nu baYuda bavule nage bekulila, abede na kabebe kanene nu kasina, 
JHN.11.34	nu abuide bune, Kuni kumuamubikile? bamubuide bune, Mukota, vua, umone. 
JHN.11.35	Yesu alilile. 
JHN.11.36	BaYuda babuide bune, Lolazi, buabezaga amutunda! 
JHN.11.37	Tondo bango batendile bune, Ndi muntu wono azibuide meiso ma kiuku, buni buatanavuama kubula muntu wono buno ntakue? 
JHN.11.38	Yesu endile ku nsinda nu abezaga na kasina. Nu nsinda zabezaga za luanda lueikozi, nu luibi lueikozi. 
JHN.11.39	Yesu abuide bune, Tikiazi ikozi. Malata, mubitu wa wozo wakule, amubuide bune, Mukota, kano kaluma esoga, nagekuila gese gatinga bindi binazi. 
JHN.11.40	Yesu amubuide bune, Ndi nsiakutendile buno, Kungua wakatizia, nti ukumona ku luganuno lua Kalaga? 
JHN.11.41	Nu batikizie ikozi. Nu Yesu agalamine kuigulu, atendile bune, Tatane, nkukusima kubuno ukununguaga. 
JHN.11.42	Nizi buno, uku­nunguaga bindi binsania; tondo nkutenda bubuno kubuno bantu bantimbikania bakatizie buno, uwe uwansingile. 
JHN.11.43	Nu gasilile kutenda bubo, alalukile neiyuki inene bune, Lazalo, vua. 
JHN.11.44	Wozo wakule abasile, akandua ku maboko nu ku magulu na nsulu zakuyi­kua nazo; nu ku meiso mage kuabezaga kuakandua na nsulu. Yesu ababuide bune, Mukandulazi nu eyendele.
JHN.11.45	BaYuda beingi bavule na Malia, gabamonine ku mugeleko wozo, bamukatizizie. 
JHN.11.46	Tondo bango bendile kuabezaga ba­Falese, bababuide bubo buakitaga Yesu.
JHN.11.47	Basankoga banene nu baFalese bakundamene ku luango, babuzanizie bune, Muntu wono ekukita migeleko mingi, tumuki­tazi buni? 
JHN.11.48	Ndi tuamusigilila, bantu bansania nti bamukatizie; nu baLoma nti bekuvua kutunyaga muino weitu nu kilongo kietu. 
JHN.11.49	Tondo umozi wa ku babo, izina liage Kayafa, wabezaga sankoga munene mu muaka wozo, ababuide bune, Inyue ndi tamuizi bua­mpa, 
JHN.11.50	aba ndi tamuizi buno, buatananina muntu umozi kukuila bantu, ndi kilongo kinsania takiazika. 
JHN.11.51	We nteitendede iyuki lilio wenyene: tondo we abezaga angata basankoga banene mu muaka wozo, nu alenganizie buno Yesu akakuila kilongo kikio: 
JHN.11.52	nuwe ntakakuila kilongo kimozi, tondo akakungika bana ba Kalaga babalangene. 
JHN.11.53	Ku busi bubo bakalile luango luabo buno, bamuite.
JHN.11.54	Kubuno Yesu ntatabangile mu baYuda lingo anga bualingaga kutabanga, atukile kuko, endile mu lulenge luabezaga buigi na kalula, ku muino ukumanua Efelaima; nu eizizizie kuko na beigisi­bua bage. 
JHN.11.55	Nu kisagulo kiesuluko lia baYuda kiabezaga kise buigi; nu bantu beingi ba kisi kikio balingile kuenda ku Yelusa­lema nti kisagulo kiesuluko takiba, buno beiyengie. 
JHN.11.56	Nu babo balondile Yesu; gabemanine mu numba nnene za kukumbamina, babuzanizie bune, Mukukengela buni? Ndi ntekuvua ku kisa­gulo? 
JHN.11.57	Basankoga banene nu Bafalese bakakizizie buno, Ndi muntu eizi kueli, atusambalile kueli, buno bamukate.
JHN.12.1	Kuabezaga kuse kuasigala bindi mutuba na kulinga kua kisagulo kiesuluko, Yesu abasile ku Betania, kuabezaga Lazalo wayukizie ku bakuzi. 
JHN.12.2	Kuko ukubamuyikide idia lia igolo; Malata abezaga ekubakasia; nu Lazalo abezaga umozi wa ku babo babezaga nage ku meza. 
JHN.12.3	Malia akatile nkindi za bula­go, bua bukunza bunene, abongezie Yesu zo ku magulu, nu amu­nyonyuene na nzuili zage, numba zizede neiyugo lia bulago. 
JHN.12.4	Tondo muigisibua wage umozi, Yudasa Isakaliote, use buigi kumugabula, amubuzizie bune, 
JHN.12.5	Kubuni tamuakunzia bulago bubuno ku falanga nkama isatu, nu zinakasilue bazambi? 
JHN.12.6	Ate­ndile bubo, ntabezaga na kiombo ku bazambi; tondo abezaga muibi kubuno abezaga neisuku, nu atikizie biabezaga mumo. 
JHN.12.7	Yesu ababuide bune, Musigazi abulange aba nu ku busi bua kuiyikua kuane. 
JHN.12.8	Muli na bazambi bindi binsania, tondo tamuli nanne bindi binsania.
JHN.12.9	Bantu beingi ba baYuda bongule musagu bune, We eli kuko; tabavuilide Yesu tugu, tondo buno bamone ku Lazalo wozo wayu­kizie ku bakuzi. 
JHN.12.10	Tondo basankoga banene bakalile luango luabo buno, beite Lazalo; 
JHN.12.11	kubuno baYuda beingi beidekanu­kizie na banyabo nu bakatizizie Yesu ku bubo.
JHN.12.12	Gakede busi musanganano munene wavule ku kisagulo, gabongule buno, Yesu ekuvua ku Yelusalema, 
JHN.12.13	bakatile manga ma bibila, nu bendile kumukulumania, nu balalukile bune, Hosana: Mbogimbogi ku wozo ukuvua muizina lia Mukota, Mukota wa balsalele.
JHN.12.14	Nu gasangile Yesu muana wa mpunda, eikede gantata gazo, anga buasanzilue bune, 
JHN.12.15	Mukinga wa Siona, ntunakua boba; unguilila, Mukota wobe ekuvua gantata ga muana wa mpunda.
JHN.12.16	Tondo beigisibua bage tabalingile kumenyinina bubo; tondo gaganuinue Yesu, bakengede bubo buasanzidue nu bamukitide bubo. 
JHN.12.17	Bantu beingi babezaga nage gayukagia Lazalo mu nsinda, nu gamumanaga ku bakuzi, babo bamulonge­kede. 
JHN.12.18	Ku kabamba kako musanganano wendile kukulumana nage, kubuno bongule buno akita mugeleko wozo. 
JHN.12.19	BaFalese batendene buabo buabo bune, Buni butuakite, lolazi, kisi kinsania kikumuyanga.
JHN.12.20	BaGeleka bamozi ba kubeli bendile kuganuna ku kisagulo; 
JHN.12.21	bavule ku Filipo muntu waBetesaida wa Galela, nuwe bamubuide bune, Mukota, tukutunda kumona Yesu. 
JHN.12.22	Filipo endile ku Andele, atendile nage; Andele nu Filipo bendile ku Yesu, nu bamubuide bubo. 
JHN.12.23	Yesu abakuide bune, Nkungu za kuganunua kua Muana wa muntu zakuka. 
JHN.12.24	Lebelebe, lebelebe, nkumubula bune, Ndi kaguma ka mumpunge kakoloka gansi mu bilongo, ndi takakua, nti kakusigala kekenyene; tondo ndi kakua, nti kakubuta tuguma tuingi. 
JHN.12.25	Wozo watunda kalamo kage akakazimizia; nu wozo wasomba kalamo kage mu kisi kikino akalanga kalamo katanakuzinda. 
JHN.12.26	Ndi muntu ekunkambila, anyange; nu ngendi ugakaba mukambi wane: ndi muntu ekunkambila, Tatane ekamu­anza. 
JHN.12.27	Kano kaluma nili na kabebe, nikite buni? Tatane, nonie mu nkungu zeno. Tondo ku kabamba kakano navule ku zeno nkungu. 
JHN.12.28	Tatane, ganunia izina liobe. Nu iyuki liatukile muigulu bune, Naliganunia, nu nikaliganunia lingo. 
JHN.12.29	Musa­nganano wabezaga buigi, gungule kuiyuki lilio, babuide bune, Mukulumino wa mbula: bango bune, Mugenzi uwatenda nage. 
JHN.12.30	Yesu ababuide bune, Iyuki lilino taliatendua ku kabamba kane, tondo liatendua ku kabamba keinyu. 
JHN.12.31	Kano kaluma lusungio lua kisi kikino luseli: nu kano kaluma muangati wa kisi kikino akuisua kumbuga. 
JHN.12.32	Nunne, ndi nasakikua ga kisi, nkubuluta hansania kundi. 
JHN.12.33	We atendile bubo ku kubakengelezia ku bua­kakua, 
JHN.12.34	Bantu bamubuzizie bune, Tungule ku mulembe buno, Klisto akeikalaga nkiko zitanakuzinda: nu buni bukutenda bune, Muana wa muntu atunganana ku sakikua? Nazi wozo Muana wa muntu? 
JHN.12.35	Yesu ababuide bune, Mukili na kiengi mu nkungu nkeke. Tabangazi mu kiengi, buno kapilo kanavua kumuvuama: wozo ukutabanga mu kapilo ntekumenya kuakuenda. 
JHN.12.36	Nkungu zimuli na kiengi, katiziazi kiengi, buno mube bana ba kiengi.
JHN.12.36	Nu gatendile Yesu bubo, atukile gago, nu ababisamine. 
JHN.12.37	Tondo anakitile migeleko mingi ku babezaga, tondo tabanamuka­tizizie: 
JHN.12.38	buno lizindilile liatendile mulengania Yesaya bune,
JHN.12.38	Mukota, nazi wakatizizie musagu weitu?
JHN.12.38	Nu kuboko kua Mukota kuamonekile kunazi? 
JHN.12.39	Ku kabamba kako tabakatizizie, kubuno Yesaya atendile lingo bune,
JHN.12.40	We abazibile meiso, nu abikile mitima zabo mibibu;
JHN.12.40	Buno banavua kutitika, nu kumenyinina mu mitima zabo,
JHN.12.40	nu banagaluka buno nibonie. 
JHN.12.41	Yesaya atendile bubuno, kubuno amonine ku luganuno luage; nu atendile musagu wage. 
JHN.12.42	Tondo bangati beingi bamukatizi­zie; tondo tabeitabizizie ku kabamba ka baFalese, buno banavua kutikibua mu numba za musanganano: 
JHN.12.43	kubuno batundile lutanuno lua bantu kutinga lutanuno lua Kalaga.
JHN.12.44	Yesu alalukile neiyuki inene bune, Wozo wankatizia, nti nte­kunkatizia nnenyene tugu; tondo nti ekukatizia wozo wansingile. 
JHN.12.45	Nuwe ukumonako nti ekumona ku wozo wansingile. 
JHN.12.46	Na­vule buno nibe kiengi kia kisi, buno unsania wankatizia ntasigale mu kapilo. 
JHN.12.47	Nu ndi muntu ekungua ku moki mane, nu ndi nta­kumanza, nne nsikumusungia: kubuno nsiavule kusungia kisi, tondo navule kukionia. 
JHN.12.48	Wozo ukunsomba, nu utasekela malagi mane, eli na umozi ukamusungia: idagi lilio linatendile ulikamu­sungia busi buzinda. 
JHN.12.49	Kubuno nsikuitendela nnenyene; tondo Tatane wansingile ankakizizie bunsania bunkutenda nu bunsania bunkubula. 
JHN.12.50	Nu nizi buno, kukakizia kuage kuli kalamo kata­nakuzinda; nu bubo bunkutenda nkubutenda anga buantendile Tatane.
JHN.13.1	Gabezaga kisagulo kiesuluko kia Kalaga takilinga, Yesu amenyine buno, nkungu zage zakutuka ga kisi zika, nu kuenda kulsi, elamine bantu bage ba ga kisi, abelamine aba nu kuzinda.
JHN.13.2	Mu nkungu zeidia lia muigolo, Satana abezaga esasila kuenge­lela engide mu mutima wa Yudasa Isakaliote, muana wa Simona, buno, agabule Yesu. 
JHN.13.3	Gamenyine Yesu buno, Isi amukasile binsania ku maboko mage, atukile kua Kalaga, nu akasubia kua Kalaga; 
JHN.13.4	emanukile ku meza, nu eikunguide nsulu zage; nu akatile kibe kia nsulu, nu ekandilekio mu kibunda. 
JHN.13.5	Nu abikile mazi ga lupepe, nu alingile kogia beigisibua bage ku magulu, nu kubanyonyona, na kibe kia nsulu kiabezaga ikanda nakio. 
JHN.13.6	A vule ku Simona Petelo. Petelo amubuide bune, Mukota, buni bukuno­gia ku magulu? 
JHN.13.7	Yesu amuakuide bune, Ntukumenya bunkukita kano kaluma, tondo ukabumenya. 
JHN.13.8	Petelo amubuide bune, Ntunanogia ku magulu, Yesu amubuide bune, Ndi nsikukogia, kasi ntuli nanne bumozi. 
JHN.13.9	Simona Petelo amubuide bune, Mukota, ntunogie ku magulu tugu, tondo nogie ku maboko nu kuitoe. 
JHN.13.10	Yesu amubuide bune, Wasila koga, aneiyanina koga lingo ku magulu, kubuno mubili unsania wenga, nu inyue muenga tondo ta bansania. 
JHN.13.11	Kubuno amenyine wozo wamugabule; bubo ukinsa ababulaga bune, Inyue bansania tamuenga.
JHN.13.12	Nu gasilile kubogia ku magulu, akatile nsulu zage, ekalile lingo ku meza, ababuzizie bune, Ndi muizi kinamukitila bubo? 
JHN.13.13	Mukumana, Musozi, nu Mukota: mukutenda busoga, nne nili we. 
JHN.13.14	Ndi nne nili Mukota nu Musozi, ndi namogia ku magulu, bubo buatunganana nuinyue kogania ku magulu. 
JHN.13.15	Kubuno na­mukasa kakano kakengelezio; inyue mukitane anga bunamukitide. 
JHN.13.16	Lebelebe, lebelebe, nkumubula bune, Mukambi nteli munene ku mukota wage; nu musingua nteli munene ku wamusingaga. 
JHN.13.17	Ndi muamenya bubuno, nti muli na mbogimbogi ndi muku­bukita. 
JHN.13.18	Nsikumubula inyue bansania: nizi banasombuede, tondo buatunganana buno isanzo lizindilile buno, wozo unkulia nage angabule.
JHN.13.19	Kano kaluma nkumubula buteba, gabuabe nti mukatizie buno, nne u we. 
JHN.13.20	Lebelebe, lebelebe, nkumu­bula bune, Ukasekela unasinga nti ansekela; nu ukansekela nti asekela wansingile.
JHN.13.21	Gatendile Yesu bubo, abeide na kabebe kanene, abuide bune, Lebelebe, lebelebe, nkumbula bune, Umozi wa kumuli angabule. 
JHN.13.22	Beigisibua balolene, babuzanizie bune, Nazi wakubula? 
JHN.13.23	Umozi wa ku beigisibua, abezaga egamina ku bukuba bua Yesu, kubuno Yesu abezaga amutunda nunse. 
JHN.13.24	Simona Petelo amu­lutile, amubuide bune, Mubuzie nazi wakubula. 
JHN.13.25	Nu wozo muigisibua wabezaga wegamina ku bukuba bua Yesu, amubuzizie bune, Mukota, nazi wozo? 
JHN.13.26	Yesu amubuide bune, Wozo unku­tobela ntolu, nu kumukasazo, nti owozo. Bubo gasesile ntolu zeidia, azikatile, azikasile Yudasa, muana wa Simona Isakaliote, 
JHN.13.27	Nu gakatile ntolu zeidia, Satana engide mueli. Yesu amubuide bune, Sasia kukita bukukita. 
JHN.13.28	Tondo ku babo babezaga ga meza takuli wamenyinine buamubulaga. 
JHN.13.29	Kubuno Yudasa abezaga neisuku, nu bakengede buno, Yesu amubuide bune, Ukunzisie butukuiyanina ku kisagulo aba bune, Kasa bazambi bimozi. 
JHN.13.30	Nu gakasilue Yudasa ntolu, endile lubilo; nu bua­bezaga buse mu kindi.
JHN.13.31	Gatukile Yudasa, Yesu atendile bune, Kano kaluma muana wa muntu akuganunua, nu Kalaga aganunue mueli. 
JHN.13.32	Kalaga nuwe akamuganuna mueli, nu ekusasia kumuganuna. 
JHN.13.33	Bana bakeke, nili neinyu nkungu nkeke. Mukandonda, tondo anga bunabulile baYuda bune, Tamukavuama kuvua kuko kunkuenda; kano kaluma bubo nuinyue ubunkumubula. 
JHN.13.34	Nkumukakizia lingo ikakizio lito bune, Tundanazi; anga bunamutundile nuinyue tundanazi. 
JHN.13.35	Bubo bantu bansania bamenye buno, muli beigi­sibua bane, ndi muatundana.
JHN.13.36	Simona Petelo amubuzizie bune, Mukota, ukuenda kuni?
JHN.13.36	Yesu akuide bune, Kano kaluma ntunavuama kunyanga kunkuenda; tondo ukanyanga. 
JHN.13.37	Petelo amubuide bune, Mukota, kubuni nsinavuama kukuyanga kano kaluma? N akukuile. 
JHN.13.38	Yesu amu­buide bune, Ndi wankuile? Lebelebe, lebelebe, nkukubula bune, Gabe mulume wa nkoko ntebika, wantune mambizi masatu.
JHN.14.1	Mitima zeinyu tazizangezange: katiziazi Kalaga, nka­tiziazi nunne. 
JHN.14.2	Mu numba za Tatane muli biziki bingi, songo tabuligo, songo namubula; tondo nenda kumukulumizizia kiziki. 
JHN.14.3	Nu ndi nenda kumukulumizizia kiziki, nkasubia lingo, nu nkamusekela; buno, kuko kundi mukikalagako. 
JHN.14.4	Nu muizi nzila za kunkuenda. 
JHN.14.5	Toma amubuide bune, Mukota, tatuizi kukuenda, buni butunamenya nzila? 
JHN.14.6	Yesu amubuide bune, Nne nili nzila, nu bulili, nu kalamo: takuli muntu unabasa ku Tatane, ndi ntabasila mundi. 
JHN.14.7	Ndi munizi, kasi muizi Tatane: kutukila kano kaluma mumuizi, nu muamumonineko. 
JHN.14.8	Filipo amubuide bune, Mukota, tulolesie so, bubo bunatutananina. 
JHN.14.9	Yesu amubuide bune, Filipo, nne neizizia neinyu, nu uwe ntunizi? Wozo ukumonako nti ekumona ku Tatane, kubuni kukubula buno, nimulolesie Tatane? 
JHN.14.10	Ntukukatizia buno, nili mu Tatane, nu Tatane eli mundi? Nsikuitendela malagi mamano nnenyene; tondo Tatane uli mundi ukukita milimo zage. 
JHN.14.11	Nkatiziazi buno, nne nili mu Tatane, nu Tatane eli mundi; ndi ta bubo, kasi nka­tiziazi ku milimo zeno zinkukita. 
JHN.14.12	Lebelebe, lebelebe, nku­mubula bune, Wozo wankatizia akakita nuwe milimo zatinga zezo zinakitaga; kubuno nkuenda ku Tatane. 
JHN.14.13	Kinsania kimukasega kuizina liane, nkakikita buno Tatane aganunue mu Muana wage. 
JHN.14.14	Ndi mukunsega kokansania kuizina liane, nkakakita. 
JHN.14.15	Ndi muantunda, nti muanze makakizio mane.
JHN.14.16	Nu nkasega ku Tatane, nuwe akamukasa ungo Mukasia, buno abe neinyu nkiko zitanakuzinda. 
JHN.14.17	Uwozo, Muuza wa bulili: wozo kisi takinavuama kumusekela; kubuno takikumu­monako, aba takimuizi: tondo inyue mumuizi; kubuno eli neinyu, nu lingo akaba mumuli. 
JHN.14.18	Nsikamusiga buankubi; nkamuvuila. 
JHN.14.19	Nkungu nkeke ba ga kisi tabakamonako lingo; tondo inyue mukumonako: ku kabamba ka buno nkulama, nuinyue mualame nunse. 
JHN.14.20	Ku busi bubo mukamenva buno, nili mu Tatane, nuinyue muli mundi, nunne mumuli. 
JHN.14.21	Wozo ukuanzaga maka­kizio mane, uwozo wantunda; nu atundua na Tatane, nunne nka­mutunda, nu nkedolesia kueli. 
JHN.14.22	Yudasa (ta wozo Isakaliote) amubuzizie bune, Mukota, buni bukutenda buno ukeidolesia kutuli, tondo ta ku ba kisi? 
JHN.14.23	Yesu amutendile bune, Ndi muntu antunda, nti anze idagi liane: nu Tatane akamutunda, nuisue tuavue kueli, nu tukekalaga nage. 
JHN.14.24	Utantunda, ntekuanza malagi mane; nu idagi limukungua kulio ta liane, tugu lia Tatane, wozo wansingile.
JHN.14.25	Nkumubula bubuno gankili neinyu. 
JHN.14.26	Tondo Mukasia, wozo Muuza Wasililila, ukasinga Tatane kuizina liane, we akamu­igisia bunsania, nu akamukengelezia bunsania bunamusambalide.
JHN.14.27	Bubobelelo bunamusigila; nu bubobelelo buane bunamu­kasa; nsikumukasa anga bukukasanaga ba mu kisi. Mitima zeinyu tazizangezange, nu tamukue boba. 
JHN.14.28	Mungule idagi linamubuide bune, Nkuenda, nu nkamuvuila lingo. Songo mu­antunda, munabogilebogile, kubuno nkuenda ku Tatane: kubuno Tatane antinga. 
JHN.14.29	Kano kaluma nkumubula buteba, gabuabe nti muakatizie. 
JHN.14.30	Nsikumubula bingo bingi, kubuno muangati wa kisi esavua, nu nteli na buampa kundi. 
JHN.14.31	Tondo bakisi tabezi buno, Natunda Tatane, nu anga buankakizizie Tatane, ububo bunkukita. Zanzukazi, tuendazi.
JHN.15.1	Nne nili kimima kia bulili nu Tatane eli mulimi. 
JHN.15.2	Lutabi lunsania luli mundi lutakolama biguma, nti akalutikia: tondo lutabi lunsania lukukolama biguma, nti akalukondela, buno luko­lame bingo biguma. 
JHN.15.3	Inyue muengezibue kalazi ku kabamba keidagi liane linamubuide. 
JHN.15.4	Ikalazi mundi, nunne mumuli. Anga bubo lutabi talunakolama biguma luluinyene, ndi taluikala nu kuidindika mu kimima; bubo nuinyue lingo tamunakolama biguma ndi tamuikala mundi. 
JHN.15.5	Nne nili kimima, nuinyue muli ntabi; wozo wikala mundi, nunne mueli, nti akakolamaga biguma nunse; kubuno tamunavuama kukita kena kunteli. 
JHN.15.6	Ndi muntu nteikile mundi, esua anga lutabi nu nti loma; nu nti bazikunda­mania nu kuzisa mu keiya, nu nti zomboka. 
JHN.15.7	Ndi muikala mu­ndi, nu malagi mane mumuli, nu nti muasege kimukutunda, nu nti muakikitilue. 
JHN.15.8	Ndi muakolama biguma bingi, nti Tatane aga­nunue; bubo mukaba beigisibua bane. 
JHN.15.9	Anga buantundile Tatane, ububo bunamutunda nuinyue: ikalazi mu lutundo luane. 
JHN.15.10	Ndi mukuanza makakizio mane, muikale mu lutundo luane, anga bunanzile makakizio ma Tatane, nu kuikala mu lutundo luage. 
JHN.15.11	Bubuno ubunamubuide, buno mubogeboge anga buna­bogilebogile, buno mbogimbogi zeinyu zizindilile. 
JHN.15.12	Kubuno u kukakizia kuane, buno mutundane anga bunamutundile. 
JHN.15.13	Takuli muntu uli na lutundo kutinga luluno, buno muntu akuile beida bage. 
JHN.15.14	Muli beida bane, ndi mukukita bunkumukakizia.
JHN.15.15	Nsikamumana lingo bakobe, kubuno mukobe ntanamenya bukukita mukota wage: tondo nkumumana buno beida bane; kubuno nkumukengelezia bunsania bunungule kubo ku Tatane. 
JHN.15.16	Inyue tamuansombuede, tondo nne uwamusombuede, inyue namubikile buno muende nu mukolame biguma, nu biguma bieinyu bikalage, buno kinsania kimukasegaga ku Tatane muizina liane nti mukakikasua. 
JHN.15.17	Bubuno ubunamukakizia buno mutundane.
JHN.15.18	Ndi kisi kiamusomba, menyazi buno, nunne kialingile ku­nsomba. 
JHN.15.19	Songo muli ba kisi, kisi kinamutundile; tondo inyue tamuli ba ga kisi tondo namusombuede mu kisi, ku bubo ukinsa kisi kiamusomba. 
JHN.15.20	Kengelazi idagi linamubuide buno, mukambi ntatinga mukota wage. Ndi bekumbabazia nti baka­mubabazia nuinyue; nu ndi bekuanza idagi liane, nti bakanza idagi lieinyu. 
JHN.15.21	Tondo bakamukita bubuno bunsania ku kabamba keizina liane, kubuno tabeizi wansingile. 
JHN.15.22	Songo nsiavule kutenda nabo, songo tabanabede na katati ka buagi: tondo kano kaluma tabeli na kuibingia ku katati ka buagi buabo. 
JHN.15.23	Wozo wansomba nti asomba Tatane lingo. 
JHN.15.24	Songo nsiakitile mulimo munkatini muabo utanamenya kukita ungo muntu, songo tabanabeide na katati ka buagi; tondo kano kaluma basila kutumonako, nne nu Tatane, nu kutusomba. 
JHN.15.25	Bubo lizindilile idagi liasanzilue mu mulembe wabo bune, Babezaga bakunsomba buliabulia.
JHN.15.26	Tondo gakavua Mukasia unkamusingila, kutuka ku Tatane, Muuza wa bulili, akatuka ku Tatane, we akandongekela: 
JHN.15.27	nuinyue lingo mukandongekela, kubuno muabezaga nanne mu kulinga aba nu kano kaluma.
JHN.16.1	Nkumubula bubuno buno tamuine mitima. 
JHN.16.2	Bakamu­tikia mu numba za musanganano: nkungu zikavua, nu muntu akamuita nu akakengela buno, ekukitila Kalaga busoga. 
JHN.16.3	Nu bakakita bubo, kubuno tabeizi Tatane, nu tabenizi nunne. 
JHN.16.4	Tondo namubuide bubuno, buno gakakuka nkungu zezo nti mu­akengela buno namubuide bubo. Nsialingile kumubula bubo, kubuno nabezaga neinyu. 
