MAT.1.1	Niján jíri linébaanfaangu Jesucrístu le jádaangiñebei meja ladǘgawagun Davíd lúma Abrahám.
ROM.7.5	Lubáragiñé meja werésibiruni Crístu, seríwiti meja lilúrudun Moisés lun lagáguduni luríban ayúmajaní wádan, áni ligía cátei le anǘgübaliwa lídoun oúweni. 
ROM.7.6	Ánjeinti guetó, jiláadiwa lun lúrudu ligía lé meja gámabaliwa lábugiñe lubáfu, guetó furáangujadiwa lun wesériwidun lun Búngiu lídan iséri luwúyeri, táu sun wanígi, láu ubáfu le líchugubei Sífiri Sándu woun, máma queísi idámuni lun binádu lilúrudun Búngiu le bürǘwabei.
ROM.7.7	¿Waríñaguba lubeíti luágu wuríba lan binádu lilúrudun Búngiu? ¡Máma líña! Láu sun líra, lúrudu asúbudiragüdübalin figoú nun. Ibídiñeti jamúga nun luágu figoú lan lawámadirun jamégen ámu ánjein jamúga maríñagunti lúrudu. “Mawámadirabeí jamégen ámu.” 
ROM.7.8	Ladǘga méme gumádi le, ába lagáguduni igáburi lánina figoú le nídaanbei sun luwúyeri luríban ayúmajani nídan. Lugúndun lun jamúga úa lan lúrudu, larúmuguñá yebe lubáfu figoú. 
ROM.7.9	Níjein meja ában dan, lubáragiñe nasúbudiruni laníchigu lilúrudun Búngiu le tímatimaati, ába narítagun luágu úaragua lan nigáburi ligíbugiñe Búngiu, dan le nasúbudirubalin laníchigu lúrudu ligía, ába nasúbudiruni luágu gafígoun nan, luágu lídaañadina lan ǘma lun féridi. 
ROM.7.10	Ítara líña, lúrudu le jamúga lúnbei yebe líchugun ában ibágari buíti nun, arúfudarügü lumúti nidúnrun lúma lafáyeiruaja. 
ROM.7.11	Lugúndun lárügüdün igáburi lánina figoú le nídaanbei lueígiñe lúrudu ligía, ába leyéeragunina lun nadǘgüni le wuríbabei, ába lanǘgünina lídoun féridi láu meme lúrudu ligía.
ROM.7.12	Sánduti lubeíti lilúrudun Búngiu lídaangua, sánduti giñe sun gumádi le lídaanbei, úaraguati, áni buíti. 
ROM.7.13	¿Ligía funásan cátei buíti le anǘgübalina lídoun féridi? ¡Máma líña! Nifígoun anǘgübalin neféridirun nun, áni ítara líña larúfuduni luágu figoú lan, láu cátei le buídubei, le méme lúrudubei, lanǘgana igáburi lánina figoú le nídaanbei lídoun féridi, áni ítara líña larúfuduni lilúrudun Búngiu luágu wuríba lan figoú le tímatimaati.
ROM.7.14	Subúdi wamúti luágu lídaangiñe lan Sífiri Sándu líchigei Búngiu lilúrudun, ánjeinti áu, queísi wügǘri garaǘwarügüti, alúgurúañu níña queísi idámuni lun lubáfu figoú. 
ROM.7.15	Úati gunfaráanda náani ca lan susérebei nun, madǘgün numúti cátei buíti le nabúseerubei nadǘgün, nadǘgei cátei le iyéreegubei nun. 
ROM.7.16	Ánjein le lubeí mabúseerun nubeí nadǘgün ligía nadǘga, úaraguati nisáminan lúma lilúrudun Búngiu luágu cátei le buídubei, áni láu líra, arúfuda numúti luágu barǘnaani lúrudu quei cátei buíti. 
ROM.7.17	Mámaadina lubeíti áu adǘgübalin cátei wuríbati le nadǘgübei, igáburi lánina figoú le nídaanbei, ligía adǘgübalin. 
ROM.7.18	Subúdi numúti luágu úa lan ni cáta buíti nídan boúgudin lueí Búngiu, áu queísi wügǘri garaǘwarügüti. Buséntina jamúga nadǘgüni le buídubei, siñáti nadǘgüni. 
ROM.7.19	Madǘgün numúti cátei buíti le nabúseerubei nadǘgün, nasígirarüga adǘgei wuríbati le mabúseerun nubeí nadǘgün. 
ROM.7.20	Ánjein lubeíti le lubeí cátei le mabúseerun nubeí nadǘgün ligía nadǘga, lídan linárün cátei, máma áu le láni Búngiu adǘgübalin, igáburi lánina figoú le nídaangilibei, ligía adǘgübalin.
ROM.7.21	Niján cátei le asúseredubei nun. dan le busén nan nadǘgüni le buídubei, wuríbati rügǘñein nadárira nídan. 
ROM.7.22	Lídan nisáminan, jínsiñeti lilúrudun Búngiu nun, 
ROM.7.23	áni aríjatina luágu níjein lan cátei nídan, ageíndaguti lúma nisáminan, cátei ligía, igáburi lánina figoú le nídaanbei, le gámabalina adaürǘwañu.
ROM.7.24	¡Fugiábu áu! ¿Cába eséfurana lídaangiñe igáburi lánina figoú le nídaanbei, le anǘgübalina lídoun oúweni? 
ROM.7.25	Búngiu gubeírügü, lídaangiñe Wabúreme Jesucrístu. ¡Teínqui níña lun Búngiu! Gunfaráanda numúti lubeíti luágu áu lan láu náni núngua, úouga lubáfu Crístu nuágu, buséntina jamúga nagúnfulirun lúma lilúrudun Búngiu, siñá numuti ladǘga igáburi lánina figoú le nídaanbei, seríwirügütina lun figoú queísi lidámun.
ROM.8.1	Guetó, gidáwaali jadúnrun gürígia ja lídaanbaña ában lúma Jesúsu. 
ROM.8.2	Rúlaali Crístu láni Espíritu woun, áni Espíritu ligía, rúti iséri ibágari woun, furígüda láadiwa lábugiñegiñe lubáfu figoú le anǘgübaliwa lídoun oúweni. 
ROM.8.3	Mabáfuti meja lilúrudun Búngiu lun lagídaruníwa lábugiñegiñe lubáfu figoú ladǘga turíban wanígi, wagía gürígia garaǘwarügütiña. Ába ladǘgüni Búngiu le lásiñerubei lilúrudun adǘga láu loúnajani Liraǘ uboúagun queísi gürígia garaǘwarügüti le gíñe gayáraati lafígounjan (láu sun, mafígounjan lan). Ába loúnwen Liraǘ Búngiu, le Jesucrístubei, luágu wafígoun, ába lagúmuchaguagüdüni lubáfu figoú wawágu láu loúnwen. 
ROM.8.4	Ladǘgünbalin Búngiu líra, lun gayáraabei lan wadügǘniwa gürígiame richáguatiña queísi lagúmadijan lilúrudun, gürígia ja mabágaridunjañabaña lídan luríban jagúndan, ja abágariduñabaña guetó queísi lugúndan Sífiri Sándu.
ROM.8.5	Ja abágaridubaña queísi jagúndan queísi gürígia garaǘwarügütiña, luágu rügǘñein cátei le lánina uboú jarítagua, ánjaña ja abágaridubaña queísi lugúndan Sífiri Sándu, luágu cátei le lánina siélu jarítagua. 
ROM.8.6	Dan le jabágaridun gürígia queísi jagúndan, marítagunga jagía luágu Búngiu, barǘ lumútiña lídoun oúweni, ánjeinti dan le jabágaridun queísi lugúndan Sífiri Sándu, barǘ lumútiña lídoun ibágari tímatimaati lúma darángilaü. 
ROM.8.7	Ja arítagubaña luágu cátei le lánina uboú le, láganiñu Búngiu lugúndun mája jáña, áni siñá ligía jíchaagun joúngua lábun lilúrudun. 
ROM.8.8	Ligía, ja lubeí abágaridubaña láu jagúndan queísi gürígia garaǘwarügütiña, siñáti jadǘgüni lugúndan Búngiu.
ROM.8.9	Ánjeinti jugúya, mabágaridunjadün lídan jugúndan queísi gürígia garaǘwarügütiña, jabágariduña lídan ában lúma láni Búngiu Espíritu, queísi aganoúa lubeí jídan. Le úabei láni Crístu Espíritu lúma, máma lánigu Crístu. 
ROM.8.10	Ánjein wínwan lubeí láni Crístu Espíritu jídan, wínwanboun juwáni lun sun dan ladǘga tarúfudúniwa richáguañu ligíbugiñe Búngiu, láu sun loúweba lan júgubu ladǘga figoú le lídaanbei uboú le. 
ROM.8.11	Ánjein wínwan lubeí láni Espíritu jídan, Búngiu méme le ásaaragüdübalin Jesucrístu lídaangiñe oúweni, líchuguba ibágari iséri lun júgubu le goúwedadibei, lídaangiñe láni Espíritu le jídaanbei.
ROM.8.12	Ítara líña lubeíti, nidújeñu, lúnti wagúnfulirun lúma Sífiri Sándu le wádaanbei, máma lúma wagúndan queísi gürígia garaǘwarügütiña. 
ROM.8.13	Lugúndun ánjaün abágaridarügü queísi jugúndan, queísi gürígia garaǘwarügütiña, jeféridiruba, mídinbadün siélu, ánjein jáfara igáburi lánina figoú le jídaanbei jilágubei, láu lubáfu Sífiri Sándu, jabágariduba lun sun dan lúma Búngiu siélu.
ROM.8.14	Sun ja ladúndejabaña láni Búngiu Espíritu, lirájüñü Búngiu. 
ROM.8.15	Sífiri Sándu le jerésibirubei, máma ában espíritu lánina idámuni lúnya lanúfudedagüdǘnün lueí láburujan ligáñi Búngiu juágun, Espíritu le jerésibirubei, ligía le adǘgübalün lun lirájüñü jumá Búngiu. Ligía gayára lubeí wagúaruni Búngiu Wáguchi. 
ROM.8.16	Geféenti láni Búngiu Espíritu woun luágu lirájüñüjadíwa lan Búngiu. 
ROM.8.17	Áni ladǘga lirájüñü wamá Búngiu, garíchatiwa gíñe lun alágan siélu le uágubei laríñaga Búngiu woun, le lúnbei gafánran wamá lídaangiñe, lúma Crístu. Ánjein súfuri wabeí luágu Crístu ya uboúagu, gafánraanbadiwa lídan luweírigun yágüta siélu.
ROM.8.18	Jarítaguatina luágu ni cáta lan le wasúfurirubei ya uboúagu lúmoun uweíriguni le lúnbei wabíjini siélu. 
ROM.8.19	Láuñein sarágu ayúmajani lúma eménigini sun uboú le ladǘgübei Búngiu, agúrabei dan le lúnbei jerésibiruni lirájüñü Búngiu jalágaante. 
ROM.8.20	Níjein mégeiti luágu sun uboú, máma jamúga ladǘga labúseerun, ladǘga ítara líña lan labúseeruni Búngiu, 
ROM.8.21	láu sun líra, súnwandan níjein lan eménigini luágu leséfuruba lan uboú lídaangiñe asúfuriruni lúma agádeiruni le gádaanbalin lun gafánraanbei lan lídan jaweírigun lirájüñü Búngiu. 
ROM.8.22	Subúdi wamúti luágu chülǘ lan lúmoun dan le, sun uboú le ladǘgübei Búngiu ayájuati láu igárigu camá ában wǘri to agáridutu. 
ROM.8.23	Áni máma rügǘñein uboú asúfurira, súfuritiwa gíñe, wagía afíñetiña luágu Crístu, láu sun níjeinjali lan Sífiri Sándu wáma queísi lagúmeseraja cátei le lúnbei werésibiruni. Sandítiwa ában oúnwenbun igári, áni agúraba wamúti dan le lúnbei wayábin lun lirájüñüjadíwa lánme Búngiu le tímatimaati, dánme le liséridun wágubu. 
ROM.8.24	Ligía lágüdaja wasálbarun. Merésibirun wamágili sun ubuíduni le lúnbei wabíjini queísi lirájüñü Búngiu, agúrabajatiwa werésibiruni yágüta siélu. Ánjein jamúga ibíja wamáaliti sun le lúnbei wabíjini queísi lirájüñü, mébunaali jamúga wagúrabajan. Magúrabajaantiña gürígia jerésibiruni cátei le ibíja jamáalibei. 
ROM.8.25	Queíti merésibirun wamágili lubeí sun le lúnbei wabíjini queísi lirájüñü Búngiu, lúnti wagúrabuni láu gurásu.
ROM.8.26	Ítara méme gíñe, íderagua lumútiwa Sífiri Sándu lídan wadébilin. Queísigubeirügü níjein dan, siñáti wayúmuragun lun Búngiu queísi lubúdubu. Lídan óra ligía, ába líderaguníwa Sífiri Sándu lun waríñaguni luweírin cátei le wasándirubei tídan wanígi lun Búngiu lídan ában luwúyeri le siñáti laríñawagún láu dimúrei. 
ROM.8.27	Áni Búngiu, le aríjubarun wanígi, subúdi lumúti ca lan labúseerubei Sífiri Sándu laríñagun wádaangiñe, ába loúnabuníwa Búngiu lugúndun ayúmuraguati Espíritu queísi lugúndan Búngiu.
ROM.8.28	Subúdi wamúti luágu aráanse láani Búngiu lun sun lan cátei le asúseredubei woun, íbini asúfuriruni, lun lanǘgün buíti woun, wagía le jínsiñejabúbei lun, wagía le wájali lan lun lánigu wamá queísi larítaguni. 
ROM.8.29	Lugúndun ja lasúbudirubaña Búngiu lúmagiñe lubáragiñe ladǘgüni uboú luágu lánigubaña lan, fánrein lumútiña lun ítara jamá queísi Liraǘ, lun Liraǘ lan íbugañaü joun sun ja lanúadirubaña lun lirájüñü jamá. 
ROM.8.30	Játi lanúadirubaña lúmagiñe binárü, wáti gíñe joun, resíbi lumútiña gíñe lúmagua queísi gürígia richáguatiña, áni ja lerésibirubaña, rúti gíñe ufánrani joun lídan luweírigun queísi lirájüñü.
ROM.8.31	¿Cábati waríñaga luágu buri cátei le? Queísi lueígiñeñein lubeí wafúleisein Búngiu, ¿cábagi jabáfu wáganiñu wawágu? 
ROM.8.32	Mamájaanti Búngiu lun líchuguni Liraǘ guánarügü lun loúnwen luágu wafúleisein, lubáragiñe líra, ába ledéregeruni lun loúnwen waweígiñe, sun wagía, ¿ída lubáti míchugun láani sun líbiri cátei woun queísi líchuguni Liraǘ woun? 
ROM.8.33	¿Cági gayáraabei líchugun jadúnrun ja anúadaja láañabaña Búngiu queísi lánigu? Búngiu arúfudubaliña quei madúnruntiña. 
ROM.8.34	¿Cáteiti gayáraabei lasíadiruníwa lun féridi? Crístu guánarügü oúwebei wawágu, ába lásaarun lídaangiñe oúweni, guetó níjein ñun lueígiñe loúnwenren Búngiu Úguchili ayúmuragua wawágu. 
ROM.8.35	¿Cábati gayára lagídaruníwa lueí línsiñejabu Crístu? ¿Liyáraabadiwa funági asúfuriruni, o lénreengúnga, o eíbaajoúni, o ilámaü, o manáanguni, o pelíguru, o oúweni? ¡Uá! 
ROM.8.36	Laríñajare tídan Lerérun Búngiu.
ROM.8.36	Yaráfatiwa lun woúnwen bueígiñe ságü wéyu,
ROM.8.36	ítara líña joúseruniwa wáganiñu queísi mudún anügǘtiña lun jafarún.
ROM.8.37	Lídan sun cátei le, ibíja wamúti luweírin lubáfu Crístu, le jínsiñejabúbei woun, lun wagáñeirun lídan sun lénreengúnga. 
ROM.8.38	Choúru numúti lubeíti luágu úa lan ni cáta lun lagídaruníwa lueí línsiñejabu Búngiu—ni oúweni, ni ibágari, ni ánjeligu, ni máfianu, ni cátei le guetóbei, ni le lúnbei liábin, 
ROM.8.39	ni le siélubei, ni le uboúagubei, ní buri ámu cátei le ladǘgübei Búngiu—siñáti lagídaruníwa lueí línsiñejabu le larúfudubei woun lídan Wabúreme Jesucrístu.
ROM.9.1	Inárüni le lúnbei naríñaguni guetó jawágu nirásan, áu queísi ában afíñeti luágu Crístu, áni meyéejantina, aríñaga tumúti nanígi nun to úaraguaboun lúma Sífiri Sándu luágu inárüni lan. 
ROM.9.2	Weíriti nírun, áni súnwandan níjein lan gáriti tídan nanígi jawágu nirásan. 
ROM.9.3	Buséntina jamúga lun gíñe lábugiñe nan líñaragun Búngiu, díseñu lueí Crístu, ánjein jamúga ítara lúba lubeí gayára lan jerésibiruni Jesucrístu queísi jasálbaragüle lun jasálbarun. 
ROM.9.4	Linébaanfaangu Israél jagía, áni resíbi lumútiña Búngiu queísi lirájüñü. Reídeití meja Búngiu jádan láu sun luweírigun áni rúlumuti gíñe darádu buri joun lúma lilúrudun lídaangiñe Moisés. Arúfudati igáburi joun lun jesériwidun lun, ligílisirugu, áni joun laríñaga luágu loúnajaba lan ában Asálbaragülei. 
ROM.9.5	Janébaanfaangu Abrahám, Isáac lúma Jacób jagía, lídaangiñe jarásan liábin Crístu, le Búngiubei, le gíñe Súnti Gabáfu, le gadǘnamabei lun liñurúniwa líri lun sun dan. Ítaralá.
ROM.9.6	Mámatia luágu jamúga reídei lan lerérun Búngiu joun ladǘgawagun Israél magúnfulirunga, ladǘga máma sun Israelítagu lánigu Búngiu le tímatimaati. 
ROM.9.7	Máma sun linébaanfaangu Abrahám lirájüñü Búngiu le tímatimaati, aríñagarügüti méja Búngiu lun Abrahám. “Lídaangiñerügüba Israél ganébaanfaangu ban.” 
ROM.9.8	Arúfuda lumúti líra woun luágu úa lan ni ában liraǘ Búngiu luágurügü lirásan, ja rügǘñanu lirájüñü ladǘga jafíñerun luágu lerérun, jagía anügǘbaña queísi lirájüñü ja tímatimaatiña. 
ROM.9.9	Lugúndun niján dimúrei le líchugubei Búngiu lun Abrahám. “Niábinba dánme le lachǘlürün dan ligía, ábame tagáraüdün Sára ában irájü.”
ROM.9.10	Áni máma rügǘñein líra, niján ábanya jémpulu luágu lanúadajan Búngiu. Biángubeí meja tirájüñü Rebéca ában jáguchi, le binádu wadúje Isáac, 
ROM.9.11+ROM.9.12+ROM.9.13	áni dán meja le magǘriajoúngiña, madǘgüngiña gíñe ni cáta ni buíti ni wuríbati, ába laríñagun Búngiu tun Rebéca. “Lumúsunbei amúleñein le íbugañaü.” Úaraguati gíñe líra lúma le aríñawagúbei tídan Lerérun Búngiu. “Jínsiñetí meja Jacób nun, ánjein Esaú, iyéreeguti nun.” Ítara líña gufírümawa lan lirícha Búngiu lun lanúadajaniña ja únbaña labúseera lagúarun lun lánigu jamá queísi labúseeruni, mebéresenga ligía ca lan jadǘgübei.
ROM.9.14	¿Cábati waríñaga? ¿Waríñaguba luágu múaran lan Búngiu? ¡Siñáti! 
ROM.9.15	Lugúndun laríñajare lun Moisés. “Gareínibadina lun le nabúseerun, gudémejabu áume lun le únti nabúseera.” 
ROM.9.16	Ítara líña lubeíti, máma lídaañein wabúseerún o wáfaagun, lugúdemejabu Búngiu woun, lídaañein lugúndan. 
ROM.9.17	Tídan Lerérun Búngiu, bürǘwañu líña dimúrei le laríñagubei lun urúei Ejíptona. “Nadǘgünbálibu urúeime lun narúfuduni nubáfu buágu, lun gíñe nasúbudiragüdüni níri lídan sun fulásu.” 
ROM.9.18	Gudémejabuti lubeíti Búngiu lun le labúseerun gudémejabu lan, derégüdaloún lanígi le únti labúseera ledéreragüdǘnun.
ROM.9.19	Baríñaguba lubeíti nun. “Ánjein ítara líña lubeí, ¿cáti uágu líchiga Búngiu dúru jawágu gürígia? ¿Cági gayáraabei ladǘgün cátei boúguditi lueí lugúndan Búngiu?” 
ROM.9.20	Wel, ¿cátabuñadíbugi lun balégejan lúma Búngiu? ¿Laríñaguba funági soúdieru lun le adǘgübalin. “¿Cáme badǘgana ítara?” 
ROM.9.21	Garíchati le adáagubei soúdieru lun ladǘgüni le labúseerun láu lubúñe soúdieru, gayáraati ladǘgün ában soúdieru le díseguati layúsurun, lúma ában le ayúsurúti lun furúmieguarügü cátei lídaangiñe ában méme ubúñei.
ROM.9.22	Ítara méme líña, gabáfuti Búngiu jawágu gürígia, aráanseñu líña lun larúfuduni luweírin ligáñi jawágu gürígia ja gadǘnabaña jagǘnrinchawagún. Áfaaga lumúti jaríban láu sarágu gurásu darí guetó 
ROM.9.23	lúnrügü gayára lan larúfuduni luweírin luweírigun woun, wagía le únbaña gudémejabu lan, ja gíñe laráanserubaña lúmagiñe binárü lun gafánraanbadiwa lan lídan luweírigun. 
ROM.9.24	Wáti Búngiu woun, jíbiri jádaangiñe juríu, jíbiri jádaangiñe ja mámabaña juríu, 
ROM.9.25	queísi laríñagun Búngiu tídan lilíburun Oséas.
ROM.9.25	Já meja mámabaña nánigu, naríñaguba joun. “Nánigu”,
ROM.9.25	gürígia méja ja mínsiñebaña nun, naríñaguba joun. “Jínsiñetün nun”.
ROM.9.26	Áni lídan méme fulásu le ñí lubei laríñawagúa joun. “Máma nánigu jugúya”,
ROM.9.26	ñíba laríñawagúa joun. “Lirájüñü Búngiu le wínwanbei”.
ROM.9.27	Ánjeinti jawágu Israelítagu, ja méme juríubaña, laríñajare Isaías. “Láu sun gíbe jamá ladǘgawagun Israél quei ságoun láru béya, biánraürügǘbaña jádaangiñe erédera lun jasálbarun, 
ROM.9.28	lugúndun lagúnfulirubei Búngiu lerérun ligíbuagu uboú lun lagǘnrinchaguniña ja magáambadibaña lun, lídan ában igáburi le gumúti, le gíñe furéseti.” 
ROM.9.29	Queísi méja laríñagun méme Isaías.
ROM.9.29	Lun jamúga meja mígirun lan Súnti Gabáfu jádaangiñe wadǘgawagun woun,
ROM.9.29	wayábiña jamúga lun ítara wamá queísi ubúrugu buri Sodóma lúma Gomórra.
ROM.9.30	¿Cábati waríñaga? Luágu ja lan mámabaña juríu, ja mibíjinbalin lilúrudun Búngiu lun jasúbudiruni le buídubei lúma le wuríbabei, jagía anügǘbaña quei richáguatiña ligíbugiñe Búngiu ladǘga jafíñerun luágu. 
