MAT.1.1	Bɨ səŋ bɨ̂tà bɨ atsə bɨ Yesu Kristo, yìi mə à lɛ mfɛ̀'ɛ̀ a atsə David, mu Abraham aa mə:
ROM.13.7	Nɨ̀ ka ntwu njoo jìi mə nɨ tswa waa ghu aà. M̀ma'a nɨ̂ tâksì ghùù ŋkɨɨ ntwu nɨ̂ taksi ǹloŋ njoo jìi nɨ̀ tswe nɨ ju aà. Ŋ̀ka mbɔ'ɔ nɨ̂ bə̀ bìi mə a bɔŋ a mbɔ'ɔ aa, ŋgha'asə nɨ̂ bìi mə a ku'unə a ŋgha'asə aà.
ROM.13.8	Nɨ̀ tsuu ŋû tsù nɨ̂ àyoò tsu kɨ tswa bə̂, â kɨ mmɛ akɔ̀ŋnə̀, ǹloŋ mə ŋù yìi mə a kɔ̀ŋə ndɨ̂m yì aa, a lwensə aa nɔ̀ŋsə̀. 
ROM.13.9	Ǹdɨ'ɨ jya mə, “Tsee mâghàbə ghɨ̀rə! Tsee zwitə! Tsee yə̀rə̀! Tsee ndɨ̂m ghǒ ghə̀'ə̀nə̀!”
ROM.13.10	Ŋù yìi a kɔ̀ŋə ndɨ̂m yì aa kaa à sɨ ɨbɨ ghu nu ghɨ̀rə̀. Ŋ̀ka ŋkɔ̀ŋə bə̀ à nɨ̂ ǹlwènsə nɔ̀ŋsə̀ Nwǐ ntsɨ̀mə̀.
ROM.13.11	La a mbǔ ŋghɛ̀ɛ̀ ghu, nɨ̀ zi noò yìi à nɨ ghu aa tsɨ̀tsɔ̀ŋə̀. Nòò à nàŋsə̀ mə̂ ŋ̀ku'u a mbo bù a mbɨ̀ɨ̀nə a fɨlô. Ǹloŋ mə nòò yìi mə bì'inə̀ ka yǐ yweenə aa à kòòntə̀ mə̂ a nu bì'inə̀ tsɨtsɔ̀ŋ ntsyatə ajàŋ yìi mə bì'inə̀ lɛ mfòò m̀bii aà. 
ROM.13.12	Ɨ̀tugə ɨ tsyà mə̂, àbɛ̀ɛ̀ a tɨgə̀ m̀fu'u. Â bì'inə̀ me'e ɨfà'a ɨtugə tsi'ì tsɨ̀mə̀. Ǹtɨgə ŋwɛ'ɛ njoo ntsǒ nlaà ɨ̀dɨ̀gə̀. 
ROM.13.13	A bì'inə̀ ka nzi akòrə nɨzî yi'inə̀ â ku'unə nɨ yǐ si'inə. Mma'atə annǔ nɨjɨ si'i nɨ̂ ànnǔ nnô m̀baanə, m̀ma'atə annǔ ajɨrə, m̀ma'atə annǔ nsɨŋ, m̀ma'atə annǔ nto fɨ̀kɔ̀rə̀ nɨ̂ ànnǔ aghə̀'ə̀nə̀.
ROM.13.14	Nɨ̀ baŋnə ŋwɛ'ɛ Mmà'àmbî Yesu Kristo a nu bù, ǹtsuu abwarə fa a mbo njyǎ nû yùù tâ ɨ ka ŋghɨrə naa ɨnnù jìi mə ɨ yə̀'ə̀tə̀ aà.
ROM.14.1	A ŋghɛ̀ɛ a nɨ ŋù yìi mə abìintɨɨ̀ yi a bɔrə aa, nɨ̀ ka ŋkwɛrə nii sɨgɨ̀nə̀, lâ ǹtsuu bu bo kɨ swùŋnə̀ a nɨ annù yìi mə à bìi aà. 
ROM.14.2	Ŋù yì mɔ̀'ɔ̂ à tse bii mə mbə yu jɨ̂ ǹjoò tsɨ̀mə̀. Tâ ŋù wa mə àbìintɨɨ̀ yi a bɔrə aa tâ à baŋnə nswoŋ mə yu kurə aa tsi'ì àmbɔ̀rə̀. 
ROM.14.3	Ŋù wa mə a jɨ njoò tsɨ̀mə̀ aa tâ à tsuu wa mə a tswèrə njoo aa kɨ tsa'a bə̂. Tâ wa mə a tswèrə̀ ǹjoo tâ à tsuu ɨsa'a waà ŋù mə a jɨ tsɨ̀mə̀ aa kɨ tsə̀rə̀, ǹloŋ mə Nwìŋgɔ̀ŋ à kwɛ̀rə̀ mə̂ yi. 
ROM.14.4	Ò bə aa wò a ŋka nsa'a ŋ̀gàŋàfà'a ŋù dàŋə̀ aa ɛ? Àâ tsi'ì tâfà'a ŋù wa mə mbə a swoŋ mə a fà'a sɨgɨnə̀ kə̀ a kɨɨ mfa'a kɨkaŋə. M̀bə tâfà'à wa a kɨ̂ ŋ̀kwɛtə yi mə tâ à təə, ǹloŋ mə Mmà'àmbî à tswe nɨ̀ mɨ̀dà'à a ŋkwɛtə yu.
ROM.14.5	Ŋù yì mɔ̀'ɔ a lɔ̀gə njwi yì mɔ̀'ɔ mə ɨ̀ bɔ̀ŋtə ntsyà yî mɔ̀'ɔ̂, ŋù yì mɔ̀'ɔ a bâŋnə̀ ǹlɔgə mə ǹjwî tsɨ̀m ɨ ku'unə̂. Tâ ŋù ǹtsɨ̀m à naŋsə ŋghɨrə tâ àtû yi laa sɨgɨ̀nə̀ nɨ̂ ànnù yìi a ghɨ̀rə̀ aà. 
ROM.14.6	Ŋù wa yìi mə a lə̀ə njwîŋgɔ̀ŋ aa, a lə̀ə̀ aa a ŋgha'asə Mmà'àmbi ghu. Ŋù yìi mə a jɨ njoò tsɨ̀m aa, a jɨ aa a ŋgha'asə Mmà'àmbi ghu, nloŋ mə a fa mbɨ'ɨkə a mbo Nwì. Wa yìi mə a tswèrə njoo aa, a tswèrə̀ aa a ŋgha'asə Mmà'àmbi ghu, nloŋ mə a kɨɨ mfa mbɨ'ɨkə a mbo Nwì. 
ROM.14.7	Kaa ŋù nɨ̀bì'inə̀ à sɨ ntɨ̀ɨ̀ tswe aa nloŋ ŋgaà yì, kaa ŋù nɨ̀ bì'inə̀ wa'à kɨ̀ɨ̀ ŋkwo aa, nloŋ ŋgaà yì. 
ROM.14.8	Bì'inə̀ bə tswe ntɨ̀ɨ̀ boŋ bì'inə̀ tswêntɨ̀ɨ̀ aa nloŋ ŋgaa Mmà'àmbî. Bɛɛ bì'inə̀ kwo bì'inə̀ kɨ̂ ŋ̀kwo aa nloŋ ŋgaa Mmà'àmbî. Tsǒ mə a bə laa, kə̀ bì'inə̀ twêntɨ̀ɨ̀ òo, kə̀ bì'inə̀ kwo òo, boŋ bì'inə̀ laa mbə bə̂ bɨ Mmà'àmbî. 
ROM.14.9	Àa nji'ì ànnù yìi mə Kristo à lɛ ŋkwo mbu nyweenə nɨ nɨ̀wo fu aa, mə yu bə Mmà'àmbî bɨ̀ku bɨ bə̀ bo bɨ̀ yì bìi bɨ tswe bɨtɨ̀ɨ̀.
ROM.14.10	O tɛ'ɛ ntsɔ'ɔtə nɨ̂ ɨ̀sa'a ndɨ̂m ghò aa a ya aa ɛ? Kə̀ o tsa'a ndɨ̂m ghò laa a ya aa ɛ? Ǹloŋ mə, bì'inə̀ bɨtsɨ̀m ka yǐ təə a nsi abərə ntsɔ'ɔtə mɨ̀sa'a Nwìŋgɔ̀ŋə̀. 
ROM.14.11	Ǹloŋ mə bɨ ŋwa'anə a mûm àŋwàà̀nə Nwì mə,
ROM.14.11	“M̀mà'àmbî à swoŋ mə, àjàŋ mə mə̀ tswe ntɨ̀ɨ̀ aa, mɨ̀kù'ùtə̀ mɨtsɨ̀m ka yǐ sɨgɨtə a nsi mə̀,
ROM.14.11	tâ bə̀ bɨ̀tsɨ̀m swoŋ nɨ̂ ǹsi nɨ̀ ǹsi mə mə laa mbə Nwîŋgɔ̀ŋ.”
ROM.14.12	Tâ à laa mə ŋù nɨ̀bì'inə̀ yî mɔ̀'ɔ yî mɔ̀'ɔ à ka yǐ swoŋə annù ǹloŋ ŋgaà yì a mbo Nwìŋgɔ̀ŋə̀.
ROM.14.13	Tsǒ mə a bə laa aa tâ bì'inə kɛntə a nsa'a bì'inə̀ nɨ bì'inə̀. M̀baŋnə ntsə̀rə̀ mə kaa mbə bì'inə̀ wa'a ati a mânjì taansə̀ mə ǹdɨ̂m yì'inə̀ à wo ghu, kə̀ ŋ̀kɨ mbə ayoo ŋkɨŋ mânjì a mbo ǹdɨ̂m yì'inə̀. 
ROM.14.14	Tsǒ ŋ̀gàŋàfà'a Mmà'm̀bî Yesu, mə̀ nàŋsə nzi mə kaa mbə bɨ wa'a mɨjɨ mǐ tsu ka ntwoŋə mə mɨ nɨ mɨ̀jɨ mɨ nsɨŋ nyoŋə a njɨm nɔ̀ŋsə̀. Lâ mɨ̀jɨ mǐ mɔ'ɔ tse bə mɨjɨ mɨ nsɨŋ a mbo ŋù yìi mə à wà'àtə mə à nɨ mɨjɨ mɨ nsɨŋ aà. 
ROM.14.15	M̀bə̂ ò zi mə àyoo yìi mə o jɨ aa, a fa ŋgɨ'ɨ a mbô ǹdɨ̂m ghò bəə boŋ kaa ò sɨ akòrə̀ nɨzî yo aa a mûm àkɔ̀ŋnə̀ burə kɨ zì. Tsuu lǒ mà'àtə mə àyoo yìi mə o jɨ aa tâ à tsə ŋgɨ'ɨ a nu ŋù yìi mə Kristo à lɛ ŋkwo ghu atû. 
ROM.14.16	Tsùu lǒ mmà'àtə mə annù yìi mə o ghɨ̀rə̀ a bə yì sɨgɨ̀nə̀ aa, tâ bɨ̀ baŋnə ŋka ŋghaa nɨ̂ gho mə a nɨ yì bɨ̂. 
ROM.14.17	Ǹloŋ mə kaa annù nɨfɔ̀ Nwî kaa a laa ŋwa'ǎ annǔ mɨjɨ kə̌ annǔ mɨlù'ù bə̂. A baŋnə mbə aa bə annǔ ŋghɨ̀rə ɨnnù jìi ɨ tsinə aa, nɨ̀ ànnǔ mbɔɔnə, nɨ̂ ànnù nɨdorə a mûm Àzwì Nwî. 
ROM.14.18	Ŋù yì mə a fà'à a mbo Kristo ma mùu ajàŋ aa, à kù'ùnə a mbo Nwì, bə̀ kɨɨ̀ m̀beentə nìi. 
ROM.14.19	Tâ bì'inə̀ ka ŋgaansə mɨtɨ̀ɨ̂ mì'inə̀ a ŋghɨ̀rə ɨnnù jìi mə ɨ zì nɨ̂ m̀bɔɔnə, ŋkɨɨ ŋkwɛtə nɨ̂ yi'inə̀ bɨtsɨ̀m mə bì'inə̀ ka ŋkwi. 
ROM.14.20	Tâ ànnù mɨjɨ à tsuu lǒ ghɨ̀rə tâ ò ta ŋgɨ'ɨ a nɨ̂ ɨ̀fà'à Nwî. Wâ ŋ̀gɔ̀ŋ njoò tsɨ̀m ɨ laa, lâ à ka bə annù yî bɨ a mbo ŋù a ŋghɨ̀rə mə tâ bə̀ bî mɔ'ɔ wo nloŋə ayoo yìi a jɨ aà. 
ROM.14.21	A laa ŋkù'ùnə mə boŋ mbə ŋù tuù ŋ̀kùrə̂ m̀bà, kə̀ a ŋkɨ nno mɨlù'ù kə̀ a ŋkɨ ŋghɨ̀rə̂ ànnù yî mɔ'ɔ yìi mbə ndɨ̂m yì a kwântə̀ ghu aà. 
ROM.14.22	Lə̀ə̀ ànnù yìi ò bii nloŋ ma yû ànnù aa a tɨtɨ̀ɨ bu Nwì. Nɨ̀dorə nì wè nɨ tswe a mbo ŋù yìi mə kaa ntɨɨ̀ yi ɨ sɨ nìi sa'a mə a ghɨ̀rə annù yìi mə à wà'àtə mə a ku'unə aà. 
ROM.14.23	Lâ ŋù yìi mə a jɨ̀ŋkə̀ ǹloŋ ayoo yìi yu tswe nɨ̀ njɨ aa, Nwìŋgɔ̀ŋ à ka nɨŋ njo ghu abàà mə mbə a jɨ, nloŋ mə ma yaà ànnù mə a ghɨ̀rə̀ aa kaa a sɨ̀ aa mûm àbìintɨɨ yu fɛ'ɛ. Ànnù yìi mə a sɨ̀ a mûm àbìintɨɨ fɛ̀'ɛ̀ aa, à nɨ̂ ɨ̀bɨ̂.
ROM.15.1	Bì'inə̀ bìi mə àbìintɨɨ̀ yì'inə̀ a tɨnsə aa, bì'inə̀ ka mmi ɨnnù bə̀ bìi mə àyaa a bɔrə aa. Ǹtsuu bàŋnə kɨ ghɨ̀rə̀ bə mə tâ nû yì'inə̀ ka ndoritə. 
ROM.15.2	Bì'inə baŋnə ŋka ŋhɨrə bə mə tâ bɨ̀lɨ̂m bì'inə̀ ka ndorɨtə nloŋ ɨbɔ̀ŋ waa tǎ kɨ ghɨ̀rə tâ àbìintɨɨ̀ yaa ka ŋkwi. 
ROM.15.3	Ǹloŋ mə tsi'ì Kristo kaa à lɛ ŋkɨ'ɨ̀ ka ŋghɨrə aa mə tâ nû yì ka ndorɨtə. À lɛ mbàŋnə̀ ŋ̀ghɨrə a ajàŋ mə àŋwà'ànə̀ Nwî a swoŋ aà, mə, “M̀bə̀gɨ̀tə̀ jìi mə bə̀ lɛ sɨ bə̀gɨ̀tə̀ noo ghu aa, ɨ wo a nu mə̀.”
ROM.15.4	Ǹloŋ mə ɨnnù jìi mə bɨ lɛ ŋŋwà'ànə a mbìì aa, bɨ lɛ ŋŋwà'ànə̀ mə tâ ɨ̀ ka ndɨ'ɨtə yi'inə̀ mə mbə bì'inə̀, ǹyoŋə a njɨ̌m àtàŋəntɨɨ nɨ̂ àdɨ̀ɨ̀ntə̀ yìi mə nɨ̀ghàà nɨ Nwî nɨ fa a mbo bì'inə̀ aa tâ bì'inə̀ naŋsə yəgɨtə a nu Nwì.
ROM.15.5	Tsɨ̂tsɔ̀ŋ, tâ Nwìŋgɔ̀ŋ yìi mə àtàŋəntɨɨ bô àdɨ̀ɨ̀ntə̀ a lô ghu mbo aa, tâ à ghɨrə tâ nɨ̀ ka ŋghaanə mbiinə nyoŋə a nu Kristo Yesu, 
ROM.15.6	mə mbə bù bɨ tsɨ̀m nɨ̀ tɨgə ŋgha'asə Nwîŋgɔ̀ŋ bo bɨ̀ M̀mà'àmbî yì'inə̀ Yesu Kristo nɨ̂ ǹtsù yî mɔ'ɔ̀.
ROM.15.7	Tâ nɨ̀ ka ŋkwɛrə ghuu bu nɨ bù tsi'ǐ ajàŋ mə Kristo à lɛ ŋkwɛrə ghuu aà, tǎ tâ bàa ŋgha'asə Nwî. 
ROM.15.8	Ǹloŋ mə mə̀ swǒŋ a mbo bù mə Kristo à lɛ mbə ŋgàŋàfà'à a mbo baYuda, a ndɨ̀'ɨ mə Nwìŋgɔ̀ŋ à lə̀ə̂ ŋ̀kà'a yìi mə à lɛ ŋkà'à a mbo bɨ̀tà bɨ bɨ̂taà byaa aà 
ROM.15.9	tâ ma yû a ghɨrə mə bɨ̀tɨ̀zî Nwî tâ bɨ̀ gha'asə Nwîŋgɔ̀ŋ ǹloŋ ŋko mɨ̀lɨ̀ŋnə̀ yì. A bə aa àjàŋ mə bɨ ŋwa'anə a mûm àŋwà'ànə̀ Nwî mə,
ROM.15.9	“Tsǒ mə a bə laa, màa tɨgə gha'asə nòo a tɨtɨ̀ɨ bɨ̀tɨ̀zî Nwî
ROM.15.9	ɨ kɨɨ kɨ yəə ɨkòò gha'asə nɨ̂ Ɨ̀kǔmə̀ gho ghu.
ROM.15.10	Bɨ kɨ mbù ǹswoŋ mə,
ROM.15.10	“Bù bɨ̂tɨ̀zî Nwì, nɨ̀ ka ndorɨtə bu bɨ̀ bə̂ bi.”
ROM.15.11	Ŋ̀kɨ mbu nswoŋ mə,
ROM.15.11	“Ka ŋgha'asə nɨ Mmà'àmbi mbǎ bu bɨtɨ̀zî Nwî,
ROM.15.11	ŋkɨ ŋghɨrə tâ ɨ̀toò ɨ̀tsɨ̀m ka ŋgha'asə nìi.”
ROM.15.12	Isaiah a ghɛɛ̀ nɨ̂ m̀bìì ǹswoŋ mə,
ROM.15.12	“Ǹtɨgə ŋgɨ̀gə Jesse ɨ ka yǐ fɛ̀'ɛ,
ROM.15.12	ɨ bə yu wa mə à ka yǐ bɨ̀ɨ̀nə sa'a bɨ̂tɨ̀zî Nwî,
ROM.15.12	tâ bɨ̀tɨ̀zînwì tɨgə nnɨŋ ntɨɨ̀ waa ghu nû.”
ROM.15.13	Tâ Nwɨ̀ngɔ̀ŋ yìi mə a ghɨ̀rə mə tâ nɨ̀ ka mbɛ njoo abùrə aa, tâ à ghɨrə ntɨɨ̀ ghuu luu nɨ nɨdorə ŋkɨ naŋsə tswe nɨ̂ m̀bɔɔnə, a ajàŋə mə nɨ̀ nɨ̌ŋ ntɨɨ̀ ghuu ghu nu aà, tâ mɨ̀dà'a mɨ Azwì Nwî mɨ̀ ghɨrə nɨ̀ naŋsə ŋka mbɛ njoo aburə nɨ̂ ǹtɨɨ̀ ghu tsɨ̀mə̀.
ROM.15.14	Mə̀, a nɨ̂ ɨ̀tu ɨbɨ̀ɨnû gha, mə̀ bii nɨ̀ ǹtɨɨ̀ ghâ tsɨ̀m m̀ba bɨlɨ̂m bâ, mə bù, a nɨ̂ ɨ̀bɨɨnû ghuu, nɨ̀ luu nɨ̀ àbɔ̀ŋəntɨɨ, ŋ̀kɨ nnaŋsə nzi annǔ ajàŋ mə mbə nɨ̀ tɨgə̀ ǹdɨ'ɨtə ghuu bu nɨ bù. 
ROM.15.15	A nɨ̂ ɨ̀dɨ̀gə̀ jî mɔ'ɔ a nɨ yulà àŋwà'ànə̀, mə̀ ŋwà'ànə tɨ̀ nɨ̀bɔ'ɔ̀ mə tâ nɨ̀ wa'atə ɨnnù ma jya jìi mə mə̀ lɛɛ̀ ǹtɛ'ɛ mfoo ŋŋwà'ànə a mbo bù aa, ǹloŋ aa ɨ̀bɔ̀ŋ Nwî yìi mə à fa a mbo mə̀ 
ROM.15.16	mə tâ mə̀ bə ŋgàŋàfà'a Kristo Yesu a mbo bɨ̀tɨ̀zî Nwî. Mə fà'à aa tsi'ì tsǒ ŋ̀gàŋmà'anwì a mûm ǹtoo yì ǹsɨgɨ̀nə̀ Nwì ya tǎ ghɨ̀rə mə tâ Nwì a bii bɨ̂tɨ̀zî Nwî tsi'ì tsǒ njoo mmà'anwì jìi mə Àzwì Nwî a sì'ì mə̂.
ROM.15.17	Àjaŋ mə mə̀ tswe nɨ̂ ànnù yî mɔ'ɔ bì'i bɨ̀ Kristo aa, mə kwɛ̀ɛ ntɨɨ̀ gha a mûm àfà'a Nwì. 
ROM.15.18	Ǹloŋ mə mə̀ tswe nɨ̂ ànnǔ tsu a nswoŋ aa nloŋ mə Kristo à lɛ ntsyà a njɨ̌m mə̀ ŋ̀ghɨrə mə̀ ghɨrə̀ mə tâ bɨ̀tɨ̀zî Nwî tâ bɨ̀ tɨgə nyu'unə nɨ Nwî, a njɨ̌m nɨ̀ghàà nɨ ntsû na, nɨ mɨ̀ghɨ̀rɨ̀nə̀ mɨ ɨnnû ma, 
ROM.15.19	nɨ mɨ̀dà'à mɨ ɨlènsə ɨnnù bo bɨ̀ ɨ̀nnǔtsyǎmbô, a bɔ̀'ɔ nɨ mɨ̀dà'à mɨ Azwì Nwî. Ma mùu ajàŋ, a nɨ̂ ɨ̀dɨ̀gə̀ tsi'ì tsɨ̀m, ǹlo a Yerusalem ŋghɛɛ nywe'e a Illyricum, mə̀ swòŋ mə ntoo yì ǹsɨgɨ̀nə̀ Kristo yâ ǹtsɨ̀mə̀. 
ROM.15.20	À nɨ̂ àyə̀'ə̀tə̂ yâ ŋ̀gɔ̀ŋ bɨ̀nòò bɨtsɨ̀m mə tâ mə̀ swoŋ ntoo yì ǹsɨgɨ̀nə̀ ya a nɨ̂ àdɨ̀gə yìi kaa bɨ lɛɛ̀ ŋ̀kɨ'ɨ̌ ɨkum Kristo ghu yu'u aà, tǎ wa'à kà m̀bɔɔ a nɨ̂ àtsənda yìi mə ŋù dàŋ à tùmə aà. 
ROM.15.21	Tsi'ì tsǒ ajàŋ mə àŋwà'ànə̀ Nwî a swoŋ aa mə,
ROM.15.21	“Bə̀ bìi mə bɨ lɛɛ̀ ǹtɛ'ɛ wa'ǎ annǔ yi a mbo bo swoŋə aa, bɨ ka yǐ yə yi.
ROM.15.21	Tâ bə̀ bìi mə bɨ lɛɛ̀ ŋ̀wa'à yu'u aa, tâ bɨ̀ yu'u àtû yaa a laa ghu.”
ROM.15.22	Àa ɨ̀nnù jìi mə ɨ kɨ kɨ̌ŋ mə tâ mə̀ wa'a a mbo bù zî aà. 
ROM.15.23	La tsɨtsɔ̀ŋ àjàŋ yìi mə mə̀ sɨ̀ nɨ̂ ɨ̀fà'à ma mùu mbù'ù bû ǹtswe aa, bo bɨ̀ ajàŋ mə mə̀ lɛ ntsu'u nyə'ətə a nyə̂ ghuu a nɨ̂ ɨ̀lòò jî ghà'àtə̀ aa, 
ROM.15.24	mə lɔ̀ɔ ŋghɛ̀ɛ a ala'a Spain, mə̀ wà'àtə mə àjàŋ mə mə̀ aa kɨ tsyǎ ghɛ̀ɛ ghu aa, ɨ yə ghuu, ɨ naŋsə dorɨtə a ntswe bì'inə̀ a nɨ mû àtɨɨ noò. Bɛɛ bì'inə̀ tswetə, nɨ̀ tɨgə̀ ŋ̀kwɛtə gha mə̀ ghɛɛ ghu. 
ROM.15.25	Tsɨtsɔ̀ŋ mə ghɛ̀ɛ a Yerusalem nɨ̂ ǹjoo a mbo bɔɔ bɨ Kristo. 
ROM.15.26	Ŋ̀ghòtə jìi mə ɨ tswe a ala'a Macedonia bo bɨ̀ a ala'a Achai, bɨ fâ ǹjoo nɨ̀ àbɔ̀ŋəntɨɨ̀ yaa a ŋkwɛtə ŋgàŋâmfum jìi ɨ tswe a tɨtɨ̀ɨ bə̀ bɨ Nwî a Yerusalem aà. 
ROM.15.27	Bo lɛ ndorɨtə a ŋghɨ̀rə maa ajàŋ, lâ a nswoŋə ànnù nɨ̂koŋ, bo tswe nɨ̀ ŋ̀ghɨ̀rə maa ajàŋə̀, ǹloŋ mə àjàŋ yìi mə baYuda lɛ nyàtə mbɔɔnə̂ Àzwì Nwî bo bo aa, bɨ̀tɨ̀zî Nwî kɨ ntswe nɨ̂ ǹlɔ̀gə njoo jìi mə Nwìŋgɔ̀ŋ à tə̀ŋə waa ghu aa ɨ kwɛtə baYuda ghu. 
ROM.15.28	Nòò yìi mə mə̀ ka màŋsə ɨ fa njoo mà jû mə bɨ kɨ̀ ghòtə a mbo bo aa, bo kwɛrə tsi'ì tsɨ̀m boŋ mə̀ ka tsyǎ a mbɛ̀ɛ bù tɨgə ghɛ̀ɛ̀ a Spain. 
ROM.15.29	Mə̀ zi mə nòò yìi mə mə̀ ka yǐ zǐ a mbɛ̀ɛ bù aa, mə̀ aa yǐ zì aa nɨ̂ m̀bɔɔnə̂ Kristo tsi'ì ǹtsɨ̀mə̀.
ROM.15.30	Mə bu'u mbo a mbo bù mbâ bɨlɨ̂m bâ, nɨ̂ ɨ̀kǔm Mmà'àmbî yi'inə̀ Yeu Kristo, nɨ̂ àkɔ̀ŋnə̀ yìi mə Àzwì Nwî a fa aa, mə tâ nɨ̀ boonsə gha tâ bì'inə̀ aa nto a ajàŋ mə nɨ tsà'àtə̀ nɨ̂ Nwî nɨ̂ tɨ̀ɨ̀ a atu mə̀ aà. 
ROM.15.31	Nɨ̀ lɔɔ a mbo Nwì mə tâ à tsu'u atû ya a mbo bɨ̀tɨ̀ biì Nwî bìi bɨ tswe a Yudea aà, ŋ̀kɨ ŋghɨrə mə tâ bə̀ bɨ Nwî bɨ̀ beentə ɨfà'â gha a Yerusalem. 
ROM.15.32	Maa ajàŋ, mə mbə Nwì à bii, tâ mə̀ tɨgə nzi a mbo bù ǹluu nɨ nɨ̀dorə tâ nɨ̀ ghɨrə ntɨɨ̀ gha fwɛtə. 
ROM.15.33	Tâ Nwìŋgɔ̀ŋ m̀bɔɔnə tâ à tswe a mbo bù bɨtsɨ̀mə̀. Amen.
ROM.16.1	Mə bèèntə àfà'a njààntə̂ yì'inə̀ Phoebe, yìi mə à nɨ̂ ŋ̀kwɛtə̀ a mûm ŋ̀ghotə a ala'a Cenchreae, 
ROM.16.2	â nɨ̀ kwɛrə yi sɨgɨ̀nə̀ ajàŋ mə bɔɔ bɨ Kristo kwɛrə ŋû aa, ŋkɨ ŋkwɛtə yi mfa ayoò tsɨ̀m yìi mə a lɔ̀ɔ̀ aa ghu mbô, ǹloŋ mə à kwɛtə bə̀ bî ghà'àtə̀, mə̀ bə ŋù yî mɔ̀'ɔ a tɨtɨ̀ɨ bə̀ bìi à kwɛ̀tə aà.
ROM.16.3	Nɨ̀ tsa'atə Prisca bo Aquilla, bə̀ bìi mə bì'i bo fà'à a abo mɔ'ɔ a mum Kristo Yesu aà. 
ROM.16.4	Bo lɛ mfa ŋgwî yàà ǹloŋ ntswêntɨ̀ɨ̀ yà aà. Mə naŋsə mfa mbɨ'ɨkə a mbo Nwì m̀bɨ'ɨ ŋgaà yàà. Kaa à sɨ tsi'ì mə̀ bə̂, mə mə fa mɨyà wàà, bo bɨ̀ ŋ̀ghotə jìi ɨ tswe a tɨtɨ̀ɨ bɨ̀ tɨ̀zî Nwî aa tsɨ̀mə̀. 
ROM.16.5	Kɨ ntsà'àtə nɨ̌ ŋghotə ya yìi mə ɨ bòòntə̀ a nda bo aà. Tsà'àtə nɨ̌ ntɨ̀ɨ̀ ǹsû ghà Epenetus, yìi à lɛ mbə ntsyàmbìì ŋù yìi mə à lɛ mbii Kristo a mbù'u Asia aà. 
ROM.16.6	Tsà'àtə nɨ̌ a Mary yìi mə a fà'à nɨ̂ tɨ̀ɨ̀ a tɨtɨ̀ɨ bù aà. 
ROM.16.7	Tsà'àtə nɨ̀ Andronicus bo bì Junias, ŋgǎŋgwɛ̀'ɛ̀ jìi mə bì'ibo lɛ ŋkuu a atsaŋə aà. Bo nɨ bə̀ bî tɨ̀nsə̀ a tɨtɨ̀ɨ ŋgǎŋtoo Kristo. Bo lɛ mfòò ǹtswe a mum Kristo tɨ mə̀. 
ROM.16.8	Tsà'àtə nɨ̀ Ampliatus, ǹtɨ̀ɨ̀ ǹsû ghà a mum Mmà'àmbî. 
ROM.16.9	Tsà'àtə nɨ̀ Urbanus, ŋù yìi mə bì'inə nɨ̀ bǒ fà'a a bo mɔ'ɔ a mum Kristo aà, nɨ̂ ǹtɨ̀ɨ̀ ǹsû ghà Stachys. 
ROM.16.10	Tsà'àtə nɨ̀ Apelles, yìi mə bɨ beentə annû yi a mum Kristo aà. Tsà'àtə nɨ̀ bə̂ bɨ̀tsɨ̀m a ŋgwɛ̀'ɛ Aristobulus. 
ROM.16.11	Tsà'àtə nɨ̀ a ŋû ŋ̀gwɛ̀'ɛ̀ ghà Herodion. Ŋ̀kɨ ntsa'atə bɔɔ bɨ Kristo bìi bɨ tswe a ŋgwɛ̀'ɛ Narcissus. 
ROM.16.12	Tsà'àtə nɨ̌ ŋgǎŋfà'à jula mə fà'a a mbô Mmà'àmbî aà: Tryphaena bo Tryphosa. Tsà'àtə nɨ a ntɨ̀ɨ̀ ǹsû ghà Persis, yìi mə à nàŋsə̀ mə̂ m̀fa'a nɨtɨ̀ɨ̀ a mbo Mmà'àmbi aa. 
ROM.16.13	Tsà'àtə nɨ̀ Rufus, ŋ̀gàŋàfà'a Mmà'àmbi yì ǹtɨ̀ɨ̀, nɨ̂ ǹdè yì mə à kɨ mbə ǹdèghà aà. 
ROM.16.14	Tsà'àtə nɨ̀ Asyncritus, Phlegon, Hermes, Patrobas, Hermas, bo bɨ̀ bɨ̀lɨ̂m bì'inə̀ bìi bɨ tswe bo bo aà. 
ROM.16.15	Tsà'àtə nɨ̀ Philologus, Julia, Nereus bo bɨ̀ ǹjààntə̂ yì, nɨ Olympas, bo bɨ̀ bə̀ bɨ Nwî bìi bo bo tswe aa tsi'ì bɨ̀tsɨ̀mə̀. 
ROM.16.16	Nɨ̀ tsa'atə ghuu bu nɨ̀ bù ǹnɔŋnə mɨgha'à muu nɨ̂ àkɔ̀ŋnɔ̌ bɔɔ bɨ Kristo. Ŋ̀ghòtə Kristo tsi'ì tsɨ̀m ɨ tsà'àtə ghuu.
