GEN.1.1	Lo yaþoodat Luwah ndah dørãg kï døning.
JOB.24.2	Ngeðamajalg ndøtïn kï kag ðobnin'g kïkete,
JOB.24.2	Øin þut nyakulg kï ngekuld tu,
JOB.24.3	Taan koro lo ngonhal.
JOB.24.3	Taan mang lo ngengawkoi kïlo tînat,
JOB.24.4	Øsïn dangtg ko dø ðobt
JOB.24.4	Ngendog kïdøningt tube bon rod.
JOB.24.5	Oon, în tit korrog kïmut.
JOB.24.5	Teen kïsî awïn sahn nyasa kam mut.
JOB.24.5	Lo ngah nyasa kïta ngandg i kam dïlalot.
JOB.24.6	Ørrïn muro kïkam ndøøgt.
JOB.24.6	Burïn got kand nduu lo ngeðamajal.
JOB.24.7	Ton kondø kï rod kari kanj kub.
JOB.24.7	Awïn kï nyakutdø rod kïta kul al.
JOB.24.8	Ndï kï ed dø mbalbogt nyom rod.
JOB.24.8	Ðàn kad mbalgt kïta þo rod.
JOB.24.9	Deg madg ørrïn ngonhal ta mbet.
JOB.24.9	Taan nya tîna ji ngendot.
JOB.24.10	Ngendog'n non ndïan kï rod kari kanj kub,
JOB.24.10	Ton sîga nyako kï bo kamdt be.
JOB.24.11	Ðan yib kam ndøø kag olibiegt lo ngeðamajal,
JOB.24.11	Ban kand nduu lo þaat kï kïnda man.
JOB.24.12	Kam þebot deg'n ton ta koit tõn ðusïðusï
JOB.24.12	Deg în ngahn dø ndï kon kad de ða sed
JOB.24.12	Na Luwah tur go tag lod al.
JOB.24.13	Kïmadg taan ðøø kunj gerïn go ðobg loa al.
JOB.24.13	Ndian dø ðobgt loa al tø ho.
JOB.24.14	Ngetøldeg þai kïsî ritit tøl nge ndo kï dangt.
JOB.24.14	Kondo a ne, ndia tit ngeþoog be.
JOB.24.15	Kum de kï ngesah dekïdë nøl lo kï to pitpit,
JOB.24.15	El an: De mad kï oon goto, la nya utïn takumïn.
JOB.24.16	Kondo to ndï mbutïn kujg,
JOB.24.16	Kada yan rod kïta ndigïn kunj al.
JOB.24.17	Kïtø lo kïdiw til i lo kiti lod tube
JOB.24.17	Kïtø høn nam kï nyag kïkootþool lo til.
JOB.24.18	Ngeðamajalg'n non tøin dø mant tit nya kï oi al be,
JOB.24.18	Nyanduba lod kïdøningt i ndøl,
JOB.24.18	Tel awïn kam ndøø nduugt lod gog al.
JOB.24.19	Lo kïtut kï lo kïtïngabil ad man køsïndii yii kø,
JOB.24.19	Titbe tø la lo kï Koo urïn ngeða majalg ho ye.
JOB.24.20	Kam kõa kï ooja a oi døat,
JOB.24.20	I nyasa kïnel kïta kïdeg
JOB.24.20	De a gah døat gog al,
JOB.24.20	a tetïn ngeðamajal tit kag be.
JOB.24.21	Tirïn nya lo kùj dekïdë, kï ooj al pur,
JOB.24.21	Oon kumtondo lo ngengawkoi al.
JOB.24.22	Na Luwah, kïtakul ngang lon,
JOB.24.22	la ndø dø ndøgt lo ngetøgg,
JOB.24.22	Na ad'd ðan dõ lon oon tit kumkajir lod goto.
JOB.24.23	Luwah ad'd ndïn lom kï lapia,
JOB.24.23	Kuma ndï oo go ðobg lod.
JOB.24.24	În kïtai kïdõ na goton tentenbe.
JOB.24.24	Son, oin tit deg tube jand tit dø nyako be.
JOB.24.25	Îla i titbe al a ne, nõ a el an: În ngetakïbal a?
JOB.24.25	Ad tag lom telïn ta kïpãbe.
JOB.25.1	Bildad, de kï Suah, tur An:
JOB.25.2	Kõþe kï tøg kïkootþool în roat.
JOB.25.2	Ad lapia kam logt lon kïdõ.
JOB.25.3	Nõ asï da kør ngéðøøg loa a?
JOB.25.3	Nõ kunj Luwah øsï døat al a?
JOB.25.4	Titbãi de a i kïdenesew nõ Luwaht a?
JOB.25.4	kïkar De'n dekïdë ooja nyang a?
JOB.25.5	Ke nah kaa nda al,
JOB.25.5	Kïmeg în kïjajoi takumat al.
JOB.25.6	Yela de'n i kïde na ngon de'n i kur tan.
JOB.25.6	Job turta ad Bildad nja kïkõmïta
JOB.26.1	Job tur an:
JOB.26.2	De'n tøga goto i ða sia maj.
JOB.26.2	De'n jia ngang al, i aja.
JOB.26.3	De'n terr loa goto i ada køjta,
JOB.26.3	I tee kï nyager loi kïngãi.
JOB.26.4	I elta kï na a?
JOB.26.4	Ndil nõ nda ta tait a?
JOB.26.5	Nõ Luwaht ndil ngékoig ndad,
JOB.26.5	Man'g kï ngendït.
JOB.26.6	Lo kï Koo to kari nõ Luwaht,
JOB.26.6	Hoolþe to i kïkanj nya kut taa.
JOB.26.7	I Luwah la tee ko døø
JOB.26.7	dø dïlalot kïtat pilpil kari.
JOB.26.8	Ut man'g kam kilndiit lon
JOB.26.8	Na koi man kïngãi ndu kilndii al.
JOB.26.9	Ut takum nah,
JOB.26.9	la kilndii lon døt.
JOB.26.10	Nda kong man'g tit kï ðobnin be,
JOB.26.10	Ðobnin kunj kï til.
JOB.26.11	Pilierg kï dørãt nyën,
JOB.26.11	Rod ndad lon Luwah ndangd.
JOB.26.12	Ad bahbo to lom kïtakul tøgïn,
JOB.26.12	Tet døngang loa kïtakul gergirrnya lon.
JOB.26.13	Ko kitaat ad dørã tel kïjajoi,
JOB.26.13	Jia øsï li kï ngek mbuta.
JOB.26.14	Ing 'nten în nusï kïla loa koon,
JOB.26.14	J'oo kah ndia ngãi al þaitø
JOB.26.14	Na nõ asï ger girr tøg loa in ko
JOB.26.14	tit kï ndï kïndang a?
JOB.27.1	Job ho ba do terrtat lon an:
JOB.27.2	M'nda yo kïtakul Luwah,
JOB.27.2	Ngéndï kïdø dõ In mbet gangta lom,
JOB.27.2	Ngetøgtube'n ad rom atïm bang.
JOB.27.3	Lon kom nãi romt na ko kokïro
JOB.27.3	Luwaht nãi kõmt þaitø.
JOB.27.4	Rota, tam a eltakïbal al,
JOB.27.4	Ndõm a elta kïngom al tø.
JOB.27.5	Goto romt, m'a m'adsï naj al bat,
JOB.27.5	M'a m'nyà ta ða dene lom al mbã koim.
JOB.27.6	Nyaðam kïgoðobat taa m'a m'hø sem,
JOB.27.6	Kamm høm kï ta ndo kïða ku ndømgt al.
JOB.27.7	Kï madngetam i tit ngeðamajal
JOB.27.7	Na kï ngendoorïm i tit ngeðagootal.
JOB.27.8	Nyandahkamdøt lo de kïkanj Luwah i ði
JOB.27.8	Lon Luwah tøla na ør koa a?
JOB.27.9	Luwah a oo dø ko loa lon
JOB.27.9	kamkøl so døat a?
JOB.27.10	A ngah ronel kam Ngetøgtube e?
JOB.27.10	A ko Luwah kïndogbe a?
JOB.27.11	M'a m'øjsï go kïlaða ji Luwah,
JOB.27.11	M'a m'yasï do køjtaða lo Ngetøg tube al.
JOB.27.12	În kïdøsï i gerïn nyag tube'n Luwah ða,
JOB.27.12	Kïtøði awïn ne go tagahgt kï pãbe a?
JOB.27.13	'Nten la i gaj lo ngéðamajalg in
JOB.27.13	Luwah nda tadang,
JOB.27.13	I nyanduba in ngekïrãn deg taan kokïro Ngetøgt tube.
JOB.27.14	Îla ngana bïlan a ne, bïlan kïta kiyaðøø,
JOB.27.14	Nyasa asï nganag al.
JOB.27.15	Ndegag kinãi yokoosï a tøld
JOB.27.15	Na ngengawkoig lod a nõnd al.
JOB.27.16	Îla mbõn nar arjã kïdøtdøt tit bu be,
JOB.27.16	Îla kawïn kubg kïdønat tit bør,
JOB.27.17	Ke kaw kïnat kaa deg kï
JOB.27.17	denesew la a lan rodt ye.
JOB.27.17	Deg kï ta goto dødt a kegïn'na nar arjã'n non.
JOB.27.18	Kuj loa i tit kuj ða su be,
JOB.27.18	Tit kujkám in ngéngomlo ða.
JOB.27.19	Lon to þi i ngemaj na a i ngemaj gog al ta.
JOB.27.19	Tee kumïn na nyag loa tube goton.
JOB.27.20	Nyag kïkootþool teen døat tit mankõ be,
JOB.27.20	Nélbarwãi una kondø toi'n.
JOB.27.21	Nel kïloþakàdt una aw sia ad goto,
JOB.27.21	Ørra londïat kø.
JOB.27.22	Luwah roa kïkanj kookumtondo,
JOB.27.22	Ndig kãin tee jiat.
JOB.27.23	Deg ndan jid dø soat,
JOB.27.23	Sururun tad goat lon ndï aw.
JOB.28.1	Nar arjã aw kï lo in a ørrïna.
JOB.28.1	Nar ør to aw kï lo in a tugona tit.
JOB.28.2	Ørrïn nar hand kam ningt,
JOB.28.2	Ndan mbal horro kad ørrïn ninga kasï tit.
JOB.28.3	Deg ðan ad til goto, sahn mbalg mbã kïam logt kïsãi
JOB.28.3	Kï kam lo kïdiw tilt kïwo kïþing.
JOB.28.4	Mbutïn bulo sãi kï londï deg.
JOB.28.4	Lo'n nja asï ða sia tit al. Ndand
JOB.28.4	dø kïlat tuind kïber
JOB.28.4	Kïlla þid nu kï ne.
JOB.28.5	Døning'n nyasa teet,
JOB.28.5	Girra kïber bur þukït tit horr be.
JOB.28.6	Medkøsï sapir i kam mbalgt loa
JOB.28.6	Na deg ngahn nduj nar ør tit.
JOB.28.7	Yel kï ngesa dan ger ðoba al,
JOB.28.7	Kum wara ooa al tø.
JOB.28.8	Dang kïmajal ndian døt al,
JOB.28.8	tubo tøit al tø.
JOB.28.9	De nda jin dø mbangt,
JOB.28.9	Øsï mbalbog lad kïber mbã kï girrd kïningt.
JOB.28.10	Ur bulo kam mbangt,
JOB.28.10	Kuma tee dø nyagt tube kï gatd i ngam.
JOB.28.11	Ut kum ðob nun man'g
JOB.28.11	Tee kï nya kiyaðøø kïtïga.
JOB.28.12	Na a ngahn terr kïko ðah a?
JOB.28.12	Londï gergirrnya i ðah a?
JOB.28.13	De ger ðob ngaah al,
JOB.28.13	Ngahna kam døningt lo ngendï kï dø dõ al.
JOB.28.14	Hoolþe kïwo el an: I kammt al
JOB.28.14	Bahbo el an: I nat sem al.
JOB.28.15	Ðan tøg mbela kï nar ør al,
JOB.28.15	Ðan tøg koj gata kï nar arjã al tø.
JOB.28.16	Nar ør kï døning Opir ke med
JOB.28.16	køsï mbal oniks kï gata i ngãi,
JOB.28.16	Ke medkøsï sapir asïn kï gat terr al.
JOB.28.17	Nar ør ke wer kristal a asïn sia al,
JOB.28.17	Ðan tøg mbelïn ne nyag kï ðan kï nar ør kïjajoi al.
JOB.28.18	Mbal kørail kïyerre kristal tu în nya mad al roat
JOB.28.18	Gat terr toi gat perle.
JOB.28.19	Medkøsï mbal topaj kï døning Etiopi asï køla al,
JOB.28.19	Ðan tøg koj gata kï nar ør kï janjoi al tø.
JOB.28.20	Terr bai kïko ðah a?
JOB.28.20	Londï gergirrnya i ðah a?
JOB.28.21	I kiyaðøø takum ngendï kïdø dõ tube,
JOB.28.21	I kiyaðøø ro yelgt kïdõ.
JOB.28.22	Hoolþe kïwo kïþing kï koi elïn
JOB.28.22	anan: J'oo kaah kï mbij.
JOB.28.23	Luwah kïðabe la ger ðob ngaah,
JOB.28.23	I kïþe la ger londïa.
JOB.28.24	Kïtø oo lo mbã døngoi døning,
JOB.28.24	Oo nyag tube girr dørãt.
JOB.28.25	Lon mbøj tøg nel
JOB.28.25	na øj man'g nda ðobnind,
JOB.28.26	Lon ndamber man ndii na ða ðob
JOB.28.26	ad telndii kï ndangndii.
JOB.28.27	Kaglot'n non oo terr,
JOB.28.27	eltaa, la girra, nder girra tø.
JOB.28.28	Kamla el de an: Oo, þool Bïraþe, 'nten la i terr,
JOB.28.28	Nya go majalkïða, 'nten la i gergirrnya ye.
JOB.29.1	Job hø badø terrtat lon an:
JOB.29.2	A, maj kad m'ndï tit'n m'ndïn maði,
JOB.29.2	Kam nahgt kï tøin, kam ndøgt'n Luwah ngomïm.
JOB.29.3	Lon horr lamba loa unj dømt
JOB.29.3	Na kunja ørrïm ta ðob kam tilt.
JOB.29.4	Ndøg kï mîn kï rongang þaitø
JOB.29.4	Lon Luwah ngomd kujkub lom.
JOB.29.5	Lon Ngetøgtube i nat sem þaitø
JOB.29.5	na nganïmg gugïn døm.
JOB.29.6	Lon tugon njam kï mbà
JOB.29.6	Na mbal tee kï yib tit bah be dømt.
JOB.29.7	Lon m'tee kï m'aw ta tabit
JOB.29.7	Na m'nda pong ndim kam natlot.
JOB.29.8	Basag oomïn na ørrïn rod gog
JOB.29.8	bïgag þain ðan dõ.
JOB.29.9	Mbaiþeg nyan takelta,
JOB.29.9	ndan jid tadt.
JOB.29.10	Kïbog øjïn na ta janjan,
JOB.29.10	ndõd tîya na kï ngãgãd.
JOB.29.11	De'n mbia oo dø ndim el an: Mî ngeronel.
JOB.29.11	De'n kuma oom ye mam naj.
JOB.29.12	Kïtø m'ug ngendo m'ørra lon ko kï dømt,
JOB.29.12	Kï ngonhal kï ngeðasia goto.
JOB.29.13	Deg'n ton ta koit njangïn døm.
JOB.29.13	M'ad ngarkam ngengawkoi ðoosï kï ronel.
JOB.29.14	Nyaða kïdenesew i kub lom.
JOB.29.14	Nyaðam kïro i kubji kï jog.
JOB.29.15	M'tel mundo kumtø rum
JOB.29.15	njam oi njør.
JOB.29.16	Mî bøw dangtg,
JOB.29.16	m'nder girr ta lo de'n m'gera al.
JOB.29.17	M'teet ngang ngeðamajal,
JOB.29.17	m'ørr dã høa ngangat kø.
JOB.29.18	Kamla m'el m'an: M'a m'oi kam kujmt,
JOB.29.18	m'a m'ad ndømg bïlan tit ngarr be.
JOB.29.19	Ngïram aw mbã ød man,
JOB.29.19	al ho im kondø kïtaagbe.
JOB.29.20	Lan køsïgon kïkij dømt kïndøgndøg
JOB.29.20	la gan kïrã kï jimt tel kïkij kïndøgndøg.
JOB.29.21	Deg nelïn mbid kïromt ngon,
JOB.29.21	Ndïn tad mbo kad oon dø takøj lom.
JOB.29.22	Got'n m'elta de kï turta goto,
JOB.29.22	ta lom hødïn
JOB.29.23	Ngomïn tit'n deg ngoon ne man ndii,
JOB.29.23	teen tad gã tit'n a ngoon ne ndii kïdasa.
JOB.29.24	M'go kï kamnda kï îgïn rod oi siw,
JOB.29.24	Na kunj takumm ad'd tøg.
JOB.29.25	M'køt ðob m'ad'd na m'ørr nõd.
JOB.29.25	Mî tit bïraðøø dan ngéðøøt lon,
JOB.29.25	ngesølkam ngekamkilg.
JOB.30.1	Na tajigla mî nya godøt kïro degt îgïn mî ngahtøgd.
JOB.30.1	Îgïn m'a m'mbet nda bøwi nat kï
JOB.30.1	bisïg kï ngengom þut nyakulg lom.
JOB.30.2	Na tøg jid a ða ði adïm a
JOB.30.2	În deg kï tøgd goto.
JOB.30.3	Rod nyam kïta nalïn nya na þoo õd.
JOB.30.3	Ãin na kam logt kïtut kurum.
JOB.30.3	Gootlog kï nyan ko maði.
JOB.30.4	Tørrïn turog kï mbikámg kïta sa
JOB.30.4	Na tiwïn horr ngïra kag genet.
JOB.30.5	Tuþand kø ku degt,
JOB.30.5	Gan køl godt tit'n deg a kon ne go ngeþoogt be.
JOB.30.6	Kari na ndï kam hoolman'gt kïtootþool
JOB.30.6	Kï þegangg kï bulombalg.
JOB.30.7	Ndï kon girr ngan kaggt kï hoku
JOB.30.7	kawïn'na girr kon'gt.
JOB.30.8	În nya kïkid, în girrdeg kïpãbe.
JOB.30.8	Tuþand døningt kø.
JOB.30.9	Na tajigla mî nyakøsïpa lod
JOB.30.9	mî nya go kïrodt.
JOB.30.10	Mî nya kïyerr rodt mbetmïn,
JOB.30.10	Ðàn sãi sem tiwïn mantad dømt.
JOB.30.11	Luwah tut kïla lom, ad i ørr tøgïm
JOB.30.11	La rosøl dømt na deg'n non ørrïn
JOB.30.11	rod kïgog romt al.
JOB.30.12	Deg kïpãbe þain,
JOB.30.12	ðan doorlo ko jikõmt,
JOB.30.12	Sumban njam ðan go
JOB.30.12	ngan ðobg lod kï nujmm.
JOB.30.13	Tujïn ðob lom ðan kïla kïta nujïm
JOB.30.13	Na de mad kï køgd dø goto.
JOB.30.14	Ðen kam burrolot kï mbutïn kam ndogbørrt,
JOB.30.14	Doo kaht kï ko nõ ðen dømt.
JOB.30.15	Nyag kïkootþool gugïn døm gej,
JOB.30.15	Tuþan køsïgon lom ko tit nél be
JOB.30.15	Ad lapia lom tøi kø tit kilndii.
JOB.30.16	Tajigla tøg tube goto romt,
JOB.30.16	ndø daiyog høm.
JOB.30.17	Kondo kïngam tørr ta nat,
JOB.30.17	rom kï tom ta ko al.
JOB.30.18	Mõi høm kï tøg ngãi, ad m'dai yom
JOB.30.18	Mbã kub kïromt þirïm, hø køm ngang.
JOB.30.19	Luwah lam kø kam børt
JOB.30.19	mî tit kï buning kï buhorr be.
JOB.30.20	M'ko kïdøit na i turïm al.
JOB.30.20	M'ðà dõ nõit, na i un kumi kø dømt.
JOB.30.21	tel ðam takõ, i ðøø sem kï tøg jii
JOB.30.22	I unïm ad m'þai kï bøgïm dø nélt.
JOB.30.22	I ad nélbarwãi unïm kø.
JOB.30.23	Kïtø m'ger, I ndï aw sem kï koit.
JOB.30.23	Lot'n ngekaw kïdø dõ tube a ndødïn na tit.
JOB.30.24	Be kaa de'n ndï aw kï nujkøt ye,
JOB.30.24	a la jin kïdõ ale?
JOB.30.24	De'n i kam nyakïtot ye a ko kïdø ngeðasent ale?
JOB.30.25	M'nõ kïta de'n nyakïto tee døat ale?
JOB.30.25	Ta õ kamm kïta ngendog ale?
JOB.30.26	M'ngo majkurr na majal tee dømt.
JOB.30.26	M'nda kamm dø kunjt na til ðe.
JOB.30.27	Kamm leg butbut kanj taakò,
JOB.30.27	ndø kamkøl tee dømt.
JOB.30.28	Rom il kirir na i kïtakul kad al.
JOB.30.28	M'þai dan ngékawnat m'kø kïta ngeðasem.
JOB.30.29	Mî ngonkõ talg, mî madndia lo bulumg.
JOB.30.30	Ndar rom il kirir, ørr romt kø,
JOB.30.30	na kïngam oon horr kïta rom kï tïngabil.
JOB.30.31	Kïndeh lom tel nyahøndo,
JOB.30.31	Ndi tow lom i ndï ngénõg koon.
JOB.30.31	Døboi takel Job kï namïng
JOB.31.1	M'un køm dø kummt,
JOB.31.1	titbãi m'a m'nøl ngomand a?
JOB.31.2	Gaj nya kï ði Luwah kïdøn a adïm a?
JOB.31.2	Ke nyanduba kï ði Ngetøg tube
JOB.31.2	a adïm kïko dõ dørãt a?
JOB.31.3	Nujkø a so dø ngeðamajalt
JOB.31.3	Na nyakïto i kïta deg kï ngeðagootal ale?
JOB.31.4	Luwah ger ðob lom na tïda go
JOB.31.4	ndiam tube ale?
JOB.31.5	Îla m'ndia kï takïbal,
JOB.31.5	Îla njam ãi ngød kïlo ndokumt a ne,
JOB.31.6	Ad Luwah mbøjm kam kïlot kïdenesew
JOB.31.6	Na ger nyaðam kïro.
JOB.31.7	Îla m'to ðob kidene na ngar
JOB.31.7	kamm aw go kummt,
JOB.31.7	Îla nya mad kïyerr tïnya jimt,
JOB.31.8	Ad de kïðang sanya'n m'duw
JOB.31.8	Na ad tørrïn nyandøø lom ruprup.
JOB.31.9	Îla kamm goolïm kïta dekïdë mad
JOB.31.9	Na m'um lo tabit't lo madþem a ne,
JOB.31.10	Ad nëm ur nya kïta de mad
JOB.31.10	na kï madg ton sia.
JOB.31.11	Kïtø nya 'nten i majal kïngãi,
JOB.31.11	I nyaða kïgootal'n sumba kad ngegangta gangïn ta døt.
JOB.31.12	Kïtø i horr i ngekon mbã nuj kø,
JOB.31.12	I horr kï kõ mugj mbã, nuj nya ngahm tube.
JOB.31.13	Îla m'kid ta lo þer lom kïdïngã ke kïdë
JOB.31.13	Lon ða majïn sem ta ye
JOB.31.14	m'a m'ða ði lon Luwah þai, lon ndïje taa ne,
JOB.31.14	M'a m'tur m'an ði a?
JOB.31.15	Ngebahm kam kõmt ye ða nge kïlaþer lom to ale?
JOB.31.15	Luwah kïkïða nõ la ðaji kam kõjt ale?
JOB.31.16	Îla m'mbet kad nya'n ngendog ndigïn
JOB.31.16	Na m'ad kum ngengawkoi il,
JOB.31.17	Îla m'sanya lom kïkïðambe
JOB.31.17	Na mad ngonhal gaj nyasa loa al,
JOB.31.18	Mî kï basam þaitø m'ngoma tit bøw be
JOB.31.18	Kokam kõat nu la m'ørra ta ðob.
JOB.31.19	Îla m'oo de mad ndï oi kïta nal kub
JOB.31.19	Ke ngendo kïkanj nyakut dõ.
JOB.31.20	Îla njang døm kamïnt al lon roa
JOB.31.20	tïnga kïtakul bî batg lom.
JOB.31.21	Îla m'un jim kad m'ndoorïn ngonhal
JOB.31.21	Kïtø m'oo ngeðasem lo gangtat.
JOB.31.22	Titbe a ne, ad bøgïm ørr ta nat
JOB.31.22	kï kï nga jim teet.
JOB.31.23	Kïtø ndakøj lo Luwah ndam þoolt,
JOB.31.23	M'asï ða dõ, nõ majt kïtaitøi loa al.
JOB.31.24	Îla m'þakul nar ørr,
JOB.31.24	Îla m'el nar ørr kïjajoi m'an:
JOB.31.24	În nya ndahkamdøt lom.
JOB.31.25	Îla m'ða ronel kïta nyamajg lom kïngãi,
JOB.31.25	Kïtø m'ngah nya jimt ngãibe.
JOB.31.26	Îla m'oo kad lon ða øsï kï nah tø
JOB.31.26	lon ndia kam majkoont.
JOB.31.27	Îla ngarkamm goolm loyarot
JOB.31.27	Ad m'nju jim m'la kïdødt.
JOB.31.28	'Nten i majal kï kad ngegangta gangïn ta døt þaitø
JOB.31.28	Kïtø m'mbet Luwah kïdõ dørãt.
JOB.31.29	Îla m'ða ronel lon tuj tee dø madngetamt
JOB.31.29	Na m'þai kïdïtalg lon majal so døat.
JOB.31.30	Mî, m'nyà ðob m'ad tam ða majal al
JOB.31.30	Kad m'sah tøla kï ndøl kï la døt
JOB.31.31	Îla deg kï kuj lom elïn anan:
JOB.31.31	Nõ kama ndan al kï dan kï ngej adj a?
JOB.31.32	Mbah þi tïga al, m'tee tabit lom
JOB.31.32	m'ad de kï ngetoi kï njan dõ
JOB.31.33	Îla m'yaro tøidøtag lom tit ndeg deg
JOB.31.33	Na m'ut dø ðagootal kammt
JOB.31.34	Kïtø m'þool koosï deg, na m'þool kid lo noojg
JOB.31.34	Ad m'ndï tam mbo, na m'tee tïga al.
JOB.31.35	A, kï m'ngah de kïta ko ta lom.
JOB.31.35	Oo, 'nten la i maktub lom kï ndang ye,
JOB.31.35	ad Ngetøgtube turïm ta.
JOB.31.35	Nõ a adïm maktub'n madngetam ndang unïn døm a?
JOB.31.36	Rota, m'a m'toa dø bøgïmt,
JOB.31.36	M'a m'døa dømt tit jog kïmajtøi.
JOB.31.37	M'a m'tïda kør njam kï m'nda tube nõat,
JOB.31.37	M'a m'ndøt kïroat tit ngar be.
JOB.31.38	Îla døning lom ko ndoorïm na lo
JOB.31.38	în m'ndøø non,
JOB.31.39	Îla m'sa kanda na m'ba nara al
JOB.31.39	Ke mad kamkil ngéag kïmaði
JOB.31.40	Ad kon'g þan goot gemt
JOB.31.40	Kï jor þa goot nyako ørjt.
JOB.32.1	Deg kïmïta'n non nyan ta turta kï Job kïta Job oo ron de kïdenesewt. 
JOB.32.2	Kamla Elihu ngon Barakeel, de kï Buj kï girrkooj Ram þawong ngãibe do Jobt kïta Job oo an: N'î kï naj ad naj Luwah al. 
JOB.32.3	Þawong kï madkïða Jobg kïmïta to kïta oon ta kï kad turïn al be kaa gangïn ta do Jobt. 
JOB.32.4	Elihu ngo na elta al kï to deg'n non în ngatøga. 
JOB.32.5	Lon oo deg kïmïta nõ oon ta kï kad turïn al ye Elihu þawong kïtalsøkïr. 
JOB.32.6	Elihu ngon Barakeel, de kï Buj, mba girr kelta kan:
JOB.32.6	Mî ta mî basa þaitø na în deg kïtag gang.
JOB.32.6	Kïtø 'nten la m'ndïn tam mbo, m'þool kad m'elsï takøj lom.
JOB.32.7	M'el m'an:
JOB.32.7	Ad ndøg elïn ta kï balg ngãi ndoon terr.
JOB.32.8	Na i ndil kïkam det, ad i ko in
JOB.32.8	Ngetøgtube to pu kamat la ad de goosï gergirrnya.
JOB.32.9	deg kïtag hã în ngeterr al,
JOB.32.9	Ngahtøgg hã gerïn girr nya kï goðobat al tø.
JOB.32.10	Kïtø 'nten m'el m'an: Oon dø ta lom
JOB.32.10	Na m'a m'eltakøj lom.
JOB.32.11	Oon, m'ngoosï kereng kï m'oo ta losï,
JOB.32.11	M'nel mbim dø takøjt losï lon i sahn ta kïta kel.
JOB.32.12	M'nel mbim kïrosït kï m'oo'n ta losï
JOB.32.12	Na oon, de kïða kusït kï ho Job kï ta goto.
JOB.32.12	De kïða kï ta loa dum dø ta lo Job goto.
JOB.32.13	Ot kelïn kanan: Kï ngah terr.
JOB.32.13	I Luwah kïðabe la a dum døa ye, de asï al.
JOB.32.14	Elta lon sumba'n døm al
JOB.32.14	Titbe tø m'a m'tura kïgo tat losï al.
JOB.32.15	Rod oi siw, turïn ta mad al,
JOB.32.15	oon ta ka elïn al.
JOB.32.16	M'a m'ngo a kïta elïn ta al
JOB.32.16	ðan nõbe kïkanj turta.
JOB.32.17	Mî tø m'a m'turta lom,
JOB.32.17	m'a m'eltakøj lom.
JOB.32.18	Kïtø ta ðoosï kamm,
JOB.32.18	ndil kï kammt øsïm tõtõ.
JOB.32.19	Oon, kandam i tit kasïnduu'n lo teea goto be,
JOB.32.19	Tit søl kïkij kï ndï ða lo nduu.
JOB.32.20	M'a m'elta kamla m'a m'taokò,
JOB.32.20	M'a m'tee tam, m'a m'turïn ta.
JOB.32.21	M'a m'ørr de dene al
JOB.32.21	m'a m'elta kï to pehpeh al tø.
JOB.32.22	Kïtø m'ger to de pehpeh al.
JOB.32.22	Îla m'gool de a ne, Ngendahm a unïm kø kanangbe.
JOB.32.22	Elihu elta tit takel Luwah be
JOB.33.1	Kïtø 'nten î Job, oo dø ta lom tajigla,
JOB.33.1	I nel mbii kïdø tagt lom tube.
JOB.33.2	Oo, m'tee tam,
JOB.33.2	ndõm elta kam tamt.
JOB.33.3	Tag lom teen kï nyaðakïro kï ngarkammt,
JOB.33.3	Tam a elta kïrota kï kïjajoi.
JOB.33.4	Ndil Luwah ðam,
JOB.33.4	ko lo Nge tøgtube la adïm kumkajir ye.
JOB.33.5	Îla i asï a ne, i turïm ta,
JOB.33.5	I þai ða dõ, oo go tag loi nomt.
JOB.33.6	Oo, nõ Luwaht mî tit'n be,
JOB.33.6	ðam kï buning tø.
JOB.33.7	Titbe þoolïm a ðai al kad roi ndad
JOB.33.7	Tøgïm a oi'i ngãi kad ndai mbu rü al.
JOB.33.8	Rota, i elta mbimt
JOB.33.8	ad m'oo dø ndi ta loi an:
JOB.33.9	Mî kïkar nyang, kanj ða majal, ta goto dømt,
JOB.33.9	Ðagootal goto kammt tø.
JOB.33.10	Na Luwah ngah ðob høm kï ta,
JOB.33.10	oom tit madngetan.
JOB.33.11	La kag njamt,
JOB.33.11	ndï oo go ðobg lom tube.
JOB.33.12	kam nyat 'nten î kï rota al, m'a m'turi ta,
JOB.33.12	Kïtø Luwah i kïbo tøi de.
JOB.33.13	Kïtøði i majïn ta sia a?
JOB.33.13	kïta da kør kïlaðan al.
JOB.33.14	Kïtø Luwah elta nja kïða ke nja joo,
JOB.33.14	Na ngekør mãia goto.
JOB.33.15	Elta kam niit,
JOB.33.15	kam nyakookamndilt kï kõdo
JOB.33.15	Lon þi kïtalsøkïr ða deg lon þin dø tïra tødt.
JOB.33.16	Kamla tee mbi deg
JOB.33.16	na eld takøjg kïkootþool
JOB.33.17	Kad øg de dø kïlaðaat kïmajal
JOB.33.17	kï øgd dø kad telïn ngédøngang
JOB.33.18	Kïtøkad de ngomd ron kad so kam hoolþet al,
JOB.33.18	Kad nuj ron ta kiyaðøøt al tø.
JOB.33.19	Ndah de kï mõi øjan dø tïra toat
JOB.33.19	Ad kïnga roa sa jekjek kïndøgndøg.
JOB.33.20	Ad nyasa tel tit nya kïyerr roat,
JOB.33.20	Mbet nyasa kïnel.
JOB.33.21	Dãroa nyam, kïnga in maði de oo
JOB.33.21	al ye tee tïga.
JOB.33.22	Roa ndøt kï ta hoolþet
JOB.33.22	Na kumkajir loa ndøt kïro ngombangkïlagt lo koi.
