GEN.1.1	Maawac tahsh kihci niikaan, Kishemanitoo okii oshihtoon kiishik, ahkiini kaye. 
PSA.137.9	ke⁠manipinaatc kitapinoonciishimiwaa',
PSA.137.9	ke⁠pahkihteyaapihkihshimaatc itahsh aahsamaapihk.
PSA.139.1	Oo Tepencikeyan kiin hsa kikii anta kihkenim,
PSA.139.1	wiinke tahsh kishaapo kihkenim!
PSA.139.2	Kikihketaan kaye ahpii kii⁠namatapiyaan,
PSA.139.2	ahpii kaye kii⁠mayaawiyaan waahsa hsa kitoonci kihkentaan kahkina kaa⁠inentamaan.
PSA.139.3	Kikihkentaan kaye eni ishaayaan, kii⁠oshihshinaan kaye;
PSA.139.3	wiinke hsa ko kinakacihtoon kaa⁠ishihcikeyaan.
PSA.139.4	Oo Tepencikeyan, mihsawaa ko cipwaa kiikitoyaan,
PSA.139.4	kikiishaaci kihkentaan kahkina kaawii ihkitoyaan.
PSA.139.5	Misiwe kaye kitishi waahkaashkawihsh;
PSA.139.5	kininciink e⁠onci kanawenimiyan.
PSA.139.6	Kaashi kihkenimiyan hsa wiinke ninkihci maamahkaatentaan;
PSA.139.6	kaawiin nintaa kashkihtoosiin ci⁠nihsitohtamaampaan ehpiihci ishpentaakwahk!
PSA.139.7	Aaniinti tahsh ke⁠ishaayaampaan ci⁠nakanakipan kitAhcaahk?
PSA.139.7	Aaniinti hsa naa ke⁠ishaayaampaan keshi'ayaahsiwampan?
PSA.139.8	Kiishpin hsa aana ishaayaan kihcikiishikonk,
PSA.139.8	mii hsa weti eyaayan;
PSA.139.8	kiishpin aana ishaayaampaan kaashi ayaawaatc onipook,
PSA.139.8	mii hsa weti kaye ke⁠ayaayampan.
PSA.139.9	Mihsawaa ko kaye ishihseyaampaan kaa⁠onci piitaapank,
PSA.139.9	ishi kapehshiyaampaan kaye maawac iko waahsa ninkaapii'anonk inahke,
PSA.139.10	mii hsa weti ke⁠ayaayampan ci⁠niikaaniihtamawiyampan,
PSA.139.10	mii kaye weti ke⁠ayaayampan ci⁠wiici'iyampan.
PSA.139.11	Kiishpin kaye ihkitoyaan,
PSA.139.11	“Taka kaa⁠kashkiitipihkahk ninka aakawishkaakon,
PSA.139.11	taka i'i kaa⁠waahseyaak ta⁠kashkiitipihkan.”
PSA.139.12	Kaawiin iitok kaa⁠kashkiitipihkahk awaac kashkiitipihkan kitinentansiin,
PSA.139.12	i'ihsh kaye kaa⁠tipihkahk mii peshikwan eshi waahseyentaman taapishkoo kaa⁠kiishikahk.
PSA.139.12	Kaa⁠kashkiitipihkahk i'i kaye kaa⁠waahseyaak hsa peshikwan kitinentaanan.
PSA.139.13	Kiin iitok kaakii oshi'iyan entahso ishikiyaan.
PSA.139.13	Kiin kaakii maawantooniyan piincaya'ii nimaamaa omihsataank.
PSA.139.14	Kimikwehciwenimin aaniihsh etatawe kohtaanentaakwan,
PSA.139.14	maamahkaatentaakwan kaye kaakii ishi'iyan.
PSA.139.14	Etatawe hsa maamahkaasinaakwanoon kitanohkiiwinan,
PSA.139.14	wiinke hsa 'i ninkihkentaan.
PSA.139.15	Ahpii hsa nihkanan kii⁠oshi ayaakin,
PSA.139.15	weweni kahkina kii⁠naapinikaatekin piincaya'ii nimaamaa omihsataank,
PSA.139.15	mekwaa kii⁠kiimooci maaciikiyaan, kikiih kihkenim hsa weti ekii ayaayaan.
PSA.139.16	Kikii waapamihsh ohsha cipwaa nihtaawikiyaan.
PSA.139.16	Cipwaa maacii pimaatisiyaan hsa kimasina'ikanink
PSA.139.16	kikii ishi oshipii'aanan minihk entahso kiishik ke⁠pimaatisiyaan.
PSA.139.17	Oo Kishemanitoo,
PSA.139.17	etatawe hsa ninkihci inentaanan kitinentamowinan;
PSA.139.17	etatawe eh⁠paahtiinatinkin.
PSA.139.18	Kiishpin hsa kashkiihtooyaampaan ci⁠akintamaan
PSA.139.18	awahshime iitok ta⁠paahtiinatinoon ahpiihc wiin i'i newaank kaa⁠tahsink.
PSA.139.18	Kii⁠koshkosiyaan, keyaapi hsa kiwiiciiwin.
PSA.139.19	Oo Kishemanitoo ampehsh nihsatwaa kaa⁠maci'ishiwepisiwaatc awiyak!
PSA.139.19	Ampehsh kii⁠papaamenimihsikwaa kaa⁠nihshiwewaatc awiyak!
PSA.139.20	Aanciko hsa noociko kitikook;
PSA.139.20	wiinke kaye noociko otitaanaawaa kiwiinsowin.
PSA.139.21	KaaTipencikeyan,
PSA.139.21	etatawe hsa nishiinkenimaak iki kaa⁠shiinkenimihkwaa!
PSA.139.21	Ninkakwaanihsakenimaak kaye iki kaa⁠shashiipihtawihkwaa!
PSA.139.22	Wiinke hsa ko nishiinkenimaak;
PSA.139.22	mii 'i enakimakwaa kaa⁠shiinkenimakwaa.
PSA.139.23	Oo Kishemanitoo, nanaanta kihkenimihshin,
PSA.139.23	kihkentan ninte'.
PSA.139.23	Anta kihkenimihshin ci⁠kihkentaman eshi naanaakatawentamaan.
PSA.139.24	Anta kihkentan taka ci⁠maci'ishiwepisiwaanen,
PSA.139.24	ishiwinihshin kaye inahke kaashi nehpici ayaaniwank.
PSA.145.1	NinKishemanitoom Kehciokimaahkantawiyan,
PSA.145.1	ninka tashintaan hsa kikihci inentaakosiwin, miikwehc kika'inin nehpic iko.
PSA.145.2	Entahso kiishik hsa kika miikwehciwenimin,
PSA.145.2	kiwiinsowin kaye kika miikwehciwenimin nehpic iko.
PSA.145.3	Aahpici hsa kihci inentaakosi kaaTipenciketc, ishpentaakosi ci⁠miikwehciwenimintipan,
PSA.145.3	kaawiin hsa wiihkaa ta⁠tepici kihkencikaatehsinini eshi kihci inentaakositc.
PSA.145.4	Peshikwewaan hsa pemaatisiwaatc
PSA.145.4	oka ani ayaanihke wiintamawaawaa' kotak keni ayaanihke nihtaawikinitc;
PSA.145.4	ci⁠ani tashintamowaatc eshi mashkawihcikewatc.
PSA.145.5	Oka tashintaanaawaa hsa kikihci inentaakosiwin,
PSA.145.5	eshi kihciokimaawentaakosiwatc kaye,
PSA.145.5	niin itahsh ninka naanaakatawentaanan kaa⁠maamahkaatentaakwahkin kitishihcikewinan.
PSA.145.6	Pemaatsiwaatc hsa oka tashintaanaawaa
PSA.145.6	eshi mashkawentaakwaninik kaa⁠kohtaanentaakwaninikin kitanohkiiwinan,
PSA.145.6	keniin itahsh ninka wiintamaake eshi kihci inentaakosiyan.
PSA.145.7	Oka tashintaanaawaa hsa kahkina eshi wenootaninik kiminotootaakewin,
PSA.145.7	ta⁠ciihki nakamowak kaye ci⁠nikamoohtamowaatc kikwayahkwaatisiwin.
PSA.145.8	KaaTipenciketc hsa kishewaatisi, koohpaatencike kaye.
PSA.145.8	Shashiipikitaaso, wenooci saaki'iwe kaye.
PSA.145.9	Kahkina hsa awiyan entahso peshikonitc ominotootawaan,
PSA.145.9	okoohpaatentaan kahkina kekoon kaakii oshihtootc.
PSA.145.10	Oo Tepencikeyan, kahkina hsa kekoon kaakii oshihtooyan kika nanaahkomikon;
PSA.145.10	pemaatisiwaatc tepinawewisiyan kika miikwehciwenimikook.
PSA.145.11	Ta⁠wiintamaakewak hsa eshi kihci inentaakwaninik kitookimaawiwin,
PSA.145.11	oka tashintaanaawaa kaye eshi mashkawihcikewatc.
PSA.145.12	Miihsh kahkina awiyak pemaatisiwaatc ci⁠kihkentamowaatc eshi mashkawihcikewatc,
PSA.145.12	eshi kihciokimaawentaakwaninik kaye kitookimaawiwin.
PSA.145.13	I'i kitookimaawiwin kaawiin wiihkaa ta⁠poonihsehsinoon,
PSA.145.13	eshi Tipencikeyan kaye tani nehpici ayaa shaapwaya'ii
PSA.145.13	eni tahshiwaatc keni ayaanihke nihtaawikiwaatc.
PSA.145.13	KaaTipenciketc hsa kehcinaac ta⁠ishihcike kahkina eshi ahshotamaaketc,
PSA.145.13	osaakihtoon kaye kahkina kekoon kaakii oshihtootc.
PSA.145.14	Osiitonaa' hsa kaye kaa⁠maanshihsenitc,
PSA.145.14	omayaawikaapawi'aa' kahkina kaa⁠pankihshininitc.
PSA.145.15	Kahkina hsa awiyak kikanawaapamikook eh⁠pakohsenimihkwaa,
PSA.145.15	kika ahshamaak itahsh na'i ahpii noontehsewaatc.
PSA.145.16	Kininciink hsa kekoon kitoonci miikiwe,
PSA.145.16	miihsh eshi tepihsewaatc
PSA.145.16	eshi mihsawencikewaatc kahkina entahshiwaatc pemaatisiwaatc.
PSA.145.17	KaaTipenciketc hsa kahkina kekoon eshihciketc kwayahkwentaakwanini,
PSA.145.17	eshi koohpaatenciketc hsa kaye kahkina kekoon otootaan.
PSA.145.18	Aahpici hsa opeshwaapamaa' i'i kahkina kaa⁠kanoonikotc,
PSA.145.18	kahkina hsa ko tepwewinink kaashi kanoonikotc.
PSA.145.19	Oka mooshkine miinaa' hsa eshi mihsawentaminitc i'i kwehtaanenimikotc.
PSA.145.19	Oka noontawaa' kaye e⁠shaakowaanikotc, miihsh keshi pimaaci'aatc.
PSA.145.20	KaaTipenciketc hsa onaanaakaci'aa' kahkina kaa⁠saaki'ikotc;
PSA.145.20	kahkina tahsh wiin oka nihshiwanaaci'aa' mecaatisinitc.
PSA.145.21	Nintoonink hsa ninka onci miikwehciwenimaa kaaTipenciketc.
PSA.145.21	Taka kahkina awiya' kaakii oshi'aatc oka miikwehciwentamini
PSA.145.21	kehtentaakwaninik owiinsowin nehpic iko.
PSA.146.1	Nanaahkomihk kaaTipenciketc!
PSA.146.1	Nintahcaahkonk ninkashi nanaahkomaa kaaTipenciketc!
PSA.146.2	Ninka nanaahkomaa hsa kaaTipenciketc minihk ke⁠pimaatisiyaan,
PSA.146.2	ninka nikamoohtawaa kaye ci⁠miikwehciwenimak minihk iko ke⁠pimaatisiyaan.
PSA.146.3	Keko wiin ahpenimohken ininiwak wekimaawentaakosiwaatc
PSA.146.3	ke⁠nipowaatc keshkihtoohsikwaa ci⁠pimaaci'iwewaatc.
PSA.146.4	Ahpii hsa tahsh nipowaatc, mihtahkamikonk hsa ta⁠kiiwe inentaakosiwak;
PSA.146.4	miihsh i'i ahpii kiishikaninik wa⁠ishihcikewaahpan kaawiin ta⁠kihkentaakwahsinini.
PSA.146.5	Ta⁠shawentaakosi hsa awiya kaa⁠wiici'ikotc oKishemanitoomini Cekapoon 
PSA.146.5	kaa‑ahpenimonotawaatc kaaTipencikenitc oKishemanitooman,
PSA.146.6	kahkina kaye kekoon i'imaa ayaanikin.
PSA.146.6	Wiin iitok mooshak kaa⁠tepweyentaakositc.
PSA.146.7	KaaTipenciketc hsa onaatamawaa' kaa⁠wehsaani'imintc,
PSA.146.7	otahshamaa' kaye kaa⁠noonteskatenitc.
PSA.146.7	Opakitinaa' kaye i'i kaa⁠tahkonimintc,
PSA.146.8	owaapi'aa' kaye kaa⁠waapihsinik,
PSA.146.8	omayaawikaapawi'aa' kaye kaa⁠maahkisinitc;
PSA.146.8	osaaki'aa' kaye i'i kweyahkwaatisinitc.
PSA.146.9	Onaatamawaa' ihsa kaye kaa⁠mayakisinitc,
PSA.146.9	onaanaakaci'aa' kaye kwiiwahshishaana', kiiwaacihkwe' kaye.
PSA.146.9	Owanashkwe'aa' itahsh kaye wa⁠ishihcikenihpan mecaatisinitc.
PSA.146.10	KaaTipenciketc hsa ta⁠nehpici tipencike.
PSA.146.10	Nanaahkomihk kaaTipenciketc kiKishemanitoomiwaa
PSA.146.10	kahkina keni tahswewaanakisiyek eyaayek Saayan 
PSA.148.1	Nanaahkomihk kaaTipenciketc! Kiishikonk inahke onci nanaahkomihk,
PSA.148.1	kiinawaa weti kaa⁠ishi ishpentaakwahk e⁠ayaayek, nanaahkomihk!
PSA.148.2	Kiinawaa kahkina otencalima' nanaahkomihk,
PSA.148.2	kiinawaa kahkina kaa⁠paahtiinoyek kiishikowi shimaakanihshak.
PSA.148.3	Kiin kiisihs, tipihkikiisihs kaye, nanaahkomihk Tepenciketc
PSA.148.3	kekiinawaa wanankohshak kaa⁠waahsahkoneyek nanaahkomihk kaaTipenciketc!
PSA.148.4	I'i hsa ishpikiishik, nipiini kaye eyaanik weti aakwiihtawi ishpimink
PSA.148.4	oka nanaahkomikon kaaTipenciketc.
PSA.148.5	Taka miiwan ono ke⁠miikwehciwentaminitc kaaTipenciketc owiinsowin!
PSA.148.5	Wiin iitok kaakii anoohkiitc, miihsh kaa⁠ishi oshi'imintc.
PSA.148.6	Okii nehpici onahsaa' hsa keshi ayapinitc;
PSA.148.6	kaakii inaahkoniketc kaawiin wiihkaa ta⁠poonihsehsinini.
PSA.148.7	Ahkiink hsa onci nanaahkomihk kaaTipenciketc.
PSA.148.7	Taka kaye kihci aya'aawihsha' eyaanitc anaamiintim,
PSA.148.7	kahkina kaye kaa⁠kishkayawaanik oka nanaahkomikon.
PSA.148.8	Kaa⁠waawaahtehsenik, mihkwaminaanan, koonan, wahkwiin kaye,
PSA.148.8	kihci nootin kaye kaa⁠ishihcikemakaninikin ehkitotc,
PSA.148.9	kihci waciin, kahkina kaye pehkwatinaanikin,
PSA.148.9	kahkina mihtikoo' nehtaawikihtoonitc miicim, kiishkaahtikoo' kaye,
PSA.148.10	pikwaci aya'aawisha', kahkina kaye pishihkiwa',
PSA.148.10	kahkina kaye kekoon kaa⁠pimootemakaninik o'omaa ahkiink, kaa⁠pimihsenitc kaye pinehshiinsha'.
PSA.148.11	Kaa⁠kihciokimaawinitc kaye ahkiink, kahkina hsa ko pemaatisinitc;
PSA.148.11	wekimaawentaakosinitc kaye, kahkina kaye otipaahkonike' o'omaa ahkiink;
PSA.148.12	oshkiniikiwa', oshkiniikihkwewa' kaye,
PSA.148.12	ahkiwensiwa', apinoonciisha' kaye.
PSA.148.13	Taka miiwa' o'o ke⁠miikwehciwentaminitc kaaTipenciketc owiinsowin,
PSA.148.13	aaniihsh wiin ehta owiinsowin ishpentaakohcikaateni.
PSA.148.13	Okihci inentaakosiwin nawac e⁠ishpentaakwaninik
PSA.148.13	ahpiihc wiin ahkiini, kiishik kaye.
PSA.148.14	Wiin iitok okii ontinamawaa' opimaatisiima' ke⁠kihci otookimaaminitc,
PSA.148.14	ci⁠miikwehciwenimikotc kahkina tepinawewisitc pemaatisinitc,
PSA.148.14	Isriyala' 
PSA.148.14	Taka ta⁠nanaahkomaa kaaTipenciketc!
PSA.150.1	Miikwehciwenimihk kaaTipenciketc!
PSA.150.1	Miikwehc inihk Kishemanitoo i'imaa okihci anami'ewikamikonk,
PSA.150.1	i'imaa kaye kihcikiishikonk kaashi mashkawisiitc!
PSA.150.2	Onci miikwehciwenimihk kaakiih pishi mashkawihciketc,
PSA.150.2	i'i kaye kaashi maawac iko kihci inentaakositc.
PSA.150.3	Pootaacikanan, kihci matweyaapiikipicikanan,
PSA.150.3	matweyaapiikipicikanenhsan kaye aapacihtook miikwehciwenimek!
PSA.150.4	Matwehsicikan kaye ta‑aapatisi, ta⁠niiminaaniwanini kaye.
PSA.150.4	Kaa⁠pootaacikaatenikin tino kaye,
PSA.150.4	kaa⁠matweyaapiikipicikaatenikin kaye ta‑aapataniniwan miikwehciwenimintc!
PSA.150.5	Matweyaapihkikanaancikanan kaye aapacihtook,
PSA.150.5	kishiiweweyaapihkikanaantamok nanaahkomek kaaTipenciketc!
PSA.150.6	Miikwehciwenimihk kaaTipenciketc kahkina pakitanaamowin kaa‑ayaayek!
PSA.150.6	Nanaahkomihk kaaTipenciketc!
PRO.1.2	Miiwan itahsh ono kakiihtaawikiishwewinan ke⁠onci kihkentaman kakiihtaawentamowin, i'i kaye kwayahk wiintamaakewin. Miihsh kaye ke⁠onci nihsitohtaman ihkitowinan kaa⁠sanakahkin ci⁠nihsitoohcikaatekin. 
PRO.1.3	Kakiihtaawikiishwewinink ihsa kika onci kihkentaan weweni kwayahk ke⁠onci pimaatisiyan. Miihsh kaye i'imaa ke⁠onci kihkentaman kwayahkohcikewin, kaawiin kaye kika wayeshinkehsii, kwayahk kaye kika tootaake. 
PRO.1.4	Miihsh kaye i'imaa awiya kekiipaatentaakositc ke⁠ontinank kakiihtaawentamowin, aaniin kaye ke⁠onci nihsitawentank kekoon kaa⁠oshkaatisitc. 
PRO.1.5	Miitahsh kaye i'imaa ke⁠onci nanki kihkentaasotc a'a kekiihtaawentank, a'a kaye kaa⁠nihsitawentank kekoon ke⁠onci kihkentank inahke ke⁠ishaatc. 
PRO.1.6	Miitahsh i'imaa ke⁠onci nihsitohtamowaatc aaniin mayaa ke⁠ihkitoomakaninikin ini kakiihtaawikiishwewinan, aaniin kaye ehkitonitc iniweniwa' kekiihtaawentaminitc.
PRO.1.8	Ninkosihs, pisintaw kitete aaniin eshi kihkino'amawihk, keko kaye nakatanken aaniin kimaamaa eshi kihkino'amawihk.
PRO.1.9	Eshi kihkino'amawihkwaa hsa kika onci weweni pimaatis taapishkoo kaa⁠onci minonaakosiyan kii⁠kikishkaman naapihkwehpison, naapihkaakanimin kaye.
PRO.1.10	Ninkosihs, ahpii hsa mecaatisiwaatc kakwe kashkimihkwaa ci⁠macitootaman, keko pakiciihken. 
PRO.1.11	Kiishpin ihkitowaatc, “Ampe taka wiiciiwihshinaam, mihkawaataa awiya ke⁠nihsank. Taka miikaanaataa awiya kekoon eshi mamaashiihsik ishi anihshaa piko.” 
PRO.1.12	Aana hsa ta⁠pimaatisiwak ahpii mihkawankitwaa, kehcinaac itahsh iko ta⁠nipowak ahpii kiih⁠kiishiihkantawankitwaa. 
PRO.1.13	Niipiwa' ihsa wenooci kekoonan kika mihkaamin ci⁠mooshkinahtooyank kiwaahkaa'ikaninaanin. 
PRO.1.14	Ampe taka wiiciiwihshinaam. Kahkina hsa kika mamaata'onitimin kekoonan ke⁠kiimootiyank.
PRO.1.15	Ninkosihs, keko wiiciiwaahken iki tino awiyak. Keko ishaahken inahke eshi pimohsewaatc miihkanaank. 
PRO.1.16	Kaawiin ihsa anisaa'ohsiiwak ewii maci'ishihcikewaatc. Aahpici weyiipisiwak ewii nihshiwewaatc. 
PRO.1.17	Kaawiin iitok kekoon inaapatahsinoon kii⁠tashwekipinintc ahsap ci⁠kaahcitinintwaapan pinehshiinshak, kiishpin kota waapamaawaatc ini ahsapiin. 
PRO.1.18	Wiinawaa hsa piko oshihtamaasowak aanti ke⁠onci nipowaatc, wiinawaa piko e⁠mamaashiihkantaasowaatc. 
PRO.1.19	Mii hsa 'i kahkina ke⁠ishihsewaatc okimootiwiniwaank kaa⁠ontinamowaatc kekoon. Iki hsa kaa⁠kimootiwaatc ta⁠ishkwaahseniwan opimaatisiwiniwaan.
PRO.1.21	Enikoohk kiikitoomakan eshi ayishkwaantemiwank kihci ootena, miihkanaahkaank eshi ayohkwiinonitc pemaatisinitc. 
PRO.1.22	Aaniin minihk kiinawaa kekiipaatisiyek waa⁠saakihtooyek kikakiipaatisiwiniwaa? Aaniin minihk kiinawaa kaa⁠nihtaa miihkinsohtaakosiyek waah⁠saakihtooyek kimiihkinsohtaakosiwiniwaa, iki kaye kaa⁠maci kakiipaatisiwaatc waah⁠shiinkentamowaatc kihkentamaawin? 
PRO.1.23	Kiishpin pisintaman eshi kihci kanooninaan, kwayahk inahke kika'inin ke⁠ishihcikeyan. Kaye tahsh kika tootawin ci⁠kihkentaman aaniin enentamaan. 
PRO.1.24	Aana tahsh eh⁠kanooninaan, aana kaye e⁠antominaan, kaawiin kinoontansii. Kaawiin kaye kipisintansii. 
PRO.1.25	Kaawiin kipapaamihtansii aana kanooninaan aaniin ke⁠ishihcikeyan, kaawiin kaye kitinentansii ci⁠pisintaman aanakii⁠maamiinomikooyan. 
PRO.1.26	Ahpii tahsh maanshihsewin otihsikoyan, kika paahpi'in, kika miihkinsomin kaye kihci wahsitaawihsewin otihsikoyan. 
PRO.1.27	Ahpii otihsikoyan maanshihsewin taapishkoo kii⁠kihci pakamaanimahk, taapishkoo kii⁠kishipaayaanimahk kii‑inentaakwahk, ahpii sako wiihsakentaman, kakwaatakentaman kaye. 
PRO.1.28	Miitahsh nanapaawihsh keshi kanooshiyan, kaawiin itahsh kika nahkwehtawihsinoon. Misiwe hsa piko kika ishi kakwe mihkawihsh, kaawiin itahsh kika mihkawihsii. 
PRO.1.29	Kishiinkentaan iitok kakiihtaawentamowin, kaawiin kaye kitinentansii ci⁠kohtaanenimatc kaaTipenciketc. 
PRO.1.30	Kaawiin kaye wiihkaa kinoontansii kii⁠kanoonikooyan ke⁠ishihcikeyan, kaawiin kaye kipisitansii kii⁠maamiinomikooyan. 
PRO.1.31	Miitahsh ci⁠otihsikoyan aaniin eshi kashkihtamaasoyan, kiin piko kitishihcikewinink kika⁠onci maanshihse. 
PRO.1.32	I'i hsa otishiwepisiwiniwaan ta⁠onci nipowak kehkentansikwaa kekoon. Iki kaye kaa⁠maci kakiipaatisiwaatc ta⁠onci nihshiwanaatisiwak eh⁠papaapisiskentansikwaa kekoon. 
PRO.1.33	Awekwen itahsh iko ke⁠pisintawitc weweni pisaan ta⁠pimaatisi. Kaawiin kekoon oka papaamenimikoohsiin, kaawiin kekoon oka kohtansiin ke⁠onci wiihsakentank.
PRO.2.1	Ninkosihs, taka kihkentan aaniin eshi kihkino'amawinaan, ci⁠maawacihtooyan kaye nintinaahkonikewinan kipimaatisiwinink. 
PRO.2.2	Ci⁠pisintaman kaye eshihsink kakiihtaawentamowin, kite'ink itahsh kaye onci kakwe nihsitohtan. 
PRO.2.3	Kakwetwen ci⁠miinikoowisiyan nihsitohtamowin, i'i kaye ci⁠miinikoowisiyan nihsitawentamaawin. 
PRO.2.4	Wiinke hsa ko kakwe mihkan, taapishkoo keshi kakwe mihkawatipan waapaapihko shooniyaa, taapishkoo kaye kaashi nanaantone'ikaatek kaa⁠kaacikaatek wenootisiwin. 
PRO.2.5	Kiishpin itahsh i'i ishihcikeyan, miihsh ci⁠kihkentaman wekonen i'i kaa'icikaatek “Ci⁠kohtaanenimintipan kaaTipenciketc.” Miihsh kaye ci⁠kihkenimatc Kishemanitoo. 
PRO.2.6	KaaTipenciketc ohsha kaa⁠miikiwetc kakiihtaawentamowin, otihkitowinink hsa onciini kihkentamaawin, nihsitohtamowin kaye. 
PRO.2.7	Wiin ohsha kaa⁠maawacihtamawaatc mino kakiihtaawentamowin kweyahkwaatisinitc, wiin kaye kaa⁠naatamawaatc i'i pemaatisinitc kekoon eshi anaamentaakosihsinik. 
PRO.2.8	Okanawenimaa' kaye inahke eshaanitc kweyahkwaatisinitc, onaatamawaa' kaye inahke eshaanitc i'i pemaatisinitc weweni kaa⁠tootaakotc.
PRO.2.9	Miitahsh i'i ci⁠kihkentaman kweyahkwentaakwahk, weweni kaye inaahkonikewin, weweni kaye tootaatiwin, entahsink kaye aaniin keshi minohcikeyampan. 
PRO.2.10	Miitahsh ci⁠otihsikoyan kakiihtaawentamowin kite'ink, miihsh kaye kihkentamaawin ci⁠minoshkaakoyan kipimaatisiwinink. 
PRO.2.11	Nihsitawentamowin hsa kika naatamaakon, nihsitohtamowin kaye kika kanawenimikon. 
PRO.2.12	Miiwan ihsa ini ke⁠kipishkaakoyan ci‑ishihcikewaahsiwatc nehtaa ishihcikewaatc omacaatisiik, iki kaye pemaatisiwaatc noociko kaa⁠ishikiishwewaatc. 
PRO.2.13	Miiwak iitok iki kaakii nakatamowaatc kwayahk pimaatisiwin ewii ishi pimaatisiwaatc inahke kashkiitipihkanonk. 
PRO.2.14	Osaakihtoonaawaa kaye nooci e⁠ishihcikewaatc, ominwentaanaawaa kaye e⁠macihcikewaatc. 
PRO.2.15	Miiwak hsa oko tino noociko kaa⁠ishihcikewaatc, aahpici kaye nihtaa wayeshihcikewak.
PRO.2.16	Kiin itahsh kika onci kashkihtoon ci⁠tepwehtawaahsiiwatc a'a tino kaa⁠pishikwaatisitc ihkwe kaa⁠ishi minohtaakositc kii⁠wayeshimiwetc. 
PRO.2.17	A'a ihkwe kaa nakanaatc otooshki onaapeman ekii waniihketc kaakii ishi ahshotamawaahpan enaahsamiinitc oKishemanitooman. 
PRO.2.18	Kiishpin ishaawatc owaahkaa'ikanink kipima'atoo miihkana kaa⁠inamonk nipowinink. E⁠ishaayan i'imaa e⁠ani naasihkaman kaa⁠ishi'ayaawaatc kaa⁠nipowaatc. 
PRO.2.19	Awiya kaa⁠mawatihsaatc kaawiin wiihkaa pikiiwehsii, kaawiin kaye wiihkaa pikiiweshkaahsii i'imaa pimaatisiiwimiihkanank. 
PRO.2.20	Miitahsh ci⁠pimosaataman kaa⁠ishi minotootamowaatc menwaatisiwaatc ininiwak miihsh kwayahk cishi pimaatisiyan. 
PRO.2.21	Kaa⁠kwayahkwaatisiwaatc ininiwak kaa⁠kehcina'entaakosiwaatc o'omaa ta⁠ishitaawak kitahkiiminaanink. 
PRO.2.22	Kishemanitoo ninkoci oka ishinisha'waan kaa⁠kakwaanisakisinitc ininiwan', oka onci manipinaa' kaa⁠macitootaminitc omaa kitahkiiminaanink taapishkoo kekoon kaa⁠pahkwatahkipicikaatek.
PRO.3.1	Ninkosihs, keko waniihkehken kaa⁠ishi kihkino'amawinaan. Pishihshik maamihkawin kaa⁠ishi wiintamawinaan ke⁠ishihcikeyan. 
PRO.3.2	Mii hsa i'imaa kinwesh ke⁠onci pimaatisiyan mii kaye imaa ke⁠onci minohseyan. 
PRO.3.3	Keko pakitinanken kitimaakinaakewin kehcina'entaakosiwin kaye. Naapishkan, ci‑ishi oshipii'aman kaye i'imaa kite'ink. 
PRO.3.4	 Kiishpin o'o tootaman Kishemanitoo iki kaye kahkina awiyak kika kihci inenimikook.
PRO.3.5	Tepweyenim kaaTipenciketc enikohkote'eyan, keko wiin ahpenimonotanken kinihsitohtamowin. 
PRO.3.6	Kihkentan ihsa ci⁠maamihkawinootawatc kaaTipenciketc misiwe kaa⁠tahso ishihcikeyan, miihsh ci⁠kihkinowinihk kwayahk aaniinti ke⁠ishaawatc. 
PRO.3.7	 Keko wiin ninkihkentaan kekoon inenintisohken; kohtaanenim kaaTipenciketc, keko kaye papaapisiskentanken nooci kekoon. 
PRO.3.8	Miitahsh i'i ci⁠mino'ayaayan kiwiiyawink, ci⁠mino'ayaakin kaye kihkanan. 
PRO.3.9	Kaashi wenootisiyan hsa onci kihtenim kaaTipenciketc ci⁠onci miinatc maawac iko nihtam kahkina kekoonan kaa⁠nihtaawikihtooyan. 
PRO.3.10	Miitahsh i'i ci⁠mamooshkinekin kikihtikaanikamikoon ke⁠ahpiihci wenoocihseyan, oshki shoominaapo kaye ta‑ayaamipii kitahtoopaanink.
PRO.3.12	 KaaTipenciketc iitok omaamiino pahshanshe'waan awiyan kaa⁠shawenimaatc taapishkoo otetemaa kaa⁠tootawaatc okosihsan kaa⁠minwaapamaatc. 
PRO.3.13	Aahpici hsa shawentaakosi a'a inini kaa⁠tepinank kakiihtaawentamowin, a'aweti kaani onci onihsitohtamowinitc. 
PRO.3.14	Nawac iitok i'i kashkihcikewentaakwan ahpiihc wiin a'a waapaapihko shooniyaa, nawac kaye i'i kihci inentaakwan ahpiihc wiin a'a osaawi shooniyaa. 
PRO.3.15	Kakiihtaawentamowin hsa nawac kihci inakinte ahpiihc wiin a'a miskwaapihkahsin, Oroopi 
PRO.3.16	Miihsh kaye i'imaa wenciik kinwesh pimaatisiwin, wenootisiwin, kihtenimikoowin kaye. 
PRO.3.17	Mii kaye i'imaa kakiihtaawentamowinink wenciik kaa⁠onishihshink pimaatisiwin, pisaan iko kaye awiya ke⁠onci pimaatisihpan. 
PRO.3.18	Iki hsa kaani kakiihtaawentamowaatc ta⁠minwentamook, mii hsa imaa ke⁠ontinamowaatc pimaatisiwin.
PRO.3.19	Kishemanitoo okii onci oshihtoon o'o ahkiini
PRO.3.19	i'imaa okakiihtaawentamowinink;
PRO.3.19	I'imaa kaye okihkentaahsowinink
PRO.3.19	okii onci onahtoon newacikiishik.
