MAT.1.1	Amo ini an mga kalulululuhi ni Jesu-Cristo na kalahi ni David kag kalahi man ni Abraham.
ACT.14.1	Didto naman sa Iconio, nagsulod sinda Pablo kag Bernabe sa sinagoga san mga Judio kag nagsurmaton sin maayo mala ngani kay damo an nadara sa pagtuod na mga Judio kag mga Griego. 
ACT.14.2	Tapos, an mga dili nagatuod na mga Judio ginpasamok an mga dili-Judio kag ginpaisip sinda sin maraot kontra sa mga kamaranghod sa pagtuod. 
ACT.14.3	Pero, nagdugay an duha didto, nagsurmaton para sa Ginoo na waraʼn kahadlok sa mga tawo kag nagtestigos na matuod an inda mensahe manungod sa iya kapatawadan san mga sala, tapos, ginhatagan sinda san Dios sin poder na maghimo sin mga milagro kag makangangalas na mga gawi.
ACT.14.4	An mga katawuhan naman sa syudad nabahin; may mga nag-apin sa mga Judio kag an iba sa mga apostoles. 
ACT.14.5	Didi nakaisip an mga Judio kag mga dili-Judio kaupod an inda mga namumuno na pasakitan sinda kag batuhon. 
ACT.14.6	Pero naaraman ini san mga apostoles kaya nagdulag sinda pakadto sa Listra kag Derbe, mga syudad san Licaonia, kag sa palibot na lugar. 
ACT.14.7	Didto sinda nagpahayag san Maayo Na Barita.
ACT.14.8	Niyan, didto sa Listra may lalaki na nagaingkod sa luwas na dili gayod nakalakat kay pilay siya tuna pa san gin-anak. 
ACT.14.9	Namati siya kan Pablo na nagasurmaton. Si Pablo naman ginakita siya sin maayo kag san mapanginanuhi na may pagtuod siya na mag-ayo, 
ACT.14.10	nagsabi sin makusog, “Magtindog ka!” Nagtindog dayon ini kag naglakat.
ACT.14.11	Pakakita san kadamuan sa ginhimo ni Pablo, nagsiriyak sinda sa sadiri ninda na surmaton sa Licaonia, “An mga dios nagpakadi sa aton pareho sa mga tawo!” 
ACT.14.12	Kaya, ginpangaranan ninda si Bernabe sin Zeus. Si Pablo naman, tungod kay siya an parasurmaton, ginpangaranan man ninda sin Hermes. 
ACT.14.13	Niyan, an templo san Zeus ada lang sa atubangan san syudad. Tapos, an padi naman san Zeus kaupod san mga katawuhan nagdara sin mga turo kag mga kulintas na burak sa may pwertahan sa syudad kag gusto na maghalad sin mga sakripisyo.
ACT.14.14	Pero san mabati ini ninda Bernabe kag Pablo, gin-gisi ninda an inda mismo mga bado sa pagkaurit susog sa inda ugali kag nagdalagan pakadto sa kadamuan na nagasiyak, 
ACT.14.15	“Mga katawuhan, nano kay ginahimo niyo ini? Tawo lang kami pareho niyo na nagadara sa iyo san Maayo Na Barita agod magbaya kamo sani na mga waraʼn pulos na mga kaugalian pakadto lugod sa buhay na Dios na naglalang san langit, duta, dagat kag an tanan na ada sana. 
ACT.14.16	Kasadto, gintugutan niya an tanan na nasyon na sundon an inda kagustuhan. 
ACT.14.17	Pero pirme siya nagahatag sin pruwiba na buhay siya paagi sa maayo na ginhimo niya. Halimbawa, ginahatagan kamo sin uran hali sa langit kag mga ani sa tama na panahon agod malipay man an iyo mga tagipusuon kag mabusog kamo sin mga pagkaon.” 
ACT.14.18	Bisan sani na mga surmaton nalisudan pa gihapon sinda pagsaway san mga tawo sa paghalad sa inda.
ACT.14.19	Pero may mga Judio na nag-abot didto hali sa Antioquia kag Iconio na nadara an katawuhan. Kaya, nag-upod sinda tanan sa pagbato kan Pablo, tapos, gin-guyod ninda siya paluwas san syudad sa paghuna na patay na siya. 
ACT.14.20	Pero pagtiripon sa iya san mga disipulos, nagbangon siya kag nagbalik sa lungsod. Tapos, pagkasunod na adlaw nagkadto sinda ni Bernabe sa Derbe.
ACT.14.21	Niyan, pakapahayag ninda san Maayo Na Barita sa Derbe, nakahidara sinda sin damo na magin mga disipulos. Tapos, nagbalik sinda sa Listra kag sa Iconio kag, pagkatapos, sa Antioquia. 
ACT.14.22	Didto ginpakusog ninda an mga buot san mga nagatuod kag ginsabihan na magpadayon sa pagtuod. Nagsabi pa na maagi anay kita sin damo na pasakit antes makasulod sa kahadian san Dios. 
ACT.14.23	Myintras naman, nagbulig sinda sa mga nagatuod sa pagbutang na may pangadyi kag pag-ayuno sin mga namumuno sa kada simbahan. Tapos, ginpaniwala ninda sinda sa Ginoo na amo an ginatuudan ninda.
ACT.14.24	Pakaagi ninda sa Pisidia, nakaabot naman sa Panfilia. 
ACT.14.25	Didto, gintukdo man ninda sa Perge an Maayo Na Barita hali san Dios kag pakatapos nagpakadto sa Atalia. 
ACT.14.26	Hali didto, naglayag pabalik sa Antioquia kun diin kasadto ginpaniwala sinda sa pag-ataman san Dios para sa trabaho na natapos na ninda. 
ACT.14.27	Pag-abot ninda sa Antioquia, gintiripon ninda an mga nagatuod kag ginsumatan san tanan na ginhimo san Dios paagi sa inda kag kun pan-o gin-abrihan niya an agihan san pagtuod sa mga dili-Judio. 
ACT.14.28	Tapos, nagdugay man sinda didto kaupod san mga disipulos.
ACT.15.1	May iba naman na mga tawo na nag-abot sa Antioquia hali sa Judea kag nagatukdo sa mga nagatuod na waraʼn masasalbar hasta na maturi na susog sa kaugalian ni Moises. 
ACT.15.2	Ginkontra gayod sinda ninda Pablo kag Bernabe, kaya ngani nagsuruay sinda! Tapos, an isip san mga disipulos didto na mapakadto sinda Pablo kag Bernabe kaupod san pira na tagadidto pa-Jerusalem agod makaistorya sa mga apostoles kag sa mga namumuno san mga nagatuod manungod sani. 
ACT.15.3	Kaya, pakapakadtua sa inda san mga nagatuod, nag-agi anay sa Fenicia kag Samaria. Didi ginbarita ninda kun pan-o nagatuod an mga dili-Judio sa Dios, kaya, nakapalipay gayod ini sa mga kamaranghod sa pagtuod didto.
ACT.15.4	Pag-abot ninda sa Jerusalem, ginpadayon sinda san mga nagatuod, mga apostoles kag mga namumuno na ginsumatan ninda san ginhimo san Dios paagi sa inda.
ACT.15.5	Pero may nagtindog didto na iba na mga nagatuod na Pariseo na nagsabi, “Kinahanglan gayod turion an mga dili-Judio kag patumanon sa Kasuguan ni Moises.”
ACT.15.6	An mga apostoles naman kag mga namumuno san mga nagatuod nagtiripon agod makaistorya manungod sani. 
ACT.15.7	Pakatapos san halaba na mga suruay, tumindog si Pedro kag nagsabi, “Mga kaigmanghudan, naaraman niyo na kasadto ginpili ako san Dios sa iyo na magtukdo sa mga dili-Judio san Maayo Na Barita agod magtuod sinda. 
ACT.15.8	Sugad pa man an Dios na nakaaram san tagipusuon san mga tawo naghatag sa inda san Espirito Santo pareho man san sa aton. 
ACT.15.9	Ginlinisan man niya an inda mga tagipusuon kay nagtuod sinda, kaya wara naʼn kaibahan sinda sa aton. 
ACT.15.10	Niyan, nano kay ginaporbaran pa niyo an Dios paagi sa pag-obligar sana na mga dili-Judio na wara ngani naton makaya, bisan man san aton mga kalulululuhan? 
ACT.15.11	Ugaling, nagatuod kita na masasalbar paagi sa pagkamaluluy-on na may pagkamuot san Ginooʼn Jesus pareho man sana na mga dili-Judio.”
ACT.15.12	Didi, mapuyo an mga nagtiripon myintras namamati san mga sumat ninda Bernabe kag Pablo manungod san mga milagro kag makangangalas na ginhimo san Dios paagi ninda sa mga dili-Judio.
ACT.15.13	Pakasurmaton ninda, nagsabat man si Santiago, “Mga kaigmanghudan, pamati kamo sa akon. 
ACT.15.14	Si Simon nagsumat kun pan-o an Dios nagmalasakit sa mga dili-Judio kag nagpili sa inda sin mga tawo para sa iya mismo. 
ACT.15.15	Nagakauyon gayod ini sa mga surmaton san mga propeta, pareho san nasurat,
ACT.15.16	‘Pakatapos sani mabalik ako, kag pagatindugon ko gihapon an istaran ni David na natumpag.
ACT.15.16	Ititindog ko ini hali sa pagkasira kag aayuhon gihapon,
ACT.15.17	agod magahanap sa Ginoo an iba na mga katawuhan na amo an tanan na mga dili-Judio na ginpili na magin katawuhan ko,
ACT.15.18	an sabi san Ginoo na naghayag sani tuna pa kasadto.’
ACT.15.19	“Kaya, sa huna-huna ko, dili ta pagsamukon an mga dili-Judio na nagtuod sa Dios, 
ACT.15.20	kundi suratan ta sinda na dili magkaon sin nano man na ginhalad sa mga diosdiosan, sin mga hayop na wara pagpadugua sin dugo mismo kag maglikay sa malaw-ay na kaila. 
ACT.15.21	Nasabi ko ini kay kasadto pa na panahon ginatukdo an Kasuguan ni Moises sa kada syudad kag ginabasa hasta yana sa mga sinagoga kada Adlaw San Pagpahuway.”
ACT.15.22	Tapos, nagkauruyon an mga apostoles kag mga namumuno kaupod an bilog na mga nagatuod na magpili sin pira ka tawo hali sa grupo agod pakadtuon sa Antioquia kaupod ninda Pablo kag Bernabe. Ginpili ninda sinda Judas na ginatawag Barsabas kag Silas na mga ginagalangan san kamaranghudan. 
ACT.15.23	Ginpadarahan man ninda sinda san surat na amo ini an ginsabi:
ACT.15.23	“Mga kamaranghod sa pagtuod na dili-Judio sa Antioquia, Siria kag Cilicia, kami na mga apostoles kag mga namumuno san mga nagatuod, nagapangumusta sa iyo.
ACT.15.24	“Nabaritaan namon na an iba na hali sa amon grupo ginasamok kag ginapalipong kamo tungod sa inda ginapanurmaton, bisan wara namon sinda pagsugua na maghimo sani. 
ACT.15.25	Kaya nagkauruyunan namon na magpili kag magsugo sa iyo sin mga tawo kaupod san aton pinalangga na Bernabe kag Pablo, 
ACT.15.26	na nagtaya san inda buhay sa pagsirbe sa aton Ginoo na si Jesu-Cristo. 
ACT.15.27	Kun sugad, ginasugo namon sa iyo sinda Judas kag Silas na magapahayag sa iyo san nasasabi didi sa surat. 
ACT.15.28	Nasabi ko ini kay nagkauruyunan man namon sa bulig san Espirito Santo na dili na kamo pagdagdagan pa sin obligasyon pwera sani na mga kinahanglan gayod. 
ACT.15.29	Dili man kamo magkaon sin ginhalad sa mga diosdiosan, sin ginpatay na wara pagpadugua sin dugo mismo kag maglikay sa malaw-ay nakaila. Niyan, mapapaayo kamo kun magpaharayo sani.
ACT.15.29	“Paaram na.”
ACT.15.30	Kaya, pakasugua sa inda, nagpakadto sinda sa Antioquia, kag pakapatiripuna sa mga kamaranghod sa pagtuod didto, ginhatag an surat. 
ACT.15.31	Pakabasa naman sani san katawuhan, nalipay gayod sinda sa ginsabi na pagpakusog san inda buot. 
ACT.15.32	Sinda Judas kag Silas naman na mga propeta, damo sin ginsabi sa inda kag ginpakusog man an inda mga buot. 
ACT.15.33	Pakaistar ninda didto sin madugay-dugay, ginpauli sinda ninda na may kalinaw san isip sa nagsugo sa inda. 
ACT.15.34	Pero nakaisip si Silas na mapabilin didto.
ACT.15.35	Pero nagpabilin sinda Pablo kag Bernabe sa Antioquia kag kaupod san iba man nagapangtukdo kag nagapangpahayag san mga katukduan san Ginoo.
ACT.15.36	Pagkadugay-dugay, nagsabi si Pablo kan Bernabe, “Hamos, balikon ta kag bisitahon an mga kamaranghod sa pagtuod sa kada syudad na ginpahayagan naton san mga surmaton san Ginoo agod kumustahon sinda.” 
ACT.15.37	Kaya, gin-gusto ni Bernabe na iupod si Juan na ginatawag Marcos. 
ACT.15.38	Pero habo ni Pablo na paupudon kay wara ini magpadayon pag-upod sa inda kasadto hasta sa katapusan san inda trabaho kundi nagbalik kag ginbayaan sinda sa Panfilia. 
ACT.15.39	Nagsuay gayod sinda, kaya nagbulag sin lakat. Gin-upod ni Bernabe si Marcos kag naglayag sinda pakadto sa Cipre. 
ACT.15.40	Si Pablo naman ginpili iupod si Silas kag naglakat sinda pakapangadyi san mga kamaranghod sa pagtuod na pagabantayan sinda san kaluoy san Ginoo. 
ACT.15.41	Tapos, nagpakadto sinda Pablo sa Siria kag Cilicia na ginpakusog ninda an buot san mga nagatuod.
ACT.16.1	Niyan, nagpadayon gihapon paglakat sinda Pablo sa Derbe, tapos, diretso pa-Listra. Didto may disipulos na an ngaran Timoteo, anak san Judio na babayi na nagatuod man, pero Griego an iya ama. 
ACT.16.2	Ginpamatuudan san mga kamaranghod sa pagtuod na taga-Listra kag Iconio na maayo na tawo si Timoteo. 
ACT.16.3	Gusto siya ni Pablo iupod, kaya ginturi niya ini kay aram san tanan na Judio sa lungsod na Griego an iya ama.
ACT.16.4	Pagpadayon ninda paglakat sa mga syudad, ginpaaram sa mga nagatuod na tumanon an ginkauruyunan san mga apostoles kag mga namumuno na adto sa Jerusalem. 
ACT.16.5	Kaya, nagkusog sa pagtuod an mga nagatuod kag uruadlaw nagdamo lugod sinda.
ACT.16.6	Niyan nag-agi sinda sa lugar san Frigia kag Galacia kay wara sinda pagtuguti san Espirito Santo na magpahayag san Maayo Na Barita sa probinsya san Asia. 
ACT.16.7	Pag-abot ninda sa tabok san Misia, gusto kuntani ninda magsulod sa probinsya san Bitinia, pero wara sinda pagtuguti san Espirito ni Jesus. 
ACT.16.8	Kaya pag-agi sa Misia, nagpakadto sinda sa Troas. 
ACT.16.9	Pagkagab-i sadto may nakita si Pablo na pangitaon kun diin may lalaki na taga-Macedonia nagatindog kag makimaluoy sa iya, “Magpakadi ka tabi sa Macedonia agod mabuligan mo kami.” 
ACT.16.10	Kaya, pakatapos sani na pangitaon, naghanda dayon kami pakadto sa Macedonia kay naisip namon na an Dios nagtawag sa amon na magpahayag man san Maayo Na Barita sa mga tawo didto.
ACT.16.11	Hali sa Troas naglayag kami pakadto dayon sa Samotracia kag pagkaaga sana pakadto naman sa Neapolis. 
ACT.16.12	Hali didto nagpakadto kami sa Filipos na parte san Roma kag an nangunguna na lungsod sana na parte san Macedonia. Nagpabilin kami didto sin pira ka adlaw.
ACT.16.13	Sa Adlaw San Pagpahuway, nagluwas kami sa lungsod kag nagkadto sa may suba na ginhuna namon na may lugar san pangadyian. Kaya nag-ingkod kami didto kag nakisurmaton sa mga babayi na nagtitiripon. 
ACT.16.14	May nakabati sa amon na an ngaran si Lydia na taga-Tiatira. Parabaligya siya sin mga asul na tela kag usad man na nagasamba sa Dios. Ginpasabot siya san Dios sa mga ginasurmaton ni Pablo. 
ACT.16.15	Kaya, nagkaburunyagan sinda kag san iya bilog na panimalay. Pakatapos, gin-agda kami, “Kun ginahuna niyo na may pagtuod ako sa Ginoo, hamos kamo sa balay kag didto magdayon.” Nagpirit gayod siya kag amo an nasunod.
ACT.16.16	Usad sin adlaw, mapakadto na kami sa lugar san pangadyian. Didi may nagsugat sa amon na uripon na babayi na ginsudlan san maraot na espirito na nagahatag sa iya sin poder na magsurmaton kun nano an mangyayari sa maabot na panahon. Dako an ginakita san iya mga amo paagi sani. 
ACT.16.17	Myintras nagasunod siya sa amon ninda Pablo nagasiyak, “Mga suruguon ini na mga tawo san pinakalabaw na Dios. Sinda man an nagapahayag sa iyo san paagi san pagkasalbar.” 
ACT.16.18	Ginparahimo niya ini uruadlaw hasta nabadli si Pablo. Kaya gin-atubang kag ginsabihan an espirito, “Ginasugo ta ikaw sa ngaran ni Jesu-Cristo na magluwas sa iya.” Sana mismo nagluwas an espirito.
ACT.16.19	Pero san mapanginano san mga amo san babayi na wara na an inda paglaom na makakwarta, gindakop ninda sinda Pablo kag Silas, gin-guyod pakadto sa atubangan san mga namumuno sa may plasa. 
ACT.16.20	Tapos, pakapaatubanga sa inda sa mga namumuno na mga Romano nagsabi, “Judio ini na mga tawo kag ginasamok an aton lungsod. 
ACT.16.21	Nagatukdo sinda sin mga kaugalian na ginabawal sa aton na mga Romano na akuon kag himuon.”
ACT.16.22	Ginburuligan sinda san mga tawo, tapos, gin-gisi naman san mga namumuno an mga bado ninda Pablo kag Silas agod bunalon, tapos, nagsugo na bunalon sinda. 
ACT.16.23	Pakabunali sin grabe, gintuklang pasulod san prisuhan kag ginpabantayan sinda sin maayo. 
ACT.16.24	Bilang pagsunod sa sugo, ginbutangan sinda san namumuno san mga bantay sa pinakasulod san prisuhan, tapos, ginsalipit an inda mga tiil sa mga gin-ukit na buho san duha na mabug-at na kahoy.
ACT.16.25	San matungaʼn gab-i na, nagapangadyi kag nagakanta sin mga himno sa Dios sinda Pablo kag Silas. An iba naman na mga priso nagabarati sa inda. 
ACT.16.26	Bigla na lang may makusog na linog. Nauy-og an pundasyon san prisuhan, tapos, nag-abri dayon an mga pwertahan kag nagkatarangkas an mga kadena san mga priso. 
ACT.16.27	Nagmata an namumuno san mga bantay kag san nakita niya na abyirto na an mga pwertahan, naghuna siya na nakadulag an mga priso, kaya ginkuha an iya ispada agod magbigti. 
ACT.16.28	Pero nagsiyak si Pablo, “Ayaw pagbigti kay adi kami tanan.”
ACT.16.29	Nag-ayo sin ilaw an namumuno san mga bantay, nagsulod kag nagluhod na nagakudog sa kahadlok sa tiilan ninda Pablo kag Silas. 
ACT.16.30	Ginpaluwas niya sinda kag naghunga, “Nano an dapat ko himuon agod masalbar?”
ACT.16.31	Nagsabat sinda, “Magtuod sa Ginooʼn Jesus agod masalbar ka kag san imo bilog na panimalay.” 
ACT.16.32	Tapos, ginpahayag ninda an Maayo Na Barita manungod sa Ginoo sa iya kag sa tanan na sakop san iya panimalay. 
ACT.16.33	Sadto mismo na gab-i gin-upod sinda san namumuno san mga bantay kag ginhugasan an inda mga samad. Tapos, nabunyagan dayon siya kaupod an iya bilog na panimalay. 
ACT.16.34	Pakatapos ginpadayon niya sa iya balay kag ginpakaon sinda. Nalipay gayod siya kaupod an bilog niya na panimalay kay nagtuod sinda sa Dios.
ACT.16.35	Pero pagkaaga na, ginsugo san mga namumuno san lungsod an mga suldados, “Paluwasa na idtoʼn mga tawo.” 
ACT.16.36	Kaya, ginsabihan san namumuno san mga bantay si Pablo, “An mga namumuno san lungsod nagpasugo na paluwason kamo. Kaya magluwas na kamo kag maglakat na may kalinaw san isip.”
ACT.16.37	Pero nagsabi si Pablo sa mga suldados, “Ginpabunalan ninda kami sa kadamuan bisan wara pa kami mahusgari. Mga pumuluyo man ngani kami na Romano pero ginpapriso. Niyan, patago lang kami na paluwason? Dili pwede! Pakadia sinda mismo kag paluwason kami.”
ACT.16.38	Ginsumat ini san mga suldados sa mga namumuno san lungsod. Pakabarita ninda na mga pumuluyo ini san Roma nahadlok sinda. 
ACT.16.39	Kaya, nagkadto sinda kag nangayo sin tawad. Tapos, ginpaluwas ninda sinda kag naghangyo na maghali sa syudad.
ACT.16.40	Kaya, nagluwas man dayon sinda sa prisuhan kag nagkadto kanda Lydia. Pakakita ninda didto sa mga kamaranghod sa pagtuod, ginpakusog an mga buot sani kag naghali na.
ACT.17.1	Pakaagi ninda Pablo sa Amfipolis kag Apolonia, nagkadto sinda sa Tesalonica kun diin may gintiripunan san mga Judio na ginatawag sinagoga. 
ACT.17.2	Susog sa nakaugalian na ni Pablo nagsulod siya sa sinagoga. Didto kada Adlaw San Pagpahuway sa sulod san tulo ka semana, nakigsuay siya sa inda manungod sa Banal Na Kasuratan. 
ACT.17.3	Ginapahayag kag ginapamatuudan na kinahanglan magtios si Cristo kag mabuhay gihapon hali sa kamatayon. Tapos, nagsabi, “Iniʼn ginapahayag ko sa iyo na Jesus, amo an Cristo.” 
ACT.17.4	May iba sa inda na nadara kag nag-upod kanda Pablo kag Silas. Amo man an kadamuan na mga diosnon na Griego kag mga kilala na mga babayi.
ACT.17.5	Pero nagkaarawa an mga Judio, kaya may gintiripon sinda na mga waraʼn pulos na istambay sa kalye, tapos, ginsamok ninda an bilog na lungsod kag ginsulong an balay ni Jason. Ginahanap ninda didi sinda Pablo kag Silas agod iatubang sa mga tawo. 
ACT.17.6	San wara ninda makita, gin-guyod ninda si Jason kag san iba na mga kamaranghod sa pagtuod sa mga otoridad san syudad kag nagsiyak, “Nagpakadi idtoʼn mga tawo na nagasamok bisan diin, kag ginpadayon man ni Jason sa iya balay. 
ACT.17.7	Usad pa, nagasupak sinda san mga kasuguan ni Cesar sa pagsabi na may iba pa na hadi na an ngaran Jesus.” 
ACT.17.8	Pakabati sani san mga tawo kag otoridad san lungsod, nagkasaramok sinda. 
ACT.17.9	Ini naman si Jason kag san iya mga kaurupod ginpapyiansa san mga namumuno san lungsod antes ginpaluwas.
ACT.17.10	Sadto mismo na gab-i ginpadulag naman sinda Pablo kag Silas pa-Berea san mga kamaranghod. Pag-abot ninda didto nagsulod sa sinagoga san mga Judio. 
ACT.17.11	Niyan ini na mga Judio didi mas mga maayo ki sa mga taga-Tesalonica kay nagbati sinda sa mensahe manungod kan Jesus na may pagkaila. Ginaadalan anay ninda an Banal Na Kasuratan kada adlaw kun matuod man gayod ini. 
ACT.17.12	Damo sa inda na mga Judio an nagtuod, amo man an mga Griego na mga babayi na kilala sa lungsod hasta an mga lalaki.
ACT.17.13	Pero san maaraman san mga Judio sa Tesalonica na an katukduan san Ginoo ginpahayag ni Pablo sa Berea, nagkadto man sinda kag ginsulsulan an mga tawo na magsaramok. 
ACT.17.14	Kaya, ginpadulag naman dayon si Pablo san mga kamaranghod pakadto sa may dagat, pero nagpabilin didto sinda Silas kag Timoteo. 
ACT.17.15	Gindul-ong si Pablo hasta sa Atenas. Tapos, nag-uli naman pa-Berea an mga nagdul-ong na dara an tugon ni Pablo kanda Silas kag Timoteo na magsunod sa dili madugay na panahon.
ACT.17.16	Myintras nagahulat didto sa Atenas si Pablo kanda Silas kag Timoteo, nabadli gayod siya san makita na damo sin mga diosdiosan an lungsod. 
