MAT.1.1	Coa co cuatia Jesu Cristo moñemoñajaré ypycue guare. Jaé Davidrejegua, ja Abraamrejegua avei.
ACT.5.24	Upei catu ojenduma ramo umi ñeê pe paiguasu ja pe tûpâo ñangarecojá ja umi pai ruvicha ipya tarová mamópevépa oyupity âmbae. 
ACT.5.25	Uperamo voí ou peteî omombeúva ichupecuera jeivo: Peina jina umi cuimbae remoinguéucá vaecue ybyracuá rogape oi tûpâope jicuai ja oporomboe jina umi ambuecue cuerape. 
ACT.5.26	Upemaramo ojo pe tûpâo ñangarecójá umi tembiyocuai rejeve ja ogueru ichupecuera oinûpâ ŷ reje: jaecuera voi okyjŷye umi japicha cuera oyapi jaguâ itápe ichupecuera. 
ACT.5.27	Upegui oguerúma ramo ichupecuera omoingué ichupecuera pe coty oñomongueta jaguâme. Ja pe paiguasu oporandu ichupecuera, 
ACT.5.28	jeivo: ¿Ndo roeipa rae peême ndo roipotaijá peê peporomboe Upéva rérape? ja peina jina oime pemuenyjê nerae co Jerusalem pene poromboegui, ja pemboyásé rei yeco co Cuimbae ruguycue orereje. 
ACT.5.29	Upei catu Pedro ja umi Apostol cuera oñeê ja jei: Tecôtevê ore ñeêrendú Tûpâ Ñandeyárape ja na umi carai cuerapei. 
ACT.5.30	Upe ñanderu ypycue Tûpâ Ñandeyára omopuâ Jesúspe pe peyuca vaecue peê pemosaingo pype ybyra yoasá reje. 
ACT.5.31	Covape Tûpâ Ñandeyára omboyupi rae iyacatuape Ñande Rapecuaajarâ ja Ñane mopôtíjarâ ramo omeê jagua Israel cuéravape oñembo jecopyaju jaguâ ja oyepea jaguâ iñangaipa gui. 
ACT.5.32	Ore voi jechajaré ramo roicuaauca añetéjá co roéva ja upeicha avei omoañeté pe Espiritu Santo upe omeêva Tûpâ Ñandeyára umi iñeêrendúvape Ichupe.
ACT.5.33	Upei catu ojendu pype umi mbae ipochy eterei ja oñomongueta oñondive oyucaucá jaguâ ichupecuera. 
ACT.5.34	Uperamo oñemboŷ pe cotype peteî fariseo, jérava Gamaliel, carai iñaranduva ja icaavóva opa pe tetâmegua ndive, ja jae ôguenojêuca ocape sapyami umi cuimbaepe. 
ACT.5.35	Upei catu jei ichupecuera: Peê carai Israel cuérava, Chaké! peñeñangarecóke co peyapótava co cuimbae cuera reje. 
ACT.5.36	Na ymámai voí opuâ jague Teudas oñemo mbaeguasúsévo ja oime oñembyatŷ vaecue ichupe irundy cien cuimbae. Upéva oyeyuca, ja opa umi oyerovia vaecue jese oñemuasâimba ja ndojupityi mbaevetérâme. 
ACT.5.37	Uperire opuâ pe Judas pe Galileaŷgua umi ára mburuvicha oipapáucá jague ñande retácué, ja upéva ogueraja jeta cuimbae japycueri. Upéva avei omano, ja opa umi oico vaecue jendive oñemuasâimba. 
ACT.5.38	Ja coanga catu che jae peême pepoínte umi carai gui ja pejeya rei ichupecuera. Sapya co iñaranducue ja co jembiapocue ybypóraguiguante ramo, opytá reíne, 
ACT.5.39	ja sapya Tûpâ Ñandeyáraguigua ramo, peê ndicatuichene pemombá. Chake! anichene tamo peyeyujú peñorayrô Tûpâ Ñandeyára coty coty. 
ACT.5.40	Ja upeicha jaecuera omboayé ichupe. Ja upei catu ojenoî umi Apostol cuerape ja oinûpâucá ichupecuera ja uperire jei ichupecuera anive jaguâ mbaeveicharamo oñemoñeê pe Jesús rérape ja uperire opoí ichuguicuera. 
ACT.5.41	Ja jaecuera oyeói pe mburuvicha cuera renonde gui oyoguerojory oyeóivo iya jague reje ichupecuera oyeyaó jaguâ Upéva Réra reje jápe. 
ACT.5.42	Ja opa árape pe tûpâope ja umi oga cuera rupi oico, ja oporomboe ja omojerâcuâ Evangelio Jesu Cristo guiguare opytuú ŷ reje.
ACT.6.1	Uperamo umi jaárape oñembo jetájetavé ojovo umi jemimboecuera ja sapya uperamo umi griego oñypyrú oñemombeu umi Judio reje jesarai jague reje umi cuña imena omanovaecue gui umi iyapytepe cueraguava oñemboyaoucá jápe pe tûpâmbae gui. 
ACT.6.2	Upévareje umi doce Apostol ojenoîmba opáva umi jemimboecuerape jetacue rejeve, ja jei ichupecuera: Nda jecopei ore rojeya Tûpâ Ñandeyára Ñeê royeyocuáiucá jaguâ tembiguaicha carujápe. 
ACT.6.3	Upeicharamo, ore reŷícuera, pejeca pene paûgui siete carai jêrâcuâ pôrâva Espiritu Santo rejeguáitéva ja iñarandú pôrâva romoingo vaerâ co tembiaporâme. 
ACT.6.4	Ore cuera voi royeyocuáiucá vaerâ meme reñemboejápe ja roñemoñeêjápe Ñandeyára Ñeê. 
ACT.6.5	Ja opavave oguerojory pe jeiva ja oiporavó Estebanpe peteî carai oyeroviaiteva Ñandeyára reje, ja Espiritu Santo rejeguaiteva, ja Felipepe ja Procorope ja Nicanorpe ja Timonpe ja Parmenaspe, ja Nicolaspe, Antiokiaŷgua oñembo judio vaecue, 
ACT.6.6	umivape omoñemboŷ umi Apostol renondepe ja jaecuera oñemboejápe omoî ipo jesecuera.
ACT.6.7	Ja upeicha oñemo jêrâcuâ jetavé Ñandeyára Ñeê ja oñembo jetájetavé ojovo umi jemimboecuera Jerusalempe. Ja jetaite avei umi pai oguerojorŷ pe yarovia.
ACT.6.8	Upeyave Esteban oñepytyvô ja oñembo puacá pype oyapo mbae jechapyrâ ja mbae guasu pe tetâme. 
ACT.6.9	Uperamo opuâ peteîva umi tûpâopegua cuérava jérava Libertino ja Cireneo ja Alejandrino cuera ja umi Ciliciaŷgua ja Asiaŷgua oyuaby jicuai Esteban gui. 
ACT.6.10	Upegui nda ipuacái jaecuera iñarandúcué reje ja ipyaguasu reje jae oñeê jague. 
ACT.6.11	Upemaramo oyocuai ñemi tecove cuerape omombeu vaerâ ojendu jague oñeêvaí ramo Moises reje ja Tûpâ Ñandeyára reje. 
ACT.6.12	Ja omomŷi umi japicha cuerape ja umi ituyávape ja umi iñarandúvape, ja jaecuera oyeity jese ja oyapyjy ichupe ja ogueraja ichupe pe mburuvicha rogape, 
ACT.6.13	ja omoingue tecove cuera omombeú vaerâ iyapújápe jeivo: Co carai oñeê vaí oicovo opytuu ŷ reje co Tenda Marangatu reje ja Moises ñeêngue reje. 
ACT.6.14	Ore vointe rojendu jei ramo upe Jesus Nazareno ombuai moa jaguâ co Tenda ja ombojecoviá co ñande reco ñane mboe jague ñandeve Moises. 
ACT.6.15	Upeyave opa umi oguapy vaecue jicuai pe mburuvicha rogape oyesareco jese ja ojecha jová peteî yvapegua rovaicha ramo.
ACT.7.1	Upemaramo oporandu pe pai guasu upéichapa rae? 
ACT.7.2	Ja jae jei: Peê carai cuera, che reŷícuera ja ore ru cuera, pe cherendúmi cheve. Tûpa Ñandeyára yvaga Ruvicha Guasu oyejechauca vaecue ñande ru ypycue Abraampe pe oijape jae Mesopotamiape oico mboyve voi jae pe Charanpe. 
ACT.7.3	Ja jei ichupe: Esênte eyeí co neretâgui ja co nde reŷí cuera apytegui ja eyo evá pe yby Che ajechauca jaguâme ndeve. 
ACT.7.4	Upemaramo jae osê umi Caldeo retâgui ja oico Charanpe ja upegui ituva omano rire jae oguerová co tetâme peicojápe peêcuera coanga voí. 
ACT.7.5	Ja nomeê raei ramo yepe ichupe mbaevete upepegua imbaéteérâ nda ipy rendâgua tuvichacue yepei, oicuameê yepe ichupe omeê jaguâ pe tetâ voi imbaéteérâ ichupe ja itayracuera jaerire guarépe, nda itayrai yepe gueteri rae. 
ACT.7.6	Ja coicha oñeê ichupe Tûpâ Ñandeyára jeivo: Umi jesegua cuera oicone pytaguaicha peteî tetâ ambuépe ja upe tetâmegua oyocuaine ichupecuera jembiguai ramo ja oguereco asŷne ichupecuera irundy cien años peve. 
ACT.7.7	Ja pe tetâmegua oyocuai vaecue ichupecuera jembiguai ramo, Che ayepŷne jesecuera, jei Tûpâ Ñandeyára, ja uperire osêne pe tetâgui ja Che mbueténe oicovo cova co tendape voí. 
ACT.7.8	Uperire omboe ichupe pe omongarai jaguâ oñocuameêpype oñopaûme. Ja upeicha Abraam omoñemoña ramo Isaácpe, pe ocho arajápe omongarai ichupe oipireo pype itui apyra. Ja upeicha aveí Isaac oyapo Jacobpe ja Jacob oyapo umi doce ñande ru ypycuepe. 
ACT.7.9	Ja umi ñande ru cuera ymaguare jacateŷ gui José reje oñemû jese ja oguerajáucá ichupe Egiptope. 
ACT.7.10	Opaichavo oico Tûpâ Ñandeyára jendive ja omboi ichupe opa ojasa asy jague gui mârâ ŷ reje, ja omeê ichupe ipyapôrâ ja iñarandú pôrâ jaguâ pe Faraon Egipto mburuvicha guasu renondepe. Ja upéva omoî ichupe pe Egipto retâ ruvicha ramo ja opa jogapeguape omoî ipo guype. 
ACT.7.11	Uperamo oico ñembyajyi tuvicha oparupi pe Egipto retâme ja pe Canaan retâme ja jeta ojasa asy, ja upeicha avei ñande ru cuera ymaguare ndoyujui jou vaerâ. 
ACT.7.12	Upei catu Jacob ojenduma ramo oimeja avati Egiptope omondo ñande ru cuerape iñypyrúrâ. 
ACT.7.13	Ja pe mocoî yebŷjápe ojo ramo, José oyejechacuaáucá oyupe tykeyra cuerape ja oicuaáucá pe Faraonpe avei umiva José reŷícuerajá. 
ACT.7.14	Upei catu José omondo ja ojenoîucá tuva Jacobpe ja opa jesecueraguape: jetacue voí setenta cinco jaecuera. 
ACT.7.15	Upeicha ová Jacob Egipto retâme ja upepe omano, ja omano avei ñande ru cuera ypycue, 
ACT.7.16	ja oyererajá jetecué cuera pe tenda Sichemme ja oñeñotŷ pe itacuápe pe oyogua vaecue Abraam mbaerepy reje pe Hamor pe Sichemŷgua raŷcueragui. 
ACT.7.17	Ja jiâguíma ramo pe jiára oicopá jaguâ pe Tûpâ Ñandeyára oicuameê vaecue Abraampe, oime oñembo tuvicha ja oñembo jetá jetáve umi jesecueragua pe Egipto retâme, 
ACT.7.18	ja uperamo opuâ mburuvicha guasu ambue Egiptope oicuaa ŷ vaecue Josépe. 
ACT.7.19	Upeva ipichyguy ja iñarandú cue reje ombotabŷ umi ñande reŷícuera ja oguereco vaí umi ñande ru cuerape ojo jaguâicha jaecuera omombo rei imitâ cuerape omano jaguâme ipocâ jaguâ upeicha jesecueragua. 
ACT.7.20	Ja umi jaárape voi oñemoña pe Moises ja jae ipôrâite eterei ja oguerojory Ñandeyárape ja oime mbojapy yasy peve ocacuaa ituva rogape. 
ACT.7.21	Ja uperire omombo rei ichupe omano jaguâicha, ja sapya uperamo pe Faraon rayŷ oyuju ichupe ja ogueraja ichupe omongacuaa jaguâ imembŷteéicha. 
ACT.7.22	Ja upeicha pe Moises oñemboe opa umi Egipcio aranducue reje ja icatupyrŷ iñeême ja jembiapópe. 
ACT.7.23	Uperire ombotŷ rire cuarenta años sapya jiâ ichupe oñandu jaguâ jeŷícuerape umi Israel cuérava voí. 
ACT.7.24	Ja sapya ojecha peteî jaecueravape ojasa asy ramo, ja ojo oipytyvôvo ichupe ja oicutu pe Egipciope oyepŷvo pe ojasa asy vaecue reje jápe. 
ACT.7.25	Jae oimoâ voi jeŷícuera ojechacuaa vaerâ moâjá Tûpâ Nandeyára opoíucá jague ichuguicuera iporupi. Jaecuera voí ndojechacuaainte. 
ACT.7.26	Ja upe ára ambuepe oime jaecuerava oñorayrôva oñondive jicuai ja jae oyejechauca ichupecuera ja omoñyrôse oñondivecuera, ja jei: Peê cuimbae cuera oyuejegua voí peê. ¿Maerâpa peyoguereco vaí pendeyoupe? 
ACT.7.27	Ja upe oguereco asy vaecue jina upe japichápe omuaña ichupe ja jei: ¿Avápa nemoî ndeve mburuvicha guasu ramo ja mburuvicha ramo ore rejeve? 
ACT.7.28	¿Che yucásépa cheve avei cueje reyuca jagueicha pe Egipciope? 
ACT.7.29	Ja ojendu vove coa ñeê Moises oñeguajê ja oico pytagua ramo pe Madian retâme ja upepe omoñemoña tayra mocoîme. 
ACT.7.30	Ja oñembotŷma ramo cuarenta años oime peteî yvapegua oyejechauca ichupe pe ñûme pe itáatŷra guasu Sinai guŷ reje peteî tata rendy yuapeca apytepe. 
ACT.7.31	Ja Moises omaê ja ojecharâmô pe ojecha vaecue, ja ôguajê iyŷpype ojecha pôrâve jaguâ, ja upepe oico ichupe pe Tûpâ Ñandeyára ñeê, 
ACT.7.32	jeiva: Che nde ru cuera Tûpâ Ñandeyára, Abraam Tûpâ Ñandeyára, ja Isaac Tûpâ Ñandeyára, ja Jacob Tûpâ Ñandeyára. Ja Moises okyjŷye oryryipá ja oyepoŷjú omaêve jaguâ. 
ACT.7.33	Upei catu Ñandeyára jei ichupe: Pemboínte nde pŷrejegua. Co tenda reimejá reñemboŷjápe yby caraí voí. 
ACT.7.34	Che ajechama, Che ajechama oyeyopŷetéjá co Cherejegua jicuaiva Egipto retâme ja ajenduma ipyajê ramo jaecuera ja agueyŷma apoíucá potávo ichuguicuera. Coanga eyo toromondo ndeve pe Egiptope. 
ACT.7.35	Upe Moises jaecuera omomârâ vaecue jei ramo guare: ¿Avápa nemoî ndeve mburuvicha guasu ramo ja mburuvicha ramo? Cóvape catuetei Tûpâ Ñandeyára ombou rae mburuvicha ramo ja oporombopoíjarâ ramo pe yvapegua po rupi pe oyejechauca vaecue ichupe pe yuapecá apytepe. 
ACT.7.36	Upéva ôguenojê ichupecuera oyapo pype mbae jechapyrâ ja mbaeguasu pe Egipto retâme ja pe ŷguasu Bermejope, ja pe ñû rupi umi cuarenta años peve. 
ACT.7.37	Cóva pe Moises jei vaecue umi Israel cuéravape: Oimene Tûpâ Ñandeyára omopua vaerâ peteî ñemoñeêjarâ pende rejegua gui cheichagua. Upévape catu peêcuera pejendu vaerâ. 
ACT.7.38	Cóva nico pe oi vaecue umi oñembyatŷ vaecue Ñandeyára rejeguarâ ñûme pe yvapegua ndive pe oñemongueta vaecue jendive pe itá atŷra guasu Sinai rupi ja ñande ru cuera ndive avei, ja oñemeê ichupe umi Ñeê Jecovéva omeê jaguâ ñandeve. 
ACT.7.39	Upévape ñanderu na iñeêrendúséi vaecue, jaecuera omomârânte ichupe ja oyepea ichugui ipyapype oyeresévo Egipto retâme jeivo Aaronpe: 
ACT.7.40	Eyapo oreve Ñandeyára raânga cuerarâ ojo vaerâ ore renonderâ. Co Moisesgui upe ore renojêjaré pe Egipto retâgui, ndo roicuaai mbaépa oyeju ichupe raé. 
ACT.7.41	Ja oyapo jaecuera vaca ray raângá ja oicuameê mbae carai co taângápe ja oguerojory co taânga oyeyapo vaecue ipo rupi cuera. 
ACT.7.42	Upémaramo Tûpâ Ñandeyára oyepea ichugui cuera ja omeê ichupecuera ombueté jaguâ umi mbae yvapeguape jei jagueicha ñemoñeêjara pe Santa Escriturape: ¿Chevepa raé peicuameê peê Cheve pene rymba yucapŷré ja japŷpŷré pe ñû rupi cuarenta años pucu cue yave peê Israel cuérava? 
ACT.7.43	Perajá voínte vaecue penendive pe Moloc tûpâo ja pe pene tûpâ ñandeyára Remphan raângá, taângánte voi umia peê peyapo vaecue peñesû jaguâ. Che catu poguerajaucane peême pe Babilonia gui amongotŷetévé. 
ACT.7.44	Oguereco voi vaecue ñande rucuera pe tûpaô aoguigua oyejechauca jague ichupecuera Tûpâ Ñandeyára pe ñûme oyapouca jagueicha upe oñemongueta vaecue Moisespe oyapoucá jaguâ jecópe upe taângá ojecha vaecue rupi voí. 
ACT.7.45	Pe tûpâo oñemeê vaecue ichupecuera ñande ru cuera avei ogueru co tetâme Josué ndive oyapyjy ramo guare umi pytagua yby umi Tûpa Ñandeyára omosê vaecue ñanderu cuera renondegui ja opyta ape pe David ára cuerapeve. 
ACT.7.46	Upéva voí oyejayjúucá Tûpâ Ñandeyárape ja oyerure iya jaguâ reje ichupe oyapo jaguâ tûpaô pe Jacob Tûpâ Ñandeyára peguârâ. 
ACT.7.47	Pe Salomon yepe upe oyapo vaecue ichupeguârâ tûpâo. 
ACT.7.48	Upeicharamo yepe Tûpâ Ñandeyára yvapegua ndoicoi tûpâo iyapopyre ñande po rupi pe jei jagueicha pe oñemoñeêjaré: 
ACT.7.49	Pe yvaga nico Che guapŷjá ja pe yby Che py renda. ¿Mbaeichagua ogapa peyapota Cheve? jei Nandeyára, terâpa mamo oimene Che apytuu jaguâ renda? 
ACT.7.50	¿Ndoyapoipa racae Che po opa âmbae? 
ACT.7.51	Peê pende ayura jâtâma nipo, ja pende pyape na pende carai recoi, ja pende apysape upeicha avei! Peê pemomârâ tapiáva Espiritu Santope oyapo jagueicha pende ru cuera ymaguare, upeicha avei peyapo peê. 
ACT.7.52	¿Mavape umi oñemoñeêjárapa ndoguereco asŷi racae pende ru cuera? Oyuca voí vaecue jicuai umi omojerâcuâ vaecuepe ou vaerâjá pe Imarangatuetéva. Upévape coanga peê iyapyjŷjaré ja iyucajaré avei. 
ACT.7.53	Peême nico oñemeê vaecue pe Ñandeyára rembiapoucapŷ Ñandeyára remimbou rupi, upeicharamo yepe na pembuayei peê. 
ACT.7.54	Upeyave ojendu yave jicuai umi mbae tuvicha oyererovu ja ombopururu jâicuera icotŷ cotŷ. 
ACT.7.55	Ja jae jenyjê Espiritu Santo gui omaê jâtâ yvaga reje ja ojecha Tûpâ Ñandeyárape oñembotuvichajápe ja Jesúspe avei oijape Tûpâ Ñandeyára acatuape, 
ACT.7.56	ja jei: Peina ajecha pe yvaga rokê oyepea ramo ja pe Caraí Raŷ oi ramo oñemboŷjape Tûpâ Ñandeyára acatuape. 
ACT.7.57	Upei catu osapucai jâtâ jaecuera ja omboty iyapysa icuâme ja oyeitypá opavavé oñondivépá jesé. 
ACT.7.58	Ja ôguenojê ichupe pe tetâgui ocape ja upepe oyapi itápe: ja oime umi jechajaré omoî iyaocuera peteî cariay jérava Saulo py renondepe. 
ACT.7.59	Ja oyapi itápe Estebanpe oñemboéjápe jae ja ojenoîjape Ñandeyarape jeivo: Ñandeyára Jesús, eipyjy che anga. 
ACT.7.60	Ja oñesu jynypyárejejápe osapucai jâtâ: Ñandeyára, ani remboyá co angaipa jesécuera: ja jeipávo coa oké.
ACT.8.1	Ja pe Saulo omoîrû ichupecuera oyucajápe ichupe. Ja uperamo upe jaárape voi oico moña guasu pe Iglesiarejegua Cristo rejeguava jicuai vaecue Jerusalempe coty. Ja opavave isarambipá jicuai pe Judea retâ ja Samaria retâ rupi, umi Apostol cuera mante ndoyeóiri. 
ACT.8.2	Ja ogueraja Esteban retecue oñotŷ jaguâ umi carai cuera iñemboecatúva ja oyajeo yoa jese. 
ACT.8.3	Upeyave Saulo oguereco vaí oicovo pe Iglesia rejeguávape, oikévo ogape cuera yepe ja ôguenojêvo ombosyryryjápe cuimbae cuera ja cuña cuerape ja omoinguévo ichupecuera ybyracuá rógape.
ACT.8.4	Upeyave umi isarambi vaecue voí oyeói oparupi oicuaáucávo Evangelio pe Ñandeyára Ñeê pyaju guagui. 
ACT.8.5	Oime upe Felipe ojo pe tetâ Samariape ja omojerâcuâ Cristo gui. 
ACT.8.6	Ja umi ybypóra oyapysaca pôrâ oñondivépá umi mbae jeiva Felipe, ojendúvo ja ojechávo umi mbae jechapyrâ oyapo vaecue jina. 
ACT.8.7	Ja jeta oime mbaepochy rembitarová osê jague umi mbaepochy osapucaijápe ja jeta iyapáva ja icarêva oñemo jesâimba. 
ACT.8.8	Ja upeagui oico torŷ guasu upe tetâme.
ACT.8.9	Oico vaecue voí upepe peteî carai jérava Simon. Upeva racae yma ipayéva upe tetâme ja ombotabŷ umi Samariaŷguape jeivo oyejegui jae peteî carai guasújá. 
ACT.8.10	Ja opavave upepegua, umi mboriaju ja umi tuvichava upeicha avei, ojendu ichupe jeivo: Co carai Tûpâ Ñandeyára puacáitéva oyeéva Pe ipuaca guasúva. 
ACT.8.11	Ja ojendu jicuai jae jeiva: ymaite guive voi ipayépŷ rupi oguereco járeje ichupecuera oñemondyijápe. 
ACT.8.12	Uperire ogueroviama ramo Felipepe oicuaaucá ramo guaré pe Evangelio Tûpâ Ñandeyára reco marangatu rejeguagui ja Jesú Cristo réra gui oñemongaraíucá yoa cuimbae ja cuñacuera upeicha avei. 
ACT.8.13	Ja upe Simon yepe oguerovia avei ja oñemongaraíucá ja oyá pe Felipéreje ja ojechapype umi mbae guasu ja jechapyrâ oyeyapo vaecue ojecharâmô oñemondyi yepe.
ACT.8.14	Uperire umi Apostol cuera jicuai vaecue Jerusalempe, ojenduma ramo umi Samariaŷgua oguerojorŷ jague Tûpâ Ñandeyára ñeê, omondo Pedrope ja Juanpe. 
ACT.8.15	Ja ôguajêma ramo jaecuera oñemboe jesecuera oñemeê jaguâ ichupecuera Espiritu Santo. 
ACT.8.16	Neira rae Jae ogueyŷ avave jaecuérava reje, oñemongaraí racae mante Jesús réra rejeguarâ. 
ACT.8.17	Upeareje omoî jese cuera ipo ja upeicha oñemeê ichupecuera Espiritu Santo. 
ACT.8.18	Ja ojechama ramo Simon oñemoî jague rupi umi Apostol po oñemeê jague Espiritu Santo, oicuameê ichupecuera mbaerepŷ jeívo: 
ACT.8.19	Emeê cheve avei areco jaguâ che pope upeicha avei icatu jaguâ amoî jaichaguápe che po, oñemeê jaguâ ichupecuera Espiritu Santo. 
ACT.8.20	Upei catu jei ichupe Pedro: Tojo nembaerepy nendive añaretâme! reimoâ járeje icatu reyogua mbaerepy reje co Tûpâ Ñandeyára meêmbŷreípyrâ. 
ACT.8.21	Ndaiyai ndeve reyejea orereje terâ remoîrû co Ñeê rejeguávape. Nde pyapy noipôrâi jecópe Tûpâ Ñandeyára ypype. 
ACT.8.22	Eñembo jeco pyajúkena yepyapŷjápe co nde recóvaícue gui ja eyeruré Ñandeyárape sapya oñemojesarai ndeve co ne remimoâ nde pyapypeguágui. 
ACT.8.23	Che ajecha nde pyárójá ja reñeñapytîjá nde recóvaípe. 
ACT.8.24	Upei catu oñeê pe Simon ja jei: Peyerurénte peê Chereje Ñandeyárape anichene jaguâ mbaeve co âmbae ere vaecue oyejú cheve.
ACT.8.25	Uperire omojêrâcuâmba rire ja oñemoñeêmba rire Ñandeyára Ñeê gui, oyeby jaecuera Jerusalem cotyvo, ja oguatá aya oico umi Samaritano retâí reje omojerâcuâ pe Evangelio gui.
ACT.8.26	Ja sapya oime ou peteî Ñandeyára yvapegua ja oñeê Felipepe, ja jei: Epuâ terejó yby cotŷvo pe tapépe ojova Jerusalem gui pe Gaza cotŷvo pe ñû oyeicoŷjápe. 
ACT.8.27	Upemaramo jae opuâ je ojo. Ja sapya oico peteî carai Etiopiaŷgua, Eunuco, carai guasu, pe Candace umi Etiopiaŷgua cuña mburuvicha guasu rembiyocuai, imbaerepy ñangarecójaré. Jae ou racae Jerusalempe oñemboe jaguâ, 
ACT.8.28	ja oyeby jiconi ja oguapy jápe icarrope omoñeê jina pe Isaias cuatia. 
ACT.8.29	Ja jei Felipépe pe Espiritu Santo: Eguajê, eñemboya co carro reje. 
ACT.8.30	Ja oñani pyae Felipe ja ojendu ichupe omoñeê ramo jina pe ñemoñeêjára Isaias cuatia ja jei: Yajecha, ¿reicuaápa co remoñeêva? 
ACT.8.31	Ja jei jae: ¿Mbaeichapa icatune oime ŷ ramo oicuaáucá vaerâ cheve? Ja oyerure Felipepe oyupi jaguâ ja oguapy jagûa jendive. 
ACT.8.32	Ja pe tenda omoñeê jague rae upéva: Peteî ovechaicha oyererajá Jae omano jaguâme, ja ovecha raŷcha opyta iñeêngu umi oñapîva pó apytepe, upeicha avei Jae ndoipeai iyuru. 
ACT.8.33	Jae oñemomîrîjápe oyepea Ichugui iñeê rângue, ja umi iñemoñajarégui ¿avápa omombeu vaerâ? Oñemboí voi jecove co ybyari gui. 
ACT.8.34	Ja jei Felipepe pe Eunuco: Ayerure ndeve eremínte avá guipa oñeê co âmbae pe oñemoñeêjara? ¿oyejegui voíntepa terâpa ambuegui? 
ACT.8.35	Upemaramo Felipe oipea iyuru ja oñypyrú coa Escritura guive ja oicuaaucá ichupe pe Evangelio Jesús rejeguagui. 
ACT.8.36	Ja ojo oguatávo pe tapéreje ja oguajê peteî ŷ oijape ja jei pe Eunuco: Coápe oime ŷ. ¿Ndicatuichenepa che carai? 
ACT.8.37	Ja jei Felipe: Rerovia ramo nde pyaite guive, icatu. Ja oñeê jae ja jei: Che arovia Jesú Cristo Tûpâ Ñandeyára Raŷjá. 
ACT.8.38	Ja upei catu omombytá icarro ja ogueyŷ oñondive pe ŷ oijape Felipe ja pe eunuco ja omongaraí ichupe. 
ACT.8.39	Ja osênguévo pe ŷ gui Ñandeyára Espiritu ojekyi sapyaite Felipepe, ja pe Eunuco ndo jechavei ichupe, ja jae ojo obyaite ojovo jápe reje. 
ACT.8.40	Ja pe Felipe oyeyuju Azotope. Ja ojasa ojovo ja oñemoñeê pe Evangelio gui opa umi tetâ rupi ojovo ôguajê meve Cesareape.
ACT.9.1	Upeyaveve pe Saulo ipytujê jápe omomboí oicovo oporoyuca jaguâicha umi Ñandeyára remimboecuerape. Ja upearâ voí ou pe pai guasu rendape, 
