MAT.1.1	Quemënga imnamna Jesucristbe bëts taitanga: Jesucristna Rey David y Abrahámbents̈ana ents̈á inamna.
1CO.7.29	Jesucrístbeyeca ats̈be cats̈átanga, nts̈amo së́ntsebos̈e jayanamna mënts̈á entsemna: Cristo quem luaroye yochjésabo orscama ya nÿe bats̈á entsájamna. Chíyeca, morscana y nÿets tempo más chcoye, chë bouamnënga entsamna jtsiyenana mo ndoñe bouamnënga tmontsemncá, o mënts̈á, entsamna jtsents̈énana Bëngbe Bëtsabe soyënguiñe, y ndoñe nÿe chë bouamná bétsemnama tbojtsemna soyënguiñe. 
1CO.7.30	Cachcá, chë puerte ngménaca ts̈a os̈achiyiñe imomnënga, entsamna jtsiyenana mo ndoñe chca tmontsemncá; y chë puerte oyejuayënga, chamotsiyena mo ndoñe chca tmontsemncá; chë soyënga buamnayënga chamotsiyena mo tondaye chëngbe soye tontsemncá. 
1CO.7.31	Chë quem luarents̈a soyë́ngaca jtsiyenama imojtsents̈énënga entsamna jtsiyenana mo ndoñe chca tmontsamcá, er quem luare nts̈amo bënga mora monduabuatmcá, pronto echanjochnëngo.
1CO.7.32	Ats̈e së́ntsebos̈e ts̈ëngaftanga ndoñe chas̈mondë́tsenocochinÿenama. Canÿe ents̈á ndoñe bouamná tontsemna ora, jtsobenana jtsents̈énana Bëngbe Utabnabe soyëngama jtsejuabnayama, y nts̈amo oyejuayá cha jabemama; 
1CO.7.33	pero chë bouamná nÿets tempo jtsenócochinÿenana quem luarents̈a soyëngama, jtsiyenama, y nts̈amo chabe shema oyejuayá jtsebomnama; 
1CO.7.34	y chca, cha uta soyiñe canÿe ora jtsents̈énana. Chë ndë́bouamna shembása y chë tobias̈e bontsobena jtsents̈énana Bëngbe Utabnabe soyënguiñe sempre jtsejuabnayama. Chënga mondobena jtsents̈énana Bëngbe Bëtsá jasérviama, ndayá chëngbe cuérpoca y chëngbe espíritoca tmojamama. Pero inÿets̈á, chë bouamna shembásana, nÿets tempo jesenócochinÿenana quem luarents̈e vida jtsebomnama soyëngama, y nts̈amo chabe boyá oyejuayá jtsebomnama.
1CO.7.35	Ats̈e chca cbontsëtsëtsná ts̈ëngaftangbe ts̈abiama, y ndoñe jamë́ndama ba soyënga jamama ndoñe chas̈mondëtsobenama, ndayá nts̈amo ts̈abá yomncá chas̈motsiyenama, y nÿe Bëngbe Utabná jtseservénama chas̈motsents̈énama.
1CO.7.36	Nderado nda tojtsejuabná chabe uatsëtsnaye tobiás̈eftaca jtsobouamayama ibojtsemna ca, chca jamama chë tobias̈e ya bëtsá tojtsemnayeca, y chca jamama ts̈a ts̈abá yojtsemna ca tojtsejuabnase, cha bontsemna jamana nts̈amo tojtsebos̈cá. Chaotsobouamá. Chca tojama ora bacna soye ndoñe ntsamana. 
1CO.7.37	Pero nderado inÿa, tondaye obligaciónaca tontsemna y lempe nts̈amo tojtsebos̈cá cha tojtsobena jamama, cha ts̈abá tojajuabó y chabe ainaniñe corente tojtsetáts̈ëmbo, ndoñe ntsobouamayana ts̈abá yomna ca, cha ts̈abá chca jtsamana. 
1CO.7.38	Chcasna, chë tobiás̈eftaca tojtsobouamá chana, canÿe ts̈abe soye jamana; pero chë ndoñe cháftaca tonjobouamá chana, canÿe más ts̈abe soye jamana.
1CO.7.39	Chë shembása bouamná jtsotocánana chabe boyáftaca sempre jëftsiyenana, chë boyá vida tojtsebomnëntscuana; pero chë boyá tojóbanëse, cha jtsobenana cachiñe jtobouamayana, nda cha tojtsebos̈áftaca, pero chca chaoma mo canÿa Bëngbe Utabnáftaca cánÿiñe mo canÿacá quetsomñecá. 
1CO.7.40	Pero ats̈e jayanamna, cha más oyejuayá nántsemna ndoñe tontóbouamase; y sëntsejuabná, áts̈naca tsbomna chë Bëngbe Bëtsabe Espíritu chas̈otsebuayiynama.
1CO.8.1	Mora chanjóyebuambaye ndayá ts̈ëngaftanga ats̈e s̈mojatjama, ndayá jtsesayama, chë tempo ínÿenga cachëngbe pormana soyënga, diosënga yomna ca jtsejuabnayëse jadórama tmojanáts̈ëmbona soyëngama. Bënga mondë́tats̈ëmbo bënga nÿetscanga osertánënga imomnama. Canÿa tbojtsosertana ora, cha nderado nanjájuaboye, chca bétsemnama puerte uamaná cha yojtsemna ca, pero canÿa, ínÿenga tojtsababuánÿeshana ora, cha jtsobenana chënga becá jujabuáchana. 
1CO.8.2	Nderado nda tojtsejuabná ndegombre canÿe soye yotáts̈ëmbo ca, cabá ndoñe yontsetáts̈ëmbo ndayá jtsetats̈ëmbuama ibojtsemncá. 
1CO.8.3	Pero nderado nda Bëngbe Bëtsábioye tbojtsebobonshana, Bëngbe Bëtsá chábioye jtsabuatmana mo chabe ents̈acá.
1CO.8.4	Y chë tempo ínÿenga cachëngbe pormana soyënga, diosënga yomna ca jtsejuabnayëse jadórama uáts̈ëmbona soyëngamna, ats̈e s̈cuayana: bënga corente mondë́tats̈ëmbo chë chënga imnétsadorana soyënga, diosënga yomna ca jtsejuabnayëse, ndegombre ndoñe dios quemátsmëna y nÿe canÿa Bëngbe Bëtsá endmëna. 
1CO.8.5	Pero masque celoca y quem luarents̈e chamomna ents̈angbiama “diosënga ca” uabáinënga (nts̈amo ndegombre endmëncá, banga quem luarents̈a tsbanánoca obenánaca mondmëna, ents̈angbiama diosënga ca ubuátmënga, y banga bëts mándoca ents̈angbiama “utabnënga ca” uabáinënga), 
1CO.8.6	bënga chë os̈buáchiyëngbiamna nÿe canÿa Bëngbe Bëtsá endmëna, Bëngbe Taitá, ndábents̈ana nÿetsca soyënga yóbocana, y nÿe nda jtseservénama bënga imoyena. Y nÿe canÿe Utabnánaca endmëna, Jesucristo, ndábeyeca nÿetsca soyënga yomna, y cach bë́ngnaca imomna.
1CO.8.7	Pero nÿetsca os̈buáchiyënga ndoñe chca quemátstats̈ëmbo. Básefta ents̈anga, Crístbeñe cabá ntsos̈buáchiye ora, imojanamana ndaye sanánaca juats̈ëmbonana, chë chënga imojanjuabná diosënga yojamna ca soyënga jadórama; chënga, chca uats̈ëmbonana tmojtsesá ora, jtsejuabnayana chca uats̈ëmbonana bétsemnama, y ainaniñe juabnënga jtsebomnana ndoñe ts̈abá tmonjamama, chana tmojase causa. Chënga, ndayá tempo imojánamama, ndoñe quemátobena ts̈ëngaftangcá jtsejuabnayana, chcana jasana bacna soye ndoñe yondmëna ca. 
1CO.8.8	Ndegombre, ndayá bënga tmojtsesacá ndoñe ntjamana bënga Bëngbe Bëtsábioye más chamuatobéconama. Bënga Bëngbe Bëtsabe bominÿiñe ndoñe quemochátsmëna más ts̈ábenga aíñe tmojtsesama; ni ndoñe chcanga, ndoñe tmontsesá causa.
1CO.8.9	Pero cuedado s̈mochtsebomna, ndayá jamana yolesenciánama ts̈ëngaftanga corente ts̈abá s̈motats̈ëmbuama, ndayánaca jatsmana, y chca causa ínÿenga, chë soyënguiñe más bats̈á os̈buáchiyënga y osertánënga, nts̈amo ts̈ëngaftanga s̈mojtsamcá chamuatsmama, y chents̈ana, chëngbe ainaniñe juabnënga chamotsebomna y chë́ngbioye chaotsëtsëtsná ndoñe ts̈abá tmonjama ca. 
1CO.8.10	Er, aca chë soyëngama tats̈ëmbuá, nderado tcojótbema jasama canÿe luarents̈e, canÿe soye ndayama ents̈anga dios yomna ca jtsejuabnayëse adórayents̈e, y canÿe Crístbeñe os̈buachiyá tojtsebomna ainaniñe juabnënga ndoñe ts̈abá tonjamama, chca tojáseyeca, aquëcá chë soyëngama ndoñe yondë́tats̈ëmbo causa, y cha nderado chents̈e cojtsesama tcmojinÿëse, chë soye nanjobenaye chábioynaca jañémuana chë saná jasana, chë tempo chë soyëngama tmojanáts̈ëmbona saná. 
1CO.8.11	Y chca aca, chë soyëngama nts̈amo betats̈ëmbuama tcojamama, catjama chë Jesucrístbeyeca acbe cats̈ata, chë ndoñe corente os̈buachiyá, y ndoñe aquëcá chë soyëngama corente tats̈ëmbuá, cha pochocaná chaotsemnama, er chabe ainanents̈e echántsemna juabnënga canÿe bacna soye tojamama, chë saná tojasama. Chca nderado cánÿabioye catjama, ndabiama Cristo tojanóbana, cha jatsbocama. 
1CO.8.12	Jesucrístbeyeca acbe cats̈atbiama chca bacna soye tcojama ora, chca causa cha canÿe soye tojama, ndayama chabe juabnënga ainaniñe chabotsatsëtsná ndoñe chca chaondë́tsama ca; y chca, chents̈ana ts̈a tojesejuabná cha canÿe bacna soye tojamama, acna canÿe bacna soye jamana, ndoñe nÿe chë cats̈atbiama, ndayá cach Cristbiámnaca. 
1CO.8.13	Chíyeca, nderado ndayá ats̈e stsesama, ats̈e tsjama Jesucrístbeyeca ats̈be cats̈ata chaoma canÿe soye y chca jamama chabiama canÿe bacna soye tojtsemnëse, más ts̈abá nántsemna ndocna te chë soye ats̈e ntjasana, chca, ats̈e ndoñe jatsmama cha canÿe bacna soyiñe chaótsats̈ama.
1CO.9.1	Ndegombre endmëna, ats̈e ndayánaca jamana stselesenciánama y Moisesbe leyë́ngaca ndoñe más mandaná së́ntsemnama. Cach ndegombre endmëna, ats̈e canÿe Jesucristbe ichmoná tsmënama y Jesús Bëngbe Utabná tijinÿama; y cach ts̈ëngaftanga mora os̈buáchiyënga jtsemnëse, s̈mondmëna ndayá tojóbocna Bëngbe Utabnabiama ats̈be trabajuents̈ana. 
1CO.9.2	Masque ínÿenga ats̈biama ndoñe quematsjuabná ats̈e canÿe Jesucristbe ichmoná tsmëna ca, ts̈ëngaftangbiamna aíñe chca endmëna; er ts̈ëngaftanga Crístbeñe os̈buáchiyënga s̈mondmënama y Bëngbe Utabnáftaca cánÿiñe mo canÿacá s̈mondmënama, puerte ts̈abá s̈montsinÿanÿná ats̈e Jesucristbe canÿe ichmoná tsmënama.
1CO.9.3	Mënts̈á chanjayana chë ats̈e ndoñe ts̈abá tijama ca imojtsichámëngbiama: 
1CO.9.4	Ndegombre bënga nÿets derecho fsëndëtsóbomñe jtsobátmanama ts̈ëngaftangbents̈ana, chë tcbojujabuáchëngbents̈ana, bëngbe trabajuama saná o ndayá jofs̈iyama chas̈cuacaredadama. 
1CO.9.5	Y bë́ngnaca derecho fsëndëtsóbomñe canÿe shema os̈buachiyá jtsebomnama y bë́ngaftaca cha jëftsbets̈ama inÿe luaroye fstsajna ora, nts̈amo chë Jesucristbe inÿe ichmónënga, Bëngbe Utabnabe cats̈átanga y Pédrënaca mondbetsamcá. 
1CO.9.6	¿O nÿe Bernabé y ats̈e s̈ojtsëtocana cabëndatbe cucuáts̈eca jatrabájana vida jtsebomnama, y ndoñe derecho fsë́ntsebomna os̈buáchiyënga chas̈otsacuédanama, Bëngbe Bëtsabiama trabájayama? 
1CO.9.7	¿Ndëmua mo canÿe soldadcá tojtsoservená, ndayá tbojtsájabotama cachá nantsatopagana, vida jtsebomnama? Ndocná canÿe jajañe uvas betiyënga ntjájena, chents̈a uvasës̈angá ndoñe ntjuasama. Ndocná oveshënga ntsanÿenana, chë tojabuatëba léts̈iyents̈ana ndoñe ntjofs̈iyama. 
1CO.9.8	Nts̈amo ats̈e muents̈e sëntsichamcá ndoñe nÿe ents̈angbe juabna quenátsmëna; y Moisesbe leyíñnaca cachcá endayana, 
1CO.9.9	er chabe leyiñe mënts̈á endayana: “Aca canÿe toróftaca shajuana tmojtsatbaná luariñe chacojtsetrabája ora, ndoñe catjuanguëtsenaye ca.” Y chca ndoñe quenátayana Bëngbe Bëtsá nÿe toronga inétsanÿena ca, 
1CO.9.10	sinó inÿe más bëts soye; chca endayana ndayá ndegombre bënga, chë Bëngbe Bëtsabiama soyëngama abuayiynayiñe trabájayënga cha s̈netsanÿena ca. Chca tmojanábema bëngbiama, er chë fshantse arayá y chë meshënga atbanayá, entsamna chca jamana jtsobátmanëse, chë tmojátabe shajuanents̈ana bats̈á jóyëngacñama. 
1CO.9.11	Y chca, bënga chë ts̈abe noticiëngama tcbojábuayenase, y chca, Bëngbe Bëtsábiocana ts̈abe bendicionënga chas̈motsebomnama bënga tifjama, ndoñe yapa tanandátsmëna ts̈ëngaftanga jótjañana, chë s̈mobomna soyënguents̈ana bënga jëftsiyenama chas̈cuats̈atama. 
1CO.9.12	Inÿenga derecho tmojtsebomna ts̈ëngaftanga jótjañana chë s̈mobomnents̈ana chas̈muacaredadama, ts̈ëngaftangbeñe chëngbe trabajuama, as bënga más derecho fstsebomna chca jamama.
1CO.9.12	Pero bënga tondaye checbatamëndá, bënga chë derecho bétsebomnayeca. Chca játamamna, bënga lempe fsëntsoboyá, chca, bënga tondaye ntjátamama, y chë causa ents̈anga ndoñe chas̈ondë́tsayaunana, bënga chë ts̈abe noticiënga fstsabuayiyná ora. 
1CO.9.13	Ts̈ëngaftanga s̈mondë́tats̈ëmbo, Bëngbe Bëtsabe bëts yebnoca trabájayënga Bëngbe Bëtsabiama oservéniñe, mondbóyëngacñe chënga jasama, ndayá ents̈anga Bëngbe Bëtsá jadórama chabe bëts yebnoye tmojiyëbo sananguents̈ana. Y chë Bëngbe Bëtsá jadórama soyënga amënga, altaroca, chë juats̈ëmbonama luarents̈e, chënga jasana ndayá chents̈e tmojuáts̈ëmbona soyënguents̈ana. 
1CO.9.14	Cachcá, Bëngbe Bëtsá tojamandá, chë ts̈abe noticiënga abuayiynayëngna, vida jtsebomnamna lempe nts̈amo tojtsëjabotcá chamóyëngacñe ca, chë ts̈abe noticiënga abuayiynayama. 
1CO.9.15	Pero ats̈e ndocna te chiyaisemandá ínÿenga chca chas̈motsecuedánama, ats̈e chë ts̈abe noticiënga abuayiynayá bétsemnama chca derecho tsbómnayeca, y cach ndoñe mora quem soye quecbatëbuabiamná, ts̈ëngaftanga ndayánaca ats̈e chas̈muats̈etama. Ats̈biama más ts̈abá nántsemna jóbanana, y ndoñe ntjalesénciana inÿa chaoma ats̈e cach ats̈biama oyejuayá ndoñe ntjátsmënama, ínÿengbents̈ana soyënga stjóyëngacñe causa.
1CO.9.16	Ats̈e ndoñe quetsatsjuabná ats̈e canÿe bëts soye stsama ca, chë ts̈abe noticiënga stsabuayiynama, er ats̈e obligaciónaca së́ntsemna chca jtsamama, Bëngbe Bëtsá chama s̈ojanchémboyeca. ¡Ts̈a lastemcá ats̈biama nántsemna, chë ts̈abe noticiënga ndoñe sëntsabuayiynase! 
1CO.9.17	Chíyeca, ats̈e chë ts̈abe noticiënga stsabuayiyná nÿe ats̈e chca jamama stsebós̈eyeca, ats̈be uacanana soye ya stsebomna; pero ats̈e chca stjama, y ndoñe tontsemna nÿe ats̈e chca jamama stsebós̈eyeca, masque chca, ats̈e stsama, ndayá jtsamama Bëngbe Bëtsá s̈ojanbonÿecá. 
1CO.9.18	Y chca, ats̈be uacanana soye endmëna ats̈e oyejuayá jtsemnana chë ts̈abe noticiënga abuayiynayama, os̈buachiyë́ngbents̈ana ats̈e vida jtsebomnama tondaye ntjatoyëngacñëcá; chca, ats̈e tondaye quetsátama chë ts̈abe noticiënga abuayiynayama tsbomna deréchoca, chë ats̈be trabajuents̈ana vida jtsebomnama.
1CO.9.19	Ats̈e, masque ndocna ents̈ábeyeca nÿets tempo mandaná quetsátsmëna, puerte nduamaná sënjóbema, mo canÿa nÿets tempo ínÿabeyeca mandanacá, nÿetscanga jasérviama, chca, ats̈e chca jtsamëse, jobenayama becá ents̈anga, nts̈amo tojopodecá, jayë́njanama Crístbeñe chamotsos̈buáchema. 
1CO.9.20	Chë judiëngbiamna ats̈e sënjama chaitsiyena mo chëngcá jtsamëse y jtsejuabnayëse, chca, ats̈e jobenayama chënga jáyënjanama Crístbeñe chamotsos̈buáchema. Y chë Moisesbe léyeca mandánënga imoyenëngbiamna, ats̈e chëngcá sënjóbema, masque ndegombre chë Moisesbe léyeca mandaná ndoñe quetsátiyena; chca sëndbama chënga jáyënjanama Crístbeñe chamotsos̈buáchema. 
1CO.9.21	Pero chë Moisesbe léyeca ndëmandánënga oyenëngbiamna, ats̈e chëngcá sënjóbema, chënga jáyënjanama Crístbeñe chamotsos̈buáchema, masque ndegombre endmëna, ats̈e s̈ontsemna jamana nts̈amo Bëngbe Bëtsá s̈omandacá y nts̈amo Cristo s̈omandacá. 
1CO.9.22	Chë nÿe bats̈atema os̈buáchiyëngbiama y Bëngbe Bëtsabe soyëngama nÿe bats̈atema osertánëngbiama, ats̈e sënjama chaitsiyena mo chëngcá jtsamëse y jtsejuabnayëse, chca, ats̈e jobenayama jamama chënga sempre Crístbeñe chamotsos̈buáchema. Y lempe chca, chë ats̈e jamana nts̈amo nÿetscanga imomncá ats̈e chaitsemnama, endmëna ats̈e jobenayama báseftanga jáyënjanama Crístbeñe chamotsos̈buáchema.
1CO.9.23	Ats̈e lempe chca sëndama, bëtscá ents̈anga chë ts̈abe noticiënguiñe chamotsos̈buáchema, y chca, ats̈e atsbocaná chaitsemnama y chëngcá ats̈e chayóyëngacñama, chë atsebácanënga Bëngbe Bëtsá yochjats̈ataye ts̈abe soyënga.
1CO.9.24	Ts̈ëngaftanga s̈mondë́tats̈ëmbo, canÿe luaroye jashjanguama ents̈anga tmojótjajo orna, banga jotjajuana, pero nÿe canÿa chë uacanana soye jóyëngacñana. Chcasna, mo chë uacanana soye jóyëngacñama tmojotjajëngcá, ts̈ëngaftanga cmontsamna jtsiyenana, chë Bëngbe Bëtsábiocana uacanana soye josháchiñama. 
1CO.9.25	Nÿetscanga chë tmojótjajënga ínÿenga jáyënjanama, chënga jopróntana nÿetsca soyënguiñe jtsenomándayëse, chca, canÿe uacanana soye, tsbuanachë́ngaca uapormana coronë́sha juayëngacñama; y chësha betsco jtsanctana. Pero bënga ndoñe; bënga mondoyena Cristbiama soyënga jtsamëse, Bëngbe Bëtsábiocana ba ts̈abe soyënga mo uacanancá jóyëngacñama, y chë soyënga nÿetsca tescama bënga mochanjë́ftsebomna. 
1CO.9.26	Y ats̈na, ats̈be bariëna sëndënts̈ena Bëngbe Bëtsá jtseservénama, ndoñe mo canÿa ínÿengbioye jáyënjanama tojotjajuacá, chë ndë́moye jashjanguama yomnama ntsetats̈ëmbcá; y cach ndoñe mo nda tojtsepeliá orcá, chora, cha nÿe ínÿoye chabe buacuats̈ënga tojtsëts̈ana y chë ínÿabe cuerpoye ndoñe. 
1CO.9.27	Mo canÿe ts̈abe peliayacá, chabe cuerpo játsets̈enana y chca chë cuerpo corente jtsemándayana, ats̈e ndoñe quetsatsleséncia chë ats̈e ts̈abá jtsomñama ats̈be ainanents̈a juabnënga chas̈otsemándama; y chca, Crístbioye jtseservénëse chamotsiyenama ínÿengbioye stjabuayená chents̈ana, Bëngbe Bëtsá chas̈otsaboté chabe uacanana soye josháchiñama, cha ndoñe ts̈abá tijaservé causa.
1CO.10.1	Jesucrístbeyeca ats̈be cats̈átanga, ats̈e së́ntsebos̈e ts̈ëngaftanga chas̈motsetáts̈ëmbo bëngbe tempsca bëts taitanga judiënga, chënga nÿetscanga Bëngbe Bëtsá canÿe jants̈etë́sheca benache yojaninÿanÿná, y chënga nÿetscanga, chë Buángana ca uabaina mar bejayëjana tmojánachnëjna, chiñe mo bojojuiñe cuaftsomñcá. 
1CO.10.2	Chë jants̈etë́sheca Moisés imojanë́stonama, y chë mar bejayëjana tmojánama, chënga tmojanóbema Moisesbe ústonënga. 
1CO.10.3	Chënga nÿetscanga tmojanse cachca saná, chë Bëngbe Bëtsá celocana tojanichmó saná; 
1CO.10.4	y nÿetscanga tmojanofs̈é chë Bëngbe Bëtsá tojanma chë peñës̈ents̈ana chaóbocna béjaye. Cristo chë́ngaftaca yojtsemna jtsanÿenama chënga imojtsajnëntscuana, y nts̈amo chë peñës̈ents̈e chë́ngaftaca tojanopasacá, yojaninÿanÿná Cristo chënga yojtsanÿenama. 
1CO.10.5	Masque chca, banga chënguents̈ënga nts̈amo tmojanmama Bëngbe Bëtsá ndoñe yontsóyejuaye; y chë causa, Bëngbe Bëtsá tojanma chënga chamóbanama chë ents̈anga ndoyenents̈e.
1CO.10.6	Lempe chca tojanopasá bënga jinÿanÿiyama y jábuayenama nts̈amo inopása ents̈anga bacna soyënga jamama tmojtsebos̈e ora, bënga chca jamama ndoñe chamondë́tsebos̈ama. 
1CO.10.7	Chíyeca, ts̈ëngaftanga ndoñe s̈mattsadorana ents̈angbe pormana soyënga, ndayama ínÿenga jtsejuabnayana diosënga yomna ca, nts̈amo báseftanga israeloquënga tmojanmcá. Nts̈amo Bëngbe Bëtsabe uabemana palabrënguiñe chëngbiama endayancá, chënga canÿe ternerá castellánoca tmojanpormá ora, mo dios cuaftsemncá jadórama: “Ents̈anga tmojanotbiama jasama y jatmuama, y chents̈ana tmojantsbaná joboyejuama ca”. 
1CO.10.8	Boyabása o shembásaftaca bacna soyënga ndoñe s̈mattsama, nts̈amo báseftanga chënguents̈ënga tmojanmcá, y chë causa, nÿe canÿe te, uta bnë́tsana y unga uaranga ents̈anga tmojanóbana 
1CO.10.9	Bacna soyënga ndoñe s̈mattsama, jinÿama buetatescama Bëngbe Utabná uantado yochjë́ftsemnama y ndoñe s̈ochanjacastígayama. Báseftanga chënguents̈ënga chca tmojanma, y chë causa tmojanóbana mëts̈cuayë́ngaca ftë́ts̈enënga. 
1CO.10.10	Bëngbe Bëtsabe contra ndoñe s̈mattsóyebuambnaye, nts̈amo báseftanga chënguents̈ënga tmojanmcá, y chë causa, chë ángel obanayá tojanma chënga chamóbanama.
1CO.10.11	Lempe chca bëngbe tempsca bëts taitángaftaca tojanopasá, bënga jinÿanÿiyama nts̈amo jtsiyenana s̈ojtsamnama, y Moisés, Bëngbe Bëtsabe uabemana palabrënguiñe chca tojë́ftsanboshjona bënga jabuátambama, bënga, chë Jesucristo yochjésabo orscama ya bats̈atema yojtsájamna ora oyenëngbiama. 
1CO.10.12	Chcasna, nda tojtsejuabná Bëngbe Utabnabiama ts̈abá yojtsama ca y bacna soyënga ndocna te yochanjama ca, cuedado chaotsebomna, bacna soyënga amiñe ndoñe chaondótsats̈ama. 
1CO.10.13	Ndocna ents̈á jatócochënguana bacna soyënga jamama, nts̈amo tempo ínÿenga ndoñe tonjanocochëngcá cachca bacna soyëngama, pero ts̈ëngaftanga corente s̈mondë́tats̈ëmbo Bëngbe Bëtsá sempre cmochtsë́jabuachanama chë padecena soyënguiñe, y cha ndoñe yochanjalesénciama bacna soyënga jamama chacmócochënguama, ts̈ëngaftanga chca soyënga jamama jtsóboyayama obenana ntsebomncá; pero chë padecena soyënguiñe chas̈mojtsemna ora, cha cmochanjínÿanÿiye nts̈amo chë bacna soyënga ora ts̈abá jabocanama, y chca, jtsóboyayama chas̈motsobenama.
1CO.10.14	Chíyeca, ats̈be bonshánënga, ndocna te s̈mattsadorana cach ents̈angbe pormana soyënga, ndayama ínÿenga jtsejuabnayana diosënga yomna ca. 
1CO.10.15	Ats̈e sëntsoyebuambná mo ts̈ëngaftanga corente osertánënga cuaftsemncá. Cach ts̈ëngaftanga s̈mochjenójuaboye y s̈mochjayana, nts̈amo cbojtsëtsëtsnacá aíñe o ndoñe ts̈abá bétsemnana. 
1CO.10.16	Nts̈amo Jesús chë coptema vinoyama Bëngbe Bëtsábioye tbojtanchuacá, bë́ngnaca cachcá Bëngbe Bëtsá chama fsëndbétsatschuanaye. Bënga chca tmojama ora, ndegombre, jtsinÿanÿnayana bënga Crístoftaca cánÿiñe mo canÿacá imomnama, chabe buiñe juabuáshanëse bëngbiama tojanóbanayeca. Y chë mondbajataye tandës̈e tmojase ora, jtsinÿanÿnayana bënga Crístoftaca cánÿiñe mo canÿacá imomnama, cha bëngbiama tojanóbanayeca. 
1CO.10.17	Bënga os̈buáchiyënga masque banga mondmëna, chca orna nÿetscanga cach tandës̈ents̈ana bënga jasana, y chíyeca bënga jtsemnana mo canÿacá, mo Cristbe cuerpcá.
1CO.10.18	Ts̈ëngaftanga s̈mochtsejuabnaye ndayá chë Israeloca bachnanga monduamanama: chënga chë altaroca tmojóba y tmojuáts̈ëmbona bayënguents̈ana jasana, y chca chënga chora jtsinÿanÿnayana chënga cánÿiñe mo canÿacá imojtsemnama Bëngbe Bëtsáftaca, chë chca tmojtsadoranáftaca. 
1CO.10.19	Y chca, ats̈e ndoñe quetsátsbos̈e jayanama chë ents̈angbe pormana soyënga mo diosënga cuaftsemncá, uámana soyënga yomna ca. Ni chë cach ents̈angbe pormana soyënga diosënga yomna ca jtsejuabnayëse jadórama uáts̈ëmbona saná inÿe sanama más iuámana ca. 
