MAT.1.1	BONKANDA wa lioci ja Yesu Masiya, bona owa Dawidi, bona owa Abalayama. 
ACT.24.10	Ko aki gouverneur oetak’ende la likata wae atefele, Paulo aolamba.
ACT.24.10	Emi ndokole boloko’okami l’ekemo, endea emi w’ole juge ea banto b’ese ene années iuke; 
ACT.24.11	ele we mongo wifea wae bembile jom l’efe kika beolekana lim’eki’m’ocwaka Yelusalema wete mmemya Nzakomba; 
ACT.24.12	ko iyo ntabantana wae njikyak’onto bikoli, nkina nsomanya banto b’etukuluku l’etongo nd’ilombe ya Nzakomba, la nda sunagoga, la nd’onanga; 
ACT.24.13	ko bafokuseya lokeneya wae baoyi bambak’iyo bale nsosolo. 
ACT.24.14	Lolonde njimeza joi line nda joso like, wae nda Mbok’eko etang’iyo boloi, emi nsaela Nzakomba ea baise’akiso, ko njimeza baoyi’auma bakotamaki nda bisekyelo, la nd’enkanda bi’ateli; 
ACT.24.15	ko emi nde la lolendezo ele Nzakomba wete lolendezo londendez’iyo mongo, wae banto bandeji la bafeji bifoetswa lim’iwa. 
ACT.24.16	Nd’ewela eko mmeka wae mbate juge e’otema efa l’ekwa nda joso ja Nzakomba l’anto nda bikeke biuma. 
ACT.24.17	Ko aki années iuke olekaka, njela banto b’ese ekami nganji ya liota la toma ta ndalekya; 
ACT.24.18	ko baontana nd’olemo’oko nd’ilombe ya Nzakomba, njofetswa feto l’efetswelo ea bisekyelo, lolonde nciki l’etukuluku, nciki l’etongo; lolonde bamo ba Yuda lima Asia baki eko. 
ACT.24.19	Ko ayak’iyo bale la likambo l’emi, siki bayaki endoko nda joso like wae bambake joi liko. 
ACT.24.20	Ng’afa ngoko, kela bant’ane basange joi j’obe lik’iy’otanaka el’emi, aki’m’okemi nda joso ja nteke ea bingambe, 
ACT.24.21	imola nko joi line limoko liki’m’obelezaka, aki’m’okemi nd’etei ekiyo wete, Baonjengela mbil’ene nd’ewela ea eetswelo ea bawei.
ACT.24.22	Lolonde Felika aolatemya fele, nd’ewel’eki’nd’oeaka elenge ea Mbok’eko njea mongo, aokela, Ae Lusia commandant oya, mpanga ntene likambo likinyo. 
ACT.24.23	Ko aotoma capitaine ea soldats wae esanya Paulo, lolonde afa la bolo; ko afofeke balongo’akae balanga bay’okambya.
ACT.24.24	Aki bembile bemo olekaka, Felika aoya la waji’okae Dulusila, bomoto owa Yuda, ko aoleta Paulo, aolookoz’ende nd’ewela ea imeezo el’ele Yesu Masiya. 
ACT.24.25	Ko aki’nd’osangaka elenge ea baoyi ba njelama, la njeeza ea mposa, ko l’etenelo e’akambo eoya, Felika aolenga l’ooma, ko aolamba, Wambokende fele aeyoko; ko a em’oata ekeke endeji, njifoketa el’emi. 
ACT.24.26	Ko ende aolendeza wae Paulo akay’ende bosolo; ko la ncin’eko aoloeta bieta biuke, ko aosoola l’ende. 
ACT.24.27	Lolonde aki années ife olekaka, Polukio Feseto aosulungana Felika; ko Felika aocika Paulo nd’onyolo, eki’nd’olangaka losimo ja Ba-Yuda.
ACT.25.1	AKI Feseto oyaka nd’ese ekae, ko bembile besato beoleka, aolimana Kaisalia, aocwa Yelusalema. 
ACT.25.2	Ko nkanga ya joso l’anto ba mpifo b’a-Yuda baolosangela likambo ja Paulo; ko baoloonda, 
ACT.25.3	wae akamby’iyo ko asuke Paulo, ko aet’ende nda Yelusalema; el’iyo baoloangela wete bifoom’ende nda mboka. 
ACT.25.4	Lolonde Feseto aolamba, Paulo aotungama nda Kaisalia, ko ende mongo ifocw’eko nk’elingi. 
ACT.25.5	Ko aokela, Bam’akinyo ba mpifo bakende l’emi, ko ayaka likambo lil’eko nd’ewela ea bont’one, kela boak’ende liko.
ACT.25.6	Aki’nd’oyala el’iyo bembile mwambi nkina jom, aokitela nda Kaisalia; ko nda mbile ea lobi aokit’ase nda ngwende e’akambo, ko aotom’omwa wete bayele Paulo. 
ACT.25.7	Ko aki’nd’oyaka, Ba-Yuda bakitelaki lima Yelusalema bakemi baoloenga, baoloaka baoyi’auke ba bolo bak’iyo ntabakuseya loeney’ende wae bale nsosolo. 
ACT.25.8	Lolonde Paulo aolokola boloko bokae, aokela, Emi ncisekola bisekyelo bia Ba-Yuda, l’oeko w’ilombe ya Nzakomba, ko ncikela Kaisala joi j’obe. 
ACT.25.9	Lolonde Feseto nd’ewel’eki’nd’olangaka losimo ja Ba-Yuda, aolamba Paulo, aokela, Olanga wae ocwe Yelusalema, kela ntene likambo ja baoyi’ane nk’eko? 
ACT.25.10	Lolonde Paulo aokela, Njemi nda joso ja ngwende e’akambo ea Kaisala, wae ngwende ea etenelo e’akambo endeji l’etenelo ea likambo likami; ncikeela Ba-Yuda joi limoko j’obe, elenge endea we mongo. 
ACT.25.11	Ng’emi nde bokeli ow’obe, ko nga njokela joi lindeji l’iwa, mpofeza wete ncwe nd’iwa; lolonde ayaka joi limoko ja baoyi bambak’iyo lifa nsosolo, nk’onto ole la mpifo wae andekya el’iyo. Emi ntomba likambo ele Kaisala mongo. 
ACT.25.12	Nkako Feseto, aki’nd’osoolaka la nteke, aolamba, Otomba likambo ele Kaisala; wifokenda nk’ele Kaisala.
ACT.25.13	Ko aki mbil’emo olekaka, Agulipa Bokulaka owa roi la Belunike baokita nda Kaisalia, ko baoy’oena Feseto. 
ACT.25.14	Ko ak’iy’omongak’eko bembile beuke, Feseto aosangela bokulaka likambo ja Paulo, aokela, Bont’omo oki Felika ocikaka nd’onyolo al’ane; 
ACT.25.15	aki’mi nda Yelusalema, nkanga ya joso la bingambe bia Yuda baonsangela likambo likae, ko buolaki wae njoumbe likambo. 
ACT.25.16	Ko njaambaki, afa elenge ea Ba-Loma wete baleky’onto nko loswele, elaka nko ende l’iyo bandoaka baokumana, ko bont’oko aat’elokoelo nda likambo lindoak’iyo. 
ACT.25.17	Ko ak’iy’otakanaka endoko, ncitema, lolonde nda mbile ea lobi nkitak’ase nda ngwende e’etenelo ea likambo, ko ntomaki bomwa wae bayele bont’oko. 
ACT.25.18	Ko aki baaki ba likambo oemalaka, iyo ntaboaka joi j’obe limoko liki’m’okanelaka; 
ACT.25.19	lolonde baoloaka l’aoyi’amo ba ememyelo ea Nzakomba ekiyo, la nd’eloko ea Yesu omo owaki, oki Paulo okelaka ayoike. 
ACT.25.20	Emi njokakaana elenge e em’oengela baoyi’ako, ko njoluol’ende nkina alanga wae acwe Yelusalema, wete batene likambo likae ja baoyi’ane eko. 
ACT.25.21	Lolonde aki Paulo otombaka likambo ele Kaisala mongo wae lifongame, elaka nk’ende aotena liko, ntomaki bomwa wete boesanya, elaka nko njosokoz’ende ele Kaisala. 
ACT.25.22	Ko Agulipa aokela Feseto, Emi mongo ndanga wae ndokoza bont’oko. Aokela, Lobi wifokoz’ende.
ACT.25.23	Nda mbile ea lobi, aki Agulipa la Belunike oyaka la jilangi mongo, ko baolotswa nd’ilombe y’akambo, iyo la commandants la bingambe bi’onanga, baolotsweya Paulo la lotomo ja Feseto. 
ACT.25.24	Ko Feseto aokela, Bokulaka Agulipa, l’ant’auma bal’ane, inyo lolena bont’one, oki etukuluku ea Ba-Yuda nda Yelusalema l’endo ombondaka nda likambo likae, ko baobeleza, baokela wete ende afeji wae aike lenkina. 
ACT.25.25	Lolonde ndenaki wete ende ntakela joi lindeji l’iwa; ko aki’nde mongo otombaka likambo ele Kaisala, nsangyaki wae njifosokoz’ende. 
ACT.25.26	Lolonde mpa la joi loswele li em’okotela Nkolo ekami. Nd’ewel’eko, njoloyela nda joso likinyo, ko nda joso like mongo, Bokulaka Agulipa, kela toengel’ende wae mbate joi loswele li em’okota. 
ACT.25.27	El’emi mpene elenge ea wanya wete nsokoza bonto otungi nd’onyolo, ko mposange likambo lindoak’iyo.
ACT.26.1	NKAKO Agulipa aokela Paulo, Wambotefele nd’eloko ekawe mongo. Ko Paulo aosembola likata likae, aolokola boloko’okae aokela:
ACT.26.2	Bokulaka Agulipa, Emi nsalangana wae ndokole boloko bokami mbil’ene nda joso like, nd’ewela ea baoyi’auma bambaka Ba-Yuda; 
ACT.26.3	ele we mongo wea fombo bilenge biuma la baoyi’auma ba Ba-Yuda; nd’ewel’eko nkoonda wae onjokoza l’ikelo e’otema. 
ACT.26.4	Ba-Yuda bea elenge eki’mi lim’onolu’okami, eki lim’iango el’anto b’ese ekami la nda Yelusalema. 
ACT.26.5	Iyo baonjea lim’iango, ko ayaka balanga, bifosanga wae emi nki Bofalusi ow’oloi boleki bolo nd’ememyelo ea Nzakomba. 
ACT.26.6	L’aeyoko njemal’ane wae likambo likami litename nd’eloko ea lolendezo j’elaka eki Nzakomba ocikelaka baise’akiso; 
ACT.26.7	ko beloi jom l’efe bekiso basaela Nzakomba la mposa l’otso la mbile, balendeza wae baat’elaka eko. O Bokulaka, Ba-Yuda baombaka likambo nd’eloko ea lolendezo lone. 
ACT.26.8	Inyo ntalimezaka wae Nzakomba aetola bawei lae? 
ACT.26.9	Emi mongo ntangaki joi lindeji wete nkele bouke w’aoyi basuka lina ja Yesu owa Nazaleta. 
ACT.26.10	Ko nkelaki baoyi’ako nda Yelusalema ngoko; ko aki’m’oataka mpifo lim’ele nkanga ya joso, nkombaki bouke w’anto b’oeko nda tolombe ta njanga, ko ak’iy’oomamaka, njimezaki la bomwa’okami wae baomame. 
ACT.26.11	Njasisozaki bikeke biuke nd’asunagoga bauma, ko njolakama wae basaole Nzakomba isaola: ko aki’mi ookelak’iyo nkele ngol’onto osongwa, nkimanaki l’iyo, ko njanyokolaki o nda benanga bi’afaya. 
ACT.26.12	Koko aki’m’okende nda Damaseke la mpifo l’osise lim’ele nkanga ya joso, 
ACT.26.13	O Bokulaka, la midi mongo nda mboka, emi njenaki fole lima loola endekola ngesi-ngesi ea jefa, engesaki el’emi l’iy’akendaki l’emi kio samanyu. 
ACT.26.14	Ko ak’is’auma okweka nd’amoci, njokaki lolaka lotefelaki el’emi nda lofoso ja Ba-Ebele, Saula, Saula, onyokol’emi ncina na? ele bolo wae ocinza besongo. 
ACT.26.15	Ko emi njokela, Nkolo, w’ole na? Ko Nkolo aokela, Emi nde Yesu onyokola we. 
ACT.26.16	Lolonde betswa, yemale nd’akaka’ake; el’emi njeny’ele we, wete nkile we bosali la temoin ow’aoyi baki w’oenaka l’aoyi ba em’oenya ele we, 
ACT.26.17	njifokimola lim’akata b’anto’ake, ko la Bafaya ba em’okotomela, 
ACT.26.18	wae olifol’aiso bakiyo wete iyo bakengwana lima wilima, belele fole, ko bakengwana lima mpamba ea Satana, belele Nzakomba, wae baate etungwelo lim’aoyi’obe, ko la lisango el’iy’auzama nd’oeko l’imeezo enjimez’iyo. 
ACT.26.19	Nkako, Bokulaka Agulipa, ncitendola enelo ea loola; 
ACT.26.20	lolonde njosangela Ba-Damaseke nda joso, la nda Yelusalema, la nda bise biuma bia Yuda, ko la Bafaya, wae baututale baoyi’obe, bakengwan’ele Nzakomba, kela bakele beketo bendeji l’eututaelo ekiyo, 
ACT.26.21	La ncin’eko Ba-Yuda baonkanda nd’ilombe ya Nzakomba, ko baomeka wae bambome. 
ACT.26.22	Nd’ewela eki Nzakomba onkambyaka, emi njemala elaka nko mbil’ene, nsangela banto ba tosisi la b’anene, ntefela nk’aoyi baki bateli la Mose otelaka bifiela; 
ACT.26.23	wae Masiya ifen’elo, ko ende ifosangela bant’akiso la Bafaya nsango ea fole nda joso, o l’eetswelo lim’ele bawei.
ACT.26.24	Aki’nd’olokola boloko’okae ngone, Feseto aokela la lofoso ja bolo, Paulo, osongwa; wanya boke bondekola bokosongweya. 
ACT.26.25	Lolonde Paulo aokela, Feseto oleki lokumo, mposongwa, lolonde ntefela baoyi mongo ba nsosolo la ba wanya. 
ACT.26.26	Ele bokulaka aolea baoyi’ane fombo, ko ntefela l’ende nk’ofolu; el’emi njea wae nko joi limoko ja baoyi’ako jolisamel’ende; ele joi line ntalikelama la lokuko. 
ACT.26.27	Bokulaka Agulipa, wimeza bateli nde? Njea wae wimeza. 
ACT.26.28	Ko Agulipa aokela Paulo, Olanga lonkam’emi nk’isisi nde, wae njaleme Bo-Masiya? 
ACT.26.29	Ko Paulo aokela, Nkina l’auke, nkina l’isisi, mbonda Nzakomba wae we, ko afa we kika, lolonde bant’auma banjoka mbil’ene, loyaleme o ngol’emi, imola nko bikata bine.
ACT.26.30	Ko Bokulaka aolemala, ende la gouverneur la Belunike l’iy’akokit’ase l’iyo; 
ACT.26.31	ko ak’iy’oimanaka, baotefelana, baokela, Bont’one afokele joi lindeji l’iwa la bikata. 
ACT.26.32	Ko Agulipa aokela Feseto, Ng’ont’one ntatombaki likambo ele Kaisala, siki aotungwa.
ACT.27.1	KO ak’iy’osangyaka wae tocwe Italia, baolekya Paulo la njanga imo ele capitaine ea soldats bonkama, otangema Yulio, ow’oloi wa Anguseto. 
ACT.27.2	Ko tokondela nd’asua ba Adulamutiona, baotutama losemwa wae bakende nda bise bile nd’eselo ea Asia, ko tosemwa. Alisitaluko, bosi Tesalonike nda Makedonia aki l’iso. 
ACT.27.3	Ko nda mbile ea lobi, tosema nda Sidona: ko Yulio aoleneya Paulo liota, aoloka elekelo wae acwe eka balongo’akae, bosalanganya. 
ACT.27.4	Lim’eko tosemwa, tokenda ntutama la Kupulio, eki bempompo otosukaka. 
ACT.27.5	Ko ak’is’ofendaka lieke lile ntutama la Kilikia la Pampulia, tosema nda Mula, bonanga wa Lukia. 
ACT.27.6	Ko capitaine ea soldats aotan’eko basua ba Alesandulia bacwa Italia; ko aotokondeza nd’asua’ako. 
ACT.27.7	Ko ak’is’okendaka bembile beuke la lokuto, ko toya l’elemo mongo ndongama la Kinido, eki bompompo ntabotoka mboka, ko tokenda o nce ntutama la Kulete, ndongama la Salami; 
ACT.27.8	ko l’olemo mongo tokenda lenkina o nce, elaka nko tokit’itenela imo itangema Bisemelo bi’olotsi; ko bonanga wa Lasea boki ntutama l’iko.
ACT.27.9	Ko aki elingi olekaka, ko lokendo loyalema ja booma, eki ekeke ea nkakila ea toma olekana, Paulo aolalaka, 
ACT.27.10	aokela, Baowa, njena wae lokendo lone lifoyalema j’elo mongo l’iomi iuke, afa ya toma la basua kika, lolonde ya loiko lokiso mongo. 
ACT.27.11	Lolonde capitaine ea soldats aolokoza baoyi ba capitaine la bomongo basua, ko ntokoza baoyi baki Paulo okelaka. 
ACT.27.12	Ko banto ba leki’auke baokela wae basemwa lim’eko, eki esemelo eko nteonga bolotsi wete bayal’eko nd’ekeke ea mpio, ko baokanela nkina bakita nda Poinike, ko bayal’eko nd’ekeke ea mpio nd’esemelo emo ea Kulete eala Nord-Est la Sud-Est. 
ACT.27.13	Ko aki impempe lima Sud oyaka, batangaki wete baata joi lik’iy’olangaka joliela, ko baosemwa, baokenda ntutama la Kulete, o nce. 
ACT.27.14	Lolonde nk’elingi bompompo w’onene botangema Eulakulu bokumba lim’ese eko: 
ACT.27.15	ko aki basua osukama, ntaonga wae baune l’ompompo, ko tocika wae basua bakende la boko. 
ACT.27.16	Ko ak’is’ocwaka ntutama mongo l’ekole e’isisi, etangema Kauda, totungyaki wato w’isisi l’olemo mongo: 
ACT.27.17	ko ak’iy’osangyaka boko nd’aliko, baokola bekulu bi’anene, ko baokiteza beko nd’ase ba basua, baolemba beko; ko ak’iy’oangaka boangi, nyango bafusame nda Saluti, baokiteza bito, ko baokenda l’ompompo nk’eleng’eko. 
ACT.27.18	Ko aki basua ofukyamaka bouke l’ompompo, nda mbile ea lobi iyo baanga loboka toma nd’asi; 
ACT.27.19	ko nda mbile e’isato baoboka belemo bia basua l’akata’akiyo mongo. 
ACT.27.20	Ko aki jefa la tooci ntangesa el’iso bembile l’etso beuke, ko bompompo w’onene bokongokumba, iso ntatoata lenkina lolendezo wae toike. 
ACT.27.21	Ak’iy’okilaka toma elingi mongo, Paulo aolemala nd’etei ekiyo, aokela, Baowa, nga lonjokozaki, ko ntalosemwaki lima Kulete, siki ntatoata efitanelo ene l’iomi. 
ACT.27.22	Lolo aeyoko mbond’inyo wae lik’etema; ele nk’ont’omoko’okinyo ow’olo, lolo basua kika bifofitana. 
ACT.27.23	Ele ekima ea Nzakomba, ole bomong’emi, ko osael’emi, aolemala l’emi l’otso bone, 
ACT.27.24	aokela, Paulo, toangake; wifemala nda joso ja Kaisala; ko bala, Nzakomba aokokaya bant’auma bakenda la we nd’asua. 
ACT.27.25	Nd’ewel’eko, baowa, losalangana: el’emi njimeza Nzakomba wae joi lifokelama ngoki liko osangemaka el’emi. 
ACT.27.26	Lolonde tifusama nd’ekole emo.
ACT.27.27	Aki botso wa jom l’inei okita, ko tocinzama l’ompompo wiji la wiji nda lieke ja Adulia, l’onkeke w’otso, basali b’asua batangaki wae baotutama l’okili’omo: 
ACT.27.28	ko ak’iy’omekaka njindo, baotana baboko ntuk’ife; ko nk’elingi baomeka njindo lenkina, ko baotana baboko jom l’atano. 
ACT.27.29	Ko baangaki, nyango tofusame nd’okili wa bikenje, baolusa mboko inei lima jenda j’asua, ko baoonda wae jefa likye. 
ACT.27.30	Ko aki basali b’asua oase wae balote lim’asua, ko baokiteza wato w’isisi nga bause mboko lim’a joso j’asua, 
ACT.27.31	Paulo aokela capitaine ea soldats, Nga bant’ane bafoyale nd’asua lofaoika nye. 
ACT.27.32	Nkako soldats baotena bekulu bia wato w’isisi, ko baocika boko nd’asi. 
ACT.27.33	Ko aki jefa okya, Paulo aolaond’iy’auma wae bale toma, aokela, Mbil’ene ele mbile ea jom l’inei endesany’inyo, ko ekil’inyo toma, ko inyo ntatoleki. 
ACT.27.34	Nd’ewel’eko mbond’inyo wae lole toma tomo; ele toma tone toiky’inyo; ele nko libwo limoko j’etsa bekinyo lifitana nye. 
ACT.27.35	Aki’nd’otefelaka ngoko, ko aokola mampa, aosima Nzakomba boya nda joso likiy’auma; ko aoten’eko, aanga lola. 
ACT.27.36	Nkako iy’auma baokema nd’otema, ko iyo mongo baleki toma ngoko. 
ACT.27.37	Banto benkam’efe l’anto ntuku nsambo l’otoa baki nd’asua. 
ACT.27.38	Ak’iy’oleka toma tokokaki l’iyo, baolimola bolito w’asua, baoboka loso nd’asi. 
ACT.27.39	Ko aki jefa okya, ntabea bokili’oko: lolonde baolena likumba lile l’esemelo, ko baokanela nkina eonga wae bacinza basua nk’eko. 
ACT.27.40	Baotena bekulu bia mboko, baocik’iko nd’asi, ko nd’ekek’eko baolembola bekulu bek’iy’olembaka jenda; ko baosangy’eto ea joso nd’ompompo, baolasa wae bakite nd’esemelo. 
ACT.27.41	Lolonde baokita nd’itenela iki bieta befe okumane, baotomb’asua nda jelo: ko joso j’asua jokambema bolo mongo, ko jenda j’asua joanga lounya l’efukelo ea basi ba lieke. 
ACT.27.42	Ko soldats baosangya wae baome njanga, nyango bafokwela nd’asi, balote. 
ACT.27.43	Lolonde capitaine ea soldats aolasuka nda lisangya likiyo, eki’nd’olangaka wete aikya Paulo; ko aokela wae iy’andea basi bakwel’asi, bakende nda joso nd’okili; 
ACT.27.44	ko baciki bakende, bamo nd’abaya, bamo nd’elemo bemo bi’asua. Koko ok’eleng’eko bant’auma baokita nd’okili nk’olotsi.
ACT.28.1	AK’IS’OIKAKA, nkako teaki wete ekole eko eotangema Melita. 
ACT.28.2	Ko banto b’asenji batokak’iso isei mongo; el’iyo baambola tsa, ko baotamb’is’auma nd’ewela ea mbula la mpio. 
ACT.28.3	Lolonde aki Paulo oambolaka esombo ea besenju, ko aolil’eko nda tsa, njwa eolola la ncina ea tsa, ko eokatemela nda likata likae. 
ACT.28.4	Ko aki banto b’asenji oenaka njwa eko ea wale elendela nda likata likae, baotefelana, Nsosolo bont’one ale wae boomi ow’anto, ko mpeka la aoika lima lieke j’okwa, ende otena bakambo bauma ntoiky’ende nye. 
ACT.28.5	Lolonde aotitola njwa nda tsa, ko ntok’eefe nye. 
ACT.28.6	Iyo batangaki wae jonge likae lifotuta, nkina ifokwa sasimo nd’iwa: lolonde ak’iy’olendezaka elingi, ko ntabena joi limoko lindokwela, baolenza lokai, baokela wete ende ale nzakomba.
ACT.28.7	Ko basala b’okulaka ow’ekole, lina likae Pubelio, baki eko ntutama l’itenela iko, ko ende aotamb’iso bolotsi mongo, ko aotoka toma bembile besato. 
ACT.28.8	Ko ise ea Pubelio aokalema la nkangi e’angala l’efolomwaki; ko Paulo aolotswel’ende, ko aoonda, ko aolafy’akata’akae el’ende, ko aoloikya. 
ACT.28.9	Ko aki joi line okelamaka, bant’amo baki nd’ekole la nkangi baoya, ko baoika ngoko; 
ACT.28.10	ko iyo baotomemya la tomemya touke; ko ak’is’osemwaka, baokondeza toma tok’is’oelaka wela.
ACT.28.11	Aki nsanza isato olekaka, tokondela nd’asua ba Alesandulia, bacikalaki nd’ekole nd’ekeke ea mpio, lotaza j’asua’ako wae Baasa b’aende. 
ACT.28.12	Ko ak’is’osemaka nda Salakusa, toyal’eko bembil’esato. 
ACT.28.13	Lim’ako tokenda mboka ea lilingo, ko tosema nda Legio: mbil’emoko eolekana, ko impempe lima Sud ioya, ko nd’embile befe tosema nda Puteoli; 
ACT.28.14	ko totana balongo eko, ko iyo baotoonda wae toyale l’iyo bembile nsambo; ko ngoko toya nda Loma. 
ACT.28.15	Lim’eko balongo’amo, ak’iy’otokaka, baoy’otamb’iso elaka nko Itenela y’esombe ea Apio la Tolombe t’afaya tosato: ko aki Paulo oenak’iyo, aosima Nzakomba boya, ko aolik’otema.
ACT.28.16	Ko ak’is’omotswaka Loma, (capitaine ea soldats aolekya njanga ele capitaine ea baesanyi, lolonde) baocika Paulo wae akit’ase ende mongo la soldat ondoesanyaki.
ACT.28.17	Koko aki bembile besato olekaka, Paulo aoleta banto ba bingambe b’a-Yuda; ko ak’iy’otakanaka, aolakela, Balongo, emi ncikela bant’akiso joi j’obe limoko, ko ncisekola bisekyelo bia baise’akiso, lolonde njolekyama nd’onyolo lima Yelusalema nd’akata b’anto b’a-Loma: 
ACT.28.18	ko ak’iy’onjengelaka, baolanga wae bantungole, ek’iyo ntabena eloko e’iwa el’emi. 
ACT.28.19	Lolonde aki Ba-Yuda otonaka ngoko, nciat’emo mboka, imola nko ntombe likambo ele Kaisala mongo; afa wae nka banto b’ese ekami likambo. 
ACT.28.20	La ncin’ene njolet’inyo wae loy’onjena, kela tosoole; el’emi ntungama l’onyolo bone nd’eloko ea lolendezo ja Yisalaele. 
ACT.28.21	Ko baolokela, Iso ntatoata benkanda lima Yudea nd’ewela ekawe, ko balongo bayaki endoko ntabasanga, ko ntabakoanda l’aoyi’obe. 
ACT.28.22	Lolonde tolanga wae toke elenge ekanela we: el’iso tea wae batanga boloi’one lotango wiji la wiji.
ACT.28.23	Ko ak’iy’osonelaka mbile, bant’auke mongo baoy’el’ende nd’ilombe iki’nd’okokit’ase; ko lima nkesa elaka nk’okolo aolafolaza joi, aolasangela likulaka ja Nzakomba, ko aolakama nd’ewela ea Yesu, lima bisekyelo bia Mose la bateli. 
