GEN.1.1	Nutem etellrani Agayutem ellarpak nuna-llu piliaqellruak. 
EST.7.3	Queen Esther-aam kiugaa, “Canrilkekuvgu wangnek picalqukevkenii piyuuteka taitarkaukuvgu, wani-wa piyuuteka wiinga unguvayugyaaqlua yuunka-llu unguvasqelluki. 
EST.7.4	Wiinga yuunka-llu tunumaukut tuqurqumaarkaurrluta. Pisten͞guluta tunumaarkaukumta nepaunii uitayartua qanrucarpek'nak-llu; tau͡gaam wani-wa nangluta tuqurqumaarkaurtukut.” 
EST.7.5	Angayuqam Ahasuerus-aam Queen Esther-aaq aptaa, “Kina au͡gtaqevkenani tuatnayugta? Nauwa tauna angun?” 
EST.7.6	Esther-aam kiugaa, “Inglukestevvut, nangcestevvut, uunguuq assiitellria yuk Haman-aaq!”
EST.7.6	Haman-aaq angayuqam queen-am-llu ciuqerragni uitauq alingqapiggluni. 
EST.7.7	Angayuqaq qenerrluni nang'e'rtuq nerrlerminek naucetaarvigmun-llu anluni. Haman-aam nallunrilamiu angayuqamun anucimirqecetaararkaucini tamana pitekluku, anevkenani cakneq kaigavikaa Queen Esther-aaq unguvavkaasqelluni. 
EST.7.8	Esther-aam aqumlleranun palurteqanrakun takumcuca'arluni angayuqaq itertuq naucetaarvigmek. Tangrramiu Haman-aaq angayuqaq qanpagtuq, “Enemni-llu-qaa uum tangvagtelluni queen-aq callugluku akusrarutekqataraa.” Angayuqaq tuaten qanran pistain Haman-aam qamiqurra caquat. 
EST.7.9	Tua-i-llu iliit, Harbonah-mek at'lek qanertuq, “Haman-aaq pilillruuq yuum uyaqurrakun agarcissuutmek enemi elatiini Mordecai-aq, anirturtekellren tuavet agarrnaluku. Tauna-llu yuinaat pingayun akimiarmek cipluku it'ganernek qertutaluni.”
EST.7.9	Angayuqaq-llu picirkiriuq, “Tuavet Haman-aaq agarciu!”
EST.7.10	Haman-aaq tua-i agarcimallruuq piliaqevkallerminun Mordecai-am agarrvigkaanun. Tua-i nutaan tua-i angayuqaq qenertenrirtuq.
EST.8.1	Tuani-llu ernermi Ahasuerus-aam cikiutekai tamalkuita Haman-aam aklui Esther-aamun. Esther-aam-llu angayuqaq qanrulluku Mordecai-aq tungelquqniluku. Tuakenirnek-llu Mordecai-aq it'langluni angayuqam ciuqerranun. 
EST.8.2	Angayuqam kulutni takarnarqucirissuutelek Haman-aamek tegullni Mordecai-amun tunaa. Esther-aam-llu Mordecai-amun aulukevkarai Haman-aam aklui.
EST.8.3	Esther-aam angayuqaq qanrutenqigtaa ciuqerranun palurrluni qialuni tuaten. Kaigavikluku arulaircecesqelluku assiitellria Haman-aam picirkiurallra Jews-aanun. 
EST.8.4	Angayuqam suulutaaq scepter-aani yagucaku Esther-aam tungminun nangerrluni qanertuq, 
EST.8.5	“Piunakekuvgu ikayuryuumakuvnga-llu canrilkan-llu elpeni qanermek ayagcecikina Haman-aam alerquutellra atuugarkaunrirtelluku Jews-aat piunriumallerkaat nunani ataniumakevni. 
EST.8.6	Umyuamkun nangteqciqngama yum'a tungelquma-llu piunriumallerkaat tekiskan.”
EST.8.7	Angayuqam Ahasuerus-aam qanrutak Esther-aankuk Mordecai-aq-llu, “Nallunritartek Haman-aaq agarcetellruaqa picirkiuryaaqellra Jews-aanun pitekluku, aklui-llu Esther-aamun piksagutelluki. 
EST.8.8	Tau͡gaam picirkiuraq taqumaaqami angayuqam atrakun takarnarqucirissuutiinek-llu takarnarquciumalria cimirciigatuq. Tau͡gaam elpet igaryugngauten camek piyullerpenek; igaquvet igarniartuten atqa aturluku takarnarqucirissuutemnek-llu takarnarqucirluku.” 
EST.8.9	Man'a tuaten pillruuq iralut pingayuat Sivan-aaq ernengqerluku yuinaq pingayunek cipluku. (23) Mordecai-am-llu angayuqam igartai taisqerraarluki qanllerminek igarcetai Jews-aanun, nunat-llu atanritnun, atanerruaritnun-llu nunat amllertalriit yuinaat arvinlegen malrunlegnek cipluku (127) India-mek ayagluki Sudan-aq tekilluku. Qaneryarallgutkenrilnguut qaneryaraitgun igaryaraicetun-llu pimalrianek. 
EST.8.10	Mordecai-am-llu igaucetai Angayuqam Ahasuerus-aam atrakun takarnarqucirissuutmikun-llu takarnarqucirluki. Ayagalluki-llu tamakut igat horse-aatgun cukalriatgun angayuqam piikun.
EST.8.11	Tamakutgun-llu igatgun Jews-aat qanrucimaluteng angayuqamun pisqen̄iluki Jews-aat nunani tamalkuitni quyurrluki ingluliurucuumasqelluki ingluit piunrirluki; tuqurqesqelluki-llu nangluki akluit-llu piksagulluki. 
EST.8.12	Picirkiun-llu tamana aturyugngariarkauluni ernermi tuani Jews-aat piunriumallerkaatni, ernengkan qula pingayunek Adar-aq, iralut qula malrugnek cipyutiit. 
EST.8.13	Picirkiutnguluni-llu qanrutkumaarkauluni nallunrirtelluki tamalkuitnun nunami tamaani, Jews-aanun upingaluki akinauryuumasqelluki inglukestait tauna erneq tekiskan. 
EST.8.14	Tamakut-llu picirkiutem ayagacestekai angayuqam horse-aarinun cukalrianun ekluteng ayagtut cukatacirmegcetun elliin alerquuciatun. Tamana-llu picirkiun cali nallunrircecimaluni Susa-mi.
EST.8.15	Tua-llu Mordecai-aq an'uq ciuqerranek angayuqam takarnarqellrianek aturanek aturluni, qiuglinek qatellrianek-llu, ulikutarluni-llu qesuuramek 'lumarraqegtaarmek, tangnirqellriamek-llu suulutaamek nasqerruterluni. Susa-rmiut-llu cakneq angnirtut qayagpagaluteng nunaniryugluteng. 
EST.8.16	Jews-aat-llu angnirtut nunaniryugluteng umyuarrlugcaranrirluteng, quyaluteng aviucimallerteng nalluvkenaku. 
EST.8.17	Tamatum-llu nunam nunarpaini picirkiun tamana naaqumaaqan Jews-aat calillermeggnek arulairluteng nerevkarilartut angnirluteng. Kiituani-llu amlleret tamaani Jews-aarurtellrulliniut Jews-aat aliksagucamegteki.
EST.9.1	Adar-aaq ernenguq qula pingayunek cipluku, picirkiutem tuani aturarkaullra tekilluni, tuani ernermi Jews-aat inglukestait neryuniullruut Jews-aat cirlaklerkameggnek. Tau͡gaam pailmun, Jews-aat ellaita inglukesteteng cirlakait. 
EST.9.2	Jews-aat quyungqaviitni tamalkuitni nunarpagni angayuqam ataniumakaini Jews-aat quyurrluteng ingluliuryuumait tuqungnaqesteteng. Yuut-llu tamiini alingyagucamegteki ingluliurciigaliit. 
EST.9.3	Kiituani atanerruat, nunam-llu atanrin, angayuqam-llu pistain ikayungait Jews-aat Mordecai-aq aliksagucamegteggu. 
EST.9.4	Nunani tamiini nallunriamegteggu Mordecai-am pinilriarurucia piniriinaucia-llu angayuqam eniini. 
EST.9.5	Taumek Jews-aat inglukesteteng umyugiurutkekait. Curugaqluki nuussirpagnek caskirluteng tuqurqelluki-llu.
EST.9.6	Tuani-llu nunarpagmi Susa-mi Jews-aat tuquciluteng tiissitsaam avganek (500) yugnek, 
EST.9.7+EST.9.8+EST.9.9+EST.9.10	Haman-aam-llu, Jews-aat inglukestiita, qulen qetunrai tapqulluki tamakunun tuqulluki, ukut wani-wa: Parshandatha, Dalphon, Aspatha, Poratha, Adalia, Aridatha, Parmashta, Arisai, Aridai, Vaizatha-llu. Tau͡gken uayaarilriartaitellruuq akluitnek.
EST.9.11	Tuani-llu ernermi qanrutkait angayuqamun Susa-mi yuut tuqucimallret amllertaciit. 
EST.9.12	Tua-llu angayuqaq qanertuq Esther-aamun, “Susa-qainarmi Jews-aat tuqucillruut tiissitsaam avganek (500) amllertalrianek yugnek Haman-aam qetunrai ilakluki. Qaillun-kiq pillruat nunani allani! Cali-qaa camek allamek piyuutengqertuten? Piyullren piksagutarkaugan. Qanrusnga camek cali allamek piyullerpenek, tua-i piksaguciiqan.”
EST.9.13	Esther-aam kiugaa, “Cangatenrilkan elpeni Jews-aat maani Susa-mi unuamek pillrat unuaqu cali pivkaqiu. Haman-aam-llu qetunrai agarrluki yugnek agarcissuutmun.” 
EST.9.14	Angayuqaq alerquriuq tuaten pisqelluki, alerquutii-llu nallunrircecimaluni Susa-rmiuni. Haman-aam qulen qetunrain temait agartait yugnun tangertelluki. 
EST.9.15	Erenrin-llu Adar-aam qula cetamaurteqerluki Jews-aat Susa-mi quyurrluteng ataam tuqurqiut yugnek amllertalrianek yuinarnek akimiarnek (300) tuani nunarpagni, tau͡gken cali uayaarilriartaunani akluitnek.
EST.9.16	Jews-aat-llu cali allani nunani uitalriit quyurrluteng akiurutut inglukesteteng tuquqluki yuinaat pingayun akimiarmek cipluku tiissitsaanek (75,000) tuquciluteng. Tau͡gken cali tamaani uayaarilriartaunani akluitnek. 
EST.9.17	Adar-aaq ernengellrani qula pingayunek cipluku (13) tuani tuqurqillruut. Unuaquani-llu, qula cetamanek cipluku erenrani, arulaingqallruut angnirluteng-llu nunaniryugluteng nerevkarin aturluku tuani ernermi. 
EST.9.18	Jews-aat tau͡gken Susa-mi uitalriit iralum erenrin akimiaratni (15) arulaingqallruut, tuqurqellruamegteki ingluteng iralum erenri qula pingayunek cipnengqerluku (13) unuaquani-llu erenret qula cetamanek cipnengluki (14), tuqurqillermeggnek-llu taqellruluteng erenret akimiaratni. 
EST.9.19	Taumek Jews-aat nunarrarni uitalriit angniryaraqsagutellruat iraluq Adar-aaq ernengaqan qula cetamanek cipluku nerevkariyaraqluku payugutaarucaraqluku-llu ilameggnun neqkanek.
EST.9.20	Mordecai-am makut piurallrit igauceqaarluki iganek ayagcecillruuq tamalkuitnun Jews-aanun, canimaarmi yaaqvani-llu uitalrianun tamiini Persia-mi, 
EST.9.21	qanrulluki atulaasqellukek erenrek qula pingayunek cipluku cali-llu qula cetamanek cipluku Adar-aami allrakut tamalkuita. 
EST.9.22	Tua-i-wa taukugni erenregni Jews-aat tuqurqillruata inglukestemeggnek, angniiterpallermeggnek angnirillruata taukugni erenregni. Qanrucimaluteng erenrek taukuk angniryaraqesqellukek. Atulaasqellukek nerevkariluki payugtaarulluteng-llu neqkanek arrsaulriit-llu cali payugtaqluki. 
EST.9.23	Tua-i Jews-aat Mordecai-am alerquutai maliggluki tuaten pilallerkarteng allamiaqan ayagnillrulliniat.
EST.9.24	Haman-aaq Agagite-aq, Hammadeth-aam qetunraa, Jews-aat tamarmeng inglukestiit, picirkiullruyaaquq Jews-aat piunrirnaluki, nall'arcetaarutkun-llu purim-aamek aterpagcimalriakun erneq tauna piunririllerkani nallunairluku. 
EST.9.25	Tau͡gaam Esther-aam angayuqaq ullallrua, ellii-llu angayuqaq igakun alerquiluni tamana Haman-aam assiitellria picirkiuraa elliinun tut'arkaurtelluku tua-i ellii qetunrai-llu agarcimallruut. 
EST.9.26	Taumek tamakut erenret angniryarait Purim-aamek acillrullinikait. Mordecai-am igallra tamalkuita-llu ellaita atulteng pitekluki, 
EST.9.27	Jews-aat picirkiullruut ellmeggnun, kinguvemeggnun, Jews-aarurtarkaulrianun-llu, piyarakegni allamiaqan ukuk erenrek aturturalaasqellukek angniryaraqlukek Mordecai-am alerquutekellruciatun. 
EST.9.28	Tuaten-llu piarkaurrluteng pillruut tamarmeng Jews-aat ilakuralriit kinguveteng-llu nunani tamalkuitni atulararkaulukek erenrek Purim-aam taqsuunateng ukanirpak.
EST.9.29	Queen Esther-aaq-llu Abihail-am pania, Mordecai-acetun igarmillruuq ikayurluku, piyunarqucini aturluku, Purim-aam atullerkaanek ak'a Mordecai-am igautekellran. 
EST.9.30	Igaq-llu ciuniumaluni Jews-aanun tamalkuitnun ayuqelirraarluku-llu ayagtelluku yuinarnun arvinlegnun malrunlegnek cipluku (127) nunainun Persia-m. Jews-aat tuyurluki uitanqegcisqutmek 
EST.9.31	alerqurluki-llu kinguvertuumaita atulaasqelluki Purim-aam erenri piyaraitni, alerquutengqerruciicetun aturarkameggnek yagyaranek tuquigaqata. Tamana tamarmek Mordecai-ankuk Queen Esther-aaq-llu alerquutekellruak. 
EST.9.32	Esther-aam alerquutii, asguranairluki picirkiutai Purim-aam, igausngallruut kalikarmi imegyarami.
EST.10.1	Angayuqam Ahasuerus-aam nunani ataniumak'ngamini yuut qessangraata calivkalallrui akiliyuunaki cen̄amelnguut nunam-llu qukaanelnguut tamalkuita. 
EST.10.2	Tamarmeng-llu angelriit, assilriit-llu caliaqellri, Mordecai-amek-llu atanerruarurcecillra, igausngaut angayuqrita Persia-m Media-m-llu kalikarni igausngaviitni. 
EST.10.3	Mordecai-aq-llu Jews-aaq Angayuqam Ahasuerus-aam tungliqellrua. Takaqumallruuq, assikluku-llu ilain Jews-aat, caliurallruan Jews-aat kinguvertuumaita elluarrluteng uitaurallerkaatnun.
JOB.1.1	Angucetangqellruuq Uz-am nuniini
JOB.1.2	Qetunrangqellruuq-llu malrunlegnek panigluni-llu pingayunek. 
JOB.1.3	Tiissitsaanek malrunlegnek (7,000) qusngiutengqertuq, tiissitsaanek-llu cali pingayunek (3,000) qulugnelegnek ungungssiuterluni, tiissitsaanek-llu (1,000) kuluvagnek, tiissitsaam-llu avganek (500) ciulvagnek. Amllerrluteng-llu pistai; taumek una angun tukuunrullrulria yugni calarami.
JOB.1.4	Qetunrai-llu nerevkarilartut pitaarluteng, iliit piaqami nerevkariaqluni taivkarluki tamalkuita anelgutni, kelegturaraqluki-llu taukut pingayun arnat anelguteteng. 
JOB.1.5	Nerevkarillrata unuaquani Job-aq unuakuarmi makluni ekuagilartuq irniami amllertataitnek menuircarnaluki. Waten piuralartuq umyuarteqngami iliit pitsaqevkenani assiilngillruyukluku Agayutmun, wall'u umyuamegteggun aniqlaaluku Agayun.
JOB.1.6	Erneq tekican qilagmiut
JOB.1.7	 aptaa tuunrangayak, “Naken taisit?”
JOB.1.7	Tuunrangayiim-llu kiugaa, “Tarratellemnek ayagalua nunam qaingani.”
JOB.1.9	Tuunrangayiim-llu kiugaa, “Camek-qaa unangutkeksailkuniu Job-am cali qigciksaraaten? 
JOB.1.10	Avatairumalriatun ayuqan camun pivkaqsaunaku ellii, ilai, aklui-llu. Callra tamalkuan atawaqercet'laran tukuurrluni-llu. 
JOB.1.11	Tau͡gaam cairuteskuvni cauluten aniqlaayaraaten!”
JOB.1.12	Tua-llu 
JOB.1.13	Erenret iliitni qetunrai panii-llu nerellratni merluteng-llu anngaqlikacaameng eniini, 
JOB.1.14	qaneryartulria taiguq aqvaqurluni Job-amun qanrulluku-llu, “Kuluvagngalngurnek qimugcirluta nunamek itumciinanemten̄i, ciulviit-llu yaaqsigpek'nateng nernginanratni, 
JOB.1.15	alqunarmek Sabean-aat
JOB.1.16	Tauna-llu qanrinanrani alla taiguq qanerluni, “Kalluum kenran tuqutai qusngit qusngiliurtet-llu nangluki; wiinga kiima qimagtua qanrucarturluten-llu.”
JOB.1.17	Tauna-llu cali qanrinanrani alla taiguq qanerluni, “Chaldean-aat
JOB.1.18	Cali tauna qanrinanrani, alla pista taiguq qanerluni-llu, “Qetunraten paniten-llu nernginanratni anngaqlikacagaam eniini, 
JOB.1.19	anuqerpiim yuilqum tungiinek cayukarluni ena uitaviat imtaa nanerluki-llu ayagyuat tuqulluki. Wiinga kiima anagtua qanrucarturluten-llu.”
JOB.1.20	Tua-i-llu Job-am nangerrluni ulikutani allguraa qamiquni-llu qiurluku nuyairulluku. Nunamun-llu cikluni agayuluni. 
JOB.1.21	Qanerluni, “Caunii yuurtellruunga, caunii cali tuquciqua. 
JOB.1.22	Tuaten pimange'rmi Job-aq assiilngillrunrituq, Agayun-llu tut'esteksugnaunaku.
JOB.2.1	Erneq cali tekican Agayutem kevgain nasvallerkaat ellmeggnek ciuqerrani 
JOB.2.2	-llu qanrutaa tuunrangayak, “Naken piluten taisit?”
JOB.2.2	Tuunrangayiim kiugaa, “Tarratellemnek ayagalua nunam qaingani.”
JOB.2.3	Tua-llu 
JOB.2.4	Tuunrangayiim kiugaa, “Yuum-wa tukuutni tamalkuita tunyaqai unguvallerkaminun akiliutekluki. 
JOB.2.5	Tau͡gaam temiikun natlugtevkaquvni cauluten aniqlaaciqaaten.”
JOB.2.6	Tua-llu 
JOB.2.7	Tua-i tuunrangayak ayagtuq ciuqerranek 
JOB.2.8	Job-aq-llu ayagtuq aqumluni-llu qamllernun ciqiciviim caniani, tegulluni-llu qikum assigtam navenranek ellminek keligcuutekaminek. 
JOB.2.9	Nulirran Job-aq qanrutaa, “Cali-qaa canganarqutaunak yuuqatartuten? Aniqlaagiu Agayun, tuquniartuten.”
JOB.2.10	Job-am kiugaa nuliani, “Qanertuten usviilngurtun arnatun. Agayutem assilriamek cikiraqakut quyakluku ciuniulararput. Ciin qanekluarciqseta pillugnarqellriamun pivkaqakut?” Tua-i nangteq'ngermi Job-aq Agayun tugerluku camek qanenrituq.
JOB.2.11	Tua-llu Job-am yugnikestain pingayun niicamegteggu assiitellria man'a tut'elleq elliinun, ullagaat nakmiin nunameggnek: Eliphaz-aaq Temanite-aq, Bildad-aq Shuhite-aq, Zophar-aaq-llu Naamathite-aq. Ukut pillerkiurtut ullagluku caceturqaurnaluku-llu. 
JOB.2.12	Tangrramegteggu yaaqvanek elitaqenritaat. Elitaqngamegteggu-llu qastuluteng aluviliurluteng, akluteng allgurluki, qilatmun-llu urr'amek egqaqiluteng qamiqumeggnun-llu. 
JOB.2.13	Aqumgallguciraat-llu nunam qaingani malrunlegni ernerni unugni-llu, camek-llu qanruteksaunaku tangrramegteggu nallunaunani nangteqeqapigcan.
JOB.3.1	Cayaqlirluni taum kinguani Job-aq qanertuq aniqlaaluku erneq yuurtellni.
JOB.3.2+JOB.3.3	Agayun, aniqlaagiu erneq yuurtelqa;
JOB.3.2+JOB.3.3	aniqlaagiu-llu unuk tauna qingaurtelqa!
JOB.3.4	Agayun, erneq tauna tan'gerurcessgu.
JOB.3.4	Umyuaqenqigcaqunaku tauna erneq;
JOB.3.4	tanqigmun ciqinqanqigcecaqunaku.
JOB.3.5	Erneq alianarqellriaruvkarru tan'gercetqapigtellriaruluku;
JOB.3.5	amirlunek patuu, akerta alaicetevkenaku.
JOB.3.6	Perrirru tauna unuk tuaken allrakumek,
JOB.3.6	naaqutngunqigcetevkenaku-llu allrakum erenrinun;
JOB.3.7	irniangqerciigatevkarru, angnilriamek niitnarqelriartaicessgu.
JOB.3.8	Qanruski angalkumirtaatulit erneq tauna aniqlaasqelluku,
JOB.3.8	imkut qaillukuaritulit carayagmek Leviathan-aamek.
JOB.3.9	Unuakum agyartaa tanqigcecaqunaku;
JOB.3.9	unuk tauna erqaarallerkaanek neryuniurutaicessgu.
JOB.3.10	Unuk tauna aniqlaagiu wiinga yuurcetellranek,
JOB.3.10	yuurcetellranek arenqiallugutmun angniitnamun-llu.
JOB.3.11	Tuqullrulii kitak aanama eneliarani
JOB.3.11	wall'u tuqulua egmian yuurucimtun.
JOB.3.12	Ciin aanama manumini tegumiaqelallruanga?
JOB.3.12	Ciin-llu aamartelallruanga?
JOB.3.13	Tuani tuqullrukuma, watua nangteqevkenii uitayartua,
JOB.3.14	qavarlua ilalirluki angayuqat ayuqucirturtet-llu
JOB.3.14	ataam naucilallret ak'allarnek angayuqat enellritnek.
JOB.3.15	Qavaryarlua ilalirluki atanerruat suulutaarutellget,
JOB.3.15	eneteng imilallrukait suulutaanek qerrirlinek-llu,
JOB.3.16	wall'u qavarlua anqiiyaartun tuqumaluni yuurtellertun.
JOB.3.17	Qungumeggni yuut assiitellriit assiilnguliunrilartut,
JOB.3.17	taqsuqelriit-llu calistet mernuinerciryaqlilartut.
JOB.3.18	Itengqalriarung'e'rmeng uitanqegcilartut,
JOB.3.18	qanpagatesciurpek'nateng ellimertucurlaumaksaunateng-llu.
JOB.3.19	Yuut tamarmeng tuantut, niitnaulallret kinkuuciilnguut-llu,
JOB.3.19	teguat-llu angicimayaqlirluteng.
JOB.3.20	Ciin yuut unguvavkaumalartat nangteqnaq aturluku?
JOB.3.20	Ciin tanqigmek cikiumalartat umyuiqelriit?
JOB.3.21	Tuquyugyaaqluteng mayiteq'lartut, tau͡gaam tuquyugpek'nateng;
JOB.3.21	qungumetlerkarteng arcaqakenruluku tukuutni.
JOB.3.22	Camek angniutaitelartut tuquluteng tau͡gaam elausngaqameng;
JOB.3.23	Agayutem ciunerkaat iirumalaraa
JOB.3.23	casguliumaluku-llu tamiin avatiit.
JOB.3.24	Nerevkenii qiaguralartua,
JOB.3.24	yuuniaranrirciiganii tuaten.
JOB.3.25	Cat tamarmeng alikek'nganka uluryakek'nganka-llu maa-i piciurtut.
JOB.3.26	Uitanqegcitaitua, mernuinerciutauni-llu,
JOB.3.26	arenqiallugutenka-llu iquklicuunateng.
JOB.4.1	Tua-llu Eliphaz-aaq Temanite-aq kiuguq:
JOB.4.2	Job, qalareskuma-qaa uumiyugciquten?
JOB.4.2	Nepaunii uitasciigaliunga.
JOB.4.3	Ayuqucirtulallruaten amlleret yuut,
JOB.4.3	piniriaqluki-llu pinialnguut.
JOB.4.4	Kina yuk paallacalkaraqan, pinianani, taqsuqluni,
JOB.4.4	qanllerpet eguaqularaa nangercesqelluku.
JOB.4.5	Tau͡gaam watua elpet nangteqnarqellriim tutaaten,
JOB.4.5	tatamngavet-llu qaillun picirkaunak.
JOB.4.6	Qigcikngavgu Agayun, nangrunaunak-llu yuungavet,
JOB.4.6	nalirrugtevkenak neryuniuruterluten-llu pinarqaaten.
JOB.4.7	Umyuangcaa, nallunrilkengangqertuten-qaa ataucimek
JOB.4.7	yugmek ellualriaruluni picurlallerkaminun tekitellermek?
JOB.4.8	Tanglartua yugnek assiilngurmek nauvigkiurilrianek
JOB.4.8	naucetaarkatun-llu naullerkaanun assiitellria elliluku;
JOB.4.8	maa-i-llu quyurciluteng assiilngurmek.
JOB.4.9	Anuqetun cayukalriatun, Agayutem eq'uqerrluni piunrilarai.
JOB.4.10	Yuut assiitellriit uirranilartut yugtutulitun,
JOB.4.10	tau͡gaam Agayutem nepailarai navgurluki-llu keggutait.
JOB.4.11	Pininge'rmi yugtutuli piunrilartuq neqkaminek pitarkaitaqami,
JOB.4.11	piyagai-llu arnacalum yugtutulim cekavvluteng.
JOB.4.12	Caqerlua nepailcaarluni qanrucarturtemnek niitua,
JOB.4.12	qaskilan-llu wii niitenricarpiarluku.
JOB.4.13	Qavangurtucurlalriatun tuani qavacurlallruunga.
JOB.4.14	Alingem tuc'anga qiivellruunga pekcillagalua;
JOB.4.14	temka tamarmi uuleggluni.
JOB.4.15	Anuqsaaraam kegginaqa agturaa,
JOB.4.15	alingellruunga-llu qaimni tuar-tang nuyanka napartellriit.
JOB.4.16	Ciuqamni-llu camek nangerngalriamek tangertua;
JOB.4.16	tangvagyaaqaqa, tau͡gaam cauciinaku.
JOB.4.16	Tua-llu nepailngurmi erinamek niitua:
JOB.4.17	“Tuquarkaulria-qaa yuk ellualriaruyugngauq ciuqerrani Agayutem?
JOB.4.17	Yuk-qaa menuicugngauq piliaqestem̄i ciuqerrani?
JOB.4.18	Pisten̄i-llu qilagmi Agayutem paqnanailkenritai;
JOB.4.18	an'gilaqeng'e'rmiki-llu pinarqutaitnek nalaqut'lartuq.
JOB.4.19	Qaillun-mi nutaan paqnaktaciqau yuk nunamek piliaqumalria,
JOB.4.19	urr'armek taqumalria passicimayugngaluni moth-atun ciissitun.
JOB.4.20	Unuakumi unguvayaaqsartukut,
JOB.4.20	atakurpailgan tau͡gken tuquluta kitumek nallunritestaunata.
JOB.4.21	Cauteput tamarmeng tegumalartut;
JOB.4.21	tuquluta-llu cali umyuartunermek piilnginanemten̄i.”
JOB.5.1	Job-aaq, watua qayagaura. Kitumek-qaa niitestekangqertuten?
JOB.5.1	An'gilat-qaa ilangqertut cauvigkarpenek?
JOB.5.2	Eq'urrluten umyuassuugaquvet tuquvigpenun
JOB.5.2	tamana usviicarauguq cauvkenani.
JOB.5.3	Tanglartua usviilngurnek picurlagngailngalngurnek,
JOB.5.3	tau͡gaam wii piqatarraarpek'nii aniqlaallruanka enait.
JOB.5.4	Tamakut irniarit aarnailngurmek uitavigkameggnek nataqusngaitut;
JOB.5.4	kitumek-llu ikayurtekaunateng qanercetaarvigmi.
JOB.5.5	Usviilnguum naugillrinek yuut kailriit nerciqut—
JOB.5.5	cukilanat-llu akuliitni naumangraata—
JOB.5.5	meqsulriit-llu ayariciqait usviilnguum tukuutai.
JOB.5.6	Nangteqnaq nauyuituq nunamek,
JOB.5.6	picurlagnarqelria-llu nauyuunani nunami.
JOB.5.7	Qang'a! Wangkutnek tau͡gaam picurlagmun tekiutelartukut,
JOB.5.7	paulayagaat qulmun tenglauciicetun ekualriamek.
JOB.5.8	Wii elpengukuma tuigcartua Agayutmun,
JOB.5.8	elliinun-llu arenqialluguteka tunluku caliaqesqelluku.
JOB.5.9	Ellii calilartuq angelrianek taringumasciigalkemten̄ek,
JOB.5.9	irr'inarqelrialiari-llu naaqumasciiganateng.
JOB.5.10	Ellallircet'laraa nunamun
JOB.5.10	merqelluki-llu naucetaarviit.
JOB.5.11	Aa-ang, elliin nalularai ellmeggnek pivakenrilnguut
JOB.5.11	angniilnguut-llu angnirivkaraqluki.
JOB.5.12+JOB.5.13	Pisciigalliqevkalarai yuut usvituyarrluteng picirkiulriit,
JOB.5.12+JOB.5.13	umyuartulriit-llu napcetaqluki ellaita usvituyarutaitnun,
JOB.5.12+JOB.5.13	callrat tamarmi elluatuusciigataqluni;
JOB.5.14	erenrani tan'geqisngalartut, cavtaaraqluteng erenrem qukallrani unugmi pilriacetun.
JOB.5.15	Tau͡gaam Agayutem anirtularai arrsaulriit tuqumek;
JOB.5.15	enuqitellriit-llu anirturaqluki nangcimallratnek.
JOB.5.16	Arrsaulriit neryuniurutkit'larai, elluanrilnguut-llu qanrat patuluku.
