MAT.1.1	Gittaabooda rooproobanga Yeesu Gristo, balleanda Dawdi, balleanda Abrahaamu. 
1CO.6.12	“Haleanjeessean aba heedeanyu ghwahit,” ak ea mii sean gil gea doabiiw. “Haleanjeessean ghwadoabiiw aba heedeanyu,” ak aniini ea meagassi gideaba gayghoaw soomjeanda gidawassean. 
1CO.6.13	“Hamitta gaba jeeda, nea jeeda gaba hamitta,” ak gaygwanyarja Aseetta duwaaw. Amaduukku saseeda ea maba mealuuleega, gaba Ng'uttamiida, nea Ng'uttamiida gaba saseeda. 
1CO.6.14	Nea Aseetta ghayi gooduudu Ng'uttamiida ak gaygooduunneasa aseasa aba uurdaannyi. 
1CO.6.15	Heappi nea ea moanalli gideaba sasanuukkeagwa damealga Gristohi? Asi gay dageanu damealga Gristo ak ghanung' ghoaw damealga giweakshoochcheanda? Manda! 
1CO.6.16	Ghana moanali gideaba siida guuyi sea giweakshoochcheanda niiw saseanagi sea ninyi? Aba gideaba geang'waar, “Fiisu assiyyeenyean gay ghoaw saseanagi.” 
1CO.6.17	Nea siitta guuyi sea Ng'uttamiidean gaguuyi gurooroonagi sea niny. 
1CO.6.18	Asalda anung'wana heeda mealuuleega. Gilinyoo ea riing'eeda gil sin siida gwanda badayda saseeda; amaduukku siida mealuul gwasin riing'eeda aba saseadaannyi nea gabwageaw. 
1CO.6.19	Ammoanali gideaba sasanuukkeagwa gheeda sibatta Aseetta gil bea Guroorooda Ghaydit mida jeedeang'wa, ghayi gooneegwa Aseetta? Nea sasanuukkeagwa ea mii geagwa gil. 
1CO.6.20	Agooga geashaheagwa. Asi, oakghambiida Aseetta aba sasanuukkeagwa.
1CO.7.1	Asi aba iitta ng'asheekka ghayi oang'warjiin. Ghang'wana ng'eedeeda aamwasada gatmooda. 
1CO.7.2	Iiduu aba simsimda ea ng'asheega mealuuleega, gilinyoo ea ng'eedeeda gil gagasa gwandeawa gatmoadaannyi, nea giliwas gatmu gagasa gwandeawa siyeadaannyi. 
1CO.7.3	Ng'eedeeda dandeayeatta gatmoadaannyi gittoobiiwusa aba jeeda gheeda, ak gwasnu eara gatmooda aba heeda siyeadaannyi. 
1CO.7.4	Asi gatmooda meabala saseadaannyi, goobal siyeadaannyi; ak gwasnu eara siyeeda meabala saseadaannyi, goobal gatmoadaannyi. 
1CO.7.5	Adooheewachchi geat inyeessa gooneaji damanda, ak abeeda ghoanyaschi gheatta mooshta Aseetta; ak iiduu goobiiksiinnyi gichcha, ak amwanyasa Shattaani gheatta gichchea gwasimdaneegwa imandaneegwa gheadeenda. 
1CO.7.6	Asi geargu ng'asheesu nea geagoonyi gheatta, nea mii digheanda gil. 
1CO.7.7	Nea gidagwachchi aabwariiydi aniini gideaballi gawuurjeewean buuneessean, amaduu gaba siisi nyas gidaghayi miy sajaada adaw Aseetta, siisi geattaw gili nea niirja geattaw gilnuut.
1CO.7.8	Ak geayeeshshi fuga mii gageeshshi ea masiinng'weega ghang'wana gwandeawa siida geaw gawuurjeewean aniini. 
1CO.7.9	Amadeappa ghwaraay giingng'ooydeaba geat, ea dageeshshi. Aba gideaba ghang'wana gageeshshi mwasamwa gideaba gayghaghwarda geawunda gheang'da.
1CO.7.10	Ak gaydarukusa fuga nigeeshshi, ak ea mii aniini Ng'uttamiida gil, gatmooda adagwaheelli sea siyeadaannyi, 
1CO.7.11	(amadeappa gwaheelli, ea deabideada nea gaba geaw, ghana gabiikta gwaneaji sea siyeadaannyi), ea gideaba siyeeda adaghwanung' gatmoadaannyi.
1CO.7.12	Nea buuneeda suurja gearukusi aniini mii Ng'uttamiida gil gideaba iimida oorjeeda giyeanya wassean mideawa gatmooda mandeawana masaweega, ak ghamwas gideaba gay gwandeayi sea niny adaghwanung' gatmoani. 
1CO.7.13	Nea gatmooda mideawa siyeeda mandeawana masaweega, nea ghamwas gideaba gaygwandeawa Gatmoani, ea adaghwanung'sa heeda siyeadaannyi. 
1CO.7.14	Aba gideaba ng'eedeetta mandeawana masaweegean gajeammiidu appadayda gatmoodaannyi, ak eara gatmootta mandeawana masaweegean gajeammiidu appadayda siyeadaannyi. Ghwanyawa iimasunu diibigeagwa gajeamiimiyaas, amaduuku ghamneawa ea ghaydidi. 
1CO.7.15	Nea fuga nigeennyi mandeawana masaweega igasa ghwadarda, ea dadarda; aba sareani oorjeediyya ea hudiyya ea mii radeadi. Aba gideaba Aseetta gaguurneasa aba hooyyooh. 
1CO.7.16	Gatmooda ginaldiin ang'iing'i ea jea lealni siyeadaang'u? Ng'eedeeda gaynaldaan ang'iing'i ea jea lealni gatmoadaang'u?
1CO.7.17	Giduurji sean daba siisi abiideatta gidaghayi goondaneey Ng'uttamiida giibinda, ea gidaguursiinda Aseetta. Ak nii ea gidearukkwiidi aba jeeda ganiisajeega sean gil. 
1CO.7.18	Heappi siida iissa geaghus eguursa nea siyaat ghasmeahooda? Asi adagageanda girooraneeda ghasmeahooda. Siida damanda siguursiina mii gawa ghasmeahooda? Asi adagagasa ghasmeahooda. 
1CO.7.19	Beatta ghasmeahooda mii gili ak siida meayaada ghasmeahooda ea mii gili, geaghus ging'ng'ooyda digheanda Aseetta. 
1CO.7.20	Daba siisi abiideatta gidaghayi bea mwadi suguursiinda. 
1CO.7.21	Ang'iing'i ghayi geeguurneey nea guwosi ging'ng'oonyaneeda? Adiiduubayi. Asi iimmuusi gideaba gajabala geaw, ada abeeda ghwahit. 
1CO.7.22	Aba gideaba siida siguursa aba jeeda Ng'uttamiida nea ging'ng'oonyaneeda gil, siisi goobal geaw aba heeda Ng'uttamiida. Gwasnu eara siida suguursa nea goobal geaw niny ging'ng'oonyaneedda Gristo. 
1CO.7.23	Agooga geashaheagwa aba sheayeeda haw; adeahuuyi ging'ng'oonyaneemba sih. 
1CO.7.24	Asi fuga eaduupcheewi, damanda wassean siguursiina siida, gagasa gwandeayi sea Aseetta.
1CO.7.25	Asi ghamneawa aba fuga miigageeshshi, meandeawani digheanda Ng'uttamiida, geargu aba fughareedeanyu aniineeda nubwaydanaan Ng'uttamiida aba gideaba geawoschi doabiiwaat. 
1CO.7.26	Ghaaghanyi iyeang'ulayi aba sawanadeeni bea ghamneawean ghwahit gideaba siida gaygoobiideatta giduurji bea ghaneawa. 
1CO.7.27	Heappi niratteey geeshshooda? Adigasayi gideaba gajabala geaw. Ang'iing'i giibali geaw mii geeshsheena? Adiiduu gigasayi geeshshooda. 
1CO.7.28	Asi igeeshshi, ea misni riing'eeda, nea eara huda iisighi ea masna riing'eeda. nea fukka geshshiin gayghwanyas sawanaduutkka ng'eanyiida, ak gaydaweasaneegwa gili. 
1CO.7.29	Geayii fugea eaduupcheewi, damanda sigasa nineekkiit muuchchi; ghang'eada ghamneawa ak gagal mwadi fukka mideawa gadeemgean gidabal gobiideatta fuga mandeawana, 
1CO.7.30	nea fuga giisan ea dawuurji gili magiisana, nea fuga hoosan ea dawuurji fuga mahoosana, nea fuga shaah haleanjeeda ea dawuurji fuga mandeawana haleanjeeda, 
1CO.7.31	nea fukka mideawa gadiyeeda aba jeeda ng'eanyiidean ea dawuurji fuga masna gil. Aba gideaba haleanjeeda muunda ng'eanyiida gay ghang'atta.
1CO.7.32	Geagasayi oppala geat aba deawiitmeeda. Siida mii gageeshshi iissa gwadeawiissa ngasheega Ng'uttamiida, gida jea gohoosanda Ng'uttamiida; 
1CO.7.33	nea siida nigeeshshi iissa gwadeawiit aba ng'asheega muunda ng'eanyiida, was gichchea goohoosanda gatmoadaannyi, 
1CO.7.34	nea gidagasa ea nibearshi. Nea gatmooda meegeenna ghana huda iissa gwadeawiit appadayda Ng'uttamiida, gichchea ghoawaatta siida ghaydit aba saseeda ea guroorooda; nea gatmooda sigeena iissa gwadeawiit appadayda haleanjeeda ng'eanyiida, gichchea gohoosanda siyeadaannyi. 
1CO.7.35	Geargu ng'asheanji ak abeeda ghoanyagaadi, ak ea mii gideaba ghaghuumnyeegwa agooga, geagasayi gideaba gajooppiidana jeeda doobiiwanatta ea naweeda miy ak ghaghu mooshteang'wa mabwaasha aba heeda Ng'uttamiida.
1CO.7.36	Asi siida idaah gideaba masissiina huda jea ghaghi gidahaguuw, nea geawundaannyi bea gheang'da gwandeawa uurda, ak ea mayghwashiy gidagasa, gidabal gwasin gitta gasean: ghang'wana gageennyi, masna riing'eeda. 
1CO.7.37	Nea siida wassean hang'waanyiit aba jeeda gurooroadaannyi, ak ghanyea mediing'siina nea ghoammu ghoadeal gitta gasean, ak ea nimanya aba jeeda gurooreadaannyi, gideaba gaygwandeawa ghoaw gatmoadaannyi, abeeda ghoadoabiiw. 
1CO.7.38	Nea eara siida adayda hudaannyi ghoadoabiiw; nea dea meaghi ghoadoabiiw muuchchi.
1CO.7.39	Gatmooda aradaat iduugwanda siyeadaannyi. Amaduu nea nimi siyeadaannyi, ea niibal geaw ak ghoammu ghaghi siida gasa niny, ak geaghus fuga mida jeeda Ng'uttamiida. 
1CO.7.40	Nea aba girgweageedeanyu gaygahoosan ak gang'wana muuchchi inyeeda goobiideada ameaghi. Aba gideaba earaniini iyeang'ulay geandeawi Guroorooda Aseetta.
1CO.8.1	Asi ghamneawa aba iitta hamichchoojiga siittaw haleanjeeda mawosa Aseetta; geanalli gideaba “Aseasa easasean gendeawi fughareeda.” Fughareeda iissa ghaghwar geaw, nea bariinyeega iissa gwadeegu. 
1CO.8.2	Siida iighay gili nal ng'asheanda, siisi mwanala eara gil eara ghamneawa, mwanalda gidagwachchi haguuw ghwanalda. 
1CO.8.3	Nea siida iibwariiy Aseetta, abeeda siisi ghwanal Aseetta.
1CO.8.4	Hean aba iitta agitta hamitta siittaw haleanjeeda mawosa aseetta, geanalli gideaba, “Gidamawosa aseetta mayghwashng'u,” ea gideaba manda Aseetta nuut geaghus akkalealla. 
1CO.8.5	Earappeadi mida fuga suguura aseechcheekka, aba humng'eeda ghana ng'eanyiida, aba huumwa gwanda “aseechcheekka” saang'a ea “ng'uttamooji” saang'a, 
1CO.8.6	iiduu aba heedeanya aseasa Aseetta aakkalealla, was Ghweanda, was deaghayi leabu haleanjeessean, ak geepiideewi bwadaydaannyi ak gabiissa gwanda Ng'uttamiinagi, was Yeesu Gristo, ghayi rinna haleanjeessean badaydeaba niny, nea eara aseasa geepiideewi niny.
1CO.8.7	Eara gwasa, mii sean gil gea mideawa fughareani. Geaghus suuh ng'ay, aba gideaba nineaji haleanjeeda mawosa aseetta, nea fughareenga nyaawa, ng'arng'ari, ea sung'uda ririnnyeanda. 
1CO.8.8	Nea hamitta ghanyea maygagwarseasa aba heeda Aseetta. Iisunung'waadi agitta amwasunyeawaneasa gil, ama siyaaji ea maygooheadeeseasa gil. 
1CO.8.9	Asi ashageada giibali itteang'wa bwaageadiin adiiduu gwaruusa fukka ng'arng'ariin. 
1CO.8.10	Aba gideaba siida idaannyi, ang'iing'eeda mideawa fughareeda, nea gipteadi ak giyeagiischi aba jeeda gheeda sibatta haleanjeeda mawosa Aseetta, neada ea majiiduu gwayeessa jihi, iing'arng'ar fughareedaannyi, ak ghwaak hamitta siittaw maloonghajeega? 
1CO.8.11	Nea aba fughareadaang'u genuus siida ng'arng'ar, was oorjeeda giyeang'wa ghayi meah Gristo appadaydaannyi. 
1CO.8.12	Asi iyoonung gwasin fuga oduupcheewi riing'eeda nea gookkachchi fugheerga nyaawa nea ng'arng'ari, abeeda ea nootiiysi Gristo. 
1CO.8.13	Asi, hamitta ijea ghoaw gichchea ghabwaay oorjeediyya, abeeda ea may guttaak bannyeega, ak abeeda amwabwaanyi oorjeediyya.
1CO.9.1	Neada aniini meabali geawi? Aniini meawosi giijasoochcheanda? Aniineeda ea mii dadaa Yeesuuyda was Ng'uttamiideanya? Agooga moowosi gadiyeedeanyu aba jeeda Ng'uttamiida? 
1CO.9.2	Aba gideaba iimeawoosi giijasoochcheanda, aba heeda buuneeda suurja, iiduu geawoschi aba heedeang'wa agooga; aba gideaba agooga goowooschi girooraneeda giijasoochcheandumeedeanyu aba jeeda Ng'uttamiida.
1CO.9.3	Nii gidearukkwiisi fuga sikkiideaweani. 
1CO.9.4	Neada ea madoobiiwseasa gideaba geyeagiischi nea geeleeshi? 
1CO.9.5	Neada ea mammiiseasa gideaba getteayeewi gatmooda, aba jeeda neayeedeanya eewuurjeewana giijasoodiga suurja sea o oorjooga geenyea Ng'uttamiida sea Geefa? 
1CO.9.6	Ghana sughus Barnaba sea aniini was fuga jea gagadiiyi ak ea mwanyasa hamitta? 
1CO.9.7	Nii gajea ana shirikaarajean gil jea gawa ng'uchcheeda aba lappiyeadaannyi niny nea gaba geaw? Nii gajea ng'eaha gil siida jea gwahista msabiibu jea ea may ghwaak haghweagaaschi? Nii gajea ng'eaha gil jea gooheagwiischi ak aamwali eanooga haleanjeeda ahaaghwa?
1CO.9.8	Heappi ng'asheesu geargu aba gheambalmeeda siida? Neada deaweeda earada marukuna ng'asheesu? 
1CO.9.9	Aba gideaba aba jeeda deaweedeeda Muusa geang'waar gideaba, “Adiradi ghuutta heeyda dattas booga.” Abeeda gajeeyeena Aseetta gang'ula ng'asheega heewga? 
1CO.9.10	Neada niny ea mabaloolana badahuukkaasa? Ng'asheesu geang'waar appadahuukkaasa, aba gideaba siida bwar ng'eanyi iissa gidabal ghabwar ng'eanyi nea ghwarar nea siida las booga ea dalasa nea ghwarar gideaba gayghwanyas booga. 
1CO.9.11	Abeeda aseasa ghayi iisihisi mbeeyooda miyaas bea guroorooda jeesingeagwa, abeeda gajea ng'asheanda haw gil gideaba gealaji haleanjeedeang'wa oanyaschi? 
1CO.9.12	Asi iinyas buuneeda suurja haleanjeeda doabiiw aba heedeang'wa, abeeda amearaanyani aseasa?
1CO.9.12	Iiduu, ea meagasi aseasa gideaba gajeatoabiiwdunu, iissa geamilikghti haleanjeassean ak ameatteali Giijasta miy bea Gristo. 
1CO.9.13	Moanali gideaba fukka sin gadiyeeda aba gheeda sibatta Aseettean gwanyassa hamitta nyaawa gheeda sibatta Aseetta, nea fuga sin gadiyeeda, aba altaari iissa amwanyasa haleanjeetta sisappa geadi bea lukghumajeegeani? 
1CO.9.14	Gwanu, eara Ng'uttamiida gwargu gideaba fukka rukkwiida Giijasta miyiin gay ghwanyas hamitta nyaawa appadayda Giijasta miy.
1CO.9.15	Amaduu aniini ghanyea mii dasin aaragi aba ng'asheesu doabiiwiin, ak amwang'waari aba gideaba geagasayi danyas haleanjeani. Aba gideaba ghang'wana ghaameayi mwasamwa gideaba gayghaweedanaan siida ghwaroodeanyu bea geaw. 
1CO.9.16	Earappeadi earukkwiidi Giijasta miyiin manda gichchea daghwara geaw. Aba gideaba sugoonan dasin gadiyeani. Eamuy deanyu imearukkwiidani giijasta miy! 
1CO.9.17	Aba gideaba iyeasinnyi aba gideagassiidi aniini, abeeda geandeawi gimearda; ama iimii gideagassiidi aniini, abeeda gadiyeeni geetteaganean. 
1CO.9.18	Abeada giimeardeanyu annaaha? Ada nihi: gideaba gaydarukkwiida giijasta miy nea meegu gili, ak aamwanung eegu gittoobiiwsean aba rukkwiideayda giijasta miy.
1CO.9.19	Earappdi eaballi geaw aba heeda buuneessean iin geasinyi geaw ging'ng'oonyaneeda buuneessean, ak abeeda geanyaksi geaw fuga saang'a. 
1CO.9.20	Iissa geawuurjeewi Yahuudi aba heeda fuga Yahuudi, ak abeeda ghaanyaschi fuga Yahuudi; aba heeda fuga deaweeda, iissa geasinyi geaw siida deaweeda, earappeadi meandani jeeda deaweedean, ak abeeda ghaanyaschi fuga ang'ng'waay deaweeda. 
1CO.9.21	Nea fukka manda jeeda deaweedean geasinyi geaw gilimeandani jeeda deaweeda, nea mii gideaba meandeawani deaweeda aba heeda Aseetta gil, nea bih geawoschi siida mideawa deaweeda aba heeda Gristo, ak abeeda ghaanyaschi fukka mandeawana deaweedean. 
1CO.9.22	Aba heeda fuga ng'arng'ari iissa geawoschi ng'arng'ar, ak abeeda ghaanyaschi fuga ng'arng'ari. Geandi damannyoojiga sean aba heeda buuneessean, ak abeeda aba naweadinga sean ghaanyaschi gichchea dalealdeayda buuneeda. 
1CO.9.23	Ak geasinyi haleanjeessean appadayda giijasta miy, ak abeeda geeppareanyi ghawooda sea buuneeda suurja. 
1CO.9.24	Neada ea moanali gideaba fuga galleada iissa gwasalda sean gang'aleallli, nea siida jea ghwanyas shiipka aagi? Asi agalleada ak ghoanyaschi. 
1CO.9.25	Nea siida mida jeeda deangheeda iissa ghwasaja geaw haleanjeessean. Asi iissa gwasindunu ak abeeda ghwanyas shiipka, ak geegalleadi ak abeeda geanyaschi shiipka mayghwadattasa. 
1CO.9.26	Asaha, earaniini mwafwaji mwadaagha nea manda gidabuurbuurji, ak ea meakuli dawuurji siida bwar jeammeeda; 
1CO.9.27	aba sareani geasawannyi saseedeanyu nea geagadiiyi, ak amwahuuwi siida rukkwiisa giijasta buneessuurja, amaduu ghaahuuyi aniini siida jea eaheawa.
1CO.10.1	Fuga eaduupcheewi, geagasayi anala gideaba, gheambaghwanigaasa ghayi gookkwa shamooghooda sean, ak ghoaghaawa sean basooda, 
1CO.10.2	amang'atta geeppattiisan sean ghoaw fuga Muusa aba jeeda shamooghooda ea jeeda basooda, 
1CO.10.3	ama ng'atta ghwaak sean hamittida bea gurooroodean 
1CO.10.4	ak ghwali sean beekka bea gurooroodean. Aba gideaba ghwaleaydaawa badayda lagheaneeda was guroorooda ghayi aat geeshta, nea lagheaneetta ea Gristohi. 
1CO.10.5	Nea gwanda fuga saang'a aba jeennyaawa magassa Aseetta; ammuchchu gealas uhuuda aba dareapcheeda.
1CO.10.6	Asi ghamneawa ng'asheesu niiw reekusiinda aba heedeanya, ak abeeda ea meegassi ng'asheega munyas. 
1CO.10.7	Nea adoowoschi fuga bada haleanjeeda mawosa Aseetta, ak goowuurjeewi giduurji fuga mwaatkwa; gawuurji gidaghayi sung'waar bea gideaba, “Buuneeda ghayi gobiitpiit gweagiischi nea gwaleeshi, ama ng'atta ghang'eatng'eat ghwaanghan.” 
1CO.10.8	Nea adeemealuulli ak gewuurjeewi gidasiinda fuga mwaatkwa aba jeennyaawa, ak ghoabeeda fii sagalamnyooji diktam ea samwagu aweachchaanjagi. 
1CO.10.9	Nea adaghanyi eesna Ng'uttamiida, ak geewuurjeewi gidaghayi simda fuga mwaatkwa aba jeannyaawa, ak ghwaak inchipkeega; 
1CO.10.10	nea adoannikghti gidaghayi aniikghta fuga mwaatkwa aba jeannyaawa, ak ghwalas uhuuda habitkwajeega. 
1CO.10.11	Asi ghamneawa, ng'asheesu ghwanyas nea gawuurji reekusiinda, ak geang'waar ghoahiimu gichchea eabeada, aba heeda fuga jeagweadu mudeanooda gweannyeekka. 
1CO.10.12	Asi siida eeshsha geaw giminaadi dang'ulla geaw adiiduu ghoabeeda. 
1CO.10.13	Manda simsimda ninyaseagwa agooga mawosa dea geallaan aba heeda siida. Aseetta doabiiwaat, nea niny ea mayghwanung'waada eesmeegwa ea ghwanaawa uurjeengeagwa, earappeadi jea eesmeegwean gaygwasin naweeda jea aritteawana ak abeeda ghoammuuschi arjeang'da.
1CO.10.14	Asi fugeasu abwariinnyi, aba sareani anung'waada baditta gidamawosa aseetta. 
1CO.10.15	Geabalooldaneegwa fuga mideawa fughareenga; asi otteemsheesiina agooga ng'asheesu earguun. 
1CO.10.16	Bayooktida bea ghawooda sippareannyi aba ghawoodean, heappi mii giibareannyeeda foojeanda Gristohi? Ama mukkateeyda subwanajaadi mii giibareannyeeda saseeda Gristohi? 
1CO.10.17	Aba gideaba gwanda mukkatteheanagi, nea aseasa geawoschi saang'a ak gewooschi saseanagi, aba gideaba aseasa eesasean geanyaschi banajaneedeaba mukkatteydida assagiin. 
1CO.10.18	Ang'ulla fuga Israeeli; neada ea mii fukka ghayi akk haleanjeeda ghasmeahooda bareannyi sea altaarihi? 
1CO.10.19	Asi gaydayiin? Gaydayi hamitta sighadoawana haleanjeeda mawosa aseetta gili, ghana maloonghajeanda gili? 
1CO.10.20	Manda, geargu gideaba haleanjeetta sisappa geadi adayda fuga mandeawana masaweega ghoadaw meangeenda nea moadawa Aseetta. Ak ea meagassi aniini gideaba gajabareannyeewana meangeenda. 
1CO.10.21	Mwajoammuusa aleayda bayookta Ng'uttamiida ea bayookta meang'eenda. Ak ea mwajoammuusa oppareannyeena measeeda Ng'uttamiida ea measeeda meangeenda. 
1CO.10.22	Ghana sigasayi eang'udana Ng'uttamiida lachng'eanyiida? Neada gendeawi uurda ea eburdeawana ninyi?
1CO.10.23	“Haleanjeessean ghwahit,” ak ea mii haleanjeessean gil gea jea ghaweat fii, ak ea mii sean gil gea jea gwadeegu. 
1CO.10.24	Siida adagagakkiisa geaw haleanjeeda miyaas, ghang'wana gagasa ghwanyas gischeewoochcheandaannyi gidamiy. 
1CO.10.25	Ayaaga haleanjeessean sikghaas aba heeda sigheahhiideawa bannyeega was jeeda naada nea adoonnyeariidi aba gidamwachmwach fughareedeang'wa. 
1CO.10.26	Aba gideaba, “Ng'eanyiida gaba Ng'uttamiida, sea haleanjeessean mida jeeda.” 
1CO.10.27	Asi iguurneey siida mandeawana masaweega hamitteaba shing'ada ak gigasayi beatta, aga gidawassean sugoonnyi nea adinyaashti ng'asheanda wassean aba gidamwachmwach fughareeda. 
1CO.10.28	(Ama deeppa gwayeeshshineey sih, “Gili geattaydaawa lukghumajeega,” iiduu nea mang'ulleey siida ghwanyawa rukuneey, ea aba gidamwachmwach fughareeda, 
1CO.10.29	geargu gitta mwachmwach fughareadaannyiin, mii geagwa gil, adiiduu giyaagi.) Ghwasaan abeeda inyas gibaldeanyu bea geaw jea goorgweaksa fughareemba siinuut? 
1CO.10.30	Abeeda iyaagi nea geabadiischeesi Aseetta, abeeda ghwasaan inyas geeng'ng'eawwean aba gili naabwachchi Aseettean?
1CO.10.31	Asi iyooyeagiischi ghana iyooleeshi, ghana iyoosinnyi ng'asheanda wassean, asna sean aba gigheambiitta Aseetta. 
1CO.10.32	Adoanung' goodiiy fuga Yahuudi ghana gea Yunaani ghana ganiiseeda Aseetta, 
1CO.10.33	asi gawuurji gidiissa eagassiidi aniini deahoosan buuneessean aba haleanjeessean easinnyi, ak ea meegassi gideaba gaydanyagaada nea gabwageaw, geagasayi dea buuneessean, ak abeeda geelealu.
1CO.11.1	Awuurjeewanean aniini, gawuurji gideabeaheatti Gristo.
1CO.11.2	Asi ghaaghwarjeedwa aba gideaba noapkachchaan aba haleanjeessean ea gideaba noang'ng'waanyi searoojikka ghayi eagoonnyeegwean. 
1CO.11.3	Ak geagasayi anala gideaba giliwas gatmooda ea ng'eedeeda Gristo gil, nea uhuuda gatmooda ea siyeadaannyi, nea uhuuda Gristo ea Aseetta. 
1CO.11.4	Ng'eedeeda wassean moora Aseetta, ghana gwaramoorani ng'asheega nea gwadukuta uhuudaannyi, ghoabwaaspwaas uhuudaannyi, 
1CO.11.5	nea gatmooda wassean mwaash Aseetta ghana gwaramoorani ng'asheega nea madukuta uhuudaannyi masissiina uhuudaannyi mureeda, abeeda gawuurji gili uhuudaannyi sireakghu. 
1CO.11.6	Aba gideaba gatmooda ii madukuta uhuudaannyi, ghang'wana ghwareakghu budeagaaschi; amadeeppa gaba baspaseega gideaba gayghwalach gatmooda buudeagaaschi ghana eareakghu abeeda ghang'wana gwadukuta uhuudaannyi. 
1CO.11.7	Aba gideaba ng'eedeeda mammiisiina gideaba gaygwadukuta uhuudaannyi, aba gideaba niny geegala sea gigheambiitta Aseetta; nea gatmooda ea gigheambiitta ng'eedeeda gil. 
1CO.11.8	(Aba gideaba ng'eedeeda maleapna heeda gatmooda, gwaleabu gatmooda heeda ng'eedeeda. 
1CO.11.9	Nea ng'eedeeda ea meesna appadayda gatmooda, nea gatmooda geesin appadayda ng'eedeeda.) 
1CO.11.10	Nii gidasibaysiina gil gideaba gatmooda gagasa gwandeawa gichchea gwadukuteawa uhuudaannyi, appadahuukka malaykajeega. 
1CO.11.11	(Eara gwasa, aba heeda Ng'uttamiida asi gatmooda mii gili, ii manda ng'eedeeda nea ng'eedeeda ea mii gili ii manda gatmooda, 
1CO.11.12	aba gideaba gatmooda ghayi gwarinna heeda ng'eedeeda gwasnu eara ng'eedeeda ghamneawa gwajiilu gatmooda. Nea haleanjeessean gwaleabu heeda Aseetta.) 
1CO.11.13	Asi asikteawana nea gobwageat; ghwadeabiiwi gideaba ghamwaash gatmooda Aseetta nea madukuta uhuuda? 
1CO.11.14	neada geallaan ea moanaaleagwa gideaba ng'eedeeda ii mideawa buudeega geawwi ghoabwaaspwaas geaw, 
1CO.11.15	Iiduu gatmooda ii mideawa buudeega geawwi gahaguuwsa? Aba gideaba geattaw budeega geawwi gwadukuta saseeda. 
1CO.11.16	Amadeeppa gwanda siida gasa ghang'ut foolayda, ghanyea meanali seareeda nuut ghana eara ganiisajeega Aseetta.
1CO.11.17	Asi aba goonidi eagoonnyeegwa ng'asheesu bea gichchea ebeedaan, mwaaghwareegwa, aba gideaba iyoabwachchi geat, moobatteeni geat alooheeda, goobatti geat munyinda. 
1CO.11.18	Aba gideaba gidamadeeda, iyoroonnyi nea goowoschi ganiisa, anayiinyi gideaba gwanda jeedeang'wa dardeayda; ak hich ghaamwaschi, 
1CO.11.19	aba gideaba jeedeang'wa ghaghanyi gwanda foolayda ak abeeda fuga sumwas aba heedeang'wean abeeda geanal. 
1CO.11.20	Asi iyoabwachchi geat, ea mwahida gideaba gajayaaga hamitta Ng'uttamiida. 
1CO.11.21	Aba agiischooda, iissa gaba siisi geanda hamittaannyi, nea siyagi gabearji jalooda nea niirja ea boogideat. 
1CO.11.22	Naaha! Neada ea moondeawani gealga jea ayeagiischeewana nea gooleeshi? Ghana ofoolli ganiiseeda Aseetta nea ghoanung ghabeal fuga mandeawana gil? Gaydayeeshshineegwaan? Gaydagwarseegwa aba ng'asheanji? Manda! Maydagwarseegwa.
