MAT.1.1	Ибрагьимил наслуялъул Давудил кьибилалъул вас Гӏиса Масихӏил умумузул цӏаразул рахас гьадинаб буго:
JHN.7.4	Гьунар бугев чияс гьеб бахчуларо, гӏадамазда бихьизабула. Гьединал хӏикматал ишал гьаризе бугеб дурго гьунар гӏаламалдаго бихьизабе.
JHN.7.5	(Жиндирго вацалгицин божулел рукӏинчӏо Гӏисада.)
JHN.7.6	Гӏисаца гьезда абуна:
JHN.7.6	– Дир заман жеги тӏаде щун гьечӏо, амма нужее бокьараб заман данде ккола. 
JHN.7.7	Гӏаламалда нуж рихине рес гьечӏо, амма дун гӏаламалда рихун вуго. Дица нугӏлъи гьабулеб бугелъул гӏаламалъулго квешал ишазе. 
JHN.7.8	Байрамалде а нужго. Амма гьеб байрамалде дун вачӏинаро, дир заман жеги тӏаде щун гьечӏо.
JHN.7.9	Гьедин гьездаги абун, Гӏиса Галилеялдаго чӏана.
JHN.7.10	Амма вацал байрамалде индал, гӏадамазда вихьиларедухъ, балъгого Гӏисаги вахъана гьезда хадув къватӏиве. 
JHN.7.11	Ягьудияз Гӏиса валагьулев вукӏана гьеб байрамалда.
JHN.7.11	– Дов чи кивдай вугев? – ан гьикъулеб букӏана гьез. 
JHN.7.12	Гӏадамазул руккалилъги гӏемер бицунеб букӏана гьесул хӏакъалъулъ. Лъикӏав чи вугилан цояз абулеб букӏана, гӏадамал махсароде кколев чи вугилан цогидаз абулеб букӏана. 
JHN.7.13	Амма балъго-гӏатӏго гурони Гӏисал цӏар бахъизе ягьудиязул чӏухӏби-хӏакимзабазукьа хӏинкъулел рукӏана гьел.
JHN.7.14	Байрамалъул чанго къо индал, Гӏиса Мукъадасаб Рокъове лъугьун вачӏана ва вагӏза-насихӏат гьабизе байбихьана. 
JHN.7.15	Лъиданиги аскӏове ун гӏелму лъазабичӏев чиясда Тӏухьдузда бугеб кисандай лъанаян хӏикмалъун рукӏана ягьудиял. 
JHN.7.16	Гӏисаца гьезда абуна:
JHN.7.16	– Гьаб гӏелму дир гуро, дун витӏарав Аллагьасул буго. 
JHN.7.17	Аллагьасул амру тӏубазабизе бокьарав чиясда лъала гьаб гӏелму дицаго ургъун бахъарабищ яги Аллагьасдасан бачӏарабищали. 
JHN.7.18	Жинцаго ургъун бахъарабгун цеве вахъунев чиясул мурад букӏуна жиндиего цӏар-рецц гьаби. Жив витӏарасе цӏар-рецц гьабизе бокьарав чи ритӏухъав вукӏуна, гьереси гьесул букӏунаро. 
JHN.7.19	Мусаца гурищ нужее къанун тараб? Амма нужер цонигияс цӏунулеб гьечӏо къанун. Щай нужеца дун чӏвазе къасд гьабулеб бугеб?
JHN.7.20	Гӏадамаз ахӏулеб букӏана:
JHN.7.20	– Мун жундуз ккун вуго. Мун чӏвазе къасд гьабулев чи щив вугев? – ан.
JHN.7.21	Гӏисаца абуна гьебмехалъ:
JHN.7.21	– Дица цохӏо мугӏжизат бихьизабуна, нуж киналго абуни жеги-жеги гьелда гӏажаиблъун руго. 
JHN.7.22	Мусал къануналъ малъулеб буго сунат гьабеян. (Гьебги Мусадасан бачӏараб гӏадат гуро, гьесде щвезегӏанго умумузул букӏараб буго.) Шамат къоялъги гьабулагуриха нужеца сунат. 
JHN.7.23	Мусал къануналъ изну кьола нужее шамат къоялъцин сунат гьабизе. Шамат къоялъ чи дица тӏуванго сахлъизавунилан щай нуж диде ццидалъ ругел? 
JHN.7.24	Тӏасан балагьун кьоге къимат, хӏакъикъатги цӏехон кье.
JHN.7.25	Гьебмехалъ Иерусалималдаса цо-цо гӏадамаз абуна:
JHN.7.25	– Чӏухӏби-хӏакимзабаз чӏвазе валагьулев вугев чицин гурищ гьадав? 
JHN.7.26	Балагье, халкъалда цеве вахъун кӏалъалев вуго, лъицаниги щибниги абулебги гьечӏо гьесда. Чӏухӏби-хӏакимзабазда лъалеб батила хӏакъикъаталдаги дов Масихӏ вукӏин. 
JHN.7.27	Амма нилъеда лъалагури дов кисаяли. Хӏакъикъияв Масихӏ вачӏараб мехалъ, лъиданиги лъалеб рагӏуларо гьев кисаяли.
JHN.7.28	Мукъадасаб Рокъоб вагӏза-насихӏат гьабулаго, Гӏисаца халкъалде ахӏана:
JHN.7.28	– Нужеда дун лъала. Дун кисаялиги лъала. Амма дунго лъикӏав лъугьун вачӏарав чи гуро дун, хӏакъав Аллагьас витӏана дун. Нужеда Гьев лъаларо. 
JHN.7.29	Амма дида лъала Гьев: Гьесда аскӏоса вачӏана дун. Гьес витӏана дун.
JHN.7.30	Гьебмехалъ Гӏиса кквезейилан лъугьана гьел, амма лъиданиги кӏвечӏо гьесда квер хъвазе. Гьелъие болжал щун букӏинчӏо. 
JHN.7.31	Халкъалъул руккалилъ рукӏаразул гӏемерисел божана Гӏисада. Гьез абулеб букӏана:
JHN.7.31	– Масихӏ вачӏараб мехалъ, гьесгицин рихьизарилищ нилъеда гьадигӏан гӏемерал мугӏжизатал?
JHN.7.32	Гӏисал хӏакъалъулъ гьедин абулеб рагӏана фарисеязда. Гьебмехалъ чӏахӏиял кашишзабазги фарисеязги Мукъадасаб Рукъалъул хъаравулзаби ритӏана ккун вачун гьевгун рачӏайилан.
JHN.7.33	Гӏисаца абуна:
JHN.7.33	– Гӏемераб заман хутӏун гьечӏо дие нужеда цадахъ вукӏине, кватӏичӏого ина дунго витӏарасда аскӏове. 
JHN.7.34	Кигӏан валагьаниги, ватиларо гьебмехалъ нужеда дун. Нужеда рачӏине кӏолеб бакӏ гуро доб дун унеб бакӏ.
JHN.7.35	Гьеб рагӏидал, ягьудияз цоцазда гьикъулеб букӏана:
JHN.7.35	– Киве инедай гьасие бокьун бугеб? Нилъеда гьев ватулареб бакӏгӏаги щибдай? Греказул шагьаразда ругел дол нилъеразда аскӏове инецин гуродай гьасда ракӏалда бугеб, добаги жиндирго дин малъизе? 
JHN.7.36	«Кигӏан валагьаниги, ватиларо гьебмехалъ нужеда дун. Нужеда рачӏине кӏолеб бакӏ гуро доб дун унеб бакӏ» – ан гьес абиялъул магӏна щибдай?
JHN.7.37	Байрамалъул ахирисеб бищунго хирияб къоялъ Гӏисаца, халкъалде хитӏаб гьабун, ахӏана:
