GEN.1.1	Pakutaŋga Mŋari wakasika ɗeŋga nenyika. 
PSA.91.2	Ndicati pamsoro paJehova: Ndiye ʋutiziro bgaŋgu nenhare yaŋgu;
PSA.91.2	Iye Mŋari waŋgu, wandinoʋimba naye.
PSA.91.3	Nokuti iye ucakurwira parugombe rwomuteyi weshiri,
PSA.91.3	Napahosha inoʋuraya ɀikuru.
PSA.91.4	Iye ucakufukidza nemhineŋga yake,
PSA.91.4	Ucatizira pasi pamapapiro ake;
PSA.91.4	Ɀokwaɗi yake inhoʋo huru neɗuku.
PSA.91.5	Hauŋgatyi cinhu cinovundusa ʋusiku,
PSA.91.5	Kana museʋe unofurwa masikati;
PSA.91.6	Kana hosha inofamba murima,
PSA.91.6	Kana kuparadza kunoʋuraya masikati.
PSA.91.7	Kurutiʋi rwako kucawa ʋanegumi ramazana,
PSA.91.7	Nezana ramazana paruʋoko rwako rworudyi;
PSA.91.8	Ucaŋgoɀitarira hako nameso ako,
PSA.91.8	Ukaʋona muɓayiro waʋakaipa.
PSA.91.9	Nokuti imi Jehova, muri ʋutiziro bgaŋgu!
PSA.91.9	Iwe wakaita Wokumsoro‐soro ʋugaro bgako.
PSA.91.10	Hapana cakaipa ciŋgakuwira,
PSA.91.10	Ʋuye hapanehosha icasweɗera patente rako.
PSA.91.11	Nokuti iye ucaraira ʋatumŋa ʋake pamsoro pako,
PSA.91.11	Kuti ʋakuceŋgete panzira dzako dzose.
PSA.91.12	Ʋacakusimudza pamaʋoko aʋo,
PSA.91.12	Kuti urege kugumbusa rutsoka rwako pabge.
PSA.91.13	Ucatsika pamsoro peshumba neciʋa;
PSA.91.13	Mŋana weshumba nenyoka ucaɀitsikirira pasi.
PSA.91.14	Ɀaakandiɗa, ndicamurwira;
PSA.91.14	Ndicamuisa pakakwirira, nokuti wakaziʋa zita raŋgu.
PSA.91.15	Iye ucaɗana kwandiri, ndicamupindura;
PSA.91.15	Ini ndicaʋa naye pakutambudzika;
PSA.91.15	Ndicamurwira, nokumukudza.
PSA.91.16	Ndicamugutsa noʋupenyu ʋurefu,
PSA.91.16	Nokumuratidza ruponeso rwaŋgu.
PSA.92.1	Ɀakanaka kuʋoŋga Jehova,
PSA.92.1	Nokuimbira zita renyu nziyo dzokurumbidza, imi Wokumsoro‐soro;
PSA.92.2	Kuparidza ʋunyoro bgenyu maŋgwanani,
PSA.92.2	Nokutendeka kwenyu ʋusiku bgose,
PSA.92.3	Necinoridzwa cinehuŋgiso gumi, nomuteŋgeranwa;
PSA.92.3	Nenzwi rakanaka pambira.
PSA.92.4	Nokuti imi, Jehova, makandifadza neɀamakaita;
PSA.92.4	Ndicafara kwaɀo namaɓasa amaʋoko enyu.
PSA.92.5	Maɓasa enyu akakura seiko, Jehova!
PSA.92.5	Mifuŋgo yenyu yakadzika kwaɀo.
PSA.92.6	Usinenjere haaɀiziʋi;
PSA.92.6	Ƃenzi harinzwisisi iɀoɀi:
PSA.92.7	Kana ʋakaipa ʋacimera soʋuswa,
PSA.92.7	Ʋuye kana ʋaiti ʋose ʋeɀakaipa ʋacikura;
PSA.92.7	Ɀinoitwa kuti ʋaparadzwe nokusiŋgaperi.
PSA.92.8	Asi imi Jehova, muri kumsoro nokusiŋgaperi.
PSA.92.9	Nokuti tarirai; Jehova, ʋaʋeŋgi ʋenyu,
PSA.92.9	Nokuti tarirai, Jehova, ʋaʋeŋgi ʋenyu ʋacaparara;
PSA.92.9	Ʋaiti ʋose ʋeɀakaipa ʋacaparadzirwa.
PSA.92.10	Asi runyaŋga rwaŋgu makarusimudza 
PSA.92.10	Ndakazodzwa namafuta matȿa.
PSA.92.11	Ziso raŋgu rakaʋona 
PSA.92.11	Nzeʋe dzaŋgu dzakanzwa 
PSA.92.12	Wakarurama ucamera somucindwe;
PSA.92.12	Ucakura somusidari paRebanoni.
PSA.92.13	Ʋakasimŋa mumba maJehova
PSA.92.13	Ʋacakura muʋazhe dzaMŋari weɗu.
PSA.92.14	Ʋacaramba ʋaciɓereka ɀiɓereko pakukwegura kwaʋo;
PSA.92.14	Ʋacaʋa ʋanyoro naʋatȿa;
PSA.92.15	Kuti ʋaparidze kuti Jehova wakarurama;
PSA.92.15	Ndiye ɗombo raŋgu, hapanecinhu cisina‐kururama maari.
PSA.93.1	Jehova unoɓata ʋushe; wakafuka ʋumambo;
PSA.93.1	Jehova wakafuka simba, wakaɀisuŋga ciʋuno naro;
PSA.93.1	Nyika ʋo yakateyiwa, haiŋgazunuŋguswi.
PSA.93.2	Cigaro cenyu coʋushe cakasimbiswa kubva kare;
PSA.93.2	Imi muri’po kubva pakusiŋgaperi.
PSA.93.3	Jehova, nzizi dzakanzwisa,
PSA.93.3	Nzizi dzakanzwisa manzwi adzo;
PSA.93.3	Nzizi dzinonzwisa kutinhira kwadzo.
PSA.93.4	Namafuŋgu anesimba eguŋgwa,
PSA.93.4	Jehova, uri kumsoro, ndiye unesimba.
PSA.93.5	Ɀipupuriro ɀenyu ndeɀamaɀokwaɗi kwaɀo;
PSA.93.5	Ʋutȿene ʋunofanira imba yenyu,
PSA.93.5	Jehova, nokusiŋgaperi.
PSA.94.1	Jehova, imi Mŋari mutsiʋi,
PSA.94.1	Imi Mŋari mutsiʋi, penyai.
PSA.94.2	Ɀisimudzei, imi Mutoŋgi wenyika;
PSA.94.2	Ipai ʋanoɀikudza seɀaʋakafanira.
PSA.94.3	Jehova, ʋakaipa 
PSA.94.3	Ʋakaipa ʋacafara kwaɀo kuȿikira rini?
PSA.94.4	Ʋanoŋgotaura haʋo, ʋanotaura ʋaciɀikudza,
PSA.94.4	Ʋaiti ʋose ʋeɀakaipa ʋanoita manyawi.
PSA.94.5	Ʋanopxanya ʋanhu ʋenyu, Jehova,
PSA.94.5	Ʋacitambudza nhaka yenyu.
PSA.94.6	Ʋanoʋuraya cirikadzi nomŋeni,
PSA.94.6	Nenherera ʋanodziʋuraya.
PSA.94.7	Ʋaciti: Jehova haaɀiʋoni,
PSA.94.7	Mŋari waJakobo haaɀiraŋgariri.
PSA.94.8	Raŋgarirai imi ʋasinenjere pakati paʋanhu;
PSA.94.8	Nemi mapenzi, mucaʋa ʋakacenjera riniko?
PSA.94.9	Iye, wakasima nzeʋe, haaŋganzwi here?
PSA.94.9	Iye, wakaʋumba ziso, haaŋgaʋoni here?
PSA.94.10	Iye, unoraŋga ʋahedeni, haaŋgarairi here,
PSA.94.10	Iye, unodzidzisa ʋanhu ziʋo?
PSA.94.11	Jehova unoziʋa kufuŋga kwaʋanhu,
PSA.94.11	Kuti haɀinamaturo.
PSA.94.12	Wakaropafadzwa munhu, unoraŋgwa nemi, Jehova,
PSA.94.12	Iye wamunodzidzisa pamurairo wenyu;
PSA.94.13	Kuti mumuzorodzei pamazuʋa okutambudzika,
PSA.94.13	Kuȿikira ʋakaipa ʋacererwa gomba.
PSA.94.14	Nokuti Jehova haaŋgarashi ʋanhu ʋake,
PSA.94.14	Ʋuye haaŋgasiyi nhaka yake.
PSA.94.15	Nokuti kutoŋga kucadzokera kukururama;
PSA.94.15	Ʋose ʋanemŋoyo yakarurama ʋacakuteʋera.
PSA.94.16	Ndianiko ucandirwira paʋaiti ʋeɀakaipa?
PSA.94.16	Ndianiko ucandiɓatsira panaʋanoita ɀakaipa?
PSA.94.17	Ƌai Jehova asaiʋa muɓatsiri waŋgu,
PSA.94.17	Mŋeya waŋgu uŋgaɗai wakakurumidza kugara pakati ŋwii.
PSA.94.18	Paŋguʋa yandakati: Rutsoka rwaŋgu rwotedzemuka;
PSA.94.18	Ŋgoni dzenyu, Jehova, dzakanditsigira.
PSA.94.19	Mundaŋgariro dzaŋgu zhinji mukati maŋgu
PSA.94.19	Kunyaradza kwenyu kunofadza mŋeya waŋgu.
PSA.94.20	Cigaro ceɀakaipa ciŋgashamŋaridzana nemi here,
PSA.94.20	Ico cinofuŋga kuita ɀakashata nemitemo yaco?
PSA.94.21	Ʋanoʋuŋganira ʋupenyu bgowakarurama,
PSA.94.21	Ʋacipa mhoȿa ropa risinemhoȿa.
PSA.94.22	Asi Jehova ndiye nhare yaŋgu yakasimba;
PSA.94.22	Mŋari waŋgu iɗombo roʋutiziro bgaŋgu.
PSA.94.23	Ucadzosera pamsoro paʋo kutadza kwaʋo,
PSA.94.23	Ucaʋaparadza pakati pokuipa kwaʋo;
PSA.94.23	Jehova Mŋari weɗu ucaʋaparadza.
PSA.95.1	Ʋuyai, tiimbire Jehova;
PSA.95.1	Ŋgatipururudzei ɗombo rokuponeswa kweɗu.
PSA.95.2	Ŋgatiȿike pamberi pake ticiʋoŋga,
PSA.95.2	Ŋgatimupururudzei namapisarema,
PSA.95.3	Nokuti Jehova ndiMŋari mukuru,
PSA.95.3	Mambo mukuru unokunda ʋamŋari ʋose.
PSA.95.4	Nɀimbo dzakadzika dzapasi dziri muruʋoko rwake;
PSA.95.4	Misoro yamakomo ndeyake ʋo.
PSA.95.5	Guŋgwa nderake, ndiye wakariita;
PSA.95.5	Maʋoko ake akaʋumba nyika yakawoma.
PSA.95.6	Ʋuyai, tinamate tikotamire pasi;
PSA.95.6	Ŋgatifugame pamberi paJehova Muiti weɗu.
PSA.95.7	Nokuti ndiye Mŋari weɗu,
PSA.95.7	Isu tiri ʋanhu ʋanofudzwa naye, namakwai oruʋoko rwake.
PSA.95.7	Nhasi ɗai mucinzwa henyu inzwi rake!
PSA.95.8	Regai kuwomesa mŋoyo yenyu sapaMeriba,
PSA.95.8	Sapazuʋa reMasa murenje;
PSA.95.9	Paŋguʋa yandakaidzwa namadziɓaɓa enyu,
PSA.95.9	Ʋakandiidza, ʋakaʋona ɀandakaita.
PSA.95.10	Ndakaŋga ndineshuŋgu pamsoro porudzi urwo makore makumi manna,
PSA.95.10	Ndikati: Ndiʋanhu ʋakarashika pamŋoyo yaʋo,
PSA.95.10	Haʋana‐kuziʋa nzira dzaŋgu;
PSA.95.11	Saka ndakapika pakutsamŋa kwaŋgu, 
PSA.95.11	Haʋaŋgazopindi pazororo raŋgu.
PSA.96.1	Imbirai Jehova rwiyo rutȿa;
PSA.96.1	Imbirai Jehova, pasi pose.
PSA.96.2	Imbirai Jehova, rumbidzai zita rake;
PSA.96.2	Paridzai kuponesa kwake zuʋa rimŋe nerimŋe.
PSA.96.3	Ƌudzirai kubginya kwake pakati paʋahedeni,
PSA.96.3	Maɓasa ake, anoshamisa pakati pendudzi dzose.
PSA.96.4	Nokuti Jehova mukuru, unofanira kurumbidzwa kwaɀo;
PSA.96.4	Unofanira kutyiwa kupfuʋura ʋamŋari ʋose.
PSA.96.5	Nokuti ʋamŋari ʋose ʋendudzi ɀifananidzo haɀo;
PSA.96.5	Asi Jehova wakaita kuɗeŋga‐ɗeŋga.
PSA.96.6	Kukudzwa noʋumambo ɀiri pamberi pake;
PSA.96.6	Simba nokunaka ɀiri panɀimbo yake tȿene.
PSA.96.7	Ipai Jehova, imi mhuri dzaʋanhu,
PSA.96.7	Ipai Jehova kukudzwa nesimba.
PSA.96.8	Ipai Jehova kukudzwa kunofanira zita rake;
PSA.96.8	Ʋuyai necipiriso, mupinde muʋazhe dzake.
PSA.96.9	Namatai kunaJehova neŋguʋa tȿene;
PSA.96.9	Pasi pose, bvunda pamberi pake.
PSA.96.10	Itiyi pakati paʋahedeni: Jehova ndiye unoɓata ʋushe;
PSA.96.10	Nyika ʋo yakasimbiswa, kuti irege kuzunuŋguswa;
PSA.96.10	Iye ucatoŋga ʋanhu ɀakarurama.
PSA.96.11	Kuɗeŋga‐ɗeŋga ŋgakufare, napasi ŋgapafare kwaɀo;
PSA.96.11	Guŋgwa ŋgaritinhire, neɀose ɀiri mukati maro;
PSA.96.12	Saŋgo ŋgariʋe nomufaro, neɀose ɀiri mukati maro;
PSA.96.12	Ipapo miti yose yeɗondo icaimba nomufaro;
PSA.96.13	PamberipaJehova, nokuti unoʋuya;
PSA.96.13	Nokuti unoʋuya kuzotoŋga pasi;
PSA.96.13	Ucatoŋga nyika ɀakarurama,
PSA.96.13	Nendudzi nokutendeka kwake.
PSA.97.1	Jehova unoɓata ʋushe; nyika ŋgaifare kwaɀo;
PSA.97.1	Ɀiwi ɀizhinji ŋgaɀifare.
PSA.97.2	Makore nerima ɀinomukomberedza;
PSA.97.2	Kururama nokururamisa ndidzo nheyo dzecigaro cake coʋushe.
PSA.97.3	Mŋoto unotuŋgamira pamberi pake,
PSA.97.3	Ucipisa ʋadziʋisi ʋake pamatiʋi ose.
PSA.97.4	Mheni dzake dzakaveneka nyika 
PSA.97.4	Pasi pakaʋona, ndokubvunda.
PSA.97.5	Makomo akanyauka senamo pamberi paJehova,
PSA.97.5	Pamberi paShe wapasi pose.
PSA.97.6	Kuɗeŋga‐ɗeŋga kunoparidza kururama kwake,
PSA.97.6	Ndudzi dzose dzakaʋona kubginya kwake.
PSA.97.7	Ʋose, ʋanoshumira mifananidzo yakaʋeziwa, ʋanonyadziswa,
PSA.97.7	Iʋo ʋanoɀirumbidza pamsoro peɀifananidzo;
PSA.97.7	Namatai kwaari, imi ʋamŋari ʋose.
PSA.97.8	Zioni rakanzwa ndokufara,
PSA.97.8	Naʋakunda ʋaJuda ʋakafara kwaɀo;
PSA.97.8	Nokuɗa kweɀamakatoŋga, imi Jehova.
PSA.97.9	Nokuti imi Jehova, muri kumsoro‐soro kwapasi pose;
PSA.97.9	Makakwirira kupfuʋura ʋamŋari ʋose.
PSA.97.10	Ʋeŋgai ɀakaipa, imi munoɗa Jehova;
PSA.97.10	Iye unoceŋgeta mŋeya yaʋatȿene ʋake;
PSA.97.10	Unoʋarwira paruʋoko rwowakaipa.
PSA.97.11	Ciedza cinodɀarirwa wakarurama,
PSA.97.11	Nomufaro ʋanemŋoyo yakarurama.
PSA.97.12	Farai munaJehova, imi ʋakarurama;
PSA.97.12	Ʋoŋgai pakuraŋgarira ʋutȿene bgake.
PSA.98.1	Imbirai Jehova rwiyo rutȿa;
PSA.98.1	Nokuti wakaita ɀinhu ɀinoshamisa;
PSA.98.1	Canza cake corudyi, noruʋoko rwake rutȿene, ɀakamukundisa.
PSA.98.2	Jehova wakaziʋisa kuponesa kwake;
PSA.98.2	Wakaratidza pacena kururama kwake pamberi paʋahedeni.
PSA.98.3	Wakaraŋgarira ngoni dzake nokutendeka kwake kuimba yaIsraeri;
PSA.98.3	Migumo yose yapasi yakaʋona kuponesa kwaMŋari weɗu.
PSA.98.4	Pururudzai Jehova, pasi pose;
PSA.98.4	Ƌanidzirai, muimbe nomufaro, imbai nziyo dzokurumbidza.
PSA.98.5	Imbirai Jehova nziyo dzokurumbidza nembira;
PSA.98.5	Nembira, ʋuye nenzwi rokuimba.
PSA.98.6	Nehwamanda, nenzwi romumanzi
PSA.98.6	Pururudzai pamberi paMambo, Jehova.
PSA.98.7	Guŋgwa ŋgaritinhire neɀose ɀiri mukati maro;
PSA.98.7	Nenyika, naʋanogara’mo.
PSA.98.8	Nzizi ŋgadziʋucire;
PSA.98.8	Namakomo ŋgaaimbe pamŋe cete nomufaro;
PSA.98.9	Pamberi paJehova, nokuti unoʋuya kuzotoŋga pasi,
PSA.98.9	Ucatoŋga nyika ɀakarurama,
PSA.98.9	Naʋanhu nokururama.
PSA.99.1	Jehova unoɓata ʋushe; ʋanhu ŋgaʋabvunde;
PSA.99.1	Iye ugere pakati pamakerubi; nyika ŋgaizunuŋguswe.
PSA.99.2	Jehova mukuru paZioni;
PSA.99.2	Uri kumsoro‐soro kwaʋanhu ʋose.
PSA.99.3	Ŋgaʋarumbidze zita renyu guru rinotyisa;
PSA.99.3	Ndiye Mutȿene.
PSA.99.4	Simba ramambo rinoɗa ʋo kururamisa;
PSA.99.4	Imi munosimbisa kururama,
PSA.99.4	Munotoŋga muciruramisa pakati paJakobo.
PSA.99.5	Kudzai Jehova Mŋari weɗu,
PSA.99.5	Munamate pacitsiko cetsoka dzake;
PSA.99.5	Ndiye Mutȿene.
PSA.99.6	Mosesi naAroni pakati paʋaprista ʋake,
PSA.99.6	NaSamueri pakati paʋanoɗana zita rake;
PSA.99.6	Ʋakaɗana kunaJehova, iye akaʋapindura.
PSA.99.7	Wakataura naʋo ari mushoŋgwe yegore;
PSA.99.7	Ʋakaceŋgeta ɀipupuriro ɀake nomutemo waakaʋapa.
PSA.99.8	Makaʋapindura, Jehova Mŋari weɗu;
PSA.99.8	Maiʋa Mŋari waiʋakaŋganwira,
PSA.99.8	Kunyaŋge makatsiʋa ɀaʋaiita.
PSA.99.9	Kudzai Jehova Mŋari weɗu,
PSA.99.9	Namatai pagomo rake dɀene;
PSA.99.9	Nokuti Jehova Mŋari weɗu ndiye Mutȿene.
PSA.100.1	Pururudzai Jehova, imi nyika dzose.
PSA.100.2	Shumirai Jehova nomufaro;
PSA.100.2	Ʋuyai pamberi pake muciimba.
PSA.100.3	Ziʋai kuti Jehova ndiye Mŋari;
PSA.100.3	Ndiye wakatiita, tiri 
PSA.100.3	Tiri ʋanhu ʋake, namakwai anofudzwa naye.
PSA.100.4	Pindai pamasuʋo ake muciʋoŋga,
PSA.100.4	Napaʋazhe dzake mucirumbidza;
PSA.100.4	Cimuʋoŋgai, murumbidze zita rake.
PSA.100.5	Nokuti Jehova wakanaka; ŋgoni dzake dziri’po nokusiŋgaperi;
PSA.100.5	Nokutendeka kwake kumarudzi namarudzi.
PSA.101.1	Ndicaimba 
PSA.101.1	Ndimi Jehova wandicaimbira nziyo dzokurumbidza.
PSA.101.2	Ndicaita ɀose nokuŋgwara panzira yakarurama;
PSA.101.2	Haiwa, mucaʋuya kwandiri riniko?
PSA.101.2	Ndicafamba mumba maŋgu nomŋoyo wakarurama.
PSA.101.3	Handiŋgaʋaʋariri cinhu cakaipa;
PSA.101.3	Ndinoʋeŋga ɀinoitwa naʋanotsauka;
PSA.101.3	Haɀiŋgandinamatiri.
PSA.101.4	Mŋoyo wakatsauka ŋgaubve kwandiri;
PSA.101.4	Handiɗi kuziʋa ɀakaipa.
PSA.101.5	Unoitira ʋokwake makuhwa, ndicamuparadza;
PSA.101.5	Unotarira namanyawi, nounomŋoyo unoɀikudza, handiŋgaʋi nehanya naye.
PSA.101.6	Meso aŋgu acatarira ʋakatendeka panyika, kuti ʋagare neni;
PSA.101.6	Munhu unofamba nenzira yakarurama, ndiye uŋgaʋa mushumiri waŋgu.
PSA.101.7	Unonyeŋgera haaŋgagari mumba maŋgu;
PSA.101.7	Unoreʋa nhema haaŋgarambiri pamberi paŋgu.
PSA.101.8	Maŋgwanani ose ndicaparadza ʋakaipa ʋose ʋenyika;
PSA.101.8	Kuti ndipedze ʋose ʋanoita ɀakaipa paguta raJehova.
PSA.102.1	Inzwai munyeŋgetero waŋgu, Jehova,
PSA.102.1	Kucema kwaŋgu ŋgakuȿikire kwamuri.
PSA.102.2	Regai kundiʋanzira ciso cenyu pazuʋa rokutambudzika kwaŋgu;
PSA.102.2	Rerekerai nzeʋe yenyu kwandiri;
PSA.102.2	Pazuʋa rokuɗana kwaŋgu kurumidzai kundipindura.
PSA.102.3	Nokuti mazuʋa aŋgu anopera soʋutsi,
PSA.102.3	Mafupa aŋgu anotȿa secitsa.
PSA.102.4	Mŋoyo waŋgu warobga soʋuswa, wawoma;
PSA.102.4	Nokuti ndinokaŋganwa kudya ɀokudya ɀaŋgu.
PSA.102.5	Nokuɗa kwenzwi rokugomera kwaŋgu
PSA.102.5	Mafupa aŋgu anonamatira nyama yaŋgu.
PSA.102.6	Ndafanana nehukurwizi yomurenje;
PSA.102.6	Ndaʋa sezizi romumatoŋgo.
PSA.102.7	Handiʋati, ndafanana
PSA.102.7	Neshiri iri yoga pamsoro peɗeŋga reimba.
PSA.102.8	Ʋaʋeŋgi ʋaŋgu ʋanondituka zuʋa rose;
PSA.102.8	Aʋo ʋanondipeŋgera ʋanonditukisa kwaɀo.
PSA.102.9	Nokuti ndakadya maɗota seɀokudya,
PSA.102.9	Ndikaveŋganisa ɀokunwa ɀaŋgu nemisodzi.
PSA.102.10	Nokuɗa kwehasha dzenyu nokutsamŋa kwenyu;
PSA.102.10	Nokuti makandisimudza mukandirasha.
PSA.102.11	Mazuʋa aŋgu akafanana nomumvuri wareɓa;
PSA.102.11	Ndawoma soʋuswa.
PSA.102.12	Asi imi Jehova, mucaʋa’po nokusiŋgaperi;
PSA.102.12	Marudzi namarudzi acakuraŋgarirai.
PSA.102.13	Imi mucasimuka, mukanzwira Zioni ŋgoni;
PSA.102.13	Nokuti ŋguʋa yaʋa’po yokurinzwira tsitsi, ɀirokwaɀo, ŋguʋa, yakatarwa, yaȿika.
PSA.102.14	Nokuti ʋaranda ʋenyu ʋanofarira mabge aro,
PSA.102.14	Ʋanonzwira tsitsi guruʋa raro.
PSA.102.15	Naiɀoɀo ʋahedeni ʋacatya zita raJehova,
PSA.102.15	Namadzimambo ose apasi kubginya kwenyu;
PSA.102.16	Jehova ɀaakaʋaka Zioni,
PSA.102.16	Akaʋonekwa nokubginya kwake;
PSA.102.17	Akaʋa nehanya nomunyeŋgetero waʋakakumurwa,
PSA.102.17	Akasaɀidza munyeŋgetero waʋo.
PSA.102.18	Iɀi ɀicanyorerwa rudzi runozoʋuya;
PSA.102.18	Ʋanhu, ʋacazosikwa, ʋacarumbidza Jehova.
PSA.102.19	Nokuti wakatarira pasi ari panɀimbo yake tȿene yakakwirira;
PSA.102.19	Jehova wakacerekedza nyika ari kuɗeŋga;
PSA.102.20	Kuti anzwe kugomera kwomusuŋgwa;
PSA.102.20	Kuti asunuŋgure ʋana ʋorufu;
PSA.102.21	Kuti ʋanhu ʋaparidze zita raJehova paZioni,
PSA.102.21	Nokurumbidzwa kwake paJerusarema;
PSA.102.22	Kana marudzi aʋanhu aʋuŋgana,
PSA.102.22	Noʋushe 
PSA.102.23	Wakatapudza simba raŋgu panzira;
PSA.102.23	Wakafupisa mazuʋa aŋgu.
PSA.102.24	Ndakati: Mŋari waŋgu, regai kundibvisa mazuʋa aŋgu acigere kuȿika;
PSA.102.24	Makore enyu anoȿika kumarudzi namarudzi.
PSA.102.25	Makateya nyika kare‐kare;
PSA.102.25	Neɗeŋga rose iɓasa ramaʋoko enyu.
PSA.102.26	Ɀicaparara iɀo, asi imi mucagara muri’po;
PSA.102.26	Ɀirokwaɀo, iɀoɀo ɀose ɀicasakara seŋguʋo;
PSA.102.26	Mucaɀishandura secisimiro, ɀikashanduka;
PSA.102.27	Asi imi hamushanduki,
PSA.102.27	Makore enyu haaŋgaʋi nomugumo.
PSA.102.28	Ʋana ʋaʋaranda ʋenyu ʋacagara ʋari’po,
PSA.102.28	Naʋana ʋaʋo ʋacasimbiswa pamberi penyu.
PSA.103.1	Rumbidza Jehova, mŋeya waŋgu;
PSA.103.1	Ɀose ɀiri mukati maŋgu ŋgaɀirumbidze zita rake dɀene.
PSA.103.2	Rumbidza Jehova, mŋeya waŋgu,
PSA.103.2	Urege kukaŋganwa mikomborero yake;
PSA.103.3	Iye, unokaŋganwira ɀakaipa ɀako ɀose;
PSA.103.3	Unoporesa kurwara kwako kwose;
PSA.103.4	Unodzikinura ʋupenyu bgako pakuparadzwa;
PSA.103.4	Unokuisa korona yoʋunyoro neŋgoni;
PSA.103.5	Unogutisa mŋoyo wako neɀakanaka;
PSA.103.5	Kuti ʋutȿa bgako ʋuʋandudzwe segondo.
PSA.103.6	Jehova unoita ɀinhu ɀakarurama,
PSA.103.6	Nokururamisira ʋose ʋanomanikidzwa.
PSA.103.7	Wakaziʋisa Mosesi nzira dzake,
PSA.103.7	Naʋana ʋaIsraeri ɀaakaita.
PSA.103.8	Jehova unetsitsi nenyasha,
PSA.103.8	Haacimbidziki kutsamŋa, uneŋgoni zhinji.
PSA.103.9	Haaŋgarambi acirwa;
PSA.103.9	Ʋuye haaŋgarambi 
PSA.103.10	Haana‐kutiitira seɀakafanira ɀiʋi ɀeɗu,
PSA.103.10	Kana kutipa muɓairo seɀakafanira ɀakaipa ɀeɗu.
PSA.103.11	Nokuti sokukwirira kwokuɗeŋga kumsoro,
PSA.103.11	Ndiɀo ɀakaita kukura kweŋgoni dzake kunaʋanomutya.
PSA.103.12	Sokuʋa‐kure kwamabvazuʋa namaʋirira,
PSA.103.12	Saiɀoɀo wakabvisa kuɗarika kweɗu kwose kure nesu.
PSA.103.13	Sokunzwira tsitsi kwaɓaɓa ʋana ʋake,
PSA.103.13	Saiɀoɀo Jehova unonzwira tsitsi ʋanomutya.
PSA.103.14	Nokuti iye unoziʋa catakaitwa naco,
PSA.103.14	Unoraŋgarira kuti tiri guruʋa.
PSA.103.15	Kana ari munhu, mazuʋa ake akaita soʋuswa;
PSA.103.15	Seruʋa resaŋgo, iye unokura saiɀoɀo.
PSA.103.16	Nokuti mhepo inopfuʋura pamsoro paro, ʋonei raenda;
PSA.103.16	Nenɀimbo yaro haicariziʋi.
PSA.103.17	Asi ŋgoni dzaJehova dziri’po nokusiŋgaperi‐peri kunaʋanomutya,
PSA.103.17	Nokururama kwake kuʋana ʋaʋana ʋaʋo;
PSA.103.18	Kunaiʋo ʋanoceŋgeta suŋgano yake,
PSA.103.18	Nokunaʋanoraŋgarira ɀaakaraira, kuti ʋaɀiite.
PSA.103.19	Jehova wakasimbisa cigaro cake coʋushe kuɗeŋga‐ɗeŋga;
PSA.103.19	Ʋushe bgake ʋunoɓata ɀinhu ɀose.
PSA.103.20	Rumbidzai Jehova, imi ʋatumŋa ʋake;
PSA.103.20	Imi mhare dzinesimba, munoita ɀaakataura,
PSA.103.20	Muciterera inzwi reshoko rake.
PSA.103.21	Rumbidzai Jehova, imi hondo dzake dzose;
PSA.103.21	Imi ʋashumiri ʋake, ʋanoita ɀinomufadza.
PSA.103.22	Rumbidzai Jehova, imi maɓasa ake ose,
PSA.103.22	Panɀimbo dzose dzoʋumambo bgake;
PSA.103.22	Rumbidza Jehova, mŋeya waŋgu!
PSA.104.1	Rumbidza Jehova, mŋeya waŋgu!
PSA.104.1	Jehova Mŋari waŋgu, muri mukuru kwaɀo;
PSA.104.1	Makafukidzwa nokukudzwa noʋumambo.
PSA.104.2	Imi munoɀifukidza neciedza secisimiro;
PSA.104.2	Munotatamura kuɗeŋga‐ɗeŋga somuceka wetente;
PSA.104.3	Ndiye unoteya matanda edzimba dzake mumvura;
PSA.104.3	Unoita makore ŋgoro yake;
PSA.104.3	Unofamba pamsoro pamapapiro emhepo;
PSA.104.4	Unoita mhepo nhume dzake;
PSA.104.4	Nomŋoto, unopfuta, ʋashumiri ʋake;
PSA.104.5	Wakateya nheyo dzapasi;
PSA.104.5	Kuti parege kuzunuŋguswa nokusiŋgaperi,
PSA.104.6	Makapafukidza 
PSA.104.6	Mvura zhinji yakamira pamsoro pamakomo,
PSA.104.7	Makati mucituka ikatiza;
PSA.104.7	Inzwi rokutinhira kwenyu rakati ricinzwika, ikacimbidzika kuenda.
PSA.104.8	Makomo akakwira, mipata yakaɗerera;
PSA.104.9	Makaitarira muganho, kuti irege kuɗarika;
PSA.104.9	Kuti irege kudzoka kuzofukidza pasi ɀe.
PSA.104.10	Unotuma matsime mumipata;
PSA.104.10	Mvura inoyerera napakati pamakomo;
PSA.104.11	Anonwisa mhuka dzose dzesaŋgo;
PSA.104.11	Mbizi dzinopedza nyota yadzo.
PSA.104.12	Shiri dzokuɗeŋga dzinogara paari,
PSA.104.12	Dzinorira pakati pamataʋi.
PSA.104.13	Unoɗiridza makomo ari padzimba dzake;
PSA.104.13	Pasi panogutiswa neciɓereko camaɓasa enyu.
PSA.104.14	Unomeresa ʋuswa bgeɀipfuwo,
PSA.104.14	Nemiriʋo, inoɓatsira ʋanhu;
PSA.104.14	Kuti aɓuɗise ɀokudya pasi;
PSA.104.15	Newaini inofadza mŋoyo womunhu,
PSA.104.15	Namafuta anobginyisa ciso cake,
PSA.104.15	Neciŋgwa cinosimbisa mŋoyo womunhu.
