MAT.1.1	Abraham tuti Devit tanii ing Jesu Khrista ahungsuwhnii thiimziihbur. 
ACT.7.31	Mosi ing amachu amutah nache inempak ngiksa; amanche isajaeh ing amunii ing ava-neengcha Aafhuw iruur inche ariir: 
ACT.7.32	‘Ki nangpa nangfhuw ae Thangnang chuping, Abraham, Isak vokhehkho Jakop Thangnang ping.’ Amana Mosi ynchiimka isajaeh ing encheh mahsa. 
ACT.7.33	Aafhuw ing aningna ariir, ‘Nakheerkhaang kha siihra, nangiirnii maphamkha ynthiing ruwruwva. 
ACT.7.34	Ijeep na ong kamee ae ing ijachaam inempak emphachu kamuchirpa, vokhehkho enuw ing yngkhik aechu kasiipa, amatah nache enuwchu ikarnii khaenache ijuwngping. Atii nang huungla, ki ing nangchu Ijeep ting chiirkachii.’
ACT.7.35	“Achuw ing nangchu aapuh vokhehkho vajeer tunii ymbasuwva ta aeka enuw ing enrumah Mosi havichu thing ana ymbarna mi ichuwh lampa nache, aningna mansiika vaarmee ajaar inche aapuh vokhehkho aakarpeeh ynsuwhnii khaena achiirpa. 
ACT.7.36	Mosi havi inge Ijeep na, Isen chifhuwna vokhehkho paamfhuwna kum somanrii sungna ingiknii nong aajaeh vokhehkho laetho nong aajaeh mandangka enuwchu ahenruwpae.
ACT.7.37	Thangnang ing nenuw nemee sungtanii nengkhaena ki vaange ichii jaephar yngkheh hembasuwva kata taka Isrel siti ae ningna ajeerchu Mosi haviva. 
ACT.7.38	Sinai bung nache aningna chong iriirnii khaena vaarmee thohche, vokhehkho afhuw fhuwven ae thoh ynruw ing paamfhuwna Isrel siti aethoh onghakchu haviva, ama ing ynningna ipeehfhuw iringnii chongchu ympeehpa.
ACT.7.39	Inuw vakhae afhuw fhuwven aenche ama achongchu manjiinungka enchiimah khaena atakchu eningtanii ithik aeka, enuw embarungriir Ijeep tingche piaeka Aaron ningna enriir, 
ACT.7.40	‘Kenuw kemaana isipeeh vachii kengkhaena lae ruthaksii iseempeehruw; Ijeep tanii ynghenruw Mosi ningne ynchii suwhne ichii kenuw ing manghuwmah ung. 
ACT.7.41	Amanache enuw ing siirti ruthaksii yngkheh seem aeka, ama aruthaksii ningnache ipeehfhuw peeh vechi aeka enuw engkik ing enseemsah peeh nache rotharoh embasenpa. 
ACT.7.42	Chukhaenache Thangnang ing eningtanii yngheerka minvaen derna omchaap vakhae irumnii khaena abathenpae; amachuve Thangnang jaephar ae ynthiing thiimziihna ariir haviva:
ACT.7.42	‘O Isrel mee ae eengkuw,
ACT.7.42	kum sommanrii paamfhuwna nenuw ing deenkhaar thehchuwka kaningna chaatha ympeehchuw e?
ACT.7.43	Nenuw ing Molek rumniithaam vokhehkho Rephan lae ruthaksii irumnii khaena seemchuwka nenrumpa.’
ACT.7.43	Chukhaenache Babilon laar manlaen ningchuwka thurva kachuw.”
ACT.7.44	“Inuw afhuw fhuwven aeng paamfhuwna ensaarkhii rumniithaam kha omjaehna, amachuve namu havi inuwzii ing seemva nachiiva taka Mosi thohche chong aeka Aafhuw ing ariirpeeh khavaang ichiiva. 
ACT.7.45	Inuw afhuw fhuwven ae emaana Thangnang ing athur ae jaati paamna enghungruwh raenche, rumniithaamchu aandom aenche Joshua thoh ynruw ing enghenchipa. Amanche Devit ipaar ipha inche amachu omjaeh. 
ACT.7.46	Devit inche Thangnang ningsiih ajaarchu phaaka Jakop Thangnang aongnii iphanii khaenache aniihsahpa. 
ACT.7.47	Changvakonchu Solomon ing Aafhuw ongnii khaena een atupa.
ACT.7.48	Changvakonchu kik ing ynseem een isapak nache Aanchungseh Thang-nang inche jaephar ing ariirvaang ongmahsa,
ACT.7.49	‘Ki kaaruwngpham ongnii chuve thangbaen nava,
ACT.7.49	laaruw paam ichuve kakhi chuwngniiva.
ACT.7.49	Aafhuw ing ariir, ki kakhaena nenuw ing ynsaangkhe ichii een tuva nenchiiva?
ACT.7.49	Ki ing ongniiva kachiichu unakhenva?
ACT.7.50	Kakikrap ing peeh vakhae havi kaseemmah vakhang?’
ACT.7.51	“Nenriing ipir vokhehkho nenba-rungriir re nengana vinchiip nentumah ae, nenuw apha vakhaena ynthiing laethachu nenjeehniinah. Nenpa nenfhuw aeng entuvaang, nenuwkho nentunah. 
ACT.7.52	Nenuw nenpa nenfhuw aenche jaephar aechu emanangmah achuw omkhang! Ichum ynthiing Aafhuw chu juwng vaata ichii khaena maen ing aanthang mee aechu enthehpa; amanche atarae nenuw ingkho rensachuwka nenthehpa. 
ACT.7.53	Nenuw vachuw vaarmee aeng Thangnang vajeer chonghak imansir aeka nenphachu, changvakonchu nenuw ing amachu manjiimahchuw.”
ACT.7.54	Enuw ing hava chong vakhae i ensiitahna, embarungriir nache mi ichuwngvaang enthir ifhuwr ing engha iriir aeka aningna ichong embasenpa. 
ACT.7.55	Changvakonchu ama ynthiing laetha inche ataklina sipka thangbaen ting ahengentah nache, Aafhuw Jesu ing Thangnang tachangna ingiir alaar isachu muka ariir, 
ACT.7.56	“Enruw thangbaen ymmongka Mee Sapa ing Thangnang tachangna ingiirchu ki ing kamusa!” 
ACT.7.57	Changvakonchu enuw ing iruur ipirpak ing uung aethoh ynruw ing enganachu engkik ing siing aeka barungriir yngkhehpang ing aningting vataensae. 
ACT.7.58	Amana atakchu khuwruung taang basuw aeka rung ing ideeng embasenpa; amanche saarkhii om mee aenche enpeendiirchu aruming Sol ichii iler yngkheh akhi paangna ensiihpa 
ACT.7.59	vokhehkho enuw ing Stephen chu rung ing endeeng raenche ama ing athamsah, “Aafhuw Jesu, kalaetha i eeraangpeehsara achii.” 
ACT.7.60	Ama ing akheerkhuw mansinka ipirpak iruur inche ariir, “Aafhuw enuw entaklina isii icher vakhae eensiipeeh samahra.” Ama ing havi riirka thiksa.
ACT.8.1	Stephen enthehchu Sol ingkho aru. Ama inii nache Jerusalem na ong ae ruwrthiing chaap taklina inempak ijachaam suwhsa, amanache chongthang ae mahnaka, enuw engkheng Judia vokhehkho Samaria paam chaap tingche kiinongsae. 
ACT.8.2	Yndentahna ympideh mee aenche Stephen chu dim aeka, ama akhaenache inempak ijasah ae.
ACT.8.4	Atii thacha mee ae ikiinong ae inche isa chongchu apham om vakhaena siaeka entongpa. 
ACT.8.5	Philip ing Samaria khuwruung tingche jungruwhka eningna amanache Khrista isa chongchu atongpa. 
ACT.8.6	Atong chongchu mee vakhae aenche ensiitahna vokhehkho laetho chukho atuchu emutah nache, enuw vakhae ing ariirnache embarungriir empeehpa. 
ACT.8.7	Akhaechuve eningtanii ynthiingmah umlae aenche ipirpak ing uung aeka taangting suwhsae, vokhehkho enghakchaang ithiipoh mee ae amanche khibong ae vakhae chukho amansakpa. 
ACT.8.8	Amatah nache khuwruung nache rotharoh inempak emphapa.
ACT.8.9	Changvakonchu ama khuwruung nache isivasahna ingikniipak ruwriim-nii disuur asichinnii aruming Simon ichii pasar yngkheh om. Ama ataksah ing kikho mee yngkhehping ichii ing mandenka Samaria mee aechu enruw amanriim. 
ACT.8.10	Amatah nache enuw vakhae ing naepang na ing upa ipha ing embarungriir piaeka enriir, “Atak i Thangnang ruwreng ‘Iruungpak ruwreng’ enchiichu varae.” 
ACT.8.11	Ama adisuur mahae inche enuwchu apha isivasah nache enruw amanriim khaenache enuw ing aningna embarungriir iruwhdeh ing empeehva. 
ACT.8.12	Changvakonchu Philip ing Thangnang lipah, vokhehkho Jesu Khrista khaena isa chong atongchu enthacha tahnache, enuw ing pasar rupanuw kho baptais entupa. 
ACT.8.13	Simon ataksahrap ingkho thachaka baptais tuka Philip thohche anasiirche ynruw-haksae. Amana ingiknii vokhehkho ruwriimnii laetho nong isuwhchu muka ama aruw iriim.
ACT.8.14	Atii Samaria mee aeng Thangnang chongchu enripa ichii chongchu Jerusalem na ong chongthang aenche ensiitah nache, enuw ing Pitar re Johon chu envechiirpa. 
ACT.8.15	Enuw meenii inche Samaria nache vatheng aeka ynthiing laetha emphanii khaena Thangnang ting enthampeeh sahpae. 
ACT.8.16	Akhaechuve ynthiing laetha inche enuw achuw taklinakho juwngmahrisa, changvakonchu Aafhuw Jesu ruming napangche baptais entusah paetah. 
ACT.8.17	Apha ichiinache Philip re Johon inche entaklina engkik siipeeh aeka, amana enuw ing ynthiing laethachu emphasahpa.
ACT.8.18	Atii chongthang aenche engkik ensiih ajaarna ynthiing laetha amamphapae ichiichu amutahna, ama ing eningna seer piaeka ariir, 
ACT.8.19	“Ki ing achuw mee yngkheh taklina kakik siiningka, ama ing ynthiing laethachu iphanii khaenache, ruwreng havi kaningnakho ipisaruw.”
ACT.8.20	Changvakonchu Pitar ing aning-na ariir, “Nang naseerkha natakthoh longkongting ibuw ynsuwhrasii, akhaechuve Thangnang kikthuurchu nang ing seer inge ynrii aruva ichii ing namandenpa. 
ACT.8.21	Hava nongne nang nasarup changmahka ikaefhuw yntanga omah, akhaechuve nabarungriir Thangnang maana chum-mahsa. 
ACT.8.22	Chukhaenache nabarungriir isamah havi tanii nabarungriir huungla, amana ruvachii ing omnave, nabarungriir ing namanden amachu ikuhpeehnii khaena Aafhuw ting thamsara. 
ACT.8.23	Nang ikhapak kallak ing isipna vokhehkho isii icher ing yngkhumchu ki ing kamusa.” 
ACT.8.24	Simon ing Pitar re Johon ningna ariir, “Nenuw ing nenriir amachu kataklina yngkheh-pangkho asuwhniimah ing kakhaena Aafhuw ningting ithampeehsaruw.”
ACT.8.25	Enuw inche jinge ichii ing isajaeh ing saarkhii empeeh aanuwtingche, Samaria ae khuw aanemnache isa chongchu hentong aeka Jerusalem tingche hunganrisae.
ACT.8.26	Aafhuw vaarmee ing Philip ningna ariir, “Hangiir nana Jerusalem na ing Gaza ting isinii lam Irip tingse vasira.” Hava lam i paamfhuwva. 
ACT.8.27	Chutahnache ama hangiirka sisa. Amana enruw Ithiopia ynsamvasah pasar yngkheh, Ithiopia iruwngnuw Kandaki lerchii aapaanii iruung ama inche Jerusalem ting Thangnang irum isi. 
ACT.8.28	Ama ing ahunganrirae asiirgari sungnache ongka jaephar Isaia thiimbuwrchu apa. 
ACT.8.29	Ynthiing laetha inche Philip ningna ariir, “Amana siirgari kuurtingse veneeng nana sihakruw.” 
ACT.8.30	Amatah nache Philip ing aningnting vataensa, amana jaephar Isaia thiimbuwr apachu ama ing asiipa. Chukhaenache ama ing asii, “Nang ing napakha namanghuwse?”
ACT.8.31	Ama ing abasang, “Mee yngkheh ing imanchuwmah naka ynsaangkhe ki inche manghuwva kachiiva?” Amana Philip chu ama ing hangkalla onghakta taka athamsahpa. 
ACT.8.32	Ama ing ynthiing thiimziih apaniichu haviva:
ACT.8.32	“Jaochu ithehnii khaena engkivaang Aafhuw chu engkipa,
ACT.8.32	Jaoti ing amuwr engaehrae ynlaammah vaangkhe,
ACT.8.32	Aafhuw ing chongmahdeh.
ACT.8.33	Ama ynjuursahdeh inche aningna ichumchu aripeehpa,
ACT.8.33	Atak ahungsuwhnii achuw ing riirchehva takhang,
ACT.8.33	akhaechuve ama aringkumchu laaruw tanii ajeripa.”
ACT.8.34	Ynsamvasah pasar inche Philip ningna asii, “Kaningna iriirpeehra, havana jaephar ing ariir ichu achuw khaenava, ataksah khaenava chang-mahka reentaang mee yngkheh khaenava?” 
ACT.8.35	Philip ing ichong basenka, havana ynthiing thiimbuwr na inge Jesu isa chongchu atongpa. 
ACT.8.36	Enuw ing lam nache changche enghungsiraenche chii topoh om mapham enghenphapa. Amana ynsam-vasah mee inche ariir, “Enla, havane chii omna!” Kichu baptais ymmantutah nachii ynchii parden omvachiiva? 
ACT.8.37	Philip ing ariir, “Nang nabarungriir aangkheng ing thacha taniive, nang baptais itu ruvaata.” Ama ing abasang, “Jesu Khrista i Thangnang sapa chuva ichii ki ing kathachanah.”
ACT.8.38	Ama ing engongnii siirgarichu ikhaamnii khaena chong jeerka amana enuw ing jungchum aeka Philip ing atakchu baptais atupa. 
ACT.8.39	Enuw ing chiisung tanii enghungsuwh nuwtingche Philip chu Aafhuw ynthiing laetha inche aruwpa; amana insam vasah inche Philip chu athar vokheh mumahsa, changvakonchu ama inempak arotha iroh isip inche sisa. 
ACT.8.40	Changvakonchu Philip ataksah ing Azotus nache tungsing ichii amanghuwpa, amana Kesaria tingche atungmahri raentaang ama ing khuwruung vakhaena sika isa chong ahentong.
ACT.9.1	Sol ing Aafhuw aanuw ajii aechu manchiih katae vokhehkho thehkatae taka Aanchung Jaethiim ningtingche vaksa, 
ACT.9.2	vokhehkho Aafhuw Lamchu ajii ae pasar kho rupanuw kho achuw yngkhehchu tuwh ningve phuwp ae ningka Jerusalem ting ahenruwnii ae inche Damaskas meekongnii nache yndangnii khaena chongthen ipira taka aningna aniihpa.
ACT.9.3	Ama ing vasika Damaskas avepha phanache manghuw mangharu ing thangbaen tanii ireng inche atakchu arakuwrpa. 
ACT.9.4	Amatah nache atakchu ruwruwna jungbuksa, amana Sol, Sol, nang ing kichu ynchii khaena ymmanang vachii taka aningna ajeriir iruur yngkheh ama ing asiipa.
ACT.9.5	Amana Aafhuw nang achuw vachii taka asiipa. Aafhuw inche abasang, “Ki chuve nang ing ymmanangchii Jesu ping.” 
ACT.9.6	Changvakonchu nang hangiir nana khuwruung ting varuwhra, amanache nang ing tuva nachiichu naningna manthang vaata.
ACT.9.7	Ama ing asifhuw pasar aenchembe iruur chucha sii aeka mee chuve achuw tangakho emumah tahnache chongchehru aeng ngiirsae. 
ACT.9.8	Amana Sol ing laruw tanii hangiirka paamkhuw athiirtah nache yntanga muchehmahsa; chutahnache enuw ing akikna bachuw aeka Damaskas tingche enruwpa. 
ACT.9.9	Amanache inii nithum sungna ama paamkhuw mumahsa vokhehkho thaemin kho saru ing ongsa.
ACT.9.10	Damaskas nache khristen mee yngkheh aruming Anania enchii pasar yngkheh ong. Ama aruvaamna yndang inche ariir, “Anania!” Ama ing abasang, “Aafhuw, havane ki ongning.”
ACT.9.11	Aafhuw ing aningna ariir, “Hangiir nana ichiimjaeh lamkha vejiinana vasira, amana Judas eenna Tarsas tanii Sol enchii pasar yngkhehchu jongra; ama ing athamsahnah. 
ACT.9.12	Anania inche varuwhka paamkhuw amuchehnii khaena athampeehchu Pol ing ruvaamna amu.
ACT.9.13	Anania ing abasang, “Hava pasar inge Jerusalem na ynthiing namee ae taklinache isamah atuchu mee aajaeh ningtanii ki ing kasiipa.” 
ACT.9.14	Aafhuw nang ynrum mee vakhaechu isuwrnii khaena aanchung jaethiim ae ningtanii aatuarichehnii aphapa. 
ACT.9.15	Aafhuw ing aningna ariir, “Sira, reentaang mee ae, iruwng ae vokhehkho Isrel siti ae maana karumingchu amandangnii khaena ki ing amachu kaateerpa.” 
ACT.9.16	Ama ing kakhaena ijachaam inempak khaangva chiichu aningna mandang vakata.”
ACT.9.17	Anania ing vasika eensung tingche varuwhsa amana ataklinache akik siika ariir, “Kauw kanae Sol, nang ing imusah naphanii khaena vokhehkho ynthiing laetha ing nasipnii inche, nang ing lamna navasirae namu Aafhuw Jesu ingkhe ki ynvechiirva.” 
ACT.9.18	Aphachak nache amik tanii ngakoh vaang ichii topoh jungbukka paamkhuw imu achehpa. 
ACT.9.19	Amana hangiirka baptais atupa vokhehkho isahtah nakho hungpirsa. Amanache Damaskas na ong ae thoche apha topoh ongsa. 
ACT.9.20	Ama ing apha mamaangrudeh inche meekongnii apham chaap nache Jesu i Thangnang sapa chuva taka athaminchu atongpa. 
ACT.9.21	Achongchu asii vakhae mee aenche ngik aeka enriir, “Jerusalem na Jesu arum mee aechu suwrningka aanchung jaethiim ae ningting ihenruwnii khaena ithengmah vakhang!” 
ACT.9.22	Changvakonchu Sol ing manpir sehsehka, havirap iva Khrista chu taka ariirtah nache, Damaskas na ong ae Jehudi aenche enruw riimka basangcheh mahsae.
ACT.9.24	Enuw ing siim jaen khuwruung suwngkuungchu Sol ithehnii khaenache enrung jaehpa. 
ACT.9.25	Changvakonchu asebok aenche Sol chu jaenna ruw aeka polaang yngkheh nache thin aeka bang ynrong nache embabukpa.
ACT.9.26	Sol ing Jerusalem ting sika sebok aethoh yntuwhnii khaena ataksah ing amanjongsahpa, changvakonchu enuw ing atakchu sebok yngkhehva ichii thachamah aeka atakchu enchiipa. 
ACT.9.27	Changvakonchu atakchu Barnabas ing ynruwfhuwka chongthang ae buumting ahenruwpa; amana Aafhuw Jesu chu lamna ama ing ynsaangkhe amuva vokhehkho Aafhuw ing aningna chong abuwhraennii vokhehkho Jesu rumingna Damsakas nache thona isapak ing isa chong atongchu, eningna ynthiingkiir ing atongpa. 
ACT.9.28	Athar vokheh Aafhuw rumingna thona isa ing isa chong tongka Jerusalem nache hungsi vasi tuka enuw thohche ynruwhaksae. 
ACT.9.29	Ama ing grik chong ichong ae Jehudi aechu chongfhuw aeka chong ynsang ae; changvakonchu enuw ing atakchu ithehnii khaena ensir. 
ACT.9.30	Ama ensirchu auw anae aenche emanghuwtah nache atakchu Kesaria tingche ruw aeka Tarsas ting emansipa. 
ACT.9.31	Apha changlaenche Judia, Galili, vokhehkho Samaria aangkhenglaang sungna ruwrthiing chaapchu seemka idae empha; amanche enuw ing Aafhuw ichiisah nache vokhehkho ynthiing laetha ruwreng inche sisa aeka mee masing hungnem ae.
ACT.9.32	Pitar ing apham om vakhaena sika apha icha yngkhehna Lidda na ong ae Thangnang mee aechu iva-en sisa. 
ACT.9.33	Amanache aruming Aenias ichii kum iriih ipha ing ijaarniina yntorjaeh asha paangkheh ithiipoh mee yngkheh inachu ama ing aantuwhfhuw. 
ACT.9.34	Amana Pitar ing aningna ariir, “Jesu Khrista ing nangchu ymmandampa; nang hangiir nana najaarniikha seem-sara.” Aphachak nache ama hangiirsa. 
ACT.9.35	Amana Lidda na vokhehkho Sharon na ong mee vakhae inche atakchu emupa. Chutahnache enuw ing Aafhuw ningting hungruwh chirsae.
ACT.9.36	Joppa nache rupanuw aruming Tabitha enchii thacha mee yngkheh ong. (Ama aruming i Grik chongna Dorkas va amanche arutho chuve “Sakhii,” achiiniiva.) Rupanuw havi inge ympehrudeh ing atusah chuve isa nong ing vokhehkho ipeehtahna amanghuw inche isip. 
ACT.9.37	Ama inii sungnache ama nakka thiksa, amana enuw ing ahakchaangchu isuwpeh aeka chung eensungka nache emantorpa. 
ACT.9.38	Joppa chu Lidda thoh yndahpakmah vakhaka, Joppa na ong ae thacha mee aenche Pitar ing Lidda na ongna ichii ensiitah nache, enuw ing mee ynniimeh aechu eningting ivathengnii khaena enchiirpa. 
ACT.9.39	Pitar ing hangiirka enuwthoh vaksa. Ama ing avatungtah nache enuw ing chung kaatingche enruwpa. Amana muwkhuwnuw aenche chapsa aeka Dorkas ing enuwthoh engonghak laennii vokhehkho peendiir aasiipeeh aechu mandang aeka abuumna ingiir ae. 
ACT.9.40	Pitar ing enuw vakhaechu taang basuw chirka, ama ing akheerkhuwh mansinka athamsahpa; aanuwnache vaanlehka ithii hakchaangchu enka ariir, “Tabitha, nang hangsuwra.” Ama-na Tabitha inche amik ahenbarengpa vokhehkho Pitar chu amutah nache hangsuwka ongsa. 
ACT.9.41	Amana Pitar akik ing vabachuwka avemangiirpa; aanuwnache Pitar ing thacha mee vakhaechu muwkhuwnuw ae ynvae ing een aeka iring inche eningting amansirpa. 
ACT.9.42	Amana Joppa sungnache havana isuwh nong i thangka mee inempak inche Aafhuw chu entha-chapa. 
ACT.9.43	Amana Pitar ing Joppa nache shavin iseem nong atu Simon ichii pasar thohche apha iseehpak ing ongsa.
ACT.10.1	Kesaria nache Italia enchii laarchang ruwr chaama aapuh aruming Kornelius ichii pasar yngkheh ong. 
ACT.10.2	Ama ing a-eengkuw thohche Thangnang yndentahna, Thangnang achiisah, mee ningna inempak ipisahnii amanghuw vokhehkho apha vakhaena Thangnang ting athamsah mee ynsuwh. 
ACT.10.3	Apha eekuw vakhae ahungtakna aruvaam nache ama ing iseengkiir ing vaarmee ing juwngka Kornelius taka chong abuwhchu amu. 
ACT.10.4	Ama ing achiisah thoh ynruw ing enteehka ynchiiva Aafhuw taka ariir. Vaarmee inche aningna ariir, “Nang ing nathamsah vokhehkho ipeehtahnii namanghuw aangkheng Thangnang maana yndennii khaena tungsa. 
ACT.10.5	Atarae Joppa na Pitar enchii Simon amachu ivaruwnii khaena mee chiir aera. 
ACT.10.6	Atakchu shavin iseem nong atu chifhuw kuurna a-een om ama thohche onghaknae.” 
ACT.10.7	Aningna chong ariir vaarmee inche aangkaenuwna, Kornelius ing ameenae mee ynniimeh re atak rukuum atu Thangnang yndentahna icheep laarchang yngkhehchu eenka, 
ACT.10.8	eningnache iriirfhuw chong vakhae riirchirka Joppa phanii ing enuwchu achiirpae. 
ACT.10.9	Atuknuwche enuw ing lam nache hungsiaeka khuwruung envephapha nache, Pitar ing apha kuruk taangna ithamnii khaena een chungting hangkarsa. 
ACT.10.10	Amana Pitar aven ichaam ing thaemin saningka achiipa; enuw ing isahnii khaena ensir raenche ama ing ruvaamna amupa. 
ACT.10.11	Ama ing thangbaen ymmong vokhehkho iruungpak peehvaang ichii ithinnii yngkheh jungbukka arakiing manriina ynchuwka laruwna ijungbuw amu. 
ACT.10.12	Ama sungnache masing ikip, akhi manrii ipaar shava ae, laruwna yntor aeka isiae chaap vokhehkho minvaen vaati ynvae ae. 
ACT.10.13	Amana iruur yngkheh ing aningna ariir, “Hangiir, Pitar, theh ae nana sara!” 
ACT.10.14	Changvakonchu Pitar ing ariir, “Havi suwhmah dehrasii, Aafhuw! Ki utaraenkho imaang vokhehkho ynthiingmah peehchaap samahri ing.” 
ACT.10.15	Avomanii aningna ariir, “Thangnang ing amanthiing vasahchu nang ing imaangva ichii ing mandenmahra.” 
ACT.10.16	Havi jinge vathumchak asuwhnuwna, peehchu thangbaen ting ajekipa. 
ACT.10.17	Amana Pitar ing ruvaamna amansiichu ynchiiva taka ataksahna fhuwm abavae raenche enruw, Kornelius ing avechiir pasar aenche Simon ongnii eenchu siiaeka suwngkung maana ngiir aeka, 
ACT.10.18	Pitar ichii Simon tungnamo ta aeka ensii. 
ACT.10.19	Pitar ing ruvaamna amunache amanden najaehrae laetha inche aningna ariir, “Rungaera, pasar ynthummeh aeng nangchu ynjongnah ae. 
ACT.10.20	Chukhaenache nang hangiir nana jungchumra, yntanga fhuwm ynvae omru ing sira, ki ing enuw i kajechiirpae.” 
ACT.10.21	Pitar ing jungchumka eningnache ariir, “Nenuw ing nenjong meechu kiping; nenuw ynchii khaena ivatheng vachuw?”
