RUT.1.1	Senagi senagi, mirona ituari ourefeidena vene tora amegamadiri,
JHN.8.19	Ye nikaiteyadi, “Yi baba bi goini?”
JHN.8.19	Ma nikabai reyo, “Nai Baba ma na bi ya ya toto; idu ya bi na diba niyagadu vonisi, nai Baba ka diba niyaidu.”
JHN.8.20	Sei nivakena yava ideri amiye oteimagasa fore aena daiyuturi mina ago nigamo. Idu amiye yokoi yaku moi gira de reyo, adina ini meda bi okina kode dada.
JHN.8.21	Mina dada dudusa niyo, “Na bi ya ferei digida; na maina resi yi vegu no dudu ya kaya muyegedi. Nai digida sanari bi digi anua regedi.”
JHN.8.22	Ye Jew vene yaku niyadi, “Ina yaku nido, ‘Nai dina sana bi ya dina anua regedi.’ Mina resi bi iniye umuyego ba?”
JHN.8.23	Ma ina rofu niyo, “Ya bi kono egona rofu diyadi, idu na bi odoro deyaka. Ya bi mina kono tora noibanu rofu vene, idu na bi diya mina kono tora noibanu rofu. 
JHN.8.24	Mina dada ya niyaka bi yi vegu no dudu muyegedi. Adina Na bi Na, ye mina rofu mokena vari gira de aegedi vonisi, bi yi vegu no dudu muyegedi.”
JHN.8.25	Ye nikaiteyadi, “Ya bi kaere?”
JHN.8.25	Ma niyo, “Mina bi senagi ya nioteimaraka.
JHN.8.26	Na bi ya vene dada ago tau nisi yi vegu tau dada nifafana regida; idu na nifeideyo amiye bi rama, ma ini ago neideyaka mina kono tora noibanu vene rofu nioteimaida.”
JHN.8.27	Ini Baba fafau nigamo, idu diba de niyadi. 
JHN.8.28	Ye ina vene rofu niyo, “Amiye di mida moi odoro rigasa diba nigedi mina bi na ma naike nai vava dudu yokoi de reida, idu nai Baba na oteimaro kana dudu sina nida. 
JHN.8.29	Ma kaere na nifeideyo amiye bi nasa mini; na ferei tavoi de reyo, adina beika ini uka moi ada redo, mina bi toga reida.”
JHN.8.30	Makai sina niyori, amiye tau ina rofu mokena vari gira aeyadi.
JHN.8.31	Ye Iesu yaku Jew vene kaere ina rofu mokena vari gira aeyadi rofu niyo, “Nai ago moi gira rigedi vonisi, ya bi rama nai usi dina vene; 
JHN.8.32	ago rama diba nigedi ma ago rama yaku ya erufugo.”
JHN.8.33	Ma nikabai reyadi, “Una bi Abraham di tutubena vene, ma toga amiye yokoi rofu moimai rei tavoi de reyafa. Ye gokai nisa, ‘Ya erufugo’?”
JHN.8.34	Ma nikabai reyo, “Rama iniye ya nida: amiye tau gade, kaere vegu no rededi, bi vegu no di moimai rei tavoi rededi vene. 
JHN.8.35	Moimai rei tavoi redo amiye bi toga toga yavari de amego, idu mida bi toga toga minari amebigo. 
JHN.8.36	Mina dada, Mida yaku ya erufugo vonisi, bi ya erufuna iniye rego. 
JHN.8.37	Na diba ya bi Abraham di tutubena vene, idu ya na umuyegi maina rededi, adina nai ago yi uka ideri bi de. 
JHN.8.38	Beika nai Babasa veyafa bi mina ago nida, idu ya bi beika yi baba rofu neideyadi
JHN.8.39	Kamini nikabai reyadi, “Uni baba bi Abraham.”
JHN.8.39	Ma niyo, “Ya bi Abraham di mida vonisi, bi ini reremama regamo kana mina rebiyagadu. 
JHN.8.40	Idu gua na umuyegika maina rededi—ago rama Sei rofu neideyaka, mina maka bi ya rofu oteimagamaka mini. Abraham yaku makai de reyo! 
JHN.8.41	Yi baba yaku regamo mina rededi.”
JHN.8.41	Kamini niyadi, “Una bi diya mena de rema di mida mida; uni Baba yokoi maka bi Sei.”
JHN.8.42	Ma niyo, “Sei bi yi Baba vonisi, bi na rofu uka maragadu, adina na Sei rofu deyaka ma gua na mini. Naike nai vava dudu soka de reyaka, idu na nifeideyo. 
JHN.8.43	Beika resi na beika ago nida bi diba de nidedi? Mina di adina bi nai ago neidena rofu anua rededi. 
JHN.8.44	Ya bi yi baba Bodaka di mida mida, ma yi ura rededi bi yi baba di ura rena usi dibigedi. Ini adinari gutuna bi amiye umuyegamo amiye. Ina bi ago rama moi gira de rido, adina ini ideri ago rama bi koina. Ofa nigasa ini beika rei baedo tu dudu redo, iniye ini mokena nido, adina bi ofa ofa nina amiye ma ofa nina di madini. 
JHN.8.45	Idu ago rama nida dada ya na rofu mokena vari gira de aededi. 
JHN.8.46	Ya kaere na rofu vegu no yokoi baku reyo? Na bi ago rama nida vonisi, beika resi ya vene na rofu mokena vari gira de aededi? 
JHN.8.47	Kaere bi Sei di amiye bi Sei di ago neidedo; ya bi de neidededi, adina ya bi Sei di vene de dada.”
JHN.8.48	Ye Jew vene yaku nikaiteyadi, “Una rama nisifa ya bi Samaria amiye ma vima no bi yasa!”
JHN.8.49	Ma Iesu yaku nikabai reyo, “Vima no yokoi bi nasa de; nai Baba rofu moi odoro rida, idu ya bi na rofu moi odoro de ridedi. 
JHN.8.50	Idu na kaya nai roka moi odoro rina de maina reida, idu yokoi kaere yaku na moi odoro regi maina redo ma na rofu kota rego. 
JHN.8.51	Rama iniye ya nida: amiye yokoi nai ago neidesi anema yora nigo vonisi, bi toga de muyego.”
JHN.8.52	Ma nikabai reyadi, “Gua una diba vima no bi yasa! Abraham muyeyo, ma Sei di ago niyadi vene ka muyeyadi, idu ya nisa, ‘Amiye yokoi nai ago neidesi anema yora nigo vonisi, bi toga de muyego.’ 
JHN.8.53	Abraham uni baba kaere muyeyo bi tora; ye ya bi tora gade ba? Ma Sei di ago niyadi vene kaere ka muyeyadi ya bi ebu reisa ba? Ya mokeisa ya bi kaere?”
JHN.8.54	Kamini nikabai reyo, “Na kaya nai roka moi odoro rigida vonisi, bi de iniye iniye. Nai roka moi odoro rido amiye bi nai Baba, kaere bi yi Sei vo nidedi mini. 
JHN.8.55	Ya toto ina, idu na na diba ina. Na toto ina vo nigida vonisi, bi ya vene kana ofa ofa nina amiye nibiyagadu. Idu na diba ina, ma ini ago neidesi anema yora reida. 
JHN.8.56	Yi baba Abraham nai degida meda mina ne rei bogasa ada reyo. Vesi ada regamo.”
JHN.8.57	Ye niyadi, “Ya bi lagani 50 moina kode—ma Abraham veyo ba?”
JHN.8.58	Ma nikabai reyo, “Rama iniye ya nida, Abraham vata nina koderi, ‘Na bi’.”
JHN.8.59	Ye fore moisi Iesu yougika reyadi, idu iniye moi sui risi Sei nivakena yava ferei yaku diyo.
JHN.9.1	Iesu bogasa ne taufa vata niyo amiye veyo 
JHN.9.2	ma ini usi dina vene yaku nikaiteyadi, “Oteimana amiye, kaere vegu no reyo, ne taufa vata niyo dada, mina amiye ba ini nono baba?”
JHN.9.3	Ma nikabai reyo, “Diya mina amiye o ini nono baba vegu no reyadi dada, idu Sei di reremama rena ina fafau vei mama riyaganedi dada. 
JHN.9.4	Ariu bi na nifeideyo amiye di moimai rebigifa;
JHN.9.5	Na bi konori amegasa bi kono tora noibanu di vabara.”
JHN.9.6	Mina nisi konori ayaka su resi ayaka koru dudu dikina risi ne taufa amiye di nemokori dikina ifi resi 
JHN.9.7	ina rofu niyo, “Siloam koru sofukori bosi yi nemoko koite.” (Ini roka di adina bi “Nifeideyo”.) Kamini nesi ini nemoko koiteyori, bi nemoko areyadi ma vegasa dairi baeyo.
JHN.9.8	Ina atafu amededi vene ma kaere sena vegamadi bi usa usa nigamo
JHN.9.9	Bedakai yaku niyadi, “Mina bi ina maka,” idu be yaku niyadi, “Diya ina mada; ini ne uruma ina kana maka.”
JHN.9.9	Ye mina amiye iniye niyo, “Na bi mina amiye mini.”
JHN.9.10	Ma nikaiteyadi, “Gokai ida dudu yi nemoko areyadi?”
JHN.9.11	Kamini nikabai reyo, “Amiye roka Iesu yaku dikina risi nai nemoko ifi resi na rofu niyo, ‘Siloam koruri nesi koite,’ vo niyo. Ye nesi koiteyakari, nai nemoko areyadi.”
JHN.9.12	Ma nikaiteyadi, “Mina amiye bi goini?”
JHN.9.12	Ma nikabai reyo, “Na toto.”
JHN.9.13	Kamini mina sena ne taufa amiye Pharisee vene rofu afei boyadi. 
JHN.9.14	Ye Iesu yaku dikina risi ini nemoko moi buni riyo bi Sabati meda. 
JHN.9.15	Kamini Pharisee vene dudusa nikaiteyadi gokai ida dudu nene reyo. Ma niyo, “Ina yaku nai nemokori dikina dudu ifi reyo ma koiteyakari, gua nene reida mini.”
JHN.9.16	Mina dada Pharisee bedakai yaku niyadi, “Mina amiye bi Sei rofu deyo amiye de, Sabati meda di ago gira de moi gira rido dada.”
JHN.9.16	Idu bedakai yaku niyadi, “Gokai resi bi vegu no rena amiye yaku makai mokena vegu redo?” Mina dada iniye iniye gubuyo resi okuyadi.
JHN.9.17	Ye dudusa ne taufa amiye nikaiteyadi, “Mina amiye yi nemoko moi buni riyo rofu bi beika vo nisa?”
JHN.9.17	Ma niyo, “Ina bi Sei di ago nido amiye.”
JHN.9.18	Ye Jew vene bi sena ne taufa amiye nisi gua nene reyo di ago rofu mokena vari gira de aeyadi, ini nono baba raka nisi 
JHN.9.19	nikaiteyadi, “Mina bi yi mida ba? Ya nidedi bi ne taufa vata niyo, idu gokai ida dudu gua nene redo?”
JHN.9.20	Ma nikabai reyadi, “Una diba mina bi uni mida ma ne taufa vata niyo. 
JHN.9.21	Idu gua ini nemoko gokai dudu nene redo o kaere yaku ini nemoko moi buni riyo bi una toto. Nikaitefa; ina bi amiye tora niyo. Ina kaya ya nioteimaraine!” 
JHN.9.22	(Ini nono baba yaku makai niyadi, adina bi Jew vene rofu ori reyadi. Adina bi sena yo niyadi amiye yokoi yaku nigo Iesu bi Keriso vonisi, bi usa usa yava gutuna umeki rei makugedi.) 
JHN.9.23	Mina dada ini nono baba yaku niyadi, “Ina bi amiye tora niyo; ina nikaitefa.”
JHN.9.24	Ye uru remanu dudusa yaku ne taufa vata niyo amiye rofu raka nisi niyadi, “Sei di roka moi odoro ri. Una una diba mina amiye bi vegu no redo amiye.”
JHN.9.25	Ma nikabai reyo, “Na na toto ina bi vegu no redo amiye o de, idu mina maka na na diba: bi ne taufa vata niyaka ma gua nene reida.”
JHN.9.26	Ma nikaiteyadi, “Ya rofu beika reyo? Gokai dudu yi nemoko moi buni riyo?”
JHN.9.27	Ma nikabai reyo, “Na bi sena ya oteimaraka, idu de neideyadi. Beika resi dudusa neidegedi vo nidedi? Ye ya ka ini usi dina vene nigi ura rededi ba?”
JHN.9.28	Kamini ina rofu ago no nigasa niyadi, “Ya bi ini usi dina amiye, idu una bi Moses di usi dina vene. 
JHN.9.29	Una una diba Sei bi Moses rofu ago niyo, idu mina amiye bi una toto goina gutuna baeyo!”
JHN.9.30	Ma nikabai reyo, “Na bi tururu reyaka! Ya ya toto goina rofu baeyo, idu nai nemoko moi areyo. 
JHN.9.31	Una una diba Sei bi vegu no rededi vene di ago neidena de redo, idu amiye yokoi Sei nivakesi ini ura regi rego vonisi, Sei bi ini ago neidego. 
JHN.9.32	Ini adinari gutuna baeyo gua mamo kono tora noibanuri, amiye yokoi yaku ne taufa vata nina amiye moi buni riyo mina toga neidena de resifa. 
JHN.9.33	Mina amiye bi Sei rofu de deyo vonisi, bi vegu yokoi maka regi anua rego.”
JHN.9.34	Kamini nikabai reyadi, “Ya vegu no tausa vata niyo, idu una oteimagika reisa ba?” Ye ini usa usa yava rofu umeki rei makuyadi.
JHN.9.35	Iesu yaku neideyo bi umeki rei makuyadi ma baku resi nikaiteyo, “Amiye
JHN.9.36	Ma nikabai reyo, “Varika amiye, ina bi kaere? Ye ina rofu mokena vari gira aegida.”
JHN.9.37	Ma niyo, “Ya bi sena veyo, ma ina bi amiye kaere gua yasa ago nido mini.”
JHN.9.38	Ma niyo, “Varika amiye e, mokena vari gira aeda!” Ye nivakeyo.
JHN.9.39	Ma niyo, “Na kota regika mina kono tora noibanuri soka reyaka, ye kaere de vededi bi veyaganedi, ma kaere vededi vene bi ne taufa nigedi.”
JHN.9.40	Pharisee vene bedakai ina atafuri bi mina ago neidesi nikaiteyadi, “Una ka bi ne taufa nisifa vene ba?”
JHN.9.41	Ma niyo, “Ya bi ne taufa vonisi, ya bi vegu no de vene niyagadu, idu ya gua nidedi, ‘Vesifa,’ ye yi vegu no bi toga amededi.”
JHN.10.1	“Rama iniye ya nida: kaere amiye yaku mamoe di dai buru rina ida vena ideri dui de rego, idu ida yokoi rofu firu rigo, bi duma duma ma moi tavoi amiye. 
JHN.10.2	Idu ida vena dui rego amiye bi mamoe di dogo redo amiye. 
JHN.10.3	Ida vena nari rena amiye yaku ina rofu ida vena ekego. Mamoe ini goroka neidegedi ma ini roka raka nisi etofaro moi yakusi ourefeidego. 
JHN.10.4	Ini mamoe tau vakoi etofaro moi yakugasa ourei bogo ma usi digedi, ini goroka ina diba dada. 
JHN.10.5	Idu amiye idana bi usi de digedi, idu ori digedi, adina mina amiye di goroka neide mama de rededi dada.”
JHN.10.6	Iesu yaku mina mokena ago ina vene rofu niyo, idu beika nigamo bi de moiyadi.
JHN.10.7	Mina dada Iesu dudusa niyo, “Rama iniye ya nida: na bi mamoe di ida vena. 
JHN.10.8	Tau gade kaere ouresi okiyadi bi duma duma ma moi tavoi vene, mamoe yaku ini ago neidena de reyadi dada. 
JHN.10.9	Na bi ida vena. Amiye na rofu baego vonisi, bi moi vegu rigida ma bae dui resi yakusi oruma iri-iri sana baku rego. 
JHN.10.10	Duma duma redo amiye ini baedo bi duma duma resi amiye umuyesi beika baika moi no regika maka. Idu na yaku okiyaka bi vegu buni moiyaganedi—ma mina vegu buni bi tora noibanu moiyaganedi.
JHN.10.11	“Na bi mamoe dogo reida amiye buni, kaere bi ini mamoe dada muyegi nai vegu magida. 
JHN.10.12	Fore rofu moimai redo amiye bi mamoe dogo redo amiye de, mamoe di adina de. Mina dada sufa gadeva auna baebigori, bi vesi mamoe feresi ori digo. Makai regori, mina sufa di gadeva auna yaku mamoe aki resi moi urafo rego. 
JHN.10.13	Mina moimai redo amiye ori digo bi fore rofu moimai redo amiye ma mamoe mokei tora de rego dada. 
JHN.10.14	Na bi mamoe dogo reida amiye buni; nai mamoe bi na diba ma nai mamoe ka ina diba na. 
JHN.10.15	Mina kana, nai Baba ina diba na ma na diba nai Baba, ma nai mamoe dada muyegi nai vegu magida.
JHN.10.16	Ma nai mamoe bedakai bi mina dai buru rina sanari amena de rededi. Ina ka moi dui rei bogida ma nai goroka neidegedi. Ye yokoi maka nigedi ini mamoe dogo redo amiye yokoi makasa.
JHN.10.17	“Mina dada, nai Baba yaku na uka mado, adina muyegi nai vegu magida gabi dudusa moi dairigida dada. 
JHN.10.18	Amiye yokoi yaku nai vegu na rofu moina de rego, idu na kaya nai ura dudu magida. Na bi nai vava nufa muyesi dudusa moi dairigida. Mina ago gira bi nai Baba na rofu niyo ma moiyaka.”
JHN.10.19	Jew vene dudusa iniye iniye gubuyo resi utama okuyadi mina ago dada. 
JHN.10.20	Ina vene tau yaku niyadi, “Ina bi vima no nufa ma ada forovai reyo! Beika resi ini ago neidededi?”
JHN.10.21	Idu bedakai yaku niyadi, “Amiye yokoi vima no nufa bi mina kana ago nina de rego! Gokai dudu vima no yaku ne taufa amiye moi buni rigo?”
JHN.10.22	Mina medari Sei nivakena yava nimana irakuna bi Jerusalem ri ogau niyo. Bi ava di medari, 
JHN.10.23	ma Iesu bi Sei nivakena yavari Solomon di maravata ideri nana digamo. 
JHN.10.24	Ye Jew vene egogo resi dai buru risi nikaiteyadi, “Una bi ya dada mokena moigasa amei baesifa, ye goivaka medari ya yaku una nigiya? Ya bi rama Keriso ba de? Una ni mona re.”
JHN.10.25	Ma nikabai reyo, “Na bi sena ya nioteimaraka, idu ya bi na rofu mokena vari gira de aeyadi. Nai Baba di roka dudu reremama reida bi na fafau niogau rededi. 
JHN.10.26	Idu ya yaku na rofu mokena vari gira de aededi, adina ya bi diya nai mamoe dada. 
JHN.10.27	Nai mamoe bi nai goroka neidededi; na ina vene diba ma na usi didedi. 
JHN.10.28	Toga toga ameibobina vegu maida ma toga de muyegedi, ye yokoi yaku nai vana gutuna de moi yakugo. 
JHN.10.29	Nai Baba, kaere ina vene na rofu maro, di yeiva bi isivaga tora iniye ma tau gade di yeiva ebu redo.
JHN.10.30	Nai Baba nasa bi yokoi maka.”
JHN.10.31	Kamini Jew vene dudusa ugika fore moiyadi. 
JHN.10.32	Ma Iesu niyo, “Reremama buni buni nai Baba gutuna ya oteimaraka, idu goina dada fore dudu na ugi regedi?”
JHN.10.33	Ma nikabai reyadi, “Una bi mina reremama buni reyo dada fore dudu de ya ugi resifa, idu Sei di roka moi no riyo dada! Adina ya bi amiye maka, idu ya kaya moi Sei vo nisa dada!”
JHN.10.34	Ma nikabai reyo, “Yi ago girari bura reyadi bi yomakai, ‘Ya bi sei vene, vo niyaka.’
JHN.10.35	Ye Sei yaku ina vene, kaere ini ago maro, bi ina rofu bi sei vene vo niyo. Ma Sei di ago odegi anua rego. 
JHN.10.36	Nai Baba na abidi resi konori na nifeideyo. Idu niyadi, ‘Ya yaku Sei di roka moi no riyo,’ adina ‘Na bi Sei di mida,’ vo niyaka dada. 
JHN.10.37	Nai Baba di reremama de reida vonisi, bi na rofu mokena vari gira ga aefa. 
JHN.10.38	Idu mina regida ma mokena vari gira na rofu de aegedi vonisi, bi nai reremama rena maka rofu mokena vari gira aefo. Mina resi diba nigedi
JHN.10.39	Mina dada dudusa moi gira regika reyadi, idu ini vanari ori diyo.
JHN.10.40	Ye dudusa Jordan koru ugasi berou eta rofu John sena amiye babatiso regamo sanari bosi ameyo.
JHN.10.41	Ma amiye tau ina rofu baesi niyadi, “John bi mokena vegu yokoi de reyo, idu ini ago tau gade mina amiye rofu nigamo bi rama.” 
JHN.10.42	Ye mirona sanari amiye tau bi ina rofu mokena vari gira aeyadi.
JHN.11.1	Mina medari amiye yokoi roka Lazarus bi gauka reyo. Ina bi Bethany rofu amiye, Mary ma ini rasini Martha di rautu.
JHN.11.2	(Mina Mary, kaere ini tobaini Lazarus bi gauka vareyo, bi Varika amiye fafau sisika buni diga rausi resi ini ada iye dudu ini yuka moi ugaro.)
JHN.11.3	Ye uba rasini yaku ago nifeideyadi: “Varika amiye, yi ura reisa amiye bi gauka reyo.”
JHN.11.4	Ma mina neidesi niyo, “Mina gauka dudu de muyego; bi Sei di vabara moi ogau rigi, ye makai dudu ka Sei di mida ini roka moi odoro rigo.”
JHN.11.5	Ye Iesu yaku Martha ma ini rasini ma Lazarus uka magamo. 
JHN.11.6	Mina resi Lazarus bi gauka varegamo mina neidesi amegamo sanari meda remanu besa ameyo. 
JHN.11.7	Resi ini usi dina vene rofu niyo, “Judea rofu dairi nenadi.”
JHN.11.8	Ma niyadi, “Oteimana amiye, Jew vene yaku ruika fore dudu ya ugika reyadi; ma ya mironari dairisi negika reisa ba?”
JHN.11.9	Ma nikabai reyo, “Meda nemoko 12 bi meda yokoi ari vabara ba ide? Kaere ariu dibo redo amiye bi abouna de rego, adina mina kono tora noibanu di vabara vedo dada. 
JHN.11.10	Idu amiye yokoi bi urusari dibo rego vonisi, bi abougo, adina inasa vabara koina.” 
JHN.11.11	Mina niyo usi ka niyo, “Uni dubuini Lazarus bi raudai resi varedo, idu na yaku mironari bosi moi edadigida.”
JHN.11.12	Mina dada nikabai reyadi, “Varika amiye, varedo vonisi, buni nigo.”
JHN.11.13	Idu bi Lazarus muyeyo dada nigamo, adina ina vene yaku mokeyadi bi neota varedo mina niyo. 
JHN.11.14	Mina dada ni mona resi niyo, “Lazarus bi muyeyo, 
JHN.11.15	ma ya vene dada na bi ada reida na bi mironari de, mina ye mokena vari gira aeyaganedi. Ye ina rofu nenadi.”
JHN.11.16	Ye Thomas (Kakafasina
JHN.11.17	Iesu okisi neideyo Lazarus bi sena guri aeyadi meda 4 niyo. 
JHN.11.18	Bethany bi Jerusalem atafu; ini maike bi kilometre regode kana.
JHN.11.19	Jew vene tau Martha ma Mary ini tobaiyaka muyena uka moi amuta regika okiyadi.
JHN.11.20	Ye Martha yaku Iesu baeyo neidesi yakusi baku regika neyo, idu Mary bi yavari ameyo. 
JHN.11.21	Ye Martha niyo, “Varika amiye e, ya minari ameyagadu vonisi, nai tobaini bi muyena de reyagadu! 
JHN.11.22	Idu gua na na ka diba beika Sei rofu usa nigiya bi ya mago.”
JHN.11.23	Ma niyo, “Yi tobaini bi dudusa dadi rae rego.”
JHN.11.24	Ye nikabai reyo, “Na na diba mina ari bae koina nigo dadi rae rena medari bi dudusa dadi rae rego.”
JHN.11.25	Ma niyo, “Na bi dadi rae rena ma vegu ameibobina. Kaere amiye na rofu mokena vari gira aego, bi muyego, idu vegu amebigo; 
JHN.11.26	ma amiye tau gade amegasa na rofu mokena vari gira aegedi, bi toga de muyegedi. Mina rofu mokena vari gira aesa ba ide?”
JHN.11.27	Ma niyo, “Yo, Varika amiye; ya bi Keriso, Sei di mida, kaere bi konori dego, mina rofu mokena vari gira aeda.”
JHN.11.28	Martha makai niyo, usi dairi nesi ini rasini Mary raka nisi sui dudu niyo, “Oteimana amiye bi mini; ma ya nikaitegasa nido.” 
JHN.11.29	Ma mina neideyori, evade maka dadisi ina rofu neyo. 
JHN.11.30	(Iesu bi rautu dui rena kode, idu Martha ya baku reyo sanari toga amegamo.) 
JHN.11.31	Jew vene kaere yava ideri Mary di uka moi amuta regamadi, bi gokai evade maka dadisi yaku neyo, mina vegasa bi usi neyadi, adina mokeyadi
JHN.11.32	Ye Mary yaku Iesu ameyo sanari nesi vegasa ini yuka adinari raudai resi niyo, “Varika amiye e, ya minari ameyagadu vonisi, nai tobaini bi de muyeyagadu!”
JHN.11.33	Ye ini isaka isaka niyo ma Jew vene kaere inasa deyadi ka isaka nigamadi, mina vegasa bi ini uka ideri vima yaku maruo resi esika resi 
JHN.11.34	nikaiteyo, “Goinari aeyadi?”
JHN.11.34	Ma nikabai reyadi, “Varika amiye e, baesi ve.”
JHN.11.35	Ye isaka niyo. 
JHN.11.36	Ma Jew vene yaku niyadi, “Va vefa gokai ina uka maro!”
JHN.11.37	Idu bedakai yaku niyadi, “Ina yaku ne taufa amiye di ne moi areyo, idu mina amiye di muyena ka kebi rigi anua reyo ba?”
JHN.11.38	Ye Iesu dudusa ini uka ideri vima maruo resi guri sanari bae okiyo. Mina bi avana; ini ida vena bi fore dudu biri riyadi. 
JHN.11.39	Kamini niyo, “Mina fore moi etagae rifa.”
JHN.11.39	Ma Martha, muyena amiye di tobaini, yaku niyo, “Idu Varika amiye, mina kana medari bi sau no iniye, ini muyena bi meda 4 koina niyo dada!”
JHN.11.40	Ma niyo, “Na sena ya niyaka mokena vari gira aeyagadu vonisi, bi Sei di vabara veyaidu.” 
JHN.11.41	Ye
JHN.11.42	Na na diba ya toga na neideisa, idu minari are rededi vene di buni dada nida, ye ya yaku na nifeideyo mina rofu mokena vari gira aegedi.” 
JHN.11.43	Makai nisi goroka tora dudu raka niyo, “Lazarus, yaku bae!” 
JHN.11.44	Muyeyo amiye yaku baeyo; ini vana ma yuka bi varuka yaku tete risi ini ne uruma bi muyena sogona yaku fafa riyadi. Ma Iesu yaku ina vene rofu niyo, “Ini roaitari sogona bi youne mafo kumo diyaine.”
