MAT.1.1	Ибрагьимни наслусундан тувгъан Давутну наслусундан болгъан Исаны тайпа тухуму.
ACT.8.36	– Къара чы, мунда сув да бар. Сувгъа чомдуртуп, магъа оьзюмню Аллагьгъа тапшуртмагъа дагъы башгъа не тарыкъ? – деп сорай. [ 
ACT.8.37	]
ACT.8.38	Эфиоп арбаны токътатмагъа буюра. Филип ва эфиоп сувгъа гирелер. Филип, ону сувгъа чомуп, Аллагьгъа тапшура. 
ACT.8.39	Олар сувдан чыкъгъанда, Раббибизни Ругьу бирден Филипни о ерден алып гете. Эфиоп ону дагъы гёрмей. Оьзю буса сююне туруп барагъан ёлун узата
ACT.8.40	Филип сонг Азотда гёрюне. Къайсариягъа гелгинче, юртдан юртгъа барып, Сююнч Хабарны билдире.
ACT.9.1	Савул буса алда йимик, Раббибизни якъчыларына къоркъув берип тура, оланы оьлтюрмеге сюе. О дин къуллукъчуланы башчысыны янына барып, 
ACT.9.2	Шам деген шагьардагъы синагоглагъа кагъызлар язмакъны тилей. Бу кагъызлар Савулгъа Шамда, Исаны ёлунда юрюйгенлени тапса, эргиши яда къатынгиши буса да, оланы тутуп, байлап, Ерусалимге гелтирмеге ихтияр бере болгъан. 
ACT.9.3	Савул Шамгъа ювукълашып барагъанда, огъар бирден кёкден тюшюп гелеген бир шавла гёрюне. 
ACT.9.4	Савул ерге йыгъыла ва:
ACT.9.4	– Савул, Савул! Мени не учун гьызарлайсан? – дейген сесни эшите.
ACT.9.5	– Я Рабби, Сен кимсен? – деп сорай Савул.
ACT.9.5	– Сен гьызарлайгъан Исаман. 
ACT.9.6	Гьали буса тур, шагьаргъа бар, сен не этме герек болажагъы сагъа онда айтылажакъ, – дей Иса.
ACT.9.7	Савулну ёлдашлары тили тутулгъандай болуп токътайлар. Олар тавушну эшитсе де, биревню де гёрмейлер. 
ACT.9.8	Савул ерден гётерилгенде, гёзлерин ачып къарай, амма бир зат да гёрмей. Ёлдашлары, ону къолундан тутуп, Шамгъа гелтирелер. 
ACT.9.9	Уьч гюнню узагъында ону гёзлери гёрмей, о бир зат да ашамай ва ичмей.
ACT.9.10	Шамда Исаны Гьанания деген бир якъчысы болгъан. Раббибиз огъар бир гьайран гёрюнюшде:
ACT.9.10	– Гьанания! – дей.
ACT.9.10	– Мунаман, Раббим, – деп жавап бере о.
ACT.9.11	– Тур, Тувра деген орамгъа бар. Ягьуданы уьюнде Савул деген Тарс шагьарлы биревню ахтар. О гьали онда дуа этип тура. 
ACT.9.12	Савул гьайран гёрюнюшде, Гьанания деген бир адам янына гелип, янгыдан гёреген болсун деп, оьзюне къолларын салгъанын гёрдю, – дей Раббибиз огъар.
ACT.9.13	– Раббим, мен бу адамны гьакъында кёп эшитгенмен. Ерусалимде Сени халкъынга о этген зулмуланы да эшитгенмен. 
ACT.9.14	Мунда буса о, Сагъа сужда этегенлени барын да тутмакъ учун, баш дин къуллукъчулардан гьакимлик булан гелген, – дей Гьанания.
ACT.9.15	Амма Раббибиз огъар:
ACT.9.15	– Бар! О адам, ят халкъланы, оланы пачаларыны, Исрайылны халкъыны алдында Мени атымны белгили этмек учун Мен сайлагъан къуллукъчудур. 
ACT.9.16	Мен саялы нечакъы азап чекмеге тюшежегин огъар Оьзюм гёрсетежекмен, – дей.
ACT.9.17	Гьанания гетип, шо уьйге гире. О Савулну уьстюне къолларын салып:
ACT.9.17	– Савул, къардашым, гелеген ёлунгда сагъа гёрюнген Раббибиз Иса, сен янгыдан гёреген болсун ва сен Аллагьны Ругьундан толсун деп, мени йиберди, – дей.
