GEN.1.1	Co'na' ñaqai chita'gue ỹo'uet ná'ogue ñi qota'olec, ca 'au ỹo'uet na piguim chaqai na 'laua. 
2CO.8.17	Ma' so'maxare ỹaatqajam icoñi'chiguit dá'maq ỹaqataxac, chaqai so'maxare ỹaatqajam 'ue da 'neeta caqamiri, ca' nagui, ca chi nanoiquentac quepegueto qamiri.
2CO.8.18	Liỹaatac nqaishinaq so Tito na 'óna qarqaỹa ná'maq no'uen da na'qaataxac quená'ogue na qarqaỹaripi queda no'uen lo'ueenataxanaxac queda na'qaatec chicqaugui da nca'laxa. 
2CO.8.19	Qam mesqaidaata dajo, ma' qai'neeta ná'maq qarqaỹaripi nca'au'a da'maxare quiyim qariỹaatac. Ca' qarotauan queda qarotaanaxanaxac quiyim semaqachinqatac so qara'gaxala' chaqai quiyim sichoxotaq dá'maq na'ñaaqataxaguii qamiri. 
2CO.8.20	Ma' sahoqotaque quiyim qaica ca qana'qaataxac se no'uen caná'maq llapoonqatac notaanaxanqate. 
2CO.8.21	Ma' qomi' sahoqotaque quiyim no'uen ca qana'qaataxac quedá'maq so'ueetaq, mesqaiñiita quiñí'maq qara'gaxala', qam qai'neeta quena qomyipi.
2CO.8.22	Ca' quedajo, ca' 'ue na liỹa qarqaỹa selaraq, quená'maq re'qoota da 'neeta, paguec nagui quiyim noquiiguec da 'neeta da lotaanaxanaxac caqamiri, ca pe'e'tegue. 
2CO.8.23	No'm 'ue ca renataxan queso Tito, ca 'ñiỹaco' quiyim ỹo'ueenataxanaxaua, qareuocqoteguelgoto qamiri; chaqai no'm 'ue ca renataxanque naua liỹa', ca 'ñiỹaco' quiyim qailate' quena qarqaỹaripi, chaqai imaqachinsac so Cristo. 
2CO.8.24	Ca vichiguiño', qaiyi ỹa'yiinchigui na qarqaỹaripi, ca' qamiri re'qoota nqai'ñii da re'xorenataxanaxahi quenaua'maxare, ca' ỹaatqajam 'chichiguiñi quiyim sa'maxarenqate' qamiri.
2CO.9.1	Qam da 'neeta ana notaanaxanqate quena' qailata ná'maq mashic icoñiguit da na'qaatec, ỹaatqajam se ipacaque shiriñi caqamiri. 
2CO.9.2	Ma' mashic sa'den quiyim 'maxaraic da 'ñiitari'. Ca' 'ue da ñitoonaxac quena' sa'xat dajo quena Macedonia laseripi quiyim qamiri ñiỹa'ñi na Acaya ỹaatqajam shi'gue ra'maxaitañi quiyim taanaxañii queso liỹa ñaaxa. Ca sham ná'ogue na na'ñi na Macedonia huatau'a dá'maq 'ñiitari' qamiri quiyim rotaanaxan. 
2CO.9.3	Ca vichiguiño' selate' naua qarqaỹa', qaiyi ỹaatqajam ipaquichigui dá'maq no'uen shinac caqamiri quedajo, qaiyi re'qoota quiyim ỹaatqajam na'maxachitañi quedá'maq shinac. 
2CO.9.4	'Ase' no'm 'ue ca ỹiỹa quena na'ñi na Macedonia, ca ỹoviralgoto qamiri quiyim se na'maxachitañi. Ca' 'ue ca qarayiloxo ma'le mashic shi'gue semaqachinqata'pe qamiri. Qam se sa'xataq cá'maq chi rayiloxohi queta'le qamiri. 
2CO.9.5	Ca' chaqaida dá'maq 'em quiyim ñi'xoresenqa'toto naua qarqaỹa' quiyim 'au quepegueto qamiri, ca' ỹotauane' qamiri quiyim nalogoñi acá'maq shi'gue 'ñiỹac lapooñitañi. Qaiyi acá'maq rapooñicshii ỹa'maqatañi, qaiyi re'qoota nqai'ñii cá'maq rqouagaxahi, qam mesqai quiyim qomi' qarque'guenataxanaxac caqamiri.
2CO.9.6	Ca' qamiri no'viñita'gue dajo: quiyim cá'maq sqalo ca ỹanñi, qai'neeta sqalo ca naqat; qam cá'maq 'xoic ca ỹanñi, qai'neeta 'xoic ca naqat. 
2CO.9.7	Ca 'óna ỹaan cá'maq nalootau'a viichigui añi le'taxanata; sqaica ca huapigui lauel, loqo'm chi nque'guenataxanaxac. Ma' ñi qota'a nqo'ta cá'maq huaquichiguiñi quiyim ramiaxan. 
2CO.9.8	Ñi'maxare ishit ỹaanema qamiri ná'ogue nanchaqaina ỹaleque'ejta' lqouagaxanaxat, qaiyi qaica ca viñitaque quenanchaqaina roviñiguii; chaqai paguec, qaiyi shichii taanaxañii quecanchaqaica 'maxaraic no'ueenataxanaxac. 
2CO.9.9	Ma' naua naneresañi la'qaatqa ñi qota'a ỹa'xate' ca huagaxaraic qom, 'neetasa':
2CO.9.9	Ỹachit na 'xoraiquipi,
2CO.9.9	ca dá'maq no'uen lo'ueenataxanaxac no'ueenaugui na'maxare.
2CO.9.10	Ñi qota'a, ma' ỹaan aca nanecse ala quiyim qoỹanñi, chaqai ca na'ic quiyim qaỹa'ic, ca ỹaanema qamiri ná'ogue nanchaqaina quiyim ñiiñi, chaqai quiyim ñaxat nqai'en ca qadañicshiguii, ca ỹovira'a quiyim 'xoic aca la nqai'en, qaiyi ma' qanaqat, ca 'xoic nqai'en ca lo'yaxanec no'ueenataxanaxac chicqochigui. 
2CO.9.11	Qaiyi ma'le, ca' ỹaleque'ejta' nanchaqaina 'ue caqamiri, ma' qamiri nesallaxanqa. Ma' 'ue ca rachitaxanataxanaxachii lari'ueguelo qomi', ca' ỹo'uet quiyim yi qarqaỹaripi ỹaanshiguim da na'aachic quiñi qota'a. 
2CO.9.12	Ma' quiyim saanaq anajo rotaanaxanqachii quena qarqaỹaripi, sqai saanqaem quiyim qaidaata 'ue ca louenaxanaxa. Qam qai'neeta so'ueetaq dajo, qaiyi yi qarqaỹaripi ỹaanshiguim da na'aachic quiñi qota'a. 
2CO.9.13	Ca yaua'maxare imaqachine' ma'le ñi qota'a, ma' quedajo rotaanaxanaxaguii, ca re'oq quiyim na'xaỹaxañii'ta da na'qaatec ỹa'xat so Cristo. Chaqai qai'neete' yaua'maxare imaqachine' ma'le ñi qota'a queda rqouagaxahi quiyi'maxare chaqai quená'ogue. 
2CO.9.14	Ca yi'maxare, ca nqouagaxaintalgoto qamiri ma'le, ma' 'xoic da lauochaxa ma'le caqamiri queda rqouagaxahi re'oq chicqo'ot ñi qota'a. 
2CO.9.15	Ca' ¡qomi' saanqot da qana'aachic ñi qota'a, ma' ñi'maxare 'xoic lecaic dá'maq qana'aachicyaxac qomi', ca' da'maxare se seshitaq sa'xataq cá'maq 'neeta da'maxare!
2CO.10.1	Aỹim Pablo, ñi'xoresentouguilo qamiri, sahote'e da neneequesenaxac chaqai da lqouagaxa so Cristo. Qohinaco' quen quiyim aỹim neneequesenaxai quena' salequetauguilo qamiri, qam ỹaatqajam quesaxañi naua ỹa'qaatqa quena' qoỹoqo'ta aỹim. 
2CO.10.2	Hua', qam ñi'xoresentouguilo qamiri nagui quiyim ma' sovitalo qamiri, totaxan 'viichiỹo' quiyim 'ue ca se sa'maxata'gue caqamiri quená'maq 'ue na inaqateguelgoto qomi' quená'maq chi lo'ueenataxanaxac na qom. Ca' ỹim ỹaatqajam sahotaque seloqoguita ma'le caua'maxare. 
2CO.10.3	Llic ma' qom qomi', qam se seloquiaqatac shinqajam na chaqai qom huelec na 'laua. 
2CO.10.4	Ma' nauá'maq qaro'goxonqate' sqai huerelec najo 'laua, ma' hueetagui da lquesaxanaxa ñi qota'a quiyim iuagaxatac canchaqaica nquesaxanaxa. 
2CO.10.5	Vichiguiño' qomi' seuagaxatqac ná'ogue nanchaqaina nasauaxaseteripi chaqai canchaqaica maqajnaxac quiyim ỹahotaque se qaỹa'den ñi qota'a. Chaqai ná'ogue ná'maq chi la'deenataxanaxac na qom saanqot so Cristo, qaiyi qana'xaỹaxana so'maxare. 
2CO.10.6	Chaqai qomi' sahoqotaque souaxanaq ná'ogue na se na'xaỹaxan, quiyima' ỹovita quiyim qamiri na'xaỹaxañita.
2CO.10.7	Qamiri ra'iitapigui na chaqai qom. Ca no'm 'ue ca 'neetapega ỹaatqajam queeta'pegue' so Cristo, ca qai'neeta retanta quiyim qomi' qai'neeta qolqata'pegue' so Cristo. 
2CO.10.8	Ma' ỹim 'eco' cocho'qui' 'ue da ipagaxallic quedá'maq lquesaxanaxa da qaro'ueenataxanaxac, qam qaica ca ñayiloxontaque, ma' só'maq qara'gaxala' nañaanoxorom, qaiyi 'ue ca qachaxataxaguii qamiri quená'maq se re'xogui, qam se sahoqotaque quiyim seuagaxatqa'pe qamiri. 
2CO.10.9	Se yqo'ta quiyim 'ec sqo'ỹoqochiteta'pe qamiri quiyim sahota'ahi naua ilaata. 
2CO.10.10	Ma' qohinaco' quen quiyim naua ỹerecse ilaata se nesatete' chaqai 'xoic da lquesaxanqa', qam quiyim aỹim salequetauo, ca se squesaxan chaqai da itaxaỹaxac sqaica nqo'ta. 
2CO.10.11	Qam cá'maq 'naac dajo, qai'neeta ỹa'den quiyim quedá'maq shinqatari' quenaua qara'qaatqa quena' sahoqai ana qarelaata quiyim qoỹore'talo qomi', chaqaida shinqata ma' 'ue ca so'ueetaq ma' salecqatauguilo qamiri.
2CO.10.12	Ma' qomi' se sahoqotaque quiyim shinqajam malam, loqo'm quiyim ñaloqojnaxaguit ca nachaalataxac ca qom no'uen ca ỹa'xatetac, qam chi na'xateteguelta'. Ma' dajo chi lo'maxac ca'maxare, ma' chi neguemaxateteguelta' chaqai quiñi 'óna chi naloqojonta'piguit da nachaalataxac ca liỹa. 
2CO.10.13	Ma' qomi' se sahoqotaque ñapacqalec cá'maq qomi' qoỹaanema, ma' ñi qota'a ñí'maq itan cá'maq lqodoc cá'maq qaro'ueenataxanqa'. Ma' chaqaiñi ñí'maq ỹo'uet quiyim ñovirqa'alo qamiri quena Corinto. 
2CO.10.14	Ca vichiguiño' se ñapacqalgoto naua lqodoco dá'maq qanañaanoxorom qaro'ueenataxanaxac. Ñapacqateguelgoto naua lqodoco da qaro'ueenataxanaxac quetaxan sqai shi'co' ñovirqa'talo qamiri. Qam qomi' nauá'maq 'au sovitaxalo qamiri na'le quiyim sa'xataq dá'maq na'qaatec na'qaataxac so Cristo. 
2CO.10.15	Chaqai se spa'axalec cá'maq shi'gue lo'ueenatec ca liỹa qom quiyim 'ec qaralamaxat. Ta'ta'a quiyim sahoqotaque nqo'neuec ca rpi'ỹaxaguii, ca nqo'neuec ca qaro'ueenataxanaxac caqamiri. Qam se ñapacqalec cá'maq lqodoc ná'maq qaro'ueenataxanqa'. 
2CO.10.16	Ca ma' ime, ca sahoqotaque ñqo'naxe'ogalo naua qoỹoqote'ogalo 'lauari quena ñiita'ñi, ca sa'xataq da na'qaatec chicqaugui da nca'laxa quená'maq paguec qoỹoqote'oga caqamiri, qam se sahoqotaque spa'axalec ca lo'ueenatec ca liỹa qom.
2CO.10.17	Ca no'm 'ue ca ỹahotaque nemaqajan, ca 'maxaraic nemaqajanlec so qara'gaxala'. 
2CO.10.18	Ma' cá'maq qom quiyim qaỹa'maxarenta, qam mesqaica ca chi na'xateteguelta'; ta'ta'a cá'maq qaimaqachin quiñí'maq qara'gaxala'.
2CO.11.1	¡Saxanchi' shichii quet quiyim cocho'qui' na'ñaxachiiguit da 'ec ñiualoxonqaishic! Quecanchaqai 'neeta, qam na'ñaxachiiguit aỹim. 
2CO.11.2	Ma' ỹim 'eco' 'ue da ico'ualaxanaxac caqamiri, qam dajo ico'ualaxanaxac ỹaatqajam chicqo'ot ñi qota'a. Ma' ỹim sahotaque so'naxanguita qamiri so Cristo, chaqai sahotaque sauegueu'alo qamiri so'maxare, 'nejem aca nequetegaxai se ỹauanapega 'on, ỹalamqa'chiguit ca loua. 
2CO.11.3	Qam quedá'maq 'ne'teco' na'le da lco'ỹaxaric so nanaic na' ỹachiguiñi aso Eva, ca 'eco' 'ue da ỹoqolonaxa ma' sqoue quiyim 'ue ca ỹachi'iñi qamiri qai'neeta. Ca ỹashaxanec da ra'deenataxanaxaguii, ca ỹoỹoote'ogalo qamiri quiyim sqai viilec so Cristo. 
2CO.11.4	Ma' qamiri ỹaatqajam na'ñaxachiiguit ná'maq ỹoviretape'ogalo qamiri ỹa'xatetac ca liỹa Jesús sqai 'nejem só'maq sa'xatqatac qomi', chaqai livillii'chiguit só'maq ỹoqa'a espíritu quesó'maq shi'gue coñiguit, chaqai da na'qaatec ỹoqa'a quedá'maq na'qaatec chicqaugui da nca'laxa shi'gue 'xaitapega. 
2CO.11.5	Ma' peeta'a se ỹapaquerauec caỹim ná'maq quiita'pegue' ná'maq 'naac napacalec na lelaatqaipi so Jesús. 
2CO.11.6	'Eno'm quedá'maq itaxaỹaxac sqailligueme' yalogoñi, qam mesqai quedá'maq ỹa'deenataxanaxac. Ca' dajo ỹaatqajam sichoxotqa'tema qamiri quená'ogue ná'maq so'ueetaq.
2CO.11.7	¿Loqo'm se ỹa'maxañi da shine'tegue na'le caqamiri na' sqaca nqaishin aca laseuete na' sa'xatetac caqamiri da na'qaatec chicqaugui da nca'laxa, ñineequesen sa'nquira, qaiyi ñanochishiguim qamiri? 
2CO.11.8	Ca' ỹim 'ec souootaxana'gue ana lam ná'maq liỹaripi shi'gue icoñiguit da na'qaatec na' secoñiguit aca ñishiuete, ca' souen na' sentauguilo qamiri. 
2CO.11.9	Chaqai na' 'ue ca ỹouenaxanaxa na' sentauguilo qamiri, qam sqaica ca so'taxatetac caqamiri. Ma' saua qarqaỹa' chigoqtegue da Macedonia nañaane' cá'maq souentaque. Qam 'ue da itelaxa quiyim 'ue ca so'taxatetac caqamiri. Ca' se neme chaqaida shintari'. 
2CO.11.10	Ỹaatqajam se'taxachichiguiñi quedá'maq shintari', quiyim sa'den dá'maq lliqueta chicqo'ot so Cristo, chaqai qai'neeta sa'den quiyim qaica ca ishit naqat da chicqochigui da ñitoonaxac quená'ogue na neetalec na 'laua Acaya. 
2CO.11.11	¿Chi'neco' ma' shi'ntegue dajo da ỹa'qaatec? ¿Loqo'm dá'maq quiyim se yqo'talo qamiri? Ñi qota'a ỹa'deenta quiyim ỹaatqajam yqo'talo qamiri.
2CO.11.12	Qam ỹim shiquetalec quiyim qaidaata dá'maq shintari' queda so'ueetetac, qaiyi qaica ca lligo ná'maq chi ỹahotaque cá'maq chicqochigui quiyim 'ue ca netoonaxac, 'nejme' qomi'. 
2CO.11.13	Qam mese nelaatqa queso Jesús, qam chi rayinaxanta'pe, no'ueetesagui quiyim 'ec lelaatqa so Cristo. 
2CO.11.14	Qam quedajo qaica ca qara'laaque, ma' so na'ỹaapec qai'neeta no'viichigui ca no'ueenataxac ca 'ec lelaatec ñi qota'a chicqashiguim, 'ue na lauaq. 
2CO.11.15	Ca vichiguiño' se qara'la'a quiyim ná'maq lelaatqaipi so'maxare chi ỹadenaxachichigui quiyim 'ec lo'yaxanec ca ỹo'ueetetac. Qam cá'maq nouaxanaxaset ma'le na'maxare qaipacqajanchigui ma'le ná'ogue ná'maq ỹo'ueetec.
2CO.11.16	Ca lotqai liỹa shinac: quiyim qaica ca 'neetapega ỹim hualoxonaq. Qam no'm chaqaida hueetapigui qavillii, qam yayaxañiỹac quiyim setaqa, shintari' meca hualoxonaq, qaiyi aỹim qai'neeta cocho'qui' 'ec 'ue da ñimaqajnaxac. 
2CO.11.17	Sa'xatetac dajo, qam se qailarilec queso qara'gaxala'. Ta'ta'a quiyim 'ec ỹim hualoxonaq, qam dajo taỹaugui quiyim ñimaqajan. 
2CO.11.18	Ma' mashic 'xoic ná'maq nemaqajanteguelec ná'maq hueetalec najo 'laua, ca' ỹim qai'neeta ñimaqajan. 
2CO.11.19	Ma' 'neetapigui qavillii ỹaatqajam qamiri 'deenaxanqachaqaqa, ca na'ñaxachiiguit ná'maq hualoxonyipi. 
2CO.11.20	Ma' qamiri na'ñaxachiiguit ná'maq ỹo'uet quiyim qamiri lelaatqa, loqo'm que'eetapiguilo qamiri, chaqai 'ec qamiri lalamaxarete', chaqai qaica ca ỹauaapigui qamiri, chaqai ỹouaxantapiguilo naua rashigori. 
2CO.11.21	'Eno'm 'ue da ỹayiloxo quiyim sa'xat dajo, qam ¡qaica ca qarquesaxanaxa quiyim shinqa'teguelo qamiri dajo!
2CO.11.21	Qam quecá'maq liỹa quiyim ishit ỹo'uet, ca' ỹim liỹa, 'eno'm quedá'maq ỹa'qaatec 'ec hualoxonqaishic. 
2CO.11.22	¿Na'maxare peeta'a hebreo laseripi? Ỹim liỹa. ¿Na'maxare chicqaugui so llaalqaipi so Israel? Ỹim qai'neeta. ¿Na'maxare lauaripi so Abraham? Ỹim qai'neeta. 
2CO.11.23	¿Na'maxare peeta'a lelaatqaipi so Cristo? Qam ỹim sapacauec quena'maxare, 'eno'm 'ec ỹim hualoxonaq quiyim shinac dajo. Ma' paguec da ỹo'ueenataxanaxac quena'maxare, paguec da ñouaxanaxac quena'maxare, chaqai paguec da ñcoñiitaxac, chaqai 'xoic seuetaugui da lichic da nelauaxa. 
2CO.11.24	Chaqai cinco qaỹa'ue da ñouaxanaxac quena judío laseripi quiyim ỹovi' treinta y nueve qayalashin. 
2CO.11.25	Chaqai tres qayouaxantac, qaỹahote'e ỹo'o qo'paq, chaqai 'óna qayinaqatac quena qa', chaqai tres iyinñi aca ñoqotetau'a qom lahi' huaxaỹaqse, chaqai 'óna na' seuetañigui aso huaaxai late'ogue', 'óna na'xa'a chaqai 'óna pe. 
2CO.11.26	Chaqai 'xoic na ỹouoxoc, ca' seuana na lichic ana lachiugue, chaqai lichic na cuataxairipi, chaqai na lichic na chi iuo' laseripi, chaqai na se iuo' laseripi. Chaqai seuana da lichic na na'aateripi, chaqai quena no'ueenaxa, chaqai ana huaaxai. Chaqai seuana na lichic ná'maq 'naac qarqaỹaripi, qam 'maatqaiquipi. 
2CO.11.27	Chaqai 'xoic na ỹo'ueenataxanaxac, chaqai da ñanaqataxac. Chaqai 'xoic se seshit quiyim selaq, chaqai 'xoic ỹoqopaaxa chaqai na ỹaquip. Chaqai 'xoic quiyim ñqopaaqachit, chaqai yalauat quen na no'oomaxa, chaqai sentauec qaica ca sanñi.
2CO.11.28	Nauajo, chaqai 'vii naua liỹa', qam naua'que naua na'xata' sa'deentapega ná'ogue ná'maq mashic icoñiguit da na'qaatec. 
2CO.11.29	Ma' no'm 'ue cá'maq ra'lliiñi, 'ec aỹim ná'maq sa'lliita. Chaqai no'm 'ue ca huaañi nqohin, ca' ỹim 'ue i'xoric queda ỹayiloxo, chaqai 'ue da iuel. 
2CO.11.30	Ca no'm 'ue ca maqajnaxac, ca' ỹim ñimaqajan, qam quedauajo ma' re'oq nqai'en quiyim qaica ca iquesaxanaxa. 
2CO.11.31	Ca' ñi qota'a, ñí'maq leta'a so qara'gaxala' Jesucristo, ma' ta'chiguit se neme quiyim qaimaqachin, ñi'maxare ỹa'den quiyim lliqueta dá'maq sa'xatetac. 
2CO.11.32	Ca na' seueta'ñi yi Damasco, ca só'maq nashi reloqota'a yi'maxare, lotaua só'maq ỹaatqajam nashi, leenaxat Aretas, ca ỹo'ueete' saua neloxoỹa' quiñaua lasomi' yi na'a', ma' ỹahotaque ycoñi'. 
2CO.11.33	Qam queetougui nqohin aỹim aso nqote so lquepaxaset yi na'a', qayilliitañigui aso canasto, ca' qayayit queso'maxare.
2CO.12.1	Ỹaatqajam qaica quet cá'maq 'negue ca qom no'm chi na'xateteguelta'. Qam ỹim dá'maq qayauanaxanaxanegue chaqai dá'maq ya'deenaxanaxanegue so qara'gaxala', ca sa'xat. 
2CO.12.2	Ỹim seuana so qom huelec so Cristo. Catorce ñaxari ỹovi' nagui quiyim so'maxare qaỹavicshi'ma ca piguim. Qam se sa'den quiyim imaashiguimo' so na'le, loqo'm 'e', qam qaiñiita ñi qota'a maq ỹa'den. 
2CO.12.3	Qam sa'den quiyim sojo ỹale qaỹauec, qam quiyim imaashiguim, loqo'm 'e', ca' dajo se sa'den. Qam qaiñiita ñi qota'a maq ỹa'den. 
2CO.12.4	Ca so'maxare qaỹauega yí'maq la'a' ná'maq mashic qanca'laxatec queda piguim. Ca co'na' hueeta'quera, ca' 'xaỹalo' saua na'qaatqa se qara'xaỹapegalo, chaqai qaica ca qom qaỹasene'tema quiyim ỹa'xate'. 
2CO.12.5	Ỹim seshiteta ñimaqajanlec ca qom 'nejem so'maxare, qam sqai chi ñimaqajantac. Ta'ta'a quiyim ñimaqajan, ma' ỹim qaica cá'maq iquesaxanaxa. 
2CO.12.6	Ma' quetqai chaqaỹim seshit quiyim lo'yaxanec ca sa'xatetac, qam chi ña'xateteguelta', ca' dajo mesqai 'ec chaqai hualoxonqaishic, ma' lliqueta quet dá'maq sa'xatetac. Qam sqai shine'tegue dajo, qaiyi qaica ca ỹapacqajnauec dá'maq la'ajnaxanaxac caỹim, loqo'm quecá'maq 'qaachigui ỹa'qaatec.
2CO.12.7	Ỹaatqajam chalego lecaic dajo iuanaxanaxac. Qam qaiyi sqai paguec ca ñimaqajnaxac, ca' qaỹa'ue so iueetaxanaxa mashic 'ec aca le qaỹa'deho quena ỹoshicmaxa na' noviriua' so lo'ueenataxanaxat so na'ỹaapec, ma' ỹahotaque quiyim ya'axat. 
2CO.12.8	Ca mashic ỹovi' tres sashiila so qara'gaxala' quiyim naqat sojo iueetaxanaxa. 
2CO.12.9	Qam so qara'gaxala' 'naac caỹim: “Da i'xorenataxanaxa mashic viisaxauot, ca' qaica quet cá'maq liỹa viñisaque. Ma' dá'maq iquesaxanaxa re'oq quena' cá'maq qom qaica ca lquesaxanaxa.” Ca' vichiguiño' ñitoon ma' ỹim sqaica ca iquesaxanaxa, qaiyi re'oq caỹim da lquesaxanaxa so Cristo. 
2CO.12.10	Vichiguiño' ñitoontac quena' qaica ca ỹa'ñaxac, chaqai quena' qayishiuentac, chaqai quena' 'ue da ỹouenaxanaxa, chaqai naua ñocanaxaco, chaqai na i'xoric quenaua ñanaqataxaco, sasouetapigui so Cristo. Ma' quena' paguec qaica ca iquesaxanaxa, ca ñauata'guit quiyim paguec ỹim quesaxanaxaic.
2CO.12.11	Ca' ỹim hualoxonaq ma' chi ña'xateteguelta' quedá'maq no'uen shintari', qam qamiri nauá'maq 'viichii quiyim shintari' dajo. Ma' qamiri quet nauá'maq lo'yaxanec cá'maq 'ñiỹac caỹim, ma' sqaica quet cá'maq 'neeta quiyim ỹapacauec quet ná'maq quiita'pegue' qamiri quená'maq 'naac napacalec na lelaatqaipi so Jesús, 'eno'm aỹim qaica ca shinegue. 
2CO.12.12	Ma' ỹaatqajam 'ue da iualaxavic na' so'ueenataxantac, sentauguilo qamiri. Na'le, ca re'oq na netanqaipi, chaqai na se qaiuanapega, chaqai na ỹo'uet da ne'laxa, ca' chaqaina ná'maq ichoxot quiyim ỹaatqajam llic ỹim lelaatec so Jesús. 
2CO.12.13	Ma' mesqaida quet quiyim se ñaloqojñiuo quet quená'maq liỹaripi shi'gue icoñiguit da na'qaatec. Qaidaata dá'maq quiyim ỹim qaica ca ñouoretac caqamiri. ¡Qam chi yi'xoriñio' ma'le, ma' shi'ntegue dajo na'le caqamiri!
2CO.12.14	Ca' nagui ña'maxatetañi quiyim shicpegueto qamiri. Ca ma'le, ca ỹovi' tres quiyim sovitalo qamiri. Qam se sahotaque quiyim 'ue ca so'taxatetac, ma' sqa shique ná'maq hueeto'oto qamiri, ma' qamiri nauá'maq shicpegueto. Ma' cá'maq neta'a lapoonaxanlec ca llaalqaipi cana lam, mesqai ca llaalqaipi lapoonaxanlec ca leta'a. 
2CO.12.15	Qam ỹaatqajam sahotaque quiyim somateto aná'maq ñishitetañi, vire'ta quiyim imeho qai'neeta da iquesaxanaxa. Ma' sahotaque quiyim ỹa'maxañi da nachaalataxaguii. Qam 'eco' quiyim paguec da ỹoqo'iichi caqamiri, ca' qamiri paguec se rqo'chiiua'.
2CO.12.16	Qam quiyim 'ue ca ỹa'deena'a quiyim qaica ca so'taxatetac caqamiri, ca qai'neeta 'naac quiyim chi ico'ỹaxaric quiyim sahotaque sayine' qamiri. 
2CO.12.17	¿Loqo'm 'ue ca sayinaxangui na' 'vii caua ỹale' selatalo qamiri? 
2CO.12.18	Ñi'xoresene'tot so Tito quiyim quepegueto na'le qamiri, chaqai 'ue so liỹa qarqaỹa sela' na'le quiyim liỹaatac nqaishin so'maxare. Ca ¿rayiñiỹo' na'le so Tito? ¿Mesqai qoma'que sa'maxatqa'tegue da shinqatari'? ¿Mesqai llic quiyim dá'ogue da shinqatari' queda qaro'ueenataxanaxac?
2CO.12.19	Loqo'm ¿'neetapigui qavillii quiyim ca 'óna qoshiiteguelec ca liỹa coqomi'? Qam mesqaida. Ta'ta'a quiyim dá'maq sa'xatqatac ỹa'deenta ñi qota'a, chaqai quiichigui nqaishinaq da leenaxat so Cristo. Qam qamiri ñauochaxaua' ỹaqaỹa', dá'ogue dajo taỹaugui quiyim nqo'ñishiguim ca llaxataxague' qamiri quena se re'xogui. 
2CO.12.20	Ma' ỹim 'ue da itelaxa quiyim ma' sovitalo qamiri 'neeto' lotqai sqai 'ñiitari' dá'maq sahotaque quiyim 'ñiitari' quet, chaqai 'neeto' ỹoqa'a ca shintari' ma' huañiua'. Ma' 'ue da ỹoqolonaxa quiyim ñaqai hueetauguilo qamiri quiyim se na'yiiñiỹata', npa'guiñita'ta', 'ohita'ta', na'aavitegueshiguim, la'axaqa lo'o', novirqataxanaxac, maqajnaxac, chaqai sqaica ca 'maqataxac. 
2CO.12.21	Chaqai 'ue da itelaxa quiyim ma' liỹa sovitalo qamiri, ca' ñi qota'olec ỹo'uet quiyim ñauata'guit ca ỹayiloxo nqai'en caqamiri, chaqai quiyim 'xoic ca ñoỹenlec caqamiri quiyim shi'gom na rasauaxashichii, chaqai saqa' 'xañiñi na napio'xot da chaalataxac, chaqai da dequenaxac, chaqai quiitalec na ramaanaxanaxahi quenanchaqaina.
2CO.13.1	Ca' nagui ma'le quenajo, ca' tres sovitalo qamiri. Qam ná'ogue nanchaqaina quena nasauaxaset quiyim qaỹa'xat, ỹouen quiyim ra'qaataxane' caua dos, loqo'm tres qomi'. 
2CO.13.2	Qam quená'maq shi'gue 'ue na lasauaxaset, chaqai quená'ogue na liỹaripi, nagui ma' ñaq qoỹoqo'ta ỹim, ca lotqai sopilalec da ỹaqataxac, 'nejem dá'maq shi'ntegue na' co'uaataxanaxaic salequetauguilo qamiri. Ca' nagui saho'te da ra'xaỹaxaguii: quiyim ma' sovitalo qamiri, ca' tot qaica quiyim 'ue quet ca liỹa se'xoren. 
2CO.13.3	Ca' yi hua'ñi ma'le, ca' 'yiiñii cá'maq michitaque ma' re'oq quiyim retaqaugui aỹim so Cristo. Qam so Cristo mesqaida quet quiyim qaica quet ca lquesaxanaxa quiyim 'ue ca 'ne'teguelo qamiri. Ta'ta'a quiyim ichoxot da lquesaxanaxa ma' hueetanguilo qamiri. 
2CO.13.4	Qam llic ma' so'maxare qaipateno 'ec quiyim qaica ca lquesaxanaxa, qam nachaatetaugui da lquesaxanaxa ñi qota'a. Ca' qomi' qai'neete' salecqau'a dajo quiyim qaica ca qarquesaxanaxa. Qam no'm ña'daqatau'a so'maxare, ca' hueetauguilo qomi' da lquesaxanaxa ñi qota'a, ma' salecqatauguilo qamiri.
2CO.13.5	Ca' chi na'ajñiỹalta' qamiri ma'le, qaiyi 'yiiñii quiyim ỹaatqajam llic 'ue ca rpi'ỹaxaguii. Ñaq ni'guiñiỹalta'. ¿Se retañio' quiyim so Jesucristo hueetauguilo qamiri? Ta'to'o' no'm sqai ỹaatqajam llic coñiguit da na'qaatec. 
2CO.13.6	Ca' vichiguiño' 'ue da qanaquitaxac quiyim retañii quiyim mesqai qomi' 'maatqaqa. 
2CO.13.7	Chaqai ñqouagaxainqatacot ñi qota'a, qaiyi qamiri sqo 'viichii ca se no'uen. Qam se sahoqotaque quiyim ñachaxanqatac quiyim qomi' ỹaatqajam llic dá'maq sa'xatqatac, qaidaata quiyim qomi' sahoqotaque quiyim 'viichii ca ỹa'maqachiguiñi, 'eno'm 'ec sqai llic cá'maq sa'xataq. 
