GEN.1.1	Ma mwena handru badeh Kindrei mwesekei munyak ma kandrah. 
LUK.24.51	Eme iy edeu nyosowan i la-u oro le badeh, ma Kindrei andrei iy iu i loken bolo kandrah. 
LUK.24.52	Eme oro atudun nyaran, ano oro ma sekesek au a hamon ala Jerusalem. 
LUK.24.53	Ya eme na len mari badeh, oro are asiu tinan ta Kindrei adeu wurah i tan.
JHN.1.1	Kon munyak basahan bwe le, Sahou Awas badeh ndrasahan ndra bwena labai. Sahou Awas badeh, udu hawe Kindrei. Sahou Awas badeh, Kindrei. 
JHN.1.2	Iy udu hawe Kindrei ndra bwena labai.
JHN.1.3	Na iy le badeh, lakou marakon asahan. Buku iy bwe, lakou marakon winiyan basahan bwe. 
JHN.1.4	Iy le badeh, kohan. Kohan anya buku sun ta lomada taha lau badu kon munyak. 
JHN.1.5	Sun tan anya udu bolo lulik. Arile lulik winiyan baturuki lomadan bwe.
JHN.1.6	Kindrei suni ndramak ari ta atiye sahou nyaran Jon. 
JHN.1.7	Iy eme bwena ta tiye lau marakon ta nyala Sun, ta lau marakon kanuhun ma katehei budon tiri kili ta aliy. 
JHN.1.8	Jon amwenen badeh, bala buku Sun doh bwe. Iy eme bwena ta asehek le ta nyala Sun. 
JHN.1.9	Iy le ari doh badeh, iy Sun handru, iy eme bolo kon munyak, ta edeu lomadan ili tiri lau marakon.
JHN.1.10	Sahou Awas badeh, ndra bwena labai ndra-en bolo kon munyak. Kon munyak asahan badeh, na iy le amwenen. Arile, iri lau badu kon munyak badeh, bala tanan iy bwe. 
JHN.1.11	I buku bolo kon munyak ma hawe iri lau tan amwenen badeh, baso-ok iy ja bwe. 
JHN.1.12	Arile, are lau mwan o badih iri atehei budon tiri in tan; ma aso-ok iy labai, iri le doh kameh winiyan asahan nadu Kindrei handru. 
JHN.1.13	Iri basahan nadu Kindrei ta ndraye tama taha hawe tine taha iri amwenen bwe, buku uru asehek sahou ta nyala uru kato-ou nah, bwe. Kindrei le ari badeh, bwidi iri asahan nadun, tasah iri atehei budon tiri handru in tan le ari.
JHN.1.14	Sahou Awas eme asahan Ndramak Awas, ma manyah tan udu hawe taha. Ahi ndranyolom lomada Nadu Ndramak Awas. Iy badeh, Nadu Kindrei ari le. Iy irek ta tikisiy ma hawe iri sahou handru.
JHN.1.15	Jon asehek nyala Jises. Iy anya, “Iy le adeh mene jo asehek taha. Jo anya, ‘Iy in hamon tek eme kameh, iy sakalawi jo ja, tasah iy bwena tek labai.’ ”
JHN.1.16	Iy badeh, irek labai ta kandriyen ta aso-ok ma ta tikisi taha. Iy amekes kandriyen mwasin eme tataha lau mwan ma badih mari, ma taha ndrakohok nyosowan mwasin, eme taha arek ta aliy. 
JHN.1.17	Kindrei edeu kandriyen malen
JHN.1.18	Ari ndramak batou Kindrei bwe le. Nadun le ari badeh, atou iy. Iy i buku le Kindrei, iy manyah udu hawe taman. Nadun le bwidiy, eme ma lau marakon atanan iy.
JHN.1.19	Iri lau ta mwena tiri Juwis ado Jerusalem tiye tiri pris ma hawe iri lau rayah badu boho kamen ta Libai badeh, kala hawe Jon kandremenya iy ki buku doh, “Ya, ou are lau handru?” 
JHN.1.20	Jon bawendreya oro bwe, iy asehek sahou handru i tiri anya, “Jo Krais bwe.”
JHN.1.21	Iri ndremenya iy ja, “Ka, ou are lau handru? Sebwe ou Alaija nadeh?”
JHN.1.21	Iy anya, “Jo Alaija bwe.”
JHN.1.21	Iri anya ja, “Sebwe ou ari propet nadeh?”
JHN.1.21	Iy anya, “Jo dah ari propet bwe.”
JHN.1.22	Iri anya, “Abo, ou tiye ki tahi, ou are lau handru? Ahi kameh ala hamon a kon ma kasehek kili tiri lau nane suni ahi ame dah. Ma ahi kasehek ou kili tiri.”
JHN.1.23	Jon asumon boho oro na sahou ta propet Aisaya,
JHN.1.23	“Jo i boho ndramak ari, iy aloh in kon lomale an,
JHN.1.23	‘Kalowosa san ta Laban ma kadik san kales lewan.’ ” 
JHN.1.24	Iri lau nane ala ta atou Jon badeh, iri Parasi
JHN.1.25	Ano iri lelen Jon, “Buku ou anya, ou Mesaya bwe, ou Alaija bwe, ma ou ari propet bwe. Ya, i buku sah ja, ou anyu iri lau?”
JHN.1.26	Jon anya, “Jo inyu iri lau badeh, na gwa. Arile, ndramak ari ales udu hawe to kada-ah, ado tanan ado iy bwe. 
JHN.1.27	Iy in hamon tek eme kameh jo bala winiyan ta talou malou ta molowa ku-i katin bwe.”
JHN.1.28	Iri lakou marakon mene asahan doh badeh, udu kon Betani, udu loboho kapa gwa Jodan mene Jon inyu iri lau udu aliy.
JHN.1.29	Udu len ari ja, Jon anyolom Jises edek ales eme hawen, ma iy aloh, “Kede-eh Nadu Sipsip ta Kindrei, iy le adeh andrei taha ame len ta kandriyen ndra-in badu kon munyak. 
JHN.1.30	Iy le adeh mene jo asehek iy ewek taha. Jo asehek, ‘Iy ndramak in hamon tek eme kameh, tanan tan kameh udu bwele-en labai ja ta tanan tek. Tasah, iy ndra bwena labai, ano tine baradeu jo.’ 
JHN.1.31	Jo ma bwena badeh, bala tanan iy bamwenen bwe, arile jo eme dah badeh ta inyu iri lau na gwa, ta iri lau badu Isra-el kameh katanan, iy are lau handru.”
JHN.1.32	Jon eme asehek eme lewan i buku doh, “Jo anyolom Malawin Mwasin badeh, atah udu kandrah i buku ban eme andri, ma erah udu bwele-en. 
JHN.1.33	Jo bala tanan iy bala mwasin bwe, arile Kindrei leheyani iy i buku doh eme madak: Iy tiye jo kinyu iri lau na gwa. Idoh iy asehek eme tek, ‘Buku ou anyolom Malawin Mwasin atah eme andri, ma erah udu bwele-en, badeh, iy le ai. Iy kameh inyu iri lau na Malawin Ndrabun.’ ” 
JHN.1.34	Eme Jon asehek, “Handru, jo ndranyolom, ma jo ndrasehek taha. Iy kede-eh Nadu Kindrei handru.”
JHN.1.35	Ano eme len ari ja, Jon ales udu hawe uru lau tan la-uh. 
JHN.1.36	Jon anyolom Jises edek eme, ma iy aloh, “Aha kanyolom, iy kede-eh Nadu Sipsip ta Kindrei.”
JHN.1.37	Uru lau ma la-uh nane anuhun boho Jon ano le badeh, uru ame ruwani Jon ma uru an hamon ta Jises. 
JHN.1.38	Mada Jises anya keme hamon badeh, iy anyolom lau la-uh adek an hamon tan. Iy eme ndremenyani uru, “Ah aso-ok sah handru?”
JHN.1.38	Uru ame asehek ili tan, “Ndramak ta leheya, ou ado heh handru?”
JHN.1.39	Jises tiye turu, “Ah kame kanyolom.”
JHN.1.39	Ndra beyeh ai, uru ame ala hawen anyolom ndrahunen, ma uru ado hawen ado gwek.
JHN.1.40	Uru lau ma la-uh nane an hamon ta Jises badeh, ndranuhun Jon ndrasehek nyala Jises. Nyara iy ari Enduru, iy nadu tine Saimon Pita. 
JHN.1.41	Ano le badeh, Enduru edek ili asilah nadu tinen Saimon. Iy eme ndruni iy ma iy tiye i tan, “Aru badeh ndrandruni Mesaya.” (Iy i buku le Krais.) 
JHN.1.42	Enduru andrei nadu tinen Saimon, uru ala hawe Jises.
JHN.1.42	Jises anyolom iy le badeh, ma iy anya, “Ou Saimon nadu Jon, neh? Nyaram kameh Sepas” (Boho kon tiri Aramek aloh Sepas. Boho kon tiri Grik aloh Pita. Moso boho kon ma la-uh doh badeh, Bek).
JHN.1.43	Ano len ari ja, Jises anya kedek kili kon ari iri aloh Galili. Iy ili ndruni ndramak ari nyaran Pilip. Jises eme tiye i tan, “Ou ame an hamon tek.”
JHN.1.44	Pilip i buku le Enduru uru Pita. Oro ma taloh badeh, badu kon tinan ari iri aloh Betsaida. 
JHN.1.45	Pilip ili ja ndruni Nataniyel. Iy eme asehek i tan anya, “Aso badeh, ndrandruni ndramak mene Moses hawe iri propet arikiy udu bolo kandriyen malen. Iy Jises badu Nasaret, nadu Josep.”
JHN.1.46	Nataniyel ndremenya, “Saba lakou mwasin kameh asahan Nasaret?” Eme Pilip asumon bohon anya, “Ou ame, anyolom kudu madam amwenen.”
JHN.1.47	Jises anyolom Nataniyel edek ales eme hawen. Iy eme asehek, “Iy ndramak eme dah badeh, iy ndramak ari handru badu Isra-el, iy tanan wendreya bwe!”
JHN.1.48	Nataniyel lelen iy, “Ou atanam jo i buku sah?”
JHN.1.48	Jises eme asehek i tan i buku doh, “Jo anyolom ou badeh, manyah ado bahandra kei ra-ei iri aloh pik. Ano Pilip ewek aloh ou.”
JHN.1.49	Ano Nataniyel asehek sahou i tan ja, “Ndramak ta Leheya, ou kede-eh Nadu Kindrei, ma ou kabin badu Isra-el.”
JHN.1.50	Jises anya, “Ou atehei budon tam eme tek, tasah jo nane asehek tam, jo anyolom ou ado bahandra kei pik? Idah kameh ou anyolom lakou laba tinan labai ja.”
JHN.1.51	Jises tiye i toro, “Jo tiye tado handru, ado kameh anyolom kandrah asak, ma iri angelo ta Kindrei kameh atah ala loken, ano atah ame andri bwele-e Nadu Ndramak Awas.”
JHN.2.1	Udu bada len la-uh anya kili len taloh badeh, iri amekes molak ari udu kon Kana, udu loboho Galili. Tine Jises udu aliy ale. 
JHN.2.2	Ndramak ta kati molak nane doh aso-ok Jises hawe oro lau tan kala ta molak tan. 
JHN.2.3	Iri ado, waen tiri ano. Tinen eme asehek i tan anya, “Waen tiri badeh ndrano.”
JHN.2.4	Jises eme asehek i ta tinen anya, “Tine, jo bwalek ou ame tiye jo ta amekes lakou. Tasah len tek ta amekes lakou badeh, kahis le.”
JHN.2.5	Tinen eme tiye toro lau ta atondrok waen, “Ado badeh, ka-en hamon ta sahou tan buku iy asehek ewek tado.”
JHN.2.6	Udu loboho doh badeh, bwisi sabok ma onoh udu aliy. Iri Juwis badeh, a-us gwa ili bolon ta sikine iri lakou ta salom ma mine iri na aliy. Bwisi sabok ari ari gwa udu bolon i buku lita rinek (100).
JHN.2.7	Jises tiye i toro bonyo-ou nane dah i buku doh, “Ado kasuni gwa kili bolo bwisi sabok ma onoh kede-eh.” Eme oro ala asuni bwisi sabok ma onoh ili irek madan.
JHN.2.8	Iy eme tiye toro ja anya, “Abo, ado kasolowei se gwa keme len, ado kandrei kili mine ndramak ta atondrok molak dah.” Oro ame bwidiy i buku le bohon asehek oh.
JHN.2.9	Oro ame bwese-ei gwa ili mine ndramak ta atondrok molak nane dah. Iy a-un, iy eme atona nyiminye gwa badeh, ndra buku waen ja. Iy bala tanan bwe, waen badu heh handru. Oro lau tan le badeh, tanan. Iy eme aloh i ta iy tasou ha-un eme len, 
JHN.2.10	ma iy asehek i tan i buku doh, “Iri lau ta atiye waen badeh, iri adeu waen mwasin ili mwena. Udu hamon ta iri lau ndra-un solo-an labai, iri ame adeu waen sowan bwisik ili tiri ja. Arile ou badeh, tawi waen sowan tinan labai udu hamon handru, na le nane barame len ai!”
JHN.2.11	Jises amekes lahou tinan hawe kalem ma bwena badeh, udu kon Kana udu loboho Galili. Ma iy leheya boto-on ma kandriyen tan, eme ma iri lau tan anyolom, ma iri atehei budon tiri handru in le tan.
JHN.2.12	Ano le badeh, Jises hawe tinen, nadu tinen, ma hawe oro lau tan adek au ala andri ala Kapena-um. Oro ala ado doh luluwen sese.
JHN.2.13	Ndrame mirihik labai ta len ndrabun tiri Juwis aloh Pasoba ma nyamon tinan anya kasahan, eme Jises iu ili Jerusalem. 
JHN.2.14	Jises edek ili isos le badeh, iy ili bolo asiu tinan ta Kindrei, ma iy anyolom iri lau amekes ba-en, tiri bulumakau, sipsip ma ban udu bolo asiu tinan ta Kindrei. Iy ale anyolom oro lau rayah tokoha luk ado bada koyeu toro. 
JHN.2.15	Jises eme andrei malou ranah, iy bawei i le se. Iy eme tikahei iri lau ma bulumakau, hawe sipsip tiri au ala manan. Iy eme bukudi iri sau tiri nane ondrek luk udu bwele-en, amou ili andri, ma luk marakon udu bwele-en atalan laleyah. 
JHN.2.16	Iy eme asehek sahou boto-on labai ili tiri lau nane amekes ba-en ta ban, “Aha kakohok lakou taha marakon ki-iu ki manan! Aha ka-iy amekes asiu ta tama ili asumwe ba-en taha.”
JHN.2.17	Oro lau tan ame bwetenei ja sahou udu bolo buk ndrabun asehek:
JHN.2.17	“Budon tek ewek asiu tam, O Kindrei, budon tek i buku jih sulumwi bolo odak mara-ei.” 
JHN.2.18	Iri Juwis ame asehek sahou boto-on labai i ta Jises, “Ou winiyan amekes saba kalem ma lahou tinan kameh keme tahi kanyolom, ma ahi katanan boto-on tam, ma ahi katanan ou are lau handru?”
JHN.2.19	Jises eme asehek i toro anya, “Katohowei asiu tinan ta Kindrei kede-eh ki-iu, ano kameh jo tahiy na le bolo len ma taloh.”
JHN.2.20	Oro Juwis asehek i ta Jises ja, “Adeh, ahi atah asiu tinan ta Kindrei kede-eh na bolo jaha ma ndro hanoh onoh (46). Ta budon tam anya, ou winiyan tahiy na le bolo len taloh?” 
JHN.2.21	Arile, iri bakohok bolo sahou tan bamwenen bwe. Jises asehek, iy amwenen badeh, i buku asiu tinan ta Kindrei. 
JHN.2.22	Udu hamon ta Jises amak udu bolo lek tan eme awas ja badeh, eme ma iri lau tan barabwetenei iri sahou mene iy asehek. Eme ma iri atehei budon tiri in ta buk ndrabun, ma in ta iri sahou marakon nane Jises asehek.
JHN.2.23	Iy udu ndra Jerusalem badeh, len ndrabun iri aloh Pasoba tiri Juwis ma hawe nyamon tinan asahan. Iri lau solo-an labai ado aliy anyolom iri lahou tinan hawe kalem iy amekes, ma iri atehei budon tiri marakon in ta nyaran. 
JHN.2.24	Arile Jises batehei budon tan bala tiri bwe, tasah iy ndratanan iri marakon. 
JHN.2.25	Tasah, iy ndranyolom ma iy ndratanan kandriyen tiri lau marakon. Iy barah ta tanan bwe, ma iy baseken ndramak asehek i tan ta kandriyen tiri lau. Iy badeh, ndratanan budon tiri marakon.
JHN.3.1	Ndramak ari nyaran Nikodemus, iy badu Parasi, iy lau tinan ari ta atondrok kandriyen tiri Juwis. Iy badu hawe iri kansol ta atondrok kandriyen tiri Juwis. 
JHN.3.2	Na ben ari Nikodemus ili anya kasehek sahou hawe Jises, eme ma iy asehek anya, “Ndramak ta leheya, ahi tanan, ou badeh, Kindrei suni ou ame ta leheya ahi. Ou badeh, ado hawe Kindrei ame. Ari ndramak winiyan bamekes kalem hawe lahou tinan buku ou amekes kede-eh bwe, tasah Kindrei badeh, udu hawen.”
JHN.3.3	Jises eme asumon bohon anya, “Jo tiye tam handru. Ari ndramak winiyan batou tondrok ta Kindrei bwe. Buku kato-ou iy san rasan ja, san ari le doh badeh, iy kameh winiyan anyolom tondrok ta Kindrei.”
JHN.3.4	Nikodemus eme ndremenya ja i buku doh, “Barala buku sah handru ndramak ndrasahan alon labai, ya iy kili hamon kili ndrine tinen ma kato-ou iy san rasan ja, kasahan buku nah nyandren ja?”
JHN.3.5	Jises asehek i tan ja, “Jo tiye tam handru, ndramak winiyan bala bolo tondrok ta Kindrei bwe, buku badeu iy na gwa ma na Malawin Ndrabun, bwe. 
JHN.3.6	Saba lakou oda taha edeu, badeh ta oda taha. Ya saba lakou Malawin Ndrabun edeu, badeh ta Malawin Ndrabun. 
JHN.3.7	Manim satur tiri sahou nane jo asehek tam, kato-ou aha san rasan ja. 
JHN.3.8	Siyer badeh, atohou salan labai, ou anuhun kurun, arile ou winiyan batiye buku iy atohou udu loboho heh handru eme, o iy atohou ili loboho heh bwe. Taha kameh a buku aliy. Taha lau marakon badeh, kasahan ha-un ja na Malawin Ndrabun.”
JHN.3.9	Nikodemus eme ndremenya ja, “Moson ta aliy i buku sah?”
JHN.3.10	Jises tiye i ta Nikodemus ja anya, “Adeh, ou badeh, ndramak tinan ari ta leheya udu bolo iri Isra-el. Buku sah handru ou bakohok bolo sahou dah bala mwasin bwe? 
JHN.3.11	Jo tiye tam handru, ahi asehek nyala lakou ahi tanan. Ma ahi asehek nyala lakou ahi ndranyolom. Arile, aha badeh, bakohok sahou mwasin nane ahi akeh ewek taha, bwe. 
JHN.3.12	Jo mene ndrasehek nyala iri lakou badu kon munyak ndrawek tam, arile ou batehei budon tam bala ta aliy bwe. Ya ou atehei budon tam keme tek kameh, kili buku sah handru? Buku jo kasehek tam ta nyala iri lakou badu kandrah ja. 
JHN.3.13	Ya ari ndramak bala loken bolo kandrah bwe le. Jo Nadu Ndramak Awas le ari badeh, udu bolo kandrah eme andri. 
JHN.3.14	Buku bwena mene Moses atehei mwak udu bada kei, iy eme tutuniy ili loken udu bolo kon lomale an, iri kameh tutuni Nadu Ndramak Awas ili loken i le buku aliy. 
JHN.3.15	Buku are lau iy atehei budon tan handru in ta Nadu Ndramak Awas, idah kameh kohan handru winiyan bano bwe, iy kameh ta udu le buku doh.
JHN.3.16	“Sahou doh handru, tasah Kindrei aso-ok taha lau marakon badu kon munyak tinan labai. Iy eme tikisi taha, ma iy atehei nadun mwan ari le eme tataha. Buku are lau iy atehei budon handru in tan, iy kameh winiyan bamak bwe, ma kohan handru kameh ta udu le buku doh. 
JHN.3.17	Kindrei atehei nadun eme andri bolo kon munyak ta edeu ndramak ari, ari ala ta mada sahou, bwe; iy eme ta akohok taha ado ta bolo kandriyen ndra-in ame hamon ja. 
JHN.3.18	Are lau iy atehei budon tan handru in ta nadun, iy kameh winiyan bado ta mada sahou bwe. Arile, are lau iy batehei budon tan bala ta nadun bwe, iy ndrandra-i ta mada Kindrei; iy kameh ales udu ta mada sahou, tasah iy batehei budon tan handru bala ta Nadu Kindrei ari le bwe. 
JHN.3.19	Kati sahou ta Kindrei i buku doh: Sun anya ndra bwena ndrame bolo kon munyak. Arile, iri lau aso-ok lulik tinan labai, iri baso-ok sun bwe, tasah iri badeh, aso-ok labai ta amekes kandriyen ndra-in. 
JHN.3.20	Lau marakon amekes kandriyen ndra-in, iri baso-ok sun bwe, ma iri winiyan bame mirihik ta sun bwe. Tasah iri anoh, kora-on kandriyen tiri ndra-in kasahan keme lewan. 
JHN.3.21	Arile, are lau iy in hamon ta kandriyen mwasin, badeh iy ndrala mirihik ta sun, ma sun kameh anya i lomadan, ma leheyani gok nane iy amekes, in hamon ta boto-on ta Kindrei.”
JHN.3.22	Ano le badeh, Jises hawe oro lau tan adek au ala lokei loboho Judiya. Iy udu loboho doh luluwen sese hawe oro lau tan, ma iy tiye oro lau tan ta anyu iri lau. 
JHN.3.23	Jon badeh, inyu iri lau ale udu Enon udu mirihik ta Salim, tasah loboho doh badeh, iri gwa solo-an udu aliy. Eme iri lau solo-an labai ala le hawen, ta anyu iri. ( 
JHN.3.24	Udu bolo len doh, kabin Herot batehei Jon bala bolo kou bwe le ai.)
JHN.3.25	Eme losen sese asahan ndrokowa oro lau ta Jon ma hawe ndramak ari badu Juwis, ta kandriyen ta sikine iri lakou ta salom. 
JHN.3.26	Ano badeh, oro lau ta Jon ala asehek i tan, “Ndramak ta leheya, iy ndramak mene udu hawem, udu kapa gwa Jodan bilisiu loboho rai, ou mene asehek iy; na len dah badeh, iy inyu iri lau, idah iri lau alih le hawen ai.”
JHN.3.27	Jon anuhun, eme iy asehek i toro, “Ndramak winiyan ateu lahou, buku Kindrei badu kandrah amwenen edeu. 
JHN.3.28	Aha ndranuhun jo ndrasehek taha. Jo Krais bwe. Jo badeh, Kindrei suni jo eme bwena ta lowosa le san tan ta iy eme. 
JHN.3.29	Aha kabudon sahou tek doh: Ndramak mwan ari sudi badih, iy badih doh kameh ili udun. Kawas ta iy mwan ili ales ereu le ai, iy atehei ndranyen, ma iy sekesek labai ta anuhun boho ndramak nane asoh badih. I buku nane dah, sekesek ndratuhi jo mara-ei. 
JHN.3.30	Krais kameh kasahan kabin, ma iri lau marakon ka-en hamon tan. Jo kameh kudu le bahandran.
JHN.3.31	“Iy udu kandrah eme andri, iy kabin udu bwele-en labai. Are lau badu kon munyak, iy badu kon munyak, ma iy kameh asehek nyala iri lakou badu kon munyak amwenen. Iy nane badu kandrah eme andri, iy kameh udu bwele-en labai ja ta lau marakon. 
JHN.3.32	Iy asehek saba lakou iy ndranyolom, ma iy ndranuhun, arile ari ndramak baso-ok ta atehei budon ba-en ta sahou tan bwe. 
JHN.3.33	Are lau iy andrei sahou tan, ma iy tawiy ihis udu ndrinen, iy lau le doh badeh, tanan sahou ta Kindrei, handru. 
JHN.3.34	Are lau Kindrei nane suni iy eme, iy badeh, asehek sahou badu boho Kindrei amwenen. Tasah, Kindrei ndranyuhi iy ndrarek mara-ei na Malawin Mwasin. 
JHN.3.35	Taman badeh, aso-ok nadun tinan labai, ma iy eme atehei lakou marakon ili minen. 
JHN.3.36	Are lau iy atehei budon tan handru in ta Nadu Kindrei, kohan handru kameh ta udu le buku doh. Are lau iy batehei Nadu Kindrei bado ndrinen bwe, iy kameh winiyan banyolom kohan handru doh bwe, ma losen ta Kindrei kameh udu ndra bwele-en udu gwek.”
JHN.4.1	Jises ndratanan buku iri Parasi badeh, ndranuhun Jises inyu iri lau solo-an labai, ma iri lau tan a solo-an labai ja ta Jon. 
JHN.4.2	Handru ta aliy badeh, Jises banyu iri lau bwe, oro lau tan le badeh, anyu iri lau. 
JHN.4.3	Jises anuhun iri asehek iy, eme iy udu Judiya edek iu ili hamon ili loboho Galili.
JHN.4.4	Jises anya kili Galili, arile budon tan boto-on badeh, anya kili kon Samariya bwena op. 
JHN.4.5	Iy eme ili kon ari udu bolo Samariya iri aloh Sikar, idoh udu mirihik ta nadu munyak sese mene Jekop atehei ili ta nadun Josep. 
JHN.4.6	Gwa ta Jekop a-eh udu loboho doh ale. San lawe-en labai eme ma bwidi Jises awoyah ta edek. Iy eme manyah udu mirihik ta gwa nane doh. Mada an badeh, udu le alih.
JHN.4.7	Udu, badih ari badu Samariya eme anya ka-us gwa tan. Jises eme asehek sahou i tan i buku doh, “Wa-ik se gwa.” 
JHN.4.8	Iy le ari udu. Oro lau tan badeh, ndra-au ndrala bolo kon tinan ndrasih noro nyamon.
JHN.4.9	Eme iy badih badu Samariya asehek sahou i tan i buku doh: “Ou badu Juwis, jo badih badu Samariya. Buku sah handru ou ndremenya jo ta gwa?” (Iri Juwis badeh winiyan bala hawe iri Samariya bwe.)
JHN.4.10	Jises eme asumon sahou tan ja i buku doh, “Buku ou tanam boto-on ta Kindrei, ma are lau nane ndremenya ou ta gwa, ou winiyan ndremenya iy, iy winiyan edeu wa-im gwa kohan handru udu aliy.”
JHN.4.11	Butuhu Samariya dah anya, “Ndramak tinan, ou akohok wa-im gwa kohan udu aliy badeh, badu heh handru? Gwa kede-eh munun lawe-en labai, ma ou tam ari kawau ta a-us wa-im gwa kede-eh bo-oh. 
JHN.4.12	Sebwe ou kabin are loken labai ja ta tama ahi Jekop nadeh? Iy atehei gwa kede-eh eme tahi. Iy amwenen a-un gwa badu aliy; nadun oro ma iri bulumakau tan hawe iri sipsip tan a-un gwa dah ale.”
JHN.4.13	Jises tiye i tan ja i buku doh, “Lau marakon a-un gwa dah, bale iri kameh amar ja. 
JHN.4.14	Buku are lau a-un gwa, jo edeu i wa-in, balen kameh winiyan bamar ja bwe. Gwa nane jo edeu i wa-in doh kameh asahan i buku gwa mulin udu bolo odan eme loken ma edeu kohan handru ta winiyan bano bwe, kameh ta udu le buku doh.”
JHN.4.15	Butuhu Samariya tiye i ta Jises ja i buku doh, “Ndramak tinan, wa-ik se gwa badeh. Ma balek kameh winiyan bamar ja bwe. Ma jo kameh winiyan bame hamon ba-us gwa dah ja bwai.”
