MAT.1.1	Vitsa katar o Jesus Kristo, šiav katar o David, šiav katar o Abraham. 
COL.2.14	vo khoslias o užilimos ke ame kerdiam ai kai sas pe amende, ai vo phaglias les kai karfosardias les pe o trušul; 
COL.2.15	vo šiudias le bare ai le putiaria kai porončin, av vo sikadias le te dikhen le o narodo, nirisardias le katar o trušul.
COL.2.16	Ke khonik te na del tumen kris pala o xamos vai pala o pimos, vai pala jekh prasniko, pala jekh nevo šunuto, vai pala o sabato. 
COL.2.17	Sas e ušialin katar so sas t'avel, numa o stato si ande o Kristo. 
COL.2.18	Na muken tumen te del tumen strafo varekon kai si leske drago kai kerel pes prosto avrial, ai řudjil le andželon, kai lel opre so vo dikhlias ande o suno. Jekh kasavo manuš si pria barimatango ai kudia anda intaino sar si lesko gindo manušesko le gindil, 
COL.2.19	bi t'astardiol ka o Kristo kai si o šero katar sa o stato, ninkerdo ai zurales kjidino katar le kokala ai le phanglimata, o stato kai bariol sar o Del kamel.
COL.2.20	Tume mulian le Kristosa line katar le putiaria la lumiake. Sostar tume mai train ande e lumia, sostar mai porončin pe tumende. 
COL.2.21	Na len! na zumaven! na asban! 
COL.2.22	Kana tume len kudala dieli, von si te na mai aven. Von si zakono ai sikiarimos katar le manuš. 
COL.2.23	Le zakonuri čačimasa miazon ke si godiaver, ke von sikaven jekh řudjimos anda pende, o kovlimos, ai o vuřitsimos le statosko, numa len nai len či jekh mištimos te keren t'avel mišto lengo mas.
COL.3.1	Te živindisailian tume le Kristosa, roden le dieli opral, kai o Kristo bešel pe rig e čači le Devleski. 
COL.3.2	T'avel tumenge drago le dieli opral, ai na kudala kai si pe e phuv. 
COL.3.3	Ke tume san mule, ai tumaro čačo traio si garado ande o Kristo le Devlesa. 
COL.3.4	Kana o Kristo, tumaro traio, sikadiola, atunči vi tume sikadiona lesa ande o vestimos.
COL.3.5	Keren te meren le kotora kai si phuviake, sar e kurvetsia, o marimos, so kamel o mas, le ginduri nasul, ai o xanžvalimos (kai si sar vobrazi kai patian ande le). 
COL.3.6	Si pala kudala dieli ke e xoli le Devleski avel pe le šiave kai buntuin pe, 
COL.3.7	maškar save tume phirenas angla savořende, kana tume trainas ande le bezexa.
COL.3.8	Numa akana, muken tele sa kudala dieli, muken e xoli, na mesain tumen sar le žigeni, muken o nasulimos, o prasaimos ai le vorbi žiungale kai šai anklen anda tumaro mui. 
COL.3.9	Na xoxaven jekh avres, ke muklian o purano traio ai leske butia, 
COL.3.10	ai thodian pe tumende o traio nevo, kai neviol, sar si o vobrazo kudalesko kai kerdias tumen. 
COL.3.11	Nai kathe či Greko či Židovo, či šindo či bi-šindo, či sirbato či Skito, či řobo či slobodo; numa o Kristo si sa ai ande sa.
COL.3.12	Kadia si, sar alome katar o Del, svintsi ai pria dragi, thon pe tumende le pořa la milake, le kamimaske, le kovlimoske, le guglimaske, le ažukerimaske. 
COL.3.13	Ai, te si jekh anda tumende te vatil-pe pe o kaver, ninkeren tume jekh avres, jertin tume jekh avres. Sar ke o Kristo jertisardias tumen vi tume jertin tumen. 
COL.3.14	Numa mai opral sa kudala dieli thon pe tumende opral e mila, kai astarel tume sar mai mišto. 
COL.3.15	Ai ke e patia le Kristoski, ka savi tume san akharde t'avel tumen ferdi jekh stato, t'amperetsil ande tumare ile. Ai te naisin. 
COL.3.16	Ke te e vorba le Kristoski te bešel ande tumende but; sikiaren jekh avres ai vazden tume jekh avres ande sako godji, katar le psalmoria, katar le gjilia, katar le gjilia duxoske, gjilaben le Devles ande tumare ile tela o mištimos. 
COL.3.17	Ai sogodi tume kerena, la vorbasa vai la butiasa, keren sa ande o anav le Jesus Kristosko, keren lestar o naisimos le Devleske o Dad.
COL.3.18	Řomnia, patian o mui tumare řomengo, sar trubul ande o Baro.
COL.3.19	Řoma, kamen tumare řomnian, ai na xoliavon pe lende.
COL.3.20	Glati, patian o mui ande sa le dieli ka tumare dada, ke kudia si drago le Bareske.
COL.3.21	Dada, na xoliaren tumare glaten, daratar ke na peren tele.
COL.3.22	Řoburi patian ande sa le dieli ka tumare birevia sar si o mas, na ferdi angla lenge jakha, sar t'aven drago le manušenge, numa kovle ilesa, daratar katar o Baro. 
COL.3.23	Sa sogodi tume keren, keren les laše ilesa, sar le Bareske ai na le manušenge, 
COL.3.24	žianen ke tume lena katar o Baro so si lesko t'avel tumaro. Služin le Kristos, o Rai. 
COL.3.25	Ke kudo kai či kerel vorta lela so nai vorta, ke či lela o Del sama jekhestar mai but avrestar.
COL.4.1	Birevia, den ka tumare služi so si vorta ai mišto, te žianen ke vi tume si tume birevo ande o čeri.
COL.4.2	Ninkeren ande o řudjimos, len sama le mištimasa, 
COL.4.3	řudjin sa kadia amenge, eta ke o Del te putrel jekh vudar la vorbake, kadia te šai phenas e čudenia le Kristoski, pala kaste me sim phanglo, 
COL.4.4	ai řudjin te kerav te žianen la le manuš sar mai mišto kana dav duma.
COL.4.5	Aven godiaver kudalensa kai si avri, ai keren mišto sako data kai šai daštin. 
COL.4.6	Ke tumari vorba t'avel sakda lasa o mištimos, thon pe late o guglimos, eta tume te keren te žianen sar te den palpale sakones.
COL.4.7	O Tixiko, o mai drago phral ai o čačo ministero, muřo vortako kai služil le Bares, phenela tumenge sa so si nevo pa mande. 
COL.4.8	Me naročno tradav les karing tumende ke tume te žianen sar ame sam ai te miluil tumare ile. 
COL.4.9	Me tradav les le Onesimosa, o čačo ai mai šukar phral, kai si vi anda tumare. Von phenena tumenge sa sogodi nakhel kathe.
COL.4.10	Aristarxo, muřo vortako phanglo mansa, del tume pozdraimos, ai vi o Marko, o vero katar o Barnabas, pa savo tume lian ordini — te žiala tumende, len sama lestar; 
COL.4.11	O Jesus, kai akharen les Justus, vi vo del tumen pozdraimos. Von si Židovuri, ai von ferdi kerde butji mansa pala e amperetsia le Devleski, ai ažutisarde man but.
COL.4.12	O Epafras, kai si anda tumare, del tumen pozdraimos; sluga katar o Jesus Kristo, vo but marel pe pala tumende ande peske řudjimata, eta ke, vorta ai zurale, ninkerena tume ka sa so kamel o Del. 
COL.4.13	Ke me sim marturo ke vo kerel but pala tumende, kudalende anda o Laoditsea ai kudalende anda o Hierapolis. 
COL.4.14	O Lukas, o doxtoro but drago, del tume pozdraimos, ai vi o Demas. 
COL.4.15	Den pozdraimos le phralen kai si ande o Laoditsea, ai ka e Nimfa, ai ka e Khangeri kai si ande lako kher. 
COL.4.16	Kana kado lil avela gjindo tumendar, keren vi kadia ke t'avel vo gjindo ande e Khangeri ande o Laoditsea, ai ke tume te gjinen vi tume kudo kai avela anda o Laoditsea. 
COL.4.17	Ai phenen ka o Arxipos: Le sama katar e ministeria kai tu lian ande o Baro, eta te mišto te phires les.
COL.4.18	Me dav tume pozdraimos, me o Paul, anda muřo vužio vast. Den tume godji ka muře phanglimata.
COL.4.18	Ke o mištimos le Devlesko t'avel tumensa!
1TH.1.1	O Paul, ai o Silas, ai o Timoteo,
1TH.1.1	ka e khangeri katar le Tesalonikianuri, kai si ande o Del o Dad ai ande o Jesus Kristo o Rai:
1TH.1.1	Ke o mištimos ai e patia t'avel pe tumende!
1TH.1.2	Ame sakda naisaras le Devles tumenge, das duma pa tumende ande amare řudjimata, 
1TH.1.3	ame phenas bi t'ašias tumari butji ande o patiamos, e butji tumare mištimaski, ande amaro Rai o Jesus Kristo, angla o Del amaro Dad. 
1TH.1.4	Ame žianas, phralale kai san pria drago le Devleske, ke tume san alome, 
1TH.1.5	ke amari Laši Viasta na ferdi diam pa late vorbasa, numa vi la zorasa, le Svinto Duxosa, ai sar jekh pherdo čačimasa; ke tume či busterdian ke ame sikadiliam vi maškar tumende, pala tumende. 
1TH.1.6	Ai inke tume, tume keren sar amende ai sar o Baro, kai lian e vorba maškar le but kjinuimata, le veselimasa ande o Svinto Duxo, 
1TH.1.7	kadia ke tume san akana jekh te len pe pala tumende sa kudala kai patian ande e Makedonia ai ande e Gretsia. 
1TH.1.8	Na ferdi, čačes, e vorba le Bareski bešli tumende ande e Makedonia ai ande e Gretsia, numa tumaro patiamos ašundilo ande sako than, kadia ke ame či mai trubusaras te mai das duma. 
1TH.1.9	Ke phenen, pala amende, sar lian amen paša tumende, ai sar tume pařudian tume ka o Del, ai muklian le vobrazi te služin le Devles o živindo ai čačo, 
1TH.1.10	ai te ažiukeren anda o čeri peske Šiaves, kai živindisardias les katar le mule, o Jesus, kai ankalavel amen avri katar e xoli kai si t'avel.
1TH.2.1	Tume inke sa žianen, phralale, kai ame či aresliam tumende intaino. 
1TH.2.2	Pala o kjinuimos ai o lažiav kai liam ande o Filipi, sar tume žianen, ame liam zor ande amaro Del, te phenas tumenge e Laši Viasta ande o Del, maškar le but marimata. 
1TH.2.3	Ke amaro phenimos či bešel pe o šibimos, či pe khanči kai nai vužio, či pe o athaimos; 
1TH.2.4	numa, sar ke o Del gindil ke ame sam harniči kai dias ame e Laši Viasta, kadia ame das duma, na t'avas drago le manušenge, numa t'avas drago le Devleske, kai zumavel le ile. 
1TH.2.5	Šoha, čačes, ame či diam duma te makhas tumen, sar tume žianen; šoha ame či rodiam te las love; o Del si amenge marturo. 
1TH.2.6	Ame či rodiam o vestimos kai avel katar le manuš, či tumendar či katar le kaver; 
1TH.2.7	ame šai sikadiamas ame barimasa sar le apostoli katar o Kristo, numa ame samas pherde dragostia maškar tumende. Sar ke jekh kai lel sama katar le glati katar peske šiave, 
1TH.2.8	ame kamliamas, anda amari dragostia tumenge, na ferdi te das tumen e Laši Viasta le Devleski, numa vi amaro traio, kadia areslian amenge kuč. 
1TH.2.9	Tume den tume godji, phralale, diese ai riate ka e butji, te na avas phare pe či jekh anda tumende, ame diam duma pa e Laši Viasta le Devleski.
1TH.2.10	Tume san le marturia, ai vi o Del si, ke karing tumende kai patian ame phiras jekh vurma svintsi, vorta ai bi-došaki. 
1TH.2.11	Tume mai žianen ke ame samas tumenge sakoneske so si jekh dad peske šiavenge, 
1TH.2.12	Vazdas tumen, miluisaras tumen, mangas tumendar te phiren t'aven harniči le Devleske, kai akharel tumen ka peski amperetsia ai ka pesko vestimos.
1TH.2.13	Sa anda kudia ame naisaras sakda le Devles sar tume lian e vorba katar o Del, kai ame kerdiam te tume ašunen, tume lian la, na sar e vorba le manušeski, numa, kadia sar voi si vorta, sar e vorba le Devleski, kai kerel ande tumende kai patian. 
1TH.2.14	Ke tume, phralale, tume areslian te keren sar le Khangeria le Devleske kai si ande o Jesus Kristo ande e Judea, ke vi tume, tume sanas marde katar tumaro narodo sar von sas marde katar le Židovuri. 
1TH.2.15	Von mudarde le Bares o Jesus ai le profeton, kai kjinuisardine ame, kai nai drago le Devleske, ai si dušmaia sa le manušenge; 
1TH.2.16	či muken amen te das duma ka kudala kai či patian t'aven skipime kadia ke von či muken pe te butiaren penge bezexa. Numa e xoli gribisaili t'astarel len.
1TH.2.17	Amenge, phralale, pala ke ame samas tsiřa hulade tumendar, katar o stato numa na katar o ilo, kadia amen sas ame o gindo sar mai but t'avas te dikhas tumen. 
1TH.2.18	Kadia kamas ame te žias karing tumende, me kamav me o Paul, jekh ai vi duvar; numa o Satan či muklias amen. 
1TH.2.19	Tume san, čačes, amari ažiukerimos, vai amari veselia, vai amari kurona vestimaski, vi tume, angla amaro Rai o Jesus, kana vo avela. 
1TH.2.20	Ei, tume san amaro vestimos ai amari veselia.
1TH.3.1	Sa anda kudia, sar ame našti mai ažiukerasas, ai ame diam ame godji te bešas ande e Atena, 
1TH.3.2	ame tradiam le Timoteo, amare phrales, ministero le Devlesko ande e Laši Viasta le Devleski, te ninkerel tumen ai te zuriarel tumen ande tumaro patiamos, 
1TH.3.3	eta ke khonik te na miškil tumen maškar le buntuimata kai si akana, ke vi tume žianen ke ame sam šinade pe kudia. 
1TH.3.4	Ai kana ame samas paša tumende, ame phendiam tumenge angla savořende ke ame avasa pe o marimos, sar vi areslias, ai sar tume žianen. 
1TH.3.5	Kadia, sar me našti mai ažiukeravas, me tradem le Timoteo te žianav sar si tumaro patiamos, daratar ke kudo kai zumavel te na zumavel tumen, ai ke ame si te kerdiam butji pe intaino.
1TH.3.6	Numa o Timoteo, nai de dumult areslo kathe tumendar, dias ame laše vasti katar tumaro patiamos ai katar tumari mila, ai vo phendias amenge ke tumen si tume sakda jekh lašio gindo amendar, ai kamen te dikhen ame sar vi ame kamas te dikhas tumen. 
1TH.3.7	Pala kudia, phralale, maškar sa amare nasulimata ai amare buntuimata, amenge si mišto anda tumende, sar ke tume patian. 
1TH.3.8	Ke akana ame traisaras, sar tume bešen zurales ande o Baro. 
1TH.3.9	Sar ame šai naisaras le Devles pala tumende, pala sa e veselia kai tume den amen, angla amaro Del! 
1TH.3.10	Riate ai diese, ame řudjisaras les jekh baria zorasa te mukel ame te dikhas tumen, ai te getosaras so mai trubul tumen.
1TH.3.11	Ke o Del inke vo, amaro Dad, ai amaro Rai o Jesus, te lašiarel amaro drom ke t'ame te žias tumende! 
1TH.3.12	Ke te o Baro butiarel but mai but maškar tumende, ai karing sa, kudia mila kai sas amen karing tumende, 
1TH.3.13	eta te zuriarel tumare ile te na aven došale ande o svintsimos angla o Del amaro Dad, kana avela amaro Rai o Jesus sa peske svintsonsa.
1TH.4.1	So mai si, phralale, sar tume sikilian amendar sar tume trubul te phiren ai t'aven drago le Devleske, ai kudia si so tume keren, ame řudjisaras tumenge ande o anav le Baresko o Kristo te phiren karing kudia mišto ai mai mišto. 
1TH.4.2	Tume žianen, čačes, če ordina ame diam tumen katar o Rai o Jesus. 
1TH.4.3	So o Del kamel, si tumaro svintsimos; si ke te len tume sama katar e kurvetsia; 
1TH.4.4	ke te sako anda amende te žianel sar te garavel pesko stato ande o svintsimos ai ande e pativ, 
1TH.4.5	bi te del opral pe leste o nasul kai kamel, sar keren kudala kai či žianen le Devles; 
1TH.4.6	Te na avel khonik karing pesko phral t'athavel ai t'avel xanžvalo ande e butji, ke o Baro tsirdel jekh strafo ande sa kudala dieli, sar ame inke phendiam ai sikadiam. 
1TH.4.7	Ke o Del či akhardias amen te na avas vuže, numa ka o svintsimos. 
1TH.4.8	Kudo kai šiudel kadala ordini či šiudel jekh manušes, numa le Devles, kai vi dias tumen pesko Svinto Duxo.
1TH.4.9	Pe so si o kamimos le phralesko, či trubul te ramosaras tumenge pe kudia; ke inke tume ašundian katar o Del t'aven drago jekh avreske, 
1TH.4.10	ai si kadia ke tume keren karing sa le phral ande sa e Makedonia. Numa ame vazdas tumen, phralale, t'avel tume mai but o kamimos, 
1TH.4.11	ai te thon tumari pativ te train kovles, te len sama katar tumare butia, ai te keren tumari butji tumare vastensa, sar ame diam tume poronka, 
1TH.4.12	kadia ke tume t'aven vorta karing kudala kai si avri, ai te na trubul tumen khonik.
1TH.4.13	Ame či kamas, phralale, te na žianen anda kudala kai soven, eta te na nekežin sar le kaver kai či ažiukeren khanči. 
1TH.4.14	Ke, te patias ame ke o Kristo mulo ai ke živindisailo, vi te patias ke o Del anela katar o Jesus ai lesa kudalen kai si mule.
1TH.4.15	Eta, čačes, so ame phenas tumenge si e vorba le Bareski; ame le živinde, kai bešas t'ažiukeras le Bares, ame či žiasa angla savořende katar kudala mule. 
1TH.4.16	Ke o Rai inke vo, pe jekh semno kai vo dela, pe o hango katar jekh andželo ai pe o bašimos katar e tuturiaza le Devleski, vulela anda o čeri, ai le mule anda o Kristo živindina le mai angluni. 
1TH.4.17	Pala kudia, ame le živinde, kai ašiliam, ame avasa sa ande jekh than line lensa pe le nuveria, t'arakhas le Bares ande o čeri, ai kadia ame avasa sakda le Baresa, 
1TH.4.18	Miluin tume kadia jekh avresa katar kadala vorbi.
1TH.5.1	Pe so si e vramia ai kana avela, či trubul tumen, phralale, te ramosaras tumenge. 
1TH.5.2	Ke vi tume žianen ke o Dies le Baresko avela sar jekh čor ande e riat. 
1TH.5.3	Kana le manuš phenena: Patia ai mišto, atunči jekh phařaimos avela pe lende, sar le dukha kai len la žiuvlia kana avela la glata, ai von či skipina pe. 
1TH.5.4	Numa tume, phralale, tume či san ande o tuniariko, sar ke te o dies lel tumen sar jekh čor; 
1TH.5.5	tume san sa glati la vediarake ai glati le dieseske. Ame či sam la riatiake či le tuniarikoske. 
1TH.5.6	Na soven sar le kaver, numa te las sama ai te na avas mate. 
1TH.5.7	Ke kudala kai soven e riat, ai kudala kai mation e riat. 
1TH.5.8	Numa ame kai sam le dieseske, te na avas mate, liam pe amende le tsalia sastrune le patiamaske ai la milake, ai si ame t'ažiukeras o skipimos. 
1TH.5.9	Ke o Del či šinadias amen pe e xoli, numa te kjinas o skipimos katar amaro Rai o Jesus Kristo, 
1TH.5.10	kai mulo amenge, eta ke, t'avela ke ame las sama, t'avela ke mai sovas, ame te traisaras lesa. 
1TH.5.11	Sa anda kudia vazden tume jekh avres, ai zuriaren tume jekh kavres, sar tume čačes keren.
1TH.5.12	Ame řudjisaras tumen, phralale, te len sama kudalenge kai keren butji maškar tumende, kai ningerel tumen ande o Baro, ai kai vazdel tumen opre. 
1TH.5.13	T'avel tumenge but mila ai dragostia lendar, pala lenge butia. T'aven ande e patia savořensa.
1TH.5.14	Ame mai řudjisaras tume, phralale, phenen kudalenge kai či train mišto, t'avel tumenge mila katar kudala kai pele tele, vazden le kovlen, t'avel tumen vramia karing sa. 
1TH.5.15	Len tume sama ke khonik te del palpale o nasulimos katar o nasulimos; numa našen sakda pala o mištimos, t'avela maškar tumende, t'avela angla sa.
1TH.5.16	Aven sakda veseli. 
1TH.5.17	Řudjin bi te muken tume. 
1TH.5.18	Naisin ande sako diela, ke kudia si so kamel o del karing tumende ande o Jesus Kristo.
1TH.5.19	Na mudaren le Duxos. 
1TH.5.20	Na vuřitsin le profeton. 
1TH.5.21	Numa len sama sako diela; ninkeren so si mišto; 
1TH.5.22	len tume sama katar sako nasulimos.
1TH.5.23	Ke o Del la patiako te svintsil tumen vo sa intrego, ai ke sa tumaro stato, o gindo ai o duxo, t'aven garade bi-došake, kana avela amaro Rai o Jesus Kristo! 
1TH.5.24	Kudo kai akhardias tumen si čačo, ai vo kudia kerela.
1TH.5.25	Phralale, řudjin amenge.
1TH.5.26	Den pozdraimos sa le phralen jekhe svinto čimidimasa.
1TH.5.27	Me mangav tumen katar o Baro, ke kado lil t'avel gjindo ka sa le phral.
1TH.5.28	Ke e dragostia katar amaro Rai o Jesus Kristo t'ašel tumensa!
2TH.1.1	Lil katar o Paul, ai o Silas, ai o Timoteo,
2TH.1.1	ka e khangeri katar le Tesalonikianuri, kai si ande o Del amaro Dad ai ande o Jesus Kristo o Rai:
2TH.1.2	ke o mištimos ai e patia t'avel tumenge dine katar o Del amaro Dad ai katar o Rai o Jesus Kristo!
2TH.1.3	Amen si amen pala tumende, phralale, te naisaras sakda, sar si vorta, le Devles ke tumaro patiamos kerel but mai angle, ai ke e mila anda sako anda tumende karing le kaver butiol but ai mai but. 
