MAT.1.1	Abraham nu David, David nuo Jisu Khrista shühye lüsida; 
JHN.8.55	Sizosheri neko pü semo I püseba, mhace akepo I püsemo zita lize neko biti I kemedami thi tato, vele I pü seba mu pükepoko thitazo. 
JHN.8.56	Neko potsa Abraham atüsozhoko ngode pü rechü tazo, pü süo ngotila I anü we. 
JHN.8.57	Süsa Jews miko püce poti, No tütse hepüngu ri molu zori no Abraham ngola? 
JHN.8.58	Jisu ukoce poti, I nekoce potü süto, Abraham mhüjü I tazo. 
JHN.8.59	Süsa uko ketsü khipü püva toli süta, vele Jisu resüta, mu kereshücelü pü taprata; uko dolü tapra de pü tata.
JHN.9.1	Jisu tapra kezüce mipü umhü ce de menu keyi mipü zü kesüyi. 
JHN.9.2	Pü sajiko püce ketso de poti, Kemethao, thüma hio lame mode upo uzu kephoma la thüma hio mhüce de menu yita? 
JHN.9.3	Jisu ukoce poti, thüma hio kephoma lari mo, mori ukrüne la rimo, vele püyo Jihova mhatho thipü mi mese mengo sü ketolazo. 
JHN.9.4	A ketsü kesüo mhathoko I thisü moze su, tüso kebace; tüzü vori talize mipüri mhatho thimo tato. 
JHN.9.5	I cejülü keba the, I cejü keveo zo. 
JHN.9.6	Pü jü süko posü de mhütsapü cejü sü renyo pü nyoba thiyi, renyo pü mhüceo mhü kenhüsü. 
JHN.9.7	Püce po kesü, tavo de Siloam zalü jüpü khrü vate, (Siloam, püco ketsü kesü). Pü ta vota, de jüpü khrüsü siri mhango vori ta. 
JHN.9.8	Pü zanu miko mu sümhüjü pü kengo miko pümhü kece ngo; side uko kepoti, thüma hio umhü ce de mhakhrü ti kebao zomome? 
JHN.9.9	Humi poti, püzole, kekre miko poti, pübizo tipüle, sizi bata. Vele pü po kesü, I püzole. 
JHN.9.10	Süla uko püce poti, dipü bide nmhü mhango yita? 
JHN.9.11	Pü ukofü kela kesü, Thümapü Jisu lezi tipü, nyoba khapü amhü kenhüsü, side ace poti, tavo Siloam zalü tavo khrü vate zisü. Side I tavo khrüva de mhango yi tele. 
JHN.9.12	Süsa uko püce poti, pü dipüce vota? Mu pü po kesü, I se mole.
JHN.9.13	Uko umhü keceo tüzü Pharisee miko cevo. 
JHN.9.14	Sünhasü Sabbath zho, Jisu renyopü nyoba thiyi de püpo mhango keyi nhasü. 
JHN.9.15	Süsa Pharisee miko pü ketso de dipübi pü mhango ta sheri. Pü uko ce poti, Pü nyoba khipü amhü kenhüsü, I khrüva side mhango praritele. 
JHN.9.16	Süla humi poti, Thüma hio Therümi mhatho mo, kekrelamori pü Sabbath tüsozho rhomo. Humi poti, kephomi dipübi de mhatho ungo thiyi veta? Thüma dolü kelakre de kebü ta. 
JHN.9.17	Uko mhüceo ketso sala de poti, no dipüle pü lüba, nmhü thipü mhango kesüo? Pü po kesü, pü saju kepo mipü zo. 
JHN.9.18	Vele Jews miko pü kepo melü muta, pümhü ce de mhangoyi, süla uko püpo püzuni cüsü. 
JHN.9.19	Uko uni ketso de hiohi neni nu zome, neko poti pümhüce zode menuyi le kebao, dipü bide pü tsühi mhango pra rita? 
JHN.9.20	Püpo püzuni ukofü kela de po kesü, Hani se keba hiohi hani nuzo, umhüce de menuyi. 
JHN.9.21	Vele dipü colü pü mhangoyi teshi, hani semole, mori sopü pümhü khri sü sheri, hani süri semo; püsü pethite, pü ketsote: pütho püju posüto. 
JHN.9.22	Jü hiko pükrüni posü, kekrelamori uni Jews miko mpe ketala; kekrelamori Jews miko metü sopüno püpü Khrista leno poto sheri synagogue lü pühu va keto uko medo keta seba ketala. 
JHN.9.23	Süla pükrüni poti, pü pethite, pü ketsote sita. 
JHN.9.24	Süla uko umhü cede mhango ketao cüsala sü, de püce poti, Jihova mezale püchu süte, hako püse keba thüma hio kephoma mizo. 
JHN.9.25	Pü ukofü kela kesü, Pü kephomami me mosheri I semo, mhapü I seba süosü I thajü amhüceri tsühi I mhangote. 
JHN.9.26	Uko pü ketso sala de poti, pü n yo kedipü thisüla? Dipü bide nmhüthipü mhango süta? 
JHN.9.27	Pü ukofü kela kesü, I neko ce po süve, neko reni mute; dithito süo ketso sala ba? Nekori pü sajimi thita nyü bame? 
JHN.9.28	Süsa uko pü kerhe de poti, No pü sajimite, vele hako Moses sajimiko. 
JHN.9.29	Hako se keba Jihova Moses ce jüpo, thüma hiola zono hako semo pü dipüce vori sheri. 
JHN.9.30	Thümao ukofü kelade ukoce po kesü, pü hicehi mha ungo thi kesü neko pü dipüce vori sheri semo zori, pü amhü thipü mhango süte. 
JHN.9.31	Tsühi uko se keyi Jihova kephomami mipüri fü reni mo zolu, vele mhace humi Jihova reshü mu pü medo thiyo lize pü sümi fü reniyo. 
JHN.9.32	Cejü thiyi culü vo tha ketso mipüri umhü cede menu keyimi thi meve kesü semo zolu. 
JHN.9.33	Mhace thüma hio Jihova celü vorimo lize pü mhapüri thi yiho. 
JHN.9.34	Uko püfü kela kesü, no kephomalü menuyi side hako metha tola? Uko pü hupü chozu süva. 
JHN.9.35	Jisu pühu chozu sü keva seyi, tavo püngoyi de püce poti, “No Jihova Nu melü teme?” 
JHN.9.36	Püfü kelakesü, “Niepoo püsopü sheri I pü melüyi ketola?” 
JHN.9.37	Jisu püce po kesü, “No püngo bate, mu püzü kerethi kethao zo.” 
JHN.9.38	Püpo kesü, “Niepoo I melüte.” Mu tatsü pü reshüta. 
JHN.9.39	Jisu poti, I cejülü sheco la vori, mhakengo miko po ngomo ta ketola, mhango kemo mikopo mhangoyi ketola. 
JHN.9.40	Pharisee miko jü süko se kesüce püce poti, hakori mhücemi thite me? 
JHN.9.41	Jisu ukoce pokesü, neko mhüce lize kephoma baho, vele neko tsühi poti, “hako mhango ba,” süla ne kephoma bate.
JHN.10.1	I nekoce potü süto, cekhalü talü teko krolü lü kemomi, vele sazho mele kelümi, süo keregomi mu mizhü süketimi zo. 
JHN.10.2	Vele cekhalü kelü süo teko kefü-o zo. 
JHN.10.3	Cekha kefüo cekha khripü pütsü süyo, teko kro püfü seyo; pü teko koza cü süyo; mu teko chotha zü ta voyo. 
JHN.10.4	Pü koko züpra rize pü uko mhüjülü tara voyo, mu teko kro püsa meji tavoyo, kekrelamori uko püfü seyo tila. 
JHN.10.5	Uko sekemomi sa meji yomo, vele pücelü tatayo, uko sekemo miko fü semo ketala. 
JHN.10.6	Jüve hio Jisu ukoce posü, vele mhasüko pü kedipüla poba sheri uko semo. 
JHN.10.7	Süla Jisu püsaji koce poti, I nekoce potü süto, I teko kro kharü yozo. 
JHN.10.8	Amhüjü kevoriko metü keregomi mu süketi miko zo, vele teko kro uko fü reni mote. 
JHN.10.9	I kharüo zo, kehopüri ayo kelümi, pü kelayi to; pü tapra talüde püco ngo yito. 
JHN.10.10	Keregomi rego toli voriyo, mi dokhri tolino, mi meka sü tolino, vele I mipo kehü ngoyi ketola, mu süo ngo shuyi ketola. 
JHN.10.11	I teko kefü keveo zo, teko kefü keveo püpho khapü teko kroko la kha süyo. 
JHN.10.12	Vele püzho khrizü ketami, teko kroko püzhü kemola sace vori kezü ngo süde pü tata yo, sace vori de teko kro tüva mu hupho vayo. 
JHN.10.13	Püzho khrizü ketao mipo püzho khripü ketala, teko kro khrü phi menu yomo. 
JHN.10.14	I teko kefü keveo zo, akokro seba mu azhüko aseba. 
JHN.10.15	Apo aseba, sübi I sheri a Po seba, apho khapü teko kro tsü süto. 
JHN.10.16	Ako kekre kropü ba, süko teko kro hilü bamo, süko sheri züpü kro hilü vori moze su, süko afü seyito; side hiko zü kropü thi tato, teko kefü ri püzo tato. 
JHN.10.17	Süla a Po aphi pünüyo, kekrelamori I apho khapü sü ketola, side I khila yito. 
JHN.10.18	Mipüri süo acelü pü tata mo, atho kha kesü zo. Süo khasü keto akekuba, mu püsalayi keto sheri a keku ba. Hio thino khakesü jü a Po celü I ngoyi. 
JHN.10.19	Jews miko dolü kelakreta jü hiko kepola. 
JHN.10.20	Thüma kekro uko dolü poti, pü therü kesu zütale, pü nyote; neko dito püfü reni ba? 
JHN.10.21	Kekreko poti, Jü hiko kepo therü kesu zü ketami jü mole, therükesu mimhü thipü mhangoyi veme? 
JHN.10.22	Tüsü tüce, Jerusalem lü kereshüce thi kemesa ti thenye tülü. 
JHN.10.23	Jisu Solomon cehükhro kereshüce lü taba. 
JHN.10.24	Süsa Jews miko tavo pühu metuyi, de püce poti, dithepü no hakopo lüyi su bazota? Mhace no Khrista le zize hakoce po kemetse vate. 
JHN.10.25	Jisu ukoce poti, I nekoce posüzo vele neko melü mute, mhatho kethiko I a Po zalü thi tazo; süko azhopo zo. 
JHN.10.26	Vele neko melü mute, kekrelamori neko ateko kro mo tila, sizi I neko ceposüte. 
JHN.10.27	Akoko afü seyo, I süko seba mu uko asameji yo. 
JHN.10.28	I kechothe kerhüpü uko tsü süyo, uko mhapü ceri su taho, mori mipüri abelü süpü tataho. 
JHN.10.29	Apo süko pü aketsüo metüko ceri zhoku, mu mipüri a Po belü süko süpü tata ho. 
JHN.10.30	I mu a Po hani püzo. 
JHN.10.31	Süsa Jews miko ketsüpü püva to züta. 
JHN.10.32	Jisu ukoce poti, I apo celü mhakeve kekro thipü neko mekasü; mhatho sükola neko ketsüpü ava tome? 
JHN.10.33	Jews miko püfü kelasü de poti, mhatho keve kola hako ketsüpü nva tomo; vele no Niepoo zhoshu tila; no thüma zori ntho npü Jihova thi ketala. 
JHN.10.34	Jisu ukoce poti, nethezholü thopü kemeta, akepo “neko therü mizo.” 
JHN.10.35	Mhace pü süko cüpü therümi le zi sütaze, Jihova celü vori keta ketholesi jü khipü mole zi va ho. 
JHN.10.36	Apo ketsü kesüo, püthi kemesa sü de ketsüpü cejülü sü, size neko püpü Jihova zhoshu bale siziyi veme: I neko ce kepo I Jihova Nu zo zi kesü. 
JHN.10.37	Mhace I a Po mhathoko thiyo mo tisa amelü hite. 
JHN.10.38	Vele mhace I thiyo tisa neko amelü mota sheri mhathola melü yite, zize neko seyito mu melü yi tato; a Po alüta mu I pülü tazo. 
JHN.10.39	Süla uko pütüyi tatole süta, vele pü uko belü therü tata. 
JHN.10.40	Süsa pü ta John therace mipü jülopü kesü thethilü Jordan rükhüco cuvota de sülü bata 
JHN.10.41	Thüma kekro ta püce vo de poti John ungo mhatho thi mo, vele John thüma hiola po pü kemeta metüko kethozo. 
JHN.10.42	Thüma kekro sülü pü melüyi.
JHN.11.1	Thümapü püza Lazarus lezino mhathi bata, Bethany rünalü Mary mu püsazüpü Martha ni ra. 
JHN.11.2	Mary tirü khapü Jisu kenhü kesüpü, pü pitha ri pü Jisu phezini shüsü, püprü-o Lazarus mhathi bata. 
JHN.11.3	Süla pülipüni mi ketsüpü Jisu cesü, de poti, Hihe, no pükhrü ketao mhathi bate. 
JHN.11.4	Jisu süo sekeyice poti, kethi hio sata ketola mo, vele Niepoo zapo zale kethila, Jihova Nu zapozale thiyi ketola. 
JHN.11.5	Hitüce Jisu Martha, püjürapü mu Lazarus hiko khrü phi tayo. 
JHN.11.6	Pü süse keyisa zho kena lüthü bata, pü keba thethilü. 
JHN.11.7	Süsa pü sajiko cepoti, uko ta Judea lü sala kho tokhe. 
JHN.11.8	Pü sajiko püce poti, Jews miko ketsüpü nva toli ba tila, Kemethao, no sülü sala kho tola? 
JHN.11.9	Jisu ukoce poti, tüso kebace bavüdo kerikena ba mome? Thüma kehopüri tüso kebace chota lize püphe mesü vaho, kekrelamori pü cejülü keveo ngo kebala. 
JHN.11.10	Vele kehopü sheri tüzülü ta lize, püphe meshü yito, kekrelamori keve püyo ta kemola. 
JHN.11.11	Pü mha süko posü, süsalü pü ukoce poti, “Uko züo Lazarus zü bate, vele I tavo de pü kesümeco süto.” 
JHN.11.12	Süsa püsajiko püce poti, “Pü züba lize uzho ba zotho.” 
JHN.11.13	Sizo sheri Jisu püsü poba, vele uko kelüce pü zürelü keba lübata. 
JHN.11.14	Süsa Jisu ukoce po metsü metsesü, “Lazarus sa tele.” 
JHN.11.15	“I nekola anü tipü ba, I süce ba kemola; nekopo melü yive ketola: kehothi sheri uko ta püce vo khe.” 
JHN.11.16	Süsa Thomas, cüpü Didymus (nube) lezi ketao püzükoce poti, “ukori tavo püzü sata khe.”
JHN.11.17	Süsa Jisu tavori, pü khapü makhrelü khrü keva tüsozho da keta ngoyi. 
JHN.11.18	Bethany hi Jerusalem zü kemecumo, furlong keripüngu lebi zo. 
JHN.11.19	Jews miko kekro ta Mary mu Martha nice vori ba, uko tavo uni lü thomelu ketola, uni prüo lano. 
JHN.11.20	Süsa Martha Jisu vori kezü sesü metha tavo püzü kesü, vele Mary püthilü bazo. 
JHN.11.21	Süsa Martha Jisu cepode, mhace no hice ba lize, aprü-o sata ho vele. 
JHN.11.22	Vele I sekeba, tsühi sheri no Jihova ce mhakehopü sheri chosü lize, Jihova khapü ntsü sü zoto. 
JHN.11.23	Jisu püce poti, “Nprüo rhüla sürito.” 
JHN.11.24	Martha püce posala sü, I sekeba pü thela nha rhü sala sürito. 
JHN.11.25	Jisu püce po, I rhüla kesüo zo, mu kerhüro yozo; amelü ketami sata zori pü rhüla yito. 
JHN.11.26	Kehopü sheri rhü kebalü amelü keyimi sata ho. No sü melü teme? 
JHN.11.27	Thenopü püce poti, Ile, I melüte Niepoo, no Khrista zole, Jihova Nu, cejülü vori tole ketao zo. 
JHN.11.28	Thenopü pokevasa ta pücholü vota, de vo pü sazüpü Mary cüsü, püce mekhrü de poti, Kemethao hice voribale mu ncü bale zisü.
JHN.11.29	Thenopü süsesü metha rekri ta püce vo. 
JHN.11.30	Hice Jisu rünalü vori molu, vele Martha püzü kesüti thethilü balu. 
JHN.11.31	Jews miko thenopü zü pücelü kebako pülü thomelu ba, thenopü rekri tosü keta ngode püsa mejivo, uko kelüce thenopü tavo thekri thi toli zütho ziba. 
JHN.11.32	Süsa Mary vo Jisu keba ngoyi de tatsü püphelü pü reshüta, de poti, Niepoo, mhace no hice ba lize aprüo sata ho vele. 
JHN.11.33	Jisu thenopü kekra ngosü mu Jews mikori kra keta ngosü, pü rüpü melo bata, pülü kemezhe bata. 
JHN.11.34	Pü poti, neko pü khapü dipüce mezü? Uko püce poti, Niepoo, tavori pete. 
JHN.11.35	Jisu krata. 
JHN.11.36	Süsa Jews miko poti, Hihe, pü didüpüri pükhrü sheri! 
JHN.11.37	Humi poti, pü mimhü thimeve kesüo thüma hio pori samo tati thiyi ve mome?
JHN.11.38	Jisu pülü panyo de ta mhakhre cephe. Mhakhre süo kece cepü mu ketsü kezhopü khipü gü metha. 
JHN.11.39	Jisu poti, Neko ketsüo püvate. Martha kesao lipü poti, pü sa mena tatole, Niepoo, kekrelamori pü sa keta zho date. 
JHN.11.40	Jisu püce poti, I nce posü mome, mhace no melüyi lize no Jihova zapozale ngoto. 
JHN.11.41	Süsa uko ketsüo püva, kesao khapü kemezülü. Jisu pümhü pü tüpede poti, Apo, no afü reni kebala nmeza. 
JHN.11.42	No afü reni sü tayo keti I seba, vele thümako azü kethako la I hihi posü, no aketsü süzo keti ukopo seyi ketola. 
JHN.11.43	Pü süko po kesüsa se de füphra meto shusü, “Lazarus, tasüri te.” 
JHN.11.44	Sa ketao tasü rita, püphe pübe kesa füne khipü phapü süri; püzü sheri füpü kezhü meta. Jisu ukoce poti, “Püphrü süte, side püpo tavo tate.” 
JHN.11.45	Süsa Jews miko kekro Mary vori kebako, mha süko Jisu thikesü ngo de pü melüyi.
JHN.11.46	Vele humi ta Pharisee koce vota, mu Jisu thikesüko pü ukoce posü. 
JHN.11.47	Süsa thevo kezhoko mu Pharisee miko kenguyi de kerethita, de uko poti, Uko kedipü bita? Thüma hio mha ungo keti kekro thi süte. 
JHN.11.48	Mhace uko pü khapü hizi zo ba ketosa, thüma metü pü melü tato; mu Roman miko tavori de uko thethi mu urüna sheri püyi tate. 
JHN.11.49	Mipü püza Caiphas lezitio, tütse sülü thevo kezhoo thiba; püpoti, Neko mhapüri semo. 
JHN.11.50	Mori ukola moze kesu lüri yomo, mipüpo thümakola sa keta mesü, size shuye metü katamo ketola. 
JHN.11.51	Jü hio kepo pütho zomo, vele tütse hilü pü thevo kezhoo thiba tila, pü saju kepo Jisu po shuyela sa keta mesü ziba. 
JHN.11.52	Shuye süo lebi lamo, vele Jihova nuneko hupre kevako züvo kenguyi ketola risa. 
JHN.11.53	Süla sünha yowino pü dokhri va keto rhü tata. 
JHN.11.54	Jisu süla melemelu Jewsmi dolü ta mota, vele rezü rüna mi kedira vota, rünapü Ephraim lü vota. Mu sülü püsajiko zü bata. 
JHN.11.55	Jewsmi cukevo nye meno bata, thüma kekro uthi kemesa ketola ta Jerusalem lü voba. 
JHN.11.56	Süla uko Jisu phu bata, uko dolü kepoti, kereshücelü kebace, “Pü thenyelü vori mota lize neko dipü biti lüba”? 
JHN.11.57	Thevo kezhoko mu Pharisee miko jü khakesü, mhace humi pü dipüce ba sheri se lize po kemese süte, pütüyi ketola.
JHN.12.1	Cukevo nye mhüjü zho shurü kebalü Jisu ta Bethany lü kho, Lazarus celü, püthi merhü kesüo. 
JHN.12.2	Uko theva-o pümesoyi de püpo mhatiyi, Martha rena püreyisü, vele Lazarus uko dolü mipü püzü miz yo mhati ba. 
JHN.12.3	Mary tirü püma kerü (spikenard) pound pü lapü Jisu phezi kenhüsü de püpitha pü süva; mharü kethenyü süo celü metü chu bata. 
JHN.12.4	Süsa püsajiko dolü mipü Judas Iscariot, Simon nu hisa pü tüsü ketoo poti, 
JHN.12.5	Tirü kenhü ketio zhupü pence kra kena khriyi mano, de khapü kedimiko tsüsü mano? 
JHN.12.6	Hio kepo, pü kedimi kekhrü lamo, vele pü keregomi tila, pü presa lekho khiyo, mu presa rego tayo tila. 
JHN.12.7	Süla Jisu poti, “Thenopü kebü hite, pü akekhrüne kesü kesüla zo. 
JHN.12.8	Kekrelamori neko kedimi züta süto, vele neko azü ta süho.”
JHN.12.9	Jews miko kekro tavori, pü süce kebala, Jisu lebi la zo mori, Lazarus sheri pe ketola Jisu pü sa ketalü phü merhü kesüla. 
JHN.12.10	Vele thevo kezhoko mharhü Lazarus sheri mesa va keto rhüta. 
JHN.12.11	Kekrelamori püla Jews miko kekro sheri ta ketala, mu Jisu melüta.
JHN.12.12	Süsanha thüma kekro ta thenyelü vori, uko Jisu ta Jerusalem lü lü kezü sekeyice. 
JHN.12.13	Uko revüniko thüpü mu sü kemejo coko rhopü, de püzü kesüto vori; uko se rekrü de Hosanna, Thejo kepütho Israelmi kedeo, Niepoo zalü vori kezüo. 
JHN.12.14	Jisu gadanu püyo bayi, thopü kemeta bide. 
JHN.12.15	Mpe hite, Zion nupü, Hihe nkedeo gadanu (tholi) püyo vori züho. 
JHN.12.16	Mhahiko methakeyiko therace se bamo, vele Jisu zapozale thi kevasa uko sa lü vorita, hiko metü püju thopü meta tila, uko mhatho hiko thipü püyo sü. 
JHN.12.17	Thüma püzü ketako mha hiko Lazarus mhakhrelü phü merhü kesü ngo mu seba. 
JHN.12.18	Pü mha hiko ungo mhatho thi kesüla thümako tavo püpe toli vori. 
JHN.12.19	Pharisee miko uko dolü kepoti, neko mhapüri thiyi mo keta lü bame? Hihe, cejü metü püsa meji tazü.
JHN.12.20	Thenyelü vori de reshü thi ketoko humi Greekmi. 
JHN.12.21	Thüma süko ta Bethsaidalü Philip cevori, Galilee lü, püce poti hako Jisu penyü tale. 
JHN.12.22	Philip tavo Andrew ce posü, süsa Andrew mu Philip ni kezüvo Jisu ce posü. 
JHN.12.23	Jisu unice pokesü, pütü (bavüdo) vori bate, thüma Nuo zapozale thita keto sü. 
JHN.12.24	I nekoce potü süto, teha retu cejü tsü de sata kemosa süo pü lebi ba tayo, vele süo mhace sata süze püse kekro zhüyi yo. 
JHN.12.25	Somino pü kerhüro khrüta sheri katato, mu sopüno cejü hilü pü kerhüro khrümo (ngometsü) tato sheri kechothe kehü ngoyito. 
JHN.12.26	Mhace humi achoyi thiyo lize, püpo asa meji yite; I dipüce ba sheri püpo sülü ba yito: mhace humi achoyi thiyo lize a Po pü rho süto. 
JHN.12.27	Tsühi alü kemezhe bate, I dipü pota? Apo pütü hilü akela süte, vele püco hiola I pütü hilü vori. 
JHN.12.28	Apo, nzapo zapozale thi yite. Süsa tülü füphrapü kiri, poti, I zapozale thi süzo mu thisa süto. 
JHN.12.29	Thümako süce kebako süo sesü, de poti, tüsü süle; kekreko poti, tüyo choyipü püce jü posüle. 
JHN.12.30	Jisu ukofü kela kesü, Füphra hio Alamo, vele nekola. 
JHN.12.31	Tsühi cejüo neketi bate, hisa cejülü kekha keba kezhoo hu vato. 
JHN.12.32	I cejülü tasü ketasa thüma metü tüsüpü aceco vori tato. 
JHN.12.33	Pü kepo hio pü düpü sü thito sheri süo poba. 
JHN.12.34	Thümako püfü kela kesü, Hako thezholü thopü kemeta sekeba Messiah kechothe ba sütole ziba; no dipüla thüma Nuo tasü tatole siziba? Thüma Nuo sü sopüta? 
JHN.12.35	Jisu ukoce poti, pütü dopü keve neko zübato. Keve kebace neko kevelü tayite, sizi moze kezüo nekoce vori tato; kekrelamori kezülü ketami pü dipüce vozü sheri seyomo. (Thümako melütho keta). 
JHN.12.36	Keve nekoce kebace neko keve melü yite, sizino keveo nuneko thi yite. Jisu jü hiko po kesüsa pü tavo mi kedira vota. 
JHN.12.37	Vele pü mha kekro ungo mhathoko thisü zori uko pü melü muta. 
JHN.12.38	Hihi thajü Isaiah saju kepoo popü kemeta thitsü sü ketola zo, “Niepoo sopü hafü melüyi ta, Niepoo bechopü somi yo sü?” 
JHN.12.39	Side uko pü melü mota, kekrelamori Isaiah posa kesü; 
JHN.12.40	Pü uko mhü thi mece ve, uko melü sheri thipü (revo) daduve; side ukopo ngomo ketola, mu uko melüpo mhalüyi mo ketola: uko thelü redeyi de sürhoyi ketolü. 
JHN.12.41	Isaiah hiko po kesü püzapozale kethi ngotila mu püju posü. 
JHN.12.42	Sizosheri mikekha keta kezhomi kekro sheri pü melüyi, vele Pharisee miko la phra mese zomo, kekrelamori uko synagogue kolü hupü chozu süva ketola. 
JHN.12.43	Kekrelamori uko Therüopo uko chu keti ceri thümapo uko chuti menyüku tila.
JHN.12.44	Jisu semeto de poti, “amelü keyimi, amelü mori aketsü kesüo melü yi.” 
JHN.12.45	Akengomi aketsü kesüo ngo sütazo. 
JHN.12.46	I cejülü keveo thi vori, somi amelüyi sheri kezülü bati mesü mote. 
JHN.12.47	Humi mhace ajüko sede melü mota lize, I pü mejomo, kekrelamori I cejüo mejo tole vorimo; vele cejüo kelayi ketola vori. 
JHN.12.48	Pü amela kevao ajüko yimute, mipü pü mejo tato, I jüpo kesü jü süo thela nha pü mejo tato. 
