MAT.1.1	Lungolo lwa Yesu Kilisto, kibelei cha Daudi, ngi kibelei chu Ulaimu.
JHN.17.20	“Najopilanga angwetotuje, nambu najopelanga na bange bandu abapa kuamini nenga kuboka mulilobe lyabe. 
JHN.17.21	Nyopa ili booa babe kilebe chimwe. Awawa! Nyopa babe nkati jito, andi nyene mwe pammile nkati jango nane nkati jinu. Nyopa babe kilebe chimwe ilidunia jipate kuamini mwenga maungingite. 
JHN.17.22	Neenga napilangite kibumo uchache chamamba nenga, ili babe kilebe chimwe andi twe tubi kilebe chimwe. 
JHN.17.23	Nenga mbe nkati jabe namwe mme nkati jango. Nanyopa malimbie na kube kilebe chimwe, ili dunia jimanye mwenga nte kunduma na ntenda kapala angweto andi paumbala nenga.
JHN.17.24	“Awawa! Mbala aba abaumbile, babe pamwe nane penia pambile, ili bakibone kibumo chaumbile, kwa magambu mambai tango nukupanganaje dunia. 
JHN.17.25	Awawa Bambone! Dunia jummanyije, nambu ne numanyi, nangweto bamanyi mwenga maundumite. 
JHN.17.26	Nammekite umanyikane kwabe, manyendekea kutenda nyene, ili mapalano gaminago kwango ube nkati jabe, nane mbe nkati jabe.”
JHN.18.1	Yesu apalongela genia, ngajenda kwiye ja lukemba olukemigwa Kidiloni, najweno pamwe nakinapunji bakwe. Paali penia pakiba na bositani, najweno Yesu ngajingi mweno pamwe nakinapunji bakwe. 
JHN.18.2	Yuda, ojwang'aluka Yesu, apamaanyi paali pena, kila kingobu Yesu akongana na akinapunji bakwe kweno. 
JHN.18.3	Bai Yuda ngato kikundi cha manjolinjoli na akalenda kuboka kwa akakung'i akolo na Mafalisayo, ngaika nabo pabositani bapotwi muli, niimbelembele na chilaa. 
JHN.18.4	Yesu, kongo akamanya goa agapakumpata, ngapitila, ngabakonya, “Mampalanga meneke?”
JHN.18.5	Nabenia ngabannyangula, “Yesu jwa ku Nazaleti!”
JHN.18.5	Yesu ngabalengela, “Nganenga.”
JHN.18.5	Yuda ojwa akanng'aluka Yesu, akiba ajemite penia pamwe nabo. 
JHN.18.6	Bai Yesu apabalengelinge, “Nganenga,” ngababuja unyuma, ngabagweganga pae. 
JHN.18.7	Yesu ngabakonya kabele, “Mampala mene?”
JHN.18.7	Ngabannyangula, “Yesu jwa ku Nazaleti!”
JHN.18.8	Yesu ngabalengela, “nanengalinge nganeenga. Anda umbala nenga malekange angweto bajabulange.” 
JHN.18.9	Alenga genia ili gapate kutimia gaga agaakalenga, “Baba abaumbile nunhwoiteje ata jumwe.”
JHN.18.10	Simoni Petulo akiba na upanga, bai ngaucholomola, nganhweketa lichikilo lya kalelo mmanda jwa akung'i akolo. Mmanda jwenio akemigwa Malukusi. 
JHN.18.11	Bai Yesu ngannenge Petulo, “Mmuye upanga gwinu muala. Bo, nakanyweje kikombe cha matecho echibambi Awawa?”
JHN.18.12	Kikuta cha akalenda, na akolongwa babe na akalenda ba Akayahudi ngabampuki Yesu, ngabantaba 
JHN.18.13	ngabampeleka oti kwa Anasi. Anasi nga akimundu analome ba Kayafa, benia bakiba Akung'i Akolongwa chaka chene. 
JHN.18.14	Jwenio Kayafa ngaojwa balengela Akayahudi nga mbaya mundu jumwe awe kumagambu ga bandu.
JHN.18.15	Simoni Petulo pamwe na napunji jonge ngabankengama Yesu. Napunji jonge jweno akate kumanyikana kwa akung'i akolo, uyo ngajingi pamwe na Yesu unyumba panchana pa akung'i akolo. 
JHN.18.16	Nambu Petulo akiba ajemite panja, papipi na nniango. Bai napunji jonge jweno ojwakiba amanyikine kwa akung'i akolo ngapita panja ngalonge na mmanda munkege, nnende nniango, ngannyingia Petulo unyumba. 
JHN.18.17	Munkege nnenda jwa nniango ngankonya Petulo, “Bo, namwe uyo nga bamwe ba akinapunji ba mundu ojojo?”
JHN.18.17	Petulo ngannenge, “Neje!”
JHN.18.18	Akabanda na akalenda bakiba bakoite mwoto kumagambu pakiba na malili, ngaba jotanga mwoto. Jwombe Petulo akiba ajemite pamwe nabo ajota mwoto.
JHN.18.19	Bai Akung'i Akolongwa ngaba nkonyeke Yesu nhwalo gwa akinapunji bakwe na maboulo gakwe. 
JHN.18.20	Yesu ngannyangula, “Nongile na kila mundu goa pukongolou. Kila kingobu mbundiche munyumba ja kunyopa Nnoongo na munyumba ja Nnoongo, paali apabakongana Akayahudi boa, na wala nengitije chachoti chela kwa kuiya. 
JHN.18.21	Kwa nike ungonyekea nenga? Makonyekea baba abajoaninge nike nalengelinge. Angweto bamanyi aganalengelinge.”
JHN.18.22	Yesu palenga genia nnendei jumwe ojwa kiba ajemite penia ngamputa likopi nukulenga, “Bo, nga apamajanga akung'i akolo?”
JHN.18.23	Yesu ngannyanga, “Anda nengite mabaja, nchalakiche ubaja gweno, nambu anda nengite gambone, mboni umbuta?”
JHN.18.24	Bai Anasi ngampeleka Yesu abi atabigwe, kwa akung'i akolo Kayafa.
JHN.18.25	Petulo akiba penia ajota mwoto. Bai ngabankonya, “Bo, namwe uyo ngabamwe ba akinapunji bakwe?”
JHN.18.25	Jwenio ngakana nukulenga, “Neje!”
JHN.18.26	Jumwe jwa akapakachi ba Akung'i Akolongwa, nnongo gwa ojwaeketigwa lichikilo na Petulo, ngankonya, “Bo, mwe namwenije kukijongo pamwe na jwenio?”
JHN.18.27	Petulo ngakana kabele, kingobutu nkokoloko ngabeka.
JHN.18.28	Bai pakiba kilokilo, ngabantolanga Yesu kuboka kwa Kayafa, ngabampeleka kuboma. Nangweto kupala baotolange kulye Pasaka, bajingilingije unyumba ja boma bakanangita kube nuchaapu. 
JHN.18.29	Kwa nyene, Pilato ngapita panja, ngalenga, “Mmilingiti na machitaka gani na mundu jonjo?”
JHN.18.30	Ngabannyangula, “Anda jonjo akabi na malemwaje kabi tunetitije kwinu.”
JHN.18.31	Pilato ngabalengela, “Aja, muntolange mmenimangweto, maka nhwukumu ukengama na malagilo ginu.”
JHN.18.31	Akayahudi ngaba nnyanga, “Twe tukwetije amuli ja kunkoma mundu jwajotijola.” 
JHN.18.32	Itendigwa nyenie japata kulenganila malobe agalenga Yesu kulaya apakuwe kiwe nike.
JHN.18.33	Pilato ngajingi kabe unyumba muboma, ngankema Yesu nukunkonya, “Eti mwe ngama ngwana ba Akayahudi?”
JHN.18.34	Yesu ngannyanga, “Bo, genia nga malobe ginu au bange batennengela mialo jango?”
JHN.18.35	Pilato ngannyangula, “Bo, ne Nayahudi? Bandu binu na akakung'i bannetite kwangone. Ntendite nike?”
JHN.18.36	Yesu ngannyanga, “Kingwana chango chapa dunia jenjeje. Anda kingwana chango chakabi cha dunia jenje, akapakachi bango kabibambutanile nakabekigwaje mumaboko ga Akayahudi. Nambu ngoe kingwana chango nga chapambaje.”
JHN.18.37	Penia Pilato ngannengela, “Bai mwe nga Mangwana?”
JHN.18.37	Yesu ngajangula, “Mwe nnengite kutenda nenga Nangwana. Nenga melwike kwa magambu genia, na magambu genia nhike padunia nijichalakiche kweli ku bandu kila mundu jwabi mukweli jenie kumbenikia.”
JHN.18.38	Pilato ngannenge, “Kweli nga nike?”
JHN.18.38	Pilato apalenga genia, ngabajendele kabele Akayahudi panja, ngabalengela, “Nenga mbikulolaje lilemwa lyalyoa kwakwe. 
JHN.18.39	Nambu lubi lukobo nenga kunnekeke mpungwa jumwe mangobu ga Pasaka. Bai mpalanga nannyogolelange Nngwana jwa Akayahudi?”
JHN.18.40	Penia ngabatenda manjega, “Ije! Jwenio je, manyogolele Balaba!” Balaba jwenio akiba mpoki.
JHN.19.1	Bai Pilato ngaamulicha Yesu atoligwe aputigwe iboko. 
JHN.19.2	Manjolinjoli ngagaloka ulembalemba gwa miba, ngabankwindiya umutwe, ngagankwindiya ngobo ndandamau jibakwindanga akangwana. 
JHN.19.3	Kunhwikalila nnongi jakwe nukulenga, “Shikamoo, Angwana ba Akayahudi!” Ngabamputa makopi.
JHN.19.4	Pilato ngapita panja kabele, ngabalengela, “Nnolange, nanneta panja kwinu, mmegange mmanyi neenga nagabwenije malemwa gagoa kwakwe.” 
JHN.19.5	Bai Yesu ngapita panja, akwindite ulembalemba gwa miba nilijou libakwindanga akangwana. Pilato ngabalengela, “Nnolange! Mundu jwene nga ojo.”
JHN.19.6	Akakung'i akolo na akalendei pabammona ngabatondobea lilobe, “Mammambe munchalaba! Mammambe munchalaba!”
JHN.19.6	Pilato ngalenga, “Bai mantolange, mmene mangweto makammambe munchalaba, magambu ne nagabwenije malemwa gagoa kwakwe.”
JHN.19.7	Akayahudi ngabannyanga, “Twenga tukweti Malagilo, nakagakengama magambu ga Malagilo genia mpaka awe, magambu akitenda Mwana jwa Nnoongo.”
JHN.19.8	Pilato apajoa malobe genia ngajogopa muno. 
JHN.19.9	Bai Pilato ngajingi muboma kabele, ngankonya Yesu, “Mmoka kole mwe?”
JHN.19.9	Nambu Yesu ajangitije. 
JHN.19.10	Pilato ngannengela, “Kulongelaje na nenga? Bo, umanyije kutenda ngweti kinala chu kunnekekea ni kinala chu kummamba?”
JHN.19.11	Yesu ngajanga, “Makabije na kinala chachoa kwango, akabi Nnoongo nukumpeje. Magambu genia, jwajo ojwangamuye ne kwinu abi na mabaja makolongwa muno.”
JHN.19.12	Pilato apajoa genia, ngapala ndela jukunnekekea, nambu Akayahudi ngabachobela manjega, “Anda manekakie mundu jonjo, mwe maganjaje na nkolo jwa kilambo cha Loma. Kila mundu ojwakitenda nngwana ankana nkolo jwa kilambo cha Loma!”
JHN.19.13	Pilato apajoa malobe geniago, nganneta Yesu panja, ngatama pikitebwe cha hukumu, paali papakemigwa “Sakafu ja Maganga” kwa kilonge cha Akaebulania, ikonda Gabatha. 
JHN.19.14	Ikiba kingobu cha nalumu, lichoba lya kupangania Pasaka. Pilato ngabalenge Akayahudi, “Jwenio Nngwana jwinu!”
JHN.19.15	Angweto ngabatondobea lilobe, “Mankome! Mankome! Mamambe munchalaba!”
JHN.19.15	Pilato ngabakonya, Bo, nammambe nngwana jwinu?
JHN.19.15	Akakung'i akolongwa ngabajanga, “Twenga tukwetije angwana nambu nkolongwa jwa Loma tu!”
JHN.19.16	Penia, Pilato ngankamuya Yesu mumaboko ga Akayahudi kupala bammambe munchalaba.
JHN.19.16	Bai ngabantola Yesu. 
JHN.19.17	Na jwenio ngapita panja kongo apotwi nchalaba gwakwe kujenda paali papakemigwa “Kitongo cha Mutwe” Kwa kilonge cha Akaebulania ikonda Goligota. 
JHN.19.18	Penia nga pabammamba Yesu, uyo bakabamba bandu bange abena, jumwe kingonu cha kalelo na jonge kingonu chakwe cha kangeja, Yesu panakati jabe. 
JHN.19.19	Pilato ngaandika litangacho ngabeka panani ja nchalaba. Echibaandika, “Yesu ju Kunazaleti, Nngwana jwa Akayahudi.” 
JHN.19.20	Akayahudi ajingi ngabachoma litangacho lyene, mana paali penia pabambigwa Yesu pakiba papipi na Panyini. Kabe litangacho lyene likaandikigwa kwa kabila ja Kiebulania, Kilatini, na Kigiliki. 
JHN.19.21	Bai akakung'i akolo ngabannenge Pilato, “Makaandikaje, ‘Nngwana jwa Akayahudi ila, Mundu jwenio alengita, nenga nangwana ba Akayahudi.’ ”
JHN.19.22	Pilato ngajanga, “Gaandike, andike!”
JHN.19.23	Manjolinjoli kuboka pa kumamba Yesu, ngabatolanga ngobo yakwe, ngababagana mapungu ncheche, lipungu limwe kila linjolinjoli. Ngabatolanga na kanju jaakwe, kanju jene jikiba ilokigwe kukipande chimwe tu, janga nchono. 
JHN.19.24	Bai genia manjolinjoli ngagabeka machabuli, “Takapachulaje, nambu tutendi kiumbuumbu jibe jabene.” Nhwalo gweno utendigwa ili gatimie Majandiko ga Machwapi gagalenga,
JHN.19.24	“Ngababagana kikwindo chango,
JHN.19.24	na ngobo yango ngabapigi kula.”
JHN.19.24	Bai yene ngapagatenda manjolinjoli.
JHN.19.25	Papipi na nchalaba gwa Yesu bakiba bajemangite Amamundu, na alombo ba amamundu, Maliamu aanaba Kilopa, na Maliamu Magidalena. 
JHN.19.26	Yesu pababona amamundu, na papipi nabo ajemite jwajo napunji jwampaile, ngabalenge amamundu, “Amama, nnola, jweno nga mwana gwinu.”
JHN.19.27	Kuboka penia nganenge napunji jo, “Nola, benia nga amabinu.” Na kuboka kingobu chenie napunji jo ngabantola atame kachabe.
JHN.19.28	Kuboka penia Yesu ngalola goa gatimie, na ili Majandiko Machwapi gapate kutimia, ngalenga, “Nola nyota.”
JHN.19.29	Penia pakiba na ntungati utweli siki. Penia ngabachwika litonji musiki ngababeka mulutela lwa isopo, ngabammeka pakano. 
JHN.19.30	Yesu pachwena siki jenie, ngalenga, “Galenganile!”
JHN.19.30	Kuboka penia ngakotima mutwe, ngajomoka.
JHN.19.31	Ikiba ijumaa, lichoba li kupangana. Yene kukupala mibele jikatamaje mumichalaba lichoba li Kupomalela, mana lichoba lyene li Kupomalela likiba likolongwa, Akayahudi ngabanyopa Pilato makongono ga benia ababambigwa gatwekuligwe na mibele jabe jiboigwe. 
JHN.19.32	Bai manjolinjoli ngagajenda, ngagatweku makongono ga jwajo mundu ju kutumbula na jwajo jwa pili benia bakiba bakabambigwa pamwe na Yesu. 
JHN.19.33	Nambu pabanhwikalila Yesu, ngabalola awile, ku yene bantunwije makongono. 
JHN.19.34	Linjolinjoli limwe ngalyampojola pulubao kwa nkuki, ni kingobu tu ngijipita myai na mache. 
JHN.19.35	Mundu ojwaubweni nhwalo gwenio achalakiche kupala mangweto mpate kuamini genia galongile nga ga kweli, kabe benia bamanyi balonge kweli. 
JHN.19.36	Nhwalo gweno utendigwa kupala Majandiko Gachwapi galenganile, “Kubeje wala kiupa chakwe chimwe chikipa kutwekuligwa.” 
JHN.19.37	Kabe Majandiko gange galenga, “Bandu mabannolakea jwajo jubampojwile.”
JHN.19.38	Kuboka pa genia, Yusufu ju kilambo cha Alimatayo, ngannyopa Pilato ampe mmele gwa Yesu. Yusufu akiba napunji jwa Yesu, nambu jwachili, gambu bajogopa akiilongoi ba Akayahudi. Bai, Pilato ngajeketela. Yene Yusufu ngajenda, ngautola mmele gwa Yesu. 
JHN.19.39	Jwombe Nikodemo jweno akanyendele Yesu machoba ga unyuma kilo, ngaika kongo apotwile kiwanga cha mauta ga manemane na ubani kilo salasini. 
JHN.19.40	Bai ngubutola mmele gwa Yesu, ngaubiligila chanda pamwe na ilebe inakunungila andi lukobo lwa Akayahudi machiko gabe. 
JHN.19.41	Paali penia pabammamba Yesu pakiba kijongo, ni kijongo chenie likiba likabuli liyono tango lyanga nchika mundu. 
JHN.19.42	Bai kumagambu ga maengo ga Akayahudi ga kupanganikia lichoba lya Kupomolela, na kumagambu likabuli libile, ngabammeka Yesu mwenio.
JHN.20.1	Kindabi ndabi Jumapili, pakiba tango nu lubendu, Maliamu Magidalena ngajenda kulikabuli ngalibona libwe lela liboigwe paniango gulikabuli. 
JHN.20.2	Bai ngajenda lubelo mpaka kwa Petulo na jwajo napunji jonge ojwampai muno Yesu, ngabalengelanga, “Bammoite Nngwana mulikabuli, na tukumanyije kubummekite.”
JHN.20.3	Petulo pamwe na napunji jongi jola ngabajendanga kulikabuli. 
JHN.20.4	Boa akabele babutuka lubelo nambu jwajo napunji jongi jola ngabutuka kumpeta Petulo, ngalongelela kuika kulikabuli ko. 
JHN.20.5	Palita na kulinga mulikabuli ngakibona chanda, nambu ajingije nkati. 
JHN.20.6	Simoni Petulo na jweno ngaika akankengama, ngajingila mulikabuli. Mweno ngakibona chanda, 
JHN.20.7	na kitambala chache chabantabali Yesu umutwe. Kitambala chenie kikiba pamweje na chanda ila kikiba kitundanigwe kibi pajika jakwe. 
JHN.20.8	Kubokapenia jwajo napunji jwalongalile kuika kulikabuli, ngajingi uyo nkati ngalola, ngaamini. 
JHN.20.9	Bakiba tango banamanyaje Majandiko Machwapi gagalenga mpaka ayoke kuboka kwa abawile. 
JHN.20.10	Bai akinapunji benia ngababuja kachabe.
JHN.20.11	Maliamu akiba ajemite panja ja likabuli, akaguta. Kongo abi tango akaguta, ngalita nukulinga mulikabuli, 
JHN.20.12	ngababona akapakachi abele bakwindite ngobo nhuu, batamite pubugonike mmele gwa Yesu, jumwe kumutwe na jonge kamakongono. 
JHN.20.13	Akapakachi benia ngabakonya, “Amama mbona ntenda kuguta?”
JHN.20.13	Jwombe ngajanga, “Baboyangite Angwana bango, na nukumanyije kababekite!”
JHN.20.14	Kuboka pa kulenga genia, ngatendabuka unyuma, ngamona Yesu ajemite penia, nambu amanyije kutenda Yesu. 
JHN.20.15	Yesu ngankonya, “Amama, nng'uta nike? Mampala meneke?”
JHN.20.15	Maliamu apemelela jweno nnendei jwa bostani, ngannenge, “Angwana anda mwe ntekumoya, unengele kamabekite, nane nakatole.”
JHN.20.16	Yesu nganenge, “Maliamu!”
JHN.20.16	Na jweno Maliamu ngatendabuka nganenge Kiebulania, “Laboni!” Laboni mana gakwe Apundichi.
JHN.20.17	Yesu nganenge, “Makangamuje, magambu nanajendaje tango kunani ka Awawa. Nambu nnyende kakanuna bango makalengele, ‘Nyenda kunani ka Awawa bango na Awawa binu, Nnoongo jwango na Nnoongo jwinu.’ ”
JHN.20.18	Yene Maliamu Magidalena ngajenda kwa akinapunji ngabalenge nhwalo gweno babweni Angwana, na banengi genia.
JHN.20.19	Ikiba kimuyo ja lichoba lyene lya Jumapili. Akinapunji bakiba bakongine pamwe unyumba, ni milyango jakiba jijigaligwe magambu batenda kajogopa achilongochi ba Akayahudi. Bai Yesu ngaika, ngajema panakati jabe, ngabalenge, “Tengela jibe kwinu.” 
JHN.20.20	Pajomola kulenga genia, ngabalaya maboko gakwe na lubao lwakwe. Bai akinapunji bakwe ngabaala mojo muno kabona Angwana. 
JHN.20.21	Yesu ngabalenge kabele, “Tengela jibe kwinu! Andi Awawa apabandumite ne na ne nantuma mangweto.” 
JHN.20.22	Kuboka penia ngabalumika angweto na kalenge, “Mpokelange Uhuke jwa Chwapi. 
JHN.20.23	Anda malekekeinge bandu mabaja gabe balekekeigwe anda nakalekekeje balekekeigwaje.”
JHN.20.24	Tomasi jumwe jwa akinapunji komi na abena, ojwa kemigwa Mabela, akibaje pamwe na angweto kingobu paika Yesu. 
JHN.20.25	Bai baba akinapunji bangiba ngabanenge, “Tabweni Angwana.”
JHN.20.25	Tomasi ngabalenge anda, “Nagabwenije mabalilo ga michumali mukubokojabe na kubeka lukonji lwango palibalilo gena, na kubekaje luboko lwango pulubao lwabe, aminije.”
JHN.20.26	Bai kuboka pa machoba nane akinapunji bala ngabakongana kabele unyumba, bakiba na Tomasi. Na milyango mujigale, nambu Yesu ngaika ngajema panakati jabe, ngalenga, “Tengela jibe kwinu.” 
JHN.20.27	Kuboka penia ngannenge Tomasi, “Nnete lukonji lwinu pamba na magabone maboko gango, nnete lukonji lwinu na meke pulubao lwango. Makabe na mbweleje, nhwuamini!”
JHN.20.28	Tomasi nganyanga, “Angwana bango na Nnoongo jwango!”
JHN.20.29	Yesu nganenge, “Bo, nhwamini magambu umweni? Mbaya abaamini nukumonaje, nambu baamininge.”
JHN.20.30	Yesu akalaya iingi yi ikobo ijingi nnongi ja akinapunji bakwe yenge yangaandikigwa mukitabu chenje. 
JHN.20.31	Nambu yenje iandikigwe ili mpate kuamini Yesu nga Kilisto, Mwana jwa Nnoongo, na kukunhwamini mpatange kube na bwomi kwa makakala ga liina lyakwe.
JHN.21.1	Kuboka pagenia, Yesu ngabapitila akinapunji bakwe kabele umbwega ja lilaba lya Tibelia. Ngaba pitilanga yene, 
JHN.21.2	Simoni Petulo, Tomasi ojwa kemigwa mabela, Natanaeli, jukukilambo cha Kana Galilaya, ingota ibele ya Zebedayo na akinapunji bakwe bange abele, bakibanga boa pamwe. 
JHN.21.3	Simoni Petulo ngabalenge, “Nyenda kulopola yamaki.”
JHN.21.3	Bombe ngabannengela, “Na twe tupakulongwana namwe.” Bai ngabajenda, ngabaombe muntumbwi, nambu kilo jene bapatangitije kilebe. 
JHN.21.4	Pitumbula kuchee, Yesu akajema umbwega ja lilaba likolo. Nambu akinapunji bamanyije kutenda jwenio akiba Yesu. 
JHN.21.5	Bai Yesu ngabakonya, “Achikakombo mpatiteje yamaki?”
JHN.21.5	Ngabajanga, “Tupatitije kilebe.”
JHN.21.6	Yesu ngabalengela, “Nnekele lipelele kingonu chakalelo ja ntumbwi, namangweto mampata yamaki.” Bai ngabalekela lipelele nambu ngoe baotwije kuuta kabele, magambu ikajoloka yamaki.
JHN.21.7	Penia napunji jwajo ojwapaligwe na Yesu ngannenge Petulo, “Ngangwana!” Simoni Petulo apajowa Ngangwana, ngakitaba ngobo jakwe maana akiba makengele, ngagoloke umache. 
JHN.21.8	Nambu baba akinapunji bange ngabaika kumbwani na ntumbwi kongo bakauta lipelele elitweli yamaki. Bakiba kutaalije na kujomo, ila bakiba kube kipemo cha meta mia jimwe kuboka muluboga. 
JHN.21.9	Pabaika kujomo ngabaubona mwoto gwa makala upambigwe na panani jakwe pabekigwe yamaki na nkate. 
JHN.21.10	Yesu ngabalengela, “Nnetange pamba yenge yamaki yannopwile.”
JHN.21.11	Bai Simoni Petulo ngaombe muntumbwi, ngajomboka mpaka kujomo lipelele lyale elitweli yamaki ngolongolo mia jimwe na amusini na itatu, naiganukube yamaki ndu yene lipelele linyopwikije. 
JHN.21.12	Yesu ngabalengela, “Nhwikange nnabuke.” Akibaje wala jumwe kati ja akinapunji jwajigite kunkonya Yesu, “Mwe mabene?” Maana bamanyi benia Angwana. 
JHN.21.13	Yesu ngaika, ngatola nkate, ngabape. Ngatenda uyo na yamakiye.
JHN.21.14	Penia pakiba kingobu cha patatu Yesu kapitila akinapunji bakwe kuboka ja kuyoka kuboka kwa abawile.
JHN.21.15	Pabajomola kulye, Yesu ngankonya Simoni Petulo, “Simoni mwana jwa Yohana! Bo, umbaile nenga kupeta ababa?”
JHN.21.15	Petulo ngajanga, “Umo Angwana, umanyi nenga nampaile mwe.”
JHN.21.15	Yesu ngannengela, “Nng'oye yana yamambelele gango.” 
JHN.21.16	Yesu ngannenge mala ja pabele, “Simoni mwana jwa Yohana, umbaile?”
JHN.21.16	Petulo ngajanga, “Umo Angwana, umanyi nampaile.”
JHN.21.16	Yesu ngannengela, “Nng'oye mambelele gango.” 
JHN.21.17	Yesu ngankonya mala ja patatu, “Simoni mwana jwa Yohana, Bo, umbaile?”
JHN.21.17	Petulo ngaechuka magambu ankonyite mala ja patatu, “Umbaile?” Ngannengela, “Angwana, mwe mmanyi goa. Mwe mmanyi kutenda mbi kumpala.”
JHN.21.17	Yesu ngannengela, “Nng'oye mambelele gango. 
JHN.21.18	Nannengela kweli, pamakiba makakombo mayobalile kujenda okumpaala. Nambu pampakube machiokolo mpakutondobea maboko ginu, na mundu jonge apakuntaba na kumpeleka kwangapala kujenda.” 
JHN.21.19	Kukulenga genia, Yesu alondola kiu chapakuwe Petulo na kunkoya Nnoongo. Kuboka penia ngannengela, “Ungengame!”
JHN.21.20	Penia Petulo ngatendabuka, ngammona jwajo napunji ojwampaile Yesu akakengama napunji jwenio ngajwajo jwatamita papipi na Yesu kingobu cha kulye ndalilo na kunkonya, “Angwana ngabeneke abapakung'aluka?” 
JHN.21.21	Bai Petulo apammona jweno, ngankonya Yesu, “Angwana, ojo bo?”
JHN.21.22	Yesu ngannyanga, “Andambai aigale mpaka pambakuika, ganhusu nike? Ungengame!”
JHN.21.23	Bai nhwalo gweno nguujoanika kubene akangwetojika napunji jwenio ajomokaje. Nambu Yesu annengije kutenda ajomokaje. Ila ngalenga, “Anda mbala aigale mpaka pambakuika, ganhusu nike?”
