MAT.1.1	Jesus Kristo, Dawi panaa, Abaraãm panaa. Hahỹ ta wahë makũ sa häd heen n'aa kerih doo:
ACT.1.12	Ti m', tii b' naa, waëë joom oriib banäng doo bä naa, rababaaj nä Jerusarẽnh panang hẽnh. Dawëë nado m' tii. Judah buuj sa hã Mosees ky n'aa jaw'yyk do tanoo do rabeheb'ooh do Saab hã, ti pénh mä tii. 
ACT.1.13	Ti m' rakajaa bä m', rabajëë p'ëë mä ta gawakõ p'op gadäk doo gó, rabahej'eenh doo hẽnh. Hahỹỹ d' paa m' kata j'eenh do sa häd: Peed, Jowãw, Tsijaag, Ãn-Deréh, Pirip, Toméh, Batoroméw, Matew, Tsijaag Aw-Pew t'aah, Simaw Serot, Judas Tsijaag t'aah. 
ACT.1.14	Sahõnh hẽ ta ti rakahet'aa, Jesus wakããn, Marija (Jesus ỹỹn), ỹỹj wób sa sii, séd hã raky n'aa etsẽẽ hyb n'aa.
ACT.1.15+ACT.1.16	Ti m', ta see pé noo gó Jesus hã h'yy ka'eeh do rakataa séd hã. (120 hyb n'aa hadoo mä ti kata pad'ëëk doo.) Ti m' Peed bas'ëëg gëët sa mahang, ti m' taky hadoo sa hã:
ACT.1.15+ACT.1.16	—Bë maa newë këh ỹỹ, wakãn haa —näng mäh. —P'ooj ub ër wahë makũ Dawi häd näng doo, P'op Hagä Do Sahee kyy gó taher'oot Judas Ikarijot makũ ky n'aa, P'op Hagä Do kyy kerih do paa gó. Dawi erih do paah, P'op Hagä Do kyy kerih doo gó, ti d' né paa Judas ky n'aa. Jesus maso däk do metëë n'aa ti Judas Ikarijot. 
ACT.1.17	Ãã see paa né tii, ãã kanatëë paah. 
ACT.1.18	(Jesus majĩĩ sa moo gó tan'oo däk do säm n'aa me tamets'ẽẽ hõm tób hood pan'aa. Ti m' ta jawén tabadëë hyng p'op naa ta nuu paa me. Sahõnh mä taganabäh hõm. Ta j'aa tyd mä gatsëk. 
ACT.1.19	Ti m' sahõnh hẽ Jerusarẽnh buuj raky n'aa napäh bä m', ta häd ramaneëënh “ta majyyw hood” ta tób hood paah. Sa kyy me ramaneëënh Akaredãm) —näng mä Peed kyyh.
ACT.1.20	Ti m' taky hadoo ẽnh:
ACT.1.20	—P'op Hagä Do kyy kerih do paa hã, Saaw-Mo hã, takerii däk Judas Ikarijot ky n'aa. Hahỹỹ da takerii däk:
ACT.1.20	“Ta tób paah, dooh ta yt hagëë wät pé.”
ACT.1.20	Saaw-Mo see hã takerii däk hahỹỹ da:
ACT.1.20	“Taw'ããts hẽ ta see ta jawén buuj”,
ACT.1.21+ACT.1.22	Ti m' Peed ky hadoo:
ACT.1.21+ACT.1.22	—Ti hyb n'aa, taw'ããts hẽ ër esoos hapäh do seeh, Jesus Jowãw nu gahem'uun do nu gemuun noo gó, Jesus hawät noo gó ãã mahang, tabasëëk jawén paa bä hapäh doo. Ti né hẽ da ãã ky hata. Ãã sii her'oot do pan'aa, Jesus ganä wät do tadajëp jawén paa bä ky n'aa —näng mä Peed kyyh sa hã.
ACT.1.23	Ti m' rah'yy kajäk pawóp hẽ ajyy. Hahỹỹ d' paa m' sa häd: Joséh, Bar-Saba ramaneëënh doo (ta häd see ramaneëënh Jus-To). Ta see häd mä Matsijas. 
ACT.1.24+ACT.1.25	Ti m' hahỹỹ da Jesus hã h'yy ka'eeh do raky n'aa etsẽẽ:
ACT.1.24+ACT.1.25	—Jesus, baad mah'yyb hapäh ãã sahõnh hẽ —näk mäh. —Mametä jaa ta ti masëëw däk do Judas jawén buuj, mamejũũ do see tabadoo hyb n'aa ta jawén buuj. Dooh Judas makũũ mamejũũ do see tado wäd bä. Ahõm nesaa do tamoo wät do säm tagadoo hẽnh —näk mä sa kyyh Jesus hã.
ACT.1.26	Ti m' pä taah hã raberii padëëk sa häd. Ti m' ramekuuj bong pä taah, ti m' pä t'aah adëë hyng tũũ. Ti m' rabaheg'ããs. Matsijas häd mä ta hã. Ti hyb n'aa 12 rabado däg kän p'aa hẽnh Jesus mejũũ doo.
ACT.2.1	Ti m', jäm Pẽn-Tekos häd näng do noo gó m', séd hã m' sahõnh hẽ Jesus hã h'yy ka'eeh do rakata padëëk sét tób yt hã. 
ACT.2.2	Ti m' nayyw hẽ, hỹ pong jé naa ky ganä däk bah'ood tak'ëp hana do ky hadoo mäh. Tób rayd t'oonh do haw'ããts hẽ m' maa ena ta ti kyyh. 
ACT.2.3	Ti m' rabahapäh, tëëg hõõ hadoo mä tabehũũm sa hã. 
ACT.2.4	Ti m' sahõnh hẽ kat'aa do sa h'yyb tym gó P'op Hagä Do Sahee bajëng, tabanyy däk hyb n'aa. Baad mä sa h'yyb tamahũũm. Ti m' radu doo ta wób sa kyy me rer'oot doo. P'op Hagä Do Sahee anoo do hadoo sa hã, ti hadoo né m' rer'oot.
ACT.2.5	Ti noo gó m' ti abong mä Jerusarẽnh panang bä Judah buuj, P'op Hagä Do hyb n'aa jew'yyk doo, badäk hahỹ haw'ããts hẽ häj n'aa bä naa han'aa doo. 
ACT.2.6	Ti m' bah'ood hadoo do kyyh ramaa napäh bä m', séd hã m' rakata padëëk. Ramaa napäh Jesus hã h'yy ka'eeh do ramer'oot mä sa kyy me. Sahõnh hẽ häj n'aa s'ee hẽnh han'aa do sa kyy me m' ramer'oot. Ti hyb n'aa m' rameuuj bong. 
ACT.2.7	Tak'ëp rameuuj bong mäh. Ti m' raky hadoo:
ACT.2.7	—H'ëëd hado hỹỹ éh? —näk mäh. —Sahõnh hẽ her'oot doo, Garirej häj n'aa buuj né ti hỹỹh —näk mäh. 
ACT.2.8	—H'ëëd hyb n'aa ti rabahajaa sahõnh hẽ ër kyyh rer'ood bä? Ër maa napäh rer'oot do ër kyyh —näk mä sa kyyh. 
ACT.2.9	—Ër mahang ti abong Par-Tos häj n'aa babuj n'aa, Medija häj n'aa bä naa, Mesopotãm babuj n'aa, Judah häj n'aa bä naa, Kapados häj n'aa babuuj, Põn-Tus häj n'aa babuuj, Asija häj n'aa babuuj, 
ACT.2.10	Pirikija häj n'aa bä naa, Pam-Pirija häj n'aa bä naa, Esit häj n'aa bä naa, Ribija häj n'aa Sirené nedaa bä naa ta wób —näk mäh. —Ti abong na-ããj hẽ panang Roma häd näng doo bä naa ta wób. 
ACT.2.11	(Ër mahang ti abong Judah buuj heh'äät ub doo. Ta wób Judah buuj nadoo do né paawä, Mosees ky n'aa jaw'yyk do raky daheeh Judah buuj rabahed'oo doo da.) Tsyt dëëg hã, Keret häd näng doo bä naa ta wób. Arab häj n'aa babuuj ta wób. Ër sahõnh hẽ ër maa napäh ër kyy me P'op Hagä Do tak'ëp haj'ap do mo haj'aa rer'oot doo —näk mä sa kyyh.
ACT.2.12	Ti m' sahõnh hẽ rah'yyb manepëë bong. Rameuuj bong mäh. Ti m' sa da hadoo do hã rabeaanh:
ACT.2.12	—H'ëëd hado hahỹỹ éh? —näk mäh.
ACT.2.13	Dooh. Ti a'oom sa h'yyb —näk mä ta wób. Raky n'aa ej'ees mäh.
ACT.2.14	Ti m' Peed, 11 hedoo do Jesus mejũũ do wób, sa sii tabas'ëëg gëët. Ti m' kata pad'ëëk do sa hã tabaher'oot. Tak'ëp mä ta kyyh. Ti m' taky hadoo:
ACT.2.14	—Judah buuj, wakãn haa, Jerusarẽnh buuj na-ããj hẽ, baad bë maa newë bë ỹ maher'oot doo —näng mäh. —Ỹ her'oot bë hã hahỹ bë hapäh do ky n'aa —näng mäh. 
ACT.2.15	—Ha'oom doo, bë ed'oo hahỹ ajyy. Dooh raoom bä. Bäp paa nä. Dooh ji aoom bä nayyw hẽ bäp paah. 
ACT.2.16	Hahỹ bë hapäh doo, P'op Hagä Do ky n'aa rod Jowéw häd näng do her'oot do paah. Hahỹỹ da m' ta kyyh:
ACT.2.17	“Sahõnh hẽ tagawatsig pooj jé,
ACT.2.17	näng mä P'op Hagä Doo,
ACT.2.17	ỹ anoo da Sahé ỹỹ sahõnh hẽ badäk hahỹ haw'ããts hẽ habong do sa hã.
ACT.2.17	Bë taah, bë toog na-ããj hẽ raher'oot da ta jawén ganyyh do ky n'aa.
ACT.2.17	S'ëëh hadoo da pahëëw sa hã.
ACT.2.17	Wahëh s'ëëh enäh da.
ACT.2.18	Wë ỹ moo bok do sa hã né da ỹ banoo da ti noo gó Sahé ỹỹ.
ACT.2.18	Ỹ anoo ajyy sa hã, ỹỹj sa hã na-ããj hẽ.
ACT.2.18	Ti hyb n'aa ta jawén ganyyh do pan'aa raher'oot da.
ACT.2.19	Wë hã ỹ pehuunh da tak'ëp had'op doo.
ACT.2.19	Tũũ ta heen n'aa ỹ metëëh da.
ACT.2.19	Majyyw, tëëg hõõh, atsyg na-ããj hẽ ỹ metëëh da.
ACT.2.20	Tak'ëp Hyb N'aa Jawyk Do ahyng do pooj jé,
ACT.2.20	ti noo gó né hẽ, papỹỹj badagyb däk da.
ACT.2.20	Kamarab ty hahiin majyyw hado däk da.
ACT.2.20	Tak'ëp da tabanäm, hetsooh né hẽ da,
ACT.2.20	gabarëëh do bag hadoo, Tak'ëp Hyb N'aa Jawyk Do hahyng noo gó.
ACT.2.21	Sahõnh hẽ Tak'ëp Hyb N'aa Jawyk Do hã ky n'aa etsẽẽ doo,
ACT.2.21	wë ỹỹ da sa h'yyb tym edëp ỹ an'oo bä.”
ACT.2.22	Ti m' Peed ky hadoo ẽnh:
ACT.2.22	—Isaraéw buuj, bë maa newë hahỹỹh —näng mäh. —Jesus Nasaréh buuj pehuunh tak'ëp hadoo doo. Tametëëh P'op Hagä Do hejój. P'op Hagä Do né hẽ ti hanoo ta ti ta hã, baad P'op Hagä Do h'yyb däng ta hã ji bahapäh hyb n'aa. Bë hapäh né hẽ tii. 
ACT.2.23	Ti né hẽ Jesus ran'oo däk do bë moo gó, p'ooj ub P'op Hagä Do h'yyb däng do hadoo né hẽ. Ti né hẽ Jesus bë daj'ëëp doo, bë epëëm däk doo. Ajyy P'op Hagä Do ky n'aa jaw'yyk do ky nadah'eeh do bë mejũũ repëëm däk. 
ACT.2.24	Tii da bë badoo né paawä, Jesus ganä wät dejëp do mahang P'op Hagä Do an'oo bä. Tadajëp jawén paa bä, edëb wät P'op Hagä Do an'oo bä. Tii d' tawén d'oo, dooh dajëb haja bä taj'aa ketsëë bä Jesus hã. 
ACT.2.25	Hahỹỹ da ër wahë makũ Dawi her'ood däk do paa Jesus ky n'aa:
ACT.2.25	“Matym ỹỹ gó Tak'ëp Hyb N'aa Jawyk Do ỹ hapäh had'yyt hẽ,
ACT.2.25	pój ỹỹ jé tabahõm. Hup ỹỹ hẽnh tabawät do hyb n'aa, dooh ỹ h'yyb eỹỹm bä.
ACT.2.26+ACT.2.27	Ti hyb n'aa ỹ h'yy gadajang,
ACT.2.26+ACT.2.27	ti hyb n'aa ỹ ma ejäm ỹ tsebé do hyb n'aa.
ACT.2.26+ACT.2.27	Dooh kamak ỹ n'aa meréd bä ỹ radakä jëng doo hẽnh.
ACT.2.26+ACT.2.27	Dooh man'oo bä a karom tsyt hẽ a wë moo wät do ta kamag n'aa karejã bä.
ACT.2.26+ACT.2.27	Ti hyb n'aa, dooh ỹ eỹỹm bä ỹ dajëb né paawä.
ACT.2.28	Hã ỹ mametëëh ta tyw n'aa hỹ pong jé hahõm doo,
ACT.2.28	ji awäd had'yyt doo hẽnh.
ACT.2.28	Tak'ëp ỹ tsebé a matym gó man'oo bä”,
ACT.2.29	Ti m' Peed baher'oot ẽnh sa hã:
ACT.2.29	—Wakãn haa —näng mäh. —Wyt ta maab hẽ ti ỹ her'oot do bë hã. Ër wahë makũ Dawi, ta ti her'oot do paah, dajëp. Radakä jëng. Da hẽ ti anäng nä ër panang bä ta kamag n'aa paa hood. 
ACT.2.30	Noo ese ti Dawi makũũh, P'op Hagä Do ky n'aa rod seeh. Dooh ta daaj hẽ ta ky n'aa taher'ood bä. Tahapäh né hẽ ky kaneh'ỹỹt doo me P'op Hagä Do ky n'aa enooh do paa ta hã. Ti awät, P'op Hagä Do ky n'aa enooh ta hã, Dawi panaa see ër wahë pan'aa tabahadoo hyb n'aa ta jawén buuj. 
ACT.2.31	Ta jawén hawät do tahapäh do hyb n'aa Dawi makũ wén her'ood däk, Kristo, P'op Hagä Do H'yyb Däng Do ky n'aa, Kristo dajëp do jawén paa bä ganä wät do ky n'aa. Dooh P'op Hagä Do H'yyb Däng Do radakä jëng doo hẽnh tayyw bä, tanooh. Dooh ta kamag n'aa karejã bä, tanooh. 
ACT.2.32	Ta ti Jesus, ta ky n'aa bë hã ỹ her'oot doo, ti né hẽ P'op Hagä Do an'oo bä edëb wät p'aa hẽnh. Taganä wät jawén paa bä, ãã sahõnh hẽ ãã bahapäh, ta ky n'aa ãã wén maher'oot. 
ACT.2.33	Hỹ pong jé tabasëëk P'op Hagä Do an'oo bä. P'op Hagä Do hub hẽnh tabasooh P'op Hagä Do an'oo bä, ta sii tabag'ããs hyb n'aa. Tii bä ta Yb an'oo däk ta Sahee ta hã, ër hã taky n'aa enooh do paah. Ti né hẽ hỹỹ kä tanoo do ãã hã kä. Ti né hẽ ti bë maa newëë doo, babä bë hapäh doo. 
ACT.2.34	Dooh Dawi makũ hỹ pong jé hasëëk do tado bä. Ti hadoo né hẽ hahỹỹ da ta kyyh:
ACT.2.34	“Wahëh ỹỹ hã P'op Hagä Do ky hadoo:
ACT.2.34	‘Aso hup ỹỹ hẽnh, si ỹ mabag'ããs hyb n'aa.
ACT.2.35	Tii bä kä da a majĩĩ da ỹ nes'ëëm,
ACT.2.35	õm da raky daheeh ỹ an'oo bä.’ ”
ACT.2.35	Tii da né Peed kyyh Dawi erih do paa hã P'op Hagä Do kyyh.
ACT.2.36	Ti m' Peed ky hado kän sa hã:
ACT.2.36	—Isaraéw buuj, wakãn haa, bë ỹ maher'oot baad ub, bë sahõnh hẽ baad bë bahapäh hyb n'aa ti hahỹỹh: Ta ti Jesus, bë epëëm däk doo, P'op Hagä Do an'oo däk tak'ëp hyb n'aa jawyk tabado däk hyb n'aa, Kristo, P'op Hagä Do H'yyb Däng Do tabado däk hyb n'aa na-ããj hẽ —näng mä Peed kyyh.
ACT.2.37	Ti m' kat'aa do ramaa napäh bä m' Peed kyyh, tak'ëp mä rah'yy ketón bong. Ti m' rabeaanh Peed sa hã:
ACT.2.37	—Wakãn haa, —näk mäh —nyy da ër bad'oo hỹỹ kä?
ACT.2.38	Ti m' Peed ky hadoo:
ACT.2.38	—Taw'ããts hẽ bë h'yy kawareem P'op Hagä Do wë. Taw'ããts hẽ Jesus Kristo häd gó bë ranu gemuun hõm, ta ti heen n'aa. Tii da nesaa do bë h'yyb tym gó hanäng do P'op Hagä Do awug hõm da. Tii bä da tanoo da ta Sahee bë hã —näng mäh. 
ACT.2.39	—Bë hã, bë panaa hã, ta wób hã na-ããj hẽ dawëë habong do P'op Hagä Do mahä̃nh taky n'aa enooh paa ta Sahee. Sahõnh hẽ tanaëënh do sa hã taky n'aa enooh ta tii —näng mä Peed kyyh kata padëëk do sa hã.
ACT.2.40	Ti m' hajõng Peed her'oot nä sa hã. Tak'ëp tabetsẽẽ sa hã rah'yy kawereem hyb n'aa. Hahỹỹ da ta kyyh:
ACT.2.40	—Bë kedëëb, ky nes'aa do sa nemuun bë P'op Hagä Do narejãã hyb n'aa —näng mäh.
ACT.2.41	Ti m' ranu gemuun hõm mä Peed her'oot do gad'oo doo. Kata däg kän mä P'op Hagä Do hã h'yy ka'eeh do sa hã. Kata däk doo kä ti noo gó tahyb n'aa pé 3 miw. 
ACT.2.42	Baad mä rahyb n'aa matakëë 12 hedoo do Jesus mejũũ do rama metëëk do hã. Séd hã had'yyt hẽ rababong. P'op Hagä Do sii raber'oot, ta hã raky n'aa etsẽẽ. Raganebäh hõm pãw, sahõnh hẽ rabawa, Jesus sa hyb n'aa dajëp do rahyb n'aa esee hyb n'aa.
ACT.2.43	Hajõk do rameuuj bong mä Jesus mejũũ do rametëëk doo, rapehuunh do hyb n'aa. Tak'ëp né hẽ rapehuunh mäh. 
ACT.2.44	Séd hã rababok Jesus hã h'yy ka'eeh doo. Sahõnh hẽ sa ma sa hã né hẽ rabetyn. 
ACT.2.45	Ti m' res'ëëm sa ma sa wë hanäng doo. Ta säm retyn hõm mä sahõnh hã, wë bedoh do sa hã. 
ACT.2.46	P'op Hagä Do tób n'aa wahoo gó, séd hã Jesus hã h'yy ka'eeh do rakahet'aa had'yyt hẽ. Sa tób yt hã séd hã sa tä rabawëh, sa waa rabawa, rah'yyb tsebé do hyb n'aa, baad tabahadoo do hyb n'aa sa h'yyb. 
ACT.2.47	P'op Hagä Do rama ejäm, P'op Hagä Do raj'aa etsë do ky n'aa raher'oot. Sahõnh hẽ ta wób ragen'aak Jesus hã h'yy ka'eeh doo. Ti m' Jesus an'oo bä ta hã h'yy ka'eeh do kahũũm magyys hẽ.
ACT.3.1	Ti m' ta see pé noo gó, tug bä, Peed Jowãw daheeh rabah'ũũm P'op Hagä Do tób n'aa hẽnh, P'op Hagä Do hã Judah buuj raky n'aa hetsẽ do heen n'aa gó m'. 
ACT.3.2	Tób wahoo n'aa hadë noo bä aj'yy k'yy gadóm do bahäng. Ta hã d' né hẽ tahenäng noo gó. Ta noo “Hanäm Doo” ramaneëënh doo bä tabahäng. T'ĩĩ hẽnh ramana had'yyt hẽ, dajẽẽr tabetsẽẽ hyb n'aa hejëng do sa hã. 
ACT.3.3	Ti m' tabahapäh bä Peed Jowãw daheeh hajëë p'ëë doo, tetsẽẽ mä sa hã. 
ACT.3.4	Ti m' rabaheg'ããs ta hã, ti m' Peed ky hadoo:
ACT.3.4	—Mahegãã ãã wë —näng mäh.
ACT.3.5	Ti m' aj'yy hyb n'aa matakä däk mäh. Ranoo ted'oo dajẽẽr ta hã. 
ACT.3.6	Ti m' Peed ky hadoo ta hã:
ACT.3.6	—Dooh wë ỹ hanäng pé k'ããts tëg gabarëëh doo, hewak do na-ããj hẽ. Wë ỹ hanäng do ỹ anoo da Jesus Kristo, Nasaréh buuj ky gabuuj: Awäd däg! —näng mäh.
ACT.3.7	Tii bä m' Peed moo ej'ooj sëëk mäh. Ta hub me m' tamoo ej'ooj sëëk. Ti m' nayyw hẽ ta tsyym bahub däk. 
ACT.3.8	Tabas'ëëg gëët bä getsëg wät mäh. Ti m' tadu doo tabawäd däk. Ajëë suun kän mä sa sii P'op Hagä Do tób n'aa wahoo gó, awäd däk mäh, getsëk mä tawäd bä. P'op Hagä Do m' taj'aa etsëë wät. 
ACT.3.9	Ti m' sahõnh hẽ rabahapäh bä hawäd däk doo, P'op Hagä Do taj'aa etsëë däk bä, 
ACT.3.10	raky hadoo:
ACT.3.10	—Ti né paa ër hep'ëëh doo, tób noo bä “Hanäm Do” häd näng doo bä hahäng doo, dajẽẽr hetsẽ doo —näk mä sa kyyh.
ACT.3.10	Ti m' rahyb n'aa meuuj bong mä hawäd däk do hyb n'aa. 
ACT.3.11	Ti m' ta tii kä aj'yy hawäd däk doo, dooh m' teréd bä Peed Jowãw daheeh. Ti m' sahõnh hẽ t'ĩĩ hẽnh rawaj'aa padëëk, raheg'ããs hyb n'aa. Saromãw häd näng doo bä rabab'ëëh. 
ACT.3.12	Ti m' Peed rabab'ëëh bä m' ranu sabug däk. Ti hyb n'aa m' Peed ky hadoo sa hã:
ACT.3.12	—Isaraéw buuj —näng mäh. —H'ëëd hyb n'aa bë meuunh? H'ëëd hyb n'aa ãã wë bë baheg'ããs? Ãã ky gabuuj bë ed'oo, baad P'op Hagä Do hã ãã h'yy kasadä do hyb n'aa bë ed'oo, ti aj'yy bawäd däk —näng mäh. 
ACT.3.13	—P'op Hagä Doo, Abaraãm, Isak, Jakóh rah'yy kaha'eeh doo, ër wahë makũ rah'yy kaha'eeh doo, ti hanoo tak'ëp Jesus kawehëë däk hyb n'aa. Ti né hẽ bë an'oo däk paa ta wób sa moo gó tadajëp hyb n'aa. Baad né paawä Pirato beréd hõm tabahõm, bë ty n'aa ges'yyk. 
ACT.3.14	Bë h'yy kawareem baad had'op do wë, P'op Hagä Do karẽn doo da hawät do wë. Bë mejũũ Pirato beréd hõm ta da hadoo do dahej'ëëp doo, Jesus jawén buuj. 
ACT.3.15	Bë daj'ëëp paa ji hed'ëëp doo. Ti hadoo né hẽ, P'op Hagä Do an'oo bä taganä wät p'aa hẽnh. Ãã sahõnh hẽ, baad ub ãã bahapäh ta tii, ta ky n'aa ãã wén maher'oot. 
ACT.3.16	Jesus häd gó ãã h'yy ka'eeh do hyb n'aa, hahỹ aj'yy bë hep'ëëh do wén k'yy hub däk. Ji h'yy ka'eeh do hyb n'aa Jesus häd gó né hẽ tawén has'oo däk, baad ub bë bahapäh doo kä —näng mä Peed sa hã.
ACT.3.17	Ti m' taky hadoo ẽnh:
ACT.3.17	—Wakãn haa —näng mäh. —Ỹ hapäh, dooh bë h'yy ganyy bä, bë wahë n'aa na-ããj hẽ, tii da bë bad'oo do paa Jesus bë rejãã noo gó. 
ACT.3.18	Tii da né hẽ takaja däk P'op Hagä Do an'oo bä, ta pooj jé sahõnh hẽ ta ky n'aa rod raher'oot do paa Kristo ky n'aa hã. Kristo, P'op Hagä Do H'yyb Däng Doo, ahoop mä da dajëb, raher'oot paah. 
ACT.3.19	Ti hyb n'aa, taw'ããts hẽ bë t'yyd kamehĩĩn bë bad'oo do hã. Bë h'yy kawareem, P'op Hagä Do hã bë h'yy ka'eeh, nesaa do bë h'yyb tym gó hanäng do tabawug hõm hyb n'aa, Tak'ëp Hyb N'aa Jawyk Do bë tah'yyb en'yym hyb n'aa, 
ACT.3.20	Jesus, Kristo, p'ooj ub bë hyb n'aa tasëm do P'op Hagä Do mejũũ hyb n'aa bë mahang —näng mäh.
ACT.3.21	Ti m' Peed ky hadoo ẽnh:
ACT.3.21	—Hỹ pong jé Jesus bagä nä, takajaa bä kä sahõnh hẽ P'op Hagä Do benäm doo. Tii da né hẽ p'ooj ub taky däng tabad'oo ta ky n'aa rod tsyt hẽ ta wë kasëëw bong do raher'oot do hã. 
ACT.3.22	Hahỹỹ da m' taky n'aa enooh do Mosees her'oot do hã: “P'op Hagä Do ky n'aa rod ỹ hadoo doo da Tak'ëp Hyb N'aa Jawyk Doo, P'op Hagä Do bë h'yy kaha'eeh do an'oo bä bë mahang ganyyh da. Bë ky dahé da ta kyyh taher'oot doo. 
ACT.3.23	Jé ta hã ky nadaheeh doo, dooh né hẽ P'op Hagä Do gado wäd bä ta karapee mahang”,
ACT.3.24	Ti m' Peed ky hadoo ẽnh:
ACT.3.24	—Sahõnh hẽ P'op Hagä Do ky n'aa rod, Samuéw, P'op Hagä Do ky n'aa rod wób na-ããj hẽ Samuéw jawén her'oot doo, raher'oot paah, da hẽ ër mahang Jesus bad'oo doo. 
ACT.3.25	Bë né hẽ ti gadoo do pan'aa P'op Hagä Do ky n'aa enooh do paa ta ky n'aa rod sa hã. Bë né hẽ ti gadoo do pan'aa ër wahë makũ sii P'op Hagä Do kaner'oot doo. Hahỹỹ da P'op Hagä Do ky däng do paa ër wahë makũ Abaraãm hã: “Sahõnh hẽ badäk hahỹỹ hã habong do raky n'aa kedëng da a panaa see
ACT.3.26	Ti m' taky hado kän:
ACT.3.26	—Ta t'aah P'op Hagä Do ganyy wät jawén paa bä, pooj jé tamejũũ bë wë, bë taky n'aa edëng hyb n'aa, bë tah'yyb wareem hyb n'aa nesaa do bë moo bok do mahä̃nh.
ACT.4.1	Ti m', P'op Hagä Do tób n'aa yt hã moo heb'ooh doo, P'op Hagä Do tób n'aa hagã n'aa sa wahë n'aa, Saduséw häd enäh do na-ããj hẽ, an'aa Peed Jowãw daheeh rabaher'oot bä hajõk do mahang. 
ACT.4.2	Tii kä m', han'aa do tak'ëp mä rakawajããn, Peed Jowãw daheeh rama metëëk do hyb n'aa ti Jesus edëb wät dajëp do paa P'op Hagä Do an'oo bä.
ACT.4.3	Ti m' rameso padëëk Peed Jowãw daheeh. Tũũh däg mä papỹỹj rawén dewäts bëëh dó, jat'iip hadoo rabaher'oot hyb n'aa. 
ACT.4.4	Ti hadoo né hẽ, hajõk raky daheeh Jesus ky n'aa Peed raher'oot doo. Kahũũm magyys hẽ Jesus hã h'yy ka'eeh doo. 5 miw däk mä tahyb n'aa péh.
ACT.4.5	Ti m' jati pé Judah buuj sa wahë n'aa, sa wahë n'aa wób, Mosees ky n'aa jaw'yyk do ma mehetëk do na-ããj hẽ, Jerusarẽnh bä rakata padëëk rabaher'oot hyb n'aa. 
ACT.4.6	Ti abok sa mahang P'op Hagä Do tób n'aa yt hã moo heb'ooh do sa wahë n'aa heh'äät do Anas häd näng doo, Kajapas, Jowãw, Aresãn, ajyy wób na-ããj hẽ P'op Hagä Do tób n'aa yt hã moo heb'ooh do sa wahë n'aa wakããn. 
ACT.4.7	Ti m' ramejũũ ramena b'ëëh Peed Jowãw daheeh sa wë. Ti m' radu doo reaanh doo. Hahỹỹ da m' sa kyyh:
ACT.4.7	—H'ëëd hejój me, jaa kyy gó aj'yy k'yy gadóm do bë haso däk? —näk mä sa kyyh.
ACT.4.8	Ti m' baad mä Peed P'op Hagä Do Sahee h'yyb mahũũm. Ti m' Peed ky gadoo:
ACT.4.8	—Bëëh, Judah buuj bag'ããs doo, bëëh, sa wahë n'aa hedoo doo —näng mäh 
ACT.4.9	—ãã bë eaanh nahëë näng do hã baad ãã moo bok do ky n'aa. Bë karẽn mä bë bahapäh nyy da tabahas'oo däk. 
ACT.4.10	Ỹ her'oot baad ub bë hã, baad bë bahapäh hyb n'aa, sahõnh hẽ Isaraéw buuj na-ããj hẽ: Jesus Kristo, Nasaréh buuj, bë epëëm däk do paah, P'op Hagä Do an'oo bä ganä wät do hejój gó né hẽ tabahas'oo däk hahỹ aj'yy bë mahang hag'ëëd däk doo —näng mäh. 
ACT.4.11	—Jesus né hẽ ti pä hadoo, bëëh, tób n'aa tehem'aa do hedoo do ty n'aa ges'yyk doo, hỹỹ kä pä ta ba n'aa, mesoo n'aa hado däk doo —näng mä Peed kyyh, P'op Hagä Do kyy kerih do paa hã.
ACT.4.12	Ti m' taky hadoo ẽnh:
ACT.4.12	—Jããm hẽ Jesus häd gó ji P'op Hagä Do bed'ëëp nesaa do mahä̃nh ta wë ji basëëk hyb n'aa. Dooh ta see pé badäk hahỹ haw'ããts hẽ ji h'yyb tym hed'ëëp doo —näng mäh.
ACT.4.13	Ti m' sa wahë n'aa rameuuj bong, h'yyb neỹỹm doo me Peed Jowãw daheeh raher'oot rabahapäh bä, dooh né paawä tak'ëp rama kamet'ëëg bä, ky n'aa netsä né paawä. Peed raher'oot do hã, Jesus sii rababong do paa sa wahë n'aa rahapäh. 
ACT.4.14	Sa mahang né hẽ aj'yy has'oo däk do bagëët. Baad rabahapäh ti has'oo däk né hẽ, ti hyb n'aa dooh sa kyy péh. 
ACT.4.15	Ti m' ramejũũ Peed Jowãw daheeh raban'yyh dó. Ti m' sa wahë n'aa rakaner'oot nyy d' rabad'oo. 
ACT.4.16	Ti m' raky hadoo:
ACT.4.16	—Nyy d' ër bad'oo sa hã? Sahõnh hẽ Jerusarẽnh buuj raheen n'aa enä hahỹ baad rapahuunh doo. Dooh tahaja bä ër ky n'aa jejën bä —näk mäh. 
ACT.4.17	—Taw'ããts hẽ ër meduuk sa hã, ranaher'ood bong hyb n'aa ta wób sa hã Jesus häd gó, rapahuunh do ky n'aa kanah'ũũm hyb n'aa —näk mä Judah buuj sa wahë n'aa sa kyyh, sa daaj hẽ rakaner'ood bä.
ACT.4.18	Ti m' ramejũũ Peed Jowãw daheeh rabajëë p'ëë p'aa hẽnh. Ti m', tak'ëp ramejũũ sa hã ranaher'oot hyb n'aa, rama manetëëk hyb n'aa Jesus häd gó.
ACT.4.19	Ti m' Peed raky hadoo:
