MAT.1.1	Disi na den afo fu Yesus Kristus. Yesus ben de wan bakapikin fu David, nanga fu Abraham.
ACT.28.4	Di den sma fu drape si a sneki fasi na Paulus anu, den taigi makandra taki: “A man disi mus de wan kiriman. A no dede ini a watra, ma a gado di e sorgu tak' ala sma kisi den paiman, no wani fu a tan na libi.” 
ACT.28.5	Ma Paulus seki a sneki trowe ini a faya sondro tak' wan sani psa nanga en. 
ACT.28.6	Den sma ben ferwakti tak' Paulus skin bo sweri, noso tak' iniwan momenti a bo fadon dede. Ma di den wakti wan heri pisten èn den si tak' noti no psa nanga en, den kenki prakseri. Dan den taki tak' Paulus mus de wan gado.
ACT.28.7	A granman fu a eilanti, di ben nen Publius, ben abi wan pisi gron ini a kontren drape. A teki unu nanga opo anu ini en oso èn a sorgu dri dei langa gi unu. 
ACT.28.8	A srefi ten dati a p'pa fu Publius ben didon na bedi nanga hebi korsu nanga wan takru wrokobere. Paulus go na a man disi. A begi gi en, a poti en anu na en tapu, dan a man kon betre. 
ACT.28.9	Di a sani disi psa, den tra sikisma fu a eilanti kon na Paulus èn a dresi den alamala. 
ACT.28.10	Den sma gi un furu grani nanga lespeki, èn di wi bo seiri gwe baka, den gi un ala sani san un ben abi fanowdu.
ACT.28.11	Baka dri mun wi gwe moro fara nanga wan sipi di ben psa a kowruten drape. A sipi dati ben de fu Aleksandria èn a ben tyari a popki fu a twelengi gado leki marki na a ede fu a sipi. 
ACT.28.12	Di wi doro na Sirakusa, wi tan dri dei drape. 
ACT.28.13	Fu drape wi seiri go moro fara, dan wi doro na Regium. A tamara fu en wan winti bigin wai kmopo fu zuidsei, èn a tra dei fu en wi doro na Puteoli. 
ACT.28.14	Drape wi miti wantu bribisma èn den aksi wi fu tan seibi dei nanga den. Baka dati wi go moro fara na Roma. 
ACT.28.15	Den bribisma fu Roma yere tak' wi e kon, so den waka kon miti unu te na a Wowoyo fu Api nanga a presi di den e kari Dri Oso. Di Paulus si den, a kisi dek'ati èn a taki Gado tangi.
ACT.28.16	Di wi doro na Roma, Paulus kisi a primisi fu libi en wawan ini wan oso. Ma wan srudati ben e hori wakti gi en.
ACT.28.17	Baka dri dei Paulus kari den fesiman fu den Dyusma drape kon makandra. Di den kon, a taigi den taki: “Brada, mi no du wi pipel no wan ogri, èn mi no broko den gwenti fu den afo fu wi tu. Ma den kondreman fu wi na Yerusalem grabu mi èn den gi mi abra ini anu fu den Romeinisma. 
ACT.28.18	Den sma dati aksi mi fin'fini san mi du, èn di den si tak' mi no du noti fu den kiri mi, den ben wani lusu mi. 
ACT.28.19	Ma den Dyusma no ben wani a sani dati. So mi ben abi fu aksi meki a grankownu krutu a tori fu mi. Ma a no de so tak' na kragi mi kon kragi mi pipel. 
ACT.28.20	Fu dat'ede mi aksi fu miti nanga unu èn fu taki nanga unu. Bika den bui mi fu di mi abi a srefi howpu leki a pipel fu Israel.”
ACT.28.21	Dan den taigi en taki: “Den brada fu Yudea no seni no wan brifi abra yu kon gi wi. No wan sma tyari wan boskopu kon dya fu yu èn no wan sma kon taki takru fu yu. 
ACT.28.22	Ma un ben sa wani sabi san yu e bribi, bika ala presi sma e taki takru fu a grupu disi.”
ACT.28.23	Dan den meki mofo fu miti wan tra dei. A dei dati moro sma ete kon na en oso. Dan Paulus taki nanga den fu mamanten te leki mofoneti fu a fasi fa Gado wani tiri libisma. A du muiti fu sori den kmopo fu a wèt fu Moses nanga den buku fu den profeiti, tak' san a taki fu Yesus tru.
ACT.28.24	Sonwan fu den bribi san Paulus taki, ma trawan fu den no ben wani bribi. 
ACT.28.25	Di den no ben man feni densrefi, den opo gwe. Ma fosi den gwe Paulus taigi den taki: “A Santa Yeye ben abi leti di A meki a profeiti Yesaya taigi den afo fu unu taki:
ACT.28.26	Go na a pipel disi
ACT.28.26	èn taigi den taki:
ACT.28.26	Yere un o yere,
ACT.28.26	ma un no o ferstan noti,
ACT.28.26	èn luku un o luku,
ACT.28.26	ma un no o si noti. 
ACT.28.27	Bika a pipel disi trangayesi.
ACT.28.27	Den no wani arki moro,
ACT.28.27	èn den tapu den ai.
ACT.28.27	Noso den bo si nanga den ai,
ACT.28.27	den bo yere nanga den yesi,
ACT.28.27	èn den bo ferstan nanga den ati
ACT.28.27	tak' den mus drai den libi
ACT.28.27	fu Mi kan dresi den.
ACT.28.28	Fu dat'ede mi wani fu un sabi disi: Gado seni a boskopu disi gi den sma di no de Dyu, tak' A wani ferlusu libisma. Den dati o arki.” 
ACT.28.29	Di Paulus taki den sani dati, den Dyusma gwe, ma den ben e hari taki nanga makandra.
ACT.28.30	Paulus tan tu yari langa ini a oso di a ben yuru èn a opo en gi ala sma di ben wani kon na en. 
ACT.28.31	Sondro frede èn sondro fu wan sma ben tapu en, a ben e ferteri sma fu a fasi fa Gado wani tiri libisma, èn a ben e leri den fu Masra Yesus Kristus.
ROM.1.1	Gi den sma fu Gado na Roma,
ROM.1.1	Disi na wan brifi fu Paulus, wan knekti fu Kristus Yesus. A ben kari mi fu de wan boskopuman fu En, èn A poti mi aparti fu panya a Bun Nyunsu fu Gado. 
ROM.1.2	Gado ben pramisi a Bun Nyunsu disi na fesi, di A meki den profeiti fu En skrifi en ini a Santa Buku. 
ROM.1.3	A Bun Nyunsu disi e taki fu En Manpikin, wi Masra Yesus Kristus, di kon gebore leki libisma ini a famiri fu Kownu David. 
ROM.1.4	Ma a Yeye fu En di santa, sori un krin tak' En na a Manpikin fu Gado fu di Gado meki A opo baka na dede.
ROM.1.5	Kristus meki tak' Gado sori wi En bun-ati èn A meki wi tron En boskopuman. Wi mus wroko ondro ala den folku, fu den kon bribi ini Gado èn du san A taki. Na so Kristus sa kisi bigi nen. 
ROM.1.6	Un srefi de ini a grupu sma disi, di Gado kari fu tron sma fu Yesus Kristus. 
ROM.1.7	Dat' meki mi e skrifi unu di de na Roma, un di Gado lobi èn di A kari fu de sma fu En. Mi e winsi tak' Gado wi P'pa, nanga Masra Yesus Kristus, sa sori un bun-ati èn gi un freide.
ROM.1.8	Na a fosi presi mi e taki mi Gado tangi fu un alamala fu san Yesus Kristus du gi unu. Bika na heri grontapu, sma e taki fu a bribi fu unu. 
ROM.1.9	Mi e dini Gado nanga mi heri ati fu panya a Bun Nyunsu fu En Manpikin. Na En na mi kotoigi tak' mi e tan prakseri unu ala leisi te mi e begi. 
ROM.1.10	Mi e begi Gado tak' efu a de En wani, dan meki A gi mi wan okasi now fu kon na unu. 
ROM.1.11	Bika mi e angri fu si unu, fu prati wan presenti fu a Santa Yeye nanga unu fu gi un krakti. 
ROM.1.12	San mi wani taki, na tak' wi kan kraka makandra. Mi e kraka unu nanga mi bribi èn unu e kraka mi nanga a bribi fu unu.
ROM.1.13	Brada nanga sisa, mi wani fu un sabi tak' furu leisi mi ben prakseri fu kon na unu. Ma te leki now ala leisi wan sani ben kon na mindri. Mi wani si froktu na un mindri, leki fa mi e si en na den tra folku. 
ROM.1.14	Bika mi abi a frantwortu fu ferteri a Bun Nyunsu na den Grikisma nanga den sma di no de Griki. Sosrefi gi sma di kisi leri nanga sma di no kisi leri. 
ROM.1.15	Dat' meki mi e angri fu kon na unu na Roma, fu ferteri unu a Bun Nyunsu.
ROM.1.16	Mi no e syen gi a Bun Nyunsu, bika a de a krakti fu Gado fu ferlusu ala sma di e bribi. A de gi den Dyu fosi, ma a de tu gi den sma di no de Dyu. 
ROM.1.17	A Bun Nyunsu e sori unu fa un kan kon bun ini Gado ai. A sani disi e bigin èn a e kba nanga bribi. Bika a skrifi taki: “A sma di bun ini Gado ai, sa libi fu di a bribi.”
ROM.1.18	A atibron fu Gado e kmoto fu heimel kon na tapu ala sma di no e teri En èn di no e libi soleki fa A wani. A fasi fa den e libi e meki tak' den tru sani fu Gado no de fu si gi tra sma. 
ROM.1.19	Bika san den ben kan sabi fu Gado de krin fu si, bika Gado srefi tyari en kon na krin gi den. 
ROM.1.20	A tru tak' nanga un ai un no man si a têgo makti fu Gado nanga En Gadofasi. Ma sensi di grontapu meki, un man ferstan den sani disi te un e luku den sani san A meki. Dat' meki den no man taki tak' den no ben sabi moro betre. 
ROM.1.21	Bika nanga aladi den sabi Gado, den no gi En grani leki Gado, èn den no taki En tangi. Den abi den eigi denki fu Gado. Den no abi ferstan èn den ati kon dungru. 
ROM.1.22	Den e prakseri tak' den koni, ma den don. 
ROM.1.23	Bika prefu den dini a bigi Gado di no e dede, den go dini popki di gersi libisma di e dede gwe. Den go dini popki di gersi fowru di e frei na loktu, meti di e waka tapu fo futu, nanga meti di e kroipi. 
ROM.1.24	Dat' meki Gado gi den abra na den takru lostu fu den ati, fu den du ala sortu sani di no fiti nanga makandra skin. 
ROM.1.25	Den kenki den tru sani fu Gado gi a lei. Den e gi grani na den sani san Gado meki èn den e dini den, prefu den dini Gado di meki ala sani. Meki wi opo a nen fu Gado fu têgo! Amen. 
ROM.1.26	Dat' meki Gado libi den meki den du den syensyen sani di den lostu fu du. Den frow no e go na bedi nanga wan man, soleki fa Gado poti en, ma den e go na bedi nanga densrefi. 
ROM.1.27	A de a srefi nanga den mansma. Den no wani go nanga wan frow na bedi, ma den e lostu densrefi fayafaya. Mansma e go na bedi nanga mansma. Dan so den e kisi a strafu ini den skin di fiti a ogri san den e du.
ROM.1.28	Fu di den no feni en fanowdu fu teri Gado, meki A libi den fu den prakseri sani san no abi no wan warti, èn meki den du sani san no fiti. 
ROM.1.29	Den lai nanga kruktudu. Den abi ogri ati, bigi-ai nanga takru fasi. Den e dyarusu, den e kiri, den e meki trobi, den e bedrigi, soso ogri de ini den, èn den e konkru sma tori. 
ROM.1.30	Den e taki takru fu trawan èn den no wani sabi noti fu Gado. Den no abi no wan dropu lespeki, den abi bigifasi èn den lobi taki bigitaki. Den e feni nyun fasi fu du ogri, èn den no e arki den m'ma nanga den p'pa. 
ROM.1.31	Den e du lawlaw sani, yu no kan fertrow den, èn den no abi no wan dropu lobi noso sari-ati gi trawan. 
ROM.1.32	Den e du den sani disi aladi den sabi tak' Gado o strafu den sma di e du den sani disi. Ma a no dati wawan. Den e prisiri tu nanga tra sma di e du den tu.
ROM.2.1	Brada, yu kan krutu den sma di e du den sani disi, ma awinsi suma na yu, yu no moro betre. Bika te yu e krutu wan trawan, yu e krutu yusrefi, bika yu e du den srefi sani. 
ROM.2.2	Wi sabi tak' Gado abi leti te A e krutu den sma di e du den sani disi. 
ROM.2.3	Brada, yu denki tak' Gado o krutu den sma di du den sani disi, ma dan A no o krutu yu di e du den srefi sani tu? 
ROM.2.4	Na span yu no e span tak' Gado bun so gi yu, tak' A abi langa pasensi èn tak' na wani A no wani strafu yu wantron? Na sabi yu no sabi tak' Gado bun gi yu fu di A wani tak' yu mus drai yu libi?
ROM.2.5	Ma fu di yu trangayesi èn yu no wani drai yu libi, yu e meki tak' a strafu fu yu o kon moro hebi tapu a dei di Gado o krutu èn strafu libisma soleki fa a fiti. 
ROM.2.6	Bika Gado o pai ala sma fu den sani san den du. 
ROM.2.7	A o gi a libi fu têgo na den sma di e tan hori doro fu du bun, fu di den wani meki Gado gi den grani, bigi nen nanga a libi pe dede no de. 
ROM.2.8	Ma Gado o puru En atibron tapu den sma di e prakseri densrefi nomo, di no wani arki den tru sani, èn di e du ogri. 
ROM.2.9	Ala libisma di e du ogri mus sabi tak' pina nanga benawtu e wakti den. A de gi den Dyu fosi, ma a de tu gi den sma di no de Dyu. 
ROM.2.10	Ma grani, bigi nen, nanga freide e wakti ala sma di e du bun. A de gi den Dyu fosi, ma a de tu gi den sma di no de Dyu. 
ROM.2.11	Bika ala sma na a srefi gi Gado. 
ROM.2.12	Den sma di no de ondro a wèt fu Moses, o go lasi sondro a wèt te den sondu. Èn ala sma di de ondro a wèt, Gado o teki a wèt fu krutu den. 
ROM.2.13	Bika a no den sma di e arki a wèt e kon bun ini Gado ai, ma na den sma di e du san a wèt e taki. 
ROM.2.14	Den sma di no de Dyu no abi a wèt fu Moses. Ma efu den e du san a wèt e taki, aladi den no abi wèt, dan den de wan wèt gi densrefi. 
ROM.2.15	Nanga dati den e sori tak' den sani san skrifi ini a wèt, de na ini den ati. Den konsensi e sori tak' na so a de, èn a e taigi den efu den e du bun noso ogri. 
ROM.2.16	Na so a o de tapu a dei di Gado o meki Kristus Yesus krutu ala kibrisani fu libisma. Disi e agri nanga a Bun Nyunsu san mi e preiki.
ROM.2.17	Ma fa fu unu di e kari unsrefi Dyu? Un e bribi tak' Gado o ferlusu unu fu di un e hori a wèt, èn un e meki bigi tak' un de fu Gado. 
ROM.2.18	Un sabi san Gado wani, èn un sabi san na a moro bun sani fu du fu di un kisi leri kmopo fu a wèt. 
ROM.2.19	Un e bribi tak' un na sma di mus sori breniwan a pasi fu Gado, èn tak' un de leki wan faya gi den sma di de na dungru. 
ROM.2.20	Un e bribi tak' ini a wèt un e feni sabi nanga sani san de tru. Dat' meki un e si unsrefi leki sma di mus leri trawan di no abi ferstan èn leki sma di mus skoro pikin. 
ROM.2.21	Ma fa a kan tak' un e leri trawan, ma un no e leri unsrefi? Un e taigi sma tak' den no mus fufuru, ma un srefi e fufuru. 
ROM.2.22	Un e taigi sma tak' den no mus huru, ma un srefi e du en. Unu nanga kruktu gado no e koti, ma un e go fufuru sani ini den tempel fu den. 
ROM.2.23	Un e meki bigi tak' un abi a wèt, ma un e gi Gado syen fu di un no e hori a wèt. 
ROM.2.24	A skrifi taki: “Na unu e meki tak' sma di no de Dyu e afrontu Gado.” 
ROM.2.25	Meki mi taigi unu wan sani. A besnei di un besnei, abi warti soso efu un e hori a wèt. Ma efu un no e du san a wèt e taki, dan un leki Dyu di besnei, de a srefi leki sma di no de Dyu, di no besnei. 
ROM.2.26	Ma efu wan sma di no besnei e libi leki fa a wèt e taki, dan Gado e si sowan sma leki wan sma di besnei. 
ROM.2.27	Dat' meki den sma di no besnei, ma di e du san a wèt e taki, o krutu unu. Bika awinsi un besnei èn un abi a wèt na tapu papira, toku un e sondu. 
ROM.2.28	A no te yu gebore leki Dyu, noso fu di yu besnei, e meki tak' yu na wan trutru Dyu. 
ROM.2.29	Fu besnei trutru a no te den e koti yu skin nomo, ma te yu ati kenki. Na dati e meki tak' yu na wan trutru Dyu. A no a wèt e du dati, ma na a Yeye fu Gado. Dan a no libisma o gi yu grani, ma na Gado. 
ROM.3.1	Sortu wini un abi dan fu di un na Dyu, èn sortu warti a abi fu besnei? 
ROM.3.2	A abi bun furu warti. Ini a fosi presi Gado ben gi den Dyu a boskopu fu En. 
ROM.3.3	Ma efu wantu sma no ben du san Gado taki, dan yu wani taigi mi tak' Gado no o du san En e taki? 
ROM.3.4	Kwet'kweti! Awinsi ala sma e lei, Gado no e lei. A de soleki fa a skrifi taki:
ROM.3.4	A o de fu si tak' Yu abi leti,
ROM.3.4	èn Yu o wini te den e krutu Yu. 
ROM.3.5	Ma efu a sondufasi fu wi e meki sma si moro krin tak' Gado abi leti, san un sa taki dan? Leki libisma un kan taki tak' Gado no e du sani nanga leti fu puru En atibron na un tapu. Ma un kan taki dati? 
ROM.3.6	Kwet'kweti! Bika efu Gado no e du sani nanga leti, dan fa A sa man krutu grontapu dan? 
ROM.3.7	Èn efu a leifasi fu mi e tyari kon na krin tak' Gado de fu fertrow, èn tak' sowan fasi A e kisi moro grani, dan fu sanede Gado e strafu mi leki wan sondusma? 
ROM.3.8	Dan betre yu taki: “We, efu wan ogri e tyari wan bun, kon un du ogri dan!” Son sma e gi wi a pori nen tak' na dati wi e leri. Ma a strafu san den o kisi, fiti den.
ROM.3.9	Fa a sani de dan? A tru tak' wi leki Dyu betre moro den tra sma? Kwet'kweti! Bika wi ben sori kba tak' ala sma sondu, Dyusma nanga sma di no de Dyu. 
ROM.3.10	A de soleki fa a skrifi taki:
ROM.3.10	No wan sma no bun ini Gado ai,
ROM.3.10	no wan enkri sma srefi. 
ROM.3.11	No wan sma abi ferstan,
ROM.3.11	èn no wan sma e suku Gado.
ROM.3.12	Den alamala go waka
ROM.3.12	den eigi pasi,
ROM.3.12	èn no wan fu den no bun
ROM.3.12	fu noti moro.
ROM.3.12	No wan no de di e du bun,
ROM.3.12	no wan enkri wan.
ROM.3.13	Den gorogoro
ROM.3.13	de leki wan opo grebi,
ROM.3.13	èn den tongo
ROM.3.13	e taki soso lei.
ROM.3.13	Den mofobuba e kiri yu
ROM.3.13	leki te wan takru sneki beti yu. 
ROM.3.14	Den mofo furu nanga fluku
ROM.3.14	èn nanga hati sani. 
ROM.3.15	Den futu e lon es'esi
ROM.3.15	fu go kiri, 
ROM.3.16	èn ala pe den e go
ROM.3.16	den e pori sani
ROM.3.16	èn den e libi sari na baka.
ROM.3.17	Den no sabi san na freide,
ROM.3.18	èn den no abi lespeki
ROM.3.18	gi Gado srefsrefi. 
ROM.3.19	Wi sabi tak' ala sani san a wèt e taki, de gi den sma di ben libi ondro a wèt. Dan no wan sma o man abi wan sani fu taki, èn heri grontapu sa kon ondro a krutu fu Gado. 
ROM.3.20	Dat' meki no wan sma e kon bun ini Gado ai nomo fu di a du san a wèt e taki. Bika a wèt e meki wi kon sabi tak' wi sondu. 
ROM.3.21	Ma now, Gado meki un kon si tak' A e meki sma kon bun ini En ai sondro a wèt. A Wèt nanga den Profeiti ben taki fu a sani disi. 
ROM.3.22	Wi e kon bun ini Gado ai te wi bribi ini Yesus Kristus. Disi e teri gi ala sma di e bribi. A no abi trobi suma yu de. 
ROM.3.23	Bika ala sma sondu èn den no abi a fosi glori fu Gado moro. 
ROM.3.24	Ma di Kristus Yesus ferlusu wi, A meki wi kon bun ini Gado ai. Na En bun-ati meki A du dati. Wi no ben abi fu du noti. 
ROM.3.25	Gado seni Yesus kon fu meki wi kon bun baka nanga En, te wi bribi tak' Yesus pai fu wi sondu nanga En brudu. Na so Gado sori tak' A e du sani tapu wan leti fasi. Bika A no e luku den sondu fu a ten di de na un baka, ma A ben hori langa pasensi. 
ROM.3.26	Ini a ten disi A e sori un baka tak' A e du sani nanga leti. So A e sori wi tak' A bun, èn tak' A e meki den sma kon bun ini En ai di e bribi ini Yesus. 
ROM.3.27	Dat' meki un no man meki bigi srefsrefi. Fu san ede? Fu di wi du san a wèt e taki? Nono, ma na fu di un bribi. 
ROM.3.28	Bika wi e bribi tak' wan sma no e kon bun ini Gado ai fu di a e du san a wèt e taki, ma fu di a e bribi. 
ROM.3.29	San un e prakseri? Un prakseri tak' Gado na a Gado fu den Dyu wawan, èn tak' A no de a Gado fu den tra folku tu? Meki mi taigi yu tak' Gado na a Gado fu den tra folku tu. 
ROM.3.30	Bika na wan Gado nomo de di e meki Dyu nanga sma di no de Dyu kon bun ini En ai te den bribi. 
ROM.3.31	Yu denki tak' a bribi disi e meki tak' a wèt no e teri moro? Kwet'kweti! Bika soso te yu e bribi, yu o man hori a wèt.
ROM.4.1	San wi leki Dyu mus taki fu wi afo Abraham dan? 
ROM.4.2	Efu Abraham ben du wan sani fu kon bun ini Gado ai, dan a ben kan meki bigi. Ma na Gado a no ben abi no wan sani fu a ben kan meki bigi. 
ROM.4.3	Bika a skrifi ini a Santa Buku taki: “Fu di Abraham bribi Gado, meki Gado si en leki wan sma di bun ini En ai.” 
ROM.4.4	Wan sma di wroko e kisi pai fu di a wroko fu en. Den no e pai en fu di den wani sori en den bun-ati. 
ROM.4.5	Ma efu wan sma poti en fertrow tapu Gado di e meki sondusma kon bun nanga En, dan Gado e si sowan sma leki wan sma di bun ini En ai. Bika a sma dati no du noti nanga en eigi krakti. 
ROM.4.6	David ben taki a srefi sani. A taki tak' blesi de tapu a sma di Gado e si leki wan sma di bun ini En ai, sondro fu a du wan sani. 
ROM.4.7	A skrifi taki:
ROM.4.7	Blesi de tapu den sma
ROM.4.7	di kisi pardon
ROM.4.7	fu den ogri di den du,
ROM.4.7	nanga den sma di Gado no e luku
ROM.4.7	den sondu fu den moro. 
ROM.4.8	Blesi de tapu a sma
ROM.4.8	di Masra no e teri
ROM.4.8	den sondu fu en moro.
ROM.4.9	Un taigi mi now: Gi suma a blesi disi de? Soso gi den sma di besnei, noso gi den sma di no besnei tu? Bika wi e taki fu Abraham tak' fu di a bribi meki Gado si en leki wan sma di bun ini En ai. 
ROM.4.10	Ma oten a sani disi psa? Fosi Abraham besnei, noso bakaten? A psa fosi a ben besnei. 
ROM.4.11	Abraham ben kisi a kotimarki disi bakaten leki wan stampu tak' a kon bun ini Gado ai, fu di a ben bribi Gado di a no ben abi a kotimarki ete. Tapu a fasi disi Abraham tron a afo fu ala sma di e bribi, awinsi den no besnei. Dan Gado e si den leki sma di bun ini En ai. 
