MAT.1.1	Diꞌoraz kuwai idaꞌa kakuwaapa-karu Jesus Christ dokozu-daunnao sakadinan ikiꞌo dauꞌanaꞌo.
1CO.1.29	Uruu idi aonaa turuu pidan atadinpan Tominkaru awun zaꞌa. 
1CO.1.30	Mazan Tominkaru idaꞌanaꞌo karikaonan unao baudaꞌapatinapanuz Christ Jesus tuma; naꞌiki Tominkaru aitapaaban idaꞌan Christ kazannaatan waunao. Uruu Christ idaꞌanaꞌo Tominkaru dakotan waunao kaimanaꞌo nii, usaabaan waunao kaiman Tominkaru pidanannao nii, naꞌiki ukazannaatan waunao waꞌoian ai. 
1CO.1.31	Ukauꞌan marii washaꞌapatinan Tominkaru Paradan Saadinpaꞌoraz kian kawanaꞌati, “Kanom atadinpaꞌazon an, marii uꞌatadinpan Naobanai shaꞌapaapanii dauꞌan.”
1CO.2.1	Õiribannao, uruꞌoraz zii daꞌi õkaawan unao diꞌiti, õkowaadaꞌananuz Tominkaru paradan unao ati, aonaa õkaiwaan dadara kidaꞌo parada-karu naꞌiki umanawunuꞌo aitapa-karu. 
1CO.2.2	Õnaꞌiankan donoꞌoraz unao diꞌii, õtoman õnyukunuu aonaa kizi õnyukunuupan aimaakan, soo Jesus Christ naꞌiki wuruꞌu umawakanuz cross idaꞌa. 
1CO.2.3	Ukauꞌan õmakonkan donoꞌoraz unao diꞌii, õkapatin bii aꞌo, naꞌiki õtarian bii aꞌo, naꞌiki tuukii õnaka-nakaan. 
1CO.2.4	Naꞌiki õkuwaa, aonaa õkowaadanuzu parada-karu kida idaꞌan pidan aitapaaban kaduz diꞌikiꞌoraz, sariaapaꞌoraz unaꞌapatan pidan nyukunuu. Mazan Tominkaru Doronaa, pamaꞌozakan idaꞌan aida-kida mishiꞌo wuruꞌu õkuwaaz. 
1CO.2.5	Ukauꞌan unao mishidapanuz aonaa pidan aitapaaban kaduz idaꞌanaꞌo mani, mazan umishidanuzu Tominkaru maꞌozakan idaꞌanaꞌo paꞌan.
1CO.2.6	Õgaru, õkowaada aitapaaba-karu dauꞌu, wunao atiꞌi maꞌozakaꞌoraz naa ĩtaapan panyukunuu pamishidapan idaꞌa. Mazan wuruꞌu aitapaaba-karuz õkowaadaniaz, aonaa pidannao oo ĩnaobanaanao diꞌikiꞌo kaduz mani, katokon-tinaꞌo niꞌoraz ĩnaobanai-tinpan. 
1CO.2.7	Wuruꞌu aitapaaba-karu õkowaadaniaz, uruu wuruꞌu Tominkaru diꞌitapanuz pashaꞌapatan umanawunuꞌo aimaakan aonaꞌoraz pidannao aitapan. Amazada toma-kao uaꞌii, Tominkaru diꞌitapaniꞌi naa naꞌapam kizi ukazannaatan waunao, turuu kizi utaan waꞌati umanawunuꞌo aimaakan.
1CO.2.8	Aonaa naꞌiaꞌoram naobanainao kazowautapaꞌoraz daꞌaꞌa imiꞌi baaraꞌa aitapan diꞌoraz aitapaaba-karu dauꞌan. Ĩaitapan an maniz, aonaa mani ĩtaukan Jesus cross diꞌiti, waNaobanaa umanawunuꞌoraz. 
1CO.2.9	Mazan Tominkaru Paradan Saadinpaꞌoraz kian,
1CO.2.9	“Wuruꞌu umanawunuꞌo aimaakan Tominkaru shaꞌapataꞌazooniaz pidannao ati,
1CO.2.9	marainpainaouz uruu;
1CO.2.9	aimaakan aonaꞌo pidan tukapauzon oo abatauzon,
1CO.2.9	aimaakan aonaꞌo pidan zauda-kidan shaꞌapauzon nii.”
1CO.2.10	Mazan waunao atiꞌo wuruꞌu Tominkaru aitapa-kidanuz aimaakan kida paDoronaa idaꞌan.
1CO.2.10	Kaimanaꞌo Doronaa aitapa ipai aimaakan, uaitapa dadara kidaꞌo aimaakan aonaꞌoraz naꞌapainim Tominkaru aitapa-kidauzon pidan ati. 
1CO.2.11	Pidan doronaa, uruu karikaonan aitapaꞌo ipai aimaakan pidan nyukunuu ii. Naꞌapa ukauꞌan, Tominkaru Doronaa karikaonan aitapaꞌo ipai naꞌapam Tominkaru diꞌitinpan. 
1CO.2.12	Waunao, aonaa wadiꞌitinpan naꞌapa pidannao diꞌitinpan kawan, mazan taa-kao waꞌati Doronai Tominkaru diꞌikiꞌoraz paꞌan, tominapa-kidaꞌo nii waunao waaitapa-kinaa nii kaiman kidaꞌo aimaakan Tominkaru taanii waꞌati.
1CO.2.13	Ukauꞌan, aonaa wakakuwaapan parada-karu kida idaꞌan tominapa-kida-kariwai pidan aitapaaban kawanaꞌatiꞌoraz. Mazan wakakuwaapan Kaimanaꞌo Doronaa tominapa-kidan kawanaꞌatiꞌo waunao, watominapa-kidan pidannao Kaimanaꞌo Doronaa kuwaa dauꞌu naꞌapa uaipan kawanaꞌati.
1CO.2.14	Pidan aonaꞌoraz Kaimanaꞌo Doronaa nii uꞌidaꞌa, aonaa umishidan kuwai Tominkaru Doronaa diꞌikiꞌo, utaapanuzu madiwautapa-kaꞌo nii. Naꞌiki aonaa naꞌitim uaitapanuzu, ushaꞌapanum kauꞌan Tominkaru Doronaa idaꞌanaꞌo paꞌan wuruꞌu pidan aitapanuz Tominkaru dauꞌu kidaꞌo aimaakan. 
1CO.2.15	Mazan pidan, kainaꞌaꞌoraz Kaimanaꞌo Doronaa uꞌidaꞌa, turuu uaitapan ipai aimaakan Kaimanaꞌo Doronaa tominapa-kidanii. Mazan pidan, aonaꞌoraz Kaimanaꞌo Doronaa nii uꞌidaꞌa, aonaa naꞌitim uaitapan pidan dauꞌu kainaꞌaꞌoraz Kaimanaꞌo Doronaa uꞌidaꞌa. 
1CO.2.16	Tominkaru Paradan saada-kariwai kian kawan,
1CO.2.16	“Aonaa kanom aitapan naꞌapam Tominkaru diꞌitinpan,
1CO.2.16	Aonaa kanom turuu kakinaopan uruu.”
1CO.2.16	Mazan waunao kainaꞌaꞌoraz Kaimanaꞌo Doronaa waꞌidaꞌa, naꞌapa wadiꞌitinpan Christ diꞌitinpan kawan.
1CO.3.1	Õmin-mishidannao, õmorowautapankauzon donoꞌoraz unao diꞌii, aonaa turuu õparadan uꞌati, õparadauzon kawan pidannao ati, mashaapaꞌoraz Kaimanaꞌo Doronaa aipan kawanaꞌati. Mazan õparadan uꞌati, õparadauzon kawan mamishida-kainao pidannao ati, mashaapaꞌoraz paaipan kawanaꞌati. Ushaꞌapanum kauꞌan uruu dono, unao koraidaonaa kawanuꞌo zii, wuru idaꞌaꞌa umishidapanuz Christ. 
1CO.3.2	Õtaanii dunui uꞌati, aonaa õtaan dunai uꞌati, ushaꞌapanum kauꞌan aonaꞌo zii ukaꞌiitan unikan dunai. Naꞌiki upuꞌu zii kai, aonaa ukaꞌiitan unikanuzu. 
1CO.3.3	Pakawan zii umashaapan pidannao kawan mashaapaꞌoraz paaipan kawanaꞌati. Ushaꞌapanum kauꞌan kainaꞌa kishauziaaka-karu ubii an naꞌiki ukashadaakapan. Naꞌapaꞌo aida-kida umashaapan pidannao kawan mashaapainaouz paaipan kawanaꞌati, naꞌiki aonaꞌoraz ĩaitapan Tominkaru.
1CO.3.4	Aizii baudaꞌapaꞌo unao kian, “Õgaru Paul pidanan,” baꞌoran kian, “Õgaru Apollos pidanan.”
1CO.3.5	Kanom mooko õgaru, naꞌiki kanom mooko Apollos? Waunao Tominkaru poitorunao karikaonan, wakaminkaꞌutan idaꞌanaꞌo unao umishidanuz Jesus Christ. Ipai waunao, washaꞌapata wuruꞌu kaudin-kizai Naobanai taaniaz waꞌati. 
1CO.3.6	Õgaru wuruꞌu paowaꞌoraz uudai, naꞌiki Apollos wuruꞌu zabiaꞌoraz uudai, mazan Tominkaru paꞌan wuruꞌu taaꞌoraz usoda-kinaa nii. 
1CO.3.7	Ukauꞌan pidan paowaꞌoraz uudai naꞌiki pidan zabiaꞌoraz, aonaa ĩmanawunun. Soo Tominkaru paꞌan wuruꞌu umanawunuꞌoraz, uruu taaꞌoraz usoda-kinaa nii. 
1CO.3.8	Pidan paowaꞌoraz, naꞌiki baꞌoran pidan zabiaꞌoraz, aonaa naꞌiaꞌoram ĩnao awutapan baꞌoran ai, naꞌiki ipai ĩdyaun Tominkaru kawinipinaatan nii, wuru kawanaꞌatiꞌi kaudin-kizai ĩshaꞌapataniaz kida. 
1CO.3.9	Waunao kaudinainao Tominkaru ati, wakaudinan baokopa; naꞌiki unao Tominkaru zakapun kawanuꞌo, naꞌiki unao Tominkaru Dapu kapam.
1CO.3.10	Tominkaru taan idaꞌan õkaꞌiita-kinaa nii õshaꞌapatan ukaudin-kizi, õgaru wuruꞌu kiwiiniꞌoraz õsakadan õkakuwaapan unao ati Jesus Christ dauꞌu, naꞌapa pidan kawan sakadaꞌoraz patoman kabaun pasakitan idaꞌan utoronnaa kida kiwiin, naꞌikiꞌi naa baꞌorainao kaudinan naa wuruꞌu kabaun dauꞌu. Aizii ipai pidan kaudinaꞌoraz naꞌa marii utoman kaimanaiman wuruꞌu kabaunuz. 
1CO.3.11	Ushaꞌapanum kauꞌan, aonaa turuu pidan sakitan baꞌoran tooro, panaꞌaꞌo wuru aiaꞌa sakita-kariwaiz naa kiwiin. Wuruꞌu kabaun toronnaa sakita-kariwaiz, uruu Jesus Christ. 
1CO.3.12	Aizii pabiꞌi kida pidannao, ĩkaiwaan nii gold, silver, oo kawinipinaꞌo kuba kida patoma-kinaa nii wuruꞌu kabaunuz; baokoinao, ĩkaiwaan nii atamun, pinidi, oo ziꞌinaba. 
1CO.3.13	Naꞌiki kaudin-kizai, ipai pidan shaꞌapataniaz kaimanaimanaꞌo nii utukapa-kao Christ kootoopan kamoon donoꞌo naa. Tikaziꞌo nii wuruꞌu aida-kidaꞌo niꞌoraz shaꞌapaꞌoram aimaakan wakaiwaanii wakaudin-kizi idaꞌa. Ukauꞌan tikazi kawaodan donoz, uruꞌo nii paꞌan aida-kida naꞌapam umaꞌozakan naꞌiki ukaimanan. 
1CO.3.14	Aizii kaudin-kizai pidan shaꞌapataniaz tuudan an tikazi, ukawinipinaata-kao nii wuruꞌu pidanaz. 
1CO.3.15	Mazan ukaudin-kizi kaꞌawan an kaiman-daun, aonaꞌo nii ukawinipinaata-kao wuruꞌu pidanaz; mazan upuꞌaꞌo nii ukazannaata-kao, naꞌapa pidan kawan kidoopaꞌoraz tikazi maodapaꞌo bii an.
1CO.3.16	Mishi unao, uaitapanii Tominkaru Dapu wuruꞌu unaouz, naꞌiki kainaꞌa Tominkaru Doronaa mashaapan uꞌidaꞌa. 
1CO.3.17	Ukauꞌan naꞌiaꞌoram pidan patakaꞌutan an Tominkaru Dapu, Tominkaru patakaꞌutan nii uruu tuukiaꞌo idaꞌan, ushaꞌapanum kauꞌan Tominkaru Dapu kaimanaꞌo, saabaa-kariwai Tominkaru ati, naꞌiki unao ukauꞌan wuruꞌu Tominkaru Dapuz.
1CO.3.18	Aonaa umariidautinaꞌanaꞌa. Naꞌiaꞌoram pidan unao biiꞌi zauda-kidan an aitapaabaꞌo pidan wuruꞌu paugaruz, imiꞌi baara anaꞌo aitapaaba-karu kaduz kawanaꞌati, marii mishiꞌoraiman utaapinan maaitapin-kaꞌo nii, uruu mishi kizi paꞌan uaitapaaban Tominkaru diꞌikiꞌoraz aitapaaba-karu kawanaꞌati. 
1CO.3.19	Ushaꞌapanum kauꞌan wuruꞌu aitapaaba-karu diꞌoraz amazada diꞌikiꞌoraz, madiwautapa-kaꞌo karikaonan Tominkaru awun zaꞌa. Tominkaru paradan saadinpaꞌoraz kian kawan, “Pidannao taapinan aitapaabaꞌo nii manawun, mazan Tominkaru kaiwaan ĩaitapaabanuz pakaakinapa-kida-kinaa nii ĩdyaun.”
1CO.3.20	Naꞌiki kainaꞌa baꞌoran Tominkaru paradan saadinpaꞌoraz kian, “Naobanai ati, pidan aitapaabaꞌoraz diꞌitinpan kida madiwautapa-kaꞌo karikaonan.”
1CO.3.21	Ukauꞌan aonaa kizi naꞌiaꞌoram pidan atadinpan pidan dauꞌan padaꞌanpaniaz. Ipai diꞌoraz aimaakan Tominkaru taanii unao ati kaminkaꞌutaꞌo nii unao: 
1CO.3.22	õgaru, Apollos, naꞌiki Peter; diꞌoraz amazada; kakupa-karu naꞌiki mawaka-karu; kai naꞌiki diinaꞌitiꞌo, ipai wuru kidaꞌa unao idiwau paꞌidiwaru, 
1CO.3.23	naꞌiki unao Christ idiwau, naꞌiki Christ Tominkaru idiwau.
1CO.4.1	Udiꞌitapa Apollos naꞌiki õgaru, waunao Christ poitorunao karikaonan. Tominkaru taanii wakaudin-kizi nii, wakowaada kizi pidannao ati naꞌapam Tominkaru diꞌitapanuz pashaꞌapatan aimaakan, wuruꞌu aonaꞌoraz uaitapa-kidauzon pidannao ati kotuaꞌa naa. 
1CO.4.2	Aizii pidan taa-kariwaiz ukaudin-kizi nii, marii ushaꞌapatanuzu mishiiman, panaobanaa aipan kawanaꞌati. 
1CO.4.3	Aizii õgaru ati, aonaa ushaꞌapan pabiꞌi kida unao oo baꞌorainao diꞌitapan an naꞌiki kadakotin-kidan wuruꞌu õkaudinanuz Tominkaru ati. Upuꞌu õgaru, aonaa naꞌapam õkian õkaudin-kizi dauꞌan. 
1CO.4.4	Õgaru, õaitapan kawanaꞌati, kaiman õshaꞌapatan wuruꞌu taa-kariwaiz õkaudin-kizi nii, mazan aonaa õkian mani kaiwuruꞌu õshaꞌapata wuruꞌu õkaudin-kizi kaiman manawun. Mazan Naobanaiꞌo nii paꞌan wuruꞌu kowaadaꞌoraz kaiman õshaꞌapatan õkaudin-kizi oo aonaa. 
1CO.4.5	Ukauꞌan, manaꞌa udiꞌitapaꞌanaꞌa naꞌiki ukadakotin-kidaꞌanaꞌa naꞌapam pidan shaꞌapatan pakaudin-kizi, wuruꞌu kamoo aita-kariwaiz kaawan uaꞌii. Mishiꞌoraiman uzaudapa Naobanai Jesus kaawan. Aizii ukaawan donoꞌo naa, ukanadapan nii aimaakan kida dizinpaꞌoraz marutaꞌo-karu ii. Naꞌiki uaitapa-kidan nii kaimanaiman kandii niꞌo pidannao shaꞌapatan aimaakan kida. Naꞌiki uruu dono Tominkaru naubaan nii ipai pidan wuru kawanaꞌatiꞌi ĩkaudinanuz paꞌati.
1CO.4.6	Õmin-mishidannao, õkaiwaa Apollos naꞌiki õgaru, õtukapa-kida-kinaa nii naꞌiki õtominapa-kida-kinaa nii unao, naꞌapaꞌoram atiꞌo manawun tawuruꞌu kii-karuz, “Ushaꞌapata aimaakan soo kakinaorii kida kawanaꞌati.” Uruu aonaꞌo nii uatadapan baudaꞌapaꞌo pidan naꞌiki ukashadan baꞌoran. 
1CO.4.7	Kanom tomanii pugaru umanawunuꞌo nii baokoinao ai? Kanom kainaꞌa puꞌidaꞌa aonaꞌo Tominkaru taanii mani puꞌati? Ipai aimaakan kida puꞌidaꞌaꞌoraz Tominkaru diꞌikin an, kandii nii puꞌatadinpan, utaa-kao puꞌu puꞌati mawinipinaa-daun?
1CO.4.8	Unao, kainaꞌaꞌa naa mooko uzauda-kidan uꞌidaꞌa ipai aimaakan uaiapanii? Unao, kainaꞌaꞌa naa mooko uzauda-kidan uꞌidaꞌa ipai aimaakan Kaimanaꞌo Doronaa taaniaz ukaꞌiita-kinaa nii ushaꞌapatan kaudin-kizai Tominkaru ati? Unao, naobanainaouꞌu naa mooko uzauda-kidan aonaan puꞌu zii waunao naobanai-tinan? Kaiman manawun mani õꞌati umishiin an unao naobanainaouꞌu naa, uruu turuu kizi waunao kapam naobanai-tinpan baokopa unao tuma. 
1CO.4.9	Mazan õtukapanuz, Tominkaru toman waunao apostlenao awutapa manawun ipai pidannao ai. Waunao naꞌapaꞌo pidannao kawan naꞌaka-kariwaiz zowii-karu nii iribaꞌo pidannao kanaapuꞌu, ipai pidannao naꞌiki angelnao awunuutapan puꞌu. 
1CO.4.10	Waunao, watukapa-kao maaitapin-kainao nii, ushaꞌapanum kauꞌan waunao Christ poitorunao. Mazan unao, utaapinan aitapaabaꞌo nii paꞌan, uzaamatinpan idi Christ idaꞌati. Waunao, aonaa wataapa-kao umanawunnao nii, mazan unao, utaapinan umanawunnao nii paꞌan. Unao naubaapa-kao, mazan waunao aonaa wanaubaapa-kao. 
1CO.4.11	Pakawan kai waunao wazamazi naꞌiki maradako; aonaa wakakamichanun; waunao, wabaꞌizii-kao; aonaa wadapu nii wamashaapa-kizi nii. 
1CO.4.12	Waunao, dadara wakaudinan wamashaapa-kinaa nii. Aizii pidannao paradan dono waꞌati kaziwa-kidaꞌo parada-karu idaꞌan, watoriinpan nii, kaiman kizi paꞌan aimaakan shaꞌapan ĩꞌati. Pidannao patakaꞌutan dono waunao, wataapada ĩshaꞌapatan waunao, aonaa watiwaan wakaunan. 
1CO.4.13	Pidannao kadakotin-kidan dono waunao dikaudaꞌo idaꞌan, waunao kaimanaꞌo nii paꞌan waparadan ĩdauꞌan. Pakawan kai, pidannao taapan waunao naꞌapa aimaakan kawan aonaꞌoraz naa uaipa-kao.
1CO.4.14	Õsaadan diꞌoraz unao ati, aonaa õbaꞌazootin-kidaꞌazon idiꞌo mani unao, mazan õtominapa-kida-kinaa niꞌo naꞌiki õkakinaota-kinaa niꞌo unao paꞌan, ushaꞌapanum kauꞌan unao, õdainao kawanuꞌo õmarainpan. 
1CO.4.15	Utiichaannao kainaꞌan puꞌu mani iriba padamata, tominapa-kidaꞌo unao mashaapa-karu dauꞌu Christ ati, mazan kainaꞌa baudaꞌapa pidan unao daru kawanuꞌo. Õgaru wuruꞌu unao daru, ushaꞌapanum kauꞌan õgaru kiwiitapaꞌoraz õkowaadan uꞌati Kaimanaꞌo Kuwai, naꞌiki uruu idiꞌo umishidanuz Christ Jesus. 
1CO.4.16	Ukauꞌan õpishaan unao umashaapa kizi paꞌi naꞌiki udiꞌitinapa kizi naꞌapa õgaru kawan. 
1CO.4.17	Uruu idiꞌo õdyuudan Timothy unao diꞌiti, uruu õdani kawanuꞌo õtaapan naꞌiki õmarainapanii. Uruu mishiꞌo ushaꞌapatan kaudin-kizai Naobanai atiꞌo. Uruꞌo nii nyukunuu-kida unao ati naꞌapam õdaꞌanan Christ Jesus, naꞌapa õtominapa-kidan naꞌiki õkakinaopan kawan mishidainao ipai choochi õmorowauta-kizi kawanaꞌati.
1CO.4.18	Pabiꞌi kida unao umanawun nii uabatinpan, uzauda-kidan aonaꞌo nii õwaꞌatin õmorowautaꞌanan uꞌidaꞌati koshan. 
1CO.4.19	Mazan Naobanai aipan an unaꞌapan, õwaꞌatin nii uꞌidaꞌati kadiman. Uruu donoꞌo nii õaitapan wuruꞌu atadinpainao pidannao umanawun-tinpan pakadakotinan idaꞌanaꞌo karikaonan, oo mishiꞌo wuruꞌu kainaꞌa maꞌozaka-karu ĩꞌidaꞌa, Tominkaru diꞌikiꞌoraz. 
1CO.4.20	Ushaꞌapanum kauꞌan Tominkaru kazowautapan dono pidannao, upanaꞌada ĩkaduz pamaꞌozakan idaꞌan. Pidannao kian an kainaꞌa ĩꞌidaꞌa Tominkaru maꞌozakan mazan ĩkaduz aonaa ukaimanan, aonaa Tominkaru kazowautapanii mani wuruꞌu ĩnaouz. 
1CO.4.21	Aizii õwaꞌatin dono, shaꞌapaꞌoram kaduz idaꞌan uaipan õwaꞌatin uꞌidaꞌati? Uaiapa õwaꞌatin baꞌizi tuma, oo uaiapa shaꞌa õwaꞌatin kamarainpanuꞌo naꞌiki kaimanaꞌo nyukunui idaꞌan?
1CO.5.1	Ukowaada-kao õꞌati kainaꞌa kaminshuꞌuinapa-karu unao biiꞌi, wuruꞌu naꞌapaꞌoraz aimaakan shaꞌapaapa-kao oiaꞌo manawun wuruꞌu. Upuꞌu zii pidannao aonaꞌoraz ĩaitapan Tominkaru, aonaa ĩkashaapan uruu kaduz aimaakan shaꞌapaapa-kao pabii an. Ukowaada-kao õꞌati kainaꞌa daonaiora unao bii aꞌo, udaiaroitapan padaroaba. 
1CO.5.2	Mazan upuꞌu unao, utaapinan umanawunuꞌo nii! Ukashaꞌoraꞌoraz mani mishiꞌoraiman, naꞌiki wuruꞌu daonaiora shaꞌapataꞌoraz aimaakan naꞌapaꞌo, aonaꞌoraꞌa naa turuu unao taapadan ubaokopatinan unao tuma uchoochiipan dono. 
1CO.5.3	Õgaru, õꞌaonaan puꞌu padamata unao ai, mazan kainaꞌa õgaru unao tuma õdiꞌitinpan ii. Naꞌiki õaitapaꞌakaꞌa naa naꞌapam nii õpatakaꞌutan wuruꞌu pidanaz shaꞌapataꞌoraz oiaꞌo manawun, naꞌiaꞌo kawanuꞌo manawun õgaru unao tuma. 
1CO.5.4	Aizii ubaokopatinan donoꞌo naa wanaobanaa Jesus uu idaꞌan, naꞌiki õgaru, õbaokopatinan kapam unao tuma õdiꞌitinpan ii, waNaobanaa Jesus maꞌozakan idaꞌan, 
1CO.5.5	marii paꞌi utaan wuruꞌu pidanaz Satan ati, unanaa oiaꞌoraz patakaꞌuta-kizinao kizi. Mazan udoronaa kazannaata-kao nii wuru donoꞌo Naobanai Jesus kaawanuz powaa ati.
1CO.5.6	Ukauꞌan unao atadinapanuz, aonaa kaimanaꞌo mani wuruꞌu. Uaitapanii tawuruꞌu kii-karuz kaikapaꞌa: “Masakaudaꞌu sodiꞌo yeast, upoodada ipai wuruꞌu poroom-biꞌi.”
1CO.5.7	Ukauꞌan marii uzikadan wuruꞌu kaminshuꞌuinpaꞌoraz pidan unao bii iki. Naꞌapa Israelitenao zikadauzon kawan ipai yeast padapu iki kida, ĩtaapan uaꞌii Passover Kamoon. Uruu unao paꞌinaꞌo poroom-biꞌi ukawanuꞌo nii, aonaꞌoraz ukawikiꞌita-kao yeast idi. Mishi õaitapa unao, Tominkaru soꞌotaniꞌi naa uꞌoian, naꞌiki utomanii unao kaiman. Christ zowii-kao waꞌati wakazannaata-kinao niꞌo waꞌoian kida ai, naꞌapa kaznizo dani kawan Israelitenao zowiauzoniaz Passover Kamoon dono. 
1CO.5.8	Unaꞌapan kauꞌan, wamarinaꞌataꞌa naa kiwiitapaꞌo wamashaapauzon kaduz, wuruꞌu oiaꞌoraz naꞌiki dikaudaꞌoraz. Mishiꞌoraiman, waizoꞌatiꞌi naa Tominkaru wanyukunuu iki, aonaa wadakotinpan idaꞌan mani karikaonan, naꞌapa kiziꞌi naa paꞌan waunao bread kawan, aonaꞌoraz ukawikiꞌita-kao yeast idi, Israelitenao nikauzonii kawan Passover Kamoon dono.
1CO.5.9	Õsaadanii shaꞌatii kiwiitapaꞌoraz õkaaritan idaꞌa, õkiinii unao ati aonaa kizi ubaokopatinpan naꞌiki uminaudaꞌuitapan pidannao kaminshuꞌu-shoronao tuma. 
1CO.5.10	Aizii õsaadan donoꞌoraz naꞌapa, aonaa pidannao mamishida-kainao dauꞌanaꞌo mani tawuruꞌu õnaꞌapanuz, naꞌiki pidannao oiainpainaouz pakaminshuꞌuinpan idaꞌan, oo naꞌazootinauzonaouz, oo koidimikinaouz, oo tominkarunitapainaouz toma-kariwai tominkarunao. Mazan aonaa naꞌitim umashaapan panaꞌitinapa ĩꞌai, umashaapan puꞌu daꞌaꞌa imiꞌi baaraꞌa. 
1CO.5.11	Mazan õsaadanii unao ati, aonaa kizi ubaokopatinpan naꞌiki uminaudaꞌuitapan pidan dakotinaꞌoraz pumin-mishidan nii, mazan upuꞌaꞌoraz zii ukaminshuꞌuinpan, oo naꞌazootinauzo, oo tominkaruniitapaꞌo toma-kariwai tominkarunao, oo paradaꞌo dikauda kidaꞌo aimaakan baꞌorainao dauꞌan, oo poꞌidipauzo, oo koidimiki. Aonaa shaa paꞌi uaroopaꞌanaꞌa naꞌapaꞌo pidan tuma.
1CO.5.12+1CO.5.13	Õgaru aonaa õkaudin-kizi mani wuruꞌu õdiꞌitapa kizi naꞌapam õshaꞌapatan naꞌiki õkakinaotan pidannao mamishida-kainao. Tominkaruꞌo nii patakaꞌuta ĩnao ĩꞌoian kida dikin ii. Mazan unao, ukaudin-kizi paꞌan wuruꞌu ukakinaotanuz umin-mishidannao, shaꞌapaapainaouz oiaꞌo. Naꞌapa Tominkaru paradan saadauzo-kariwaiz kian kawan, “Aonaa utaapadaꞌanaꞌa wuruꞌu pidan shaꞌapataꞌoraz oiaꞌo naꞌan unao biiꞌi.”
1CO.6.1	Aizii naꞌiaꞌoram an unao kasharutaakan pumin-mishidan tuma, manaꞌa pumakoꞌonaꞌa pukaakapaꞌanan pumin-mishidan kootoopauzonao ati, aonaꞌoraz ĩmishidan Tominkaru. Mishiꞌoraiman, pupishaa paꞌan mishidainao puchoochin ainaouz sakitapadan wuruꞌu ukasharutaakanuz. 
1CO.6.2	Mishi, unao uaitapanii diinaꞌitiꞌi Tominkaru pidanannaouꞌo nii wuruꞌu kootowaꞌo niꞌoraz pidannao mashaapaꞌoraz ipai naꞌiaꞌakan. Ukauꞌan, unao turuu kapam usakitapadan mashaꞌapannaa kidaꞌoraz kasharutaaka-karu kida unao bii anaꞌoraz. 
1CO.6.3	Mishi, uaitapanii waunaouꞌo nii wuruꞌu kootowaꞌo niꞌoraz angelnao diinaꞌitiꞌi. Ukauꞌan, unao turuu kapam udiꞌitapan naꞌiki usakitapadan wuruꞌu kasharutaaka-karu kida kaiꞌoraz mashaapa-karu idaꞌa. 
1CO.6.4	Unaꞌapan kauꞌan, naꞌapainim an pukasharutaakan pumin-mishidan tuma, manaꞌa pumakoꞌonaꞌa kootoopauzonao diꞌiti, aonaꞌoraz ĩmishidan Tominkaru. Ĩnao aonaꞌo turuu ĩsakitapadan ukasharutaakanuz. 
1CO.6.5	Õkian uꞌati kaikapaꞌa õbaꞌazoo-kidaꞌazon unao. Aonaa mooko zoobaba baudaꞌapa pidan nii unao biiꞌi aitapaabaꞌo, kaꞌiitaꞌo padiꞌitapan naꞌiki pasakitapadan mishidainao kasharutaakanuz? Mishi kainaꞌaꞌo wuruꞌu. 
1CO.6.6	Mazan unao, umakon mamishida-kainao diꞌiti, naꞌiki ukaakapan umin-mishidan ĩꞌati, naꞌiki uaipan ĩsakitapadan ukasharutaakanuz.
1CO.6.7	Aizii wuruꞌu ukaakapaakanuz, naꞌiki unaꞌakanuzu umin-mishidannao kootowapa-kizai iti, naꞌapaꞌo aida-kida unao aonaa umashaapan mishidainao kawan. Pumin-mishidan shaꞌapatan an aimaakan dikaudaꞌo puꞌati, oo uzaamatan an pushaꞌapauzi, kaimanaꞌo nii zii putuudan an punyukunuu pukaakapaan ai paꞌan uruu kootoopauzo ati. 
1CO.6.8	Mazan unao, aonaa ukashaapan unaꞌapata-kao. Mishiꞌoraiman unaouꞌu naa shaꞌapataꞌoraz dikaudaꞌo aimaakan, naꞌiki uzaamatan baokoinao shaꞌapauz ĩꞌai, naꞌiki ushaꞌapatan diꞌoraz aimaakan umin-mishidannao atiꞌo.
1CO.6.9	Mishi, uaitapanii wuruꞌu pidannao shaꞌapatainaouz dikauda kidaꞌo aimaakan, aonaꞌo nii ĩwiizi nii Tominkaru naobanai-tinapa-kizi ii. Aonaa umariidautinaꞌanaꞌa. Pidannao kaminshuꞌuinpainao, pidannao tominkaruniitapainao aimaakan karikaonan, pidannao kiaapainaouz aonaa pamin-mazidan mani, daonaioranao kiaapaakauzonaouz paꞌatiaaka, 
1CO.6.10	pidannao koidimikinao, pidannao naꞌazootinauzonao, pidannao poꞌidipauzonao, pidannao paradaꞌo dikauda kidaꞌo aimaakan baꞌorainao dauꞌan, pidannao kazatainao pairiban shaꞌapauz; wuruꞌu pidannao shaꞌapatainaouz naꞌapa kidaꞌoraz aimaakan, ĩnao aonaꞌo nii ĩwiizi nii Tominkaru naobanai-tinapa-kizi ii. 
