MAT.1.1	Ɗèlèwèr nzlembaƋ ndohi te verzi Yèsu Kristi, kra David, kra Abraham.
JHN.14.14	Aman kin jhèƋè skwi te ri ga a nzlembaƋ ga, i woya man i gia'a.
JHN.14.15	Aman kin woy iyè a ndav kinè, vafu gèƋ a ma nkwèr ga, 
JHN.14.16	A i woy a i tsi ri a Bab ga, a va kinè ndo n'nzaka kinè a deɓa, man a nzi a sam kinè a mèƋèp, 
JHN.14.17	Mèzhèɓ nzura'a, man herkeda a slaha a ncè ɓai, te man a rka ɓai, a sun ɓai. Aman kinè, kin sun nenga'a, te man nenga'a a nzi a sam kinè, a zhè te ndav kinè.
JHN.14.18	I jèkè kinè ara wud diki ka ɓai. I da shkè a sam kinè. 
JHN.14.19	Te deɓa kètè, herkeda a di a rkayè azɓai. Aman kinè, kin da rkayè. A géƌ man i nzi a nshèffè, kinè ba kin nzi a nshèffè. 
JHN.14.20	A pats nasa kin da suna, i te Bab ga, a kinè te iyè, a iyè te kinè. 
JHN.14.21	Ndo man a ngots a ma nkwèr ga a fi gèƌè'a, nenga'a ndo man a woy iyè a ndav na. Ndo man a woy iyè a ndav na, Bab ga ba a woy nenga'a a ndav na, a i woya'a a ndav ga, a i da ngreda na va ga.
JHN.14.22	A Judas, Judas Iscariot ka ɓai, a ngaƋa na:
JHN.14.22	Bai, aman ka woy a ka ngreda nga va ngaya, a ka ngreda ta ndohi herkeda azɓai, èhèmè?
JHN.14.23	A Yèsu a m'mbeƋa na a ma:
JHN.14.23	Ndo man a woy iyè a ndav na, a fi gèƋ a ma ga. Bab ga a da woya'a a ndav na. A nga da shkè a sam na, a nga da nzi a sam na. 
JHN.14.24	Ndo man a woy iyè a ndav na ɓai, a fi gèƋ a ma ga azɓai. Ma man kin tsena'a, ma ga ka ɓai, aman ma Bab ga man a zlindekayè. 
JHN.14.25	Ma haha i gaƋa kinè, man i zhè a sam kinè dai. 
JHN.14.26	Ndo n'nza kinè a deɓa, Mèzhèɓ Zhiklè nkezla'a, man Bab ga a da zlündkodai a nzlembaƋ ga, nenga'a a da senda kinè skwi tèlèba. Ma man i gaƋa kinè, a da hodko kinè tèlèba a gèƋ.
JHN.14.27	l jèka kinè gumi ga. Gumi ga i va kinè. I va kinè, ara man herkeda a va kinè ka ɓai. Kin gu zlau te ndav kinè ɓai, kin gudzu ɓai! 
JHN.14.28	Kin tsena'a, ara man i gaƋa kinè: I Ƌè; aman i shkè a deɓa a sam kinè. Aman kin woy iyè a ndav kinè, kin wuffè, aman i Ƌè a sam Bab ga, te man Bab ga a fènyè.
JHN.14.29	A i gaƋa kinè te ma haha antanta ma, aman n'nga di ɓai, aman a da gai, kin da cè a ndav. 
JHN.14.30	Anai i gèƋè ma kumba a sam kinè azɓai. Bi herkeda a da shkè, a ngècè skwi a sam ga azɓai. 
JHN.14.31	Aman ndohi herkeda da suna, i woy Bab ga a ndav ga, a i gi ara ma nkwèr Bab ga. VaslambaƋa, ngodokoya!
JHN.15.1	Iyè, wof barassa nzura'a. Bab ga, ndo mɓer wof barassa. 
JHN.15.2	Ri wof ga staƋ staƋ tèlèba man a yi wuda azɓai, a ngeldaussa. StaƋ staƋ tèlèba man a yi wuda, a sliƋè'a, aman a yi wuda holhola'a. 
JHN.15.3	Antanta kin tila ma, a géƋ ma ga man i njè kinè. Vanza te iyè, a i nzi te kinè. 
JHN.15.4	Lèmèlèmè ara ri wof a slaha a nyi wuda a ri na azɓai, sèi man na goƋozlom wof, lèmèlèmè kinè ba, sèi kin nzi te iyè.
JHN.15.5	Iyè, wof barassa, kinè ri wof ga. Ndo man a nzi íe iyè, a i te nenga'a, ara wof man a yi wuda kumba. Aman kinè dra a sam ga, kin slaha a kin gi skwi ɓai. 
JHN.15.6	Aman ndo a nzi te iyè ka ɓai, ta kaldaussa ara ri wof, a gwèr na, a ta ɓiceda vogwa, a vogwa a n'ndeda ma. 
JHN.15.7	Aman kin nzi te iyè, a ma ga a nzi a sam kinè, skwi ko mèmè kin jhèƋè'a, a gi a sam kinè. 
JHN.15.8	Gar haha n'njèl Bab ga, aman nyi nshèffè kinè a zhè kumba, a kin ndi a golahi ga.
JHN.15.9	Lèmèlèmè ara Bab ga a woy iyè a ndav na, i ba i woy kinè a ndav ga. Vanza te mwoy-ndoga! 
JHN.15.10	Aman kin fi gèƋa ma nkwèr ga, kin nzi te mwoy-ndo ga, lèmèlèmè ara man i fi gèƋ a ma nkwèr Bab ga, a i nzi te mwoy-ndo nenga'a. 
JHN.15.11	Ma haha i gaƋa kinè, aman mwuffè ga a zhè a sam kinè, a mwuffè kinè a gi jèlèlè'a. 
JHN.15.12	Na haha ma nkwèr man i va kinè: Vawoy va kinè, ngiƋè da woy ngiƋè, ngiƋè da woy ngiƋè a ndav na, lèmèlèmè ara man i woy kinè a ndav ga. 
JHN.15.13	Sèi ndo man a vi nshèffè na a géƌ mandalahi na, ndo ngiƋè a fena mwoy-ndo nenga'a azɓai. 
JHN.15.14	Kinè mandalahi ga, aman kin gi skwi tèlèba man i gaƋa kinè.
JHN.15.15	Anai i baba kinè bèlèlihi ka ɓai. Aman ɓèlè a sun skwi man bab nenga'a a gia ɓai. Aman i baba kinè mandalahi ga, aman skwi tèleba man i tsena te ma Bab ga, i ngreda kinè. 
JHN.15.16	Kinè n'ngatskayè auda ka ɓai. Aman i par kinè, a i ge kinè, aman nyi nshèffè kinè da zhè, a nyi nshèffè kinè a nzi dai, a skwi ko mèmè kin jhèƋè te ri Bab ga a nzlembaƋ ga, a da va kinè. 
JHN.15.17	Ma nkwèr haha i va kinè: vawoy va kinè, ngiƋè da woy ngiƋè, ngiƋè da woy ngiƋè a ndav na.
JHN.15.18	Aman ndohi herkeda ta gi shèwa a kinè, vasuna, ta gu shèwa a iyè, ga ta gi shèwa a kinè. 
JHN.15.19	Man kinè a herkeda, ar ndohi herkeda ta woy skwi ta. Aman kinè a herkeda ka ɓai. I par kinè auda te va ndohi herkeda. Gar haha ndohi herkeda ta gi shèwa a kinè.
JHN.15.20	Vahur ma man i gaƋa kinè: Bèlè a fena babgi na azɓai. Aman ta parahayè, ta da paraha kinè lèmèlèmè. Aman ta cè ma ga, ta da cè ma kinè lèmèlèmè. 
JHN.15.21	Aman skwi haha tèlèba, ta da ga kinè a géƌ nzlembaƋ ga, a géƋ man ta sun nenga'a man a zlindekayè ɓai. 
JHN.15.22	Man a matsa i shkè ɓai, a i gaƋa ta ma ga ɓai, ar mali ta azɓai. Aman antanta ta slaha ta nghéƋè mali ta azɓai.
JHN.15.23	Ndo man a gi shèwa a iyè, a gi shèwa a Bab ga lèmèlèmè. 
JHN.15.24	I ga skwi a sam ta, man ndo ngiƋè a slaha a ngia ɓai. Man a matsa i da gu ɓai, ar mali ta azɓai; aman antanta ta rka'a, ta gi shèwa a iyè, a Bab ga lèmèlèmè. 
JHN.15.25	Aman skwi haha a gi ara man ta windo te ma kita Zhiklè: Ta gu shèwa a iyè ambalai.
JHN.15.26	Aman nenga'a man a nzaka kinè a deɓa a shkè ma, nenga'a man i woy a i zlinda kinè te Bab ga, Mèzhèɓ nzura'a, man a shkè te Bab ga, a da gi malwuƋi a sam kinè a géƋ ga. 
JHN.15.27	Aman kinè ba, kin ndi a ndohi malwuƋihai, a géƋ man kin nza a sam ga te nhinkad na.
JHN.16.1	Ma haha i gaƋa kinè, skwa da slafaƋama kinè sak ɓai! 
JHN.16.2	Ta da dzar kinè auda te gihi njèngè ma Zhiklè tenga'a. Patsa'a a di a shkè, aman ndo staƋ staƋ tèlèba man a kede kinè, a hérè te ndav na, a ngu skwi man ambaba Zhiklè. 
JHN.16.3	Skwi ar haha ta da gia'a, te man ta sun Bab ga ɓai, a ta senyè ɓai, cèw ba. 
JHN.16.4	Aman ma haha i gaƋa kinè; te deɓa'a man a da gai, a haka kinè a gèƌ, a gu ara man i gaƌa kinè. I gaƌa kinè ma haha te va nasa ɓai, te man nga nza a nda kinè.
JHN.16.5	Aman antanta i Ƌè a sam nenga'a man a zlindekayè, ko ndo staƋ te ndev kinè a dzhadyè azɓai: Ka Ƌè ma? 
JHN.16.6	Ndav kinè a kudai, a géƌ man i gaƋa kinè ma haha. 
JHN.16.7	Aman i gaƋa kinè skwi nzura'a a vava: Dara man i Ƌè ga! Man i Ƌè ga azɓai, ar nenga'a man a nzaka kinè a deɓa a shkè a sam kinè azɓai. Aman i Ƌè, i da zlindkoƌi a sam kinè.
JHN.16.8	A nenga'a a shkè, a ngreda ta mali ta a ndohi herkeda, a ngizura'a, a kita. 
JHN.16.9	Mali ta sa, aman ta da ciyè a ndav ɓai. 
JHN.16.10	Ngizura'a sa, aman i Ƌè a sam Bab ga, a kin rkayè azɓai, 
JHN.16.11	Kita sa, aman ta ga na kita a géƌ a madzagai.
JHN.16.12	Njèkèdi ma ga man i woy a i gaƋa kinè a zhè a vata. Aman antanta kin slaha kin cè di ɓai. 
JHN.16.13	Aman nenga'a, Mèzhèɓ nzura'a nda shkè ma, a ngreda kinè ma nzura'a tèlèba. Aman nenga'a a gèƋè ma te gèƋ na azɓai. Aman ma man a tsena'a, a gèƋè'a; a ngreda kinè skwi man a di a shkè.
JHN.16.14	Nenga'a a da nzalyè, a skwi tèlèba a da cè a sam ga, a da ngreda kinè. 
JHN.16.15	Skwi tèlèba man Bab ga a ngotso, skwi ga. Gar Haha i gaƋa, a cè te skwi ga, a da ngreda kinè. 
JHN.16.16	A n'nzi kètè, kin da rkayè azɓai; te deɓa kètè kin da rkayè.
JHN.16.17	Te va golahi nenga'a ngiƌè ta goƌ a va ta:
JHN.16.17	Ma mè, man a gaƌa nga: A n'nzi kètè, kin da rkayè azɓai. Te deɓa kètè, kin da rkayè, a i Ƌè a sam Bab ga?
JHN.16.18	A ta gaƌa:
JHN.16.18	Naha mè, man a gaƌa: A n'nzi kètè? Nga sun ma man a gèƌè ɓai.
JHN.16.19	Yèsu a suna, ta woy a ta jhèƌè'a, a ngaƌa ta:
JHN.16.19	Kin verslè a gèƌ man i gaƌa kinè: A n'nzi kètè, kin da rkayè azɓai. Te deɓa kètè, kin da rkayè, ƌè? 
JHN.16.20	A vava, a vava, i gaƌa kinè, kin da kuƌai, kin da gi wobau. Aman ndohi herkeda ta da wuffè. Kin da lèyè; aman nlèyè kinè a da ngwèƋè na a mwuffè.
JHN.16.21	Ngwoz man a yi kra, a si matakwan a gèƌè'a, te man pats nyi kra na ma. Aman te deɓa'a man a ye kra ma, a hér matakwan na asaɓai, aman a wuffè a géƌ kra man a yokoƌai. 
JHN.16.22	Kinè ba, antanta kin lèyè te ndav kinè. Aman nga da ngècè va za'a, a ndav kinè a da wuffè, ndo ngiƌè a da cè mwuffè auda te ndav kinè azɓai.
JHN.16.23	A pats nasa kin da jhèƌè ma ngiƌè a sam ga azɓai. A vava, a vava, i gaƌa kinè: Skwi ko mèmè kin jhèƌè te ri Bab ga, a da va kinè a nzlembaƌ ga. 
JHN.16.24	Ha nshkè na ma a mpatsna, kin dzhaƌa skwi a nzlembaƌ ga ɓai. Vodzhoƌo, a kin ngècè'a, a mwuffè kinè agijèlèlè'a.
JHN.16.25	Ma haha i gaƋa kinè ara ngèlègèƋma. Patsa a di a shkè, aman i gaƌa kinè a ngèlègèƌma azɓai, aman i ngrèƌè ma a géƌ Bab ga auda tsaraya tèlèba. 
JHN.16.26	A pats nasa kin tsi ri a Zhiklè a nzlembaƌ ga, a i da gaƌa kinè: i tsi ri a Bab ga a géƌ kinè — asakaɓai. 
JHN.16.27	Aman Bab ga a ri na a woy kinè, a géƌ man kin woy iyè, a kin co a ndav kinè, i shkè te Bi Zhiklè. 
JHN.16.28	I shkè a sam Bab ga, a i shkèhi a herkeda. Anai i jèkeda herkeda za'a, a i Ƌè a sam Bab ga.
JHN.16.29	A golahi Yèsu ta gaƋa na:
JHN.16.29	Na haha, antanta ka pa a ma asaɓai, ka goƋ a ngèlègèƋma asaɓai.
JHN.16.30	Antanta nga suna, ka sun skwi tèlèba, ko ndo ngiƋè a ndzhaƋ ka ɓai. Gar haha nga co a ndav nga, ka shkè te Bi Zhiklè.
JHN.16.31	Yèsu a ngaƋa ta:
JHN.16.31	Antanta kin co a ndav kinè Ƌè? 
JHN.16.32	Na haha patsa a di a shkè, ani a zhè ma, aman ta venda kinè gèƋ staƋ staƋ tèlèba, a kin jèkyè a géƋ ga. Aman iyè a géƋ ga ka ɓai. Nga a Bab ga. 
JHN.16.33	Na haha i gaƋa kinè. A kin gumi te iye. T'herkeda matakwan a ga kinè. Aman vagsa ndav kinè, i ngul herkeda.
JHN.17.1	Aman Yèsu a n'ndeva ma haha, a mpu di a zhiklè, a ngaƌa:
JHN.17.1	Bab ga, tiƌè sama ma! Nzala kra ngaya, aman kra ngaya ba da nzal ka! 
JHN.17.2	Ka va na wuƌibai a géƌ ndohi tèlèba, a skwi tèlè man ka va na, a va ta ndohi ba, a nshèffè a mèƋèp ba. 
JHN.17.3	Na haha nshèffè a mèƋèp, aman ta sen ka, ka Zhiklè nzura'a staƌgenè, a nenga'a man ka zlündo, Yèsu Kristi. 
JHN.17.4	I nzal ka a géƌ herkeda, a i ndeva mizlinè ngaya, man ka vayè a i gia'a. 
JHN.17.5	Antanta nzalyè, Bab ga, a n'njèlè man i ngotso, man herkeda n'nga di ɓai.
JHN.17.6	I ngreda ta nzlembaƋ ngaya a ndohi man ka vayè t'herkeda. Tenga'a a ngaya, a ka pay a iyè, a ta fu gèƋ a ma ngaya. 
JHN.17.7	Antanta ta suna, skwi tèlèba man ka vayè, a shkè te ka. 
JHN.17.8	Aman ma man ka vayè, i va ta ma, a ta co. Ta sun a vava, i shkè te ka, a ta co a ndav, ka, ka nzlin­dekayè.
JHN.17.9	I tsi ri a géƌ tenga'a. I tsi ri a géƋ ndohi herkeda ka ɓai, aman a géƌ tenga'a man ka payè, tenga'a a ngaya. 
JHN.17.10	Aman skwi ga tèlèba, skwi ngaya. Skwi ngaya, a ga ga, a n'njèl ga n'ngreda auda a sam tenga'a.
JHN.17.11	Anai iyè az t'herkeda ɓai; aman tenga'a ta zhè t'herkeda. Iyè, i Ƌè a sam ngaya. Bab ga nkezla'a, ɓer ta ndohi man ka payè, a nzlembaƋ ngaya, a ta gi a nstaƋ, lèmèlèmè ara nga. 
JHN.17.12	Aman i nza a sam tenga'a, i ɓer ta ndohi man ka payè, a nzlembaƋ ngaya. A i war ta, ko staƋ te va tenga'a a nze ɓai, sèi man a nzi ba, ngedassa ma, nenga'a a nze na, ara Ƌèlèwèr Zhiklè a gaƋa.
JHN.17.13	Aman antanta i Ƌè a sam ngaya; aman ma haha i gèƋè t'herkeda, a ndav tenga'a da ndha a mwuffè ga. 
JHN.17.14	A i va ta ma ngaya; a ndohi herkeda ta ga ta shèwa, te man tenga'a ta a herkeda ka ɓai, lèmèlèmè ara iyè a herkeda ka ɓai. 
JHN.17.15	I tsi ri azɓai, aman ka helka ta auda t'herkeda. Aman i tsi rai, aman ka ɓer ta te ri nenga'a man ambaɓai. 
JHN.17.16	Tenga'a ta a herkeda ka ɓai, lèmèlèmè ara iyè man iyè a herkeda ka ɓai.
JHN.17.17	Kezla ndav ta a ma nzura'a. Ma ngaya, ma nzura'a. 
JHN.17.18	Lèmèlèmè ara man ka zlindekayè a herkeda, i zlinde ta a herkeda ba. 
JHN.17.19	I kezla ndav ga a ri ga a gèƋ tenga'a, aman ndav tenga'a ba, nkezla te ma nzura'a.
JHN.17.20	Aman i tsi rai a géƌ tenga'a genè ka ɓai, aman a géƌ tenga'a ba, man ta ciyè a ndav ta, a géƋ malwuƋi tenga'a. 
JHN.17.21	Aman ta tèlèba ta gi a nstaƋ, lèmèlèmè ara nga, ka Bab ga, te iyè, a iyè te ka, a tenga'a ba, ta te nga; a herkeda da co a ndav na, ka nzlindekayè. 
JHN.17.22	A n'njèlè man ka vokoyè, i va ta tenga'a, aman ta gi a nstaƋ, lèmèlèmè ara nga, nga gi a nstaƋ. 
JHN.17.23	lyè te tenga'a, ka te iyè, aman ta gi a nstaƋ, jèlèlè'a; a herkeda da suna, ka nzlindekayè, ka woy ta a ndav ngaya, lèmèlèmè ara man ka woy iyè a ndav ngaya.
JHN.17.24	Bab ga, i woya aman tenga'a man ka pokoyè, ta zhè a sam ga, a ta rka n'njèl ga man ka vokoyè, a géƌ man ka woy iyè a ndav ngaya, aman herkeda n'nga di ɓai. 
JHN.17.25	Bab nzura'a! Herkeda a sen ka ɓai; aman iyè i sen ka, a tenga'a ba ta suna, ka nzlindekayè. 
JHN.17.26	A i ngreda ta nzlembaƋ ngaya; a i ngréƋè'a dai. Aman mwoy-ndo ngaya man ka woy iyè a vna, da zhè a sam ta, a iyè te tenga'a.
JHN.18.1	Aman Yèsu a n'ndeva ma haha, to do a golahi nenga'a a wud woyam Cédron. Gi lak te pa. A to do a pa a golahi nenga'a. 
JHN.18.2	Aman Judas ba, man a nga na ri a gèƋ Yèsu, a sun sama'a, te man pats ngiƋè pats ngiƋè Yèsu a nda golahi nenga'a ta ɓicaƋa va a pa.
JHN.18.3	Aman Judas a mbaba ta golahi bihi ndohi mvi skwi a Zhiklè, a ndohi pharisie, a ta shkè a pa, a pitirla, a skwi ntiv vogwa, a skwi var. 
JHN.18.4	Yesu a sun skwi tèlèba, man a da ga na, a nda ta ma, a ngaƋa ta:
JHN.18.4	Kin woy wa?
JHN.18.5	A ta gaƋa na:
JHN.18.5	Yèsu, ndo Nazareth.
JHN.18.5	Yèsu a ngaƋa ta:
JHN.18.5	Na iyè!
JHN.18.5	A Judas ba, man a nga na ri a gèƋ, a nzlatsa a sam tenga'a. 
JHN.18.6	Aman Yèsu a ngaƋa ta: Na iyè! to do a deɓa a deɓa a ta wush ta hai. 
JHN.18.7	A Yèsu a ndzhaƋ ta za'a:
JHN.18.7	Kin woy wa?
JHN.18.7	A ta gaƋa na:
JHN.18.7	Yèsu, ndo Nazareth.
JHN.18.8	A Yèsu a m'mbeƋa ta a ma:
JHN.18.8	I gaƋa kinè, iyè, i nenga'a! Aman kin woy iyè, vajèke ta ndohi haha!
JHN.18.9	Aman a gi ara ma nenga'a man a gaƋa: te va ndohi man ka payè, ko staƋ i zede ɓai. 
JHN.18.10	Simon Pierre, kafahi gwèsh na a zhè, a mphekoƋauda, a ntsahama na zlembaƋ civèƋ ri mandai a ɓèl bi ndohi mvi skwi a Zhiklè. NzlembaƋ ɓèl matsa Malchus. 
JHN.18.11	A Yèsu a ngaƋa na Pierre:
JHN.18.11	Ciɓda kafahi gwèsh a gi na! Kokwi man Bab ga a vayè, a i sia'a, i sia'a azɓi Ƌè?
JHN.18.12	Nhèyè ndo a bi sojè a golahi ndohi Juif ta gso Yèsu, a ta dzawa'a, 
JHN.18.13	a ta da'a nshèlèkura'a a sam Anne. Caiphe, baki dem na, a vi sa, bi ndohi mvi skwi a Zhiklè.
JHN.18.14	Nenga'a ndo man a ngaƋa ta ndohi Juif: Dara ndo staƋ a metsi na te di man a ndohi tèlèba. 
JHN.18.15	A Simon Pierre a ndzodzor Yèsu, ta a gol ngiƋè. A bi ndohi mvi skwi a Zhiklè a sun gol ngiƋè, a nenga'a a ndo a gala bi ndohi mvi skwi a Zhiklè a nda Yèsu. 
JHN.18.16	A Pierre a nzlatsa a dalmagai. A gol ngiƋè, man bi ndohi mvi skwi a Zhiklè a suna, a n'ndo auda, a ta goƋa a ngwoz mɓer ntamagai, te deɓa'a a n'nda Pierre a gai. 
JHN.18.17	A ngwoz mɓer ntamagai, a ngaƋa na Pierre:
JHN.18.17	Ka ba ka te va golahi ndo haha ka ɓi Ƌè?
JHN.18.17	A Pierre a ngaƋa:
JHN.18.17	I a te va ɓai.
JHN.18.18	A sojè a ɓèlèlihi ta vatsa vogwa a vovar, mtasl a gai, a ta dzi vogwa. A Pierre ba nzlatsa a nda tenga'a, a dzi vogwa. 
JHN.18.19	A bi ndohi mvi skwi a Zhiklè a ndzhoƋo Yèsu a géƌ golahi nenga'a, a géƋ njèma nenga'a. 
JHN.18.20	A Yèsu a ngaƋa na:
JHN.18.20	I goƌ ma'a a sam di ndohi tèlèba, pec pècèk. I senda ta te gi njèngè ma Zhiklè, te gi Zhiklè, a sam man ndohi Juiftèlèba ta ɓica va, i goƋ a metsar ka ɓai. Ka dzhaƋyè èhèmè? 
JHN.18.21	DzhaƋ ta, man ta tsena ma man i gaƋa ta. Na haha, tenga'a ta sun skwi man i njè ta.
JHN.18.22	Aman a ngoƋ ma arsa, bigol ngiƌè man nzlatsa a pa, a ntsama na bazlazlam, a ngaƋa na Yèsu:
JHN.18.22	Ta mbeƋa na a ma a bi ndohi mvi skwi a Zhiklè ar haha Ƌè?
JHN.18.23	A Yèsu a m'mbeƋa na a ma:
JHN.18.23	Aman i goƋ ambaɓai, ngreday skwi ambaɓia man i goƋ mènè! Aman i goƋ zura'a, ka tsyè èhèmè?
JHN.18.24	Anne, nenga'a man a dzawa'a, a nzlinda a sam Caiphe, bi ndohi mvi skwi a Zhiklè.
JHN.18.25	A Simon Pierre nzlatsa, a dzi vogwa. A ta gaƋa na:
JHN.18.25	Ka ba ka staƋ te va golahi nenga'a ka ɓi Ƌè?
JHN.18.25	A Pierre a ntsokol ma, a ngaƋa:
JHN.18.25	I ka ɓai.
JHN.18.26	StaƋ te va ɓèlèlihi bi ndohi mvi skwi a Zhiklè, gwoli ndo man Pierre a ntsahama na zlembaƋ, a ngaƋa:
JHN.18.26	I rka ka a sam gi lak a tsagi nenga'a ka ɓi Ƌè?
JHN.18.27	A Pierre a ntsokol ma za'a. A nasa nasa ngarah a ntsu da'ai. 
JHN.18.28	A ta da Yèsu te gi Caiphe, a gi ngomna, a sam prèk. To do a gi kita ɓai. Ta woy a ta lizhè ndav ta ɓai, a géƌ man ta da ndi ngolala Pâque. 
JHN.18.29	A Pilate a ndo auda a sam ta, a ngaƌa ta:
JHN.18.30	Kin pün ndo haha a gèƌ mè?
JHN.18.30	A ta mbeƌa na a ma:
JHN.18.30	Aman ndo haha ndo ambaɓia ka ɓai, ar nga gskodi a kita Ƌè?
JHN.18.31	A Pilate a ngaƋa ta:
JHN.18.31	Voco ar kinè, vagu kita nenga'a ara Ƌèlèwèr ma kita kinè a ngreda kinè!
JHN.18.31	A ndohi Juif ta gaƋa na:
JHN.18.31	Nga síaha a nga keƌe ndo ɓai.
JHN.18.32	A ngu ara ma Yèsu man a gaƌa; a ngreda m'metsi nenga'a man a da metsi a gèƌè'a. 
JHN.18.33	A Pilate a mdo a deɓa a gala na, a mbaba na Yèsu, a ngaƋa na:
JHN.18.33	Ka bi ndohi Juif Ƌè?
JHN.18.34	A Yèsu a m'mbeƋa na a ma:
JHN.18.34	Ka goƋ ma haha te gèƋ ngaya Ƌè, Ƌè ndohi ngiƋè a ngaƋa ka a gèƋ ga Ƌè?
JHN.18.35	A Pilate a ngaƋa na:
JHN.18.35	l ndo Juif Ƌè? Ndohi ngaya a ndohi mvi skwi a Zhiklè mbibihia"a ta ncka ka a kita a sam ga. Ka ga mè?
JHN.18.36	A Yèsu a ngaƋa na:
JHN.18.36	Kokwar-Bi ga az t"herkeda haha ɓai. Aman agassa kokwar-Bi ga t"herkeda haha, ar golahi ga ta gi var, aman ta viyè a kita ndohi Juif azɓai. Aman antanta kokwar-Bi ga az t"herkeda ɓai.
JHN.18.37	A Pilate a ngaƋa na:
JHN.18.37	Kos man ar haha, ka bi Ƌè?
JHN.18.37	A Yèsu a ngaƋa na:
JHN.18.37	Ara ngèƋè ngaya; i bai. I shkè a herkeda, aman i gi a ndo malwuƋi ma nzura"a. Ndo staƋ staƋ tèlèba, man ndo nzura"a, a tsena da"ai ga.
JHN.18.38	A Pilate a ngaƋa na:
JHN.18.38	Ma nzura'a, na mè?
JHN.18.38	Aman a goƋ ma haha, a ndo auda za'a a sam ndohi Juif, a ngaƋa ta:
JHN.18.38	I ngatsa mali m"metsi a sam na ɓai. 
JHN.18.39	Aman ara man kin gia pèc pècèk a sam ngolala Pâque, i pra kinè ndo staƋ. Kin woy a i pra kinè bi Juif Ƌè?
JHN.18.40	A ndohi tèlèba ta boho a wuƋai:
JHN.18.40	Nenga"a ka ɓai, sèi Barabbas!
JHN.18.40	Aman Barabbas ndo nked ndo.
JHN.19.1	Te deɓa'a Pilate a nco Yèsu, a ta ndoho a mènèwèd. 
JHN.19.2	A sojèhi la tsaffa vatak, a ta paƋa na gèƋ, a ta va na maslaka vèvèzh a va, a ta shkè a sam na, a ta gaƋa na:
JHN.19.3	Mbalai, bi ndohi Juif!
JHN.19.3	A ta tsu a bazlazlam. 
JHN.19.4	A Pilate a ndo auda za"a, a ngaƋa ta:
JHN.19.4	Na haha, i da"a a sam kinè; aman kin suna, i ngatsa mali m"metsi a sam na ɓai.
JHN.19.5	A Yèsu a mdo auda, gèƋ mpaƋa a vatak, a maslaka vèvèzh a va. A Pilate a ngaƋa ta:
JHN.19.5	Ndo'a, a naha!
JHN.19.6	Aman bihi ndohi mvi skwi a Zhiklè, a bigolahi tenga'a, ta rka'a, ta boho a wuƌai:
JHN.19.6	Gezlala'a, gezlala'a!
JHN.19.6	A Pilate a ngaƋa ta:
JHN.19.6	Voco ar kinè, a kin gezlala'a! Aman iyè, i ngatsa mali m'metsi a sam na ɓai.
JHN.19.7	A ndohi Juif ta mbeda na ma:
JHN.19.7	Nga ngots ma kita. Ma kita nga a gaƌa, sèi a metsi na, te man a fu va na a kra Zhiklè.
JHN.19.8	Aman Pilate a ntsena ma haha, a ngu zlau holhola'a. 
JHN.19.9	A ndo a deɓa a gala na, a ngaƋa na Yèsu:
JHN.19.9	Ka shkè tema?
JHN.19.9	A Yèsu a m'mbeƋa na a ma ɓai. 
JHN.19.10	A Pilate a ngaƋa na:
JHN.19.10	Ka mbeday a ma azɓi Ƌè? Ka sun ɓi Ƌè, wuƋi ga a zhè, man i pre ka auda, wuƋi ga a zhè, man i gezlal ka?
JHN.19.11	A Yèsu a ngaƋa na:
JHN.19.11	WuƋi ngaya a shkè te gèƋè'a, man ɓai ar wuƋi ngaya azɓai. Gar haha, mali ndo mviyè a ri ngaya, mbia'a holhola'a.
JHN.19.12	Te deɓa'a Pilate a woya man a pra'a. Aman ndohi Juif ta boho:
JHN.19.12	Aman ka da pra nenga'a, ka mandal bi Cèsar ka ɓai! Ko wawa man a fi va na a bai, nenga'a ndo mayam Cèsar.
JHN.19.13	Aman Pilate a ntsena ma haha, a nda Yèsu auda, a n'nzahai agèƋsam n'nzi kita, asam man ta baba na a gèƋ pra, a ma Hèbreu Gabbatha.
JHN.19.14	A pats nasa pats ntil ngolala Paque, géƌ pats. A ngaƋa ta ndohi Juif:
JHN.19.14	Na haha bi kinè!
JHN.19.15	Aman tenga'a ta goƋ a wuƋai:
JHN.19.15	Gezlala'a!
JHN.19.15	A Pilate a ngaƋa ta:
JHN.19.15	l gézlèlè bi kinè Ƌè?
JHN.19.15	Bihi ndohi mvi skwi a Zhiklè ta gaƋa na:
JHN.19.15	Bi nga ngiƋè azɓai, sèi Cèsar.
JHN.19.16	Te deɓa'a a mva ta a rai, aman ta gezlala'a. A tenga'a ta co Yèsu, a ta da'a.
JHN.19.17	A Yèsu a nzuɓ wof ngèzlèl na a ri na, a n'ndo auda a sam man ta baba na vatasl gèƋ', a ma Hèbreu Golgotha. A pa, ta gezlala'a, a ndohi cèw a nda nenga'a, 
JHN.19.18	ngiƋè te ri mandai, ngiƋè te ri guìa nenga'a, Yèsu te ndeva'a.
JHN.19.19	A Pilate a mwindo a géƌ wof ngèzlèlè: Yèsu, ndo Nazareth, bi ndohi Juif. 
JHN.19.20	Ma haha ndohi Juif kumba ta jongo, te man sam man ta gezlala Yèsu apaa zhè ndul ndul a ma kokwar mbia'a. A ma haha ta windo a ma hébreu, a ma latin, a ma grèc. 
