MAT.1.1	ابراهیم و داوود اُغلی بُلان عیسی مسیحینگ نِسلی اینه، شِیلِدیر:‏
LUK.23.12	شُل گون پیلاتُس بیلِن هیرودیس دُست بُلدی؛ موندان اُوال اُلارینگ آراسیندا دوشمانچیلیق باردی.‏
LUK.23.13	پیلاتُس یُلباشچی کاهینلاری، خالقینگ یاشولیلاری و آداملاری اویشوریپ، 
LUK.23.14	اُلارا:‏ ‏«‏سیز بو آدامی مِنینگ یانیما خالقی آزدیریار دییّپ گِتیردینگیز.‏ مِن اُنی گُزونگیزینگ اُوونده سُراق اِتدیم، اِمّا اُل باراداقی تُهمِت اورمالارینگیزینگ هیچ بیری دُغری چیقمادی.‏ 
LUK.23.15	اُنی هیرودیسینگ یانینا ایبِردیم، اُل هِم هیچ گونَه تاپمان، اُنی ایزینا ایبِردی.‏ سیزینگ گُرشونگیز یالی، اُل اُلومه لاییق هیچ زات اِتمَندیر.‏ 
LUK.23.16	شُنونگ اوچین هِم، مِن اُنونگ جِزاسینی بِریپ، بُشاتجاق»‏ دییدی.‏ ‏[‏ 
LUK.23.17	پیلاتُس بایرامچیلیق میناسیبِتلی خالقا بیر آدامی بُشادیپ بِرمِلیدی.‏]‏
LUK.23.18	اِمّا هِمّه خالق بیراغیزدان:‏ ‏«‏بو آدامی هِلَک اِت!‏ بیزه باراباسی بُشات!‏»‏ دییّپ قیغیریشدیلار.‏ 
LUK.23.19	باراباس شَهرده یوزه چیقان بیر قالماغالا قاتناشاندیغی و قانخُردوغی اوچین زیندانا سالنیپدی.‏ 
LUK.23.20	پیلاتُس عیسانی بُشاتماق نییِتی بیلِن یِنه-ده خالقا یوزلِندی.‏ 
LUK.23.21	اِمّا اُلار:‏ ‏«‏اُنی صلیبه چویله!‏ صلیبه چویله!‏»‏ دییّپ قیغیریشدیلار.‏ 
LUK.23.22	پیلاتُس اوچونجی گِزِک اُلارا:‏ ‏«‏نَمه اوچین؟ بو آدام نَمه جِنایات ایش اِتدی؟ مِن اُندان اُلوم جِزاسینا لاییق هیچ زات تاپمادیم.‏ شُنونگ اوچین هِم اُنی جِزالاندیریپ بُشاتجاق»‏ دییدی.‏ 
LUK.23.23	اِمّا اُلار سِسلِرینی خاص قاتالدیپ، قایتا-قایتا بیلِن اُنونگ صلیبه چویلِنمِگینی ایسلِدیلِر و اُلارینگ سِسی اوستون چیقدی.‏ 
LUK.23.24	شِیلِلیک بیلِن، پیلاتُس اُلارینگ ایسلِگینی بِرجای اِتمِک قارارینا گِلدی.‏ 
LUK.23.25	اُلارینگ سُران آدامینی، قالماغال تورزوپ، آدام اُلدورِنی اوچین زیندانا سالنان آدامی بُشاتدی، عیسانی بُلسا اُلارینگ ایختییارینا بِردی.‏
LUK.23.26	سِربازلار عیسانی آلیپ باریارقالار، اِکینچیلیگیندِن گِلیَن قیرِوانلی شمعونی توتوپ، آرقاسینا صلیبی یوکلِدیلِر و عیسانینگ ایزیندان یُریمَگه مِجبور اِتدیلِر.‏ 
LUK.23.27	اولی بیر جِماغات عیسانینگ ایزینا دوشوپ گیتدی، اُلارینگ آراسیندا اُنونگ اوچین زار-زار آغلایان آیال‍لار هِم باردی.‏ 
LUK.23.28	عیسی اُل آیال‍لارا طاراف اُورولیپ، شِیله دییدی:‏ ‏«‏اِی، اورشلیم قیزلاری!‏ مِنینگ اوچین آغلامانگ.‏ اُزونگیز و فِرزِنتلِرینگیز اوچین آغلانگ.‏ 
LUK.23.29	چونکی شِیله بیر گونلِر گِلِر، آداملار:‏ ‏”‏گُورِلی بُلمایان آیال‍لار، دُغورمادیق گُوره‌لِر، چاغا اِمدیرمِدیک گُووسلِر نَهیلی خوشواقت!‏“‏ دییِرلِر.‏ 
LUK.23.30	شُندا داغلارا:‏ ‏”‏بیزینگ اوستومیزه ییقیلینگ!‏“‏ دِپه‌لِره:‏ ‏”‏بیزینگ اوستومیزی اُرتونگ!‏“‏ دییِرلِر.‏
LUK.23.31	اِگِر آداملار گُک باغا شِیله زاتلار اِدیَن بُلسالار، اُندا قوری باغا نَمه بُلار؟»‏
LUK.23.32	عیسی بیلِن باشغا ایکی جِنایاتچینی هِم جِزالاندیرماق اوچین آلیپ باریاردیلار.‏ 
LUK.23.33	اُلار ‏«‏کِلّه‌چاناق»‏ دییِن یِره گِلِنلِریندِن سُنگ، عیسانی یانگقی جِنایاتچیلار بیلِن بیرلیکده صلیبه چویلِدیلِر.‏ جِنایاتچیلارینگ بیری اُنونگ ساغ طارافیندا، بِیلِکیسی سُل طارافیندادی.‏ 
LUK.23.34	عیسی:‏ ‏«‏آتام!‏ اُلاری باغیشلا، سِبَبی اُلار نَمه اِدیَنلِرینی بیلِنُقلار»‏ دییدی.‏ سِربازلار قُرعه آتیشیپ، اُنونگ لِباسلارینی پایلاشیاردیلار.‏
LUK.23.35	خالق اُنگا باقیپ دوردی.‏ یُلباشچیلار هِم اُنونگ اوستوندِن گولوپ:‏ ‏«‏اُل باشغالاری نِجات بِردی.‏ اِگِر اُل خودایینگ سِچیپ-سایلانان مسیحی بُلسا، دِگمه، ایندی اُزونی هِم نِجات بِرسیندَه!‏»‏ دییّشیَردیلِر.‏ 
LUK.23.36	سِربازلار هِم یانینا گِلیپ، اُنی ماسغارالایاردیلار و اُنگا تورشی شِراپ بِردیلِر:‏ 
LUK.23.37	‏«‏اِگِر یَهودیلِرینگ پادیشاهسی بُلسانگ، اُزونگی نِجات بِر-دا!‏»‏ دییَّردیلِر.‏ 
LUK.23.38	اُنونگ دِپه‌سینده بُلسا:‏ ‏«‏بو یِهودیلِرینگ پادیشاهسیدیر»‏ دییِن یازو باردی.‏
LUK.23.39	چویلِنِن جِنایاتچیلارینگ بیری اُنگا سِووپ:‏ ‏«‏سِن مسیح دَلمی نَمه؟ اُندا اُزونگی-ده، بیزی-ده نِجات بِر-دَه!‏»‏ دییدی.‏ 
LUK.23.40	ایکینجی جِنایاتچی بُلسا مونی آیدانا کَیَپ:‏ ‏«‏سِن خودایدان قُرقانگُقمی؟ سِن هِم اُنونگ بیلِن بیر جِزانی چِکیَرسینگ!‏ 
LUK.23.41	بیز اُز اِتمیشیمیزه لاییق عادالاتلی جِزا آلدیق.‏ اِمّا بو آدام هیچ بیر تِلِکه ایش اِتمِدی آخیری»‏ دییدی.‏ 
LUK.23.42	سُنگرا اُل:‏ ‏«‏عیسی، شاهلیغینگا باران واقتینگ مِنی یادلاغین!‏»‏ دییدی.‏ 
LUK.23.43	عیسی هِم اُنگا:‏ ‏«‏سانگا دُغروسینی آیدیارین، سِن شو گون مِنینگ بیلِن بیله جِنِّتده بُلارسینگ»‏ دییدی.‏
LUK.23.44	واقت گونُرتانا قُلایلاندا، گونونگ یوزی توتولدی، اُیلَن ساغات اوچه چِنلی هِمّه یوردی قارانگقیلیق آلدی.‏ 
LUK.23.45	عیباداتخانانینگ پِرده‌سی اُرتاراسیندان ییرتیلیپ، ایکَه بُلوندی.‏ 
LUK.23.46	 عیسی قاتی سِس بیلِن قیغیریپ:‏ ‏«‏آتام!‏ روحومی سِنینگ اِلینگه تابشیریارین»‏ دییدی-ده، جان بِردی.‏
LUK.23.47	اَفسَر بُلان واقانی گُروپ، خودایی اُودی.‏ اُل:‏ ‏«‏بو، حاقیقاتدان-دا، دُغری آدام میشدیق!‏»‏ دییدی.‏ 
LUK.23.48	بو زاتلارا تُماشا اِتمِک اوچین اویشِن هِمّه خالق بُلان واقالاری گُروپ، قورساقلارینی یومروقلای-یومروقلای ایزلارینا قایتدی.‏ 
LUK.23.49	عیسانی تانییان آداملارینگ هِمِّسی، شِیله-ده جلیل‌دِن اُنونگ ایزینا دوشوپ گِلِن آیال‍لار داشراقدا دوروپ، بو واقالارا سین اِدیَردیلِر.‏
LUK.23.50	مِجلِس آداملاریندان یوسف آدلی بیر آدام باردی.‏ اُل قاوی هِم دُغری آدامدی.‏ 
LUK.23.51	اُزی-ده مِجلِسینگ قارارینا و ایشینه راضیلیق بِرمَندی.‏ یوسف یهودیه‌نینگ رامه شَهریندِن بُلوپ، خودایینگ پادیشاهلیغینا قاراشیاردی.‏ 
LUK.23.52	اُل پیلاتُسینگ یانینا باریپ، عیسانینگ جِسِدینی دیلِدی.‏ 
LUK.23.53	سُنگرا اُنی آشاق دوشوریپ، کِفِنه دُلاپ، قایادا قازیلان و حَضیر چِنلی هیچ کیمینگ جایلانمادیق قابریندا جایلادی.‏ 
LUK.23.54	بو ایش تاییارلیق گونونینگ آخیریندا بُلوپ، سَبَّت گونونینگ باشلانماغینا قُلایدی.‏
LUK.23.55	عیسی بیلِن جلیل‌دِن گِلِن آیال‍لار هِم یوسفینگ ایزینا دوشوپ گیتدیلِر-ده، قابری و اُنونگ جِسِدینینگ نَهیلی جایلانانینی گُردولِر.‏ 
LUK.23.56	سُنگرا اُلار اُیلِرینه قایدیپ، خوش ایسلی اوزَرلیگلِر و عاطیرلار تاییارلادیلار.‏ اِمّا خودایینگ حُکومی گُرَه سَبَّت گونی اُلار دینچ آلدیلار.‏
LUK.24.1	یِکشَنبه گونی اِرتیر ایربیلِن آیال‍لار تاییارلان خوش ایسلی اوزَرلیگلِرینی آلیپ، قابرینگ باشینا باردیلار.‏ 
LUK.24.2	اُلار قابرینگ آغزینداقی داشینگ بیر چِته تُغالاناندیغینی گُردولِر.‏ 
LUK.24.3	قابرینگ ایچینه گیرِنلِرینده بُلسا، عیسانینگ جِسِدینی تاپمادیلار.‏ 
LUK.24.4	مونگا حایران بُلوپ دورقالار، قارشیلاریندا یالقیم سالیان لِباسدا ایکی سانی آدام بیردِن گُروندیلِر.‏ 
LUK.24.5	آیال‍لار قُرقوپ، باشلارینی آشاق توتدولار.‏ یانگقی آداملار اُلارا:‏ ‏«‏سیز نَمه اوچین دیرینی اُلولِرینگ آراسیندان گُزلِیَرسینگیز؟ 
LUK.24.6	اُل بو یِرده دَل، اُل دیرِلدی!‏ اُل هِنیز سیزینگ بیلِن بیلِکَه جلیل‌ده اُزونگیزه آیدان زاتلارینی یادینگیزا سالینگ.‏ 
LUK.24.7	اُل:‏ ‏”‏اینسان اُغلی گونَه‌لی آداملارینگ اِلینه تابشیریلمالی، صلیبه چویلِنمِلی، اُلِندِن سُنگ اوچولِنجی گون دیرِلمِلیدیر“‏ دییّپدی»‏ دییدیلِر.‏ 
LUK.24.8	سُنگرا عیسانینگ بو سُزلِری اُلارینگ یادینا دوشدی.‏
LUK.24.9	آیال‍لار قابردان اُورولیپ گِلیپ، بولارینگ بارینی اُنبیر رِسول‍لارا و بِیلِکیلِرینگ هِمِّسینه خابار بِردیلِر.‏ 
LUK.24.10	رِسول‍لارا بو خاباری یِتیرِنلِر مَجدَلَلی مریم، یوانّا، یعقوبینگ اِنه‌سی مریم و اُلارینگ یانینداقی بِیلِکی آیال‍لاردی.‏ 
LUK.24.11	اِمّا بو سُزلِر رِسول‍لارا بُش گُروندی، اُلار آیال‍لارا اینانمادیلار.‏ 
LUK.24.12	پِطرُس بُلسا یِریندِن توروپ، قابرا طاراف یُرتدی.‏ اُل اِنگیلیپ، کِفِنینگ بُش یاتانینی گُردی.‏ اُل بُلان واقا گِنگ قالیپ، ایزینا دُلاندی.‏
LUK.24.13	شُل گون شَگیرتلِردِن ایکیسی عِمواس دییِن اُبا باریاردی.‏ بو اُبا اورشلیمدِن اُن کیلُمِتره اوزاقلیقدا یِرلِشیَردی.‏ 
LUK.24.14	اُلار بُلوپ گِچِن بو واقالار حاقدا اُزآرا گورلِشیَردیلِر.‏ 
LUK.24.15	شِیلِلیکده، کِپلِشیپ، فیکر آلشیپ باریارقالار، عیسانینگ اُزی یاقینا گِلیپ، اُلار بیلِن بیله یُریبِردی.‏ 
LUK.24.16	یُنه اُنی تانیماز یالی، اُلارینگ گُزلِری باغلانیپدی.‏
LUK.24.17	عیسی اُلاردان:‏ ‏«‏یُل بُلسون!‏ نَمه حاقدا گورّونگ اِدیپ باریانگیز؟»‏ دییّپ سُرادی.‏ اُلار قایغیلی یاغدایدا دوردیلار.‏ 
LUK.24.18	اُلارینگ کلیوپاس آدلیسی:‏ ‏«‏اورشلیمده بُلوپ-دا، شو گونلِر اُل یِرده بُلان واقالاردان بیخابار بیگانه یِکه سِنمیکَنگ؟»‏ دییّپ سُرادی.‏ 
LUK.24.19	عیسی اُلاردان:‏ ‏«‏هایسی واقالار؟»‏ دییّپ سُرادی.‏ اُلار شِیله جُغاپ بِردیلِر:‏ ‏«‏ناصِره‌لی عیسی حاقدَکی واقالار.‏ اُل خودایینگ و هِمّه خالقینگ ناظاریندا سُزده هِم ایشده گویچلی پیغامباردی.‏ 
LUK.24.20	یُلباشچی کاهینلار بیلِن حاکیملِریمیز اُنی اُلوم جِزاسینا حُکوم اِتدیریپ، صلیبه چویلِمِک اوچین حاکیمینگ اِلینه تابشیردیلار.‏ 
LUK.24.21	بیز بُلسا اسرائیلی نِجات بِرجِک شُلدور دییّپ اومید اِدیپدیک.‏ موندان باشغا بو زاتلارینگ بُلانینا اوچ گون بُلدی.‏ 
LUK.24.22	اوستونه-ده، آیال‍لاریمیزینگ کَبیری هِم بیزی حایرانا قُیدی.‏ اُلار شو گون ایر بیلِن قابرینگ باشینا باریپ، 
LUK.24.23	اُنونگ جِسِدینی تاپماندیرلار.‏ اُلار بیزینگ یانیمیزا گِلیپ، اُزلِرینه پِریشده‌لِرینگ گُرنِندیگینی آیتدیلار.‏ پِریشده‌لِر اُنگا دیری دییَّرمیشلِر.‏ 
LUK.24.24	سُنگرا بیزینگکیلِرینگ کَبیری قابرا باریپ، یاغدایینگ اِدیل آیال‍لارینگ آیدیشی یالیدیغینی گُروپدیرلِر، اِمّا عیسانی گُرمَندیرلِر.‏»‏
