MAT.1.1	Ini ne ban tepuʹun tepun Yesus Keristus cen mela Daut, iaʹ ina mela Ibrahim.
ACT.10.7	Lepa melikat ina pisiu, nyahin tai ie abeʹ un ne. Penco Kurnilius mengin dua usa diaʹ ulaʹ amin ne, ngan pit ida dua laʹa, ca sedadu iaʹ temek ngkang Katuk Adet Musa, iaʹ lemuto pubo ia dalem amin ne. 
ACT.10.8	Kun Kurnilius badaʹ mung puyan melikat ina mida, penco ho cuk ida tai kaʹ Yupe.
ACT.10.9	Neng kenempam me, dalau ketai re telu nyeng kaʹ lepoʹ Yupe, tai Peterus kaʹ usun data sapau amin ke lemameʹ Tuhan, kihoʹ kihoʹ dalau beluaʹ tau. 
ACT.10.10	Tai laʹu ne tekaʹ a nuʹo. Ngajan dulu petenup penguman mia, tai pekaliu ne taʹat te. 
ACT.10.11	Dalau ina ha taʹan langit tai pesik, penco kenai ca inu kaʹ ntaʹ, koʹ baʹan ca kelihuk keluma iaʹ bioʹ are, nai muno pabeʹ kaʹ tanaʹ, pat de tikung kukoʹ telu ue. 
ACT.10.12	Kedalem kelihuk ina un mung naʹan pun ne, un pe diaʹ nganap, ngan un pe sui, (diaʹ lepoʹ Yahudi lemalan uman). 
ACT.10.13	Nai ca isiu neng ia, kun dau ue: “Peterus, beteʹ ne ikoʹ, nebek ne, pesak ne, uman nuʹo.”
ACT.10.14	Un dau Peterus: “Naʹun, abeʹ e pekina Tuhan, moʹ abeʹ keʹ uman inu bareng le buk ke abeʹ un buheʹ.”
ACT.10.15	Kun dau isiu ina pelaʹa iaʹ kuma ha: “Buk inu iaʹ Allah abeʹ un lemalan, ayen ncoʹ lemalan ne.” 
ACT.10.16	Telu liwai puyan ina koʹ baʹan ina are. Uʹo ina penco ketai inu dina pejung kaʹ langit nuʹo.
ACT.10.17	Jinan Peterus miat kaʹ ngimet sen inu diaʹ ia taʹan dina are, belekaʹ kenai dulu diaʹ Kurnilius cuk nai didai. Ban lepa ne ida lemutu kempi amin Simun. Kenai re nekejeng kaʹ lung pamen. 
ACT.10.18	Kun nte ngelengap lemutu Simun neng dulu. Un dau re: “Kempi Simun Peterus tupe? Un nai ie nyabeʹ kini mo?”
ACT.10.19	Dalau Peterus caʹ miat tekaʹ pekimet inu sen penaʹat te are, un dau Berua Tuhan neng ia: “Ina kenai telu usa mita ikoʹ. 
ACT.10.20	Beteʹ ne, tai ne ikoʹ kentaʹ. Ayen babak ketai tugung ida, moʹ akeʹ iaʹ uban cuk ida nai.” 
ACT.10.21	Kenai Peterus kentaʹ, sulo ho pisiu ida dina. Un dau ue: “Akeʹ lete iaʹ ikem mita ini. Inu iaʹ ukeʹ kem ban nai kini ne tupe?”
ACT.10.22	Un dau re: “Un Kurnilius, kaptin sedadu, ia iaʹ cuk ameʹ nai. Kurnilius ne, ia ca laki iaʹ telit lan, iaʹ tunuk palaʹ Tuhan Allah, ngan mung lepoʹ Yahudi pada ia. Ban ca melikat Allah iaʹ cuk ia mengin ikoʹ tai kaʹ amin ne, moʹ o ubaʹ ke ngeringa dau tiraʹ koʹ.” 
ACT.10.23	Kun Peterus mengin ida telu dina nai kedalem, ngan tudo ne ida telu kina.
ACT.10.23	Neng kenempam me, seʹ Peterus pedepa inu ue, tai ie pejahi serengan ida. Un pe kudaʹ usa diaʹ cenganak dalem Tuhan diaʹ cen Yupe tai pejahi ngan nte kina. 
ACT.10.24	Neng kenempam me nuʹo, abeʹ ne ida pat kaʹ lepoʹ Kaisaria. Un Kurnilius mengaʹ kenai sabeʹ Peterus te. Lepa ne ia pempun ida panak, ngan diaʹ malai ngan ne. 
ACT.10.25	Kena ketai Peterus kedalem amin, nai Kurnilius nyelalang ia, penco pelenyun kata taket te, ngan muʹup palaʹ ia. 
ACT.10.26	Kun Peterus cuk ia beteʹ. Un dau ue: “Nekejeng ne ikoʹ. Akeʹ ini ca kelunan lete.”
ACT.10.27	Penco tai re dua kedalem amin, mentung Peterus pisiu ngan ne, ngan taʹan kadoʹ dulu pempun kina. 
ACT.10.28	Un dau Peterus neng ida: “Un te ikem tisen Adet Yahudi, abeʹ senteng diaʹ lepoʹ Yahudi tai pekelet ngan dulu diaʹ ca, pekina pe tai menoʹ ida. Lepa ne Tuhan Allah badaʹ makeʹ, ayen lemileʹ kelunan, ngan ayen naʹ dulu jaʹat. 
ACT.10.29	Ina iaʹ ukoʹ keʹ abeʹ un babak nai moʹ kem ban mengin akeʹ. Dau heʹ ke lemutu ikem ini: inu iaʹ ukoʹ kem ban mengin akeʹ tupe?”
ACT.10.30	Un dau Kurnilius: “Ini ne kepat tau ue uʹo heʹ lemameʹ Tuhan kaʹ amin nceʹ ne, dalau jam telu tai tahup. Belekaʹ nai ca usa kelunan nekejeng nyeripa akeʹ, ngan to serema seʹ gelam me. 
ACT.10.31	Un dau ue neng akeʹ: ‘Kurnilius, lepa ne Tuhan Allah kenahan dau temameʹ koʹ, ngan ia petawai ban pengencai hoʹ me diaʹ taru mudip. 
ACT.10.32	Ikoʹ cuk ne dulu tai pelawa kaʹ Yupe, mengin Simun iaʹ dulu naʹ Peterus. Un te ia pemung ngan Simun neng amin, iaʹ tukeng ngadeng anit, iaʹ un amin ne nyeng kaʹ sada bahi banget.’ Pekina dau melikat ina. 
ACT.10.33	Dalau ina heʹ cuk dulu nai mengin ikoʹ. Tiga ha puʹo moʹ koʹ ban nai. Ina ukoʹ meʹ mung un pempun naʹkini ngejuma Tuhan Allah, moʹ meʹ ke ngeringa mung tiraʹ iaʹ Tuhan lepa cuk ikoʹ nai badaʹ mameʹ.”
ACT.10.34	Pekini dau Peterus nading tiraʹ a: “Iaʹ lan ne, naʹkini akeʹ tisen abeʹ Allah selepeʹ neng kelunan. 
ACT.10.35	Abeʹ pe Allah nyelepeʹ lemileʹ diseʹ neng mung lepoʹ, moʹ ketoʹ dulu diaʹ takut neng Allah, mentung mejo gayeng iaʹ teneng, ubaʹ Allah un kelunan dina. 
ACT.10.36	Tisen te ikem, un tiraʹ iaʹ Allah lepa naʹ palaʹ lepoʹ Israil, iaʹ ina Denga Injil, iaʹ pedenga neng puyan udip iaʹ tadan me kelunan kuʹun Yesus Keristus, iaʹ atek Tuʹa kelunan mung. 
ACT.10.37	Tisen ne ikem neng puyan iaʹ bioʹ, iaʹ libut ne neng tanaʹ Yudia, tading nge cen Galilia uʹo Yaya badaʹ batis are. 
ACT.10.38	Tisen te ikem ban puyan Yesus lepoʹ Nasarit ina, seʹ ban Allah mubeʹ Berua Buheʹ ngan penyukat bioʹ neng ia. Ngan pekina pe tai ie masat kempi kempi uyan tiga, ngan puhat mung dulu diaʹ taru kuʹun Bali Sitan, moʹ Allah un ngan ne. 
ACT.10.39	Ameʹ ne diaʹ ban badaʹ tugen neng mung puyan iaʹ Yesus ban uyan kaʹ tanaʹ Yahudi, pekina pe kaʹ Yerusalim. Ia lete iaʹ dulu lematai ngan napek ngediding ia neng kayu tecek. 
ACT.10.40	Ia lete iaʹ Allah pudip neng ca udip iaʹ tumpak neng ketelu tau ue, ngan cuk ia nai luhaʹ neng taʹat kelunan. 
ACT.10.41	Abeʹ e mung dulu diaʹ taʹan ia, bang ameʹ le diaʹ taʹan ia, moʹ Allah ban lemileʹ ameʹ ketai diaʹ badaʹ tugen neng ia. Ameʹ diaʹ pemung uman ngan nisep ngan ne uʹo Allah pudip ia cen patai are. 
ACT.10.42	Kun Yesus cuk ameʹ nai badaʹ Denga Injil ina me dulu mung, ngan tugen uban ia iaʹ Allah ban peteneng Pebetep Ukum neng mung kelunan diaʹ mudip, pekina pe diaʹ matai. 
ACT.10.43	Un dau isiu mung pegawa cen naʹaʹ diaʹ nugen dau neng Yesus: Aheʹ iaʹ ngelan neng Yesus uʹo, atek ke tisen te ia Yesus sau penyalaʹ a, moʹ kuʹun penyukat ngadan ne.”
ACT.10.44	Dalau dalau Peterus badaʹ tiraʹ ina, nai mesun Berua Buheʹ neng mung nte diaʹ kenahan dau tiraʹ a. 
ACT.10.45	Un lepoʹ Yahudi diaʹ ngelan Tuhan, diaʹ ban nai tugung Peterus cen Yupe are, tai paʹan ne ida, moʹ Allah mubeʹ Berua Buheʹ ina, ca pengencai ie me diaʹ tahaʹ awang Yahudi. 
ACT.10.46	Moʹ lepoʹ Yupe dina kenahan dau isiu re iaʹ bulen neng naʹan naʹan isiu, mentung nte pempau Allah neng bioʹ ban puyan ne. Un dau Peterus: 
ACT.10.47	“Ini ne ida dini alaʹ Berua Buheʹ, koʹ baʹan ameʹ are. Abeʹ un aheʹ senteng ke mulen ida tai sihoʹ ngebatis man sungai laʹa.” 
ACT.10.48	Kun ne cuk ida tai sihoʹ ngebatis man ngadan Yesus Kristus. Uʹo ina, kun nte mapo Peterus ngelineʹ un kudaʹ tau pe majan ne kina.
ACT.11.1	Kun diaʹ lawa Injil ngan mung cenganak dalem Tuhan diaʹ tipo tanaʹ Yudia kenahan dau denga lepoʹ tahaʹ awang Yahudi ban nai ngelan tiraʹ Allah. 
ACT.11.2	Dalau Peterus abeʹ kaʹ lepoʹ Yerusalim, un palai lepoʹ Yahudi diaʹ ubaʹ mung dulu bayaʹ adet sunat, ngenca ia. 
ACT.11.3	Kun dau re: “Adeʹ koʹ tai nyakai amin dulu diaʹ abeʹ un ngkang adet sunat, ngan pemung uman ngan nte tupe?” 
ACT.11.4	Ina ukoʹ Peterus nading badaʹ puyan ina palaʹ ida, petuk cen puʹun ne. Un dau ue:
ACT.11.5	“Dalau heʹ kelemameʹ kaʹ lepoʹ Yupe, tai pekaliu taʹat ceʹ. Penco heʹ taʹan ca inu dalem penaʹat ceʹ, iaʹ koʹ baʹan kelihuk keluma iaʹ bioʹ are, nai muno cen langit kata akeʹ, pat de tikung kukoʹ telu ue. 
ACT.11.6	Dalau heʹ nugen naʹat te ngan pekimet te, akeʹ taʹan palai pun, un pe diaʹ lajam, ngan un pe diaʹ nganap, ngan un pe sui (diaʹ ilu lemalan uman). 
ACT.11.7	Sulo heʹ kenahan pelaʹa dalau ca tiraʹ neng akeʹ: ‘Peterus, beteʹ ne ikoʹ, nebek ne pun dina, pesak ne, uman nuʹo.’ 
ACT.11.8	Un dau heʹ ʹo: ‘Naʹun, abeʹ e pekina Tuhan, moʹ inu iaʹ palan ngan iaʹ abeʹ un buheʹ, abeʹ lepe akeʹ uman ne.’ 
ACT.11.9	Un dau isiu ina cen langit kuma ha: ‘Buk inu iaʹ Allah abeʹ un lemalan, ayen ncoʹ lemalan ne.’ 
ACT.11.10	Telu liwai ne puyan ina koʹ baʹan ina are lete. Mung inu dina tai pejung ngeliwet kaʹ langit pelaʹa. 
ACT.11.11	Dalau ina lete un telu usa nekejeng kaʹ juma amin, kukoʹ keʹ ina. Ban nai re cen Kaisaria mita akeʹ. 
ACT.11.12	Un dau Berua Tuhan: ‘Ayen babak tai tugung ida, moʹ akeʹ iaʹ cuk.’ Un nem usa cenganak dalem Tuhan dini nai jahi akeʹ tai masat kaʹ lepoʹ Kaisaria. Mung meʹ tai kedalem amin laki bioʹ Kurnilius. 
ACT.11.13	Kun ne badaʹ mameʹ kumpin ban ne taʹan ca usa melikat nekejeng kedalem amin ne, iaʹ kuma ha: ‘Cuk dulu tai pelawa kaʹ Yupe, mengin Simun Peterus. 
ACT.11.14	Ia ke badaʹ tiraʹ mikem iaʹ ke pudip ikem dalem Tuhan ʹo, peging ngan mung diaʹ neng pengamin ncem.’ Pekina dau melikat me Kurnilius ne.”
ACT.11.15	Sulo dau Peterus laʹa: “Dalau tading keʹ ke pisiu neng mpun dulu kaʹ amin Kurnilius ina, kenai Berua Buheʹ mesun neng ida, koʹ baʹan diseʹ neng ilu dalau tading nge are. 
ACT.11.16	Akeʹ petawai neng tiraʹ iaʹ Tuhan badaʹ idai, iaʹ kuma ha: ‘Un Yaya, ia lepa ngebatis dulu man sungai, un sepuʹo un ncem dini, Allah ke ngebatis ikem man Berua Buheʹ ʹo.’ 
ACT.11.17	Atek luhaʹ ban Allah naʹ mida pengencai, koʹ baʹan ne naʹ milu tading le ban ngelan Tuhan Yesus Keristus are. Buk pekina, aheʹ keʹ ini, mpi akeʹ iaʹ ke payen Allah?”
ACT.11.18	Uʹo re kenahan dau Peterus pekina, tai benaʹa ne ida, penco tai re pempau Allah, mentung dau re: “Buk pekina, seʹ Allah mawang ca janan me dulu diaʹ tahaʹ awang Yahudi, ukoʹ de nesen ngan nyepuleʹ kimet de, iaʹ tai palaʹ udip dalem Tuhan.”
ACT.11.19	Mung diaʹ ngelan Tuhan tai petat kuʹun penaru iaʹ nai dalau dulu lematai Stipanus are. Un palai mida tai kelap pabeʹ dale Penisia ngan tanaʹ Siperus, mentung nte bada tiraʹ Allah me diaʹ lepoʹ Yahudi tengen le. 
ACT.11.20	Un palai diaʹ ngelan Tuhan ban cen lepoʹ Siperus, ngan lepoʹ Kirini, tai re abeʹ kaʹ lepoʹ Antiukia. Kun nte badaʹ Denga Injil Tuhan Yesus me dulu diaʹ tahaʹ awang Yahudi. 
ACT.11.21	Moʹ ban un nyingan Tuhan luhaʹ tugung ida dina, ina ukoʹ kadoʹ laleʹ dulu diaʹ ngelan ngan pupa nai bayaʹ Tuhan.
ACT.11.22	Kenahan kun Mpun diaʹ ngelan Tuhan kaʹ Yerusalim dau denga ina, penco re cuk Barnabas tai kaʹ Antiukia. 
ACT.11.23	Uʹo ketai Barnabas abeʹ, tisen ne ia ban Allah iaʹ naʹ peniga mida dina, tai bangen ne kaʹ tawai ie. Penco ho pekatuk ida mung, apan denaʹ tekaʹ penawai re tudep bayaʹ Tuhan. 
ACT.11.24	Moʹ Barnabas ne ca laki iaʹ atek tiga saheʹ, iaʹ sangan kuʹun Berua Buheʹ ngan pengelan. Nai un pit kadoʹ dulu diaʹ pupa nai bayaʹ Tuhan.
ACT.11.25	Uʹo ina tai puke ne Barnabas, tai kaʹ Tarsus ke mita Saul. 
ACT.11.26	Dalau Barnabas petegoʹ ngan Saul, penco ho mengin ia kaʹ Antiukia. Pekina tai sukung ca uman majan ne ida dua pebulung ngan Mpun diaʹ ngelan Tuhan kina, mentung nte pekatuk dulu kina. Kaʹ Antiukia tading dulu naʹ ngadan Keristin me kelunan diaʹ bayaʹ katuk Tuhan.
ACT.11.27	Dalau ina un palai pegawa Tuhan nai cen Yerusalim puno kaʹ Antiukia. 
ACT.11.28	Nai kun ca usa pegawa dina beteʹ, ngadan ne Agabus, iaʹ ban un penyukat Berua Tuhan neng ia. Ia badaʹ kenai ca penaru lien bioʹ pa tipo usun tanaʹ ini. (Uʹo ina dalau udip Laja Keludius, kenai lien ina palup ʹo.) 
ACT.11.29	Penco re diaʹ bayaʹ katuk Tuhan dina payo matu inu re, bayaʹ tekaʹ sukat de singket usa re, man nte mepo diaʹ cenganak de dalem Tuhan diaʹ ngelineʹ kaʹ tanaʹ Yudia. 
ACT.11.30	Pekina pe ida pempun inu re, sulo re katu ligit de tugung Barnabas ngan Saul me diaʹ tuʹa Mpun diaʹ ngelan Tuhan kaʹ tanaʹ Yudia.
ACT.12.1	Dalau ina un Laja Herudis cuk dulu nai nyakit palai diaʹ neng Mpun diaʹ ngelan Tuhan. 
ACT.12.2	Kun dulu lematai Yakup, sadin Yaya ne, man bahing. 
ACT.12.3	Tisen ne ban Herudis, lepoʹ Yahudi ubaʹ neng pemuyan ina, penco ho cuk dulu tai dakep Peterus pelaʹa. (Dalau ina tegoʹ Adet Ruti iaʹ are un lamut, iaʹ kahum neng adet Paska iaʹ menting patai.) 
ACT.12.4	Lepa re mapo Peterus, kun nte naʹ ia kedalem amin sepin, kun nte cuk puloʹ nem usa sedadu keliwa jagaʹ ia, tahaʹ pat usa, tahaʹ pat usa re. Un kimet Herudis ubaʹ ke ngkin Peterus ngejuma lepoʹ ina tegoʹ ketai kuʹo adet Paska ina. 
ACT.12.5	Ina ukoʹ Peterus tai peput dalem amin sepin. Naʹ pia pekina, Mpun diaʹ ngelan Tuhan dina abeʹ de un beto dau lemameʹ mia palaʹ Tuhan ngan sanget de.
ACT.12.6	Dalau alem kena ketai ke sihoʹ tau iaʹ Herudis ubaʹ ke tai ngkin ia ngejuma dulu, un Peterus ne luntoʹ neng ahang dua usa sedadu, peging ngan dua re beka malat neng ia. Un pe palai sedadu jagaʹ kaʹ lung pamen amin sepin ina. 
ACT.12.7	Belekaʹ kenai ca usa melikat Tuhan nekejeng kina, ngan ca serema ngedema amin sepin ina. Penco ho nepap liʹip Peterus naga ia kuma: “Nyelarai ne ikoʹ beteʹ.” Beliʹau lero le mung beka ha neng ujoʹ o. 
ACT.12.8	Un dau melikat ina neng ia: “Mahat ne seketeng ngkoʹ. Un ne kasut coʹ.” Seʹ Peterus bayaʹ dau ue. Un dau melikat ina neng ia pelaʹa: “Un ne sapai hoʹ. Nai ne bayaʹ akeʹ.” 
ACT.12.9	Nai kun Peterus bayaʹ ia kawang, petem abeʹ e tisen tekaʹ a lan. Kaʹ kimet te, seʹ e ngenupi tuaʹ le. 
ACT.12.10	Tai re dua pelapa sedadu diaʹ jagaʹ iaʹ ading ading, ngan lapa iaʹ kedua ha, abeʹ ne ida dua kaʹ pamen malat iaʹ sileʹ tahaʹ lepoʹ. Belekaʹ nyahin kenai pamen ina pesik ne. Penco kenai re dua kawang, masat bayaʹ ca janan. Beliʹau abeʹ un ne melikat ina ngan Peterus.
ACT.12.11	Uʹo kenai Peterus tisen kaʹ ban neng pemuyan ne, un dau ue: “Naʹkini ketai heʹ tisen lan, atek Tuhan lete iaʹ ban cuk melikat te nai nakau akeʹ cen gaham Herudis, pekina pe cen puyen pengubaʹ lepoʹ Yahudi dina.”
ACT.12.12	Uʹo ho tisen neng mung pemuyan ina, tai ie kaʹ amin Mariam ueʹ Yaya, iaʹ ipa ngadan ne Markus. Un kina kadoʹ dulu pempun dalau re lemameʹ Tuhan. 
ACT.12.13	Kun Peterus megoʹ pamen bioʹ ina, nai ca usa dekiʹit leto, ngadan ne Rude, ubaʹ ke naʹat aheʹ iaʹ megoʹ ina. 
ACT.12.14	Tisen ne ia dau isiu Peterus. Abeʹ ne ia mesik pamen ina nuʹo moʹ bangen tekaʹ a. Tai ie ngasa kedalem, badaʹ Peterus un nekejeng tahaʹ awang pamen. 
ACT.12.15	Un dau re neng ia: “Seʹ koʹ ngebuen dau ue.” Di ie un leto ina sebelang lan dau ue neng iaʹ ia badaʹ ina. Kun dau re pelaʹa: “Masaʹ melikat Peterus ina.”
ACT.12.16	Naʹ pe pekina, abeʹ Peterus pekenaʹ megoʹ pamen. Ketai re mesik pamen ina neng kebayaʹ a. Tegoʹ re taʹan ia, salam laleʹ tekaʹ de. 
ACT.12.17	Kun Peterus pekata seʹ man ujoʹ o ke peberinga ida. Penco ho badaʹ mida kumpin ban Tuhan ngkin ia kawang cen amin sepin ina. Kun Peterus cuk ida badaʹ puyan ina me Yakup ngan diaʹ cenganak de diaʹ ca dalem Tuhan ne ʹo. Uʹo ina kun ne mecin ngan tai kaʹ ca te.
ACT.12.18	Uʹo kenai dema, maho laleʹ le dau sedadu didai neng puyan ban ketai Peterus ne kelap. 
ACT.12.19	Un Herudis ia cuk dulu tai mita Peterus, un ʹo abeʹ de taʹan ia. Sulo re petugen ne lemutu mung nte diaʹ jagaʹ Peterus are. Kun Herudis cuk dulu lematai ida nuʹo.
ACT.12.19	Uʹo ina un Herudis puke cen tanaʹ Yudia tai kaʹ lepoʹ Kaisaria, kun ne ngelineʹ kina.
ACT.12.20	Miʹa laleʹ Herudis neng lepoʹ Tirus ngan lepoʹ Sidun, ina ukoʹ lepoʹ ina peseket nai palaʹ Herudis pedenaʹ dau mia. Ading ading ida mayo kimet Belastus ne, moʹ ia iaʹ ngkang gayeng dalem amin laja ina. Kun nte pekuaʹ tai nyat lesau, uyan tiga saheʹ Herudis ngan nte, moʹ un dale Tirus ngan Sidun nyahaʹ penguman nte neng dale laja ina.
ACT.12.21	Un ca tau iaʹ tengangan ida petuket, ukoʹ Herudis ke un gelam paren ne, ketai ie madung neng usun adan paren ne, mentung nge petiraʹ mida dina mung. 
ACT.12.22	Sulo ngahi dau re: “Ini ne dau tiraʹ ca Allah, abeʹ e dau tiraʹ kelunan,” kun dau re. 
ACT.12.23	Tegoʹ ina, Herudis sihoʹ kenca melikat Tuhan, moʹ abeʹ e nyelama palaʹ Allah. Ina ukoʹ matai ne ia kuʹun ban kua uman ia.
ACT.12.24	Tira Allah tai denga kuʹo ke, ngan un pit un pit ne dulu diaʹ ngelan ne.
ACT.12.25	Nai ngeliwet ne Barnabas ngan Saul cen Yerusalim, moʹ sukung ne gayeng nte kina. Mentung nte ngkin Yaya Markus tugung ida.
ACT.13.1	Neng Mpun diaʹ ngelan Tuhan kaʹ lepoʹ Antiukia, un pe kudaʹ kadoʹ pegawa Tuhan ngan guru, iaʹ ina Barnabas, ngan Simiun (iaʹ dulu naʹ Saleng), ngan Lukius (lepoʹ Kirini), ngan Menahem (cenganak ca ueʹ ngan Laja Herudis iaʹ ngkang ca tulat neng iaʹ kepat dale ina), ngan Saul. 
ACT.13.2	Dalau re pat lemameʹ Tuhan ngan lemalan abeʹ un uman, un dau Berua Buheʹ neng ida: “Nengen ne Barnabas ngan Saul makeʹ, idi re tai mejo gayeng ngkeʹ neng iaʹ ukoʹ keʹ mengin ida.”
ACT.13.3	Kun nte lemameʹ Tuhan ngan lemalan abeʹ un uman laʹa, sulo re napo ujoʹ de neng ida dua Saul ngan Barnabas, penco re cuk ida dua tai puke?
ACT.13.4	Ban Berua Buheʹ iaʹ cuk ida dua, ina ukoʹ de dua tai kaʹ bahi kaʹ lepoʹ Selukia. Cen ina tai re ngedung neng kapen ia tai kaʹ tanaʹ Siperus. 
ACT.13.5	Dalau re abeʹ kaʹ lepoʹ Salamis, kun nte badaʹ tiraʹ Allah dalem amin sebayang Yahudi. Un Yaya Markus, ia mepo ida dua.
ACT.13.6	Dalau ketai re nipo tanaʹ ina, abeʹ ne ida kaʹ lepoʹ Papus. Kun nte petegoʹ ngan ca laki iaʹ mencam pucau, ina ca usa pegawa palo, lepoʹ Yahudi. Un ngadan Yahudi ie Bar-yesus. 
ACT.13.7	Ia malai ngan Sergius Paulus, laki bioʹ gebenur tanaʹ ina. Ca laki iaʹ mencam pekimet gebenur ina. Ia mengin Barnabas ngan Saul nai palaʹ ia, moʹ o ubaʹ ke kenahan dau tiraʹ Allah. 
ACT.13.8	Un laki iaʹ mencam pucau ina, Bar-yesus ne, (Ilimas ngadan ne neng isiu Gerika,) ia nyakat Barnabas ngan Saul, moʹ o ubaʹ ke nyalaʹ laki bioʹ gebenur ne tai coʹ neng pengelan ne neng Tuhan. 
ACT.13.9	Un Saul, iaʹ ilu kuma Paulus ina, sangan ne kuʹun Berua Buheʹ. Kun ne nekeneng naʹat laki pucau ina. 
ACT.13.10	Un dau ue: “E anak Bali Jaʹat, ikoʹ iaʹ sangan kuʹun naʹan naʹan aken pelingu ngan palo. Ikoʹ ne iaʹ atek pebunoʹ neng iaʹ teneng. Lemuto-uto hoʹ ngileng janan Tuhan iaʹ telit ini. 
ACT.13.11	Ke sihoʹ koʹ kuʹun ujoʹ Tuhan naʹkini ʹo. Ke butaʹ pe ikoʹ puʹo kuʹun ne. Abeʹ koʹ ke taʹan dema mata tau ceng kajan uʹo.”
ACT.13.11	Tegoʹ ina lete Ilimas tai burau ngan mentem mata ha. Sulo ho jagap-jagap ketai mita dulu ke ajak ia. 
ACT.13.12	Kun laki bioʹ gebenur ina taʹan diseʹ puyan ina, ngelan ne gebenur neng Yesus, mentung nge salam laleʹ tekaʹ a neng katuk Tuhan ne.
ACT.13.13	Un Paulus ngan ida diaʹ ngan ne kina, ketai re ngedung neng ca kapen iaʹ ketai puke cen Papus, tai kaʹ Perga kaʹ tanaʹ Pampilia. Un Yaya Markus, nai ie mecin ida kina, penco tai ie ngeliwet kaʹ Yerusalim. 
ACT.13.14	Ketai Paulus ngan Barnabas penco masat cen Perga pa abeʹ kaʹ Antiukia kaʹ tanaʹ Pisidia. Sulo ketai re madung kedalem amin sebayang Yahudi tegoʹ Tau Kelineʹ. 
ACT.13.15	Uʹo lepa dulu baca Kitap Katuk Adet Musa ngan Kitap Pegawa Tuhan, kun diaʹ tuʹa neng amin sebayang Yahudi ina cuk ca usa tai kata ida dua, kedau re: “Amai, buk un ca katuk ikem dua ke petangen dau neng lepoʹ ini, badaʹ ne mameʹ.” 
ACT.13.16	Kenai Paulus beteʹ, mentung nge pekata man ujoʹ o, un dau ue:
ACT.13.16	“Ahaʹ mung ngkem cenganak keʹ lepoʹ Israil, ngan mung ngkem diaʹ tunuk neng Allah, ngeringa ne. 
ACT.13.17	Ban Allah, Tuhan lepoʹ Israil ini lepa lemileʹ tepun le, ngan cuk lepoʹ ina nai kapan dalau re mudip kena le kaʹ tanaʹ Masir are. Allah iaʹ ngkin ida nai kawang cen Masir ne man puyan nyingan ne. 
ACT.13.18	Toʹ ban majan nte kihoʹ kihoʹ pat puloʹ uman kaʹ tanaʹ lenga, Allah pedenaʹ tawai ie neng ida. 
ACT.13.19	Allah ia pesalai tujoʹ naʹan lepoʹ kaʹ tanaʹ Kanaan, moʹ o ke naʹ tanaʹ ina me tepun le. 
ACT.13.20	Kihoʹ kihoʹ pat ato lema puloʹ uman majan ne ida un tanaʹ ina kena ke un diaʹ pebetep tiraʹ.
ACT.13.20	“Uʹo ina le Allah uyan palai laki pebetep tiraʹ, pa abeʹ kenai udip pegawa Samuil. 
ACT.13.21	Lepa ina laʹa, ketai tepun le nyat ca paren bioʹ. Kun Allah cuk Saul anak Kis tai paren bioʹ de. Saul ne ca usa mela cen Benyamin. Pat puloʹ uman pengajan ne paren bioʹ 
ACT.13.22	Uʹo lepa Tuhan Allah sau Saul, penco ho cuk Daut paren bioʹ mida. Ngan pekini dau Allah badaʹ neng ia: ‘Lepa ne akeʹ tisen Daut anak Isai, ca usa iaʹ sihoʹ neng kimet ceʹ; ia ca laki iaʹ ke bayaʹ mung pengubaʹ keʹ.’ 
ACT.13.23	Cen mela Daut ne kenai Yesus, ca usa ia atek ban Allah cuk Keniga Udip lepoʹ Israil, bayaʹ ban dau tuket Allah cen naʹaʹ are. 
ACT.13.24	Kena kenai Yesus nading gayeng nge, un Yaya badaʹ tiraʹ me mung lepoʹ Israil, cuk Israil nesen ngan nyepuleʹ kimet de, ngan cuk ida sihoʹ ngebatis. 
ACT.13.25	Kena Yaya ke pesukung gayeng nge, un dau ue neng dulu: ‘Ikem kenaʹ aheʹ keʹ tupe? Akeʹ ne, abeʹ akeʹ iaʹ ikem ke mengaʹ kenai idi. Lan dau heʹ, un ca usa iaʹ kenai bayaʹ akeʹ ʹo, di pe ke ngelesoʹ sepatu neng taket te, abeʹ pe akeʹ tekep.’ Pekina dau Yaya.”
ACT.13.26	Sulo dau Paulus laʹa: “Ahaʹ amai, ngan cenganak, tepat diaʹ kini mung, ikem diaʹ su mela Ibrahim, ngan mung ngkem diaʹ ca diaʹ tunuk palaʹ Allah, ban palaʹ tepat mung kenai denga katuk neng puyan iaʹ ke pudip kelunan dalem Tuhan ne. 
ACT.13.27	Un dulu diaʹ mudip kaʹ Yerusalim peging ngan diaʹ tuʹa re, abeʹ de tisen Yesus iaʹ Keniga Udip Kelunan, ngan abeʹ de tiesn sen tiraʹ dalem surat pegawa Tuhan iaʹ ida malai baca singket Tau Kelineʹ ne. Kenuen pia pekina, ida palup lete tiraʹ pegawa cen ban pemuyan nte ngukum Yesus ne. 
ACT.13.28	Naʹ pia abeʹ un ca tuman ukoʹ de ke lematai Yesus, kun nte nyat neng Pilatus ubaʹ ke lematai ia. 
