GEN.1.1	Koluw koluw mamu kinna, Ngindrai imangsani kol pwan pe hu kol yang. 
GEN.45.25	Pwen nalin hu ara hutali kol Yisip pe huyau humui huya kili tamahu, Yakop, iro kol Kanaan. 
GEN.45.26	Pwen yihu pwai iyata tamahu hupa, “Yosep ara kinimat pwi yoh! Yiy ara iyera ndron, pe ita nimnim iya kol Yisip masih!” Yakop ihilingi nongan aro pe lohongan indrap. Pe kiniyki ndriyan kinna nongnahu pwi. 
GEN.45.27	Pe yihu tiyani melit masikene iya kili tamahu tehe Yosep kinpwai kinnatahu. Pwen Yakop inime hu 
GEN.45.28	Pwen Yisrayel ipa, “Ndrokonan! Mahapo upahasaniy tehe noru, Yosep, ara iyera ndron. Ma uye po ndron, pe kuya nime yiy.”
GEN.46.1	Pe Yakop irakuhuyani hu meltan masih iyasura norun hu, pe huropo huya Yisip. Pwen huyarayah huya kol Peersepa pe Yakop ara itingundru hu kan hayah pe iyki hu iya kili Ngindrai ta taman Yisak tehe yukyuk.
GEN.46.2	Pwen ping ara Ngindrai iwong iya kili Yakop iya taltal, pe ipa, “Yakop! Yakop!”
GEN.46.2	Pe Yakop isomwi Ngindrai ipa, “Ehe, yo urupo.”
GEN.46.3	Pe yiy ipa, “Yo ara Ngindrai — Ngindrai ta tamam. Wou mbunanoh para aya kol Yisip. Yo ara andre kumbusi wawu kasarayah soyon iya, koro ariya. 
GEN.46.4	Yo andre kuya Yisip sura wou, pe andre kuwiri wou amui asa mawen paiwe. Pwen kapa amat Yosep mbukenan andre kironi wou.”
GEN.46.5	Pwen Yakop itali Peersepa, pe noru Yisrayel hu kamai ara huwiri tamahu, Yakop, iyasura nambuyuhu pe noruhu masih pe huhis huya hu 
GEN.46.6	Pe yihu ara hulokuhuyani hu mbulmwakau iyasura melit masih tahu mepo iro kol Kanaan. Pe Yakop iyasura tumbun hu masih ara huya Yisip. 
GEN.46.7	Yiy iwiri norun hu kamai pe pihin, iyapolo tumbun hu kamai pe pihin masikene pe hu masih huyau.
GEN.46.8	Iye ara ngala noru Yisrayel hu masikene mepo huyasura yiy pe huya Yisip (Yakop iyasura norun hu):
GEN.46.8	Ndrihou ta Yakop ara Rupen.
GEN.46.9	Pe noru Rupen hu kamai, ngalahu ara iye:
GEN.46.9	Hanok, Pallu, Hesron pe Karmi.
GEN.46.10	Pe noru Simeyon hu kamai, ngalahu ara iye:
GEN.46.10	Yemuwel, Yamin, Ohat, Yakin, Sohar, pe Sawul — yiy ara noru pihi Kanaan hamou.
GEN.46.11	Pe noru Lepi hu kamai, ngalahu ara iye:
GEN.46.11	Kerson, Kohat, pe Merari.
GEN.46.12	Pe noru Yutah hu kamai, ngalahu ara iye:
GEN.46.12	Er, Onan, Selah, Peres pe Serah, (hapeko Er pe Onan ara hilu kanmat irondron kol Kanaan.
GEN.46.12	Pe ngala noru Peres hilu kamai, ngala hilu ara iye:
GEN.46.12	Hesron pe Hamul.
GEN.46.13	Pe noru Yissakar hu kamai, ngalahu ara iye: Tola, Puwah, Yasup, pe Simron.
GEN.46.14	Pe noru Sepulun hu kamai, ngalahu ara iye:
GEN.46.14	Seret, Elon pe Yahleel. 
GEN.46.15	Ariya kene ara ngala noru Yakop hu mwaniye husarayah iro kili Leyah mepo ikuni hu irondron kol Pattan Aram. Pe Leyah ara ikuni mbunah hamou pihin i, ngalan Tainah. Pwen pe noru Yakop hu pe tumbun hu masih husarayah kili Leyah ara, ndromweyahu masikene iyawule ara tingui pe timou (33).
GEN.46.16	Pe noru Kat hu kamai ngalahu ara iye:
GEN.46.16	Sepon, Hakki, Suni, Espon, Eri, Aroti pe Areli.
GEN.46.17	Pe noru Aser hu kamai, ngalahu ara iye:
GEN.46.17	Yimnah, Yispah, Yispi pe Periyah,
GEN.46.17	pe pisuhu ara Serah.
GEN.46.17	Pe noru Periyah hilu kamai, ngala hilu ara iye:
GEN.46.17	Heper pe Malkiyel. 
GEN.46.18	Ariya kene ara ngala noru Yakop hu pe tumbun hu masih husarayah iro kili Silpah mepo Lepan iykiy iya kili norun Leyah. Ndromweyahu masih iyawule ara songui pe anomou (16).
GEN.46.19	Pe noru Yakop hilu hilsarayah iro kili nambuyun Rahel ngala hilu ara iye:
GEN.46.19	Yosep pe Penyamin. 
GEN.46.20	Yosep ara iro Yisip pe iwiri Asenat SuPotipera pe iyki Manasseh hilu Eparayim. (Potipera ara yiy hamou 
GEN.46.21	Pe noru Penyamin hu kamai, ngalahu ara iye:
GEN.46.21	Pela, Peker, Aspel, Kera, Naaman, Ehi, Ros, Muppim, Huppim, pe Art.
GEN.46.22	Ariya kene ara ngala noru Yakop hu pe tumbun hu masih husarayah iro kili Rahel. Ndromweyahu masih iyawule ara songui pe haamou (14).
GEN.46.23	Pe noru Tan kamai, ngalan ara iye:
GEN.46.23	Husim.
GEN.46.24	Pe noru Naptali hu kamai, ngalahu ara iye:
GEN.46.24	Yahsiyel, Kuni, Yeser, pe Sillem.
GEN.46.25	Ariya kene ara ngala noru Yakop hu pe tumbun hu masih husarayah iro kili Pilhah mepo Lepan iykiy iya kili norun Rahel. Ndromweyahu masih iyawule ara manandrtimou (7).
GEN.46.26	Ariya kene ara noru Yakop hu pe tumbun hu imwonen mepo huya Yisip. Pe ndromweyahu masikene iyawule ara anongui pe anomou (66). Hapeko hu mbuyu ngundra Yakop ara ndromweyahu kinto nondriya ndromndrom iye pwi. 
GEN.46.27	Pe iyapolo hilu mbunah kamai ta Yosep mepo tina hilu imwalahiy ta hilu iro Yisip, pwen ndromweya tumbu Yakop hu masih huro Yisip ara manandrtingui (70) imwonen.
GEN.46.28	Pwen Yakop ara ipwandrisa Yutah iyamu tan para kiya sike Yosep iya meresai iya Kosen. Pwen huyarayah iya Kosen, 
GEN.46.29	pe Yosep imwaniyani 
GEN.46.30	Pwen Yisrayel ipwai iyata Yosep ipa, “Mahapo andre kuyen o pe kuye longe kimat o; paratesah, kunsa nime wou pwen, pe upahasaniy tehe ayepondron.”
GEN.46.31	Pwen Yosep ipwai iyata nalin hu pe hu para wum ta taman masih ipa, “Mahapoko andre kuya pe kupwai kiyata Kenon para Yisip kupa, ‘Tomo pe nali hu ara hu kantali Kanaan pe hu masih kansarayah kansa kili yo topwei. 
GEN.46.32	Yihu ara hu ndramat para pwokere sipsip. Pe yihu lokuhuyani hu sipsip pe mbulmwakau iyasura meltahu masih pe hu kansa.’ 
GEN.46.33	Yo nakupwai kiyata kenon tehen toro, pe kapa kenon kiyoh wawu pe kisike wawu kiya sehe mbulen wawu pahasaniy para kambusiy, 
GEN.46.34	pwen wawu kapwai kapa, ‘Namandran, yowu ara ndramat para kapwokerani hu sipsip pe hu mbulmwakau. Yowu ngara kambusi mbulen tehen toro mambunah o isa mannen mahapo; paratesah, tama yowuhu koluw ngara hu kambusiy tehen aliy.’ Kapa wawu kapwai kiyata kenon toro, pwen andre kiyki wawu kampwan kol mendreheh Kosen, paratesah, hu ndramat para Yisip ara mbuwalihu para hu kanime hu ndramat para pwokere hu sipsip.”
GEN.47.1	Pwen Yosep ara iya pe iya pwai iyata Kenon para Yisip ipa, “Tomo pe nali hu ara hukantali kol Kanaan pe hukansa. Husa yasura hu sipsip, mbulmwakau, pe iyapolo meltahu masih, pe mahapo hu tora kol Kosen.” 
GEN.47.2	Pwen Yosep irakinima nalin hu mayimou pe iwiri hu pe iyapwaingani hu iya mbulmara kenon.
GEN.47.3	Pe Kenon para Yisip ara isike hu ipa, “Mbulya wawu ara tesah ndrokonan?”
GEN.47.3	Pe yihu pwai iya kili kenon hupa, “Namandran, yowu ara ndramat para pwokere hu sipsip, tehe tama yowu ngara hu kambusiy koluw.” 
GEN.47.4	Pwen yihu pwai iyatan hupa, “Yowu nakoro kol iye hape na, paratesah, song ara ipwalngani kol Kanaan. Pe ndromwindriu, mepo anandrinahu sipsip towu, ara kinihipwen topwei. Namandran, kapa welem kisso towu, yowu namiliy para yowu kampwan kol Kosen.”
GEN.47.5	Pwen kenon ipwai iyata Yosep ipa, “Tamam pe nalim hu, ara hu kansa pwen, pe andre hu koro sura wou. 
GEN.47.6	Pe wou alohongani hambut pwan hiyan masih hira hapeleheh iripo nondriya kol namandran Yisip, pe wou apwai kiyatahu para hu kampwan aliy. Kapa anamiliy, hiyan; aiki hu kampwan kol Kosen. Pe kapa hiyeh tahu lohongahu iman para hangna hu mbulmwakau, apwai katahu para hu kasa pe kapwokere hu mbulmwakau to yi.”
GEN.47.7	Pwen Yosep iwiri taman iya kili kenon, pe yiy itoholi kenon. 
GEN.47.8	Pe kenon isike yiy ipa, “Hayou tam masahayeh?”
GEN.47.9	Pe Yakop ipwai iyatan ipa, “Hayou to urupo kol pwan ara sangat pe tingui opu. Hayou to ara mulai o, pe ngandrahan hape kopu. Hapeko, hayou ata tumbu hu ara soyon iya iramwaitini hayou to.” 
GEN.47.10	Pwen Yakop itoholi kenon ihipwen, itali yiy pe iyau.
GEN.47.11	Iyamulan, Yosep imbusiy tehe kenon ipwai iyatan; pe iwiri taman pe nalin hu pe huya huye kol namandran Yisip. Pe iyki pwan iya kili hu iro nondriya kol mendreheh Rameses.
GEN.47.12	Pwen Yosep ara ngara kinimnim kiyata ndrayen hu kiya anandrinai. Pe yiy ngara kiyuk anandrinai kiya kili taman, nalin hu, nambuyu nalin hu, pe noru nalin hu ara iwene hu ko.
GEN.47.13	Song namandran irorayah manau pe anandrinai masih para kol ara ihipwen. Tandrohongan ara ipwalngani kol namandran Yisip pe Kanaan. 
GEN.47.14	Pe hu ndramat masih para kol Yisip pe Kanaan, singayai tahu masikene ara hupiye topwei iya sowa mbuwa youyou iro wum namandran mepo Yosep iro nimnim iyaliy. Pe Yosep iwiri topwe singayai ara pe iykiy iro seu ta kenon. 
GEN.47.15	Pwen singayai tahu ndramat para kol Yisip pe Kanaan ara ihipwen masih, pe hu ndramat para Yisip huya kili Yosep. Pe hupwai iyatan hupa, “Wou ahang yowu anandrinai; kapa pwi, andre song namandran iye kipwalngani yowu, pe andre yowu kayos pe kamat koro mbulmaram! Asopwat yowu, paratesah, singayai towu masih ara kinihipwen topwei.”
GEN.47.16	Pwen Yosep ipwai ipa, “Kapa singayai tawawu kinihipwen, kiya, akawiri hu kan ta wawu kisa pe akasulye kaliy pe akapo anandrinai.” 
GEN.47.17	Pwen yihu ya yuk hu 
GEN.47.18	Pwen pe hayou ara isayau pe humui huya kili Yosep pe hupwai iyatan hupa, “Namandran towu, yowu ara kanlahiy para kakulani hapesah mbulmaram pwi. Wou anwiri topwe singayai towu pe hu kan towu masih. Hapesah kinto pwi; melit malndra iripo ndron ara yowu ndramat pe pwene yowu ko. 
GEN.47.19	Wou mbunandronge yowu ndramat kamat koro mbulmaram, pe yowu kasura pwene yowu ka mwomwan masih. Kiya, asowani yowu pe pwene yowu para kasulye anandrinai kaliy. Hiyan para kenon kiwiri yowu pe pwene yowu kaya pahandran. Akahang yowu mbuwa youyou pe andre yowu kanmat pwi, pe pwene yowu andre kinna mwomwan pwi.”
GEN.47.20	Pwen itandrohongan ara, Yosep isowani topwe pwan masih tahu Yisip. Yihu ndramat masikene para Yisip ara huiki topwe pwanehu masih ara iya pwane kenon; paratesah, song ara irayah namandran iya. 
GEN.47.21	Pe Yosep ara imbusi hu ndramira Yisip masih ara husarayah ndramat para poya mbulya kenon, iro mbusungo kol sahin iya sahin para Yisip.
GEN.47.22	Hapeko pwan tahu 
GEN.47.23	Pwen Yosep ipwai iya kili hu ndramat ipa, “Mahapo yo kunsowani pwan tawawu masih. Pe wawu ara kansarayah ndramat para poya mbulya kenon o mwaihei. Iye ara mbuwa youyou tawawu; akawiriy kaya pe akayahasiy kiya pinge wawu. 
GEN.47.24	Pe kapa anandrinai kiro piyang kiman, pwen wawu kawiri piyang hasai iro nondriya piyang mayimisai pe akaikiy kiya kili kenon. Pe piyang mahaasai iro ndron ara ata wawu para akahas paiwe yi, pe para sohoya wawu pe noru wawu hu.”
GEN.47.25	Pwen hu ndramat hupwai hupa, “Namandran, wou ara asopwat yowu hiyan iya, pe mahapo yowu masih ropo hiyan o. Kapa welem kisso towu, pwen hiyan para yowu kasarayah ndramat para poya mbulya kenon.”
GEN.47.26	Pwen Yosep iyki pwandrendrehe handra pwokeyan, iya kili hu ndramat para Yisip pe pwandrendrehe ara ita ipo isa mannen mahapo.
GEN.47.27	Pe noru Yisrayel hu ara humpwan Yisip iro nondriya kol Kosen, pe huwiri pwan iho ariya. Pe hukun mbunah ara soyo-soyon iya pe ndromweyahu ara iya hitun iya.
GEN.47.28	Pe Yakop impwan Yisip hayou songui pe andrtoyoh (17), pe hayou tan masih iyawule ara irayah sangat haangui pe andrtoyoh (147). 
GEN.47.29	Yiy ihingorowei tehe pakeh nakimat, pwen pe iyoh Yosep isa kili yiy. Pe ipwai iyatan ipa, “Kapa welem kisso to ndrokonan, kiya, aiki nimam kiya pahandra mbupo pe apwatisingiy ndrokonan kisa kili yo tehe andre ambusi hiyan iya kisa kili yo. Mbunaroni yo kuro Yisip. 
GEN.47.30	Pe kapa kumat kasura tomo hu kanmat, pwen awiri nombuwe kiya mawen kol Yisip pe aroni yo kiyapolo tumbu hu.”
GEN.47.30	Pe Yosep isomwi yiy ipa, “Andre kumbusiy tehe apwai.”
GEN.47.31	Pe Yakop ipwai paiwe ipa, “Wou arandranga paingan tehe andre ambusiy ndrokonan tehe upwai.” Pwen Yosep irandranga paingan, pe Yakop itukuruhu pe payan iya pwan ndrita yokyok.
GEN.48.1	Iyamulan hape hu nese ndrainga Yosep hupa, “Tamam ara imwa.” Pwen Yosep iwiri norun hilu malmou kamai ara, Manasseh hilu Eparayim, hilya sura yiy pe huya nime Yakop. 
GEN.48.2	Hu ndramat hupwai iyata Yakop hupa, “Norum Yosep ara kinsa pwen para kisanime wou.” Pe Yakop indrowa kopu, itine, pe impwan yokyok para kinime Yosep.
GEN.48.3	Yakop ipwai iyata Yosep ipa, “Ngindrai Pwokeyan Masih ara isarayah isa kili yo iro kol Lus ita nondriya kol namandran Kanaan. Pe yiy itoholi yo 
GEN.48.4	pe ipwai sato ipa, ‘Yo andre kuiki norum hu kasarayah soyon, pe ndromweya ndraye norum hu ara andre kisahon soyo-soyon iya. Pe andre kuiki pwan iye kiya kili ndrayem hu pe andre kiro pwanehu lang masih.’
GEN.48.5	Mahapo norum malmou mepo hilsarayah iro Yisip makunsa mapu ara, andre hilu karayah tehe noru imwonen; Eparayim pe Manasseh ara hilu kasarayah tehe noru imwonen, mwensen tehe noru hilu Rupen pe Simeyon. 
GEN.48.6	Hapeko hu sehe mbunah nakasarayah kamulan kiro kili Eparayim hilu Manasseh ara norum hu imwonen. Kiya lang para nakaramburungi pwan kiya kili hu hapat-hapat, pwen andre hu mbunah hunakasarayah mulan ara, andre hu koro pahandra Eparayim hilu Manasseh, hilu nalihu imwonen. 
GEN.48.7	Yo upowong iye, paratesah, koyu isikirani tinam, Rahel. Yowu tali kol Pattan Aram pe yowu mui sa Kanaan, pe yowu ho ndron sai pe yiy imat iho mwanan hape ko kili kol Eparat. Pwen pe uroni yiy iro ngilse sai nakiya Eparat.” (Eparat ara ngala Petlehem mamu.)
GEN.48.8	Pwen Yisrayel inime noru Yosep malmou, pe yiy isikei ipa, “Hilu wihou ara noru hiyeh?”
GEN.48.9	Pe Yosep ipwai iyata taman ipa, “Ariya ara noru malmou nepo usa uropo Yisip, pe 
GEN.48.9	Pwen Yisrayel ipa, “Awiri hilu kasa kili yo para kutoholi hilu.”
GEN.48.10	Yisrayel ara kinna parangoloh pwen, pe maran tehe pakeh nakiyoh, pe kinlahiy para kinnimnim hiyan pwi. Pwen pe Yosep iluwi norun hilu, hilsa pakeh kili taman pe Yakop indrohosi hilu pe ihunghung iya ta hilu.
GEN.48.11	Pe Yisrayel ipwai iyata Yosep ipa, “Koluw yo upa ndre kunlahiy para kunime wou paiwe pwi. Hapeko mwakan Ngindrai imbusiy pe mahapo yo unime wou pe iyapolo norum hilu yi.”
GEN.48.12	Pwen Yosep iluwi hilu mbunah malmou hilsa mawen ngondroka Yisrayel, pe yiy iyki payan itukuruhu iya pwan. 
GEN.48.13	Pe Yosep iwiri hilu malmou kene hilya kili taman. Pe iwiri norun ndrihou, Manasseh, iro niman kamou pe iyki yiy iya pwen te nima taman mot. Pe iwiri norun mulan, Eparayim, iro niman mot pe iyki yiy iya pwen te nima taman kamou. 
GEN.48.14	Hapeko Yisrayel irapaiwani niman mot pe iykiy iya paya Eparayim, pe iyki niman kamou iya paya nalin namandran Manasseh.
GEN.48.15	Pwen iyki lomwes iya kili Yosep pe ipa,
GEN.48.15	“O Ngindrai, tumbu Aparaham pe tomo Yisak ara
GEN.48.15	hilu ho pahandram o,
GEN.48.15	pe yo uro pahandra pwokere tam
GEN.48.15	tandrohonga nano ikuni yo ipo isa mannen mahapo.
GEN.48.16	Pe wou asa rayah isa kili yo tehe hamou angelou,
GEN.48.16	pe apwokarani yo iya sehe melit mwomwan mepo pakisarayah kili yo.
GEN.48.16	Mahapo aiki lomwes tam kiya kili noru hilu aro,
GEN.48.16	pe ambusi yowe noru hilu kasarayah soyon kiro kol pwan.
GEN.48.16	Pe andre koyu hu ndramat andre kinmait ngolo
GEN.48.16	pe ngala Yisak pe Aparaham pwi.”
GEN.48.17	Pe Yosep inime nima taman mot ara iro paya Eparayim pe kinpwes pwi; pwen pe imbultuwe nima taman mot iro paya Eparayim pe pakiykiy kiya paya Manasseh. 
GEN.48.18	Pe Yosep ipwai iyatan ipa, “O Tomo, mbunambusi tehen tora. Iye ara yiy ndrihou, aiki nimam mot kiya payan.”
GEN.48.19	Hapeko taman mbuwalin, pe ipwai iyata Yosep ipa, “Pukene, Noru. Yo upahasani sehe melit uropo mbusiy. Upahasaniy. Pe yihu ndraye Manasseh ara, andre yihu ndramiran kasarayah soyon iya. Hapeko nalin mendreheh, Eparayim, ara andre kiramwaitini yiy, pe ndrayen hu andre kasarayah soyo-soyon iya pe andre hu kahon koro kol hakol-hakol.”
GEN.48.20	Iyki lomwes iya kili hilu lang ara, pe ipa,
GEN.48.20	“Yo Yisrayel andre kupwai mahapo,
GEN.48.20	pe kiya mulan kapa hiyeh nakiyki lomwes kiyata hamou andre kipwai tehen toro:
GEN.48.20	‘Ngindrai andre kimbusi wou asarayah tehe Eparayim hilu Manasseh.’ ”
GEN.48.20	Iya lohonge tehen tora pe Yakop iyki Eparayim ara isamu iya kili Manasseh.
GEN.48.21	Pwen Yakop ipwai iya kili Yosep ipa, “Yo pakeh andre kumat ara. Hapeko Ngindrai andre kiro sura wawu pe andre kiwiri wawu kamui kaya pwene tumbu wawu imwonen. 
GEN.48.22	Pe yo andre kuiki kol hakol para ngondron Sekem kisa tam, paratesah, wou ara ata mu iyata nalim hu. Pwan ara, ara kunpopahun kinnaliy kinna semen wak pe keye tapwiwe, pe uwiriy iyau kili hu Amor.”
GEN.49.1	Pwen Yakop iyoh norun hu husa kili yiy, pe ipwai iyatahu ipa, “Akasa pakeh kili yo, pe nakutitiye ndrainga wawu kiya sehe melit andre kisarayah kili wawu kiyamulan.
GEN.49.2	Wawu kasa pakeh pe wawu kahalingiy; noru Yakop hu kamai.
GEN.49.2	Akahalingi tama wawu.
GEN.49.3	Rupen wou ara noru ndrohan,
GEN.49.3	Uiki wou ara tandrohonga manoru wihou to; pe arakinima pwoke ato.
GEN.49.3	Ngalam ara pwokeyan iya pe iyera hin kili nalim hu.
GEN.49.4	Pakut tam ara tehe non irah pwokeyan iya pe kinlahi hamou para kisingoriy pwi,
GEN.49.4	hapeko wou andre anto yokum tehe ndrohan pwi yoh.
GEN.49.4	Paratesah, amatin iyasura nambuyu tamam, pe aiki masirai isa kili yo.
GEN.49.4	Kultuw anmbusi ara mwomwan masih.
GEN.49.5	Simeyon pe Lepi ara hilu nali hilu.
GEN.49.5	Semela hilu ara semela pahun, hilu wiriy pe hilu pongengei iyataya hu ndramat.
GEN.49.6	Yo kunpwes para hilu mburi lohonga hilu pwi,
GEN.49.6	pe kunlahiy para kuya sura hilu para hilu tawulani lohonga hilu iyawule pwi;
GEN.49.6	Paratesah, ndrina hilu ngara kilokuh, pe ngara hilu katingundru hu ndramat.
GEN.49.6	Pe ngara hilu katumbuwe ndrika hu mbulmwakau kiya lohongai ta hilu ko.
GEN.49.7	Ndrina lokuh ta hilu ara andre kipwalngani hilu.
GEN.49.7	Pe takokowai ta hilu ara andre kiyki ndriyang o kimui kiya kili hilu.
GEN.49.7	Andre kurasumbuwani ndraye hilu kaya mawen kili Yakop,
GEN.49.7	pe andre hu kamasumbuwe kiya nondriya Yisrayel.
GEN.49.8	Yutah, nalim hu ara andre hu kasomwani wou,
GEN.49.8	pe andre nimam kindrek koyu hu ndramat mepo humwisinani wou
GEN.49.8	Noru tamam hu kamai ara andre hu katukuruhu kisatam.
GEN.49.9	Yutah ara kaipisam tehe hamou noru 
GEN.49.9	Ngara kira hu yohou pe kiyan pe ngara kimui kisa pe sangin kipwoke
GEN.49.9	Ngara kiwayis pe ngara kimemere,
GEN.49.9	pe hamou ndramat kinoho tandroindroi kiya mbulmaram pwi.
GEN.49.10	Nes mepo irakinima pwoke ta kenon ara, ara kinlahi para kiya mawen kili Yutah pwi,
GEN.49.10	pe yiy andre kiro kenon lang masih.
GEN.49.10	Pe andre kiro kipo kiya manne mbukena nes ara kisa.
GEN.49.10	Pe hu ndramat para kol masih andre koro hilingi yiy opu.
GEN.49.11	Hu ndrandra 
GEN.49.11	Pwen pe pakiwasi 
GEN.49.11	Pe yiy andre kirihi hu mbuwa 
GEN.49.11	pe andre kisungani koyau tan kiyaliy.
GEN.49.12	Peke maran malwoh ara ilam tehe pekemara mbusiy, pe iramwaitini 
GEN.49.12	Pe yahan ara palen iya, iramwaitini sus.
GEN.49.13	Pe Sepulun ara andre kiye pakeh poho leng,
GEN.49.13	pe pohomara ndras kayou tan ara, andre hu ndroi namandran hu kasa pe hu kohoraipit aliy.
GEN.49.13	Pe ndringa pwanen ara andre kiya pwen te kol Siton.
GEN.49.14	Yissakar ara yiy pwokeyan iya tehe hamou 
GEN.49.14	ngara kiye matin mwalinga ndrop malhat.
GEN.49.15	Pe inime pwanen para ngohongoh
GEN.49.15	ara hiyan iya,
GEN.49.15	pwen andre kiwayani yiy kiya mbulen namandran pe nopwaran.
GEN.49.15	Pe kamulan andre kirayah ndramat para hu karandrokomat anan.
GEN.49.16	Tan ara ndramat para tamwaniye kiro mwalinga hu ndramat,
GEN.49.16	tehe wum para tamwaniye tahu Yisrayel.
GEN.49.17	Pe Tan ara tehe hamou mwat para ngilse sai,
GEN.49.17	tehe hamou yawi para pwaki sai mendreheh.
GEN.49.17	Ngara kitani ngondro ndrika hu 
GEN.49.17	Pe andre ndramira 
GEN.49.19	Kat ara andre hu ndramat para pahana hu karayiy,
GEN.49.19	hapeko andre kipopahun kimui kiya kili hu paiwe, pe andre hu kawop kili yiy.
GEN.49.20	Aser ara anandrinai tam andre kirayah mwayih iya,
GEN.49.20	Pe andre apo anandrinai handra-handra hiyan tehe ana hu kenon.
GEN.49.21	Naptali kaipisan ara tehe hamou meme puyap pihin pe andre kiro rakohoyou kiya lohongai tan o.
GEN.49.21	Pe ngara kikun norun hu ara lahaya huya.
GEN.49.22	Yosep ara irayah hiyan iya
GEN.49.22	tehe hakou kei hira ndran ndrikou sih.
GEN.49.22	Mbuwan ara ngara kirayah soyon iya.
GEN.49.22	Pe ndrandran ara husinot iya niwen, iyah, pe iroh iramburuhi kou.
GEN.49.23	Pe hu ndramat para pahun iya tapwiwe ara hupopahun iya kili yiy,
GEN.49.23	pe humbusi mwomwan iya kili yiy.
GEN.49.24	Hapeko kei tapwiwe ta Yosep ara niman kinhitan aliy pwi,
GEN.49.24	pe ipwotisingiy iro nokun o,
GEN.49.24	paratesah, pwoke namandran ta Ngindrai ta Yakop ara iro pe iyki pwoke iyatan.
GEN.49.24	Ngindrai ara tehe Ndramat para pwokere yiy,
GEN.49.24	pe tehe sih Pat para lohowan.
GEN.49.25	Paratesah, Ngindrai ata tamam ara yiy pwokeyan iya pe ngara kisopwat wou.
GEN.49.25	Pe yiy opu ngara kitoholi wou
GEN.49.25	pe kiyki lomwes para paingan,
GEN.49.25	pe lomwes para mbulu pwan,
GEN.49.25	pe lomwes para hu kakun hu mbunah kaya soyon iya.
GEN.49.26	Lomwes ta tamam ara mambuniyan iya, tehe pahayi,
GEN.49.26	pe iramwaitini lomwes para piyang pe yanigiy para koluw.
GEN.49.26	Yosep, melit masih aro andre hu kasarayah koro kili wou,
GEN.49.26	pe wou ara ansarayah yapane nalim hu masih.
GEN.49.27	Pe Penyamin ara kaipisan tehe mwiy hamou puyap mundruwan soyon para yangiy.
GEN.49.27	Ndroulang masih ngara kiyan hu yohou mepo ngara kitingundrun,
GEN.49.27	Pe ipiyah ngara kitaingani hu yohou nepo iyapo.”
GEN.49.28	Aro ara hu poho pwaimwa wum hawum-hawum tahu Yisrayel songui pe lumou. Pe aro ara nongan mepo tamahu itoholi hu iyaliy, pe iyki lomwes tahu iwene kaipisa norun hu hamou-hamou imwonen.
