MAT.1.1	Lunu niirwo olulyo lwa Yesu Kurisito omwizukulu wa Dawudi, iye eyabbaire omwizukulu wa Ibbulaimu:
ACT.16.14	Omoiza kwabo ababbaire batuwulisisya yabbaire niiye oLidiya, omusuubuuzi wʼengoye egyʼebbeeyi entukuliikiriri. Yabbaire azwera mu kibuga kyʼe Siyatira, era nga mukali asinza ino oKibbumba. OMusengwa nʼawooyawooya ebiseego bya mukali oyo, nʼagira nʼateekayo omwoyo eeri ebyo oPawulo ebiyatumwire. 
ACT.16.15	Awo oluzwanyuma lwʼokumubatiza iye nʼabʼomu kisitokye, nʼatwekungirira tucaaleku e wuwe ati, “Abba nga zena atyanu muntwala ngʼomwikirirya wa Musengwa ogumwekakasa, mwize mucaaleku e wange.” Atyo nʼatwegairira paka owetwaikiriirye.
ACT.16.16	Awo olwatuukire, omulundi ogundi nga twaba omu kifo ekibasinziramu oKibbumba okusaba, ni tusangaana omwala omugalama eyabbaireku omuzimu ogwamulagulisyanga. Omwala oyo ngʼasunisya abasengwabe empiiya nyingi ino okuzwa mwabo abeyalagulangaku. 
ACT.16.17	Oweyatuboine, nʼatandiika okutusengererya nga waceera ati, “Abantu banu abali okubamanyikisya engeri egimwezya okulokoka baweererya ba Kibbumba aKirira Nakimo.” 
ACT.16.18	Omwala oyo ekyo ni yeeyongera ngʼakikola okumala enaku egyera. Ekyazwiremu oPawulo ni yeesinya, era nʼacuukira omwala oyo, nʼakoba omuzimu ogwamubbaireku ati, “Omu liina lya Yesu Kurisito nkulagira, omuzweku!” Ananyere awo omuzimu ogwo ni gumuzwaku.
ACT.16.19	Abasengwa bʼomwala oyo owebaboine ngʼomuzimu guzwire oku mwala oyo, ni bakitegeera bati osuubi wʼokusuna ebyobusuni okuzwa mwabo omwala oyo abeyalagulangaku awoirewo. Awo ni bakayuka, ni bakwata oPawulo nʼoSiira, ni babakinkinuca paka mu kisaawe kyʼomu kibuga ekyo abʼembuga egibatyamanga okuwozesya emisango. 
ACT.16.20	Owebabatuuca, ni babeemererya omu maiso gʼabalamuzi, ni babawaabira bati, “Abantu abo Bayudaaya, neye bali kutabulatabula ekibuga kyaiswe. 
ACT.16.21	Bali kwegesya empisa amateeka agaiswe aBalooma egigatatwikirirya okukwata ooba okwabiraku.”
ACT.16.22	Awo ekiziima kyʼabantu ababbaire bayoolookere okwiza egibali bona ni beeyunga kwabo ababbaire bakubba oPawulo nʼoSiira. Abalamuzi ni balagira abaisulukale batoolemu oPawulo nʼoSiira ebizwalo byabwe kaisi babakubbe emiigo. 
ACT.16.23	Owebamalire okubafaamuula bundi ino, ni babadyaka omu mabbuusu, era ni balagira omukuumi wʼamabbuusu ababbeeku butiribiri. 
ACT.16.24	Yena oweyawuliire ebiragiro ebyo, nʼabaingirirya nakimo mu kadukulu kadi akʼomunda nakimo, nʼebigere byabwe nʼabitibika omu gabaabo agazito agebayeesere ooti kijooko kaisi tibasodoka.
ACT.16.25	Obwire obwo ooti-so mu kiire akati, oPawulo nʼoSiira babbaire mu kusaba nʼokwemba enyembo egiwuuja oKibbumba,
ACT.16.26	Omu kibbwatukira awo, ni wagwawo omusisi owʼamaani nakimo eyatengeeterye paka misingi gyʼamabbuusu. Nʼekyazwiremu enjigi gyʼamabbuusu gyonagyona ni gyeigula, nʼenjegere egibabbaire basibisirye abasibe ni gitibuka. 
ACT.16.27	Omukuumi wʼamabbuusu okwaba okusisimuka, yaabire okubona ngʼenjigi gyʼamabbuusu nga njigule. Awo nʼakuusayo empiimaye ati yeite, oolwo ngʼaseega ati abasibe basodokere. 
ACT.16.28	Neye oPawulo nʼamwaminkirira ati, “Oleke tiweekola akabbikabbi! Swenaswena ngonu tulimu.”
ACT.16.29	Awo omukuumi wʼamabbuusu nʼatumisya eitaala, nʼayalamuka okwingira oPawulo nʼoSiira omu babbaire, nʼakoma amazwi abigere byabwe nga waadegeizera. 
ACT.16.30	Awo nʼawuluca oPawulo nʼoSiira e nza, nʼababuulya ati, “Basebo, niki ekinteekwa okukola zena okulokoka?”
ACT.16.31	Ibo ni bamukoba bati, “Oikiririrye mu Musengwa oYesu, yakulokola, era nʼabʼomu kisitokyo bona owebamwikiririryamu, yabalokola.” 
ACT.16.32	Batyo ni batandiika okulaabba obukwenda obukwata oku Musengwa eeri iye aamo nʼabʼomu kisitokye bonabona. 
ACT.16.33	Omu kiire ekinyere ekyo, omukuumi wʼamabbuusu oyo nʼabawulucaamu, nʼabatwala awantu nʼabamiga ebiso byʼamakubbe. Oweyabbaire yankamala ekyo, bona ni bamubatiza iye aamo nʼabʼomu kisitokye bonabona. 
ACT.16.34	Awo nʼatwala oPawulo nʼoSiira paka mu kisito e wuwe nʼabainula ebyokulya nga musangaali ino, iye aamo nʼabʼomu kisitokye bonabona, olwakubba yabbaire aikiririirye omu Kibbumba.
ACT.16.35	Owekwaceire, abalamuzi ni basindika abaisulukale baabwe eeri omukuumi wʼamabbuusu nʼekiragiro ati, “Oteere abasaiza abo.” 
ACT.16.36	Awo omukuumi wʼamabbuusu nʼakoba oPawulo ati, “Nambu abalamuzi balagiire bati inywe mbateere. Aaso muwuluke mweyabire mwidembe.”
ACT.16.37	Neye oPawulo nʼakoba abaisulukale ati, “Batukubbire mu lwatu amantasooka kutuwozesya neenu tuli nʼobutyami mu Looma, ni batudyaka nʼomu mabbuusu. Kaisi atyanu ekibaliku bati batwetooleku kimigi! Ekyo bbe. Ibo abanyere niibo ababba baize aanu era batwerekere okutuwuluca munu.”
ACT.16.38	Abaisulukale ni bairayo era ni batuuca ebibono ebyo egiri abalamuzi. Abalamuzi owebawuliire bati kaisi oPawulo nʼoSiira bali nʼobutyami ngʼaBalooma, ni batya. 
ACT.16.39	Nʼolwekyo, ni baiza ni beenenya egiri oPawulo nʼoSiira, era ni babeereka okubawuluca e nza wʼamabbuusu, ni babeegairira bazwe omu kibuga ekyo. 
ACT.16.40	Awo oPawulo nʼoSiira obwawulukire omu mabbuusu, baabire mu kisito kya Lidiya, egibaajiirye aboluganda abandi, ni babairyamu amaani. Kale awo ni bazwa omu kibuga e Firipi.
ACT.17.1	Okuzwa omu Firipi, oPawulo nʼabainaye ni batambula okubita omwAnfipooli nʼomwApoloniya, ni batuuka omu kibuga e Sesalonika omwabbaire eikumbaaniro lyʼaBayudaaya. 
ACT.17.2	Ngʼempisaye oweyabbaire, oPawulo nʼayabanga omwikumbaaniro. Era, okumala eSaabbaato isatu ngʼowegyabbaire giiranganaku nʼawanyisyagananga ebiseego nʼabʼomu kibuga ekyo ngʼaijulira eBiwandiike. 
ACT.17.3	Yabasonzoleranga amakulu gʼeBiwandiike ebyo aamo nʼokukikakasa ati oKurisito yabbaire nʼokubita omu kugada era nʼokuzuukira. Nabakobanga ati, “OYesu onu ogumbakobera niiye oKurisito.” 
ACT.17.4	OPawulo nʼoSiira ni beezya okugaluca abamo oku Bayudaaya abo abamuwulisisyanga, era ni babeegaitaku omu kwikiririrya omu Yesu. Era nʼaBayonaani bangi abatya oKibbumba, oomwo nga mwoteekere nʼabakali abʼekitiisya omu kibuga.
ACT.17.5	Neye aBayudaaya abasigairewo ni bakwatira oPawulo nʼoSiira engongi. Nʼolwekyo ni basolongayo abantu abʼemyoyo emibbimibbi abayenjerera omu sokooni, ni beerya ekiziima. Olwo ni babacoolesya, ni batandiika okwediimira omu kibuga. Awo ni baalamuka ni balumba ekisito kya Yasoni oPawulo nʼoSiira omu babbaire bacaire, bati babaleete omu bʼobwezye bʼekibuga ekyo babawozesye. 
ACT.17.6	Owebatabaajiiryemu, ni bakinkinuca oYasoni onyere nʼabamo oku boluganda abebaajiiryeyo okubatwala eeri abʼobwezye. Babatwalanga webaasyamika bati, “Abantu banu abatabangwire kumpi ekyalo kyonakyona mbanu batuukire nʼaanu, 
ACT.17.7	kaisi dala oYasoni nʼabacaaza nʼokubacaaza e wuwe. Banu bonabona bajeemeire amateeka ga Kaisaali nga bakoba bati waliwo okabaka ogondi, ogubeeta nambu Yesu.” 
ACT.17.8	Abantu abʼomu kibuga aamo nʼabʼobwezye omu kibuga owebawuliire ebibono ebyo, ni basamalala. 
ACT.17.9	Neye oluzwanyuma, owebamalire okutoola oku Yasoni nʼabainaye empiiya ngʼomusingo gwʼokweyemerera, ni babateera baabe.
ACT.17.10	Olwʼaboluganda okutya bati demba tete abantu baiza okulumba oPawulo nʼoSiira, owekwairugaire, ni babasindika baabe e Bbereya. OPawulo nʼoSiira owebatuukire omu kabuga kʼe Bbereya, ni baaba omwikumbaaniro lyʼaBayudaaya balaabbe ekibono kya Kibbumba. 
ACT.17.11	Atyanu, okutafaananaku ngʼabʼe Sesalonika, abʼe Bbereya ibo babbaire bantu bʼeiwooyo. Era babbaire mairumairu okuwulisisya ekibono kya Kibbumba, ni beekeenenyanga eBiwandiike buli lunaku okukakasa ooba ngʼoPawulo nʼoSiira ebibatumula dala bituuce. 
ACT.17.12	Omu ngeri eyo, bangi oku Bayudaaya ni baikirirya, era nʼaBayonaani bangi, oomwo nga mwotwaliirye abakali abʼebitiisya aamo nʼabasaiza bangi bona ni baikirirya obukwenda obukwata oku Yesu.
ACT.17.13	ABayudaaya abʼomu kibuga e Sesalonika owebawuliire bati oPawulo atyanu ali mu Bbereya gyʼalaabba ekibono kya Kibbumba, yona ni baabayo. Owebatuukire, ni batabulatabula abantu ni babacoolesya okwediima. 
ACT.17.14	Amangu ago aboluganda abʼomu Bbereya ni basindika oPawulo oku mwalo, aboluganda abandi nga bamwerekaku, neye ibo oSiira nʼoTemuseewo ni basigala. 
ACT.17.15	Abo abeerekereku oPawulo bamutuuciirye nakimo paka mwAsene kaisi ni bakanga nʼekiragiro okuzwa egiri oPawulo ati oSiira nʼoTemuseewo batire baize bamwegaiteku.
ACT.17.16	OPawulo ngʼali omwAsene akuumire oSiira nʼoTemuseewo, ni kimuluma ino omu mwoyogwe olwʼokubona ekibuga kyonakyona nga kiizulazulaine bifaananyi ebyʼamagasani. 
ACT.17.17	Nʼolwekyo, ngʼali omwikumbaaniro nʼayakananga nʼaBayudaaya aamo nʼaBatali Bayudaaya abatya oKibbumba oku bikwata oku kusinza oKibbumba nʼamagasani ago. Era nʼayabanga buli lunaku omu katale okukubiriza abo abaabbangayo okuleka okusinza amagasani. 
ACT.17.18	Ekyazwiremu, abamo oku beegesi abakagezimuunyu abʼomu bibbula ebibiri, ekimo ekibeetanga bati Beepikuulo nʼekindi bati Basitoiki, ni batanula okumwakanisya. Era ni bakobanga bati, “Tete onu alabankana niki abula nʼekyamaite?” Kaisi abandi ibo ni bakobanga bati, “Kiboneka atumuulirira ku magasani agetutamaite.” Ekyagirire ni batumula batyo, oPawulo yabbaire alaabba bikwata ku Yesu nʼoku kuzuukira.
ACT.17.19	Awo abakagezimuunyu abo ni beeta oPawulo okwiza omwAlewopaago, akakiiko kʼaBayonaani akakulu, ni bamukoba bati, “Aaso kaade otukobereku swena oku njegesya empyaka eenu egyotumulaku. 
ACT.17.20	Ebyotumulaku ebyo titubiwulirangaku, kale tutaka obitusonzolere tubitegeere.” 
ACT.17.21	Batumwire batyo olwakubba abʼAsene bonabona, aamo nʼabawuli baamu tibakolanga mulimo gundi gwonagwona okutoolaku ogwʼokutumula oku bintu, ooba okuwulisisya biseego ebiyaaka.
ACT.17.22	Awo oPawulo nʼayemerera omu maiso gʼabʼakakiiko kʼAlewopaago nʼabakoba ati, “Bantu inywe abʼAsene, mbona dala nga muli banadiini ino. 
ACT.17.23	Owembaire ntambulatambula omu kibuga kyanywe nga wenekeenenya omu bibbaali egimusinzira, njajiiryemu nʼekyoto ekyʼesadaaka nga kiriku nʼekiwandiike kiti: ‘EERI OGASANI ATALI OMUMANYE.’ Atyanu, oyo nenca ogumusinza ngʼatimumanye eeri inywe niiye oyo nze ogumbamanyikisya.
ACT.17.24	“Niiye oKibbumba oyo eyakolere ekyalo era nabuli kimo ekikirimu. Niiye oyo afuga ebintu byonabyona ebiri omwigulu nʼoku kyalo, era tatyama mu masabo abantu-obuntu agebombeka. 
ACT.17.25	Mpaawo kintu ekiyeetaaga abantu okumukolerera ooti-so amo aliku nʼekyadamba, olwakubba iye niiye awa abantu obwomi nʼomwota ogubayeera. Era, niiye abagabirira buli kantu.
ACT.17.26	Okuzwa omu muntu omoiza oguyasookere okubbumba yakoleremu abantu abʼamawanga agʼengeri nʼengeri kaisi beezye okukwalaama okwizulya ekyalo okumalaku. Yakolere ebyo ngʼamalire okubagerekera ebiseera ebibamalanga, era nʼokubasalira amansalo gʼebifo ebinanyere omu basenga ngʼobutyami bwabwe. 
ACT.17.27	Era oKibbumba yabikolere kaisi abantu bamunoonie amo ni baanirirya okumamanta bategeere niki ekyali bamusune, waire nga tali yala yala nabuli moiza kwiswe. 
ACT.17.28	Olwakubba nti niiye agira ni tubba aboomi, niiye atwezyesya okutambula, era niiye atubbeesyawo. Era, ngʼabamo oku bantu baanywe abayiiya ebikwate owebakitumwire: ‘Swenaswena tuli baanabe.’
ACT.17.29	“Nʼolwekyo, aale ngʼowetuli baana ba Kibbumba, titwaseega tuti iye ali ooti bintu ebibayeesa kuzwa mu zaabbu ooba efeeza ooba amabbaale, ebyo ebifaananyi-obufaananyi abantu ebibeekolara kuzwa mu kuyiiya na bumanyi ebyʼobuntu. 
ACT.17.30	Enyuma eedi, ebyo abantu ebibakolanga olwʼokutamanya kwabwe, oKibbumba tiyabifangaku. Neye atyanu alagira abantu bonabona yonayona egibali okwenenya. 
ACT.17.31	Ekyo kityo olwakubba yasalirewo olunaku oluyalisaliraku ekyalo kyonakyona omusango omu bwenkanya, okubitira omu muntu iye onyere oguyeerondeire. OKibbumba okukakasa omu maiso gʼabantu bonabona ngʼoyo niiye eyalikola ekyo yalagire na kuzuukiza muntu oyo nago.”
ACT.17.32	Awo abʼakakiiko owebawuliire oPawulo ngʼatumula oku kuzuukira, abamo kwibo ni bamunyaiya, neye abandi ibo ni bamukoba bati, “Tutaka weeyongere okutukobera kwekyo omulundi ogundi.” 
ACT.17.33	Awo oPawulo nʼazwa egibali nʼayaba. 
ACT.17.34	Neye era, ni wabbaawo abantu abamo oku babbaire awo abairire oku lubbaalwe, ni baikiririrya omu Yesu. Mwabo niimwo omwabbaire oDiyonisiiyo omoiza oku bʼakakiiko kʼAlewopaago, nʼomukali eriinalye bati Damali, aamo nʼabandi.
ACT.18.1	Ebyo owebyawoire, oPawulo nʼazwa omwAsene nʼayaba e Kolinso. 
ACT.18.2	Eeyo nʼayajiryayo oMuyudaaya ogubeeta bati Akwira, omubyale wʼomwitwale lyʼe Ponto, eyabbaire yankawulikanga okuzwa omwItale aamo nʼomukaliwe oPulisikira. Babbaire bawulikire olwakubba okabaka oKirawudiyo yabbaire alagiire aBayudaaya bonabona bazwe omu Looma. OPawulo nʼayaba okubabona, 
ACT.18.3	era engeri omulimo ogubakolanga okwebbesyawo bona egigwabbaire kukola weema nga iye, nʼabbanga nabo ni bakoleranga aamo. 
ACT.18.4	Buli Saabbaato, oPawulo nʼayakananga nʼaBayudaaya aamo nʼaBayonaani omwikumbaaniro ngʼagezyaku okubaikiririsya obukwenda obukwata oku Yesu.
ACT.18.5	OSiira nʼoTemuseewo owebatuukire omu Kolinso okuzwa e Makedooniya, oPawulo ebyʼokukola eweema nʼabizwaku ni yeemalira ku kulaabba kibono kya Kibbumba kwonkani eeri aBayudaaya, nga wabasonzolera ati oYesu niiye oKurisito. 
ACT.18.6	Neye owebamwakanisirye ni bateekaku nʼokumuzuma, yena nʼabeekankabaku era nʼabakoba ati, “Owemujigirikanga olwʼokugaana obukwenda bwa Kibbumba musango gwanywe, nze atyanu mbabulaku buvunaanyizibwa. Era okuzwa atyanu njaba kulaabbanga eeri Batali Bayudaaya.”
ACT.18.7	Atyo oPawulo nʼazwa omwikumbaaniro, nʼayaba oku mulirano awo, omu kisito kyʼomusaiza ogubeeta bati Titaayo Yusito, eyabbaire omusaiza asinza eino oKibbumba. 
ACT.18.8	OKulisipo, eyabbaire omukulu wʼeikumbaaniro, aamo nʼabʼomu kisitokye bonabona ni baikiririrya omu Musengwa, era nʼabʼe Kolinso bangi abawulisisirye oPawulo ni baikiririrya omu Yesu era ni bababatiza.
ACT.18.9	Lumo omu kiire, oPawulo nʼasuna okwolesebwa ngʼoMusengwa amukoba ati, “Tiwaatya, weekalangule okutumula ebinkwataku, tiwawaamu amaani, 
ACT.18.10	olwakubba nze ndi aamo na iwe. Mpaawo eyakulumba ooba okukutuucaaku akabbikabbi olwakubba ndi nʼabantu bangi omu kibuga munu.” 
ACT.18.11	Nʼolwekyo oPawulo nʼabba oomwo nʼamalamu omwanka mulamba nʼekitundu ngʼayegesya abantu ekibono kya Kibbumba.
ACT.18.12	OGaliyo oweyabbaire nga niiye omufugi wʼeitwale lyʼAkaya, aBayudaaya ni basalira aamo olukwe ni bakwata oPawulo, ni bamutwala omu kooti yʼembuga. 
ACT.18.13	Awo ni bamuwaabira bati, “Omusaiza onu asendasenda abantu okusinza oKibbumba omu ngeri evuna amateeka.”
ACT.18.14	Neye oPawulo oweyabbaire ati atandiike okwewozyaku, oGaliyo nʼakoba aBayudaaya ati, “Inywe Bayudaaya, singa ekimuvunaana omusaiza onu kibbaire kisobyo ekyʼamaani ooba eibbengo eriri awo erinene, kyankubbaire kirimu amakulu nze okuwulisisya ekimukoba. 
ACT.18.15	Neye ngʼowekiri kiti enkayaana gyanywe gikwata ku bibono, na ku maliina, na ku mateeka gaanywe, mubimalire eeyo inywe abanyere oku banyere; nze tinalamule ensonga egyo.” 
ACT.18.16	Atyo nʼalagira bababbinge omu kooti awebasalira emisango. 
ACT.18.17	Awo bonabona niiwo okucuukira oSositeneesi, omukulu wʼeikumbaaniro, ni bamukubbira awo omu luuga lwʼekooti. Neye oGaliyo iye nandi nʼabafaaku.
ACT.18.18	OPawulo nʼamala omu Kolinso enaku egyera. Oluzwanyuma, nʼaseebula aboluganda, nʼaserengeta oku mwalo e Kenkereya, oPulisikira nʼAkwira ngʼabamwerekaku, egiyabbaire nʼokuniina omu lyato baabe e Siiriya. Ngʼali omu Kenkereya kaisi baize baniinenge omu lyato, yamweireku enziirigye olwʼekyeyamo ekiyabbaire akolere okulaga ati atyanu akituukiriirye.
ACT.18.19	Owebatuuka omwEfeeso, oPawulo nʼaleka oPulisikira nʼAkwira okusigala aawo, iye nʼayaba nʼaingira omwikumbaaniro lyʼoomwo nʼayakananga nʼaBayudaaya abeyaajiiryeyo oku bikwata oku Yesu. 
ACT.18.20	Abamo kwibo owebamusabire bati agire ngʼakaali aliku nabo okumala akaseera akeera, iye nʼagaana. 
ACT.18.21	Neye era oweyabbaire abaseebula nʼabakoba ati, “Owekwalibba kutaka kwa Kibbumba, naliira.” Awo nʼaniina omu lyato okuzwa Efeeso ni yeeyongerayo. 
ACT.18.22	Oweyatuukire oku mwalo e Kaisaaliya, nʼazwa omu lyato nʼaniinaniina okwaba e Yerusaalemi okusugiryaku ekanisa eyo. Oweyamalire, nʼaserengeta okwaba Antiyokiya.
ACT.18.23	Oluzwanyuma lwʼokumalaku akaseera omwAntiyokiya, oPawulo nʼayaba ngʼabitabita kifo ku kifo okumalaku ebitundu byʼomwitwale lyʼe Galatiya nʼomu Furigiya, nga wairyamu abaikirirya bonabona amaani.
ACT.18.24	Ebyo nga byaba omu maiso, oMuyudaaya moiza eriinalye bati Apolo, omubyale wʼAlekizandereya, nʼaiza omwEfeeso. Omusaiza oyo yabbaire mutumuli musa, kaisi ngʼomu kusonzola eBiwandiike takwatika. 
ACT.18.25	Yabbaire nga yasomere nʼakenkuka omu bintu ebikwata oku nzira ya Musengwa. Era ngʼali nʼekibinyibinyi okutumula oku bifa oku Yesu, era ngʼabyegesya nʼatuuciryaku kusani ngʼowebiri. Okutoolaku kiti, okubatiza kwonkani okuyabbaire amaite kwabbaire kuudi oYokaana okuyayegesyanga. 
ACT.18.26	Apolo oyo nʼatandiika okulaabba ebikwata oku Yesu nʼobugumu omwikumbaaniro. OPulisikira nʼAkwira owebamuwuliire ngʼatumula, ni bamwaniriza omu kisito kyabwe, ni bongera okumusonzolera nga batuuciryaku kusani ebikwata oku nzira ya Kibbumba.
ACT.18.27	Apolo oweyatakire ati ayabe eeyo omwAkaya alaabbe obukwenda bwa Kibbumba, aboluganda ni bamuwagira, era ni bawandiikira abaikirirya ba Yesu abʼomwAkaya bamwanirize. Era oweyatuukireyo, nʼabbeera ino abo oKibbumba abeyabbaire akwatiire ekisa nʼabaikiririsya okumwikirirya, 
ACT.18.28	olwakubba yayakanisyanga ino aBayudaaya omu luujude nʼabakira, ngʼaijulira omu Biwandiike okukakasa ngʼoYesu owaali niiye oKurisito.
ACT.19.1	Awo Apolo ngʼali omu Kolinso, oPawulo iye nʼakwata enzira ebita omu mankatikati gʼebitundu ebyʼekyʼe ngulu nʼatuuka omwEfeeso. Eeyo nʼayajiryayo abamo oku baikirirya ba Yesu 
ACT.19.2	nʼababuulya ati, “Owemwaikiririirye omu Yesu mwasunire oMwoyo oMweru?”
ACT.19.2	Ibo ni bamwiramu bati, “Aa naire, era waire kuwulira tituwulirangaku tuti waliwo ekintu ekibeeta bati Mwoyo oMweru.”
ACT.19.3	OPawulo nʼababuulya ati, “Kaisi okubatiza okubababatizire kwabbaire kwemereire ku musingiki?”
ACT.19.3	Ibo ni bamwiramu bati, “Kwabbaire kwemereire ku biibyo oYokaana ebiyayegeserye.”
ACT.19.4	OPawulo nʼabakoba ati, “Okubatiza oYokaana okuyakolanga kwabbaire kwʼabantu kulaga bati beenenyere. OYokaana yakobere abantu ati waliyo omuntu amuzwaku e nyuma era oyo gubabba baikiririryemu, awo-so ngʼatumula ku Yesu.”
ACT.19.5	Abo abawulisisya oPawulo owebawuliire ebyo, bona ni bababatiza omu liina lya Musengwa waiswe oYesu. 
ACT.19.6	OPawulo oweyabateekereku engalogye oku mitwe gyabwe buli moiza kwibo, oMwoyo oMweru nʼamwikaku, ni batandiika okutumula omu ndimi
ACT.19.7	Okubala bonabona aamo babbaire ooti abasaiza ikumi na babiri.
ACT.19.8	Okumala eibbanga lyʼemyeri misatu egyaiririireku, oPawulo nʼayabanga buliijo omwikumbaaniro eryʼaawo, nʼayakananga nabo nʼobugumu ngʼekyagezyaku ati abaikiririsye obukwenda obukwata oku bwakabaka bwa Kibbumba. 
ACT.19.9	Neye abamo kwibo owebasuukire bakakanyali bʼemyoyo ni bagaana okwikirirya, kwekyo ni bagaitaku nʼokuzumirira eNzira ya Musengwa omu lwatu, iye nʼabazwaku. Era yaabire nʼabeegi ba Yesu ababbairekuuwo, nʼakubbanga enkumbaanagye buli lunaku omu kizimbe ekibeegeseryamu ekya Tulaano. 
ACT.19.10	OPawulo atyo nʼasomeseryanga muumwo abantu okumala emyanka mibiri, nʼomu ngeri eyo kumpi ooti abantu bonabona abʼomwAsiya, aBayudaaya aamo nʼaBatali Bayudaaya, ni bawulira obukwenda bwʼekibono kya Musengwa.
ACT.19.11	OKibbumba nʼakolanga ebyewunyo bingi ino okubitira omu Pawulo. 
ACT.19.12	Ngʼabantu bakwata nʼobutambaala ooba obugoye obugunyiireku oku mubirigwe ni babutwalira abantu abalwaire babukwateku, era obulwaire bwabwe ni bulamirawo, waire emizimu nga gibazwaku.
ACT.19.13	Atyanu, abamo oku Bayudaaya bona ababitabitanga nga babbinga emizimu oku bantu, omu kwebitirirya, ala bona ni bagezyaku okukolesya eriina lya Musengwa oYesu okugibbinga. Babbaire bakoba bati, “Omu liina lya Yesu oPawulo ogwalaabba, mbalagira muzwe oku muntu onu!” 
ACT.19.14	Kwabo ababbaire bakola ekyo niimwo omwabbaire nʼabaisuka omusanvu abataane bakabona akira obukulu wʼaBayudaaya eriina bati Sikeva. 
ACT.19.15	Neye lumo, owebakolere ekinyere ekyo oku moiza oku bantu, omuzimu ni gubairamu guti, “OYesu ekyali nkimaite, era nʼoPawulo yena mmaite ebimufaaku. Neye inywe tete kaisi mweyeta niki?” 
ACT.19.16	Awo oodi eyabbaireku omuzimu nʼabajunukira, era nʼabayinga bonabona. Kale nʼabakubba bundi ino okutuuka nʼokubairuca okuzwa omu nyumba nga bali bwere era nga basanka.
ACT.19.17	AMawuliro gʼekikole ekyo owegagwire omu matwi gʼabatyami bʼomwEfeeso, aBayudaaya nʼaBatali Bayudaaya kitabulye, bonabona ni baizula okutya, awo ni bawa eriina lya Musengwa oYesu ekitiisya. 
ACT.19.18	Bangi ababbaire baikiririirye omu Yesu olwʼekikole ekyo ni beetoolayo, ni baatula nga webeenenya ebikole byabwe ebibbibibbi mu lwatu. 
ACT.19.19	Era abo ababbaire bakolanga ebyeirogo ni bakumbaania aamo ebitabo ebibakolesyanga omu mulimo ogwo ni babikumaku omusyo awo nga nʼabantu bonabona babona. Okwaba okubalabalamu obungi bwʼempiiya egizwa omu ebitabo ebyo ebiboocerye, bwabbaire aamo ebindusu byʼefeeza 50,000. 
ACT.19.20	Omu ngeri eyo, ekibono kya Musengwa ni kyaba nga kyeyongera okusalaana nʼokubba ekyʼamaani omu myoyo gyʼabantu.
ACT.19.21	Ebyo owebyawoire, oMwoyo nʼalungamya oPawulo nʼasalawo okwaba e Yerusaalemi ngʼabitira omu Makedooniya nʼomwAkaya. Era nʼakoba ati, “Owenalibba ntuukireyo, ndi nʼokucaalaku nʼe Looma yona.” 
