MAT.1.1	Buk towen waseg delen Yeisuw Kelis, tabun kweiboug Deibid, kweiboug tonen tabun Ebelam.
ACT.23.12+ACT.23.13	Iyam nen ga̱boug, min-Yudiy tabebaws-wan, sinawavas o sinawanim, mo ivta̱mes sisiyas va̱gan beipos kid mo beiweiys Pawl. Ilansa, “Kalisiy yakamiy bukukwams o bukumoums, Yowbad bo beiweimiy. Igaw bitaweiys Pawl, mo bitakams.”
ACT.23.14+ACT.23.15	Tasiyas mo inekes tanuwgwes lun situwa̱veks sisiy takaliwageins ven, ilansa, “Yakamey amalivan Yowbad waseg, bo baka̱pos ee... tonena baka̱weiy Pawl. O yakamiy kamnat amilivan kusekes takanaviys sitovek, kulivans mamagina, ‘Taw towen Pawl kutok kumey, sivinem bakaytel, kweitan sinap silma̱nin, va̱gan bakakinbunik.’ E, kukin takanaviys sitovek beitam, Pawl bimey, yakamey bakakayamat, tutan bo beim, mo baka̱weiy.”
ACT.23.16	Gwad teitan, Pawl kadan, bo iligen asilivan, mo in, isiw takanaviys wasibunatum, livan towen mo ikatipel isek Pawl.
ACT.23.17	Pawl mo idow takalikay teitan, ilana, “Gwad towen sinap kweitan nisisiy. Kadiloka kutok, kuneis mutovek waseg, igaw kweitan livan mo bisek.”
ACT.23.18	Itok gwad towen, inekes natovek, ilana, “Tasiwun deil towen Pawl bo idaweig, ilana, ‘Kutok gwad towen kunekes mutovek waseg, anilivan mo bisek.’”
ACT.23.19	Natovek mo itok gwad towen, asteiyuna ineis palatan, mo ilana, “Aw-youd bukunukweig?”
ACT.23.20+ACT.23.21	Ilana, “Tasiyas min-Yudiy ninous ma̱wana, nubweig kid bivatams waseg ya̱koum va̱gan kid bukuyamanes towen Pawl kusekes takaleiwags tasiyas wasigeis, mamagina biyateles, bikatugwans waseg, va̱gan ansinap bikakins kid. Nag gog, peinan mwasanin ikayamats, sivines kid beiweiys. Awoum kutam. Tawaw tasiyas sinawavas o sinawanim tapsapos sivines beiweiys. Bo itabudabods Yowbad waseg biva̱ges kid ma̱wan. Bo ikatunags ikous, ikaymatesa ge amlivan ya̱koum.”
ACT.23.22	Takanaviys sitovek ilana, “Bwein-wan. Kadiloka kunoun. Bo talivan aditeiy bo deis; awoum bukudibakes simwayas; awoum!”
ACT.23.23	Takanaviys sitovek mo idawes takalikays asteiy bimeis, mo idibakes; ilana, “Kukin takanaviys lakatuy bikatunags bineis Sisaliy, sisiyas tasiyas sihos sam sinawanim sinawey, sisiyas takaweins kayal lakatuy. Igaw bidadub, kwayav, mo kuneis.
ACT.23.24	“Kuneves hos va̱gan Pawl beimwen, kuvna̱ses beibwein, kunawes binek guyaw towen Piliks.”
ACT.23.25	Takanaviys sitovek ilel let silma̱nin Piliks, mamagina:
ACT.23.26+ACT.23.27	“Kalin nuwag guntovek avakaein ya̱koum Piliks. Yey Kalodiw Lisiyas; gunalet beiw. Peinan min-Yudiy niyousis taw towen, kakita beiweiys; akakina guma-Lom towen, mapuna kakatinob sigwey guntakanaviys.
ACT.23.28	“O sivinag bakakin wawun askameiliw waseg taw towen, atok wasigeis tasiyas min-Yudiy takaleiwags va̱gan kid biyateles.
ACT.23.29	“Tage nag ivag ansinap kalbaleb va̱gan bikatimates o bises wa̱deil, nag. Misinaka ilivans, ‘Bo igulek makaleiwag min-Yudiy yakamey.’
ACT.23.30	“Wankuyeim, mo aligen asisinap ikatilawos idokes kid beiweiys taw towen, mapuna akayeb va̱gan biwekeim yak; o min-Yudiy tasiyas bo adibakes, ‘Kunekes guyaw avakaein Piliks va̱gan bukuyateles taw towen Pawl.’”
ACT.23.31	Sitovek nakaleiwag bo ma̱wan, takalikay tasiyas mo inawes Pawl, boug waseg, ineis Antipatil, imasis.
ACT.23.32	Iyam nen ga̱boug, tasiyas wakwakway inounas mo iyums wasiven; tasiyas tatouweins hos igaw binawes Pawl.
ACT.23.33	Inounas ee... Sisaliy, inekes guyaw towen avakaein, mo isekes Pawl son let.
ACT.23.34	Ivin let ikous, mo ikatigan Pawl, ilana, “Muven avakaein amiyagan?”
ACT.23.34	Ilana, “Silisiy.”
ACT.23.35	Piliks mo ilana, “Ga bimeis tasiyas biyateleims, baligen amilivan, mo bakaleiwag.” Ikous, mo idibakes nagamag, ilana, “Kadilok kumtakavates taw towen wanuwan bunatum bunavakaein, kweiboug Elod nabunatum.”
ACT.24.1	Yam kweinim ikous, iwloubus tanuwgwes lun sitovek avakaein Ananiyas son tallivan teitan yagan Telitul sisiyas tamumwey mwasanin. Inekes gabman avakaein, sivines kid biyateles Pawl.
ACT.24.2+ACT.24.3	Idow Pawl beim; Pawl im; Telitul mo isilamaw anilivan, iyatel Pawl mamagina, “Kalin nuwem maguyaw avakaein ya̱koum, peinan mukwaleiwag bwein. Nag kweitan kawpwanaw nises wamaven. Bwein-wan nakases. O mukwaleiwaga babaw nilabemas min-Yisleil yakamey. Mapuna tut babaw o vena babaw gimgilis yakamey ikalin nuwem maguyaw ya̱koum.
ACT.24.4	“Adok nag biveiyov agulivan, sivinag gog kusiwyoubum bukuligen kid amalivan kakit waseg ya̱koum.
ACT.24.5	“Taw towen kakakin singay takakon, iva̱ges min-Yudiy vena babaw wasigeis va̱gan bikawpwanaws, peinan imgwayes tasiyas min-Nasalet nidokes, mo iva̱ges moumouvit vena babaw wasigeis.
ACT.24.6	“Taw towen idok biyageg Yowbad nabunatum, tage kasilbwed, nakayous. 
ACT.24.7	(-)
ACT.24.8	“Igaw kukwatigan taw towen, mo bukukinbunik nakalbaleb towen nalivan.”
ACT.24.9	Igaw Telitul ilivan, min-Yudiy tasiyas itimatams, ilansa, “E, ma̱wan! Mounid.”
ACT.24.10	Guyaw towen Piliks mo ikin Pawl, itam vinum, mo Pawl ikatimop asilivan, ilana, “Peinan bweilim babaw nukusesun matovek ya̱koum, bweina basekeim agulivan.
ACT.24.11	“Yam sinawatan akweiy nein wankuyeim mwana asap Yelusalem va̱gan batapwa̱loul. Igaw kukwatugwans min-Yudiy wasigeis mo bilivans ma̱wan.
ACT.24.12+ACT.24.13	“Nag kal ikineig aliwon Yowbad wanbunatum, nag; nag alivan va̱gan gamag bikatuyouns biliganes aygag, nag. Nag ikatuyouns wasinagog; nag ikatuyouns waven, nag. Nag kakamniman soug teitan gamag, nag. Nag kadilok teitan bisimounid asilivan tasiyas mwana nilivans, nag.
ACT.24.14	“Misinaka ba̱tam kweitan sinap waseg; makadewen ked atapwa̱loul maYowbad waseg, ked towen idokes ked kalbaleb, kid; isiba̱wemas, mapuna idokem min-Nasalet yakamey. Tage yey asimounid maBukitab sinapun, Moses nakaleiwag babaw, o palopit tasiyas asilivan babaw-wan.
ACT.24.15	“Sigwey min-Yudiy tasiyas kanmis Yowbad bivag, mo bitakits kanig waseg, tadidumwals o takalbalebs, ya̱kidsa babaw.
ACT.24.16	“Mapuna tut babaw sivinag agusinap bwein wamatan Yowbad, o gamaga babaw wamtes.
ACT.24.17	“Bweilim babaw ikous, mwana nam wagunaven, gunmuloul asekes, o basiwa̱youb kid waseg Yowbad.
ACT.24.18	“Bo awid woug, a̱siw Yowbad wanbunatum; sigwey nag ivag gamaga babaw, nag ikawnaweins, nag.
ACT.24.19	“Wankuyeim mo isaps min-Yudiy mwasanin siven Esiy; o tut towen nag bimeis va̱gan bikamteles aveiyag agusinap kalbaleb.
ACT.24.20	“O min-Yudiy tasiyas-nan nikineigs kweiboug naton takaleiwags wamtes, kadilok bikamteles aveiyag agusinap kalbaleb.
ACT.24.21	“Misinaka agusinap towen, sigwey tasiyas nakatamanaw mo awak, alana, ‘Silawun gunya̱tal nagein, peinan asimounid bitakits kanig waseg.’”
ACT.24.22	Towen gog Piliks bo ikabunik ked makadewen, Pawl nilivan; mtowen Piliks mo ilana, “Ga-ises, ga-beim takanaviys sitovek towen Lisiyas, mo bakaleiwag.”
ACT.24.23	Mo idibek natakalikay, ilana, “Bweina biyeiwas wa̱deil, mtowen Pawl; o taliven bweina bimeyes kan va̱gan bikamkwam.”
ACT.24.24	Yam mwasanin ikous, mo isaps Piliks son nakwav Dilusil, mana̱wen vinen-Yudiy; mo idawes Pawl beim va̱gan bikatilutegs liva̱nen Yeisuw Kelis, livan towen Pawl nisimounid waseg.
ACT.24.25	Pawl mo idibakes liva̱nen sinap didumwal, o liva̱nen kapatul, o liva̱nen Yowbad nakaleiwag igaw mo bikatukin vena babaw wasigeis. Pawl igawa illivan, Piliks gog mo ivag anpwa̱yat, ilana, “Ga-ises. Tut towen kunoun. Igaw kweitan tut bwein waseg, mo badaweim bukuyum bukum, amlivan bukusekeig.”
ACT.24.26	Bo inimis Pawl bisiwa̱youb waseg; mapuna kutukuta ididow, illivans son; ininamis gog nag, peinan Pawl ta-isek Piliks namoney va̱gan bilik Pawl, nag.
ACT.24.27	Akweiy bweilim ikous Piliks atimapun neim, yagan Posiw Pestos. Tage Piliks sivinan bilabes min-Yudiy, mapuna ikaleiwag va̱gan Pawl bisesuna wa̱deil.
ACT.25.1	Pestos isilamaw nakaleiwag, isesuna ven Sisaliy kweitoun yam, mo in Yelusalem.
ACT.25.2+ACT.25.3	Tanuwgwes lun situwa̱vek sisiyas min-Yudiy tamumwey mo inekes Pestos, ilansa, “Takalbaleb towen Pawl nises wa̱deil Sisaliy. Tabta ikadilok bukukwayeb towen beim wamaven Yelusalem va̱gan gog bakaytel?” Sivines kid bikayamats wadadan ked. Igaw beim Pawl mo beiweiys.
ACT.25.4+ACT.25.5	Pestos ilana, “Nag. Bweina bises Sisaliy. Igaw kakit mo ba̱yum ban Sisaliy. O sigwey guyawaw mwasanin yakamiy bitaneis Sisaliy, inaya̱tal silma̱nin; magat nakalbaleb nises, kadiloka guyawaw tasiyas biyateles.”
ACT.25.6	Ises Yelusalem nag bibabaw yam, adok kweinin-kweitoun o sinawatan, mo iwloubus in Sisaliy, imasis. Iyam nen ga̱boug mo isin wakaban idibakes nagamag wasigeis va̱gan kid Pawl bimeyes.
ACT.25.7	Pawl imeyes, wankuyeim mo isunaps min-Yudiy tasiyas meinoy nimeis Yelusalem, itowas mo iyateles, ikavtagis Pawl ansinap babaw-wan kalbaleb nivvag kid; tage asilivan nag bikamnat, mapuna takaleiwag nag isimounid asilivan waseg.
ACT.25.8	Pawl ikatimop asilivan, ilana, “Nag agulek min-Yudiy makaleiwag, nag. Nag ayageg Yowbad nabunatum, nag. Nag agulek Sisal nakaleiwag; nag.”
ACT.25.9	Togo Pestos sivinan bisiwa̱youb min-Yudiy wasigeis; mo idibek Pawl, ilana, “Tab kadilok bukun Yelusalem mo bakaleiwag amsinap ven towen waseg?”
ACT.25.10	Pawl ilana, “Tut towen bo atamanaw Sisal wanakabkaleiwag. Kaleiwag kadilok towen-an waseg. Nag ayablebes min-Yudiy. Kukwakin agulivan towen mounid. Na-ikadilok tasiyas bikaleiwags waseg yey.
ACT.25.11	“Magat agusinap singaya kalbaleb, ma̱wan asilivan tasiyas, mogo bweina bakanig; nag bakakiws; nag. O peinan tasiyas tayateleigs iyyaweids-wan, na-ikadilok bukuta̱meig va̱gan kid tasiyas bikatimateigs, nag. Kadiloka Sisal tonen bikaleiwag.”
ACT.25.12	Pestos iligen anilivan towen, mo ineis palatan sen nagamag tassinaps mwasanin, sinsineyas illivans. Ikous, Pestos iyum, im, ilivan; ilana, “Sivinam bukunek Sisal va̱gan kid bikalawageim; mapuna bo bakayabeim bukunek mtowen Sisal.”
ACT.25.13	Tut nag biveiyov wankuyeim King towen Agalip son nakwav Belinis mo imeis Sisaliy va̱gan kid bimulouls sisiy towen Pestos.
ACT.25.14	Yam babaw nisesus sisiy Pestos anbwabwal tasiyas. Liva̱nen Pawl mo isek King towen, ilana, “Tutan Piliks inoun yey mo asap, teitan taw nises wa̱deil.
ACT.25.15	“Wankuyeim an Yelusalem, tanuwgwes lun situwa̱veks sisiyas tamumwey, ven towen Yudiy waseg, mo idibakeigs; ilansa, ‘Taw towen takalbaleb; kadiloka bukumop ansinap kalbaleb.’
ACT.25.16	“Akatimop asilivan, alana, ‘Yakamey mina-Lom, nag ivag amasinap ma̱wan. Kadiloka kuyateles taw towen wamatan, o towen biyamen amilivan; kukin ansinap kalbaleb nises, mo bakamop; kukin gog nag, bo nag.’
ACT.25.17	“Wankuyeim imeis tasiyas, nag akabiyun, nag. Neiyam nen mo asin wakabag va̱gan kid bakaleiwag, adibakes gungamag bimeyes taw towen.
ACT.25.18+ACT.25.19	“Adok ansinap kalbaleb; nag gog, tasiyas itamanaws iyateles, nag ikavtagis ansinap kalbaleb; misinaka liva̱nen sitapwa̱loul tatineis, o liva̱nen teitan taw yagan Yeisuw nikanig, o Pawl ilivan namwamov igawa nises.
ACT.25.20	“O yey nag bakakin ama̱wan bakaleiwag sinap towen waseg, akatugwan taw towen waseg, alana, ‘Tab kadilok bukun Yelusalem mo bakaleiwag sinap towen waseg?’
ACT.25.21	“Towen gog ilana, ‘Nag. Sivinag datoveks avakaein bikaleiwag.’ Mapuna akaleiwag alana, ‘Ga-bises wa̱deil mo banineiv amata ked waseg baban, mo bakayeb binek datoveks towen Sisal.’”
ACT.25.22	Agalip mo idibek Pestos, ilana, “Sivinag baligen taw towen anilivan.”
ACT.25.22	Pestos ilana, “Bwein. Nubweig mo bukukin.”
ACT.25.23	Iyam nen ga̱boug Agalip son Belinis mo ineis wabuntuman liwon, sisiyas takanaviys situwa̱veks o guyawuns ven towen, asikweim maynamnabwein nisikams, askatubub singaya bwanabwein niva̱ges. Pestos mo idawes nagamag bimeyes Pawl, mo imeyes, itamanaw wamtes.
ACT.25.24	Pestos mo ilivan; ilana, “Agalip, making ya̱koum, o tawaw babaw yakamiy wabunatum towen, kukines gamag towen. Min-Yudiy, Yelusalem waseg o ven towen waseg, intougigs va̱gan bamop ansinap, niwkuwaks, ilansa, ‘Kuweiy. Nag kadilok son mwamovan bises.’
ACT.25.25	“Bo akatiligen asilivan, akatugwan waseg, akakin nag ivag ansinap kalbaleb. Na-ikadilok ba̱weiy taw towen. O towen nilivan, ‘Sivinag guntovek avakaein bikaleiwag’; mapun bakayeb binek Sisal.
ACT.25.26	“Kukin bakayeb, nago akakin ansinap, aveiyag balel wa̱let. Mapuna bo amey taw towen wamitamiy, ya̱koum making Agalip simwey guyawaw tababaws, va̱gan kid bukunganegs anilivan; adok bitaba̱nes ansinap kweitan, mo balel wa̱let, va̱gan Sisal bikaleiwag.
ACT.25.27	“Adok na-ikadilok makava bakayeb, nag.”
ACT.26.1	Agalip mo idibek Pawl, ilana, “Kadiloka kulivan.” Pawl itamnow naman, ilivan mamagina:
ACT.26.2	Ilana, “Peinan min-Yudiy niyateleigs, ilivans kid agusinap kalbaleb, o tut nagein ikalin nuwag peinan ya̱koum bo kuligen agulivan, matovek avakaein ya̱koum.
ACT.26.3	“Peinan kukwakin amasinap, min-Yudiy yakamey, o kukwakin silawun makamnimana babaw, sivinag kwaptuleim bukuligen agulivan.
ACT.26.4+ACT.26.5	“Min-Yudiy babaw ikakins agusinap. Ikakins igaw-o wagwa̱dig gungamag wasigeis, o ven Yelusalem waseg, gum-Yudiy yey; o tut kadiveiyov ikakins agusinap, Palisiy teitan yey. O yakamey Palisiy singaya kavnas min-Yudiy makaleiwag babaw. Kukin tasiyas sivines, mo beitams waseg agulivan towen; peinan mounid.
ACT.26.6	“Nagein tasiwun deil yey, o tasiyas bo iyateleigs peinan animis Yowbad bivag ma̱wan anilivan wasigeis tamumwey min-Yudiy yakamey.
ACT.26.7	“O yakamey, amakum sinawatan akweiy, meiveka yakamey kasimkakin yam babaw o boug babaw kakanow aygan Yowbad, kadoki bisekem ma̱wan anilivan. O yey anmis sinap towen, igaw kanig waseg bitakits vayuwein, mapun min-Yudiy tasiyas bo iyateleigs.
ACT.26.8	“O guyaw, aveiyag wawun isunasun ninoumiy livan towen, ‘Takanigs beikits vayuwein.’
ACT.26.9	“O kweiboug ivag sivinag basilbwed nawotet gum-Nasalet mtowen Yeisuw.
ACT.26.10	“Yelusalem waseg navvag ma̱wan. Tanuwgwes lun situwa̱veks nisekeigs gunakaleiwag va̱gan bayousis tayakelesiys basenas kid wa̱deil; o igawa niyya̱tals yey bo a̱tam va̱gan bakakatimates.
ACT.26.11	“O sinagog babaw wasigeis bo amop asisinap tasiyas, adok kid mo bipiyaves siguyaw towen Yeisuw. Singay kapasal nuwag, aneves tayakelesiys va̱gan bamop asisinap kadiveiyov ven wasigeis.
ACT.26.12	“Misumkwey towen tanuwgwes lun situwa̱vek bo itams gunawotet towen waseg, ilansa, ‘Bweina bukun Damasik bukuyousis tayakelesiys tasiyas-one.’
ACT.26.13	“Igawa wa̱ked, ya̱nay waseg, bo akin kamnat singay avakaein meinoy neim walba̱lab. Ka̱las mititeilin kalamwey-nen, tage towen mititeilin singay avakaein; imteilim yakamey sigwey tasiyas nakaninoun.
ACT.26.14	“Kakalouw wapwepway, kamasis, mo aligen teitan aga-Ibliw waseg idibakeig; ilana, ‘Soul, Soul, aveiyag wawun kuygageig? Tut babaw kwatipiyow kayal toneima ibasim avakaein.’
ACT.26.15+ACT.26.16	“Yey alana, ‘O guyaw, kavel yak?’
ACT.26.15+ACT.26.16	Ilana, ‘Yey Yeisuw, mtowen tuta babaw nukuyageg. Tut gog towen kutamanaw kutom. Bo amekeim, va̱gan kid basekeim muwotet. Kadiloka kwanow aygag, kusekes gamaga babaw liva̱neig yey peinan nukukineig nagein; o igaw tut wanakougwaw sinap mo bakamtel waseg ya̱koum, kadiloka bukusekes-vak liva̱neig ma̱wan.
ACT.26.17	“‘Bakayabeim bukun tobwag ven gimgilis wasigeis. Igaw tasiyas beivag sivines biyagageims ya̱koum, sisiyas mugwamag min-Yudiy mwasinis; yey mo bakatinabweim ya̱koum.
ACT.26.18	“‘O vena babaw gimgilis wasigeis, ya̱koum bukuvag beilal mites, va̱gan kid bipiyaves sinap dadub, kamnat biyousis; o bipiyaves Seitan nakaleiwag, mo binekes Yowbad, va̱gan kid biwid asisinap kalbaleb. E, tasiyas dadub mo binekes tasiyas tasimounids waseg yey, peinan akayuseimiy simiyas tasiyas, asekeimiy amisinap kweivaw, bwanabwein.’
ACT.26.19	“O King ya̱koum, peinan Yeisuw meinoy neim walba̱lab nidibakeig ma̱wan, ta-ma̱wan bapiyev aygan.
ACT.26.20	“Bo naguyes min-Damasik, wankuyeim min-Yelusalem, o vena babaw wawnuwan Yudiy, mo tobwag ven kadiveiyov wasigeis; adibakes, ‘Kadilok bikanavin ninoumiy, va̱gan kid bukunekes Yowbad. Awoum ninoumiy bikanavin makaw; kadilok sinap bwein kuwteles.’
ACT.26.21	“Peinan gunawotet towen nawtel, min-Yudiy mo iyousigs Yowbad wanbunatum, sivines kid beiweigs.
ACT.26.22	“Yam babaw Yowbad nilabeig, nagein gog bo ma̱wan; ililabeig va̱gan kid baguyes gamaga babaw, takinew toul, o takinew guyaw; gamaga babaw wasigeis agulivan katanok-wan; ma̱wan tasiyas palopits sisiy Moses nilivnakes, ma̱wana yey agulivan; nag kid kweitan livan balivan; nag.
ACT.26.23	“Ma̱wan tasiyas kweiboug, yey alana, ‘Kadilok a̱ban Kelis bigeg, bikanig, o kanig waseg mtowen biginikit, mo anilivan bwanabwein bimteilis nagamag min-Yudiy, wankuyeim vena babaw.’”
ACT.26.24	Igawa Pawl illivan ma̱wan, Pestos mo ilivan; aygan avakaein, ilana, “O Pawl, takabala̱wein ya̱koum; peinan buk babaw kuvnivin mo kukwabala̱wein.”
ACT.26.25	Pawl ilana, “Nag akabala̱wein. Guntovek ya̱koum kukineig nanoug idumwal, agulivan mounid-wan.
ACT.26.26	“King Agalip ikakina sinap towen, mapun nag ivag agumwasin, peinan nag itagouwaw sinap towen waseg; peinan bo ikamat wavtakon ven. 
ACT.26.27	O King ya̱koum, tabta kusimounid tasiyas palopit asilivan? Akakina kusimounid-wan.”
ACT.26.28	King Agalip mo ilivan, ilana, “Kudokeig yey kakita bamlavag Kelis nagamag, ne?”
ACT.26.29	Pawl ilana, “Igaw tut kadiveiyov o tut kayakus, yakamiy babaw bukumlavags Kelis nagamag yakamiy, bo bwein. Yowbad ikakin nanoug bo ma̱wan. Sivinag nagein bukumlavags ma̱wana yey, ya̱koum making ya̱koum, simwey gamag tasiyas babaw niliganes aygag. O nag sivinag bukusiws wa̱deil; sivinag bukumlavags Kelis nagamag yakamiy, ma̱wan yey.”
ACT.26.30+ACT.26.31	King towen mo itamanaws siney Piliks o mana̱wen Belinis, sisiyas tasiyas nisinis bunatum towen, mo isaps. Sisiyas mo illivans, ilansa, “Taw towen nag ivag ansinap kalbaleb; nag kadilok bisesuna wa̱deil; nag kadilok min-Yudiy beiweiys, nag.”
ACT.26.32	Agalip mo idibek Pestos; ilana, “Magat gamag towen nag sivinan Sisal bikaluweg; bweina bitakaluweg va̱gan bisap bein bininoun wamnat.”
ACT.27.1	Ikaleiwags kid bikayabem, baka̱kuk, bakan Ita̱liy, isekes takalikay nawotet va̱gan bikaymates Pawl siney tasiwuns deil mwasanin. Takalikay towen yagan Yuliyas. Natakanaviys nisesus. Meivek-wan tasiyas Ogoustos inabod.
ACT.27.2	Ka̱touw wag kaytan, meinoy neim Adilamiteim bein ven wunsiyas Esiy wakawalaw; simey ka̱kuk Alistak, gum-Masidoniy teitan, naven Tesalonik.
ACT.27.3	Neiyam nen mo ka̱lug Sidon. Peinan takalikay towen isiwa̱youb, itam waseg Pawl va̱gan kid binek taliven nisesus ven towen, bimasis, asbwabwal towen.
ACT.27.4	Neiyam nen mo ka̱kuk Sidon, kasawl. Peinan yag kalbaleb ka̱noy wangwanan sim towen Saypilos.
ACT.27.5	Wankuyeim ka̱kuk kadoupouy awasas avakaein walasin ven yagan Silisiy o Pampiliy, mo ka̱lug Mayl, wawnuwan ven avakaein Lisiy.
ACT.27.6	Ven Mayl waseg matakalikay iban min-Aleksanidel siwag akitan, mo ka̱tow wag akiwen waseg, peinan kid bein Ita̱liy.
ACT.27.7	Singaya youviy to naka̱kuk; peinan yag meinoy neim wamitem; yam babaw ikous, mo ka̱lug Nidas. Igaw yag nitotow wamitem, mapuna kayawatein kan wangwanan sim yagan Kilit waseg, kan kadounip silbunun yagan Salamon.
ACT.27.8	Singay keikay to nakadavayal wadadan ven, nakan ee... mo ka̱lug wamunon, yagan Munon Bwanabwein, kadiyakusan ven yagan Lasey.
ACT.27.9+ACT.27.10	Bo kalasibwen yam mwasanin nein wankuyeim, peinan yag igeg, o bo ikous yam towen min-Yudiy yakamey kapsapos, bo tutan yag avakaein bisilamaw; mapuna Pawl idibakes tasiyas; ilana, “Tawaw, bweina bitayeiwas munon towen waseg; kukin bitakuks, adok bukuyamkwanes kaydod o wag, o ya̱kids babaw adok bitamta̱mats.”
ACT.27.11+ACT.27.12	Tage taginiwag son takavaveis ilansa, “Munon towen kalbaleb; bweina bitadokons; kukin bitalugs kweitan ven, bo bwein.” Takalikay iligen asilivan tasiyas, ipiyev Pawl anilivan. Tabebaws-wan sivines beikuks, bidokons kid bineis munon yagan Piniks, mo bakayeiwas munon towen waseg.
ACT.27.11+ACT.27.12	Piniks wawnuwan sim to Kilit; munon towen wadon isekew wa̱yals, awasas-nen isekew wayavat.
ACT.27.13	Yag yals mo iyagil, idokes bweina bakadavayal bakan Piniks, mo ikawes lon, ka̱kuk kadavayala ven Kilit wadadan.
ACT.27.14	Yag mo itet in wabomat, meinoy neim waven, singaya tawtoun, mamagina sinka̱wein!
ACT.27.15	Ta-ma̱wan baka̱kuk peinan yag meinoy neim wamtem, singay avakaein, mo mweg kweitan kakit ka̱kuk mo isigogonem oko wabwanit.
ACT.27.16	Kan wangwanan sim kakit yagan Kilod, mawotet singay keikay waseg kakatimwen kewow, in wakunuwatan wag, kayawen.
ACT.27.17	Ikous, ikawes yiwayon, mo isays wag. Aspwa̱yat wag kid bitul wakunabub yagan Silitus, mapuna ka̱lug, mo iyalaves.
ACT.27.18	Neiyam nen igaw itotow yag, ilaves kaydod in wabwanit.
ACT.27.19	Neiyam nen mo ikawes wuliyoug-wan wag, ilaves in wabwanit.
ACT.27.20	Yam babaw libgagay ivag; nag kakin ka̱las, nag kakin wutun, yag singay avakaein itotow. Kadoki bo bakamta̱mat.
ACT.27.21	Yam babaw waseg, nag kakamkwam kan. Kweitan yam Pawl mo itamanaw wamitem; ilana, “Tawaw, kadiloka bukuliganes aygag kweiboug; bitayeiwas ven Kilit bo bwein; tut towen bo tayagages, bo tayamkwanes youda babaw.
ACT.27.22	“Tage tut towen awoum beivag amipwa̱yat, peinan nag bitamta̱mats; nag. Misinaka bitayamkwanes wag.
ACT.27.23+ACT.27.24	“Yey atapwa̱loul Yowbad waseg. Boug waseg gunaYowbad nataka̱yob imekeig, ilana, ‘O Pawl, awoum beivag ampwa̱yat; bo bukunek Sisal. O peinan kwanow Yowbad aygan, bo itam simwey tasiyas tababaws-wan, bo bikatinabweimiy.’
ACT.27.25+ACT.27.26	“Kadilok beibwein amnamiy, peinan animis Yowbad; bo bikamat ma̱wana nilivnek. Dawag gog bo bibilag wa̱sim.”
