MAT.1.1	Yisas Karaisi maen Abaraamun nú Kin Devitin núi anan pintéi afoká ukhan mi ma ven anafuyan aví ino.
ROM.14.14	Bafan Yisasi ano senti inin amá usintá pura sé afová ukhékun mana yunan ma nan mano ída veyantá Tiyarafenu avorá painí ukhen mifo vantafó ma Tiyarafenu avorá namu ukhen ne siren ma mumunan inté inti mai vanta avorá mai yunan pura sen namu ukhen mino. 
ROM.14.15	Máan tukhantin ma inká éi niyanona van ma ena afá aváe ano ará namu uantantiya mae ma éi ída véi ará amiya ompo ída vá mai yunan nano. Para vara seyo, Yisas Karaisi véi ma san mi fúken mifo ída áesin éini yunan nan mano véin mamádantin umefin eraven ankan mino. 
ROM.14.16	Máan tukhantiya ída vá áesin ena mumunan nanin banta ano éi ma kama ukhe ne se inin nona yana san namu yaná ino vá tino.
ROM.14.17	Para vara seyo, yunan má non má ma niyain mai ano va Tiyarafenui yafisimpin kákan danasí ukhen naino. Mai ma funtákein avúavá bá ará kusin má amusin in avúavá bá ma Kantá Aunan mano setimpin afoká é iyain mai anoi kákan danasí ukhen mino. 
ROM.14.18	Tiretí ankan ma Karaisini yorarí iyákeya máan avúavá ma varesin maen mai Tiyarafenun mi amusin amesin banasi ano yere siretin nan kama yorarí iyan mino sinten mino.
ROM.14.20	Tiretí ankan ma niyaona mai yunan naro sire ída vá Tiyarafenui yoran máde asuse ono. Minó dunan kama ukhen mifo mumunan kéká ma mamádantin umefin eraven ankamoren dunan ma nan nain manon mai namu inten mino. 
ROM.14.21	Mumunan kéká ano ará uman daantáden ma eraven ankamoren mai safúna fi uvaini non nafi ída vá niyáke inká namu yaná ino ma sen afová ukhan nain daná ída vá barano.
ROM.14.22	Mai ma siretí ankan ída uman ban mino sireya mumunan iya ma variyaona yanasinta áin ná Tiyarafenu vá tirékan nampin mana vá bano. Inká mai ma funtákein daná ino siren mumunan iyan ma variyain kéká ano vá amusin ino. 
ROM.14.23	Máan tukhen mifo mana vanta ano ma ída mumunan in kan inin má ma váken dunan nanten maen mai van béi umeíi inten mino. Béi ma ída funtákein danasinta ino sen mumunan ukhein danasinta ma varanten mai véi umeíi inten mino.
ROM.15.1	Tetisi mumunan ma ákona ukhá baruna kéká ano vá mai ma vetíi mumunan ída ákona ukhan ma umampin bain kékasá aya ótifan numpo ída vá tetiyan nan mana ma simusin timin avúavá ana variyá bá tifano. 
ROM.15.2	Tetí ankan ná ena mumunan nanin banta ayaé tifékun ná betíi mumunan mano moéken ákona ino. 
ROM.15.3	Para vara seyo, Karaisi má deren ída veyan amusin barano van doriyá in mai van mi Tiyarafenui vompon dóki ano máa sikhen mino. “Mai ma siretin oyampá baya siyain kayo ano mai sen timaniná kainten mino.” 
ROM.15.4	Para vara seyo, mai vaya kayo ano setin afova simiyantí mantaan ákona ukhé Tiyarafenun ave ukhé tifékun tetin evaránen tivirano van mi fefá bompon dókifin uvantaren mino.
ROM.15.5	Yisas Karaisin ánain ma yakhafiyante mai áesin ná mai ma kama ineine amiren ákona uantiyain Tiyarafenu ano vá bei Kantá Aunan póké tiretiyan ma manafin ban avúavá amino. 
ROM.15.6	Amirantii ará manafiní ure ma varanona yaná anon tetisi Bafan Yisas Karaisin afóe Tiyarafenun avíi maman daní in nono.
ROM.15.8	Tetí ankan afovasá ó tifano. Yisas Karaisi ma Yutan kayoi yoran bantaí ma ein mai anoi mai ma vetin anafu aráompin ma iyáantákaré ein baya ano kanaí intin mai Tiyarafenu ano furan tikharen mino sino van mino. 
ROM.15.9	Inká ena anan nanin banta avábá uantádantin betin má dere Tiyarafenu aví daní ino van mi Karaisi eren mino. Mai van mi vompon dóki ano máa sikhen mino.
ROM.15.9	“Ena anan nanin banta finté uaré éin aví daní onté uno.
ROM.15.9	Éin aví daní in í kayo yanté uno. 
ROM.15.10	Tiyarafenui vompon dókifin enádá máa sikhen mino.
ROM.15.10	“Ena anan nanin banta kayo oe, Tiyarafenui vanasi vasá manafin amusin ono.” 
ROM.15.11	Inká evaránen máa sikhen mino.
ROM.15.11	“Tireti ena anan nanin banta oe, Bafan avisá daní ono.
ROM.15.11	Minó barará nanin banta oe, véin avisá daní ono.” 
ROM.15.12	“Yesin anan pinté ma afoká in nain banta ano minó barará difíbintin maen
ROM.15.12	béi anan tiya uren evaránen tiviranten mino siren
ROM.15.12	ena anan nanin banta ano ventá mumunan inten mino.” 
ROM.15.13	Mai ma ameno siren iyáantáka ave iyaona Tiyarafenu vaípá timúkékun ayainti mumunan esin amusin má ará kusin má bíkaantanten mino. Mai ma varano sire ave iyaona inimpin Kantá Aunan mano moéken ákona amintin mantaan ákona in nono.
ROM.15.14	Mumunan tifá tiváeyan noe, Tiyarafenui kama avúavá inka sireti afová uren nan mai yanasinta ano siretimpin bíká téi fura siré afová eruna kasae ena nanin banta mai vaya afova amin nono. 
ROM.15.15	Tiyarafenu ano sein tarisari uren doran timikhá ein nan mi manáa ákona vaya siretin uvaman ameruna mai ano kasaen tiretin ineine aminten mino.
ROM.15.16	Tiyarafenu anon ena anan nanin bantafin Yisas Karaisini kama vaya mo siamino van mi séin aní uren monó ánon banta ano ma yoriyain avúaváká ten nan dorano van mai yoran timen mino. Kama vaya mo siamékun Kantá Aunan mano vetin ayaintin Tiyarafenu ano ma ará manafiní é iyain íkun uan amin an dantin pura sen betin maman bei vanasií ino van muno.
ROM.15.17	Máan tukhái Yisas Karaisi ma seimpin báká maTiyarafenui yorarí iyaruna van mi simusin iyá uno. 
ROM.15.18	Téi ída ena yanasinta van baya seno van mumpo mai ma Yisas Karaisin pákena van ma siyá bariyá iyarunará ma ena anan nanin banta e mamádan Tiyarafenui oo yaiyiyain mai vaya anan tenté uno. 
ROM.15.19	Ara ara enará ukhein daná ma afokáin ákona Tiyarafenui Aunan mano séin timikhá Karaisini kama vaya Yerusaremí ké araí uré avové é banasi e siamé oriyá Iririkumí barafin mo kanaí é uno.
ROM.15.21	Tiyarafenui vompon dókifin máa sikhen mino.
ROM.15.21	“Mai ma Tiyarafenui vaya ída siamikháin nain kéká ano onantin
ROM.15.21	inká mai ma veni vaya ída inikharéin nain kéká ano afová inten mino.” 
ROM.15.23	Ída ainé oné umpo mai varafimpá ma yoré noré eruna inka saréa me kípé uno. Tiretin nan kokhon oranarái o ineine é eriyá baréi saréa siretin o onano van iyá uno. 
ROM.15.24	Spenii varafá ma oronté maé tiretin naren e odé oronté uno. Tiretin má ma manafin o varééku mae siretíi aaí usintesí oronté uno. 
ROM.15.25	Oronté umpo monó nanin banta ma Yerusaremí bain naren mo amusin moní amiré ínaimpákéi oronté uno. 
ROM.15.26	Mai fara vara seyo, Masedoniaú Akaiaúi varafá ma Tiyarafenui vanasi vain mano Yerusaremí ma Tiyarafenui vanasi váken manáa yana san ma o útufiyain kékápin dantin ma orin nain danasinta van betiyan baya sian damuré moní átaru ono van iniyan mino. 
ROM.15.27	Betí ankan amusin mái mai avúavá bariyaren mino. Mai fara vara seyo, Tiyarafenui kama vaya ma Yutan kéká pintena varein mai ayái anona moní átaru uren evaránen aminten mino. 
ROM.15.28	Mai moní ma áturu urantí baré mo amirékun ma mamarantí maé ínaimpáké Spení ma orono van tiretin naren e oné oronté uno. 
ROM.15.29	Téi fura sé afová iyá umpo séi ma sireti vaonafá ma oronuna mai Karaisini kákan avábá bái oronté uno.
ROM.15.31	Amúkesin ná Tiyarafenu ano séintá dafíkantisá Yudiá barafin ma vain kéká ano ma veni vaya átakharé iyaimpin mai ma átaru uádan moní baré orékun ná mumunan kéká ano amusin iyan barano. 
ROM.15.32	Mamarantin ma Tiyarafenu ano anunu intí maé túpin timusin bantíi siretin má e váké mumunan ákona uantan maran ó tifanté uno. 
ROM.15.33	Ará ma kusiantan Tiyarafenu ano siretin masá bano. Mai fura ino.
ROM.16.1	Teti mumunan tiyofi Fibi maen Sinkriá barurá minó dorarí iyain bákan tiretin onano van orinten mino. 
ROM.16.2	Orinti mae mai ma Bafani yoran banta kama e aya iyaonaí e véin aya ono van muno. Manáa yoran aya ono van ma sinti véin ná aya ono. Mai fara vara seyo, kokhon nanin banta aya uaren ten má deren tiya ukhen mino.
ROM.16.4	Míkan nan mano séin naro siren purin aví dóká ída seya ana vékan tusu siantiyá umpo ena anan pinte monó nanin banta ano yeren tusu siantiyan mino.
ROM.16.5	Mai ma vékan amápin átaru iyain monó kékasá tenti simusin baya siameno.
ROM.16.5	Tiamiyáke mai ma Esiá bara finté esé araíen ará baéden Yisas Karaisin ánain ma yakhafein banta mai sesi kama sirona Epenetusi ifo vá tenti simusin baya vá dere véin ná tiameno.
ROM.16.6	Mai ma siretin aya ono van ákona yorarí iyain nanin Marian dere vá tenti simusin baya siameno.
ROM.16.7	Inká Antronikusin nú Yuniasin nú mai senti ádéken nan báken ten má karavusí ukharen mifo senti simusin baya vá míkan dere siameno. Téi ma ída Karaisini yoran bantaí ukhékun maen békan manon pefá ayáká dókein bantá kan bákan ena aposeri kéká ano vékan nan peyan doran bantan báken Karaisini kama yorarí ukharen ne siyaren mino.
ROM.16.8	Bafan avíká ma séi sinunu iyaruna vanta Ampriatusin ná tenti simusin baya siameno.
ROM.16.9	Tetisi mana yoran banta ma Karaisini yorarí iyain Urubanusi má inká tesi kama sirona Stakisi nusá tenti simusin baya siameno.
ROM.16.10	Mai ma ara ara uman eriyan Karaisin avíká mantaan ákona ukharé ein banta Aperesin má inká Aristoburusini mápin ma vain mumunan kéká dere vasá tenti simusin baya siameno.
ROM.16.11	Tenti ádékena vanta Erodionin má inká Narsisusin amápin ma vain mumunan kéká basá tenti simusin baya siameno.
ROM.16.12	Mai ma Bafani ákona yorarí in nanin kan Tri finan nú Tirfosa nú bá
ROM.16.12	inká ena sen tirona nanin ma Bafani ákona yorarí iyá ma sinunu ukheruna Pesisi masá tenti simusin baya siameno.
ROM.16.14	Asinkritusin má Frekonin má Ermesin má Patrobasin má Ermasin má inká betin má ma vain mumunan kéká basá tenti simusin baya siameno.
ROM.16.15	Firorokusin má Yuriasin má inká Nereusin má be ayofi má inká Orimpasi má betin má ma vain mumunan kéká basá tenti simusin baya siameno.
ROM.16.16	Minó Karaisini vanasi ma vain mano siretimpin betíi amusin baya yan oren mino.
ROM.16.18	Mai fara vara seyo, mai kéká ano setisi Bafan Karaisini avúavá ánain ída yakhafiyan mifo vetíi ineinerái yakhafiyan mino. Betíi kampun baya kayo fóké banasi ase amiádaren betíi kama mumunan máden asuse iyan mino. 
ROM.16.19	Máan tiyan mifo sireti ma Bafani vaya ánain dakhafiyaona mai minó nanin banta ano afová ukhen mino. Mai van mi séi simusin iyá umpo siretí ankan puntákein avúavá óde afová ure vá betin má namu avúavá barana vá teno.
ROM.16.20	Tetisi Bafan Yisas Karaisini sarisari ano siretin masá bano.
ROM.16.22	Téi Porini vaya ma uvariyaruna vanta Tertiusi anon Bafan avíká tesi simusin baya yékun tireti vaonafá oren mino.
ROM.16.23+ROM.16.24	Mai ma kákan barufin kamanini moníká ma yafisiyain banta Erastusin má inká mumunan tifá tiváe Kuartusin má dere anon amusin baya yan tireti vaonafá oren mino.
ROM.16.25	Yisas Karaisi ano ma siretin ena anan nanin banta ayain nan ma fefá bompon dókifin tiádan aúpá baré ein mai saréa Tiyarafenu ano siretin aya inti mantaan ákona in nono. 
ROM.16.26	Mai ma fefá sakhanampa vanta kayo ano siádan baré einíen mi fara van oriyan ban Tiyarafenu ano ma ákonaen tiádan baré ein mi minó barará nanin bantafin inka sian amá é tiferuna mai kasaen Karaisintá mumunan uren ben ánain dakhafinten mino. 
ROM.16.27	Yisas Karaisini kama avúava sará mai ma afova víkakhein Tiyarafenun aví ena ena yaní ó tifano. Mai fura ino.
1CO.1.1	Yisas Karaisini kama vaya varen mo vanasi siamino van ma Tiyarafenu ano vei anunurá tivíká ein banta séi Porin má mumunan tifá tiváe Sostenesin má anon ma vompon uvaré uno.
1CO.1.2	Tiyarafenu ano vei vanasií uveya kantasí ukhe vano van ma avíkein kéká ma Koriní barurá banan ma inká Yisas Karaisini yorantá ma avíden maman kantasí ura ma minó akhempá baona nanin banta ano ma Yisas Karaisin nan ma setisi Bafan má betíi Bafan má ino ma siyaona mai kékái ma vompon berasan mano uvaman amé uno.
1CO.1.3	Teti Sifóe Tiyarafenu vá tetisi Bafan Yisas Karaisin má pinte sarisari vá ará kusin má ano kanaíen tiretin má banten mino.
1CO.1.4	Tiyarafenu ano ma vei sarisari siretin amira ma saréa Yisas Karaisin ninaí ukheona van mi séi ena ena véin tusu sianté iyá uno. 
1CO.1.5+1CO.1.6	Para vara seyo, mai ma ara ara afova váka ma ákona e vaya siyaona mai Tiyarafenu anon Yisas Karaisin pinté uaren mai afova amikhái Yisas Karaisin nan ma siamiyá erun mai inka siretí ankan pinté afoká en mino. 
1CO.1.7	Máan tukhanti setisi Bafan Yisas Karaisi ma ovaránen erin nain nan ma ave ukhe ma Kantá Aunani ara ara amusin barano van ma iyaré eona mai inka saréa vare ono. 
1CO.1.8	Inká béi ano mai amusin kayo fóké tiretin maman ákona uantádanti oriyare setisi Bafan Yisas Karaisi ma ovaránen erin nain damú ída mana aau vanti ven avorá o mantan nono. 
1CO.1.9	Tiyarafenu ano veyan ma sirein daná bariyain mi vákan be Anin ma setisi Bafan Yisas Karaisi vain má manafin bano van mi siretin arakhen mino.
1CO.1.11	Mumunan kéka soe, siretí ankan ma aruve asive iyaona vaya mai Karoen amápin ma vain kéká anon me sisimí iniréi ma vaya siyá uno. 
1CO.1.12	Tiretí ankan máa mi siya ono. Manáa kéká ano Porin mi yakhafiyá uno siyáka inká manáa ano Aporosin mi yakhafiyá uno síka manáa ano Pitan mi yakhafiyá uno síka manáa ano Karaisin mi yakhafiyá uno siya ono.
1CO.1.13	Kanaí eyá Yisas Karaisin maman aúban daiminte fono. Téi Pori anó tiretin nan pukékuyá inká ten tivíkasá monó non mante fono. 
1CO.1.14	Téi ma Krispusin má Kaiusin má monó non péantádé ma siretin ída féantákeruna van mi Tiyarafenun tusu siantiyá uno. 
1CO.1.15	Máan tukhé umpo ída vá mana ano sen nan ben avíkái monó non péké uno vá teno. 
1CO.1.16	(Stefanasini kéká bá deren monó non péan tákékun ban mifo mai oyampáké ena kéká bá péke rafu ída afová ukhé uno.) 
1CO.1.17	Yisas Karaisi ano monó non péantano vara séin tisinten naino. Tiyarafenui kama vaya siamino van mi sisinten mino. Mai fara va ino vara ráke afova ma mantein banta kayo ano ma siyain avúaváká baya siyaré Yisas Karaisini yaa unkamádan maman paen danasí onuna van mino.
1CO.1.19	Mai fara vara seyo, vanasi ano ma vetiyantá betiyan ayain nain nan Tiyarafenui vompon dóki ano máa sikhen mino.
1CO.1.19	“Bantai afova mádé asuse uré
1CO.1.19	betíi ineine finte kama afova yo varanté uno.” 
1CO.1.21	Mai fara va ino, vantai ineine ano Tiyarafenui ineine vá ída manaí ukhan ída kanaíen beni vaya ineren ukhan mi setí ankan ma asuse aa fáké monó baya siamiyaruna anon banasi aya iyákan Tiyarafenu ano amusin iyan mai kéká aviriyan mino. 
1CO.1.22	Yutan kayo ano enará ukhein avúavá aní intí ódaré mumunan ono van iyákan inká ena anan nanin banta kayo ano vetí ankan ma afová ukhein avúaváká ma siamintin iniren mumunan in nain nan mi yosiyan mino. 
1CO.1.23	Máan tiyan mifo Yisasi ma yaa unkamádantá purein nan ma setí ankan tiamiyákun Yutan kayo ano mai vaya inian paen danasí iyan maen inká ena anan nanin banta kayo ano iniren asuse vaya ino siyan mino. 
1CO.1.24	Máa siyan mifo mai ma Tiyarafenu ano Yutan kayo vá ena anan nanin banta kayo vá ma evaránen avíkein mai Yisas Karaisi maen Tiyarafenui ákonan báken beni kama ine inen ban mino. 
1CO.1.25	Mai fara vara seyo, varará banta ano Tiyarafenui ineine van asuse ukhen mino siyan mifo vetíi kama ineine esantakhen mino. Inká Tiyarafenui avúava san ída ákona van ne siyan mifo vantai ákona esantakhen mino.
1CO.1.27	Mai ma kama ineine vákái vá uno ma siyain kéká ayave ameno van mi mai ma asuse ineine vain kéká Tiyarafenu ano aní uren doran amen mino. Inká mai ma ákona vain kéká ayave ameno van mi mai ma ída ákona vain kéká aní uren doran amen mino. 
1CO.1.28	Kama ineine ma vain kékái afova mádé asuse ono van mi ma ma vanasi ano namuen púta ukhen mino siyá ein kéká Tiyarafenu ano aní uren doran amen mino. 
1CO.1.29	Máan turantin Tiyarafenu avorá ída mana ano séi mai yaná manté uno sen be amo sino van mino.
1CO.1.31	Máan tukhein nan mi Tiyarafenui vompon dókifin tikhen mino. “Mana nanin banta ano ma amo seno van Bafan mana vá amo sino.” 
1CO.2.1	Mumunan tiyofi sifá tiváeyan noe, Tiyarafenui vaya ma aúpá baré ein ma séi esé araíé tiretin tiameruna mai ma varará banta ano ma kákan afova manten ma siyain avúavákasa siame rauno. Ída ino. 
1CO.2.2	Para vara seyo, Yisas Karaisin má inká daa unkamádantá ma véi fureí pákena vá anan tiameno van ukhá uno. 
1CO.2.3	Téi ma esé araí é tiretí ankan baonafá oreruna mai ída ákona vákái sikhokhofiyá oré uno. 
1CO.2.4	Téi ma Tiyarafenui vaya siamiyaré eruna mai kama uréi siamiyáké ída ase vayafó iyaní uré tiretin avíké umpo Kantá Aunan manon tiretin aúbaná ákona yorarí ukhen mino. 
1CO.2.5	Máan turéku mae varará bantai ineinerá ifá ureya Tiyarafenui ákonará mumunan ono van mi siamiyaré uno.
1CO.2.6	Tiyarafenui vaya ma inikhein kékápin mi véi ma simikhein ineinerá baya siyaré umpo varará bantai ineinera safi inká ma varará ma o aiyoran nain dafisin kékái ineinera safi va siyare rauno. Ída ino. 
1CO.2.7	Tiyarafenu ano ma setin tiya uré tivirano van pefá bara ída uvanten aúpá ma aúmádan baré ein mai ineine vayan tiamiyá uno. 
1CO.2.8	Tiamiyá umpo varará ma yafisin kéká ano mai yaná ída afová ukharen mino. Betí ankan afová en baren tetisi Bafan ma kakhan má bain ída yaa unkamádantá arintin purin nainten mino. 
1CO.2.9	Mai van mi Tiyarafenui vompon dóki ano máa sikhen mino.
1CO.2.9	“Tiyarafenu ma avábá in nain kéká ina ma útaádan bain
1CO.2.9	mai ída mana ano onan
1CO.2.9	ída mana ano inin
1CO.2.9	ída mana vantai inimpin bá ukhen mino.” 
1CO.2.10	Máan tikhen mifo Tiyarafenu ano vei Aunan pókéi mai yanasinta maman dákó uren minó daná dosiren Tiyarafenui aúpá bain daná ina aní urá mai afová ukhé tiféuno. 
1CO.2.11	Mana ano ída kanaíen ena ano ma iniyain ineine afová inten mifo veyákái afová inten mino. Inká ída kanaíen mana ano Tiyarafenui ineine afová inten mifo vei Aunan mano anan afová inten mino. 
