GEN.1.1	起初，上帝創造天地。 
PSA.6.6	把褥子濕透。
PSA.6.7	我的眼睛因憂愁而昏花，
PSA.6.7	因敵人的緣故，我的眼目模糊不清。
PSA.6.8	你們所有作惡的人，離開我吧！
PSA.6.8	因為耶和華聽了我哀哭的聲音。
PSA.6.9	耶和華聽了我的懇求，
PSA.6.9	耶和華必接納我的禱告。
PSA.6.10	我所有的仇敵都必羞愧，大大驚惶；
PSA.6.10	轉眼之間，他們要羞愧撤退。
PSA.7.1	耶和華－我的上帝啊，我投靠你！
PSA.7.1	求你救我脫離所有追趕我的人，搭救我出來！
PSA.7.2	免得他們像獅子撕裂我，
PSA.7.2	甚至撕碎，無人搭救。
PSA.7.3	耶和華－我的上帝啊，我若行了這事，
PSA.7.3	若有罪孽在我手裏，
PSA.7.4	我若以惡回報我的朋友，
PSA.7.4	連那無故與我為敵的，我也救了他
PSA.7.5	就任憑仇敵追趕我，直到追上，
PSA.7.5	把我的性命踏在地上，
PSA.7.5	使我的榮耀歸於灰塵。（細拉）
PSA.7.6	耶和華啊，求你在怒中起來，
PSA.7.6	挺身而立，抵擋我敵人的烈怒！
PSA.7.6	求你為我興起！你已經發令施行審判。
PSA.7.7	願萬民聚集環繞你！
PSA.7.7	願你居高位統治他們！
PSA.7.8	耶和華向萬民施行審判；
PSA.7.8	耶和華啊，求你按我的公義
PSA.7.8	和我心中的純正判斷我。
PSA.7.9	願惡人的惡斷絕！
PSA.7.9	願你堅立義人！
PSA.7.9	因為公義的上帝察驗人的心腸肺腑。
PSA.7.10	上帝是我的盾牌，
PSA.7.10	他拯救心裏正直的人。
PSA.7.11	上帝是公義的審判者，
PSA.7.11	又是天天向惡人發怒的上帝。
PSA.7.12	若有人不回頭，他的刀必磨快，
PSA.7.12	弓必上弦，預備妥當。
PSA.7.13	他也預備了致死的兵器，
PSA.7.13	他所射的是火箭。
PSA.7.14	看哪，惡人懷邪惡，
PSA.7.14	養毒害，生虛假。
PSA.7.15	他掘了坑，挖得太深，
PSA.7.15	竟掉在自己所挖的陷阱裏。
PSA.7.16	他的毒害必回到自己頭上，
PSA.7.16	他的殘暴必落到自己的腦袋上。
PSA.7.17	我要照著耶和華的公義稱謝他，
PSA.7.17	要歌頌耶和華至高者的名。
PSA.8.1	耶和華－我們的主啊，
PSA.8.1	你的名在全地何其美！
PSA.8.1	你將你的榮耀彰顯於天
PSA.8.2	你因敵人的緣故，
PSA.8.2	從孩童和吃奶的口中建立了能力，
PSA.8.2	使仇敵和報仇的閉口無言。
PSA.8.3	我觀看你手指所造的天，
PSA.8.3	並你所陳設的月亮星宿。
PSA.8.4	人算甚麼，你竟顧念他！
PSA.8.4	世人算甚麼，你竟眷顧他！
PSA.8.5	你使他比上帝
PSA.8.5	賜他榮耀尊貴為冠冕。
PSA.8.6+PSA.8.7+PSA.8.8	你派他管理你手所造的，
PSA.8.6+PSA.8.7+PSA.8.8	使萬物，就是一切的牛羊、
PSA.8.6+PSA.8.7+PSA.8.8	田野的牲畜、空中的鳥、海裏的魚，
PSA.8.6+PSA.8.7+PSA.8.8	凡游在水裏的，都服在他的腳下。
PSA.8.9	耶和華－我們的主啊，
PSA.8.9	你的名在全地何其美！
PSA.9.1	我要一心稱謝耶和華，
PSA.9.1	傳揚你一切奇妙的作為。
PSA.9.2	我要因你歡喜快樂；
PSA.9.2	至高者啊，我要歌頌你的名！
PSA.9.3	我的仇敵回轉撤退的時候，
PSA.9.3	他們在你面前跌倒滅亡。
PSA.9.4	因你已經為我伸冤，為我辯護；
PSA.9.4	你坐在寶座上，按公義審判。
PSA.9.5	你曾斥責列國，滅絕惡人；
PSA.9.5	你曾塗去他們的名，直到永永遠遠。
PSA.9.6	仇敵到了盡頭；
PSA.9.6	他們遭毀壞，直到永遠。
PSA.9.6	你拆毀他們的城鎮，
PSA.9.6	連他們的名字
PSA.9.7	惟耶和華坐在王位上，直到永遠；
PSA.9.7	他已經為審判擺設寶座。
PSA.9.8	他要按公義審判世界，
PSA.9.8	按正直判斷萬民。
PSA.9.9	耶和華要作受欺壓者的庇護所，
PSA.9.9	在患難時的庇護所。
PSA.9.10	耶和華啊，認識你名的人要倚靠你，
PSA.9.10	因你沒有離棄尋求你的人。
PSA.9.11	應當歌頌居於
PSA.9.11	將他所做的傳揚在萬民中。
PSA.9.12	那位追討流人血的，
PSA.9.12	他記念受屈的人，
PSA.9.12	不忘記困苦人的哀求。
PSA.9.13	耶和華啊，求你憐憫我！
PSA.9.13	你是從死門把我提升起來的，
PSA.9.13	求你看那恨我的人所加給我的苦難，
PSA.9.14	好讓我述說你一切的美德。
PSA.9.14	我要在
PSA.9.15	外邦人陷在自己所掘的坑中，
PSA.9.15	他們的腳被自己暗設的網羅纏住了。
PSA.9.16	耶和華已將自己顯明，他已施行審判；
PSA.9.16	惡人被自己手所做的纏住了
PSA.9.17	惡人，就是忘記上帝的外邦人，
PSA.9.17	都必歸到陰間。
PSA.9.18	貧窮人必不永久被忘，
PSA.9.18	困苦人的指望必不永遠落空。
PSA.9.19	耶和華啊，求你興起，不容世人得勝！
PSA.9.19	願外邦人在你面前受審判！
PSA.9.20	耶和華啊，求你使他們恐懼，
PSA.9.20	願外邦人知道自己不過是人。（細拉）
PSA.10.1	耶和華啊，你為甚麼站在遠處？
PSA.10.1	在患難的時候為甚麼隱藏？
PSA.10.2	惡人驕橫地追逼困苦人；
PSA.10.2	願他們陷在自己所設的計謀裏。
PSA.10.3	因為惡人以自己的心願自誇，
PSA.10.3	貪財的背棄耶和華，並且輕慢他
PSA.10.4	惡人面帶驕傲，不尋找耶和華；
PSA.10.4	他的思想中全無上帝。
PSA.10.5	他的路時常亨通，
PSA.10.5	你的審判不在他眼裏。
PSA.10.5	至於他所有的敵人，他都向他們發怒氣。
PSA.10.6	他心裏說：「我必不動搖，
PSA.10.6	世世代代不遭災難。」
PSA.10.7	他滿口咒罵、詭詐、欺壓，
PSA.10.7	舌底盡是毒害、奸惡。
PSA.10.8	他在村莊埋伏等候，
PSA.10.8	在隱密處殺害無辜的人，
PSA.10.8	他的眼睛窺探無倚無靠的人。
PSA.10.9	他埋伏在暗地，如獅子蹲在洞中。
PSA.10.9	他埋伏，要俘擄困苦人；
PSA.10.9	他拉網，就把困苦人擄去。
PSA.10.10	他屈身蹲伏，
PSA.10.10	無倚無靠的人就倒在他的暴力之下。
PSA.10.11	他心裏說：「上帝竟忘記了，
PSA.10.11	上帝轉臉永不觀看。」
PSA.10.12	耶和華啊，求你興起！
PSA.10.12	上帝啊，求你舉手！
PSA.10.12	不要忘記困苦人！
PSA.10.13	惡人為何輕慢上帝，
PSA.10.13	心裏說「你必不追究」？
PSA.10.14	你已經察看，
PSA.10.14	顧念人的憂患和愁苦，
PSA.10.14	放在你的手中。
PSA.10.14	無倚無靠的人把自己交託給你，
PSA.10.14	你向來是幫助孤兒的。
PSA.10.15	求你打斷惡人的膀臂，
PSA.10.15	至於壞人，求你追究他的惡，直到淨盡。
PSA.10.16	耶和華永永遠遠為王，
PSA.10.16	外邦人從他的地已經滅絕了。
PSA.10.17	耶和華啊，困苦人的心願你早已聽見；
PSA.10.17	你必堅固他們的心，也必側耳聽他們的祈求，
PSA.10.18	為要給孤兒和受欺壓的人伸冤，
PSA.10.18	使世上的人不再威嚇他們。
PSA.11.1	我投靠耶和華；
PSA.11.1	你們怎麼對我說：「你當像鳥逃到你們的山去；
PSA.11.2	看哪，惡人彎弓，把箭搭在弦上，
PSA.11.2	要在暗中射那心裏正直的人。
PSA.11.3	根基若毀壞，
PSA.11.3	義人還能做甚麼呢？」
PSA.11.4	耶和華在他的聖殿裏，
PSA.11.4	耶和華在天上的寶座上；
PSA.11.4	他的眼睛察看，
PSA.11.4	他的眼目
PSA.11.5	耶和華考驗義人；
PSA.11.5	惟有惡人和喜愛暴力的人，他心裏恨惡。
PSA.11.6	他要向惡人密佈羅網，
PSA.11.6	烈火、硫磺、熱風作他們杯中的份。
PSA.11.7	因為耶和華是公義的，他喜愛義行，
PSA.11.7	正直人必得見他的面。
PSA.12.1	耶和華啊，求你幫助，因虔誠人斷絕了，
PSA.12.1	世人中間忠信的人消失了。
PSA.12.2	人人向鄰舍說謊；
PSA.12.2	他們說話嘴唇油滑，心口不一。
PSA.12.3	願耶和華剪除一切油滑的嘴唇，
PSA.12.3	誇大的舌頭。
PSA.12.4	他們說：「我們必能以舌頭取勝，
PSA.12.4	我們的嘴唇是自己的，
PSA.12.4	誰能作我們的主呢？」
PSA.12.5	耶和華說：「因為困苦人的冤屈
PSA.12.5	和貧窮人的嘆息，
PSA.12.5	我現在要起來，
PSA.12.5	把他安置在他所切慕的穩妥之地。」
PSA.12.6	耶和華的言語是純淨的言語，
PSA.12.6	如同銀子在泥做的爐中煉過七次。
PSA.12.7	耶和華啊，你必保護他們，
PSA.12.7	你必保佑他們永遠脫離這世代的人。
PSA.12.8	卑鄙的人在世人中高升時，
PSA.12.8	就有惡人四處橫行。
PSA.13.1	耶和華啊，你忘記我要到幾時呢？要到永遠嗎？
PSA.13.1	你轉臉不顧我要到幾時呢？
PSA.13.2	我心裏籌算，終日愁苦，要到幾時呢？
PSA.13.2	我的仇敵升高壓制我，要到幾時呢？
PSA.13.3	耶和華－我的上帝啊，求你看顧我，應允我！
PSA.13.3	求你使我眼目明亮，免得我沉睡至死；
PSA.13.4	免得我的仇敵說「我勝了他」；
PSA.13.4	免得我的敵人在我動搖的時候喜樂。
PSA.13.5	但我倚靠你的慈愛，
PSA.13.5	我的心因你的救恩快樂。
PSA.13.6	我要向耶和華歌唱，
PSA.13.6	因他厚厚地恩待我。
PSA.14.1	愚頑人心裏說：「沒有上帝。」
PSA.14.1	他們都敗壞，行了可憎惡的事，
PSA.14.1	沒有一個人行善。
PSA.14.2	耶和華從天上垂看世人，
PSA.14.2	要看有明白的沒有，
PSA.14.2	有尋求上帝的沒有。
PSA.14.3	他們都偏離正路，一同變為污穢，
PSA.14.3	沒有行善的，
PSA.14.3	連一個也沒有。
PSA.14.4	作惡的都沒有知識嗎？
PSA.14.4	他們吞吃我的百姓如同吃飯一樣，
PSA.14.4	並不求告耶和華。
PSA.14.5	他們在那裏大大害怕，
PSA.14.5	因為上帝在義人的族類中。
PSA.14.6	你們叫困苦人的籌算變為羞辱，
PSA.14.6	然而耶和華是他的避難所。
PSA.14.7	但願
PSA.14.7	當耶和華救回他被擄子民的時候，
PSA.14.7	要快樂，
PSA.15.1	耶和華啊，誰能寄居你的帳幕？
PSA.15.1	誰能居住你的聖山？
PSA.15.2	就是行為正直、做事公義、
PSA.15.2	心裏說實話的人。
PSA.15.3	他不以舌頭讒害人，
PSA.15.3	不惡待朋友，
PSA.15.3	也不隨夥毀謗鄰舍。
PSA.15.4	他眼中藐視匪類，
PSA.15.4	卻尊重那敬畏耶和華的人。
PSA.15.4	他發了誓，雖然自己吃虧也不更改。
PSA.15.5	他不放債取利，
PSA.15.5	不受賄賂以害無辜。
PSA.15.5	做這些事的人必永不動搖。
PSA.16.1	上帝啊，求你保佑我，
PSA.16.1	因為我投靠你。
PSA.16.2	我
PSA.16.2	我的福氣惟獨從你而來。」
PSA.16.3	論到世上的聖民，他們是尊貴的人，
PSA.16.3	是我最喜悅的。
PSA.16.4	追逐
PSA.16.4	他們的愁苦必增加；
PSA.16.4	他們所澆奠的血我不獻上，
PSA.16.4	我嘴唇也不提別神的名號。
PSA.16.5	耶和華是我的產業，是我杯中的福分；
PSA.16.5	我所得的，你為我持守。
PSA.16.6	用繩量給我的地界，坐落在佳美之處；
PSA.16.6	我的產業實在美好。
PSA.16.7	我要稱頌那指引我的耶和華，
PSA.16.7	在夜間我的心腸也指教我。
PSA.16.8	我讓耶和華常在我面前，
PSA.16.8	因他在我右邊，我就不致動搖。
PSA.16.9	因此，我的心歡喜，我的靈
PSA.16.9	我的肉身也要安然居住。
PSA.16.10	因為你必不將我的靈魂
PSA.16.10	也不讓你的聖者見地府
PSA.16.11	你必將生命的道路指示我。
PSA.16.11	在你面前有滿足的喜樂，
PSA.16.11	在你右手中有永遠的福樂。
PSA.17.1	耶和華啊，求你垂聽公義的呼聲，
PSA.17.1	留心聽我的呼求！
PSA.17.1	求你側耳聽我這沒有詭詐的嘴唇的祈禱！
PSA.17.2	願判我公正的話從你面前發出，
PSA.17.2	願你的眼睛察看正直。
PSA.17.3	你已經考驗我的心，
PSA.17.3	你在夜間鑒察我。
PSA.17.3	你熬煉我，卻找不到錯失，
PSA.17.3	我立志叫我口中沒有過失。
PSA.17.4	論到人的行為，我謹守你嘴唇的言語，
PSA.17.4	不走殘暴人的道路。
PSA.17.5	我的腳緊緊跟隨你的腳蹤，
PSA.17.5	我的兩腳未曾滑跌。
PSA.17.6	上帝啊，我求告你，因為你必應允我；
PSA.17.6	求你向我側耳，聽我的言語。
PSA.17.7	求你顯出你奇妙的慈愛，
PSA.17.7	你用右手拯救投靠你的人，脫離那起來攻擊他們的人。
PSA.17.8	求你保護我，如同保護眼中的瞳人，
PSA.17.8	把我隱藏在你翅膀的蔭下，
PSA.17.9	使我脫離欺壓我的惡人，
PSA.17.9	脫離那圍困我要害我命的仇敵。
PSA.17.10	他們的心被油脂包裹，
PSA.17.10	用口說驕傲的話。
PSA.17.11	他們追逼我
PSA.17.11	瞪著眼，要把我們推倒在地。
PSA.17.12	他像獅子要貪吃獵物，
PSA.17.12	又像少壯獅子蹲伏在暗處。
PSA.17.13	耶和華啊，求你興起，前去迎敵，把他打倒！
PSA.17.13	求你用你的刀救我的命脫離惡人。
PSA.17.14	耶和華啊，求你用手救我脫離世人，
PSA.17.14	脫離那只在今生有福分的世人！
PSA.17.14	你以財寶充滿他們的肚腹，
PSA.17.14	他們因有兒女就滿足，
PSA.17.14	將其餘的財物留給他們的孩子。
PSA.17.15	至於我，我必因公正得見你的面；
PSA.17.15	我醒了的時候，你的形像使我滿足。
PSA.18.1	耶和華我的力量啊，我愛你！
PSA.18.2	耶和華是我的巖石、我的山寨、我的救主、
PSA.18.2	我的上帝、我的磐石、我所投靠的。
PSA.18.2	他是我的盾牌，
PSA.18.2	是拯救我的角，是我的碉堡。
PSA.18.3	我要求告當讚美的耶和華，
PSA.18.3	我必從仇敵手中被救出來。
PSA.18.4	死亡的繩索勒住我，
PSA.18.4	毀滅的急流驚嚇我，
PSA.18.5	陰間的繩索纏繞我，
PSA.18.5	死亡的圈套臨到我。
PSA.18.6	我在急難中求告耶和華，
PSA.18.6	向我的上帝呼求。
PSA.18.6	他從殿中聽了我的聲音，
PSA.18.6	我在他面前的呼求必進入他耳中。
PSA.18.7	那時，因他發怒地就震動戰抖，
PSA.18.7	山的根基也震動挪移。
PSA.18.8	他的鼻孔冒煙上騰，
PSA.18.8	他的口發火焚燒，連煤炭也燒著了。
PSA.18.9	他使天垂下，親自降臨，
PSA.18.9	黑雲在他腳下。
PSA.18.10	他乘坐基路伯飛行，
PSA.18.10	藉著風的翅膀快飛，
PSA.18.11	以黑暗為藏身之處，
PSA.18.11	以水的黑暗、天空的密雲作四圍的行宮。
PSA.18.12	因他發出光輝，
PSA.18.12	冰雹和火炭穿透密雲。
PSA.18.13	耶和華在天上打雷，
PSA.18.13	至高者發出聲音，就有冰雹和火炭
PSA.18.14	他射出箭來，使仇敵四散；
PSA.18.14	發出連串的閃電，擊潰他們。
PSA.18.15	耶和華啊，你的斥責一發，
PSA.18.15	你鼻孔的氣一出，
PSA.18.15	海底就顯現，
PSA.18.15	大地的根基也暴露。
PSA.18.16	他從高天伸手抓住我，
PSA.18.16	把我從大水中拉上來。
PSA.18.17	他救我脫離強敵和那些恨我的人，
PSA.18.17	因為他們比我強盛。
PSA.18.18	我遭遇災難的日子，他們來攻擊我；
PSA.18.18	但耶和華是我的倚靠。
PSA.18.19	他領我到寬闊之處，
PSA.18.19	他救拔我，因他喜愛我。
PSA.18.20	耶和華必按我的公義報答我，
PSA.18.20	按我手中的清潔賞賜我。
PSA.18.21	因為我遵守耶和華的道，
PSA.18.21	未曾作惡離開我的上帝。
PSA.18.22	他的一切典章常在我面前，
PSA.18.22	他的律例我也未曾丟棄。
PSA.18.23	我在他面前作了完全人，
PSA.18.23	我也保護自己遠離罪孽。
PSA.18.24	所以耶和華按我的公義，
PSA.18.24	在他眼前按我手中的清潔賞賜我。
PSA.18.25	慈愛的人，你以慈愛待他；
PSA.18.25	完全的人，你以完善待他。
PSA.18.26	清潔的人，你以清潔待他；
PSA.18.26	歪曲的人，你以彎曲待他。
PSA.18.27	困苦的百姓，你必拯救；
PSA.18.27	高傲的眼目，你使他降卑。
PSA.18.28	你必點亮我的燈；
PSA.18.28	耶和華－我的上帝必照明我的黑暗。
PSA.18.29	我藉著你衝入敵軍，
PSA.18.29	藉著我的上帝跳過城牆。
PSA.18.30	至於上帝，他的道是完全的；
PSA.18.30	耶和華的話是純淨的。
PSA.18.30	凡投靠他的，他就作他們的盾牌。
PSA.18.31	除了耶和華，誰是上帝呢？
PSA.18.31	除了我們的上帝，誰是磐石呢？
PSA.18.32	惟有那以力量束我的腰、
PSA.18.32	使我行為完全的，他是上帝。
PSA.18.33	他使我的腳快如母鹿，
PSA.18.33	使我站穩在高處。
PSA.18.34	他教導我的手能爭戰，
PSA.18.34	我的膀臂能開銅造的弓。
PSA.18.35	你賜救恩給我作盾牌，
PSA.18.35	你的右手扶持我，
PSA.18.35	你的庇護
PSA.18.36	你使我腳步寬闊，
PSA.18.36	我的腳踝未曾滑跌。
PSA.18.37	我要追趕我的仇敵，且要追上他們；
PSA.18.37	若不將他們滅絕，我總不歸回。
PSA.18.38	我要打傷他們，使他們站不起來；
PSA.18.38	他們必倒在我的腳下。
PSA.18.39	你曾以力量束我的腰，使我能爭戰；
PSA.18.39	也曾使那起來攻擊我的，都服在我以下。
PSA.18.40	你又使我的仇敵在我面前轉身逃跑，
PSA.18.40	使我剪除那恨我的人。
PSA.18.41	他們呼求，卻無人拯救；
PSA.18.41	就是呼求耶和華，他也不應允。
PSA.18.42	我搗碎他們，如同風前的灰塵；
PSA.18.42	傾倒
PSA.18.43	你救我脫離百姓的紛爭，
PSA.18.43	立我作列國的元首；
PSA.18.43	我素不認識的百姓必事奉我。
PSA.18.44	他們一聽見我的名聲就必順從我，
PSA.18.44	外邦人要投降我。
PSA.18.45	外邦人要喪膽，
PSA.18.45	戰戰兢兢地出營寨。
PSA.18.46	耶和華永遠活著。
PSA.18.46	願我的磐石被稱頌，
PSA.18.46	願救我的上帝受尊崇。
PSA.18.47	這位上帝為我伸冤，
PSA.18.47	使萬民服在我以下。
PSA.18.48	他拯救我脫離仇敵，
PSA.18.48	又把我舉起，高過那些起來攻擊我的人，
PSA.18.48	救我脫離殘暴的人。
PSA.18.49	耶和華啊，因此我要在外邦中稱謝你，
PSA.18.49	歌頌你的名。
PSA.18.50	耶和華賜極大的救恩給他所立的王，
PSA.18.50	施慈愛給他的受膏者，
PSA.18.50	就是給
PSA.19.1	諸天述說上帝的榮耀，
PSA.19.1	穹蒼傳揚他手的作為。
PSA.19.2	這日到那日發出言語，
PSA.19.2	這夜到那夜傳出知識。
PSA.19.3	無言無語，
PSA.19.3	也無聲音可聽。
PSA.19.4	它們的聲浪
PSA.19.4	它們的言語傳到地極。
PSA.19.4	上帝在其中為太陽安設帳幕，
PSA.19.5	太陽如同新郎步出洞房，
PSA.19.5	又如勇士歡然奔路。
PSA.19.6	它從天這邊出來，繞到天那邊，
PSA.19.6	沒有一物可隱藏得不到它的熱氣。
PSA.19.7	耶和華的律法全備，使人甦醒；
PSA.19.7	耶和華的法度確定，使愚蒙人有智慧。
PSA.19.8	耶和華的訓詞正直，使人心快活；
PSA.19.8	耶和華的命令清潔，使人眼目明亮。
PSA.19.9	耶和華的典章真實，全然公義，
PSA.19.9	敬畏耶和華是純潔的，存到永遠，
PSA.19.10	比金子可羨慕，比極多的純金可羨慕；
